
[00:00:00.000 --> 00:00:02.180]  耶穌生命傳承
[00:05:24.700 --> 00:05:27.760]  猶大也回去了 祂也回去了
[00:05:27.760 --> 00:05:30.740]  後來祂懷孕了
[00:05:30.740 --> 00:05:34.700]  那麼猶大就說你這個
[00:05:34.700 --> 00:05:37.440]  不公不爭的女人
[00:05:37.440 --> 00:05:40.520]  你是犯了罪的女人
[00:05:40.520 --> 00:05:42.160]  就要處死祂
[00:05:42.160 --> 00:05:46.780]  結果祂說我這是為了
[00:05:46.780 --> 00:05:49.880]  我的家族的產業
[00:05:50.040 --> 00:05:52.360]  為了我先生留後
[00:05:52.360 --> 00:05:53.540]  那麼
[00:05:53.540 --> 00:05:57.120]  祂說你這個孩子是從誰來的
[00:05:57.120 --> 00:05:59.400]  祂就把這個帳子都拿出來
[00:05:59.400 --> 00:06:02.780]  這個給我這個人就是祂的爸爸
[00:06:02.780 --> 00:06:06.980]  哇 猶大說哎呀你比我還有意啊
[00:06:06.980 --> 00:06:08.080]  為什麼
[00:06:08.080 --> 00:06:11.720]  不是祂找藉口
[00:06:11.720 --> 00:06:14.520]  因為祂冒著生命的危險
[00:06:14.520 --> 00:06:16.760]  祂可能會被
[00:06:17.260 --> 00:06:20.200]  石頭打死的
[00:06:20.200 --> 00:06:23.200]  所以在創世紀38章28節
[00:06:23.200 --> 00:06:25.360]  祂說來我們一起來念
[00:06:25.360 --> 00:06:29.260]  祂比我更有意
[00:06:29.260 --> 00:06:32.320]  因為我沒有將祂給我的兒子
[00:06:32.320 --> 00:06:35.040]  示啦 OK
[00:06:35.040 --> 00:06:36.380]  所以
[00:06:36.380 --> 00:06:40.060]  猶大失心 但是他嘛
[00:06:40.060 --> 00:06:43.960]  為了要讓這個家族產業
[00:06:43.960 --> 00:06:45.340]  繼續
[00:06:45.880 --> 00:06:48.960]  他冒著死的危險
[00:06:48.960 --> 00:06:49.960]  連猶大
[00:06:49.960 --> 00:06:51.960]  都稱讚他
[00:06:51.960 --> 00:06:54.220]  後來你去看
[00:06:54.220 --> 00:06:57.680]  他生了兩個
[00:06:57.680 --> 00:06:59.220]  後來一路傳下來
[00:06:59.220 --> 00:07:03.160]  然後最後十四代十四代十四代
[00:07:03.160 --> 00:07:05.300]  傳到耶穌基督
[00:07:05.300 --> 00:07:07.680]  這一個女人
[00:07:07.680 --> 00:07:12.440]  她能夠在耶穌的家譜裡面
[00:07:12.440 --> 00:07:15.260]  留下一個名字
[00:07:15.260 --> 00:07:18.140]  神多麼看重
[00:07:18.140 --> 00:07:21.440]  這一個堅忍跟正義的力量
[00:07:21.440 --> 00:07:24.240]  是不是 也就是說他把他個人的
[00:07:24.240 --> 00:07:26.940]  生死置之度外
[00:07:26.940 --> 00:07:29.340]  他為了這個家族擺上所有
[00:07:29.340 --> 00:07:32.760]  擺上他的命 賭上他的命
[00:07:32.760 --> 00:07:35.120]  他是認為這是做是對的
[00:07:35.120 --> 00:07:38.160]  我們以前小時候啊
[00:07:38.160 --> 00:07:40.560]  我們看我們的
[00:07:40.560 --> 00:07:42.560]  父母親啊
[00:07:42.560 --> 00:07:44.360]  真的是
[00:07:45.000 --> 00:07:46.360]  屈勞
[00:07:46.360 --> 00:07:49.880]  寒心如苦 真的是看
[00:07:49.880 --> 00:07:52.600]  尤其是我是五零年代生
[00:07:52.600 --> 00:07:54.660]  那是台灣很貧窮的時候
[00:07:54.660 --> 00:07:57.580]  那麼看到家裡面
[00:07:57.580 --> 00:08:00.340]  那要怎麼樣張羅一頓飯
[00:08:00.340 --> 00:08:02.840]  尤其我們家七個小孩
[00:08:02.840 --> 00:08:05.540]  真的是我有的時候開玩笑說
[00:08:05.540 --> 00:08:08.760]  我早飯不吃快一點 晚飯都沒有了
[00:08:08.760 --> 00:08:13.000]  但是就看到多麼辛苦的一個環境
[00:08:13.000 --> 00:08:14.360]  一路過來
[00:08:14.620 --> 00:08:17.640]  我就真的是想到我母親
[00:08:17.640 --> 00:08:19.860]  也是這樣子的辛苦
[00:08:19.860 --> 00:08:23.280]  但是與他媽比又差了很多了
[00:08:23.280 --> 00:08:25.960]  不是嗎 聖經上面
[00:08:25.960 --> 00:08:29.540]  都記載他是一個有意的
[00:08:29.540 --> 00:08:33.200]  是不是 然後他的家族
[00:08:33.200 --> 00:08:35.980]  我繼承了耶穌
[00:08:35.980 --> 00:08:39.220]  一脈傳統的血脈
[00:08:39.220 --> 00:08:41.980]  而且繼承了他們的產業
[00:08:42.320 --> 00:08:45.580]  這是一個多麼偉大的事情
[00:08:45.580 --> 00:08:48.480]  他嘛 感謝神 讚美神
[00:08:48.480 --> 00:08:51.360]  我們有幸認識他 是不是
[00:08:51.360 --> 00:08:54.800]  還有一個姊妹呢
[00:08:54.800 --> 00:08:56.880]  她的名字叫
[00:08:56.880 --> 00:08:58.500]  拉荷
[00:08:58.500 --> 00:08:59.900]  欸
[00:08:59.900 --> 00:09:02.480]  拉荷也是一個記名
[00:09:02.480 --> 00:09:04.360]  是不是
[00:09:04.360 --> 00:09:07.900]  所以你不要以為聖經上面都講那些
[00:09:07.900 --> 00:09:11.900]  大有能力或者是出身正統
[00:09:11.900 --> 00:09:13.340]  或者是說
[00:09:13.340 --> 00:09:16.340]  名門閨秀或什麼的
[00:09:16.340 --> 00:09:19.980]  只要我們願意
[00:09:19.980 --> 00:09:22.820]  為神的國 為主
[00:09:22.820 --> 00:09:24.620]  擺上一切
[00:09:24.620 --> 00:09:26.180]  那麼
[00:09:26.180 --> 00:09:28.980]  拉荷的事情是在耶穌亞祭裡面
[00:09:28.980 --> 00:09:32.380]  那麼有一個副標題說
[00:09:32.380 --> 00:09:35.660]  他是信心跟勇氣的表現
[00:09:35.660 --> 00:09:39.520]  耶穌有幸在他家族裡面
[00:09:39.520 --> 00:09:41.280]  有這麼一個女人
[00:09:41.960 --> 00:09:45.160]  她這麼有信心 她這麼有勇氣
[00:09:45.160 --> 00:09:48.440]  她多有信心 她多有勇氣呢
[00:09:48.440 --> 00:09:51.180]  事情是這個樣子的
[00:09:51.180 --> 00:09:52.700]  您知道
[00:09:52.700 --> 00:09:56.680]  當時的耶路撒冷的古城
[00:09:56.680 --> 00:09:58.760]  拉荷是
[00:09:58.760 --> 00:10:00.580]  開
[00:10:00.580 --> 00:10:04.920]  飯館茶樓 酒樓的
[00:10:04.920 --> 00:10:06.620]  也是
[00:10:06.620 --> 00:10:09.560]  幫那些
[00:10:09.860 --> 00:10:12.620]  喜怒的三甲
[00:10:12.620 --> 00:10:13.860]  流浪在外的人
[00:10:13.860 --> 00:10:15.820]  給他們解悶
[00:10:15.820 --> 00:10:17.900]  那不管怎麼樣
[00:10:17.900 --> 00:10:20.500]  他開了這個酒樓呢
[00:10:20.500 --> 00:10:24.160]  以前的酒樓都是在
[00:10:24.160 --> 00:10:26.320]  城牆上面
[00:10:26.320 --> 00:10:29.000]  為什麼會在城牆上面呢
[00:10:29.000 --> 00:10:32.700]  因為以前的城牆
[00:10:32.700 --> 00:10:35.000]  當天黑的時候呢
[00:10:35.000 --> 00:10:37.600]  外人都要趕出去
[00:10:38.340 --> 00:10:41.320]  要保持這個城裡面 免得有奸細
[00:10:41.320 --> 00:10:44.300]  有壞人進來破壞 所以外人要趕出去
[00:10:44.300 --> 00:10:47.700]  那麼很多做生意的人呢
[00:10:47.700 --> 00:10:51.440]  他帶了牲畜要來買賣
[00:10:51.440 --> 00:10:54.380]  或者是買了牲畜要帶走的時候
[00:10:54.380 --> 00:10:55.680]  天黑了
[00:10:55.680 --> 00:10:58.640]  那你把他趕出去也不行啊
[00:10:58.640 --> 00:11:01.960]  所以他們會有公共的羊圈
[00:11:01.960 --> 00:11:03.600]  然後呢 這些人呢
[00:11:03.600 --> 00:11:06.200]  就上了城牆
[00:11:06.500 --> 00:11:09.260]  到旅館裡面去住 是不是
[00:11:09.260 --> 00:11:12.000]  所以他們可以吃東西
[00:11:12.000 --> 00:11:14.700]  還有住宿 都沒有問題
[00:11:14.700 --> 00:11:17.460]  那麼 拉荷就是
[00:11:17.460 --> 00:11:19.720]  那個旅館裡面
[00:11:19.720 --> 00:11:23.420]  做事了 或者是他擁有這個旅館
[00:11:23.420 --> 00:11:28.120]  那麼他為什麼說他有信心有勇氣呢
[00:11:28.120 --> 00:11:30.580]  因為那個時候呢 正好
[00:11:30.580 --> 00:11:34.260]  有兩個探子
[00:11:35.420 --> 00:11:36.420]  從
[00:11:36.420 --> 00:11:40.140]  對
[00:11:40.140 --> 00:11:42.700]  他們
[00:11:42.700 --> 00:11:44.920]  進了城來探
[00:11:44.920 --> 00:11:48.340]  那不是耶穌亞跟迦勒
[00:11:48.340 --> 00:11:50.680]  一個叫做納遜
[00:11:50.680 --> 00:11:54.500]  一個叫做沙門之類的 還是什麼的
[00:11:54.500 --> 00:11:57.540]  沙門啊 沙門是納遜的兒子
[00:11:57.540 --> 00:12:00.260]  那麼就 他們就
[00:12:00.260 --> 00:12:04.520]  來探 虛實
[00:12:04.980 --> 00:12:06.140]  結果
[00:12:06.140 --> 00:12:11.120]  人家發現說有奸細來 就開始抓
[00:12:11.120 --> 00:12:12.900]  結果
[00:12:12.900 --> 00:12:15.840]  他們在拉荷的旅館
[00:12:15.840 --> 00:12:17.500]  就慌了
[00:12:17.500 --> 00:12:20.440]  拉荷呢
[00:12:20.440 --> 00:12:22.980]  他知曉大義
[00:12:22.980 --> 00:12:24.960]  他知道神
[00:12:24.960 --> 00:12:28.760]  所以他就包庇他們 而且跟他們說
[00:12:28.760 --> 00:12:31.600]  那 趕快 那麼
[00:12:33.440 --> 00:12:35.840]  我放一個繩子下去
[00:12:35.840 --> 00:12:38.980]  你們趕快順著繩子下去 你們就跑吧
[00:12:38.980 --> 00:12:42.580]  那麼他跟他們講好說
[00:12:42.580 --> 00:12:44.980]  你們大軍來的時候啊
[00:12:44.980 --> 00:12:48.860]  你要 不要殺我家人
[00:12:48.860 --> 00:12:52.280]  在我旅館 我的家人 你們要留我們命
[00:12:52.280 --> 00:12:54.580]  所以探子說 好
[00:12:54.580 --> 00:12:58.180]  你在你家的窗戶上面 綴一條
[00:12:58.180 --> 00:13:01.160]  紅色的絲線 絲緞
[00:13:01.440 --> 00:13:03.580]  我們就不進你家
[00:13:03.580 --> 00:13:05.800]  所以當
[00:13:05.800 --> 00:13:08.780]  王來追殺他們 追到這邊 他就指著
[00:13:08.780 --> 00:13:11.740]  番祥的方向 結果就讓他們
[00:13:11.740 --> 00:13:12.740]  逃命去
[00:13:12.740 --> 00:13:16.280]  後來 以色列大軍來攻城的時候
[00:13:16.280 --> 00:13:19.040]  他就把 紅色的絲緞
[00:13:19.040 --> 00:13:22.280]  Raven
[00:13:22.280 --> 00:13:26.700]  放下來 結果就免了他 後來又跟
[00:13:26.700 --> 00:13:29.220]  那個沙門 結婚
[00:13:29.220 --> 00:13:32.200]  所以他就也成為耶穌家譜
[00:13:32.200 --> 00:13:34.340]  上面 一個婦人
[00:13:34.340 --> 00:13:35.780]  那麼
[00:13:35.780 --> 00:13:41.880]  這個探子跟他說 耶穌雅記上面說呢
[00:13:41.880 --> 00:13:44.940]  來 我們一起來念
[00:13:44.940 --> 00:13:48.460]  我們來到這地的時候
[00:13:48.460 --> 00:13:51.340]  你要把這條珠紅線
[00:13:51.340 --> 00:13:54.340]  繫在 最我們
[00:13:54.340 --> 00:13:57.200]  下去的窗戶上
[00:13:57.200 --> 00:14:00.740]  一定要使你的父母弟兄 和你父的全家
[00:14:00.740 --> 00:14:03.880]  都聚集在你家中
[00:14:03.880 --> 00:14:05.520]  所以他們就
[00:14:05.520 --> 00:14:08.140]  得以存活下來了
[00:14:08.140 --> 00:14:10.460]  我們也看到了
[00:14:10.460 --> 00:14:12.200]  這一個
[00:14:12.200 --> 00:14:15.780]  對神的指名
[00:14:15.780 --> 00:14:18.200]  對耶和華的軍隊
[00:14:18.200 --> 00:14:21.440]  有信心 而且又有勇氣
[00:14:21.440 --> 00:14:24.360]  的一個婦人 她成為
[00:14:24.360 --> 00:14:26.920]  耶穌的祖先
[00:14:27.240 --> 00:14:28.400]  是不是
[00:14:28.400 --> 00:14:29.800]  這是
[00:14:29.800 --> 00:14:33.620]  一個多麼有信心 一個多麼
[00:14:33.620 --> 00:14:36.460]  有勇氣的一個表現
[00:14:36.460 --> 00:14:38.900]  拉合呢
[00:14:38.900 --> 00:14:40.760]  其實這一個
[00:14:40.760 --> 00:14:44.720]  聖經上面也沒有講他很多
[00:14:44.720 --> 00:14:46.180]  連他嘛也沒有講很多
[00:14:46.180 --> 00:14:47.820]  但是
[00:14:47.820 --> 00:14:51.320]  勸在家譜上面
[00:14:51.320 --> 00:14:54.100]  獻出他的名字來了
[00:14:54.100 --> 00:14:55.700]  他來了 讚美神
[00:14:56.060 --> 00:14:57.540]  所以我們就知道
[00:14:57.540 --> 00:14:59.260]  如果我們
[00:14:59.260 --> 00:15:02.700]  也是信了耶穌 我們對
[00:15:02.700 --> 00:15:06.260]  神有信心 我們聖之一
[00:15:06.260 --> 00:15:08.540]  能夠有勇氣
[00:15:08.540 --> 00:15:12.440]  為神來傳揚福音
[00:15:12.440 --> 00:15:15.520]  能夠讓福音能夠廣傳
[00:15:15.520 --> 00:15:18.440]  能夠再次傳到
[00:15:18.440 --> 00:15:22.640]  我們身邊的人或什麼的
[00:15:22.640 --> 00:15:25.500]  這是信心跟勇氣的表現
[00:15:25.900 --> 00:15:28.200]  在這裡雖然說
[00:15:28.200 --> 00:15:31.880]  我們好像沒有感覺到什麼壓力
[00:15:31.880 --> 00:15:34.960]  但是在其他的地方都會有壓力
[00:15:34.960 --> 00:15:36.560]  聖之一說在
[00:15:36.560 --> 00:15:40.220]  以後末日的時候 都會受到
[00:15:40.220 --> 00:15:41.220]  壓迫
[00:15:41.220 --> 00:15:44.060]  但是當我們還能的時候
[00:15:44.060 --> 00:15:46.440]  我們傳揚基督的福音
[00:15:46.440 --> 00:15:49.240]  讓再一次
[00:15:49.240 --> 00:15:51.120]  神的能力
[00:15:51.120 --> 00:15:54.740]  在我們身上 能夠保守帶領我們
[00:15:54.740 --> 00:15:55.960]  哈利路亞
[00:15:55.960 --> 00:15:57.460]  而
[00:15:57.460 --> 00:16:00.320]  當我們願意為神傳揚
[00:16:00.320 --> 00:16:03.320]  福音的時候 即使是你
[00:16:03.320 --> 00:16:05.860]  不方便講 不能講的時候
[00:16:05.860 --> 00:16:10.140]  你就會用你的身體
[00:16:10.140 --> 00:16:13.320]  就亮出那個信號
[00:16:13.320 --> 00:16:14.980]  你是神的兒女
[00:16:14.980 --> 00:16:17.980]  我以前在做事的時候
[00:16:17.980 --> 00:16:21.200]  有一個我認識的人
[00:16:21.200 --> 00:16:22.820]  真的
[00:16:24.760 --> 00:16:28.000]  你看他 你就 我現在才知道
[00:16:28.000 --> 00:16:30.960]  你看他 你就知道這個人是基督徒
[00:16:30.960 --> 00:16:32.220]  是不是
[00:16:32.220 --> 00:16:35.080]  真的是
[00:16:35.080 --> 00:16:37.920]  為人謙卑柔和
[00:16:37.920 --> 00:16:39.520]  那麼
[00:16:39.520 --> 00:16:43.740]  對於他的信仰 卻又這麼的執著
[00:16:43.740 --> 00:16:44.860]  是不是
[00:16:44.860 --> 00:16:46.980]  就好像
[00:16:46.980 --> 00:16:49.280]  你如果說 人家說 哎呀
[00:16:49.280 --> 00:16:52.600]  禮拜天早上來啦 來 我們出去
[00:16:52.600 --> 00:16:53.900]  怎麼樣 怎麼樣啦
[00:16:54.560 --> 00:16:57.040]  我現在會 我說
[00:16:57.040 --> 00:16:58.800]  沒有辦法
[00:16:58.800 --> 00:17:01.880]  這樣子好了 禮拜天下午
[00:17:01.880 --> 00:17:05.960]  我帶你出去玩 我出錢
[00:17:05.960 --> 00:17:08.460]  我陪你 但是早上
[00:17:08.460 --> 00:17:10.500]  我要聚會 等等
[00:17:10.500 --> 00:17:13.940]  就是說 我們要有這個信心
[00:17:13.940 --> 00:17:16.320]  要有勇氣來面對
[00:17:16.320 --> 00:17:19.340]  這個世界 雖然這個世界
[00:17:19.340 --> 00:17:23.180]  將來會越來越不好
[00:17:23.180 --> 00:17:25.600]  越來越有出問題
[00:17:25.600 --> 00:17:28.600]  但是我們憑著信心奉主耶穌基督的名字
[00:17:28.600 --> 00:17:31.440]  我們要宣告 神的恩典 祝福與憐憫
[00:17:31.440 --> 00:17:32.440]  要連絡我們
[00:17:32.440 --> 00:17:35.840]  拉合是一個好的例子
[00:17:35.840 --> 00:17:38.760]  拉合跟他嘛 都不是出生
[00:17:38.760 --> 00:17:41.760]  什麼樣 但是神
[00:17:41.760 --> 00:17:44.760]  偏偏是大大的重用他們
[00:17:44.760 --> 00:17:45.760]  甚至在那麼
[00:17:45.760 --> 00:17:49.040]  四十二代裡面
[00:17:49.040 --> 00:17:51.460]  他們的名字都出來
[00:17:51.780 --> 00:17:53.920]  感謝神 讚美神
[00:17:53.920 --> 00:17:56.840]  甚至他們的先生都沒有怎麼講
[00:17:56.840 --> 00:18:00.180]  他們的名字反而突出了
[00:18:00.180 --> 00:18:01.180]  所以我們姊妹
[00:18:01.180 --> 00:18:04.720]  說真的 我們姊妹
[00:18:04.720 --> 00:18:07.080]  對我們的孩子 對我們家的影響是大
[00:18:07.080 --> 00:18:10.740]  如果你說你家掛了一個牌子
[00:18:10.740 --> 00:18:12.840]  說耶穌是我家之主
[00:18:12.840 --> 00:18:16.220]  那祂真是你家的主
[00:18:16.220 --> 00:18:19.580]  你知道嗎 那麼祂就掌管你家的一切
[00:18:19.660 --> 00:18:22.700]  是不是 我相信我們姊妹
[00:18:22.700 --> 00:18:25.420]  最少 我知道凌凌
[00:18:25.420 --> 00:18:28.120]  她有的時候煮菜的時候 她會一面煮一面禱告
[00:18:28.120 --> 00:18:29.200]  是不是
[00:18:29.200 --> 00:18:32.680]  感謝神 讚美神
[00:18:32.680 --> 00:18:35.240]  因為在基督教歷史上面
[00:18:35.240 --> 00:18:37.860]  有一個教父 他的媽媽
[00:18:37.860 --> 00:18:41.060]  他十多個孩子
[00:18:41.060 --> 00:18:45.320]  那很有名 一時忘記
[00:18:45.320 --> 00:18:49.600]  英國那個威爾森還是什麼
[00:18:49.660 --> 00:18:51.660]  說他那個孩子多的
[00:18:51.660 --> 00:18:54.240]  他一天到晚就在那邊煮菜煮飯
[00:18:54.240 --> 00:18:58.060]  那麼他沒有時間禱告
[00:18:58.060 --> 00:19:01.540]  結果他就坐下來把那個圍巾頭一矇
[00:19:01.540 --> 00:19:04.440]  就禱告個五分鐘也好
[00:19:04.440 --> 00:19:06.120]  然後再起來做事情
[00:19:06.120 --> 00:19:10.180]  謝謝神 讚美神
[00:19:10.180 --> 00:19:12.220]  神就這麼祝福他
[00:19:12.220 --> 00:19:14.500]  如果說你能夠把
[00:19:14.500 --> 00:19:18.020]  如你家的匾額 那個紙寫的
[00:19:18.020 --> 00:19:20.080]  耶穌是我家之主
[00:19:20.080 --> 00:19:23.240]  把祂放在第一位 祂也把你放在第一位
[00:19:23.240 --> 00:19:24.740]  是不是
[00:19:24.740 --> 00:19:26.120]  我最清楚
[00:19:26.120 --> 00:19:29.180]  因為我 其實
[00:19:29.180 --> 00:19:32.000]  各位都覺得我的身體蠻好的吧
[00:19:32.000 --> 00:19:33.200]  神保守
[00:19:33.200 --> 00:19:37.120]  我身體有的時候有病痛 我就向神禱告
[00:19:37.120 --> 00:19:39.940]  神又醫治我 是不是
[00:19:39.940 --> 00:19:42.100]  我現在基本上每半年
[00:19:42.100 --> 00:19:43.880]  才去一次醫院
[00:19:43.880 --> 00:19:45.400]  而
[00:19:45.800 --> 00:19:49.300]  我跟我那醫生誇口說我可以活到一百歲
[00:19:49.300 --> 00:19:53.800]  他就給我一張紙頭 你要活到一百歲
[00:19:53.800 --> 00:19:55.560]  你天天到的這個做
[00:19:55.560 --> 00:19:57.360]  我看 哎呦
[00:19:57.360 --> 00:19:59.780]  一半以上都做不到
[00:19:59.780 --> 00:20:02.560]  不管怎麼樣
[00:20:02.560 --> 00:20:05.220]  感謝神 讚美神
[00:20:05.220 --> 00:20:07.580]  就看到我們這個 拉合
[00:20:07.580 --> 00:20:11.960]  祂能夠在 耶穌的家裡面
[00:20:11.960 --> 00:20:15.460]  第三個婦人
[00:20:16.200 --> 00:20:18.660]  想也知道是路德嘛
[00:20:18.660 --> 00:20:21.820]  耶穌家族裡面就出了五個女人
[00:20:21.820 --> 00:20:24.700]  就只講這五個女人 你知道
[00:20:24.700 --> 00:20:26.260]  路德呢
[00:20:26.260 --> 00:20:29.260]  祂是在路德記裡面講的
[00:20:29.260 --> 00:20:32.020]  所以我有知道我們有的姐妹
[00:20:32.020 --> 00:20:33.480]  她的名字叫Rose
[00:20:33.480 --> 00:20:35.960]  很漂亮的一個名字 就是路德
[00:20:35.960 --> 00:20:39.960]  有的時候我們猜謎啊 其實叫猜謎
