
[00:00:00.000 --> 00:00:03.000]  請大家有個安靜的時間
[00:02:55.000 --> 00:02:59.000]  但是你有沒有記得你接過的禮物
[00:02:59.000 --> 00:03:02.000]  是令到你全身不聚財
[00:03:02.000 --> 00:03:04.000]  和全身都不
[00:03:04.000 --> 00:03:06.000]  就是說好像虧欠了他一些東西
[00:03:06.000 --> 00:03:09.000]  然後你下一次你要記得
[00:03:09.000 --> 00:03:11.000]  要買一些東西給他
[00:03:11.000 --> 00:03:14.000]  就是說送禮物
[00:03:14.000 --> 00:03:17.000]  不是給人自由和生命的
[00:03:17.000 --> 00:03:19.000]  但其實應該不是這樣的
[00:03:19.000 --> 00:03:23.000]  禮物應該是讓人歡愉和享受
[00:03:23.000 --> 00:03:25.000]  事但一方面
[00:03:25.000 --> 00:03:27.000]  可能送禮物的沒有這樣的心
[00:03:27.000 --> 00:03:29.000]  但你有這樣的心
[00:03:29.000 --> 00:03:31.000]  你沒有辦法接納
[00:03:31.000 --> 00:03:34.000]  有一個屬靈的記號是Life Giving
[00:03:34.000 --> 00:03:36.000]  意思是你有生命
[00:03:36.000 --> 00:03:38.000]  無論你能否享受生命
[00:03:38.000 --> 00:03:40.000]  有生命有活力
[00:03:40.000 --> 00:03:43.000]  或者你自己很自由的
[00:03:43.000 --> 00:03:46.000]  去用你周圍的東西
[00:03:46.000 --> 00:03:49.000]  而不需要有虧欠的感覺
[00:03:49.000 --> 00:03:50.000]  這些都是很自由
[00:03:50.000 --> 00:03:52.000]  這些都是自由
[00:03:52.000 --> 00:03:56.000]  這個也是其中一個記號
[00:03:56.000 --> 00:03:59.000]  就是屬靈的記號
[00:03:59.000 --> 00:04:01.000]  第六個記號就是
[00:04:01.000 --> 00:04:03.000]  如果一個人
[00:04:03.000 --> 00:04:05.000]  他在聖經的話語裡
[00:04:05.000 --> 00:04:07.000]  得到亮光
[00:04:07.000 --> 00:04:09.000]  他紮根在真理裡
[00:04:09.000 --> 00:04:11.000]  他另外一個記號就是
[00:04:11.000 --> 00:04:15.000]  他會向外伸展
[00:04:15.000 --> 00:04:17.000]  向外伸展
[00:04:17.000 --> 00:04:18.000]  一定向外伸展
[00:04:18.000 --> 00:04:19.000]  為什麼呢
[00:04:19.000 --> 00:04:21.000]  因為他在裡面
[00:04:21.000 --> 00:04:23.000]  他在禱告也好
[00:04:23.000 --> 00:04:26.000]  在聖經的話語裡也好
[00:04:26.000 --> 00:04:28.000]  他得到很多的力量
[00:04:28.000 --> 00:04:29.000]  充滿他自己
[00:04:29.000 --> 00:04:32.000]  他一定會向外發的
[00:04:32.000 --> 00:04:34.000]  如果那個力量
[00:04:34.000 --> 00:04:37.000]  是由裡面很豐盛
[00:04:37.000 --> 00:04:40.000]  而向外發展的話
[00:04:40.000 --> 00:04:43.000]  這個力量可以是長久一點
[00:04:43.000 --> 00:04:45.000]  可以是穩固一點
[00:04:45.000 --> 00:04:48.000]  就不會這麼快燃燒盡
[00:04:48.000 --> 00:04:51.000]  所以他一定會有一個表記
[00:04:51.000 --> 00:04:53.000]  就是他會向外的
[00:04:53.000 --> 00:04:55.000]  他會關懷別人的
[00:04:55.000 --> 00:04:58.000]  他會對別人有一種善意的
[00:04:58.000 --> 00:04:59.000]  他會向人微笑
[00:04:59.000 --> 00:05:01.000]  很少的向外也可以
[00:05:01.000 --> 00:05:03.000]  不需要他做大事
[00:05:03.000 --> 00:05:05.000]  不需要他捐一百萬
[00:05:05.000 --> 00:05:08.000]  但是他會對人有好意
[00:05:08.000 --> 00:05:09.000]  有善意
[00:05:09.000 --> 00:05:11.000]  對別人所做的事情
[00:05:11.000 --> 00:05:15.000]  全部有一種很歡迎的態度
[00:05:15.000 --> 00:05:16.000]  不會有判斷
[00:05:16.000 --> 00:05:18.000]  不會有拒絕
[00:05:18.000 --> 00:05:23.000]  這是一種靈氣
[00:05:23.000 --> 00:05:27.000]  他包括對別人是這樣
[00:05:27.000 --> 00:05:30.000]  他向外發展的能力
[00:05:30.000 --> 00:05:34.000]  包括像基督在《瑪太》裡說
[00:05:34.000 --> 00:05:36.000]  我走了一里路
[00:05:36.000 --> 00:05:39.000]  如果那個人要我走第二里路
[00:05:39.000 --> 00:05:41.000]  我也有力量走到那裡
[00:05:41.000 --> 00:05:43.000]  如果他要我愛衣服
[00:05:43.000 --> 00:05:46.000]  我有力量給他內衣
[00:05:46.000 --> 00:05:48.000]  如果他要我愛朋友
[00:05:48.000 --> 00:05:50.000]  我有力量愛仇敵
[00:05:50.000 --> 00:05:52.000]  這是一種力量
[00:05:52.000 --> 00:05:54.000]  是reach out
[00:05:54.000 --> 00:05:56.000]  同神同人
[00:05:56.000 --> 00:05:57.000]  同別人都是
[00:05:57.000 --> 00:06:00.000]  同你自己的生命也是
[00:06:00.000 --> 00:06:03.000]  就是說這個人如果有豐盛的內在力量
[00:06:03.000 --> 00:06:05.000]  他一定會冒險
[00:06:05.000 --> 00:06:09.000]  一定會繼續向前
[00:06:09.000 --> 00:06:11.000]  他不會停留
[00:06:11.000 --> 00:06:14.000]  因為生命是不斷的
[00:06:14.000 --> 00:06:15.000]  一直出來的
[00:06:15.000 --> 00:06:16.000]  還有成長的
[00:06:16.000 --> 00:06:18.000]  這才叫生命
[00:06:18.000 --> 00:06:21.000]  如果生命快要死了
[00:06:21.000 --> 00:06:24.000]  可能他還有一串氣息
[00:06:24.000 --> 00:06:27.000]  但是你看到他精神又頹喪
[00:06:27.000 --> 00:06:29.000]  他肉體又疲倦
[00:06:29.000 --> 00:06:32.000]  他經常心水不寧
[00:06:32.000 --> 00:06:34.000]  然後又睡不著覺
[00:06:34.000 --> 00:06:37.000]  然後有很多問題纏繞他的腦袋
[00:06:37.000 --> 00:06:39.000]  你會知道這個人死定了
[00:06:39.000 --> 00:06:43.000]  因為生命遭遇很多困難
[00:06:43.000 --> 00:06:44.000]  他還沒死
[00:06:44.000 --> 00:06:46.000]  如果他裡面的力量
[00:06:46.000 --> 00:06:49.000]  或者給教會鼓勵一下
[00:06:49.000 --> 00:06:52.000]  或者肢體裡面有代禱
[00:06:52.000 --> 00:06:54.000]  他可以繼續去
[00:06:54.000 --> 00:06:59.000]  也可以面對很多的挑戰
[00:06:59.000 --> 00:07:02.000]  還有生命裡面給他的邀請
[00:07:02.000 --> 00:07:03.000]  邀請的意思就是說
[00:07:03.000 --> 00:07:07.000]  他會做一些他以前不會做的事
[00:07:07.000 --> 00:07:09.000]  或者不會做的事
[00:07:09.000 --> 00:07:10.000]  他會嘗試
[00:07:10.000 --> 00:07:13.000]  勇於嘗試的人很有生命力
[00:07:13.000 --> 00:07:14.000]  這個是reach out
[00:07:14.000 --> 00:07:17.000]  就是說對他生命的延伸
[00:07:17.000 --> 00:07:19.000]  他不斷的去
[00:07:19.000 --> 00:07:21.000]  現在我們每個人來這裡延伸部
[00:07:21.000 --> 00:07:24.000]  都充滿生命力量
[00:07:24.000 --> 00:07:25.000]  因為我們有reach out
[00:07:25.000 --> 00:07:29.000]  走到這麼遠的地方都來
[00:07:29.000 --> 00:07:31.000]  第七
[00:07:31.000 --> 00:07:36.000]  這個淑玲的記號是合一
[00:07:36.000 --> 00:07:38.000]  unity 合一
[00:07:38.000 --> 00:07:39.000]  就是說
[00:07:39.000 --> 00:07:45.000]  她會跟別人每個人有一種共同合一
[00:07:45.000 --> 00:07:47.000]  她不需要跟你說很多話
[00:07:47.000 --> 00:07:49.000]  她都覺得她跟你在一起
[00:07:49.000 --> 00:07:51.000]  她跟你差不多
[00:07:51.000 --> 00:07:53.000]  她沒什麼分割
[00:07:53.000 --> 00:07:55.000]  她都沒認為自己高過你
[00:07:55.000 --> 00:07:56.000]  或者低過你
[00:07:56.000 --> 00:07:57.000]  總之大家是這樣
[00:07:57.000 --> 00:07:58.000]  大家在一起
[00:07:58.000 --> 00:08:00.000]  你高興她高興
[00:08:00.000 --> 00:08:02.000]  大家彼此的尊重
[00:08:02.000 --> 00:08:04.000]  這種是合一
[00:08:04.000 --> 00:08:10.000]  就是說有那種一起的感受
[00:08:10.000 --> 00:08:14.000]  一起的感受才會達到有契合
[00:08:14.000 --> 00:08:15.000]  合一
[00:08:15.000 --> 00:08:17.000]  我們那個肢體的生活
[00:08:17.000 --> 00:08:20.000]  是強調團契
[00:08:20.000 --> 00:08:22.000]  fellowship
[00:08:22.000 --> 00:08:26.000]  所以一個人的淑玲的氣質
[00:08:26.000 --> 00:08:29.000]  會讓她在肢體的生活裡
[00:08:29.000 --> 00:08:31.000]  很享受
[00:08:31.000 --> 00:08:33.000]  還有很有團契
[00:08:33.000 --> 00:08:34.000]  團契
[00:08:34.000 --> 00:08:40.000]  有一個屬於她自己的地方
[00:08:40.000 --> 00:08:42.000]  而她也有歸屬感
[00:08:42.000 --> 00:08:44.000]  這很重要
[00:08:44.000 --> 00:08:45.000]  歸屬感
[00:08:45.000 --> 00:08:47.000]  另外第八
[00:08:47.000 --> 00:08:50.000]  見證
[00:08:50.000 --> 00:08:52.000]  見證
[00:08:52.000 --> 00:08:54.000]  這個見證
[00:08:54.000 --> 00:08:59.000]  無論她是不用口說
[00:08:59.000 --> 00:09:02.000]  或者用口說
[00:09:02.000 --> 00:09:04.000]  她都會被人看到
[00:09:04.000 --> 00:09:07.000]  證明她這個人有點不同
[00:09:07.000 --> 00:09:11.000]  還有這個人有一種生命力
[00:09:11.000 --> 00:09:16.000]  她的表現會給人有不同的感覺
[00:09:16.000 --> 00:09:17.000]  見證
[00:09:17.000 --> 00:09:19.000]  說出話的
[00:09:19.000 --> 00:09:22.000]  當然我們一向都說過做見證
[00:09:22.000 --> 00:09:24.000]  其實有很多是non-verbal
[00:09:24.000 --> 00:09:28.000]  不說出來的話的見證
[00:09:28.000 --> 00:09:32.000]  是你日常生活的表現
[00:09:32.000 --> 00:09:37.000]  還有對於神那方面
[00:09:37.000 --> 00:09:40.000]  她是很被動的
[00:09:40.000 --> 00:09:45.000]  還有很信服的
[00:09:45.000 --> 00:09:48.000]  被動的意思是
[00:09:48.000 --> 00:09:50.000]  她是讓神
[00:09:50.000 --> 00:09:52.000]  讓神
[00:09:52.000 --> 00:09:54.000]  Let God
[00:09:54.000 --> 00:09:56.000]  沒有了
[00:09:56.000 --> 00:10:00.000]  讓神去安排
[00:10:00.000 --> 00:10:02.000]  但不是自己不給
[00:10:02.000 --> 00:10:04.000]  不負責任的
[00:10:04.000 --> 00:10:06.000]  是負責任去決定
[00:10:06.000 --> 00:10:08.000]  但仍然讓神
[00:10:08.000 --> 00:10:10.000]  讓她看到她自己是怎樣
[00:10:10.000 --> 00:10:11.000]  讓神
[00:10:11.000 --> 00:10:16.000]  是一種等待
[00:10:16.000 --> 00:10:22.000]  這個我們說是一個信心的表現
[00:10:22.000 --> 00:10:24.000]  信心的表現
[00:10:24.000 --> 00:10:29.000]  她的人不會很快就下定義
[00:10:29.000 --> 00:10:30.000]  或者很快就要做決定
[00:10:30.000 --> 00:10:32.000]  自己做決定
[00:10:32.000 --> 00:10:34.000]  讓神
[00:10:34.000 --> 00:10:36.000]  讓神的意思是她要開放
[00:10:36.000 --> 00:10:40.000]  連她的屍體的團契都可以開放出來
[00:10:40.000 --> 00:10:44.000]  之後我們會說到團契的生活
[00:10:44.000 --> 00:10:45.000]  對人
[00:10:45.000 --> 00:10:48.000]  另外就是
[00:10:48.000 --> 00:10:52.000]  那個hoping
[00:10:52.000 --> 00:10:54.000]  即是盼望
[00:10:54.000 --> 00:10:56.000]  是一種靈氣
[00:10:56.000 --> 00:10:58.000]  盼望
[00:10:58.000 --> 00:11:00.000]  所以你看到有些人
[00:11:00.000 --> 00:11:03.000]  可能他都不知道怎樣跟你說
[00:11:03.000 --> 00:11:05.000]  他自己怎樣信
[00:11:05.000 --> 00:11:07.000]  或者他講不到東西出來給你聽
[00:11:07.000 --> 00:11:10.000]  但你看到他在很困難的時候
[00:11:10.000 --> 00:11:14.000]  他很艱難的時候
[00:11:14.000 --> 00:11:17.000]  又病又沒錢
[00:11:17.000 --> 00:11:20.000]  但他仍然有一種盼望
[00:11:20.000 --> 00:11:23.000]  那種盼望是對生命的盼望
[00:11:23.000 --> 00:11:25.000]  這個是有些靈氣的
[00:11:25.000 --> 00:11:27.000]  生命的盼望
[00:11:27.000 --> 00:11:29.000]  我不管他是不是信主
[00:11:29.000 --> 00:11:30.000]  或者信基督
[00:11:30.000 --> 00:11:31.000]  或者信耶穌
[00:11:31.000 --> 00:11:33.000]  起碼他對於人
[00:11:33.000 --> 00:11:35.000]  對於人的生命
[00:11:35.000 --> 00:11:38.000]  他有一種積極的看法
[00:11:38.000 --> 00:11:39.000]  積極的看法
[00:11:39.000 --> 00:11:41.000]  這種都是一種靈氣
[00:11:41.000 --> 00:11:43.000]  是一種氣質
[00:11:43.000 --> 00:11:45.000]  而這些東西
[00:11:45.000 --> 00:11:46.000]  我都說了
[00:11:46.000 --> 00:11:49.000]  可以在人民主義
[00:11:49.000 --> 00:11:53.000]  注重人性的東西
[00:11:53.000 --> 00:11:56.000]  你有很多東西都可能在那裡找到
[00:11:56.000 --> 00:11:59.000]  但是有幾方面是不可能的
[00:11:59.000 --> 00:12:00.000]  就是聖經
[00:12:00.000 --> 00:12:01.000]  我們講過
[00:12:01.000 --> 00:12:03.000]  上一課我們講的
[00:12:03.000 --> 00:12:05.000]  就是聖經
[00:12:05.000 --> 00:12:07.000]  三位一體的真神
[00:12:07.000 --> 00:12:09.000]  即是那個靈氣
[00:12:09.000 --> 00:12:13.000]  其他的宗教是給不到的
[00:12:13.000 --> 00:12:15.000]  其他的宗教可能
[00:12:15.000 --> 00:12:19.000]  因為人裡面的生命的本質
[00:12:19.000 --> 00:12:21.000]  是有神的形象
[00:12:21.000 --> 00:12:24.000]  所以是有些好東西的
[00:12:24.000 --> 00:12:25.000]  你知不知道
[00:12:25.000 --> 00:12:26.000]  問題是
[00:12:26.000 --> 00:12:30.000]  那些好東西是一種普遍的恩典
[00:12:30.000 --> 00:12:31.000]  每個人都有
[00:12:31.000 --> 00:12:33.000]  因為我們是人
[00:12:33.000 --> 00:12:34.000]  所以就有的
[00:12:34.000 --> 00:12:36.000]  我們有盼望不奇怪的
[00:12:36.000 --> 00:12:38.000]  我們可以很刻苦都不奇怪的
[00:12:38.000 --> 00:12:40.000]  我們很忍耐都不奇怪的
[00:12:40.000 --> 00:12:41.000]  不過可能
[00:12:41.000 --> 00:12:43.000]  它是沒有了我們那種
[00:12:43.000 --> 00:12:45.000]  很獨特的恩典
[00:12:45.000 --> 00:12:46.000]  是耶穌基督
[00:12:46.000 --> 00:12:50.000]  那就是跟其他的宗教
[00:12:50.000 --> 00:12:53.000]  有一種最主要的分別
[00:12:53.000 --> 00:12:55.000]  現在我們不是想比較
[00:12:55.000 --> 00:12:57.000]  不過這種靈氣
[00:12:57.000 --> 00:13:00.000]  其實有很多信其他宗教的人
[00:13:00.000 --> 00:13:03.000]  其他幾點都可能有的
[00:13:03.000 --> 00:13:04.000]  可能有些的
[00:13:04.000 --> 00:13:05.000]  有些成份
[00:13:05.000 --> 00:13:07.000]  不過有些就一定沒有了
[00:13:07.000 --> 00:13:08.000]  譬如信聖經
[00:13:08.000 --> 00:13:10.000]  信三位一體真神
[00:13:10.000 --> 00:13:11.000]  那些就沒有了
[00:13:11.000 --> 00:13:14.000]  就是我們上一堂講到的東西
[00:13:14.000 --> 00:13:16.000]  基督徒生命的圖像
[00:13:16.000 --> 00:13:18.000]  是怎樣定義的呢
[00:13:18.000 --> 00:13:20.000]  就是神直著
[00:13:20.000 --> 00:13:21.000]  神呀
[00:13:21.000 --> 00:13:23.000]  這個神呀
[00:13:23.000 --> 00:13:26.000]  直著正的積極的面
[00:13:26.000 --> 00:13:28.000]  和負的面
[00:13:28.000 --> 00:13:31.000]  在我們生命裏面發生的事
[00:13:31.000 --> 00:13:34.000]  這個是積極的和負的刺激
[00:13:34.000 --> 00:13:37.000]  這些刺激
[00:13:37.000 --> 00:13:41.000]  塑造著和發展著
[00:13:41.000 --> 00:13:46.000]  我們生命裏面的各部份
[00:13:46.000 --> 00:13:49.000]  各部份包括很多東西
[00:13:49.000 --> 00:13:50.000]  包括你的身體
[00:13:50.000 --> 00:13:52.000]  包括你內在的心理
[00:13:52.000 --> 00:13:54.000]  包括你的性格
[00:13:54.000 --> 00:13:58.000]  包括你內在的道德觀念
[00:13:58.000 --> 00:14:00.000]  包括你的世界觀
[00:14:00.000 --> 00:14:05.000]  包括你社會社交的面
[00:14:05.000 --> 00:14:07.000]  包括你靈裏面的面
[00:14:07.000 --> 00:14:10.000]  各部份
[00:14:10.000 --> 00:14:14.000]  然後讓基督的形態
[00:14:14.000 --> 00:14:18.000]  基督的形態也好
[00:14:18.000 --> 00:14:22.000]  生命力也好
[00:14:22.000 --> 00:14:24.000]  他的氣質
[00:14:24.000 --> 00:14:26.000]  香氣
[00:14:26.000 --> 00:14:28.000]  氣質
[00:14:28.000 --> 00:14:30.000]  可以呀
[00:14:30.000 --> 00:14:32.000]  在我們有限的一生裏面
[00:14:32.000 --> 00:14:34.000]  不論你年日多少
[00:14:34.000 --> 00:14:36.000]  不論你年日多少
[00:14:36.000 --> 00:14:39.000]  有限的一生裏面
[00:14:39.000 --> 00:14:44.000]  更加定型
[00:14:44.000 --> 00:14:46.000]  定型在我們裏面
[00:14:46.000 --> 00:14:48.000]  就是這樣
[00:14:48.000 --> 00:14:49.000]  基督徒的塑造
[00:14:49.000 --> 00:14:51.000]  如果我們這樣講
[00:14:51.000 --> 00:14:53.000]  在這個過程裏面
[00:14:53.000 --> 00:14:59.000]  神做了一個很大的主動的主角
[00:14:59.000 --> 00:15:02.000]  我們自己
[00:15:02.000 --> 00:15:05.000]  自己也做了一個很大的object
[00:15:05.000 --> 00:15:07.000]  即是那個feel
[00:15:07.000 --> 00:15:09.000]  生命的各部份
[00:15:09.000 --> 00:15:12.000]  然後有很多不同種類
[00:15:12.000 --> 00:15:14.000]  積極和負面的刺激
[00:15:14.000 --> 00:15:17.000]  令到基督的形態
[00:15:17.000 --> 00:15:18.000]  生命
[00:15:18.000 --> 00:15:20.000]  這個就是gospel
[00:15:20.000 --> 00:15:22.000]  我們講的福音
[00:15:22.000 --> 00:15:24.000]  福音來的
[00:15:24.000 --> 00:15:25.000]  基督是福音來的
[00:15:25.000 --> 00:15:26.000]  是一個話語來的
[00:15:26.000 --> 00:15:30.000]  將他在我們裏面定型
[00:15:30.000 --> 00:15:34.000]  定型的意思可能是一種重建的意思
[00:15:34.000 --> 00:15:37.000]  對我們的人性有重建
[00:15:37.000 --> 00:15:41.000]  對我們人性有一種醫治
[00:15:41.000 --> 00:15:45.000]  對我們人性有拆毀
[00:15:45.000 --> 00:15:50.000]  有種拆毀的
[00:15:50.000 --> 00:15:52.000]  這些就叫定型
[00:15:52.000 --> 00:15:53.000]  定型是甚麼意思呢
[00:15:53.000 --> 00:15:55.000]  就是定型
[00:15:55.000 --> 00:15:57.000]  就是拆毀
[00:15:57.000 --> 00:15:59.000]  即是說罪性的脫離
[00:15:59.000 --> 00:16:01.000]  脫離罪性
[00:16:01.000 --> 00:16:06.000]  如果我們講到神學一點
[00:16:06.000 --> 00:16:09.000]  我差點想講神化一點
[00:16:09.000 --> 00:16:13.000]  可能神學一點就是脫離罪性
[00:16:13.000 --> 00:16:15.000]  如果講到心理學一點
[00:16:15.000 --> 00:16:17.000]  你就說醫治
[00:16:17.000 --> 00:16:24.000]  醫治我們可以有所轉化
[00:16:24.000 --> 00:16:29.000]  這樣就慢慢一路轉一路轉
[00:16:29.000 --> 00:16:31.000]  即是說我們整個的東西
[00:16:31.000 --> 00:16:34.000]  其實都好像保羅所說
[00:16:34.000 --> 00:16:37.000]  心以根,身以變化
[00:16:37.000 --> 00:16:41.000]  要看察驗他何為神善良的旨意
[00:16:41.000 --> 00:16:42.000]  我們就執著去做
[00:16:42.000 --> 00:16:44.000]  然後脫離罪惡
[00:16:44.000 --> 00:16:45.000]  差不多了
[00:16:45.000 --> 00:16:47.000]  我們現在講的這些
[00:16:47.000 --> 00:16:49.000]  現在我們這一課裏面
[00:16:49.000 --> 00:16:52.000]  就開始要講人裏面
[00:16:52.000 --> 00:16:56.000]  他的普遍因點是怎樣
[00:16:56.000 --> 00:17:00.000]  因為我們賦予很多的潛質
[00:17:00.000 --> 00:17:02.000]  我們賦予很多的因次
[00:17:02.000 --> 00:17:04.000]  是與生俱來的
[00:17:04.000 --> 00:17:06.000]  就算你丟開它
[00:17:06.000 --> 00:17:10.000]  你不傳福音給它知道
[00:17:10.000 --> 00:17:12.000]  它都會有這樣的轉變
[00:17:12.000 --> 00:17:15.000]  還有這麼多的潛質在裏面
[00:17:15.000 --> 00:17:19.000]  當然如果我們多一點注意
[00:17:19.000 --> 00:17:20.000]  他們的塑造
[00:17:20.000 --> 00:17:23.000]  由小朋友開始一直塑造上去
[00:17:23.000 --> 00:17:27.000]  當然對福音更加快速接受
[00:17:27.000 --> 00:17:30.000]  或者更加多一點領悟
[00:17:30.000 --> 00:17:34.000]  在他心性裏面容易一點領悟
[00:17:34.000 --> 00:17:37.000]  不要有這麼多的蒙蔽的油在
[00:17:37.000 --> 00:17:39.000]  他領悟不到
[00:17:39.000 --> 00:17:42.000]  他聽到福音他都領悟不到
[00:17:42.000 --> 00:17:43.000]  現在就是說
[00:17:43.000 --> 00:17:45.000]  我們的過程裏面
[00:17:45.000 --> 00:17:49.000]  有很多東西成為了我們
[00:17:49.000 --> 00:17:54.000]  成為了我們的阻礙
[00:17:54.000 --> 00:17:56.000]  我們就要去到
[00:17:56.000 --> 00:18:00.000]  我們有一頁就是第二頁
[00:18:00.000 --> 00:18:03.000]  我們那個
[00:18:03.000 --> 00:18:04.000]  那一頁就是
[00:18:04.000 --> 00:18:09.000]  Dimension of Human Personality
[00:18:09.000 --> 00:18:12.000]  這一頁是一個表
[00:18:12.000 --> 00:18:15.000]  Dimension of Human Personality
[00:18:15.000 --> 00:18:19.000]  就是說在我們人的性格
[00:18:19.000 --> 00:18:23.000]  可以很簡單分為幾類
[00:18:23.000 --> 00:18:26.000]  讓我們容易一點看
[00:18:26.000 --> 00:18:28.000]  容易一點
[00:18:28.000 --> 00:18:32.000]  我這裏很簡單說出來
[00:18:32.000 --> 00:18:36.000]  在Dimension
[00:18:36.000 --> 00:18:37.000]  我這裏列出來
[00:18:37.000 --> 00:18:41.000]  我一會兒就會去那個表那裏
[00:18:41.000 --> 00:18:43.000]  原則
[00:18:43.000 --> 00:18:47.000]  或者執著的那裏
[00:18:47.000 --> 00:18:48.000]  Dimension
[00:18:48.000 --> 00:18:49.000]  即是那個面是甚麼呢
[00:18:49.000 --> 00:18:52.000]  我們裏面的性格裏面有一個面
[00:18:52.000 --> 00:18:55.000]  是屬靈的層面
[00:18:55.000 --> 00:18:56.000]  我們都說過
[00:18:56.000 --> 00:18:59.000]  這種是一種超越性的面
[00:18:59.000 --> 00:19:01.000]  超越性的意思是甚麼呢
[00:19:01.000 --> 00:19:03.000]  我們是對於那一位
[00:19:03.000 --> 00:19:06.000]  在我們外面
[00:19:06.000 --> 00:19:09.000]  超越我們人性以外那一位
[00:19:09.000 --> 00:19:11.000]  有一種仰慕的心
[00:19:11.000 --> 00:19:13.000]  那個面來的
[00:19:13.000 --> 00:19:14.000]  每一個人都有的
[00:19:14.000 --> 00:19:16.000]  有很多拜佛的
[00:19:16.000 --> 00:19:17.000]  他早就有了
[00:19:17.000 --> 00:19:19.000]  中國人這一種又很大
[00:19:19.000 --> 00:19:20.000]  很強的
[00:19:20.000 --> 00:19:22.000]  印度人又是很強的
[00:19:22.000 --> 00:19:25.000]  亞洲人通常都很強的
[00:19:25.000 --> 00:19:26.000]  每個民族都有的
[00:19:26.000 --> 00:19:28.000]  其實這個很universal
[00:19:28.000 --> 00:19:30.000]  即是普世性的
[00:19:30.000 --> 00:19:33.000]  即是每個人都會有這個面
[00:19:33.000 --> 00:19:35.000]  而那個principle
[00:19:35.000 --> 00:19:37.000]  即是在這個面裏面
[00:19:37.000 --> 00:19:41.000]  他所討論的多數是甚麼呢
[00:19:41.000 --> 00:19:44.000]  是意義
[00:19:44.000 --> 00:19:47.000]  人生的意義
[00:19:47.000 --> 00:19:49.000]  所以有些哲學的東西
[00:19:49.000 --> 00:19:51.000]  都是由這個面來的
[00:19:51.000 --> 00:19:53.000]  意義我現在在這裏做甚麼呢
[00:19:53.000 --> 00:19:55.000]  我是誰呢
[00:19:55.000 --> 00:19:56.000]  意義
[00:19:56.000 --> 00:19:58.000]  他是因為
[00:19:58.000 --> 00:20:00.000]  他由這個方面討論
[00:20:00.000 --> 00:20:04.000]  他最喜歡說這些的
[00:20:04.000 --> 00:20:06.000]  另外一個面就是
[00:20:06.000 --> 00:20:08.000]  我自己
[00:20:08.000 --> 00:20:10.000]  自我那個面
[00:20:10.000 --> 00:20:12.000]  自我這個面我們分開
[00:20:12.000 --> 00:20:15.000]  有一個很功能性的面
