
[00:00:00.000 --> 00:00:05.900]  今天講題是「面對災難的反思 悔改與活出內」
[00:05:26.000 --> 00:05:29.440]  而同時我們都很想照顧別人
[00:05:29.440 --> 00:05:31.720]  我們都知道 正如剛才說
[00:05:31.720 --> 00:05:33.880]  我們未必個個可以去到前線接觸
[00:05:33.880 --> 00:05:37.200]  但是謹記 無論我們可以接觸的
[00:05:37.200 --> 00:05:40.800]  我們的目者 或者我們整個總會在前線
[00:05:41.120 --> 00:05:43.280]  我們正在做可以做的事
[00:05:43.280 --> 00:05:47.360]  早前我一個土文 我就提到
[00:05:47.360 --> 00:05:51.840]  這一場奪去多個寶貴生命
[00:05:51.840 --> 00:05:55.320]  造成多人受傷的流離失控的火災
[00:05:55.320 --> 00:05:59.200]  我們滿懷沉痛 去到主面前祈禱
[00:05:59.200 --> 00:06:01.240]  火勢已經撲滅
[00:06:01.240 --> 00:06:04.160]  但災後的創傷仍然深深
[00:06:04.160 --> 00:06:06.160]  烙印在我們每一個人的心中
[00:06:06.160 --> 00:06:10.920]  整個社區正面對漫長 艱鉅復原之路
[00:06:12.120 --> 00:06:15.080]  但當我們在這個處境
[00:06:15.080 --> 00:06:17.080]  手牽手 踏前的時刻
[00:06:17.080 --> 00:06:21.320]  又竟然發現網上有YouTuber
[00:06:21.320 --> 00:06:23.320]  他竟然這樣去說
[00:06:23.320 --> 00:06:28.040]  他說大家不用擔心大埔傷者和死者
[00:06:28.040 --> 00:06:32.720]  因為他們的死傷 是因為他所作的孽
[00:06:32.720 --> 00:06:36.680]  罪孽深厚 做得太多壞事
[00:06:36.680 --> 00:06:38.680]  才會遇害
[00:06:39.560 --> 00:06:42.040]  並且他說不需要同情他們
[00:06:42.040 --> 00:06:45.680]  認為他們只是拿到他們應有的懲罰和報應
[00:06:45.680 --> 00:06:48.760]  這種言論很令人驚訝
[00:06:48.760 --> 00:06:52.160]  當然我們很能想到
[00:06:52.160 --> 00:06:54.160]  中國人可能有一種思維
[00:06:54.160 --> 00:06:56.840]  甚至猶太人 或者以往都是
[00:06:56.840 --> 00:06:59.840]  我們所做的是有因果
[00:06:59.840 --> 00:07:04.560]  或者如果我們對佛家有一定的認識
[00:07:04.560 --> 00:07:06.560]  我們知道有十二因緣
[00:07:06.560 --> 00:07:08.560]  或者十二緣起
[00:07:09.040 --> 00:07:12.800]  人的輪迴 生活的狀態 有種種的因素
[00:07:12.800 --> 00:07:15.760]  而中間帶你有因果的原因
[00:07:15.760 --> 00:07:19.440]  是的 這種想法在這個時刻
[00:07:19.440 --> 00:07:21.440]  實在是令人感到奇怪
[00:07:21.440 --> 00:07:24.440]  但今天我們正正打開聖經
[00:07:24.440 --> 00:07:27.480]  剛剛《路加福音》就正正去到十三章
[00:07:27.480 --> 00:07:29.480]  第一節開始
[00:07:29.480 --> 00:07:31.480]  我們正正看一看
[00:07:31.480 --> 00:07:33.480]  當時就有災難發生
[00:07:33.480 --> 00:07:36.360]  有人就問耶穌 為什麼呢?
[00:07:38.240 --> 00:07:40.240]  究竟是什麼事呢?
[00:07:40.240 --> 00:07:44.720]  我就今天會用《路加福音》十三章一到九節
[00:07:44.720 --> 00:07:47.200]  去分享有一些在聖經裏面
[00:07:47.200 --> 00:07:50.720]  看災難 看苦難的一些看法
[00:07:50.720 --> 00:07:53.720]  當然這裏不是整本聖經的整合
[00:07:53.720 --> 00:07:56.720]  但是在這個階段都給了我們一些
[00:07:56.720 --> 00:07:59.720]  很重要的反思和啟發
[00:07:59.720 --> 00:08:03.720]  我們先看《路加福音》第十三章第一節
[00:08:03.720 --> 00:08:04.720]  我們一起讀好不好?
[00:08:04.720 --> 00:08:05.720]  一 二 三
[00:08:05.720 --> 00:08:10.720]  「正當那時 有人將彼拉多施加利利人的血
[00:08:10.720 --> 00:08:14.720]  插在了他們的祭物中 以告訴耶穌」
[00:08:14.720 --> 00:08:16.720]  這裏有個背景
[00:08:16.720 --> 00:08:18.720]  有一件事發生
[00:08:18.720 --> 00:08:19.720]  一會兒會再描述
[00:08:19.720 --> 00:08:21.720]  有另一件事耶穌會說
[00:08:21.720 --> 00:08:26.720]  就是當加利利人猶太人很敬虔去獻祭的時候
[00:08:26.720 --> 00:08:30.720]  就是管轄他的羅馬長官叫彼拉多
[00:08:30.720 --> 00:08:32.720]  就屠殺了他們
[00:08:32.720 --> 00:08:34.720]  他們的血就濺在祭物上
[00:08:34.720 --> 00:08:37.720]  「當時有人問 為什麼會這樣?
[00:08:37.720 --> 00:08:39.720]  意思是 是不是有人犯罪?
[00:08:39.720 --> 00:08:42.720]  為什麼這一撮人要受害?
[00:08:42.720 --> 00:08:44.720]  這些人仔受害?
[00:08:44.720 --> 00:08:45.720]  是不是他有問題呢?
[00:08:45.720 --> 00:08:47.720]  還是他祖先有問題呢?」
[00:08:47.720 --> 00:08:48.720]  我們都記得
[00:08:48.720 --> 00:08:51.720]  有一次有一個黑眼的人
[00:08:51.720 --> 00:08:52.720]  有人問耶穌
[00:08:52.720 --> 00:08:53.720]  為什麼會有這樣的事?
[00:08:53.720 --> 00:08:55.720]  牢固了他們內心
[00:08:55.720 --> 00:08:57.720]  這一種的思維
[00:08:57.720 --> 00:09:00.720]  或者在不同的民族時間都會有
[00:09:00.720 --> 00:09:03.720]  我們一起看看耶穌的回答
[00:09:03.720 --> 00:09:05.720]  今天我想帶出三點
[00:09:05.720 --> 00:09:08.720]  第一樣 看看耶穌怎麼回答
[00:09:08.720 --> 00:09:11.720]  第二到第五節
[00:09:11.720 --> 00:09:13.720]  是第一樣我想帶出來的
[00:09:13.720 --> 00:09:14.720]  我們一起讀 好不好?
[00:09:14.720 --> 00:09:15.720]  一二三
[00:09:15.720 --> 00:09:21.720]  「耶穌說 你們以為這些加利利人比眾加利利人更有嘴?
[00:09:21.720 --> 00:09:23.720]  所以受者害嗎?
[00:09:23.720 --> 00:09:25.720]  我告訴你們 則是敵
[00:09:25.720 --> 00:09:29.720]  你們若得悔改 都要以此滅亡
[00:09:29.720 --> 00:09:34.720]  從前世惡霸同道逃亡 壓死十八個人
[00:09:34.720 --> 00:09:39.720]  你們以為這些人比一切主宰的人更有嘴嗎?
[00:09:39.720 --> 00:09:41.720]  我告訴你們 則是敵
[00:09:41.720 --> 00:09:45.720]  你們若得悔改 都要以此滅亡」
[00:09:45.720 --> 00:09:46.720]  我們退一退
[00:09:46.720 --> 00:09:51.720]  我們不單止只是看著我們今天剛剛面對的大災難
[00:09:51.720 --> 00:09:53.720]  我們退一退 退一步
[00:09:53.720 --> 00:09:56.720]  整體很多人正在理解災難
[00:09:56.720 --> 00:10:00.720]  正在理解人的苦難困苦
[00:10:00.720 --> 00:10:03.720]  都帶有一種看法
[00:10:03.720 --> 00:10:05.720]  或者有不同的看法
[00:10:05.720 --> 00:10:07.720]  都常常有這種看法
[00:10:07.720 --> 00:10:11.720]  是不是某人做事比我差
[00:10:11.720 --> 00:10:13.720]  所以他要面對呢?
[00:10:13.720 --> 00:10:16.720]  耶穌說 不是啊
[00:10:16.720 --> 00:10:18.720]  是不是更有嘴呢?
[00:10:18.720 --> 00:10:19.720]  耶穌一句答得很清楚
[00:10:19.720 --> 00:10:20.720]  「不是」
[00:10:20.720 --> 00:10:22.720]  很多時候我們很想問
[00:10:22.720 --> 00:10:23.720]  為什麼會有這樣東西
[00:10:23.720 --> 00:10:26.720]  不過耶穌選擇不回答為什麼
[00:10:26.720 --> 00:10:30.720]  祂回應我們應有的反思
[00:10:30.720 --> 00:10:33.720]  耶穌並且帶出有另一個事件
[00:10:33.720 --> 00:10:37.720]  當日有一個叫西羅亞流倒塌了
[00:10:37.720 --> 00:10:39.720]  壓死了十八個人
[00:10:39.720 --> 00:10:41.720]  當時我相信又有人問
[00:10:41.720 --> 00:10:43.720]  為什麼壓死這一班人
[00:10:43.720 --> 00:10:44.720]  不是另一班人
[00:10:44.720 --> 00:10:45.720]  是不是他比我差
[00:10:45.720 --> 00:10:47.720]  他更加值得這樣
[00:10:47.720 --> 00:10:50.720]  耶穌說「不是」
[00:10:50.720 --> 00:10:53.720]  有時候我們真的會混亂了
[00:10:53.720 --> 00:10:54.720]  是不是這樣
[00:10:54.720 --> 00:10:59.720]  祂說我們每一個人都需要警醒悔改
[00:10:59.720 --> 00:11:01.720]  祂想說的是
[00:11:01.720 --> 00:11:06.720]  我們小心跌入一個互相指責的狀態
[00:11:06.720 --> 00:11:09.720]  並且我們不要跌入成為那些惡人
[00:11:09.720 --> 00:11:12.720]  我今天這三點會有三個角度
[00:11:12.720 --> 00:11:16.720]  第一個角度是所有一般人怎麼看
[00:11:16.720 --> 00:11:18.720]  第二個角度就是第二點
[00:11:18.720 --> 00:11:20.720]  就是對惡人
[00:11:20.720 --> 00:11:21.720]  耶穌有什麼說
[00:11:21.720 --> 00:11:22.720]  邪惡的人
[00:11:22.720 --> 00:11:27.720]  第三點是按照神心而做的
[00:11:27.720 --> 00:11:28.720]  有什麼說
[00:11:28.720 --> 00:11:29.720]  好不好
[00:11:29.720 --> 00:11:30.720]  三點
[00:11:30.720 --> 00:11:32.720]  所以第一樣我們去看的
[00:11:32.720 --> 00:11:33.720]  那些人問的
[00:11:33.720 --> 00:11:34.720]  懷疑的
[00:11:34.720 --> 00:11:37.720]  不用問災難的原因背後
[00:11:37.720 --> 00:11:39.720]  太多可能性
[00:11:39.720 --> 00:11:42.720]  人不能夠完全明白
[00:11:42.720 --> 00:11:46.720]  我們要謙卑警醒
[00:11:46.720 --> 00:11:49.720]  不是問你好我好
[00:11:49.720 --> 00:11:51.720]  耶穌說一件事很重要
[00:11:51.720 --> 00:11:53.720]  其實在聖經裡面提到我們
[00:11:53.720 --> 00:11:55.720]  世人都犯了罪
[00:11:55.720 --> 00:12:00.720]  虧缺了他的榮耀
[00:12:00.720 --> 00:12:02.720]  上帝創造這個世界
[00:12:02.720 --> 00:12:05.720]  本來是讓我們很好的挽手前行
[00:12:05.720 --> 00:12:08.720]  互相支援
[00:12:08.720 --> 00:12:11.720]  但是我們又知道在過程中
[00:12:11.720 --> 00:12:13.720]  有些人不是
[00:12:13.720 --> 00:12:17.720]  不想只是有基本的
[00:12:17.720 --> 00:12:19.720]  重要的供應
[00:12:19.720 --> 00:12:23.720]  三餐一宿生活的需要
[00:12:23.720 --> 00:12:26.720]  有些人會貪婪自我膨脹
[00:12:26.720 --> 00:12:28.720]  驅使他們追求
[00:12:28.720 --> 00:12:32.720]  一些滿足不了無止境的慾望
[00:12:32.720 --> 00:12:34.720]  在有限的資源底下
[00:12:34.720 --> 00:12:36.720]  漠視他人的財富
[00:12:36.720 --> 00:12:37.720]  生命
[00:12:37.720 --> 00:12:38.720]  利益
[00:12:38.720 --> 00:12:39.720]  名譽
[00:12:39.720 --> 00:12:40.720]  危機
[00:12:40.720 --> 00:12:44.720]  最終不單止失去了自己的人性
[00:12:44.720 --> 00:12:48.720]  也都導致別人失去寶貴的生命
[00:12:48.720 --> 00:12:49.720]  耶穌這麼說
[00:12:49.720 --> 00:12:51.720]  在末世裡面你要小心
[00:12:51.720 --> 00:12:55.720]  在路加福音23章26到29節這麼說
[00:12:55.720 --> 00:12:57.720]  我們一起讀這四節經文好不好
[00:12:57.720 --> 00:12:58.720]  1 2 3
[00:12:58.720 --> 00:13:00.720]  「帶耶穌去的時候
[00:13:00.720 --> 00:13:03.720]  有一個古尼來人西門
[00:13:03.720 --> 00:13:17.720]  內中有好些婦女
[00:13:17.720 --> 00:13:22.720]  耶穌轉身對她們說
[00:13:22.720 --> 00:13:30.720]  因為日子要到
[00:13:30.720 --> 00:13:33.720]  人必述不生育
[00:13:33.720 --> 00:13:35.720]  和不未曾懷孕
[00:13:35.720 --> 00:13:39.720]  未曾育養嬰孩的」
[00:13:39.720 --> 00:13:40.720]  耶穌這麼說
[00:13:40.720 --> 00:13:42.720]  在另一個片段
[00:13:42.720 --> 00:13:44.720]  就是當耶穌上十教的時候
[00:13:44.720 --> 00:13:47.720]  人們覺得耶穌你受苦
[00:13:47.720 --> 00:13:49.720]  一個無罪人為有罪人受苦
[00:13:49.720 --> 00:13:52.720]  婦女們為他哭號
[00:13:52.720 --> 00:13:54.720]  同哭
[00:13:54.720 --> 00:13:56.720]  耶穌轉身說你不用為我哭
[00:13:56.720 --> 00:14:00.720]  為你自己哭和你的兒女哭
[00:14:00.720 --> 00:14:02.720]  因為日子要到
[00:14:02.720 --> 00:14:03.720]  什麼意思呢
[00:14:03.720 --> 00:14:05.720]  日子要到末世的時刻
[00:14:05.720 --> 00:14:07.720]  末世的時刻
[00:14:07.720 --> 00:14:09.720]  聖經怎麼形容
[00:14:09.720 --> 00:14:10.720]  有什麼事情發生
[00:14:10.720 --> 00:14:13.720]  今天就是末世的時刻
[00:14:13.720 --> 00:14:17.720]  在耶穌死而復活這一刻之後
[00:14:17.720 --> 00:14:18.720]  耶穌會再次回來
[00:14:18.720 --> 00:14:21.720]  在末世的時刻回來之前
[00:14:21.720 --> 00:14:22.720]  他這樣記載
[00:14:22.720 --> 00:14:25.720]  你要知道末世有危險的日子來到
[00:14:25.720 --> 00:14:28.720]  在提摩大學書補錄的描述
[00:14:28.720 --> 00:14:31.720]  因為那時候人要尊顧自己
[00:14:31.720 --> 00:14:32.720]  慳愛錢財
[00:14:32.720 --> 00:14:33.720]  自誇
[00:14:33.720 --> 00:14:34.720]  狂傲
[00:14:34.720 --> 00:14:35.720]  妄讀
[00:14:35.720 --> 00:14:36.720]  違背父母
[00:14:36.720 --> 00:14:37.720]  忘恩負義
[00:14:37.720 --> 00:14:38.720]  心不潔淨
[00:14:38.720 --> 00:14:39.720]  不能自約
[00:14:39.720 --> 00:14:40.720]  不愛良善
[00:14:40.720 --> 00:14:41.720]  任以和
[00:14:41.720 --> 00:14:43.720]  妄為等等
[00:14:43.720 --> 00:14:44.720]  不愛神
[00:14:44.720 --> 00:14:45.720]  愛燕落
[00:14:45.720 --> 00:14:46.720]  自高自大
[00:14:46.720 --> 00:14:49.720]  這一種帶來漠視別人
[00:14:49.720 --> 00:14:52.720]  將別人的需要財產安危
[00:14:52.720 --> 00:14:53.720]  來漠視
[00:14:53.720 --> 00:14:57.720]  令到自己可以得著貪婪
[00:14:57.720 --> 00:14:59.720]  和自我的膨脹
[00:14:59.720 --> 00:15:00.720]  我們要很小心
[00:15:00.720 --> 00:15:02.720]  他說我們在末世要小心
[00:15:02.720 --> 00:15:04.720]  但我們不用擔心
[00:15:04.720 --> 00:15:05.720]  為什麼?
[00:15:05.720 --> 00:15:07.720]  因為耶穌是最認知
[00:15:07.720 --> 00:15:09.720]  並且將這件事告訴我們
[00:15:09.720 --> 00:15:10.720]  可以怎樣回應
[00:15:10.720 --> 00:15:11.720]  加上這本書
[00:15:11.720 --> 00:15:13.720]  《成功神學謬誤解鎖》
[00:15:13.720 --> 00:15:16.720]  描述到我們今天受苦
[00:15:16.720 --> 00:15:19.720]  大可以有多大的範疇
[00:15:19.720 --> 00:15:20.720]  會知道
[00:15:20.720 --> 00:15:23.720]  是源自人自己的罪
[00:15:23.720 --> 00:15:26.720]  我醉酒
[00:15:26.720 --> 00:15:27.720]  醉駕
[00:15:27.720 --> 00:15:29.720]  然後導致撞車
[00:15:29.720 --> 00:15:30.720]  傷害自己
[00:15:30.720 --> 00:15:31.720]  我的罪
[00:15:31.720 --> 00:15:33.720]  我自己要承擔
[00:15:33.720 --> 00:15:35.720]  又或者有時我醉駕
[00:15:35.720 --> 00:15:38.720]  但是亂開車
[00:15:38.720 --> 00:15:40.720]  撞到無辜在街上的人
[00:15:40.720 --> 00:15:42.720]  人被罪
[00:15:42.720 --> 00:15:43.720]  第二樣
[00:15:43.720 --> 00:15:44.720]  明白了嗎?
[00:15:44.720 --> 00:15:45.720]  不關我的事
[00:15:45.720 --> 00:15:48.720]  但是有人這樣犯錯
[00:15:48.720 --> 00:15:51.720]  有人行劫
[00:15:51.720 --> 00:15:53.720]  搶劫
[00:15:53.720 --> 00:15:56.720]  受害者亦都會在中間
[00:15:56.720 --> 00:15:59.720]  被這種被罪牽連
[00:15:59.720 --> 00:16:01.720]  第二是
[00:16:01.720 --> 00:16:03.720]  大自然的災難
[00:16:03.720 --> 00:16:06.720]  瘟疫
[00:16:06.720 --> 00:16:07.720]  旱災
[00:16:07.720 --> 00:16:08.720]  洪水
[00:16:08.720 --> 00:16:09.720]  但不過我們知道
[00:16:09.720 --> 00:16:12.720]  很多現在的大自然災害其實是人為的
[00:16:12.720 --> 00:16:15.720]  無論現在環保的問題
[00:16:15.720 --> 00:16:17.720]  令到氣候上升
[00:16:17.720 --> 00:16:19.720]  很多的疾病出現
[00:16:19.720 --> 00:16:21.720]  是人不愛錫
[00:16:21.720 --> 00:16:23.720]  被做的世界
[00:16:23.720 --> 00:16:25.720]  不斷的去消費
[00:16:25.720 --> 00:16:27.720]  沒有在源頭減排
[00:16:27.720 --> 00:16:30.720]  又或者我們見到很多網上的遊戲
[00:16:30.720 --> 00:16:31.720]  酒煙
[00:16:31.720 --> 00:16:33.720]  那種沉溺
[00:16:33.720 --> 00:16:35.720]  令到很多人
[00:16:35.720 --> 00:16:39.720]  很多時候在年少的時候已經幻想
[00:16:39.720 --> 00:16:40.720]  抑鬱
[00:16:40.720 --> 00:16:43.720]  或者幻想不同的疾病
[00:16:43.720 --> 00:16:46.720]  又或者在今次的處境
[00:16:46.720 --> 00:16:48.720]  我們見到
[00:16:48.720 --> 00:16:50.720]  這些棚的網
[00:16:50.720 --> 00:16:52.720]  究竟為什麼會這樣
[00:16:52.720 --> 00:16:56.720]  省了一些錢漠視別人的安危
[00:16:56.720 --> 00:17:01.720]  導致都有這種災難
[00:17:01.720 --> 00:17:04.720]  又或者惡魔的惡行大利
[00:17:04.720 --> 00:17:08.720]  就好像《約伯記》裏面的描述
[00:17:08.720 --> 00:17:09.720]  耶穌提醒我們
[00:17:09.720 --> 00:17:12.720]  面對這些的狀況我們要做什麼
[00:17:12.720 --> 00:17:14.720]  第一樣我們要警醒自己
[00:17:14.720 --> 00:17:17.720]  不要跌入這種的陷阱
[00:17:17.720 --> 00:17:21.720]  和這種人做法的邪惡中
[00:17:21.720 --> 00:17:23.720]  事實上我們都知道
[00:17:23.720 --> 00:17:26.720]  人人都終有一死
[00:17:26.720 --> 00:17:29.720]  但是沒有人想死得不明不白
[00:17:29.720 --> 00:17:31.720]  不公不義
[00:17:31.720 --> 00:17:34.720]  當目擊這種的悲劇發生
[00:17:34.720 --> 00:17:38.720]  無論發生在自身或者別人身上
[00:17:38.720 --> 00:17:42.720]  我們內裡的深處會被喚起
[00:17:42.720 --> 00:17:45.720]  我們內裡的人性會被提升
[00:17:45.720 --> 00:17:48.720]  這個我叫做共人性
[00:17:48.720 --> 00:17:50.720]  共人性是什麼
[00:17:50.720 --> 00:17:51.720]  當耶穌來到這個世界
[00:17:51.720 --> 00:17:54.720]  耶穌進入我們人中間
[00:17:54.720 --> 00:17:57.720]  我們就見到一個很重要的原則
[00:17:57.720 --> 00:17:59.720]  就不是神和人分開
[00:17:59.720 --> 00:18:02.720]  就是神和人一起
[00:18:02.720 --> 00:18:04.720]  共人性的意思是
[00:18:04.720 --> 00:18:06.720]  不是災民自己
[00:18:06.720 --> 00:18:08.720]  是祂和我
[00:18:08.720 --> 00:18:12.720]  共人性是我們都一起在災難中
[00:18:12.720 --> 00:18:14.720]  共人性
[00:18:14.720 --> 00:18:17.720]  我們都渴望受害者
[00:18:17.720 --> 00:18:21.720]  可以被伸張正義討回公道
[00:18:21.720 --> 00:18:23.720]  在中間我們想援助
[00:18:23.720 --> 00:18:26.720]  擁抱 陪伴
[00:18:26.720 --> 00:18:28.720]  我們要學習的
[00:18:28.720 --> 00:18:31.720]  不要以為自己比別人好
[00:18:31.720 --> 00:18:34.720]  我們不要忽略悔改的需要
[00:18:34.720 --> 00:18:36.720]  提醒自己
[00:18:36.720 --> 00:18:39.720]  第一點我們怎樣身處
[00:18:39.720 --> 00:18:43.720]  小心 細心
[00:18:43.720 --> 00:18:47.720]  反思 悔改
[00:18:47.720 --> 00:18:50.720]  第一點是對一般的人
[00:18:50.720 --> 00:18:54.720]  第二點就是回應邪惡的人
[00:18:54.720 --> 00:18:59.720]  在第十三章第六第七節
[00:18:59.720 --> 00:19:01.720]  耶穌繼續說下去
[00:19:01.720 --> 00:19:02.720]  我們一起讀好不好
[00:19:02.720 --> 00:19:03.720]  一二三
[00:19:03.720 --> 00:19:06.720]  於是用比喻說
[00:19:06.720 --> 00:19:08.720]  一個人有一棵無花果樹
[00:19:08.720 --> 00:19:10.720]  栽在葡萄園裡
[00:19:10.720 --> 00:19:39.720]  (唸經)
[00:19:39.720 --> 00:19:42.720]  讀多了八大九絕
[00:19:42.720 --> 00:19:44.720]  一會兒再讀
[00:19:44.720 --> 00:19:46.720]  第六第七節
[00:19:46.720 --> 00:19:50.720]  在我們自己的圖文裡有提到
[00:19:50.720 --> 00:19:54.720]  很盼望為倖存者去禱告
[00:19:54.720 --> 00:20:00.720]  失去親人家園的同伴和有安慰
[00:20:00.720 --> 00:20:03.720]  但是面對一些處境
[00:20:03.720 --> 00:20:06.720]  我們的禱告都是盼望主
[00:20:06.720 --> 00:20:09.720]  教導我們現在的狀況
[00:20:09.720 --> 00:20:11.720]  可以彰顯公義
[00:20:11.720 --> 00:20:14.720]  有勇氣徹底調查事件
[00:20:14.720 --> 00:20:15.720]  面對過錯
[00:20:15.720 --> 00:20:17.720]  承擔責任
[00:20:17.720 --> 00:20:20.720]  審查檢閱制度的漏洞
[00:20:20.720 --> 00:20:21.720]  必須要改革
[00:20:21.720 --> 00:20:23.720]  防止悲劇的重演
[00:20:23.720 --> 00:20:25.720]  這個都很真實
[00:20:25.720 --> 00:20:27.720]  而同時我們又知道一件事
[00:20:27.720 --> 00:20:30.720]  在地上我們要行
[00:20:30.720 --> 00:20:35.720]  見到這種屬地上的制度的審判
