
[00:00:00.000 --> 00:00:03.000]  在上午九時到下午三時
[00:05:54.000 --> 00:05:57.000]  為了你和我的罪
[00:05:57.000 --> 00:06:00.000]  向父神祈求
[00:06:00.000 --> 00:06:04.000]  弟兄姊妹,如果你今天
[00:06:04.000 --> 00:06:06.000]  你今天對自己的罪
[00:06:06.000 --> 00:06:09.000]  沒有辦法釋懷
[00:06:09.000 --> 00:06:11.000]  讓我們不要忘記
[00:06:11.000 --> 00:06:15.000]  耶穌是會赦免
[00:06:15.000 --> 00:06:20.000]  並且一早已經赦免我們的罪
[00:06:20.000 --> 00:06:22.000]  弟兄姊妹,如果今天
[00:06:22.000 --> 00:06:26.000]  你看見其他人的罪
[00:06:26.000 --> 00:06:32.000]  同樣,天父已經一早願意赦免
[00:06:32.000 --> 00:06:33.000]  願意當我們聽到
[00:06:33.000 --> 00:06:36.000]  耶穌基督第一句的說話
[00:06:36.000 --> 00:06:39.000]  呼喊赦免他們的時候
[00:06:39.000 --> 00:06:41.000]  我們一起來學習
[00:06:41.000 --> 00:06:47.000]  耶穌基督這份愛
[00:06:47.000 --> 00:06:50.000]  我們沒有人想成為社會的敗類
[00:06:50.000 --> 00:06:53.000]  成為人類的渣子
[00:06:53.000 --> 00:06:56.000]  但是耶穌基督是甘願擔起
[00:06:56.000 --> 00:06:59.000]  好像這樣的角色
[00:06:59.000 --> 00:07:01.000]  他釘十字架的時候
[00:07:01.000 --> 00:07:05.000]  是釘在兩個強盜的旁邊
[00:07:05.000 --> 00:07:07.000]  強盜在當時來說
[00:07:07.000 --> 00:07:09.000]  其實是說什麼呢?
[00:07:09.000 --> 00:07:11.000]  是指那些知識份子
[00:07:11.000 --> 00:07:13.000]  煽動暴力的人
[00:07:13.000 --> 00:07:15.000]  或者是叛黨
[00:07:15.000 --> 00:07:17.000]  套用今天的說話
[00:07:17.000 --> 00:07:20.000]  他們就是那些恐怖份子
[00:07:20.000 --> 00:07:23.000]  耶穌基督第一句說話是對天父說的
[00:07:23.000 --> 00:07:26.000]  但是接著他就轉向那個強盜說
[00:07:26.000 --> 00:07:29.000]  我實在告訴你
[00:07:29.000 --> 00:07:34.000]  今天你要和我在樂園了
[00:07:34.000 --> 00:07:39.000]  其實,我們有誰不想去到一個樂園裡面呢?
[00:07:39.000 --> 00:07:44.000]  我們有誰不想去一個Paradise那裡呢?
[00:07:44.000 --> 00:07:46.000]  什麼是樂園呢?
[00:07:46.000 --> 00:07:48.000]  是一個夢寐以求的地方
[00:07:48.000 --> 00:07:52.000]  是一個藍天白雲的度假勝地
[00:07:52.000 --> 00:07:55.000]  是一個心目中的烏錯邦
[00:07:55.000 --> 00:07:58.000]  是對明天一種盼望
[00:07:58.000 --> 00:08:02.000]  和未達到的一個理想
[00:08:02.000 --> 00:08:06.000]  在你心目中什麼是樂園呢?
[00:08:06.000 --> 00:08:08.000]  耶穌在這裡所說的樂園
[00:08:08.000 --> 00:08:10.000]  不是一個夢寐以求的地方
[00:08:10.000 --> 00:08:16.000]  不是一個有朝一日終於可以去得到的地方
[00:08:16.000 --> 00:08:18.000]  他所說的樂園
[00:08:18.000 --> 00:08:23.000]  是在說一個和強盜之間的一個關係
[00:08:23.000 --> 00:08:26.000]  是一個關係
[00:08:26.000 --> 00:08:28.000]  樂園就是無論在什麼地方
[00:08:28.000 --> 00:08:30.000]  在什麼時間
[00:08:30.000 --> 00:08:32.000]  當你和耶穌在一起的時候
[00:08:32.000 --> 00:08:34.000]  這個就是樂園
[00:08:34.000 --> 00:08:39.000]  是和耶穌一個親密的關係
[00:08:39.000 --> 00:08:41.000]  那個垂死的強盜
[00:08:41.000 --> 00:08:43.000]  不是在他斷氣之後
[00:08:43.000 --> 00:08:50.000]  開始在樂園裡和耶穌相聚
[00:08:50.000 --> 00:08:53.000]  而是當這個垂死的強盜
[00:08:53.000 --> 00:08:56.000]  認出他身邊的一個不是強盜
[00:08:56.000 --> 00:08:57.000]  而是他的主
[00:08:57.000 --> 00:08:59.000]  而是他生命的主
[00:08:59.000 --> 00:09:02.000]  是天國的君王的那一刻
[00:09:02.000 --> 00:09:09.000]  這個強盜就和耶穌在樂園裡
[00:09:09.000 --> 00:09:12.000]  在耶穌身邊的兩個強盜看到什麼呢?
[00:09:12.000 --> 00:09:14.000]  第一個所看到的就是
[00:09:14.000 --> 00:09:16.000]  你不是基督嗎?
[00:09:16.000 --> 00:09:19.000]  可以救自己和我們吧!
[00:09:19.000 --> 00:09:21.000]  但是另一個
[00:09:21.000 --> 00:09:24.000]  他是看到樂園的降臨
[00:09:24.000 --> 00:09:27.000]  樂園的降臨不是靠著神蹟
[00:09:27.000 --> 00:09:29.000]  不是靠著令人驚訝的事
[00:09:29.000 --> 00:09:34.000]  不是靠著想像不到的魔術
[00:09:34.000 --> 00:09:41.000]  而是靠耶穌自己在十字架上的犧牲
[00:09:41.000 --> 00:09:44.000]  其中一個強盜求耶穌去紀念他
[00:09:44.000 --> 00:09:48.000]  英文是Remember
[00:09:48.000 --> 00:09:54.000]  紀念也可以是英文的Remember
[00:09:54.000 --> 00:09:59.000]  重新一次成為聖人
[00:09:59.000 --> 00:10:00.000]  所以Remember
[00:10:00.000 --> 00:10:03.000]  不只是一個頭腦上的紀念
[00:10:03.000 --> 00:10:05.000]  記得起、想起
[00:10:05.000 --> 00:10:08.000]  而是一個實際、真實的行動
[00:10:08.000 --> 00:10:12.000]  無論我們多麼污穢、多麼軟弱、多麼敗壞
[00:10:12.000 --> 00:10:15.000]  只要我們悔改
[00:10:15.000 --> 00:10:19.000]  我們立時就經歷救恩的喜樂
[00:10:19.000 --> 00:10:23.000]  立時就和耶穌在樂園裡
[00:10:23.000 --> 00:10:28.000]  立時就再一次Remember
[00:10:28.000 --> 00:10:33.000]  成為樂園的一份子
[00:10:33.000 --> 00:10:35.000]  這句簡單的對話
[00:10:35.000 --> 00:10:38.000]  給我們一個很清楚的承諾
[00:10:38.000 --> 00:10:41.000]  就是無論我們在生命裡
[00:10:41.000 --> 00:10:44.000]  最難的處境裡
[00:10:44.000 --> 00:10:47.000]  最黑暗的處境裡
[00:10:47.000 --> 00:10:51.000]  我們都可以和耶穌在一起
[00:10:51.000 --> 00:10:54.000]  因為無論在生命任何的境況
[00:10:54.000 --> 00:10:57.000]  耶穌都可以對我們說
[00:10:57.000 --> 00:11:02.000]  今天我要和你在樂園裡
[00:11:02.000 --> 00:11:07.000]  這不是一個遙遠、不可能發生的事情
[00:11:07.000 --> 00:11:16.000]  而是此時、此地、即時可能發生的事情
[00:11:16.000 --> 00:11:21.000]  當時兩個強盜都是極惡的罪人
[00:11:21.000 --> 00:11:24.000]  都被釘在耶穌基督的身邊
[00:11:24.000 --> 00:11:26.000]  同樣的距離
[00:11:26.000 --> 00:11:28.000]  同樣的痛苦
[00:11:28.000 --> 00:11:32.000]  都被釘在耶穌基督的身邊
[00:11:32.000 --> 00:11:34.000]  同樣的距離
[00:11:34.000 --> 00:11:36.000]  同樣的機會
[00:11:36.000 --> 00:11:39.000]  但是一個選擇悔改
[00:11:39.000 --> 00:11:43.000]  另外一個拒絕悔改
[00:11:43.000 --> 00:11:45.000]  兄弟姐妹
[00:11:45.000 --> 00:11:49.000]  今天在你心裡能不能夠很清楚
[00:11:49.000 --> 00:11:51.000]  去對主耶穌說
[00:11:51.000 --> 00:11:58.000]  以後求你紀念我
[00:11:58.000 --> 00:12:00.000]  你希望真正去經歷
[00:12:00.000 --> 00:12:06.000]  與主同在樂園那份福樂嗎
[00:12:06.000 --> 00:12:09.000]  有一些對第三句說話的解釋
[00:12:09.000 --> 00:12:12.000]  說耶穌在臨離世的時候
[00:12:12.000 --> 00:12:14.000]  還念念不忘
[00:12:14.000 --> 00:12:18.000]  對親人和對相熟的人的關愛
[00:12:18.000 --> 00:12:21.000]  是對母親肉身方面的照顧
[00:12:21.000 --> 00:12:24.000]  作出妥善的安排
[00:12:24.000 --> 00:12:26.000]  也有人說耶穌對母親說
[00:12:26.000 --> 00:12:29.000]  看你的兒子
[00:12:29.000 --> 00:12:31.000]  意思是對瑪利亞說
[00:12:31.000 --> 00:12:35.000]  看看你這個快將要失去的兒子
[00:12:35.000 --> 00:12:43.000]  看看你這個你甘願為世人獻出來的兒子
[00:12:43.000 --> 00:12:46.000]  不過當我們再細心去看這句說話的時候
[00:12:46.000 --> 00:12:48.000]  我們會看到耶穌所說的
[00:12:48.000 --> 00:12:50.000]  不單止只是這一句說話
[00:12:50.000 --> 00:12:53.000]  因為他接著對門徒約翰就說
[00:12:53.000 --> 00:12:58.000]  兒子,看你們母親
[00:12:58.000 --> 00:13:00.000]  耶穌的意思不單止只是說
[00:13:00.000 --> 00:13:02.000]  約翰,請你幫我忙
[00:13:02.000 --> 00:13:05.000]  我離世的時候請你照顧我媽媽
[00:13:05.000 --> 00:13:08.000]  這兩句說話耶穌的意思是
[00:13:08.000 --> 00:13:14.000]  母親,我給你一個新的兒子
[00:13:14.000 --> 00:13:21.000]  兒子,我給你一個新的母親
[00:13:21.000 --> 00:13:23.000]  因為耶穌基督的補血
[00:13:23.000 --> 00:13:26.000]  為我們立了一個新的約
[00:13:26.000 --> 00:13:30.000]  信祂的人也都進入了一個新的關係
[00:13:30.000 --> 00:13:32.000]  不是血緣的關係
[00:13:32.000 --> 00:13:36.000]  而是在主基督裏面成為一家
[00:13:36.000 --> 00:13:38.000]  聽姐妹你還記不記得
[00:13:38.000 --> 00:13:42.000]  在馬福音三章三十二到三十四節的記載
[00:13:42.000 --> 00:13:45.000]  說有許多人在耶穌周圍坐著
[00:13:45.000 --> 00:13:47.000]  他們就告訴祂說
[00:13:47.000 --> 00:13:53.000]  看呀,你母親和你的弟兄在外面找你
[00:13:53.000 --> 00:13:54.000]  耶穌回答說
[00:13:54.000 --> 00:13:58.000]  誰是我的母親,誰是我的弟兄
[00:13:58.000 --> 00:14:02.000]  就四門觀看那周圍坐著的人說
[00:14:02.000 --> 00:14:07.000]  看呀,我的母親,我的弟兄
[00:14:07.000 --> 00:14:10.000]  凡遵行神旨意的人
[00:14:10.000 --> 00:14:15.000]  是我的弟兄姐妹和母親們
[00:14:15.000 --> 00:14:18.000]  原來在耶穌的心目中
[00:14:18.000 --> 00:14:25.000]  凡遵行神旨意的人就是一家人
[00:14:25.000 --> 00:14:28.000]  耶穌在這裏為我們
[00:14:28.000 --> 00:14:31.000]  帶動我們去明白甚麼是教會
[00:14:31.000 --> 00:14:35.000]  因為祂正在建立第一間的教會
[00:14:35.000 --> 00:14:39.000]  祂吩咐我們要將所有陌生人當作是親屬
[00:14:39.000 --> 00:14:42.000]  祂是一群陌生,沒有血緣關係
[00:14:42.000 --> 00:14:45.000]  但是祂是聚在一起的人
[00:14:45.000 --> 00:14:50.000]  而彼此稱為弟兄姐妹
[00:14:50.000 --> 00:14:52.000]  這個就是教會
[00:14:52.000 --> 00:14:55.000]  這個就是神的家
[00:14:55.000 --> 00:14:57.000]  在神的家裏面相親相愛
[00:14:57.000 --> 00:14:59.000]  就好像在加拉太書所說
[00:14:59.000 --> 00:15:04.000]  並不分猶太人、希尼尼人、自主的、為奴的
[00:15:04.000 --> 00:15:05.000]  或男或女
[00:15:05.000 --> 00:15:13.000]  因為你們在基督裏面都成為一了
[00:15:13.000 --> 00:15:14.000]  因著耶穌基督
[00:15:14.000 --> 00:15:18.000]  我們由一個很小的原生的家庭
[00:15:18.000 --> 00:15:21.000]  被接納到一個更大的家庭裏面
[00:15:21.000 --> 00:15:25.000]  我們原本只懂得去關心、去愛那些跟我們有血緣關係
[00:15:25.000 --> 00:15:28.000]  有遺傳特質的人
[00:15:28.000 --> 00:15:31.000]  但是因著基督的愛
[00:15:31.000 --> 00:15:33.000]  我們學習去接納
[00:15:33.000 --> 00:15:40.000]  去擁抱、去愛一些原本跟我們毫無關係的人
[00:15:40.000 --> 00:15:43.000]  只有在基督的愛裏面
[00:15:43.000 --> 00:15:48.000]  我們才可以成為一家
[00:15:48.000 --> 00:15:54.000]  教會的兒童侍工、長者侍工、探訪侍工
[00:15:54.000 --> 00:15:59.000]  都是將其他的人當作是我們自己的家人
[00:15:59.000 --> 00:16:02.000]  這樣來關愛
[00:16:02.000 --> 00:16:06.000]  所以我們不要小看這些侍工
[00:16:06.000 --> 00:16:08.000]  這個相愛的信息
[00:16:08.000 --> 00:16:11.000]  是基督教一切慈善工作的動力
[00:16:11.000 --> 00:16:14.000]  因為如果我們看不到別人的父母
[00:16:14.000 --> 00:16:16.000]  是當作我們自己的父母的時候
[00:16:16.000 --> 00:16:19.000]  就不會有老人緣
[00:16:19.000 --> 00:16:22.000]  如果我們不當別人的兒女為自己的兒女的時候
[00:16:22.000 --> 00:16:24.000]  就不會有孤兒緣
[00:16:24.000 --> 00:16:27.000]  如果我們沒有看到別人的健康
[00:16:27.000 --> 00:16:31.000]  好像看重我們自己的健康一樣的時候
[00:16:31.000 --> 00:16:35.000]  就不會有醫院
[00:16:35.000 --> 00:16:40.000]  只有基督的愛才能夠將我們組織起來
[00:16:40.000 --> 00:16:43.000]  只有基督在十字架上犧牲的愛
[00:16:43.000 --> 00:16:49.000]  我們才能夠跨越個人的軟弱、偏好、喜愛
[00:16:49.000 --> 00:16:51.000]  嘗試去學習
[00:16:51.000 --> 00:16:55.000]  去愛一些跟我們沒有什麼親戚關係
[00:16:55.000 --> 00:16:59.000]  甚至是不可愛的人
[00:16:59.000 --> 00:17:01.000]  我們可以懂得怎樣去愛
[00:17:01.000 --> 00:17:06.000]  全因為十架犧牲的愛
[00:17:06.000 --> 00:17:11.000]  請我們一起同心禱告
[00:17:11.000 --> 00:17:16.000]  耶穌我們本來是一班不可愛的人
[00:17:16.000 --> 00:17:19.000]  因為我們本來只不過是罪人
[00:17:19.000 --> 00:17:22.000]  但因著祢的愛
[00:17:22.000 --> 00:17:24.000]  祢拯救我們
[00:17:24.000 --> 00:17:29.000]  耶穌我們本來是不懂得怎樣去愛一班人
[00:17:29.000 --> 00:17:31.000]  但求祢幫助我們
[00:17:31.000 --> 00:17:34.000]  我們願意去學習
[00:17:34.000 --> 00:17:39.000]  願意因著十字架上基督的大愛
[00:17:39.000 --> 00:17:45.000]  讓我們去學習怎樣去相愛
[00:17:45.000 --> 00:17:50.000]  主人我們希望不單單是享受祢的愛
[00:17:50.000 --> 00:17:57.000]  我們更願將這份的愛去傳遞、去宣揚
[00:17:57.000 --> 00:18:00.000]  奉主耶穌基督的聖名祈求
[00:18:00.000 --> 00:18:06.000]  耶穌講完頭三句說話
[00:18:06.000 --> 00:18:09.000]  突然風雲變色
[00:18:09.000 --> 00:18:11.000]  原本是烈日當空
[00:18:11.000 --> 00:18:14.000]  忽然變得全地都黑暗
[00:18:14.000 --> 00:18:17.000]  黑暗裡面耶穌看不見那一小群
[00:18:17.000 --> 00:18:20.000]  圍繞著十字架的門徒和婦女
[00:18:20.000 --> 00:18:22.000]  更難受的就是
[00:18:22.000 --> 00:18:27.000]  籠罩著祂心靈那一份的黑暗
[00:18:27.000 --> 00:18:33.000]  祂好像連父上都看不到、摸不到
[00:18:33.000 --> 00:18:35.000]  所以祂大聲喊叫
[00:18:35.000 --> 00:18:41.000]  我的神!我的神!為什麼離棄我?
[00:18:41.000 --> 00:18:45.000]  上帝為什麼要離棄上、離棄耶穌呢?
[00:18:45.000 --> 00:18:48.000]  上帝不是曾經一再去宣告說
[00:18:48.000 --> 00:18:52.000]  這是我的愛子、我所喜悅的嗎?
[00:18:52.000 --> 00:18:56.000]  父神離棄這位掛在十字架上的耶穌
[00:18:56.000 --> 00:19:02.000]  是因為耶穌正背負著全人類的罪
[00:19:02.000 --> 00:19:06.000]  正如好像在《易卓雅書》第三章第六節那裡說
[00:19:06.000 --> 00:19:12.000]  我們都如羊走迷,各人偏行幾路
[00:19:12.000 --> 00:19:21.000]  而說使我們眾人的罪孽都歸在他身上
[00:19:21.000 --> 00:19:23.000]  在十字架上面
[00:19:23.000 --> 00:19:27.000]  耶穌基督甘願服於罪和就坐的力量
[00:19:27.000 --> 00:19:34.000]  祂甘願變得無力和無助
[00:19:34.000 --> 00:19:36.000]  在這一刻
[00:19:36.000 --> 00:19:38.000]  在父神的眼中看來
[00:19:38.000 --> 00:19:42.000]  耶穌是一個罪大惡極的罪人
[00:19:42.000 --> 00:19:44.000]  上帝是慈愛的
[00:19:44.000 --> 00:19:46.000]  不過祂是公義的
[00:19:46.000 --> 00:19:48.000]  上帝愛世人
[00:19:48.000 --> 00:19:51.000]  不過祂不喜歡罪
[00:19:51.000 --> 00:19:53.000]  祂願意親近人
[00:19:53.000 --> 00:19:56.000]  但是祂要遠離罪
[00:19:56.000 --> 00:19:58.000]  祂饒恕人
[00:19:58.000 --> 00:20:01.000]  但是祂要審判罪
[00:20:01.000 --> 00:20:06.000]  這句話所表達的就是一個審判的宣告
[00:20:06.000 --> 00:20:08.000]  是一個審判的訊息
[00:20:08.000 --> 00:20:16.000]  而耶穌正在為世人承受一個和上帝隔離的苦楚
[00:20:16.000 --> 00:20:24.000]  所以祂說:我的神,我的神,為什麼要離棄我?
[00:20:24.000 --> 00:20:26.000]  兄弟姐妹
[00:20:26.000 --> 00:20:30.000]  我們每一個人原本都要為自己的罪負責
[00:20:30.000 --> 00:20:33.000]  都要被審判
[00:20:33.000 --> 00:20:37.000]  但是神已經赦免了我們的罪
[00:20:37.000 --> 00:20:40.000]  不是因為我們願意改過自新
[00:20:40.000 --> 00:20:44.000]  而是因為我們本來應當受的刑罰
[00:20:44.000 --> 00:20:49.000]  已經轉移到基督的身上
[00:20:49.000 --> 00:20:52.000]  我們主耶穌基督
[00:20:52.000 --> 00:20:55.000]  因為祂的愛
[00:20:55.000 --> 00:21:02.000]  祂願意也決定去肩負我們每一個人的罪
[00:21:02.000 --> 00:21:10.000]  耶穌基督呼喊聖父為:我的神,我的神
[00:21:10.000 --> 00:21:15.000]  來替代我們,為我們向神來發出這個呼喊
[00:21:15.000 --> 00:21:19.000]  神的兒子耶穌基督因為肩負了世人的罪
[00:21:19.000 --> 00:21:22.000]  而被神所離棄
[00:21:22.000 --> 00:21:27.000]  耶穌不再是一個純全無瑕疵上帝的獨子
[00:21:27.000 --> 00:21:31.000]  而是背負了眾人罪業的罪人
[00:21:31.000 --> 00:21:34.000]  因著罪
[00:21:34.000 --> 00:21:36.000]  神的愛子
[00:21:36.000 --> 00:21:44.000]  好像連自己的父神也看不見,摸不到
[00:21:44.000 --> 00:21:51.000]  耶穌基督曾經和父神和上帝是這麼親密
[00:21:51.000 --> 00:21:55.000]  祂曾經說:我與父原為一
[00:21:55.000 --> 00:22:01.000]  又說過:人看見了我,就是看見我的父
[00:22:01.000 --> 00:22:04.000]  但是在這一刻
[00:22:04.000 --> 00:22:10.000]  祂卻是和父神相隔得這麼遠
[00:22:10.000 --> 00:22:14.000]  相隔得這麼遠
[00:22:14.000 --> 00:22:16.000]  在各國他
[00:22:16.000 --> 00:22:21.000]  我們看見上帝的愛子耶穌基督被懸掛在十字架上
[00:22:21.000 --> 00:22:27.000]  忍受著公開的羞辱,肉身的痛苦,死亡的逼近
[00:22:27.000 --> 00:22:33.000]  但是父神卻沒有救愛子脫離十字架的羞辱
[00:22:33.000 --> 00:22:40.000]  救他脫離痛苦的折磨,救他脫離死亡的臨近
[00:22:40.000 --> 00:22:44.000]  耶穌也沒有像我們面臨危難
[00:22:44.000 --> 00:22:48.000]  很多時期祈求:神啊,求祢將我救出來
[00:22:48.000 --> 00:22:52.000]  救我脫離險境,保守我平安
[00:22:52.000 --> 00:22:56.000]  沒有,耶穌沒有這樣說
[00:22:56.000 --> 00:23:04.000]  祂只是說:不要離棄他,不要離開他
[00:23:04.000 --> 00:23:14.000]  只是求父神與他同在
[00:23:14.000 --> 00:23:21.000]  在人生的旅途裏面,我們總是會有很多機會經歷人生的低谷
[00:23:21.000 --> 00:23:25.000]  在那些黑暗痛苦的境況裏面
[00:23:25.000 --> 00:23:29.000]  你可能都會說:神啊,究竟你在哪裏?
[00:23:29.000 --> 00:23:35.000]  神啊,你究竟是不是已經離棄了我呢?
[00:23:35.000 --> 00:23:42.000]  感謝主,讓耶穌基督這個呼求提醒我們
[00:23:42.000 --> 00:23:45.000]  原來在環境變得黑暗的時候
[00:23:45.000 --> 00:23:48.000]  當周圍都變得黑漆一片的時候
[00:23:48.000 --> 00:23:53.000]  耶穌不是來為我們開著眼燈
[00:23:53.000 --> 00:23:57.000]  讓一室都變得光明
[00:23:57.000 --> 00:24:00.000]  而是來到我們黑暗裏面
[00:24:00.000 --> 00:24:05.000]  與我們一起去經歷苦難
[00:24:05.000 --> 00:24:14.000]  與我們一起在黑暗裏面,一同釘在生命的十字架上
[00:24:14.000 --> 00:24:20.000]  因為在一切的黑暗,一切的痛苦裏面
[00:24:20.000 --> 00:24:26.000]  有神的安慰,我們就可以熬得過,可以忍得住
