
[00:00:00.000 --> 00:00:03.000]  各位靈姐妹早晨 各位來賓早晨
[00:10:17.000 --> 00:10:20.000]  在監獄裏面受苦的時候
[00:10:20.000 --> 00:10:26.000]  他不單止不會為自己的困境來表達埋怨
[00:10:26.000 --> 00:10:29.000]  反而用他自己生命的見證
[00:10:29.000 --> 00:10:31.000]  來鼓勵身邊的人
[00:10:31.000 --> 00:10:33.000]  鼓勵弟兄姊妹
[00:10:33.000 --> 00:10:35.000]  堅持
[00:10:35.000 --> 00:10:40.000]  堅持完成主給我們的使命
[00:10:40.000 --> 00:10:43.000]  我們可以在這份所說裏面多次提到
[00:10:43.000 --> 00:10:45.000]  這個他對自己的形容
[00:10:45.000 --> 00:10:48.000]  我這為主被囚的
[00:10:48.000 --> 00:10:52.000]  他讓他自己的生命見證來勉勵弟兄姊妹
[00:10:52.000 --> 00:10:54.000]  縱然在困境裏面
[00:10:54.000 --> 00:10:56.000]  我們仍然堅持
[00:10:56.000 --> 00:10:59.000]  堅持完成上帝給我們的使命
[00:10:59.000 --> 00:11:01.000]  就是這種的情懷
[00:11:01.000 --> 00:11:04.000]  一直鼓勵著歷代的信徒
[00:11:04.000 --> 00:11:07.000]  就好像在第三章十字裏面所說的
[00:11:07.000 --> 00:11:09.000]  要完成這個使命
[00:11:09.000 --> 00:11:14.000]  為要在現今直著教會是天上執政的掌權的
[00:11:14.000 --> 00:11:18.000]  知道上帝百般的智慧
[00:11:18.000 --> 00:11:21.000]  教會要為上帝作見證
[00:11:21.000 --> 00:11:24.000]  教會是要透過合一的見證
[00:11:24.000 --> 00:11:27.000]  透過群體彼此相愛的見證
[00:11:27.000 --> 00:11:29.000]  在信仰上面
[00:11:29.000 --> 00:11:31.000]  在真理上面
[00:11:31.000 --> 00:11:34.000]  實踐這個合一的教導
[00:11:34.000 --> 00:11:37.000]  或者彼此相愛的教導
[00:11:37.000 --> 00:11:40.000]  來見證上帝的恩典
[00:11:40.000 --> 00:11:43.000]  這亦是在二弗所書第四章裏面
[00:11:43.000 --> 00:11:45.000]  十一至十四節裏面所提到的
[00:11:45.000 --> 00:11:50.000]  讓我們能夠去堅持
[00:11:50.000 --> 00:11:54.000]  在真理裏面同歸於一的教導
[00:11:54.000 --> 00:11:58.000]  由信仰上面的反省起步
[00:11:58.000 --> 00:12:00.000]  到認識教會的本質
[00:12:00.000 --> 00:12:05.000]  保羅一步一步地帶領著我們
[00:12:05.000 --> 00:12:07.000]  進入一個透過人際關係
[00:12:07.000 --> 00:12:11.000]  來論述教會群體的現實
[00:12:11.000 --> 00:12:13.000]  這就是在第四章的結束部分之後
[00:12:13.000 --> 00:12:15.000]  他進入第五章裏面
[00:12:15.000 --> 00:12:18.000]  被稱為家庭法規
[00:12:18.000 --> 00:12:21.000]  Household Cook這樣的教導裏面
[00:12:21.000 --> 00:12:23.000]  教導我們在教會裏面
[00:12:23.000 --> 00:12:26.000]  在人群裏面之間如何相處
[00:12:26.000 --> 00:12:31.000]  以日常生活來見證上帝的榮耀
[00:12:31.000 --> 00:12:35.000]  保羅亦以基督和教會的關係
[00:12:35.000 --> 00:12:39.000]  來比喻信徒在人際之間的互動相處
[00:12:39.000 --> 00:12:43.000]  來勉勵我們做好這個合一的見證
[00:12:43.000 --> 00:12:45.000]  而另一方面
[00:12:45.000 --> 00:12:47.000]  這幾個人際關係裏面
[00:12:47.000 --> 00:12:50.000]  亦可以讓我們看到那個責任性
[00:12:50.000 --> 00:12:53.000]  丈夫愛妻子
[00:12:53.000 --> 00:12:56.000]  親要懂得去管教兒子
[00:12:56.000 --> 00:13:00.000]  僕人要懂得去敬重主人
[00:13:00.000 --> 00:13:02.000]  這些都是強調了
[00:13:02.000 --> 00:13:06.000]  作為有權力的人
[00:13:06.000 --> 00:13:08.000]  或者帶著權威的人
[00:13:08.000 --> 00:13:12.000]  要懂得去負上當盡的責任
[00:13:12.000 --> 00:13:15.000]  在他的身份裏面負上責任
[00:13:15.000 --> 00:13:20.000]  或者第二個責任的演繹
[00:13:20.000 --> 00:13:23.000]  作為教會需要負上
[00:13:23.000 --> 00:13:26.000]  見證上帝榮耀的責任
[00:13:26.000 --> 00:13:30.000]  這個是你和我都要負上的責任
[00:13:30.000 --> 00:13:33.000]  整個已不鎖書的幾個重點的討論
[00:13:33.000 --> 00:13:36.000]  就是這樣一層一層地來推演
[00:13:36.000 --> 00:13:39.000]  就來到第六章結束的部分
[00:13:39.000 --> 00:13:41.000]  來到今天我們一齊去學習
[00:13:41.000 --> 00:13:45.000]  去領受經文的整個段落
[00:13:45.000 --> 00:13:47.000]  在這個部分裏面
[00:13:47.000 --> 00:13:49.000]  一開始由十至十三節裏面
[00:13:49.000 --> 00:13:52.000]  就指出了一個很重要的
[00:13:52.000 --> 00:13:54.000]  我們要面對的處境
[00:13:54.000 --> 00:13:56.000]  在這個段落裏面一開始
[00:13:56.000 --> 00:13:58.000]  就用了一個最後這個字
[00:13:58.000 --> 00:14:00.000]  作為連接前面的一個討論
[00:14:00.000 --> 00:14:02.000]  而這個連接詞
[00:14:02.000 --> 00:14:04.000]  亦都將整個已不鎖書討論裏面
[00:14:04.000 --> 00:14:06.000]  帶入一個結束的部分
[00:14:06.000 --> 00:14:08.000]  換言之六章十至十節
[00:14:08.000 --> 00:14:11.000]  是為了整個教會
[00:14:11.000 --> 00:14:14.000]  要向天上靈界見證的使命的宣言
[00:14:14.000 --> 00:14:16.000]  來一個總結
[00:14:16.000 --> 00:14:18.000]  十至十三節的部分裏面
[00:14:18.000 --> 00:14:21.000]  出現了幾個重要的命令句式
[00:14:21.000 --> 00:14:22.000]  要剛強
[00:14:22.000 --> 00:14:25.000]  要穿戴拿起軍裝
[00:14:25.000 --> 00:14:28.000]  這三個命令句式的背後的用意
[00:14:28.000 --> 00:14:30.000]  是讓教會要準備
[00:14:30.000 --> 00:14:33.000]  準備要迎擊一個強大的敵人
[00:14:33.000 --> 00:14:36.000]  這個就是靈界的惡魔
[00:14:36.000 --> 00:14:38.000]  第十二節很清楚地來界定了
[00:14:38.000 --> 00:14:40.000]  這個敵人的屬性
[00:14:40.000 --> 00:14:42.000]  他不是一個有血有肉的敵人
[00:14:42.000 --> 00:14:45.000]  這個敵人的威力和傷害性
[00:14:45.000 --> 00:14:50.000]  不能夠用這個物質世界的準則來攔戈
[00:14:50.000 --> 00:14:53.000]  他是一個靈界的惡者
[00:14:53.000 --> 00:14:57.000]  靈界的惡者針對的是甚麼呢
[00:14:57.000 --> 00:15:01.000]  是針對人性內在的軟弱
[00:15:01.000 --> 00:15:03.000]  而教會群體的合一
[00:15:03.000 --> 00:15:10.000]  最重要的就是真理和信心
[00:15:10.000 --> 00:15:11.000]  撒旦或者惡魔
[00:15:11.000 --> 00:15:17.000]  靈界的惡魔如何在這方面去破壞教會呢
[00:15:17.000 --> 00:15:20.000]  或者我們可以從聖經的歷史來看到
[00:15:20.000 --> 00:15:22.000]  這個屬靈的惡魔最大的能力
[00:15:22.000 --> 00:15:24.000]  就是搞擾人的心
[00:15:24.000 --> 00:15:25.000]  迷惑信徒
[00:15:25.000 --> 00:15:27.000]  破壞人和上帝的關係
[00:15:27.000 --> 00:15:31.000]  破壞人與人之間的信任
[00:15:31.000 --> 00:15:35.000]  無論是蒼世紀裏面的記載
[00:15:35.000 --> 00:15:39.000]  甚至乎我們去到新約裏面
[00:15:39.000 --> 00:15:44.000]  耶穌在曠野面對著撒旦的試探裏面
[00:15:44.000 --> 00:15:48.000]  都看到這個惡魔的伎倆是
[00:15:48.000 --> 00:15:52.000]  搞亂迷惑人的心
[00:15:52.000 --> 00:15:54.000]  所以保羅要信徒留心
[00:15:54.000 --> 00:15:57.000]  在面對著這個強大的敵人的時候
[00:15:57.000 --> 00:15:59.000]  不要靠自己
[00:15:59.000 --> 00:16:02.000]  不要以為自己很能打
[00:16:02.000 --> 00:16:04.000]  不要自恃
[00:16:04.000 --> 00:16:06.000]  反而要留心
[00:16:06.000 --> 00:16:08.000]  要靠著耶穌基督
[00:16:08.000 --> 00:16:10.000]  靠著聖靈
[00:16:10.000 --> 00:16:12.000]  靠著上帝
[00:16:12.000 --> 00:16:14.000]  要迎擊這個惡魔
[00:16:14.000 --> 00:16:19.000]  要知道他的厲害的武器之處是鬼計
[00:16:19.000 --> 00:16:22.000]  這個鬼計不是刀劍又不是子彈
[00:16:22.000 --> 00:16:30.000]  而是那些可以挑動我們內心自我膨脹的慾望
[00:16:30.000 --> 00:16:37.000]  當我們細心來看魔鬼如何在曠野試探耶穌的時候
[00:16:37.000 --> 00:16:43.000]  我們更加明白魔鬼對人的攻擊是甚麼一回事
[00:16:43.000 --> 00:16:46.000]  他會鼓勵你追求卓越
[00:16:46.000 --> 00:16:48.000]  追求成就
[00:16:48.000 --> 00:16:53.000]  他會鼓勵你滿足你個人的需要
[00:16:53.000 --> 00:16:55.000]  想做就去做
[00:16:55.000 --> 00:16:57.000]  做到就去做
[00:16:57.000 --> 00:17:01.000]  甚至他會告訴你
[00:17:01.000 --> 00:17:04.000]  聖經有些事不用跟足
[00:17:04.000 --> 00:17:07.000]  有些事未必要做
[00:17:07.000 --> 00:17:12.000]  聖經有時候已經是兩千年的事
[00:17:12.000 --> 00:17:14.000]  他會告訴你
[00:17:14.000 --> 00:17:18.000]  慢慢地提醒你或者鼓勵你
[00:17:18.000 --> 00:17:22.000]  你不需要靠上帝
[00:17:22.000 --> 00:17:24.000]  靠你自己也可以
[00:17:24.000 --> 00:17:26.000]  這個就是魔鬼的伎倆
[00:17:26.000 --> 00:17:29.000]  這個就是他的攻擊方法
[00:17:29.000 --> 00:17:33.000]  沒有一個鋪天蓋地排山倒海的陣勢
[00:17:33.000 --> 00:17:36.000]  但是他是細水長流
[00:17:36.000 --> 00:17:40.000]  慢慢地侵蝕人的心
[00:17:40.000 --> 00:17:46.000]  改變我們依靠神的心
[00:17:46.000 --> 00:17:51.000]  特別當人在很多需要的時候
[00:17:51.000 --> 00:17:53.000]  很多困難的時候
[00:17:53.000 --> 00:17:55.000]  很迫切的時候
[00:17:55.000 --> 00:17:57.000]  他就會告訴你
[00:17:57.000 --> 00:18:01.000]  有些方法比等候上帝快
[00:18:01.000 --> 00:18:03.000]  他會告訴你
[00:18:03.000 --> 00:18:07.000]  這些小事不需要依靠上帝
[00:18:07.000 --> 00:18:12.000]  讓你慢慢遠離上帝
[00:18:12.000 --> 00:18:16.000]  又或者有時候在你恐懼的時候
[00:18:16.000 --> 00:18:19.000]  讓你在不知不覺之間
[00:18:19.000 --> 00:18:22.000]  怕他比怕上帝更可怕
[00:18:22.000 --> 00:18:24.000]  特別去到十一月
[00:18:24.000 --> 00:18:28.000]  我們到處都被這些欺負的人欺負
[00:18:28.000 --> 00:18:35.000]  不要輕視這些傳媒的形象
[00:18:35.000 --> 00:18:39.000]  你可能將來去到某個酒店
[00:18:39.000 --> 00:18:40.000]  或者逛街的時候
[00:18:40.000 --> 00:18:42.000]  就說一聲請讓一讓
[00:18:42.000 --> 00:18:45.000]  你會無形中留下一個
[00:18:45.000 --> 00:18:48.000]  很多很多的恐懼在你心裡面
[00:18:48.000 --> 00:18:50.000]  你會遠離了上帝
[00:18:50.000 --> 00:18:56.000]  在聖經裡面不少的記載
[00:18:56.000 --> 00:19:03.000]  讓人在很多自己情緒不能夠自已的時候
[00:19:03.000 --> 00:19:05.000]  不可以自己控制的時候
[00:19:05.000 --> 00:19:07.000]  就離開上帝
[00:19:07.000 --> 00:19:09.000]  連阿伯拉罕
[00:19:09.000 --> 00:19:12.000]  這個稱為信心之父的人
[00:19:12.000 --> 00:19:15.000]  在怕的時候都說謊
[00:19:15.000 --> 00:19:19.000]  甚至乎推老婆出去
[00:19:19.000 --> 00:19:21.000]  你可想而知
[00:19:21.000 --> 00:19:23.000]  原來很多很多時候
[00:19:23.000 --> 00:19:27.000]  人的心軟弱不能夠依靠上帝的時候
[00:19:27.000 --> 00:19:31.000]  帶來可以是很危險的事
[00:19:31.000 --> 00:19:37.000]  當教會不能夠再在真理上面認真學習
[00:19:37.000 --> 00:19:41.000]  不再在真理上面堅持
[00:19:41.000 --> 00:19:42.000]  看形勢
[00:19:42.000 --> 00:19:44.000]  看大地氣候的時候
[00:19:44.000 --> 00:19:47.000]  我們要留心
[00:19:47.000 --> 00:19:50.000]  當教會在真理的實踐上面
[00:19:50.000 --> 00:19:53.000]  很認真地跟隨主耶穌的時候
[00:19:53.000 --> 00:19:55.000]  我們要小心
[00:19:55.000 --> 00:19:59.000]  小心我們的心開始遠離了上帝
[00:19:59.000 --> 00:20:10.000]  小心我們的心開始沒有一個認真跟隨等候上帝的態度
[00:20:10.000 --> 00:20:12.000]  保羅提醒教會
[00:20:12.000 --> 00:20:16.000]  當我們面對著信心失落的危機的時候
[00:20:16.000 --> 00:20:19.000]  我們更加要依靠主
[00:20:19.000 --> 00:20:22.000]  無論在信仰的內容上面
[00:20:22.000 --> 00:20:25.000]  以及在實踐上面
[00:20:25.000 --> 00:20:29.000]  保羅對於依靠上帝有絕對的打壓
[00:20:29.000 --> 00:20:33.000]  所以在十三節裏面他強調
[00:20:33.000 --> 00:20:36.000]  只要我們完成了所有的抵擋邪惡任務
[00:20:36.000 --> 00:20:40.000]  我們仍然可以站立得穩
[00:20:40.000 --> 00:20:43.000]  留意站立得穩這個強調
[00:20:43.000 --> 00:20:46.000]  打這場仗一定會贏的
[00:20:46.000 --> 00:20:49.000]  不是兩敗俱傷
[00:20:49.000 --> 00:20:52.000]  不是體無完膚
[00:20:52.000 --> 00:20:55.000]  對著屬靈的惡魔攻擊
[00:20:55.000 --> 00:20:58.000]  教會可以取得勝利
[00:20:58.000 --> 00:21:00.000]  這是一個全面的勝利
[00:21:00.000 --> 00:21:02.000]  不是一個慘勝
[00:21:02.000 --> 00:21:06.000]  保羅在這個段落裏面鼓勵了弟兄姊妹
[00:21:06.000 --> 00:21:11.000]  鼓勵了教會要靠著上帝的軍裝
[00:21:11.000 --> 00:21:15.000]  來面對著這個強大的敵人的挑戰
[00:21:15.000 --> 00:21:18.000]  然後進一步在十四至十七節裏面
[00:21:18.000 --> 00:21:22.000]  他就去介紹或者是演繹出
[00:21:22.000 --> 00:21:26.000]  整個軍裝裏面是一回事
[00:21:26.000 --> 00:21:30.000]  十四至十七節是用一個戰士的裝備
[00:21:30.000 --> 00:21:32.000]  來比喻上帝的軍裝
[00:21:32.000 --> 00:21:34.000]  有關上帝軍裝的形容
[00:21:34.000 --> 00:21:36.000]  其實在舊約聖經的《以賽亞書》裏面
[00:21:36.000 --> 00:21:38.000]  都曾經出現過
[00:21:38.000 --> 00:21:40.000]  《以賽亞書》的五十九章十七節裏面
[00:21:40.000 --> 00:21:41.000]  有這樣的記載
[00:21:41.000 --> 00:21:45.000]  他穿上公衣為鎧甲 戴上救恩為頭盔
[00:21:45.000 --> 00:21:51.000]  穿上布服為衣服 披戴熱心為外袍
[00:21:51.000 --> 00:21:53.000]  《以賽亞書》所講的上帝的軍裝
[00:21:53.000 --> 00:21:56.000]  與保羅所講的軍裝不同的地方就是
[00:21:56.000 --> 00:22:00.000]  這個是上帝自己穿著的軍裝
[00:22:00.000 --> 00:22:04.000]  而保羅所講的是教會的群體
[00:22:04.000 --> 00:22:05.000]  是你和我
[00:22:05.000 --> 00:22:10.000]  或者用一個教會整體而言的一個軍裝
[00:22:10.000 --> 00:22:13.000]  我不會和大家深入地去比較
[00:22:13.000 --> 00:22:17.000]  兩本書所形容的軍裝的內容細節
[00:22:17.000 --> 00:22:19.000]  我只是讓大家去明白
[00:22:19.000 --> 00:22:22.000]  當保羅在寫上帝的軍裝的時候
[00:22:22.000 --> 00:22:24.000]  他不是因為在監牢裏面
[00:22:24.000 --> 00:22:28.000]  看著羅馬兵丁所想出來的那套軍裝的意義
[00:22:28.000 --> 00:22:31.000]  而是他在背後有一個很重要的
[00:22:31.000 --> 00:22:33.000]  猶太人的歷史
[00:22:33.000 --> 00:22:38.000]  作為一個深有學問的拉比
[00:22:38.000 --> 00:22:42.000]  他明白舊約先知所講的內容
[00:22:42.000 --> 00:22:48.000]  他是透過這個眼光來看上帝的軍裝
