
[00:00:00.000 --> 00:00:01.920]  看看這張powerpoint
[00:03:49.260 --> 00:03:51.260]  我還怕誰呢
[00:03:51.260 --> 00:03:54.140]  耶和華是我性命的保障
[00:03:54.140 --> 00:03:55.460]  或作力量
[00:03:55.460 --> 00:03:57.460]  我還懼誰呢
[00:03:57.460 --> 00:04:09.260]  雖有軍兵安然攻擊我
[00:04:09.260 --> 00:04:11.940]  我的心也不害怕
[00:04:11.940 --> 00:04:15.180]  雖然興起刀兵攻擊我
[00:04:15.180 --> 00:04:18.240]  我必仍舊安穩
[00:04:18.240 --> 00:04:19.420]  有一件事
[00:04:19.420 --> 00:04:21.900]  我曾求告耶和華
[00:04:21.900 --> 00:04:23.760]  我仍要尋求
[00:04:23.760 --> 00:04:28.500]  就是一生一世住在耶和華的殿中
[00:04:28.500 --> 00:04:30.660]  瞻仰祂的榮美
[00:04:30.660 --> 00:04:32.820]  在祂的殿裏求民
[00:04:32.820 --> 00:04:33.420]  再讀一次
[00:04:33.420 --> 00:04:34.740]  這段經文真的很正
[00:04:34.740 --> 00:04:36.260]  能夠背就可以背
[00:04:36.260 --> 00:04:39.220]  想盡辦法讓大家背這段經文
[00:04:39.220 --> 00:04:40.220]  再來一次
[00:04:40.220 --> 00:04:41.580]  有一件事
[00:04:41.580 --> 00:04:43.820]  我曾求告耶和華
[00:04:43.820 --> 00:04:45.780]  我仍要尋求
[00:04:45.780 --> 00:04:50.180]  就是一生一世住在耶和華的殿中
[00:04:50.180 --> 00:04:52.660]  瞻仰祂的榮美
[00:04:52.660 --> 00:04:55.780]  在祂的殿裏求民
[00:04:55.780 --> 00:04:57.620]  無論你是嬰兒
[00:04:57.620 --> 00:04:58.660]  在學
[00:04:58.660 --> 00:04:59.580]  職稱
[00:04:59.580 --> 00:05:00.380]  結婚
[00:05:00.380 --> 00:05:01.100]  成年
[00:05:01.100 --> 00:05:02.620]  甚至沒有長者
[00:05:02.620 --> 00:05:04.540]  你生命中有一件事
[00:05:04.540 --> 00:05:05.860]  就好像詩人一樣
[00:05:05.860 --> 00:05:06.700]  要去尋求
[00:05:06.700 --> 00:05:07.540]  為甚麼
[00:05:07.540 --> 00:05:09.580]  因為詩人當他在生命的經歷
[00:05:09.580 --> 00:05:13.340]  27篇詩篇裏面我只是選這幾節
[00:05:13.340 --> 00:05:15.940]  再去很詳細的看是很豐盛
[00:05:15.940 --> 00:05:17.740]  這個詩人就是經一個大胃裏面
[00:05:17.740 --> 00:05:19.020]  經一個恐懼
[00:05:19.020 --> 00:05:20.900]  這個恐懼好像黑暗一樣
[00:05:20.900 --> 00:05:23.500]  我想問如果現在突然間黑了那些燈
[00:05:23.500 --> 00:05:24.260]  全部黑
[00:05:24.260 --> 00:05:24.860]  身手不健
[00:05:24.860 --> 00:05:25.420]  不止
[00:05:25.420 --> 00:05:26.780]  有人叫救命的時候
[00:05:26.780 --> 00:05:28.700]  你期盼有甚麼
[00:05:28.700 --> 00:05:29.380]  你不是有警察
[00:05:29.380 --> 00:05:30.740]  是需要有光
[00:05:30.740 --> 00:05:31.580]  OK
[00:05:31.580 --> 00:05:33.380]  當詩人在最黑暗的時候
[00:05:33.380 --> 00:05:34.700]  好像在籠罩的時候
[00:05:34.700 --> 00:05:36.380]  他有一個生命裏面的宣告
[00:05:36.380 --> 00:05:37.420]  他就宣告
[00:05:37.420 --> 00:05:39.340]  耶和華是我的亮光
[00:05:39.340 --> 00:05:40.940]  甚麼是他生命的黑暗
[00:05:40.940 --> 00:05:42.580]  是被人拒絕
[00:05:42.580 --> 00:05:44.060]  被人誤解
[00:05:44.060 --> 00:05:45.220]  生病
[00:05:45.220 --> 00:05:47.660]  甚至是死亡
[00:05:47.660 --> 00:05:49.780]  籠罩在當中
[00:05:49.780 --> 00:05:51.940]  你有沒有這樣的經歷
[00:05:51.940 --> 00:05:55.100]  如果有這篇詩篇在我們生命裏面提醒我們
[00:05:55.100 --> 00:05:56.140]  亦都在我們生命當中
[00:05:56.140 --> 00:05:57.420]  在這個時候我有一件事
[00:05:57.420 --> 00:05:59.660]  我仍然要尋求神
[00:05:59.660 --> 00:06:02.340]  我沾量祂的榮利
[00:06:02.340 --> 00:06:03.500]  作為中國人
[00:06:03.500 --> 00:06:09.300]  我今年新年過得比較沒有感覺的一年
[00:06:09.300 --> 00:06:13.060]  年廿幾之前的十五歲左右
[00:06:13.060 --> 00:06:16.460]  小孩就已經咳嗽病了
[00:06:16.460 --> 00:06:19.580]  連看獸醫看了兩次
[00:06:19.580 --> 00:06:21.620]  知道甚麼是獸醫嗎
[00:06:21.620 --> 00:06:23.980]  知道獸醫是甚麼獸
[00:06:23.980 --> 00:06:25.620]  獸醫即是甚麼
[00:06:25.620 --> 00:06:27.940]  學校的醫生
[00:06:27.940 --> 00:06:30.420]  讀過大專都知道
[00:06:30.420 --> 00:06:32.060]  學校的醫生我們叫獸醫
[00:06:32.060 --> 00:06:32.980]  我不知為甚麼
[00:06:32.980 --> 00:06:34.620]  不過這是一個通稱
[00:06:34.620 --> 00:06:36.380]  看了兩次都不好
[00:06:36.380 --> 00:06:38.380]  突然年廿幾的時候
[00:06:38.380 --> 00:06:39.940]  他很少這樣說
[00:06:39.940 --> 00:06:44.820]  他說爸爸帶我去看醫生
[00:06:44.820 --> 00:06:46.460]  你知不知道為甚麼
[00:06:46.460 --> 00:06:49.700]  因為他一直咳嗽都不好
[00:06:49.700 --> 00:06:52.260]  還加上發燒
[00:06:52.260 --> 00:06:53.660]  喉嚨痛
[00:06:53.660 --> 00:06:54.940]  他知道甚麼
[00:06:54.940 --> 00:06:56.860]  知道死
[00:06:56.860 --> 00:07:00.380]  知道害怕
[00:07:00.380 --> 00:07:01.700]  我帶他去看
[00:07:01.700 --> 00:07:03.380]  看了兩次
[00:07:03.380 --> 00:07:05.820]  之後年廿三十左右
[00:07:05.820 --> 00:07:10.460]  師母突然又感到又是發燒又是咳嗽
[00:07:10.460 --> 00:07:12.860]  帶著這樣的過年
[00:07:12.860 --> 00:07:14.860]  好像被籠罩一樣
[00:07:14.860 --> 00:07:16.020]  不止
[00:07:16.020 --> 00:07:19.980]  我們計劃了初二有幾天的旅行
[00:07:19.980 --> 00:07:22.620]  但初二一上午師母說我病了
[00:07:22.620 --> 00:07:24.540]  咳嗽我不想影響人
[00:07:24.540 --> 00:07:26.820]  你去吧
[00:07:26.820 --> 00:07:27.700]  你猜我有沒有去
[00:07:27.700 --> 00:07:29.540]  暫時不告訴大家
[00:07:29.540 --> 00:07:30.780]  繼續下去的就是
[00:07:30.780 --> 00:07:32.820]  耶和華我量關係拯救的時候
[00:07:32.820 --> 00:07:34.860]  我想告訴大家
[00:07:34.860 --> 00:07:37.380]  私人在這裏有一個宣告
[00:07:37.380 --> 00:07:40.940]  我希望藉著這篇詩篇
[00:07:40.940 --> 00:07:42.580]  生命似乎一件事
[00:07:42.580 --> 00:07:44.980]  但這件事有三個層次
[00:07:44.980 --> 00:07:48.300]  就好像一個層次是一個人去嫁給
[00:07:48.300 --> 00:07:49.700]  如果用啟示錄
[00:07:49.700 --> 00:07:53.060]  我們每一個都是一個婦人
[00:07:53.060 --> 00:07:55.380]  要成為精忠嫁給耶穌基督
[00:07:55.380 --> 00:07:57.660]  這個是我們神很期盼的
[00:07:57.660 --> 00:08:01.500]  告訴別人你是一個新婦
[00:08:01.500 --> 00:08:03.020]  知道甚麼是新婦嗎
[00:08:03.020 --> 00:08:04.100]  就是新娘
[00:08:04.100 --> 00:08:05.940]  預備自己嫁給新人
[00:08:05.940 --> 00:08:07.260]  所以在我們的生命裏面
[00:08:07.260 --> 00:08:09.180]  我們有幾樣東西很像一件事
[00:08:09.180 --> 00:08:11.620]  但我們一生都要做
[00:08:11.620 --> 00:08:12.500]  第一件
[00:08:12.500 --> 00:08:15.140]  我們要渴望和這個人同在
[00:08:15.140 --> 00:08:16.180]  Amen
[00:08:16.180 --> 00:08:17.620]  我們要操練神的話
[00:08:17.620 --> 00:08:22.060]  和他聊天和專注他
[00:08:22.060 --> 00:08:25.420]  回來那個初二的旅行
[00:08:25.420 --> 00:08:28.500]  簡直是行屍走肉
[00:08:28.500 --> 00:08:29.700]  四個字
[00:08:29.700 --> 00:08:31.420]  沒有了最愛的一個朋友
[00:08:31.420 --> 00:08:33.420]  雖然預約這個旅程裏面
[00:08:33.420 --> 00:08:35.060]  住的酒店幾好的
[00:08:35.060 --> 00:08:35.740]  吃也很好
[00:08:35.740 --> 00:08:38.580]  不過吃之無慾
[00:08:38.580 --> 00:08:40.100]  答之無味
[00:08:40.100 --> 00:08:41.300]  比雞肋更辛苦
[00:08:41.300 --> 00:08:42.300]  因為甚麼
[00:08:42.300 --> 00:08:44.540]  沒有了最愛的在旁邊
[00:08:44.540 --> 00:08:46.500]  所以這麽多次的旅行
[00:08:46.500 --> 00:08:49.220]  最差最差就是這一次
[00:08:49.220 --> 00:08:51.300]  不過
[00:08:51.300 --> 00:08:53.900]  在我們的生命最差的環境都好
[00:08:53.900 --> 00:08:56.420]  詩篇27篇第一到四節告訴我
[00:08:56.420 --> 00:08:58.140]  夜禍是我們的亮光
[00:08:58.140 --> 00:09:00.620]  是我們的拯救
[00:09:00.620 --> 00:09:02.260]  是我們生命的寶藏
[00:09:02.260 --> 00:09:04.060]  所以頌賢師母在我旁邊
[00:09:04.060 --> 00:09:05.660]  在這個村唯一最大的安慰
[00:09:05.660 --> 00:09:07.460]  你知道是甚麼嗎
[00:09:07.460 --> 00:09:09.060]  上帝
[00:09:09.060 --> 00:09:10.860]  沒有了師母就有上帝
[00:09:10.860 --> 00:09:12.740]  不過上帝和師母一起更加豐富
[00:09:12.740 --> 00:09:14.100]  是不是
[00:09:14.100 --> 00:09:16.540]  是不是
[00:09:16.540 --> 00:09:17.380]  不只是我
[00:09:17.380 --> 00:09:19.180]  大家無論你拍拖多少次
[00:09:19.180 --> 00:09:20.060]  都是一個情況
[00:09:20.060 --> 00:09:22.020]  不過我想回到聖經
[00:09:22.020 --> 00:09:24.220]  第一樣我一生裏面
[00:09:24.220 --> 00:09:27.060]  這件事裏面的其中一部分
[00:09:27.060 --> 00:09:28.740]  就是渴慕神的同在
[00:09:28.740 --> 00:09:31.140]  下一張拍一拍
[00:09:31.140 --> 00:09:34.340]  一生一世住在殿中是私人的狀況
[00:09:34.340 --> 00:09:35.420]  是一個老者
[00:09:35.420 --> 00:09:36.660]  剛才那個長者
[00:09:36.660 --> 00:09:38.780]  也是每一個人的情況
[00:09:38.780 --> 00:09:41.660]  上帝的同在是一件好事
[00:09:41.660 --> 00:09:42.340]  真是非凡
[00:09:42.340 --> 00:09:43.580]  是上帝的心意
[00:09:43.580 --> 00:09:45.020]  所以當上帝做人的時候
[00:09:45.020 --> 00:09:46.100]  做亞當夏娃
[00:09:46.100 --> 00:09:47.540]  就擺了一個伊甸園
[00:09:47.540 --> 00:09:49.700]  伊甸園是一個代表一個美好的地方
[00:09:49.700 --> 00:09:51.620]  在那裏大象不會踩死你
[00:09:51.620 --> 00:09:54.380]  獅子摸牠的鬍鬚不會咬死你
[00:09:54.380 --> 00:09:55.300]  咬都不會咬你
[00:09:55.300 --> 00:09:56.340]  是多麼和諧
[00:09:56.340 --> 00:09:57.700]  直至有一天
[00:09:57.700 --> 00:09:58.900]  罪的緣故引入
[00:09:58.900 --> 00:09:59.740]  甚麼是罪
[00:09:59.740 --> 00:10:01.540]  就是自己想稱做王
[00:10:01.540 --> 00:10:03.020]  就開始引入來的時候
[00:10:03.020 --> 00:10:04.140]  就成為罪
[00:10:04.140 --> 00:10:05.100]  當這個罪的時候
[00:10:05.100 --> 00:10:06.660]  就人和神有一個阻隔
[00:10:06.660 --> 00:10:08.860]  就好像我們和三樓的時候有塊玻璃
[00:10:08.860 --> 00:10:10.940]  似乎看到但是有阻隔
[00:10:10.940 --> 00:10:14.580]  這個阻隔令那個人的感覺非常之不舒服
[00:10:14.580 --> 00:10:17.780]  大家有沒有經歷過犯了罪
[00:10:17.780 --> 00:10:19.260]  有沒有
[00:10:19.260 --> 00:10:21.180]  這個罪的時候特別是在新約
[00:10:21.180 --> 00:10:22.980]  比舊約更加痛苦
[00:10:22.980 --> 00:10:25.380]  好像閉塞了一樣
[00:10:25.380 --> 00:10:27.580]  所以當亞當夏娃犯罪被續的時候
[00:10:27.580 --> 00:10:29.420]  那個感覺就好像現在我們的感覺
[00:10:29.420 --> 00:10:32.700]  但是當日是沒有救恩
[00:10:32.700 --> 00:10:34.580]  甚麼都沒有
[00:10:34.580 --> 00:10:36.380]  所以他們活在一個很辛苦
[00:10:36.380 --> 00:10:39.740]  在一個伊甸園以外的地方很掙扎
[00:10:39.740 --> 00:10:41.540]  連詩人大衛都有這樣的經歷
[00:10:41.540 --> 00:10:43.660]  所以他作二十七篇第四節
[00:10:43.660 --> 00:10:44.740]  他在裏面的掙扎
[00:10:44.740 --> 00:10:46.500]  不過在他掙扎之餘
[00:10:46.500 --> 00:10:47.900]  因為還有昔日
[00:10:47.900 --> 00:10:48.740]  還有一些救贖
[00:10:48.740 --> 00:10:49.980]  濟生之類
[00:10:49.980 --> 00:10:51.860]  他仍然看見一樣東西
[00:10:51.860 --> 00:10:53.180]  雖然我有污穢
[00:10:53.180 --> 00:10:55.060]  但是我希望
[00:10:55.060 --> 00:10:56.900]  我希望我一生一世
[00:10:56.900 --> 00:11:01.780]  住在神的殿中 瞻仰祂的榮利
[00:11:01.780 --> 00:11:02.820]  直到新約
[00:11:02.820 --> 00:11:04.580]  你和我這個時候有一個新約
[00:11:04.580 --> 00:11:05.700]  是一個福氣
[00:11:05.700 --> 00:11:08.500]  因為神主動來到我們當中
[00:11:08.500 --> 00:11:11.420]  聖經第一章第十四節
[00:11:11.420 --> 00:11:13.180]  他道成了肉身
[00:11:13.180 --> 00:11:15.100]  住在我們中間
[00:11:15.100 --> 00:11:15.900]  是甚麼
[00:11:15.900 --> 00:11:17.420]  豐豐富富的
[00:11:17.420 --> 00:11:19.500]  有真理有恩典
[00:11:19.500 --> 00:11:22.780]  今天在我們裏面是誰
[00:11:22.780 --> 00:11:23.980]  耶穌基督
[00:11:23.980 --> 00:11:26.500]  所以當道成了肉身在我們裏面的時候
[00:11:26.500 --> 00:11:29.580]  這是上帝的心意
[00:11:29.580 --> 00:11:30.940]  所以在這個章節裏面
[00:11:30.940 --> 00:11:33.460]  耶穌第一個名字就是「以馬來利」
[00:11:33.460 --> 00:11:37.460]  「以馬來利」就是神與人同在
[00:11:37.460 --> 00:11:40.340]  今天誰與你同在
[00:11:40.340 --> 00:11:43.100]  除了你的最愛之外
[00:11:43.100 --> 00:11:44.460]  是上帝
[00:11:44.460 --> 00:11:48.260]  這是上帝很希望我們學武他同在
[00:11:48.260 --> 00:11:50.900]  所以整個聖經由新約開始
[00:11:50.900 --> 00:11:52.980]  又或者其實不一定是新約
[00:11:52.980 --> 00:11:54.980]  由舊約到全本聖經
[00:11:54.980 --> 00:11:58.700]  神的同在都是其中一個重點
[00:11:58.700 --> 00:11:59.500]  在新約的時候
[00:11:59.500 --> 00:12:01.220]  耶穌的名字是重點
[00:12:01.220 --> 00:12:03.180]  就是「以馬來利」
[00:12:03.180 --> 00:12:05.780]  怎樣好呢
[00:12:05.780 --> 00:12:12.740]  在路加福音有一個女先知叫做Anna
[00:12:12.740 --> 00:12:14.580]  她在生命裏面
[00:12:14.580 --> 00:12:16.580]  聖經告訴我們
[00:12:16.580 --> 00:12:17.460]  她很年輕結婚
[00:12:17.460 --> 00:12:19.820]  不過她的丈夫在年輕的時候死了
[00:12:19.820 --> 00:12:22.820]  她揀選了她生命中一件事去做
[00:12:22.820 --> 00:12:26.460]  就是她住在上帝的殿當中
[00:12:26.460 --> 00:12:29.860]  就是禁食禱告去等候神
[00:12:29.860 --> 00:12:32.460]  我想舉這個例子給大家聽
[00:12:32.460 --> 00:12:36.220]  原來與上帝一起的時候非常之好
[00:12:36.220 --> 00:12:38.180]  很甘甜
[00:12:38.180 --> 00:12:39.020]  怎樣好呢
[00:12:39.020 --> 00:12:40.540]  舉些實際例子好不好
[00:12:40.540 --> 00:12:42.860]  還有些實際例子
[00:12:42.860 --> 00:12:46.980]  就是有一次耶穌就死的時候
[00:12:46.980 --> 00:12:48.660]  祂就帶了祂三個愛徒
[00:12:48.660 --> 00:12:51.100]  彼得、雅各、約翰上山裏面
[00:12:51.100 --> 00:12:52.460]  突然間變了像
[00:12:52.460 --> 00:12:53.580]  即是祂自己變了樣子
[00:12:53.580 --> 00:12:54.780]  但我不知道祂變了甚麼樣子
[00:12:54.780 --> 00:12:57.900]  不過上帝能夠變樣被人看到祂是上帝
[00:12:57.900 --> 00:13:01.100]  還有摩西和以利亞在當中
[00:13:01.100 --> 00:13:02.780]  嘩 他們就說
[00:13:02.780 --> 00:13:05.740]  這類真好 搭三座棚
[00:13:05.740 --> 00:13:07.820]  其實如果夏令會很正的時候
[00:13:07.820 --> 00:13:09.500]  都一樣的感覺
[00:13:09.500 --> 00:13:11.940]  如果今天大家敬拜很好
[00:13:11.940 --> 00:13:13.060]  信息很好的時候
[00:13:13.060 --> 00:13:15.300]  有個很好的朋友
[00:13:15.300 --> 00:13:17.420]  你都覺得這類真好
[00:13:17.420 --> 00:13:19.380]  這是一個同在
[00:13:19.380 --> 00:13:20.460]  不單止這樣
[00:13:20.460 --> 00:13:22.460]  一個表面上
[00:13:22.460 --> 00:13:23.860]  一個肉體上
[00:13:23.860 --> 00:13:27.900]  一種的 怎樣說
[00:13:27.900 --> 00:13:30.460]  空間上的一個同在
[00:13:30.460 --> 00:13:30.980]  還有一樣
[00:13:30.980 --> 00:13:33.060]  在楊方十五章
[00:13:33.060 --> 00:13:34.660]  大家用活潑生命來的了
[00:13:34.660 --> 00:13:35.540]  正在來的了
[00:13:35.540 --> 00:13:36.620]  是不是今天開始
[00:13:36.620 --> 00:13:38.940]  十五章 你回去熬一熬就知道了
[00:13:38.940 --> 00:13:41.580]  就是十五章說
[00:13:41.580 --> 00:13:45.060]  我神是一個栽種的人 父神
[00:13:45.060 --> 00:13:47.660]  耶穌就是葡萄樹 我就是枝子
[00:13:47.660 --> 00:13:49.420]  其實舉的這個例子是想甚麼呢
[00:13:49.420 --> 00:13:51.420]  是鼓勵我們有一個渴慕
[00:13:51.420 --> 00:13:52.900]  和一個枝子裏面
[00:13:52.900 --> 00:13:55.620]  和葡萄樹不單止在交往
[00:13:55.620 --> 00:13:58.580]  神很希望我們交往
[00:13:58.580 --> 00:14:00.580]  進眾心的時候
[00:14:00.580 --> 00:14:01.580]  在昨天
[00:14:01.580 --> 00:14:03.540]  你會看到活潑生命
[00:14:03.540 --> 00:14:04.860]  耶穌在第十四章說
[00:14:04.860 --> 00:14:06.060]  我去
[00:14:06.060 --> 00:14:07.100]  就是為你們預備地方
[00:14:07.100 --> 00:14:08.340]  我去之後
[00:14:08.340 --> 00:14:09.820]  聖靈就會來
[00:14:09.820 --> 00:14:12.340]  所以每一個信了耶穌的人
[00:14:12.340 --> 00:14:13.980]  這裡所有人信耶穌的時候
[00:14:13.980 --> 00:14:15.220]  聖靈就是甚麼
[00:14:15.220 --> 00:14:16.500]  在我們當中
[00:14:16.500 --> 00:14:19.820]  內住在我們裏面
[00:14:19.820 --> 00:14:23.380]  這個是上帝同在最精彩
[00:14:23.380 --> 00:14:24.500]  不單止這樣
[00:14:24.500 --> 00:14:26.180]  你說我有內在就可以了
[00:14:26.180 --> 00:14:27.540]  不單止這樣
[00:14:27.540 --> 00:14:29.740]  神很期盼
[00:14:29.740 --> 00:14:32.020]  我們不單止內在
[00:14:32.020 --> 00:14:34.620]  每一個人都要走在一起
[00:14:34.620 --> 00:14:36.820]  為甚麼我們要崇拜
[00:14:36.820 --> 00:14:37.900]  所以在這章
[00:14:37.900 --> 00:14:38.700]  泡泡裏面
[00:14:38.700 --> 00:14:41.220]  第四由於聖靈住在眾人之內
[00:14:41.220 --> 00:14:42.700]  但聖靈也是一
[00:14:42.700 --> 00:14:43.580]  而不鎖斯說
[00:14:43.580 --> 00:14:45.460]  聖靈住在眾人之內
[00:14:45.460 --> 00:14:46.620]  和我們一起
[00:14:46.620 --> 00:14:47.860]  所以在你旁邊的人
[00:14:47.860 --> 00:14:48.780]  只要他信了耶穌
[00:14:48.780 --> 00:14:50.180]  他就有這個聖靈
[00:14:50.180 --> 00:14:51.300]  如果他不信
[00:14:51.300 --> 00:14:52.580]  我鼓勵他信耶穌
[00:14:52.580 --> 00:14:53.660]  因為這個靈很重要
[00:14:53.660 --> 00:14:55.660]  這個靈令他不用做人
[00:14:55.660 --> 00:14:57.020]  行屍走肉
[00:14:57.020 --> 00:14:59.380]  因為他會和上帝溝通
[00:14:59.380 --> 00:15:01.020]  所以當我們有一個靈的人
[00:15:01.020 --> 00:15:01.860]  走在一起的時候
[00:15:01.860 --> 00:15:04.940]  我們一起就會起變化
[00:15:04.940 --> 00:15:06.900]  為甚麼我們有小組
[00:15:06.900 --> 00:15:08.700]  為甚麼我們有犯罪
[00:15:08.700 --> 00:15:10.380]  即是吃飯的罪
