
[00:00:00.000 --> 00:00:03.380]  十四篇二十三篇很熟悉的經文
[00:02:59.580 --> 00:03:00.740]  你們
[00:03:00.740 --> 00:03:06.020]  四篇23篇裡面給我們四個非常寶貴的應許
[00:03:06.020 --> 00:03:12.420]  是四個能夠使我們勝過生命當中一切恐懼的應許
[00:03:12.420 --> 00:03:13.920]  首先第一個
[00:03:13.920 --> 00:03:17.400]  靠主能夠勝過缺乏的恐懼
[00:03:17.400 --> 00:03:22.400]  跟你們說靠主勝過缺乏的恐懼
[00:03:22.400 --> 00:03:25.840]  第一節很清楚耶和華是我的目者
[00:03:25.840 --> 00:03:27.340]  我必怎麼樣
[00:03:27.340 --> 00:03:29.500]  不自缺乏
[00:03:29.500 --> 00:03:35.340]  缺乏是我們面對人生的過程當中的第一個恐懼
[00:03:35.340 --> 00:03:39.680]  我們常常會為生活而憂慮煩惱
[00:03:39.680 --> 00:03:42.520]  我們害怕不能夠生存
[00:03:42.520 --> 00:03:45.460]  我們害怕不能夠成功
[00:03:45.460 --> 00:03:47.220]  正好像馬大一樣
[00:03:47.220 --> 00:03:49.200]  你還記得當馬大正在忙碌的時候
[00:03:49.200 --> 00:03:50.760]  耶穌對他說
[00:03:50.760 --> 00:03:54.000]  馬大馬大你為許多事情憂慮煩惱
[00:03:54.000 --> 00:03:56.840]  但有一件不可少的
[00:03:56.840 --> 00:03:59.200]  你卻沒有得著
[00:03:59.200 --> 00:04:00.040]  換句話說
[00:04:00.040 --> 00:04:02.680]  馬大為很多事情想來想去
[00:04:02.680 --> 00:04:05.340]  可是有一件事情他應該想的
[00:04:05.340 --> 00:04:07.680]  他卻沒有想
[00:04:07.680 --> 00:04:10.040]  所以我常說什麼是憂慮
[00:04:10.040 --> 00:04:12.620]  憂慮是你該想的沒有想
[00:04:12.620 --> 00:04:14.620]  不該想你拼命想
[00:04:14.620 --> 00:04:15.380]  不是嗎
[00:04:15.380 --> 00:04:17.060]  這是憂慮
[00:04:17.060 --> 00:04:19.960]  就好像我還記得當神呼召我
[00:04:19.960 --> 00:04:22.800]  要全世界來侍奉他的時候
[00:04:22.800 --> 00:04:24.500]  當我一跪下來禱告
[00:04:24.500 --> 00:04:27.000]  第一個進入我腦海的念頭就是
[00:04:27.000 --> 00:04:31.140]  萬一將來沒飯吃怎麼辦
[00:04:31.140 --> 00:04:33.240]  現在想起來很可笑
[00:04:33.240 --> 00:04:36.540]  可那時候這心中很厲害的掙扎
[00:04:36.540 --> 00:04:38.980]  左想右想拼命想
[00:04:38.980 --> 00:04:41.520]  就是有一件事情沒想到的
[00:04:41.520 --> 00:04:43.920]  耶和華是我的目者
[00:04:43.920 --> 00:04:47.320]  我必不自缺乏
[00:04:47.320 --> 00:04:50.880]  感謝主現在我服侍神超過三十年了
[00:04:50.880 --> 00:04:53.120]  沒有一天缺乏過
[00:04:53.120 --> 00:04:55.060]  沒有一天後悔過
[00:04:55.060 --> 00:04:57.000]  Hallelujah
[00:04:57.000 --> 00:05:02.260]  第二點你相信
[00:05:02.260 --> 00:05:06.440]  第二點你相信神是你的目者嗎
[00:05:06.440 --> 00:05:08.740]  如果你相信神是你的目者
[00:05:08.740 --> 00:05:11.240]  那你就應該知道一件事情
[00:05:11.240 --> 00:05:14.420]  那就是祂認識你
[00:05:14.420 --> 00:05:17.120]  祂知道你的需要
[00:05:17.120 --> 00:05:19.320]  約翰福音第十章十四節怎麼說
[00:05:19.320 --> 00:05:20.960]  主說我是好牧人
[00:05:20.960 --> 00:05:22.020]  然後說什麼
[00:05:22.020 --> 00:05:26.820]  我認識我的羊
[00:05:26.820 --> 00:05:31.360]  第二點你可知道神認識你嗎
[00:05:31.360 --> 00:05:32.760]  很多時候我們讀神的話的時候
[00:05:32.760 --> 00:05:34.240]  好像只是隨便讀過去
[00:05:34.240 --> 00:05:35.840]  就說OK主認識我
[00:05:35.840 --> 00:05:36.540]  No No No
[00:05:36.540 --> 00:05:38.200]  不要這麼隨便讀過去
[00:05:38.200 --> 00:05:40.480]  主真的認識你
[00:05:40.480 --> 00:05:41.440]  你們
[00:05:41.440 --> 00:05:43.940]  約翰福音十章第三節
[00:05:43.940 --> 00:05:45.580]  我們看見主在這裡說
[00:05:45.580 --> 00:05:48.780]  祂按照祂的名叫自己的羊
[00:05:48.780 --> 00:05:50.380]  祂知道我們的名字
[00:05:50.380 --> 00:05:53.420]  按照名字呼叫我們
[00:05:53.420 --> 00:05:55.760]  祂認識我們
[00:05:55.760 --> 00:05:58.660]  你說怎麼可能我這麼軟弱
[00:05:58.660 --> 00:06:02.160]  你曾經到過羊群當中嗎
[00:06:02.160 --> 00:06:03.700]  如果你曾經到過羊群當中
[00:06:03.700 --> 00:06:08.440]  你會發現每隻羊都長得差不多差不多
[00:06:08.440 --> 00:06:09.540]  不是嗎
[00:06:09.540 --> 00:06:10.980]  當你在羊群當中的時候
[00:06:10.980 --> 00:06:15.040]  你怎麼分得清楚哪一隻是哪一隻
[00:06:15.040 --> 00:06:18.140]  可是牧羊人就知道了
[00:06:18.140 --> 00:06:21.020]  他知道這隻羊腿不大好
[00:06:21.020 --> 00:06:23.420]  走起路來一跛一跛的
[00:06:23.420 --> 00:06:25.280]  那隻羊很調皮
[00:06:25.280 --> 00:06:27.180]  到處亂跑
[00:06:27.180 --> 00:06:28.960]  那隻羊喜歡吃
[00:06:28.960 --> 00:06:30.860]  一天到晚就吃個不停
[00:06:30.860 --> 00:06:32.320]  那隻羊最喜歡講話了
[00:06:32.320 --> 00:06:35.300]  咩咩咩咩咩咩個不停
[00:06:35.300 --> 00:06:39.660]  原來牧羊人就是按照每隻羊的軟弱
[00:06:39.660 --> 00:06:42.100]  來認識牠的羊
[00:06:42.100 --> 00:06:43.240]  Hallelujah
[00:06:43.240 --> 00:06:45.940]  你知道這個真理帶給我極大的釋放
[00:06:45.940 --> 00:06:47.040]  你知道嗎
[00:06:47.040 --> 00:06:48.880]  同樣今天神也認識你
[00:06:48.880 --> 00:06:50.080]  你說你很軟弱
[00:06:50.080 --> 00:06:54.420]  神正是按照你的軟弱來認識你
[00:06:54.420 --> 00:06:57.880]  神正是按照你的需要來認識你
[00:06:57.880 --> 00:06:59.160]  Amen
[00:06:59.160 --> 00:07:02.220]  當你有這種明白之後
[00:07:02.220 --> 00:07:05.960]  你就會因著神的應許而一種卻據
[00:07:05.960 --> 00:07:09.100]  因為祂真的是我的牧者
[00:07:09.100 --> 00:07:11.360]  因為祂認識我
[00:07:11.360 --> 00:07:13.400]  祂知道我的需要
[00:07:13.400 --> 00:07:16.400]  祂也能夠親自供應我一切的需要
[00:07:16.400 --> 00:07:19.800]  所以我不至於缺乏
[00:07:19.800 --> 00:07:21.400]  Amen
[00:07:21.400 --> 00:07:23.780]  所以第一個我們靠的主
[00:07:23.780 --> 00:07:27.740]  我們可以勝過缺乏的恐懼
[00:07:27.740 --> 00:07:28.880]  第二
[00:07:28.880 --> 00:07:31.680]  靠的主能夠勝過未知的恐懼
[00:07:31.680 --> 00:07:36.820]  我跟你們說靠的主勝過未知的恐懼
[00:07:36.820 --> 00:07:39.300]  在第二節我們看見
[00:07:39.300 --> 00:07:42.260]  大衛在說祂是我躺臥在青草地上
[00:07:42.260 --> 00:07:44.860]  臨我在可安歇的水邊
[00:07:44.860 --> 00:07:46.600]  祂是我靈魂甦醒
[00:07:46.600 --> 00:07:51.100]  為自己的民引導我走一路
[00:07:51.100 --> 00:07:53.840]  面對未知的將來
[00:07:53.840 --> 00:07:57.780]  這也是常常讓我們心恐懼的原因
[00:07:57.780 --> 00:07:59.580]  因為每天的生活當中
[00:07:59.580 --> 00:08:02.820]  我們面對太多無法解釋
[00:08:02.820 --> 00:08:07.180]  無法改變也無法掌握的事情
[00:08:07.180 --> 00:08:08.660]  但做一個基督徒
[00:08:08.660 --> 00:08:11.120]  你一定要明白一件事情
[00:08:11.120 --> 00:08:15.460]  你的明天並不是在你的手中
[00:08:15.460 --> 00:08:19.000]  我常說還好不在你手中
[00:08:19.000 --> 00:08:21.460]  在你手中就完了
[00:08:21.460 --> 00:08:25.140]  你的明天在神的手中
[00:08:25.140 --> 00:08:29.440]  跟你們說你明天在神手中跟他說
[00:08:29.440 --> 00:08:30.680]  所以第二節才說
[00:08:30.680 --> 00:08:34.840]  神要帶領你到青草地和七水旁
[00:08:34.840 --> 00:08:36.620]  可見的在你的生命當中
[00:08:36.620 --> 00:08:39.320]  是有個青草地的
[00:08:39.320 --> 00:08:40.480]  可見的在你生命當中
[00:08:40.480 --> 00:08:42.860]  是有個七水旁的
[00:08:42.860 --> 00:08:44.720]  是神為你預備的
[00:08:44.720 --> 00:08:48.300]  而且正在用祂奇妙的手
[00:08:48.300 --> 00:08:52.160]  來引導你來帶領你
[00:08:52.160 --> 00:08:53.800]  但你要注意的是
[00:08:53.800 --> 00:08:55.100]  祂要引導你的
[00:08:55.100 --> 00:08:56.500]  是要帶領你到一個
[00:08:56.500 --> 00:08:59.300]  祂為你所預備的青草地
[00:08:59.300 --> 00:09:03.940]  而不是你自以為的青草地
[00:09:03.940 --> 00:09:05.580]  祂要帶領你去的是一個
[00:09:05.580 --> 00:09:07.640]  祂為你預備的七水旁
[00:09:07.640 --> 00:09:12.140]  不是你自以為的七水旁
[00:09:12.140 --> 00:09:13.380]  所以這是我們需要
[00:09:13.380 --> 00:09:17.180]  憑著信心來跟隨的原因
[00:09:17.180 --> 00:09:18.420]  最近我常有一些經文
[00:09:18.420 --> 00:09:19.360]  常常想到
[00:09:19.360 --> 00:09:21.700]  哥林多後書第五章第七節
[00:09:21.700 --> 00:09:22.900]  我們一同來念
[00:09:22.900 --> 00:09:25.000]  因為我們行事為人
[00:09:25.000 --> 00:09:26.660]  憑著信心
[00:09:26.660 --> 00:09:29.240]  不是憑著眼見
[00:09:29.240 --> 00:09:30.960]  作為基督徒
[00:09:30.960 --> 00:09:33.540]  不但是在你信主那一剎那
[00:09:33.540 --> 00:09:36.740]  因信稱義而得救
[00:09:36.740 --> 00:09:38.540]  更是在每天的生活當中
[00:09:38.540 --> 00:09:39.880]  這裡說行事為人
[00:09:39.880 --> 00:09:40.640]  什麼意思
[00:09:40.640 --> 00:09:42.620]  在每天的生活當中
[00:09:42.620 --> 00:09:44.620]  你要憑著信心
[00:09:44.620 --> 00:09:46.920]  不憑眼見
[00:09:46.920 --> 00:09:48.080]  很多時候當我們面對
[00:09:48.080 --> 00:09:51.380]  生命當中未知的事物的時候
[00:09:51.380 --> 00:09:53.560]  特別是很多時候這些事情
[00:09:53.560 --> 00:09:56.000]  跟我們所期待所想像的
[00:09:56.000 --> 00:09:58.360]  好像完全不一樣
[00:09:58.360 --> 00:10:01.340]  無論我們面對的環境是如何
[00:10:01.340 --> 00:10:03.140]  我們都要憑信心
[00:10:03.140 --> 00:10:04.600]  確實的相信
[00:10:04.600 --> 00:10:08.240]  神仍坐在寶座上
[00:10:08.240 --> 00:10:11.180]  祂的恩典仍然夠用
[00:10:11.180 --> 00:10:13.680]  祂的手正在引導我們
[00:10:13.680 --> 00:10:15.280]  Amen
[00:10:15.280 --> 00:10:16.120]  事實上我告訴你
[00:10:16.120 --> 00:10:18.480]  這種信心
[00:10:18.480 --> 00:10:20.220]  是每一個聖經人物
[00:10:20.220 --> 00:10:23.320]  都會所具備的信心
[00:10:23.320 --> 00:10:24.860]  聖經裡面讓我們看見
[00:10:24.860 --> 00:10:26.060]  亞伯拉罕
[00:10:26.060 --> 00:10:27.860]  因的信
[00:10:27.860 --> 00:10:29.920]  就離開他的家鄉吾爾
[00:10:29.920 --> 00:10:31.060]  我請問你
[00:10:31.060 --> 00:10:33.060]  當亞伯拉罕離開他的家鄉
[00:10:33.060 --> 00:10:34.060]  請問他知不知道
[00:10:34.060 --> 00:10:36.460]  他要往哪裡去啊
[00:10:36.460 --> 00:10:38.200]  不知道啊
[00:10:38.200 --> 00:10:40.780]  他連往哪裡去都不知道
[00:10:40.780 --> 00:10:42.540]  就是因的信心
[00:10:42.540 --> 00:10:44.840]  相信神有個應許之地
[00:10:44.840 --> 00:10:45.620]  為他預備
[00:10:45.620 --> 00:10:47.220]  他就離開他的家鄉
[00:10:47.220 --> 00:10:49.080]  甚至不知道往哪裡去
[00:10:49.080 --> 00:10:53.060]  他就憑信心往前走
[00:10:53.060 --> 00:10:55.360]  摩西因的信
[00:10:55.360 --> 00:10:57.920]  帶領以色列人離開埃及
[00:10:57.920 --> 00:11:00.600]  走向曠野
[00:11:00.600 --> 00:11:02.900]  曠野這麼大
[00:11:02.900 --> 00:11:05.160]  以色列人這麼多
[00:11:05.160 --> 00:11:07.100]  走進曠野
[00:11:07.100 --> 00:11:09.600]  是死是活
[00:11:09.600 --> 00:11:12.140]  都不知道啊
[00:11:12.140 --> 00:11:15.040]  只因為相信一個應許之地
[00:11:15.040 --> 00:11:17.640]  為他預備
[00:11:17.640 --> 00:11:20.940]  約書亞因的信心
[00:11:20.940 --> 00:11:24.220]  帶領以色列人過約旦河
[00:11:24.220 --> 00:11:25.560]  你知道過了約旦河
[00:11:25.560 --> 00:11:29.160]  面對前面多少征戰
[00:11:29.160 --> 00:11:31.560]  是輸是贏
[00:11:31.560 --> 00:11:33.760]  都不知道
[00:11:33.760 --> 00:11:35.700]  只是因為相信
[00:11:35.700 --> 00:11:37.400]  有一個應許之地
[00:11:37.400 --> 00:11:39.240]  為他預備
[00:11:39.240 --> 00:11:40.200]  我告訴你
[00:11:40.200 --> 00:11:43.740]  這是神在他的子民身上
[00:11:43.740 --> 00:11:47.740]  要尋找一個信仰的特質
[00:11:47.740 --> 00:11:51.420]  堅定不移的信心
[00:11:51.420 --> 00:11:52.720]  你還記得
[00:11:52.720 --> 00:11:54.960]  有一次主耶穌講一個比喻
[00:11:54.960 --> 00:11:59.620]  講那個寡婦向一個不義的官求申冤
[00:11:59.620 --> 00:12:02.620]  那個不義的官本來不想替他申冤
[00:12:02.620 --> 00:12:07.200]  但因為寡婦堅定不移地不斷地祈求
[00:12:07.200 --> 00:12:11.000]  後來不義的官終於答應為他申冤
[00:12:11.000 --> 00:12:12.000]  主的意思是說
[00:12:12.000 --> 00:12:16.040]  連這個不義的官都會替寡婦申冤
[00:12:16.040 --> 00:12:20.280]  那麼更何況我們公義的神啊
[00:12:20.280 --> 00:12:22.880]  但問題是
[00:12:22.880 --> 00:12:24.740]  主耶穌講完這個比喻之後
[00:12:24.740 --> 00:12:26.580]  說了一句話
[00:12:26.580 --> 00:12:28.980]  但是人子來
[00:12:28.980 --> 00:12:32.520]  遇得見世界上有這樣信德
[00:12:32.520 --> 00:12:34.360]  有這樣信心的人
[00:12:34.360 --> 00:12:34.820]  換句話說
[00:12:34.820 --> 00:12:36.900]  有一天主要回來的時候
[00:12:36.900 --> 00:12:38.420]  再來的時候
[00:12:38.420 --> 00:12:41.600]  要在他的信徒身上尋找的特質
[00:12:41.600 --> 00:12:42.540]  就是這個特質
[00:12:42.540 --> 00:12:45.940]  一個堅定不移的信心
[00:12:45.940 --> 00:12:46.740]  他講得很清楚
[00:12:46.740 --> 00:12:51.280]  人子來了找得到這樣一種信仰特質的人嗎
[00:12:51.280 --> 00:12:54.580]  一種堅定不移的信心的人嗎
[00:12:54.580 --> 00:12:56.640]  無論任何的環境
[00:12:56.640 --> 00:12:58.920]  相信神必要引導
[00:12:58.920 --> 00:13:01.920]  相信神永不誤事
[00:13:01.920 --> 00:13:02.980]  Amen
[00:13:02.980 --> 00:13:04.360]  Hallelujah
[00:13:04.360 --> 00:13:06.960]  就像在這裡第三節所說的
[00:13:06.960 --> 00:13:10.620]  你要相信祂要為祂自己民的緣故
[00:13:10.620 --> 00:13:13.660]  要引導我走一路
[00:13:13.660 --> 00:13:17.460]  神要為祂自己民的緣故
[00:13:17.460 --> 00:13:20.100]  我常常讀到這就很感謝神
[00:13:20.100 --> 00:13:23.380]  感謝神不是為了我們的緣故
[00:13:23.380 --> 00:13:25.140]  若是為了我們的緣故
[00:13:25.140 --> 00:13:28.080]  恐怕神很難引導下去
[00:13:28.080 --> 00:13:31.480]  因為我們的信心是上上下下的不是嗎
[00:13:31.480 --> 00:13:32.820]  環境好了
[00:13:32.820 --> 00:13:34.060]  股票上了
[00:13:34.060 --> 00:13:35.360]  我們心情就上了
[00:13:35.360 --> 00:13:37.080]  信心就上了
[00:13:37.080 --> 00:13:38.160]  環境不好
[00:13:38.160 --> 00:13:39.220]  股票跌了
[00:13:39.220 --> 00:13:40.360]  心情就不好
[00:13:40.360 --> 00:13:42.620]  信心就往下跌
[00:13:42.620 --> 00:13:44.420]  若是為我們的緣故
[00:13:44.420 --> 00:13:46.600]  神很難引導
[00:13:46.600 --> 00:13:48.360]  感謝神
[00:13:48.360 --> 00:13:52.000]  我們的神是為祂民的緣故
[00:13:52.000 --> 00:13:55.540]  祂的名字超乎萬民之上的名
[00:13:55.540 --> 00:13:58.240]  祂的名字至聖至尊的名
[00:13:58.240 --> 00:14:01.580]  祂的名字永不失敗的名
[00:14:01.580 --> 00:14:04.740]  換說神永遠要來引導我們
[00:14:04.740 --> 00:14:08.720]  神永遠不會離棄我們
[00:14:08.720 --> 00:14:12.480]  今天也許在生命的過程當中
[00:14:12.480 --> 00:14:14.620]  你可能失敗了
[00:14:14.620 --> 00:14:19.600]  好像在懸崖的邊緣快要跌倒下去
[00:14:19.600 --> 00:14:23.360]  神的手卻要緊緊抓住你
[00:14:23.360 --> 00:14:25.100]  不讓你失落
[00:14:25.100 --> 00:14:27.200]  神要搭救你
[00:14:27.200 --> 00:14:29.940]  甚至有時候你覺得你想放棄了
[00:14:29.940 --> 00:14:32.300]  你灰心的失望了
[00:14:32.300 --> 00:14:33.880]  不想堅持了
[00:14:33.880 --> 00:14:35.380]  就算你想放棄
[00:14:35.380 --> 00:14:38.840]  神的手永不放手
[00:14:38.840 --> 00:14:42.780]  這是為什麼這裡說祂要為祂民的緣故
[00:14:42.780 --> 00:14:45.020]  不是為我們的緣故
[00:14:45.020 --> 00:14:47.580]  為祂民的緣故
[00:14:47.580 --> 00:14:51.720]  祂要引導我們走一路
[00:14:51.720 --> 00:14:53.820]  這樣一種信心
[00:14:53.820 --> 00:14:58.400]  就能夠幫助我們勝過那個未知的恐懼
[00:14:58.400 --> 00:15:00.700]  Hallelujah
[00:15:00.700 --> 00:15:01.900]  第三
[00:15:01.900 --> 00:15:04.140]  靠主勝過苦難的恐懼
[00:15:04.140 --> 00:15:08.780]  跟你們說靠主勝過苦難的恐懼
[00:15:08.780 --> 00:15:10.020]  第四節這裡說
[00:15:10.020 --> 00:15:12.340]  我雖然行過死因的幽谷
[00:15:12.340 --> 00:15:14.480]  也不怕遭害
[00:15:14.480 --> 00:15:16.320]  因為你與我同在
[00:15:16.320 --> 00:15:21.360]  你的臟、你的肝都安慰我
[00:15:21.360 --> 00:15:25.960]  我們人對苦難總是充滿恐懼
[00:15:25.960 --> 00:15:28.320]  而偏偏我們人的一生
[00:15:28.320 --> 00:15:31.600]  充滿多少的苦難不是嗎?
[00:15:31.600 --> 00:15:32.860]  難怪中國人說
[00:15:32.860 --> 00:15:34.760]  人生如苦海
[00:15:34.760 --> 00:15:36.400]  聽過沒有?
[00:15:36.400 --> 00:15:38.740]  真是苦啊
[00:15:38.740 --> 00:15:41.500]  不只環境上的苦
[00:15:41.500 --> 00:15:44.740]  更是情感上的苦
[00:15:44.740 --> 00:15:48.020]  多少人被情所困
[00:15:48.020 --> 00:15:52.280]  男女之情、夫妻之情、父母兒女之情
[00:15:52.280 --> 00:15:55.720]  人情友情、親情私情
[00:15:55.720 --> 00:15:57.260]  所以難怪連續劇一演演
[00:15:57.260 --> 00:16:00.960]  三十集演不完了
[00:16:00.960 --> 00:16:03.460]  而且不管你有錢沒錢
[00:16:03.460 --> 00:16:07.400]  無法倖免這個情感之苦
[00:16:07.400 --> 00:16:08.900]  而這種情感之苦
[00:16:08.900 --> 00:16:14.240]  常常比環境之苦更苦
[00:16:14.240 --> 00:16:15.300]  除了情感之苦
[00:16:15.300 --> 00:16:17.940]  更是有心靈之苦
[00:16:17.940 --> 00:16:21.520]  人的心是根本無所依靠
[00:16:21.520 --> 00:16:25.020]  就像現在的光景一樣
[00:16:25.020 --> 00:16:27.120]  當然自中
[00:16:27.120 --> 00:16:29.780]  我們還有對死亡的恐懼
[00:16:29.780 --> 00:16:33.220]  這是人生最大的苦痛
[00:16:33.220 --> 00:16:34.800]  而我們人一生
[00:16:34.800 --> 00:16:39.300]  就是持續的活在這種對苦難的恐懼當中
[00:16:39.300 --> 00:16:44.540]  包括這次對武漢肺炎病毒的恐懼
[00:16:44.540 --> 00:16:46.000]  然而事實上
[00:16:46.000 --> 00:16:49.440]  這正是耶穌基督來到這個世界上的原因
[00:16:49.440 --> 00:16:51.180]  弟兄姊妹
[00:16:51.180 --> 00:16:52.580]  主耶穌來到這個世界上
[00:16:52.580 --> 00:16:55.580]  不是只是傳講一個天國的信息而已
[00:16:55.580 --> 00:16:57.920]  如果耶穌只是來傳講信
[00:16:57.920 --> 00:16:59.880]  祂大可不必自己來
[00:16:59.880 --> 00:17:04.620]  祂可以拆解先知來報告神的信息就好了
[00:17:04.620 --> 00:17:06.400]  耶穌到這個世界上
[00:17:06.400 --> 00:17:08.260]  不只是傳講信息
[00:17:08.260 --> 00:17:09.860]  耶穌是神的兒子
[00:17:09.860 --> 00:17:12.700]  為我們成為肉身的樣式
[00:17:12.700 --> 00:17:14.060]  道成肉身
[00:17:14.060 --> 00:17:15.800]  這個宗教問題太重要了
[00:17:15.800 --> 00:17:16.600]  為什麼
[00:17:16.600 --> 00:17:19.040]  因為祂親自在這個地上
[00:17:19.040 --> 00:17:22.100]  來與我們的軟弱來認同
[00:17:22.100 --> 00:17:24.140]  祂要親自在這個地上
[00:17:24.140 --> 00:17:27.240]  體上人生命當中最深的痛苦
[00:17:27.240 --> 00:17:29.180]  那就是死亡
[00:17:29.180 --> 00:17:33.320]  而為此祂為我們走上十字架的道路
[00:17:33.320 --> 00:17:36.480]  但感謝神因為祂是無罪的救主
[00:17:36.480 --> 00:17:38.220]  死亡不能夠困住祂
[00:17:38.220 --> 00:17:41.660]  所以第三天祂從死裡復活了
[00:17:41.660 --> 00:17:44.500]  證明了祂有勝過死亡
[00:17:44.500 --> 00:17:46.300]  勝過罪惡的權柄
[00:17:46.300 --> 00:17:47.700]  Amen
[00:17:47.700 --> 00:17:51.340]  我好喜歡希伯來書第二章十四節十五節的話
[00:17:51.340 --> 00:17:52.300]  這裡怎麼說呢
[00:17:52.300 --> 00:17:55.640]  他兒女既同有血肉之體
[00:17:55.640 --> 00:17:59.980]  他也照樣親自成了血肉之體
[00:17:59.980 --> 00:18:04.840]  這要藉著死敗壞那長死權的就是魔鬼
[00:18:04.840 --> 00:18:06.020]  十五節
[00:18:06.020 --> 00:18:11.680]  並且要釋放那些一生因怕死而為奴僕的人
[00:18:11.680 --> 00:18:12.780]  哇
[00:18:12.780 --> 00:18:18.960]  請問誰是那些一生因怕死而為奴僕的人
[00:18:18.960 --> 00:18:20.760]  誰呀
[00:18:20.760 --> 00:18:22.660]  就是你我啦
[00:18:22.660 --> 00:18:24.700]  跟你說就是你啦
[00:18:24.700 --> 00:18:25.860]  真的
[00:18:25.860 --> 00:18:28.900]  我們就一生怕死
[00:18:28.900 --> 00:18:32.500]  我們就是怕死不是嗎
[00:18:32.500 --> 00:18:36.640]  換句話說耶穌的死是有目的的
