
[00:00:00.000 --> 00:00:03.520]  你在哪裡找建築的藍圖呢?
[00:05:23.080 --> 00:05:25.960]  我不是問你有沒有久不久讀一下
[00:05:25.960 --> 00:05:28.960]  我問你有沒有經常持續地讀
[00:05:28.960 --> 00:05:33.160]  甚至我不是問你有沒有讀完羅馬書
[00:05:33.160 --> 00:05:34.480]  有沒有讀完馬學福音
[00:05:34.480 --> 00:05:38.720]  我是問你有沒有整本聖經讀完
[00:05:38.720 --> 00:05:40.680]  又不斷重複地去讀
[00:05:40.680 --> 00:05:48.200]  你知道這本聖經裡面有1189章聖經
[00:05:48.200 --> 00:05:49.320]  你可不可以告訴我
[00:05:49.320 --> 00:05:54.160]  哪一章聖經是不需要的?
[00:05:54.160 --> 00:05:55.400]  沒有
[00:05:55.400 --> 00:05:58.200]  1189章聖經
[00:05:58.200 --> 00:06:00.520]  每一章都需要
[00:06:00.520 --> 00:06:06.680]  你可不可以想像公理堂大廈少了幾支鋼條?
[00:06:06.680 --> 00:06:07.560]  沒問題的
[00:06:07.560 --> 00:06:10.040]  我們大廈建築是很好的
[00:06:10.040 --> 00:06:13.200]  少幾支鋼條都沒所謂
[00:06:13.200 --> 00:06:18.360]  你可不可以想像你身體裡面少了幾條骨?
[00:06:18.360 --> 00:06:21.160]  你還可以站立得穩嗎?
[00:06:21.160 --> 00:06:23.320]  骨質疏鬆症
[00:06:23.320 --> 00:06:25.600]  跌一跌你就死了
[00:06:25.600 --> 00:06:33.280]  我們需要聖經的每一章、每一節
[00:06:33.280 --> 00:06:38.200]  唯有這樣我們才可以有一個堅固的建築
[00:06:38.200 --> 00:06:40.760]  但單單看聖經還不夠
[00:06:40.760 --> 00:06:45.120]  你有沒有專心地去聽讀
[00:06:45.120 --> 00:06:47.800]  你來教會
[00:06:47.800 --> 00:06:51.280]  不是等著牧師發功
[00:06:51.280 --> 00:06:56.520]  你在這裡睡我救不了你,不是睡眠治療
[00:06:56.520 --> 00:07:01.600]  你要用心地聽,用信心地去聆聽
[00:07:01.600 --> 00:07:04.960]  你有沒有去研讀你的聖經?
[00:07:04.960 --> 00:07:07.840]  有沒有花時間去思想聖經裡面的真理?
[00:07:07.840 --> 00:07:09.160]  你說哪有時間?
[00:07:09.160 --> 00:07:10.880]  我沒時間也要有時間
[00:07:10.880 --> 00:07:14.440]  因為是生死之間的問題
[00:07:14.440 --> 00:07:16.600]  你忙碌著什麼呢?
[00:07:16.600 --> 00:07:19.440]  你說我忙碌著建立我的事業
[00:07:19.440 --> 00:07:22.040]  聖經告訴我們所有人的豐功偉績
[00:07:22.040 --> 00:07:25.000]  在這個世界的豐功偉績都要過去
[00:07:25.000 --> 00:07:26.440]  你有另外一壇事業
[00:07:26.440 --> 00:07:28.480]  你很久沒有碰過的事業
[00:07:28.480 --> 00:07:32.560]  是永世的基業、永恆的基業
[00:07:32.560 --> 00:07:34.880]  建都沒建過的
[00:07:34.880 --> 00:07:38.400]  那個基業需要上帝的話語去建造
[00:07:38.400 --> 00:07:44.960]  你有沒有去用心去建造這件事?
[00:07:44.960 --> 00:07:46.280]  我們要去讀聖經
[00:07:46.280 --> 00:07:47.880]  我們要去研讀聖經
[00:07:47.880 --> 00:07:51.000]  我們要去聽上帝的道
[00:07:51.000 --> 00:07:52.720]  都不夠
[00:07:52.720 --> 00:07:55.080]  我們要身體力行
[00:07:55.080 --> 00:07:56.240]  活出上帝的道
[00:07:56.240 --> 00:07:57.800]  如果不是
[00:07:57.800 --> 00:08:00.840]  都是徒勞無功
[00:08:00.840 --> 00:08:03.280]  保羅在挑戰我們
[00:08:03.280 --> 00:08:04.480]  保羅在勸勉我們
[00:08:04.480 --> 00:08:06.680]  他在命令我們要把身體獻上
[00:08:06.680 --> 00:08:11.160]  當作活祭完全地擺上
[00:08:11.160 --> 00:08:13.800]  保羅說我們的生命應該是一個榮耀
[00:08:13.800 --> 00:08:16.600]  還將你生命裡面最寶貴
[00:08:16.600 --> 00:08:22.640]  最有重量的東西給上帝
[00:08:22.640 --> 00:08:28.280]  有一天你和我都會來到上帝的審判台前
[00:08:28.280 --> 00:08:29.520]  你的房子、我的房子
[00:08:29.520 --> 00:08:30.720]  你的命、我的命
[00:08:30.720 --> 00:08:31.920]  你的靈魂、我的靈魂
[00:08:31.920 --> 00:08:37.400]  能否通過天國的審查?
[00:08:37.400 --> 00:08:41.240]  我們需要深深地認識上帝福音的真理
[00:08:41.240 --> 00:08:43.440]  我們需要深深地認識
[00:08:43.440 --> 00:08:50.040]  因為有一天我們要站在審判台前
[00:08:50.040 --> 00:08:50.960]  還有另外一個理由
[00:08:50.960 --> 00:08:54.080]  因為在今天的教會當中
[00:08:54.080 --> 00:08:57.320]  在今天的世界裡面有很多假教師
[00:08:57.320 --> 00:08:59.400]  我想帶你回去看《羅馬書》
[00:08:59.400 --> 00:09:01.200]  之前第十六章有幾節聖經
[00:09:01.200 --> 00:09:07.040]  我上次沒有時間去講的兩節
[00:09:07.040 --> 00:09:08.080]  《羅馬書》第十六章
[00:09:08.080 --> 00:09:09.680]  第十七節和第十八節
[00:09:09.680 --> 00:09:16.000]  「哪些使你們跌倒違背所學之道你們要留意」
[00:09:16.000 --> 00:09:19.960]  「這樣的人不服事主基督」
[00:09:19.960 --> 00:09:21.760]  「只服事自己的禱福」
[00:09:21.760 --> 00:09:27.160]  「用花言巧語誘惑人的心」
[00:09:27.160 --> 00:09:29.160]  在《羅馬書》將要結束的時候
[00:09:29.160 --> 00:09:35.360]  保羅突然向羅馬教會發出一個非常嚴厲的警告
[00:09:35.360 --> 00:09:37.400]  四位學者用了很多時間思想
[00:09:37.400 --> 00:09:44.080]  但是他們沒有辦法肯定保羅所講的假教師所賣的究竟是什麼毒藥
[00:09:44.080 --> 00:09:48.320]  他們推測當時的假教徒還沒有到達羅馬
[00:09:48.320 --> 00:09:51.440]  但是已經快要到達羅馬
[00:09:51.440 --> 00:09:57.680]  於是保羅作出這個很嚴重的警告
[00:09:57.680 --> 00:10:02.800]  甚至有聖經學者覺得保羅這麼急著去寫這麼長的《羅馬書》
[00:10:02.800 --> 00:10:09.280]  就是要為他們預備他們可以防範這些假教徒
[00:10:09.280 --> 00:10:10.960]  有了《羅馬書》
[00:10:10.960 --> 00:10:14.000]  他們就可以對待《羅馬書》所講的東西
[00:10:14.000 --> 00:10:16.880]  和這些假教師所講的東西
[00:10:16.880 --> 00:10:18.200]  然後說「你是錯的」
[00:10:18.200 --> 00:10:24.680]  「因為保羅已經給了我們聖經的真理」
[00:10:24.680 --> 00:10:28.880]  保羅說「這些人不服事主基督」
[00:10:28.880 --> 00:10:31.040]  「只服事自己的禱福」
[00:10:31.040 --> 00:10:35.880]  「他們用花言巧語去誘惑人的心」
[00:10:35.880 --> 00:10:40.320]  說真的聽起來好像現在電視上的假教師
[00:10:40.320 --> 00:10:43.360]  那些假傳道
[00:10:43.360 --> 00:10:45.920]  這些假教師假傳道
[00:10:45.920 --> 00:10:49.880]  他們是狼披著羊皮
[00:10:49.880 --> 00:10:54.200]  他們好像在傳講上帝的話語
[00:10:54.200 --> 00:10:57.880]  他們好像很關心你我的屬靈生命
[00:10:57.880 --> 00:11:02.320]  但其實他們是假扮天使
[00:11:02.320 --> 00:11:04.320]  他們為自己的利益
[00:11:04.320 --> 00:11:07.440]  為自己的禱福
[00:11:07.440 --> 00:11:14.480]  去傳講一個歪曲了離經半道的福音
[00:11:14.480 --> 00:11:15.440]  每次我講到這裡
[00:11:15.440 --> 00:11:19.200]  令我想起美國最大間教會的主任牧師
[00:11:19.200 --> 00:11:22.000]  我都不想講他的名字
[00:11:22.000 --> 00:11:29.080]  但你大概在電視上都會聽到有看過他的節目
[00:11:29.080 --> 00:11:35.640]  我每次指名道姓去揭發這位假牧師的時候
[00:11:35.640 --> 00:11:38.840]  都總會有一兩個弟兄姊妹
[00:11:38.840 --> 00:11:41.520]  有些疑惑地來找我
[00:11:41.520 --> 00:11:43.600]  甚至他有時帶著少少不滿
[00:11:43.600 --> 00:11:49.160]  他說「牧師,究竟這個牧師坐在哪裡?」
[00:11:49.160 --> 00:11:51.320]  「究竟他冒犯我們在哪裡?」
[00:11:51.320 --> 00:11:53.680]  「為何你要這樣說他?」
[00:11:53.680 --> 00:11:54.880]  然後他再加一句
[00:11:54.880 --> 00:11:58.520]  其實我都頗喜歡他的教導
[00:11:58.520 --> 00:12:00.440]  我每次聽到這個問題的時候
[00:12:00.440 --> 00:12:02.920]  我都有一個衝動
[00:12:02.920 --> 00:12:06.560]  我想反問一下這位弟兄或者姊妹
[00:12:06.560 --> 00:12:09.160]  你看了多少聖經?
[00:12:09.160 --> 00:12:11.560]  你有沒有專心研經?
[00:12:11.560 --> 00:12:15.280]  你有沒有專心地聽道?
[00:12:15.280 --> 00:12:18.160]  專心地將自己身體力行
[00:12:18.160 --> 00:12:23.000]  定為活祭背起十字架來跟隨耶穌?
[00:12:23.000 --> 00:12:24.640]  如果你有的話
[00:12:24.640 --> 00:12:33.040]  其實你應該頗容易看穿祂的面具
[00:12:33.040 --> 00:12:35.360]  你不應該被祂的成功神學
[00:12:35.360 --> 00:12:38.320]  富貴福音所吸引
[00:12:38.320 --> 00:12:41.080]  除非你自己心術不正
[00:12:41.080 --> 00:12:43.760]  又懶於學習
[00:12:43.760 --> 00:12:47.280]  你知不知道今天美國為何有這麼多假教士
[00:12:47.280 --> 00:12:52.040]  為何今天在美國假教士有這麼多生意?
[00:12:52.040 --> 00:12:55.000]  因為今天在美國有一群不讀聖經的基督徒
[00:12:55.000 --> 00:12:57.600]  你看看一些統計你就知道了
[00:12:57.600 --> 00:13:01.840]  有一群個個都說自己重新得救
[00:13:01.840 --> 00:13:06.280]  但是不讀聖經的基督徒
[00:13:06.280 --> 00:13:10.840]  所以假教士有這麼多生意
[00:13:10.840 --> 00:13:13.720]  我們需要好好學習上帝的真理
[00:13:13.720 --> 00:13:17.880]  這樣我們可以分辨真偽
[00:13:17.880 --> 00:13:22.600]  我們又可以用上帝真正福音的智慧
[00:13:22.600 --> 00:13:27.000]  去堅固我們屬靈的生命
[00:13:27.000 --> 00:13:32.560]  最後我想帶你去吃下重贊蛋糕的最後一層
[00:13:32.560 --> 00:13:34.440]  第三層
[00:13:34.440 --> 00:13:36.760]  「這基督的奧秘
[00:13:36.760 --> 00:13:40.560]  歷代以來隱藏的如今顯示出來」
[00:13:40.560 --> 00:13:43.480]  他在說耶穌進入了歷史
[00:13:43.480 --> 00:13:47.000]  「按照永生上帝的命令
[00:13:47.000 --> 00:13:54.880]  籍先之書指示萬民使他們因信而信徒」
[00:13:54.880 --> 00:14:01.960]  他說當上帝差遣他的獨生子來到人的世界裏
[00:14:01.960 --> 00:14:03.840]  來到人的歷史當中
[00:14:03.840 --> 00:14:05.280]  他為我們降生
[00:14:05.280 --> 00:14:06.360]  為我們受死
[00:14:06.360 --> 00:14:07.480]  為我們復活
[00:14:07.480 --> 00:14:10.800]  最後有兩個目的
[00:14:10.800 --> 00:14:15.960]  第一個目的就是這個福音會傳給萬民
[00:14:15.960 --> 00:14:18.640]  會指示會啟示給萬民聽
[00:14:18.640 --> 00:14:21.400]  所謂萬民就是指愛邦人
[00:14:21.400 --> 00:14:27.600]  凡不是猶太人的萬國萬民
[00:14:27.600 --> 00:14:30.640]  這個福音要被傳到地極
[00:14:30.640 --> 00:14:32.400]  這亦是保羅的心智
[00:14:32.400 --> 00:14:33.560]  所以他寫《羅馬書》
[00:14:33.560 --> 00:14:35.720]  因為他想去西遊
[00:14:35.720 --> 00:14:36.960]  他想去西班牙
[00:14:36.960 --> 00:14:38.240]  他要去西遊記
[00:14:38.240 --> 00:14:40.760]  他要將福音傳到地極
[00:14:40.760 --> 00:14:42.000]  這是第一個目的
[00:14:42.000 --> 00:14:47.480]  第二個目的就是當這個福音傳到地極的時候
[00:14:47.480 --> 00:14:52.280]  神要為他自己準備一班人去敬拜他
[00:14:52.280 --> 00:14:56.160]  但這班不是隨隨便便決志信主的人
[00:14:56.160 --> 00:14:57.080]  甚至可以這樣說
[00:14:57.080 --> 00:15:00.320]  這班不是普普通通受洗加入教會
[00:15:00.320 --> 00:15:03.720]  久不久返回教會的人
[00:15:03.720 --> 00:15:05.880]  上帝要的
[00:15:05.880 --> 00:15:06.920]  上帝的心意
[00:15:06.920 --> 00:15:08.400]  上帝的命令
[00:15:08.400 --> 00:15:09.800]  你看不看到
[00:15:09.800 --> 00:15:12.960]  是要萬國萬民
[00:15:12.960 --> 00:15:16.120]  因信順福
[00:15:16.120 --> 00:15:17.960]  因信順福
[00:15:17.960 --> 00:15:19.960]  其實你看回英文或原文
[00:15:19.960 --> 00:15:22.680]  其實保羅自己創造了一個新的詞句
[00:15:22.680 --> 00:15:27.200]  叫做Obedience of Faith
[00:15:27.200 --> 00:15:30.200]  Obedience 順福在《羅馬書》裏面
[00:15:30.200 --> 00:15:33.320]  是代表降服
[00:15:33.320 --> 00:15:35.320]  成為上帝的奴役
[00:15:35.320 --> 00:15:37.320]  成為義的奴役
[00:15:37.320 --> 00:15:39.000]  成為耶穌基督
[00:15:39.000 --> 00:15:42.160]  君王耶穌的奴役
[00:15:42.160 --> 00:15:43.640]  我們看過《羅馬書》
[00:15:43.640 --> 00:15:44.480]  我們講了很多次
[00:15:44.480 --> 00:15:46.840]  《羅馬書》的中心思想是因信清義
[00:15:46.840 --> 00:15:49.600]  這是一點都沒有錯的
[00:15:49.600 --> 00:15:52.360]  但這個因信清義寶貴的教義
[00:15:52.360 --> 00:15:53.640]  不是告訴我們
[00:15:53.640 --> 00:15:56.920]  我現在給你免洗金牌
[00:15:56.920 --> 00:15:58.560]  省著用
[00:15:58.560 --> 00:15:59.440]  不過用吧
[00:15:59.440 --> 00:16:00.160]  沒有所謂的
[00:16:00.160 --> 00:16:01.720]  犯多些罪都沒有所謂的
[00:16:01.720 --> 00:16:02.480]  不是的
[00:16:02.480 --> 00:16:04.520]  如果你回去看《羅馬書》第六章
[00:16:04.520 --> 00:16:07.880]  保羅說萬萬不可
[00:16:07.880 --> 00:16:09.880]  相反上帝告訴我們
[00:16:09.880 --> 00:16:12.640]  因信清義的這個寶貴教義
[00:16:12.640 --> 00:16:14.760]  是會翻天覆地
[00:16:14.760 --> 00:16:18.320]  將我們的人生完全扭轉
[00:16:18.320 --> 00:16:20.760]  真正清義的信心
[00:16:20.760 --> 00:16:24.720]  是有極大的果效
[00:16:24.720 --> 00:16:26.840]  叫我們不再做罪的奴僕
[00:16:26.840 --> 00:16:31.600]  叫我們成為公義的奴僕
[00:16:31.600 --> 00:16:33.840]  令我想起加爾文的名言
[00:16:33.840 --> 00:16:38.480]  It is therefore faith alone which justifies
[00:16:38.480 --> 00:16:42.760]  And yet the faith which justifies is not alone
[00:16:42.760 --> 00:16:43.480]  加爾文說甚麼
[00:16:43.480 --> 00:16:47.360]  他說我們清義是完全是因著信
[00:16:47.360 --> 00:16:50.480]  但是這個信心不是獨自存在的
[00:16:50.480 --> 00:16:53.560]  這個信心其實是有馴服
[00:16:53.560 --> 00:16:57.000]  甚至應該更好的翻譯是有降服在裏面
[00:16:57.000 --> 00:16:59.440]  一個真的信心是一個降服
[00:16:59.440 --> 00:17:02.800]  在上帝面前的信心
[00:17:02.800 --> 00:17:04.680]  保羅說我有一個夢想
[00:17:04.680 --> 00:17:05.480]  我有一個目的
[00:17:05.480 --> 00:17:07.400]  我要將福音帶到地極
[00:17:07.400 --> 00:17:09.560]  以至在每一個地境
[00:17:09.560 --> 00:17:16.080]  每一個角落裏面會有人因信降服
[00:17:16.080 --> 00:17:21.880]  這個真是保羅最大的心戰
[00:17:21.880 --> 00:17:24.320]  有趣的是這句
[00:17:24.320 --> 00:17:25.440]  Obedience of faith
[00:17:25.440 --> 00:17:26.800]  這個因信馴服
[00:17:26.800 --> 00:17:29.880]  這句保羅自己自創的詞句
[00:17:29.880 --> 00:17:33.200]  在整本聖經裏面出現過兩次
[00:17:33.200 --> 00:17:35.640]  在整本新約聖經裏面出現過兩次
[00:17:35.640 --> 00:17:37.560]  而兩次都在羅馬書裏面
[00:17:37.560 --> 00:17:39.040]  一次在羅馬書的頭
[00:17:39.040 --> 00:17:41.200]  一次在羅馬書的尾
[00:17:41.200 --> 00:17:44.200]  我帶你回去看羅馬書的頭一章五節
[00:17:44.200 --> 00:17:47.840]  它說:我們受了使徒的積分
[00:17:47.840 --> 00:17:53.480]  為他的名在萬國中使人因信而馴服
[00:17:53.480 --> 00:17:54.920]  你看看尾部
[00:17:54.920 --> 00:17:57.480]  按照永生上帝的命令
[00:17:57.480 --> 00:17:59.840]  藉先知書指示的萬民
[00:17:59.840 --> 00:18:03.520]  指示給萬民使他們因信馴服
[00:18:03.520 --> 00:18:05.560]  是孖公仔
[00:18:05.560 --> 00:18:06.360]  保羅在做甚麼
[00:18:06.360 --> 00:18:08.840]  保羅用一個很特別的詞組
[00:18:08.840 --> 00:18:11.600]  叫做因信馴服
[00:18:11.600 --> 00:18:13.760]  跨越了整本羅馬書
[00:18:13.760 --> 00:18:15.200]  前後呼應
[00:18:15.200 --> 00:18:17.440]  保羅說我們的使命
[00:18:17.440 --> 00:18:20.800]  教會的使命是要人因信馴服
[00:18:20.800 --> 00:18:24.520]  不是做一個簡單的決志
[00:18:24.520 --> 00:18:26.320]  而是讓他們每一個
[00:18:26.320 --> 00:18:28.000]  在世上每一個角落
[00:18:28.000 --> 00:18:32.280]  都有人將身體獻上當作活祭
[00:18:32.280 --> 00:18:35.880]  榮耀的敬拜我們榮耀的上帝
[00:18:35.880 --> 00:18:37.560]  甚麼叫榮耀的敬拜
[00:18:37.560 --> 00:18:40.200]  將你最好的
[00:18:40.200 --> 00:18:41.800]  最有重量的東西
[00:18:41.800 --> 00:18:43.000]  最榮耀的東西
[00:18:43.000 --> 00:18:46.800]  將你的一切放在上帝的面前
[00:18:46.800 --> 00:18:50.600]  上帝給他教會一個雙重的使命
[00:18:50.600 --> 00:18:54.400]  要將福音傳到地極
[00:18:54.400 --> 00:18:56.400]  要在世界每一個角落
[00:18:56.400 --> 00:19:02.560]  有人將他們的生命建立在盤石上面
[00:19:02.560 --> 00:19:04.400]  在世界每一個角落裏面
[00:19:04.400 --> 00:19:09.400]  有人榮耀地敬拜我們的上帝
[00:19:09.400 --> 00:19:12.200]  這個是今天我們教會需要的意象
[00:19:12.200 --> 00:19:17.040]  我們要建立一個這樣的意象
[00:19:17.040 --> 00:19:22.880]  我們要做一個重讚上主的教會
[00:19:22.880 --> 00:19:24.600]  但重讚不是用口說
[00:19:24.600 --> 00:19:27.600]  不是我們背了這三節聖經
[00:19:27.600 --> 00:19:31.120]  找一些小朋友來表演朗誦
[00:19:31.120 --> 00:19:32.840]  就是重讚
[00:19:32.840 --> 00:19:38.960]  甚至不是我們請很好的師伴去唱一首榮耀頌
[00:19:38.960 --> 00:19:41.000]  這樣就成為一個重讚的教會
[00:19:41.000 --> 00:19:44.000]  甚麼叫做重讚的教會
[00:19:44.000 --> 00:19:48.160]  是當我們教會承擔起上帝給我們的意象
[00:19:48.160 --> 00:19:51.400]  成為一個廣傳福音的教會
[00:19:51.400 --> 00:19:55.520]  成為一個身體獻上當作活祭的教會
[00:19:55.520 --> 00:20:00.640]  這樣就是真正的榮耀頌
[00:20:00.640 --> 00:20:03.240]  這個是保羅的心意
[00:20:03.240 --> 00:20:05.080]  這個是上帝的心意
[00:20:05.080 --> 00:20:08.880]  願公理堂成為一間這樣的教會
[00:20:08.880 --> 00:20:12.320]  我們一起祈禱
[00:20:12.320 --> 00:20:16.560]  主啊 祢是一個榮耀的上帝
[00:20:16.560 --> 00:20:21.520]  祢是一個重量級的上帝
[00:20:21.520 --> 00:20:28.080]  而祢賜給我們一個重量級的禮物
[00:20:28.080 --> 00:20:30.440]  一個我們意想不到
[00:20:30.440 --> 00:20:35.960]  不可能發生的事情
[00:20:35.960 --> 00:20:46.720]  祢聖潔無瑕的聖旨取締了我們該受的刑罰
[00:20:46.720 --> 00:20:56.920]  祢的智慧將死亡的器具變成生命的記號
[00:20:56.920 --> 00:21:01.120]  祢給我們的藍圖一千一百八十九章聖經
[00:21:01.120 --> 00:21:04.840]  要建造我們的生命
