
[00:00:00.000 --> 00:00:03.200]  主持:我們一直都在看著以利亞的信息
[00:01:51.680 --> 00:01:58.480]  我的心啊,你為何憂悶,為何在裡面煩躁
[00:01:58.480 --> 00:02:01.680]  什麼叫靈夫呢?就是屬靈低潮
[00:02:01.680 --> 00:02:06.160]  我想問一下電影節目,有誰沒試過屬靈低潮呢?
[00:02:06.160 --> 00:02:08.720]  沒試過?請舉手
[00:02:08.720 --> 00:02:10.960]  我曾經有人舉手
[00:02:10.960 --> 00:02:13.520]  我就想問他,為什麼你靈命這麼厲害呢?
[00:02:13.520 --> 00:02:17.880]  原來我從未靈修過,所以我都不知道什麼叫屬靈低潮
[00:02:17.880 --> 00:02:19.600]  所以他沒試過靈夫,是不是?
[00:02:19.600 --> 00:02:23.000]  但是,我想我們每一個頂尖會很坦白說
[00:02:23.000 --> 00:02:28.720]  就算牧師也會有靈夫或者靈命低潮的時間
[00:02:28.720 --> 00:02:32.520]  我們每一個基督徒都會有靈命高漲的時間
[00:02:32.520 --> 00:02:34.360]  有靈命低潮的時間
[00:02:34.360 --> 00:02:37.480]  因為靈夫其實是來自天主教的聖伊納爵
[00:02:37.480 --> 00:02:40.880]  就是耶穌會的教士
[00:02:40.880 --> 00:02:45.000]  就是創辦人Ignatius Loyola
[00:02:45.000 --> 00:02:47.760]  他創立了耶穌會
[00:02:47.760 --> 00:02:51.080]  他的形容是什麼叫做靈夫呢?
[00:02:51.080 --> 00:02:53.080]  就是靈命低潮
[00:02:53.080 --> 00:02:58.920]  就是你被留下一個孤單一人被遺棄的那種感覺
[00:02:58.920 --> 00:03:01.040]  純粹是一個感覺而已
[00:03:01.040 --> 00:03:04.400]  就是說你可能每個星期都在做同樣的事情
[00:03:04.400 --> 00:03:06.600]  你一樣回來崇拜,一樣看聖經
[00:03:06.600 --> 00:03:10.480]  一樣教Orange Kid,一樣是做伏事的工作
[00:03:10.480 --> 00:03:12.600]  一樣是大敬拜,是不是?
[00:03:12.600 --> 00:03:16.200]  但是,在你的心靈裡面
[00:03:16.200 --> 00:03:19.280]  你感覺到自己離神很遠
[00:03:19.280 --> 00:03:22.080]  是不是?似乎感覺不到上帝的同在
[00:03:22.080 --> 00:03:23.560]  我再一次說
[00:03:23.560 --> 00:03:26.200]  你不一定有什麼跡象
[00:03:26.200 --> 00:03:28.120]  因為不一定的
[00:03:28.120 --> 00:03:33.800]  但是你知道自己在心靈裡面覺得神離開很遠
[00:03:33.800 --> 00:03:35.400]  你記住就是
[00:03:35.400 --> 00:03:37.080]  神是無所不在
[00:03:37.080 --> 00:03:38.640]  好像我上一次來說的
[00:03:38.640 --> 00:03:41.280]  雲上的太陽
[00:03:41.280 --> 00:03:45.000]  你見不到上帝不代表上帝不在當中
[00:03:45.000 --> 00:03:47.440]  你感覺不到上帝不代表上帝不在當中
[00:03:47.440 --> 00:03:49.960]  但是你自己個人的感覺就是
[00:03:49.960 --> 00:03:52.640]  好像上帝不在當中
[00:03:52.640 --> 00:03:54.800]  心靈上被遺棄
[00:03:54.800 --> 00:03:57.400]  感覺到很孤單
[00:03:57.400 --> 00:03:59.560]  突然之間我不知道你現在
[00:03:59.560 --> 00:04:01.960]  是不是處身於這樣的光景
[00:04:01.960 --> 00:04:04.920]  你知道天主教聖衣立著就是創立耶穌會
[00:04:04.920 --> 00:04:08.600]  就是因為1517年當宗教改革的時候
[00:04:08.600 --> 00:04:11.640]  天主教之前有很多問題
[00:04:11.640 --> 00:04:13.920]  他們之後痛定思痛
[00:04:13.920 --> 00:04:15.760]  但是其中一件事就是
[00:04:15.760 --> 00:04:20.440]  他們希望先處理好自己的靈命
[00:04:20.440 --> 00:04:22.880]  因為過去很多的腐化
[00:04:22.880 --> 00:04:25.080]  所以耶穌會設立不單止是武裝組織
[00:04:25.080 --> 00:04:27.480]  要去爭取自己天主教的地盤
[00:04:27.480 --> 00:04:30.920]  更加是希望信耶穌的人
[00:04:30.920 --> 00:04:34.120]  都能夠回復和上帝的關係
[00:04:34.120 --> 00:04:36.480]  這才是最重要的
[00:04:36.480 --> 00:04:41.680]  今天我們怎麼看靈夫這件事呢
[00:04:41.680 --> 00:04:44.160]  如果不是
[00:04:44.160 --> 00:04:46.880]  如果是每個基督徒我們都要面對
[00:04:46.880 --> 00:04:48.640]  究竟有什麼跡象
[00:04:48.640 --> 00:04:50.480]  我們可以測試一下自己
[00:04:50.480 --> 00:04:52.960]  這些測試是看你自己的
[00:04:52.960 --> 00:04:54.640]  你不要看其他人
[00:04:54.640 --> 00:04:56.800]  這個人是靈夫
[00:04:56.800 --> 00:04:57.520]  不要標籤別人
[00:04:57.520 --> 00:04:58.280]  你只要看自己
[00:04:58.280 --> 00:05:00.080]  我都說行為上看不到
[00:05:00.080 --> 00:05:02.720]  但是感覺上你自己知道
[00:05:02.720 --> 00:05:07.280]  你自己知道你離開上帝很遠
[00:05:07.280 --> 00:05:10.440]  我們看以利亞這個事蹟的時候
[00:05:10.440 --> 00:05:13.440]  我真的不敢標籤
[00:05:13.440 --> 00:05:14.400]  正如我剛才所說
[00:05:14.400 --> 00:05:18.400]  不是標籤他就是靈夫
[00:05:18.400 --> 00:05:19.960]  而是有些跡象讓我們去反思
[00:05:19.960 --> 00:05:23.640]  究竟我們自己是否正在面對靈夫
[00:05:23.640 --> 00:05:25.120]  有很多原因的
[00:05:25.120 --> 00:05:26.200]  好像上一次
[00:05:26.200 --> 00:05:29.360]  鄭牧師可能也會和我們分享到
[00:05:29.360 --> 00:05:30.440]  靈夫有些原因的
[00:05:30.440 --> 00:05:33.560]  可能你面對一些生活上的挫敗
[00:05:33.560 --> 00:05:36.360]  侍奉裡面的失敗
[00:05:36.360 --> 00:05:38.920]  覺得上帝不聽你的禱告
[00:05:38.920 --> 00:05:42.320]  你和男朋友分手
[00:05:42.320 --> 00:05:46.680]  或者是你覺得自己付出很多沒有回報
[00:05:46.680 --> 00:05:49.320]  或者是你覺得上帝不公義
[00:05:49.320 --> 00:05:53.960]  我認識一個從小回教會的弟兄
[00:05:53.960 --> 00:05:56.280]  回教會很多年
[00:05:56.280 --> 00:06:01.680]  直至1989年6月4日之後
[00:06:01.680 --> 00:06:04.440]  他決定不回教會
[00:06:04.440 --> 00:06:07.040]  因為他覺得上帝不公義
[00:06:07.040 --> 00:06:11.040]  直至今天也不再回教會
[00:06:11.040 --> 00:06:12.680]  你問他信不信上帝
[00:06:12.680 --> 00:06:14.160]  他覺得是信的
[00:06:14.160 --> 00:06:18.120]  因為你不可能生氣一個不存在的物
[00:06:18.120 --> 00:06:19.840]  即是一個being
[00:06:19.840 --> 00:06:21.040]  你生氣上帝
[00:06:21.040 --> 00:06:22.280]  為何他不公義
[00:06:22.280 --> 00:06:24.040]  你生氣得上帝
[00:06:24.040 --> 00:06:25.800]  你也知道有上帝存在
[00:06:25.800 --> 00:06:28.840]  不過你覺得上帝和你的價值觀很不同
[00:06:28.840 --> 00:06:30.880]  所以你不想再接近他
[00:06:30.880 --> 00:06:33.440]  一直他也沒有再做靈修
[00:06:33.440 --> 00:06:34.240]  有些人是這樣
[00:06:34.240 --> 00:06:35.360]  他覺得不公義
[00:06:35.360 --> 00:06:38.320]  他覺得上帝很遠
[00:06:38.320 --> 00:06:41.680]  又或者是一些事情發生在你家裡
[00:06:41.680 --> 00:06:43.320]  你愛的人身上
[00:06:43.320 --> 00:06:44.800]  或者是你自己的身上
[00:06:44.800 --> 00:06:48.120]  他覺得上帝實在離開很遠
[00:06:48.120 --> 00:06:51.400]  我不知道甚麼原因令你有靈魂
[00:06:51.400 --> 00:06:55.000]  但我們看看一些對自己的測試
[00:06:55.000 --> 00:06:57.280]  問問自己你是否靈魂
[00:06:57.280 --> 00:06:59.880]  這些現象出來是很普遍的
[00:06:59.880 --> 00:07:01.360]  我們看看第一件事
[00:07:01.360 --> 00:07:05.400]  靈夫的第一個現象就是放棄
[00:07:05.400 --> 00:07:07.440]  我叫他做全盤放棄
[00:07:07.440 --> 00:07:09.360]  廣東話叫放撇
[00:07:09.360 --> 00:07:11.160]  擲炮
[00:07:11.160 --> 00:07:12.240]  不去
[00:07:12.240 --> 00:07:13.320]  不幹活
[00:07:13.320 --> 00:07:14.240]  先這樣
[00:07:14.240 --> 00:07:17.000]  你看他一開始的時候
[00:07:17.000 --> 00:07:19.280]  以利亞如何跟上帝說
[00:07:19.280 --> 00:07:20.520]  第四節說
[00:07:20.520 --> 00:07:22.560]  現在夠了
[00:07:22.560 --> 00:07:24.760]  在和合本和呂鎮忠也翻譯成
[00:07:24.760 --> 00:07:26.400]  罷了
[00:07:26.400 --> 00:07:27.600]  That's it
[00:07:27.600 --> 00:07:28.520]  或者
[00:07:28.520 --> 00:07:30.200]  我受不了了
[00:07:30.200 --> 00:07:31.680]  現在聰明了
[00:07:31.680 --> 00:07:32.880]  意思也是一樣
[00:07:32.880 --> 00:07:35.720]  我覺得NIV英文也比我好
[00:07:35.720 --> 00:07:40.600]  I have had enough, Lord
[00:07:40.600 --> 00:07:41.960]  記住
[00:07:41.960 --> 00:07:44.920]  靈夫不是代表你不信上帝
[00:07:44.920 --> 00:07:47.400]  你也會跟上帝說
[00:07:47.400 --> 00:07:48.840]  但你跟上帝說
[00:07:48.840 --> 00:07:51.880]  先這樣
[00:07:51.880 --> 00:07:54.560]  好像我們一些的侍奉領袖
[00:07:54.560 --> 00:07:57.000]  例如Rossan
[00:07:57.000 --> 00:08:00.240]  做組長又要帶敬拜
[00:08:00.240 --> 00:08:02.160]  又要做和唱
[00:08:02.160 --> 00:08:03.520]  又要在President
[00:08:03.520 --> 00:08:04.720]  又要在Tracy
[00:08:04.720 --> 00:08:07.320]  遲些可能要把你拉到Peninsula
[00:08:07.320 --> 00:08:10.520]  這麼多事情
[00:08:10.520 --> 00:08:11.720]  靈夫其中一件事就是
[00:08:11.720 --> 00:08:13.240]  你做到怕了
[00:08:13.240 --> 00:08:16.320]  或者你覺得受夠了
[00:08:16.320 --> 00:08:18.200]  I have had enough
[00:08:18.200 --> 00:08:18.760]  那怎麼辦呢
[00:08:18.760 --> 00:08:21.040]  那你就全盤放棄
[00:08:21.040 --> 00:08:23.560]  你不是放棄其中一件事
[00:08:23.560 --> 00:08:26.680]  有時候做到我們叫Burn out
[00:08:26.680 --> 00:08:29.400]  靈夫其中一件事就是全盤放棄
[00:08:29.400 --> 00:08:30.840]  不做,全部都不做
[00:08:30.840 --> 00:08:32.040]  不要再找我
[00:08:32.040 --> 00:08:34.040]  我們見過一些頂尖會也是
[00:08:34.040 --> 00:08:35.000]  曾經很熱心侍奉
[00:08:35.000 --> 00:08:37.680]  但去到一段時間什麼都不做
[00:08:37.680 --> 00:08:39.880]  純粹回來教會聚會就算了
[00:08:39.880 --> 00:08:41.840]  他又不是在其他地方有服侍
[00:08:41.840 --> 00:08:47.360]  但他全部完全放棄
[00:08:47.360 --> 00:08:48.440]  先這樣
[00:08:48.440 --> 00:08:50.680]  受不了
[00:08:50.680 --> 00:08:54.560]  覺得上帝不去聽他的禱告
[00:08:54.560 --> 00:08:56.960]  第二件事的測試
[00:08:56.960 --> 00:08:58.440]  求死
[00:08:58.440 --> 00:08:59.480]  第二件事就是
[00:08:59.480 --> 00:09:02.440]  不如你拿了我的命算了
[00:09:02.440 --> 00:09:03.400]  也就是說
[00:09:03.400 --> 00:09:05.960]  求你取我的性命吧
[00:09:05.960 --> 00:09:08.400]  記住這是一個感覺
[00:09:08.400 --> 00:09:10.760]  不是說以利亞就想自殺
[00:09:10.760 --> 00:09:12.720]  以利亞如果想自殺的話
[00:09:12.720 --> 00:09:14.560]  不用四十晝夜
[00:09:14.560 --> 00:09:17.800]  或者不用整天到羅騰樹下
[00:09:17.800 --> 00:09:22.360]  你只要在耶穌的城門口等半天
[00:09:22.360 --> 00:09:23.840]  也不用,等幾個小時
[00:09:23.840 --> 00:09:26.080]  耶西別派兵來追殺你
[00:09:26.080 --> 00:09:27.400]  即死
[00:09:27.400 --> 00:09:29.040]  你用不著逃亡
[00:09:29.040 --> 00:09:31.920]  用不著走到樹底下求死
[00:09:31.920 --> 00:09:33.840]  這是一種感覺
[00:09:33.840 --> 00:09:37.200]  我每個星期日晚上回家的感覺
[00:09:37.200 --> 00:09:39.800]  早上要講道
[00:09:39.800 --> 00:09:40.840]  要開會
[00:09:40.840 --> 00:09:42.160]  回家就是
[00:09:42.160 --> 00:09:43.720]  我真的很想死
[00:09:43.720 --> 00:09:45.200]  真的想死
[00:09:45.200 --> 00:09:47.080]  有沒有想死的感覺
[00:09:47.080 --> 00:09:48.320]  做到癱癱腰
[00:09:48.320 --> 00:09:49.320]  想死
[00:09:49.320 --> 00:09:51.360]  但你不是真的想自殺
[00:09:51.360 --> 00:09:53.360]  以利亞也不是真的想自殺
[00:09:53.360 --> 00:09:55.920]  但他在上帝面前就是想死
[00:09:55.920 --> 00:09:59.960]  我們廣東人叫發負氣
[00:09:59.960 --> 00:10:02.400]  你不如拿命算了
[00:10:02.400 --> 00:10:04.000]  我不想繼續下去
[00:10:04.000 --> 00:10:06.880]  那種感覺
[00:10:06.880 --> 00:10:10.440]  不知道你有沒有試過這種感覺
[00:10:10.440 --> 00:10:14.200]  第三樣就是自責
[00:10:14.200 --> 00:10:16.920]  好像麥兜那些漫畫
[00:10:16.920 --> 00:10:19.960]  我連什麼都不如
[00:10:19.960 --> 00:10:22.640]  因為我不比我的祖先好
[00:10:22.640 --> 00:10:25.720]  開始去比較
[00:10:25.720 --> 00:10:31.640]  特別在侍奉裏面有所謂燃燒的弟兄姊妹
[00:10:31.640 --> 00:10:33.320]  不用我
[00:10:33.320 --> 00:10:35.360]  有另外一個
[00:10:35.360 --> 00:10:38.040]  為什麼一定要找我
[00:10:38.040 --> 00:10:43.680]  自己覺得自己比其他人不好
[00:10:43.680 --> 00:10:45.440]  第四
[00:10:45.440 --> 00:10:48.320]  我叫做頹廢
[00:10:48.320 --> 00:10:52.360]  如果你看整個以利亞的逃亡經歷
[00:10:52.360 --> 00:10:53.920]  很有趣的是
[00:10:53.920 --> 00:10:58.880]  他一時就是狂睡狂吃
[00:10:58.880 --> 00:11:01.240]  一時就是不睡不吃
[00:11:01.240 --> 00:11:04.520]  吃了一餐就四十晝夜
[00:11:04.520 --> 00:11:07.520]  這是我自己
[00:11:07.520 --> 00:11:08.200]  如果你問我
[00:11:08.200 --> 00:11:12.760]  我自己當靈命軟弱的時候
[00:11:12.760 --> 00:11:18.040]  我在睡覺和吃東西裏面
[00:11:18.040 --> 00:11:20.520]  是一個現象
[00:11:20.520 --> 00:11:23.640]  就是狂吃狂睡
[00:11:23.640 --> 00:11:25.600]  或者不吃不睡
[00:11:25.600 --> 00:11:28.440]  你的生活是有顛倒當中
[00:11:28.440 --> 00:11:29.480]  其中一件事
[00:11:29.480 --> 00:11:30.520]  我以前
[00:11:30.520 --> 00:11:33.840]  不是說現在靈命很好
[00:11:33.840 --> 00:11:36.000]  以前當靈命不好的時候
[00:11:36.000 --> 00:11:37.760]  有時候就是打遊戲
[00:11:37.760 --> 00:11:38.960]  打遊戲
[00:11:38.960 --> 00:11:40.960]  麻醉自己
[00:11:40.960 --> 00:11:43.920]  打遊戲打到通宵也好
[00:11:43.920 --> 00:11:45.600]  或者現在通宵不到
[00:11:45.600 --> 00:11:47.000]  現在年紀大
[00:11:47.000 --> 00:11:48.520]  以前當信主沒多久
[00:11:48.520 --> 00:11:49.760]  靈命不好的時候
[00:11:49.760 --> 00:11:51.080]  沉迷打遊戲
[00:11:51.080 --> 00:11:52.280]  我最記得那時候
[00:11:52.280 --> 00:11:54.800]  剛剛回香港侍奉遇到很多挫折
[00:11:54.800 --> 00:11:55.560]  那時候
[00:11:55.560 --> 00:11:58.200]  一九九十年代
[00:11:58.200 --> 00:12:00.440]  八十年代末的時候
[00:12:00.440 --> 00:12:02.280]  我最記得是八九年
[00:12:02.280 --> 00:12:04.800]  我八八年十月回香港侍奉
[00:12:04.800 --> 00:12:05.440]  半年之後
[00:12:05.440 --> 00:12:08.000]  八九年六月就是六四
[00:12:08.000 --> 00:12:10.680]  六四之後很多突然又不回教會
[00:12:10.680 --> 00:12:12.960]  或者很多情緒很高漲
[00:12:12.960 --> 00:12:15.520]  要求牧師出去做感死隊
[00:12:15.520 --> 00:12:20.720]  不做又說你不愛上帝
[00:12:20.720 --> 00:12:22.720]  不爭取公義
[00:12:22.720 --> 00:12:23.720]  很多問題
[00:12:23.720 --> 00:12:26.560]  有一段時間令到我靈命低潮
[00:12:26.560 --> 00:12:29.080]  沒罵人也是自己渣
[00:12:29.080 --> 00:12:31.600]  天天在打三國志
[00:12:31.600 --> 00:12:35.000]  那時候XT、AT的年代
[00:12:35.000 --> 00:12:36.720]  天天在打
[00:12:36.720 --> 00:12:39.120]  打幾天不睡覺都可以
[00:12:39.120 --> 00:12:40.000]  喂
[00:12:40.000 --> 00:12:41.600]  退費
[00:12:41.600 --> 00:12:44.120]  不想做任何事
[00:12:44.120 --> 00:12:45.280]  抗食抗訓
[00:12:45.280 --> 00:12:46.840]  如果你看整段經文
[00:12:46.840 --> 00:12:47.960]  告訴我們
[00:12:47.960 --> 00:12:48.920]  又吃又喝
[00:12:48.920 --> 00:12:51.760]  然後又走很遠的路程
[00:12:51.760 --> 00:12:52.520]  然後
[00:12:52.520 --> 00:12:53.840]  喝了吃了
[00:12:53.840 --> 00:12:56.160]  就走了四十晝夜
[00:12:56.160 --> 00:12:57.800]  去到荷列山
[00:12:57.800 --> 00:13:02.040]  如果你看這幅聖經地圖
[00:13:02.040 --> 00:13:03.520]  你看到就是
[00:13:03.520 --> 00:13:04.560]  在加密山
[00:13:04.560 --> 00:13:05.960]  他走一天的路程
[00:13:05.960 --> 00:13:07.840]  從耶穌走一天的路程
[00:13:07.840 --> 00:13:09.440]  去到羅藤樹下
[00:13:09.440 --> 00:13:11.960]  然後去到荷列山
[00:13:11.960 --> 00:13:14.000]  走了四十晝夜
[00:13:14.000 --> 00:13:15.600]  荷列山即是西奈山
[00:13:15.600 --> 00:13:18.520]  西奈山就是在西奈半島的南端
[00:13:18.520 --> 00:13:20.920]  就是摩西上去拿法板
[00:13:20.920 --> 00:13:23.440]  和頒佈十誡的地方
[00:13:23.440 --> 00:13:27.640]  也是上帝呼召和應許摩西的地方
[00:13:27.640 --> 00:13:30.560]  如果你照地圖去看
[00:13:30.560 --> 00:13:34.840]  由耶穌列去荷列山
[00:13:34.840 --> 00:13:39.120]  就是二百六十里
[00:13:39.120 --> 00:13:41.520]  由耶穌列去到羅藤樹
[00:13:41.520 --> 00:13:43.200]  走了一天就要看聖經
[00:13:43.200 --> 00:13:47.160]  如果你信聖經的 literal meaning
[00:13:47.160 --> 00:13:50.600]  即是文字上所說的不是虛數
[00:13:50.600 --> 00:13:51.840]  是真實的數字
[00:13:51.840 --> 00:13:52.720]  他走了四十晝夜
[00:13:52.720 --> 00:13:57.480]  即是由耶穌列去到荷列山走了四十一天
[00:13:57.480 --> 00:14:00.760]  由耶穌列去到荷列山是二百六十里
[00:14:00.760 --> 00:14:02.840]  即是英里
[00:14:02.840 --> 00:14:05.360]  如果你照地圖去看
[00:14:05.360 --> 00:14:08.200]  其實不用四十晝夜可以走到
[00:14:08.200 --> 00:14:10.120]  你想想二百六十除以四十一
[00:14:10.120 --> 00:14:14.080]  即是每天走六里很簡單
[00:14:14.080 --> 00:14:16.000]  我現在的膝蓋不好
[00:14:16.000 --> 00:14:21.800]  我走路一小時可以走兩三里
[00:14:21.800 --> 00:14:26.120]  再走慢一點一小時可以走兩里
[00:14:26.120 --> 00:14:30.680]  你想想他一天才走到六里多
[00:14:30.680 --> 00:14:32.720]  其實他不是真的
[00:14:32.720 --> 00:14:36.280]  好像聖經看下去好像他狂奔
[00:14:36.280 --> 00:14:38.080]  即是狂奔去荷列山
[00:14:38.080 --> 00:14:40.200]  神催促他其實不是
[00:14:40.200 --> 00:14:43.080]  我們廣東話叫做「赤走」
[00:14:43.080 --> 00:14:44.280]  即是他赤走
[00:14:44.280 --> 00:14:47.200]  即是他慢慢走走
[00:14:47.200 --> 00:14:49.640]  睡覺吃飯又走走
[00:14:49.640 --> 00:14:51.960]  吃完東西之後他又走
[00:14:51.960 --> 00:14:53.880]  走了四十晝夜看他沒有再吃東西
[00:14:53.880 --> 00:14:55.880]  聖經記載到漲著那個力
[00:14:55.880 --> 00:14:57.880]  但他一樣走得很慢
[00:14:57.880 --> 00:14:59.440]  一天走六里
[00:14:59.440 --> 00:15:02.720]  即是他是龜速地走
[00:15:02.720 --> 00:15:04.920]  我叫赤走
[00:15:04.920 --> 00:15:06.600]  結果就走了到荷列山
[00:15:06.600 --> 00:15:08.240]  很多先知都是這樣的
[00:15:08.240 --> 00:15:12.080]  如果記得若拿都是怯場
[00:15:12.080 --> 00:15:18.040]  隨便在利利微怯場算了
[00:15:18.040 --> 00:15:20.200]  上帝叫我就這樣做
[00:15:20.200 --> 00:15:23.360]  有些聖經裡面的人物都是這樣的
[00:15:23.360 --> 00:15:25.600]  因為調戲不順
[00:15:25.600 --> 00:15:27.040]  他根本不想做
[00:15:27.040 --> 00:15:29.960]  但上帝叫他又不可以不做
[00:15:29.960 --> 00:15:31.440]  他知道上帝是真實的
[00:15:31.440 --> 00:15:32.920]  不可以離開上帝
[00:15:32.920 --> 00:15:35.200]  但另一方面是自己來不來不可
[00:15:35.200 --> 00:15:41.160]  於是他就不斷做了就算了
[00:15:41.160 --> 00:15:45.560]  所以他就走到荷列山的上面
[00:15:45.560 --> 00:15:47.760]  但去到之後又怎樣呢
[00:15:47.760 --> 00:15:50.880]  他就躲在一個洞裡
[00:15:50.880 --> 00:15:56.120]  這也是很多寧命枯乾或軟弱的弟兄姊妹
[00:15:56.120 --> 00:15:57.880]  其中一個現象就是
[00:15:57.880 --> 00:16:01.040]  我們不想見人
[00:16:01.040 --> 00:16:02.960]  玩失蹤
[00:16:02.960 --> 00:16:07.640]  我們不想見人是因為我們不想見上帝
[00:16:07.640 --> 00:16:08.760]  不是上帝不在
[00:16:08.760 --> 00:16:11.280]  我們知道上帝在
[00:16:11.280 --> 00:16:12.400]  但我們不想見
[00:16:12.400 --> 00:16:15.760]  因為肯定有些事令你生上帝的氣
[00:16:15.760 --> 00:16:17.880]  可能你犯罪離開上帝
[00:16:17.880 --> 00:16:21.800]  可能你不同意上帝所做的某些事
[00:16:21.800 --> 00:16:23.920]  就像阿當為何要躲起來
[00:16:23.920 --> 00:16:25.640]  上帝無所不在
[00:16:25.640 --> 00:16:27.840]  躲起來都可以去哪
[00:16:27.840 --> 00:16:31.360]  為何若拿要逃走
[00:16:31.360 --> 00:16:34.320]  我們可以去哪
[00:16:34.320 --> 00:16:35.920]  為何他要躲在一個洞裡
[00:16:35.920 --> 00:16:41.040]  你可以逃避到耶和華向你說話
[00:16:41.040 --> 00:16:42.680]  不是
[00:16:42.680 --> 00:16:45.160]  但我們不想見他
[00:16:45.160 --> 00:16:46.640]  不想見他也有一個出現
[00:16:46.640 --> 00:16:48.960]  就是我們不想見弟兄姊妹
[00:16:48.960 --> 00:16:51.320]  因為見到這班人不單止是眼淵
[00:16:51.320 --> 00:16:53.720]  也提醒我們我們屬於一個群體
[00:16:53.720 --> 00:16:54.880]  弟兄姊妹會問你
[00:16:54.880 --> 00:16:57.440]  你也不想再虛假告訴別人
[00:16:57.440 --> 00:17:00.440]  我最近的靈力很好
[00:17:00.440 --> 00:17:01.560]  所以我們也不想見
[00:17:01.560 --> 00:17:04.640]  不想別人找我們
[00:17:04.640 --> 00:17:09.320]  我們就躲起來不想見人
[00:17:09.320 --> 00:17:11.080]  我記得在香港
[00:17:11.080 --> 00:17:17.400]  我其中一個靈明最低谷的時間
[00:17:17.400 --> 00:17:22.520]  有幾天躲起來不見人
[00:17:22.520 --> 00:17:25.640]  發脾氣向上帝
[00:17:25.640 --> 00:17:30.000]  最慘是你又知道上帝是真的
[00:17:30.000 --> 00:17:31.680]  你又夢照做了傳道人
[00:17:31.680 --> 00:17:32.840]  不可以回頭
[00:17:32.840 --> 00:17:36.560]  當然可以
[00:17:36.560 --> 00:17:37.840]  你有時也會想
[00:17:37.840 --> 00:17:39.360]  當靈明低潮的時候
[00:17:39.360 --> 00:17:40.960]  不如不想見人
[00:17:40.960 --> 00:17:44.280]  自己離開
[00:17:44.280 --> 00:17:47.640]  實際上就是不想見人躲起來
[00:17:47.640 --> 00:17:53.360]  為何我會有這樣的情況
[00:17:53.360 --> 00:17:56.880]  我覺得上帝不信實
[00:17:56.880 --> 00:18:01.000]  因為當時我信主二十多年
[00:18:01.000 --> 00:18:04.480]  但我媽媽仍然不肯信耶穌
[00:18:04.480 --> 00:18:07.200]  雖然我用盡一切的方法
[00:18:07.200 --> 00:18:09.680]  在家裡盡我自己的本分
[00:18:09.680 --> 00:18:11.160]  做見證
[00:18:11.160 --> 00:18:14.960]  每天為她信主祈禱
[00:18:14.960 --> 00:18:18.640]  但一直我媽媽也不肯信
[00:18:18.640 --> 00:18:21.520]  更變本加厲的是
[00:18:21.520 --> 00:18:24.320]  你知道老人家經常餓
[00:18:24.320 --> 00:18:30.080]  去教會、酒店、教會事理家
[00:18:30.080 --> 00:18:35.360]  受浸了梁門祖宗十八代母傳人
