
[00:00:00.000 --> 00:00:04.000]  今日我講到的題目是「基督為首」
[00:02:06.000 --> 00:02:09.000]  仍然要跟隨耶穌
[00:02:09.000 --> 00:02:15.000]  最後當耶穌要面向耶路撒冷
[00:02:15.000 --> 00:02:19.000]  要為所有犯罪的人
[00:02:19.000 --> 00:02:22.000]  釘十字架的時候
[00:02:22.000 --> 00:02:27.000]  耶穌就和他的門徒和跟隨他的人
[00:02:27.000 --> 00:02:33.000]  說了剛才我們姐妹讀給我們聽的一段經文
[00:02:33.000 --> 00:02:36.000]  這段經文是《路加福音》十四章
[00:02:36.000 --> 00:02:38.000]  剛才我們都讀過
[00:02:38.000 --> 00:02:44.000]  這段經文也是耶穌很語重心長
[00:02:44.000 --> 00:02:50.000]  很不客氣地和他們說了這段話
[00:02:50.000 --> 00:02:55.000]  這段話就是有很多人跟隨耶穌的時候
[00:02:55.000 --> 00:02:57.000]  耶穌就告訴他們
[00:02:57.000 --> 00:03:04.000]  如果你們不愛我
[00:03:04.000 --> 00:03:09.000]  勝過愛自己的父母、妻子、兒女、姐妹等等
[00:03:09.000 --> 00:03:11.000]  就不能作我的門徒
[00:03:11.000 --> 00:03:14.000]  最後他說無論什麼人
[00:03:14.000 --> 00:03:16.000]  若不撇下一切所有的
[00:03:16.000 --> 00:03:19.000]  就不能作我的門徒
[00:03:19.000 --> 00:03:21.000]  各位弟兄姊妹
[00:03:21.000 --> 00:03:26.000]  不知道你們讀完這段經文有什麼感想
[00:03:26.000 --> 00:03:30.000]  我們會不會覺得
[00:03:30.000 --> 00:03:33.000]  耶穌讀這段經文
[00:03:33.000 --> 00:03:36.000]  就是告訴我們這段經文
[00:03:36.000 --> 00:03:39.000]  很不近人情
[00:03:39.000 --> 00:03:42.000]  我們都很苛刻
[00:03:42.000 --> 00:03:45.000]  我們心裏面都有些不舒服
[00:03:45.000 --> 00:03:52.000]  有些覺得有些猶豫
[00:03:52.000 --> 00:03:55.000]  不盼望我今天都能夠
[00:03:55.000 --> 00:03:59.000]  將這段經文和大家一起分享
[00:03:59.000 --> 00:04:02.000]  和大家一起作為一個挑戰
[00:04:02.000 --> 00:04:04.000]  以致我們今天
[00:04:04.000 --> 00:04:06.000]  我們能夠用這段經文
[00:04:06.000 --> 00:04:08.000]  反省我們信仰的生命
[00:04:08.000 --> 00:04:14.000]  並且挑戰我們人生的價值觀
[00:04:14.000 --> 00:04:19.000]  讓我們都能夠讀過這段經文之後
[00:04:19.000 --> 00:04:21.000]  我們了解這段經文之後
[00:04:21.000 --> 00:04:25.000]  我們能夠毫不猶豫地跟隨耶穌
[00:04:25.000 --> 00:04:28.000]  並且能夠讓耶穌居首位
[00:04:28.000 --> 00:04:34.000]  我們什麼事情都跟著耶穌的旨意來做
[00:04:34.000 --> 00:04:37.000]  在這段經文裏面
[00:04:37.000 --> 00:04:39.000]  我都想從三方面
[00:04:39.000 --> 00:04:44.000]  來看看經文給我們有什麼提醒
[00:04:44.000 --> 00:04:47.000]  在第一方面
[00:04:47.000 --> 00:04:51.000]  當我們檢視我們屬靈的生命的時候
[00:04:51.000 --> 00:04:53.000]  有時我們都覺得
[00:04:53.000 --> 00:04:56.000]  我們的信仰生命很膚淺
[00:04:56.000 --> 00:04:58.000]  我們接受耶穌基督的時候
[00:04:58.000 --> 00:05:01.000]  我們知道耶穌基督是一位真神
[00:05:01.000 --> 00:05:03.000]  耶穌基督是為我釘十字架
[00:05:03.000 --> 00:05:07.000]  耶穌基督是感動我來跟隨祂
[00:05:07.000 --> 00:05:10.000]  耶穌基督又是和藹可親
[00:05:10.000 --> 00:05:12.000]  是我們天上的父親
[00:05:12.000 --> 00:05:16.000]  而且耶穌常常在聖經裏說
[00:05:16.000 --> 00:05:18.000]  凡勞苦擔重擔的人
[00:05:18.000 --> 00:05:20.000]  可以到我這裏來
[00:05:20.000 --> 00:05:22.000]  我就使你們得享安息
[00:05:22.000 --> 00:05:24.000]  耶穌又說
[00:05:24.000 --> 00:05:26.000]  這個世界有苦難
[00:05:26.000 --> 00:05:28.000]  但是你們不用擔心
[00:05:28.000 --> 00:05:31.000]  因為我已經勝過這個世界
[00:05:31.000 --> 00:05:33.000]  各位弟兄姊妹
[00:05:33.000 --> 00:05:34.000]  當我們今天的人生
[00:05:34.000 --> 00:05:36.000]  我們有壓力
[00:05:36.000 --> 00:05:38.000]  我們有重擔
[00:05:38.000 --> 00:05:40.000]  我們有困難
[00:05:40.000 --> 00:05:42.000]  我們都聽到耶穌這樣說的時候
[00:05:42.000 --> 00:05:44.000]  我們心裏面都很安恕
[00:05:44.000 --> 00:05:46.000]  我們來投靠耶穌
[00:05:46.000 --> 00:05:48.000]  但是各位弟兄姊妹
[00:05:48.000 --> 00:05:50.000]  我們都知道跟隨耶穌
[00:05:50.000 --> 00:05:54.000]  是不是只有耶穌為我們解決問題呢
[00:05:54.000 --> 00:05:58.000]  我們有沒有想過為基督受苦這件事呢
[00:05:58.000 --> 00:06:01.000]  在幾年之前
[00:06:01.000 --> 00:06:05.000]  我們教會有一個小弟兄
[00:06:05.000 --> 00:06:08.000]  他讀了信仰班浸禮班
[00:06:08.000 --> 00:06:10.000]  就說要浸禮加入教會
[00:06:10.000 --> 00:06:12.000]  我們說你年紀很小
[00:06:12.000 --> 00:06:13.000]  只有16歲
[00:06:13.000 --> 00:06:16.000]  你要回去問一下你爸爸媽媽
[00:06:16.000 --> 00:06:18.000]  看他給不給你浸禮
[00:06:18.000 --> 00:06:22.000]  這個小弟兄就回去問爸爸媽媽
[00:06:22.000 --> 00:06:24.000]  他爸爸媽媽一口贊成
[00:06:24.000 --> 00:06:25.000]  他說好啊
[00:06:25.000 --> 00:06:27.000]  你去信耶穌
[00:06:27.000 --> 00:06:29.000]  宗教都是導人向善
[00:06:29.000 --> 00:06:32.000]  所以你回教會會乖一點
[00:06:32.000 --> 00:06:33.000]  你不會學壞
[00:06:33.000 --> 00:06:35.000]  所以我很放心
[00:06:35.000 --> 00:06:37.000]  你去教會又有寄託
[00:06:37.000 --> 00:06:38.000]  很好
[00:06:38.000 --> 00:06:40.000]  但是他加了一句
[00:06:40.000 --> 00:06:42.000]  他說你信耶穌
[00:06:42.000 --> 00:06:44.000]  不要信得這麼沉迷
[00:06:44.000 --> 00:06:46.000]  不要信得這麼沉迷
[00:06:46.000 --> 00:06:49.000]  他說只是去一下崇拜就行了
[00:06:49.000 --> 00:06:52.000]  不要整天都回教會
[00:06:52.000 --> 00:06:54.000]  不要這麼沉迷
[00:06:54.000 --> 00:06:56.000]  各位弟兄姊妹
[00:06:56.000 --> 00:06:58.000]  我想想我們
[00:06:58.000 --> 00:07:00.000]  有時我們的屬靈生命
[00:07:00.000 --> 00:07:02.000]  都是留在這個境況當中
[00:07:02.000 --> 00:07:06.000]  我們只是想做一個平平凡凡的信徒
[00:07:06.000 --> 00:07:07.000]  每個星期日回來
[00:07:07.000 --> 00:07:11.000]  我們坐在教會的最後後面角落
[00:07:11.000 --> 00:07:14.000]  我們回來之後
[00:07:14.000 --> 00:07:17.000]  有沒有人見到你們就走了
[00:07:17.000 --> 00:07:18.000]  我們沒有參加團契
[00:07:18.000 --> 00:07:21.000]  我們沒有參加其他的事情
[00:07:21.000 --> 00:07:24.000]  我們都是做一個平凡的教徒
[00:07:24.000 --> 00:07:26.000]  有些弟兄姊妹
[00:07:26.000 --> 00:07:29.000]  我們都知道
[00:07:29.000 --> 00:07:33.000]  他們都是很羨慕一些屬靈的偉人
[00:07:33.000 --> 00:07:35.000]  很羨慕一些做牧師的人
[00:07:35.000 --> 00:07:37.000]  做傳道的人
[00:07:37.000 --> 00:07:43.000]  我們牧師有什麼困難
[00:07:43.000 --> 00:07:45.000]  我們幫他解決
[00:07:45.000 --> 00:07:50.000]  但是他們很尊敬這些屬靈的偉人
[00:07:50.000 --> 00:07:54.000]  大德生、馬禮信、黃明道
[00:07:54.000 --> 00:07:58.000]  他們聽過覺得這些人很好
[00:07:58.000 --> 00:08:02.000]  於是就看他們的自傳
[00:08:02.000 --> 00:08:05.000]  但是他們永遠不會跟隨
[00:08:05.000 --> 00:08:10.000]  他們的樣式來走
[00:08:10.000 --> 00:08:14.000]  在幾年之前
[00:08:14.000 --> 00:08:18.000]  我認識一對基督徒夫婦
[00:08:18.000 --> 00:08:21.000]  她一生都信耶穌
[00:08:21.000 --> 00:08:24.000]  但是她的兒子三十歲
[00:08:24.000 --> 00:08:26.000]  來跟她說
[00:08:26.000 --> 00:08:27.000]  他說爸爸媽媽
[00:08:27.000 --> 00:08:32.000]  我信耶穌十年了
[00:08:32.000 --> 00:08:35.000]  我現在神父召我要去讀神學
[00:08:35.000 --> 00:08:41.000]  所以我要放下我工作去讀神學
[00:08:41.000 --> 00:08:43.000]  她爸爸媽媽怎麼說呢
[00:08:43.000 --> 00:08:46.000]  他說做牧師、做傳道人
[00:08:46.000 --> 00:08:48.000]  很多人會做的
[00:08:48.000 --> 00:08:49.000]  很多人會做
[00:08:49.000 --> 00:08:51.000]  做宣教士很多人去做
[00:08:51.000 --> 00:08:53.000]  不用你做的
[00:08:53.000 --> 00:08:56.000]  你還是做你的CEO就好了
[00:08:56.000 --> 00:09:01.000]  繼續在你的公司做就行了
[00:09:01.000 --> 00:09:03.000]  因為你有好的職業
[00:09:03.000 --> 00:09:05.000]  傳道人很多人去做的
[00:09:05.000 --> 00:09:07.000]  你不用做
[00:09:07.000 --> 00:09:13.000]  我們覺得這一對已經是基督徒的夫婦
[00:09:13.000 --> 00:09:18.000]  她們的信仰都是留於一些膚淺的地步上
[00:09:18.000 --> 00:09:22.000]  不同意她的兒子來做傳道人
[00:09:22.000 --> 00:09:23.000]  各位弟兄姊妹
[00:09:23.000 --> 00:09:29.000]  我們都盼望我們的信仰
[00:09:29.000 --> 00:09:34.000]  不要停留在一些膚淺的地步
[00:09:34.000 --> 00:09:37.000]  或者我們不要停留在我們初信的境況
[00:09:37.000 --> 00:09:41.000]  或者我們不要停留在一些安書的境界
[00:09:41.000 --> 00:09:43.000]  我們要盡心
[00:09:43.000 --> 00:09:45.000]  我們要不斷盡心
[00:09:45.000 --> 00:09:48.000]  在我自己的經驗裏面
[00:09:48.000 --> 00:09:52.000]  我覺得唯有我們每一天讀經祈禱
[00:09:52.000 --> 00:09:55.000]  我們每一天去有好的靈修
[00:09:55.000 --> 00:09:58.000]  我們親近神
[00:09:58.000 --> 00:10:03.000]  我們才能夠過一個有更生的人生
[00:10:03.000 --> 00:10:07.000]  我們才能夠被主去更生我們的生命
[00:10:07.000 --> 00:10:10.000]  以致我們的生命是常常親近神
[00:10:10.000 --> 00:10:13.000]  我們的生命就不斷來的長進
[00:10:13.000 --> 00:10:16.000]  我們就能夠體貼主的心
[00:10:16.000 --> 00:10:18.000]  各位弟兄姊妹
[00:10:18.000 --> 00:10:22.000]  盼望我們真的不要去
[00:10:22.000 --> 00:10:26.000]  只是滿足於做一個平平凡凡的信徒
[00:10:26.000 --> 00:10:30.000]  讓我們都能夠參與教會的侍奉
[00:10:30.000 --> 00:10:34.000]  參與投入教會的團契裏面
[00:10:34.000 --> 00:10:37.000]  以致我們能夠去成長
[00:10:37.000 --> 00:10:43.000]  在第二方面,這段經文切切實實的告訴我們
[00:10:43.000 --> 00:10:46.000]  這段經文切切實實的告訴我們
[00:10:46.000 --> 00:10:51.000]  我們要將基督的事情擺在首位
[00:10:51.000 --> 00:10:53.000]  在重要的位置裏面
[00:10:53.000 --> 00:10:56.000]  神給我們的感動
[00:10:56.000 --> 00:10:57.000]  給我們的啟示
[00:10:57.000 --> 00:10:59.000]  給我們的意象
[00:10:59.000 --> 00:11:01.000]  我們一定要擺在首位
[00:11:01.000 --> 00:11:07.000]  我時時都去探一些基督徒的家庭
[00:11:07.000 --> 00:11:10.000]  當我去到他們家庭當中的時候
[00:11:10.000 --> 00:11:14.000]  我時時都見到他們有很多牌匾掛在客廳裏
[00:11:14.000 --> 00:11:16.000]  基督是我家之首
[00:11:16.000 --> 00:11:19.000]  或者基督是我家之主
[00:11:19.000 --> 00:11:20.000]  基督為首
[00:11:20.000 --> 00:11:22.000]  這些牌匾都掛在這裏
[00:11:22.000 --> 00:11:24.000]  我自己家裏都有
[00:11:24.000 --> 00:11:26.000]  但有時我都會覺得
[00:11:26.000 --> 00:11:29.000]  我需要去檢視一下
[00:11:29.000 --> 00:11:33.000]  我們真的有沒有將基督擺在首位呢?
[00:11:33.000 --> 00:11:36.000]  最近我去探望一位長者
[00:11:36.000 --> 00:11:38.000]  這位長者都八十幾歲
[00:11:38.000 --> 00:11:45.000]  這位長者都是走路吃得精神好
[00:11:45.000 --> 00:11:49.000]  但都有腦退化症
[00:11:49.000 --> 00:11:53.000]  她的姊妹就問
[00:11:53.000 --> 00:11:56.000]  你認不認得蔡姑娘?
[00:11:56.000 --> 00:11:59.000]  我看看之後她說不認得
[00:11:59.000 --> 00:12:01.000]  她說現在很對不起
[00:12:01.000 --> 00:12:04.000]  我連我的子女都不認得
[00:12:04.000 --> 00:12:07.000]  我現在只有認識耶穌
[00:12:07.000 --> 00:12:10.000]  只有耶穌我認得
[00:12:10.000 --> 00:12:12.000]  我聽了之後非常感動
[00:12:12.000 --> 00:12:16.000]  我覺得這位姊妹信主一生
[00:12:16.000 --> 00:12:19.000]  必定是將基督擺在首位
[00:12:19.000 --> 00:12:21.000]  這些她年老的時候
[00:12:21.000 --> 00:12:22.000]  甚麼都不記得
[00:12:22.000 --> 00:12:24.000]  就是記得基督
[00:12:24.000 --> 00:12:26.000]  盼望我們都是這樣
[00:12:26.000 --> 00:12:30.000]  盼望我們到年紀老的時候
[00:12:30.000 --> 00:12:32.000]  讓我們都能夠真是
[00:12:32.000 --> 00:12:35.000]  基督都是在我們的首位
[00:12:35.000 --> 00:12:37.000]  我們都尊基督為首
[00:12:37.000 --> 00:12:41.000]  有一次有一個姊妹講一個見證
[00:12:41.000 --> 00:12:42.000]  這位姊妹就說
[00:12:42.000 --> 00:12:47.000]  她在晚上十一點鐘回家
[00:12:47.000 --> 00:12:50.000]  回到一條經過一條很黑的街
[00:12:50.000 --> 00:12:52.000]  突然間有一個賊
[00:12:52.000 --> 00:12:54.000]  拿著一支刀指著她
[00:12:54.000 --> 00:13:00.000]  叫她把財物和項鏈戒指給他
[00:13:00.000 --> 00:13:05.000]  這位姊妹一下就跪在地上祈禱
[00:13:05.000 --> 00:13:07.000]  她說耶穌救我
[00:13:07.000 --> 00:13:09.000]  講完這幾個字之後
[00:13:09.000 --> 00:13:10.000]  她張開眼睛
[00:13:10.000 --> 00:13:14.000]  不見了那個賊
[00:13:14.000 --> 00:13:17.000]  她到今天都不知道那個賊為甚麼會走了
[00:13:17.000 --> 00:13:19.000]  不知道為甚麼會走了
[00:13:19.000 --> 00:13:22.000]  我自己的看法就是
[00:13:22.000 --> 00:13:26.000]  這位姊妹也是一定將基督擺在首位
[00:13:26.000 --> 00:13:29.000]  如果不是在這麼危急的關頭
[00:13:29.000 --> 00:13:32.000]  怎會突然間跪下祈禱呢
[00:13:32.000 --> 00:13:35.000]  我們不將基督擺在首位
[00:13:35.000 --> 00:13:37.000]  我們在這麼危急的關頭
[00:13:37.000 --> 00:13:39.000]  想想我走去哪個方向呢
[00:13:39.000 --> 00:13:41.000]  我走這邊好還是走那邊好呢
[00:13:41.000 --> 00:13:44.000]  我應該怎樣做呢
[00:13:44.000 --> 00:13:46.000]  我們不懂求神的
[00:13:46.000 --> 00:13:49.000]  但唯有將基督擺在首位
[00:13:49.000 --> 00:13:52.000]  我們才懂得在這麼危急的關頭
[00:13:52.000 --> 00:13:54.000]  突然間跪下祈禱
[00:13:54.000 --> 00:13:57.000]  真的非常好
[00:13:57.000 --> 00:14:02.000]  盼望我們能夠將基督擺在我們的首位
[00:14:02.000 --> 00:14:05.000]  以致我們無論甚麼事情發生
[00:14:05.000 --> 00:14:09.000]  我們第一件事情都是知道去找耶穌
[00:14:09.000 --> 00:14:12.000]  其實在很少的事情上
[00:14:12.000 --> 00:14:16.000]  都要將基督擺在首位
[00:14:16.000 --> 00:14:19.000]  我教會的長者
[00:14:19.000 --> 00:14:21.000]  我教一班的長者
[00:14:21.000 --> 00:14:23.000]  女傳道會的長者
[00:14:23.000 --> 00:14:25.000]  他們是很好的
[00:14:25.000 --> 00:14:27.000]  他說他們時時都要去
[00:14:27.000 --> 00:14:29.000]  雖然他們年紀大
[00:14:29.000 --> 00:14:31.000]  但身體好要覆診
[00:14:31.000 --> 00:14:33.000]  他就跟醫生說
[00:14:33.000 --> 00:14:36.000]  你千萬不要排我禮拜一、禮拜二、禮拜三、禮拜四
[00:14:36.000 --> 00:14:38.000]  不要排我的日子
[00:14:38.000 --> 00:14:42.000]  因為這些日子1、2、3、4都可以排
[00:14:42.000 --> 00:14:44.000]  只是不要排禮拜五
[00:14:44.000 --> 00:14:46.000]  因為我禮拜五要回教會
[00:14:46.000 --> 00:14:48.000]  有女傳道會
[00:14:48.000 --> 00:14:50.000]  所以我們這些姐妹
[00:14:50.000 --> 00:14:51.000]  個個都要去覆診
[00:14:51.000 --> 00:14:53.000]  但是他們個個都不給
[00:14:53.000 --> 00:14:58.000]  都是要求不要排她的覆診在禮拜五
[00:14:58.000 --> 00:15:00.000]  我又很欣賞這些姐妹
[00:15:00.000 --> 00:15:02.000]  我覺得這些姐妹真的很好
[00:15:02.000 --> 00:15:04.000]  在一些小的事情上
[00:15:04.000 --> 00:15:06.000]  覆診一些很簡單的事情上
[00:15:06.000 --> 00:15:08.000]  她都擺基督為首
[00:15:08.000 --> 00:15:11.000]  她都要先做敬拜
[00:15:11.000 --> 00:15:14.000]  星期一、二、三、四可以去看醫生
[00:15:14.000 --> 00:15:16.000]  星期五我要敬拜
[00:15:16.000 --> 00:15:20.000]  我覺得這些姐妹都是將神擺首位
[00:15:20.000 --> 00:15:21.000]  非常好
[00:15:21.000 --> 00:15:23.000]  各位弟兄姊妹
[00:15:23.000 --> 00:15:26.000]  我講了幾個一些人的見證
[00:15:26.000 --> 00:15:30.000]  我都要講一下我自己的見證
[00:15:30.000 --> 00:15:32.000]  雖然跟大家不太熟
[00:15:32.000 --> 00:15:35.000]  不過我都想講一點我自己的見證
[00:15:35.000 --> 00:15:37.000]  在年輕的時候
[00:15:37.000 --> 00:15:40.000]  我都遇見一個很心儀的男士
[00:15:40.000 --> 00:15:44.000]  這個男士樣樣都非常好的
[00:15:44.000 --> 00:15:45.000]  又有好的學問
[00:15:45.000 --> 00:15:47.000]  有好的背景
[00:15:47.000 --> 00:15:48.000]  有好的職業
[00:15:48.000 --> 00:15:49.000]  有好的操守
[00:15:49.000 --> 00:15:52.000]  不吸煙、不喝酒各樣都是很好的
[00:15:52.000 --> 00:15:55.000]  在我看來是近乎完美的
[00:15:55.000 --> 00:16:00.000]  但是這個人只有一樣不好
[00:16:00.000 --> 00:16:03.000]  大家都知道他有什麼不好
[00:16:03.000 --> 00:16:07.000]  我覺得一段時間之後
[00:16:07.000 --> 00:16:09.000]  他都不肯回教會
[00:16:09.000 --> 00:16:12.000]  也都對宗教有很大的反感
[00:16:12.000 --> 00:16:16.000]  我家人也都對宗教有很大的反感
[00:16:16.000 --> 00:16:18.000]  所以我就要覺得
[00:16:18.000 --> 00:16:20.000]  一段時間之後我要做一個決定
[00:16:20.000 --> 00:16:23.000]  我決定是跟隨耶穌
[00:16:23.000 --> 00:16:26.000]  還是跟隨這位男士呢
[00:16:26.000 --> 00:16:29.000]  我覺得在這個底下
[00:16:29.000 --> 00:16:33.000]  我就作出了決定
[00:16:33.000 --> 00:16:37.000]  雖然到今天我仍然都是單身
[00:16:37.000 --> 00:16:40.000]  但是我從來沒有後悔
[00:16:40.000 --> 00:16:43.000]  從來沒有後悔過我昔日的決定
[00:16:43.000 --> 00:16:47.000]  昔日的決定到今天我都覺得沒有後悔
[00:16:47.000 --> 00:16:50.000]  因為神給我實在很多很多的恩典
[00:16:50.000 --> 00:16:54.000]  因為我以基督為首
[00:16:54.000 --> 00:16:57.000]  所以神給我很多很多的恩典
[00:16:57.000 --> 00:17:00.000]  給我很多很多的祝福
[00:17:00.000 --> 00:17:05.000]  以致我覺得神的祝福是超過我所想所求
[00:17:05.000 --> 00:17:07.000]  各位弟兄姊妹
[00:17:07.000 --> 00:17:11.000]  我們怎樣才能夠把基督放在首位呢
[00:17:11.000 --> 00:17:13.000]  我自己就覺得
[00:17:13.000 --> 00:17:16.000]  我們要覺得耶穌基督真是最好
[00:17:16.000 --> 00:17:17.000]  是最好
[00:17:17.000 --> 00:17:21.000]  保羅在《肥蘭比書》說過一句話
[00:17:21.000 --> 00:17:24.000]  他說:我也將萬事當作有損的
[00:17:24.000 --> 00:17:29.000]  因我已認識我主耶穌基督為至寶
[00:17:29.000 --> 00:17:34.000]  因為我在保羅的經歷裏
[00:17:34.000 --> 00:17:39.000]  他覺得耶穌基督在他心目當中是最寶貴的
[00:17:39.000 --> 00:17:46.000]  所以他就願意將萬事都將耶穌放在首位
[00:17:46.000 --> 00:17:49.000]  如果我們不是覺得耶穌的計劃是最好
[00:17:49.000 --> 00:17:51.000]  耶穌的決定是最好
[00:17:51.000 --> 00:17:53.000]  耶穌給我們的是最好
[00:17:53.000 --> 00:17:55.000]  如果我們沒有這個體會
[00:17:55.000 --> 00:18:01.000]  我們不能夠將凡事都以基督為首
[00:18:01.000 --> 00:18:04.000]  另外有一樣
[00:18:04.000 --> 00:18:08.000]  我自己很喜歡在《馬克福音》12章
[00:18:08.000 --> 00:18:10.000]  有一句經文就是說
[00:18:10.000 --> 00:18:13.000]  你要盡心盡性盡義盡力
[00:18:13.000 --> 00:18:15.000]  愛主你的神
[00:18:15.000 --> 00:18:18.000]  其次受使說要愛人如己
[00:18:18.000 --> 00:18:22.000]  我覺得我的恩賜不多
[00:18:22.000 --> 00:18:27.000]  但是我覺得神交付給我的事
[00:18:27.000 --> 00:18:28.000]  我是盡心去做的
[00:18:28.000 --> 00:18:32.000]  雖然做出來不是一百分
[00:18:32.000 --> 00:18:35.000]  做出來的可能只有七十分
[00:18:35.000 --> 00:18:38.000]  但是我已經用盡我所有的能力去做
[00:18:38.000 --> 00:18:41.000]  所以我是盡心盡事
[00:18:41.000 --> 00:18:44.000]  盡心盡性盡義盡力愛主
[00:18:44.000 --> 00:18:47.000]  我也是神交付給我的事
[00:18:47.000 --> 00:18:48.000]  給我的使命
[00:18:48.000 --> 00:18:50.000]  我是盡心去做
[00:18:50.000 --> 00:18:55.000]  各位弟兄姊妹我們要盡心去為主作供
[00:18:55.000 --> 00:18:59.000]  我們要知道耶穌基督是最寶貴的
[00:18:59.000 --> 00:19:04.000]  所以我們才能夠將耶穌擺在我們的首位
[00:19:04.000 --> 00:19:07.000]  我們才能夠將耶穌基督擺在我們的首位
[00:19:07.000 --> 00:19:10.000]  第三方面
[00:19:10.000 --> 00:19:15.000]  第三方面我們要講到負上代價
[00:19:15.000 --> 00:19:22.000]  我們都在剛才姊妹讀了一段經文給我們聽
[00:19:22.000 --> 00:19:25.000]  這段經文都講到建樓
[00:19:25.000 --> 00:19:28.000]  如果你不夠錢就不要建了
[00:19:28.000 --> 00:19:30.000]  因為建到一半買不到尾
[00:19:30.000 --> 00:19:32.000]  人家會笑的
[00:19:32.000 --> 00:19:35.000]  爛尾樓人家會笑你
[00:19:35.000 --> 00:19:40.000]  都建不好又浪費了前面的錢
[00:19:40.000 --> 00:19:43.000]  或者打仗你得一萬兵
[00:19:43.000 --> 00:19:45.000]  但人家有二萬兵
[00:19:45.000 --> 00:19:47.000]  你覺得打不打得過呢
[00:19:47.000 --> 00:19:51.000]  所以你要仔細去想
[00:19:51.000 --> 00:19:53.000]  在聖經裏面就是說
[00:19:53.000 --> 00:19:57.000]  要坐下思量
[00:19:57.000 --> 00:20:00.000]  並且聖經告訴我們
[00:20:00.000 --> 00:20:07.000]  要坐下來考慮一下
[00:20:07.000 --> 00:20:10.000]  然後計算一下
[00:20:10.000 --> 00:20:15.000]  夠不夠錢夠不夠兵去打仗去建樓
[00:20:15.000 --> 00:20:17.000]  在英文聖經
[00:20:17.000 --> 00:20:19.000]  我看英文聖經的時候
[00:20:19.000 --> 00:20:22.000]  這段經文裏面
[00:20:22.000 --> 00:20:24.000]  它很奇妙的
[00:20:24.000 --> 00:20:28.000]  坐下來計算兵力
[00:20:28.000 --> 00:20:30.000]  計算夠不夠錢的時候
[00:20:30.000 --> 00:20:32.000]  它用了count your blessings
[00:20:32.000 --> 00:20:36.000]  是數算主因
[00:20:36.000 --> 00:20:40.000]  原來我們今天要跟隨耶穌到底
[00:20:40.000 --> 00:20:42.000]  要負得起代價
[00:20:42.000 --> 00:20:44.000]  我們要計算主因
[00:20:44.000 --> 00:20:47.000]  我們數一下主的恩典有多少
[00:20:47.000 --> 00:20:50.000]  我都很喜歡我們世紀重戰
[00:20:50.000 --> 00:20:52.000]  有一首詩歌是數算主因
[00:20:52.000 --> 00:20:55.000]  就是我們停下來數算的時候
[00:20:55.000 --> 00:20:58.000]  我們知道神給我們的恩典
