
[00:00:00.000 --> 00:00:01.540]  在一個新聞的報導
[00:01:50.200 --> 00:01:52.300]  好侍奉我
[00:01:52.300 --> 00:01:54.120]  你又不肯容他們去
[00:01:54.300 --> 00:01:56.640]  仍舊強留他們
[00:01:56.640 --> 00:02:01.380]  耶和華的手加在你田間的畜牲上
[00:02:01.380 --> 00:02:07.200]  就是馬、驢、駱駝、牛群、羊群上必有重重的瘟疫
[00:02:07.200 --> 00:02:14.180]  耶和華要分別以色列的畜牲和埃及的牲畜
[00:02:14.180 --> 00:02:18.260]  凡屬以色列人的一樣都不死
[00:02:18.260 --> 00:02:21.600]  耶和華就定了時候說
[00:02:21.920 --> 00:02:26.080]  明天耶和華必在此地行者事
[00:02:26.080 --> 00:02:28.160]  第二天
[00:02:28.160 --> 00:02:29.520]  耶和華就行者事
[00:02:29.520 --> 00:02:32.180]  埃及的牲畜幾乎都死了
[00:02:32.180 --> 00:02:34.280]  只是以色列人的牲畜
[00:02:34.280 --> 00:02:36.580]  一個都沒有死
[00:02:36.580 --> 00:02:39.220]  法老打發人去看
[00:02:39.220 --> 00:02:43.260]  誰知以色列人的牲畜連一個都沒有死
[00:02:43.260 --> 00:02:48.160]  法老的心卻是固執
[00:02:48.160 --> 00:02:50.480]  不容百姓去
[00:02:50.980 --> 00:02:53.980]  這已經不是第一個災難了
[00:02:53.980 --> 00:02:57.380]  但是法老仍然是固執
[00:02:57.380 --> 00:03:01.180]  或者是心肝硬
[00:03:01.180 --> 00:03:03.400]  沒有回應上帝的要求
[00:03:03.400 --> 00:03:05.860]  我們繼續看下去第八節
[00:03:05.860 --> 00:03:12.840]  「耶和華吩咐摩西亞倫說:你們取幾棒爐灰
[00:03:12.840 --> 00:03:18.840]  摩西要在法老面前向天揚起來
[00:03:18.840 --> 00:03:23.360]  這灰要在埃及泉地變作塵土
[00:03:23.360 --> 00:03:28.440]  在人身上和牲畜身上起了泡的瘡
[00:03:28.440 --> 00:03:32.660]  摩西亞倫取了爐灰站在法老面前
[00:03:32.660 --> 00:03:36.540]  摩西向天揚起來
[00:03:36.540 --> 00:03:44.340]  就在人身上和牲畜身上成了起泡的瘡
[00:03:44.340 --> 00:03:48.460]  行法術在摩西面前站立不住
[00:03:49.620 --> 00:03:53.260]  行法術術士在當時的宗教裡面
[00:03:53.260 --> 00:03:56.180]  都是有這些超自然的能力
[00:03:56.180 --> 00:03:59.340]  但是這一次真的無法阻擋
[00:03:59.340 --> 00:04:00.340]  無法支持
[00:04:00.340 --> 00:04:05.120]  因為他自己身上也起了這些嚴重的毒瘡
[00:04:05.120 --> 00:04:10.540]  因為在他們身上和一切埃及人身上
[00:04:10.540 --> 00:04:12.180]  都有這瘡
[00:04:12.180 --> 00:04:15.940]  耶和華使法老心剛硬
[00:04:15.940 --> 00:04:17.540]  不聽他們
[00:04:17.540 --> 00:04:20.340]  正如耶和華對摩西所說的
[00:04:20.340 --> 00:04:23.100]  我們繼續下去再看第十三節
[00:04:23.100 --> 00:04:26.700]  耶和華對摩西說
[00:04:26.700 --> 00:04:29.680]  「你清早起來站在法老面前對他說
[00:04:29.680 --> 00:04:34.000]  『耶和華,希伯來人的上帝這樣說
[00:04:34.000 --> 00:04:37.120]  容我的百姓去,好侍奉我
[00:04:37.120 --> 00:04:40.240]  因為這一次我要叫一切的
[00:04:40.240 --> 00:04:44.680]  再讓臨到你和你臣僕
[00:04:44.680 --> 00:04:47.180]  並你百姓的身上
[00:04:47.180 --> 00:04:51.540]  叫你知道在普天下沒有障礙的
[00:04:51.540 --> 00:04:54.100]  你要知道藉著這個困難
[00:04:54.100 --> 00:04:56.700]  你不能夠阻擋上帝的
[00:04:56.700 --> 00:05:02.780]  我若伸手用瘟疫攻擊你和你的百姓
[00:05:02.780 --> 00:05:06.180]  你早就從地上除滅了
[00:05:06.180 --> 00:05:09.560]  其實我叫你全立
[00:05:09.560 --> 00:05:12.620]  是特意向你顯我的大能
[00:05:12.620 --> 00:05:14.120]  並要使我的名
[00:05:14.500 --> 00:05:17.860]  傳揚天下、傳遍天下
[00:05:17.860 --> 00:05:21.620]  在經文裡面
[00:05:21.620 --> 00:05:23.860]  很清楚上帝
[00:05:23.860 --> 00:05:28.080]  驅使有這個災難
[00:05:28.080 --> 00:05:33.160]  然後叫人經歷再經歷這個困難
[00:05:33.160 --> 00:05:35.780]  患難、災難中
[00:05:35.780 --> 00:05:40.860]  學會了、認識了關於上帝
[00:05:41.860 --> 00:05:44.740]  我就想想藉著這段經文
[00:05:44.740 --> 00:05:50.700]  究竟今天全球性的病情
[00:05:50.700 --> 00:05:52.700]  全球性的疫情
[00:05:52.700 --> 00:05:54.760]  有些什麼
[00:05:54.760 --> 00:05:57.860]  我估計上帝可以叫我們去學習的呢?
[00:05:57.860 --> 00:06:02.720]  我估計至少有三方面關於上帝
[00:06:02.720 --> 00:06:05.120]  我們可以去更深認識
[00:06:05.120 --> 00:06:06.380]  然後回應的
[00:06:06.380 --> 00:06:08.500]  第一樣東西
[00:06:08.500 --> 00:06:11.800]  上帝是一個保護人
[00:06:12.400 --> 00:06:16.680]  有足夠能力去保護他要保護的人
[00:06:16.680 --> 00:06:20.680]  在聖經裡面
[00:06:20.680 --> 00:06:23.580]  我們很容易看見上帝要教導一些人
[00:06:23.580 --> 00:06:28.040]  是上帝做一些處境、做一些難處
[00:06:28.040 --> 00:06:32.880]  做一些超越人能夠解決的問題
[00:06:32.880 --> 00:06:35.580]  然後驅使人學習
[00:06:35.580 --> 00:06:37.780]  要放下自我
[00:06:37.780 --> 00:06:40.760]  不要再自大把握能夠解決一切的問題了
[00:06:41.100 --> 00:06:43.240]  世界和平是我們可以處理的
[00:06:43.240 --> 00:06:45.240]  管理人是我們可以處理的
[00:06:45.240 --> 00:06:47.520]  謀求人生幸福是我們可以處理的
[00:06:47.520 --> 00:06:49.320]  我就是上帝,我作主
[00:06:49.320 --> 00:06:50.660]  上帝說「No」
[00:06:50.660 --> 00:06:55.920]  上帝藉著一個災難叫當時
[00:06:55.920 --> 00:06:59.800]  大有權力的法老王說
[00:06:59.800 --> 00:07:03.020]  不是你,我是上帝,你不是上帝
[00:07:03.020 --> 00:07:07.560]  所以上帝就興起了很多興風作浪
[00:07:07.560 --> 00:07:11.000]  上帝是一個興風作浪的上帝
[00:07:11.960 --> 00:07:13.680]  這個不是我的問題
[00:07:13.680 --> 00:07:15.880]  但是帶來下一個問題就是說
[00:07:15.880 --> 00:07:18.680]  上帝你要教導法老而已
[00:07:18.680 --> 00:07:24.080]  但是會影響所有其他的人的
[00:07:24.080 --> 00:07:26.440]  那麼說
[00:07:26.440 --> 00:07:28.800]  興風作浪不是問題
[00:07:28.800 --> 00:07:31.320]  殃及池魚就是我的問題了
[00:07:31.320 --> 00:07:33.920]  喂,上帝你在搞什麼呢?
[00:07:33.920 --> 00:07:36.200]  你要教導那些人,你就教導他吧
[00:07:36.200 --> 00:07:37.760]  給他困難吧
[00:07:37.760 --> 00:07:39.160]  但是那些困難
[00:07:39.480 --> 00:07:42.920]  是全面性的,是埃及全地性的
[00:07:42.920 --> 00:07:45.720]  上帝如果今天地球是有問題
[00:07:45.720 --> 00:07:47.200]  地球人是有問題
[00:07:47.200 --> 00:07:51.840]  那你就將這些困難加諸在他身上
[00:07:51.840 --> 00:07:53.840]  為何我已經信了耶穌
[00:07:53.840 --> 00:07:55.800]  做一個好人跟隨你
[00:07:55.800 --> 00:07:58.920]  世界上還有很多好人在聽你的話
[00:07:58.920 --> 00:08:02.600]  但是你將這個疫情影響了這些好人呢?
[00:08:02.600 --> 00:08:05.920]  殃及池魚是我的問題
[00:08:05.920 --> 00:08:08.800]  是全地災難是公平嗎?
[00:08:10.200 --> 00:08:12.720]  那我還是要回頭看看聖經裏面
[00:08:12.720 --> 00:08:15.560]  究竟有些什麼東西我們可以借鏡的
[00:08:15.560 --> 00:08:19.560]  那我帶大家溫習一下這十個災難
[00:08:19.560 --> 00:08:22.600]  就是上帝派他的工人摩西
[00:08:22.600 --> 00:08:24.040]  跟法老講數
[00:08:24.040 --> 00:08:26.080]  你要放人,這些人是屬於我的
[00:08:26.080 --> 00:08:27.240]  我叫他出來
[00:08:27.240 --> 00:08:28.360]  有自由
[00:08:28.360 --> 00:08:30.240]  在我的管理底下
[00:08:30.240 --> 00:08:32.440]  有自由意志與行動
[00:08:32.440 --> 00:08:35.840]  跟隨我,生活,敬拜,見證我
[00:08:37.360 --> 00:08:39.640]  法老說,No
[00:08:39.640 --> 00:08:41.120]  這是我的奴隸
[00:08:41.120 --> 00:08:42.680]  我說事,我管轄他
[00:08:42.680 --> 00:08:44.720]  上帝說,不是
[00:08:44.720 --> 00:08:45.720]  你要放人
[00:08:45.720 --> 00:08:50.000]  上帝用一些環境迫使法老學習到
[00:08:50.000 --> 00:08:52.320]  關於上帝的絕對主權
[00:08:52.320 --> 00:08:57.160]  人不能夠扮演上帝
[00:08:57.160 --> 00:09:01.840]  十個災難,我們溫習一下
[00:09:01.840 --> 00:09:03.160]  第一個
[00:09:03.160 --> 00:09:07.800]  水變血,所有的水
[00:09:07.800 --> 00:09:11.400]  河全部變成血,或者紅色
[00:09:11.400 --> 00:09:15.040]  紅到一個地步,所有的魚都死了
[00:09:15.040 --> 00:09:16.800]  河又臭
[00:09:16.800 --> 00:09:19.560]  人又渴,人要找水,很困難
[00:09:19.560 --> 00:09:25.760]  摩西做了這件事之後,法老都沒有悔改
[00:09:25.760 --> 00:09:29.240]  多次在困難裏面,行行行,我改了
[00:09:29.240 --> 00:09:35.240]  你叫上帝收回這些困難,收回了之後,又心硬
[00:09:35.240 --> 00:09:37.720]  第二件事,不肯改
[00:09:37.720 --> 00:09:40.960]  所有的青蛙都跳上來
[00:09:40.960 --> 00:09:44.360]  遮滿了埃及地
[00:09:44.360 --> 00:09:46.440]  然後又不改了
[00:09:46.440 --> 00:09:51.560]  在人和牲畜身上有了蝨子
[00:09:51.560 --> 00:09:54.840]  真的非常困難,如果你的床有一隻蝨子
[00:09:54.840 --> 00:09:59.720]  你已經非常困擾了,所有的蝨子都在所有人身上
[00:09:59.720 --> 00:10:03.800]  所有的牲畜身上,真的是一個很可怕的情形
[00:10:03.800 --> 00:10:05.840]  都不改,心硬
[00:10:05.840 --> 00:10:08.480]  第四個災難來了
[00:10:08.480 --> 00:10:14.560]  埃及遍地就因成群的蒼蠅
[00:10:14.560 --> 00:10:17.120]  敗壞了
[00:10:17.120 --> 00:10:21.320]  蒼蠅幾隻都很困難,你想想你去吃東西的蒼蠅
[00:10:21.320 --> 00:10:25.240]  有一隻蒼蠅飛來,你趕來趕去,拍也不行
[00:10:25.240 --> 00:10:28.640]  用盡筷子夾牠也不行,拍牠也不行
[00:10:28.640 --> 00:10:30.640]  吐口水更加不好
[00:10:30.640 --> 00:10:33.360]  現在不是沒有合片的狀態
[00:10:33.360 --> 00:10:37.720]  總之很麻煩,遮滿了所有的東西
[00:10:37.720 --> 00:10:41.320]  但是在二十二節有一個特別的說法
[00:10:41.320 --> 00:10:45.360]  和三次的災難,第四次的災難有特別
[00:10:45.360 --> 00:10:46.600]  第四次這樣說
[00:10:46.600 --> 00:10:51.920]  當那日上帝說,我必分別我百姓所住的
[00:10:51.920 --> 00:10:58.160]  戈山地、史那裡,沒有成群的蒼蠅
[00:10:58.160 --> 00:11:02.960]  好叫你知道,我是天下的耶和華
[00:11:02.960 --> 00:11:06.440]  我要將我的百姓和你的百姓分別出來
[00:11:06.440 --> 00:11:10.720]  明天必有這神蹟
[00:11:10.720 --> 00:11:12.720]  真是神蹟來的
[00:11:12.720 --> 00:11:16.640]  全香港、九龍、新界都遍滿蒼蠅
[00:11:16.640 --> 00:11:19.280]  只是旺角一隻都沒有
[00:11:19.280 --> 00:11:21.280]  你去想像一下
[00:11:21.280 --> 00:11:25.000]  如果要全港、九龍、新界遍滿蒼蠅
[00:11:25.000 --> 00:11:28.400]  都已經是怪怪怪的事了
[00:11:28.400 --> 00:11:33.880]  但是偏偏在旺角一隻都沒有這樣的分歧
[00:11:33.880 --> 00:11:35.880]  這個絕對是神蹟
[00:11:35.880 --> 00:11:38.880]  不是人的神蹟
[00:11:38.880 --> 00:11:43.680]  這個絕對是神蹟,不是人可以做
[00:11:43.680 --> 00:11:49.000]  不是蒼蠅有自主可以這樣做
[00:11:49.000 --> 00:11:51.000]  神話專門做到這樣
[00:11:51.000 --> 00:11:54.560]  這個神蹟、這個指示是叫人知道
[00:11:54.560 --> 00:11:56.560]  我,我話事
[00:11:56.560 --> 00:12:04.040]  第五個災難
[00:12:04.040 --> 00:12:06.040]  他還不肯改
[00:12:06.040 --> 00:12:10.360]  埃及和牲畜幾乎都死了
[00:12:10.360 --> 00:12:12.360]  多大件事
[00:12:12.360 --> 00:12:14.040]  所有的牲畜
[00:12:14.040 --> 00:12:17.640]  但是在第九章第七節又要加一句
[00:12:17.640 --> 00:12:21.560]  以色列人的牲畜連一個都沒有死
[00:12:21.560 --> 00:12:23.560]  都是類似這樣
[00:12:23.560 --> 00:12:25.560]  全部都死了
[00:12:25.560 --> 00:12:27.000]  很多困難
[00:12:27.000 --> 00:12:29.520]  但是屬於上帝的人,以色列人
[00:12:29.520 --> 00:12:33.240]  那些的牲畜一隻都沒有死
[00:12:35.240 --> 00:12:37.240]  都不配改
[00:12:37.240 --> 00:12:42.240]  在人身上和牲畜身上成了起泡的瘡
[00:12:42.240 --> 00:12:45.600]  這個就是第九章,剛剛讀過了
[00:12:45.600 --> 00:12:52.200]  很困難這個疫情,當時的疫情的瘡
[00:12:52.200 --> 00:12:54.680]  沒得處理,人處理不到
[00:12:54.680 --> 00:12:59.160]  改過又心硬,心硬又改過,都不改
[00:12:59.160 --> 00:13:01.160]  最後不改,第七個
[00:13:01.160 --> 00:13:03.160]  第七個了
[00:13:03.160 --> 00:13:05.160]  下一張片就會說
[00:13:05.160 --> 00:13:07.160]  耶和華下炮
[00:13:07.160 --> 00:13:09.160]  這個就是兵炮了
[00:13:09.160 --> 00:13:12.160]  在埃及地上
[00:13:12.160 --> 00:13:17.160]  打了田間所有的人和牲畜
[00:13:17.160 --> 00:13:19.160]  並一切採索
[00:13:19.160 --> 00:13:23.160]  又打壞田間一切的樹木
[00:13:23.160 --> 00:13:25.160]  上帝早就說了
[00:13:25.160 --> 00:13:27.160]  有些人知道困難
[00:13:27.160 --> 00:13:29.160]  怕的,會怕的就早避
[00:13:29.160 --> 00:13:33.160]  上帝說你早點進去有蓋的地方避一避
[00:13:33.160 --> 00:13:38.160]  你們牲畜最好要快點馬上放在有蓋的地方
[00:13:38.160 --> 00:13:40.160]  否則這個兵炮
[00:13:40.160 --> 00:13:44.160]  就會打死所有無蓋遮頭
[00:13:44.160 --> 00:13:46.160]  人與畜生
[00:13:46.160 --> 00:13:48.160]  與植物與索材
[00:13:48.160 --> 00:13:52.160]  二十六節加一句
[00:13:52.160 --> 00:13:56.160]  唯獨以色列人所住的高山地
[00:13:56.160 --> 00:13:58.160]  沒有兵炮
[00:13:58.160 --> 00:14:00.160]  都是那一句
[00:14:00.160 --> 00:14:03.160]  全港九新界都下雨
[00:14:03.160 --> 00:14:06.160]  只是旺角不下雨
[00:14:06.160 --> 00:14:10.160]  是很難去想像的
[00:14:10.160 --> 00:14:12.160]  第八個
[00:14:12.160 --> 00:14:16.160]  當法老的心仍然剛硬
[00:14:16.160 --> 00:14:18.160]  不謙虛下來
[00:14:18.160 --> 00:14:20.160]  認定上帝的主權
[00:14:20.160 --> 00:14:24.160]  自己仍然扮演上帝的時候
[00:14:24.160 --> 00:14:26.160]  第十章就記載
[00:14:26.160 --> 00:14:28.160]  王松的災難
[00:14:28.160 --> 00:14:30.160]  因為這王松
[00:14:30.160 --> 00:14:32.160]  遮滿地面
[00:14:32.160 --> 00:14:35.160]  甚至地都黑暗了
[00:14:35.160 --> 00:14:38.160]  又吃地上一切的菜蔬
[00:14:38.160 --> 00:14:42.160]  和兵炮所剩下樹上的果子
[00:14:42.160 --> 00:14:45.160]  所剩無幾
[00:14:45.160 --> 00:14:48.160]  然後所有都沒有了
[00:14:48.160 --> 00:14:50.160]  王松
[00:14:50.160 --> 00:14:57.160]  不悔改之後
[00:14:57.160 --> 00:14:59.160]  還有第九個災難
[00:14:59.160 --> 00:15:04.160]  埃及遍地就烏黑了三天
[00:15:04.160 --> 00:15:11.160]  但是唯有以色列人家都有亮光
[00:15:11.160 --> 00:15:14.160]  第十個災難
[00:15:14.160 --> 00:15:16.160]  凡在埃及地
[00:15:16.160 --> 00:15:22.160]  所有的長子以及一切投生的生畜都必死
[00:15:22.160 --> 00:15:24.160]  至於以色列族
[00:15:24.160 --> 00:15:27.160]  無論是人是生畜
[00:15:27.160 --> 00:15:30.160]  連狗也不敢向他們饒舌
[00:15:30.160 --> 00:15:32.160]  好叫你們知道耶和華
[00:15:32.160 --> 00:15:35.160]  是將埃及人和以色列人分別出來
[00:15:35.160 --> 00:15:38.160]  這個饒舌差不多就是狗吠
[00:15:38.160 --> 00:15:41.160]  你當他是狗吠的意思
[00:15:41.160 --> 00:15:47.160]  狗在以色列文化裡面已經是最低層次
[00:15:47.160 --> 00:15:53.160]  在埃及地死長子和投生所有的生畜
[00:15:53.160 --> 00:15:55.160]  這麼大的事情
[00:15:55.160 --> 00:15:59.160]  這麼多哭吼喊喊的聲音
[00:15:59.160 --> 00:16:01.160]  痛苦的聲音
[00:16:01.160 --> 00:16:02.160]  哀哭的聲音
[00:16:02.160 --> 00:16:04.160]  這麼吵
[00:16:04.160 --> 00:16:06.160]  相對以色列
[00:16:06.160 --> 00:16:09.160]  連狗最低層次都沒有驚慌過
[00:16:09.160 --> 00:16:11.160]  吠都沒有吠過
[00:16:11.160 --> 00:16:13.160]  如果狗有任何風吹草動
[00:16:13.160 --> 00:16:17.160]  他應該第一個就吠
[00:16:17.160 --> 00:16:20.160]  但是這麼大的事情
[00:16:20.160 --> 00:16:22.160]  狗都不吠
[00:16:22.160 --> 00:16:23.160]  一點都沒有驚慌
[00:16:23.160 --> 00:16:25.160]  上帝要保護的人
[00:16:25.160 --> 00:16:30.160]  家園連狗都不驚慌
[00:16:30.160 --> 00:16:36.160]  我們溫習一下這十個災難
[00:16:36.160 --> 00:16:37.160]  水變血青蛙
[00:16:37.160 --> 00:16:38.160]  蝨
[00:16:38.160 --> 00:16:40.160]  蒼蠅
[00:16:40.160 --> 00:16:44.160]  生畜的瘟疫等等
[00:16:44.160 --> 00:16:46.160]  其中有五項
[00:16:46.160 --> 00:16:48.160]  十個裡面有五項
[00:16:48.160 --> 00:16:50.160]  特別聲明說
[00:16:50.160 --> 00:16:52.160]  整個埃及地
[00:16:52.160 --> 00:16:55.160]  都有災難的影響
[00:16:55.160 --> 00:16:57.160]  我要照顧的人
[00:16:57.160 --> 00:16:59.160]  我要保護的人
[00:16:59.160 --> 00:17:03.160]  一條毛都不掉
[00:17:03.160 --> 00:17:06.160]  其他五項
[00:17:06.160 --> 00:17:08.160]  特別沒有說出來
[00:17:08.160 --> 00:17:09.160]  可能有影響
[00:17:09.160 --> 00:17:10.160]  可能有一點點影響
[00:17:10.160 --> 00:17:11.160]  可能沒有
[00:17:11.160 --> 00:17:15.160]  但起碼我猜是有影響的
[00:17:15.160 --> 00:17:17.160]  上帝在教導法老
[00:17:17.160 --> 00:17:19.160]  在全地當中
[00:17:19.160 --> 00:17:21.160]  包括了奴隸
[00:17:21.160 --> 00:17:23.160]  希伯來人
[00:17:23.160 --> 00:17:25.160]  以色列人的地方
[00:17:25.160 --> 00:17:28.160]  都有些有影響
[00:17:28.160 --> 00:17:30.160]  但有影響好
[00:17:30.160 --> 00:17:33.160]  上帝特別認為沒有影響好
[00:17:33.160 --> 00:17:36.160]  這些上帝的人
[00:17:36.160 --> 00:17:37.160]  跟從上帝
[00:17:37.160 --> 00:17:39.160]  屬於上帝的人
[00:17:39.160 --> 00:17:42.160]  始終是沒有損失
[00:17:42.160 --> 00:17:44.160]  接受到保護
[00:17:44.160 --> 00:17:47.160]  上帝保護得到
[00:17:47.160 --> 00:17:49.160]  如果這個聖經
[00:17:49.160 --> 00:17:50.160]  是說這件事
[00:17:50.160 --> 00:17:52.160]  然後帶領我們今天去明白
[00:17:52.160 --> 00:17:55.160]  關於上帝怎樣保護人
[00:17:55.160 --> 00:17:58.160]  我就有以下的建議
[00:17:58.160 --> 00:18:00.160]  就在下一章裡面
[00:18:00.160 --> 00:18:02.160]  既然上帝
[00:18:02.160 --> 00:18:04.160]  是保護的上帝
[00:18:04.160 --> 00:18:06.160]  保護人的上帝
[00:18:06.160 --> 00:18:11.160]  所以在現今全球化疫情之中
[00:18:11.160 --> 00:18:14.160]  我們可以安心
[00:18:17.160 --> 00:18:19.160]  去認識上帝
[00:18:19.160 --> 00:18:21.160]  上帝藉著當時的十個災難
[00:18:21.160 --> 00:18:24.160]  叫以色列人認識
[00:18:24.160 --> 00:18:28.160]  他是一個能夠保護到人的上帝
[00:18:28.160 --> 00:18:30.160]  今天在疫情裡面
[00:18:30.160 --> 00:18:31.160]  藉著這個聖經的教導
[00:18:31.160 --> 00:18:33.160]  我們可以學習
[00:18:33.160 --> 00:18:36.160]  今天上帝是保護得到我們
[00:18:36.160 --> 00:18:37.160]  有足夠的保護
[00:18:37.160 --> 00:18:39.160]  如果有足夠的保護
[00:18:39.160 --> 00:18:40.160]  如果是這樣
[00:18:40.160 --> 00:18:42.160]  如果我們真的相信的話
[00:18:42.160 --> 00:18:44.160]  我們就要測試自己有多安心
[00:18:46.160 --> 00:18:47.160]  那我就想一下
[00:18:47.160 --> 00:18:48.160]  什麼叫做不安心
[00:18:48.160 --> 00:18:50.160]  什麼叫做安心
[00:18:50.160 --> 00:18:52.160]  不是你說安心
[00:18:52.160 --> 00:18:54.160]  我說這樣
[00:18:54.160 --> 00:18:55.160]  你說這樣
[00:18:55.160 --> 00:18:57.160]  安心我提議
[00:18:57.160 --> 00:19:00.160]  不安心包括了什麼呢
[00:19:00.160 --> 00:19:03.160]  憂慮
[00:19:03.160 --> 00:19:07.160]  不知道怎麼辦
[00:19:07.160 --> 00:19:08.160]  人不知道怎麼走
[00:19:08.160 --> 00:19:10.160]  路不知道怎麼走
[00:19:10.160 --> 00:19:13.160]  想移民又移民不到
[00:19:13.160 --> 00:19:15.160]  移民得到又沒走得到
[00:19:15.160 --> 00:19:17.160]  機票又沒有
[00:19:17.160 --> 00:19:20.160]  怒氣
[00:19:20.160 --> 00:19:23.160]  跟上帝的關係
[00:19:23.160 --> 00:19:25.160]  不是很和諧
[00:19:25.160 --> 00:19:28.160]  跟著在人的關係就很怒氣
[00:19:28.160 --> 00:19:30.160]  又忍耐不到
[00:19:30.160 --> 00:19:31.160]  什麼都激氣
[00:19:31.160 --> 00:19:33.160]  人家做的事你又激氣
[00:19:33.160 --> 00:19:34.160]  不做事你又激氣
[00:19:34.160 --> 00:19:35.160]  吃東西又激氣
[00:19:35.160 --> 00:19:37.160]  不吃東西又激氣
[00:19:37.160 --> 00:19:39.160]  那個侍應對你沒禮貌
[00:19:39.160 --> 00:19:40.160]  你又不激氣
[00:19:40.160 --> 00:19:41.160]  你有激氣
[00:19:41.160 --> 00:19:44.160]  有禮貌你都不順眼
[00:19:44.160 --> 00:19:46.160]  為什麼你今天這麼好
[00:19:46.160 --> 00:19:47.160]  以前你這麼差
[00:19:47.160 --> 00:19:49.160]  什麼都有
[00:19:49.160 --> 00:19:51.160]  恐懼
[00:19:51.160 --> 00:19:52.160]  驚慌
[00:19:52.160 --> 00:19:54.160]  我安全我健康
[00:19:54.160 --> 00:19:57.160]  我所關心所愛的人的健康
[00:19:57.160 --> 00:19:59.160]  搶購
[00:19:59.160 --> 00:20:01.160]  是不是都搶了
[00:20:01.160 --> 00:20:03.160]  總之要多
[00:20:03.160 --> 00:20:05.160]  因為上帝保不住我
[00:20:05.160 --> 00:20:07.160]  所以一定要盡量去爭取
[00:20:07.160 --> 00:20:10.160]  以致自己有這個方法保障自己
[00:20:10.160 --> 00:20:11.160]  購物不是問題
[00:20:11.160 --> 00:20:13.160]  有智慧的購物是不成問題的
[00:20:15.160 --> 00:20:21.160]  我是聽見要搶購廁紙的時候
[00:20:21.160 --> 00:20:26.160]  我都為家人買了四條廁紙
[00:20:26.160 --> 00:20:29.160]  四十卷廁紙
[00:20:29.160 --> 00:20:35.160]  我猜這一陣子可能有第二次搶購米的時候
[00:20:35.160 --> 00:20:38.160]  在兩個禮拜前我多買了兩包米
[00:20:38.160 --> 00:20:40.160]  十六公斤
[00:20:42.160 --> 00:20:45.160]  但不是瘋狂
[00:20:45.160 --> 00:20:47.160]  是不是要瘋狂去搶購
[00:20:47.160 --> 00:20:49.160]  怎樣才算瘋狂
[00:20:49.160 --> 00:20:50.160]  你問你上帝
[00:20:50.160 --> 00:20:52.160]  如果你很不安底下
[00:20:52.160 --> 00:20:53.160]  不安
[00:20:53.160 --> 00:20:54.160]  然後去搶購
[00:20:54.160 --> 00:20:55.160]  這樣都是問題
[00:20:55.160 --> 00:20:56.160]  停不下來
[00:20:56.160 --> 00:20:57.160]  總之要做些事
[00:20:57.160 --> 00:20:58.160]  都不知道要做些事
[00:20:58.160 --> 00:20:59.160]  失去理智
[00:20:59.160 --> 00:21:01.160]  總之要做些事就要有安全感
[00:21:01.160 --> 00:21:04.160]  不可以安靜下來
