
[00:00:00.000 --> 00:00:04.040]  既然梁化堂要慶祝這個六十周年的傳禧
[00:02:04.960 --> 00:02:09.840]  他們不是好像我們現在可能都可以安坐
[00:02:09.840 --> 00:02:11.880]  在一個禮拜堂當中
[00:02:11.880 --> 00:02:13.680]  好好地去敬拜上帝
[00:02:13.680 --> 00:02:14.680]  我們不需要走出去
[00:02:14.680 --> 00:02:17.800]  怕會被人怎樣去迫害
[00:02:17.800 --> 00:02:20.080]  但是帖撒羅尼加教會
[00:02:20.080 --> 00:02:24.640]  他們就是面對著一個這樣的場景當中
[00:02:24.640 --> 00:02:27.960]  所以我們很難想像保羅會說
[00:02:27.960 --> 00:02:30.280]  就是要為著迫害
[00:02:30.280 --> 00:02:32.800]  為著這些事情都要感謝上帝
[00:02:32.800 --> 00:02:35.560]  事實上聖經裡面照計不是說這些事情
[00:02:35.560 --> 00:02:38.640]  而是無論在什麼的情況當中
[00:02:38.640 --> 00:02:39.640]  即使是迫害
[00:02:39.640 --> 00:02:42.200]  即使好像保羅在監獄裡面
[00:02:42.200 --> 00:02:45.760]  其實他都是常常喜樂不住地禱告
[00:02:45.760 --> 00:02:47.120]  凡事謝恩
[00:02:47.120 --> 00:02:50.080]  這個不是一些很簡單的
[00:02:50.080 --> 00:02:52.280]  一個所謂什麼正向的思維
[00:02:52.280 --> 00:02:56.320]  而是不是將所有的事情都看成為好事
[00:02:56.320 --> 00:02:59.000]  苦難就是祝福
[00:02:59.000 --> 00:03:02.920]  而是他能夠處於不同的狀況
[00:03:02.920 --> 00:03:06.160]  他都懂得去感謝上帝的恩典
[00:03:06.160 --> 00:03:07.560]  怎樣可能的呢?
[00:03:07.560 --> 00:03:11.000]  怎樣可以培養一種這樣的心態
[00:03:11.000 --> 00:03:13.200]  是在什麼的場景當中
[00:03:13.200 --> 00:03:14.520]  即使在逆境當中
[00:03:14.520 --> 00:03:17.560]  我們都可以感謝上帝的恩典的呢?
[00:03:17.560 --> 00:03:20.720]  我想最重要的就是我們記得上帝
[00:03:20.720 --> 00:03:25.640]  我們不只是被我們眼前面對的那些
[00:03:25.640 --> 00:03:27.160]  令到我們很煩厭的
[00:03:27.160 --> 00:03:29.360]  或者令到我們很失望的
[00:03:29.360 --> 00:03:30.680]  令到我們悲傷的
[00:03:30.680 --> 00:03:32.240]  令到我們憤怒的
[00:03:32.240 --> 00:03:34.000]  種種的事情影響
[00:03:34.000 --> 00:03:36.840]  我們忘記了上帝自己
[00:03:36.840 --> 00:03:39.800]  我們要記得一切東西都不是必然的
[00:03:39.800 --> 00:03:41.080]  我們要意識到
[00:03:41.080 --> 00:03:44.760]  上帝和我們的生命是息息相關的
[00:03:44.760 --> 00:03:46.000]  他是創造的主
[00:03:46.000 --> 00:03:46.840]  拯救的主
[00:03:46.840 --> 00:03:47.880]  教會的主
[00:03:47.880 --> 00:03:51.440]  和我們的生活是息息相關的
[00:03:51.440 --> 00:03:53.080]  首先教會方面
[00:03:53.080 --> 00:03:56.520]  我想經歷了這個幾年的疫情
[00:03:56.520 --> 00:03:57.680]  我們會明白
[00:03:57.680 --> 00:04:01.400]  我們能夠今天我們坐在這裡
[00:04:01.400 --> 00:04:03.200]  我們一起去敬拜上帝
[00:04:03.200 --> 00:04:06.480]  我們一起在教會裡面可以去聚集
[00:04:06.480 --> 00:04:09.120]  這個並不是必然的事
[00:04:09.120 --> 00:04:11.280]  而經歷了移民潮的
[00:04:11.280 --> 00:04:12.440]  也都會
[00:04:12.440 --> 00:04:15.040]  可能你都會有這樣的感覺
[00:04:15.040 --> 00:04:18.240]  就是發覺原來我們能夠聚集在一起
[00:04:18.240 --> 00:04:20.480]  我們能夠一起有團體的生活
[00:04:20.480 --> 00:04:21.600]  圓了崇拜
[00:04:21.600 --> 00:04:23.560]  我們可以有機會去吃飯
[00:04:23.560 --> 00:04:25.480]  我們能夠有機會一起
[00:04:25.480 --> 00:04:28.840]  在主裡面去交通
[00:04:28.840 --> 00:04:30.120]  一起去查經
[00:04:30.120 --> 00:04:31.600]  一起去禱告
[00:04:31.600 --> 00:04:33.880]  這些並不是必然的
[00:04:33.880 --> 00:04:36.960]  在教會裡面有這麼多的不同的侍奉崗位
[00:04:36.960 --> 00:04:38.320]  有不同的人
[00:04:38.320 --> 00:04:41.760]  去承擔各樣的侍奉工作
[00:04:41.760 --> 00:04:43.840]  有不同的恩賜等等
[00:04:43.840 --> 00:04:46.200]  都不是必然的
[00:04:46.200 --> 00:04:49.720]  這一切都是來自上帝的恩典
[00:04:49.720 --> 00:04:52.040]  拯救更加不是必然
[00:04:52.040 --> 00:04:54.400]  事實上說的恩典就是說
[00:04:54.400 --> 00:04:57.480]  我們這些東西不是應得的
[00:04:57.480 --> 00:04:58.840]  不是換回來的
[00:04:58.840 --> 00:05:00.920]  不是拿來交易回來的
[00:05:00.920 --> 00:05:02.600]  正如有一首詩歌
[00:05:02.600 --> 00:05:04.120]  怎能如此
[00:05:04.120 --> 00:05:05.480]  它說怎能如此
[00:05:05.480 --> 00:05:07.040]  像我這樣罪人
[00:05:07.040 --> 00:05:09.040]  哪能也能蒙主
[00:05:09.040 --> 00:05:10.360]  補血救贖
[00:05:10.360 --> 00:05:14.720]  我想我們每一個在教會裡面的人
[00:05:14.720 --> 00:05:15.920]  我們都很不同的
[00:05:15.920 --> 00:05:17.840]  有各種不同的性格
[00:05:17.840 --> 00:05:19.720]  來自不同的背景
[00:05:19.720 --> 00:05:21.840]  但是我們都有一個共同的東西
[00:05:21.840 --> 00:05:24.200]  有一樣東西一定是一樣的
[00:05:24.200 --> 00:05:26.400]  就是我們大家都是罪人
[00:05:26.400 --> 00:05:31.320]  亦都是願意的去接受上主的恩典
[00:05:31.320 --> 00:05:34.400]  願意接受耶穌基督的救贖
[00:05:34.400 --> 00:05:36.320]  所以我們同樣的
[00:05:36.320 --> 00:05:37.760]  每個人即使不同都好
[00:05:37.760 --> 00:05:39.400]  我們相同的
[00:05:39.400 --> 00:05:41.240]  就是我們去領受
[00:05:41.240 --> 00:05:43.600]  耶穌基督在十字架上面
[00:05:43.600 --> 00:05:44.760]  為我們犧牲
[00:05:44.760 --> 00:05:46.200]  赦免我們的罪
[00:05:46.200 --> 00:05:50.280]  拯救我們所帶來的那個奇妙的救恩
[00:05:50.280 --> 00:05:52.760]  拯救不只是過去式
[00:05:52.760 --> 00:05:56.240]  亦都可以說是現在式和將來式的
[00:05:56.240 --> 00:05:58.560]  因為我們信了主之後
[00:05:58.560 --> 00:06:01.760]  我們仍然都會受著罪惡
[00:06:01.760 --> 00:06:05.480]  面對著魔鬼的試探
[00:06:05.480 --> 00:06:07.760]  我們亦都會犯罪的
[00:06:07.760 --> 00:06:10.200]  我們不能夠憑著自己的力量
[00:06:10.200 --> 00:06:12.320]  可以得蒙上帝的接納
[00:06:12.320 --> 00:06:17.080]  所以我們時刻的去需要主耶穌基督
[00:06:17.080 --> 00:06:20.760]  或者甚至是當我們去年紀
[00:06:20.760 --> 00:06:22.160]  回復到差不多的時候
[00:06:22.160 --> 00:06:26.320]  當我們在一個複雜的世界裡面
[00:06:26.320 --> 00:06:29.960]  在當中去生活或者生存的時間
[00:06:29.960 --> 00:06:33.120]  當我們在一個所謂有時候會是
[00:06:33.120 --> 00:06:37.520]  一個人在江湖身不由己的一個景況當中
[00:06:37.520 --> 00:06:41.160]  有時候在一個比較悲劇的一個狀況當中
[00:06:41.160 --> 00:06:42.840]  有時候無論怎麼做
[00:06:42.840 --> 00:06:45.400]  怎麼都可能被難免
[00:06:45.400 --> 00:06:46.520]  是有一些人
[00:06:46.520 --> 00:06:49.280]  因著我們的說話行動
[00:06:49.280 --> 00:06:50.760]  是受到傷害的
[00:06:50.760 --> 00:06:52.320]  我們真是需要
[00:06:52.320 --> 00:06:54.480]  去時刻的需要上帝
[00:06:54.480 --> 00:06:56.600]  藉著耶穌基督在聖靈裡面
[00:06:56.600 --> 00:06:59.200]  給過我們赦免的恩典
[00:06:59.200 --> 00:07:01.480]  恩信清義不是只是一些
[00:07:01.480 --> 00:07:04.040]  教義或者頭腦上面的知識
[00:07:04.040 --> 00:07:06.920]  這個是我們今天仍然能夠
[00:07:06.920 --> 00:07:08.160]  可以不是
[00:07:08.160 --> 00:07:11.600]  好像經常覺得是被罪惡壓跨
[00:07:11.600 --> 00:07:16.320]  壓扁的一個最有力的一個基礎
[00:07:16.320 --> 00:07:17.240]  就是一切
[00:07:17.240 --> 00:07:18.920]  我們不是憑著我們的能力
[00:07:18.920 --> 00:07:20.720]  可以避免到罪惡
[00:07:20.720 --> 00:07:22.280]  我們不是憑著能力
[00:07:22.280 --> 00:07:25.200]  可以在上帝面前得清為夷
[00:07:25.200 --> 00:07:26.800]  是完完全全的
[00:07:26.800 --> 00:07:29.160]  因著上帝在耶穌基督裡面
[00:07:29.160 --> 00:07:30.600]  給我們的恩典
[00:07:30.600 --> 00:07:32.280]  這個是福音
[00:07:32.280 --> 00:07:34.040]  至於說到創造的話
[00:07:34.040 --> 00:07:36.040]  我們都會明白
[00:07:36.040 --> 00:07:38.880]  萬物都是從上主而來的
[00:07:38.880 --> 00:07:41.520]  陽光、空氣、水源、生命
[00:07:41.520 --> 00:07:44.240]  一切都是上帝所賜的
[00:07:44.240 --> 00:07:47.000]  這些東西我們不可能買得回來
[00:07:47.000 --> 00:07:49.000]  水可能有些買得回來
[00:07:49.000 --> 00:07:51.840]  但是都是小部分
[00:07:51.840 --> 00:07:54.320]  基本上下雨或者海洋的水
[00:07:54.320 --> 00:07:56.080]  不是我們去買回來
[00:07:56.080 --> 00:07:58.520]  是上帝所賜的
[00:07:58.520 --> 00:07:59.720]  有一些人
[00:07:59.720 --> 00:08:01.800]  可能你都看過一些見證
[00:08:01.800 --> 00:08:03.320]  往往是發覺
[00:08:03.320 --> 00:08:06.600]  那個當事人
[00:08:06.600 --> 00:08:11.800]  可能他以前都是在工作的時間
[00:08:11.800 --> 00:08:12.880]  他很拼命
[00:08:12.880 --> 00:08:15.560]  或者是為了去賺錢
[00:08:15.560 --> 00:08:16.560]  為了去家裡
[00:08:16.560 --> 00:08:20.480]  等各方面犧牲了自己的健康
[00:08:20.480 --> 00:08:21.640]  但是那時候不覺得
[00:08:21.640 --> 00:08:22.800]  但是到頭來
[00:08:22.800 --> 00:08:24.280]  他失去了健康的時候
[00:08:24.280 --> 00:08:25.360]  他才發覺
[00:08:25.360 --> 00:08:26.800]  原來這些一切
[00:08:26.800 --> 00:08:28.120]  他能夠可以賺錢
[00:08:28.120 --> 00:08:30.320]  能夠可以做這麼多的東西
[00:08:30.320 --> 00:08:33.440]  這些一切都不是必然的
[00:08:33.440 --> 00:08:34.360]  事實上
[00:08:34.360 --> 00:08:38.000]  如果你有機會去過醫院探病的時間
[00:08:38.000 --> 00:08:40.760]  我相信你會很能夠體會到
[00:08:40.760 --> 00:08:44.640]  原來我們今天能夠吃東西
[00:08:44.640 --> 00:08:46.000]  自己吞嚥
[00:08:46.000 --> 00:08:47.600]  能夠喝水
[00:08:47.600 --> 00:08:49.560]  能夠自己呼吸
[00:08:49.560 --> 00:08:52.000]  都不是必然的
[00:08:52.000 --> 00:08:54.000]  當我們明白這件事的時候
[00:08:54.000 --> 00:08:57.480]  我們能夠更加可以去意識到
[00:08:57.480 --> 00:09:00.560]  我們是靠著上帝的恩典
[00:09:00.560 --> 00:09:01.440]  去活起
[00:09:01.440 --> 00:09:03.320]  活好每一秒
[00:09:03.320 --> 00:09:04.800]  每一分
[00:09:04.800 --> 00:09:07.000]  魚要離開水才覺得
[00:09:07.000 --> 00:09:09.200]  沒有了水是不行的
[00:09:09.200 --> 00:09:12.240]  按理說魚一出生就已經在水裡環繞
[00:09:12.240 --> 00:09:13.240]  所以他們
[00:09:13.240 --> 00:09:16.240]  按理說想像不到沒有了水是什麼狀況
[00:09:16.240 --> 00:09:17.800]  或者他都不覺得有什麼不對勁
[00:09:17.800 --> 00:09:20.320]  不過當被人釣上來的時候
[00:09:20.320 --> 00:09:21.400]  沒有了水了
[00:09:21.400 --> 00:09:23.600]  他呼吸很困難的時間
[00:09:23.600 --> 00:09:26.880]  他就覺得水原來這麼重要
[00:09:26.880 --> 00:09:30.440]  我想人和其他動物的不同就是
[00:09:30.440 --> 00:09:34.120]  我們不需要到那些負面的事情
[00:09:34.120 --> 00:09:36.560]  那些危機出現的時間
[00:09:36.560 --> 00:09:39.440]  我們才懂得發覺
[00:09:39.440 --> 00:09:41.800]  原來這些一切都不是必然的
[00:09:41.800 --> 00:09:43.440]  我們懂得去珍惜
[00:09:43.440 --> 00:09:47.080]  不需要我們懂得去試機去反省
[00:09:47.080 --> 00:09:49.360]  我們明白人生的無常
[00:09:49.360 --> 00:09:50.280]  生命
[00:09:50.280 --> 00:09:51.000]  健康
[00:09:51.000 --> 00:09:51.520]  家庭
[00:09:51.520 --> 00:09:53.560]  這些不是必然的
[00:09:53.560 --> 00:09:56.800]  這些也更加不是我們憑著自己的力量
[00:09:56.800 --> 00:09:59.640]  自己的付出去換取回來的
[00:09:59.640 --> 00:10:04.360]  有什麼這些生命健康家庭等等
[00:10:04.360 --> 00:10:06.160]  是我們真正的掌握
[00:10:06.160 --> 00:10:08.320]  真正可以擁有
[00:10:08.320 --> 00:10:10.800]  而我們可以說我們明天
[00:10:10.800 --> 00:10:12.920]  或者下個星期下個月下一年
[00:10:12.920 --> 00:10:14.040]  我們必然
[00:10:14.040 --> 00:10:16.680]  仍然都有這些東西
[00:10:16.680 --> 00:10:21.040]  我想我們藉著這些去反思的時候
[00:10:21.040 --> 00:10:23.920]  我們直面自己的真相的時間
[00:10:23.920 --> 00:10:24.960]  我們明白
[00:10:24.960 --> 00:10:28.320]  我們真的每時每刻都是依靠著
[00:10:28.320 --> 00:10:32.640]  那位創造的主
[00:10:32.640 --> 00:10:37.400]  另外在我們面對個人的苦難
[00:10:37.400 --> 00:10:40.480]  教會的種種的困難挑戰
[00:10:40.480 --> 00:10:43.480]  和社會的逆境當中
[00:10:43.480 --> 00:10:46.760]  我們怎樣去謝恩
[00:10:46.760 --> 00:10:49.840]  我們怎樣在一個負面的狀況當中
[00:10:49.840 --> 00:10:53.680]  去意識到上帝的臨在
[00:10:53.680 --> 00:10:56.720]  因為剛才說我們要怎樣懂得
[00:10:56.720 --> 00:11:00.600]  或者去能夠煥發出我們去凡事謝恩
[00:11:00.600 --> 00:11:02.200]  我們要意識到
[00:11:02.200 --> 00:11:03.320]  我們是需要上帝
[00:11:03.320 --> 00:11:04.720]  我們意識到上帝
[00:11:04.720 --> 00:11:05.880]  我們記得祂
[00:11:05.880 --> 00:11:08.320]  有時候我們在日常生活當中
[00:11:08.320 --> 00:11:10.560]  在逆逆逆逆的生活裡面
[00:11:10.560 --> 00:11:12.360]  我們忘記了祂
[00:11:12.360 --> 00:11:15.160]  好像以為我們靠著自己的力量
[00:11:15.160 --> 00:11:18.280]  靠著我們各方面的東西
[00:11:18.280 --> 00:11:20.600]  我們可以去自己生活
[00:11:20.600 --> 00:11:24.280]  可以好像不用上帝那樣
[00:11:24.280 --> 00:11:26.840]  我們在一個個人的苦難
[00:11:26.840 --> 00:11:28.760]  或者社會逆境當中
[00:11:28.760 --> 00:11:31.360]  我們怎樣去謝恩
[00:11:31.360 --> 00:11:34.440]  在苦難困難逆境當中
[00:11:34.440 --> 00:11:37.760]  往往有一樣東西是會催逼我們
[00:11:37.760 --> 00:11:40.960]  催逼我們去盼望就是這些東西會過去
[00:11:40.960 --> 00:11:43.400]  催逼我們去盼望就是
[00:11:43.400 --> 00:11:45.840]  那位來臨當中的上帝
[00:11:45.840 --> 00:11:49.080]  那位的上帝會去審判
[00:11:49.080 --> 00:11:52.000]  這個充滿了邪惡罪惡的世界
[00:11:52.000 --> 00:11:54.800]  那位的上帝是會
[00:11:54.800 --> 00:11:56.680]  將一切都更新
[00:11:56.680 --> 00:11:58.520]  擦去人一切的眼淚
[00:11:58.520 --> 00:12:01.120]  帶來新天新地的上帝
[00:12:01.120 --> 00:12:02.560]  耶穌基督的復活
[00:12:02.560 --> 00:12:04.840]  已經將這個新的世代
[00:12:04.840 --> 00:12:07.360]  將上帝直接統治
[00:12:07.360 --> 00:12:08.960]  直接管治
[00:12:08.960 --> 00:12:12.480]  帶來一個公義和平起落的國度
[00:12:12.480 --> 00:12:15.560]  已經是在耶穌基督身上降臨
[00:12:15.560 --> 00:12:19.080]  但是仍然未能夠完全成就
[00:12:19.080 --> 00:12:20.920]  上星期我們去看過的
[00:12:20.920 --> 00:12:24.600]  《貼薩羅尼加》前書五章
[00:12:24.600 --> 00:12:27.080]  頭幾節即是一至十一節
[00:12:27.080 --> 00:12:28.960]  正正是強調
[00:12:28.960 --> 00:12:29.960]  我們的主
[00:12:29.960 --> 00:12:32.480]  耶穌基督必然會再來的
[00:12:32.480 --> 00:12:35.320]  這個是給到那一幫
[00:12:35.320 --> 00:12:37.240]  在壓迫當中
[00:12:37.240 --> 00:12:38.840]  在迫害當中
[00:12:38.840 --> 00:12:40.800]  在困難當中的
[00:12:40.800 --> 00:12:43.360]  貼薩羅尼加教會的大興姐妹
[00:12:43.360 --> 00:12:45.840]  很大很大的盼望
[00:12:45.840 --> 00:12:48.480]  而這個盼望就驅使我們
[00:12:48.480 --> 00:12:52.640]  去意識到我們是很需要上帝
[00:12:52.640 --> 00:12:54.680]  很需要上帝的恩典
[00:12:54.680 --> 00:12:57.880]  盼望不只是望著將來
[00:12:57.880 --> 00:12:59.720]  望著將來的盼望
[00:12:59.720 --> 00:13:02.080]  其實是在影響現實的
[00:13:02.080 --> 00:13:04.760]  我不知道大家有沒有這樣的經驗
[00:13:04.760 --> 00:13:06.560]  我以前小時候
[00:13:06.560 --> 00:13:09.320]  都會有這樣的經驗就是
[00:13:09.320 --> 00:13:12.800]  如果說明天去旅行
[00:13:12.800 --> 00:13:14.800]  那一晚都睡不著了
[00:13:14.800 --> 00:13:16.280]  就是在想
[00:13:16.280 --> 00:13:17.240]  可以去旅行
[00:13:17.240 --> 00:13:18.240]  可以怎樣玩
[00:13:18.240 --> 00:13:19.800]  很開心這樣
[00:13:19.800 --> 00:13:21.360]  不僅是旅行
[00:13:21.360 --> 00:13:24.520]  我那時候甚至是很餵食的
[00:13:24.520 --> 00:13:26.240]  我在中學的時間
[00:13:26.240 --> 00:13:28.000]  甚至試過
[00:13:28.000 --> 00:13:32.000]  就是第二天想著不知道去哪裡吃某樣東西
[00:13:32.000 --> 00:13:35.040]  就那一晚馬上去想來想去
[00:13:35.040 --> 00:13:38.680]  那個盼望不只是將來的東西
[00:13:38.680 --> 00:13:42.680]  那個盼望是令到那個未來
[00:13:42.680 --> 00:13:45.120]  可以臨在在現在的
[00:13:45.120 --> 00:13:47.480]  因為我盼望著去旅行
[00:13:47.480 --> 00:13:48.800]  盼望著
[00:13:48.800 --> 00:13:50.720]  就是明天或者下個星期
[00:13:50.720 --> 00:13:52.120]  一些很開心的東西
[00:13:52.120 --> 00:13:53.160]  那種開心
[00:13:53.160 --> 00:13:54.800]  那種的喜樂
[00:13:54.800 --> 00:13:56.720]  那種的期盼
[00:13:56.720 --> 00:13:58.560]  是在影響我今天
[00:13:58.560 --> 00:13:59.680]  影響我現在
[00:13:59.680 --> 00:14:02.160]  令到我今天可能沒什麼
[00:14:02.160 --> 00:14:03.240]  很平平淡淡
[00:14:03.240 --> 00:14:06.520]  甚至面對著種種的壓力挑戰
[00:14:06.520 --> 00:14:08.640]  我們仍然可以
[00:14:08.640 --> 00:14:11.120]  仍然保持著這種的喜樂
[00:14:11.120 --> 00:14:13.280]  所以要常常喜樂
[00:14:13.280 --> 00:14:15.480]  不住禱告凡事謝恩
[00:14:15.480 --> 00:14:19.200]  那個關鍵似乎正正就是
[00:14:19.200 --> 00:14:21.760]  整個帖撒羅尼加前書
[00:14:21.760 --> 00:14:23.400]  一直很強調的
[00:14:23.400 --> 00:14:25.760]  耶穌基督很快回來
[00:14:25.760 --> 00:14:27.200]  那種的盼望
[00:14:27.200 --> 00:14:28.680]  正正是因為這種盼望
[00:14:28.680 --> 00:14:30.480]  所以他們面對著
[00:14:30.480 --> 00:14:32.120]  就是保羅對著那些
[00:14:32.120 --> 00:14:33.400]  在面對著壓迫
[00:14:33.400 --> 00:14:34.680]  面對著迫害
[00:14:34.680 --> 00:14:35.840]  面對著逆境
[00:14:35.840 --> 00:14:37.720]  面對著挑戰的
[00:14:37.720 --> 00:14:40.800]  這個帖撒羅尼加教會的大英姊妹
[00:14:40.800 --> 00:14:42.600]  仍然可以給到他們
[00:14:42.600 --> 00:14:45.480]  叫到他們講到常常喜樂
[00:14:45.480 --> 00:14:48.680]  不住的禱告凡事謝恩
[00:14:48.680 --> 00:14:50.600]  事實上保羅所講的
[00:14:50.600 --> 00:14:53.280]  這個不住的禱告凡事謝恩
[00:14:53.280 --> 00:14:55.240]  它已經超越了我們平時
[00:14:55.240 --> 00:14:58.560]  在想那些禱告和謝恩的方式
[00:14:58.560 --> 00:15:00.080]  可能我們想著就是
[00:15:00.080 --> 00:15:02.280]  我們回到教會當中
[00:15:02.280 --> 00:15:05.760]  我們或者在個人的思考的時間
[00:15:05.760 --> 00:15:08.440]  在每一天劃定某一個時間
[00:15:08.440 --> 00:15:09.320]  可能謝飯
[00:15:09.320 --> 00:15:11.880]  可能晚上睡覺之前的祈禱
[00:15:11.880 --> 00:15:15.880]  那種這樣的禱告和謝恩
[00:15:15.880 --> 00:15:20.640]  但是這樣不是叫做不住地禱告
[00:15:20.640 --> 00:15:23.480]  這樣不是叫做凡事謝恩
[00:15:23.480 --> 00:15:25.720]  這個能夠不住的禱告
[00:15:25.720 --> 00:15:27.120]  凡事謝恩講的
[00:15:27.120 --> 00:15:29.400]  不是生活某一個時段
[00:15:29.400 --> 00:15:31.640]  而是所有的時間
[00:15:31.640 --> 00:15:34.400]  要能夠做到這種狀況
[00:15:34.400 --> 00:15:38.080]  必須是我們時常去警惕
[00:15:38.080 --> 00:15:41.360]  也警醒我們是每時每刻
[00:15:41.360 --> 00:15:45.480]  我們都是活在上帝的面前
[00:15:45.480 --> 00:15:47.160]  雖然我們看不到祂
[00:15:47.160 --> 00:15:49.080]  雖然我們不能夠摸到祂
[00:15:49.080 --> 00:15:53.960]  或者很清楚地感受到祂確切的臨在
[00:15:53.960 --> 00:15:55.880]  但是我們憑著信心
[00:15:55.880 --> 00:15:59.040]  我們知道上帝在我們面前
[00:15:59.040 --> 00:16:01.720]  而我們是活在祂的面前
[00:16:01.720 --> 00:16:04.440]  上帝的臨在
[00:16:04.440 --> 00:16:07.520]  我們盼望祂的來臨
[00:16:07.520 --> 00:16:11.680]  那種的喜樂是佔據著我們的心靈
[00:16:11.680 --> 00:16:15.440]  所以即使我們面對著種種負面的事情
[00:16:15.440 --> 00:16:18.720]  面對著種種的挑戰困難苦難等等
[00:16:18.720 --> 00:16:20.160]  我們仍然欣著
[00:16:20.160 --> 00:16:24.520]  盼望著那位在我們面前的上帝
[00:16:24.520 --> 00:16:27.560]  也是來臨當中的上帝
[00:16:27.560 --> 00:16:29.640]  帶來新天新地的上帝
[00:16:29.640 --> 00:16:32.160]  我們能夠可以常常喜樂
[00:16:32.160 --> 00:16:33.360]  不住禱告
[00:16:33.360 --> 00:16:34.720]  凡事謝恩
[00:16:34.720 --> 00:16:39.200]  因此為什麼耶穌教導我們怎麼去祈禱
[00:16:39.200 --> 00:16:41.120]  一開始我們就是要說
[00:16:41.120 --> 00:16:45.000]  我們要祈求天父的國降臨
[00:16:45.000 --> 00:16:48.200]  要祈求祂的旨意成就在地上
[00:16:48.200 --> 00:16:52.040]  因為這正正不只是祈求那麼簡單
[00:16:52.040 --> 00:16:55.840]  這是帶來我們基督徒生活的那種動力
[00:16:55.840 --> 00:17:04.360]  帶來我們那種喜樂的巧妙方法
[00:17:04.360 --> 00:17:08.360]  而當保羅在說不住的禱告
[00:17:08.360 --> 00:17:09.200]  凡事謝恩
[00:17:09.200 --> 00:17:13.080]  以及後來經文所說的各樣事情
[00:17:13.080 --> 00:17:16.560]  他在說的不是只是提醒個人
[00:17:16.560 --> 00:17:19.440]  怎樣得到喜樂的一些秘訣
[00:17:19.440 --> 00:17:23.880]  他是在提醒整個帖撒羅尼亞教會
[00:17:23.880 --> 00:17:27.800]  整個教會的群體其實應該怎樣做
[00:17:27.800 --> 00:17:29.720]  在主日崇拜裡面
[00:17:29.720 --> 00:17:33.320]  我們每個主日一齊回來崇拜
[00:17:33.320 --> 00:17:34.760]  其實是在做什麼呢
[00:17:34.760 --> 00:17:38.160]  我們是在紀念耶穌基督
[00:17:38.160 --> 00:17:40.760]  就是在七天的第一天
[00:17:40.760 --> 00:17:41.520]  就是今天
[00:17:41.520 --> 00:17:44.160]  就是每一個星期天
[00:17:44.160 --> 00:17:45.360]  七天的第一天
[00:17:45.360 --> 00:17:47.040]  在當天去復活
[00:17:47.040 --> 00:17:48.240]  我們每一個主日
[00:17:48.240 --> 00:17:49.960]  我們都是一個小型的復活節
