
[00:00:00.000 --> 00:00:02.440]  我們在進入今天的信息之前
[00:01:17.500 --> 00:01:18.900]  可能你會覺得
[00:01:18.900 --> 00:01:22.200]  好像不太夠細緻
[00:01:22.200 --> 00:01:25.700]  馬可福音還特別是很喜歡
[00:01:25.700 --> 00:01:29.400]  將門徒不得的地方寫下來
[00:01:29.400 --> 00:01:31.900]  給我們作為一個參照
[00:01:31.900 --> 00:01:34.000]  原來跟隨耶穌的人
[00:01:34.000 --> 00:01:36.700]  都會有祂的限制
[00:01:36.700 --> 00:01:39.300]  以及不足夠的地方
[00:01:39.300 --> 00:01:41.800]  就好像今天我們會看的經文
[00:01:41.800 --> 00:01:47.300]  馬可福音6章45到56節一樣
[00:01:47.300 --> 00:01:51.400]  我選了耶穌說的話
[00:01:51.400 --> 00:01:55.700]  「是我不要怕」作為今天的講題
[00:01:55.700 --> 00:01:59.200]  是因為耶穌這個宣告
[00:01:59.200 --> 00:02:03.400]  能夠給我們一個很大的保障
[00:02:03.400 --> 00:02:05.100]  問問自己
[00:02:05.100 --> 00:02:09.500]  其實為什麼我們會害怕呢?
[00:02:09.500 --> 00:02:11.600]  中國人是這麼說的
[00:02:11.600 --> 00:02:14.500]  「人無遠慮必有近憂」
[00:02:14.500 --> 00:02:17.100]  不知道最近有沒有一些事情
[00:02:17.100 --> 00:02:22.100]  令你掛心或者令你害怕呢?
[00:02:22.100 --> 00:02:25.100]  原來當我們面對一些情況
[00:02:25.100 --> 00:02:27.300]  是沒有把握的時候
[00:02:27.300 --> 00:02:29.100]  我們就會害怕
[00:02:29.100 --> 00:02:32.500]  譬如見到一些失控的情況
[00:02:32.500 --> 00:02:34.700]  未經歷過的事情
[00:02:34.700 --> 00:02:36.900]  傳言陌生的環境
[00:02:36.900 --> 00:02:39.900]  又或者很難解決的問題
[00:02:39.900 --> 00:02:43.900]  財困或者一些突然的病患
[00:02:43.900 --> 00:02:47.500]  凡此種種都會叫我們害怕
[00:02:47.500 --> 00:02:50.100]  甚至驚慌失措
[00:02:50.100 --> 00:02:53.300]  好像剛剛過去的三年疫情
[00:02:53.300 --> 00:02:57.300]  對全世界都帶來很大的影響
[00:02:57.300 --> 00:02:59.600]  因為COVID的出現
[00:02:59.600 --> 00:03:03.500]  讓世界各地都有大規模的死亡
[00:03:03.500 --> 00:03:07.100]  是我自出生以來未見過的
[00:03:07.100 --> 00:03:09.800]  確實令人覺得很可怕
[00:03:09.800 --> 00:03:13.100]  因為除了凸顯了人的限制
[00:03:13.100 --> 00:03:15.300]  以及生命的脆弱之外
[00:03:15.300 --> 00:03:18.300]  那種失控和沒有把握
[00:03:18.300 --> 00:03:20.800]  真的讓人覺得很驚嚇
[00:03:20.800 --> 00:03:23.300]  以及很恐怖
[00:03:23.300 --> 00:03:28.800]  面對疫情連不染疫的把握都沒有
[00:03:28.800 --> 00:03:31.000]  甚至染了疫之後
[00:03:31.000 --> 00:03:34.200]  能不能徹底康復都不知道
[00:03:34.200 --> 00:03:41.100]  所以是在一個很大的恐懼裡面
[00:03:41.100 --> 00:03:44.500]  馬可就在今天的信息裡面
[00:03:44.500 --> 00:03:49.500]  來教我們一個驅除懼怕的良方
[00:03:49.500 --> 00:03:52.000]  所以鼓勵大家可以留心
[00:03:52.000 --> 00:03:55.800]  看看今天這一段的經文
[00:03:55.800 --> 00:03:59.000]  《馬可呼音》6章45到56節
[00:03:59.000 --> 00:04:01.900]  其實是講述兩個事件
[00:04:01.900 --> 00:04:03.200]  兩個對象
[00:04:03.200 --> 00:04:06.000]  以及兩個不同的結果
[00:04:06.000 --> 00:04:09.300]  我將45節到52節
[00:04:09.300 --> 00:04:12.500]  形容為耶穌水上行
[00:04:12.500 --> 00:04:14.200]  在這個段落裡面
[00:04:14.200 --> 00:04:17.000]  耶穌行起水面上
[00:04:17.000 --> 00:04:19.100]  祂的主要對象
[00:04:19.100 --> 00:04:21.100]  事件發生的主要對象
[00:04:21.100 --> 00:04:24.900]  是耶穌的門徒
[00:04:24.900 --> 00:04:26.600]  事件過後
[00:04:26.600 --> 00:04:30.000]  這些門徒仍然如幻不明
[00:04:30.000 --> 00:04:32.200]  驚慌驚奇
[00:04:32.200 --> 00:04:36.200]  第二個段落在53節到56節
[00:04:36.200 --> 00:04:39.600]  是耶穌醫治人
[00:04:39.600 --> 00:04:41.800]  格里薩勒的人
[00:04:41.800 --> 00:04:45.800]  對耶穌的醫治很有把握
[00:04:45.800 --> 00:04:48.400]  他們相信耶穌能夠醫治
[00:04:48.400 --> 00:04:52.100]  醫治他們很多人的醫治
[00:04:52.100 --> 00:04:58.700]  好 由《馬可呼音》到現在第6章
[00:04:58.700 --> 00:05:01.000]  其實有兩段的經文
[00:05:01.000 --> 00:05:04.600]  是講到門徒遇見風浪
[00:05:04.600 --> 00:05:06.200]  我不知道你記不記得
[00:05:06.200 --> 00:05:09.000]  第一個段落是馬可呼音4章
[00:05:09.000 --> 00:05:12.000]  35節到41節
[00:05:12.000 --> 00:05:18.700]  耶穌平靜風浪
[00:05:18.700 --> 00:05:24.100]  那次是耶穌講完比喻教導之後
[00:05:24.100 --> 00:05:27.400]  跟門徒一起上船
[00:05:27.400 --> 00:05:30.300]  以及在海上航行
[00:05:30.300 --> 00:05:34.400]  當時是晚上的時間
[00:05:34.400 --> 00:05:38.200]  忽然遇到很大的風浪
[00:05:38.200 --> 00:05:42.500]  大浪到整艘船都被水淹沒
[00:05:42.500 --> 00:05:45.300]  但耶穌在船艙睡覺
[00:05:45.300 --> 00:05:47.300]  門徒很害怕
[00:05:47.300 --> 00:05:51.500]  覺得好像生命受威脅
[00:05:51.500 --> 00:05:53.700]  於是祂叫醒耶穌
[00:05:53.700 --> 00:05:54.900]  祂告訴耶穌
[00:05:54.900 --> 00:05:56.200]  我們快要死了
[00:05:56.200 --> 00:05:58.600]  祢是否不理我們
[00:05:58.600 --> 00:06:01.000]  結果耶穌起來
[00:06:01.000 --> 00:06:04.300]  斥責風浪
[00:06:04.300 --> 00:06:06.300]  然後向海說
[00:06:06.300 --> 00:06:08.500]  注了罷 靜了罷
[00:06:08.500 --> 00:06:09.800]  記不記得
[00:06:09.800 --> 00:06:12.000]  就在當刻
[00:06:12.000 --> 00:06:14.600]  風浪大大平靜
[00:06:14.600 --> 00:06:17.300]  耶穌問門徒
[00:06:17.300 --> 00:06:19.400]  為什麼你們還要膽怯
[00:06:19.400 --> 00:06:22.200]  還沒有信心呢
[00:06:22.200 --> 00:06:23.500]  他們很害怕
[00:06:23.500 --> 00:06:25.200]  因為被耶穌責備
[00:06:25.200 --> 00:06:27.500]  還存著很大的疑惑
[00:06:27.500 --> 00:06:29.700]  去彼此說
[00:06:29.700 --> 00:06:31.400]  其實這位耶穌
[00:06:31.400 --> 00:06:32.900]  到底是誰呢
[00:06:32.900 --> 00:06:34.700]  為什麼連風和海
[00:06:34.700 --> 00:06:37.500]  都聽從祂呢
[00:06:37.500 --> 00:06:39.300]  這是第一次
[00:06:39.300 --> 00:06:41.500]  門徒遇風浪的時候
[00:06:41.500 --> 00:06:43.800]  他們的情況
[00:06:43.800 --> 00:06:45.300]  今天看的第六章
[00:06:45.300 --> 00:06:47.600]  四十五到五十二節
[00:06:47.600 --> 00:06:51.700]  就是耶穌水上行
[00:06:51.700 --> 00:06:53.500]  這個事件的出現
[00:06:53.500 --> 00:06:56.400]  是緊接於
[00:06:56.400 --> 00:06:57.600]  五餅二魚
[00:06:57.600 --> 00:07:00.700]  餵飽五千人的神蹟之後
[00:07:00.700 --> 00:07:03.600]  我們不如先看一看
[00:07:03.600 --> 00:07:06.900]  那個經文
[00:07:06.900 --> 00:07:09.300]  我們可以先讀一下
[00:07:09.300 --> 00:07:11.200]  以致我們能夠了解
[00:07:11.200 --> 00:07:13.700]  究竟經文說些什麼
[00:07:13.700 --> 00:07:15.000]  一二三
[00:07:15.000 --> 00:07:18.100]  耶穌隨即吹門徒上船
[00:07:18.100 --> 00:07:20.000]  先渡渡對岸
[00:07:20.000 --> 00:07:22.000]  到百菜帶去
[00:07:22.000 --> 00:07:24.600]  等他叫眾人散去
[00:07:24.600 --> 00:07:26.800]  他辭別了他們
[00:07:26.800 --> 00:07:29.300]  就往山上去禱告
[00:07:29.300 --> 00:07:30.800]  到了晚上
[00:07:30.800 --> 00:07:32.500]  船在海中
[00:07:32.500 --> 00:07:35.000]  耶穌獨自在岸上
[00:07:35.000 --> 00:07:38.100]  他看見門徒因風不順
[00:07:38.100 --> 00:07:40.000]  搖擾很苦
[00:07:40.000 --> 00:07:42.100]  天很快亮的時候
[00:07:42.100 --> 00:07:44.400]  他在海面上走
[00:07:44.400 --> 00:07:46.500]  往他們那裡去
[00:07:46.500 --> 00:07:49.600]  想要超過他們
[00:07:49.600 --> 00:07:54.700]  但門徒看見他在海面上走
[00:07:54.700 --> 00:07:56.600]  以為是鬼怪
[00:07:56.600 --> 00:07:58.500]  就喊叫起來
[00:07:58.500 --> 00:08:01.500]  因為他們都看見了他
[00:08:01.500 --> 00:08:03.200]  甚為驚慌
[00:08:03.200 --> 00:08:05.800]  耶穌連望對他們說
[00:08:05.800 --> 00:08:08.800]  放心 是我 不要怕
[00:08:08.800 --> 00:08:11.400]  於是他到他們那裡
[00:08:11.400 --> 00:08:12.600]  一上船
[00:08:12.600 --> 00:08:14.200]  風就停了
[00:08:14.200 --> 00:08:16.800]  他們心裡十分驚奇
[00:08:16.800 --> 00:08:19.500]  這是因為他們不明白
[00:08:19.500 --> 00:08:21.300]  那份餅的事
[00:08:21.300 --> 00:08:23.900]  心裡還是餘患
[00:08:27.200 --> 00:08:28.700]  經文在這裡
[00:08:28.700 --> 00:08:31.400]  將整個關乎耶穌
[00:08:31.400 --> 00:08:33.600]  在水上行的狀況
[00:08:33.600 --> 00:08:36.300]  給我們看到
[00:08:36.300 --> 00:08:39.600]  在五餅而餘之後
[00:08:39.600 --> 00:08:43.500]  耶穌催門徒要上船
[00:08:43.500 --> 00:08:44.500]  下一章
[00:08:44.500 --> 00:08:47.000]  先到對岸
[00:08:47.000 --> 00:08:48.900]  到白菜大去
[00:08:48.900 --> 00:08:50.500]  我們可以下一章片
[00:08:50.500 --> 00:08:56.000]  馬可沒有交代
[00:08:56.000 --> 00:08:58.000]  為何耶穌急著
[00:08:58.000 --> 00:09:00.300]  要門徒有啟程
[00:09:00.300 --> 00:09:02.600]  為何要去白菜大
[00:09:02.600 --> 00:09:06.100]  他自己留下來
[00:09:06.100 --> 00:09:08.900]  叫眾人散開
[00:09:08.900 --> 00:09:12.300]  跟門徒說再見後
[00:09:12.300 --> 00:09:15.100]  耶穌就上山祈禱
[00:09:15.100 --> 00:09:16.600]  我們認識的耶穌
[00:09:16.600 --> 00:09:18.000]  很多時候都是這樣
[00:09:18.000 --> 00:09:24.100]  做完一些大的教導
[00:09:24.100 --> 00:09:27.800]  然後要在神面前禱告
[00:09:27.800 --> 00:09:29.800]  到了夜晚
[00:09:29.800 --> 00:09:33.100]  應該遣散群眾的時候
[00:09:33.100 --> 00:09:35.900]  就是黃昏日落的時間
[00:09:35.900 --> 00:09:39.400]  祈禱後已經到夜晚
[00:09:39.400 --> 00:09:41.700]  船在海中間
[00:09:41.700 --> 00:09:44.600]  耶穌獨自在岸上
[00:09:44.600 --> 00:09:46.400]  祂看到門徒
[00:09:46.400 --> 00:09:48.700]  因為風很大
[00:09:48.700 --> 00:09:52.800]  不能很順暢地航行
[00:09:52.800 --> 00:09:56.800]  他們撐船很辛苦
[00:09:56.800 --> 00:09:59.700]  結果到天快亮的時候
[00:09:59.700 --> 00:10:02.300]  耶穌就在海面上高走
[00:10:02.300 --> 00:10:04.200]  就是走在海面上
[00:10:04.200 --> 00:10:06.400]  去到門徒中間
[00:10:06.400 --> 00:10:09.600]  想要超過祂們
[00:10:09.600 --> 00:10:11.800]  這裡說得很有趣
[00:10:11.800 --> 00:10:13.500]  雖然耶穌沒有跟門徒
[00:10:13.500 --> 00:10:15.800]  在船上
[00:10:15.800 --> 00:10:17.400]  但是耶穌的眼目
[00:10:17.400 --> 00:10:20.000]  沒有離開過祂的門徒
[00:10:20.000 --> 00:10:23.600]  祂看到他們跟風搏鬥
[00:10:23.600 --> 00:10:24.800]  很辛苦
[00:10:24.800 --> 00:10:26.600]  不過耶穌沒有馬上
[00:10:26.600 --> 00:10:28.500]  就去到祂們中間
[00:10:28.500 --> 00:10:30.800]  反而在天快亮的時候
[00:10:30.800 --> 00:10:33.200]  如果根據和合本的形容
[00:10:33.200 --> 00:10:34.600]  就是四更天
[00:10:34.600 --> 00:10:38.900]  就是差不多凌晨三點多的時候
[00:10:38.900 --> 00:10:40.200]  天快亮的時候
[00:10:40.200 --> 00:10:43.300]  耶穌看到他們還沒撐完
[00:10:43.300 --> 00:10:48.100]  你想想由日落到凌晨三點
[00:10:48.100 --> 00:10:50.800]  其實也是一個很長的時間
[00:10:50.800 --> 00:10:55.000]  相信也是一個很大的搏鬥
[00:10:55.000 --> 00:10:58.100]  所以在天快亮的時候
[00:10:58.100 --> 00:11:01.800]  耶穌就從海面上高走過去
[00:11:01.800 --> 00:11:05.400]  然後就去到門徒那裡
[00:11:05.400 --> 00:11:07.600]  馬可有一個獨特的形容
[00:11:07.600 --> 00:11:10.800]  他說想要超過祂們
[00:11:10.800 --> 00:11:12.800]  其他呼音書沒有這樣寫
[00:11:12.800 --> 00:11:14.800]  原來原文直譯
[00:11:14.800 --> 00:11:20.200]  就是耶穌想起祂們身旁經過
[00:11:20.200 --> 00:11:21.900]  舊約原來說
[00:11:21.900 --> 00:11:23.900]  這個原文經過
[00:11:23.900 --> 00:11:27.500]  是有上帝顯現的意思
[00:11:27.500 --> 00:11:29.800]  在舊約裡面
[00:11:29.800 --> 00:11:31.200]  有兩個人物
[00:11:31.200 --> 00:11:36.600]  曾經經歷過神起他身旁走過
[00:11:36.600 --> 00:11:39.200]  又或者神向他顯現
[00:11:39.200 --> 00:11:42.200]  其中一個是摩西
[00:11:42.200 --> 00:11:46.000]  摩西當時很想見到神的榮耀
[00:11:46.000 --> 00:11:49.400]  所以他跟耶和華說
[00:11:49.400 --> 00:11:51.600]  很想見到神的榮耀
[00:11:51.600 --> 00:11:54.000]  神答應他
[00:11:54.000 --> 00:11:58.200]  並且在他面前經過
[00:11:58.200 --> 00:12:00.000]  不過他說
[00:12:00.000 --> 00:12:05.800]  因為沒有人能夠直接見我的面
[00:12:05.800 --> 00:12:08.400]  所以到我經過的時候
[00:12:08.400 --> 00:12:11.200]  你要在盤石的縫隙那裡
[00:12:11.200 --> 00:12:14.000]  然後我用手遮蔽你
[00:12:14.000 --> 00:12:16.200]  然後你就會見到
[00:12:16.200 --> 00:12:18.600]  我是怎樣的一位神
[00:12:18.600 --> 00:12:20.800]  他宣告自己是那位
[00:12:20.800 --> 00:12:23.200]  要恩待誰就恩待誰
[00:12:23.200 --> 00:12:26.400]  要憐憫誰就憐憫誰的上帝
[00:12:26.400 --> 00:12:29.000]  摩西就在那個狀況裡面
[00:12:29.000 --> 00:12:34.200]  親身經歷神起他身邊和顯現
[00:12:34.200 --> 00:12:37.600]  第二位是以利亞
[00:12:37.600 --> 00:12:40.500]  以利亞是大能的先知
[00:12:40.500 --> 00:12:43.100]  跟巴力去搏鬥
[00:12:43.100 --> 00:12:47.400]  但是當在夜洗別去追殺他的時候
[00:12:47.400 --> 00:12:50.700]  他逃命而且很辛苦
[00:12:50.700 --> 00:12:53.500]  耶和華就問他
[00:12:53.500 --> 00:12:55.800]  以利亞你到底在這裡做什麼
[00:12:55.800 --> 00:12:57.600]  他說我在這裡大發熱心
[00:12:57.600 --> 00:12:59.700]  為耶和華大發熱心
[00:12:59.700 --> 00:13:05.800]  然後耶和華神就要跟他說
[00:13:05.800 --> 00:13:07.900]  你出來站在山上
[00:13:07.900 --> 00:13:09.700]  在耶和華面前
[00:13:09.700 --> 00:13:13.600]  然後神自己親自在那裡經過
[00:13:13.600 --> 00:13:18.500]  在耶和華面前有烈風大作
[00:13:18.500 --> 00:13:20.300]  山崩石裂
[00:13:20.300 --> 00:13:22.500]  耶和華卻不在風中
[00:13:22.500 --> 00:13:24.500]  風後又有地震
[00:13:24.500 --> 00:13:26.800]  耶和華亦不在其中
[00:13:26.800 --> 00:13:28.500]  地震後有火
[00:13:28.500 --> 00:13:30.900]  耶和華亦不在火中
[00:13:30.900 --> 00:13:34.600]  火以後有微細的聲音
[00:13:34.600 --> 00:13:38.200]  神將他自己的大能
[00:13:38.200 --> 00:13:42.200]  展現在這位僕人的面前
[00:13:42.200 --> 00:13:45.000]  他要以利亞認識
[00:13:45.000 --> 00:13:49.400]  這位大能神是怎樣
[00:13:49.400 --> 00:13:52.400]  原來耶穌在海面上行走
[00:13:52.400 --> 00:13:55.600]  是顯示他擁有
[00:13:55.600 --> 00:13:59.300]  做物主一樣的無限權柄
[00:13:59.300 --> 00:14:01.100]  也因為只有神
[00:14:01.100 --> 00:14:06.000]  才可以在海浪上行走
[00:14:06.000 --> 00:14:09.900]  約伯記九章八節
[00:14:09.900 --> 00:14:13.000]  他這樣形容我們這位上帝
[00:14:13.000 --> 00:14:15.700]  他獨自鋪張諸天
[00:14:15.700 --> 00:14:18.500]  步行在海浪之上
[00:14:18.500 --> 00:14:21.100]  詩篇七十七篇十九節
[00:14:21.100 --> 00:14:22.700]  詩人這樣形容
[00:14:22.700 --> 00:14:24.800]  你的道在海中
[00:14:24.800 --> 00:14:28.200]  你的路在大水之中
[00:14:28.200 --> 00:14:31.800]  你的腳中卻無人知道
[00:14:31.800 --> 00:14:37.000]  所以耶穌要向門徒顯示
[00:14:37.000 --> 00:14:39.200]  他就是上帝
[00:14:39.200 --> 00:14:43.600]  而且他是願意去到他那裡
[00:14:43.600 --> 00:14:47.300]  但是看看門徒究竟有什麼反應
[00:14:47.300 --> 00:14:49.200]  四十九節
[00:14:49.200 --> 00:14:51.300]  但門徒看見他
[00:14:51.300 --> 00:14:52.500]  這個他是耶穌
[00:14:52.500 --> 00:14:54.400]  在海面上走
[00:14:54.400 --> 00:14:56.300]  以為是鬼怪
[00:14:56.300 --> 00:14:58.600]  就喊叫起來
[00:14:58.600 --> 00:15:03.000]  嘩 代入去做一下耶穌
[00:15:03.000 --> 00:15:05.400]  走過去本來想堅定他們
[00:15:05.400 --> 00:15:07.900]  誰知道他當他是隻鬼
[00:15:07.900 --> 00:15:09.700]  真是心都傷了
[00:15:09.700 --> 00:15:11.700]  不過耶穌被人誤會
[00:15:11.700 --> 00:15:15.100]  是都常常有
[00:15:15.100 --> 00:15:20.000]  因為門徒看見耶穌的時候很害怕
[00:15:20.000 --> 00:15:23.300]  不知道是不是因為他們很努力這樣
[00:15:23.300 --> 00:15:26.000]  在同風搏鬥
[00:15:26.000 --> 00:15:33.500]  所以不斷沒有留意身邊的狀況
[00:15:33.500 --> 00:15:36.900]  所以看見有一個人影在海面飄過來
[00:15:36.900 --> 00:15:39.700]  所以好像很害怕
[00:15:39.700 --> 00:15:42.200]  耶穌立刻跟他說
[00:15:42.200 --> 00:15:46.400]  放心 是我 不要怕
[00:15:46.400 --> 00:15:47.900]  看回原文
[00:15:47.900 --> 00:15:56.800]  我是自有永有 即是上帝的意思
[00:15:56.800 --> 00:15:59.700]  耶穌是叫門徒你們放心
[00:15:59.700 --> 00:16:03.200]  我是上帝 不用怕
[00:16:03.200 --> 00:16:05.500]  到了那裡的時候
[00:16:05.500 --> 00:16:06.700]  他們一上船
[00:16:06.700 --> 00:16:08.100]  耶穌一上船
[00:16:08.100 --> 00:16:10.200]  風就停了
[00:16:10.200 --> 00:16:14.900]  這班門徒心裡又十分驚奇
[00:16:14.900 --> 00:16:17.400]  可能你都會覺得很奇怪
[00:16:17.400 --> 00:16:20.900]  這班門徒其實跟著耶穌也跟了很久
[00:16:20.900 --> 00:16:24.600]  日夜跟耶穌同食同住同行
[00:16:24.600 --> 00:16:27.400]  也聽過耶穌很多的教導
[00:16:27.400 --> 00:16:30.300]  見過耶穌行很多的神蹟
[00:16:30.300 --> 00:16:34.500]  包括講鬼治病 平靜風浪等等
[00:16:34.500 --> 00:16:39.100]  但是原來門徒對耶穌的認識和信任
[00:16:39.100 --> 00:16:43.900]  依然是很有限和很有疑惑
[00:16:43.900 --> 00:16:48.400]  甚至這班門徒剛剛親身參與了
[00:16:48.400 --> 00:16:51.100]  耶穌用五餅二魚
[00:16:51.100 --> 00:16:53.500]  去叫五千人吃飽
[00:16:53.500 --> 00:16:56.300]  一個這樣的神蹟事件
[00:16:56.300 --> 00:17:00.300]  為什麼他們對耶穌
[00:17:00.300 --> 00:17:05.300]  沒有更新和一個更新的認識呢
[00:17:05.300 --> 00:17:09.900]  其實我們都是說跟隨耶穌的
[00:17:09.900 --> 00:17:15.100]  究竟我們又像不像祂呢
[00:17:15.100 --> 00:17:17.500]  馬可在這裡的記載
[00:17:17.500 --> 00:17:23.400]  不只是要我們知道耶穌是真神
[00:17:23.400 --> 00:17:27.700]  他更加讓我們看到耶穌的心腸
[00:17:27.700 --> 00:17:30.700]  雖然祂沒有跟門徒在一起
[00:17:30.700 --> 00:17:36.900]  但是祂的眼目仍然看顧著屬於祂的人
[00:17:36.900 --> 00:17:38.700]  而且祂有大能
[00:17:38.700 --> 00:17:44.500]  在每一個人有需要的時候
[00:17:44.500 --> 00:17:49.700]  祂是會看顧和會私恩幫助
[00:17:49.700 --> 00:17:51.600]  很寶貴的信息
[00:17:51.600 --> 00:17:56.900]  好了 當這些門徒心裡還餘患的時候
[00:17:56.900 --> 00:18:00.300]  沒多久駕船就拍岸了
[00:18:00.300 --> 00:18:02.000]  圖告訴我們
[00:18:02.000 --> 00:18:05.800]  耶穌本來是叫他們去白菜大
[00:18:05.800 --> 00:18:11.500]  白菜大原來是一群外邦人聚居的地方
[00:18:11.500 --> 00:18:13.800]  誰知道可能真的是大風
[00:18:13.800 --> 00:18:16.100]  結果駕船去不了這裡
[00:18:16.100 --> 00:18:17.300]  去了哪裡呢
[00:18:17.300 --> 00:18:19.200]  去了西南邊
[00:18:19.200 --> 00:18:24.100]  有一個叫做格尼薩納的地方
[00:18:24.100 --> 00:18:30.500]  那裡住了很多猶太人
[00:18:30.500 --> 00:18:34.100]  《馬可福音》六章53到56節
[00:18:34.100 --> 00:18:40.500]  就講到究竟在這個地方發生了什麼事
[00:18:40.500 --> 00:18:42.400]  不如我們讀讀它
[00:18:42.400 --> 00:18:44.900]  他們渡過了海
[00:18:44.900 --> 00:18:47.500]  在格尼薩納靠岸
[00:18:47.500 --> 00:18:48.700]  泊了船
[00:18:48.700 --> 00:18:50.300]  他們一下來
[00:18:50.300 --> 00:18:53.100]  眾人立刻認出是耶穌
[00:18:53.100 --> 00:18:56.100]  就跑遍那整個地區
[00:18:56.100 --> 00:18:58.400]  聽到祂在哪裡
[00:18:58.400 --> 00:19:02.900]  就把病的用玉子抬到哪裡
[00:19:02.900 --> 00:19:05.300]  耶穌所到的地方
[00:19:05.300 --> 00:19:06.600]  或村莊
[00:19:06.600 --> 00:19:07.800]  或城裡
[00:19:07.800 --> 00:19:09.100]  或鄉間
[00:19:09.100 --> 00:19:12.800]  他們都把病人放在街市上
[00:19:12.800 --> 00:19:17.700]  求耶穌讓他們摸一摸祂的衣裳水紙
[00:19:17.700 --> 00:19:21.400]  摸著的日就好了
[00:19:21.400 --> 00:19:24.100]  很特別的一個段落
[00:19:24.100 --> 00:19:29.500]  和之前門徒那種猶疑疑惑
[00:19:29.500 --> 00:19:30.900]  很不同
[00:19:30.900 --> 00:19:35.100]  這幫人一知道耶穌來了他們中間
[00:19:35.100 --> 00:19:38.200]  他們就很著弱歡欣
[00:19:38.200 --> 00:19:42.700]  很努力地將整個地區裡面的病人
[00:19:42.700 --> 00:19:45.200]  抬到耶穌面前
[00:19:45.200 --> 00:19:49.200]  原來有信心是帶來行動的
[00:19:49.200 --> 00:19:52.000]  你說你信耶穌有醫治大能
[00:19:52.000 --> 00:19:55.800]  你有沒有去到耶穌的面前呢
[00:19:55.800 --> 00:19:59.800]  然後在耶穌所到的地方
[00:19:59.800 --> 00:20:04.100]  無論是村莊城裡或鄉間
[00:20:04.100 --> 00:20:07.500]  他們都把病人放在街市上
[00:20:07.500 --> 00:20:09.500]  他們求耶穌什麼
[00:20:09.500 --> 00:20:15.800]  他們只是求耶穌讓他們摸一摸祂的衣裳水紙
[00:20:15.800 --> 00:20:19.500]  誰摸了耶穌的衣裳水紙就好了
[00:20:19.500 --> 00:20:22.500]  血漏的婦人
[00:20:22.500 --> 00:20:25.300]  他們都沒有求耶穌要醫治祂
[00:20:25.300 --> 00:20:27.300]  怎樣醫治祂為祂祈禱
[00:20:27.300 --> 00:20:31.300]  祂知道原來摸一摸耶穌的衣裳水紙
[00:20:31.300 --> 00:20:33.300]  就能夠好
[00:20:33.300 --> 00:20:38.300]  聖經描述摸著的人就都好了
[00:20:38.300 --> 00:20:41.300]  我記得聖經裡也有這樣說
[00:20:41.300 --> 00:20:45.300]  人若能信再信的人
[00:20:45.300 --> 00:20:47.300]  凡事都能
[00:20:47.300 --> 00:20:53.300]  原來能不能從神得著祂所應許的
[00:20:53.300 --> 00:20:56.300]  寶貴的福氣
[00:20:56.300 --> 00:21:04.300]  很在乎我們究竟對耶穌上帝的信任去到哪裡
[00:21:04.300 --> 00:21:09.300]  我在預備這個聖經的時候
[00:21:09.300 --> 00:21:12.300]  有很多體會
[00:21:12.300 --> 00:21:16.300]  在教會裡我是做癌症關懷
[00:21:16.300 --> 00:21:18.300]  所以我很知道
[00:21:18.300 --> 00:21:22.300]  當我們遇到嚴峻的病患的時候
[00:21:22.300 --> 00:21:28.300]  我們是需要上帝親自的撫摸和醫治
[00:21:28.300 --> 00:21:32.300]  但是上帝有主權
