
[00:00:00.000 --> 00:00:03.740]  今天講的題目我想大家都不陌生
[00:01:33.880 --> 00:01:36.200]  我就跟他坐下來的時候
[00:01:36.200 --> 00:01:38.680]  我就跟他一起看這個網站
[00:01:38.680 --> 00:01:42.320]  的確講了很多引用聖經的話
[00:01:42.320 --> 00:01:44.280]  但是如果詳細看的時候
[00:01:44.280 --> 00:01:49.200]  這位在網站寫文章的那位人士
[00:01:49.200 --> 00:01:53.920]  其實很多時候都很用自己的方式去解釋
[00:01:53.920 --> 00:01:55.840]  並且很多穿鑿附會
[00:01:55.840 --> 00:01:58.760]  於是我就跟這位朋友講講
[00:01:58.760 --> 00:02:02.240]  其實聖經其實是這樣的意思
[00:02:02.240 --> 00:02:04.800]  並且講到「主在來」
[00:02:04.800 --> 00:02:06.280]  其實是對信徒
[00:02:06.280 --> 00:02:08.840]  一個很大的盼望和榮耀
[00:02:08.840 --> 00:02:10.760]  是不需要害怕的
[00:02:10.760 --> 00:02:12.160]  不是一個驚慌的
[00:02:12.160 --> 00:02:13.920]  當然神會帶有審判
[00:02:13.920 --> 00:02:19.440]  世人都要去留意這件事情
[00:02:19.440 --> 00:02:22.160]  以至到最終得到祝福
[00:02:22.160 --> 00:02:24.800]  聖經的話語是幫人的
[00:02:24.800 --> 00:02:28.960]  後來這個弟兄就慢慢在教會裏面
[00:02:28.960 --> 00:02:30.720]  去參加一些茶經班
[00:02:30.720 --> 00:02:32.760]  慢慢清楚信仰是什麼
[00:02:32.760 --> 00:02:35.040]  然後這個人就多一點的喜樂
[00:02:35.040 --> 00:02:38.160]  然後最後就信了耶穌
[00:02:38.160 --> 00:02:40.680]  這個也是一個看到
[00:02:40.680 --> 00:02:44.560]  其實「主在來」這個課題
[00:02:44.560 --> 00:02:47.360]  其實我們真的很需要去慢慢去看
[00:02:47.360 --> 00:02:50.200]  以及都需要深入的去了解
[00:02:50.200 --> 00:02:53.680]  因為坊間不少人在末世論裏面
[00:02:53.680 --> 00:02:55.720]  有很多不同的講法
[00:02:55.720 --> 00:02:58.880]  以及也有很多的異教邪端
[00:02:58.880 --> 00:03:02.040]  異端邪說很多時候都用末世
[00:03:02.040 --> 00:03:06.280]  去吸引一些的信眾
[00:03:06.280 --> 00:03:09.960]  並且可以有些的控制
[00:03:09.960 --> 00:03:12.400]  或者甚至有些不好的動機
[00:03:12.400 --> 00:03:14.920]  所以這個也是我們要去小心
[00:03:14.920 --> 00:03:16.720]  我相信報復堂的弟兄姊妹
[00:03:16.720 --> 00:03:20.640]  其實都認識多一點「主在來」
[00:03:20.640 --> 00:03:21.840]  這個是感恩的
[00:03:21.840 --> 00:03:23.760]  但是我們繼續的進深的了解
[00:03:23.760 --> 00:03:25.480]  或許今天我們看
[00:03:25.480 --> 00:03:28.200]  我們要留意說末世的時候
[00:03:28.200 --> 00:03:30.000]  保羅說了很多
[00:03:30.000 --> 00:03:32.360]  但是你會發覺保羅說末世
[00:03:32.360 --> 00:03:33.840]  或者說到「主在來」
[00:03:33.840 --> 00:03:35.600]  總是帶有一個意義的
[00:03:35.600 --> 00:03:37.960]  就是對我們今天有什麼意思
[00:03:37.960 --> 00:03:38.680]  有什麼意義
[00:03:38.680 --> 00:03:41.120]  我們怎樣可以有好的態度
[00:03:41.120 --> 00:03:42.680]  面對「主在來」
[00:03:42.680 --> 00:03:44.840]  這個就譬如好像在
[00:03:44.840 --> 00:03:47.120]  「帖十來羅尼加前後書」
[00:03:47.120 --> 00:03:48.960]  是很多強調「主在來」
[00:03:48.960 --> 00:03:51.520]  但是你會發覺每一句提到「主在來」
[00:03:51.520 --> 00:03:52.400]  都提醒我們
[00:03:52.400 --> 00:03:54.680]  勸勉我們做一些事情
[00:03:54.680 --> 00:03:56.160]  所以你會看到
[00:03:56.160 --> 00:03:58.280]  信望外是很重要的
[00:03:58.280 --> 00:04:00.400]  都在「帖十來羅尼加前後書」
[00:04:00.400 --> 00:04:01.880]  穿插著這些主題
[00:04:01.880 --> 00:04:03.600]  就是說我們怎樣去正確的態度
[00:04:03.600 --> 00:04:07.160]  面對「主在來」
[00:04:07.160 --> 00:04:09.200]  或者我們看看這段經文
[00:04:09.200 --> 00:04:11.680]  我們看第二章去到一個部分
[00:04:11.680 --> 00:04:14.040]  就是說保羅很想澄清
[00:04:14.040 --> 00:04:17.400]  「主在來」或者是「主的日子」
[00:04:17.400 --> 00:04:19.480]  究竟是什麼一回的事實
[00:04:19.480 --> 00:04:21.200]  讓信徒很清楚地拿捏
[00:04:21.200 --> 00:04:24.400]  以致他們不會被人搞擾
[00:04:24.400 --> 00:04:26.360]  或者一些錯誤的觀念
[00:04:26.360 --> 00:04:28.440]  或者我們看看第一和第二節
[00:04:28.440 --> 00:04:30.520]  我們先看看有什麼問題
[00:04:30.520 --> 00:04:32.200]  這個教會的信徒
[00:04:32.200 --> 00:04:34.760]  是受到什麼搞擾呢
[00:04:34.760 --> 00:04:36.080]  第一節說
[00:04:36.080 --> 00:04:39.400]  「弟兄們,關於我們主耶穌基督的來臨
[00:04:39.400 --> 00:04:41.880]  和我們到他那裡聚集
[00:04:41.880 --> 00:04:47.080]  我勸你們,無論藉著靈,藉著言語
[00:04:47.080 --> 00:04:49.720]  藉著無我的名,寫的書信
[00:04:49.720 --> 00:04:51.640]  說主的日子已經到了
[00:04:51.640 --> 00:04:54.800]  不要輕易動心,也不要驚慌」
[00:04:54.800 --> 00:04:58.560]  就是說這些是成為了搞擾
[00:04:58.560 --> 00:05:01.400]  這些傳言他們說到什麼呢
[00:05:01.400 --> 00:05:02.520]  就是關於什麼事呢
[00:05:02.520 --> 00:05:06.840]  關於是主耶穌基督來臨的事
[00:05:06.840 --> 00:05:09.000]  和我們對他那裡聚集
[00:05:09.000 --> 00:05:11.280]  又是指到什麼呢
[00:05:11.280 --> 00:05:13.240]  如果我們看看
[00:05:13.240 --> 00:05:16.320]  「貼索尼迦前後書」的對照
[00:05:16.320 --> 00:05:18.240]  其實是在說一件事的
[00:05:18.240 --> 00:05:21.440]  在「貼索尼迦前書」說到主在來
[00:05:21.440 --> 00:05:25.680]  來的時候信徒會聚集一起
[00:05:25.680 --> 00:05:30.040]  在「貼索尼迦前書」第四章
[00:05:30.040 --> 00:05:33.520]  十六、十七節說到主在來的景況
[00:05:33.520 --> 00:05:39.480]  就說「照照你一發天使長的號一吹
[00:05:39.480 --> 00:05:44.080]  然後神就去命令的聲呼喊」
[00:05:44.080 --> 00:05:48.600]  就是所有死了的信徒會復活
[00:05:48.600 --> 00:05:49.200]  首先復活
[00:05:49.200 --> 00:05:52.080]  然後那些活著還在生的
[00:05:52.080 --> 00:05:53.960]  在那個時間主在來的時候
[00:05:53.960 --> 00:05:55.480]  身體也會改變
[00:05:55.480 --> 00:05:57.600]  然後「一同被提到魂裡
[00:05:57.600 --> 00:05:59.520]  與空中與主相遇
[00:05:59.520 --> 00:06:01.520]  這樣永遠與主同在」
[00:06:01.520 --> 00:06:03.080]  是一個結連
[00:06:03.080 --> 00:06:06.200]  神相聚信徒的時候
[00:06:06.200 --> 00:06:08.120]  也就是他來臨的時候
[00:06:08.120 --> 00:06:14.920]  這應該是保羅所說的關於這件事情
[00:06:14.920 --> 00:06:17.960]  這件事情有什麼搞笑呢?
[00:06:17.960 --> 00:06:22.000]  如果我們再看第四章
[00:06:22.000 --> 00:06:24.480]  「貼索尼迦前書」到第五章
[00:06:24.480 --> 00:06:26.280]  說到一件事情
[00:06:26.280 --> 00:06:29.440]  就是主這個日子是什麼時候
[00:06:29.440 --> 00:06:31.680]  他稱為「主的日子」
[00:06:31.680 --> 00:06:34.560]  他來的時候好像賊一樣
[00:06:34.560 --> 00:06:39.000]  就是有一些災難來到
[00:06:39.000 --> 00:06:40.680]  一般的人不知道
[00:06:40.680 --> 00:06:43.280]  就會在禍環當中逃脫不了
[00:06:43.280 --> 00:06:47.480]  但是信徒在第五章第十節提到
[00:06:47.480 --> 00:06:50.400]  「神不是預定你們受刑罰的
[00:06:50.400 --> 00:06:53.320]  是叫你們因耶穌基督得救」
[00:06:53.320 --> 00:06:55.240]  如果這樣上文下理
[00:06:55.240 --> 00:06:56.680]  很可能是在說
[00:06:56.680 --> 00:07:00.280]  這個被提是在這個大災難
[00:07:00.280 --> 00:07:02.680]  這個災難之前發生
[00:07:02.680 --> 00:07:05.600]  以致信徒在大災難的時候
[00:07:05.600 --> 00:07:09.600]  被提在空中與主耶穌一起
[00:07:09.600 --> 00:07:12.160]  然後在大災難之後
[00:07:12.160 --> 00:07:14.760]  那個完結就落到地上
[00:07:14.760 --> 00:07:16.600]  因為也有一些經文
[00:07:16.600 --> 00:07:19.000]  說到耶穌落到地上
[00:07:19.000 --> 00:07:22.080]  臨到地上的那個光景
[00:07:22.080 --> 00:07:25.800]  就好像我們看「貼索尼迦後書」
[00:07:25.800 --> 00:07:29.120]  第一章第七和第八節裡面的經文
[00:07:29.120 --> 00:07:33.800]  提到說「那時主耶穌
[00:07:33.800 --> 00:07:36.040]  和他有權能的天使
[00:07:36.040 --> 00:07:38.960]  從天上在火焰中顯現
[00:07:38.960 --> 00:07:42.480]  要報應那些不認識神和不聽從
[00:07:42.480 --> 00:07:44.680]  我們的主耶穌福音的人
[00:07:44.680 --> 00:07:47.040]  他們要受刑罰 永遠沉淪」
[00:07:47.040 --> 00:07:50.000]  這個時候就是一個審判的時候
[00:07:50.000 --> 00:07:55.880]  一個拯救經過大災難
[00:07:55.880 --> 00:07:57.200]  然後落到地上
[00:07:57.200 --> 00:08:01.320]  這個就是有些學者就未必這樣看法
[00:08:01.320 --> 00:08:04.560]  就覺得可能這個被提
[00:08:04.560 --> 00:08:06.720]  在大災難之後才發生
[00:08:06.720 --> 00:08:09.320]  這些我們詳細就不跟大家討論了
[00:08:09.320 --> 00:08:13.040]  有機會我們可以在我們平時的對話
[00:08:13.040 --> 00:08:15.640]  或者在諸學裡面可以探究
[00:08:15.640 --> 00:08:20.760]  這個就是我自己的理解就是這樣
[00:08:20.760 --> 00:08:23.320]  就是這個被提 然後大災難
[00:08:23.320 --> 00:08:27.560]  接下來就是耶穌也來到這個地上
[00:08:27.560 --> 00:08:31.200]  那麼這件事情有什麼搞擾呢?
[00:08:31.200 --> 00:08:33.600]  我們就留意這個搞擾就是說
[00:08:33.600 --> 00:08:34.880]  就是第二節
[00:08:34.880 --> 00:08:36.440]  這件事情怎麼理解?
[00:08:36.440 --> 00:08:39.080]  可能在保羅之前已經解釋得很清楚
[00:08:39.080 --> 00:08:43.080]  或者在「貼十來」前書也提及
[00:08:43.080 --> 00:08:44.920]  但是搞擾就是說
[00:08:44.920 --> 00:08:47.640]  有些人聽聞或者被人這樣說
[00:08:47.640 --> 00:08:51.160]  他說「主的日子已經到了」
[00:08:51.160 --> 00:08:52.760]  主的日子到了
[00:08:52.760 --> 00:08:59.200]  我們知道主的日子是跟主的來臨
[00:08:59.200 --> 00:09:02.240]  有類似的字詞
[00:09:02.240 --> 00:09:05.600]  或者是有同樣的事情
[00:09:05.600 --> 00:09:09.560]  我稍後會跟大家說說主的日子是什麼意思
[00:09:09.560 --> 00:09:10.840]  我們首先看看
[00:09:10.840 --> 00:09:15.280]  如果主的日子應該包括什麼時間呢?
[00:09:15.280 --> 00:09:18.280]  主的日子或者我們理解一下
[00:09:18.280 --> 00:09:23.040]  在舊約的時候我們有一個字叫做「夜和華的日子」
[00:09:23.040 --> 00:09:24.360]  或者「主的日子」
[00:09:24.360 --> 00:09:26.400]  在新約的時候是主的日子
[00:09:26.400 --> 00:09:28.640]  其實也是說到同一件事情
[00:09:28.640 --> 00:09:32.840]  就是說主的日子和夜和華的日子
[00:09:32.840 --> 00:09:35.560]  很多時候未必是到末世才發生的
[00:09:35.560 --> 00:09:36.920]  特別在末世會發生
[00:09:36.920 --> 00:09:38.600]  但是在神的
[00:09:38.600 --> 00:09:42.280]  祂在人類歷史裡面一個很奇妙的作為
[00:09:42.280 --> 00:09:43.880]  很突顯祂的大作為
[00:09:43.880 --> 00:09:45.080]  很多神蹟奇事
[00:09:45.080 --> 00:09:48.440]  這些情況往往就是叫「夜和華的日子」
[00:09:48.440 --> 00:09:50.120]  或者「主的日子」
[00:09:50.120 --> 00:09:51.440]  有別於人的日子
[00:09:51.440 --> 00:09:55.760]  人的日子一般就是我們吃喝玩樂
[00:09:55.760 --> 00:09:57.480]  或者做我們日常生活的事情
[00:09:57.480 --> 00:09:58.360]  沒有什麼稀奇
[00:09:58.360 --> 00:10:00.360]  沒有什麼特別的事情發生
[00:10:00.360 --> 00:10:03.640]  但是主的日子或者夜和華的日子
[00:10:03.640 --> 00:10:08.240]  神的工作很明顯地介入人類的歷史
[00:10:08.240 --> 00:10:10.520]  以致祂做兩方面的工作
[00:10:10.520 --> 00:10:13.280]  一方面是審判的工作
[00:10:13.280 --> 00:10:15.800]  另一方面也是祝福的工作
[00:10:15.800 --> 00:10:17.360]  挽回的工作
[00:10:17.360 --> 00:10:19.640]  或者我給一些例子
[00:10:19.640 --> 00:10:22.160]  在《爾丞夏書》裡面
[00:10:22.160 --> 00:10:28.120]  有四十三章第六節提到夜和華的日子
[00:10:28.120 --> 00:10:30.120]  它說「你們要哀號
[00:10:30.120 --> 00:10:32.800]  因為夜和華的日子臨近了
[00:10:32.800 --> 00:10:33.840]  這日來到
[00:10:33.840 --> 00:10:37.320]  好像毀滅從全能者來到
[00:10:37.320 --> 00:10:40.480]  因此人的手都變軟弱
[00:10:40.480 --> 00:10:42.560]  人的心都變黃黃
[00:10:42.560 --> 00:10:44.040]  他們必驚恐
[00:10:44.040 --> 00:10:45.560]  悲痛和受苦
[00:10:45.560 --> 00:10:46.880]  將他們抓住
[00:10:46.880 --> 00:10:48.160]  他們陣痛
[00:10:48.160 --> 00:10:50.400]  好像臨產的婦人一樣
[00:10:50.400 --> 00:10:52.920]  彼此驚奇對看
[00:10:52.920 --> 00:10:54.400]  面如火焰」
[00:10:54.400 --> 00:10:56.840]  這也是在說夜和華的日子
[00:10:56.840 --> 00:10:59.720]  這當然是審判的時候
[00:10:59.720 --> 00:11:02.480]  但是也是祝福的時候
[00:11:02.480 --> 00:11:04.840]  夜和華的日子很大的能力
[00:11:04.840 --> 00:11:08.680]  以致祂屬神的子民得到祝福
[00:11:08.680 --> 00:11:15.000]  用一節新約的聖經在《彼得後書》
[00:11:15.000 --> 00:11:18.520]  裡面說到主的日子
[00:11:18.520 --> 00:11:20.040]  第三章
[00:11:20.040 --> 00:11:23.200]  這裡說第十節
[00:11:23.200 --> 00:11:26.680]  「但主的日子要像賊一樣來到」
[00:11:26.680 --> 00:11:30.760]  這裡真的跟《帖實羅尼迦前書》的描述差不多
[00:11:30.760 --> 00:11:35.680]  就是「那日天必有轟然一聲中消失
[00:11:35.680 --> 00:11:38.240]  天體都要被烈火熔化
[00:11:38.240 --> 00:11:41.080]  地和地上的萬物都要燒盡
[00:11:41.080 --> 00:11:44.120]  既然這一切都要如此消失
[00:11:44.120 --> 00:11:48.280]  你們處世為人必須聖潔競乾等候
[00:11:48.280 --> 00:11:51.560]  並催促神的日子來到
[00:11:51.560 --> 00:11:54.920]  因為在那日天要被火燒而消滅
[00:11:54.920 --> 00:11:57.800]  天體都要被烈火熔化
[00:11:57.800 --> 00:11:59.200]  但照祂的應許
[00:11:59.200 --> 00:12:01.840]  我們等候生天生地
[00:12:01.840 --> 00:12:05.360]  其中有公義常駐」
[00:12:05.360 --> 00:12:09.600]  就是說主的日子比主的來臨
[00:12:09.600 --> 00:12:11.640]  還要闊一些的意思
[00:12:11.640 --> 00:12:14.440]  是神很大的作為在末世發生
[00:12:14.440 --> 00:12:16.280]  如果在末世發生的時候
[00:12:16.280 --> 00:12:18.560]  就是主的日子包括了被提
[00:12:18.560 --> 00:12:21.040]  這麼大作為的工作
[00:12:21.040 --> 00:12:22.560]  還有大災難
[00:12:22.560 --> 00:12:23.720]  然後千禧年
[00:12:23.720 --> 00:12:26.120]  然後到新天新地
[00:12:26.120 --> 00:12:28.040]  是一個比較廣闊一點
[00:12:28.040 --> 00:12:32.640]  所以他們說主的日子
[00:12:32.640 --> 00:12:36.520]  是跟主的來臨和被提有關
[00:12:36.520 --> 00:12:39.600]  因為都是那個交匯點
[00:12:39.600 --> 00:12:43.760]  大家都重疊了主的日子
[00:12:43.760 --> 00:12:45.120]  那麼問題在哪裏呢
[00:12:45.120 --> 00:12:46.800]  問題可能就在這裏
[00:12:46.800 --> 00:12:51.200]  就是聽到保羅說有末世主的日子來到
[00:12:51.200 --> 00:12:52.320]  但又不知道什麼時候發生
[00:12:52.320 --> 00:12:53.360]  又很快近
[00:12:53.360 --> 00:12:55.240]  保羅說到很近
[00:12:55.240 --> 00:12:57.000]  那麼他們現在到了沒有呢
[00:12:57.000 --> 00:12:59.120]  因為他們身處一個被迫害
[00:12:59.120 --> 00:13:01.640]  很多患難的情況當中
[00:13:01.640 --> 00:13:04.080]  那麼這個就是聖經裏面說的
[00:13:04.080 --> 00:13:06.000]  第五章的大災難
[00:13:06.000 --> 00:13:09.000]  就是接受來加前書第五章的災難
[00:13:09.000 --> 00:13:10.040]  臨到世人
[00:13:10.040 --> 00:13:11.400]  是不是那個時間呢
[00:13:11.400 --> 00:13:13.440]  如果是的話我怎麼自處呢
[00:13:13.440 --> 00:13:15.000]  我什麼時候會被提呢
[00:13:15.000 --> 00:13:17.520]  那麼這些問題很多時候就會發生
[00:13:17.520 --> 00:13:20.400]  又或者究竟我現在在哪個時間
[00:13:20.400 --> 00:13:22.600]  就會有很多混亂
[00:13:22.600 --> 00:13:25.800]  其實保羅很清楚的
[00:13:25.800 --> 00:13:27.600]  其實不是那麼複雜的
[00:13:27.600 --> 00:13:29.600]  主在來是
[00:13:29.600 --> 00:13:31.760]  最重要就是你要持守你的信仰
[00:13:31.760 --> 00:13:33.680]  以及聖經的生活
[00:13:33.680 --> 00:13:36.080]  好好地去傳福音
[00:13:36.080 --> 00:13:38.680]  有福音的使命
[00:13:38.680 --> 00:13:39.800]  我們就會等候
[00:13:39.800 --> 00:13:43.120]  仰望並且帶有盼望性地
[00:13:43.120 --> 00:13:44.840]  去仰望主的來臨
[00:13:44.840 --> 00:13:47.840]  這個就是你和我今天都是這樣做的
[00:13:47.840 --> 00:13:49.720]  或者我們看一下那個情況
[00:13:49.720 --> 00:13:55.080]  但是如果有這樣的被狡妖說主已經到了
[00:13:55.080 --> 00:13:59.600]  我不知道有沒有聽過一些牧者也好
[00:13:59.600 --> 00:14:01.760]  或者一些傳道人也好
[00:14:01.760 --> 00:14:04.200]  說主的日子到了
[00:14:04.200 --> 00:14:06.000]  什麼時候會什麼時候
[00:14:06.000 --> 00:14:07.440]  就主的來到了
[00:14:07.440 --> 00:14:09.560]  有沒有聽過
[00:14:09.560 --> 00:14:12.520]  我想前一陣子我們聽到美國有一位
[00:14:12.520 --> 00:14:14.000]  叫做Harold Camping
[00:14:14.000 --> 00:14:15.680]  我以前都有聽過他的節目
[00:14:15.680 --> 00:14:17.240]  我以前在美國的時候
[00:14:17.240 --> 00:14:19.480]  原來很多時候他都說
[00:14:19.480 --> 00:14:22.240]  主在來某個時間就出現了
[00:14:22.240 --> 00:14:25.640]  這些這樣的講論我當時不知道
[00:14:25.640 --> 00:14:30.000]  或者我跟大家分享一下
[00:14:30.000 --> 00:14:32.560]  他有一次很廣泛地去講
[00:14:32.560 --> 00:14:37.560]  就說他中文譯做「平羅德」
[00:14:37.560 --> 00:14:42.640]  他就說最早是1994年9月說主在來
[00:14:42.640 --> 00:14:44.880]  後來他就說算錯了
[00:14:44.880 --> 00:14:46.480]  又要計算
[00:14:46.480 --> 00:14:51.560]  然後就說2011年5月21日就會來
[00:14:51.560 --> 00:14:55.640]  我當時都聽到這些傳言
[00:14:55.640 --> 00:14:59.520]  很多信徒很踴躍地去募捐
[00:14:59.520 --> 00:15:01.640]  希望快點做福音的工作
[00:15:01.640 --> 00:15:05.360]  結果就沒有了這件事
[00:15:05.360 --> 00:15:09.560]  其實Harold Camping也安息主懷
[00:15:09.560 --> 00:15:14.200]  很多這些傳人會使信徒很迷惑
[00:15:14.200 --> 00:15:16.480]  還有一個例子就是
[00:15:16.480 --> 00:15:19.480]  威廉米勒
[00:15:19.480 --> 00:15:21.560]  不知道大家有沒有聽過
[00:15:21.560 --> 00:15:22.800]  威廉米勒
[00:15:22.800 --> 00:15:27.840]  他是在十九世紀的一個牧者
[00:15:27.840 --> 00:15:29.520]  他就有計算
[00:15:29.520 --> 00:15:31.840]  他的計算就是這樣
[00:15:31.840 --> 00:15:33.840]  你看看有沒有根據
[00:15:33.840 --> 00:15:37.000]  他就拿了《彈耳你書》一節的經文
[00:15:37.000 --> 00:15:41.080]  於是他就覺得這是在講抹世主的在來
[00:15:41.080 --> 00:15:42.600]  但是你要知道
[00:15:42.600 --> 00:15:44.240]  他在《聖經》裡面說
[00:15:44.240 --> 00:15:46.000]  你知道《彈耳你書》有很多日子
[00:15:46.000 --> 00:15:48.800]  他就自己覺得這些是在講年份
[00:15:48.800 --> 00:15:51.880]  於是自己就把年份計算
[00:15:51.880 --> 00:15:53.680]  於是推推推
[00:15:53.680 --> 00:15:59.200]  就說主要來的日子是1844年十月二十二日
[00:15:59.200 --> 00:16:01.840]  很準確地去指明那天
[00:16:01.840 --> 00:16:04.080]  結果就沒有發生了
[00:16:04.080 --> 00:16:07.160]  沒有發生後果會怎樣
[00:16:07.160 --> 00:16:09.960]  有些人記載後果就是
[00:16:09.960 --> 00:16:12.200]  知道這是不屬實的事情
[00:16:12.200 --> 00:16:16.840]  所以很多人本來被他吸引成為教派的人
[00:16:16.840 --> 00:16:20.560]  他們都不相信了 不再相信基督教
[00:16:20.560 --> 00:16:25.480]  有些小部分就回到原本的宗派裡面繼續聚會
[00:16:25.480 --> 00:16:26.520]  繼續留在這裡
[00:16:26.520 --> 00:16:29.120]  但也不少人就去想
[00:16:29.120 --> 00:16:32.320]  照理說 威廉米勒用了這麼多功夫
[00:16:32.320 --> 00:16:34.200]  有幾成是真的
[00:16:34.200 --> 00:16:35.800]  於是有些就說
[00:16:35.800 --> 00:16:38.960]  日子可能錯了 再計算一次
[00:16:38.960 --> 00:16:40.680]  但事實是真的
[00:16:40.680 --> 00:16:42.640]  有些就倒轉來了
[00:16:42.640 --> 00:16:44.440]  日期是沒有錯的
[00:16:44.440 --> 00:16:46.480]  不過我們就想錯了
[00:16:46.480 --> 00:16:48.440]  其實主有另外一些作為
[00:16:48.440 --> 00:16:50.160]  其中有一位就說
[00:16:50.160 --> 00:16:52.640]  他不是去到地上
[00:16:52.640 --> 00:16:55.760]  他在天上的聖殿裡面
[00:16:55.760 --> 00:16:57.840]  進了一個致政所
[00:16:57.840 --> 00:17:04.520]  但是這位講法就叫做希蘭愛德生
[00:17:04.520 --> 00:17:07.560]  他就覺得當母主再來的時候
[00:17:07.560 --> 00:17:09.080]  他非常傷痛
[00:17:09.080 --> 00:17:12.240]  其實他當時就覺得
[00:17:12.240 --> 00:17:17.160]  有很多哭泣的內心湧入他的心裡
[00:17:17.160 --> 00:17:18.720]  還有他說
[00:17:18.720 --> 00:17:22.600]  好比世上所有朋友都沒有了
[00:17:22.600 --> 00:17:24.160]  都好過這個感受
[00:17:24.160 --> 00:17:26.160]  你想想他絕望到這樣
[00:17:26.160 --> 00:17:28.000]  他就說整晚都在哭
[00:17:28.000 --> 00:17:28.960]  等這一天
[00:17:28.960 --> 00:17:32.040]  這個10月22日
[00:17:32.040 --> 00:17:33.080]  整晚都在哭
[00:17:33.080 --> 00:17:34.720]  還沒來的 還沒來的
[00:17:34.720 --> 00:17:36.920]  哭到黎明都沒有了
[00:17:36.920 --> 00:17:38.360]  很失望 很失望
[00:17:38.360 --> 00:17:39.720]  但是他再想
[00:17:39.720 --> 00:17:41.400]  不是 沒錯的
[00:17:41.400 --> 00:17:43.360]  於是說了剛才的說法
[00:17:43.360 --> 00:17:46.720]  他去了天上的聖殿裡面
[00:17:46.720 --> 00:17:49.880]  今天還有這樣的想法
[00:17:49.880 --> 00:17:52.120]  在某些宗派裡面
[00:17:52.120 --> 00:17:54.640]  你看看會很影響
[00:17:54.640 --> 00:17:56.920]  究竟是怎樣呢
[00:17:56.920 --> 00:17:59.040]  所以保羅就要澄清
[00:17:59.040 --> 00:18:00.640]  矯正這個說法
[00:18:00.640 --> 00:18:01.600]  其實主宰來
[00:18:01.600 --> 00:18:03.120]  我們要很認真拿捏
[00:18:03.120 --> 00:18:03.960]  很清楚
[00:18:03.960 --> 00:18:09.720]  沒有任何要害怕的事情
[00:18:09.720 --> 00:18:11.960]  我們就看第三節到第八節
[00:18:11.960 --> 00:18:14.320]  看看保羅怎樣矯正這個說法
[00:18:14.320 --> 00:18:16.920]  是不是主已經來了呢
[00:18:16.920 --> 00:18:20.160]  他就說
[00:18:20.160 --> 00:18:22.240]  不是 你看清楚
[00:18:22.240 --> 00:18:23.440]  第三節說
[00:18:23.440 --> 00:18:26.200]  不要讓任何人的什麼法子
[00:18:26.200 --> 00:18:27.000]  欺騙你們
[00:18:27.000 --> 00:18:31.240]  因為那日子以前必有叛教的事
[00:18:31.240 --> 00:18:33.560]  先有叛教之事
[00:18:33.560 --> 00:18:35.200]  就是主的日子
[00:18:35.200 --> 00:18:37.280]  什麼叫叛教之事呢
[00:18:37.280 --> 00:18:39.000]  叛教之事就是說
