
[00:00:00.000 --> 00:00:07.000]  今天我會繼續講關於敬拜的題目
[00:02:59.000 --> 00:03:10.000]  這才是最關鍵的事
[00:03:10.000 --> 00:03:15.000]  我們無可避免地生活在恐懼之中
[00:03:15.000 --> 00:03:21.000]  問題是你怎樣去處理
[00:03:21.000 --> 00:03:28.000]  很多人說過去20世紀是一個資訊的時代
[00:03:28.000 --> 00:03:30.000]  但是有些哲學家說不是
[00:03:30.000 --> 00:03:34.000]  他說20世紀是一個恐懼的時代
[00:03:34.000 --> 00:03:38.000]  那麼21世紀是什麼呢?
[00:03:38.000 --> 00:03:39.000]  很多人有預測
[00:03:39.000 --> 00:03:40.000]  但是我們還不知道
[00:03:40.000 --> 00:03:42.000]  因為很久都沒有過
[00:03:42.000 --> 00:03:46.000]  但是我相信恐懼仍然一定有它的市場
[00:03:46.000 --> 00:03:48.000]  一定有很大的影響力
[00:03:48.000 --> 00:03:53.000]  其實每一個年代我們都可以說是恐懼
[00:03:53.000 --> 00:03:59.000]  因為我們就是生活在恐懼之中
[00:03:59.000 --> 00:04:03.000]  恐懼影響我們的精神、健康、靈性
[00:04:03.000 --> 00:04:07.000]  影響我們的身體會導致病
[00:04:07.000 --> 00:04:09.000]  我經常聽見有很多電影節目會說
[00:04:09.000 --> 00:04:11.000]  當你有病又不知道什麼病的時候
[00:04:11.000 --> 00:04:12.000]  去看的時候
[00:04:12.000 --> 00:04:13.000]  醫生又找不到你什麼病的時候
[00:04:13.000 --> 00:04:16.000]  通常會說什麼
[00:04:16.000 --> 00:04:21.000]  通常是壓力
[00:04:21.000 --> 00:04:23.000]  我不是在取笑醫生
[00:04:23.000 --> 00:04:27.000]  而是說我覺得差不多是對的
[00:04:27.000 --> 00:04:30.000]  有一份醫學報告我看見
[00:04:30.000 --> 00:04:35.000]  他說現在很多慢性的病
[00:04:35.000 --> 00:04:37.000]  或者是醫不好的病
[00:04:37.000 --> 00:04:39.000]  很長期的病
[00:04:39.000 --> 00:04:41.000]  當然不是很明顯找到
[00:04:41.000 --> 00:04:42.000]  找不出是什麼病
[00:04:42.000 --> 00:04:44.000]  但肯定是病
[00:04:44.000 --> 00:04:53.000]  多數很多都是由於驚恐而來
[00:04:53.000 --> 00:04:57.000]  有一份是怎樣處理驚恐呢?
[00:04:57.000 --> 00:04:58.000]  怎樣醫治呢?
[00:04:58.000 --> 00:05:12.000]  我看見又有一份是由國家
[00:05:12.000 --> 00:05:21.000]  心理健康協會出的一份指示
[00:05:21.000 --> 00:05:25.000]  教人怎樣處理壓力、驚恐
[00:05:25.000 --> 00:05:30.000]  他說你嘗試幫人做一些既程工作
[00:05:30.000 --> 00:05:32.000]  幫人做事
[00:05:32.000 --> 00:05:35.000]  或者是自己找一些最重要的事先做
[00:05:35.000 --> 00:05:38.000]  讓你的注意力先去那邊
[00:05:38.000 --> 00:05:42.000]  還有要想想其實我不是最差
[00:05:42.000 --> 00:05:43.000]  全世界很多人都很差
[00:05:43.000 --> 00:05:44.000]  都是很驚恐的
[00:05:44.000 --> 00:05:46.000]  我不是最差
[00:05:46.000 --> 00:05:48.000]  自我安慰
[00:05:48.000 --> 00:05:51.000]  是不是可以有幫助呢?
[00:05:51.000 --> 00:05:53.000]  可能是有幫助的
[00:05:53.000 --> 00:05:56.000]  但一定不會徹底解決到問題
[00:05:56.000 --> 00:06:00.000]  可能反而這樣會將壓抑了之後
[00:06:00.000 --> 00:06:14.000]  產生壓力,令到你會有病
[00:06:14.000 --> 00:06:17.000]  這樣我們開始會想
[00:06:17.000 --> 00:06:22.000]  我們究竟害怕什麼呢?
[00:06:22.000 --> 00:06:25.000]  其實很多東西值得害怕
[00:06:25.000 --> 00:06:27.000]  我們會害怕被人批評
[00:06:27.000 --> 00:06:29.000]  我們害怕會失敗
[00:06:29.000 --> 00:06:31.000]  我們害怕有病
[00:06:31.000 --> 00:06:34.000]  我們害怕會死
[00:06:34.000 --> 00:06:38.000]  我們害怕被人拒絕、被人排斥
[00:06:38.000 --> 00:06:40.000]  讀書的又害怕成績差
[00:06:40.000 --> 00:06:43.000]  但不能畢業
[00:06:43.000 --> 00:06:46.000]  畢業的又害怕找不到工作
[00:06:46.000 --> 00:06:50.000]  找到工作又害怕不能居留
[00:06:50.000 --> 00:06:55.000]  工作的又害怕裁員、失業
[00:06:55.000 --> 00:06:58.000]  未拍拖的又害怕找不到對象
[00:06:58.000 --> 00:07:01.000]  拍拖的又害怕被人拒絕
[00:07:01.000 --> 00:07:04.000]  結婚的又害怕什麼呢?
[00:07:04.000 --> 00:07:07.000]  根據另一份報告又說
[00:07:07.000 --> 00:07:16.000]  你猜夫妻之間最大的驚恐是什麼呢?
[00:07:16.000 --> 00:07:23.000]  妻子害怕自己越來越不可愛
[00:07:23.000 --> 00:07:26.000]  丈夫害怕什麼呢?
[00:07:26.000 --> 00:07:29.000]  丈夫害怕自己越來越沒用
[00:07:29.000 --> 00:07:31.000]  自己覺得自己不是別人看他
[00:07:31.000 --> 00:07:35.000]  自己覺得自己
[00:07:35.000 --> 00:07:37.000]  同意嗎?
[00:07:37.000 --> 00:07:41.000]  因此如果不懂處理
[00:07:41.000 --> 00:07:43.000]  就會發展一些不應該發展的方向
[00:07:43.000 --> 00:07:46.000]  如果是男人就拼命工作
[00:07:46.000 --> 00:07:48.000]  以為可以補救有用
[00:07:48.000 --> 00:07:56.000]  其實他忽視了家庭
[00:07:56.000 --> 00:08:00.000]  如果我們明白夫妻之間的驚恐
[00:08:00.000 --> 00:08:03.000]  我們才懂得做
[00:08:03.000 --> 00:08:05.000]  做丈夫的應該經常稱讚太太
[00:08:05.000 --> 00:08:10.000]  你真是越來越可愛
[00:08:10.000 --> 00:08:15.000]  有幫助的
[00:08:15.000 --> 00:08:17.000]  做太太的應該對丈夫說
[00:08:17.000 --> 00:08:19.000]  你真是太好了
[00:08:19.000 --> 00:08:20.000]  你這麼為家
[00:08:20.000 --> 00:08:25.000]  你真是幫助到我們家庭
[00:08:25.000 --> 00:08:27.000]  你嘗試這樣說
[00:08:27.000 --> 00:08:33.000]  一定有幫助
[00:08:33.000 --> 00:08:35.000]  還有最近
[00:08:35.000 --> 00:08:40.000]  我們明州有槍戰
[00:08:40.000 --> 00:08:43.000]  亂開槍殺人
[00:08:43.000 --> 00:08:46.000]  其實這些事很常發生
[00:08:46.000 --> 00:08:48.000]  治安這麼差
[00:08:48.000 --> 00:08:56.000]  去到哪裡都害怕
[00:08:56.000 --> 00:08:58.000]  告訴我們
[00:08:58.000 --> 00:09:05.000]  我們生活在一個驚恐的環境
[00:09:05.000 --> 00:09:07.000]  遇到驚恐
[00:09:07.000 --> 00:09:11.000]  我們怎麼處理?
[00:09:11.000 --> 00:09:15.000]  有些人會自我防衛的方法
[00:09:15.000 --> 00:09:18.000]  去否認他
[00:09:18.000 --> 00:09:20.000]  不承認有驚恐
[00:09:20.000 --> 00:09:22.000]  不要提不要想
[00:09:22.000 --> 00:09:25.000]  假裝好像沒有
[00:09:25.000 --> 00:09:29.000]  將他壓抑在裡面
[00:09:29.000 --> 00:09:33.000]  當然造成焦慮
[00:09:33.000 --> 00:09:35.000]  或者所謂壓力
[00:09:35.000 --> 00:09:38.000]  會影響病影響精神
[00:09:38.000 --> 00:09:43.000]  影響靈性影響信心
[00:09:43.000 --> 00:09:46.000]  究竟我們做基督徒
[00:09:46.000 --> 00:09:48.000]  我們怎麼處理?
[00:09:48.000 --> 00:09:53.000]  當然在驚恐的時候
[00:09:53.000 --> 00:09:56.000]  今天這段聖經告訴我們
[00:09:56.000 --> 00:09:59.000]  大衛有很特別的一個反應
[00:09:59.000 --> 00:10:01.000]  一個方法
[00:10:01.000 --> 00:10:03.000]  他在驚恐的時候
[00:10:03.000 --> 00:10:06.000]  他不是馬上否認
[00:10:06.000 --> 00:10:08.000]  去抗拒
[00:10:08.000 --> 00:10:10.000]  或者害他的人
[00:10:10.000 --> 00:10:14.000]  馬上去反擊去報復
[00:10:14.000 --> 00:10:15.000]  不是
[00:10:15.000 --> 00:10:17.000]  他馬上將他的心思意念
[00:10:17.000 --> 00:10:22.000]  將他的目光轉移到神那裡
[00:10:22.000 --> 00:10:24.000]  他渴望去到神的殿裡面
[00:10:24.000 --> 00:10:27.000]  去仰望神的面
[00:10:27.000 --> 00:10:31.000]  讓神的臉光光照他
[00:10:31.000 --> 00:10:36.000]  驅走他心裡面那種驚懼的黑暗
[00:10:36.000 --> 00:10:41.000]  讓他可以在神面前重新有那種安穩
[00:10:41.000 --> 00:10:45.000]  而且還可以歡喜快樂地在神面前
[00:10:45.000 --> 00:10:49.000]  唱詩歌頌神
[00:10:49.000 --> 00:10:50.000]  這個就是我們今天
[00:10:50.000 --> 00:10:53.000]  我想和大家一起去學的
[00:10:53.000 --> 00:10:56.000]  我們看看今天的經文
[00:10:56.000 --> 00:11:01.000]  我們先看看詩篇27篇第一節
[00:11:01.000 --> 00:11:04.000]  耶和華是我的亮光是我的拯救
[00:11:04.000 --> 00:11:06.000]  我還懼誰呢我還怕誰呢
[00:11:06.000 --> 00:11:08.000]  耶和華是我性命的保障
[00:11:08.000 --> 00:11:10.000]  我還懼誰呢
[00:11:10.000 --> 00:11:11.000]  第二節
[00:11:11.000 --> 00:11:13.000]  那作惡的就是我的仇敵
[00:11:13.000 --> 00:11:16.000]  前來吃我肉的時候
[00:11:16.000 --> 00:11:18.000]  就半跌撲倒
[00:11:18.000 --> 00:11:19.000]  第三節
[00:11:19.000 --> 00:11:21.000]  雖有軍兵安然攻擊我
[00:11:21.000 --> 00:11:23.000]  我的心也不害怕
[00:11:23.000 --> 00:11:26.000]  雖然興起刀兵攻擊我
[00:11:26.000 --> 00:11:32.000]  我必營救安穩
[00:11:32.000 --> 00:11:37.000]  大衛當時他所受到的困難
[00:11:37.000 --> 00:11:39.000]  我猜比我們在座之中
[00:11:39.000 --> 00:11:43.000]  所有人所遇到的困難都大得多
[00:11:43.000 --> 00:11:45.000]  他被人藐視
[00:11:45.000 --> 00:11:46.000]  被人譏笑
[00:11:46.000 --> 00:11:48.000]  被人毀謗
[00:11:48.000 --> 00:11:49.000]  被人陷害
[00:11:49.000 --> 00:11:51.000]  被人冤屈
[00:11:51.000 --> 00:11:54.000]  被人追殺
[00:11:54.000 --> 00:11:57.000]  當時他被追殺的時候
[00:11:57.000 --> 00:12:03.000]  隨時都有生命的危險
[00:12:03.000 --> 00:12:08.000]  但是他卻說他不害怕
[00:12:08.000 --> 00:12:10.000]  為什麼他不害怕呢
[00:12:10.000 --> 00:12:11.000]  為什麼他面對這麼大的困難
[00:12:11.000 --> 00:12:14.000]  他都說不害怕呢
[00:12:14.000 --> 00:12:18.000]  原來他說他是因為全心倚靠神
[00:12:18.000 --> 00:12:23.000]  而且他還知道神會怎樣看顧他
[00:12:23.000 --> 00:12:25.000]  所以他不害怕
[00:12:25.000 --> 00:12:26.000]  在第一節那裡
[00:12:26.000 --> 00:12:29.000]  在經文裡面
[00:12:29.000 --> 00:12:31.000]  他講出了
[00:12:31.000 --> 00:12:34.000]  他知道神有三樣東西
[00:12:34.000 --> 00:12:37.000]  是神的特質
[00:12:37.000 --> 00:12:40.000]  或者是神的性格
[00:12:40.000 --> 00:12:43.000]  他知道神是他生命的真光
[00:12:43.000 --> 00:12:47.000]  亮光
[00:12:47.000 --> 00:12:48.000]  是他生命的亮光的時候
[00:12:48.000 --> 00:12:54.000]  他就會得到一條正確的指引道路
[00:12:54.000 --> 00:12:56.000]  他知道神是他的救主
[00:12:56.000 --> 00:12:58.000]  是他的拯救
[00:12:58.000 --> 00:13:01.000]  他在困難的時候不用害怕
[00:13:01.000 --> 00:13:03.000]  神會拯救他
[00:13:03.000 --> 00:13:06.000]  他又知道神是他生命的保障
[00:13:06.000 --> 00:13:09.000]  保障這個字也可以解作力量
[00:13:09.000 --> 00:13:15.000]  所以他知道神是他生活的力量
[00:13:15.000 --> 00:13:17.000]  所以
[00:13:17.000 --> 00:13:23.000]  所以他的心不害怕
[00:13:23.000 --> 00:13:25.000]  我們知不知道呢
[00:13:25.000 --> 00:13:29.000]  知不知道神會這樣看顧我們呢
[00:13:29.000 --> 00:13:35.000]  我們都聽過一個在印度宣教了四十多年的宣教士
[00:13:35.000 --> 00:13:37.000]  Amy Kamiko
[00:13:37.000 --> 00:13:39.000]  這位女宣教士
[00:13:39.000 --> 00:13:42.000]  在印度宣教四十多年
[00:13:42.000 --> 00:13:47.000]  她在她的睡房裡又貼了兩個標語的牌
[00:13:47.000 --> 00:13:50.000]  一個寫著不要怕
[00:13:50.000 --> 00:13:52.000]  fear not
[00:13:52.000 --> 00:13:56.000]  另一個寫著我知道
[00:13:56.000 --> 00:14:00.000]  I know
[00:14:00.000 --> 00:14:01.000]  當我看到這一段的時候
[00:14:01.000 --> 00:14:03.000]  我心想他是不是在說這段聖經呢
[00:14:03.000 --> 00:14:06.000]  為什麼這麼急呢
[00:14:06.000 --> 00:14:11.000]  我們知不知道神是這樣看顧我們的呢
[00:14:11.000 --> 00:14:16.000]  我們是不是不害怕呢
[00:14:16.000 --> 00:14:19.000]  如果我們知道神會這樣看顧我們
[00:14:19.000 --> 00:14:22.000]  我們又願意全心去依靠神的時候
[00:14:22.000 --> 00:14:24.000]  我們一定不會害怕
[00:14:24.000 --> 00:14:30.000]  無論發生什麼事
[00:14:30.000 --> 00:14:33.000]  斯溫鐸
[00:14:33.000 --> 00:14:36.000]  他講過的說話非常之好
[00:14:36.000 --> 00:14:43.000]  他說恐懼只是一個情緒的問題
[00:14:43.000 --> 00:14:48.000]  而信靠是一個決定
[00:14:48.000 --> 00:14:52.000]  如果我們決定去信靠神的時候
[00:14:52.000 --> 00:14:56.000]  我們就不要再用感覺
[00:14:56.000 --> 00:15:03.000]  情緒來去看發生的事
[00:15:03.000 --> 00:15:08.000]  這樣所有事情就會改變
[00:15:08.000 --> 00:15:12.000]  我們需要用信心來去看發生的事
[00:15:12.000 --> 00:15:17.000]  我們就不會再驚懼
[00:15:17.000 --> 00:15:20.000]  大衛正正就是這樣做
[00:15:20.000 --> 00:15:24.000]  我們再看第四節
[00:15:24.000 --> 00:15:26.000]  有一件事
[00:15:26.000 --> 00:15:27.000]  我曾求耶和華
[00:15:27.000 --> 00:15:29.000]  我仍要尋求
[00:15:29.000 --> 00:15:31.000]  就是一生一世住在耶和華的殿中
[00:15:31.000 --> 00:15:33.000]  瞻仰他的榮美
[00:15:33.000 --> 00:15:37.000]  在他的殿中求問
[00:15:37.000 --> 00:15:40.000]  大衛他遇到驚恐的時候
[00:15:40.000 --> 00:15:42.000]  他沒有否認
[00:15:42.000 --> 00:15:44.000]  他沒有逃避
[00:15:44.000 --> 00:15:53.000]  他也沒有急著反擊敵人或去報仇
[00:15:53.000 --> 00:15:55.000]  他卻想起神
[00:15:55.000 --> 00:16:04.000]  想起以往在殿中敬拜神的那種甘甜
[00:16:04.000 --> 00:16:06.000]  他記起這件事
[00:16:06.000 --> 00:16:09.000]  他在驚惶的那一刻
[00:16:09.000 --> 00:16:12.000]  他做了一個決定
[00:16:12.000 --> 00:16:14.000]  他做了一個決定
[00:16:14.000 --> 00:16:18.000]  也是他一生人最大的心願
[00:16:18.000 --> 00:16:23.000]  就是他希望回到殿中去敬拜神
[00:16:23.000 --> 00:16:28.000]  去瞻仰神的榮美
[00:16:28.000 --> 00:16:35.000]  去享受與神同在的那種甘甜
[00:16:35.000 --> 00:16:39.000]  這個很值得我們去學大衛這樣做
[00:16:39.000 --> 00:16:41.000]  就是在驚恐的時候
[00:16:41.000 --> 00:16:47.000]  我們要想念要渴望來到禮拜堂去敬拜神
[00:16:47.000 --> 00:16:49.000]  渴慕去敬拜
[00:16:49.000 --> 00:16:54.000]  你越驚你應該越渴慕去敬拜神
[00:16:54.000 --> 00:17:00.000]  然後在敬拜的時候去瞻仰神的榮美
[00:17:00.000 --> 00:17:06.000]  我們知道耶穌基督就是神的榮美的代表
[00:17:06.000 --> 00:17:10.000]  我們知道耶穌基督的正正就是生命的亮光
[00:17:10.000 --> 00:17:12.000]  耶穌基督就是拯救
[00:17:12.000 --> 00:17:13.000]  就是救主
[00:17:13.000 --> 00:17:18.000]  耶穌基督也是我們生活的力量和保障
[00:17:18.000 --> 00:17:20.000]  瞻仰神的榮美
[00:17:20.000 --> 00:17:28.000]  從一個角度去看就是瞻仰耶穌基督的榮美
[00:17:28.000 --> 00:17:32.000]  讓耶穌基督的真光照亮我們的心
[00:17:32.000 --> 00:17:35.000]  將我們心裡面的黑暗恐懼
[00:17:35.000 --> 00:17:38.000]  罪惡全部驅走
[00:17:38.000 --> 00:17:41.000]  我們就可以坦然無懼在神面前敬拜侍奉
[00:17:41.000 --> 00:17:43.000]  歡喜快樂
[00:17:43.000 --> 00:17:49.000]  第五節
[00:17:49.000 --> 00:17:54.000]  因為我遭遇患難 他必暗暗地保守我
[00:17:54.000 --> 00:17:59.000]  在他亭子裡 把我藏在他帳幕的隱密處
[00:17:59.000 --> 00:18:02.000]  將我高舉在盤石上
[00:18:02.000 --> 00:18:03.000]  第六節
[00:18:03.000 --> 00:18:07.000]  現在我得以昂首 高過四面的仇敵
[00:18:07.000 --> 00:18:10.000]  我要在他的帳幕裡 歡言獻祭
[00:18:10.000 --> 00:18:13.000]  我要唱詩歌頌耶和華
[00:18:13.000 --> 00:18:15.000]  這兩節聖經是講大衛
[00:18:15.000 --> 00:18:20.000]  他自己再繼續套他自己的心聲
[00:18:20.000 --> 00:18:23.000]  他想念神往日
[00:18:23.000 --> 00:18:28.000]  看顧他 保守他那種種的恩典
[00:18:28.000 --> 00:18:34.000]  因此當他面對未來的時候
[00:18:34.000 --> 00:18:37.000]  他大膽地向神呼籲話
[00:18:37.000 --> 00:18:38.000]  第七節
[00:18:38.000 --> 00:18:39.000]  耶和華說
[00:18:39.000 --> 00:18:41.000]  其實是說以後
[00:18:41.000 --> 00:18:43.000]  是將來式的
[00:18:43.000 --> 00:18:45.000]  這一句裡面的說話
[00:18:45.000 --> 00:18:46.000]  耶和華說
[00:18:46.000 --> 00:18:49.000]  以後如果我用聲音呼籲你的時候
[00:18:49.000 --> 00:18:51.000]  求你誰聽
[00:18:51.000 --> 00:18:53.000]  並求你憐恤我
[00:18:53.000 --> 00:18:55.000]  應允我
[00:18:55.000 --> 00:18:59.000]  我們都很希望是這樣
[00:18:59.000 --> 00:19:01.000]  我們都會這樣向神求
[00:19:05.000 --> 00:19:07.000]  那你們大家猜猜
[00:19:07.000 --> 00:19:08.000]  神怎樣回覆他呢?
[00:19:08.000 --> 00:19:10.000]  怎樣回答他這句說話呢?
[00:19:10.000 --> 00:19:13.000]  神是不是說
[00:19:13.000 --> 00:19:14.000]  好 你這麼信靠
[00:19:14.000 --> 00:19:16.000]  好 我就應允你
[00:19:16.000 --> 00:19:18.000]  你求我什麼我就給你
[00:19:18.000 --> 00:19:23.000]  神不是這樣回答
[00:19:23.000 --> 00:19:25.000]  神好像改變了話題
[00:19:25.000 --> 00:19:27.000]  改了另外一些東西說給他聽
[00:19:27.000 --> 00:19:29.000]  看看第八節
[00:19:30.000 --> 00:19:34.000]  神說 你們當尋求我的面
[00:19:34.000 --> 00:19:36.000]  這句說話是一個命令式
[00:19:36.000 --> 00:19:38.000]  所以是一個命令
[00:19:38.000 --> 00:19:40.000]  神沒有直接回答他的說話
[00:19:40.000 --> 00:19:42.000]  神反而給他一個命令
[00:19:42.000 --> 00:19:45.000]  你們當尋求我的面
[00:19:45.000 --> 00:19:49.000]  這句說話是什麼意思呢?
[00:19:49.000 --> 00:19:52.000]  我的領受就是說
[00:19:52.000 --> 00:19:54.000]  神是要求
[00:19:54.000 --> 00:19:56.000]  或者你說提醒我們
[00:19:56.000 --> 00:19:59.000]  提醒人來敬拜他
[00:20:00.000 --> 00:20:02.000]  不是單單要來到他面前
[00:20:02.000 --> 00:20:04.000]  求他去解決
[00:20:04.000 --> 00:20:06.000]  人所剛剛面對
[00:20:06.000 --> 00:20:08.000]  或者面前的困難
[00:20:08.000 --> 00:20:10.000]  這個當然我們很需要
[00:20:10.000 --> 00:20:11.000]  在人的常情裏面
[00:20:11.000 --> 00:20:12.000]  我們當然很需要神
[00:20:12.000 --> 00:20:14.000]  去解決我們現在面前的困難
[00:20:14.000 --> 00:20:16.000]  但神說這個不是最重要
[00:20:16.000 --> 00:20:19.000]  最重要的就是來敬拜神的時候
[00:20:19.000 --> 00:20:21.000]  最重要的就是怎樣呢?
[00:20:21.000 --> 00:20:24.000]  就是要去尋求神的面
[00:20:24.000 --> 00:20:28.000]  我們是不是這樣想呢?
[00:20:29.000 --> 00:20:31.000]  不是這樣想你現在要改了
[00:20:31.000 --> 00:20:33.000]  以後我們要這樣想來敬拜神
[00:20:33.000 --> 00:20:35.000]  在敬拜的時候
[00:20:35.000 --> 00:20:37.000]  我們是尋求神的面
[00:20:37.000 --> 00:20:43.000]  尋求神的面是什麼意思呢?
[00:20:43.000 --> 00:20:48.000]  尋求神的面就是尋求神的面
[00:20:48.000 --> 00:20:51.000]  尋求神的面光
[00:20:51.000 --> 00:20:53.000]  讓他的面光光照我們
[00:20:53.000 --> 00:20:57.000]  當神的面光光照我們的時候
[00:20:57.000 --> 00:20:59.000]  我們就會得到保護
[00:20:59.000 --> 00:21:01.000]  得到指引
[00:21:01.000 --> 00:21:04.000]  還有我們會學校
[00:21:04.000 --> 00:21:07.000]  神各種的美德
[00:21:07.000 --> 00:21:11.000]  學校他的聖潔公義
[00:21:11.000 --> 00:21:14.000]  這個也是光的特質
[00:21:14.000 --> 00:21:16.000]  照明
[00:21:16.000 --> 00:21:18.000]  給力量
[00:21:25.000 --> 00:21:29.000]  在詩篇34篇第四節這樣說
[00:21:29.000 --> 00:21:34.000]  詩人這樣說
[00:21:34.000 --> 00:21:37.000]  我曾尋求耶和華
[00:21:37.000 --> 00:21:39.000]  他就應運我
[00:21:39.000 --> 00:21:41.000]  救我脫離了一切的恐懼
[00:21:41.000 --> 00:21:44.000]  第五節
[00:21:44.000 --> 00:21:47.000]  凡仰望他的便有光榮
[00:21:47.000 --> 00:21:50.000]  他們的臉必不蒙羞
[00:21:52.000 --> 00:21:57.000]  仰望神的面就能將一切恐懼驅走
[00:21:57.000 --> 00:22:04.000]  詩篇36篇第九節
[00:22:04.000 --> 00:22:10.000]  因為在你那裡有生命的源頭
[00:22:10.000 --> 00:22:13.000]  在你的光中我們必得見光
[00:22:13.000 --> 00:22:19.000]  仰望神的面就可以得著神的光
[00:22:19.000 --> 00:22:23.000]  我們就可以得到生命的亮光
[00:22:23.000 --> 00:22:25.000]  生活就有指引有力量
[00:22:25.000 --> 00:22:31.000]  詩篇67篇第一節
[00:22:31.000 --> 00:22:35.000]  願神憐憫我們
[00:22:35.000 --> 00:22:37.000]  賜福於我們
[00:22:37.000 --> 00:22:39.000]  用您光照我們
[00:22:39.000 --> 00:22:41.000]  第二節
[00:22:41.000 --> 00:22:42.000]  光照我們做什麼呢
[00:22:42.000 --> 00:22:45.000]  好叫世界得知你的道路
[00:22:45.000 --> 00:22:47.000]  萬國得知你的救恩
[00:22:48.000 --> 00:22:50.000]  仰望神的面
[00:22:50.000 --> 00:22:53.000]  就能得到正確的人生道路
[00:22:53.000 --> 00:22:56.000]  能夠得到最終的好處救恩
[00:22:56.000 --> 00:23:03.000]  這個比求神給我們解決面前的困難更加重要
[00:23:03.000 --> 00:23:08.000]  我們要仰望神的面
[00:23:08.000 --> 00:23:15.000]  我們再看回詩篇27篇第八節
[00:23:19.000 --> 00:23:21.000]  所以大衛這樣說
[00:23:21.000 --> 00:23:22.000]  耶和華說
[00:23:22.000 --> 00:23:24.000]  你的面我正要尋求
[00:23:24.000 --> 00:23:25.000]  第九節
[00:23:25.000 --> 00:23:27.000]  不要向我掩面
[00:23:27.000 --> 00:23:28.000]  不要趕逐我
[00:23:28.000 --> 00:23:29.000]  不要丟棄我
[00:23:29.000 --> 00:23:31.000]  不要離棄我
[00:23:31.000 --> 00:23:37.000]  掩面
[00:23:37.000 --> 00:23:38.000]  在這句聖經裡
[00:23:38.000 --> 00:23:41.000]  其實掩面正好解釋
[00:23:41.000 --> 00:23:47.000]  掩面其實是帶有趕逐離棄
[00:23:47.000 --> 00:23:49.000]  不再保護的意思
[00:23:49.000 --> 00:23:54.000]  我們可以看看《創世紀》第四章十四節
[00:23:54.000 --> 00:23:57.000]  這個就是說
[00:23:57.000 --> 00:24:00.000]  該人他犯罪殺了人之後
[00:24:00.000 --> 00:24:02.000]  受到神的懲罰
[00:24:02.000 --> 00:24:05.000]  該人對神說
[00:24:05.000 --> 00:24:09.000]  你如今趕逐我離開這地
[00:24:09.000 --> 00:24:11.000]  以致不見你面
