
[00:00:00.000 --> 00:00:05.800]  今天想繼續在50週年這個月裏
[00:04:19.000 --> 00:04:21.040]  怎麼去做總務
[00:04:21.040 --> 00:04:22.680]  所以我們發現
[00:04:22.680 --> 00:04:27.240]  當我們經過這個座道會訓練的時候
[00:04:27.240 --> 00:04:31.240]  我們發現很多的領袖就能夠去培訓出來
[00:04:31.240 --> 00:04:32.800]  去塑造出來
[00:04:32.800 --> 00:04:36.080]  所以其實浸信會比其他宗派的教會
[00:04:36.080 --> 00:04:39.440]  他們是很着重訓練的工作
[00:04:39.440 --> 00:04:42.520]  很着重裝備的工作
[00:04:42.520 --> 00:04:44.440]  今天我們叫裝備
[00:04:44.440 --> 00:04:47.600]  所以很多弟兄姊妹出來的時候
[00:04:47.600 --> 00:04:49.600]  都能夠去侍奉主
[00:04:49.600 --> 00:04:51.200]  今天也有很多
[00:04:51.200 --> 00:04:55.160]  當然有些都已經是長輩了
[00:04:55.160 --> 00:04:59.440]  但是其實他們所去侍奉的
[00:04:59.440 --> 00:05:02.880]  是成爲教會的一個根基
[00:05:02.880 --> 00:05:04.560]  我不知道大家想起
[00:05:04.560 --> 00:05:07.760]  有關於侍奉的金句的時候
[00:05:07.760 --> 00:05:10.640]  你們會不會想起哪一句呢
[00:05:10.640 --> 00:05:14.080]  你們務要堅固
[00:05:14.080 --> 00:05:16.640]  其實懂不懂得說下去
[00:05:16.640 --> 00:05:19.440]  你們務要堅固
[00:05:19.440 --> 00:05:20.720]  不可搖動
[00:05:20.720 --> 00:05:23.360]  接着很熟悉的
[00:05:23.360 --> 00:05:25.440]  常常什麼
[00:05:25.440 --> 00:05:27.760]  常常竭力
[00:05:27.760 --> 00:05:29.880]  多作主攻
[00:05:29.880 --> 00:05:31.960]  因爲你們知道
[00:05:31.960 --> 00:05:35.080]  你們在主裏的奴婦
[00:05:35.080 --> 00:05:38.680]  什麼?不是徒然的
[00:05:38.680 --> 00:05:43.200]  這句經文出自哪裏的?
[00:05:43.200 --> 00:05:44.720]  哥倫多前書
[00:05:44.720 --> 00:05:46.120]  十五章五十八節
[00:05:46.120 --> 00:05:49.240]  是說完耶穌復活之後
[00:05:49.240 --> 00:05:50.720]  基督復活之後
[00:05:50.720 --> 00:05:52.080]  一句話
[00:05:52.080 --> 00:05:54.000]  他說死呀你的權勢在哪裏
[00:05:54.000 --> 00:05:55.800]  死呀你的毒鉤在哪裏
[00:05:55.800 --> 00:05:57.840]  接着就說這一句
[00:05:57.840 --> 00:05:58.520]  是說什麼呢
[00:05:58.520 --> 00:06:01.040]  就是說我們今天去侍奉神
[00:06:01.040 --> 00:06:03.000]  不是徒然的
[00:06:03.000 --> 00:06:04.720]  我們在神裏面
[00:06:04.720 --> 00:06:08.520]  我們在神裏面有一個永恆的侍奉
[00:06:08.520 --> 00:06:10.560]  永恆價值的侍奉
[00:06:10.560 --> 00:06:12.840]  因爲我們所做的
[00:06:12.840 --> 00:06:14.680]  在主裏面的奴婦
[00:06:14.680 --> 00:06:17.800]  並不是徒然的
[00:06:17.800 --> 00:06:19.800]  我們今天就要去思想到
[00:06:19.800 --> 00:06:21.920]  爲什麼我們要去敬畏
[00:06:21.920 --> 00:06:24.280]  爲什麼我們要去侍奉神呢
[00:06:24.280 --> 00:06:27.080]  我們今天去思想的經文
[00:06:27.080 --> 00:06:29.640]  就是《瑪拉基書》
[00:06:29.640 --> 00:06:34.800]  《瑪拉基書》第三章十三節到四章三節
[00:06:34.800 --> 00:06:40.680]  《瑪拉基書》這個書卷是舊約裏面最後一卷書
[00:06:40.680 --> 00:06:43.040]  當這卷書完成之後
[00:06:43.040 --> 00:06:44.760]  去到新約之前
[00:06:44.760 --> 00:06:47.000]  足足有四百年的時間
[00:06:47.000 --> 00:06:50.000]  是叫做一個兩約之間
[00:06:50.000 --> 00:06:54.320]  在當中神在聖經裏面沒有新的啓示
[00:06:54.320 --> 00:06:56.120]  《瑪拉基書》有一個特色
[00:06:56.120 --> 00:07:02.040]  就是它是一個神與人對話的書卷
[00:07:02.040 --> 00:07:04.760]  所以裏面講到很多神人的對話
[00:07:04.760 --> 00:07:06.320]  當然這個對話
[00:07:06.320 --> 00:07:09.160]  很多時候好像是有一種對抗性的
[00:07:09.160 --> 00:07:11.680]  這種對抗性就好像講到
[00:07:11.680 --> 00:07:14.080]  神去責備他的子民
[00:07:14.080 --> 00:07:17.440]  但是他的子民就好像鉑嘴一樣
[00:07:17.440 --> 00:07:20.640]  那個子民就說我們哪裏有錯
[00:07:20.640 --> 00:07:22.640]  所以你看這個經文的時候
[00:07:22.640 --> 00:07:27.400]  你就會看到好像是有一種對抗性的意味
[00:07:27.400 --> 00:07:32.600]  所以我們今天就一起去讀這段聖經
[00:07:32.600 --> 00:07:34.720]  我們預備起
[00:07:34.720 --> 00:07:38.800]  「耶和華說:你們用話頂撞我
[00:07:38.800 --> 00:07:43.480]  你們卻說:我們說了什麼話頂撞你呢
[00:07:43.480 --> 00:07:46.720]  你們說:是奉神是枉言
[00:07:46.720 --> 00:07:49.520]  我們遵守神所吩咐的
[00:07:49.520 --> 00:07:53.600]  在萬君子耶和華面前哀痛而行
[00:07:53.600 --> 00:07:55.720]  有什麼益處呢
[00:07:55.720 --> 00:07:59.720]  現在我們稱狂傲的人爲有福
[00:07:59.720 --> 00:08:02.800]  並且恆惡的人得以建立
[00:08:02.800 --> 00:08:05.080]  他們雖然試探神
[00:08:05.080 --> 00:08:07.320]  卻得以逃脫
[00:08:07.320 --> 00:08:11.680]  那時敬畏耶和華的人彼此談論
[00:08:11.680 --> 00:08:14.080]  耶和華質疑而聽
[00:08:14.080 --> 00:08:17.240]  且有紀念冊在他面前
[00:08:17.240 --> 00:08:21.880]  記錄那敬畏耶和華思念他名的人
[00:08:21.880 --> 00:08:26.000]  萬君子耶和華說:在我所定的日子
[00:08:26.000 --> 00:08:30.000]  他們必屬我,是我寶貴的產業
[00:08:30.000 --> 00:08:32.000]  我必憐憫他們
[00:08:32.000 --> 00:08:35.680]  如同人憐憫那服侍他的義子
[00:08:35.680 --> 00:08:40.240]  那時你們必再一次看出義人和惡人
[00:08:40.240 --> 00:08:45.360]  侍奉神和不侍奉神的人有何差別
[00:08:45.360 --> 00:08:48.320]  萬君子耶和華說:看哪!
[00:08:48.320 --> 00:08:52.080]  那日臨近,勢如燒着的火爐
[00:08:52.080 --> 00:08:56.000]  凡狂傲的和恆惡的都如碎割
[00:08:56.000 --> 00:09:01.280]  在那日被燒盡的根與枝條無一存留
[00:09:01.280 --> 00:09:04.560]  但是對你們敬畏我名的人
[00:09:04.560 --> 00:09:07.320]  必有公義的太陽出現
[00:09:07.320 --> 00:09:10.160]  其光線有醫治的能力
[00:09:10.160 --> 00:09:14.320]  你們必出來跳躍如軒旅的牛犢
[00:09:14.320 --> 00:09:16.800]  你們必踐踏惡人
[00:09:16.800 --> 00:09:18.880]  在我所定的日子
[00:09:18.880 --> 00:09:23.160]  他們必成爲你們腳掌下的灰塵
[00:09:23.160 --> 00:09:26.400]  這是萬君子耶和華說的
[00:09:26.400 --> 00:09:29.200]  在這段經文裏我們看到
[00:09:29.200 --> 00:09:36.040]  神的百姓和耶和華有一些頂撞的語氣
[00:09:36.040 --> 00:09:37.280]  爲什麼呢?
[00:09:37.280 --> 00:09:39.720]  其實當時是一個什麼時代呢?
[00:09:39.720 --> 00:09:42.600]  記得上次和大家講哈街書的時候
[00:09:42.600 --> 00:09:47.080]  就是先知哈街和撒加利亞和所羅巴伯
[00:09:47.080 --> 00:09:50.400]  他們一起去呼籲重建那個聖殿
[00:09:50.400 --> 00:09:52.800]  有16年沒有起到那個根基
[00:09:52.800 --> 00:09:55.440]  現在那個聖殿已經起完了
[00:09:55.440 --> 00:09:58.480]  但是差不多過了半世紀
[00:09:58.480 --> 00:09:59.840]  很巧合
[00:09:59.840 --> 00:10:01.680]  就是過了50年之後
[00:10:01.680 --> 00:10:04.080]  城牆那時候甚至已經收好了
[00:10:04.080 --> 00:10:05.520]  就是不單止聖殿
[00:10:05.520 --> 00:10:08.040]  就算城牆都已經收好了
[00:10:08.040 --> 00:10:12.000]  所以在聖殿裏面祭壇的火紅紅的燒着
[00:10:12.000 --> 00:10:14.120]  本來這是一個萬物復興
[00:10:14.120 --> 00:10:16.560]  欣欣向榮的景象
[00:10:16.560 --> 00:10:20.640]  但是當年那些百姓努力去建殿
[00:10:20.640 --> 00:10:23.000]  那個火熱的心
[00:10:23.000 --> 00:10:24.080]  隨着什麼呢?
[00:10:24.080 --> 00:10:25.720]  隨着那個環境
[00:10:25.720 --> 00:10:27.200]  農作物失收
[00:10:27.200 --> 00:10:29.160]  隨着社會的不安定
[00:10:29.160 --> 00:10:30.960]  隨着外族的統治
[00:10:30.960 --> 00:10:33.880]  他們漸漸失去對神的信心
[00:10:33.880 --> 00:10:36.320]  當時以色列百姓普遍以爲
[00:10:36.320 --> 00:10:38.960]  神不再看顧他們了
[00:10:38.960 --> 00:10:43.440]  馬拉基才知道他蒙神的呼召
[00:10:43.440 --> 00:10:48.160]  要再一次努力推動整個民族繼續向前
[00:10:48.160 --> 00:10:49.240]  在這個時刻
[00:10:49.240 --> 00:10:52.440]  百姓道德的水平急劇下降
[00:10:52.440 --> 00:10:54.040]  已經完全失去了
[00:10:54.040 --> 00:10:57.040]  起初的愛心、信心與盼望
[00:10:57.040 --> 00:11:00.960]  所以當時淑靈的景況是很黑暗的
[00:11:00.960 --> 00:11:02.600]  所以你其實看到
[00:11:02.600 --> 00:11:04.960]  馬拉基書是一個
[00:11:04.960 --> 00:11:07.720]  簡單來說是一個雜祕的書卷
[00:11:07.720 --> 00:11:13.880]  所以這本書不是每個人都很容易接受
[00:11:13.880 --> 00:11:16.960]  馬拉基書只有四章
[00:11:16.960 --> 00:11:19.040]  他寫作的方式
[00:11:19.040 --> 00:11:20.280]  我剛纔所講過
[00:11:20.280 --> 00:11:23.040]  就是神與他的百姓對話
[00:11:23.040 --> 00:11:27.120]  描述了當時以色列百姓所犯的罪
[00:11:27.120 --> 00:11:28.240]  以色列的民族
[00:11:28.240 --> 00:11:31.000]  就是耶和華特別揀選的民族
[00:11:31.000 --> 00:11:33.480]  耶和華與他們立約
[00:11:33.480 --> 00:11:36.440]  本來上帝很愛這個民族
[00:11:36.440 --> 00:11:40.800]  但是這個民族卻是常常的得罪神
[00:11:40.800 --> 00:11:42.600]  上帝與他的百姓約定
[00:11:42.600 --> 00:11:45.160]  他說我會永遠的愛愛你
[00:11:45.160 --> 00:11:47.640]  但是他們仍然常常叛逆
[00:11:47.640 --> 00:11:50.520]  犯罪遠離神
[00:11:50.520 --> 00:11:53.520]  所以這個背景之下
[00:11:53.520 --> 00:11:54.760]  我們就看到
[00:11:54.760 --> 00:11:57.280]  經文再一次的提醒我們
[00:11:57.280 --> 00:12:01.960]  爲什麼我們仍然要去敬畏侍奉神呢?
[00:12:01.960 --> 00:12:03.360]  我們要敬畏侍奉神
[00:12:03.360 --> 00:12:04.320]  第一個原因
[00:12:04.320 --> 00:12:08.040]  就是我們是神寶貴的產業
[00:12:08.040 --> 00:12:11.320]  我們是神寶貴的產業
[00:12:11.320 --> 00:12:13.760]  經文第十三第十四節
[00:12:13.760 --> 00:12:14.760]  他這樣講
[00:12:14.760 --> 00:12:17.640]  耶和華說你們用話頂撞我
[00:12:17.640 --> 00:12:18.760]  你們卻說
[00:12:18.760 --> 00:12:21.760]  我們說了什麼話頂撞你呢?
[00:12:21.760 --> 00:12:24.720]  你們說侍奉神是枉言
[00:12:24.720 --> 00:12:27.080]  我們遵守神所吩咐的
[00:12:27.080 --> 00:12:30.720]  在萬君子耶和華面前哀痛而行
[00:12:30.720 --> 00:12:34.200]  有什麼益處呢?
[00:12:34.200 --> 00:12:37.800]  兩句話我們很入心
[00:12:37.800 --> 00:12:39.480]  這兩節經文裏面
[00:12:39.480 --> 00:12:43.080]  耶和華說你們用話頂撞我
[00:12:43.080 --> 00:12:45.840]  這句話是很嚴重的一句話
[00:12:45.840 --> 00:12:47.240]  頂撞神
[00:12:47.240 --> 00:12:50.080]  頂撞神會被擊殺
[00:12:50.080 --> 00:12:51.840]  如果嚴重來說
[00:12:51.840 --> 00:12:55.200]  爲什麼頂撞神呢?
[00:12:55.200 --> 00:12:57.200]  在十四節裏面就說
[00:12:57.200 --> 00:13:00.960]  因爲侍奉神是枉言
[00:13:00.960 --> 00:13:02.560]  侍奉神是枉言
[00:13:02.560 --> 00:13:04.160]  侍奉神是白費的
[00:13:04.160 --> 00:13:06.800]  侍奉神是沒有意思的
[00:13:06.800 --> 00:13:09.120]  反而來說
[00:13:09.120 --> 00:13:11.840]  接着就說
[00:13:11.840 --> 00:13:13.960]  我們又遵守神的律法
[00:13:13.960 --> 00:13:16.760]  我們又在神面前手嚴肅會
[00:13:16.760 --> 00:13:19.480]  我們常常在神面前有一種敬虔
[00:13:19.480 --> 00:13:22.880]  哀動就是有一種敬虔的行爲
[00:13:22.880 --> 00:13:27.160]  但是這些東西幫助不了我們
[00:13:27.160 --> 00:13:30.600]  我們今天仍然在外邦人的統治之下
[00:13:30.600 --> 00:13:35.080]  我們今天仍然在一個困難的環境當中
[00:13:35.080 --> 00:13:38.560]  如果你知道這段經文前後的時候
[00:13:38.560 --> 00:13:40.960]  你會覺得更加有意思
[00:13:40.960 --> 00:13:44.320]  這段經文前面就是我們很熟悉的
[00:13:44.320 --> 00:13:46.200]  就是說十一奉獻
[00:13:46.200 --> 00:13:49.440]  馬拉基書很多人只會這句
[00:13:49.440 --> 00:13:50.400]  就是說十一奉獻
[00:13:50.400 --> 00:13:51.960]  就是叫你十一奉獻
[00:13:51.960 --> 00:13:54.200]  後面也很熟悉的
[00:13:54.200 --> 00:13:57.000]  就是說耶和華大而可謂的日子
[00:13:57.000 --> 00:14:01.120]  未到以前我要猜顯以利亞先知到你們那裏
[00:14:01.120 --> 00:14:03.760]  祂必使父親的心轉向兒女
[00:14:03.760 --> 00:14:05.640]  兒女的心轉向父親
[00:14:05.640 --> 00:14:07.400]  免得我來就在這地
[00:14:07.400 --> 00:14:08.520]  所以今天這段經文
[00:14:08.520 --> 00:14:10.560]  就是夾着十一奉獻
[00:14:10.560 --> 00:14:14.000]  和夾着在以利亞那段經文的中間
[00:14:14.000 --> 00:14:16.040]  所以你更加去看到
[00:14:16.040 --> 00:14:17.960]  這一幫人心裏面說
[00:14:17.960 --> 00:14:20.760]  侍奉神是沒有意思的
[00:14:20.760 --> 00:14:24.840]  相反你看看那些不認識神的惡人多好
[00:14:24.840 --> 00:14:27.200]  他們又娶外邦女子爲妻
[00:14:27.200 --> 00:14:28.920]  他們又欺壓窮人
[00:14:28.920 --> 00:14:31.600]  他們每一個人都活得很好
[00:14:31.600 --> 00:14:32.680]  你看看我們
[00:14:32.680 --> 00:14:35.440]  我們又不娶外邦的女子爲妻
[00:14:35.440 --> 00:14:37.560]  甚至我們都聽神話
[00:14:37.560 --> 00:14:39.240]  有十一的奉獻
[00:14:39.240 --> 00:14:41.240]  我們又怎樣又怎樣
[00:14:41.240 --> 00:14:42.520]  但總之就是說
[00:14:42.520 --> 00:14:45.280]  他們比我們有福
[00:14:45.280 --> 00:14:49.000]  爲什麼那些不愛神又不服侍神的人
[00:14:49.000 --> 00:14:54.160]  又逼迫我們的人卻是活得那麼好呢
[00:14:54.160 --> 00:14:55.480]  有時我們都想
[00:14:55.480 --> 00:14:58.240]  我們這幫基督徒也是
[00:14:58.240 --> 00:14:59.880]  我們去看到
[00:14:59.880 --> 00:15:02.160]  有些不信神的人
[00:15:02.160 --> 00:15:06.320]  他的生活各樣東西都很順利很好
[00:15:06.320 --> 00:15:08.680]  但我們反而信神的人
[00:15:08.680 --> 00:15:10.200]  遭遇很多困難
[00:15:10.200 --> 00:15:12.200]  很多挫折
[00:15:12.200 --> 00:15:14.280]  很多艱難的時刻
[00:15:14.280 --> 00:15:16.720]  我們作爲一個基督徒
[00:15:16.720 --> 00:15:18.560]  我們說我們去侍奉神
[00:15:18.560 --> 00:15:20.840]  究竟有什麼意思呢
[00:15:20.840 --> 00:15:21.920]  我們又守律法
[00:15:21.920 --> 00:15:22.920]  我們又服侍神
[00:15:22.920 --> 00:15:25.280]  我們又奉獻
[00:15:25.280 --> 00:15:28.680]  但似乎我們所換回來的
[00:15:28.680 --> 00:15:32.000]  不是有什麼好的地方
[00:15:32.000 --> 00:15:33.360]  還有我們看到
[00:15:33.360 --> 00:15:35.640]  那些藐視神去狂傲的人
[00:15:35.640 --> 00:15:37.880]  似乎在他生命裏面
[00:15:37.880 --> 00:15:41.400]  好像還得享平安
[00:15:41.400 --> 00:15:42.800]  惡人大行其道
[00:15:42.800 --> 00:15:45.000]  神似乎包容他們犯罪
[00:15:45.000 --> 00:15:47.600]  令人憤慨
[00:15:47.600 --> 00:15:49.440]  他們去試探神
[00:15:49.440 --> 00:15:52.280]  他們可以看看有犯多少的罪
[00:15:52.280 --> 00:15:54.320]  而好像沒有事一樣
[00:15:54.320 --> 00:15:56.960]  作惡的人反倒是有福的
[00:15:56.960 --> 00:16:00.120]  狂惡的人反倒是有福的
[00:16:00.120 --> 00:16:03.000]  他們好像沒有任何的災難去報應他們
[00:16:03.000 --> 00:16:04.440]  人看不到希望
[00:16:04.440 --> 00:16:06.680]  看到的就是那些作惡的勢力
[00:16:06.680 --> 00:16:08.280]  反倒猖狂
[00:16:08.280 --> 00:16:09.880]  他們得勝順利
[00:16:09.880 --> 00:16:11.840]  沒有災難
[00:16:11.840 --> 00:16:15.800]  所以一羣跟隨神的子民的心
[00:16:15.800 --> 00:16:20.000]  就漸漸冷淡
[00:16:20.000 --> 00:16:24.560]  我不知道你們會不會都曾經在侍奉的路途上
[00:16:24.560 --> 00:16:27.040]  經歷挫折
[00:16:27.040 --> 00:16:31.120]  侍奉有時真是不容易
[00:16:31.120 --> 00:16:33.920]  我不知道大家有沒有侍奉過
[00:16:33.920 --> 00:16:36.080]  我說的侍奉
[00:16:36.080 --> 00:16:39.360]  不只是說做招待
[00:16:39.360 --> 00:16:40.920]  你不要說做招待
[00:16:40.920 --> 00:16:42.600]  你做一個組長
[00:16:42.600 --> 00:16:46.440]  其實這個侍奉都不是一件簡單的事情
[00:16:46.440 --> 00:16:52.280]  因爲組員真是一羊白養羊人
[00:16:52.280 --> 00:16:57.040]  你的組員有任何不同的期望
[00:16:57.040 --> 00:16:58.360]  不同的要求
[00:16:58.360 --> 00:16:59.760]  你作爲一個組長
[00:16:59.760 --> 00:17:04.800]  一方面你要關心他日常的生活
[00:17:04.800 --> 00:17:08.160]  你關心他靈明的成長
[00:17:08.160 --> 00:17:10.520]  其實是很全面的
[00:17:10.520 --> 00:17:13.800]  甚至這段時間如果你的組員沒有口罩
[00:17:13.800 --> 00:17:16.000]  可能你做組長都要幫一下他
[00:17:16.000 --> 00:17:19.120]  量度一下口罩
[00:17:19.120 --> 00:17:20.880]  真是這麼實際的
[00:17:20.880 --> 00:17:24.240]  這些事情不只是說平安
[00:17:24.240 --> 00:17:26.320]  你平安去平安回
[00:17:26.320 --> 00:17:31.200]  真是去顧念你肉身和屬靈上的需要
[00:17:31.200 --> 00:17:35.160]  所以做組長有時都會沮喪
[00:17:35.160 --> 00:17:37.200]  有時都會失望
[00:17:37.200 --> 00:17:39.160]  可能有時會想
[00:17:39.160 --> 00:17:40.440]  我這麼努力
[00:17:40.440 --> 00:17:42.840]  我用心出來服侍你
[00:17:42.840 --> 00:17:46.800]  但是你好像完全不覺得不領情
[00:17:46.800 --> 00:17:49.520]  在我這麼努力去侍奉的時候
[00:17:49.520 --> 00:17:52.800]  好像還反而被人去說我
[00:17:52.800 --> 00:17:55.200]  還好像被人去責備我
[00:17:55.200 --> 00:17:56.720]  又說我做得不夠
[00:17:56.720 --> 00:17:58.960]  又說我沒有愛心
[00:17:58.960 --> 00:18:02.880]  我不知道你們有沒有這樣的感受
[00:18:02.880 --> 00:18:08.520]  真的有時做了未必得到欣賞
[00:18:08.520 --> 00:18:10.240]  不做又怎樣呢
[00:18:10.240 --> 00:18:11.640]  不做又說你
[00:18:11.640 --> 00:18:13.880]  做又說不做又說
[00:18:13.880 --> 00:18:19.160]  有時真是令人很沮喪的一件事
[00:18:19.160 --> 00:18:23.200]  不過話說回來
[00:18:23.200 --> 00:18:28.600]  其實聖經裏面又給了我們一個很重要的勉勵
[00:18:28.600 --> 00:18:29.640]  我們看十六節
[00:18:29.640 --> 00:18:32.200]  第十六節經文裏面這樣說
[00:18:32.200 --> 00:18:36.240]  那時敬畏耶和華的人彼此談論
[00:18:36.240 --> 00:18:38.440]  耶和華擇耳而聽
[00:18:38.440 --> 00:18:45.840]  且有紀念冊在他面前記錄那敬畏耶和華思念他名的人
[00:18:45.840 --> 00:18:48.400]  沒錯我們侍奉得有時很困難
[00:18:48.400 --> 00:18:50.600]  侍奉的時候我們很多眼淚
[00:18:50.600 --> 00:18:53.240]  侍奉的時候有很多的艱難
[00:18:53.240 --> 00:18:55.120]  但是這個十六節裏面說
[00:18:55.120 --> 00:18:58.640]  一羣敬畏耶和華的人
[00:18:58.640 --> 00:19:02.080]  他們能夠在神裏面彼此談論
[00:19:02.080 --> 00:19:05.320]  而且當他們彼此談論的時候
[00:19:05.320 --> 00:19:10.520]  耶和華是如何呢? 擇耳而聽
[00:19:10.520 --> 00:19:12.360]  即是說我們的艱難
[00:19:12.360 --> 00:19:13.960]  我們的困苦
[00:19:13.960 --> 00:19:15.320]  我們去侍奉神
[00:19:15.320 --> 00:19:18.000]  我們去敬畏神的人
[00:19:18.000 --> 00:19:19.360]  我們那些苦水
[00:19:19.360 --> 00:19:21.360]  我們那些困難
[00:19:21.360 --> 00:19:22.560]  神是聽到的
