
[00:00:00.000 --> 00:00:04.820]  今天我們的題目是「曾平安的確據」
[00:07:13.700 --> 00:07:16.700]  都會聽過耶穌降生的故事
[00:07:16.700 --> 00:07:20.700]  但是這裡提到報名上冊
[00:07:20.700 --> 00:07:23.700]  天下萬民都要報名上冊
[00:07:23.700 --> 00:07:25.700]  什麼是報名上冊呢
[00:07:25.700 --> 00:07:27.700]  就是現在的人口普查
[00:07:27.700 --> 00:07:29.700]  不過當時的人口普查
[00:07:29.700 --> 00:07:33.700]  要回到自己鄉下做人口普查
[00:07:33.700 --> 00:07:35.700]  因為要登記戶籍
[00:07:35.700 --> 00:07:38.700]  所以當時約瑟就帶著
[00:07:38.700 --> 00:07:43.700]  驚懷了聖靈感恩的妻子瑪利亞
[00:07:43.700 --> 00:07:46.700]  就一起由加利利的拿撒
[00:07:46.700 --> 00:07:49.700]  去到伯利恆的鄉下
[00:07:49.700 --> 00:07:51.700]  去到伯利恆的時候
[00:07:51.700 --> 00:07:54.700]  瑪利亞的產期就到了
[00:07:54.700 --> 00:07:56.700]  所以在伯利恆
[00:07:56.700 --> 00:07:59.700]  他就誕下了耶穌基督
[00:07:59.700 --> 00:08:01.700]  這個其實是要應驗
[00:08:01.700 --> 00:08:04.700]  先知書裏面所講的話
[00:08:04.700 --> 00:08:06.700]  看看尼加書怎樣講
[00:08:06.700 --> 00:08:08.700]  我們一起讀
[00:08:08.700 --> 00:08:10.700]  伯利恆的爾法他
[00:08:10.700 --> 00:08:28.700]  原來小子書一早已經講了
[00:08:28.700 --> 00:08:32.700]  我們的救主會在伯利恆出生
[00:08:32.700 --> 00:08:35.700]  所以耶穌在伯利恆出生
[00:08:35.700 --> 00:08:41.700]  也真的應驗了先知書的預言
[00:08:41.700 --> 00:08:43.700]  不過可能由於這麼多人
[00:08:43.700 --> 00:08:46.700]  要回鄉下去做人口普查
[00:08:46.700 --> 00:08:50.700]  客店都沒有房間了
[00:08:50.700 --> 00:08:54.700]  基督出世竟然沒有地方住
[00:08:54.700 --> 00:08:57.700]  要住在馬槽裏面
[00:08:57.700 --> 00:08:58.700]  甚麼是馬槽
[00:08:58.700 --> 00:09:02.700]  馬槽是一個木釘成的箱
[00:09:02.700 --> 00:09:07.700]  用來裝衛生口食的糧食
[00:09:07.700 --> 00:09:12.700]  不過那個箱應該比嬰孩輕輕大一點
[00:09:12.700 --> 00:09:16.700]  所以瑪利亞就把它拿來做了一張BB床
[00:09:16.700 --> 00:09:19.700]  就將耶穌基督放在裏面
[00:09:19.700 --> 00:09:22.700]  你們讀了一篇聖經這麼久
[00:09:22.700 --> 00:09:24.700]  可能覺得沒甚麼
[00:09:24.700 --> 00:09:27.700]  耶穌降生在馬槽裏面
[00:09:27.700 --> 00:09:29.700]  不過大家去想一想
[00:09:29.700 --> 00:09:32.700]  剛剛出生的嬰孩在馬槽裏面
[00:09:32.700 --> 00:09:34.700]  我們最近有個同工
[00:09:34.700 --> 00:09:37.700]  Pastor Jane就生了個兒子
[00:09:37.700 --> 00:09:38.700]  大家知不知道
[00:09:38.700 --> 00:09:39.700]  知道吧
[00:09:39.700 --> 00:09:41.700]  她生了個兒子
[00:09:41.700 --> 00:09:44.700]  不過她兒子趕著出來見爸爸媽媽
[00:09:44.700 --> 00:09:47.700]  所以早了兩個星期就出生
[00:09:47.700 --> 00:09:49.700]  早了兩個星期出生
[00:09:49.700 --> 00:09:53.700]  已經打亂了Pastor Jane的陣腳
[00:09:53.700 --> 00:09:54.700]  為甚麼
[00:09:54.700 --> 00:10:00.700]  因為她家完全未收拾好迎接BB和太太回家
[00:10:00.700 --> 00:10:02.700]  她說很混亂
[00:10:02.700 --> 00:10:05.700]  她整個人都不知道怎麼搞
[00:10:05.700 --> 00:10:07.700]  不過感恩
[00:10:07.700 --> 00:10:09.700]  上帝的家很有溫暖
[00:10:09.700 --> 00:10:11.700]  上帝的家很有幫手
[00:10:11.700 --> 00:10:14.700]  所以有很多不同的弟兄姊妹
[00:10:14.700 --> 00:10:16.700]  就在兩三天裏面上了她家
[00:10:16.700 --> 00:10:18.700]  幫她整個家搞定了
[00:10:18.700 --> 00:10:23.700]  她就可以安心地接BB和太太回家
[00:10:23.700 --> 00:10:25.700]  BB也可以回家
[00:10:25.700 --> 00:10:29.700]  可以安睡有覺好睡
[00:10:29.700 --> 00:10:31.700]  你想想我們現在
[00:10:31.700 --> 00:10:35.700]  我們會很緊張為BB預備一切
[00:10:35.700 --> 00:10:37.700]  當時那個是耶穌
[00:10:37.700 --> 00:10:39.700]  我們的救主
[00:10:39.700 --> 00:10:42.700]  竟然出生的時候要睡在馬槽
[00:10:42.700 --> 00:10:46.700]  這個實在是太謙卑的道成肉身
[00:10:46.700 --> 00:10:49.700]  他這麼卑微地住在我們裏面
[00:10:49.700 --> 00:10:54.700]  不過這個都可能要提醒我們
[00:10:54.700 --> 00:10:59.700]  預表彌賽亞將來都被人嫌棄
[00:10:59.700 --> 00:11:02.700]  馬太福音八章二十節這樣說
[00:11:02.700 --> 00:11:03.700]  耶穌說
[00:11:03.700 --> 00:11:06.700]  狐狸有洞天空的飛鳥有窩
[00:11:06.700 --> 00:11:10.700]  人子卻沒有枕頭的地方
[00:11:10.700 --> 00:11:14.700]  本來我們的耶穌基督是我們的主
[00:11:14.700 --> 00:11:19.700]  坐在寶座上高高坐在寶座上的君王
[00:11:19.700 --> 00:11:21.700]  竟然因為愛我們
[00:11:21.700 --> 00:11:22.700]  拯救我們
[00:11:22.700 --> 00:11:27.700]  選擇了用這麼卑微的方法來道成肉身
[00:11:27.700 --> 00:11:28.700]  成為我們的樣式
[00:11:28.700 --> 00:11:30.700]  住在我們中間
[00:11:30.700 --> 00:11:32.700]  耶穌基督的降生
[00:11:32.700 --> 00:11:36.700]  本身就是真平安的記號
[00:11:36.700 --> 00:11:39.700]  耶穌基督這樣道成肉身
[00:11:39.700 --> 00:11:41.700]  服侍我們的榜樣
[00:11:41.700 --> 00:11:47.700]  會不會為我們帶來一些提醒和學習呢?
[00:11:47.700 --> 00:11:50.700]  這個場面大家不會陌生吧
[00:11:50.700 --> 00:11:52.700]  最近這幾個星期
[00:11:52.700 --> 00:11:54.700]  講到道成肉身
[00:11:54.700 --> 00:11:57.700]  學習進度有需要的人群裏面服侍
[00:11:57.700 --> 00:12:00.700]  就令我想起這一幕
[00:12:00.700 --> 00:12:03.700]  原來我們少年牧區都有位少年人
[00:12:03.700 --> 00:12:06.700]  是住在大埔宏福邨的
[00:12:06.700 --> 00:12:10.700]  一家六口感恩火災發生的時候
[00:12:10.700 --> 00:12:14.700]  他們全家人都出了去上班上學
[00:12:14.700 --> 00:12:17.700]  不過家園就盡毀
[00:12:17.700 --> 00:12:21.700]  一朝就變得無家可歸
[00:12:21.700 --> 00:12:23.700]  原來這個少年人
[00:12:23.700 --> 00:12:27.700]  他都有家人在大埔的教會
[00:12:27.700 --> 00:12:30.700]  所以牧師一聽到一知道這件事
[00:12:30.700 --> 00:12:33.700]  就將這家人接了去他自己家裏住
[00:12:33.700 --> 00:12:35.700]  不過因為人太多
[00:12:35.700 --> 00:12:38.700]  所以只可以住幾天
[00:12:38.700 --> 00:12:40.700]  我們的牧師一知道
[00:12:40.700 --> 00:12:44.700]  他就馬上不單止拿現金去支援
[00:12:44.700 --> 00:12:48.700]  他親身去跟他們講
[00:12:48.700 --> 00:12:51.700]  不要緊有四個人
[00:12:51.700 --> 00:12:53.700]  你可以來我家住
[00:12:53.700 --> 00:12:56.700]  但牧師的家裏加上嬰兒
[00:12:56.700 --> 00:12:58.700]  原本已經有四個人
[00:12:58.700 --> 00:12:59.700]  你想想
[00:12:59.700 --> 00:13:01.700]  但是不要緊
[00:13:01.700 --> 00:13:03.700]  他說我們有點擠迫
[00:13:03.700 --> 00:13:07.700]  你們可以有四個人來我家住
[00:13:07.700 --> 00:13:10.700]  感恩的是他很快就收到通知
[00:13:10.700 --> 00:13:14.700]  就說政府安排了兩間酒店給他們暫住
[00:13:14.700 --> 00:13:16.700]  解決了燃眉之急
[00:13:16.700 --> 00:13:17.700]  不過我看到的就是
[00:13:17.700 --> 00:13:20.700]  這位牧師和Pastor的服侍
[00:13:20.700 --> 00:13:23.700]  難道就不是倒乘逆生呢
[00:13:23.700 --> 00:13:28.700]  實實在在進入去人群裏面服侍
[00:13:28.700 --> 00:13:30.700]  在過往兩星期
[00:13:30.700 --> 00:13:32.700]  前一個禮拜
[00:13:32.700 --> 00:13:33.700]  上一個星期
[00:13:33.700 --> 00:13:35.700]  我們兩位牧師就帶
[00:13:35.700 --> 00:13:38.700]  陳牧師和梁牧師就帶我們去大埔
[00:13:38.700 --> 00:13:40.700]  我們去為他們的居民
[00:13:40.700 --> 00:13:42.700]  雲福縣的居民登記
[00:13:42.700 --> 00:13:45.700]  因為播導會籌了一筆款項
[00:13:45.700 --> 00:13:51.700]  我們很希望直接去到當中的居民當中
[00:13:51.700 --> 00:13:52.700]  我們做完登記
[00:13:52.700 --> 00:13:54.700]  過去三天
[00:13:54.700 --> 00:13:56.700]  星期三至五
[00:13:56.700 --> 00:13:58.700]  我們有十幾個同工
[00:13:58.700 --> 00:14:01.700]  去到播導會天福堂在大埔
[00:14:01.700 --> 00:14:04.700]  我們就跟他們聊聊天
[00:14:04.700 --> 00:14:06.700]  關心他們
[00:14:06.700 --> 00:14:07.700]  為他們祈禱
[00:14:07.700 --> 00:14:08.700]  聆聽他們的聲音
[00:14:08.700 --> 00:14:10.700]  聆聽他們的需要
[00:14:10.700 --> 00:14:13.700]  並且將支票交給他們
[00:14:13.700 --> 00:14:15.700]  我們都在學
[00:14:15.700 --> 00:14:18.700]  學怎樣放下自己
[00:14:18.700 --> 00:14:22.700]  學怎樣進到人群當中
[00:14:22.700 --> 00:14:26.700]  學習耶穌的倒乘逆生
[00:14:26.700 --> 00:14:29.700]  所以在學習一
[00:14:29.700 --> 00:14:31.700]  我們要效法主耶穌基督
[00:14:31.700 --> 00:14:33.700]  倒乘逆生的服侍
[00:14:33.700 --> 00:14:35.700]  帶著基督的愛
[00:14:35.700 --> 00:14:39.700]  謙卑進到有需要的人群當中
[00:14:39.700 --> 00:14:42.700]  不是人人都需要去到大埔
[00:14:42.700 --> 00:14:43.700]  不過你看不看見
[00:14:43.700 --> 00:14:47.700]  你身邊都有很多貧窮人的需要
[00:14:47.700 --> 00:14:51.700]  你願不願意去到他們中間服侍他們
[00:14:51.700 --> 00:14:54.700]  你看不看到你身邊的家人
[00:14:54.700 --> 00:14:57.700]  朋友他們都有很多的需要
[00:14:57.700 --> 00:14:59.700]  你願不願意跟他們同行
[00:14:59.700 --> 00:15:01.700]  盡力去幫助他們
[00:15:01.700 --> 00:15:06.700]  照顧他們
[00:15:06.700 --> 00:15:11.700]  我相信我們願意學習主耶穌基督
[00:15:11.700 --> 00:15:13.700]  倒乘逆生的服侍
[00:15:13.700 --> 00:15:18.700]  他們就會在基督門徒生命裏面
[00:15:18.700 --> 00:15:20.700]  見到上帝的愛
[00:15:20.700 --> 00:15:23.700]  Amen
[00:15:23.700 --> 00:15:25.700]  第二點和大家分享的是
[00:15:25.700 --> 00:15:29.700]  留意神在我們日常生活中
[00:15:29.700 --> 00:15:31.700]  跟我們同行
[00:15:31.700 --> 00:15:33.700]  上帝會在我們日常生活中
[00:15:33.700 --> 00:15:34.700]  跟我們講說話
[00:15:34.700 --> 00:15:36.700]  一起讀這幾段聖經
[00:16:00.700 --> 00:16:08.700]  復第十二節
[00:16:08.700 --> 00:16:18.700]  我們大家都知道
[00:16:18.700 --> 00:16:20.700]  回到教會敬拜
[00:16:20.700 --> 00:16:23.700]  有弟兄姊妹的美好團契
[00:16:23.700 --> 00:16:27.700]  當然感受到上帝的同在
[00:16:27.700 --> 00:16:29.700]  在侍奉裏面
[00:16:29.700 --> 00:16:31.700]  看見上帝的作為
[00:16:31.700 --> 00:16:34.700]  當然見到神的榮耀
[00:16:34.700 --> 00:16:35.700]  不過我們的上帝
[00:16:35.700 --> 00:16:39.700]  會不會只是圍在這四幅牆裏面
[00:16:39.700 --> 00:16:44.700]  正正上帝就在一個黑夜裏面
[00:16:44.700 --> 00:16:48.700]  揀選了野地裏面的牧羊人
[00:16:48.700 --> 00:16:50.700]  他們在做什麼
[00:16:50.700 --> 00:16:53.700]  他們在做他們日常在做的事
[00:16:53.700 --> 00:16:56.700]  他們在夜更當值
[00:16:56.700 --> 00:16:58.700]  當時天寒地凍
[00:16:58.700 --> 00:17:01.700]  大家都知道
[00:17:01.700 --> 00:17:05.700]  曠野的日更和夜更的溫差相差很遠
[00:17:05.700 --> 00:17:08.700]  所以晚上通常都會很凍
[00:17:08.700 --> 00:17:10.700]  不過在這樣的環境下
[00:17:10.700 --> 00:17:12.700]  他們在做日常的事
[00:17:12.700 --> 00:17:15.700]  上帝的使者就向他們顯現
[00:17:15.700 --> 00:17:18.700]  叫他們看見神的榮耀
[00:17:18.700 --> 00:17:20.700]  並且成為第一批
[00:17:20.700 --> 00:17:24.700]  第一批知道救主已經降生
[00:17:24.700 --> 00:17:27.700]  關乎萬民的大喜訊息
[00:17:27.700 --> 00:17:32.700]  牧羊人當時是最平民不過的平民百姓
[00:17:32.700 --> 00:17:35.700]  在社會上身份低微
[00:17:35.700 --> 00:17:36.700]  工資低
[00:17:36.700 --> 00:17:38.700]  工作環境差
[00:17:38.700 --> 00:17:41.700]  通常都不會有什麼人理他們
[00:17:41.700 --> 00:17:43.700]  何況還在半夜三更
[00:17:43.700 --> 00:17:46.700]  不過忽然之間
[00:17:46.700 --> 00:17:53.700]  主的使者和一大堆天使向他們顯現
[00:17:53.700 --> 00:17:55.700]  在漆黑的夜晚裏面
[00:17:55.700 --> 00:17:59.700]  有上帝的榮光照著他們
[00:17:59.700 --> 00:18:01.700]  他們害不害怕?
[00:18:01.700 --> 00:18:04.700]  害怕其實都很正常
[00:18:04.700 --> 00:18:10.700]  如果你今晚回家
[00:18:10.700 --> 00:18:12.700]  燈全都關了
[00:18:12.700 --> 00:18:16.700]  突然間房間很光
[00:18:16.700 --> 00:18:18.700]  有榮光照著你們
[00:18:18.700 --> 00:18:20.700]  不知道你們害不害怕?
[00:18:20.700 --> 00:18:22.700]  都會害怕的
[00:18:22.700 --> 00:18:25.700]  今早我回來就聽到一個笑話
[00:18:25.700 --> 00:18:28.700]  因為我昨天講了兩場
[00:18:28.700 --> 00:18:29.700]  我聽到一個笑話
[00:18:29.700 --> 00:18:32.700]  今早有兩個童工特別早了回來
[00:18:32.700 --> 00:18:36.700]  我們開燈要回到二樓才開燈
[00:18:36.700 --> 00:18:38.700]  連下面的燈都開了
[00:18:38.700 --> 00:18:40.700]  然後有兩個童工很早回來
[00:18:40.700 --> 00:18:41.700]  就在上面弄東西
[00:18:41.700 --> 00:18:44.700]  誰知道當時我們另一個童工Victor
[00:18:44.700 --> 00:18:46.700]  就回來以為自己已經很早了
[00:18:46.700 --> 00:18:48.700]  就在下面開閘
[00:18:48.700 --> 00:18:51.700]  閘剛剛開了一半
[00:18:51.700 --> 00:18:53.700]  突然間裏面亮了燈
[00:18:53.700 --> 00:18:54.700]  很光
[00:18:54.700 --> 00:18:56.700]  然後就出現了十字架
[00:18:56.700 --> 00:18:57.700]  你知道我們開了閘
[00:18:57.700 --> 00:18:58.700]  真的是十字架
[00:18:58.700 --> 00:19:00.700]  然後他說
[00:19:00.700 --> 00:19:04.700]  好像上帝的榮光出現一樣
[00:19:04.700 --> 00:19:05.700]  他說
[00:19:05.700 --> 00:19:09.700]  還差沒有天使出來報大喜的訊息
[00:19:09.700 --> 00:19:12.700]  我真的覺得很有趣
[00:19:12.700 --> 00:19:13.700]  你想想
[00:19:13.700 --> 00:19:15.700]  一個這麼熟悉環境的人
[00:19:15.700 --> 00:19:17.700]  都會害怕
[00:19:17.700 --> 00:19:20.700]  所以當時的天使真的很知道
[00:19:20.700 --> 00:19:22.700]  牧羊人是會害怕的
[00:19:22.700 --> 00:19:24.700]  所以他先給一個定心丸跟他們說
[00:19:24.700 --> 00:19:26.700]  不要懼怕
[00:19:26.700 --> 00:19:28.700]  先安定他們的心
[00:19:28.700 --> 00:19:32.700]  然後告訴他們大喜的訊息
[00:19:32.700 --> 00:19:34.700]  路加在這裏也是這樣強調
[00:19:34.700 --> 00:19:37.700]  世人看為卑微的人
[00:19:37.700 --> 00:19:40.700]  卻是上帝所眷顧和揀選
[00:19:40.700 --> 00:19:44.700]  要看到神的榮耀
[00:19:44.700 --> 00:19:47.700]  上帝在牧羊人的日常生活裏面
[00:19:47.700 --> 00:19:50.700]  向他們顯現說話
[00:19:50.700 --> 00:19:53.700]  其實聖經常常都有這樣說
[00:19:53.700 --> 00:19:57.700]  好像摩西、阿伯拉罕、大衛
[00:19:57.700 --> 00:20:00.700]  每個人都在日常生活裏面
[00:20:00.700 --> 00:20:01.700]  上帝就跟他們說話
[00:20:01.700 --> 00:20:03.700]  向他們顯現
[00:20:03.700 --> 00:20:06.700]  連施洗約翰的父親撒加利亞
[00:20:06.700 --> 00:20:09.700]  都是在主聖殿裏面燒香的時候
[00:20:09.700 --> 00:20:11.700]  神向他們顯現
[00:20:11.700 --> 00:20:13.700]  其實今天
[00:20:13.700 --> 00:20:18.700]  上帝一樣會在我們日常生活和工作裏面
[00:20:18.700 --> 00:20:20.700]  向我們說話和顯現
[00:20:20.700 --> 00:20:25.700]  不知道你們有沒有留心聽到呢
[00:20:25.700 --> 00:20:30.700]  神不單止特別看顧照顧貧乏的人
[00:20:30.700 --> 00:20:32.700]  是要看顧被忽略的人
[00:20:32.700 --> 00:20:35.700]  其實聖經常常都提醒我們
[00:20:35.700 --> 00:20:37.700]  我們都要去看顧他們
[00:20:37.700 --> 00:20:39.700]  那些被忽略的人
[00:20:39.700 --> 00:20:42.700]  要讓他們感受到愛和尊重
[00:20:42.700 --> 00:20:45.700]  有位門徒
[00:20:45.700 --> 00:20:48.700]  他是一個中學的英文老師
[00:20:48.700 --> 00:20:51.700]  最近一次的茶經裏面
[00:20:51.700 --> 00:20:52.700]  他就這樣分享
[00:20:52.700 --> 00:20:55.700]  他說上帝怎樣帶他
[00:20:55.700 --> 00:20:58.700]  作為一個在職場裏面的好門徒
[00:20:58.700 --> 00:21:00.700]  他說他工作的學校
[00:21:00.700 --> 00:21:03.700]  最近就舉行了一個早討會的比賽
[00:21:03.700 --> 00:21:06.700]  同學就不知道那個是比賽
[00:21:06.700 --> 00:21:10.700]  學校就將同級的同學分成六組
[00:21:10.700 --> 00:21:14.700]  每組就由一個老師負責一個自選的項目
[00:21:14.700 --> 00:21:18.700]  每組就派出代表就可以了
[00:21:18.700 --> 00:21:20.700]  出來分享五分鐘
[00:21:20.700 --> 00:21:24.700]  而他那組就是用英文分享五分鐘
[00:21:24.700 --> 00:21:27.700]  他說原本最有把握最方便
[00:21:27.700 --> 00:21:29.700]  就是他選他自己那組裏面
[00:21:29.700 --> 00:21:32.700]  最叻那一兩個英文的出來
[00:21:32.700 --> 00:21:34.700]  他自己一組寫好那個稿
[00:21:34.700 --> 00:21:36.700]  然後給他們講五分鐘
[00:21:36.700 --> 00:21:38.700]  這樣就搞定了
[00:21:38.700 --> 00:21:40.700]  不過他有一個感動
[00:21:40.700 --> 00:21:42.700]  很強烈的感動
[00:21:42.700 --> 00:21:45.700]  上帝不是想他這樣做
[00:21:45.700 --> 00:21:48.700]  因為他那組裏面
[00:21:48.700 --> 00:21:50.700]  除了一兩個比較叻之外
[00:21:50.700 --> 00:21:53.700]  其他那些人基本上是全級裏面
[00:21:53.700 --> 00:21:55.700]  最差的成績裏面
[00:21:55.700 --> 00:21:57.700]  他有一個很強烈的感動
[00:21:57.700 --> 00:22:01.700]  上帝不想他忽略成績差的同學
[00:22:01.700 --> 00:22:04.700]  不應該只顧著自己
[00:22:04.700 --> 00:22:08.700]  好好看看做了一個比賽
[00:22:08.700 --> 00:22:11.700]  完成這個五分鐘的分享
[00:22:11.700 --> 00:22:14.700]  甚至拿個獎就走
[00:22:14.700 --> 00:22:15.700]  不是這樣
[00:22:15.700 --> 00:22:17.700]  而是他很感受到
[00:22:17.700 --> 00:22:20.700]  上帝真的想那些被忽視的同學
[00:22:20.700 --> 00:22:24.700]  有機會可以上台分享
