
[00:00:00.000 --> 00:00:03.740]  《歷代志》是一本挺難讀的書
[00:02:23.100 --> 00:02:26.640]  索羅門因為他貪愛愛邦的女子
[00:02:26.640 --> 00:02:29.400]  也敬拜愛邦的神
[00:02:29.400 --> 00:02:33.920]  將以色列人帶進一個非常黑暗的時代
[00:02:33.920 --> 00:02:37.280]  上帝將以色列國分為南北
[00:02:37.280 --> 00:02:40.460]  北國叫做以色列 南國叫做猶大
[00:02:40.460 --> 00:02:44.420]  但是這兩個國家都是繼續去拜偶像
[00:02:44.420 --> 00:02:50.900]  以至上帝就帶領兩個國將他們滅絕的
[00:02:50.900 --> 00:02:54.260]  一個是亞述國 另外一個是巴比倫
[00:02:54.260 --> 00:02:58.440]  所以去到公元前586年的時候
[00:02:58.440 --> 00:03:03.340]  南國猶大都是滅亡的
[00:03:03.340 --> 00:03:08.120]  但是在滅亡的前後 有三次的秘魯
[00:03:08.120 --> 00:03:11.720]  秘魯、巴比倫 但是上帝也都是預言
[00:03:11.720 --> 00:03:14.920]  大概70年之後會有回歸
[00:03:14.920 --> 00:03:19.160]  就三次的回歸 所以到最後的時候
[00:03:19.160 --> 00:03:22.460]  我們就是一個秘魯回歸
[00:03:22.460 --> 00:03:26.200]  等待上帝再回來
[00:03:26.200 --> 00:03:29.680]  雖然回歸應該是上帝已經回來了
[00:03:29.680 --> 00:03:31.980]  但是我們發現回歸之後
[00:03:31.980 --> 00:03:35.740]  以色列人仍然是屬性上處於一個黑暗的狀態
[00:03:35.740 --> 00:03:38.820]  也都有很多的罪需要去處理
[00:03:38.820 --> 00:03:43.420]  我們仍然在等他們的回轉 等上帝天國的來臨
[00:03:43.420 --> 00:03:46.580]  上帝罪的赦免
[00:03:46.580 --> 00:03:53.020]  這本《歷代誌》基本上是寫到最後回歸回來
[00:03:53.020 --> 00:03:56.600]  但是仍然在等待 因為在黑暗的時代
[00:03:56.600 --> 00:03:59.760]  在這個角度去寫的
[00:03:59.760 --> 00:04:02.720]  我們現在已經讀了
[00:04:02.720 --> 00:04:05.160]  如果你跟著我們這個《歷代誌》之前
[00:04:05.160 --> 00:04:09.000]  讀過十本的舊約書卷
[00:04:09.000 --> 00:04:14.800]  我們一開始就讀了《莫西姆經》
[00:04:14.800 --> 00:04:16.300]  《創出黎民生》
[00:04:16.300 --> 00:04:20.720]  它們對中都是指向耶穌基督的十字架
[00:04:20.720 --> 00:04:24.460]  每一本書有它很獨特的一些主題
[00:04:24.460 --> 00:04:26.820]  《創世紀》是墮落
[00:04:26.820 --> 00:04:30.280]  或者《創世》墮落救贖三部曲
[00:04:30.280 --> 00:04:35.280]  《昌一及記》這個偶像之家逃生記
[00:04:35.280 --> 00:04:39.120]  《利美記》是聖潔君王保衛者
[00:04:39.120 --> 00:04:41.980]  《文素記》是曠野中的大叛逆
[00:04:41.980 --> 00:04:45.520]  《生命記》深受割禮 深愛主
[00:04:45.520 --> 00:04:48.940]  繼續去 我們已經有看了另外那六本了
[00:04:48.940 --> 00:04:50.380]  《約書亞記》
[00:04:50.380 --> 00:04:52.380]  《書劍因仇進迦南》
[00:04:52.380 --> 00:04:55.060]  《史詩記》《亂世史詩真舊著》
[00:04:55.060 --> 00:04:58.500]  其實《史詩記》是貼著《路德記》
[00:04:58.500 --> 00:05:00.940]  《路德記》其實兩個主要的主題
[00:05:00.940 --> 00:05:03.060]  可能《史詩記》就告訴你
[00:05:03.060 --> 00:05:04.760]  蘇俄不是階選
[00:05:04.760 --> 00:05:08.640]  《路德記》叫我們投票給大衛
[00:05:08.640 --> 00:05:10.640]  大衛才是賢君
[00:05:10.640 --> 00:05:12.800]  《撒姆爾記》很長的
[00:05:12.800 --> 00:05:14.600]  其實是有上下
[00:05:14.600 --> 00:05:17.580]  但是是永約上主三君王
[00:05:17.580 --> 00:05:23.000]  講到最後的三個君王是蘇俄
[00:05:23.000 --> 00:05:24.360]  不是上帝眼中的
[00:05:24.360 --> 00:05:27.260]  大衛原來都是上升墜落
[00:05:27.260 --> 00:05:30.200]  那第三個君王就是刑許的君王
[00:05:30.200 --> 00:05:31.320]  去到聶王記
[00:05:31.320 --> 00:05:34.980]  他其實已經是進入了這個秘魯的狀態
[00:05:34.980 --> 00:05:37.660]  聶王記是說為什麼我們搞成這樣呢?
[00:05:37.660 --> 00:05:41.260]  原來是因為墜落君王的問題
[00:05:41.260 --> 00:05:43.940]  但是仍然在聶王記最終的時候
[00:05:43.940 --> 00:05:45.700]  有一點點的亮光
[00:05:45.700 --> 00:05:49.260]  我們在等待一個真的盼望
[00:05:49.260 --> 00:05:53.020]  接著我們就要進入歷代之人
[00:05:53.020 --> 00:05:58.860]  我想跟你說 如果你讀到聶王記的時候
[00:05:58.860 --> 00:06:00.480]  就是上下讀完的話
[00:06:00.480 --> 00:06:03.520]  你已經讀了舊約的三分之一了
[00:06:03.520 --> 00:06:06.560]  雖然好像說你還有三分之二去
[00:06:06.560 --> 00:06:09.160]  但其實不是的 快很多的
[00:06:09.160 --> 00:06:14.820]  第一就是如果你去看這個歷代字上下的話
[00:06:14.820 --> 00:06:19.180]  其實你已經讀了40%多的舊約了
[00:06:19.180 --> 00:06:21.540]  接著當你去到詩篇
[00:06:21.540 --> 00:06:24.620]  其實詩篇的章是很短的
[00:06:24.620 --> 00:06:27.520]  所以等一下你看一下我給你的
[00:06:27.520 --> 00:06:30.500]  未來三個月的讀經計劃的時候
[00:06:30.500 --> 00:06:32.680]  你會發現我們去到讀到詩篇的時候
[00:06:32.680 --> 00:06:34.120]  我們會讀快一點的
[00:06:34.120 --> 00:06:37.720]  其實你很快讀完詩篇
[00:06:37.720 --> 00:06:42.820]  已經是整本舊約你已經讀完了60%了
[00:06:42.820 --> 00:06:45.840]  所以很快我們其實是去到
[00:06:45.840 --> 00:06:47.620]  也都從歷史的角度來說
[00:06:47.620 --> 00:06:51.220]  我們已經是去到整個舊約的終結
[00:06:51.220 --> 00:06:53.660]  如果你看歷代字的時候
[00:06:53.660 --> 00:06:57.340]  你會發現如果你剛剛好看完《撒姆爾記》
[00:06:57.340 --> 00:07:00.400]  接著再看《獵王記》的時候
[00:07:00.400 --> 00:07:03.740]  你會覺得歷代字是很奇怪的一本書
[00:07:03.740 --> 00:07:06.140]  好像有一點點歷史重演
[00:07:06.140 --> 00:07:10.920]  那你會問為什麼要重複寫這樣的歷史呢?
[00:07:10.920 --> 00:07:13.220]  有一件事是很有趣的
[00:07:13.220 --> 00:07:17.100]  就是你要知道就算聖經講回同一樣東西
[00:07:17.100 --> 00:07:20.040]  其實事後都是用不同的角度來看的
[00:07:20.040 --> 00:07:25.020]  歷代字和《撒姆爾記》和《獵王記》的角度是不一樣的
[00:07:25.020 --> 00:07:29.200]  就是有一點點像如果你在美國看那些政治新聞
[00:07:29.200 --> 00:07:30.500]  你去看兩個台
[00:07:30.500 --> 00:07:36.740]  一個是幫民主黨 一個是幫共和黨
[00:07:36.740 --> 00:07:41.940]  同一件新聞大家報導的角色、角度是非常不一樣的
[00:07:41.940 --> 00:07:45.620]  不過這件事就是美國的新聞
[00:07:45.620 --> 00:07:50.800]  其實我們有一個假設
[00:07:50.800 --> 00:07:52.740]  我們很多時候說歷史就是歷史
[00:07:52.740 --> 00:07:54.940]  歷史就是報導事實 其實不是的
[00:07:54.940 --> 00:07:59.540]  其實每一個台都是用自己的一個眼光去看的
[00:07:59.540 --> 00:08:03.760]  當然在人世間的眼光 所有的眼光都是錯誤的
[00:08:03.760 --> 00:08:07.860]  所以每一個台的角度都有一點點偏見在當中
[00:08:07.860 --> 00:08:10.180]  在上帝的聖經裡面就不一樣
[00:08:10.180 --> 00:08:12.380]  上帝的聖經裡面是有兩個台
[00:08:12.380 --> 00:08:14.540]  兩個台用兩個不同的眼光去
[00:08:14.540 --> 00:08:17.820]  當然因為背後有不同的歷史背景
[00:08:17.820 --> 00:08:20.620]  而兩個眼光都是正確的
[00:08:20.620 --> 00:08:23.160]  你可以說你打開電視去看
[00:08:23.160 --> 00:08:27.680]  無論你香港現在只有很少的台
[00:08:27.680 --> 00:08:30.400]  但是如果你去外國你有這麼多的台
[00:08:30.400 --> 00:08:32.700]  每一個台的角度都是偏差的
[00:08:32.700 --> 00:08:38.220]  但是聖經裡面每一個台的角度都是正確的
[00:08:38.220 --> 00:08:41.300]  不過它有不同的東西
[00:08:41.300 --> 00:08:44.740]  當你去看這個歷代誌的時候
[00:08:44.740 --> 00:08:47.140]  你會發現它是故意重複
[00:08:47.140 --> 00:08:52.220]  而是為整個舊約一作一點點的一個結束的
[00:08:52.220 --> 00:08:54.540]  有聖經學者告訴我們
[00:08:54.540 --> 00:08:58.640]  如果你看舊約的希伯來文的聖經
[00:08:58.640 --> 00:09:01.700]  歷代誌其實是整個舊約的最後一本書
[00:09:01.700 --> 00:09:04.920]  就是有一點點總結了舊約
[00:09:04.920 --> 00:09:12.400]  如果你看歷代誌上下的起頭和結束是很有趣的
[00:09:12.400 --> 00:09:14.900]  起頭的時候它是用一個家譜
[00:09:14.900 --> 00:09:17.280]  我們剛才說過有九張的家譜
[00:09:17.280 --> 00:09:18.940]  而這個家譜是誰開始的呢?
[00:09:18.940 --> 00:09:20.880]  是亞當開始的 你想一下
[00:09:20.880 --> 00:09:23.200]  這個不是創世紀 是吧?
[00:09:23.200 --> 00:09:26.200]  但是你回到創世紀結束的時候
[00:09:26.200 --> 00:09:27.540]  是講回歸的
[00:09:27.540 --> 00:09:30.820]  回歸也是叫做舊約裡面最重要的
[00:09:30.820 --> 00:09:34.520]  就是最後那件最重要的事情
[00:09:34.520 --> 00:09:38.080]  我想和你看一下那個起頭和結束
[00:09:38.080 --> 00:09:41.640]  歷代誌上第一章第一節這麼說
[00:09:41.640 --> 00:09:49.040]  亞當、塞德、善雅氏、蓋南、馬勒烈、雅烈、
[00:09:49.040 --> 00:09:54.320]  爾諾、馬圖斯拉、拉麥、諾亞、閃含、雅畢
[00:09:54.320 --> 00:09:56.760]  是不是很熟悉的 有些名字
[00:09:56.760 --> 00:09:59.840]  它不是所有名字都記住的 它是跳了一些的
[00:09:59.840 --> 00:10:02.000]  比如你想一下 亞當之後就是塞德
[00:10:02.000 --> 00:10:04.180]  其實亞當之後有兩個兒子
[00:10:04.180 --> 00:10:08.080]  那個人是阿伯 那個人殺了阿伯
[00:10:08.080 --> 00:10:15.520]  接著塞德就是代替了那個阿伯的好兒子
[00:10:15.520 --> 00:10:20.920]  那個忠心的後代
[00:10:20.920 --> 00:10:24.140]  所以你看到這個家譜其實很有趣
[00:10:24.140 --> 00:10:27.100]  因為我去講那個寫作結構的時候
[00:10:27.100 --> 00:10:28.860]  可以講多一點這個家譜
[00:10:28.860 --> 00:10:30.360]  但是這些熟口熟面的
[00:10:30.360 --> 00:10:32.600]  爾諾就是被上帝接走了的那個
[00:10:32.600 --> 00:10:35.360]  諾亞就好像帶你回去創世紀那樣
[00:10:35.360 --> 00:10:37.460]  我想給你看一下那個結束
[00:10:37.460 --> 00:10:39.480]  那個結束的時候是這麼講的
[00:10:39.480 --> 00:10:43.060]  它說 波斯王居老是懸念耶和華
[00:10:43.060 --> 00:10:45.840]  為要應驗籍耶利米所說的話
[00:10:45.840 --> 00:10:50.080]  這個被擄之後應驗了 通過耶利米就回歸
[00:10:50.080 --> 00:10:53.280]  就激發波斯王居老師的心
[00:10:53.280 --> 00:10:57.600]  使他下詔書通告全國說
[00:10:57.600 --> 00:11:00.960]  這個波斯王是外邦的皇帝
[00:11:00.960 --> 00:11:04.980]  耶和華天上的上帝已將地上萬國賜給我
[00:11:04.980 --> 00:11:11.180]  又委派我在猶大的耶路撒冷為他建造殿院
[00:11:11.180 --> 00:11:13.180]  我想講的就是說
[00:11:13.180 --> 00:11:17.020]  這些波斯王大概不是真的相信耶和華的
[00:11:17.020 --> 00:11:19.420]  但是因為他們信多神論
[00:11:19.420 --> 00:11:21.120]  所以他們可能都覺得
[00:11:21.120 --> 00:11:24.020]  當然這個在上帝的掌管當中
[00:11:24.020 --> 00:11:27.760]  上帝將這個世界給了尼泊爾格雷薩
[00:11:27.760 --> 00:11:30.500]  就是巴比倫王或者波斯王
[00:11:30.500 --> 00:11:31.920]  但是這裡他說
[00:11:31.920 --> 00:11:34.900]  上帝給了萬國給我 又要委派我去建聖殿
[00:11:34.900 --> 00:11:40.340]  很明顯那個建聖殿者就不是真的波斯王
[00:11:40.340 --> 00:11:44.300]  也都波斯王不是上帝認他的君王
[00:11:44.300 --> 00:11:48.820]  只不過他被上帝手中的一隻棋子用了
[00:11:48.820 --> 00:11:51.780]  他說 然後你看最後的結束
[00:11:51.780 --> 00:11:55.340]  你們中間凡作他子民的怨言和話
[00:11:55.340 --> 00:11:58.920]  他的上帝與他同在 可以上去
[00:11:58.920 --> 00:12:01.300]  其實我是做了一點手腳的
[00:12:01.300 --> 00:12:03.300]  因為你的中文應該是
[00:12:03.300 --> 00:12:07.800]  你們中間凡作他子民的可以上去怨言和話
[00:12:07.800 --> 00:12:11.820]  就是他其實是改了原文的那個架構
[00:12:11.820 --> 00:12:13.820]  令到它好像比較完整一些
[00:12:13.820 --> 00:12:15.660]  但是原文的時候
[00:12:15.660 --> 00:12:19.260]  其實是講最後那句話是 incomplete
[00:12:19.260 --> 00:12:22.240]  就是未完成 你們可以去
[00:12:22.240 --> 00:12:24.840]  接著怎麼樣呢? 就噠噠噠這樣
[00:12:24.840 --> 00:12:30.220]  整個故事告訴你 故事還沒完 是待續的
[00:12:30.220 --> 00:12:34.000]  就完了整個《舊約聖經》 你明白嗎?
[00:12:34.000 --> 00:12:36.500]  如果你從猶太人的角度來說
[00:12:36.500 --> 00:12:39.540]  最後那本書不是《馬拉雞》 是《歷代之》
[00:12:39.540 --> 00:12:42.300]  《歷代之》 其實無論《馬拉雞》也好
[00:12:42.300 --> 00:12:44.660]  《歷代之》也好 都是在等待著
[00:12:44.660 --> 00:12:48.920]  你會發現 其實《舊約》是非常黑暗的完成的
[00:12:48.920 --> 00:12:52.380]  我想和你快快脆脆看一下那個架構
[00:12:52.380 --> 00:12:55.940]  如果你看那個架構 有些神學家就會把它變成
[00:12:55.940 --> 00:12:58.740]  一到九章很明顯是加譜
[00:12:58.740 --> 00:13:04.480]  接著十章到二十九章就是在講歷代至上
[00:13:04.480 --> 00:13:08.380]  是講大衛 接著去到下面
[00:13:08.380 --> 00:13:12.300]  就是 Second Chronicle 就是下歷代之下的時候
[00:13:12.300 --> 00:13:14.840]  就是講猶太其他的君王
[00:13:14.840 --> 00:13:17.720]  就是由所羅門開始噠噠噠這樣全部衰了
[00:13:17.720 --> 00:13:21.680]  但是最後都有個秘魯之後都有個回歸
[00:13:21.680 --> 00:13:25.800]  甚至我講回歸那裡斷了纜 最後那幾節
[00:13:25.800 --> 00:13:28.740]  所以這個故事都是告訴你
[00:13:28.740 --> 00:13:31.880]  最後回歸之後都是未完待續
[00:13:31.880 --> 00:13:34.760]  等待新約 中間還有400年
[00:13:34.760 --> 00:13:41.200]  如果你有機會去看那個好像很悶的加譜的時候
[00:13:41.200 --> 00:13:45.680]  你會發現這個加譜是很有技巧很特別的寫的
[00:13:45.680 --> 00:13:48.560]  它由亞當開始 接著有些重要的人物
[00:13:48.560 --> 00:13:52.880]  包括阿巴拉罕 接著就寫大衛的加譜
[00:13:52.880 --> 00:13:58.200]  你看它跳了一點 它是集中在看大衛的加譜
[00:13:58.200 --> 00:14:03.320]  大衛的後代 接著由那十二支牌的加譜
[00:14:03.320 --> 00:14:06.220]  或者後代是從哪裡開始呢?是由猶太開始的
[00:14:06.220 --> 00:14:10.880]  所以你看到的焦點其實是放在猶太的身上
[00:14:10.880 --> 00:14:18.680]  接著就有西緬、Rubin、劉備、Gad 和馬來西亞
[00:14:18.680 --> 00:14:21.420]  這些我們叫Transjordan的Tribe
[00:14:21.420 --> 00:14:28.220]  就是在另外一邊的約旦河 另外一邊的
[00:14:28.220 --> 00:14:33.040]  接著你會看到有一個加譜關於利美是特別長的
[00:14:33.040 --> 00:14:37.720]  其它那些是比較短的
[00:14:37.720 --> 00:14:42.120]  而利美那個是特別特別特別長的
[00:14:42.120 --> 00:14:49.000]  接著有索羅的加譜 接著有他們回歸的加譜
[00:14:49.000 --> 00:14:53.700]  這些對於以色列人來說是非常非常重要
[00:14:53.700 --> 00:14:56.740]  問題就是說 我們現在已經亡國了
[00:14:56.740 --> 00:14:58.700]  我們現在已經完全進入黑暗了
[00:14:58.700 --> 00:15:00.660]  究竟我們還有沒有將來呢?
[00:15:00.660 --> 00:15:04.160]  第一 首先它撿起那些碎片
[00:15:04.160 --> 00:15:07.780]  就是撿起我們的歷史碎片
[00:15:07.780 --> 00:15:10.120]  接著再問一下我們還有沒有將來
[00:15:10.120 --> 00:15:12.420]  它現在已經回歸了 但是回歸了以後
[00:15:12.420 --> 00:15:15.320]  好像天國還沒有來 它也沒有自己的國家
[00:15:15.320 --> 00:15:18.620]  接著那個聖殿雖然重建了 但是又很垃圾
[00:15:18.620 --> 00:15:21.440]  於是在問還有沒有將來
[00:15:21.440 --> 00:15:26.580]  但是它撿起那些零碎的歷史的碎片
[00:15:26.580 --> 00:15:29.560]  在當中也都很有趣的 你會發現
[00:15:29.560 --> 00:15:32.320]  雖然我們說它是在重複《獵王記》的
[00:15:32.320 --> 00:15:37.320]  但是它其實跟那些北國的軍王全部都說了再見
[00:15:37.320 --> 00:15:40.220]  它沒有記載北國的軍王
[00:15:40.220 --> 00:15:43.520]  因為它的盼望是在猶大
[00:15:43.520 --> 00:15:46.720]  在猶大裡面 你會發現有兩件事
[00:15:46.720 --> 00:15:49.960]  如果你去看那個加譜的時候
[00:15:49.960 --> 00:15:51.720]  有兩件事是非常重要的
[00:15:51.720 --> 00:15:54.400]  第一件事就是大衛的加譜
[00:15:54.400 --> 00:15:59.480]  它在等待軍王 軍王的面子
[00:15:59.480 --> 00:16:02.960]  待會我們再說一點 就是大衛的後裔
[00:16:02.960 --> 00:16:05.360]  會成為那個應許的軍王 所以是非常重要的
[00:16:05.360 --> 00:16:07.360]  另外一個加譜是很重要的
[00:16:07.360 --> 00:16:10.180]  就是利美人的加譜
[00:16:10.180 --> 00:16:15.540]  講到祭司和聖殿 他們盼望那個祭司和聖殿
[00:16:15.540 --> 00:16:19.280]  在大衛的材料當中 它加添了一些新的東西
[00:16:19.280 --> 00:16:23.220]  你會發現它將大衛那些壞東西都弄了
[00:16:23.220 --> 00:16:26.780]  比如大衛的別士巴 烏尼亞那件事是沒有了的
[00:16:26.780 --> 00:16:29.460]  不是告訴你它很完美
[00:16:29.460 --> 00:16:32.020]  而是假設你已經看了《隔離台》
[00:16:32.020 --> 00:16:34.100]  假設你已經看了《獵王記》
[00:16:34.100 --> 00:16:35.800]  你知道大衛是壞的
[00:16:35.800 --> 00:16:38.140]  但是這個新的材料裡面
[00:16:38.140 --> 00:16:41.980]  它不僅是沒有了大衛的犯罪
[00:16:41.980 --> 00:16:45.020]  也特別是突出大衛做了幾件事
[00:16:45.020 --> 00:16:48.660]  它預備聖殿 它又好像摩西那樣
[00:16:48.660 --> 00:16:52.240]  摩西就是蓋的那個會墓
[00:16:52.240 --> 00:16:54.240]  現在大衛在蓋會墓
[00:16:54.240 --> 00:16:58.200]  它講到將來有個君王
[00:16:58.200 --> 00:17:00.980]  那個君王是大衛的後裔
[00:17:00.980 --> 00:17:04.580]  他是最後完美的君主
[00:17:04.580 --> 00:17:06.780]  而這個君王最後會做兩件事
[00:17:06.780 --> 00:17:10.420]  第一他當然會統領上帝的子民
[00:17:10.420 --> 00:17:16.660]  拯救他們從黑暗、從罪、從秘魯回歸
[00:17:16.660 --> 00:17:19.900]  第二件事就是這個完美的君王
[00:17:19.900 --> 00:17:25.220]  他也會為他們建立一個完美的聖殿 或者永遠的聖殿
[00:17:25.220 --> 00:17:31.700]  這個是最終整個歷代誌朝向的方向
[00:17:31.700 --> 00:17:33.900]  我不會跟你再講多些細節了
[00:17:33.900 --> 00:17:35.300]  不過你應該知道
[00:17:35.300 --> 00:17:37.580]  一切都是在等待主耶穌基督的來臨
[00:17:37.580 --> 00:17:40.080]  祂是完美的救主
[00:17:40.080 --> 00:17:41.540]  但是這件事發生在哪裡呢?
[00:17:41.540 --> 00:17:43.020]  在十字架上面
[00:17:43.020 --> 00:17:44.780]  另外通過十字架
[00:17:44.780 --> 00:17:51.840]  祂說destroy my body 就是你粉碎這個聖殿
[00:17:51.840 --> 00:17:55.960]  在三天裡面我要重建一個不是人手所做的聖殿
[00:17:55.960 --> 00:17:58.920]  永遠的聖殿 一切指向十字架
[00:17:58.920 --> 00:18:04.960]  就是說整本歷代誌是指向主耶穌基督的再來
[00:18:04.960 --> 00:18:06.220]  歷代誌很有趣
[00:18:06.220 --> 00:18:10.100]  你不可以說它是基督的影子
[00:18:10.100 --> 00:18:13.360]  但是你會說它在等待著基督的來臨
[00:18:13.360 --> 00:18:17.660]  它在等待著完美的救主永遠的聖殿
[00:18:17.660 --> 00:18:21.060]  希望這個教集對你有幫助
[00:18:21.060 --> 00:18:24.060]  希望大家都可以努力
