
[00:00:00.000 --> 00:00:03.200]  今天要給大家分享一個題目
[00:02:54.660 --> 00:02:56.980]  因為在香港有太多有錢人
[00:02:56.980 --> 00:02:58.020]  而那些有錢人
[00:02:58.020 --> 00:03:01.180]  他們家裡面常常發生的事情
[00:03:01.180 --> 00:03:03.340]  就是當他快要死
[00:03:03.340 --> 00:03:04.740]  或者已經死了的時候
[00:03:04.740 --> 00:03:06.460]  家裡面就會發生大事了
[00:03:06.460 --> 00:03:09.580]  就是他的子孫後代就會來增產
[00:03:09.580 --> 00:03:13.260]  很多的家產要爭怎麼樣去分
[00:03:13.260 --> 00:03:16.660]  那我稍稍上網搜了一下
[00:03:16.660 --> 00:03:19.540]  我只是打了豪門增產這幾個字
[00:03:19.540 --> 00:03:22.660]  然後就有很多條相關的新聞
[00:03:23.020 --> 00:03:26.100]  所以你會知道在香港常常發生
[00:03:26.100 --> 00:03:28.700]  應該大家都不陌生的這個事情
[00:03:28.700 --> 00:03:33.060]  這些的增產案往往到了最後
[00:03:33.060 --> 00:03:35.380]  都是一個悲劇收場
[00:03:35.380 --> 00:03:37.620]  都是不好的一個的結果
[00:03:37.620 --> 00:03:39.340]  要不就是家族的人
[00:03:39.340 --> 00:03:41.700]  他們彼此的反目成仇
[00:03:41.700 --> 00:03:45.060]  有些時候可能對簿公堂要十幾二十年
[00:03:45.060 --> 00:03:47.180]  都還沒有有一個結果
[00:03:47.180 --> 00:03:50.380]  都是一些很不好的結果
[00:03:50.700 --> 00:03:53.660]  那從這些的增產的故事裡面
[00:03:53.660 --> 00:03:57.580]  我們再回到經文裡面所講的這個故事
[00:03:57.580 --> 00:04:02.140]  其實也是從這個增家產開始談起的
[00:04:02.140 --> 00:04:06.940]  那因為有個人他要跟他的那個兄長來分那個家產
[00:04:06.940 --> 00:04:09.620]  所以他就來到耶穌面前要求教耶穌
[00:04:09.620 --> 00:04:11.420]  請耶穌為他主持公道
[00:04:11.420 --> 00:04:13.420]  不過耶穌就趁著這個機會
[00:04:13.420 --> 00:04:15.260]  給他講了一個比喻
[00:04:15.260 --> 00:04:17.020]  或者給他講了一個故事
[00:04:17.020 --> 00:04:20.300]  讓他能夠反省
[00:04:20.300 --> 00:04:23.500]  然後耶穌很不客氣的來教訓他
[00:04:23.500 --> 00:04:27.660]  那所以今天我們要藉著這個經文
[00:04:27.660 --> 00:04:31.980]  來看一下耶穌究竟要對我們傳講什麼樣的一些信息
[00:04:31.980 --> 00:04:35.820]  這個是有一個財主
[00:04:35.820 --> 00:04:40.220]  這個人當然在經文裡面沒有直接的說他是財主
[00:04:40.220 --> 00:04:44.380]  經文說是在眾人裡面突然有一個人就走出來了
[00:04:44.380 --> 00:04:47.900]  這個人走出來就向耶穌來求救
[00:04:47.900 --> 00:04:49.980]  他要呼喊耶穌來幫他忙
[00:04:49.980 --> 00:04:52.620]  當然如果你看經文的上下文
[00:04:52.620 --> 00:04:56.540]  你會知道當時他們在做什麼
[00:04:56.540 --> 00:04:59.820]  在十二章裡面耶穌在講道
[00:04:59.820 --> 00:05:02.380]  他對很多很多的人在講道
[00:05:02.380 --> 00:05:04.060]  有多少人?你猜一猜
[00:05:04.060 --> 00:05:07.020]  給個數字
[00:05:07.020 --> 00:05:10.540]  幾百?幾千?
[00:05:10.540 --> 00:05:12.780]  不對,幾萬人
[00:05:12.780 --> 00:05:15.740]  你所想像那個的場景
[00:05:15.740 --> 00:05:19.420]  經文描述是有幾萬人在圍著耶穌
[00:05:19.420 --> 00:05:20.940]  聽他講道
[00:05:20.940 --> 00:05:25.180]  當時的場面非常的宏大
[00:05:25.180 --> 00:05:29.020]  可能現在九龍城靜心會容納不下
[00:05:29.020 --> 00:05:30.940]  幾萬人
[00:05:30.940 --> 00:05:36.300]  所以這個人他能夠從幾萬人當中跑到耶穌的面前
[00:05:36.300 --> 00:05:37.820]  他也不簡單
[00:05:37.820 --> 00:05:41.180]  一定要花了很多的功夫才能夠跑到他面前
[00:05:41.180 --> 00:05:42.460]  人山人海
[00:05:42.460 --> 00:05:46.060]  因為經文甚至記載一個情況就是
[00:05:46.060 --> 00:05:48.860]  人基本上要互相的來踐踏
[00:05:48.860 --> 00:05:50.460]  就是說人踩人有點像
[00:05:50.460 --> 00:05:53.020]  所以你可以想像到非常的人多
[00:05:53.020 --> 00:05:55.660]  然後這個人他也可能是踩著別人
[00:05:55.660 --> 00:05:56.860]  來到耶穌面前
[00:05:56.860 --> 00:05:57.820]  他擠過去
[00:05:57.820 --> 00:06:01.020]  他終於好不容易來到耶穌面前
[00:06:01.020 --> 00:06:03.740]  他就向耶穌提出這樣的一個要求
[00:06:03.740 --> 00:06:09.020]  他請夫子要為他們主持公道
[00:06:09.020 --> 00:06:16.700]  他說夫子請你吩咐我的兄長和我分開家業
[00:06:16.700 --> 00:06:18.780]  這個有點奇怪
[00:06:18.780 --> 00:06:20.300]  通常來講
[00:06:20.300 --> 00:06:23.340]  如果說他的父親還在的話
[00:06:23.340 --> 00:06:25.580]  他應該找誰去分呢?
[00:06:25.580 --> 00:06:27.420]  當然是找他的父親
[00:06:27.420 --> 00:06:28.860]  不會來找耶穌的
[00:06:28.860 --> 00:06:30.620]  那如果他的父親不在
[00:06:30.620 --> 00:06:31.580]  證明什麼?
[00:06:31.580 --> 00:06:33.420]  已經分好了
[00:06:33.420 --> 00:06:35.580]  他父親去世了
[00:06:35.580 --> 00:06:37.180]  那應該已經有遺族
[00:06:37.180 --> 00:06:39.980]  或者按照他們當地的這個風俗習慣
[00:06:39.980 --> 00:06:41.580]  按照他們的慣例
[00:06:41.580 --> 00:06:43.100]  已經分好了
[00:06:43.100 --> 00:06:46.060]  那經文沒有交代他父親還在不在
[00:06:46.060 --> 00:06:47.420]  不過都沒有關係
[00:06:47.420 --> 00:06:49.420]  我們可以知道有一點就是
[00:06:49.420 --> 00:06:53.820]  這個人他是對現在的這個分的狀況
[00:06:53.820 --> 00:06:55.420]  他是不滿意的
[00:06:55.420 --> 00:06:58.780]  他是希望耶穌能夠給他幫忙
[00:06:58.780 --> 00:07:00.860]  來重新再分
[00:07:00.860 --> 00:07:05.100]  或者拿到他心裡面想得到的那個部分
[00:07:05.100 --> 00:07:08.700]  所以這個人有點像我們古代
[00:07:08.700 --> 00:07:12.620]  看到一個官他要出巡的時候
[00:07:12.620 --> 00:07:13.900]  就攔路出來
[00:07:13.900 --> 00:07:17.340]  跪在那裡要攔路告官的那種情況
[00:07:17.340 --> 00:07:19.340]  他就攔到耶穌了
[00:07:19.340 --> 00:07:21.740]  以為能夠找到一個幫忙
[00:07:21.740 --> 00:07:24.940]  不過他這樣子一個舉動
[00:07:24.940 --> 00:07:26.940]  沒有得到耶穌的一個支持
[00:07:26.940 --> 00:07:30.140]  也沒有得到耶穌的一個正面的回應
[00:07:30.140 --> 00:07:33.100]  耶穌給他反而講了一個故事
[00:07:33.100 --> 00:07:36.860]  一個反面的教材來教導他
[00:07:36.860 --> 00:07:39.980]  其實在猶太人的風俗習慣裡面
[00:07:39.980 --> 00:07:45.020]  他們分財產已經有很成熟的一些條文了
[00:07:45.020 --> 00:07:47.580]  那在他們的慣例裡面
[00:07:47.580 --> 00:07:50.700]  就是長子要分多一點的
[00:07:50.700 --> 00:07:53.260]  假如說你一家有兩個孩子
[00:07:53.260 --> 00:07:57.500]  長子可以分到三分之二
[00:07:57.500 --> 00:07:59.900]  他就是有雙份的
[00:07:59.900 --> 00:08:03.500]  那有四個孩子他就可以分到二分之一
[00:08:03.500 --> 00:08:05.980]  那另外的二分之一就
[00:08:05.980 --> 00:08:10.540]  我有沒有算錯
[00:08:10.540 --> 00:08:13.820]  然後剩下的就是那兩個孩子去分
[00:08:13.820 --> 00:08:20.060]  所以這個人他說要跟他的兄長來分開家業
[00:08:20.060 --> 00:08:23.260]  你可以想像得到他分了多少
[00:08:23.260 --> 00:08:26.140]  他應該假設他有兩兄弟
[00:08:26.140 --> 00:08:30.460]  他只是分到了多少
[00:08:30.460 --> 00:08:31.820]  三分之一
[00:08:31.820 --> 00:08:33.980]  那不是平分
[00:08:33.980 --> 00:08:36.860]  他可能覺得這對他來講不公平
[00:08:36.860 --> 00:08:37.900]  可能不夠
[00:08:37.900 --> 00:08:41.820]  至少那兩兄弟應該要分一半才夠
[00:08:41.820 --> 00:08:45.740]  所以這個應該是他來找耶穌的一個原因
[00:08:45.740 --> 00:08:47.340]  他自己覺得不夠
[00:08:47.340 --> 00:08:53.660]  那在這裡他希望耶穌能夠出面來干涉
[00:08:53.660 --> 00:08:56.300]  想能夠達到他自己的目的
[00:08:56.300 --> 00:09:00.700]  耶穌沒有來真正去回應他
[00:09:00.700 --> 00:09:02.060]  他是轉一轉
[00:09:02.060 --> 00:09:04.940]  然後跟他講一個故事來教訓他
[00:09:04.940 --> 00:09:09.020]  當然在這裡我們首先看到一個的情況
[00:09:09.020 --> 00:09:12.860]  就是這個人他應該是個有錢人
[00:09:12.860 --> 00:09:17.020]  如果沒有錢通常不會說去分那個家產的
[00:09:17.020 --> 00:09:19.260]  那看我們一般平常的老百姓
[00:09:19.260 --> 00:09:22.940]  沒有錢的怎麼去分家產要去爭
[00:09:22.940 --> 00:09:24.380]  因為沒得爭嘛對不對
[00:09:24.380 --> 00:09:26.780]  肯定是有錢人才會去爭的
[00:09:26.780 --> 00:09:30.140]  就像剛才我搜索出來的那些的新聞一樣
[00:09:30.140 --> 00:09:31.660]  這些都是有錢人
[00:09:31.660 --> 00:09:36.140]  這些是豪門家族裡面才會發生的事情
[00:09:36.140 --> 00:09:37.660]  那他要分的話
[00:09:37.660 --> 00:09:39.980]  至少我們可以知道他是一個
[00:09:39.980 --> 00:09:42.060]  相對來講應該是有錢的人
[00:09:42.060 --> 00:09:43.900]  他也是一個財主
[00:09:43.900 --> 00:09:48.060]  那這個財主他非常有錢
[00:09:48.060 --> 00:09:52.300]  可是從另一方面看他也是很貧窮
[00:09:52.300 --> 00:09:56.860]  他首先在親情方面他是貧窮的
[00:09:56.860 --> 00:10:00.860]  因為這個分家產的問題
[00:10:00.860 --> 00:10:04.060]  令到他跟他的兄長其實是不和的
[00:10:04.060 --> 00:10:10.460]  他在這一方面他把那個錢財看得比他的這個親情更加的重要
[00:10:10.460 --> 00:10:14.940]  他在親情方面我們可以看得出來比較貧窮一點
[00:10:14.940 --> 00:10:19.180]  他只是有錢可是在親情方面很貧窮
[00:10:19.180 --> 00:10:22.300]  我們都知道在猶太人
[00:10:22.300 --> 00:10:24.380]  和在我們中國人的社會裡面
[00:10:24.380 --> 00:10:27.020]  我們都是比較看重親情的
[00:10:27.020 --> 00:10:28.860]  看重家庭的關係的
[00:10:28.860 --> 00:10:32.620]  可是在這裡他為了家業為了這個家產
[00:10:32.620 --> 00:10:35.340]  他跟他的兄長鬧得不可開交
[00:10:35.340 --> 00:10:39.820]  於是他要找耶穌來為他主持公道
[00:10:39.820 --> 00:10:44.140]  這些事情到今天其實還不斷的在發生
[00:10:44.140 --> 00:10:46.140]  最近的一個新聞是什麼呢
[00:10:46.140 --> 00:10:49.740]  我相信有的電影姐妹應該也會有聽說過
[00:10:49.740 --> 00:10:55.980]  就是有一個女保鏢她把她的幾個長輩
[00:10:55.980 --> 00:10:58.620]  就是她的阿姨舅舅用槍
[00:10:58.620 --> 00:11:00.380]  就是在賊魚涌公園
[00:11:00.380 --> 00:11:03.260]  如果你有印象的話你就知道新聞有報導
[00:11:03.260 --> 00:11:05.340]  她這個人本來是個女保鏢
[00:11:05.340 --> 00:11:06.700]  因為她媽媽去世了
[00:11:06.700 --> 00:11:10.780]  然後她的媽媽的幾個兄弟姐妹
[00:11:10.780 --> 00:11:17.180]  就開始把她的好像是外婆還是外公的房子賣掉
[00:11:17.180 --> 00:11:19.660]  賣掉以後他們那幾兄妹就分了
[00:11:19.660 --> 00:11:22.300]  但是她媽媽因為去世了就沒得分
[00:11:22.300 --> 00:11:24.620]  所以她就覺得憤憤不平
[00:11:24.620 --> 00:11:29.900]  後來她又感覺好像是不是他們幾個人要先謀害了她媽媽
[00:11:29.900 --> 00:11:32.220]  然後就他們幾個來分錢
[00:11:32.220 --> 00:11:34.300]  所以她就懷恨在心
[00:11:34.300 --> 00:11:35.980]  所以就跟他們談判
[00:11:35.980 --> 00:11:38.860]  後來談不成就跑到戶外去談
[00:11:38.860 --> 00:11:41.100]  也談不成就在賊魚涌公園那裡
[00:11:41.100 --> 00:11:47.020]  她就拿槍出來當場就已經殺了她的那個阿姨
[00:11:47.020 --> 00:11:49.580]  然後另外三個是重傷
[00:11:49.580 --> 00:11:52.140]  那個死的是頭部重傷
[00:11:52.140 --> 00:11:56.060]  她就面對著他就這樣殺死他
[00:11:56.060 --> 00:11:59.340]  這些是非常駭人聽聞的事情
[00:11:59.340 --> 00:12:01.900]  本來好端端的一個家庭
[00:12:01.900 --> 00:12:08.300]  因為增產的事情導致家庭破裂、兄弟反誤
[00:12:08.300 --> 00:12:12.460]  在現在的社會也是屢見不鮮
[00:12:12.460 --> 00:12:16.940]  聖經也讓我們看到在剛才的經文裡面
[00:12:16.940 --> 00:12:20.380]  當耶穌祂在教訓人的時候
[00:12:20.380 --> 00:12:23.980]  我們如果看上文看十二章一開始
[00:12:23.980 --> 00:12:26.780]  祂正在講到祂在教訓人
[00:12:26.780 --> 00:12:29.260]  祂在跟人講天國的道理
[00:12:29.260 --> 00:12:32.700]  可是有幾萬人在圍著祂
[00:12:32.700 --> 00:12:36.700]  我不知道真正聽祂講道的人有多少
[00:12:36.700 --> 00:12:40.300]  我說的真正就是說聽祂所講的那個道的人
[00:12:40.300 --> 00:12:42.780]  而不是像這個臺主一樣
[00:12:42.780 --> 00:12:44.940]  他心裡面有其他的盤算
[00:12:44.940 --> 00:12:48.460]  他可能來到耶穌面前不是聽祂講道的
[00:12:48.460 --> 00:12:50.780]  只是想耶穌幫他一下忙
[00:12:50.780 --> 00:12:54.220]  因為耶穌的知名度或者因為耶穌的影響力
[00:12:54.220 --> 00:12:57.740]  他就來到耶穌的面前求耶穌來幫他
[00:12:57.740 --> 00:13:02.540]  這幾萬人當中也許有很多是像他這樣的一種心態
[00:13:02.540 --> 00:13:06.460]  不是來求這個真理或者是真道
[00:13:06.460 --> 00:13:08.300]  乃是求他個人的事情
[00:13:08.300 --> 00:13:10.620]  他希望耶穌可以幫他解決
[00:13:10.620 --> 00:13:14.140]  我們今天有點像有時候來到教會
[00:13:14.140 --> 00:13:16.700]  各種的目的 各種的想法
[00:13:16.700 --> 00:13:19.180]  有時候是因為要帶孩子來主會學
[00:13:19.180 --> 00:13:21.340]  或者孩子要來上學
[00:13:21.340 --> 00:13:23.580]  我們家長也帶著來跟著來
[00:13:23.580 --> 00:13:24.940]  有各種各種的目的
[00:13:24.940 --> 00:13:28.140]  或者想交朋友 找對象
[00:13:28.140 --> 00:13:32.940]  還有很多真正來尋求真理的人不一定很多
[00:13:32.940 --> 00:13:35.260]  那在這裡我們也看到
[00:13:35.260 --> 00:13:39.340]  耶穌基督他看出這個人的內心
[00:13:39.340 --> 00:13:41.820]  這個人他來到耶穌面前
[00:13:41.820 --> 00:13:45.260]  他最重要的問題或者說他最主要的問題
[00:13:45.260 --> 00:13:48.620]  是他的貪心
[00:13:48.620 --> 00:13:52.300]  耶穌很直接的指出來這個人他要貪
[00:13:52.300 --> 00:13:55.820]  他之所以這麼做是因為他貪心
[00:13:55.820 --> 00:13:59.100]  因為耶穌回應他的時候就跟他講
[00:13:59.100 --> 00:14:03.820]  你們要謹慎自守 免去一切的貪心
[00:14:03.820 --> 00:14:07.420]  因為人的生命不在乎家道豐富
[00:14:07.420 --> 00:14:12.300]  耶穌很直接的一針見血的指出這個人的問題
[00:14:12.300 --> 00:14:15.820]  因為他覺得不足夠 他很貪心
[00:14:15.820 --> 00:14:18.780]  這個是耶穌看出他的內心
[00:14:18.780 --> 00:14:24.860]  本來耶穌來了 耶穌在傳講這個天國的道理
[00:14:24.860 --> 00:14:27.260]  這個是最寶貴的東西
[00:14:27.260 --> 00:14:30.300]  可是他沒有看到這個寶貴的東西
[00:14:30.300 --> 00:14:33.420]  他看到的還是那個外在的
[00:14:33.420 --> 00:14:36.940]  可以損壞的那個的家業 那個的財富
[00:14:36.940 --> 00:14:39.180]  那個是可以失去的
[00:14:39.180 --> 00:14:43.820]  但耶穌正正在傳講的那個那麼寶貴的信息
[00:14:43.820 --> 00:14:47.180]  他沒有進到他的心裡面去
[00:14:47.180 --> 00:14:51.660]  他心裡面還是一直在盤算他的家業的問題
[00:14:51.660 --> 00:14:54.700]  我們想 耶穌這樣子回應他的時候
[00:14:54.700 --> 00:14:58.140]  難道耶穌他不懂猶太人的法律嗎?
[00:14:58.140 --> 00:15:01.340]  其實他應該很懂 因為他是夫子
[00:15:01.340 --> 00:15:03.340]  他很清楚猶太人的律法
[00:15:03.340 --> 00:15:08.220]  他也很知道這一類的訴訟應該怎麼解決
[00:15:08.220 --> 00:15:11.660]  可是他並沒有說要給這個人去解決
[00:15:11.660 --> 00:15:17.340]  因為他看到他最根本的問題是在於他的貪心
[00:15:17.340 --> 00:15:20.220]  所以我們的主他就指出
[00:15:20.220 --> 00:15:26.700]  這個人感到煩惱還有糾紛的一切的爭端的來源
[00:15:26.700 --> 00:15:31.020]  其實就是一個 就是他貪心
[00:15:31.020 --> 00:15:32.860]  耶穌講了這一句說
[00:15:32.860 --> 00:15:37.020]  人的生命不在乎家道豐富
[00:15:37.020 --> 00:15:39.420]  其實在另外一處的經文裡面
[00:15:39.420 --> 00:15:43.980]  在哥林多後書也有類似的來教導我們說
[00:15:43.980 --> 00:15:47.100]  當保羅講到他自己的情況的時候
[00:15:47.100 --> 00:15:51.900]  他說 他似乎貧窮 卻是叫許多人富足的
[00:15:51.900 --> 00:15:55.260]  似乎一無所有 卻是樣樣都有的
[00:15:55.260 --> 00:15:59.660]  他的生命不在乎他有錢或者是沒有錢
[00:15:59.660 --> 00:16:03.420]  但是他是很豐富 看起來好像是貧窮
[00:16:03.420 --> 00:16:06.220]  可是卻是叫許多人富足的
[00:16:06.220 --> 00:16:11.740]  看起來好像是一無所有 可是卻是樣樣都有的
[00:16:11.740 --> 00:16:14.060]  這個就是耶穌想給我們的答案
[00:16:14.060 --> 00:16:18.380]  也是給來找他幫忙的人的答案
[00:16:18.380 --> 00:16:24.780]  在這個不可朽壞的耶穌的教導
[00:16:24.780 --> 00:16:27.420]  跟這個可以朽壞的家業之間
[00:16:27.420 --> 00:16:29.500]  你究竟要怎麼樣去選擇
[00:16:29.500 --> 00:16:34.060]  你要選擇那些可以朽壞的 可以失去的東西
[00:16:34.060 --> 00:16:38.380]  還是你要選那個長遠的 長存的
[00:16:38.380 --> 00:16:40.540]  不能失去的那個福氣
[00:16:40.540 --> 00:16:44.940]  還是選擇耶穌所賜的那個寶貴的生命
[00:16:44.940 --> 00:16:50.060]  那我們知道不管是世界上的財富也好
[00:16:50.060 --> 00:16:53.100]  學問也好 地位也好
[00:16:53.100 --> 00:16:57.820]  這通通你都有可能在一瞬間你就失去了
[00:16:57.820 --> 00:17:01.980]  你可以很有錢 但是可能一個小小的疾病
[00:17:01.980 --> 00:17:04.300]  就可以把你的生命給奪去
[00:17:04.300 --> 00:17:07.740]  曾經有看到新聞說有一位財主
[00:17:07.740 --> 00:17:10.940]  因為發現了癌症 可能到了末期了
[00:17:10.940 --> 00:17:14.620]  他就非常瘋狂 在醫院裡面就撒錢
[00:17:14.620 --> 00:17:17.900]  因為沒有辦法治了 他覺得有錢也沒有用
[00:17:17.900 --> 00:17:21.260]  當然這個新聞我沒有去求證他的真偽
[00:17:21.260 --> 00:17:23.500]  我相信也會有人真的是這樣子
[00:17:23.500 --> 00:17:28.780]  因為突然發現自己沒得救了 有錢都沒有用
[00:17:28.780 --> 00:17:31.260]  所以有一句話說 最悲哀是什麼呢
[00:17:31.260 --> 00:17:38.620]  就是你人在天堂 不過錢在銀行
[00:17:38.620 --> 00:17:41.420]  人已經死掉了 可是你的錢還在
[00:17:41.420 --> 00:17:43.420]  那個錢你已經沒有辦法用了
[00:17:43.420 --> 00:17:47.660]  用香港的話說就是 有錢沒命行
[00:17:47.660 --> 00:17:50.780]  就是你有錢 可是你沒有命去想
[00:17:50.780 --> 00:17:52.220]  所以耶穌也教導我們說
[00:17:52.220 --> 00:17:57.580]  人若賺得全世界 賠上自己的性命有什麼益處呢
[00:17:57.580 --> 00:17:59.500]  人還能拿什麼換生命呢
[00:17:59.500 --> 00:18:03.900]  所以這個財主首先我們看到他無知的一點就是
[00:18:03.900 --> 00:18:07.980]  他不知道什麼才是真正的財富
[00:18:07.980 --> 00:18:13.580]  對他來講 他真的不知道什麼是真正的財富
[00:18:13.580 --> 00:18:16.460]  好 第二方面我們來看
[00:18:16.460 --> 00:18:20.140]  耶穌然後講了一個故事 希望能夠教導他
[00:18:20.140 --> 00:18:22.140]  他當然講一個財主的故事
[00:18:22.140 --> 00:18:26.140]  這個財主的故事也是針對這個財主的
[00:18:26.140 --> 00:18:30.940]  他這裡講這個故事可以從另一方面看到
[00:18:30.940 --> 00:18:35.260]  有錢的人他很可能在另一方面也是非常的貧窮
[00:18:35.260 --> 00:18:39.820]  就是他的生命是非常的貧窮的
[00:18:39.820 --> 00:18:43.740]  什麼意思呢 我們先來看
[00:18:43.740 --> 00:18:46.940]  耶穌所講的這個故事 我再念一次給大家聽
[00:18:46.940 --> 00:18:48.540]  有一個財主田產豐盛
[00:18:48.540 --> 00:18:52.300]  自己心裡想說 我的出產沒有地方收藏怎麼辦呢
[00:18:52.300 --> 00:18:56.780]  就說我要怎麼辦 要把我的倉房拆了另蓋更大的
[00:18:56.780 --> 00:18:59.820]  在那裡好收藏我一切的糧食和財物
[00:18:59.820 --> 00:19:01.180]  然後要對我的靈魂說
[00:19:01.180 --> 00:19:05.740]  靈魂啊 你有許多財物資存 可做多年的費用
[00:19:05.740 --> 00:19:11.020]  只管安安逸逸地吃喝快樂吧
[00:19:11.020 --> 00:19:12.940]  神卻對他說 無知的人啊
[00:19:12.940 --> 00:19:16.380]  今夜必讓你的靈魂 你所預備的要歸誰呢
[00:19:16.380 --> 00:19:22.060]  凡為自己積財在神面前 卻不付足的也是這樣
[00:19:22.060 --> 00:19:25.340]  這個就是耶穌給他講的一個故事
[00:19:25.340 --> 00:19:28.780]  也是一個反面的教材
[00:19:28.780 --> 00:19:36.380]  很有意思 這個財主表面上來看 他還是蠻聰明的
[00:19:36.380 --> 00:19:38.940]  因為他比較有遠見
[00:19:38.940 --> 00:19:42.220]  因為他知道他的錢很多 他的財產很多
[00:19:42.220 --> 00:19:43.740]  沒有地方可以收藏
[00:19:43.740 --> 00:19:46.700]  所以他事先要做出一些的準備
[00:19:46.700 --> 00:19:50.140]  所以你不能說他沒有遠見 他其實有一點點的
[00:19:50.140 --> 00:19:54.940]  他希望能夠蓋一個更大的倉庫或者是倉房
[00:19:54.940 --> 00:19:59.420]  來儲存他的這些收藏 就儲存他的那個財物了
[00:19:59.420 --> 00:20:02.620]  然後他就已經想好了他以後要怎麼過了
[00:20:02.620 --> 00:20:05.980]  他不是沒有人生的規劃的 他是有的
[00:20:05.980 --> 00:20:07.900]  他的人生規劃是怎樣呢
[00:20:07.900 --> 00:20:12.140]  就是要把這些財物要積存起來
[00:20:12.140 --> 00:20:15.900]  然後可以供他多年的享用
[00:20:15.900 --> 00:20:21.660]  然後他可以怎麼樣呢 安安逸逸的吃喝快樂
[00:20:21.660 --> 00:20:24.860]  這個就是他的人生的計劃
