
[00:00:00.000 --> 00:00:03.000]  第一次會讓我們聽神的禱言 同心禱告
[00:02:53.000 --> 00:02:56.000]  不要以為在基督徒之間這種態度不會存在
[00:02:56.000 --> 00:02:57.000]  或者準確一點
[00:02:57.000 --> 00:02:58.000]  你不要以為在教會裡面
[00:02:58.000 --> 00:03:02.000]  這種態度去敵對的態度是不會存在
[00:03:02.000 --> 00:03:05.000]  不要以為在教會裡面就沒有這種敵對的態度
[00:03:05.000 --> 00:03:07.000]  其實反而我們見到很多時候
[00:03:07.000 --> 00:03:09.000]  在教會的層面當中
[00:03:09.000 --> 00:03:12.000]  很多時候我們見到在教會的層面當中
[00:03:12.000 --> 00:03:16.000]  我們迷信了所謂合一這個觀念
[00:03:16.000 --> 00:03:18.000]  我們有時候迷信了這個合一的觀念
[00:03:18.000 --> 00:03:20.000]  或者我們誤會了合一本身的觀念
[00:03:20.000 --> 00:03:22.000]  或者我們誤會了合一的觀念
[00:03:22.000 --> 00:03:25.000]  因為個個講的所有東西才是教會的意見
[00:03:25.000 --> 00:03:27.000]  如果大家都講相同的就是教會的意見
[00:03:27.000 --> 00:03:31.000]  司徒梁主席第15章就要告訴我們一個很重要的事實
[00:03:31.000 --> 00:03:34.000]  司徒梁主席第15章就要告訴我們一個很重要的事實
[00:03:34.000 --> 00:03:35.000]  縱使大家都是信主的人
[00:03:35.000 --> 00:03:37.000]  縱使大家都是信主的人
[00:03:37.000 --> 00:03:39.000]  縱使大家都是屬神的子民
[00:03:39.000 --> 00:03:40.000]  縱使大家都是屬神的子民
[00:03:40.000 --> 00:03:43.000]  可能大家的意見都可以不同的
[00:03:43.000 --> 00:03:45.000]  大家的意見可以是不一樣的
[00:03:45.000 --> 00:03:47.000]  如果大家的意見都一模一樣的話
[00:03:47.000 --> 00:03:48.000]  如果大家的意見都一模一樣的話
[00:03:48.000 --> 00:03:49.000]  那就不用開會了
[00:03:49.000 --> 00:03:50.000]  那就不需要咖啡了
[00:03:50.000 --> 00:03:51.000]  對
[00:03:51.000 --> 00:03:52.000]  對不對
[00:03:52.000 --> 00:03:53.000]  開會的目的是什麼?
[00:03:53.000 --> 00:03:54.000]  開會的目的是什麼?
[00:03:54.000 --> 00:03:55.000]  開會的目的是什麼?
[00:03:55.000 --> 00:03:56.000]  就是要從不同的角度
[00:03:56.000 --> 00:03:57.000]  就是要從不同的角度
[00:03:57.000 --> 00:04:01.000]  就是要從不同的人的眼光和他的恩賜
[00:04:01.000 --> 00:04:03.000]  就是要從不同的人的眼光和恩賜
[00:04:03.000 --> 00:04:05.000]  將事件看得更加圓滿
[00:04:05.000 --> 00:04:06.000]  將事件看得更加圓滿
[00:04:06.000 --> 00:04:08.000]  就像一個銀幣一樣
[00:04:08.000 --> 00:04:10.000]  就像一個銀幣一樣
[00:04:10.000 --> 00:04:12.000]  它始終有一面是公,有一面是自
[00:04:12.000 --> 00:04:14.000]  就是一定是有一面公,一面是自
[00:04:14.000 --> 00:04:15.000]  就是一定是有一面公,一面是自
[00:04:15.000 --> 00:04:17.000]  就是一定是有一面公,一面是自
[00:04:17.000 --> 00:04:19.000]  就是一定是有一面公,一面是自
[00:04:19.000 --> 00:04:20.000]  如果只有一面的話
[00:04:20.000 --> 00:04:21.000]  就是一定是有一面公,一面是自
[00:04:21.000 --> 00:04:22.000]  如果只有一面的話
[00:04:22.000 --> 00:04:23.000]  你所看的這個銀幣就不圓滿了
[00:04:23.000 --> 00:04:24.000]  你所看的這個銀幣就不圓滿了
[00:04:24.000 --> 00:04:25.000]  如果你看到這個硬幣就不圓滿了
[00:04:25.000 --> 00:04:26.000]  如果你看到這個硬幣就不圓滿了
[00:04:26.000 --> 00:04:27.000]  但是很多時候當我們遇見一些不同的意見的時候
[00:04:27.000 --> 00:04:29.000]  但是很多時候當我們遇見一些不同的意見的時候
[00:04:29.000 --> 00:04:30.000]  我們就要去排斥
[00:04:30.000 --> 00:04:31.000]  當我們遇到不同意見的時候
[00:04:31.000 --> 00:04:32.000]  當我們遇到不同意見的時候
[00:04:32.000 --> 00:04:33.000]  我們就採取排斥的態度
[00:04:33.000 --> 00:04:34.000]  我們就採取排斥的態度
[00:04:34.000 --> 00:04:45.000]  更嚴重的是當我們誤會了這個所謂合一的觀念
[00:04:45.000 --> 00:04:49.000]  我們反而甚至做出很多不合上帝心意的事情
[00:04:49.000 --> 00:04:51.000]  我們就可能做出很多不合上帝心意的事情
[00:04:51.000 --> 00:04:52.000]  我們就可能做出很多不合上帝心意的事情
[00:04:52.000 --> 00:04:54.000]  竭力地將事情否定
[00:04:54.000 --> 00:04:57.000]  或者將那些不同意見的人
[00:04:57.000 --> 00:04:59.000]  竭力地將事情抹黑
[00:04:59.000 --> 00:05:04.000]  將那些不合意見的人甚至將他們抹黑
[00:05:04.000 --> 00:05:05.000]  你會不會都是其中一個這樣的人呢?
[00:05:05.000 --> 00:05:06.000]  你會不會都是其中一個這樣的人呢?
[00:05:06.000 --> 00:05:07.000]  你會不會都是其中一個這樣的人呢?
[00:05:07.000 --> 00:05:08.000]  今天這段聖經
[00:05:08.000 --> 00:05:09.000]  今天這段聖經
[00:05:09.000 --> 00:05:11.000]  使徒行經第十五章
[00:05:11.000 --> 00:05:12.000]  使徒行經第十五章
[00:05:12.000 --> 00:05:13.000]  從第22節至35節
[00:05:13.000 --> 00:05:14.000]  從第22節至35節
[00:05:14.000 --> 00:05:15.000]  就告訴我們
[00:05:15.000 --> 00:05:16.000]  就告訴我們
[00:05:16.000 --> 00:05:17.000]  在初期教會的時間
[00:05:17.000 --> 00:05:18.000]  在初期教會的時間
[00:05:18.000 --> 00:05:19.000]  在初期教會的時間
[00:05:19.000 --> 00:05:20.000]  安提柯與耶路撒冷兩間的教會
[00:05:20.000 --> 00:05:21.000]  安提柯與耶路撒冷兩間的教會
[00:05:21.000 --> 00:05:22.000]  安提柯與耶路撒冷兩間的教會
[00:05:22.000 --> 00:05:23.000]  安提柯與耶路撒冷兩間的教會
[00:05:23.000 --> 00:05:29.000]  安提柯與耶路撒冷兩間的教會
[00:05:29.000 --> 00:05:30.000]  在前面我們已經講過
[00:05:30.000 --> 00:05:31.000]  在前面我們已經講過
[00:05:31.000 --> 00:05:32.000]  我們知道原來整件事的發生
[00:05:32.000 --> 00:05:33.000]  我們知道原來整件事的發生
[00:05:33.000 --> 00:05:34.000]  我們知道原來整件事的發生
[00:05:34.000 --> 00:05:35.000]  源頭在耶路撒冷教會
[00:05:35.000 --> 00:05:36.000]  源頭在耶路撒冷教會
[00:05:36.000 --> 00:05:37.000]  源頭在耶路撒冷教會
[00:05:37.000 --> 00:05:38.000]  源頭在耶路撒冷教會
[00:05:38.000 --> 00:05:39.000]  源頭在耶路撒冷教會
[00:05:39.000 --> 00:05:40.000]  源頭在耶路撒冷教會
[00:05:40.000 --> 00:05:41.000]  源頭在耶路撒冷教會
[00:05:41.000 --> 00:05:42.000]  源頭在耶路撒冷教會
[00:05:42.000 --> 00:05:43.000]  源頭在耶路撒冷教會
[00:05:43.000 --> 00:05:44.000]  源頭在耶路撒冷教會
[00:05:44.000 --> 00:05:45.000]  源頭在耶路撒冷教會
[00:05:45.000 --> 00:05:46.000]  源頭在耶路撒冷教會
[00:05:46.000 --> 00:05:54.000]  源頭在耶路撒冷教會
[00:05:54.000 --> 00:05:55.000]  在第十五章我們知道
[00:05:55.000 --> 00:05:56.000]  在第十五章我們知道
[00:05:56.000 --> 00:05:57.000]  在第十五章我們知道
[00:05:57.000 --> 00:05:58.000]  在第十五章我們知道
[00:05:58.000 --> 00:05:59.000]  原來整件事的起因
[00:05:59.000 --> 00:06:00.000]  原來整件事的起因
[00:06:00.000 --> 00:06:01.000]  原來整件事的起因
[00:06:01.000 --> 00:06:02.000]  第一批的叫做法尼塞派的人
[00:06:02.000 --> 00:06:03.000]  第一批的叫做法尼塞派的人
[00:06:03.000 --> 00:06:04.000]  第一批的叫做法尼塞派的人
[00:06:04.000 --> 00:06:05.000]  在耶路撒冷教會裡面
[00:06:05.000 --> 00:06:06.000]  在耶路撒冷教會裡面
[00:06:06.000 --> 00:06:07.000]  就是有一八成是法尼塞派的人
[00:06:07.000 --> 00:06:08.000]  就是有一八成是法尼塞派的人
[00:06:08.000 --> 00:06:09.000]  在耶路撒冷教會裡面
[00:06:09.000 --> 00:06:10.000]  現在問題就是
[00:06:10.000 --> 00:06:11.000]  現在問題就是
[00:06:11.000 --> 00:06:12.000]  現在問題就是
[00:06:12.000 --> 00:06:13.000]  現在問題就是
[00:06:13.000 --> 00:06:14.000]  現在問題就是
[00:06:14.000 --> 00:06:16.000]  我們要怎麼解決這個問題呢?
[00:06:16.000 --> 00:06:17.000]  我們要怎麼解決這個問題呢?
[00:06:17.000 --> 00:06:18.000]  我們要怎麼解決這個問題呢?
[00:06:18.000 --> 00:06:19.000]  是不是針對這件事呢?
[00:06:19.000 --> 00:06:20.000]  是不是針對這件事呢?
[00:06:20.000 --> 00:06:21.000]  是不是針對這件事呢?
[00:06:21.000 --> 00:06:22.000]  是針對這件事呢?
[00:06:22.000 --> 00:06:23.000]  還是針對這批人呢?
[00:06:23.000 --> 00:06:24.000]  還是針對這批人呢?
[00:06:24.000 --> 00:06:25.000]  還是針對這批人呢?
[00:06:25.000 --> 00:06:26.000]  還是針對這批人呢?
[00:06:26.000 --> 00:06:27.000]  還是針對這批人呢?
[00:06:27.000 --> 00:06:28.000]  還是針對這批人呢?
[00:06:28.000 --> 00:06:29.000]  還是針對這批人呢?
[00:06:29.000 --> 00:06:30.000]  還是針對這批人呢?
[00:06:30.000 --> 00:06:31.000]  還是針對這批人呢?
[00:06:31.000 --> 00:06:32.000]  還是針對這批人呢?
[00:06:32.000 --> 00:06:33.000]  還是針對這批人呢?
[00:06:33.000 --> 00:06:58.000]  還是針對這批人呢?
[00:06:58.000 --> 00:07:09.000]  還是針對這批人呢?
[00:07:09.000 --> 00:07:11.000]  還是針對這批人呢?
[00:07:11.000 --> 00:07:12.000]  還是針對這批人呢?
[00:07:12.000 --> 00:07:13.000]  還是針對這批人呢?
[00:07:13.000 --> 00:07:14.000]  還是針對這批人呢?
[00:07:14.000 --> 00:07:15.000]  還是針對這批人呢?
[00:07:15.000 --> 00:07:16.000]  還是針對這批人呢?
[00:07:16.000 --> 00:07:17.000]  還是針對這批人呢?
[00:07:17.000 --> 00:07:18.000]  還是針對這批人呢?
[00:07:18.000 --> 00:07:19.000]  還是針對這批人呢?
[00:07:19.000 --> 00:07:20.000]  還是針對這批人呢?
[00:07:20.000 --> 00:07:21.000]  還是針對這批人呢?
[00:07:21.000 --> 00:07:22.000]  還是針對這批人呢?
[00:07:22.000 --> 00:07:23.000]  還是針對這批人呢?
[00:07:23.000 --> 00:07:24.000]  還是針對這批人呢?
[00:07:24.000 --> 00:07:25.000]  還是針對這批人呢?
[00:07:25.000 --> 00:07:26.000]  還是針對這批人呢?
[00:07:26.000 --> 00:07:27.000]  還是針對這批人呢?
[00:07:27.000 --> 00:07:28.000]  還是針對這批人呢?
[00:07:28.000 --> 00:07:29.000]  還是針對這批人呢?
[00:07:29.000 --> 00:07:30.000]  還是針對這批人呢?
[00:07:30.000 --> 00:07:31.000]  還是針對這批人呢?
[00:07:31.000 --> 00:07:32.000]  還是針對這批人呢?
[00:07:32.000 --> 00:07:33.000]  還是針對這批人呢?
[00:07:33.000 --> 00:07:34.000]  還是針對這批人呢?
[00:07:34.000 --> 00:07:35.000]  還是針對這批人呢?
[00:07:35.000 --> 00:07:36.000]  還是針對這批人呢?
[00:07:36.000 --> 00:07:37.000]  還是針對這批人呢?
[00:07:37.000 --> 00:07:38.000]  還是針對這批人呢?
[00:07:38.000 --> 00:07:39.000]  還是針對這批人呢?
[00:07:39.000 --> 00:07:40.000]  還是針對這批人呢?
[00:07:40.000 --> 00:07:41.000]  還是針對這批人呢?
[00:07:41.000 --> 00:07:42.000]  還是針對這批人呢?
[00:07:42.000 --> 00:07:43.000]  還是針對這批人呢?
[00:07:43.000 --> 00:07:44.000]  還是針對這批人呢?
[00:07:44.000 --> 00:07:45.000]  還是針對這批人呢?
[00:07:45.000 --> 00:07:59.000]  還是針對這批人呢?
[00:07:59.000 --> 00:08:00.000]  還是針對這批人呢?
[00:08:00.000 --> 00:08:01.000]  還是針對這批人呢?
[00:08:01.000 --> 00:08:02.000]  還是針對這批人呢?
[00:08:02.000 --> 00:08:03.000]  還是針對這批人呢?
[00:08:03.000 --> 00:08:04.000]  還是針對這批人呢?
[00:08:04.000 --> 00:08:05.000]  還是針對這批人呢?
[00:08:05.000 --> 00:08:06.000]  還是針對這批人呢?
[00:08:06.000 --> 00:08:07.000]  還是針對這批人呢?
[00:08:07.000 --> 00:08:08.000]  還是針對這批人呢?
[00:08:08.000 --> 00:08:09.000]  還是針對這批人呢?
[00:08:09.000 --> 00:08:10.000]  還是針對這批人呢?
[00:08:10.000 --> 00:08:11.000]  還是針對這批人呢?
[00:08:11.000 --> 00:08:12.000]  還是針對這批人呢?
[00:08:12.000 --> 00:08:13.000]  還是針對這批人呢?
[00:08:13.000 --> 00:08:14.000]  還是針對這批人呢?
[00:08:14.000 --> 00:08:15.000]  還是針對這批人呢?
[00:08:15.000 --> 00:08:16.000]  還是針對這批人呢?
[00:08:16.000 --> 00:08:17.000]  還是針對這批人呢?
[00:08:17.000 --> 00:08:18.000]  還是針對這批人呢?
[00:08:18.000 --> 00:08:19.000]  還是針對這批人呢?
[00:08:19.000 --> 00:08:20.000]  還是針對這批人呢?
[00:08:20.000 --> 00:08:21.000]  還是針對這批人呢?
[00:08:21.000 --> 00:08:22.000]  還是針對這批人呢?
[00:08:22.000 --> 00:08:23.000]  還是針對這批人呢?
[00:08:23.000 --> 00:08:24.000]  還是針對這批人呢?
[00:08:24.000 --> 00:08:25.000]  還是針對這批人呢?
[00:08:25.000 --> 00:08:26.000]  還是針對這批人呢?
[00:08:26.000 --> 00:08:27.000]  還是針對這批人呢?
[00:08:27.000 --> 00:08:28.000]  還是針對這批人呢?
[00:08:28.000 --> 00:08:29.000]  還是針對這批人呢?
[00:08:29.000 --> 00:08:30.000]  還是針對這批人呢?
[00:08:30.000 --> 00:08:31.000]  還是針對這批人呢?
[00:08:31.000 --> 00:08:32.000]  還是針對這批人呢?
[00:08:32.000 --> 00:08:57.000]  還是針對這批人呢?
[00:08:57.000 --> 00:09:03.000]  還是針對這批人呢?
[00:09:03.000 --> 00:09:04.000]  還是針對這批人呢?
[00:09:04.000 --> 00:09:05.000]  還是針對這批人呢?
[00:09:05.000 --> 00:09:06.000]  還是針對這批人呢?
[00:09:06.000 --> 00:09:07.000]  還是針對這批人呢?
[00:09:07.000 --> 00:09:08.000]  還是針對這批人呢?
[00:09:08.000 --> 00:09:09.000]  還是針對這批人呢?
[00:09:09.000 --> 00:09:10.000]  還是針對這批人呢?
[00:09:10.000 --> 00:09:11.000]  還是針對這批人呢?
[00:09:11.000 --> 00:09:12.000]  還是針對這批人呢?
[00:09:12.000 --> 00:09:13.000]  還是針對這批人呢?
[00:09:13.000 --> 00:09:14.000]  還是針對這批人呢?
[00:09:14.000 --> 00:09:15.000]  還是針對這批人呢?
[00:09:15.000 --> 00:09:16.000]  還是針對這批人呢?
[00:09:16.000 --> 00:09:17.000]  還是針對這批人呢?
[00:09:17.000 --> 00:09:18.000]  還是針對這批人呢?
[00:09:18.000 --> 00:09:19.000]  還是針對這批人呢?
[00:09:19.000 --> 00:09:20.000]  還是針對這批人呢?
[00:09:20.000 --> 00:09:27.000]  還是針對這批人呢?
[00:09:27.000 --> 00:09:28.000]  還是針對這批人呢?
[00:09:28.000 --> 00:09:29.000]  還是針對這批人呢?
[00:09:29.000 --> 00:09:30.000]  還是針對這批人呢?
[00:09:30.000 --> 00:09:31.000]  還是針對這批人呢?
[00:09:31.000 --> 00:09:32.000]  還是針對這批人呢?
[00:09:32.000 --> 00:09:33.000]  還是針對這批人呢?
[00:09:33.000 --> 00:09:34.000]  還是針對這批人呢?
[00:09:34.000 --> 00:09:35.000]  還是針對這批人呢?
[00:09:35.000 --> 00:09:36.000]  還是針對這批人呢?
[00:09:36.000 --> 00:09:37.000]  還是針對這批人呢?
[00:09:37.000 --> 00:09:38.000]  還是針對這批人呢?
[00:09:38.000 --> 00:09:39.000]  還是針對這批人呢?
[00:09:39.000 --> 00:09:40.000]  還是針對這批人呢?
[00:09:40.000 --> 00:09:41.000]  還是針對這批人呢?
[00:09:41.000 --> 00:09:42.000]  還是針對這批人呢?
[00:09:42.000 --> 00:09:43.000]  還是針對這批人呢?
[00:09:43.000 --> 00:09:44.000]  還是針對這批人呢?
[00:09:44.000 --> 00:09:50.000]  還是針對這批人呢?
[00:09:50.000 --> 00:09:51.000]  還是針對這批人呢?
[00:09:51.000 --> 00:09:52.000]  還是針對這批人呢?
[00:09:52.000 --> 00:09:53.000]  還是針對這批人呢?
[00:09:53.000 --> 00:09:54.000]  還是針對這批人呢?
[00:09:54.000 --> 00:09:55.000]  還是針對這批人呢?
[00:09:55.000 --> 00:09:56.000]  還是針對這批人呢?
[00:09:56.000 --> 00:09:57.000]  還是針對這批人呢?
[00:09:57.000 --> 00:09:58.000]  還是針對這批人呢?
[00:09:58.000 --> 00:09:59.000]  還是針對這批人呢?
[00:09:59.000 --> 00:10:00.000]  還是針對這批人呢?
[00:10:00.000 --> 00:10:01.000]  還是針對這批人呢?
[00:10:01.000 --> 00:10:02.000]  還是針對這批人呢?
[00:10:02.000 --> 00:10:03.000]  還是針對這批人呢?
[00:10:03.000 --> 00:10:04.000]  還是針對這批人呢?
[00:10:04.000 --> 00:10:05.000]  還是針對這批人呢?
[00:10:05.000 --> 00:10:06.000]  還是針對這批人呢?
[00:10:06.000 --> 00:10:07.000]  還是針對這批人呢?
[00:10:07.000 --> 00:10:14.000]  還是針對這批人呢?
[00:10:14.000 --> 00:10:15.000]  還是針對這批人呢?
[00:10:15.000 --> 00:10:16.000]  還是針對這批人呢?
[00:10:16.000 --> 00:10:17.000]  還是針對這批人呢?
[00:10:17.000 --> 00:10:18.000]  還是針對這批人呢?
[00:10:18.000 --> 00:10:19.000]  還是針對這批人呢?
[00:10:19.000 --> 00:10:20.000]  還是針對這批人呢?
[00:10:20.000 --> 00:10:21.000]  還是針對這批人呢?
[00:10:21.000 --> 00:10:22.000]  還是針對這批人呢?
[00:10:22.000 --> 00:10:23.000]  還是針對這批人呢?
[00:10:23.000 --> 00:10:24.000]  還是針對這批人呢?
[00:10:24.000 --> 00:10:25.000]  還是針對這批人呢?
[00:10:25.000 --> 00:10:26.000]  還是針對這批人呢?
[00:10:26.000 --> 00:10:27.000]  還是針對這批人呢?
[00:10:27.000 --> 00:10:28.000]  還是針對這批人呢?
[00:10:28.000 --> 00:10:29.000]  還是針對這批人呢?
[00:10:29.000 --> 00:10:30.000]  還是針對這批人呢?
[00:10:30.000 --> 00:10:31.000]  還是針對這批人呢?
[00:10:31.000 --> 00:10:37.000]  還是針對這批人呢?
[00:10:37.000 --> 00:10:38.000]  還是針對這批人呢?
[00:10:38.000 --> 00:10:39.000]  還是針對這批人呢?
[00:10:39.000 --> 00:10:40.000]  還是針對這批人呢?
[00:10:40.000 --> 00:10:41.000]  還是針對這批人呢?
[00:10:41.000 --> 00:10:42.000]  還是針對這批人呢?
[00:10:42.000 --> 00:10:43.000]  還是針對這批人呢?
[00:10:43.000 --> 00:10:44.000]  還是針對這批人呢?
[00:10:44.000 --> 00:10:45.000]  還是針對這批人呢?
[00:10:45.000 --> 00:10:46.000]  還是針對這批人呢?
[00:10:46.000 --> 00:10:47.000]  還是針對這批人呢?
[00:10:47.000 --> 00:10:48.000]  還是針對這批人呢?
[00:10:48.000 --> 00:10:49.000]  還是針對這批人呢?
[00:10:49.000 --> 00:10:50.000]  還是針對這批人呢?
[00:10:50.000 --> 00:10:51.000]  還是針對這批人呢?
[00:10:51.000 --> 00:10:52.000]  還是針對這批人呢?
[00:10:52.000 --> 00:10:53.000]  還是針對這批人呢?
[00:10:53.000 --> 00:10:54.000]  還是針對這批人呢?
[00:10:54.000 --> 00:11:01.000]  還是針對這批人呢?
[00:11:01.000 --> 00:11:02.000]  還是針對這批人呢?
[00:11:02.000 --> 00:11:03.000]  還是針對這批人呢?
[00:11:03.000 --> 00:11:04.000]  還是針對這批人呢?
[00:11:04.000 --> 00:11:05.000]  還是針對這批人呢?
[00:11:05.000 --> 00:11:06.000]  還是針對這批人呢?
[00:11:06.000 --> 00:11:07.000]  還是針對這批人呢?
[00:11:07.000 --> 00:11:08.000]  還是針對這批人呢?
[00:11:08.000 --> 00:11:09.000]  還是針對這批人呢?
[00:11:09.000 --> 00:11:10.000]  還是針對這批人呢?
[00:11:10.000 --> 00:11:11.000]  還是針對這批人呢?
[00:11:11.000 --> 00:11:12.000]  還是針對這批人呢?
[00:11:12.000 --> 00:11:13.000]  還是針對這批人呢?
[00:11:13.000 --> 00:11:14.000]  還是針對這批人呢?
[00:11:14.000 --> 00:11:15.000]  還是針對這批人呢?
[00:11:15.000 --> 00:11:16.000]  還是針對這批人呢?
[00:11:16.000 --> 00:11:17.000]  還是針對這批人呢?
[00:11:17.000 --> 00:11:18.000]  還是針對這批人呢?
[00:11:18.000 --> 00:11:25.000]  還是針對這批人呢?
[00:11:25.000 --> 00:11:26.000]  還是針對這批人呢?
[00:11:26.000 --> 00:11:27.000]  還是針對這批人呢?
[00:11:27.000 --> 00:11:28.000]  還是針對這批人呢?
[00:11:28.000 --> 00:11:29.000]  還是針對這批人呢?
[00:11:29.000 --> 00:11:30.000]  還是針對這批人呢?
[00:11:30.000 --> 00:11:31.000]  還是針對這批人呢?
[00:11:31.000 --> 00:11:32.000]  還是針對這批人呢?
[00:11:32.000 --> 00:11:33.000]  還是針對這批人呢?
[00:11:33.000 --> 00:11:34.000]  還是針對這批人呢?
[00:11:34.000 --> 00:11:35.000]  還是針對這批人呢?
[00:11:35.000 --> 00:11:36.000]  還是針對這批人呢?
[00:11:36.000 --> 00:11:37.000]  還是針對這批人呢?
[00:11:37.000 --> 00:11:38.000]  還是針對這批人呢?
[00:11:38.000 --> 00:11:39.000]  還是針對這批人呢?
[00:11:39.000 --> 00:11:40.000]  還是針對這批人呢?
[00:11:40.000 --> 00:11:41.000]  還是針對這批人呢?
[00:11:41.000 --> 00:11:42.000]  還是針對這批人呢?
[00:11:42.000 --> 00:11:48.000]  還是針對這批人呢?
[00:11:48.000 --> 00:11:49.000]  還是針對這批人呢?
[00:11:49.000 --> 00:11:50.000]  還是針對這批人呢?
[00:11:50.000 --> 00:11:51.000]  還是針對這批人呢?
[00:11:51.000 --> 00:11:52.000]  還是針對這批人呢?
[00:11:52.000 --> 00:11:53.000]  還是針對這批人呢?
[00:11:53.000 --> 00:11:54.000]  還是針對這批人呢?
[00:11:54.000 --> 00:11:55.000]  還是針對這批人呢?
[00:11:55.000 --> 00:11:56.000]  還是針對這批人呢?
[00:11:56.000 --> 00:11:57.000]  還是針對這批人呢?
[00:11:57.000 --> 00:11:58.000]  還是針對這批人呢?
[00:11:58.000 --> 00:11:59.000]  還是針對這批人呢?
[00:11:59.000 --> 00:12:00.000]  還是針對這批人呢?
[00:12:00.000 --> 00:12:01.000]  還是針對這批人呢?
[00:12:01.000 --> 00:12:02.000]  還是針對這批人呢?
[00:12:02.000 --> 00:12:03.000]  還是針對這批人呢?
[00:12:03.000 --> 00:12:04.000]  還是針對這批人呢?
[00:12:04.000 --> 00:12:05.000]  還是針對這批人呢?
