
[00:00:00.000 --> 00:00:09.000]  請聽我讀出一段耶穌基督教導我們要警醒等候祂再來的經文
[00:04:48.000 --> 00:04:51.000]  所以如果我們讀得老實的話
[00:04:51.000 --> 00:04:54.000]  我們就會覺得有沒有可能的
[00:04:54.000 --> 00:04:56.000]  什麼婚禮是這樣的
[00:04:56.000 --> 00:04:58.000]  新郎走了去哪裡
[00:04:58.000 --> 00:05:01.000]  三更半夜都不見人
[00:05:01.000 --> 00:05:06.000]  我們就會覺得這個比喻是生安白造
[00:05:06.000 --> 00:05:10.000]  就是為著耶穌的教訓來製造出來的
[00:05:10.000 --> 00:05:12.000]  原來不是
[00:05:12.000 --> 00:05:17.000]  在巴勒斯坦地2000年前就好像今天一樣
[00:05:17.000 --> 00:05:23.000]  那個婚禮每一個小節都好像這裡所描寫的
[00:05:23.000 --> 00:05:28.000]  每一個小節直到今天的巴勒斯坦鄉村
[00:05:28.000 --> 00:05:31.000]  他們的結婚仍然是這樣的
[00:05:31.000 --> 00:05:36.000]  所以我們要稍微看看這個婚禮的背景
[00:05:36.000 --> 00:05:40.000]  然後我們才會明白那個比喻為什麼會這樣講
[00:05:40.000 --> 00:05:45.000]  首先我們的婚禮就不只是兩個人
[00:05:45.000 --> 00:05:48.000]  兩家人說是兩家的親戚朋友
[00:05:48.000 --> 00:05:51.000]  是全村人的事
[00:05:51.000 --> 00:05:55.000]  新郎結婚就是全村人的喜慶日子
[00:05:55.000 --> 00:06:02.000]  所以他們就會由他們的兄弟朋友陪著新郎
[00:06:02.000 --> 00:06:08.000]  走遍他的鄉村的大街小巷每一戶來去接受祝賀
[00:06:08.000 --> 00:06:09.000]  這個是為什麼呢
[00:06:09.000 --> 00:06:14.000]  有時候會走到三更半夜都未能走到來去接新娘
[00:06:14.000 --> 00:06:17.000]  這個是一個主要的原因
[00:06:17.000 --> 00:06:22.000]  第二就是在大喜的日子裏面
[00:06:22.000 --> 00:06:27.000]  這班新郎不單止要走到每一個家那裏
[00:06:27.000 --> 00:06:36.000]  而且最後是要走到新娘的家的父家去接這個新娘的
[00:06:36.000 --> 00:06:39.000]  那就是因為在路上這麼多的拖延
[00:06:39.000 --> 00:06:42.000]  很多時候去到新娘的家
[00:06:42.000 --> 00:06:49.000]  還要和新娘的爸爸在那時候才講價還價
[00:06:49.000 --> 00:06:50.000]  包括什麼呢
[00:06:50.000 --> 00:06:54.000]  包括就是有時候就是包括嫁妝
[00:06:54.000 --> 00:06:56.000]  有時候就是包括
[00:06:56.000 --> 00:06:59.000]  那假如將來你不要我女兒呢
[00:06:59.000 --> 00:07:01.000]  有什麼賠償呢
[00:07:01.000 --> 00:07:06.000]  那又因為這些賠償就爭論爭論爭論到很晚
[00:07:06.000 --> 00:07:11.000]  最終才新郎見到新娘
[00:07:11.000 --> 00:07:16.000]  所以那個新娘在哪裏被新郎接去呢
[00:07:16.000 --> 00:07:22.000]  就是一個很重要的因素來解釋這個比喻
[00:07:22.000 --> 00:07:25.000]  第三
[00:07:25.000 --> 00:07:30.000]  有時候如果新郎在路上會拖延
[00:07:30.000 --> 00:07:35.000]  他們晚上巴勒斯坦地沒有街燈
[00:07:35.000 --> 00:07:40.000]  他們就要點著那個火把來走
[00:07:40.000 --> 00:07:43.000]  我們這裏所講的燈就不是油燈
[00:07:43.000 --> 00:07:48.000]  油燈在一個荒山野嶺就沒有什麼作用
[00:07:48.000 --> 00:07:51.000]  只是照到你自己怕得整個臉都汗了
[00:07:51.000 --> 00:07:53.000]  照不到地的
[00:07:53.000 --> 00:07:55.000]  所以那個燈就不是指那個油燈
[00:07:55.000 --> 00:07:58.000]  更加不是指那些宗教畫所畫的
[00:07:58.000 --> 00:08:01.000]  好像畫揸住盞那些大光燈那樣
[00:08:01.000 --> 00:08:03.000]  那時候他們不是用大光燈
[00:08:03.000 --> 00:08:09.000]  他們就是用一些木棒綁住布頭在那個木棒
[00:08:09.000 --> 00:08:12.000]  然後就倒油在那個頭上面
[00:08:12.000 --> 00:08:15.000]  點著那個木棒那個火棒
[00:08:15.000 --> 00:08:17.000]  我們叫火炬那個火棒
[00:08:17.000 --> 00:08:21.000]  就是點著它來照路的
[00:08:21.000 --> 00:08:24.000]  所以我們在這裏的第四節那裏
[00:08:24.000 --> 00:08:27.000]  就講到他們預備了油
[00:08:27.000 --> 00:08:29.000]  在那個器皿裏面
[00:08:29.000 --> 00:08:34.000]  那個器皿就是指到一些的樽
[00:08:34.000 --> 00:08:35.000]  一個圓的身
[00:08:35.000 --> 00:08:38.000]  一個長的幼的柄
[00:08:38.000 --> 00:08:40.000]  那種裝油的器皿
[00:08:40.000 --> 00:08:46.000]  用來倒油在那個布棒那裏
[00:08:46.000 --> 00:08:49.000]  那個布團那裏用來燒
[00:08:49.000 --> 00:08:51.000]  所以當他們拿著那個火棒
[00:08:51.000 --> 00:08:56.000]  如果他在那個路的轉角來到的時候
[00:08:56.000 --> 00:09:00.000]  那些人就以為是新娘來了
[00:09:00.000 --> 00:09:05.000]  或者新郎迎接的隊伍來了
[00:09:05.000 --> 00:09:08.000]  他們就會高聲呼叫
[00:09:08.000 --> 00:09:10.000]  就說新郎來了
[00:09:10.000 --> 00:09:12.000]  這個是今天的人
[00:09:12.000 --> 00:09:14.000]  今天是巴勒斯坦人
[00:09:14.000 --> 00:09:20.000]  他們迎親隊伍仍然會叫的說話
[00:09:20.000 --> 00:09:22.000]  第四點
[00:09:22.000 --> 00:09:24.000]  新郎來了
[00:09:24.000 --> 00:09:29.000]  那些人就會走出去門外迎接新郎
[00:09:29.000 --> 00:09:35.000]  但是這個時候是只准帶著火棒的人
[00:09:35.000 --> 00:09:37.000]  才可以出去迎接
[00:09:37.000 --> 00:09:40.000]  因為那條路太黑了
[00:09:40.000 --> 00:09:43.000]  你又不能夠借人家的火棒
[00:09:43.000 --> 00:09:44.000]  你要自己帶著
[00:09:44.000 --> 00:09:51.000]  特別是那些迎接新郎的這些同類
[00:09:51.000 --> 00:09:56.000]  這些同類又不是很像我們的姐妹團
[00:09:56.000 --> 00:09:57.000]  現代婚禮的姐妹團
[00:09:57.000 --> 00:10:00.000]  是不是結了婚都可以的
[00:10:00.000 --> 00:10:02.000]  結了婚都可以做姐妹團
[00:10:02.000 --> 00:10:03.000]  可以的
[00:10:03.000 --> 00:10:04.000]  那時候不可以
[00:10:04.000 --> 00:10:05.000]  那時候是同女的
[00:10:05.000 --> 00:10:07.000]  現在都是同女的
[00:10:07.000 --> 00:10:11.000]  要未結婚的人的女生做的
[00:10:11.000 --> 00:10:13.000]  當然又不像花女
[00:10:13.000 --> 00:10:15.000]  花女一個就算是
[00:10:15.000 --> 00:10:16.000]  那些花仔去哪裏了
[00:10:16.000 --> 00:10:17.000]  這裏沒有花仔的
[00:10:17.000 --> 00:10:22.000]  那個同女就不是很和我們花女的
[00:10:22.000 --> 00:10:24.000]  或者姐妹團那些的制度
[00:10:24.000 --> 00:10:27.000]  他們就是一班人陪著新郎
[00:10:27.000 --> 00:10:28.000]  這個新郎都慘的
[00:10:28.000 --> 00:10:30.000]  早上等到晚上都不見了
[00:10:30.000 --> 00:10:32.000]  所以一班人要陪著他
[00:10:32.000 --> 00:10:35.000]  那這班人如果出去了
[00:10:35.000 --> 00:10:37.000]  他們一定要有火把
[00:10:37.000 --> 00:10:41.000]  但是當新郎進入那個屋裏面
[00:10:41.000 --> 00:10:43.000]  他們的門就關了
[00:10:43.000 --> 00:10:48.000]  關了門之後就沒有人可以再打開的
[00:10:48.000 --> 00:10:50.000]  直到今天都是
[00:10:50.000 --> 00:10:52.000]  最後一點
[00:10:52.000 --> 00:10:53.000]  和我們不一樣的
[00:10:53.000 --> 00:10:54.000]  就是他們結了婚
[00:10:54.000 --> 00:10:56.000]  不會馬上去度蜜月的
[00:10:56.000 --> 00:10:58.000]  他們不是去度蜜月的
[00:10:58.000 --> 00:11:00.000]  因為結婚是整村的人的事
[00:11:00.000 --> 00:11:02.000]  不只是整家人的事
[00:11:02.000 --> 00:11:04.000]  整村的人的事
[00:11:04.000 --> 00:11:08.000]  他們就要整個禮拜都要在家裏面
[00:11:08.000 --> 00:11:10.000]  和人一起慶祝的
[00:11:10.000 --> 00:11:13.000]  我們香港最近有一個豪門結婚
[00:11:13.000 --> 00:11:15.000]  是不是用了一個禮拜
[00:11:15.000 --> 00:11:18.000]  都不知道有多少人眼紅到不停地寫
[00:11:18.000 --> 00:11:20.000]  巴勒斯坦地
[00:11:20.000 --> 00:11:21.000]  他們不用有錢
[00:11:21.000 --> 00:11:23.000]  你家裏有喜事
[00:11:23.000 --> 00:11:25.000]  整村人幫你一起登喜
[00:11:25.000 --> 00:11:28.000]  正如你家裏有喪事
[00:11:28.000 --> 00:11:31.000]  又對整村人跟你分憂一樣
[00:11:31.000 --> 00:11:34.000]  所以他有一個禮拜的時間
[00:11:34.000 --> 00:11:37.000]  新人會在屋裏面來預備食物
[00:11:37.000 --> 00:11:41.000]  和親友一起開心度過的
[00:11:41.000 --> 00:11:42.000]  換句話說
[00:11:42.000 --> 00:11:43.000]  整個的比喻
[00:11:43.000 --> 00:11:45.000]  每一個細節
[00:11:45.000 --> 00:11:47.000]  二千年前是這樣
[00:11:47.000 --> 00:11:49.000]  今天都是這樣
[00:11:49.000 --> 00:11:52.000]  整個的比喻和耶穌的訊息
[00:11:52.000 --> 00:11:55.000]  是有非常密切的關係的
[00:11:55.000 --> 00:11:58.000]  我們現在來分析一下這段經文
[00:11:58.000 --> 00:11:59.000]  這段經文
[00:11:59.000 --> 00:12:01.000]  大家一看就知道
[00:12:01.000 --> 00:12:03.000]  是非常簡單容易分析的
[00:12:03.000 --> 00:12:06.000]  內容簡單不簡單就是另一回事
[00:12:06.000 --> 00:12:12.000]  第一節就是整個經文的引言
[00:12:12.000 --> 00:12:16.000]  由第二到十二節
[00:12:16.000 --> 00:12:20.000]  就是那段比喻的內容
[00:12:20.000 --> 00:12:24.000]  十三節就是結論
[00:12:24.000 --> 00:12:28.000]  或者整個比喻的教訓的主旨在哪裏
[00:12:28.000 --> 00:12:29.000]  就在十三節
[00:12:29.000 --> 00:12:32.000]  這個就算是引言都很重要
[00:12:32.000 --> 00:12:34.000]  我們都要留心
[00:12:34.000 --> 00:12:37.000]  原來耶穌講的比喻有兩類
[00:12:37.000 --> 00:12:39.000]  第一類就是開門見山
[00:12:39.000 --> 00:12:41.000]  一講就講的
[00:12:41.000 --> 00:12:46.000]  譬如殺種的比喻
[00:12:46.000 --> 00:12:52.000]  或者就好像愚蠢的婦人說要建大倉庫
[00:12:52.000 --> 00:12:55.000]  這些有一個形式
[00:12:55.000 --> 00:12:57.000]  就是一開始的比喻
[00:12:57.000 --> 00:12:59.000]  就用一個名詞
[00:12:59.000 --> 00:13:02.000]  名詞是用在主格
[00:13:02.000 --> 00:13:04.000]  Nominative
[00:13:04.000 --> 00:13:06.000]  這一種的比喻
[00:13:06.000 --> 00:13:10.000]  特點就是直接開門見山
[00:13:10.000 --> 00:13:12.000]  我們就知道它講什麼
[00:13:12.000 --> 00:13:14.000]  另外一種的比喻
[00:13:14.000 --> 00:13:16.000]  它就有一個引言
[00:13:16.000 --> 00:13:21.000]  那個引言就好像我們現在所用的
[00:13:21.000 --> 00:13:25.000]  那個名詞一開始就用在語格
[00:13:25.000 --> 00:13:26.000]  Dative
[00:13:26.000 --> 00:13:28.000]  你不用擔心皺眉頭這些
[00:13:28.000 --> 00:13:31.000]  等一下我告訴你那個重要性在哪裏
[00:13:31.000 --> 00:13:33.000]  那個語格就告訴我們
[00:13:33.000 --> 00:13:37.000]  這個譬如說天國好比什麼
[00:13:37.000 --> 00:13:40.000]  我們搞清楚這個文法的格式
[00:13:40.000 --> 00:13:44.000]  我們就不會好像現在這個和合盤那個
[00:13:44.000 --> 00:13:47.000]  會容易給我們一種誤解
[00:13:47.000 --> 00:13:51.000]  那個語格事實上就是一個公式
[00:13:51.000 --> 00:13:53.000]  它就會是這樣的
[00:13:53.000 --> 00:13:54.000]  就是神的國
[00:13:54.000 --> 00:13:57.000]  我們可以用什麼來比較它呢
[00:13:57.000 --> 00:14:01.000]  可以用什麼比喻來說明它呢
[00:14:01.000 --> 00:14:04.000]  馬可福音四章三十節
[00:14:04.000 --> 00:14:07.000]  就有一個很完整的
[00:14:07.000 --> 00:14:10.000]  這一種的格式
[00:14:10.000 --> 00:14:12.000]  就是最早期的
[00:14:12.000 --> 00:14:16.000]  這一種為我們保留下來的格式
[00:14:16.000 --> 00:14:21.000]  就是來到我們現在十個同類的比喻
[00:14:21.000 --> 00:14:23.000]  就簡化了
[00:14:23.000 --> 00:14:26.000]  簡化了就是藉著一個
[00:14:26.000 --> 00:14:29.000]  阿蘭文的語格
[00:14:29.000 --> 00:14:31.000]  就Lay這個字
[00:14:31.000 --> 00:14:34.000]  我們去表達
[00:14:34.000 --> 00:14:35.000]  實際的意思就是這樣
[00:14:35.000 --> 00:14:36.000]  它將它簡化了
[00:14:36.000 --> 00:14:39.000]  而我們現在要將它發大
[00:14:39.000 --> 00:14:43.000]  叫我們知道到底這個天國像什麼
[00:14:43.000 --> 00:14:44.000]  按我們和合盤
[00:14:44.000 --> 00:14:46.000]  我們說天國好像十個同類
[00:14:46.000 --> 00:14:47.000]  但是不是
[00:14:47.000 --> 00:14:49.000]  天國不是指十個同類
[00:14:49.000 --> 00:14:55.000]  天國是指迎接新郎
[00:14:55.000 --> 00:15:00.000]  是因為我們那個詞的格式是搞錯了
[00:15:00.000 --> 00:15:03.000]  我們就會將那個解釋
[00:15:03.000 --> 00:15:06.000]  放錯了重點
[00:15:06.000 --> 00:15:10.000]  如果我們將這個發大來看
[00:15:10.000 --> 00:15:12.000]  天國好比這四個字
[00:15:12.000 --> 00:15:14.000]  實際的意思就是這樣
[00:15:14.000 --> 00:15:17.000]  就是說我要告訴你們一個比喻
[00:15:17.000 --> 00:15:18.000]  一個天國的比喻
[00:15:18.000 --> 00:15:22.000]  但我應該用什麼來比喻它呢
[00:15:22.000 --> 00:15:29.000]  那個就好像同類迎接新郎
[00:15:29.000 --> 00:15:31.000]  那個格式就是這樣的
[00:15:31.000 --> 00:15:34.000]  但是如果我們按和合盤來讀
[00:15:34.000 --> 00:15:38.000]  我們說天國就好比十個同類
[00:15:38.000 --> 00:15:41.000]  那個就不對了
[00:15:41.000 --> 00:15:44.000]  天國怎麼像十個同類呢
[00:15:44.000 --> 00:15:47.000]  到底是指那個審判
[00:15:47.000 --> 00:15:49.000]  還是指那五個聰明的
[00:15:49.000 --> 00:15:50.000]  不是
[00:15:50.000 --> 00:15:54.000]  天國是好像這個很開心很快樂
[00:15:54.000 --> 00:16:01.000]  滿了等待滿了盼望的這個迎娶的婚禮
[00:16:01.000 --> 00:16:02.000]  這個是天國
[00:16:02.000 --> 00:16:04.000]  天國是像這個
[00:16:04.000 --> 00:16:06.000]  不是像五個同類
[00:16:06.000 --> 00:16:08.000]  五個聰明五個如此
[00:16:08.000 --> 00:16:10.000]  不是指這些地方
[00:16:10.000 --> 00:16:14.000]  我們知道了那個隱言的重要
[00:16:14.000 --> 00:16:17.000]  然後我們看看那個結論
[00:16:17.000 --> 00:16:19.000]  那個結論是很簡單的
[00:16:19.000 --> 00:16:21.000]  我們看完結論才看中間
[00:16:21.000 --> 00:16:24.000]  因為中間比較長
[00:16:24.000 --> 00:16:28.000]  那個結論就是告訴我們要警醒了
[00:16:28.000 --> 00:16:31.000]  要警醒等他回來
[00:16:31.000 --> 00:16:38.000]  因為那個日子那個時辰你們是不知道的
[00:16:38.000 --> 00:16:41.000]  好像那些同類一樣
[00:16:41.000 --> 00:16:43.000]  他們都不知道的
[00:16:43.000 --> 00:16:54.000]  這個是那個主子教導我們要去警醒等候主宰回來
[00:16:54.000 --> 00:16:57.000]  我們要解釋這一段經文之前
[00:16:57.000 --> 00:16:58.000]  我們仍然發覺
[00:16:58.000 --> 00:17:05.000]  雖然我剛才將了那個婚禮的背景說了
[00:17:05.000 --> 00:17:07.000]  但是在經文裏面有些地方
[00:17:07.000 --> 00:17:09.000]  我們仍然要解決了它
[00:17:09.000 --> 00:17:14.000]  然後我們才可以那個背景要說一下
[00:17:14.000 --> 00:17:15.000]  第一樣東西
[00:17:15.000 --> 00:17:16.000]  剛才我們解釋了的
[00:17:16.000 --> 00:17:19.000]  就是那個燈就是指那個火炬
[00:17:19.000 --> 00:17:24.000]  就是那個火棒
[00:17:24.000 --> 00:17:27.000]  而我們都知道那個油
[00:17:27.000 --> 00:17:29.000]  那個性油氣
[00:17:29.000 --> 00:17:33.000]  就是一個大一點的油股
[00:17:33.000 --> 00:17:35.000]  然後有個長的嘴
[00:17:35.000 --> 00:17:40.000]  我們都會在一些畫冊見到的
[00:17:40.000 --> 00:17:43.000]  現在的問題是
[00:17:43.000 --> 00:17:45.000]  那些同類在哪裏
[00:17:45.000 --> 00:17:51.000]  這十個同類在哪裏等待新郎
[00:17:51.000 --> 00:17:54.000]  如果你看這個第一節
[00:17:54.000 --> 00:17:59.000]  如果我們留意第一節
[00:17:59.000 --> 00:18:03.000]  我們會發覺那個同類是拿著燈出來迎接新郎
[00:18:03.000 --> 00:18:08.000]  那他是不是已經出去了
[00:18:08.000 --> 00:18:12.000]  是不是在路上迎接新郎
[00:18:12.000 --> 00:18:15.000]  如果按我們這裏看
[00:18:15.000 --> 00:18:17.000]  表面看來就是了
[00:18:17.000 --> 00:18:18.000]  不是了
[00:18:18.000 --> 00:18:21.000]  他怎麼可能在路上迎接新郎呢
[00:18:21.000 --> 00:18:24.000]  他怎麼知道新郎現在走哪條路呢
[00:18:24.000 --> 00:18:26.000]  東大街還是西大街呢
[00:18:26.000 --> 00:18:27.000]  我們都不知道
[00:18:27.000 --> 00:18:32.000]  他是到處走到處去等人祝賀他
[00:18:32.000 --> 00:18:34.000]  再說如果他走了出去
[00:18:34.000 --> 00:18:36.000]  他怎麼累了
[00:18:36.000 --> 00:18:37.000]  他怎麼睡覺
[00:18:37.000 --> 00:18:38.000]  睡在哪裏呢
[00:18:38.000 --> 00:18:39.000]  十個同類睡在哪裏呢
[00:18:39.000 --> 00:18:42.000]  睡在馬路上嗎
[00:18:42.000 --> 00:18:46.000]  所以那個迎接新郎那裏
[00:18:46.000 --> 00:18:50.000]  就不是指那十個同類離開了家裏
[00:18:50.000 --> 00:18:58.000]  他們事實上就是在新娘的爸爸媽媽家裏等待
[00:18:58.000 --> 00:18:59.000]  正因為這樣
[00:18:59.000 --> 00:19:01.000]  然後新郎進入
[00:19:01.000 --> 00:19:03.000]  才有門可關
[00:19:03.000 --> 00:19:04.000]  你走在路上
[00:19:04.000 --> 00:19:08.000]  關哪個門呀
[00:19:08.000 --> 00:19:10.000]  第三點
[00:19:10.000 --> 00:19:13.000]  半夜有人喊著說新郎來了
[00:19:13.000 --> 00:19:15.000]  這個就是第六節
[00:19:15.000 --> 00:19:19.000]  這個原來不是只喊一次的
[00:19:19.000 --> 00:19:22.000]  整天有假警報的
[00:19:22.000 --> 00:19:24.000]  原來那些人拿著支火棒
[00:19:24.000 --> 00:19:26.000]  剛剛在路上轉過來
[00:19:26.000 --> 00:19:28.000]  人家見到有火棒就以為
[00:19:28.000 --> 00:19:32.000]  那個新郎的隊伍來了
[00:19:32.000 --> 00:19:34.000]  於是他們就大聲喊
[00:19:34.000 --> 00:19:35.000]  新郎來了
[00:19:35.000 --> 00:19:36.000]  想著想著
[00:19:36.000 --> 00:19:37.000]  原來又不是
[00:19:37.000 --> 00:19:40.000]  於是他們又跑回家裏
[00:19:40.000 --> 00:19:42.000]  吱吱吱吱說了一大堆
[00:19:42.000 --> 00:19:45.000]  過了一會又再有人見到
[00:19:45.000 --> 00:19:47.000]  路的轉角又有火棒
[00:19:47.000 --> 00:19:51.000]  他們又再喊一次
[00:19:51.000 --> 00:19:55.000]  就好像我們每次有戰爭
[00:19:55.000 --> 00:19:58.000]  我們都說引啟示錄
[00:19:58.000 --> 00:19:59.000]  引但爾尼書
[00:19:59.000 --> 00:20:00.000]  引以西傑書
[00:20:00.000 --> 00:20:02.000]  說這個就是末世的象徵
[00:20:02.000 --> 00:20:04.000]  耶穌就回來了
[00:20:04.000 --> 00:20:05.000]  我們這個時代
[00:20:05.000 --> 00:20:08.000]  都常常有人在報假警報
[00:20:08.000 --> 00:20:09.000]  報得多點
[00:20:09.000 --> 00:20:12.000]  那些人都累了
[00:20:12.000 --> 00:20:17.000]  於是他們就睡著了
[00:20:17.000 --> 00:20:19.000]  耶穌從來沒有責備
[00:20:19.000 --> 00:20:23.000]  這些童女睡著了
[00:20:23.000 --> 00:20:25.000]  有沒有 比喻裏面沒有
[00:20:25.000 --> 00:20:28.000]  我們仍然要照常地生活
[00:20:28.000 --> 00:20:30.000]  累了仍然要睡覺
[00:20:30.000 --> 00:20:32.000]  整個比喻要責備
[00:20:32.000 --> 00:20:34.000]  不是他們睡了覺
[00:20:34.000 --> 00:20:38.000]  是他們沒有預備由
[00:20:38.000 --> 00:20:40.000]  和那五個聰明的
[00:20:40.000 --> 00:20:43.000]  和那五個愚蠢的一樣會累
[00:20:43.000 --> 00:20:45.000]  一樣會睡覺
[00:20:45.000 --> 00:20:48.000]  這個是絕對可接受的
[00:20:48.000 --> 00:20:50.000]  你沒有預備由
[00:20:50.000 --> 00:20:52.000]  這個是不可以接受的
[00:20:52.000 --> 00:20:54.000]  這個正是第六節所要說的
[00:20:54.000 --> 00:20:55.000]  第七節
[00:20:55.000 --> 00:20:58.000]  童女起來收十燈
[00:20:58.000 --> 00:20:59.000]  收十燈的意思就是說
[00:20:59.000 --> 00:21:02.000]  他們拿起他們的火把
[00:21:02.000 --> 00:21:05.000]  拿起他們的油罐
[00:21:05.000 --> 00:21:06.000]  為什麼呢
[00:21:06.000 --> 00:21:09.000]  原來他們倒油在火棒上
[00:21:09.000 --> 00:21:12.000]  只可以燒十五分鐘
[00:21:12.000 --> 00:21:14.000]  十五分鐘就熄滅了
[00:21:14.000 --> 00:21:17.000]  這個正是為什麼那聰明童女說
[00:21:17.000 --> 00:21:18.000]  你借點給我
[00:21:18.000 --> 00:21:19.000]  她說不夠的
[00:21:19.000 --> 00:21:22.000]  我借給你我就沒有了
[00:21:22.000 --> 00:21:23.000]  所以你不如去買吧
[00:21:23.000 --> 00:21:24.000]  就是這個意思
[00:21:24.000 --> 00:21:26.000]  因為它倒滿一次
[00:21:26.000 --> 00:21:27.000]  你不要被那些
[00:21:27.000 --> 00:21:30.000]  荷里活電影的火把騙了
[00:21:30.000 --> 00:21:32.000]  平時人用的火把沒那麼偉大
[00:21:32.000 --> 00:21:34.000]  沒那麼大支的
[00:21:34.000 --> 00:21:37.000]  它就是燒十五分鐘就完了
[00:21:37.000 --> 00:21:39.000]  因為很可能他們是不需要
[00:21:39.000 --> 00:21:42.000]  用到超過十五分鐘的
[00:21:49.000 --> 00:21:50.000]  而剛才我也說了
[00:21:50.000 --> 00:21:52.000]  他們為什麼會延遲了
[00:21:52.000 --> 00:21:55.000]  就是他們要走到每一個家
[00:21:55.000 --> 00:21:57.000]  來去接受祝福
[00:21:57.000 --> 00:22:01.000]  這個有時新郎是不能夠控制的
[00:22:01.000 --> 00:22:04.000]  第六點是在第十節那裡
[00:22:04.000 --> 00:22:07.000]  跟他們進去坐直門就關了
[00:22:07.000 --> 00:22:09.000]  那個情況就是這樣的
[00:22:09.000 --> 00:22:10.000]  新郎來到了
[00:22:10.000 --> 00:22:11.000]  他們出去迎接他
[00:22:11.000 --> 00:22:12.000]  迎接他之後
[00:22:12.000 --> 00:22:15.000]  他們就一起進去房子裡
