
[00:00:00.000 --> 00:00:02.940]  講到「圍城」這個題目
[00:06:39.240 --> 00:06:41.320]  「他並沒有遵行」
[00:06:41.320 --> 00:06:46.360]  以西傑在第五節一開始的時候
[00:06:46.360 --> 00:06:48.720]  就提到耶路撒冷
[00:06:48.720 --> 00:06:52.160]  究竟這一座城有什麼特別呢?
[00:06:52.160 --> 00:06:54.160]  在神的眼中
[00:06:54.160 --> 00:06:56.200]  剛才的描述是說
[00:06:56.200 --> 00:07:00.280]  他是專門被放在烈國之中
[00:07:00.280 --> 00:07:03.520]  並且是在世界的中心
[00:07:03.520 --> 00:07:07.080]  對於那些信奉異教
[00:07:07.080 --> 00:07:10.760]  不認識耶和華的國家來說
[00:07:10.760 --> 00:07:13.560]  是非常突出的
[00:07:13.560 --> 00:07:19.600]  要凸顯出以色列是蒙神所揀選的民族
[00:07:19.600 --> 00:07:21.080]  神祝福他
[00:07:21.080 --> 00:07:23.080]  神要賜恩於他
[00:07:23.080 --> 00:07:28.480]  其實這個說法一直都沒有改變
[00:07:28.480 --> 00:07:33.120]  因為早在《生命記》第十二章十一節的時候
[00:07:33.120 --> 00:07:34.720]  已經這樣說
[00:07:34.720 --> 00:07:40.840]  「那時要將我所吩咐你們的凡祭平安祭
[00:07:40.840 --> 00:07:42.840]  十分取一之物
[00:07:42.840 --> 00:07:45.120]  和手中的舉祭
[00:07:45.120 --> 00:07:49.120]  並向耶和華許願獻的一切美祭
[00:07:49.120 --> 00:07:53.080]  都奉到耶和華你們神所選擇
[00:07:53.080 --> 00:07:56.040]  要立為他名的居所」
[00:07:56.040 --> 00:07:59.240]  按照經文的上下文
[00:07:59.240 --> 00:08:05.320]  神預言當這些以色列民進入迦南地之後
[00:08:05.320 --> 00:08:10.440]  他們將會在「士羅」這個地方設立會幕
[00:08:10.440 --> 00:08:16.200]  不過只不過是臨時措施
[00:08:16.200 --> 00:08:19.840]  因為這裏紅色的字告訴我們
[00:08:19.840 --> 00:08:24.080]  神所選擇要立為他名的居所
[00:08:24.080 --> 00:08:26.080]  其實是耶路撒冷
[00:08:26.080 --> 00:08:31.680]  這個預言到了「所羅門」的時候
[00:08:31.680 --> 00:08:33.680]  就得到應驗了
[00:08:33.680 --> 00:08:35.680]  到了那時候
[00:08:35.680 --> 00:08:41.560]  在外邦不同的地方前來的人
[00:08:41.560 --> 00:08:46.040]  都要到耶和華的殿裏祈禱
[00:08:46.040 --> 00:08:52.320]  神使耶路撒冷成為世界的中心
[00:08:52.320 --> 00:08:57.280]  他的原意就是要顯出神的美善
[00:08:57.280 --> 00:09:03.280]  假如這些以色列民真的好好地
[00:09:03.280 --> 00:09:05.920]  成為神的見證的話
[00:09:05.920 --> 00:09:09.800]  有很多人是能夠透過他們
[00:09:09.800 --> 00:09:12.720]  可以認識神的
[00:09:12.720 --> 00:09:19.200]  今天參與網上崇拜的弟兄姊妹
[00:09:19.200 --> 00:09:22.200]  我相信我們絕大部分
[00:09:22.200 --> 00:09:26.520]  其實都像昔日這些以色列民一樣
[00:09:26.520 --> 00:09:29.280]  我們是被祝福的一群
[00:09:29.280 --> 00:09:35.320]  但是神只是叫這些以色列民
[00:09:35.320 --> 00:09:38.680]  和我們將這份恩典
[00:09:38.680 --> 00:09:40.680]  就這樣放進袋裏
[00:09:40.680 --> 00:09:43.360]  平平安安就算了
[00:09:43.360 --> 00:09:47.600]  我們看看《新命記》第四章五至六節
[00:09:47.600 --> 00:09:50.160]  和第九節怎樣說
[00:09:50.160 --> 00:09:53.400]  「我照著耶和華我神所吩咐的
[00:09:53.400 --> 00:09:56.200]  將律例典章教訓你們
[00:09:56.200 --> 00:10:01.560]  使你們在所要進去得為業的地上進行
[00:10:01.560 --> 00:10:05.160]  所以你們要謹守進行
[00:10:05.160 --> 00:10:10.160]  這就是你們在萬民眼前的智慧聰明
[00:10:10.160 --> 00:10:13.960]  他們聽見這一切律例必說
[00:10:13.960 --> 00:10:18.520]  這大國的人真是有智慧有聰明」
[00:10:18.520 --> 00:10:20.360]  嘩,很厲害
[00:10:20.360 --> 00:10:21.760]  然後呢
[00:10:21.760 --> 00:10:26.640]  「你只要謹慎、殷勤保守你的心靈
[00:10:26.640 --> 00:10:30.560]  免得忘記你親眼所看見的事
[00:10:30.560 --> 00:10:35.000]  又免得你一生這時離開你的心
[00:10:35.000 --> 00:10:39.680]  總要傳給你的子子孫孫」
[00:10:39.680 --> 00:10:42.800]  作為夢神賜福的一群
[00:10:42.800 --> 00:10:44.800]  以色列人和我們
[00:10:44.800 --> 00:10:47.960]  這裡說我們是「板」
[00:10:47.960 --> 00:10:51.960]  我們理應遵守神的律例典章
[00:10:51.960 --> 00:10:54.440]  成為別人的「給人」
[00:10:54.440 --> 00:10:56.240]  並且最後那句
[00:10:56.240 --> 00:11:00.960]  告訴我們我們要「傳承下去」
[00:11:00.960 --> 00:11:02.960]  在《每日靈糧》裡
[00:11:02.960 --> 00:11:07.480]  曾經記述過一個這樣的事情
[00:11:07.480 --> 00:11:08.920]  有一個年輕人
[00:11:08.920 --> 00:11:11.640]  他趁著暑假的時候
[00:11:11.640 --> 00:11:18.120]  會去爸爸工作的地方幫忙做暑期工
[00:11:18.120 --> 00:11:21.640]  他們父子每天上班的時候
[00:11:21.640 --> 00:11:26.480]  開車都會經過一間小店
[00:11:26.480 --> 00:11:30.200]  爸爸總是會在這間店裡
[00:11:30.200 --> 00:11:34.440]  買一份報紙來看
[00:11:34.440 --> 00:11:40.920]  有一天,當這個爸爸買了報紙之後
[00:11:40.920 --> 00:11:48.360]  回到公司,發現原來自己多拿了一份
[00:11:48.360 --> 00:11:52.160]  他就想,反正每天都經過
[00:11:52.160 --> 00:11:55.760]  不如第二天還錢給老闆
[00:11:55.760 --> 00:11:58.880]  這樣就搞定了,一份報紙而已
[00:11:58.880 --> 00:12:00.880]  不過他想著想著還是不好
[00:12:00.880 --> 00:12:05.360]  於是他就特意開車回到這間小店
[00:12:05.360 --> 00:12:11.640]  還那份多拿了的報紙給老闆
[00:12:11.640 --> 00:12:12.760]  他跟兒子說
[00:12:12.760 --> 00:12:18.720]  我不想這個老闆覺得他們不老實
[00:12:18.720 --> 00:12:22.560]  沒多久,這個小店的老闆
[00:12:22.560 --> 00:12:27.440]  就發現他們的店舖不見了錢
[00:12:27.440 --> 00:12:30.600]  他發現不見錢的時間
[00:12:30.600 --> 00:12:33.840]  其實只有他們父子
[00:12:33.840 --> 00:12:36.760]  和另外一個顧客
[00:12:36.760 --> 00:12:41.160]  光顧過他們的店舖
[00:12:41.160 --> 00:12:45.480]  不過當他報案跟警察說的時候
[00:12:45.480 --> 00:12:48.040]  他說一定不是這兩父子
[00:12:48.040 --> 00:12:49.760]  一口咬定
[00:12:49.760 --> 00:12:54.000]  於是警察就集中去追查
[00:12:54.000 --> 00:12:56.720]  另外一個可能涉案的人
[00:12:56.720 --> 00:13:01.120]  最終將他繩之以法
[00:13:01.120 --> 00:13:08.800]  這個爸爸在未信耶穌的老闆面前
[00:13:08.800 --> 00:13:11.840]  誠實的見證
[00:13:11.840 --> 00:13:17.840]  不單止為他留下了一個非常深刻的印象
[00:13:17.840 --> 00:13:24.080]  更加立刻為自己洗脫了嫌疑
[00:13:24.080 --> 00:13:27.520]  我相信這類似的處境
[00:13:27.520 --> 00:13:31.040]  我們很容易會碰到
[00:13:31.040 --> 00:13:34.680]  保羅在這本所書四章第一節
[00:13:34.680 --> 00:13:36.800]  怎樣提醒我們?
[00:13:36.800 --> 00:13:40.600]  他說:既然夢召行事為人
[00:13:40.600 --> 00:13:45.640]  就當與夢召的因相呈
[00:13:45.640 --> 00:13:49.040]  我不知道我們在日常生活當中
[00:13:49.040 --> 00:13:53.240]  有沒有做好我們的角色
[00:13:53.240 --> 00:13:56.600]  以色列書第五章第六節
[00:13:56.600 --> 00:13:58.200]  告訴我們
[00:13:58.200 --> 00:14:03.000]  這群以色列人雖然有律法去遵從
[00:14:03.000 --> 00:14:06.760]  但他們卻明知故犯
[00:14:06.760 --> 00:14:13.120]  他們所犯的罪甚至比這群外邦人更差
[00:14:13.120 --> 00:14:15.400]  以色列人的回應
[00:14:15.400 --> 00:14:21.600]  令我想起一個很值得我們思想的問題
[00:14:21.600 --> 00:14:27.720]  在今天當我們崇尚自由的世界裏
[00:14:27.720 --> 00:14:31.280]  自由好像完全沒有界限
[00:14:31.280 --> 00:14:35.120]  就算有,那條界也是由我畫的
[00:14:35.120 --> 00:14:39.280]  我去決定應該怎樣做
[00:14:39.280 --> 00:14:42.440]  對於我來說
[00:14:42.440 --> 00:14:46.720]  神的律例和典章
[00:14:46.720 --> 00:14:52.240]  究竟是一個神恩典的祝福
[00:14:52.240 --> 00:14:56.880]  還是一個緊箍咒
[00:14:56.880 --> 00:15:02.000]  總是想撕掉,不想跟隨
[00:15:02.000 --> 00:15:08.640]  我們會選擇違背、干犯、欺調
[00:15:08.640 --> 00:15:15.360]  甚至拒絕遵行呢?
[00:15:15.360 --> 00:15:21.920]  因為以色列人對神的祝福有這樣的回應
[00:15:21.920 --> 00:15:24.840]  神就發火了
[00:15:24.840 --> 00:15:32.640]  請聽我繼續讀出第七至第十節這段經文
[00:15:32.640 --> 00:15:34.840]  所以主耶和華如此說
[00:15:34.840 --> 00:15:38.560]  因為你們紛爭過於四圍的列國
[00:15:38.560 --> 00:15:40.760]  也不遵行我的律例
[00:15:40.760 --> 00:15:43.280]  不謹守我的典章
[00:15:43.280 --> 00:15:49.040]  並以遵從四圍列國的惡規尚不滿意
[00:15:49.040 --> 00:15:51.840]  所以主耶和華如此說
[00:15:51.840 --> 00:15:56.600]  看!我與你反對,必在列國的眼前
[00:15:56.600 --> 00:16:00.160]  在你中間施行審判
[00:16:00.160 --> 00:16:03.000]  並且因你一切可憎的事
[00:16:03.000 --> 00:16:07.480]  我要在你中間行我所未曾行的
[00:16:07.480 --> 00:16:11.960]  以後我也不再照著行
[00:16:11.960 --> 00:16:15.440]  在你中間,父親要吃兒子
[00:16:15.440 --> 00:16:17.760]  兒子要吃父親
[00:16:17.760 --> 00:16:20.720]  我必向你施行審判
[00:16:20.720 --> 00:16:25.440]  我必將你所剩下的分散四方
[00:16:25.440 --> 00:16:31.920]  第七節除了提及過不遵從我的律例
[00:16:31.920 --> 00:16:34.680]  不謹守我的典章之外
[00:16:34.680 --> 00:16:37.720]  他還提出了多一件事
[00:16:37.720 --> 00:16:39.520]  就是「紛爭」
[00:16:39.520 --> 00:16:44.720]  這個「紛爭」並不是指雙方對壘
[00:16:44.720 --> 00:16:47.560]  於是就出現爭拗
[00:16:47.560 --> 00:16:53.080]  這個字在舊約聖經裡只出現過一次
[00:16:53.080 --> 00:16:54.560]  就在這裡
[00:16:54.560 --> 00:17:00.520]  呂鎮忠譯本將它譯作「顯露動亂」
[00:17:00.520 --> 00:17:04.480]  廣東話傳神很多
[00:17:04.480 --> 00:17:07.720]  即是「曹淵巴閉」
[00:17:07.720 --> 00:17:10.840]  這群人曹淵巴閉的對象
[00:17:10.840 --> 00:17:14.400]  投訴的對象當然是神
[00:17:14.400 --> 00:17:18.480]  既然他們對於他們所作的
[00:17:18.480 --> 00:17:22.880]  連四周圍的列國都不如
[00:17:22.880 --> 00:17:25.600]  所以第八節就說
[00:17:25.600 --> 00:17:28.520]  所以主耶和華如此說
[00:17:28.520 --> 00:17:31.200]  看!我與你反對
[00:17:31.200 --> 00:17:33.360]  必在列國的眼前
[00:17:33.360 --> 00:17:36.280]  在你中間施行審判
[00:17:36.280 --> 00:17:41.520]  「我與你反對」其實就淡化了
[00:17:41.520 --> 00:17:46.200]  如果大家對比其他翻譯就知道
[00:17:46.200 --> 00:17:48.880]  呂鎮忠譯本將這句譯作
[00:17:48.880 --> 00:17:52.000]  「連我都以你為敵」
[00:17:52.000 --> 00:17:55.720]  英文NRSV就譯作
[00:17:55.720 --> 00:17:59.840]  「I myself am coming against you」
[00:17:59.840 --> 00:18:03.160]  神要告訴這群以色列民
[00:18:03.160 --> 00:18:08.840]  這次是神自己親自出手追殺他們
[00:18:08.840 --> 00:18:13.720]  而且所有人四周的列國眼睛
[00:18:13.720 --> 00:18:16.920]  都看著上帝的審判
[00:18:16.920 --> 00:18:21.000]  不單是很恐怖
[00:18:21.000 --> 00:18:26.760]  亦是非常醜怪、羞家的事情
[00:18:26.760 --> 00:18:33.200]  保羅曾經在新約羅馬書8章31節這樣說
[00:18:33.200 --> 00:18:37.840]  「神若幫助我們,誰能抵擋我們?」
[00:18:37.840 --> 00:18:39.640]  不過這次糟糕了
[00:18:39.640 --> 00:18:42.240]  是剛剛反過來
[00:18:42.240 --> 00:18:45.040]  不是神若幫助我們
[00:18:45.040 --> 00:18:48.440]  是神若抵擋我們
[00:18:48.440 --> 00:18:50.880]  我猜下一句
[00:18:50.880 --> 00:18:53.920]  就是我們還不死定嗎?
[00:18:53.920 --> 00:18:55.640]  在這一刻
[00:18:55.640 --> 00:19:02.080]  神的怒火就燒得很大聲
[00:19:02.080 --> 00:19:04.800]  說到第九節
[00:19:04.800 --> 00:19:08.800]  經文很具體地提到這群以色列人
[00:19:08.800 --> 00:19:14.080]  究竟做了甚麼事令神怒火中燒
[00:19:14.080 --> 00:19:15.800]  經文這樣說
[00:19:15.800 --> 00:19:18.640]  「並且因你一切可憎的事
[00:19:18.640 --> 00:19:22.400]  我要在你中間行我所未曾行的
[00:19:22.400 --> 00:19:25.680]  以後我也不再照著行」
[00:19:25.680 --> 00:19:31.760]  「可憎的事」在《新命紀》多次被使用
[00:19:31.760 --> 00:19:36.600]  說到這群以色列人是拜偶像
[00:19:36.600 --> 00:19:39.600]  而其中在《新命紀》32章16節
[00:19:39.600 --> 00:19:42.400]  就說到清楚得不得了
[00:19:42.400 --> 00:19:45.640]  「敬拜別神,觸動神的憤恨
[00:19:45.640 --> 00:19:49.600]  行可憎惡的事,惹了他的怒氣」
[00:19:49.600 --> 00:19:52.040]  這個「可憎的事」
[00:19:52.040 --> 00:19:55.360]  包括同一個字根
[00:19:55.360 --> 00:19:58.520]  但是相類似的表述
[00:19:58.520 --> 00:20:00.360]  有聖經學者數過
[00:20:00.360 --> 00:20:05.520]  在《以西傑書》一共出現了45次
[00:20:05.520 --> 00:20:10.080]  是遠遠超過其他先知書
[00:20:10.080 --> 00:20:13.280]  所以他們要承受的結果是甚麼呢?
[00:20:13.280 --> 00:20:17.720]  「我要在你中間行我所未曾行的
[00:20:17.720 --> 00:20:21.680]  以後我也不再照著行」
[00:20:21.680 --> 00:20:26.680]  「神由滿有慈愛、恩典
[00:20:26.680 --> 00:20:29.600]  變成怒火中燒」
[00:20:29.600 --> 00:20:34.040]  令我想起電影裡有一個虛構的人物
[00:20:34.040 --> 00:20:36.240]  就是復仇者聯盟
[00:20:36.240 --> 00:20:37.960]  不知道大家想不想得起
[00:20:37.960 --> 00:20:40.000]  「變形俠醫」的浩克
[00:20:40.000 --> 00:20:42.120]  Hulk
[00:20:42.120 --> 00:20:45.160]  他在電影裡一直都很溫文
[00:20:45.160 --> 00:20:49.760]  不過當他被人惹怒的時候
[00:20:49.760 --> 00:20:54.600]  他就會變成一個力大無窮的綠色巨人
[00:20:54.600 --> 00:20:59.280]  將所有東西全部扔爛
[00:20:59.280 --> 00:21:05.560]  當神因為他的聖潔和公義的特質被踐踏的時候
[00:21:05.560 --> 00:21:09.400]  發起火來會是怎樣呢?
[00:21:09.400 --> 00:21:11.520]  第十節
[00:21:11.520 --> 00:21:14.640]  「在你中間父親要吃兒子
[00:21:14.640 --> 00:21:16.640]  兒子要吃父親
[00:21:16.640 --> 00:21:19.240]  我必向你施行審判
[00:21:19.240 --> 00:21:24.120]  我必將你剩下的分散四方」
[00:21:24.120 --> 00:21:27.200]  其實早在利美記二十六章
[00:21:27.200 --> 00:21:29.880]  二十八至二十九節
[00:21:29.880 --> 00:21:33.160]  神其實已經警告過他的子民
[00:21:33.160 --> 00:21:37.200]  「我就要發烈怒行事與你們反對
[00:21:37.200 --> 00:21:40.760]  又因你們的罪懲罰你們七次
[00:21:40.760 --> 00:21:43.440]  並且你們要吃兒子的肉
[00:21:43.440 --> 00:21:46.600]  也要吃女兒的肉」
[00:21:46.600 --> 00:21:49.680]  人不是禽獸
[00:21:49.680 --> 00:21:52.120]  除非是食人族
[00:21:52.120 --> 00:21:58.160]  要吃人肉是一件非常恐怖的事
[00:21:58.160 --> 00:22:02.520]  這是完全違反人的良知
[00:22:02.520 --> 00:22:04.360]  不應該發生的
[00:22:04.360 --> 00:22:09.280]  不過當我們看回聖經裡的歷史記述
[00:22:09.280 --> 00:22:14.720]  在以色列文當中的確曾經發生過這樣的事
[00:22:14.720 --> 00:22:19.440]  當年在撒瑪利亞被阿蘭王圍攻的時候
[00:22:19.440 --> 00:22:24.800]  按照列王記下的六章二十八至二十九節
[00:22:24.800 --> 00:22:29.160]  就正正發生過這個悲劇
[00:22:29.160 --> 00:22:34.880]  其實這群以色列民經歷過這樣的處境
[00:22:34.880 --> 00:22:38.400]  為何現在又再來一次
[00:22:38.400 --> 00:22:42.680]  他們明明是被神所揀選
[00:22:42.680 --> 00:22:45.960]  蒙神祝福的子民
[00:22:45.960 --> 00:22:51.400]  為何一次又一次都搞成這樣
[00:22:51.400 --> 00:22:56.600]  剩下來沒有被人吃掉的以色列人又如何呢?
[00:22:56.600 --> 00:23:00.760]  第十節最後那句就告訴我們
[00:23:00.760 --> 00:23:05.920]  「我必將你所剩下的分散四方」
[00:23:05.920 --> 00:23:11.920]  這個判刑其實在以色列書五章第二節說過
[00:23:11.920 --> 00:23:17.000]  說到他們會好像被風吹散一樣
[00:23:17.000 --> 00:23:19.320]  被擄到外邦
[00:23:19.320 --> 00:23:21.880]  在列國中漂泊
[00:23:21.880 --> 00:23:24.480]  居無定所
[00:23:24.480 --> 00:23:29.000]  若然神盛怒的時候是這樣
[00:23:29.000 --> 00:23:32.000]  很盼望以色列先知
[00:23:32.000 --> 00:23:36.160]  這番說話真真能夠提醒我們
[00:23:36.160 --> 00:23:43.240]  我們需要有敬畏和信服的心
[00:23:43.240 --> 00:23:44.880]  在上一個世紀
[00:23:44.880 --> 00:23:48.320]  有一個著名聖潔運動的導師
[00:23:48.320 --> 00:23:50.720]  叫做張柏思
[00:23:50.720 --> 00:23:52.520]  Oswald Chambers
[00:23:52.520 --> 00:23:54.080]  他曾經這樣說
[00:23:54.080 --> 00:23:57.200]  「要理解靈性的黃金法則
[00:23:57.200 --> 00:24:00.680]  不是靠我們的頭腦認知
[00:24:00.680 --> 00:24:03.560]  而是信服」
[00:24:03.560 --> 00:24:06.280]  英文原本的說法是這樣的
[00:24:06.280 --> 00:24:09.560]  The golden rule for understanding spirituality
[00:24:09.560 --> 00:24:17.440]  is not intellect, but obedience
[00:24:17.440 --> 00:24:20.560]  接著去到第三個段落
[00:24:20.560 --> 00:24:23.200]  在第十一至第十七節
[00:24:23.200 --> 00:24:26.080]  請聽我讀出
[00:24:26.080 --> 00:24:29.880]  主耀說:我指著我的永生氣勢
[00:24:29.880 --> 00:24:32.440]  因你用一切可憎的物
[00:24:32.440 --> 00:24:35.920]  可厭的事玷污了我的聖所
[00:24:35.920 --> 00:24:39.640]  故此我定要使你人數減少
[00:24:39.640 --> 00:24:42.120]  我眼必不顧惜你
[00:24:42.120 --> 00:24:44.760]  也不可憐你
[00:24:44.760 --> 00:24:46.680]  你的民三分之一
[00:24:46.680 --> 00:24:48.560]  必遭瘟疫而死
[00:24:48.560 --> 00:24:52.080]  在你中間必因饑荒消滅
[00:24:52.080 --> 00:24:53.880]  三分之一
[00:24:53.880 --> 00:24:57.400]  必在你四圍倒在刀下
[00:24:57.400 --> 00:25:01.240]  我必將三分之一分散四方
[00:25:01.240 --> 00:25:05.000]  並要拔刀追趕他們
[00:25:05.000 --> 00:25:08.280]  我要這樣成就路中所定的
[00:25:08.280 --> 00:25:11.320]  我向他們發的路
[00:25:11.320 --> 00:25:14.840]  只識了自己就得著安慰
[00:25:14.840 --> 00:25:18.680]  我在他們身上成就路中所定的
[00:25:18.680 --> 00:25:21.200]  那時他們就知道
[00:25:21.200 --> 00:25:26.160]  我耶和華所說的是出於熱心
[00:25:26.160 --> 00:25:30.240]  並且我必使你在四圍的列國中
[00:25:30.240 --> 00:25:32.880]  在經過的眾人眼前
[00:25:32.880 --> 00:25:36.240]  成了芳良和羞辱
[00:25:36.240 --> 00:25:39.680]  這樣我必以怒氣和憤怒
[00:25:39.680 --> 00:25:41.840]  並列路的責備
[00:25:41.840 --> 00:25:44.280]  向你施行審判
[00:25:44.280 --> 00:25:47.960]  那時你就在四圍的列國中
[00:25:47.960 --> 00:25:52.800]  成為羞辱、羈持、警戒、驚駭
[00:25:52.800 --> 00:25:55.920]  這是我耶和華說的
[00:25:55.920 --> 00:26:01.200]  那時我要將滅人使人饑荒的惡戰
[00:26:01.200 --> 00:26:03.240]  就是捨去滅人的
[00:26:03.240 --> 00:26:05.200]  捨在你們身上
[00:26:05.200 --> 00:26:08.400]  並要加增你們的饑荒
[00:26:08.400 --> 00:26:12.200]  斷絕你們所倚靠的糧食
[00:26:12.200 --> 00:26:15.080]  又要使饑荒和惡獸
[00:26:15.080 --> 00:26:20.360]  到你那裡叫你喪子、瘟疫和流血的時
[00:26:20.360 --> 00:26:23.520]  也必盛行在你那裡
[00:26:23.520 --> 00:26:27.040]  我也要使刀劍淋到你
