
[00:00:00.000 --> 00:00:05.920]  我們今天要說的是沙漠的最後這一段的事情
[00:06:10.720 --> 00:06:18.320]  或者等到七天太陽快要下山了 這一天快要過去了 沙漠還沒有來
[00:06:18.320 --> 00:06:26.560]  所以他不能夠忍耐的等候 這樣的話他就自己在獻祭了
[00:06:26.560 --> 00:06:33.160]  第二個原因呢 掃羅不是祭司 他是神利他做王
[00:06:33.160 --> 00:06:39.120]  做百姓的君 帶領百姓打仗的
[00:06:39.120 --> 00:06:44.680]  神在就業的時候有他的制度 有他的規定的
[00:06:44.680 --> 00:06:51.400]  他有過去有司司來管理他們民事政治這方面
[00:06:51.400 --> 00:06:58.240]  有先知來把神的話告訴他們 是關於信仰宗教方面
[00:06:58.240 --> 00:07:05.360]  那麼還有祭司呢 是給他們帶他們獻祭 辦理神跟人中間的事情
[00:07:05.360 --> 00:07:11.440]  神都有規定的 但他是個王 他雖然也很大
[00:07:11.440 --> 00:07:16.480]  但是他不能夠做神沒有吩咐他的事情
[00:07:16.480 --> 00:07:24.000]  祭司應該等祭司來獻祭 特別是要等沙漠來獻祭
[00:07:24.000 --> 00:07:29.480]  但是他沒有 他就自己就獻祭
[00:07:29.480 --> 00:07:33.840]  他認為這個不是一樣嗎 你祭司能獻祭
[00:07:33.840 --> 00:07:44.480]  不過就是把羊殺了把牛殺了以後 然後把紙又獻給神 然後就把祭物燒掉
[00:07:44.480 --> 00:07:49.520]  你能做我也能做 他就沒有尊重神
[00:07:49.520 --> 00:07:55.000]  神這樣的豐富有他的理由 但是他就沒有
[00:07:55.000 --> 00:08:00.240]  他不是祭司 他不能夠獻祭
[00:08:00.240 --> 00:08:06.760]  第三個原因呢 他是掩飾過失 他也知道自己不對
[00:08:06.760 --> 00:08:12.560]  但是呢 他要強調客觀 他說當時情況很危急啊
[00:08:12.560 --> 00:08:18.320]  再不獻祭就來不及了 再不獻祭我們就要打敗了
[00:08:18.320 --> 00:08:25.160]  因為那個時候 斐理斯人比他們強大得多
[00:08:25.160 --> 00:08:31.520]  而且以色列人過去沒有什麼力量去打仗的
[00:08:31.520 --> 00:08:35.280]  本來就一直受斐理斯人的欺負的
[00:08:35.280 --> 00:08:42.600]  那現在跟斐理斯人一對陣的話 看見斐理斯人人多勢眾
[00:08:42.600 --> 00:08:47.920]  他們有一些百姓就很害怕了 就跑了
[00:08:47.920 --> 00:08:53.240]  那小朋友一看 沙漠也不來 也不來獻祭
[00:08:53.240 --> 00:09:01.560]  斐理斯人這麼強大的力量 他就說當時的情況很危急
[00:09:01.560 --> 00:09:06.160]  而且斐理斯人聚集了在這裡很多人
[00:09:06.160 --> 00:09:10.640]  再不來的話百姓都跑光了 我怎麼能打仗呢
[00:09:10.640 --> 00:09:16.800]  所以他說我是逼不得已 我是看到這個情形不好了
[00:09:16.800 --> 00:09:25.880]  就快點獻祭了 他認為沒有沙漠 不是就獻祭嗎
[00:09:25.880 --> 00:09:30.000]  那我一獻祭的話 不是事情就解決了吧
[00:09:30.000 --> 00:09:36.160]  他演示自己的果實 他沒有看到 他沒有聽神的話
[00:09:36.160 --> 00:09:41.840]  神已經很明確地接到沙漠告訴他了 可是他沒有
[00:09:41.840 --> 00:09:49.880]  再下來 他是推卸責任 他反倒責怪沙漠
[00:09:49.880 --> 00:09:54.720]  他沒有按鎖定的日期來到
[00:09:54.720 --> 00:10:00.400]  當沙漠來了以後 他出去迎接他 要問他好
[00:10:00.400 --> 00:10:04.760]  沙漠說你做了什麼事呢 沙漠非常生氣
[00:10:04.760 --> 00:10:11.120]  你怎麼這樣做呢 掃帚說因為我見到百姓離開我去了
[00:10:11.120 --> 00:10:15.600]  你也不照鎖定的日期來到 你說要七天來到
[00:10:15.600 --> 00:10:25.080]  你到現在才來 那我們想的是不是沙漠沒有照著預定的時間來到呢
[00:10:25.080 --> 00:10:30.400]  他是不是過了七天以後才來呢 不是的
[00:10:30.400 --> 00:10:36.920]  因為沙漠就是在七天快要結束的時候來的
[00:10:36.920 --> 00:10:40.360]  他為什麼不早幾個鐘頭呢 叫他放心點呢
[00:10:40.360 --> 00:10:45.680]  這是省給他一個試驗 看他能不能尊重省的話
[00:10:45.680 --> 00:10:54.080]  看他是不是能夠等候省 他就是說推卸責任
[00:10:54.080 --> 00:11:00.080]  沒有按照鎖定的日期 這裡沒有說到底還差多長時間
[00:11:00.080 --> 00:11:05.720]  也可能差一個鐘頭或者可能兩個小時 沙漠就到了
[00:11:05.720 --> 00:11:16.080]  沙漠並沒有失約 而是掃羅在最後的時刻他不能等待
[00:11:16.080 --> 00:11:21.080]  我們有時候也會這樣的 我們等待的話也很不耐煩的
[00:11:21.080 --> 00:11:24.760]  等一天兩天可以 等一個月兩個月可以
[00:11:24.760 --> 00:11:31.000]  等得太久了 那就覺得省到底還聽不聽我的禱告呢
[00:11:31.000 --> 00:11:36.440]  省還是不是信使呢 按照他的話來做呢
[00:11:36.440 --> 00:11:45.320]  這就是他就把責任推在這個沙漠的省上
[00:11:45.320 --> 00:11:51.880]  第五個理由 他就是勉強獻計
[00:11:51.880 --> 00:11:57.800]  掃羅說 我就勉強獻上還計
[00:11:57.800 --> 00:12:03.340]  這個平安計還沒獻呢 就先勉強的獻上還計
[00:12:03.340 --> 00:12:12.000]  這是一個表示他很敬畏神 獻計是敬畏神
[00:12:12.000 --> 00:12:16.600]  他說 恐怕我沒有禱告也要罰
[00:12:16.600 --> 00:12:22.160]  那麼如果我沒有禱告也要罰 我沒有獻計 我沒有禱告也要罰
[00:12:22.160 --> 00:12:27.000]  那就不能去打仗了 因為照當時的規定
[00:12:27.000 --> 00:12:33.320]  沙漠都是獻完計以後禱告了
[00:12:33.320 --> 00:12:37.240]  然後領著以色列去打仗 就打了勝仗了
[00:12:37.240 --> 00:12:41.480]  就那次在以邊以謝 沙漠有這樣的
[00:12:41.480 --> 00:12:46.760]  所以掃羅一看 沙漠是這樣的禱告了 獻計了
[00:12:46.760 --> 00:12:49.560]  然後去打仗就打了勝仗了
[00:12:49.560 --> 00:12:53.800]  那現在我要打仗 我一定要也要這樣做
[00:12:53.800 --> 00:12:57.760]  可是這前面兩個呢 應該是沙漠來做的
[00:12:57.760 --> 00:13:02.240]  沙漠來禱告 來獻計 再讓他們去打仗
[00:13:02.240 --> 00:13:06.480]  那麼沙漠沒有來怎麼辦呢 我就先來禱告
[00:13:06.480 --> 00:13:10.760]  我沒有禱告也要罰 這個仗就沒法打 就一定打敗的
[00:13:10.760 --> 00:13:16.200]  我沒有獻計 我沒有經到這個刑時 沒有經到這個手續
[00:13:16.200 --> 00:13:20.800]  那我就不能去打仗 要打仗一定會失敗
[00:13:20.800 --> 00:13:27.880]  他就把這種獻計禱告呢 看作是一種外面的形式
[00:13:27.880 --> 00:13:31.440]  看到這個怎麼說敬前 我是敬前的
[00:13:31.440 --> 00:13:35.440]  但是敬前呢 不是外面的形式
[00:13:35.440 --> 00:13:40.120]  禱告就表示我們是倚靠神
[00:13:40.120 --> 00:13:43.360]  禱告是表示我們順顧神
[00:13:43.360 --> 00:13:48.000]  獻計呢 就表示我們的心歸向神
[00:13:48.000 --> 00:13:51.880]  這個是重要的 是在我們內心
[00:13:51.880 --> 00:13:57.880]  如果我們的內心不順顧神 我們也不倚靠神
[00:13:57.880 --> 00:14:02.560]  我們口頭有禱告 那也沒有用
[00:14:02.560 --> 00:14:05.640]  如果我們心裡頭不歸向神
[00:14:05.640 --> 00:14:10.680]  你獻什麼計 你奉獻多少錢 你獻什麼禮物給神
[00:14:10.680 --> 00:14:17.920]  神也太不喜歡 重要的敬前是在內心的
[00:14:17.920 --> 00:14:24.240]  但是掃樓呢 就把這個敬前呢 看作是一種形式
[00:14:24.240 --> 00:14:27.800]  所以有些弟兄姊妹就會這樣的
[00:14:27.800 --> 00:14:31.080]  在這個薄餅紀念祖的聚會
[00:14:31.080 --> 00:14:35.440]  他們來的時候呢 遲到了 遲到很多
[00:14:35.440 --> 00:14:39.640]  已經封完餅了 已經封完杯了 他還趕著去
[00:14:39.640 --> 00:14:42.800]  我還沒吃餅呢 我們還沒喝杯呢
[00:14:42.800 --> 00:14:47.880]  他以為吃了這個餅 喝了杯 就好像得到什麼什麼祝福
[00:14:47.880 --> 00:14:53.240]  其實餅跟杯是外面表示紀念祖的形式
[00:14:53.240 --> 00:14:59.280]  如果你沒有心 趕到最後的一分鐘才來到
[00:14:59.280 --> 00:15:03.920]  那就說明你沒有這個心靈 你為什麼還要吃這個餅喝這個杯呢
[00:15:03.920 --> 00:15:10.240]  這個不過就是說 你就把這個看作是一種形式
[00:15:10.240 --> 00:15:15.120]  所以基督徒要注意的呢 就是我們要有形式
[00:15:15.120 --> 00:15:19.960]  但是我們的形式呢 必須反映這個裡面的內容
[00:15:19.960 --> 00:15:27.440]  你要禱告 應該禱告 但禱告 你的心就來到神的面前
[00:15:27.440 --> 00:15:33.040]  你要貢獻 就是說 這個是神應該得的
[00:15:33.040 --> 00:15:39.920]  我是蒙了神的恩典 我就把這一點點的東西 財物給神
[00:15:39.920 --> 00:15:43.960]  放在神面前 不但有形式
[00:15:43.960 --> 00:15:49.720]  更重要的呢 就是有裡面的實際 這是重要的
[00:15:49.720 --> 00:15:55.000]  我們也不希望 單單有形式沒有實際
[00:15:55.000 --> 00:16:03.520]  那麼這樣的話 就是得不到神真正的喜歡
[00:16:03.520 --> 00:16:09.120]  所以掃羅呢 這個失敗的原因不是一個原因
[00:16:09.120 --> 00:16:15.200]  不是他不懂 乃是他沒有真正向著神的心
[00:16:15.200 --> 00:16:21.360]  沒有遵從神所給的掃羅告訴他的話
[00:16:21.360 --> 00:16:23.600]  這是一個很大的問題
[00:16:23.600 --> 00:16:31.600]  因為他做王 並不是他在萬人之上 他就最大的了
[00:16:31.600 --> 00:16:35.480]  在以色列里做王 你能不能要聽神的話
[00:16:35.480 --> 00:16:39.400]  神是真正的王 其實神是真正的王
[00:16:39.400 --> 00:16:46.120]  這些做王呢 就是要按照神的命令來管理百姓
[00:16:46.120 --> 00:16:53.960]  神要聽神的話 那這樣的話呢 才能夠是神所呵護心意的人
[00:16:53.960 --> 00:17:04.480]  掃羅 沙漠看到掃羅的情況呢
[00:17:04.480 --> 00:17:09.600]  就跟掃羅說了 你做了糊塗事了
[00:17:09.600 --> 00:17:15.600]  你做了糊塗事 什麼叫做糊塗事呢
[00:17:15.600 --> 00:17:19.640]  糊塗事就是不聽神的話
[00:17:19.640 --> 00:17:26.240]  糊塗事就是自以為聰明 你比神還聰明
[00:17:26.240 --> 00:17:35.800]  其實呢 實際上呢 人以為的聰明呢 真是愚拙的
[00:17:35.800 --> 00:17:45.600]  什麼是糊塗事呢 不聽神的話 犯罪就是一個糊塗的事情
[00:17:45.600 --> 00:17:50.840]  至於什麼是一個愚拙的人呢 聖經說呢
[00:17:50.840 --> 00:17:55.640]  忘記神的人 不認識神的人 就是愚拙的人
[00:17:55.640 --> 00:17:59.200]  他做了糊塗的事情
[00:17:59.200 --> 00:18:09.400]  掃羅就跟他說了 你做了糊塗的事
[00:18:09.400 --> 00:18:13.400]  沒有遵守耶和華你神的命令
[00:18:13.400 --> 00:18:17.400]  那麼如果遵守 神就要建立你
[00:18:17.400 --> 00:18:21.400]  如果你遵守 你的王位可以一直做下去
[00:18:21.400 --> 00:18:26.400]  因為你沒有遵守耶和華的命令
[00:18:26.400 --> 00:18:31.400]  所以耶和華就不要你再做王了
[00:18:31.400 --> 00:18:36.400]  當然薩默說這話 也不是當時他就立刻不做王了
[00:18:36.400 --> 00:18:41.400]  掃羅做王四十年 他做了很長時間的王
[00:18:41.400 --> 00:18:47.400]  但是呢 在這樣的不遵守神的命令以後呢
[00:18:47.400 --> 00:18:50.400]  他的王位就不會長久
[00:18:50.400 --> 00:18:54.400]  真正做王也不是做得很好
[00:18:54.400 --> 00:19:01.400]  這是 第二個掃羅遮背的薩默的話
[00:19:01.400 --> 00:19:07.400]  就是他違抗神的命令 沒有滅絕亞瑪利人
[00:19:07.400 --> 00:19:15.400]  在第十五章 就因為十四章就講到
[00:19:15.400 --> 00:19:20.400]  掃羅跟約拿丹的事情 我們就跳過去不說了
[00:19:20.400 --> 00:19:25.400]  到十五章 神再給掃羅一個機會
[00:19:25.400 --> 00:19:32.400]  所以神對人的話 並不是說你一次錯了以後
[00:19:32.400 --> 00:19:35.400]  一次犯罪以後 神立刻就把你給廢掉
[00:19:35.400 --> 00:19:37.400]  立刻就不讓你做王了
[00:19:37.400 --> 00:19:41.400]  神還讓他繼續做 神給他第二機會
[00:19:41.400 --> 00:19:45.400]  看他第二機會能不能夠遵守神的命令
[00:19:45.400 --> 00:19:55.400]  這個機會就是神叫他去滅亞瑪利人
[00:19:55.400 --> 00:20:00.400]  如果掃羅在這一次能夠通過這個試驗
[00:20:00.400 --> 00:20:04.400]  能夠通過這個考驗 能夠遵從神的命令
[00:20:04.400 --> 00:20:09.400]  完全的遵從 把亞瑪利人都滅絕了
[00:20:09.400 --> 00:20:14.400]  那麼可能神會有另外一個方法
[00:20:14.400 --> 00:20:19.400]  另外一些情況來對待他
[00:20:19.400 --> 00:20:26.400]  所以神就叫沙漠對掃羅說
[00:20:26.400 --> 00:20:31.400]  他說第二節說 十五章第二節
[00:20:31.400 --> 00:20:34.400]  他說以色列出埃及的時候
[00:20:34.400 --> 00:20:37.400]  在路上亞瑪利人怎麼帶他們
[00:20:37.400 --> 00:20:40.400]  怎麼抵擋他們 我都沒有忘
[00:20:40.400 --> 00:20:46.400]  這是在很早以前的 可能在四百年以前的
[00:20:46.400 --> 00:20:50.400]  當摩西領這個以色列人出埃及以後
[00:20:50.400 --> 00:20:52.400]  他們在曠野中間
[00:20:52.400 --> 00:20:56.400]  在曠野中間是一段很長的時間
[00:20:56.400 --> 00:20:59.400]  他們經過好幾個地方
[00:20:59.400 --> 00:21:03.400]  到最後他們快要進迦南以前
[00:21:03.400 --> 00:21:07.400]  他們已經是快要到迦南了
[00:21:07.400 --> 00:21:11.400]  但是因為周圍路上都有一些
[00:21:11.400 --> 00:21:14.400]  抵擋他們的人 有一些敵人
[00:21:14.400 --> 00:21:18.400]  各的亞盟人 摩亞人 以東人
[00:21:18.400 --> 00:21:21.400]  都攔住這些以色列人
[00:21:21.400 --> 00:21:25.400]  不讓他們通過 不讓他們進到以色列
[00:21:25.400 --> 00:21:27.400]  進到迦南去
[00:21:27.400 --> 00:21:31.400]  那麼其中有一個就是亞瑪利人
[00:21:31.400 --> 00:21:34.400]  亞瑪利人他做什麼事情呢
[00:21:34.400 --> 00:21:40.400]  他就是不是正面的來跟以色列人打仗
[00:21:40.400 --> 00:21:48.400]  他乃是打那些以色列人中間的老病殘弱
[00:21:48.400 --> 00:21:53.400]  一些傷病源 一般傷病源都落在後頭的
[00:21:53.400 --> 00:21:56.400]  他就專門對付那些軟弱的人
[00:21:56.400 --> 00:22:01.400]  對付那些沒有力量來反對他們的人
[00:22:01.400 --> 00:22:04.400]  所以神非常的氣憤
[00:22:04.400 --> 00:22:10.400]  神說我要在天下滅去亞瑪利人的名號
[00:22:10.400 --> 00:22:13.400]  在四百年前神已經說了
[00:22:13.400 --> 00:22:16.400]  神一直給他們機會
[00:22:16.400 --> 00:22:18.400]  到了掃羅這個時候
[00:22:18.400 --> 00:22:25.400]  神就說你去擊打亞瑪利人
[00:22:25.400 --> 00:22:28.400]  他說他過去怎麼對待以色列人
[00:22:28.400 --> 00:22:30.400]  他說我都沒有忘
[00:22:30.400 --> 00:22:34.400]  神不忘 神記性很好
[00:22:34.400 --> 00:22:38.400]  你怎麼敬畏他 你愛他
[00:22:38.400 --> 00:22:40.400]  聽他話 神不會忘
[00:22:40.400 --> 00:22:46.400]  有些人如果抵擋神 迫害神的百姓
[00:22:46.400 --> 00:22:50.400]  壓制神的百姓 殘害神的百姓
[00:22:50.400 --> 00:22:51.400]  神不會忘
[00:22:51.400 --> 00:22:56.400]  看起來當時好像他沒有受到神的刑罰
[00:22:56.400 --> 00:22:58.400]  但神不會忘
[00:22:58.400 --> 00:23:01.400]  可能過了一段時間 或者過了幾年
[00:23:01.400 --> 00:23:05.400]  或者幾十年以後 審判才領導他們
[00:23:05.400 --> 00:23:08.400]  這裡說神都沒有忘
[00:23:08.400 --> 00:23:12.400]  因為是他的百姓 他不會忘記的
[00:23:12.400 --> 00:23:20.400]  那麼就叫掃羅去做這樣的事情
[00:23:20.400 --> 00:23:27.400]  掃羅這次倒是好好的準備
[00:23:27.400 --> 00:23:30.400]  弄了多少人 有步兵二十萬人
[00:23:30.400 --> 00:23:32.400]  還有猶大人一萬
[00:23:32.400 --> 00:23:34.400]  然後埋伏在什麼地方
[00:23:34.400 --> 00:23:46.400]  然後就能夠把他們給打贏了他們
[00:23:46.400 --> 00:23:48.400]  所以第七節說
[00:23:48.400 --> 00:23:50.400]  掃羅擊打亞馬里人
[00:23:50.400 --> 00:23:54.400]  從哈培拉一直到埃及前的蘇爾
[00:23:54.400 --> 00:23:57.400]  整個仗打下來
[00:23:57.400 --> 00:24:05.400]  他就把亞馬里的王雅迦給俘虜了
[00:24:05.400 --> 00:24:11.400]  把這些百姓也殺了很多
[00:24:11.400 --> 00:24:13.400]  但是第九節說
[00:24:13.400 --> 00:24:17.400]  掃羅和百姓卻聯繫雅迦
[00:24:17.400 --> 00:24:20.400]  這個雅迦王是不是長得很好
[00:24:20.400 --> 00:24:22.400]  或者他人很好
[00:24:22.400 --> 00:24:26.400]  外表很好 有點可惜了
[00:24:26.400 --> 00:24:28.400]  把這麼好一個人給殺掉
[00:24:28.400 --> 00:24:32.400]  所以這個掃羅就留下他
[00:24:32.400 --> 00:24:38.400]  那百姓也是看到這牛羊很好
[00:24:38.400 --> 00:24:41.400]  所以他就捨不得把這個牛羊
[00:24:41.400 --> 00:24:44.400]  也按照神的命令把他給去掉
[00:24:44.400 --> 00:24:49.400]  所以他們就把他留下來了
[00:24:49.400 --> 00:24:51.400]  不遵守神的命令
[00:24:51.400 --> 00:24:54.400]  神的命令叫他滅境
[00:24:54.400 --> 00:24:58.400]  他們所有的不可聯繫他們
[00:24:58.400 --> 00:25:00.400]  不要覺得他們很可憐
[00:25:00.400 --> 00:25:02.400]  你就聯繫他們了
[00:25:02.400 --> 00:25:06.400]  他說你要把男女吃奶的羊
[00:25:06.400 --> 00:25:11.400]  吃奶的跟牛羊駱駝驢進都殺死
[00:25:11.400 --> 00:25:13.400]  神有他的原因
[00:25:13.400 --> 00:25:15.400]  神要把他們滅境
[00:25:15.400 --> 00:25:17.400]  因為他們所做的
[00:25:17.400 --> 00:25:20.400]  是神都沒有忘記
[00:25:20.400 --> 00:25:25.400]  但是掃羅卻是把這些
[00:25:25.400 --> 00:25:33.400]  他認為好的東西給留下來了
[00:25:33.400 --> 00:25:37.400]  薩摩爾就責備了
[00:25:37.400 --> 00:25:39.400]  他還沒有去以前
[00:25:39.400 --> 00:25:42.400]  神的話已經臨到薩摩爾說
[00:25:42.400 --> 00:25:44.400]  他說我立掃羅為王
[00:25:44.400 --> 00:25:46.400]  我後悔了
[00:25:46.400 --> 00:25:49.400]  因為他轉去不跟從我
[00:25:49.400 --> 00:25:52.400]  不遵從我的命令
[00:25:52.400 --> 00:25:54.400]  神怎麼後悔呢
[00:25:54.400 --> 00:25:57.400]  神的後悔是不是像我們一樣的後悔呢
[00:25:57.400 --> 00:25:58.400]  不是
[00:25:58.400 --> 00:26:00.400]  神的後悔就是
[00:26:00.400 --> 00:26:05.400]  他要用另外一個方法來對待掃羅了
[00:26:05.400 --> 00:26:07.400]  他立他為王
[00:26:07.400 --> 00:26:10.400]  現在我要改變這個方法了
[00:26:10.400 --> 00:26:14.400]  這個就是神的後悔
[00:26:14.400 --> 00:26:18.400]  神並不是說我當時沒有想好
[00:26:18.400 --> 00:26:20.400]  結果我錯了
[00:26:20.400 --> 00:26:21.400]  我就後悔了
[00:26:21.400 --> 00:26:25.400]  就像我們沒有預料到會發生這樣的情況
[00:26:25.400 --> 00:26:27.400]  我沒有預料到
[00:26:27.400 --> 00:26:29.400]  現在我後悔我不應該這麼做
[00:26:29.400 --> 00:26:30.400]  神不是
[00:26:30.400 --> 00:26:31.400]  神知道一切
[00:26:31.400 --> 00:26:33.400]  但他對待人呢
[00:26:33.400 --> 00:26:35.400]  他有他的方法
[00:26:35.400 --> 00:26:37.400]  現在看見掃羅
[00:26:37.400 --> 00:26:38.400]  他不聽神的話
[00:26:38.400 --> 00:26:41.400]  神用另外一個方法來對待他
[00:26:41.400 --> 00:26:43.400]  就不是原先的方法了
[00:26:43.400 --> 00:26:46.400]  就不讓他做王
[00:26:46.400 --> 00:26:50.400]  那麼神就後悔了
[00:26:50.400 --> 00:26:53.400]  沙漠變身憂愁
[00:26:53.400 --> 00:26:56.400]  他就很憂愁了
[00:26:56.400 --> 00:26:58.400]  為什麼呢
[00:26:58.400 --> 00:27:01.400]  掃羅為什麼做了王
[00:27:01.400 --> 00:27:03.400]  他不聽神的話
[00:27:03.400 --> 00:27:06.400]  這叫神很傷心
[00:27:06.400 --> 00:27:09.400]  也叫沙漠很傷心
[00:27:09.400 --> 00:27:17.400]  所以他就去到掃羅那裡了
[00:27:17.400 --> 00:27:20.400]  所以有人第十二節
[00:27:20.400 --> 00:27:22.400]  十五章的第十二節
[00:27:22.400 --> 00:27:24.400]  就看到了
[00:27:24.400 --> 00:27:26.400]  有人告訴沙漠說
[00:27:26.400 --> 00:27:29.400]  掃羅已經到了加密了
[00:27:29.400 --> 00:27:31.400]  在那裡立了紀念碑
[00:27:31.400 --> 00:27:33.400]  紀念碑什麼
[00:27:33.400 --> 00:27:36.400]  紀念他這次打仗的勝利
[00:27:36.400 --> 00:27:38.400]  紀念他的功勞
[00:27:38.400 --> 00:27:44.400]  他把亞馬里人怎麼滅了
[00:27:44.400 --> 00:27:47.400]  那麼掃羅就到了
[00:27:47.400 --> 00:27:49.400]  沙漠就到了掃羅那裡了
[00:27:49.400 --> 00:27:51.400]  掃羅對他說
[00:27:51.400 --> 00:27:53.400]  掃羅以為他做的挺好
[00:27:53.400 --> 00:27:54.400]  沙漠也不知道
[00:27:54.400 --> 00:27:56.400]  他說願耶化賜福給你
[00:27:56.400 --> 00:27:57.400]  他對先知還說
[00:27:57.400 --> 00:27:59.400]  願耶化賜福給你
[00:27:59.400 --> 00:28:03.400]  說他做的很好了
[00:28:03.400 --> 00:28:05.400]  那麼沙漠就說了
[00:28:05.400 --> 00:28:07.400]  還說耶化的命令
[00:28:07.400 --> 00:28:08.400]  我已經遵守了
[00:28:08.400 --> 00:28:11.400]  我已經把亞馬里人給滅了
[00:28:11.400 --> 00:28:13.400]  沙漠說我怎麼聽見
[00:28:13.400 --> 00:28:15.400]  還有牛羊的聲音呢
[00:28:15.400 --> 00:28:18.400]  這從哪裡來的呢
[00:28:18.400 --> 00:28:21.400]  他以為他能瞞得過去
[00:28:21.400 --> 00:28:24.400]  其實先知已經知道了
[00:28:24.400 --> 00:28:27.400]  沙漠到底你做的怎麼樣
