
[00:00:00.000 --> 00:00:02.800]  這個比喻一開始就提到
[00:01:45.480 --> 00:01:49.160]  第三個僕人他就給了另一袋一千元的銀子給他
[00:01:49.160 --> 00:01:53.360]  第三個人收到了一千塊錢的銀子
[00:01:53.360 --> 00:01:57.560]  第一個僕人就將他收到的錢就去做買賣
[00:01:57.560 --> 00:02:00.880]  第一個僕人將他收到的錢去做買賣
[00:02:00.880 --> 00:02:02.680]  就賺多五千元回來
[00:02:02.680 --> 00:02:05.320]  就賺多了五千塊錢回來
[00:02:05.320 --> 00:02:09.000]  第二個僕人就拿這些錢又是這樣做法
[00:02:09.000 --> 00:02:11.720]  第二個僕人也是拿了這些錢同樣的做法
[00:02:11.720 --> 00:02:13.240]  又賺到二千元回來
[00:02:13.240 --> 00:02:15.840]  也賺了兩千塊錢回來
[00:02:15.840 --> 00:02:17.520]  第三個僕人他怎麼做
[00:02:17.520 --> 00:02:18.920]  第三個僕人怎麼做呢
[00:02:18.920 --> 00:02:20.400]  他就掘一個洞
[00:02:20.400 --> 00:02:21.640]  他就挖了一個洞
[00:02:21.640 --> 00:02:25.280]  就將一袋袋的銀子
[00:02:25.280 --> 00:02:26.840]  就收在那個洞裏面
[00:02:26.840 --> 00:02:28.920]  就放在那個洞裏面
[00:02:28.920 --> 00:02:30.840]  就挖了一個洞 放在洞裏面
[00:02:30.840 --> 00:02:33.480]  然後用土埋起來
[00:02:33.480 --> 00:02:35.800]  過了很多 過了一段時間
[00:02:35.800 --> 00:02:37.520]  過了一段時間
[00:02:37.520 --> 00:02:40.360]  不知道是幾年的月
[00:02:40.360 --> 00:02:42.800]  一個個禮拜 兩個禮拜 一個月
[00:02:42.800 --> 00:02:44.480]  甚至不知道多久 很久
[00:02:44.480 --> 00:02:45.560]  我們不知道多久
[00:02:45.560 --> 00:02:48.360]  有可能是一年兩年或者一個月 一個星期
[00:02:48.360 --> 00:02:50.600]  我們不知道有多久 過了多久
[00:02:50.600 --> 00:02:52.640]  主人就回來跟他們算帳
[00:02:52.640 --> 00:02:54.480]  主人就回來跟他們算帳
[00:02:54.480 --> 00:02:55.920]  就說看看他們
[00:02:55.920 --> 00:02:59.560]  他們怎樣管理這些錢 這些銀幣
[00:02:59.560 --> 00:03:03.760]  就要來看一下他們是怎樣來管理這些銀幣的
[00:03:03.760 --> 00:03:06.400]  故事的比喻裏面講到
[00:03:06.400 --> 00:03:10.600]  這個比喻裏面說了什麼
[00:03:10.600 --> 00:03:14.120]  就說主人就這樣對他的僕人說
[00:03:14.120 --> 00:03:16.680]  這個主人就這樣對他的僕人說
[00:03:16.680 --> 00:03:20.600]  好 你這個良善又忠心的僕人
[00:03:20.600 --> 00:03:23.880]  好 你這個又良善又忠心的僕人
[00:03:23.880 --> 00:03:27.960]  你在這些小事上面很忠心
[00:03:27.960 --> 00:03:30.000]  你在這些小事上忠心
[00:03:30.000 --> 00:03:32.640]  我就把許多的事派來去管理
[00:03:32.640 --> 00:03:34.600]  我就把許多的事派來去管理
[00:03:34.600 --> 00:03:38.160]  你可以來一起跟你的主人一同快樂
[00:03:38.160 --> 00:03:42.040]  你可以進來跟你主人去享受快樂
[00:03:42.040 --> 00:03:43.840]  第二個僕人就回來
[00:03:43.840 --> 00:03:45.680]  主人又跟他說
[00:03:45.680 --> 00:03:47.080]  第二個僕人進來
[00:03:47.080 --> 00:03:48.640]  主人又跟他說
[00:03:48.640 --> 00:03:52.000]  他的對話是一樣的
[00:03:52.000 --> 00:03:55.120]  又說你這個良善忠心的僕人
[00:03:55.120 --> 00:03:58.400]  說你這個良善又忠心的僕人
[00:03:58.400 --> 00:04:02.080]  你在這些小事上面非常忠心
[00:04:02.080 --> 00:04:04.240]  你在這些小事上面非常的忠心
[00:04:04.240 --> 00:04:07.560]  我會把更大的事情交給你去管理
[00:04:07.560 --> 00:04:09.840]  我會把更大的事情交給你去管理
[00:04:09.840 --> 00:04:12.920]  你可以進來跟我一起快樂
[00:04:12.920 --> 00:04:14.840]  你可以進來跟我一起快樂
[00:04:14.840 --> 00:04:16.600]  第三個僕人他怎樣說的
[00:04:16.600 --> 00:04:17.960]  第三個僕人他是怎樣說的
[00:04:17.960 --> 00:04:19.440]  他見到主人回來的時候
[00:04:19.440 --> 00:04:20.640]  你猜他怎樣說的
[00:04:20.640 --> 00:04:22.680]  他見到主人回來之後說了些什麼
[00:04:22.680 --> 00:04:23.720]  他怎樣說的
[00:04:23.720 --> 00:04:25.000]  他說
[00:04:25.000 --> 00:04:25.960]  他說
[00:04:25.960 --> 00:04:27.480]  他說我知道
[00:04:27.480 --> 00:04:28.920]  我知道
[00:04:28.920 --> 00:04:30.280]  知道這個主人
[00:04:30.280 --> 00:04:32.800]  知道你這個主人
[00:04:32.800 --> 00:04:36.360]  是一個很忍心的人
[00:04:36.360 --> 00:04:38.760]  是一個很忍心的人
[00:04:38.760 --> 00:04:41.080]  沒有種就要收割
[00:04:41.080 --> 00:04:43.680]  沒有種的你要收割
[00:04:43.680 --> 00:04:46.960]  沒有殺種的就要殮辣
[00:04:46.960 --> 00:04:50.160]  沒有殺種的你也要去收辣
[00:04:50.160 --> 00:04:51.680]  所以我很害怕
[00:04:51.680 --> 00:04:52.960]  所以我很害怕
[00:04:52.960 --> 00:04:55.640]  我就把那一千塊錢收起來
[00:04:55.640 --> 00:04:58.240]  我就把你給我的一千塊錢收起來
[00:04:58.240 --> 00:05:02.440]  你猜那個主人接不接受這個解釋呢
[00:05:02.440 --> 00:05:05.920]  你猜這個主人接不接受這樣的解釋
[00:05:05.920 --> 00:05:07.480]  那個主人當然不接受
[00:05:07.480 --> 00:05:08.720]  這個主人當然不接受
[00:05:08.720 --> 00:05:10.640]  因為那個主人知道
[00:05:10.640 --> 00:05:13.320]  他在這裡是亂屋幹
[00:05:13.320 --> 00:05:16.680]  因為這個主人知道這個僕人是在亂說
[00:05:16.680 --> 00:05:18.360]  他知道亂說
[00:05:18.360 --> 00:05:19.520]  他就怎樣跟人說
[00:05:19.520 --> 00:05:21.200]  那主人怎樣回答他
[00:05:21.200 --> 00:05:23.440]  那這個主人知道僕人在亂說的話
[00:05:23.440 --> 00:05:25.680]  他是怎樣回答這個僕人的呢
[00:05:25.680 --> 00:05:28.560]  你這個又惡又懶的僕人
[00:05:28.560 --> 00:05:30.640]  你這個又惡又懶的僕人
[00:05:30.640 --> 00:05:35.160]  既然你知道我是不種的地方都要收割
[00:05:35.160 --> 00:05:38.040]  既然你知道我沒有種的地方也要收割
[00:05:38.040 --> 00:05:40.880]  沒有殺種的地方
[00:05:40.880 --> 00:05:44.440]  都要接受罪檢
[00:05:44.440 --> 00:05:49.080]  沒有殺種的地方也要據臉
[00:05:49.080 --> 00:05:50.480]  其實這個僕人
[00:05:50.480 --> 00:05:51.960]  其實這個僕人
[00:05:51.960 --> 00:05:54.280]  他一直都沒有信心
[00:05:54.280 --> 00:05:56.480]  他其實非常沒有信心
[00:05:56.480 --> 00:06:00.240]  因為他一直都不相信主人會回來
[00:06:00.240 --> 00:06:02.560]  因為他一直都不相信主人會回來
[00:06:02.560 --> 00:06:03.800]  主人就說
[00:06:03.800 --> 00:06:06.640]  其實你可以去把銀紙
[00:06:06.640 --> 00:06:11.880]  放在收利息都好過在洞裏收起來
[00:06:11.880 --> 00:06:14.240]  主人說你把這些錢拿去收利息
[00:06:14.240 --> 00:06:16.000]  都好過放在洞裏面
[00:06:16.000 --> 00:06:18.600]  因為他知道那個僕人知道
[00:06:18.600 --> 00:06:20.400]  心想
[00:06:20.400 --> 00:06:22.320]  因為那個僕人知道
[00:06:22.320 --> 00:06:24.960]  如果他不回來那些錢就變成我的了
[00:06:24.960 --> 00:06:26.600]  如果僕人知道
[00:06:26.600 --> 00:06:29.520]  如果主人不回來那些錢就會變成他自己的
[00:06:29.520 --> 00:06:31.720]  如果存了進去給人拿利息
[00:06:31.720 --> 00:06:34.400]  就被人知道那些錢是主人的了
[00:06:34.400 --> 00:06:36.280]  如果他拿這些錢去收利息
[00:06:36.280 --> 00:06:39.560]  就被人知道這些錢是他主人的了嗎
[00:06:39.560 --> 00:06:41.480]  這種的心態就是
[00:06:41.480 --> 00:06:45.320]  一般學者都是覺得這個是很大的原因
[00:06:45.320 --> 00:06:49.720]  這個原因很多的學者都覺得是這個原因
[00:06:49.720 --> 00:06:57.800]  結果那個主人就將那個僕人趕了出去
[00:06:57.800 --> 00:07:01.080]  結果主人就將這個僕人趕出去
[00:07:01.080 --> 00:07:05.680]  和他主人的家分開了
[00:07:05.680 --> 00:07:07.440]  和他分開了
[00:07:07.440 --> 00:07:10.000]  把他從家裏趕出去
[00:07:10.000 --> 00:07:14.440]  只有在外面裏面受到痛苦和悲傷
[00:07:14.440 --> 00:07:15.280]  而在外面
[00:07:15.280 --> 00:07:17.680]  僕人在外面受到痛苦和悲傷
[00:07:17.680 --> 00:07:21.400]  其實這個比喻
[00:07:21.400 --> 00:07:25.760]  我們就看到有幾個事情我們可以看得出來
[00:07:25.760 --> 00:07:28.240]  我們可以看得出幾件事情
[00:07:28.240 --> 00:07:32.560]  神賜給我們每個人屬靈的恩賜去侍奉祂
[00:07:32.560 --> 00:07:36.720]  神賜給我們每個人屬靈的恩賜來侍奉祂
[00:07:36.720 --> 00:07:37.760]  我們好像這樣
[00:07:37.760 --> 00:07:42.320]  好像我們美國有「美國的大人秀」
[00:07:42.320 --> 00:07:43.320]  中國都有
[00:07:43.320 --> 00:07:45.840]  我們知道美國有「美國的大人秀」
[00:07:45.840 --> 00:07:49.480]  那我們中國也有「中國的大人秀」
[00:07:49.480 --> 00:07:52.160]  剛剛就是那個10月期間
[00:07:52.160 --> 00:07:55.320]  就有一個傭兵的這位先生
[00:07:55.320 --> 00:07:58.760]  就用了2000個無人駕駛的Drones
[00:07:58.760 --> 00:08:01.480]  在敦煌那裏有表演
[00:08:01.480 --> 00:08:03.160]  就是在10月份
[00:08:03.160 --> 00:08:07.240]  就這個先生他在架起了很多東西
[00:08:07.240 --> 00:08:09.160]  然後在敦煌那邊在表演
[00:08:09.160 --> 00:08:13.120]  我就用這些無人駕駛的飛機
[00:08:13.120 --> 00:08:13.960]  就做了一個表演
[00:08:13.960 --> 00:08:17.200]  就贏了這個冠軍
[00:08:17.200 --> 00:08:19.720]  他用飛機去拍攝
[00:08:19.720 --> 00:08:22.040]  無人機去拍攝
[00:08:22.040 --> 00:08:23.920]  然後就贏得了這個冠軍
[00:08:23.920 --> 00:08:27.560]  其實我們神都給了我們T4C的弟兄姊妹
[00:08:27.560 --> 00:08:28.360]  很多Talent
[00:08:28.360 --> 00:08:30.800]  很多的恩賜
[00:08:30.800 --> 00:08:35.840]  其實神也給了我們T4C的弟兄姊妹們很多恩賜
[00:08:35.840 --> 00:08:38.240]  T4C都有很多的恩賜
[00:08:38.240 --> 00:08:40.280]  T4C也有很多的大人秀
[00:08:40.280 --> 00:08:45.880]  無論是在這個合唱團的施工裏面
[00:08:45.880 --> 00:08:48.440]  無論是在合唱團的施工裏面
[00:08:48.440 --> 00:08:53.080]  神都給了合唱團的弟兄姊妹有不同的恩賜當中
[00:08:53.080 --> 00:08:57.360]  神也給了合唱團裏面的弟兄姊妹們不同的恩賜
[00:08:57.360 --> 00:09:01.960]  神是按照每個人的財綱再去給恩賜的
[00:09:01.960 --> 00:09:04.600]  神是按照每個人的財綱去給人恩賜的
[00:09:04.600 --> 00:09:06.280]  好像剛才那個比喻一樣
[00:09:06.280 --> 00:09:07.800]  就好像剛才那個比喻一樣
[00:09:07.800 --> 00:09:15.200]  主人就按照那些僕人的財綱去給他們的恩賜去給他們的伴侶一樣
[00:09:15.200 --> 00:09:16.880]  就好像剛才那個比喻裏面
[00:09:16.880 --> 00:09:23.640]  那個主人會按照這些僕人的財綱去給他們不同的恩賜
[00:09:23.640 --> 00:09:29.720]  我們合唱團當中可能有很多有侍奉恩賜的人在當中
[00:09:29.720 --> 00:09:33.320]  我們合唱團裏面也許會有侍奉人
[00:09:33.320 --> 00:09:35.520]  服侍人這樣子的恩賜在當中
[00:09:35.520 --> 00:09:38.840]  那些詩譜是誰寫誰來唱的
[00:09:38.840 --> 00:09:39.680]  詩譜嗎?
[00:09:39.680 --> 00:09:43.120]  好像是唱詩般的詩譜
[00:09:43.120 --> 00:09:44.760]  會有人來寫
[00:09:44.760 --> 00:09:47.600]  哪個有人去負責領導合唱團?
[00:09:47.600 --> 00:09:49.480]  有誰來領導合唱團?
[00:09:49.480 --> 00:09:51.400]  裏面當中有不同的恩賜
[00:09:51.400 --> 00:09:54.120]  裏面當中有不同的恩賜
[00:09:54.120 --> 00:09:57.760]  但是都是將這個的侍奉去榮耀神
[00:09:57.760 --> 00:10:00.000]  但是都是用這些侍奉來服侍神
[00:10:00.000 --> 00:10:05.000]  這個的我們T-Force的Talent系統
[00:10:05.000 --> 00:10:06.720]  世俗上的Talent系統
[00:10:06.720 --> 00:10:12.240]  我們在T-Force裏面的這些恩賜是跟地上的世界上的恩賜是不一樣的
[00:10:12.240 --> 00:10:16.800]  我們是用那些恩賜來榮耀神
[00:10:16.800 --> 00:10:20.040]  我們是用這些恩賜來榮耀神
[00:10:20.040 --> 00:10:23.160]  是我們信主之後我們就得到他們的恩賜
[00:10:23.160 --> 00:10:25.600]  我們信主之後就得到了這樣的恩賜
[00:10:25.600 --> 00:10:27.240]  但是在世俗裏面
[00:10:27.240 --> 00:10:28.560]  但是在世俗裏面
[00:10:28.560 --> 00:10:31.280]  我們用我們的才能去表現自己
[00:10:31.280 --> 00:10:34.760]  我們用自己的才能去表現自己
[00:10:34.760 --> 00:10:37.440]  我們分別就是去榮耀神
[00:10:37.440 --> 00:10:39.840]  我們分別就是沒有在榮耀神
[00:10:39.840 --> 00:10:42.040]  我們第二個點可以看得出來
[00:10:42.040 --> 00:10:44.120]  我們第二點可以看出
[00:10:44.120 --> 00:10:52.320]  做神中心的管家是被投資所帶來的實質回報
[00:10:52.320 --> 00:11:00.520]  而會比投資所帶來的實際回報更能使神喜悅
[00:11:00.520 --> 00:11:04.840]  我在我來T-Force之前
[00:11:04.840 --> 00:11:10.240]  我在馬里蘭州做工做了18年
[00:11:10.240 --> 00:11:16.520]  這18年裏面每三個月就收到一張連結單
[00:11:16.520 --> 00:11:18.560]  就會收到一張單子
[00:11:18.560 --> 00:11:21.920]  就說我的退休戶口的回報率是多少
[00:11:21.920 --> 00:11:26.120]  就會一張收入的這樣的單子
[00:11:26.120 --> 00:11:29.400]  會告訴他退休之後的退休金有多少
[00:11:29.400 --> 00:11:31.720]  我們退休就是我們每個月都供款
[00:11:31.720 --> 00:11:33.280]  他說退休的時候不同的戶口
[00:11:33.280 --> 00:11:36.920]  將來有些投資的會跟我們做投資
[00:11:36.920 --> 00:11:38.960]  就是退休之後會把錢
[00:11:38.960 --> 00:11:40.840]  就是會在工作的時候
[00:11:40.840 --> 00:11:44.880]  把錢放在一些不同的退休的戶口裏面去做投資
[00:11:44.880 --> 00:11:50.080]  但是在這個比喻當中我們看得到
[00:11:50.080 --> 00:11:53.920]  神不是看你是賺了五千元還是賺了兩千元
[00:11:53.920 --> 00:11:57.320]  神不是要看我們是賺了五千塊還是兩千塊
[00:11:57.320 --> 00:11:58.840]  或者是賺了一千塊
[00:11:58.840 --> 00:12:00.520]  還是賺了一千塊
[00:12:00.520 --> 00:12:05.560]  神是看我們有沒有一個中心的使用祂的神給我們的恩賜
[00:12:05.560 --> 00:12:09.320]  我們是要看我們有沒有中心的用神給我們的恩賜
[00:12:09.320 --> 00:12:13.040]  所以第三個僕人是被責罰的原因
[00:12:13.040 --> 00:12:15.520]  所以第三個僕人被責罰的原因
[00:12:15.520 --> 00:12:18.360]  因為他不明白天國的會計原則
[00:12:18.360 --> 00:12:21.440]  因為他不明白天國的會計原則
[00:12:21.440 --> 00:12:25.400]  我們地上的會計原則就告訴我們
[00:12:25.400 --> 00:12:28.520]  我們地上的會計原則就會告訴我們
[00:12:28.520 --> 00:12:31.640]  就是你的投資戶口是賺了多少錢多少錢
[00:12:31.640 --> 00:12:35.040]  你就是成功了
[00:12:35.040 --> 00:12:38.440]  你的投資的戶口裏面有賺了多少多少錢
[00:12:38.440 --> 00:12:39.600]  你就成功了
[00:12:39.600 --> 00:12:44.120]  第三個僕人他因為是不信主耶穌會再回來
[00:12:44.120 --> 00:12:47.080]  第三個僕人因為不信主耶穌會再回來
[00:12:47.080 --> 00:12:50.200]  當主人來跟他算賬的時候
[00:12:50.200 --> 00:12:52.680]  所以當主人來跟他算賬的時候
[00:12:52.680 --> 00:12:56.480]  他以為給他一個好像保基一樣的信用卡
[00:12:56.480 --> 00:12:57.320]  這樣就可以了
[00:12:57.320 --> 00:12:58.560]  以為這樣就可以了
[00:12:58.560 --> 00:13:01.320]  他以為會是像那個銀行卡
[00:13:01.320 --> 00:13:01.360]  他以為是像那個銀行卡
[00:13:01.360 --> 00:13:01.360]  他以為是像那個銀行卡
[00:13:01.360 --> 00:13:01.360]  他以為是像那個銀行卡
[00:13:01.360 --> 00:13:01.360]  他以為是像那個銀行卡
[00:13:01.360 --> 00:13:01.400]  他以為是像那個銀行卡
[00:13:01.400 --> 00:13:01.440]  他以為是像那個銀行卡
[00:13:01.440 --> 00:13:01.440]  他以為是像那個銀行卡
[00:13:01.440 --> 00:13:07.200]  但是他缺乏了一個信心
[00:13:07.200 --> 00:13:07.240]  但是他缺乏了一個信心
[00:13:07.240 --> 00:13:09.000]  但是他缺乏了一個信心
[00:13:09.000 --> 00:13:11.440]  因為我們是做一個忠心的僕人
[00:13:11.440 --> 00:13:16.640]  就是要忠心地去運用、管理、賦予我們的恩賜
[00:13:16.640 --> 00:13:19.480]  因為我們作為一個有信心的僕人
[00:13:19.480 --> 00:13:23.760]  就是要有信心地去用神給我們的恩賜
[00:13:23.760 --> 00:13:27.200]  第三點可以從這個比喻看得出來
[00:13:27.200 --> 00:13:27.200]  第三點可以從這個比喻看得出來
[00:13:27.200 --> 00:13:27.200]  第三點可以從這個比喻看得出來
[00:13:27.200 --> 00:13:27.200]  第三點可以從這個比喻看得出來
[00:13:27.200 --> 00:13:27.200]  第三點可以從這個比喻看得出來
[00:13:27.200 --> 00:13:27.200]  第三點可以從這個比喻看得出來
[00:13:27.200 --> 00:13:27.200]  第三點可以從這個比喻看得出來
[00:13:27.200 --> 00:13:27.200]  第三點可以從這個比喻看得出來
[00:13:27.200 --> 00:13:27.200]  第三點可以從這個比喻看得出來
[00:13:27.200 --> 00:13:32.200]  第三點可以從這個比喻看得出來
[00:13:32.200 --> 00:13:32.200]  忠心服事會帶來祝福和獎賞
[00:13:32.200 --> 00:13:32.200]  忠心服事會帶來祝福和獎賞
[00:13:32.200 --> 00:13:37.200]  忠心服事會帶來祝福和獎賞
[00:13:37.200 --> 00:13:37.200]  當頭兩個僕人去見主人的時候
[00:13:37.200 --> 00:13:42.200]  當頭兩個僕人去見主人的時候
[00:13:42.200 --> 00:13:42.200]  前面兩個僕人去見主人的時候
[00:13:42.200 --> 00:13:42.200]  前面兩個僕人去見主人的時候
[00:13:42.200 --> 00:13:42.200]  前面兩個僕人去見主人的時候
[00:13:42.200 --> 00:13:42.200]  主人說你可以來歡喜快樂
[00:13:42.200 --> 00:13:47.200]  主人說你可以來歡喜快樂
[00:13:47.200 --> 00:13:47.200]  主人說你可以來跟我一同歡喜快樂
[00:13:47.200 --> 00:13:47.200]  主人說你可以來跟我一同歡喜快樂
[00:13:47.200 --> 00:13:47.200]  主人說你可以來跟我一同歡喜快樂
[00:13:47.200 --> 00:13:47.200]  主人說你可以來跟我一同歡喜快樂
[00:13:47.200 --> 00:13:47.200]  主人說你可以來跟我一同歡喜快樂
[00:13:47.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:13:57.200]  主人說你可以來跟我一同歡喜快樂
[00:13:57.200 --> 00:14:02.240]  主人說你可以來跟我一同歡喜快樂
[00:14:17.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:27.200]  主人說你可以來跟我一同歡喜快樂
[00:14:27.200 --> 00:14:32.240]  主人說你可以來跟我一同歡喜快樂
[00:14:47.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.200]  主人說你可以來跟我一同歡喜快樂
[00:14:57.200 --> 00:14:57.240]  主人說你可以來跟我一同歡喜快樂
[00:15:17.200 --> 00:15:27.200]  主人說你可以來跟我一同歡喜快樂
[00:15:27.200 --> 00:15:27.200]  主人說你可以來跟我一同歡喜快樂
[00:15:27.200 --> 00:15:32.200]  主人說你可以來跟我一同歡喜快樂
[00:15:32.200 --> 00:15:32.200]  主人說你可以來跟我一同歡喜快樂
[00:15:32.200 --> 00:15:32.200]  主人說你可以來跟我一同歡喜快樂
[00:15:32.200 --> 00:15:37.200]  主人說你可以來跟我一同歡喜快樂
[00:15:37.200 --> 00:15:37.200]  主人說你可以來跟我一同歡喜快樂
[00:15:37.200 --> 00:15:37.200]  主人說你可以來跟我一同歡喜快樂
[00:15:37.200 --> 00:15:37.200]  主人說你可以來跟我一同歡喜快樂
[00:15:37.200 --> 00:15:37.200]  主人說你可以來跟我一同歡喜快樂
[00:15:37.200 --> 00:15:37.200]  主人說你可以來跟我一同歡喜快樂
[00:15:37.200 --> 00:15:37.200]  主人說你可以來跟我一同歡喜快樂
[00:15:37.200 --> 00:15:37.200]  主人說你可以來跟我一同歡喜快樂
[00:15:37.200 --> 00:15:37.200]  主人說你可以來跟我一同歡喜快樂
[00:15:37.200 --> 00:15:37.200]  主人說你可以來跟我一同歡喜快樂
[00:15:37.200 --> 00:15:57.200]  主人說你可以來跟我一同歡喜快樂
[00:15:57.200 --> 00:15:57.200]  主人說你可以來跟我一同歡喜快樂
[00:15:57.200 --> 00:15:57.200]  主人說你可以來跟我一同歡喜快樂
[00:15:57.200 --> 00:15:57.200]  主人說你可以來跟我一同歡喜快樂
[00:15:57.200 --> 00:15:57.200]  主人說你可以來跟我一同歡喜快樂
[00:15:57.200 --> 00:15:57.200]  主人說你可以來跟我一同歡喜快樂
[00:15:57.200 --> 00:15:57.200]  主人說你可以來跟我一同歡喜快樂
