
[00:00:00.000 --> 00:00:01.560]  記得在中學的時候
[00:01:17.200 --> 00:01:19.400]  唯有再安排下一次
[00:01:19.400 --> 00:01:22.000]  我們於是就沒辦法了
[00:01:22.000 --> 00:01:23.000]  東西都準備好
[00:01:23.000 --> 00:01:25.800]  等同學一起出發
[00:01:25.800 --> 00:01:27.400]  出發到
[00:01:27.400 --> 00:01:28.800]  終於去到那個地方
[00:01:28.800 --> 00:01:29.800]  一路沿著綠景
[00:01:29.800 --> 00:01:31.200]  一路去找這個地方
[00:01:31.200 --> 00:01:33.600]  一路那條路線我們沒去過的
[00:01:33.600 --> 00:01:35.800]  我們就拿著指南針
[00:01:35.800 --> 00:01:36.800]  找到地方
[00:01:36.800 --> 00:01:40.200]  到黃昏那裡留下露營
[00:01:40.200 --> 00:01:42.400]  後來那個地方挺漂亮的
[00:01:42.400 --> 00:01:43.600]  挺好的環境
[00:01:43.600 --> 00:01:44.800]  第二天早上
[00:01:44.800 --> 00:01:48.000]  我們準備又按著我們的行程走了
[00:01:48.000 --> 00:01:50.000]  不過當我們走的時候發覺到
[00:01:50.000 --> 00:01:51.600]  原來前面的路
[00:01:51.600 --> 00:01:54.200]  就因為火燒山
[00:01:54.200 --> 00:01:55.200]  燒了
[00:01:55.200 --> 00:01:57.600]  就黑漆漆一片的
[00:01:57.600 --> 00:01:58.800]  你要經過那些路
[00:01:58.800 --> 00:02:00.400]  就會碰到樹木
[00:02:00.400 --> 00:02:03.600]  一定會令你的衣褲變成
[00:02:03.600 --> 00:02:05.800]  那些炭都黏在身上
[00:02:05.800 --> 00:02:07.000]  當時我們想
[00:02:07.000 --> 00:02:08.800]  不如我們調頭走吧
[00:02:08.800 --> 00:02:09.800]  因為為什麼呢?
[00:02:09.800 --> 00:02:12.200]  因為既然這次已經是
[00:02:12.200 --> 00:02:15.400]  不會計算我們的行程了
[00:02:15.400 --> 00:02:17.000]  你怎麼走得好走得快
[00:02:17.000 --> 00:02:18.400]  準時到達都沒用了
[00:02:18.400 --> 00:02:20.800]  因為一開始已經遲到了
[00:02:20.800 --> 00:02:21.800]  我們想想
[00:02:21.800 --> 00:02:23.000]  這裡也挺好的
[00:02:23.000 --> 00:02:25.000]  我們在這裡下午玩玩吧
[00:02:25.000 --> 00:02:25.800]  留久一點
[00:02:25.800 --> 00:02:28.600]  然後回到品嶺就走
[00:02:28.600 --> 00:02:30.200]  不過後來我們也決定
[00:02:30.200 --> 00:02:31.200]  往前走
[00:02:31.200 --> 00:02:32.800]  因為既然我們雖然
[00:02:32.800 --> 00:02:35.400]  這次已經不合乎資格
[00:02:35.400 --> 00:02:38.600]  但我們覺得值得去探索一下
[00:02:38.600 --> 00:02:40.000]  我們既然已經準備了
[00:02:40.000 --> 00:02:42.000]  我們已經看過路程
[00:02:42.000 --> 00:02:43.400]  雖然這條路
[00:02:43.400 --> 00:02:44.800]  是比較好像
[00:02:44.800 --> 00:02:45.800]  黑漆漆的
[00:02:45.800 --> 00:02:46.800]  就是不想走的
[00:02:46.800 --> 00:02:48.600]  這些灰炭很多
[00:02:48.600 --> 00:02:49.600]  但是也要走
[00:02:49.600 --> 00:02:51.600]  我們走了之後
[00:02:51.600 --> 00:02:54.000]  發覺到了八仙嶺
[00:02:54.000 --> 00:02:55.600]  又另一個境界
[00:02:55.600 --> 00:02:56.600]  很漂亮
[00:02:56.600 --> 00:02:57.400]  很美麗
[00:02:57.400 --> 00:03:00.800]  又有一個很清新的空氣
[00:03:00.800 --> 00:03:02.200]  所以有時候發覺到
[00:03:02.200 --> 00:03:03.800]  人在這個情況裡面
[00:03:03.800 --> 00:03:05.800]  究竟是不是應該往前走呢?
[00:03:05.800 --> 00:03:08.000]  幸好那次我們決定往前走
[00:03:08.000 --> 00:03:11.600]  我們感受到八仙嶺這個好的地方
[00:03:11.600 --> 00:03:14.800]  今天跟大家去看一段經文
[00:03:14.800 --> 00:03:16.600]  是當時我們一起讀
[00:03:16.600 --> 00:03:19.200]  《若書下記》三章一節六節
[00:03:19.200 --> 00:03:21.200]  這也是一個情況
[00:03:21.200 --> 00:03:25.200]  究竟我們是否應該繼續向前走呢?
[00:03:25.200 --> 00:03:30.400]  這段經文其實是一段很重要的歷史記載
[00:03:30.400 --> 00:03:33.800]  可能我們不會覺得
[00:03:33.800 --> 00:03:35.400]  好像比起當時
[00:03:35.400 --> 00:03:39.400]  這群以色列人由埃及出來
[00:03:39.400 --> 00:03:45.000]  他們被埃及軍兵追趕、追殺
[00:03:45.000 --> 00:03:46.600]  但是神就開路
[00:03:46.600 --> 00:03:48.600]  讓他們在紅海裡面
[00:03:48.600 --> 00:03:53.400]  分開海水能夠進入陸地
[00:03:53.400 --> 00:03:55.800]  有安全的經過了
[00:03:55.800 --> 00:03:59.000]  而軍兵被海水淹沒
[00:03:59.000 --> 00:04:02.200]  他們能夠這樣經歷一次
[00:04:02.200 --> 00:04:04.600]  但是原來在《若書下記》
[00:04:04.600 --> 00:04:05.600]  這段經文
[00:04:05.600 --> 00:04:06.800]  這一個歷史事件
[00:04:06.800 --> 00:04:10.000]  其實有幾個地方都記載過
[00:04:10.000 --> 00:04:14.200]  這個的重要性可以比美
[00:04:14.200 --> 00:04:16.400]  當時他們離開埃及
[00:04:16.400 --> 00:04:19.800]  因為這次是進入迦南地
[00:04:19.800 --> 00:04:21.400]  他們進入迦南地
[00:04:21.400 --> 00:04:23.200]  他們要過一條約旦河
[00:04:23.200 --> 00:04:25.400]  比起過紅海
[00:04:25.400 --> 00:04:28.600]  可以說是有分別的
[00:04:28.600 --> 00:04:31.400]  就是小巫見大巫
[00:04:31.400 --> 00:04:33.200]  就是一些不同的情況
[00:04:33.200 --> 00:04:35.800]  但是雖然約旦河
[00:04:35.800 --> 00:04:40.400]  不是一個很艱難經過的河流
[00:04:40.400 --> 00:04:41.600]  但是
[00:04:41.600 --> 00:04:44.600]  聖經作者給我們體會
[00:04:44.600 --> 00:04:45.800]  他們這樣記錄
[00:04:45.800 --> 00:04:48.200]  是覺得這件事是很重要的事情
[00:04:48.200 --> 00:04:49.800]  同樣地他也說
[00:04:49.800 --> 00:04:51.000]  當你過了河之後
[00:04:51.000 --> 00:04:52.000]  你就會看到
[00:04:52.000 --> 00:04:52.800]  比如說
[00:04:52.800 --> 00:04:54.000]  讓你們百姓
[00:04:54.000 --> 00:04:55.600]  讓你們以色列人看到
[00:04:55.600 --> 00:04:57.600]  祈示神的作為
[00:04:57.600 --> 00:04:58.600]  在聖經裡面記載
[00:04:58.600 --> 00:05:00.200]  你們會體會這件事
[00:05:00.200 --> 00:05:02.400]  就等於好像你們過了紅海
[00:05:02.400 --> 00:05:04.400]  他們踏入信心一步的時候
[00:05:04.400 --> 00:05:07.200]  又看到神的奇妙的作為
[00:05:07.200 --> 00:05:08.000]  所以
[00:05:08.000 --> 00:05:09.800]  是同樣地在他們以色列人裡面
[00:05:09.800 --> 00:05:11.800]  是一個很重要的價值
[00:05:11.800 --> 00:05:13.600]  以及一個經驗
[00:05:13.600 --> 00:05:15.600]  所以這段經文
[00:05:15.600 --> 00:05:19.400]  但是我們有時候就不是這麼顯眼地看到
[00:05:19.400 --> 00:05:20.400]  但是實際上
[00:05:20.400 --> 00:05:21.800]  是給我們留意
[00:05:21.800 --> 00:05:23.800]  因為這是一個對神
[00:05:23.800 --> 00:05:25.000]  一個跟隨
[00:05:25.000 --> 00:05:27.000]  以及去聽命
[00:05:27.000 --> 00:05:30.400]  以及願意坐言起行
[00:05:30.400 --> 00:05:32.000]  是一個很重要的經文
[00:05:32.000 --> 00:05:33.400]  是一個很重要的提示
[00:05:33.400 --> 00:05:34.600]  那麼
[00:05:34.600 --> 00:05:36.800]  當日就是
[00:05:37.200 --> 00:05:40.400]  約書亞已經接觸了摩西
[00:05:40.400 --> 00:05:42.800]  摩西已經離開世界
[00:05:42.800 --> 00:05:47.200]  神要約書亞繼續完成使命
[00:05:47.200 --> 00:05:50.000]  要進入迦南的地方
[00:05:50.000 --> 00:05:53.000]  現在來到約旦河邊
[00:05:53.000 --> 00:05:54.800]  他們就要準備進入
[00:05:54.800 --> 00:05:56.200]  而當初神其實
[00:05:56.200 --> 00:05:59.200]  有很清楚的召命給約書亞
[00:05:59.200 --> 00:06:02.800]  同時間也有很多清晰的指示給約書亞
[00:06:02.800 --> 00:06:04.200]  其實由第一章開始
[00:06:04.200 --> 00:06:05.800]  已經是準備過河
[00:06:05.800 --> 00:06:07.000]  說到第三章
[00:06:07.000 --> 00:06:09.600]  也是提及這些事情的安排
[00:06:09.600 --> 00:06:11.000]  譬如他們
[00:06:11.000 --> 00:06:16.200]  約書亞曾經去到一個什廷的地方
[00:06:16.200 --> 00:06:17.600]  有一大群人安營
[00:06:17.600 --> 00:06:19.400]  在這個地方居住
[00:06:19.400 --> 00:06:23.200]  這個什廷是一個很大的平原
[00:06:23.200 --> 00:06:28.400]  是足夠他們在裡面寄居
[00:06:28.400 --> 00:06:29.600]  住在這個地方
[00:06:29.600 --> 00:06:34.400]  等待神說要怎麼進入迦南地裡面
[00:06:34.400 --> 00:06:37.000]  然後神就要跟約書亞說
[00:06:37.000 --> 00:06:38.400]  怎麼準備
[00:06:38.400 --> 00:06:40.600]  當初他們想著分地的時候
[00:06:40.600 --> 00:06:42.400]  有兩個支派伴
[00:06:42.400 --> 00:06:45.400]  就會在河的這邊
[00:06:45.400 --> 00:06:46.600]  是不需要過河的
[00:06:46.600 --> 00:06:49.000]  不過他們也要軍兵一起來
[00:06:49.000 --> 00:06:50.600]  過河去爭戰
[00:06:50.600 --> 00:06:52.800]  也要一起合一
[00:06:52.800 --> 00:06:54.400]  一起去爭戰
[00:06:54.400 --> 00:06:57.200]  然後又要派探子
[00:06:57.200 --> 00:06:59.000]  進入耶利哥城
[00:06:59.000 --> 00:07:02.200]  看看當時的情況是怎麼樣
[00:07:02.200 --> 00:07:05.000]  所以他們也做足功夫
[00:07:05.000 --> 00:07:09.200]  以致能夠聽命神的大令
[00:07:09.200 --> 00:07:10.800]  進入這個地方
[00:07:10.800 --> 00:07:14.800]  所以看到他們很重要
[00:07:14.800 --> 00:07:18.000]  跟神有一個很密切的關係
[00:07:18.000 --> 00:07:19.000]  聽命
[00:07:19.000 --> 00:07:20.400]  以致在然起行
[00:07:20.400 --> 00:07:22.200]  進入迦南地
[00:07:22.200 --> 00:07:24.400]  裡面的過程值得我們學習
[00:07:24.400 --> 00:07:27.600]  因為雖然他們走一條沒走過的路
[00:07:27.600 --> 00:07:32.400]  雖然他們是進入迦南
[00:07:32.400 --> 00:07:34.000]  他們也很期望的事情
[00:07:34.000 --> 00:07:38.400]  但事實上在40年前
[00:07:38.400 --> 00:07:40.800]  摩西重陽
[00:07:40.800 --> 00:07:44.400]  讓這些以色列人有代表
[00:07:44.400 --> 00:07:45.800]  神的支派
[00:07:45.800 --> 00:07:48.600]  有代表來到去窺探迦南地
[00:07:48.600 --> 00:07:51.200]  但竟然他們回來的結果
[00:07:51.200 --> 00:07:53.000]  十個說不要進去
[00:07:53.000 --> 00:07:53.800]  我們很害怕
[00:07:53.800 --> 00:07:56.000]  我們很怕裡面的居民
[00:07:56.000 --> 00:07:58.600]  只有當時的約書亞
[00:07:58.600 --> 00:08:00.000]  年輕的約書亞
[00:08:00.000 --> 00:08:01.000]  迦勒
[00:08:01.000 --> 00:08:03.000]  他說我覺得值得要去
[00:08:03.000 --> 00:08:05.800]  這個40年前的慘痛經歷
[00:08:05.800 --> 00:08:07.600]  約書亞是明白的
[00:08:07.600 --> 00:08:11.800]  所以這次他知道要勇往直前
[00:08:11.800 --> 00:08:15.800]  這次他知道要突破一個情況
[00:08:15.800 --> 00:08:18.800]  當人領受了這個召命的時候
[00:08:18.800 --> 00:08:21.200]  就要去起行
[00:08:21.200 --> 00:08:23.800]  所以你有沒有留意到第一到第三節裡面
[00:08:23.800 --> 00:08:25.600]  兩次講到要離開
[00:08:25.600 --> 00:08:26.600]  離開
[00:08:26.600 --> 00:08:28.600]  離開這個濕亭
[00:08:28.600 --> 00:08:29.800]  來到約旦河
[00:08:29.800 --> 00:08:32.000]  他們跟著第三節就說了
[00:08:32.000 --> 00:08:35.600]  他們是要去起行
[00:08:35.600 --> 00:08:38.200]  離開被鎖住的地方
[00:08:38.200 --> 00:08:40.000]  往藥櫃那裡走
[00:08:40.000 --> 00:08:41.600]  所以你看到這個
[00:08:41.600 --> 00:08:42.600]  講到離開
[00:08:42.600 --> 00:08:44.200]  我思想到一件事就是
[00:08:44.200 --> 00:08:47.800]  什麼情況我們不願意離開呢
[00:08:47.800 --> 00:08:50.200]  當然是那裡地方
[00:08:50.200 --> 00:08:51.400]  好吃好住
[00:08:51.400 --> 00:08:52.600]  我們不願意離開
[00:08:52.600 --> 00:08:58.600]  餐廳的咖啡室
[00:08:58.600 --> 00:09:01.000]  梳化特別好坐
[00:09:01.000 --> 00:09:02.200]  不願意離開
[00:09:02.200 --> 00:09:04.400]  剛剛我上個星期放假
[00:09:04.400 --> 00:09:05.800]  就去一個咖啡室
[00:09:05.800 --> 00:09:07.000]  跟太太
[00:09:07.000 --> 00:09:09.200]  那個咖啡室好像茶樓一樣
[00:09:09.200 --> 00:09:09.800]  這麼多人
[00:09:09.800 --> 00:09:12.400]  真的完全沒有咖啡室
[00:09:12.400 --> 00:09:15.800]  你就算坐下也不會感受你享受咖啡的感覺
[00:09:15.800 --> 00:09:17.200]  實在太多人了
[00:09:17.200 --> 00:09:18.800]  很多人都不離開
[00:09:18.800 --> 00:09:20.800]  每個人都拿電腦出來放在那裡
[00:09:20.800 --> 00:09:23.200]  也要花很長時間用
[00:09:23.200 --> 00:09:25.400]  那些人是比碳電腦多過碳咖啡
[00:09:25.400 --> 00:09:26.800]  不願意離開
[00:09:26.800 --> 00:09:29.200]  不願意離開這麼有冷氣的地方
[00:09:29.200 --> 00:09:31.000]  又這麼舒適的地方
[00:09:31.000 --> 00:09:32.600]  人就會有這樣的情況
[00:09:32.600 --> 00:09:37.200]  不願意離開一個這樣的情況
[00:09:37.200 --> 00:09:41.000]  我們不要安於現狀
[00:09:41.000 --> 00:09:44.800]  這個是神要讓約書亞明白
[00:09:44.800 --> 00:09:45.800]  你不可以
[00:09:45.800 --> 00:09:48.200]  這個濕亭也是很好的地方
[00:09:48.200 --> 00:09:49.600]  一個大的平原
[00:09:49.600 --> 00:09:52.400]  但是你不可以安於現狀
[00:09:52.400 --> 00:09:54.400]  你要進入裡面
[00:09:54.400 --> 00:09:56.400]  要完成這個使命
[00:09:56.400 --> 00:09:57.800]  所以你看到
[00:09:57.800 --> 00:09:59.800]  今天很多時候我們的信仰
[00:09:59.800 --> 00:10:02.200]  很多時候都會安於現狀
[00:10:02.200 --> 00:10:03.400]  或者今天
[00:10:03.400 --> 00:10:07.400]  實際上很多的教會都很安於現狀
[00:10:07.400 --> 00:10:10.200]  我們特別知道我們現在
[00:10:10.200 --> 00:10:12.200]  教會
[00:10:12.200 --> 00:10:16.800]  我們都很滿意我們在香港的發展
[00:10:16.800 --> 00:10:18.400]  滿意我們都能夠
[00:10:18.400 --> 00:10:21.400]  在各方面的一些接觸
[00:10:21.400 --> 00:10:23.700]  我們都很滿意我們有
[00:10:23.700 --> 00:10:26.600]  那個堂鎖等等的情況
[00:10:26.600 --> 00:10:27.800]  但是
[00:10:27.800 --> 00:10:30.400]  越是這樣的安於現狀的時候
[00:10:30.400 --> 00:10:32.400]  我們的信仰相對
[00:10:32.400 --> 00:10:36.200]  我們在一個安全很保守的情況裡面
[00:10:36.200 --> 00:10:39.600]  不願意為神做一些冒險的工作
[00:10:39.600 --> 00:10:43.400]  不會願意為神做一些增進的工作
[00:10:43.400 --> 00:10:46.200]  但是神不是一個安於現狀的神
[00:10:46.200 --> 00:10:48.400]  神願意萬人都得救
[00:10:48.400 --> 00:10:50.000]  不願意一部分人都得救
[00:10:50.000 --> 00:10:51.200]  所以耶穌基督
[00:10:51.200 --> 00:10:53.400]  祂遲遲還沒回來的時候
[00:10:53.400 --> 00:10:54.600]  不是耶穌說
[00:10:54.600 --> 00:10:59.800]  我安於現在回到神的寶座右邊
[00:10:59.800 --> 00:11:02.000]  我現在很安於現狀
[00:11:02.000 --> 00:11:04.000]  我不願意再回到這個世界
[00:11:04.000 --> 00:11:05.400]  不是這樣的
[00:11:05.400 --> 00:11:07.200]  耶穌仍然等待
[00:11:07.200 --> 00:11:08.800]  因為祂要催迫我們
[00:11:08.800 --> 00:11:11.600]  能夠將福音傳遍世界
[00:11:11.600 --> 00:11:14.400]  將福音能夠讓我們身邊的人都認識
[00:11:14.400 --> 00:11:16.400]  然後到末期耶穌就回來了
[00:11:16.400 --> 00:11:17.200]  聖經說
[00:11:17.200 --> 00:11:19.400]  神的現前不是因為
[00:11:19.400 --> 00:11:21.600]  神安於現狀
[00:11:21.600 --> 00:11:24.400]  不是耶穌安於現在的境況
[00:11:24.400 --> 00:11:28.400]  只不過我們仍然是怠慢
[00:11:28.400 --> 00:11:30.000]  我們仍然是疏懶
[00:11:30.000 --> 00:11:33.400]  我們還沒達到神期望我們要做的使命
[00:11:33.400 --> 00:11:36.000]  所以我們相信我們要學習
[00:11:36.000 --> 00:11:38.200]  今天你自己的屬靈的境況
[00:11:38.200 --> 00:11:39.600]  是不是一個自滿
[00:11:39.600 --> 00:11:42.600]  以及一個舒適的狀況
[00:11:42.600 --> 00:11:44.600]  你覺得已經是足夠了
[00:11:44.600 --> 00:11:45.600]  但我覺得
[00:11:45.600 --> 00:11:47.600]  今天我們仍然有挑戰
[00:11:47.600 --> 00:11:49.800]  無論你是信主多少年也好
[00:11:49.800 --> 00:11:52.200]  你應該接受神給大家的挑戰
[00:11:52.200 --> 00:11:54.800]  接受繼續神要看到我們現在
[00:11:54.800 --> 00:11:56.400]  在香港
[00:11:56.400 --> 00:11:59.200]  在世界仍然有這麼多人還沒信耶穌
[00:11:59.200 --> 00:12:02.200]  有時候在上個月的猜全月裡
[00:12:02.200 --> 00:12:04.600]  我們就看回在穆斯林裡
[00:12:04.600 --> 00:12:06.400]  我們不斷的發展
[00:12:06.400 --> 00:12:08.600]  我們看到之後都會有些震驚
[00:12:08.600 --> 00:12:10.000]  聽到現在的境況
[00:12:10.000 --> 00:12:13.200]  我們那個進度
[00:12:13.200 --> 00:12:15.000]  我們那個全方位的緩慢
[00:12:15.000 --> 00:12:17.800]  反而比起一些異教
[00:12:17.800 --> 00:12:19.600]  人家還更加的積極
[00:12:19.600 --> 00:12:22.200]  所以我們要多一點的思想
[00:12:22.200 --> 00:12:23.600]  多一點怎麼去看
[00:12:23.600 --> 00:12:26.800]  我們怎麼去能夠為神作供
[00:12:26.800 --> 00:12:29.000]  我們怎麼
[00:12:29.000 --> 00:12:30.400]  我們能夠可以
[00:12:30.400 --> 00:12:32.800]  在我們現在有限的生命裡面
[00:12:32.800 --> 00:12:34.400]  繼續為神去發展
[00:12:34.400 --> 00:12:36.200]  這個福音的工作
[00:12:36.200 --> 00:12:39.400]  第二方面當然我們要坐言起行
[00:12:39.400 --> 00:12:40.800]  一坐言起行
[00:12:40.800 --> 00:12:42.800]  神怎麼去吩咐約書亞呢
[00:12:42.800 --> 00:12:44.400]  吩咐百姓呢
[00:12:44.400 --> 00:12:46.000]  在三節後面就說
[00:12:46.000 --> 00:12:49.400]  你們要跟著這個約櫃走
[00:12:49.400 --> 00:12:52.000]  就使你們知道當走的路
[00:12:52.000 --> 00:12:55.000]  因為這條路是你們從來沒走過的路
[00:12:55.000 --> 00:12:58.200]  所以這裡就提及
[00:12:58.200 --> 00:12:59.400]  第六節後面就說
[00:12:59.400 --> 00:13:01.600]  祭司就要抬起這個約櫃
[00:13:01.600 --> 00:13:04.400]  約櫃就要在前面走
[00:13:04.400 --> 00:13:06.800]  帶領著一幫百姓
[00:13:06.800 --> 00:13:08.600]  百姓也不能太近
[00:13:08.600 --> 00:13:12.200]  有二千爪的距離在裡面
[00:13:12.200 --> 00:13:16.200]  為什麼要約櫃要先走呢
[00:13:16.200 --> 00:13:17.600]  約櫃是什麼呢
[00:13:17.600 --> 00:13:19.200]  約櫃是最終
[00:13:19.200 --> 00:13:27.000]  是當聖殿能夠建立起來
[00:13:27.000 --> 00:13:31.800]  最終是要放在聖殿的致聖所裡面的
[00:13:31.800 --> 00:13:36.600]  這個約櫃大概是四尺長
[00:13:36.600 --> 00:13:42.400]  或者兩尺半闊的一個箱子
[00:13:42.400 --> 00:13:47.000]  這個箱子裡面是用當時很好的木造成的
[00:13:47.000 --> 00:13:50.200]  上面鋪了一些晶金
[00:13:50.200 --> 00:13:54.000]  而裡面究竟放什麼呢
[00:13:54.000 --> 00:13:58.200]  約櫃裡面放什麼大家知不知道
[00:13:58.200 --> 00:14:02.000]  裡面最終在所羅門王獻殿的時候
[00:14:02.000 --> 00:14:03.800]  這個約櫃台也有
[00:14:03.800 --> 00:14:06.000]  只是放一樣東西
[00:14:06.000 --> 00:14:07.400]  這是什麼
[00:14:07.400 --> 00:14:14.000]  是摩西在西太山所拿的十戒的八板
[00:14:14.000 --> 00:14:15.800]  放在裡面
[00:14:15.800 --> 00:14:20.800]  曾經可能是放過阿倫那支發牙的杖
[00:14:20.800 --> 00:14:22.200]  但最終那天
[00:14:22.200 --> 00:14:23.800]  在獻殿的時候只有一件事
[00:14:23.800 --> 00:14:25.400]  就是那個八板
[00:14:25.400 --> 00:14:27.400]  兩個思想一樣很重要
[00:14:27.400 --> 00:14:29.400]  約櫃要向前走
[00:14:29.400 --> 00:14:31.800]  當然當時他們出埃及的時候
[00:14:31.800 --> 00:14:34.200]  有什麼引導他們走呢
[00:14:34.200 --> 00:14:35.800]  日間有雲柱
[00:14:35.800 --> 00:14:37.000]  夜間有火柱
[00:14:37.000 --> 00:14:38.600]  他們一路跟著走
[00:14:38.600 --> 00:14:39.600]  很清楚的
[00:14:39.600 --> 00:14:41.400]  這個奇景
[00:14:41.400 --> 00:14:44.000]  總之你繼續觀賞奇景
[00:14:44.000 --> 00:14:46.200]  跟著奇景就沒問題了
[00:14:46.200 --> 00:14:47.000]  好了
[00:14:47.000 --> 00:14:49.200]  現在雲柱火柱都要停的時候
[00:14:49.200 --> 00:14:51.000]  約櫃就跟著約櫃走
[00:14:51.000 --> 00:14:53.200]  但約櫃呢
[00:14:53.200 --> 00:14:55.600]  你說那個約櫃是不是自己會走的呢
[00:14:55.600 --> 00:14:58.000]  那隻好像自己會走動的
[00:14:58.000 --> 00:14:58.800]  自動走的
[00:14:58.800 --> 00:14:59.600]  你跟著它走
[00:14:59.600 --> 00:15:00.000]  不是的
[00:15:00.000 --> 00:15:01.200]  約櫃要有人抬的
[00:15:01.200 --> 00:15:02.600]  要人抬的約櫃
[00:15:02.600 --> 00:15:04.600]  這個意義在哪裡呢
[00:15:04.600 --> 00:15:07.200]  為什麼抬的約櫃還要跟著它
[00:15:07.200 --> 00:15:08.600]  人要帶著約櫃呢
[00:15:08.600 --> 00:15:09.200]  反過來
[00:15:09.200 --> 00:15:10.800]  這個意義就是說
[00:15:10.800 --> 00:15:12.000]  這個約櫃是
[00:15:12.000 --> 00:15:13.800]  載了什麼呢
[00:15:13.800 --> 00:15:15.400]  神的話在裡面
[00:15:15.400 --> 00:15:17.600]  你是要跟隨神的話
[00:15:17.600 --> 00:15:19.200]  實際上摩西呢
[00:15:19.200 --> 00:15:23.200]  是在臨終之前
[00:15:23.200 --> 00:15:28.000]  在嘉南的邊界裡面
[00:15:28.000 --> 00:15:29.600]  鼓勵百姓
[00:15:29.600 --> 00:15:32.400]  他說你們一定要守這個律法
[00:15:32.400 --> 00:15:34.000]  呼天喚地
[00:15:34.000 --> 00:15:35.400]  都要提醒大家
[00:15:35.400 --> 00:15:36.400]  去守這個律法
[00:15:36.400 --> 00:15:38.000]  如果你能夠守律法
[00:15:38.000 --> 00:15:38.800]  跟隨律法
[00:15:38.800 --> 00:15:40.800]  你就得到福氣
[00:15:40.800 --> 00:15:42.000]  相反的話
[00:15:42.000 --> 00:15:44.000]  禍害就淋到你裡面
[00:15:44.000 --> 00:15:45.000]  所以呢
[00:15:45.000 --> 00:15:47.400]  你是選擇福和禍
[00:15:47.400 --> 00:15:49.000]  是你自己要選擇的
[00:15:49.000 --> 00:15:50.400]  要你選擇生命
[00:15:50.400 --> 00:15:52.200]  在生命記載提醒我們
[00:15:52.200 --> 00:15:54.800]  所以這個神的話語
[00:15:54.800 --> 00:15:57.200]  就是成為人的方向
[00:15:57.200 --> 00:15:59.200]  就好像聖經詩人說的
[00:15:59.200 --> 00:16:00.800]  我們腳前的燈
[00:16:00.800 --> 00:16:02.400]  路上的光一樣
[00:16:02.400 --> 00:16:04.200]  就是要讓神的話
[00:16:04.200 --> 00:16:05.800]  去指引我們
[00:16:05.800 --> 00:16:07.000]  我們願意起行
[00:16:07.000 --> 00:16:08.400]  我們願意去走
[00:16:08.400 --> 00:16:10.000]  但是不是亂來的
[00:16:10.000 --> 00:16:11.600]  我們有神的話
[00:16:11.600 --> 00:16:13.400]  是成為我們的根據
[00:16:13.400 --> 00:16:14.600]  所以呢
[00:16:14.600 --> 00:16:15.600]  這個約櫃裡面
[00:16:15.600 --> 00:16:18.200]  載了一個法板
[00:16:18.200 --> 00:16:19.400]  提醒我們
[00:16:19.400 --> 00:16:20.400]  神的律法
[00:16:20.400 --> 00:16:21.400]  神的話
[00:16:21.400 --> 00:16:23.000]  是帶領著我們前面
[00:16:23.000 --> 00:16:24.200]  今天我們
[00:16:24.200 --> 00:16:27.200]  你在生活裡面
[00:16:27.200 --> 00:16:28.400]  就算你個人
[00:16:28.400 --> 00:16:29.600]  你要去升學
