
[00:00:00.000 --> 00:00:03.000]  我們看這段聖經的時候
[00:02:58.000 --> 00:03:00.400]  我們看到整件事
[00:03:00.400 --> 00:03:02.600]  都是要提醒我們今天
[00:03:02.600 --> 00:03:03.600]  很好的
[00:03:03.600 --> 00:03:05.800]  我們來到去跟隨神
[00:03:05.800 --> 00:03:09.600]  第七章你可以這樣來分的
[00:03:09.600 --> 00:03:10.800]  這幾個段落
[00:03:10.800 --> 00:03:12.600]  首先就是頭九節
[00:03:12.600 --> 00:03:17.400]  十二個支派領袖奉獻給回眸的物件
[00:03:17.400 --> 00:03:18.200]  是什麼呢
[00:03:18.200 --> 00:03:19.800]  是說回眸
[00:03:19.800 --> 00:03:21.200]  而跟著那個段落
[00:03:21.200 --> 00:03:25.800]  是說十二個領袖奉獻給祭壇的物件又是什麼呢
[00:03:25.800 --> 00:03:28.400]  因為重複十二次
[00:03:28.400 --> 00:03:30.800]  這個祭壇的奉獻禮連續十二日
[00:03:30.800 --> 00:03:32.000]  每日一日
[00:03:32.000 --> 00:03:35.600]  每日就是派一個領袖出來
[00:03:35.600 --> 00:03:39.200]  這個就給我們看得很清楚
[00:03:39.200 --> 00:03:43.600]  第三就是十二個支派為祭壇奉獻的總數
[00:03:43.600 --> 00:03:48.800]  你就將他們每一個支派其實所奉獻在祭壇的物件
[00:03:48.800 --> 00:03:50.400]  基本上是一樣的
[00:03:50.400 --> 00:03:53.200]  那些數量你乘十二
[00:03:53.200 --> 00:03:55.800]  這些數目是不會有錯誤的
[00:03:55.800 --> 00:03:57.600]  所以是很清楚的
[00:03:57.600 --> 00:03:59.400]  最後就是一節聖經
[00:03:59.400 --> 00:04:05.400]  神在他們完成了這個祭壇的奉獻之後
[00:04:05.400 --> 00:04:08.200]  摩西進入這個聖所
[00:04:08.200 --> 00:04:11.800]  在至聖所之間那個布簾
[00:04:11.800 --> 00:04:14.800]  他聽見神對他們說話
[00:04:14.800 --> 00:04:19.800]  神在我們的敬拜是不單止很渴望和我們相遇
[00:04:19.800 --> 00:04:23.200]  他也帶有啟示性的說話
[00:04:23.200 --> 00:04:25.600]  去光照和提醒我們
[00:04:25.600 --> 00:04:27.800]  所以每一次你都不要輕忽
[00:04:27.800 --> 00:04:31.000]  不只是周末你回來教會
[00:04:31.000 --> 00:04:33.400]  港福家這個聖殿裏面
[00:04:33.400 --> 00:04:35.400]  其實今天神的殿在哪裏
[00:04:35.400 --> 00:04:38.000]  以新約的聖徒來說
[00:04:38.000 --> 00:04:41.000]  聖靈就是住在我們裏面
[00:04:41.000 --> 00:04:44.200]  我們的身體就是聖靈的殿
[00:04:44.200 --> 00:04:46.200]  所以我們要保養姑息之餘
[00:04:46.200 --> 00:04:47.600]  我們要分別為聖
[00:04:47.600 --> 00:04:51.200]  你不可以將這個身體放縱去犯罪
[00:04:51.200 --> 00:04:53.600]  這個是很重要的一件事
[00:04:53.600 --> 00:04:57.200]  你每天這個靈修祈禱
[00:04:57.200 --> 00:04:59.200]  不是一種習慣
[00:04:59.200 --> 00:05:03.200]  而是每天周而復始性
[00:05:03.200 --> 00:05:04.600]  你是有一個學務
[00:05:04.600 --> 00:05:07.600]  學務就是我要與神親近
[00:05:07.600 --> 00:05:10.200]  我們門女為何這麼興奮
[00:05:10.200 --> 00:05:12.600]  就是每天早上我們都很珍惜
[00:05:12.600 --> 00:05:15.200]  這段時間與神獨處
[00:05:15.200 --> 00:05:16.800]  真是me time
[00:05:16.800 --> 00:05:19.000]  特別我們牧師傳道人
[00:05:19.000 --> 00:05:20.400]  真的打開手機
[00:05:20.400 --> 00:05:23.400]  就已經有很多東西等著你
[00:05:23.400 --> 00:05:26.800]  所以明天早上我要很小心開電話
[00:05:26.800 --> 00:05:30.400]  我先開了靈修經文
[00:05:30.400 --> 00:05:32.400]  就好好祈禱
[00:05:32.400 --> 00:05:34.200]  親近了上帝
[00:05:34.200 --> 00:05:36.800]  有神的話語光照我們
[00:05:36.800 --> 00:05:38.400]  那天多忙也好
[00:05:38.400 --> 00:05:39.800]  你發覺你有力量
[00:05:39.800 --> 00:05:41.400]  繼續向前行
[00:05:41.400 --> 00:05:42.400]  求主幫助我們
[00:05:42.400 --> 00:05:43.600]  我們一起祈禱
[00:05:43.600 --> 00:05:45.800]  天父當我們打開你的聖言
[00:05:45.800 --> 00:05:47.600]  求主的靈教導我們
[00:05:47.600 --> 00:05:50.000]  讓講的聽的我們同感一靈
[00:05:50.000 --> 00:05:51.200]  同德造就
[00:05:51.200 --> 00:05:53.800]  逃避你自己的因言
[00:05:53.800 --> 00:05:55.000]  光照我們
[00:05:55.000 --> 00:05:56.200]  叫我們的生命
[00:05:56.200 --> 00:05:58.800]  不斷不斷要更像你
[00:05:58.800 --> 00:06:00.600]  能夠在這個地上
[00:06:00.600 --> 00:06:02.000]  能夠榮神益人
[00:06:02.000 --> 00:06:03.000]  我們同心禱告
[00:06:03.000 --> 00:06:04.200]  奉主名求
[00:06:04.200 --> 00:06:05.200]  阿門
[00:06:05.200 --> 00:06:06.800]  好第一段經文
[00:06:06.800 --> 00:06:09.000]  在這個頭兩節裏面
[00:06:09.000 --> 00:06:11.400]  我請大家跟我一起讀
[00:06:39.600 --> 00:06:41.200]  好第一節講得很清楚
[00:06:41.200 --> 00:06:44.000]  摩西立這個帳幕後
[00:06:44.000 --> 00:06:45.400]  發生的事
[00:06:45.400 --> 00:06:49.000]  這個其實說用高油去抹那個帳幕
[00:06:49.000 --> 00:06:50.400]  和祭壇
[00:06:50.400 --> 00:06:52.200]  以及聖所
[00:06:52.200 --> 00:06:54.400]  致聖所一切的器具
[00:06:54.400 --> 00:06:56.800]  全部都是有一個目的
[00:06:56.800 --> 00:06:58.800]  就是要將這一切的東西
[00:06:58.800 --> 00:07:00.600]  分別為聖
[00:07:00.600 --> 00:07:02.600]  這個其實在
[00:07:02.600 --> 00:07:04.600]  前一卷書
[00:07:04.600 --> 00:07:06.600]  都是兩卷書
[00:07:06.600 --> 00:07:08.000]  這個出埃及記
[00:07:08.000 --> 00:07:10.000]  四十章在結尾的時候
[00:07:10.000 --> 00:07:14.000]  就講摩西是照著神的吩咐
[00:07:14.000 --> 00:07:15.800]  在出埃及之後
[00:07:15.800 --> 00:07:17.800]  第二年的正月
[00:07:17.800 --> 00:07:18.800]  第一日
[00:07:18.800 --> 00:07:20.800]  就立起這個帳幕
[00:07:20.800 --> 00:07:23.400]  就用高油做了這些事情
[00:07:23.400 --> 00:07:25.200]  同文素記這裏所記載
[00:07:25.200 --> 00:07:27.000]  是一模一樣
[00:07:27.000 --> 00:07:29.600]  所以在時間上我們很確定
[00:07:29.600 --> 00:07:32.400]  這個表示就是他們初初
[00:07:32.400 --> 00:07:35.000]  建立好這個帳幕
[00:07:35.000 --> 00:07:37.800]  第一次要啟用祭壇
[00:07:37.800 --> 00:07:40.400]  要以後一路都要獻祭
[00:07:40.400 --> 00:07:43.000]  在這個過程裏面
[00:07:43.000 --> 00:07:45.000]  要做些什麼呢
[00:07:45.000 --> 00:07:47.000]  就是我們這一章有很詳細
[00:07:47.000 --> 00:07:48.200]  和我們交代
[00:07:48.200 --> 00:07:49.800]  在第二節就是說
[00:07:49.800 --> 00:07:51.600]  是以色列的領袖
[00:07:51.600 --> 00:07:53.200]  各父家的家長
[00:07:53.200 --> 00:07:56.400]  代表著十二個支派那些領袖
[00:07:56.400 --> 00:07:59.800]  他們將那些禮物帶來
[00:07:59.800 --> 00:08:01.400]  代表他們所管理的
[00:08:01.400 --> 00:08:03.800]  那支派的人帶來
[00:08:03.800 --> 00:08:06.600]  但請大家留意第二節這裏所講
[00:08:06.600 --> 00:08:08.400]  其實沒有明顯說到
[00:08:08.400 --> 00:08:10.200]  是神吩咐他們
[00:08:10.200 --> 00:08:11.800]  將這些禮物送來
[00:08:11.800 --> 00:08:13.200]  在說會幕那些
[00:08:13.200 --> 00:08:14.200]  沒有說的
[00:08:14.200 --> 00:08:17.000]  是他們自己想到
[00:08:17.000 --> 00:08:20.800]  我們這些會幕很多東西的
[00:08:20.800 --> 00:08:22.800]  只是你看圍著會幕
[00:08:22.800 --> 00:08:24.600]  這麼多這些板塊
[00:08:24.600 --> 00:08:26.400]  在搬運的時候
[00:08:26.400 --> 00:08:28.600]  其實很吃力的
[00:08:28.600 --> 00:08:31.200]  他們想了一些東西
[00:08:31.200 --> 00:08:33.600]  他們是自發性的
[00:08:33.600 --> 00:08:38.200]  來奉獻給上帝
[00:08:38.200 --> 00:08:41.800]  我們首先要學第一個原則
[00:08:41.800 --> 00:08:44.000]  我們今天看奉獻
[00:08:44.000 --> 00:08:45.800]  是甘心樂意的
[00:08:45.800 --> 00:08:47.400]  沒有人逼你
[00:08:47.400 --> 00:08:48.800]  不是去勉強
[00:08:48.800 --> 00:08:51.000]  但你看到一些需要
[00:08:51.000 --> 00:08:53.000]  你心裏有一個感動
[00:08:53.000 --> 00:08:54.200]  你自發的
[00:08:54.200 --> 00:08:56.400]  你願意就是獻上
[00:08:56.400 --> 00:08:58.000]  而且這個獻上
[00:08:58.000 --> 00:09:00.000]  我們看著是由領袖開始
[00:09:00.000 --> 00:09:04.000]  是由這12個支派的領袖族長
[00:09:04.000 --> 00:09:06.200]  他們代表神的子民
[00:09:06.200 --> 00:09:08.800]  他們獻上做榜樣
[00:09:08.800 --> 00:09:10.400]  愛和感恩
[00:09:10.400 --> 00:09:12.200]  就是這個奉獻的動機
[00:09:12.200 --> 00:09:13.800]  不是壓力
[00:09:13.800 --> 00:09:16.000]  不是不正確的動機
[00:09:16.000 --> 00:09:18.000]  如果有任何雜質的時候
[00:09:18.000 --> 00:09:21.400]  你是叫這個所謂奉獻
[00:09:21.400 --> 00:09:22.400]  無論是金錢
[00:09:22.400 --> 00:09:24.600]  或者是侍奉的行動
[00:09:24.600 --> 00:09:26.200]  你就是帶有
[00:09:26.200 --> 00:09:29.000]  是一種神喜悅的
[00:09:29.000 --> 00:09:31.400]  我們需要在這方面謹慎
[00:09:31.400 --> 00:09:33.800]  我記得是很多年前
[00:09:33.800 --> 00:09:35.200]  在90年代
[00:09:35.200 --> 00:09:38.200]  那時候我還在加拿大牧羊教會的時候
[00:09:38.200 --> 00:09:43.800]  當時我們買了一個大貨倉
[00:09:43.800 --> 00:09:46.200]  是兩層高的一個建築物
[00:09:46.200 --> 00:09:48.200]  是很多神蹟騎士的
[00:09:48.200 --> 00:09:52.000]  其實以我們當時的財政的能力
[00:09:52.000 --> 00:09:54.600]  我們是買不起的這個地方
[00:09:54.600 --> 00:09:57.200]  但神竟然為我們
[00:09:57.200 --> 00:09:59.200]  完全開了路
[00:09:59.200 --> 00:10:01.200]  連那個賣家
[00:10:01.200 --> 00:10:04.000]  是全心全意幫我們教會
[00:10:04.000 --> 00:10:05.800]  去達成那個交易的
[00:10:05.800 --> 00:10:07.000]  所以我們很感恩
[00:10:07.000 --> 00:10:08.600]  這裡我不詳述了
[00:10:08.600 --> 00:10:11.600]  我曾經在其他講章提過這個見證
[00:10:11.600 --> 00:10:13.000]  但我今天要講的
[00:10:13.000 --> 00:10:15.200]  就是我們買了之後
[00:10:15.200 --> 00:10:17.200]  二樓是那些辦公室
[00:10:17.200 --> 00:10:19.200]  不用怎樣裝修了
[00:10:19.200 --> 00:10:22.000]  但是樓下是因為大貨倉
[00:10:22.000 --> 00:10:24.200]  我們要拆掉那些貨架
[00:10:24.200 --> 00:10:28.000]  要來做敬拜神的主禮堂
[00:10:28.000 --> 00:10:30.000]  就好像現在這個地方
[00:10:30.000 --> 00:10:31.000]  不過我們沒有那麼大
[00:10:31.000 --> 00:10:33.000]  那個可以坐二百多人
[00:10:33.000 --> 00:10:34.600]  我們後來都坐滿的
[00:10:34.600 --> 00:10:36.000]  整個教會
[00:10:36.000 --> 00:10:39.200]  我們願意去敬拜侍奉
[00:10:39.200 --> 00:10:40.800]  願意去傳福音
[00:10:40.800 --> 00:10:43.600]  願意去建立神的家裡
[00:10:43.600 --> 00:10:45.000]  和每一個弟兄姊妹
[00:10:45.000 --> 00:10:47.600]  就好好一起無分彼此
[00:10:47.600 --> 00:10:49.600]  甘心樂意的擺上
[00:10:49.600 --> 00:10:51.000]  我記得當年
[00:10:51.000 --> 00:10:56.000]  我九零年代那時候是三十多歲
[00:10:56.000 --> 00:10:58.000]  很年輕
[00:10:58.000 --> 00:11:02.000]  現在有些人都說我四十多歲
[00:11:02.000 --> 00:11:03.600]  不過我說多謝
[00:11:03.600 --> 00:11:05.000]  你太過獎了
[00:11:05.000 --> 00:11:08.000]  可能要換一換老花眼鏡
[00:11:08.000 --> 00:11:12.000]  但其實我自己回想當日
[00:11:12.000 --> 00:11:16.200]  我是在教會做傳道服事
[00:11:16.200 --> 00:11:19.600]  但我兼任這個裝修的工程
[00:11:19.600 --> 00:11:22.000]  要監工 要施工
[00:11:22.000 --> 00:11:24.000]  我一個人怎麼做得來
[00:11:24.000 --> 00:11:26.000]  當然我是請那些判頭
[00:11:26.000 --> 00:11:30.000]  但是那些negotiation和execution
[00:11:30.000 --> 00:11:33.000]  其實全部每一個細節
[00:11:33.000 --> 00:11:35.000]  都其實花很多時間
[00:11:35.000 --> 00:11:39.000]  但是感恩日以繼夜
[00:11:39.000 --> 00:11:40.000]  無怨無悔
[00:11:40.000 --> 00:11:42.000]  沒有over time的
[00:11:42.000 --> 00:11:43.000]  我告訴大家
[00:11:43.000 --> 00:11:45.000]  你真的願意做神的工
[00:11:45.000 --> 00:11:47.000]  雖然我們現在教會有很多
[00:11:47.000 --> 00:11:50.000]  不好的policy
[00:11:50.000 --> 00:11:53.000]  就是不想我們神的僕人
[00:11:53.000 --> 00:11:55.000]  做到全殘
[00:11:55.000 --> 00:11:57.000]  每天兩節好了
[00:11:57.000 --> 00:11:58.000]  如果三節的話
[00:11:58.000 --> 00:12:00.000]  你補回一節
[00:12:00.000 --> 00:12:03.000]  但我告訴執事們
[00:12:03.000 --> 00:12:04.000]  其實我們想補
[00:12:04.000 --> 00:12:05.000]  不是不想補
[00:12:05.000 --> 00:12:07.000]  不過我們補不到
[00:12:07.000 --> 00:12:09.000]  我們三月三十一日
[00:12:09.000 --> 00:12:11.000]  還有一樣東西要埋單
[00:12:11.000 --> 00:12:13.000]  就是我們每年的年假
[00:12:13.000 --> 00:12:15.000]  你放不完
[00:12:15.000 --> 00:12:17.000]  我們要carry forward
[00:12:17.000 --> 00:12:19.000]  全所有奉獻
[00:12:19.000 --> 00:12:21.000]  我們不介意這件事
[00:12:21.000 --> 00:12:23.000]  但我自己覺得最重要的
[00:12:23.000 --> 00:12:26.000]  就是你是不是侍奉有喜樂
[00:12:26.000 --> 00:12:28.000]  有感恩的心
[00:12:28.000 --> 00:12:31.000]  是你不去斤斤計較這件事
[00:12:31.000 --> 00:12:34.000]  當時當我做這個工程的時候
[00:12:34.000 --> 00:12:36.000]  我祈禱我知道
[00:12:36.000 --> 00:12:37.000]  你太看得起我
[00:12:37.000 --> 00:12:38.000]  因為我以前是工程師
[00:12:38.000 --> 00:12:40.000]  但是我現在做了
[00:12:40.000 --> 00:12:42.000]  祈禱傳道為事
[00:12:42.000 --> 00:12:45.000]  這個教會事實上是小的教會
[00:12:45.000 --> 00:12:47.000]  我兼任這件事
[00:12:47.000 --> 00:12:48.000]  我求神祈禱
[00:12:48.000 --> 00:12:49.000]  求神給我
[00:12:49.000 --> 00:12:51.000]  有弟兄姊妹和我一起同工
[00:12:51.000 --> 00:12:53.000]  當我一呼籲
[00:12:53.000 --> 00:12:55.000]  教會有很多年青人
[00:12:55.000 --> 00:12:57.000]  他們有些是在讀書的
[00:12:57.000 --> 00:12:59.000]  有些是在做事
[00:12:59.000 --> 00:13:00.000]  放完工
[00:13:00.000 --> 00:13:04.000]  他們回來幫忙去看裝修
[00:13:04.000 --> 00:13:07.000]  後來為了省錢的緣故
[00:13:07.000 --> 00:13:09.000]  我們見那個判頭
[00:13:09.000 --> 00:13:12.000]  你處理好那些甲板
[00:13:12.000 --> 00:13:16.000]  釘好整個禮堂
[00:13:16.000 --> 00:13:19.000]  那幾幅牆
[00:13:19.000 --> 00:13:22.000]  我還記得那時那幅牆
[00:13:22.000 --> 00:13:25.000]  比現在我們往復堂那幅牆還高
[00:13:25.000 --> 00:13:27.000]  因為那些是貨倉
[00:13:27.000 --> 00:13:28.000]  很高的
[00:13:28.000 --> 00:13:33.000]  我們找工人打完那些甲板之後
[00:13:33.000 --> 00:13:35.000]  我們要油油
[00:13:35.000 --> 00:13:36.000]  我們為了省錢
[00:13:36.000 --> 00:13:37.000]  自己來
[00:13:37.000 --> 00:13:39.000]  我們自己去揀了顏色
[00:13:39.000 --> 00:13:41.000]  自己買油
[00:13:41.000 --> 00:13:44.000]  油油容易嗎?
[00:13:44.000 --> 00:13:46.000]  你油你家的睡房當然容易
[00:13:46.000 --> 00:13:51.000]  現在整個大禮堂油到你手軟
[00:13:51.000 --> 00:13:53.000]  怎樣油?
[00:13:53.000 --> 00:13:56.000]  有那些滾輪、推輪
[00:13:56.000 --> 00:13:58.000]  但有些高的地方
[00:13:58.000 --> 00:14:00.000]  我們要爬梯
[00:14:00.000 --> 00:14:03.000]  當時我自己都很快
[00:14:03.000 --> 00:14:07.000]  山下已經爬上高梯
[00:14:07.000 --> 00:14:11.000]  沒有人怕我掉下來
[00:14:11.000 --> 00:14:14.000]  如果現在往復堂要大裝修
[00:14:14.000 --> 00:14:18.000]  叫我們這些傳道人去爬梯
[00:14:18.000 --> 00:14:20.000]  牧師看路
[00:14:20.000 --> 00:14:21.000]  小心
[00:14:21.000 --> 00:14:23.000]  可能一個在這裡油油
[00:14:23.000 --> 00:14:25.000]  可能下面兩三個在這裡
[00:14:25.000 --> 00:14:26.000]  比你更害怕
[00:14:26.000 --> 00:14:27.000]  不如你下來
[00:14:27.000 --> 00:14:29.000]  我們來油油
[00:14:29.000 --> 00:14:33.000]  這一種大家無分彼此甘心樂意的擺上
[00:14:33.000 --> 00:14:34.000]  很感恩
[00:14:34.000 --> 00:14:37.000]  結果我們很快
[00:14:37.000 --> 00:14:39.000]  我們整個裝修工程比預期
[00:14:39.000 --> 00:14:41.000]  我們很快完工
[00:14:41.000 --> 00:14:43.000]  而且在獻堂禮的時候
[00:14:43.000 --> 00:14:47.000]  很多靈姐妹懷著感恩的淚
[00:14:47.000 --> 00:14:49.000]  我們看到這一塊是你油的
[00:14:49.000 --> 00:14:51.000]  那一塊是他油的
[00:14:51.000 --> 00:14:53.000]  不過不會有色差
[00:14:53.000 --> 00:14:54.000]  為什麼?
[00:14:54.000 --> 00:14:57.000]  我們全部都是跟 specification
[00:14:57.000 --> 00:14:58.000]  你買那些油漆
[00:14:58.000 --> 00:15:00.000]  不是亂買的
[00:15:00.000 --> 00:15:01.000]  你說這個蘋果綠
[00:15:01.000 --> 00:15:02.000]  那個是青綠
[00:15:02.000 --> 00:15:03.000]  這個是墨綠
[00:15:03.000 --> 00:15:05.000]  如果你只是說綠色
[00:15:05.000 --> 00:15:07.000]  你油了不同的綠色出來
[00:15:07.000 --> 00:15:08.000]  是大件事
[00:15:08.000 --> 00:15:09.000]  很感恩
[00:15:09.000 --> 00:15:11.000]  我們是因為有這種
[00:15:11.000 --> 00:15:13.000]  大家甘心擺上
[00:15:13.000 --> 00:15:15.000]  所以無分彼此
[00:15:15.000 --> 00:15:17.000]  第二我們再看
[00:15:17.000 --> 00:15:19.000]  在接著第三到第九節
[00:15:19.000 --> 00:15:23.000]  這十二個支派的領袖
[00:15:23.000 --> 00:15:26.000]  他們將什麼送到耶和華面前
[00:15:26.000 --> 00:15:29.000]  他送了六部車
[00:15:29.000 --> 00:15:30.000]  是有縫的
[00:15:30.000 --> 00:15:32.000]  有縫蓋的
[00:15:32.000 --> 00:15:34.000]  即是淋雨都不怕的
[00:15:34.000 --> 00:15:36.000]  有十二頭公牛
[00:15:36.000 --> 00:15:40.000]  每兩個領袖奉獻一部車
[00:15:40.000 --> 00:15:43.000]  每個領袖奉獻一頭牛
[00:15:43.000 --> 00:15:45.000]  那些不是私家車
[00:15:45.000 --> 00:15:46.000]  這些就是牛車
[00:15:46.000 --> 00:15:49.000]  每兩隻牛就拖一部車
[00:15:49.000 --> 00:15:52.000]  所以是要十二頭公牛
[00:15:52.000 --> 00:15:53.000]  就六部車
[00:15:53.000 --> 00:15:54.000]  ok 行不行?
[00:15:54.000 --> 00:15:57.000]  接著拿出來之後
[00:15:57.000 --> 00:15:59.000]  神就對摩西說
[00:15:59.000 --> 00:16:01.000]  你要從他們收下這些
[00:16:01.000 --> 00:16:03.000]  作為會幕侍奉的用途
[00:16:03.000 --> 00:16:05.000]  照著利美人所侍奉的
[00:16:05.000 --> 00:16:07.000]  交給他們各人
[00:16:07.000 --> 00:16:10.000]  第六節到第九節
[00:16:10.000 --> 00:16:12.000]  摩西就收了這些車和牛
[00:16:12.000 --> 00:16:14.000]  他很有智慧
[00:16:14.000 --> 00:16:17.000]  交給利美那三個兒子
[00:16:17.000 --> 00:16:19.000]  記得我們文素記之前讀過
[00:16:19.000 --> 00:16:23.000]  他們分佈在會幕的南邊
[00:16:23.000 --> 00:16:26.000]  西邊和北邊
[00:16:26.000 --> 00:16:28.000]  這三個兒子
[00:16:28.000 --> 00:16:33.000]  而且是各盡其職
[00:16:33.000 --> 00:16:36.000]  你看摩西如何分配這些資源
[00:16:36.000 --> 00:16:38.000]  就是這個智慧
[00:16:38.000 --> 00:16:43.000]  所以領袖不要濫用神家的尊嚴
[00:16:43.000 --> 00:16:45.000]  所以我們有很嚴格的規管
[00:16:45.000 --> 00:16:48.000]  我們教會頂尖會收到的
[00:16:48.000 --> 00:16:50.000]  每一分一毫
[00:16:50.000 --> 00:16:52.000]  我們有我們的執事會
[00:16:52.000 --> 00:16:54.000]  我們有我們的財務部
[00:16:54.000 --> 00:16:56.000]  我們每一個財政預算
[00:16:56.000 --> 00:16:58.000]  每一個部門目區
[00:16:58.000 --> 00:17:00.000]  全部都要經過審核
[00:17:00.000 --> 00:17:04.000]  每一個所謂支出
[00:17:04.000 --> 00:17:06.000]  哪怕那個支票多小
[00:17:06.000 --> 00:17:08.000]  我們都要忠心
[00:17:08.000 --> 00:17:10.000]  而且我們要核數
[00:17:10.000 --> 00:17:14.000]  所以廣福街有一個很健全的財務
[00:17:14.000 --> 00:17:16.000]  我們感謝神
[00:17:16.000 --> 00:17:17.000]  這麼多年來
[00:17:17.000 --> 00:17:19.000]  我們都有一班忠心的執事
[00:17:19.000 --> 00:17:21.000]  他們願意做這些
[00:17:21.000 --> 00:17:23.000]  你說很tedious
[00:17:23.000 --> 00:17:25.000]  這些是很細微的事
[00:17:25.000 --> 00:17:27.000]  但是每個星期都要做
[00:17:27.000 --> 00:17:29.000]  每個星期我們所收的奉獻
[00:17:29.000 --> 00:17:31.000]  要即時數點
[00:17:31.000 --> 00:17:33.000]  然後要入數
[00:17:33.000 --> 00:17:36.000]  全部不是一個人去做
[00:17:36.000 --> 00:17:38.000]  是一個團隊去做
[00:17:38.000 --> 00:17:40.000]  而且彼此是監察的
[00:17:40.000 --> 00:17:43.000]  我們每一筆數點的奉獻
[00:17:43.000 --> 00:17:46.000]  是要簽名的 作實的
[00:17:46.000 --> 00:17:49.000]  所以我們知道感謝神
[00:17:49.000 --> 00:17:52.000]  廣福街是一個很健全的教會
[00:17:52.000 --> 00:17:54.000]  大家放心奉獻
[00:17:54.000 --> 00:17:56.000]  3月31號之前
[00:17:56.000 --> 00:18:01.000]  你們奉獻就可以有25年的補稅收掉
