
[00:00:00.000 --> 00:00:03.320]  各位午安 主內平安
[00:01:30.580 --> 00:01:33.580]  我想最常見的有兩個原因
[00:01:33.580 --> 00:01:34.580]  第一個
[00:01:34.580 --> 00:01:35.580]  在順境的時候
[00:01:35.580 --> 00:01:37.580]  我們很多時候覺得都挺好
[00:01:37.580 --> 00:01:41.580]  於是因循自滿 原地踏步
[00:01:41.580 --> 00:01:47.580]  我很喜歡義孤達拉斯神學院教授Dr.Horace Hendricks的一句說話
[00:01:47.580 --> 00:01:49.580]  他說有些領袖
[00:01:49.580 --> 00:01:52.580]  他們有二十年的經驗
[00:01:52.580 --> 00:01:58.580]  有些人將一年的經驗重複了二十次
[00:01:58.580 --> 00:02:00.580]  這句說話我記得聽老師說的時候
[00:02:00.580 --> 00:02:04.580]  我的印象很深刻
[00:02:04.580 --> 00:02:06.580]  我以前做外語導師的時候
[00:02:06.580 --> 00:02:08.580]  就深明此理
[00:02:08.580 --> 00:02:11.580]  坊間有一套日文的教科書是很流行的
[00:02:11.580 --> 00:02:14.580]  大學也用 到處都用
[00:02:14.580 --> 00:02:16.580]  如果我知道一個新的人文班
[00:02:16.580 --> 00:02:19.580]  或者一個新同學是用這套教科書的
[00:02:19.580 --> 00:02:23.580]  我根本不用備課
[00:02:23.580 --> 00:02:28.580]  就像執藥那樣 拿幾張教材就去教
[00:02:28.580 --> 00:02:30.580]  如果真的要戶口賺兩餐
[00:02:30.580 --> 00:02:32.580]  其實可以像播帶那樣
[00:02:32.580 --> 00:02:35.580]  播一次我就收工了
[00:02:35.580 --> 00:02:37.580]  如果這樣教
[00:02:37.580 --> 00:02:39.580]  就算你教十年也好
[00:02:39.580 --> 00:02:43.580]  其實都真的將你一年的經驗重複了十次
[00:02:43.580 --> 00:02:48.580]  但不過如果你在這十年的教書生涯裡
[00:02:48.580 --> 00:02:52.580]  不斷去檢視自己有沒有進步
[00:02:52.580 --> 00:02:55.580]  真的願意按著你的對象不一樣
[00:02:55.580 --> 00:02:58.580]  因材施教 用心栽培的話
[00:02:58.580 --> 00:03:04.580]  十年的經驗就真的不斷去盡心豐富自己的學習
[00:03:04.580 --> 00:03:07.580]  在順境的時候容易因循自滿
[00:03:07.580 --> 00:03:10.580]  原地踏步 防我們生命的成長
[00:03:10.580 --> 00:03:12.580]  逆境的時候又如何呢
[00:03:12.580 --> 00:03:14.580]  在困難的時候
[00:03:14.580 --> 00:03:19.580]  沉醉回望過去想當年的光輝歲月
[00:03:19.580 --> 00:03:21.580]  錯過了當下
[00:03:21.580 --> 00:03:23.580]  在這麼困難的處境裡
[00:03:23.580 --> 00:03:27.580]  有一些新的契機讓我們去追求成長
[00:03:27.580 --> 00:03:29.580]  所以很多年前有機會
[00:03:29.580 --> 00:03:32.580]  有幾個親友和我一起去加拿大
[00:03:32.580 --> 00:03:35.580]  洛杉磯沙漠的Bath去遊玩
[00:03:35.580 --> 00:03:37.580]  很多人可能都去過
[00:03:37.580 --> 00:03:39.580]  因為我在加拿大住的時候已經去過很多次
[00:03:39.580 --> 00:03:44.580]  我見過不同季節很美麗的湖光山色
[00:03:44.580 --> 00:03:46.580]  那幾位親友就是第一次去
[00:03:46.580 --> 00:03:49.580]  我就好像半個導遊一樣
[00:03:49.580 --> 00:03:53.580]  誰知道剛剛美國的時候又生火
[00:03:53.580 --> 00:03:57.580]  於是風把煙吹過來我們這邊
[00:03:57.580 --> 00:04:00.580]  景色就變得有點朦朧
[00:04:00.580 --> 00:04:03.580]  那幾位親友第一次去仍然覺得很美
[00:04:03.580 --> 00:04:05.580]  但那時候就很不滿
[00:04:05.580 --> 00:04:09.580]  「哎呀平時不是這樣的,平時的Lake Louise很美」
[00:04:09.580 --> 00:04:14.580]  「平時不是這樣的,平時你見到的顏色是翠綠很多」
[00:04:14.580 --> 00:04:18.580]  整個旅程就「平時不是這樣的,平時不是這樣的」
[00:04:18.580 --> 00:04:21.580]  我不知道他有沒有向我投訴
[00:04:21.580 --> 00:04:24.580]  但整個過程就是「哎呀真的不值得」
[00:04:24.580 --> 00:04:27.580]  「難得一次來加拿大,你不是常常在這裡住嗎」
[00:04:27.580 --> 00:04:29.580]  「為甚麼會這樣的」
[00:04:29.580 --> 00:04:31.580]  「Market很蠢吧」
[00:04:31.580 --> 00:04:35.580]  我們沒有辦法去享受難得有親友
[00:04:35.580 --> 00:04:39.580]  可以一起享受一個旅程的機會
[00:04:39.580 --> 00:04:42.580]  回望過去一年的歲月
[00:04:42.580 --> 00:04:44.580]  深信我們大家和他經歷了
[00:04:44.580 --> 00:04:46.580]  我們未曾有過新的挑戰
[00:04:46.580 --> 00:04:49.580]  就算我們想原地踏步
[00:04:49.580 --> 00:04:51.580]  應該都挺難的
[00:04:51.580 --> 00:04:53.580]  面對一些新的挑戰
[00:04:53.580 --> 00:04:57.580]  究竟是加速還是拖垮我們的成長
[00:04:57.580 --> 00:05:00.580]  特別是在我們的信仰路上
[00:05:00.580 --> 00:05:03.580]  是增加我們對上帝的依靠
[00:05:03.580 --> 00:05:06.580]  還是削弱了我們對上帝的信心
[00:05:06.580 --> 00:05:08.580]  很想踏入新的一年
[00:05:08.580 --> 00:05:12.580]  從今天的經文和思想去學習
[00:05:12.580 --> 00:05:15.580]  新年我們會暫停比特候書一次
[00:05:15.580 --> 00:05:20.580]  我們會去選看《爾策亞書》其中一段的經文
[00:05:20.580 --> 00:05:23.580]  《爾策亞書》的內容很豐富
[00:05:23.580 --> 00:05:28.580]  有人說它是四個福音書之後的第五卷福音書
[00:05:28.580 --> 00:05:31.580]  剛好是六十六章
[00:05:31.580 --> 00:05:33.580]  可以看到它有多重要
[00:05:33.580 --> 00:05:36.580]  爾策亞在公元前大概百世紀末
[00:05:36.580 --> 00:05:38.580]  在南國的一個先知
[00:05:38.580 --> 00:05:39.580]  造神的代言人
[00:05:39.580 --> 00:05:41.580]  他經歷了四代的君王
[00:05:41.580 --> 00:05:46.580]  烏西亞、約旦、阿哈斯、希西加的時期
[00:05:46.580 --> 00:05:49.580]  當時南北國已經分裂
[00:05:49.580 --> 00:05:53.580]  北國以色列已經亡國被擄
[00:05:53.580 --> 00:05:57.580]  南國猶大當時面對很強的敵人亞述的威脅
[00:05:57.580 --> 00:06:00.580]  爾策亞很深明道理
[00:06:00.580 --> 00:06:04.580]  猶大國的危機不是單單是亞述國武力的威脅
[00:06:04.580 --> 00:06:07.580]  更重要是他們的內患
[00:06:07.580 --> 00:06:11.580]  是因為當時他們的國民開始犯罪
[00:06:11.580 --> 00:06:13.580]  違背上帝的命令
[00:06:13.580 --> 00:06:14.580]  不信靠神
[00:06:14.580 --> 00:06:17.580]  很多學者都說《爾策亞書》的三十九章
[00:06:17.580 --> 00:06:19.580]  好像是一個三九二十七
[00:06:19.580 --> 00:06:21.580]  好像一個分水嶺
[00:06:21.580 --> 00:06:23.580]  如果看《爾策亞書》三十九章
[00:06:23.580 --> 00:06:27.580]  才知道爾策亞向希西加王預言
[00:06:27.580 --> 00:06:31.580]  你們會被擄到巴比倫
[00:06:31.580 --> 00:06:35.580]  你想想如果你是當時上帝的選民
[00:06:35.580 --> 00:06:41.580]  竟然有先子來預告你們將會被擄到巴比倫
[00:06:41.580 --> 00:06:43.580]  明明是上帝揀選的選民
[00:06:43.580 --> 00:06:46.580]  為什麼有強敵來的時候你不拯救我們
[00:06:46.580 --> 00:06:48.580]  要我們打敗仗
[00:06:48.580 --> 00:06:50.580]  所以在《爾策亞書》四十章
[00:06:50.580 --> 00:06:55.580]  表達了那群選民對上帝的失望
[00:06:55.580 --> 00:06:58.580]  《爾策亞書》四十章二十七節這樣說
[00:06:58.580 --> 00:07:01.580]  我的道路向耶和華隱藏
[00:07:01.580 --> 00:07:04.580]  我的冤屈神並不查問
[00:07:04.580 --> 00:07:07.580]  以色列民感到那種不滿
[00:07:07.580 --> 00:07:11.580]  不過幸好《爾策亞書》一定不是停在三十九章
[00:07:11.580 --> 00:07:15.580]  然後才繼續他的預言
[00:07:15.580 --> 00:07:18.580]  雖然你們會被擄到巴比倫
[00:07:18.580 --> 00:07:21.580]  但也預言上帝會挽回你們
[00:07:21.580 --> 00:07:23.580]  施行拯救
[00:07:23.580 --> 00:07:26.580]  今天看的四十三章十四節二十一節
[00:07:26.580 --> 00:07:29.580]  先子要預告被擄的子民
[00:07:29.580 --> 00:07:32.580]  會得來一個很大的安慰和盼望
[00:07:32.580 --> 00:07:35.580]  我們首先概念一下這段經文
[00:07:35.580 --> 00:07:37.580]  大家拿程序表出來看一下
[00:07:37.580 --> 00:07:41.580]  你會發覺有很多上帝和他的子民
[00:07:41.580 --> 00:07:45.580]  很深關係的形容詞的描述
[00:07:45.580 --> 00:07:48.580]  十四節你們的救贖主
[00:07:48.580 --> 00:07:50.580]  以色列的聖者
[00:07:50.580 --> 00:07:52.580]  因你們的緣故
[00:07:52.580 --> 00:07:55.580]  十五節你們的聖者
[00:07:55.580 --> 00:07:57.580]  創造以色列
[00:07:57.580 --> 00:07:59.580]  你們的君王
[00:07:59.580 --> 00:08:01.580]  二十節最後那行
[00:08:01.580 --> 00:08:03.580]  次級我的百姓
[00:08:03.580 --> 00:08:05.580]  我的選民學
[00:08:05.580 --> 00:08:06.580]  二十一節
[00:08:06.580 --> 00:08:08.580]  這百姓是我為自己做的
[00:08:08.580 --> 00:08:11.580]  為要述說我的美德
[00:08:11.580 --> 00:08:16.580]  是不是很多我和選民之間很親密的關係
[00:08:16.580 --> 00:08:19.580]  縱然以色列人背叛神
[00:08:19.580 --> 00:08:22.580]  神仍然定義不離不棄
[00:08:22.580 --> 00:08:25.580]  要挽回要建立他的選民
[00:08:25.580 --> 00:08:28.580]  我們先來看第十四至十五節
[00:08:28.580 --> 00:08:33.580]  上帝是掌管人間歷史舞台的一位大君王
[00:08:33.580 --> 00:08:35.580]  一起重讀好嗎
[00:08:35.580 --> 00:08:36.580]  十四至十五節
[00:08:36.580 --> 00:08:37.580]  一二三
[00:08:37.580 --> 00:08:42.580]  耶和華你們的救贖主以色列的聖者如此說
[00:08:42.580 --> 00:08:44.580]  因你們的緣故
[00:08:44.580 --> 00:08:47.580]  我已派遣人到巴比倫去
[00:08:47.580 --> 00:08:50.580]  要使迦勒底人都如難民
[00:08:50.580 --> 00:08:53.580]  坐自己數來練樂的船下來
[00:08:53.580 --> 00:08:56.580]  我是耶和華你們的聖者
[00:08:56.580 --> 00:08:58.580]  是創造以色列的
[00:08:58.580 --> 00:09:00.580]  是你們的君王
[00:09:00.580 --> 00:09:02.580]  先知早前去預言
[00:09:02.580 --> 00:09:04.580]  猶大國會被巴比倫
[00:09:04.580 --> 00:09:06.580]  擄退巴比倫
[00:09:06.580 --> 00:09:08.580]  但這兩節經文
[00:09:08.580 --> 00:09:10.580]  繼續說上帝會有應許
[00:09:10.580 --> 00:09:14.580]  會介入扭轉整個政權的局勢
[00:09:14.580 --> 00:09:17.580]  這裡提到迦勒底人會如難民
[00:09:17.580 --> 00:09:19.580]  那迦勒底人是甚麼呢
[00:09:19.580 --> 00:09:22.580]  原來迦勒底是亞述人去描述
[00:09:22.580 --> 00:09:26.580]  美索不達米亞最南部的一個稱呼
[00:09:26.580 --> 00:09:29.580]  而這個地方是巴比倫國的發源地
[00:09:29.580 --> 00:09:31.580]  所以其實迦勒底人
[00:09:31.580 --> 00:09:33.580]  即是巴比倫人
[00:09:33.580 --> 00:09:35.580]  先知去預言
[00:09:35.580 --> 00:09:37.580]  巴比倫人會坐著他們自傲
[00:09:37.580 --> 00:09:39.580]  用來練樂的船
[00:09:39.580 --> 00:09:41.580]  不過這次不是練樂
[00:09:41.580 --> 00:09:43.580]  那要做甚麼呢
[00:09:43.580 --> 00:09:45.580]  是要逃難
[00:09:45.580 --> 00:09:49.580]  那為甚麼當時輝煌強盛的巴比倫帝國
[00:09:49.580 --> 00:09:51.580]  竟然會傾覆呢
[00:09:51.580 --> 00:09:55.580]  當然他們有自己的內在原因
[00:09:55.580 --> 00:09:57.580]  在47章10節
[00:09:57.580 --> 00:10:01.580]  先知這樣責備當時巴比倫的帝王
[00:10:01.580 --> 00:10:03.580]  說他們很敗壞
[00:10:03.580 --> 00:10:05.580]  說他們高傲
[00:10:05.580 --> 00:10:07.580]  這樣說
[00:10:07.580 --> 00:10:09.580]  你們倚靠自己的惡行
[00:10:09.580 --> 00:10:11.580]  說沒有人看見我
[00:10:11.580 --> 00:10:14.580]  你們的智慧聰明使你們走偏
[00:10:14.580 --> 00:10:16.580]  你們心裡說唯有我
[00:10:16.580 --> 00:10:18.580]  除我以外再沒有別的了
[00:10:18.580 --> 00:10:20.580]  多高傲
[00:10:20.580 --> 00:10:22.580]  巴比倫他們滅亡的內在原因
[00:10:22.580 --> 00:10:24.580]  特別是當時的尼泊爾加尼沙皇
[00:10:24.580 --> 00:10:26.580]  他打敗了埃及之後
[00:10:26.580 --> 00:10:28.580]  他高傲自恥
[00:10:28.580 --> 00:10:30.580]  他說除我以外沒有了
[00:10:30.580 --> 00:10:33.580]  我和上帝一起去看齊
[00:10:33.580 --> 00:10:35.580]  不過更加重要
[00:10:35.580 --> 00:10:37.580]  我們看回今天這段經文
[00:10:37.580 --> 00:10:39.580]  14節上主怎樣說
[00:10:39.580 --> 00:10:41.580]  因為你們的緣故
[00:10:41.580 --> 00:10:43.580]  我已經派人去巴比倫
[00:10:43.580 --> 00:10:47.580]  是上帝自己安排動手
[00:10:47.580 --> 00:10:50.580]  上帝打發誰去巴比倫呢
[00:10:50.580 --> 00:10:52.580]  我們看回之後的歷史
[00:10:52.580 --> 00:10:54.580]  整個發展的歷程
[00:10:54.580 --> 00:10:58.580]  應該是波斯帝國開國的元首
[00:10:58.580 --> 00:11:01.580]  上帝要興起古列王
[00:11:01.580 --> 00:11:03.580]  去擊敗巴比倫帝國
[00:11:03.580 --> 00:11:06.580]  接著會實行一個懷柔自治的政策
[00:11:06.580 --> 00:11:11.580]  讓神的選民可以回到耶路撒冷
[00:11:11.580 --> 00:11:13.580]  重建他們的家園
[00:11:13.580 --> 00:11:16.580]  我們看見上帝可以使用
[00:11:16.580 --> 00:11:19.580]  以色列的敵人亞述巴比倫
[00:11:19.580 --> 00:11:22.580]  去懲治管教他們的子民
[00:11:22.580 --> 00:11:25.580]  但是上帝不是停在那裡
[00:11:25.580 --> 00:11:28.580]  他繼續使用古列王
[00:11:28.580 --> 00:11:30.580]  去成就跟著的回歸
[00:11:30.580 --> 00:11:32.580]  跟著的施行拯救
[00:11:32.580 --> 00:11:34.580]  看回14、15節
[00:11:34.580 --> 00:11:36.580]  剛才我看過一連串的自稱
[00:11:36.580 --> 00:11:38.580]  15節最後
[00:11:38.580 --> 00:11:40.580]  上帝怎樣形容自己
[00:11:40.580 --> 00:11:43.580]  你們的君王
[00:11:43.580 --> 00:11:47.580]  我們回望以色列的舊約歷史
[00:11:47.580 --> 00:11:50.580]  神的子民當他們面對一個
[00:11:50.580 --> 00:11:53.580]  很強國的威脅的時候
[00:11:53.580 --> 00:11:56.580]  通常很自然就是用人的智慧
[00:11:56.580 --> 00:11:58.580]  怎樣跟一些軍事的聯盟
[00:11:58.580 --> 00:12:01.580]  去打敗我們的強國
[00:12:01.580 --> 00:12:04.580]  但是他們反而不是很懂得
[00:12:04.580 --> 00:12:07.580]  常常去依靠耶和華在當中的帶領
[00:12:07.580 --> 00:12:09.580]  以至以色列的亞述
[00:12:09.580 --> 00:12:11.580]  去呼籲當時的子民
[00:12:11.580 --> 00:12:14.580]  要信靠神和他們的應許
[00:12:14.580 --> 00:12:16.580]  以色列真正的君王
[00:12:16.580 --> 00:12:19.580]  不是地上的執政者
[00:12:19.580 --> 00:12:22.580]  而是上帝自己
[00:12:22.580 --> 00:12:27.580]  掌管人間歷史舞台的興衰起伏
[00:12:27.580 --> 00:12:32.580]  是跟他的子民納約的這位上帝
[00:12:32.580 --> 00:12:35.580]  我們面對當下世界的政局
[00:12:35.580 --> 00:12:39.580]  這兩節經文都給我們有很多提醒
[00:12:39.580 --> 00:12:41.580]  繼續看下去
[00:12:41.580 --> 00:12:43.580]  以色列的聖者不單單是
[00:12:43.580 --> 00:12:47.580]  掌管歷史舞台的一位大君王
[00:12:47.580 --> 00:12:49.580]  更加是他超越大自然
[00:12:49.580 --> 00:12:53.580]  施行神跡騎士的一位救贖主
[00:12:53.580 --> 00:12:56.580]  我們看十六至二十節
[00:12:56.580 --> 00:12:58.580]  我們先來看十六至十七節
[00:12:58.580 --> 00:12:59.580]  一起讀
[00:12:59.580 --> 00:13:00.580]  一二三
[00:13:00.580 --> 00:13:02.580]  那在滄海中開道
[00:13:02.580 --> 00:13:04.580]  在大水中開路
[00:13:04.580 --> 00:13:07.580]  使戰車馬匹軍兵
[00:13:07.580 --> 00:13:09.580]  勇士一同出來
[00:13:09.580 --> 00:13:12.580]  使他們撲倒不再起來
[00:13:12.580 --> 00:13:13.580]  使他們滅沒
[00:13:13.580 --> 00:13:17.580]  好像熄滅之燈光的耶和華如此說
[00:13:17.580 --> 00:13:22.580]  才用了一段敘事描述將要說話的耶和華
[00:13:22.580 --> 00:13:24.580]  大家猜不猜得到
[00:13:24.580 --> 00:13:28.580]  這兩節經文是描述以色列歷史裡什麼事件
[00:13:28.580 --> 00:13:30.580]  是什麼
[00:13:30.580 --> 00:13:32.580]  像什麼
[00:13:32.580 --> 00:13:34.580]  高雄海
[00:13:34.580 --> 00:13:35.580]  出埃及
[00:13:35.580 --> 00:13:38.580]  很明顯是當時出埃及的事件
[00:13:38.580 --> 00:13:43.580]  摩西帶領以色列民出埃及這個重要的事蹟
[00:13:43.580 --> 00:13:47.580]  是以色列民族中無論他們的身份
[00:13:47.580 --> 00:13:49.580]  他們的價值觀
[00:13:49.580 --> 00:13:52.580]  他們的信仰中一個很重要的里程碑
[00:13:52.580 --> 00:13:54.580]  這麼重要的里程碑
[00:13:54.580 --> 00:13:57.580]  是不是應該世世代代一直傳頌
[00:13:57.580 --> 00:13:59.580]  千萬不要忘記
[00:13:59.580 --> 00:14:01.580]  很奇怪
[00:14:01.580 --> 00:14:03.580]  十八節才知道怎麼說
[00:14:03.580 --> 00:14:04.580]  十八節說
[00:14:04.580 --> 00:14:07.580]  你們不要追念從前的事
[00:14:07.580 --> 00:14:10.580]  也不要思想古時的事
[00:14:10.580 --> 00:14:12.580]  這麼重要的里程碑
[00:14:12.580 --> 00:14:13.580]  為什麼不記住
[00:14:13.580 --> 00:14:15.580]  要忘記
[00:14:15.580 --> 00:14:17.580]  我突然想想
[00:14:17.580 --> 00:14:20.580]  如果我們是秘魯上帝的子民
[00:14:20.580 --> 00:14:23.580]  現在當下在巴比倫一個秘魯的地方
[00:14:23.580 --> 00:14:25.580]  我們回想昔日
[00:14:25.580 --> 00:14:30.580]  在出埃及行大神蹟騎士的時候
[00:14:30.580 --> 00:14:34.580]  回想以往輝煌的上帝的作為
[00:14:34.580 --> 00:14:37.580]  究竟是我們的鼓勵
[00:14:37.580 --> 00:14:39.580]  還是我們的絆腳石
[00:14:39.580 --> 00:14:40.580]  你覺得呢
[00:14:40.580 --> 00:14:42.580]  你是秘魯的子民
[00:14:42.580 --> 00:14:44.580]  回想以前上帝在出埃及的時候
[00:14:44.580 --> 00:14:46.580]  那種輝煌事跡
[00:14:46.580 --> 00:14:50.580]  是你的鼓勵還是你的絆腳石
[00:14:50.580 --> 00:14:52.580]  或者近一點
[00:14:52.580 --> 00:14:54.580]  近身一點
[00:14:54.580 --> 00:14:55.580]  類比
[00:14:55.580 --> 00:14:57.580]  譬如我們回想
[00:14:57.580 --> 00:15:00.580]  窩福某段歲月比較興旺
[00:15:00.580 --> 00:15:02.580]  看來叫做興旺
[00:15:02.580 --> 00:15:05.580]  你覺得回想那段歲月興旺一點
[00:15:05.580 --> 00:15:08.580]  生活平順一點
[00:15:08.580 --> 00:15:10.580]  你覺得是我們的鼓勵
[00:15:10.580 --> 00:15:13.580]  還是我們的絆腳石呢
[00:15:13.580 --> 00:15:15.580]  看你用什麼
[00:15:15.580 --> 00:15:17.580]  其實兩個都有可能
[00:15:17.580 --> 00:15:20.580]  看你用什麼心態去紀念這件事
[00:15:20.580 --> 00:15:24.580]  對於秘魯巴比倫的以色列民
[00:15:24.580 --> 00:15:28.580]  他們可能可以有一些很負面的聯想
[00:15:28.580 --> 00:15:30.580]  出埃及的昔日的事跡
[00:15:30.580 --> 00:15:33.580]  好像已經遙不可及
[00:15:33.580 --> 00:15:36.580]  特別如果對當下秘魯的處境
[00:15:36.580 --> 00:15:39.580]  信心軟弱的可能會對神的信實
[00:15:39.580 --> 00:15:41.580]  已經感到很懷疑
[00:15:41.580 --> 00:15:42.580]  甚至想失望
[00:15:42.580 --> 00:15:43.580]  他想放棄
[00:15:43.580 --> 00:15:45.580]  不如不要跟這個神吧
[00:15:45.580 --> 00:15:47.580]  或者算了吧
[00:15:47.580 --> 00:15:50.580]  又或者因為當時秘魯的子民
[00:15:50.580 --> 00:15:53.580]  他知道你自己做得不對
[00:15:53.580 --> 00:15:55.580]  過往沒有好好跟從神
[00:15:55.580 --> 00:15:57.580]  以致感到內疚
[00:15:57.580 --> 00:15:59.580]  不一定是我們背叛上帝
[00:15:59.580 --> 00:16:02.580]  所以現在上帝掩面不看我們了
[00:16:02.580 --> 00:16:07.580]  已經內疚到不敢再去仰望上帝的英許
[00:16:07.580 --> 00:16:09.580]  不過與此同時
[00:16:09.580 --> 00:16:12.580]  紀念以往神的工作
[00:16:12.580 --> 00:16:16.580]  又可以有正面的聯想
[00:16:16.580 --> 00:16:20.580]  既然昔在今在永在的神
[00:16:20.580 --> 00:16:22.580]  祂的大能應該不變
[00:16:22.580 --> 00:16:24.580]  即是祂可以在出埃及的時候
[00:16:24.580 --> 00:16:26.580]  行神蹟
[00:16:26.580 --> 00:16:29.580]  難道今天祂不可以繼續出手嗎
[00:16:29.580 --> 00:16:32.580]  假如上帝要在這個新的處境
[00:16:32.580 --> 00:16:34.580]  承受新的事
[00:16:34.580 --> 00:16:36.580]  誰可以攔阻
[00:16:36.580 --> 00:16:39.580]  關鍵不是客觀環境的盛衰
[00:16:39.580 --> 00:16:43.580]  是人願不願意檢視自己的問題
[00:16:43.580 --> 00:16:45.580]  悔改、迴轉
[00:16:45.580 --> 00:16:46.580]  繼續去依靠上帝
[00:16:46.580 --> 00:16:48.580]  仰望上帝的英許
[00:16:48.580 --> 00:16:54.580]  才要繼續鼓勵秘魯的子民
[00:16:54.580 --> 00:16:57.580]  我們繼續看19至20節
[00:16:57.580 --> 00:16:59.580]  繼續讀好嗎
[00:16:59.580 --> 00:17:00.580]  19至20節
[00:17:00.580 --> 00:17:01.580]  1、2、3
[00:17:01.580 --> 00:17:04.580]  一件新事
[00:17:04.580 --> 00:17:06.580]  如今就要顯明
[00:17:06.580 --> 00:17:08.580]  你們豈不知道嗎
[00:17:08.580 --> 00:17:10.580]  我必在曠野開道路
[00:17:10.580 --> 00:17:12.580]  在沙漠開江河
[00:17:12.580 --> 00:17:14.580]  野地的走獸要尊敬我
[00:17:14.580 --> 00:17:17.580]  野狗和鴕鳥也必尊敬我
[00:17:17.580 --> 00:17:19.580]  因我使曠野有水
[00:17:19.580 --> 00:17:21.580]  使沙漠有河
[00:17:21.580 --> 00:17:23.580]  好似給我的百姓
[00:17:23.580 --> 00:17:25.580]  我的選民喝
[00:17:25.580 --> 00:17:27.580]  先知想表達的意思
[00:17:27.580 --> 00:17:29.580]  不是叫神的子民
[00:17:29.580 --> 00:17:33.580]  忘記上帝以前所做過的事
[00:17:33.580 --> 00:17:34.580]  先知想說的是
[00:17:34.580 --> 00:17:38.580]  你們不要限制上帝的作為
[00:17:38.580 --> 00:17:42.580]  神需要完完全全重覆過去那件事
[00:17:42.580 --> 00:17:45.580]  神有能力在不同的時空底下
[00:17:45.580 --> 00:17:48.580]  成就新的事
[00:17:48.580 --> 00:17:49.580]  留意19節
[00:17:49.580 --> 00:17:51.580]  先知怎樣說
[00:17:51.580 --> 00:17:53.580]  看,我要行一件新事
[00:17:53.580 --> 00:17:54.580]  如今就要顯明
[00:17:54.580 --> 00:17:56.580]  你們豈不知道嗎
[00:17:56.580 --> 00:17:58.580]  先知提醒他們
[00:17:58.580 --> 00:18:00.580]  你們看不看見
[00:18:00.580 --> 00:18:02.580]  上帝要做新的事
[00:18:02.580 --> 00:18:05.580]  你們是否沒有留意
[00:18:05.580 --> 00:18:08.580]  當一個人處於當下很艱難的時候
[00:18:08.580 --> 00:18:09.580]  他們會怎樣
[00:18:09.580 --> 00:18:11.580]  看著我現在的失敗
[00:18:11.580 --> 00:18:13.580]  看著我現在的困境
[00:18:13.580 --> 00:18:15.580]  開始覺得迷失
[00:18:15.580 --> 00:18:17.580]  他們說你睜大雙眼
[00:18:17.580 --> 00:18:20.580]  你們要敏感上帝的作為
[00:18:20.580 --> 00:18:22.580]  上帝要做一些新的事
[00:18:22.580 --> 00:18:23.580]  你們看不見嗎
[00:18:23.580 --> 00:18:25.580]  上帝有很大提醒
[00:18:25.580 --> 00:18:27.580]  在當下我們很多
[00:18:27.580 --> 00:18:29.580]  一浪又一浪的處境裡
[00:18:29.580 --> 00:18:30.580]  睜開眼睛
[00:18:30.580 --> 00:18:34.580]  看看上帝要做新的事
[00:18:34.580 --> 00:18:37.580]  如果你對比對出埃及的描述
[00:18:37.580 --> 00:18:40.580]  67節說在滄海要開路
