
[00:00:00.000 --> 00:00:02.000]  戴燕姊妹主內平安
[00:01:52.000 --> 00:01:54.000]  今天我們活在新的約
[00:01:54.000 --> 00:01:57.000]  舊約與我有什麼關係
[00:01:57.000 --> 00:01:59.000]  但我經常提醒大家
[00:01:59.000 --> 00:02:00.000]  我們看聖經
[00:02:00.000 --> 00:02:02.000]  我們要問自己一個問題
[00:02:02.000 --> 00:02:05.000]  就是究竟上帝是與我們說什麼話
[00:02:05.000 --> 00:02:09.000]  上帝不只是藉著新約與我們說話
[00:02:09.000 --> 00:02:12.000]  上帝的壞語是在新約與舊約那裏
[00:02:12.000 --> 00:02:15.000]  所以昔日上帝與意識裂人說的話
[00:02:15.000 --> 00:02:18.000]  今天也是套用在我們身上
[00:02:18.000 --> 00:02:20.000]  不過有時候不是很明顯的
[00:02:20.000 --> 00:02:23.000]  是要我們多些思考
[00:02:23.000 --> 00:02:27.000]  去看看究竟上帝是與我們說什麼話
[00:02:27.000 --> 00:02:31.000]  這期大家知道我又講摩西五經
[00:02:31.000 --> 00:02:34.000]  用一個宏觀的方法去看摩西五經
[00:02:34.000 --> 00:02:37.000]  今天去到文數記
[00:02:37.000 --> 00:02:39.000]  你看到今天的講題就是
[00:02:39.000 --> 00:02:41.000]  我在曠野的日子
[00:02:41.000 --> 00:02:43.000]  熟口熟面
[00:02:43.000 --> 00:02:46.000]  好像梁傳道之前一個月前
[00:02:46.000 --> 00:02:48.000]  講過一個叫做曠野之路
[00:02:48.000 --> 00:02:50.000]  為什麼又講曠野呢
[00:02:50.000 --> 00:02:52.000]  因為我很喜歡曠野
[00:02:52.000 --> 00:02:56.000]  因為我覺得曠野是形容我們人生的路程
[00:02:56.000 --> 00:02:59.000]  我覺得是非常貼切的
[00:02:59.000 --> 00:03:02.000]  其實都有一個原因
[00:03:02.000 --> 00:03:05.000]  文數記英文叫Numbers
[00:03:05.000 --> 00:03:11.000]  其實它都是根據文數記第一章第二節那裏
[00:03:11.000 --> 00:03:15.000]  那句聖經所講的就是
[00:03:15.000 --> 00:03:18.000]  上帝吩咐以色列人
[00:03:18.000 --> 00:03:25.000]  你要按宗族附加人名的數目計算以色列全會眾
[00:03:25.000 --> 00:03:28.000]  數點所有的藍丁
[00:03:28.000 --> 00:03:32.000]  所以這是一個所謂人口的普查
[00:03:32.000 --> 00:03:34.000]  Census
[00:03:34.000 --> 00:03:38.000]  英國也有人口普查
[00:03:38.000 --> 00:03:40.000]  不過可能你們還沒有遇到
[00:03:40.000 --> 00:03:42.000]  其實是十年一次
[00:03:42.000 --> 00:03:44.000]  英國的地方不小
[00:03:44.000 --> 00:03:46.000]  所以都是族家族戶
[00:03:46.000 --> 00:03:48.000]  都是要填表
[00:03:48.000 --> 00:03:50.000]  家訪
[00:03:50.000 --> 00:03:53.000]  法律上是規定的
[00:03:53.000 --> 00:03:56.000]  如果你不填回去是犯法的
[00:03:56.000 --> 00:03:58.000]  有這樣的規例
[00:03:58.000 --> 00:04:00.000]  我記得香港以前也有
[00:04:00.000 --> 00:04:02.000]  我小時候也記得有的
[00:04:02.000 --> 00:04:06.000]  就是一個統計數目
[00:04:06.000 --> 00:04:08.000]  一共兩次
[00:04:08.000 --> 00:04:13.000]  第一次就是以色列人在一個西內山的下面
[00:04:13.000 --> 00:04:18.000]  很早期出了埃及的普查
[00:04:18.000 --> 00:04:20.000]  另外一次就是四十年後
[00:04:20.000 --> 00:04:22.000]  他們去到摩亞平原
[00:04:22.000 --> 00:04:25.000]  即將約旦河的東面
[00:04:25.000 --> 00:04:31.000]  即將是要進入加南地之前再來一次的數目
[00:04:31.000 --> 00:04:35.000]  其實重點在文數記其實和普查沒什麼
[00:04:35.000 --> 00:04:37.000]  重點不在這裏
[00:04:37.000 --> 00:04:40.000]  這個只不過是文數記其中一樣東西
[00:04:40.000 --> 00:04:43.000]  所以看回原文希伯來文
[00:04:43.000 --> 00:04:46.000]  他的文數記的標題是什麼
[00:04:46.000 --> 00:04:49.000]  不是人口普查
[00:04:49.000 --> 00:04:51.000]  而是希伯來的字
[00:04:51.000 --> 00:04:53.000]  就是Babimba這個字
[00:04:53.000 --> 00:04:55.000]  這個字是什麼意思呢
[00:04:55.000 --> 00:04:58.000]  希伯來聖經第四本書就不是文數記的
[00:04:58.000 --> 00:05:00.000]  是在曠野中
[00:05:00.000 --> 00:05:03.000]  這個Babimba這個字是曠野中的意思
[00:05:03.000 --> 00:05:06.000]  就是根據文數記第一章第一節
[00:05:06.000 --> 00:05:08.000]  以色列人出埃及地
[00:05:08.000 --> 00:05:13.000]  2022年2月初一夜禍華在西內曠野
[00:05:13.000 --> 00:05:16.000]  這個字曠野的字
[00:05:16.000 --> 00:05:19.000]  在會幕中吩咐摩西說
[00:05:19.000 --> 00:05:22.000]  所以其實文數記就是講到
[00:05:22.000 --> 00:05:26.000]  以色列人在曠野那四十年所發生的事
[00:05:26.000 --> 00:05:28.000]  他那段的旅程
[00:05:28.000 --> 00:05:32.000]  無論是他們肉體或者是屬靈上的旅程
[00:05:32.000 --> 00:05:35.000]  這個四十年是很長的時間
[00:05:35.000 --> 00:05:38.000]  他們經歷過很多的困難
[00:05:38.000 --> 00:05:41.000]  他們也跌倒很多次
[00:05:41.000 --> 00:05:43.000]  上帝的責罰也來了很多次
[00:05:43.000 --> 00:05:47.000]  這個就正正是反映到
[00:05:47.000 --> 00:05:51.000]  今天我們的肉體和屬靈生命
[00:05:51.000 --> 00:05:55.000]  我們會遇到的也是同樣一件事
[00:05:55.000 --> 00:05:57.000]  我看回以色列人的歷史
[00:05:57.000 --> 00:06:01.000]  就是他們被囚在埃及做奴隸
[00:06:01.000 --> 00:06:10.000]  結果就是上帝帶領他們離開做奴隸的歷程
[00:06:10.000 --> 00:06:14.000]  過了紅海去到曠野的地
[00:06:14.000 --> 00:06:17.000]  看回今天我們以前未信主之前
[00:06:17.000 --> 00:06:22.000]  我們是捆綁在罪裏面成為罪的奴隸
[00:06:22.000 --> 00:06:25.000]  但藉著上帝的保血
[00:06:25.000 --> 00:06:30.000]  昔日他藉著羔羊的愚弱門微的血
[00:06:30.000 --> 00:06:33.000]  同樣的上帝拯救了我們出來
[00:06:33.000 --> 00:06:37.000]  過了紅海就像今天我們接受洗禮
[00:06:37.000 --> 00:06:40.000]  進入這個不是應許的地
[00:06:40.000 --> 00:06:42.000]  是曠野之地
[00:06:42.000 --> 00:06:45.000]  所以今天我們在教會時代
[00:06:45.000 --> 00:06:47.000]  在所謂福音的時代
[00:06:47.000 --> 00:06:48.000]  末世的時代
[00:06:48.000 --> 00:06:51.000]  我們其實就是在走曠野的路
[00:06:51.000 --> 00:06:53.000]  就是我們得救之後
[00:06:53.000 --> 00:06:55.000]  我們走的那條路
[00:06:55.000 --> 00:06:56.000]  我不知道多少年
[00:06:56.000 --> 00:07:00.000]  但是未進入這個應許之地
[00:07:00.000 --> 00:07:02.000]  未進入新天新地
[00:07:02.000 --> 00:07:05.000]  所以舊約以色列人那四十年
[00:07:05.000 --> 00:07:07.000]  在曠野所經歷的
[00:07:07.000 --> 00:07:09.000]  亦都是隱喻了
[00:07:09.000 --> 00:07:11.000]  提醒了我們今天我們的屬靈
[00:07:11.000 --> 00:07:14.000]  和我們肉體在地上的生命
[00:07:14.000 --> 00:07:16.000]  所以這個是很重要
[00:07:16.000 --> 00:07:19.000]  這個正正就是上帝藉著文數記
[00:07:19.000 --> 00:07:22.000]  藉著摩西五經跟我們講的說話
[00:07:22.000 --> 00:07:25.000]  所以有時候要看回猶太人的聖經
[00:07:25.000 --> 00:07:27.000]  才知道原來文數記主要是講曠野
[00:07:27.000 --> 00:07:29.000]  那段日子
[00:07:29.000 --> 00:07:31.000]  在曠野的日子
[00:07:31.000 --> 00:07:34.000]  正如我們之前講到創世紀
[00:07:34.000 --> 00:07:36.000]  原文不是創世
[00:07:36.000 --> 00:07:37.000]  不是創造
[00:07:37.000 --> 00:07:39.000]  是genesis 是origin
[00:07:39.000 --> 00:07:42.000]  是來源 是起源
[00:07:42.000 --> 00:07:45.000]  創世紀當然是講到宇宙的起源
[00:07:45.000 --> 00:07:46.000]  又講到創造
[00:07:46.000 --> 00:07:49.000]  但是其實重點不只是講創造
[00:07:49.000 --> 00:07:51.000]  重點是講到罪的起源
[00:07:51.000 --> 00:07:54.000]  以色列人民族的起源
[00:07:54.000 --> 00:07:57.000]  所以我們要清楚知道
[00:07:57.000 --> 00:08:00.000]  就明白究竟上帝今天跟我們講什麼說話
[00:08:00.000 --> 00:08:03.000]  而單單是文數記那幫人在點人數
[00:08:03.000 --> 00:08:05.000]  其實跟我們今天關係就不是很大
[00:08:05.000 --> 00:08:07.000]  明白嗎
[00:08:07.000 --> 00:08:09.000]  之前有齣戲
[00:08:09.000 --> 00:08:10.000]  很賣座
[00:08:10.000 --> 00:08:11.000]  叫做《破地獄》
[00:08:11.000 --> 00:08:12.000]  大家有沒有看
[00:08:12.000 --> 00:08:14.000]  很多人都看了
[00:08:14.000 --> 00:08:16.000]  最近我又翻看
[00:08:16.000 --> 00:08:19.000]  裡面其實都說
[00:08:19.000 --> 00:08:21.000]  黃子懷有很多金句
[00:08:21.000 --> 00:08:22.000]  其中一句是什麼
[00:08:22.000 --> 00:08:24.000]  生人都有很多個地獄
[00:08:24.000 --> 00:08:26.000]  都要破的
[00:08:26.000 --> 00:08:28.000]  似乎都很精景
[00:08:28.000 --> 00:08:30.000]  其實我們信耶穌這麼久
[00:08:30.000 --> 00:08:33.000]  誰不知道我們在世有很多苦難
[00:08:33.000 --> 00:08:34.000]  其實都知道
[00:08:34.000 --> 00:08:37.000]  但是他這句說話其實就很灰
[00:08:37.000 --> 00:08:39.000]  你研究一下這句說話
[00:08:39.000 --> 00:08:43.000]  我們人生有很多個地獄
[00:08:43.000 --> 00:08:45.000]  但是地獄是什麼
[00:08:45.000 --> 00:08:48.000]  地獄是走不出來的
[00:08:48.000 --> 00:08:50.000]  不要說地獄
[00:08:50.000 --> 00:08:52.000]  你坐牢監獄都走不出來
[00:08:52.000 --> 00:08:53.000]  何況地獄
[00:08:53.000 --> 00:08:55.000]  你怎麼破呢
[00:08:55.000 --> 00:08:58.000]  靠誰去破你這個地獄呢
[00:08:58.000 --> 00:09:00.000]  是不是靠法師可以幫你破呢
[00:09:00.000 --> 00:09:02.000]  靠你親人可以幫你破呢
[00:09:02.000 --> 00:09:03.000]  你明白嗎
[00:09:03.000 --> 00:09:05.000]  你人生如果有地獄的時候
[00:09:05.000 --> 00:09:07.000]  是不是靠你的朋友幫你破呢
[00:09:07.000 --> 00:09:11.000]  是不是靠你的父母呢
[00:09:11.000 --> 00:09:12.000]  你明白嗎
[00:09:12.000 --> 00:09:13.000]  這個是講不通的
[00:09:13.000 --> 00:09:16.000]  說明地獄根本就沒有辦法破得出來
[00:09:16.000 --> 00:09:19.000]  所以這句說話其實是很消極的
[00:09:19.000 --> 00:09:20.000]  是似乎很有哲理
[00:09:20.000 --> 00:09:22.000]  但是其實很消極
[00:09:22.000 --> 00:09:24.000]  如果你說人生有很多地獄
[00:09:24.000 --> 00:09:27.000]  不如我就看回今天我們這句說話
[00:09:27.000 --> 00:09:29.000]  我們人生就好像一個曠野那裡
[00:09:29.000 --> 00:09:31.000]  其實差不多的
[00:09:31.000 --> 00:09:33.000]  曠野也是遭遇很多苦難的
[00:09:33.000 --> 00:09:35.000]  也是很多挑戰的
[00:09:35.000 --> 00:09:37.000]  很多不如意的事
[00:09:37.000 --> 00:09:39.000]  但是有個很不同的地方就是
[00:09:39.000 --> 00:09:41.000]  地獄你是破不出來的
[00:09:41.000 --> 00:09:44.000]  但是曠野你總有一天是走完的
[00:09:44.000 --> 00:09:47.000]  曠野你是會走到一個應許的地的
[00:09:47.000 --> 00:09:49.000]  你走完曠野的路之後
[00:09:49.000 --> 00:09:51.000]  你就會去到一個新的地方
[00:09:51.000 --> 00:09:52.000]  是有盼望的
[00:09:52.000 --> 00:09:54.000]  這個才是積極的
[00:09:54.000 --> 00:09:55.000]  是不是
[00:09:55.000 --> 00:09:57.000]  所以我們要這樣去想的
[00:09:57.000 --> 00:09:59.000]  我們凡事要向積極那邊去想
[00:09:59.000 --> 00:10:01.000]  是 我們信了耶穌
[00:10:01.000 --> 00:10:04.000]  上帝從來沒有答應過我們
[00:10:04.000 --> 00:10:06.000]  這個世界是會美好的
[00:10:06.000 --> 00:10:07.000]  立刻
[00:10:07.000 --> 00:10:09.000]  子女會乖了
[00:10:09.000 --> 00:10:11.000]  讀書會好了
[00:10:11.000 --> 00:10:12.000]  你的健康會好了
[00:10:12.000 --> 00:10:14.000]  你和你媽媽的關係會好了
[00:10:14.000 --> 00:10:16.000]  不會的
[00:10:16.000 --> 00:10:18.000]  不會立刻
[00:10:18.000 --> 00:10:20.000]  問題就是環境不轉變
[00:10:20.000 --> 00:10:22.000]  但是你的心態轉變
[00:10:22.000 --> 00:10:24.000]  你面對的環境
[00:10:24.000 --> 00:10:26.000]  你的心態不同了
[00:10:26.000 --> 00:10:29.000]  所以你環境是多麼不好的話
[00:10:29.000 --> 00:10:31.000]  你心中仍然有平安
[00:10:31.000 --> 00:10:32.000]  有喜樂
[00:10:32.000 --> 00:10:34.000]  這個是最大的變變
[00:10:34.000 --> 00:10:36.000]  而且人們在曠野那四十年很容易過嗎
[00:10:36.000 --> 00:10:38.000]  不是那麼容易過
[00:10:38.000 --> 00:10:40.000]  但是如果他們是信服神的話
[00:10:40.000 --> 00:10:42.000]  他們聽從神的話
[00:10:42.000 --> 00:10:44.000]  他們是不需要擔心的
[00:10:44.000 --> 00:10:46.000]  面對高山低谷
[00:10:46.000 --> 00:10:48.000]  面對很多不同的挑戰
[00:10:48.000 --> 00:10:49.000]  面對仇敵
[00:10:49.000 --> 00:10:51.000]  他們仍然可以緊握上帝的手
[00:10:51.000 --> 00:10:54.000]  這就是文數記教導我們
[00:10:54.000 --> 00:10:57.000]  是提醒了我們的說話
[00:10:57.000 --> 00:11:00.000]  我們在曠野的日子
[00:11:00.000 --> 00:11:03.000]  第一件事就是信心的試煉
[00:11:03.000 --> 00:11:07.000]  以色列人經過很多不同的試煉
[00:11:07.000 --> 00:11:11.000]  他們以為在埃及那裡
[00:11:11.000 --> 00:11:14.000]  經濟很糟糕做奴隸
[00:11:14.000 --> 00:11:19.000]  來到曠野才發覺原來壯慘
[00:11:19.000 --> 00:11:21.000]  是不是
[00:11:21.000 --> 00:11:24.000]  很多時候我們人生的經歷就是這樣
[00:11:24.000 --> 00:11:25.000]  之前你們在香港
[00:11:25.000 --> 00:11:27.000]  覺得香港沒有自由
[00:11:27.000 --> 00:11:29.000]  說一句不行
[00:11:29.000 --> 00:11:33.000]  來到英國又冷
[00:11:33.000 --> 00:11:35.000]  又沒飯吃
[00:11:35.000 --> 00:11:37.000]  交通又不方便
[00:11:37.000 --> 00:11:40.000]  不懂開車就等於跛了一隻腳
[00:11:40.000 --> 00:11:41.000]  壯碎
[00:11:41.000 --> 00:11:43.000]  有沒有人想過回到香港會好過
[00:11:43.000 --> 00:11:45.000]  相信有
[00:11:45.000 --> 00:11:47.000]  我聽過有人說過
[00:11:47.000 --> 00:11:49.000]  有些人回到香港
[00:11:49.000 --> 00:11:52.000]  以色列人當時就是這樣
[00:11:52.000 --> 00:11:54.000]  他說我情願死在埃及
[00:11:54.000 --> 00:11:56.000]  好過死在曠野
[00:11:56.000 --> 00:11:59.000]  做奴隸雖然沒有自由
[00:11:59.000 --> 00:12:02.000]  但起碼有三餐不需要休
[00:12:02.000 --> 00:12:03.000]  你坐牢沒有自由
[00:12:03.000 --> 00:12:06.000]  但起碼不會餓死你
[00:12:06.000 --> 00:12:08.000]  起碼有碟飯
[00:12:08.000 --> 00:12:10.000]  有個橙
[00:12:10.000 --> 00:12:11.000]  你明白嗎
[00:12:11.000 --> 00:12:14.000]  他們會覺得雖然沒有自由
[00:12:14.000 --> 00:12:16.000]  但他們不用用腦
[00:12:16.000 --> 00:12:18.000]  他們用勞力就行
[00:12:18.000 --> 00:12:20.000]  你肯做就能吃
[00:12:20.000 --> 00:12:21.000]  是沒有自由的
[00:12:21.000 --> 00:12:22.000]  是被人管住的
[00:12:22.000 --> 00:12:24.000]  別人叫你做什麼你都要做
[00:12:24.000 --> 00:12:25.000]  不做就打你
[00:12:25.000 --> 00:12:26.000]  但你聽話就行
[00:12:26.000 --> 00:12:28.000]  但去到曠野不是
[00:12:28.000 --> 00:12:29.000]  聽話沒用
[00:12:29.000 --> 00:12:31.000]  沒水沒糧
[00:12:31.000 --> 00:12:32.000]  沒東西吃
[00:12:32.000 --> 00:12:33.000]  有洪水猛獸
[00:12:33.000 --> 00:12:34.000]  有敵人
[00:12:34.000 --> 00:12:35.000]  怎麼辦呢
[00:12:35.000 --> 00:12:38.000]  他們就會開始懷疑
[00:12:38.000 --> 00:12:40.000]  他們開始受到威脅的時候
[00:12:40.000 --> 00:12:42.000]  他就開始埋怨
[00:12:42.000 --> 00:12:45.000]  但這正是信心的試煉
[00:12:45.000 --> 00:12:48.000]  信心的試煉
[00:12:48.000 --> 00:12:52.000]  這個試煉是上帝給他們的磨練
[00:12:52.000 --> 00:12:53.000]  我們都說
[00:12:53.000 --> 00:12:55.000]  我們是不會一帆風順的
[00:12:55.000 --> 00:12:56.000]  但你藉著上帝
[00:12:56.000 --> 00:12:57.000]  依靠上帝
[00:12:57.000 --> 00:12:58.000]  聽從上帝的話
[00:12:58.000 --> 00:13:00.000]  你就會得勝
[00:13:00.000 --> 00:13:02.000]  因為我們的能力不是從自己而來
[00:13:02.000 --> 00:13:04.000]  能力是從上帝而來
[00:13:04.000 --> 00:13:07.000]  上帝也是為我們會預備一切
[00:13:07.000 --> 00:13:10.000]  上帝其中一個名字就是耶和華以立
[00:13:10.000 --> 00:13:13.000]  意思就是耶和華必定會預備
[00:13:13.000 --> 00:13:14.000]  會供應
[00:13:14.000 --> 00:13:15.000]  夠了
[00:13:15.000 --> 00:13:16.000]  是不是
[00:13:16.000 --> 00:13:17.000]  預備什麼
[00:13:17.000 --> 00:13:18.000]  供應什麼
[00:13:18.000 --> 00:13:19.000]  他沒有說的
[00:13:19.000 --> 00:13:21.000]  也都不需要說給你聽
[00:13:21.000 --> 00:13:22.000]  總之你夠
[00:13:22.000 --> 00:13:26.000]  他未必會預備一層幾千尺的洋樓給你
[00:13:26.000 --> 00:13:29.000]  未必會預備一輛跑車給你
[00:13:29.000 --> 00:13:33.000]  未必會預備一份非常高薪厚職的工
[00:13:33.000 --> 00:13:35.000]  但是他說我預備了給你
[00:13:35.000 --> 00:13:37.000]  你足夠就行了
[00:13:37.000 --> 00:13:38.000]  所以不用多說
[00:13:38.000 --> 00:13:40.000]  上帝就是這樣
[00:13:40.000 --> 00:13:41.000]  他們在曠野的時候
[00:13:41.000 --> 00:13:44.000]  一出到曠野就發覺不對勁
[00:13:44.000 --> 00:13:46.000]  曠野
[00:13:46.000 --> 00:13:49.000]  大家有沒有經歷過曠野的日子
[00:13:49.000 --> 00:13:50.000]  真的是曠野
[00:13:50.000 --> 00:13:53.000]  香港想找一塊草地都難
[00:13:53.000 --> 00:13:54.000]  不要說曠野
[00:13:54.000 --> 00:13:55.000]  是不是
[00:13:55.000 --> 00:13:56.000]  來到英國
[00:13:56.000 --> 00:13:57.000]  真的有很多曠野
[00:13:57.000 --> 00:13:58.000]  所謂曠野
[00:13:58.000 --> 00:13:59.000]  你現在不用
[00:13:59.000 --> 00:14:01.000]  你開車出去Swingdon
[00:14:01.000 --> 00:14:04.000]  我們Costwell真的是世界文化遺產
[00:14:04.000 --> 00:14:06.000]  是很漂亮的地方
[00:14:06.000 --> 00:14:08.000]  很多很漂亮的地方
[00:14:08.000 --> 00:14:10.000]  不用去很遠的
[00:14:10.000 --> 00:14:12.000]  不用去威爾斯西部的
[00:14:12.000 --> 00:14:17.000]  近一點就已經有很漂亮的地方
[00:14:17.000 --> 00:14:18.000]  真的
[00:14:18.000 --> 00:14:21.000]  文化遺產是真的很厲害
[00:14:21.000 --> 00:14:25.000]  一望無際的草原
[00:14:25.000 --> 00:14:29.000]  其實都不算曠野
[00:14:29.000 --> 00:14:31.000]  因為你都是走幾個小時
[00:14:31.000 --> 00:14:33.000]  你怎會去到文明地方
[00:14:33.000 --> 00:14:34.000]  但是曠野真的是
[00:14:34.000 --> 00:14:36.000]  你走幾天走幾十天
[00:14:36.000 --> 00:14:38.000]  都未必去到見到這些文明
[00:14:38.000 --> 00:14:39.000]  曠野
[00:14:39.000 --> 00:14:41.000]  也是種不到草
[00:14:41.000 --> 00:14:44.000]  就是很荒蕪的
[00:14:44.000 --> 00:14:46.000]  日頭可能很熱
[00:14:46.000 --> 00:14:47.000]  晚上又很冷
[00:14:47.000 --> 00:14:49.000]  種植又難
[00:14:49.000 --> 00:14:50.000]  養動物又難
[00:14:50.000 --> 00:14:52.000]  就是它又未必有水
[00:14:52.000 --> 00:14:54.000]  有時候可能有水浸
[00:14:54.000 --> 00:14:56.000]  有時候又會乾旱幾年
[00:14:56.000 --> 00:14:58.000]  是你預測不到的天氣
[00:14:58.000 --> 00:14:59.000]  很荒蕪的
[00:14:59.000 --> 00:15:01.000]  沒有文明的
[00:15:01.000 --> 00:15:04.000]  而且曠野也有很多的野獸
[00:15:04.000 --> 00:15:06.000]  也有很多土人
[00:15:06.000 --> 00:15:08.000]  他們都是土皇帝
[00:15:08.000 --> 00:15:10.000]  打打殺殺爭地盤
[00:15:10.000 --> 00:15:12.000]  你不怕嗎
[00:15:12.000 --> 00:15:14.000]  怕不怕
[00:15:14.000 --> 00:15:17.000]  我小時候住九龍城
[00:15:17.000 --> 00:15:19.000]  我家人常常說
[00:15:19.000 --> 00:15:22.000]  千萬不要走進城寨
[00:15:22.000 --> 00:15:24.000]  九龍城和九龍城寨
[00:15:24.000 --> 00:15:25.000]  只差一個字
[00:15:25.000 --> 00:15:26.000]  只差一個寨字
[00:15:26.000 --> 00:15:27.000]  知道嗎
[00:15:27.000 --> 00:15:30.000]  進去了就出不來了
[00:15:30.000 --> 00:15:34.000]  所以我在邊皮那裡走過很多次
[00:15:34.000 --> 00:15:37.000]  邊皮有一間賣金魚的店
[00:15:37.000 --> 00:15:39.000]  我常常去那裡光顧
[00:15:39.000 --> 00:15:41.000]  是去到那裡而已
[00:15:41.000 --> 00:15:44.000]  再過我就不敢了
[00:15:44.000 --> 00:15:46.000]  那裡是曠野
[00:15:46.000 --> 00:15:49.000]  洪水猛獸在那裡居住
[00:15:49.000 --> 00:15:51.000]  我們的心態就是這樣
[00:15:51.000 --> 00:15:52.000]  意思就是去到曠野
[00:15:52.000 --> 00:15:55.000]  他們立刻就去埋怨
[00:15:55.000 --> 00:15:57.000]  但這正正就是上帝的磨練
[00:15:57.000 --> 00:15:59.000]  但上帝結果是什麼呢
[00:15:59.000 --> 00:16:02.000]  結果就是賜下馬拿給他們
[00:16:02.000 --> 00:16:05.000]  石頭可以湧出水源出來的
[00:16:05.000 --> 00:16:08.000]  遇到敵人就算他們人少
[00:16:08.000 --> 00:16:10.000]  都可以打贏人多的
[00:16:10.000 --> 00:16:13.000]  只要依靠上帝就可以了
[00:16:13.000 --> 00:16:17.000]  所以依靠上帝就是信心的鍛鍊
[00:16:17.000 --> 00:16:19.000]  今年有一句話
[00:16:19.000 --> 00:16:23.000]  他說 頂為煉銀爐為煉金
[00:16:23.000 --> 00:16:27.000]  唯有夜禍或傲練人心
[00:16:27.000 --> 00:16:29.000]  我又不太懂煉金煉銀
[00:16:29.000 --> 00:16:32.000]  也沒有那麼多金銀去煉一輪
[00:16:32.000 --> 00:16:35.000]  但我知道那些金在地上挖出來
[00:16:35.000 --> 00:16:37.000]  是很難看的
[00:16:37.000 --> 00:16:39.000]  不是你去金舖看到那些
[00:16:39.000 --> 00:16:42.000]  撐著眼睛的那些金器
[00:16:42.000 --> 00:16:44.000]  其實是一塊爛石的
[00:16:44.000 --> 00:16:46.000]  不過識貨的人就不會扔掉
[00:16:46.000 --> 00:16:49.000]  我們不識貨的就扔掉
[00:16:49.000 --> 00:16:51.000]  其實可能很值錢
[00:16:51.000 --> 00:16:54.000]  你提煉過的金就值錢了
[00:16:54.000 --> 00:16:57.000]  它很漂亮很刺眼的
[00:16:57.000 --> 00:16:59.000]  金剛閃閃的
[00:16:59.000 --> 00:17:00.000]  但是要提煉
[00:17:00.000 --> 00:17:01.000]  提煉是怎樣提煉的
[00:17:01.000 --> 00:17:06.000]  是用很高溫用火去提煉
[00:17:06.000 --> 00:17:09.000]  唯有夜禍或傲練人心
[00:17:09.000 --> 00:17:11.000]  上帝就是要用火
[00:17:11.000 --> 00:17:14.000]  用一些不是那麼舒服的東西
[00:17:14.000 --> 00:17:17.000]  用一些周邊的困難
[00:17:17.000 --> 00:17:21.000]  來去提煉我們明白嗎
[00:17:21.000 --> 00:17:24.000]  這個就是很簡單的一個道理
[00:17:24.000 --> 00:17:27.000]  你不煉就不行
[00:17:27.000 --> 00:17:28.000]  中國人都是這樣說的
[00:17:28.000 --> 00:17:30.000]  金要純一定要煉出來
[00:17:30.000 --> 00:17:31.000]  人也是
[00:17:31.000 --> 00:17:35.000]  你要跟神的關係是好的
[00:17:35.000 --> 00:17:36.000]  更加依靠神的
[00:17:36.000 --> 00:17:37.000]  你的靈命要高的
