
[00:00:00.000 --> 00:00:02.020]  今次節目讓我們先聽神的禱語
[00:04:04.400 --> 00:04:07.440]  走錯路可能你一失足成千古恨
[00:04:07.440 --> 00:04:10.160]  走錯了依舊失成千古恨
[00:04:10.160 --> 00:04:12.160]  所以今天我希望和大家一起去看看
[00:04:12.160 --> 00:04:14.680]  究竟我們怎麼看清楚這條路
[00:04:14.680 --> 00:04:16.440]  今天想和大家看一下
[00:04:16.440 --> 00:04:18.160]  怎麼看清楚這條路
[00:04:18.160 --> 00:04:19.840]  甚至有一條擺在你面前的路
[00:04:19.840 --> 00:04:22.640]  你認一下到底這條路是不是上帝要你走的
[00:04:22.640 --> 00:04:24.160]  擺在你面前的路
[00:04:24.160 --> 00:04:26.760]  你要去上帝到底是要你走的呢
[00:04:26.760 --> 00:04:28.240]  不要只是你自己喜歡走
[00:04:28.240 --> 00:04:29.640]  看上去好像挺好走
[00:04:29.640 --> 00:04:30.480]  那你就去走
[00:04:30.480 --> 00:04:32.440]  所以是自己啟發
[00:04:32.440 --> 00:04:33.480]  看上去不錯
[00:04:33.480 --> 00:04:34.480]  那就行了
[00:04:34.480 --> 00:04:37.880]  我們來看看今天這段聖經到底走什麼路
[00:04:37.880 --> 00:04:41.240]  我們來看看這段聖經到底我們走的是什麼路
[00:04:41.240 --> 00:04:44.160]  就是《詩唐傳》第十九章第二十一節
[00:04:44.160 --> 00:04:47.920]  我們今天要看的經文是十章行傳十九章二十一節
[00:04:47.920 --> 00:04:50.400]  這段經文我們從二十一節看到四十一節
[00:04:50.400 --> 00:04:52.080]  從二十一節看到四十一節
[00:04:52.080 --> 00:04:53.920]  我們會分開三部份的
[00:04:53.920 --> 00:04:56.560]  不如我們先看第一部份
[00:04:56.560 --> 00:04:58.800]  我們先看第一部份
[00:04:58.800 --> 00:05:00.920]  看第一部份究竟講什麼
[00:05:00.920 --> 00:05:02.080]  第一部份講什麼
[00:05:02.080 --> 00:05:04.160]  剛剛前面我們講過什麼
[00:05:04.160 --> 00:05:05.680]  我略略提提大家
[00:05:05.680 --> 00:05:08.200]  先略略提提大家請問講什麼
[00:05:08.200 --> 00:05:11.800]  在十九章二十一節之前發生什麼事呢
[00:05:11.800 --> 00:05:15.240]  就是說在十九到二十一節之前發生什麼事
[00:05:15.240 --> 00:05:19.320]  就是談論到保羅去到以弗所去傳道
[00:05:19.320 --> 00:05:21.880]  談到保羅去以弗所傳道
[00:05:21.880 --> 00:05:25.480]  在保羅之前就有一個叫阿波羅的猶太人
[00:05:25.480 --> 00:05:27.360]  就有一個阿波羅的猶太人
[00:05:27.360 --> 00:05:28.360]  他也傳道
[00:05:28.360 --> 00:05:29.120]  他也傳道
[00:05:29.120 --> 00:05:31.320]  不過傳的道就不是那麼對
[00:05:31.320 --> 00:05:33.000]  所以傳道有的不對
[00:05:33.000 --> 00:05:35.920]  有些問題他只是講約翰的屍骸
[00:05:35.920 --> 00:05:39.240]  他沒有講到這個認罪悔改
[00:05:39.240 --> 00:05:41.600]  信耶穌這個問題
[00:05:41.600 --> 00:05:43.480]  他因為他講的是約翰的屍體
[00:05:43.480 --> 00:05:45.360]  沒有講到認罪悔改
[00:05:45.360 --> 00:05:47.040]  跟隨耶穌這件事
[00:05:47.040 --> 00:05:50.880]  雖然阿波羅後來在以弗所城裡面
[00:05:50.880 --> 00:05:53.680]  被受教導之後調整了過來
[00:05:53.680 --> 00:05:56.640]  他在以弗所被教導以後被調教過來
[00:05:56.640 --> 00:05:59.160]  但是他做的問題就很多
[00:05:59.160 --> 00:06:00.760]  他造成的問題很多
[00:06:00.760 --> 00:06:03.400]  因此保羅一再去到以弗所的時候
[00:06:03.400 --> 00:06:04.880]  保羅去到以弗所的時候
[00:06:04.880 --> 00:06:08.320]  首先就問一下當地那些叫做基督徒的人
[00:06:08.320 --> 00:06:10.440]  想問那些叫做基督徒的人
[00:06:10.440 --> 00:06:11.800]  他們說自己是基督徒
[00:06:11.800 --> 00:06:12.840]  他們說自己是基督徒
[00:06:12.840 --> 00:06:13.840]  他們在信什麼?
[00:06:13.840 --> 00:06:14.840]  他們信什麼?
[00:06:14.840 --> 00:06:16.040]  弟兄姐妹
[00:06:16.040 --> 00:06:16.840]  弟兄姐妹
[00:06:16.840 --> 00:06:18.480]  我做牧者呢?
[00:06:18.480 --> 00:06:19.280]  我做牧者
[00:06:19.280 --> 00:06:21.160]  每逢我認識一個基督徒
[00:06:21.160 --> 00:06:22.720]  他說自己是基督徒呢?
[00:06:22.720 --> 00:06:24.600]  我認識一個基督徒的時候
[00:06:24.600 --> 00:06:26.120]  第一件事我會問的
[00:06:26.120 --> 00:06:27.120]  第一件事我會問的
[00:06:27.120 --> 00:06:28.760]  就是你為什麼會信主?
[00:06:28.760 --> 00:06:29.640]  你為什麼會信主?
[00:06:29.640 --> 00:06:31.120]  你是怎麼信主的?
[00:06:31.120 --> 00:06:32.240]  你是怎麼信主的呢?
[00:06:32.240 --> 00:06:33.400]  信什麼的?
[00:06:33.400 --> 00:06:34.160]  你信什麼呢?
[00:06:34.160 --> 00:06:35.720]  這三個問題沒得走的了
[00:06:35.720 --> 00:06:36.920]  我一定會問的
[00:06:36.920 --> 00:06:38.240]  我一定會問這三個問題
[00:06:38.240 --> 00:06:40.000]  為什麼會問這三個題目呢?
[00:06:40.000 --> 00:06:41.120]  我為什麼會問這三個題目?
[00:06:41.120 --> 00:06:45.560]  因為我知道太多的人叫自己做基督徒
[00:06:45.560 --> 00:06:47.680]  有太多人稱自己為基督徒
[00:06:47.680 --> 00:06:49.040]  其實根本他就不是基督徒
[00:06:49.040 --> 00:06:50.200]  因為他根本就不是基督徒
[00:06:50.200 --> 00:06:52.200]  他們上教會或者叫做基督徒
[00:06:52.200 --> 00:06:54.640]  其實是混混、惡惡、狐狸、狐徒
[00:06:54.640 --> 00:06:57.160]  他們去教會是狐狸、狐徒
[00:06:57.160 --> 00:06:58.720]  保羅就遇到這樣的情況了
[00:06:58.720 --> 00:07:00.080]  保羅就遇到這樣的情況
[00:07:00.080 --> 00:07:02.160]  今天如果我們這樣問別人
[00:07:02.160 --> 00:07:03.880]  別人就說你挑戰我信仰
[00:07:03.880 --> 00:07:06.040]  如果我們今天去問的時候
[00:07:06.040 --> 00:07:07.360]  很多人說你挑戰我的信仰
[00:07:07.360 --> 00:07:09.240]  但是其實聖經是容許我們這樣問的
[00:07:09.240 --> 00:07:11.240]  聖經是鼓勵我們這樣去問的
[00:07:11.240 --> 00:07:13.640]  聖經是鼓勵我們這樣去問
[00:07:13.640 --> 00:07:15.200]  今天為什麼有些人想你問呢?
[00:07:15.200 --> 00:07:16.880]  又說你挑戰他的信仰呢?
[00:07:16.880 --> 00:07:18.680]  為什麼今天我不希望你去問
[00:07:18.680 --> 00:07:20.000]  而是說你去挑戰他的信仰呢?
[00:07:20.000 --> 00:07:21.880]  正正因為他們自己都不知道自己信什麼
[00:07:21.880 --> 00:07:23.560]  因為他不知道自己在信什麼
[00:07:23.560 --> 00:07:25.640]  他不想你知道他怎麼信
[00:07:25.640 --> 00:07:27.080]  信得多狐狸、狐徒
[00:07:27.080 --> 00:07:29.360]  他不希望你知道
[00:07:29.360 --> 00:07:31.040]  你去知道他怎麼信
[00:07:31.040 --> 00:07:32.240]  信得狐狸、狐徒
[00:07:32.240 --> 00:07:35.520]  他只想你好像變成他一樣的狐狸、狐徒而已
[00:07:35.520 --> 00:07:38.440]  他希望你變成他一樣
[00:07:38.440 --> 00:07:39.200]  狐狸、狐徒
[00:07:39.200 --> 00:07:41.080]  所以我通常都會問這個問題
[00:07:41.080 --> 00:07:42.480]  你信耶穌嗎?
[00:07:42.480 --> 00:07:44.640]  我會說你信耶穌嗎?
[00:07:44.640 --> 00:07:45.920]  你怎麼信主的?
[00:07:45.920 --> 00:07:47.040]  你怎麼信主的?
[00:07:47.040 --> 00:07:48.080]  信什麼呢?
[00:07:48.080 --> 00:07:49.080]  你信什麼呢?
[00:07:49.080 --> 00:07:51.760]  是什麼導致你會去信耶穌呢?
[00:07:51.760 --> 00:07:54.400]  是什麼導致你去信耶穌呢?
[00:07:54.400 --> 00:07:55.440]  回答不了的
[00:07:55.440 --> 00:07:56.080]  回答不了的
[00:07:56.080 --> 00:07:57.720]  那你知道他是什麼程度了
[00:07:57.720 --> 00:07:59.080]  你就要知道他是什麼樣的水平
[00:07:59.080 --> 00:08:00.320]  掛名基督徒啊
[00:08:00.320 --> 00:08:01.600]  是掛名基督徒呢?
[00:08:01.600 --> 00:08:03.880]  還是一個假的基督徒
[00:08:03.880 --> 00:08:05.200]  滲入在你身邊的裡面
[00:08:05.200 --> 00:08:06.640]  拖你離開主呢?
[00:08:06.640 --> 00:08:08.080]  還是一個假的基督徒
[00:08:08.080 --> 00:08:08.840]  滲入在你身邊的裡面
[00:08:08.840 --> 00:08:10.000]  拖你離開主呢?
[00:08:10.000 --> 00:08:12.240]  所以怎樣認識真正的基督徒呢?
[00:08:12.240 --> 00:08:13.640]  怎麼能確定是真正的基督徒呢?
[00:08:13.640 --> 00:08:15.400]  不是因為朋友介紹我
[00:08:15.400 --> 00:08:17.040]  另一個朋友他說他是基督徒
[00:08:17.040 --> 00:08:18.000]  我就相信他是基督徒
[00:08:18.000 --> 00:08:19.440]  不是說朋友介紹
[00:08:19.440 --> 00:08:21.160]  朋友說他是基督徒我就相信
[00:08:21.160 --> 00:08:23.760]  我會跟那個稱為基督徒一起回教會
[00:08:23.760 --> 00:08:24.520]  有聚會
[00:08:24.520 --> 00:08:26.720]  他要認識一下他在教會
[00:08:26.720 --> 00:08:28.440]  敬拜生活是怎麼樣的
[00:08:28.440 --> 00:08:30.240]  我會和他一起去教會
[00:08:30.240 --> 00:08:32.440]  看看他在教會敬拜生活是怎樣的
[00:08:32.440 --> 00:08:34.680]  因為我回教會會說一些無謂的東西
[00:08:34.680 --> 00:08:36.320]  如果教會講一些無謂的
[00:08:36.320 --> 00:08:37.560]  那你自己就不用說了
[00:08:37.560 --> 00:08:38.560]  你就不需要說了
[00:08:38.560 --> 00:08:40.520]  聽說我在教會這麼多年裡面
[00:08:40.520 --> 00:08:41.760]  我在教會這麼多年
[00:08:41.760 --> 00:08:43.560]  見到無數的假基督徒是怎樣的呢?
[00:08:43.560 --> 00:08:44.800]  見到無數的假基督徒
[00:08:44.800 --> 00:08:45.920]  回來教會呢?
[00:08:45.920 --> 00:08:46.600]  回來教會
[00:08:46.600 --> 00:08:47.960]  都喜歡說飲飲食食的
[00:08:47.960 --> 00:08:50.000]  就是講一些吃
[00:08:50.000 --> 00:08:52.040]  第二樣東西是講什麼呢?
[00:08:52.040 --> 00:08:52.880]  第二樣是講什麼呢?
[00:08:52.880 --> 00:08:53.960]  好色的故事
[00:08:53.960 --> 00:08:56.920]  就是講這個就是
[00:08:56.920 --> 00:08:58.880]  好色的笑話
[00:08:58.880 --> 00:09:02.240]  最近我聽過一個著名牧師
[00:09:02.240 --> 00:09:03.480]  我聽到一個著名牧師
[00:09:03.480 --> 00:09:06.000]  一樣在講道講好色的故事
[00:09:06.000 --> 00:09:07.760]  就是講這個就是
[00:09:07.760 --> 00:09:10.280]  色情故事
[00:09:10.280 --> 00:09:12.520]  講完之後他會中
[00:09:12.520 --> 00:09:13.720]  講完以後他會中
[00:09:13.720 --> 00:09:16.200]  足足笑了兩分鐘在錄音裡面
[00:09:16.200 --> 00:09:18.040]  在錄音裡面只笑了兩分鐘
[00:09:18.040 --> 00:09:20.160]  他陪他們一起笑在崇拜裡面
[00:09:20.160 --> 00:09:21.760]  他是崇拜其他人的
[00:09:21.760 --> 00:09:22.640]  聽什麼
[00:09:22.640 --> 00:09:24.160]  有些就是這樣的教會
[00:09:24.160 --> 00:09:25.120]  今天就這樣教會
[00:09:25.120 --> 00:09:27.440]  有這樣的牧師就造成這樣的滲透
[00:09:27.440 --> 00:09:29.360]  有這樣的牧師造成這樣的滲透
[00:09:29.360 --> 00:09:30.880]  保羅要修補這個情況
[00:09:30.880 --> 00:09:32.440]  保羅要修補這個情況
[00:09:32.440 --> 00:09:33.200]  恩恩
[00:09:33.200 --> 00:09:35.120]  上帝讓他可以做得到
[00:09:35.120 --> 00:09:36.880]  恩恩上帝讓他可以做得到
[00:09:36.880 --> 00:09:39.160]  但是以弗所是一個很老教的城市
[00:09:39.160 --> 00:09:41.280]  但是以弗所是一個很複雜的城市
[00:09:41.280 --> 00:09:43.640]  很多信了主其實都問我
[00:09:43.640 --> 00:09:44.720]  其實都不知道自己信什麼
[00:09:44.720 --> 00:09:46.360]  他有些信了主
[00:09:46.360 --> 00:09:48.640]  但是他不知道他信什麼
[00:09:48.640 --> 00:09:49.960]  所以上帝進一步
[00:09:49.960 --> 00:09:51.040]  所以上帝進一步
[00:09:51.040 --> 00:09:53.280]  去更加潔淨以弗所的教會
[00:09:53.280 --> 00:09:54.720]  更加潔淨以弗所的教會
[00:09:54.720 --> 00:09:55.480]  怎麼做呢?
[00:09:55.480 --> 00:09:56.000]  怎麼做呢?
[00:09:56.000 --> 00:09:57.400]  剛剛上帝主人我們講完了
[00:09:57.400 --> 00:09:58.200]  上帝主人我們講講
[00:09:58.200 --> 00:09:59.560]  上帝十一節
[00:09:59.560 --> 00:10:00.080]  上帝十一節
[00:10:00.080 --> 00:10:01.080]  上帝二十節
[00:10:01.080 --> 00:10:01.800]  上帝二十節
[00:10:01.800 --> 00:10:03.920]  就趁著一個機會
[00:10:03.920 --> 00:10:05.040]  趁著一個機會
[00:10:05.040 --> 00:10:07.920]  保羅和他的同工一個都不用做事
[00:10:07.920 --> 00:10:10.320]  保羅和他的同工一個都不需要做事
[00:10:10.320 --> 00:10:11.520]  上帝自己做了
[00:10:11.520 --> 00:10:12.320]  上帝自己做了
[00:10:12.320 --> 00:10:13.120]  上帝怎麼做呢?
[00:10:13.120 --> 00:10:14.000]  上帝怎麼做呢?
[00:10:14.000 --> 00:10:20.200]  上帝利用了一幫心懷詭計的祭司仔
[00:10:20.200 --> 00:10:21.200]  總共七個
[00:10:21.200 --> 00:10:21.880]  就是說
[00:10:21.880 --> 00:10:26.920]  上帝利用心懷鬼胎的祭司的兒子七個
[00:10:26.920 --> 00:10:28.120]  你翻譯得非常好
[00:10:28.120 --> 00:10:32.200]  七個滿懷鬼胎的祭司仔
[00:10:32.200 --> 00:10:35.440]  這個心懷鬼胎的七個祭司的兒子
[00:10:35.440 --> 00:10:38.400]  亂用自己的方法去驅魔
[00:10:38.400 --> 00:10:40.280]  用自己的方法去驅魔
[00:10:40.280 --> 00:10:42.800]  他希望為自己而建立自己的威信
[00:10:42.800 --> 00:10:45.000]  為自己而建立自己的威信
[00:10:45.000 --> 00:10:46.240]  從而撈回一些油水
[00:10:46.240 --> 00:10:47.680]  從而撈回一些油水
[00:10:47.680 --> 00:10:48.720]  得到一些好處
[00:10:48.720 --> 00:10:49.360]  得到一些好處
[00:10:49.360 --> 00:10:50.360]  得到人敬重
[00:10:50.360 --> 00:10:51.440]  得到人敬重
[00:10:51.440 --> 00:10:54.720]  他們不奉耶穌基督的名去驅魔
[00:10:54.720 --> 00:10:57.160]  他們不奉耶穌基督的名去驅魔
[00:10:57.160 --> 00:10:58.760]  他們奉保羅
[00:10:58.760 --> 00:10:59.840]  他們奉保羅
[00:10:59.840 --> 00:11:03.720]  傳的耶穌去叫這些鬼出來
[00:11:03.720 --> 00:11:05.560]  傳的耶穌去叫這些鬼出來
[00:11:05.560 --> 00:11:07.360]  這種我們上次已經講過了
[00:11:07.360 --> 00:11:07.360]  這種我們上次已經講過了
[00:11:07.360 --> 00:11:08.600]  上次我們講過
[00:11:08.600 --> 00:11:10.960]  是借耶穌過橋
[00:11:10.960 --> 00:11:12.720]  是借耶穌過橋
[00:11:12.720 --> 00:11:14.560]  而利用保羅
[00:11:14.560 --> 00:11:15.280]  利用保羅
[00:11:15.280 --> 00:11:17.200]  的一種可怕的行為
[00:11:17.200 --> 00:11:18.720]  的一種可怕的行為
[00:11:18.720 --> 00:11:19.640]  結果怎麼樣
[00:11:19.640 --> 00:11:20.280]  結果怎麼樣
[00:11:20.280 --> 00:11:21.600]  鬼他就說不好
[00:11:21.600 --> 00:11:23.280]  結果被鬼所殺
[00:11:23.280 --> 00:11:23.440]  結果被鬼所殺
[00:11:23.440 --> 00:11:24.960]  使自己羞辱連連
[00:11:24.960 --> 00:11:25.000]  使自己羞辱連連
[00:11:25.000 --> 00:11:26.240]  使自己羞辱連連
[00:11:26.240 --> 00:11:27.840]  不僅被鬼打慘死
[00:11:27.840 --> 00:11:30.200]  不僅被鬼打慘死
[00:11:30.200 --> 00:11:33.840]  而且他們還脫光衣服
[00:11:33.840 --> 00:11:35.760]  把衣服都被脫掉
[00:11:35.760 --> 00:11:37.920]  在房子裡走出來
[00:11:37.920 --> 00:11:39.680]  就把衣服脫了跑出來
[00:11:39.680 --> 00:11:39.720]  就把衣服脫了跑出來
[00:11:39.720 --> 00:11:42.040]  在房子裡驅魔
[00:11:42.040 --> 00:11:43.400]  當然想在家裡驅魔
[00:11:43.400 --> 00:11:43.480]  在房子裡驅魔
[00:11:43.480 --> 00:11:44.400]  出來的人
[00:11:44.400 --> 00:11:46.320]  你們怎麼搞成這樣
[00:11:46.320 --> 00:11:47.640]  怎麼會弄成這樣
[00:11:47.640 --> 00:11:48.800]  每個人都害怕
[00:11:48.800 --> 00:11:49.520]  每個人都害怕
[00:11:49.520 --> 00:11:50.960]  但是也因為這件事
[00:11:50.960 --> 00:11:52.160]  也因為這件事
[00:11:52.160 --> 00:11:54.080]  這就是鬼所說的話
[00:11:54.080 --> 00:11:55.680]  這就是鬼所說的話
[00:11:55.680 --> 00:11:56.760]  其實是鬼說的
[00:11:56.760 --> 00:11:58.040]  如果是耶穌基督
[00:11:58.040 --> 00:11:59.760]  我都會服的
[00:11:59.760 --> 00:12:00.760]  如果是耶穌基督
[00:12:00.760 --> 00:12:01.640]  我會服的
[00:12:01.640 --> 00:12:02.680]  但是你們
[00:12:02.680 --> 00:12:03.040]  但是你們
[00:12:03.040 --> 00:12:04.600]  我認識你什麼水
[00:12:04.600 --> 00:12:08.640]  我知道你是什麼底子
[00:12:08.640 --> 00:12:09.800]  於是乎
[00:12:09.800 --> 00:12:10.200]  於是乎
[00:12:10.200 --> 00:12:12.280]  所有的人對耶穌基督的名
[00:12:12.280 --> 00:12:14.720]  更加的興旺起來
[00:12:14.720 --> 00:12:15.600]  尊重起來
[00:12:15.600 --> 00:12:18.480]  對耶穌基督的名更加的敬重
[00:12:18.480 --> 00:12:20.400]  這就是在第17節裡面說的
[00:12:20.400 --> 00:12:20.440]  這就是在第17節裡面說的
[00:12:20.440 --> 00:12:21.560]  verse 17
[00:12:21.560 --> 00:12:23.560]  這就是基督所講的
[00:12:23.560 --> 00:12:28.440]  而當地很多已經開始信主的人又怎麼樣呢?
[00:12:28.440 --> 00:12:30.280]  已經開始信主的人又怎麼樣呢?
[00:12:30.280 --> 00:12:31.040]  看一下
[00:12:31.040 --> 00:12:36.000]  進一步的去清潔這群人的信仰
[00:12:36.000 --> 00:12:39.360]  這群人在這個時候
[00:12:39.360 --> 00:12:40.760]  哇!看到這樣的狀況
[00:12:40.760 --> 00:12:43.280]  更加去敬畏上帝
[00:12:43.280 --> 00:12:44.560]  更加敬畏上帝
[00:12:44.560 --> 00:12:45.960]  尊主的道理
[00:12:45.960 --> 00:12:46.920]  尊主的道理
[00:12:46.920 --> 00:12:49.920]  原來他們還在行邪術的
[00:12:49.920 --> 00:12:51.120]  原來他們還在行邪術的
[00:12:51.120 --> 00:12:53.160]  收了很多邪術的書
[00:12:53.160 --> 00:12:54.200]  收了很多邪術的書
[00:12:54.200 --> 00:12:54.240]  收了很多邪術的書
[00:12:54.240 --> 00:12:57.960]  總共值五萬塊錢的
[00:12:57.960 --> 00:12:57.960]  總共值五萬塊錢的
[00:12:57.960 --> 00:12:59.560]  有相當於五萬塊錢的
[00:12:59.560 --> 00:12:59.640]  有相當於五萬塊錢的
[00:12:59.640 --> 00:13:00.440]  五萬塊錢
[00:13:00.440 --> 00:13:01.640]  大約是多少錢呢?
[00:13:01.640 --> 00:13:02.720]  五萬塊錢是多少錢呢?
[00:13:02.720 --> 00:13:04.240]  上次已經講過了
[00:13:04.240 --> 00:13:05.080]  我們上次已經講過了
[00:13:05.080 --> 00:13:08.600]  大約一個人的八千多個星期的收入
[00:13:08.600 --> 00:13:08.640]  大約一個人的八千多個星期的收入
