
[00:00:00.000 --> 00:00:03.000]  我們大家都是生活在美國的人
[00:02:43.520 --> 00:02:45.520]  這個Truth是什麼呢?
[00:02:45.520 --> 00:02:49.520]  That God governs in the affairs of man
[00:02:49.520 --> 00:02:52.520]  I also believe
[00:02:52.520 --> 00:02:55.520]  without his concurring aid
[00:02:55.520 --> 00:02:58.520]  we shall succeed in this political building
[00:02:58.520 --> 00:03:02.520]  no better than the builders of Babel
[00:03:02.520 --> 00:03:04.520]  我試試翻譯吧
[00:03:04.520 --> 00:03:06.520]  富拿克林說
[00:03:06.520 --> 00:03:08.520]  我越活得久
[00:03:08.520 --> 00:03:09.520]  81歲了
[00:03:09.520 --> 00:03:13.520]  就越看到肯定這個真理的證據
[00:03:13.520 --> 00:03:17.520]  就是神在掌管著人的事物
[00:03:17.520 --> 00:03:19.520]  我也相信
[00:03:19.520 --> 00:03:22.520]  沒有神隨時的幫助
[00:03:22.520 --> 00:03:25.520]  我們在政治建築上的成就
[00:03:25.520 --> 00:03:30.520]  不會比建造巴別塔的人更好
[00:03:30.520 --> 00:03:34.520]  另外一個就是開國的元勳
[00:03:34.520 --> 00:03:35.520]  John Quincy Adams
[00:03:35.520 --> 00:03:37.520]  後來也做了總統
[00:03:37.520 --> 00:03:39.520]  他又怎樣說呢?
[00:03:39.520 --> 00:03:43.520]  Statesmen may plan and speculate for liberty
[00:03:43.520 --> 00:03:46.520]  but it is religion and morality alone
[00:03:46.520 --> 00:03:49.520]  which can establish the principles
[00:03:49.520 --> 00:03:54.520]  upon which freedom can securely stand
[00:03:54.520 --> 00:03:59.520]  他說政治家可以為獲得自由
[00:03:59.520 --> 00:04:01.520]  去想很多東西
[00:04:01.520 --> 00:04:03.520]  以及去做出很多策劃
[00:04:03.520 --> 00:04:08.520]  但是只有信仰和道德
[00:04:08.520 --> 00:04:10.520]  才能夠建立
[00:04:10.520 --> 00:04:15.520]  讓自由可以站穩的原則
[00:04:15.520 --> 00:04:17.520]  當我們看回歷史
[00:04:17.520 --> 00:04:20.520]  看回這兩個人在開國元勳裡面
[00:04:20.520 --> 00:04:23.520]  所說的話和他們的確見的時候
[00:04:23.520 --> 00:04:26.520]  我相信我們可以看到一件事
[00:04:26.520 --> 00:04:31.520]  美國現在所面對最大的危機是什麼呢?
[00:04:31.520 --> 00:04:34.520]  不是經濟
[00:04:34.520 --> 00:04:39.520]  或者似乎是永遠無法償還的國債
[00:04:39.520 --> 00:04:42.520]  我相信裡面的國民
[00:04:42.520 --> 00:04:44.520]  特別是裡面的領袖們
[00:04:44.520 --> 00:04:47.520]  是離開了美國立國的時候
[00:04:47.520 --> 00:04:51.520]  那些開國元老治國的理念
[00:04:51.520 --> 00:04:54.520]  美國最大的危機是什麼呢?
[00:04:54.520 --> 00:04:59.520]  就是刻意去捨棄神所啓示的那些治國的原則
[00:04:59.520 --> 00:05:03.520]  我們看到美國現在是越來越遠離神的
[00:05:03.520 --> 00:05:06.520]  當美國這樣做的時候
[00:05:06.520 --> 00:05:09.520]  就是動搖了美國建立
[00:05:09.520 --> 00:05:13.520]  那個道德和誠信的基礎
[00:05:13.520 --> 00:05:15.520]  大家知道很簡單的道理
[00:05:15.520 --> 00:05:17.520]  你不需要做建築師
[00:05:17.520 --> 00:05:21.520]  當你的根基當你的基礎被動搖的時候
[00:05:21.520 --> 00:05:26.520]  上面所建造的一切都變成了岌岌可危
[00:05:26.520 --> 00:05:30.520]  所以我覺得美國這個情況
[00:05:30.520 --> 00:05:36.520]  我覺得和以色列人剛剛去了加拿大之後
[00:05:36.520 --> 00:05:39.520]  定居了,下來了,似乎一樣都很好
[00:05:39.520 --> 00:05:41.520]  這個情況相當相似
[00:05:41.520 --> 00:05:43.520]  我找到聖經裡面說
[00:05:43.520 --> 00:05:45.520]  在捨斯基第二章
[00:05:45.520 --> 00:05:48.520]  那個情況和美國的情況很接近
[00:05:48.520 --> 00:05:51.520]  捨斯基第二章第七節是怎麼說的呢?
[00:05:51.520 --> 00:05:53.520]  第七到第十節
[00:05:53.520 --> 00:05:55.520]  他說約書亞在世的時候
[00:05:55.520 --> 00:05:57.520]  以色列人民都是侍奉上主的
[00:05:57.520 --> 00:05:59.520]  他寫了之後
[00:05:59.520 --> 00:06:06.520]  那些親眼看見上主為以色列所行一切歧視的長老們還在世的時候
[00:06:06.520 --> 00:06:10.520]  以色列人民仍然是侍奉上主
[00:06:10.520 --> 00:06:16.520]  然後上主的僕人亂的兒子約書亞110歲死了
[00:06:16.520 --> 00:06:18.520]  他被安葬在自己的土地
[00:06:18.520 --> 00:06:22.520]  在加什山北邊以法連山區的庭拿西拉
[00:06:22.520 --> 00:06:24.520]  然後聖經說
[00:06:24.520 --> 00:06:26.520]  那一代的人都死了
[00:06:26.520 --> 00:06:33.520]  下一代的人卻不知道上主以及他為以色列人民所做的一切事
[00:06:33.520 --> 00:06:37.520]  這就是我們今天的情況
[00:06:38.520 --> 00:06:40.520]  我剛才說過美國立國的時候
[00:06:40.520 --> 00:06:46.520]  那幫立國的先賢
[00:06:46.520 --> 00:06:49.520]  要不然怎麼能成立一個國家呢?
[00:06:49.520 --> 00:06:51.520]  他們都是一幫很虔誠
[00:06:51.520 --> 00:06:53.520]  相信耶穌基督的人
[00:06:53.520 --> 00:06:55.520]  甚至有人統計過
[00:06:55.520 --> 00:06:57.520]  在那個時間
[00:06:57.520 --> 00:07:04.520]  有97%的領袖是虔誠的基督徒
[00:07:04.520 --> 00:07:06.520]  他們所作的獨立宣言
[00:07:06.520 --> 00:07:08.520]  他們所寫的憲法
[00:07:08.520 --> 00:07:10.520]  其實都充分反映出
[00:07:10.520 --> 00:07:14.520]  很有濃厚的基督教信仰色彩
[00:07:14.520 --> 00:07:17.520]  你看看Declaration of Independence
[00:07:17.520 --> 00:07:20.520]  你看看美國的Constitution
[00:07:20.520 --> 00:07:22.520]  很多的文獻都讓我們看到
[00:07:22.520 --> 00:07:25.520]  基督教的信仰、教導理念
[00:07:25.520 --> 00:07:29.520]  是從這些文獻裡面流露出來
[00:07:29.520 --> 00:07:33.520]  所以神這麼祝福這個國家
[00:07:33.520 --> 00:07:36.520]  大家很難相信美國的人口
[00:07:36.520 --> 00:07:38.520]  是佔了全世界多少百分比
[00:07:38.520 --> 00:07:40.520]  5%而已
[00:07:40.520 --> 00:07:43.520]  美國人口只是佔了全世界5%
[00:07:43.520 --> 00:07:45.520]  但是據統計數字
[00:07:45.520 --> 00:07:46.520]  我們可以聽到
[00:07:46.520 --> 00:07:49.520]  美國是擁有了全世界一半的財富
[00:07:49.520 --> 00:07:51.520]  50%
[00:07:51.520 --> 00:07:53.520]  很難想象
[00:07:53.520 --> 00:07:56.520]  如果沒有神在其中的幫忙祝福
[00:07:56.520 --> 00:07:59.520]  很難有這樣的情況出現
[00:07:59.520 --> 00:08:01.520]  所以剛才我說過
[00:08:01.520 --> 00:08:03.520]  美國立國的時候
[00:08:03.520 --> 00:08:07.520]  他沒有將基督教定為國教
[00:08:07.520 --> 00:08:09.520]  但是裡面的人
[00:08:09.520 --> 00:08:11.520]  絕大部分都是基督徒
[00:08:11.520 --> 00:08:15.520]  甚至John Quincy Adams曾經這樣說
[00:08:15.520 --> 00:08:18.520]  The United States of America
[00:08:18.520 --> 00:08:20.520]  were no longer colonies
[00:08:20.520 --> 00:08:26.520]  they were an independent nation of Christians
[00:08:26.520 --> 00:08:29.520]  美利堅合眾國再不是一個殖民地
[00:08:29.520 --> 00:08:32.520]  他們是一個獨立的基督徒國家
[00:08:32.520 --> 00:08:35.520]  早期美國的領袖們
[00:08:35.520 --> 00:08:38.520]  是這樣看待自己的國家
[00:08:38.520 --> 00:08:40.520]  但是現在呢
[00:08:40.520 --> 00:08:41.520]  現在的情況是怎麼樣呢
[00:08:41.520 --> 00:08:43.520]  我相信我們不能夠再說
[00:08:43.520 --> 00:08:46.520]  美國是一個基督教的國家
[00:08:46.520 --> 00:08:47.520]  雖然
[00:08:47.520 --> 00:08:48.520]  不記得銀包
[00:08:48.520 --> 00:08:49.520]  拿了銀子出來
[00:08:49.520 --> 00:08:50.520]  他還印著
[00:08:50.520 --> 00:08:53.520]  In God We Trust
[00:08:53.520 --> 00:08:54.520]  但是到底
[00:08:54.520 --> 00:08:57.520]  美國人所相信的神
[00:08:57.520 --> 00:08:59.520]  是誰呢
[00:08:59.520 --> 00:09:00.520]  他們不是不相信神
[00:09:00.520 --> 00:09:02.520]  每個人都是相信神的
[00:09:02.520 --> 00:09:03.520]  九成以上
[00:09:03.520 --> 00:09:06.520]  但是這個神到底是誰呢
[00:09:06.520 --> 00:09:07.520]  我相信很多人
[00:09:07.520 --> 00:09:08.520]  包括我們的領袖
[00:09:08.520 --> 00:09:11.520]  他們不瞭解基督教信仰
[00:09:11.520 --> 00:09:14.520]  為治國理念的基礎
[00:09:14.520 --> 00:09:15.520]  正如我剛才所說
[00:09:15.520 --> 00:09:17.520]  當這個基礎被動搖的時候
[00:09:17.520 --> 00:09:22.520]  所有的東西都會危危乎
[00:09:22.520 --> 00:09:23.520]  人遠離神
[00:09:23.520 --> 00:09:25.520]  帶來的結果是什麼呢
[00:09:25.520 --> 00:09:27.520]  我相信就是
[00:09:27.520 --> 00:09:29.520]  我們沒有了
[00:09:29.520 --> 00:09:33.520]  是非黑白和道德的標準
[00:09:33.520 --> 00:09:35.520]  因為我們不要神
[00:09:35.520 --> 00:09:37.520]  沒有神就沒有標準
[00:09:37.520 --> 00:09:38.520]  你有你的標準
[00:09:38.520 --> 00:09:40.520]  我有我的標準
[00:09:40.520 --> 00:09:42.520]  所以從美國歷史來說
[00:09:42.520 --> 00:09:43.520]  我們看到
[00:09:43.520 --> 00:09:44.520]  美國的價值觀
[00:09:44.520 --> 00:09:47.520]  是不斷被重新去詮釋
[00:09:47.520 --> 00:09:48.520]  OK
[00:09:48.520 --> 00:09:50.520]  道德的標準
[00:09:50.520 --> 00:09:55.520]  其實是跟隨著社會發展的需要去改變
[00:09:55.520 --> 00:09:56.520]  很簡單
[00:09:56.520 --> 00:09:57.520]  大家都知道
[00:09:57.520 --> 00:09:59.520]  我是說家家庭
[00:09:59.520 --> 00:10:02.520]  傳統的美國家庭是怎樣的呢
[00:10:02.520 --> 00:10:04.520]  爹地媽咪家子女
[00:10:04.520 --> 00:10:06.520]  傳統是四個
[00:10:06.520 --> 00:10:07.520]  以前更多
[00:10:07.520 --> 00:10:09.520]  一大袋子
[00:10:09.520 --> 00:10:10.520]  但是現在這個家庭
[00:10:10.520 --> 00:10:14.520]  再不是說父母家子女
[00:10:14.520 --> 00:10:15.520]  現在可以是什麼呢
[00:10:15.520 --> 00:10:17.520]  兩個男或者兩個女
[00:10:17.520 --> 00:10:19.520]  加上領養的小朋友
[00:10:19.520 --> 00:10:22.520]  這是一個家庭
[00:10:22.520 --> 00:10:24.520]  我們對家庭
[00:10:24.520 --> 00:10:27.520]  有了一個重新的解釋
[00:10:27.520 --> 00:10:29.520]  最令我們覺得可怕的是什麼呢
[00:10:29.520 --> 00:10:30.520]  當我們國家領袖
[00:10:30.520 --> 00:10:31.520]  比如其中一個例子
[00:10:31.520 --> 00:10:33.520]  大家都應該很出名的
[00:10:33.520 --> 00:10:36.520]  大家都聽過他的故事
[00:10:36.520 --> 00:10:38.520]  克林頓總統
[00:10:38.520 --> 00:10:39.520]  克林頓總統
[00:10:39.520 --> 00:10:40.520]  當他被發現
[00:10:40.520 --> 00:10:44.520]  接受那些違法的政治捐款的時候
[00:10:44.520 --> 00:10:46.520]  他怎麼解釋呢
[00:10:46.520 --> 00:10:51.520]  他說雖然這是違反了1883年
[00:10:51.520 --> 00:10:52.520]  一世紀以前
[00:10:52.520 --> 00:10:56.520]  這是違反了1883年所定下的法律規定
[00:10:56.520 --> 00:11:02.520]  但是其他的總統都
[00:11:02.520 --> 00:11:07.520]  但是其他的總統都曾經這樣做過
[00:11:07.520 --> 00:11:09.520]  不過沒有被起訴
[00:11:09.520 --> 00:11:10.520]  他不是第一個
[00:11:10.520 --> 00:11:11.520]  因為這樣的緣故
[00:11:11.520 --> 00:11:14.520]  他覺得他沒有做錯任何事
[00:11:14.520 --> 00:11:18.520]  你明白他的邏輯嗎
[00:11:18.520 --> 00:11:21.520]  他的拍檔Al Gore
[00:11:21.520 --> 00:11:22.520]  在競選總統的時候
[00:11:22.520 --> 00:11:24.520]  又被發現做了什麼呢
[00:11:24.520 --> 00:11:27.520]  接受了外國的一些尼姑
[00:11:27.520 --> 00:11:30.520]  給他一個很巨額的捐款
[00:11:30.520 --> 00:11:32.520]  被找出來
[00:11:32.520 --> 00:11:33.520]  被找出來之後
[00:11:33.520 --> 00:11:34.520]  他怎麼解釋呢
[00:11:34.520 --> 00:11:37.520]  他說雖然這樣做似乎
[00:11:37.520 --> 00:11:38.520]  聽清楚
[00:11:38.520 --> 00:11:43.520]  雖然這樣做似乎違反了政治運動的募捐守則
[00:11:43.520 --> 00:11:46.520]  但是這個又沒有什麼不對
[00:11:46.520 --> 00:11:52.520]  當我看到有時一些政治領袖
[00:11:52.520 --> 00:11:54.520]  作出這樣的解釋的時候
[00:11:54.520 --> 00:11:59.520]  忽然之間我想起聖經裡面的一個圖畫
[00:11:59.520 --> 00:12:00.520]  想起什麼圖畫呢
[00:12:00.520 --> 00:12:04.520]  在伊甸園裡面的一條蛇
[00:12:04.520 --> 00:12:05.520]  記不記得那條蛇
[00:12:05.520 --> 00:12:08.520]  怎樣引誘那個女人吃禁果呢
[00:12:08.520 --> 00:12:15.520]  神起事真說不許你吃園中所有樹上的果子嗎
[00:12:15.520 --> 00:12:17.520]  神起事真說
[00:12:17.520 --> 00:12:19.520]  神真的這樣說嗎
[00:12:19.520 --> 00:12:20.520]  他是這樣說
[00:12:20.520 --> 00:12:21.520]  不過
[00:12:21.520 --> 00:12:24.520]  So what
[00:12:24.520 --> 00:12:26.520]  It's illegal
[00:12:26.520 --> 00:12:28.520]  But 沒錯
[00:12:28.520 --> 00:12:29.520]  不合法的
[00:12:29.520 --> 00:12:32.520]  不過我沒做錯事
[00:12:32.520 --> 00:12:33.520]  這些政治家
[00:12:33.520 --> 00:12:36.520]  其實我不是只講民主黨的
[00:12:36.520 --> 00:12:38.520]  我沒有黨牌的
[00:12:38.520 --> 00:12:40.520]  先講清楚
[00:12:40.520 --> 00:12:42.520]  因為這些問題
[00:12:42.520 --> 00:12:44.520]  無論是在民主黨裡面的領袖也好
[00:12:44.520 --> 00:12:46.520]  或者是共和黨的領袖裡面也好
[00:12:46.520 --> 00:12:50.520]  你時時都會發覺有這樣的情況出現
[00:12:50.520 --> 00:12:54.520]  你似乎發覺他們心裡面的想法很特別
[00:12:54.520 --> 00:12:56.520]  而且特別之下
[00:12:56.520 --> 00:12:57.520]  大家又很相似
[00:12:57.520 --> 00:12:59.520]  大家有很類似的想法
[00:12:59.520 --> 00:13:02.520]  就是只要不要被人挖出來
[00:13:02.520 --> 00:13:03.520]  就算被挖出來
[00:13:03.520 --> 00:13:04.520]  只要不被定罪
[00:13:04.520 --> 00:13:05.520]  只要不被起訴
[00:13:05.520 --> 00:13:08.520]  就等於我沒犯錯
[00:13:08.520 --> 00:13:12.520]  這個就是他們心裡面的那種邏輯
[00:13:12.520 --> 00:13:13.520]  所以很多時候
[00:13:13.520 --> 00:13:14.520]  當這些事情發生的時候
[00:13:14.520 --> 00:13:16.520]  爆炸的時候
[00:13:16.520 --> 00:13:17.520]  頭條新聞
[00:13:17.520 --> 00:13:18.520]  電視廣播
[00:13:18.520 --> 00:13:20.520]  領袖就站出來
[00:13:20.520 --> 00:13:22.520]  站在講台前面說什麼
[00:13:22.520 --> 00:13:26.520]  I did nothing wrong
[00:13:26.520 --> 00:13:28.520]  有沒有聽過他們這樣說
[00:13:28.520 --> 00:13:30.520]  I did nothing wrong
[00:13:30.520 --> 00:13:32.520]  Until I have proven
[00:13:32.520 --> 00:13:34.520]  I did nothing wrong
[00:13:34.520 --> 00:13:36.520]  就算they have proven
[00:13:36.520 --> 00:13:37.520]  it's illegal
[00:13:37.520 --> 00:13:43.520]  I did nothing wrong
[00:13:43.520 --> 00:13:46.520]  所以我剛才說的是不是很sad呢
[00:13:46.520 --> 00:13:50.520]  如果國家的領袖
[00:13:50.520 --> 00:13:54.520]  他的道德觀念是那麼含糊不清
[00:13:54.520 --> 00:13:56.520]  令我們覺得可怕的是什麼呢
[00:13:56.520 --> 00:14:01.520]  他們絕大部分都說自己是基督徒
[00:14:01.520 --> 00:14:06.520]  但是竟然將基督耶穌的教導放在一邊
[00:14:06.520 --> 00:14:08.520]  我們心裡可以看到
[00:14:08.520 --> 00:14:10.520]  從行為上來說
[00:14:10.520 --> 00:14:13.520]  離開神越來越遠
[00:14:13.520 --> 00:14:16.520]  甚至是不尊重神
[00:14:16.520 --> 00:14:17.520]  遠離神的危機是什麼呢
[00:14:17.520 --> 00:14:20.520]  遠離神的危機大陸的惡果就是
[00:14:20.520 --> 00:14:24.520]  令到普遍的國民上上下下
[00:14:24.520 --> 00:14:31.520]  在道德和在誠信上的破產
[00:14:31.520 --> 00:14:33.520]  這就是遠離神帶來的結果
[00:14:33.520 --> 00:14:35.520]  事實上剛才
[00:14:35.520 --> 00:14:36.520]  我只是舉例
[00:14:36.520 --> 00:14:41.520]  剛才那兩個總統裡面來說
[00:14:41.520 --> 00:14:44.520]  兩個都有很多醜聞
[00:14:44.520 --> 00:14:45.520]  克林頓總統
[00:14:45.520 --> 00:14:46.520]  大家最知道他了
[00:14:46.520 --> 00:14:49.520]  最出名的就是被國會彈劾他
[00:14:49.520 --> 00:14:51.520]  因為有性醜聞
[00:14:51.520 --> 00:14:53.520]  但是很奇怪的一件事
[00:14:53.520 --> 00:14:55.520]  令到我們覺得可怕的是什麼呢
[00:14:55.520 --> 00:14:59.520]  雖然這些東西都爆出來
[00:14:59.520 --> 00:15:02.520]  但是民調的結果是什麼呢
[00:15:02.520 --> 00:15:05.520]  對於兩個總統他們的民望
[00:15:05.520 --> 00:15:08.520]  一點影響都沒有
[00:15:08.520 --> 00:15:14.520]  L哥還拿了諾貝爾和平獎
[00:15:14.520 --> 00:15:17.520]  我們看到的是什麼呢
[00:15:17.520 --> 00:15:21.520]  美國人已經將道德品格
[00:15:21.520 --> 00:15:23.520]  和一個人的才幹
[00:15:23.520 --> 00:15:26.520]  扮成的能力分家
[00:15:26.520 --> 00:15:30.520]  這是完全違背了美國開國時候
[00:15:30.520 --> 00:15:34.520]  領袖所定立的治國原則
[00:15:34.520 --> 00:15:36.520]  開始的時候裡面是說
[00:15:36.520 --> 00:15:40.520]  你的品格和道德和你的領袖和才幹是一體的
[00:15:40.520 --> 00:15:41.520]  不可以分開
[00:15:41.520 --> 00:15:42.520]  不可以分家
[00:15:42.520 --> 00:15:44.520]  但是現在很多時候
[00:15:44.520 --> 00:15:45.520]  我們看到美國人說
[00:15:45.520 --> 00:15:47.520]  他做得好就行了
[00:15:47.520 --> 00:15:49.520]  他搞定了經濟就好了
[00:15:49.520 --> 00:15:54.520]  這些生活我不在乎
[00:15:54.520 --> 00:15:57.520]  這個就是美國現時的情況
[00:15:57.520 --> 00:15:59.520]  但是如果我們看回
[00:15:59.520 --> 00:16:00.520]  再早期一點
[00:16:00.520 --> 00:16:02.520]  不要說開國那麼久
[00:16:02.520 --> 00:16:05.520]  艾森豪威爾和艾森豪威爾
[00:16:05.520 --> 00:16:08.520]  他怎麼說一個國家的領袖
[00:16:08.520 --> 00:16:14.520]  The supreme quality for a leader is unquestionably integrity
[00:16:14.520 --> 00:16:19.520]  Without it, no real success is possible
[00:16:19.520 --> 00:16:21.520]  艾森豪威爾總統說
[00:16:21.520 --> 00:16:24.520]  一個領袖最重要的質素就是
[00:16:24.520 --> 00:16:26.520]  他的品格
[00:16:26.520 --> 00:16:27.520]  Integrity
[00:16:27.520 --> 00:16:29.520]  沒有了integrity
[00:16:29.520 --> 00:16:32.520]  你不能帶來真正的成就
[00:16:32.520 --> 00:16:34.520]  真正的成功
[00:16:34.520 --> 00:16:36.520]  美國太多說中國了
[00:16:36.520 --> 00:16:40.520]  中國有很多詩人說話很棒
[00:16:40.520 --> 00:16:42.520]  有沒有聽過中國人說一句話
[00:16:42.520 --> 00:16:44.520]  我忘記了
[00:16:44.520 --> 00:16:47.520]  上梁不正
[00:16:47.520 --> 00:16:49.520]  大家中文做得挺好的
[00:16:49.520 --> 00:16:51.520]  下梁什麼
[00:16:51.520 --> 00:16:52.520]  壞
[00:16:52.520 --> 00:16:54.520]  上面那條梁不正
[00:16:54.520 --> 00:16:56.520]  下面那條梁也不行
[00:16:56.520 --> 00:16:58.520]  還有一句話是什麼呢
[00:16:58.520 --> 00:17:01.520]  上有好者
[00:17:01.520 --> 00:17:02.520]  懂不懂
[00:17:02.520 --> 00:17:05.520]  昨天那群人都不懂
[00:17:05.520 --> 00:17:06.520]  上有好者
[00:17:06.520 --> 00:17:09.520]  下面那句是什麼
[00:17:09.520 --> 00:17:12.520]  下必有甚嚴
[00:17:12.520 --> 00:17:14.520]  沒錯
[00:17:14.520 --> 00:17:17.520]  隨之比他更加重要
[00:17:17.520 --> 00:17:18.520]  好的比你更加好
[00:17:18.520 --> 00:17:19.520]  你不好
[00:17:19.520 --> 00:17:20.520]  比你更加壞
[00:17:20.520 --> 00:17:21.520]  上有好者
[00:17:21.520 --> 00:17:25.520]  下必有甚嚴
[00:17:25.520 --> 00:17:29.520]  所以和美國開國的時候那群領袖的想法
[00:17:29.520 --> 00:17:31.520]  很相似
[00:17:31.520 --> 00:17:33.520]  美國現在我們看看
[00:17:33.520 --> 00:17:34.520]  Watergate
[00:17:34.520 --> 00:17:36.520]  Iran Contra's Affair
[00:17:36.520 --> 00:17:38.520]  Whitewater
[00:17:38.520 --> 00:17:40.520]  上面搞得亂七八糟
[00:17:40.520 --> 00:17:45.520]  政治家那種不誠信的謊言
[00:17:45.520 --> 00:17:48.520]  那種欺詐
[00:17:48.520 --> 00:17:50.520]  影響到下面
[00:17:50.520 --> 00:17:51.520]  國家領袖也是這樣
[00:17:51.520 --> 00:17:53.520]  所以有Enron
[00:17:53.520 --> 00:17:55.520]  有Lehman Brothers
[00:17:55.520 --> 00:17:56.520]  有Arthur Anderson
[00:17:56.520 --> 00:18:01.520]  有Tarco
[00:18:01.520 --> 00:18:03.520]  因為上面也是這樣
[00:18:03.520 --> 00:18:04.520]  我們就是這樣做
[00:18:04.520 --> 00:18:07.520]  大家記得Goldman Sachs
[00:18:07.520 --> 00:18:10.520]  爆出他們那些財政問題的時候
[00:18:10.520 --> 00:18:14.520]  他們的CEO Lloyd Blankfein
[00:18:14.520 --> 00:18:15.520]  在國會作證
[00:18:15.520 --> 00:18:17.520]  是怎樣說的
[00:18:17.520 --> 00:18:21.520]  他說Goldman had engaged in activities
[00:18:21.520 --> 00:18:23.520]  that were clearly wrong
[00:18:23.520 --> 00:18:27.520]  and led to the economic crisis
[00:18:27.520 --> 00:18:29.520]  他承認
[00:18:29.520 --> 00:18:30.520]  Goldman Sachs
[00:18:30.520 --> 00:18:34.520]  做了一些明顯錯誤的事情
[00:18:34.520 --> 00:18:35.520]  不應該做的事情
[00:18:35.520 --> 00:18:38.520]  而導致美國的經濟危機
[00:18:38.520 --> 00:18:40.520]  經濟危機
[00:18:40.520 --> 00:18:43.520]  所以上面的領袖不行
[00:18:43.520 --> 00:18:45.520]  下面的人跟著也不行
[00:18:45.520 --> 00:18:47.520]  這不僅是做生意
[00:18:47.520 --> 00:18:52.520]  有錢有本事可以操控
[00:18:52.520 --> 00:18:57.520]  人也一樣
[00:18:57.520 --> 00:18:58.520]  我看到一個調查報告
[00:18:58.520 --> 00:19:00.520]  說到我們職場做工
