
[00:00:00.000 --> 00:00:01.800]  在開始前我們先有個禱告
[00:01:24.400 --> 00:01:26.880]  透過他在科幻書中的記載
[00:01:26.880 --> 00:01:29.360]  看看我們有什麼值得學習的地方
[00:01:29.360 --> 00:01:31.000]  其實我們說「作主門徒」
[00:01:31.000 --> 00:01:32.200]  其實在今年的年題
[00:01:32.200 --> 00:01:34.000]  我們也沒有細心看看
[00:01:34.000 --> 00:01:37.520]  究竟其實在科幻書中有多少個門徒呢?
[00:01:37.520 --> 00:01:38.360]  有多少個使徒呢?
[00:01:38.360 --> 00:01:39.360]  大家都知道有十二個
[00:01:39.360 --> 00:01:40.280]  是哪十二個呢?
[00:01:40.280 --> 00:01:41.760]  有沒有人會背呢?
[00:01:41.760 --> 00:01:43.240]  不是一定要背的
[00:01:43.240 --> 00:01:44.680]  不過我們試試看
[00:01:44.680 --> 00:01:47.120]  原來門徒的排行榜
[00:01:47.120 --> 00:01:48.560]  都可以看到一些東西
[00:01:48.560 --> 00:01:49.800]  我們先讀第一個
[00:01:49.800 --> 00:01:51.400]  記載了十二使徒名單的
[00:01:51.400 --> 00:01:54.160]  在《馬達福音》十章二至四節三節經文
[00:01:54.160 --> 00:01:55.280]  分了顏色的
[00:01:55.280 --> 00:01:56.120]  一會兒再解釋
[00:01:56.120 --> 00:01:57.880]  我們先讀,準備,一、二、三
[00:01:57.880 --> 00:02:00.000]  「這十二使徒的名」
[00:02:00.000 --> 00:02:01.760]  頭一個叫西門一齊
[00:02:01.760 --> 00:02:03.200]  「又稱彼得
[00:02:03.200 --> 00:02:05.520]  還有他兄弟安德烈
[00:02:05.520 --> 00:02:07.680]  西比太的兒子雅各
[00:02:07.680 --> 00:02:10.000]  和雅各的兄弟約翰
[00:02:10.000 --> 00:02:12.640]  費力和巴多萊買
[00:02:12.640 --> 00:02:15.040]  多買和瑞利馬泰
[00:02:15.040 --> 00:02:18.440]  阿納菲的兒子雅各和達泰
[00:02:18.440 --> 00:02:20.240]  奮睿黨的西門
[00:02:20.240 --> 00:02:23.520]  還有賣耶穌的加略人猶大」
[00:02:23.520 --> 00:02:27.840]  時間簡速我不解釋了
[00:02:27.840 --> 00:02:33.080]  其實你再比較其他的名單
[00:02:33.080 --> 00:02:35.720]  你會發覺有三組別
[00:02:35.720 --> 00:02:38.040]  十二使徒分成三個組別
[00:02:38.040 --> 00:02:40.560]  你看到我分了紅、綠、藍
[00:02:40.560 --> 00:02:41.760]  為什麼這樣分呢?
[00:02:41.760 --> 00:02:43.200]  我們再看一個排行榜
[00:02:43.200 --> 00:02:45.120]  你就會明白多一點
[00:02:45.120 --> 00:02:47.120]  就在《馬達福音》三章十二至十九節
[00:02:47.120 --> 00:02:48.520]  一起讀,一、二、三
[00:02:48.520 --> 00:02:50.960]  「這十二人有西門
[00:02:50.960 --> 00:02:53.480]  耶穌又給他起名叫彼得
[00:02:53.480 --> 00:02:56.080]  還有西比太的兒子雅各
[00:02:56.080 --> 00:02:58.080]  和雅各的兄弟約翰
[00:02:58.080 --> 00:03:01.120]  又給這兩個人起名叫伴尼基
[00:03:01.120 --> 00:03:02.800]  就是雷子的意思
[00:03:02.800 --> 00:03:06.000]  又有安德烈、費力、巴多羅買
[00:03:06.000 --> 00:03:09.440]  馬泰、多馬、阿納菲的兒子雅各
[00:03:09.440 --> 00:03:12.080]  和達泰、奮睿黨的西門
[00:03:12.080 --> 00:03:15.120]  還有賣耶穌的加略人猶大」
[00:03:15.120 --> 00:03:17.320]  我知道大家對這些經文很熟悉
[00:03:17.320 --> 00:03:19.840]  熟悉到一開始就跳過去了
[00:03:19.840 --> 00:03:24.160]  十二個名字是不重要的,不是什麼屬靈的道理真理
[00:03:24.160 --> 00:03:26.160]  就可以看得比較快
[00:03:26.160 --> 00:03:28.280]  其實聖經就像耶穌說的
[00:03:28.280 --> 00:03:29.520]  一點一滑都不能廢
[00:03:29.520 --> 00:03:32.280]  每一個字、每一個排名
[00:03:32.280 --> 00:03:34.440]  它的先後其實都有意思的
[00:03:34.440 --> 00:03:37.640]  我們看到又是分了三組
[00:03:37.640 --> 00:03:38.680]  事不宜遲
[00:03:38.680 --> 00:03:41.400]  其實還有《路加福音》和《史諾行傳》
[00:03:41.400 --> 00:03:42.720]  不過我們不再讀了
[00:03:42.720 --> 00:03:44.960]  大家有機會可以回家再看看
[00:03:44.960 --> 00:03:46.960]  平時你漏了看一些經文
[00:03:46.960 --> 00:03:48.960]  原來都暗藏玄機
[00:03:48.960 --> 00:03:50.480]  那個玄機是什麼呢?
[00:03:50.480 --> 00:03:54.560]  就是你發覺在十二個名字的排行裡面
[00:03:54.560 --> 00:03:56.080]  是不是每次都是一樣的?
[00:03:56.080 --> 00:03:58.400]  不是,有不同的
[00:03:58.400 --> 00:03:59.880]  誰先走呢?
[00:03:59.880 --> 00:04:02.480]  有些相似的地方一定是先走的
[00:04:02.480 --> 00:04:03.760]  大家都明白了
[00:04:03.760 --> 00:04:04.760]  十二使徒之首
[00:04:04.760 --> 00:04:07.400]  往往誰出來說話都是先走的
[00:04:07.400 --> 00:04:09.000]  誰排最後呢?
[00:04:09.000 --> 00:04:11.000]  肯定就是賣耶穌的猶大
[00:04:11.000 --> 00:04:13.960]  每個人都一定會放在最後的
[00:04:13.960 --> 00:04:15.800]  再看的時候
[00:04:15.800 --> 00:04:17.760]  又發覺原來每個名單
[00:04:17.760 --> 00:04:19.680]  雖然有些相似,有些不像的地方
[00:04:19.680 --> 00:04:22.520]  但是通常有分成三個組別
[00:04:22.520 --> 00:04:26.040]  第一個組別就是彼得、安德烈、雅各、約翰
[00:04:26.040 --> 00:04:27.480]  你怎麼排都好
[00:04:27.480 --> 00:04:28.760]  都是這四個先走
[00:04:28.760 --> 00:04:30.360]  在三分之一之前
[00:04:30.360 --> 00:04:32.160]  但是一定是先走的
[00:04:32.160 --> 00:04:33.560]  有時候是雅各第二
[00:04:33.560 --> 00:04:35.200]  有時候安德烈第二
[00:04:35.200 --> 00:04:36.560]  雅各第三,約翰第四
[00:04:36.560 --> 00:04:37.480]  有時候反過來
[00:04:37.480 --> 00:04:38.760]  約翰上來了
[00:04:38.760 --> 00:04:40.840]  雅各、安德烈就放在最後
[00:04:40.840 --> 00:04:42.320]  第二組也是一樣
[00:04:42.320 --> 00:04:44.280]  一定那四個名字在第二組別
[00:04:44.280 --> 00:04:46.400]  但是通常都是肥力先走的
[00:04:46.400 --> 00:04:48.560]  後面有時候會有些不同的
[00:04:48.560 --> 00:04:49.680]  第三組也是
[00:04:49.680 --> 00:04:50.720]  雅各先走
[00:04:50.720 --> 00:04:53.280]  然後一定是賣耶穌的猶大最後
[00:04:53.280 --> 00:04:56.680]  為什麼到了士林主不見了最後的猶大
[00:04:56.680 --> 00:04:57.760]  你明不明白呢?
[00:04:57.760 --> 00:04:59.120]  已經不在了
[00:04:59.120 --> 00:05:01.120]  已經上吊了自己
[00:05:01.120 --> 00:05:03.600]  你看到在受要名單裡面
[00:05:03.600 --> 00:05:06.360]  有時候都要加一些形容詞的
[00:05:06.360 --> 00:05:08.160]  譬如阿納菲的兒子雅各
[00:05:08.160 --> 00:05:09.520]  因為有兩個雅各
[00:05:09.520 --> 00:05:10.960]  在當時時代的名字
[00:05:10.960 --> 00:05:12.480]  有很多相似的地方
[00:05:12.480 --> 00:05:15.760]  譬如今天譬如叫做阿欣
[00:05:15.760 --> 00:05:16.920]  叫做阿匡
[00:05:16.920 --> 00:05:17.600]  叫做阿強
[00:05:17.600 --> 00:05:18.360]  到處都是
[00:05:18.360 --> 00:05:19.760]  就要誰的阿強
[00:05:19.760 --> 00:05:20.600]  誰的阿匡
[00:05:20.600 --> 00:05:21.920]  去拜誰
[00:05:21.920 --> 00:05:24.080]  這就是猶太人的文化
[00:05:24.080 --> 00:05:25.480]  那些不用說了
[00:05:25.480 --> 00:05:26.720]  你會發覺
[00:05:26.720 --> 00:05:29.680]  原來彼得、肥力、雅各
[00:05:29.680 --> 00:05:31.360]  就是三個組別的組長
[00:05:31.360 --> 00:05:32.080]  所以可想而知
[00:05:32.080 --> 00:05:33.600]  為什麼今天團契
[00:05:33.600 --> 00:05:35.080]  有時候多了十幾二十人
[00:05:35.080 --> 00:05:35.920]  要分組
[00:05:35.920 --> 00:05:37.200]  每組都有一個組長
[00:05:37.200 --> 00:05:38.240]  領著那些人
[00:05:38.240 --> 00:05:39.480]  原來也有需要的
[00:05:39.480 --> 00:05:42.520]  耶穌在十二世裡面已經有分工了
[00:05:42.520 --> 00:05:44.320]  我們集中第一個組別
[00:05:44.320 --> 00:05:46.320]  彼得、安德烈、雅各、約翰
[00:05:46.320 --> 00:05:47.400]  你會覺得很奇怪
[00:05:47.400 --> 00:05:51.160]  為什麼好像彼得、雅各、約翰
[00:05:51.160 --> 00:05:54.640]  經常都比較出眾一點
[00:05:54.640 --> 00:05:56.320]  譬如在方書裡面
[00:05:56.320 --> 00:05:57.760]  比較多提及他們
[00:05:57.760 --> 00:06:00.320]  又或者耶穌到登山變相的時候
[00:06:00.320 --> 00:06:01.840]  哪幾個門徒和耶穌在一起呢?
[00:06:01.840 --> 00:06:02.960]  不是十二個使徒
[00:06:02.960 --> 00:06:03.880]  只有三個
[00:06:03.880 --> 00:06:05.520]  就是彼得、雅各、約翰
[00:06:05.520 --> 00:06:07.120]  當赫西瑪利元祈禱的時候
[00:06:07.120 --> 00:06:09.480]  有三個門徒特別接近耶穌祈禱
[00:06:09.480 --> 00:06:10.240]  哪三個呢?
[00:06:10.240 --> 00:06:11.280]  彼得、雅各、約翰
[00:06:11.280 --> 00:06:13.560]  那麼安德烈在哪裡呢?
[00:06:14.320 --> 00:06:16.280]  其實在這個排行榜裡面
[00:06:16.280 --> 00:06:19.920]  加起來當然就是後面一會兒會分享的三段
[00:06:19.920 --> 00:06:21.200]  關於安德烈的經文
[00:06:21.200 --> 00:06:22.320]  我會體會到
[00:06:22.320 --> 00:06:25.200]  安德烈好像往往是一個被忽略的位置
[00:06:25.200 --> 00:06:26.640]  彼得通常都走先
[00:06:26.640 --> 00:06:27.880]  好像一個偉大的報導家
[00:06:27.880 --> 00:06:29.360]  經常都出來說話的
[00:06:29.360 --> 00:06:32.800]  但是安德烈好像經常都站在幕後的位置
[00:06:32.800 --> 00:06:34.880]  他比較謙遜
[00:06:34.880 --> 00:06:36.280]  甘願卑微
[00:06:36.280 --> 00:06:37.920]  去成就他人
[00:06:37.920 --> 00:06:39.680]  以及助人成長
[00:06:39.680 --> 00:06:41.480]  他不是要自己厲害
[00:06:41.480 --> 00:06:42.440]  是幫人
[00:06:42.440 --> 00:06:43.960]  幫人去到一個高位
[00:06:43.960 --> 00:06:45.880]  幫人去到一個成長的位置
[00:06:45.880 --> 00:06:48.880]  這個可能也很值得我們去效法
[00:06:48.880 --> 00:06:51.760]  特別有時候跟我們聊天
[00:06:51.760 --> 00:06:53.240]  「你上來講見證吧」
[00:06:53.240 --> 00:06:54.360]  「你做理事吧」
[00:06:54.360 --> 00:06:55.880]  「你去做帶領的角色吧」
[00:06:55.880 --> 00:06:57.880]  「我不想這麼出眾」
[00:06:57.880 --> 00:06:59.960]  「我在後面幫忙就行了」
[00:06:59.960 --> 00:07:01.520]  可能安德烈的性格
[00:07:01.520 --> 00:07:03.280]  或者安德烈的位分
[00:07:03.280 --> 00:07:04.920]  都很適合大家
[00:07:04.920 --> 00:07:07.080]  他是一個很忠心愛主的門徒
[00:07:07.080 --> 00:07:09.480]  他就是帶領了史奴彼得
[00:07:09.480 --> 00:07:11.640]  去到主面前的那一位
[00:07:11.640 --> 00:07:15.840]  今天我們來看看彼得的弟弟安德烈
[00:07:15.840 --> 00:07:19.360]  在三次領人歸主的情況下
[00:07:19.360 --> 00:07:21.040]  有什麼值得我們學習的地方
[00:07:21.040 --> 00:07:22.520]  第一個大家也很熟悉的
[00:07:22.520 --> 00:07:24.440]  《約翰福音》第一章三十五至四十二節
[00:07:24.440 --> 00:07:25.480]  我邀請大家一起幫我讀
[00:07:25.480 --> 00:07:26.840]  準備一二三
[00:07:26.840 --> 00:07:31.160]  「再次入約翰同兩個門徒站在那裡」
[00:07:41.640 --> 00:07:44.200]  「拉比翻出來就是夫子」
[00:07:44.200 --> 00:07:46.200]  「耶穌說:你們來看」
[00:07:46.200 --> 00:07:49.000]  「你們就去看他在那裡住」
[00:07:49.000 --> 00:07:51.320]  「這一天便與他同住」
[00:07:51.320 --> 00:07:53.800]  「那時約有新證了」
[00:07:53.800 --> 00:07:55.400]  「聽見約翰的話」
[00:07:55.400 --> 00:07:57.800]  「跟從耶穌的那兩個人」
[00:07:57.800 --> 00:08:01.000]  「一個是西門彼得的兄弟安德烈」
[00:08:01.000 --> 00:08:03.400]  「他先找著自己的哥哥」
[00:08:03.400 --> 00:08:05.880]  「安德烈找了自己的哥哥」
[00:08:05.880 --> 00:08:08.360]  「安德烈找了自己的哥哥」
[00:08:08.360 --> 00:08:12.440]  「安德烈先找著自己的哥哥西門」
[00:08:12.440 --> 00:08:15.720]  「對他說:我們遇見尼塞瓦了」
[00:08:15.720 --> 00:08:18.440]  「尼塞瓦翻出來就是基督」
[00:08:18.440 --> 00:08:20.840]  「於是領他去見耶穌」
[00:08:20.840 --> 00:08:24.840]  「耶穌看著他說:你是約翰的兒子西門」
[00:08:24.840 --> 00:08:26.680]  「你要稱為基伐」
[00:08:26.680 --> 00:08:29.640]  「基伐翻出來就是彼得」
[00:08:29.640 --> 00:08:32.520]  表面上好像是看彼得如何信主
[00:08:32.520 --> 00:08:34.600]  這個大門徒、大使徒
[00:08:34.600 --> 00:08:35.960]  如何認識耶穌
[00:08:35.960 --> 00:08:39.800]  當中的經過也值得我們再細查
[00:08:39.800 --> 00:08:42.680]  經文不需要很詳細去解釋
[00:08:42.680 --> 00:08:45.560]  不過第三十五節的約翰要講一講
[00:08:45.560 --> 00:08:46.280]  不要混亂
[00:08:46.280 --> 00:08:48.360]  剛才十月指導有很多約翰在裡面
[00:08:48.360 --> 00:08:49.240]  不是那個
[00:08:49.240 --> 00:08:50.680]  這個是施浸約翰
[00:08:50.680 --> 00:08:52.760]  可以說是耶穌的表哥
[00:08:52.760 --> 00:08:57.480]  在當時的時代已經有很多人在跟隨的師父
[00:08:57.480 --> 00:08:58.600]  或者大先知
[00:08:58.600 --> 00:09:00.440]  有些人叫他先知約翰
[00:09:00.440 --> 00:09:03.560]  他也有很多門徒跟隨他
[00:09:03.560 --> 00:09:06.440]  有兩個門徒跟隨施浸約翰
[00:09:06.440 --> 00:09:08.440]  施浸約翰一見到耶穌就說
[00:09:08.440 --> 00:09:10.360]  「這就是神的羔羊」
[00:09:10.360 --> 00:09:13.560]  施浸約翰稱呼耶穌為神的羔羊
[00:09:13.560 --> 00:09:14.920]  已經不是第一次了
[00:09:14.920 --> 00:09:17.560]  在一章的二十九字已經稱呼過
[00:09:17.560 --> 00:09:18.600]  當時還說
[00:09:18.600 --> 00:09:21.240]  「神的羔羊,除去世人罪孽的」
[00:09:21.240 --> 00:09:22.360]  可想而知
[00:09:22.360 --> 00:09:25.480]  神的羔羊就是上帝所預備的
[00:09:25.480 --> 00:09:27.240]  就好像逾越節的羔羊
[00:09:27.240 --> 00:09:31.400]  要除去當時以色列人的罪
[00:09:31.400 --> 00:09:35.080]  以致上帝不會懲罰以色列人
[00:09:35.080 --> 00:09:36.840]  以色列人要獻祭
[00:09:36.840 --> 00:09:40.440]  用羊羔的血代替他們的贖罪
[00:09:40.440 --> 00:09:41.800]  所以神的羔羊
[00:09:41.800 --> 00:09:44.840]  耶穌基督就是上帝所預備的
[00:09:44.840 --> 00:09:47.640]  去贖世人罪的那一位
[00:09:47.640 --> 00:09:49.880]  當時在猶太人的生活中
[00:09:49.880 --> 00:09:53.160]  他們很嚮往有一個尼塞亞人物出現
[00:09:53.160 --> 00:09:55.400]  特別是當時他們被羅馬帝國
[00:09:55.400 --> 00:09:58.280]  被外邦人和敵人
[00:09:58.280 --> 00:09:59.960]  管治著自己的國家
[00:09:59.960 --> 00:10:02.200]  他們很希望有一個真正屬於自己的
[00:10:02.200 --> 00:10:04.040]  以色列國家能夠出現
[00:10:04.040 --> 00:10:05.720]  所以他們很渴望有一個
[00:10:05.720 --> 00:10:07.720]  好像是神差遣的人物
[00:10:07.720 --> 00:10:10.040]  帶領他們有一個光明
[00:10:10.040 --> 00:10:11.240]  有一個真自由
[00:10:11.240 --> 00:10:13.800]  有一個真興起的國家
[00:10:13.800 --> 00:10:15.320]  所以對於這兩個門徒來說
[00:10:15.320 --> 00:10:17.400]  哇!我的師父施琛約翰說
[00:10:17.400 --> 00:10:19.320]  這就是神的羔羊
[00:10:19.320 --> 00:10:21.640]  是我們的救世主
[00:10:21.640 --> 00:10:26.440]  所以他們很想去認識祂
[00:10:26.440 --> 00:10:27.160]  那怎麼辦呢?
[00:10:27.160 --> 00:10:27.960]  到了三十八節
[00:10:27.960 --> 00:10:30.040]  這兩個門徒就大膽跟著耶穌
[00:10:30.040 --> 00:10:30.760]  然後耶穌就看著
[00:10:30.760 --> 00:10:32.920]  你們跟著我幹什麼呢?
[00:10:32.920 --> 00:10:35.880]  接著那兩個門徒就說
[00:10:35.880 --> 00:10:38.520]  我想問問你在哪裡居住
[00:10:38.520 --> 00:10:40.200]  為什麼不在哪裡居住呢?
[00:10:40.200 --> 00:10:41.800]  其實你要認識一個人
[00:10:41.800 --> 00:10:43.320]  你單單聽他言行
[00:10:43.320 --> 00:10:44.440]  就是說你想認識我
[00:10:44.440 --> 00:10:45.880]  你就要聽我說道
[00:10:45.880 --> 00:10:46.840]  也不夠的
[00:10:46.840 --> 00:10:48.040]  只是回來教會
[00:10:48.040 --> 00:10:49.480]  我們只是在聚會裡面見面
[00:10:49.480 --> 00:10:51.000]  也不夠的
[00:10:51.000 --> 00:10:53.400]  可能要有機會吃飯
[00:10:53.400 --> 00:10:54.680]  聊聊天
[00:10:54.680 --> 00:10:58.040]  去你家或者我家探訪一下
[00:10:58.040 --> 00:10:59.960]  甚至可能有機會住幾天
[00:10:59.960 --> 00:11:02.600]  所以有時候教會搞一些營會很有用的
[00:11:02.600 --> 00:11:04.120]  就是希望透過這樣
[00:11:04.120 --> 00:11:06.120]  讓弟兄姊妹能夠加深認識
[00:11:06.120 --> 00:11:08.440]  他們就沒有三天兩夜的營會
[00:11:08.440 --> 00:11:10.920]  當時你看到在三十九節末說
[00:11:10.920 --> 00:11:12.440]  若有新靜了
[00:11:12.440 --> 00:11:15.160]  新靜就是第十個小時的意思
[00:11:15.160 --> 00:11:17.880]  猶太人不是用十二點來做開始
[00:11:17.880 --> 00:11:18.840]  第一個小時的
[00:11:18.840 --> 00:11:19.800]  是用六點
[00:11:19.800 --> 00:11:23.560]  所以計算一下可能是早六晚四的時間
[00:11:23.560 --> 00:11:26.760]  他們一起和耶穌有個生活
[00:11:26.760 --> 00:11:28.360]  住不是一定是過夜的
[00:11:28.360 --> 00:11:32.120]  也可能是大家共處了十小時的時間
[00:11:32.120 --> 00:11:33.880]  去加深認識了
[00:11:33.880 --> 00:11:35.240]  當然這兩個門徒
[00:11:35.240 --> 00:11:36.120]  其實可以開估了
[00:11:36.120 --> 00:11:37.000]  這兩個門徒
[00:11:37.000 --> 00:11:39.560]  其中一個就是西蒙彼得兄弟安德烈
[00:11:39.560 --> 00:11:41.320]  其實不關事
[00:11:41.320 --> 00:11:42.200]  不過你可能會問
[00:11:42.200 --> 00:11:43.880]  那另外一個是誰呢?
[00:11:43.880 --> 00:11:44.920]  那你想想
[00:11:44.920 --> 00:11:48.360]  連一起了多少點都知道的
[00:11:48.360 --> 00:11:52.360]  好想而知那個人是當事人在現在
[00:11:52.360 --> 00:11:54.840]  《約翰福音》作者是約翰
[00:11:54.840 --> 00:11:55.880]  所以可想而知
[00:11:55.880 --> 00:11:59.640]  可能就是約翰和安德烈兩個一起
[00:11:59.640 --> 00:12:01.160]  這個約翰就是《約翰福音》的作者
[00:12:01.160 --> 00:12:02.680]  就是十月使徒其中一個
[00:12:02.680 --> 00:12:04.680]  一起經歷了耶穌
[00:12:04.680 --> 00:12:05.960]  和他住了十個小時
[00:12:05.960 --> 00:12:07.240]  一起了十個小時
[00:12:07.240 --> 00:12:09.640]  接著安德烈第一個反應是什麼呢?
[00:12:09.640 --> 00:12:11.080]  就馬上找他哥哥
[00:12:11.080 --> 00:12:12.200]  和他哥哥說
[00:12:12.200 --> 00:12:13.800]  我們遇見尼塞亞了
[00:12:13.800 --> 00:12:16.040]  尼塞亞翻出來就是基督的意思
[00:12:16.040 --> 00:12:18.440]  基督的意思就是救世主的意思
[00:12:18.440 --> 00:12:20.200]  基督是希臘文
[00:12:20.200 --> 00:12:22.440]  真正翻譯就是救世主
[00:12:22.440 --> 00:12:25.720]  我們很渴望能夠帶領我們真自由
[00:12:25.720 --> 00:12:27.640]  復國的那位救世主
[00:12:27.640 --> 00:12:29.880]  原來就是耶穌出現了
[00:12:29.880 --> 00:12:30.840]  快點去找祂
[00:12:30.840 --> 00:12:32.040]  快點去認識祂
[00:12:32.040 --> 00:12:33.880]  所以約翰聽完之後
[00:12:33.880 --> 00:12:35.080]  彼得聽完之後
[00:12:35.080 --> 00:12:38.120]  就馬上跟著安德烈去見耶穌
[00:12:38.120 --> 00:12:41.240]  這就是彼得和耶穌相遇的經過
[00:12:41.240 --> 00:12:44.600]  也是安德烈和約翰相遇耶穌的經過
[00:12:44.600 --> 00:12:46.600]  在這裡給我們有什麼啟示
[00:12:46.600 --> 00:12:49.000]  或者有什麼看法呢?
[00:12:51.160 --> 00:12:54.840]  我講一個例子
[00:12:54.840 --> 00:12:56.120]  幫大家近一點
[00:12:56.120 --> 00:12:58.200]  這個大家這麼熟悉不要緊
[00:12:58.200 --> 00:12:59.800]  不要說我詛咒大家
[00:12:59.800 --> 00:13:02.360]  譬如好像現在在這個世界裡面
[00:13:02.360 --> 00:13:05.240]  最難搞的病毒
[00:13:05.240 --> 00:13:06.440]  或者最怕的病
[00:13:06.440 --> 00:13:08.440]  你現在最怕染上什麼病呢?
[00:13:08.440 --> 00:13:10.680]  肯定是伊波拉
[00:13:10.680 --> 00:13:12.440]  雖然在西非很遠
[00:13:12.440 --> 00:13:13.960]  都還沒來到香港
[00:13:13.960 --> 00:13:16.120]  但是現在搭飛機的人都開始很緊張了
[00:13:16.120 --> 00:13:18.440]  有頭暈身亡都很危險了
[00:13:18.440 --> 00:13:20.280]  根據世界衛生組織公佈
[00:13:20.280 --> 00:13:21.880]  在10月27日為止
[00:13:21.880 --> 00:13:25.480]  已經確診了13703個病例
[00:13:25.480 --> 00:13:28.120]  已經有4922人死亡
[00:13:28.120 --> 00:13:30.040]  所以現在還在倍增
[00:13:30.040 --> 00:13:31.800]  因為伊波拉病毒到現在為止
[00:13:31.800 --> 00:13:35.560]  都還沒找到一個真正的藥可以治療
[00:13:35.560 --> 00:13:37.720]  它的傳播也不是很肯定
[00:13:37.720 --> 00:13:42.280]  但是多數是透過患者感染者的體液
[00:13:42.280 --> 00:13:43.720]  分泌物
[00:13:43.720 --> 00:13:46.360]  譬如說可能你握手也會
[00:13:46.360 --> 00:13:48.600]  可能手汗已經傳染了
[00:13:48.600 --> 00:13:51.000]  嘔吐物、血液、糞便等等
[00:13:51.000 --> 00:13:54.200]  所以照顧伊波拉病毒的醫生護士
[00:13:54.200 --> 00:13:55.160]  都要包得很緊
[00:13:55.160 --> 00:13:57.320]  不然很容易都會受感染
[00:13:57.320 --> 00:13:58.120]  那你說不是啊
[00:13:58.120 --> 00:13:59.320]  我聽到好像新聞說
[00:13:59.320 --> 00:14:02.600]  都有一些醫生被治好的
[00:14:02.600 --> 00:14:06.280]  是啊 有一種藥就治4個病人
[00:14:06.280 --> 00:14:07.560]  有2個醫生治好
[00:14:07.560 --> 00:14:10.120]  其中有2個都是治不好的
[00:14:10.120 --> 00:14:11.560]  所以都還沒有一個很肯定
[00:14:11.560 --> 00:14:14.040]  百分百有效的藥物治好他
[00:14:14.040 --> 00:14:16.680]  但如果今天 對不起
[00:14:16.680 --> 00:14:21.000]  你患上了伊波拉病毒
[00:14:21.000 --> 00:14:23.400]  接著你家人都受到感染
[00:14:23.400 --> 00:14:24.200]  怎麼辦呢
[00:14:24.200 --> 00:14:26.520]  你家人當然要隔離
[00:14:26.520 --> 00:14:28.680]  但竟然有一個醫生
[00:14:28.680 --> 00:14:30.040]  他已經找到一種藥
[00:14:30.040 --> 00:14:31.720]  百分百治好的
[00:14:31.720 --> 00:14:35.000]  治好你之後你會怎樣
[00:14:35.000 --> 00:14:37.960]  你當然馬上介紹你家旁邊的那個病人
[00:14:37.960 --> 00:14:40.520]  你那個哥哥、你媽媽、你弟弟
[00:14:40.520 --> 00:14:42.840]  你老公、你老婆等等
[00:14:42.840 --> 00:14:45.080]  這個醫生治好伊波拉病毒
[00:14:45.080 --> 00:14:46.680]  我們每個人都要快點找他
[00:14:46.680 --> 00:14:48.040]  不然我們怎麼辦
[00:14:48.040 --> 00:14:51.720]  我們就靠著這個人就能夠得救了
