
[00:00:00.000 --> 00:00:05.700]  各位前因的弟兄姊妹,平安
[00:02:41.000 --> 00:02:43.000]  5600萬
[00:02:43.000 --> 00:02:45.000]  的人去下載它
[00:02:45.000 --> 00:02:47.000]  然後就是ig那些
[00:02:47.000 --> 00:02:49.000]  facebook,whatsapp
[00:02:49.000 --> 00:02:51.000]  telegram,snapchat
[00:02:51.000 --> 00:02:53.000]  zoom,我不知道
[00:02:53.000 --> 00:02:55.000]  有多少個你有
[00:02:55.000 --> 00:02:57.000]  我問過最多的人都是
[00:02:57.000 --> 00:02:59.000]  只有5個
[00:02:59.000 --> 00:03:01.000]  有沒有人多過5個
[00:03:01.000 --> 00:03:03.000]  你們用的
[00:03:03.000 --> 00:03:05.000]  我問識的都是5個,在你手機
[00:03:05.000 --> 00:03:07.000]  可以立刻找到出來
[00:03:07.000 --> 00:03:09.000]  因爲有些我相信是有地域性
[00:03:09.000 --> 00:03:11.000]  而facebook公司
[00:03:11.000 --> 00:03:13.000]  本身都有3個應用
[00:03:13.000 --> 00:03:15.000]  程式在這個前5名裏面
[00:03:15.000 --> 00:03:17.000]  大家看ig,whatsapp
[00:03:17.000 --> 00:03:19.000]  facebook都是
[00:03:19.000 --> 00:03:21.000]  它的東西,所以你看見
[00:03:21.000 --> 00:03:23.000]  這些東西
[00:03:23.000 --> 00:03:25.000]  已經是深入了我們的
[00:03:25.000 --> 00:03:27.000]  生活裏面
[00:03:27.000 --> 00:03:29.000]  影響着我們怎麼
[00:03:29.000 --> 00:03:31.000]  花我們的時間,影響着我們
[00:03:31.000 --> 00:03:33.000]  怎麼和人溝通
[00:03:33.000 --> 00:03:35.000]  影響着我們今天
[00:03:35.000 --> 00:03:37.000]  就算在
[00:03:37.000 --> 00:03:39.000]  家裏喫飯,過去的中秋
[00:03:39.000 --> 00:03:41.000]  有些人說就好笑
[00:03:41.000 --> 00:03:43.000]  你有時候
[00:03:43.000 --> 00:03:45.000]  你叫你兒子出來喫飯
[00:03:45.000 --> 00:03:47.000]  是用whatsapp叫他的,不是
[00:03:47.000 --> 00:03:49.000]  敲門,不是叫他的
[00:03:49.000 --> 00:03:51.000]  是用whatsapp他才會出來,或者
[00:03:51.000 --> 00:03:53.000]  用facebook出來,或者用其他
[00:03:53.000 --> 00:03:55.000]  ig叫他出來,或者
[00:03:55.000 --> 00:03:57.000]  我們同臺喫飯
[00:03:57.000 --> 00:03:59.000]  有時候還不夠我們和
[00:03:59.000 --> 00:04:01.000]  其他人這麼親,因爲和家人
[00:04:01.000 --> 00:04:03.000]  喫飯,我不用給面子
[00:04:03.000 --> 00:04:05.000]  中秋節坐在一起喫飯
[00:04:05.000 --> 00:04:07.000]  個個拿着手機在那,不知道
[00:04:07.000 --> 00:04:09.000]  搞什麼,不是,我和周圍
[00:04:09.000 --> 00:04:11.000]  的人在祝賀中秋
[00:04:11.000 --> 00:04:13.000]  但是喫飯又不是和家人
[00:04:13.000 --> 00:04:15.000]  一起喫,其實都不知道
[00:04:15.000 --> 00:04:17.000]  做什麼,所以今天的世界
[00:04:17.000 --> 00:04:19.000]  已經是導致我們
[00:04:19.000 --> 00:04:21.000]  其實那個關係是有一種
[00:04:21.000 --> 00:04:23.000]  新的一種模式
[00:04:23.000 --> 00:04:25.000]  可能我們都,是要
[00:04:25.000 --> 00:04:27.000]  我們去適應,還是要我們去避免
[00:04:27.000 --> 00:04:29.000]  這個都很難說
[00:04:29.000 --> 00:04:31.000]  那在
[00:04:31.000 --> 00:04:33.000]  羅馬書
[00:04:33.000 --> 00:04:35.000]  今天我要說的,爲什麼
[00:04:35.000 --> 00:04:37.000]  就是,今天說的這個app
[00:04:37.000 --> 00:04:39.000]  在羅馬書出現
[00:04:39.000 --> 00:04:41.000]  爲什麼要說這個呢
[00:04:41.000 --> 00:04:43.000]  其實整本羅馬書,我想大家都
[00:04:43.000 --> 00:04:45.000]  都不用說了,我相信
[00:04:45.000 --> 00:04:47.000]  江老師,羅牧師,和各位
[00:04:47.000 --> 00:04:49.000]  都已經
[00:04:49.000 --> 00:04:51.000]  可能很多時候很清楚地跟大家
[00:04:51.000 --> 00:04:53.000]  說過,羅馬書可以
[00:04:53.000 --> 00:04:55.000]  是一個很大的炸彈
[00:04:55.000 --> 00:04:57.000]  因爲說它是福音中的
[00:04:57.000 --> 00:04:59.000]  福音,是一個福音神學的
[00:04:59.000 --> 00:05:01.000]  一個最重要的
[00:05:01.000 --> 00:05:03.000]  一個基礎,那
[00:05:03.000 --> 00:05:05.000]  也都有人說,馬丁路德
[00:05:05.000 --> 00:05:07.000]  如果不是
[00:05:07.000 --> 00:05:09.000]  他看了羅馬書,他都不會變成今天
[00:05:09.000 --> 00:05:11.000]  可以宗教改革
[00:05:11.000 --> 00:05:13.000]  奧古斯丁
[00:05:13.000 --> 00:05:15.000]  或者有很多人,譬如有一個
[00:05:15.000 --> 00:05:17.000]  我認識這麼多個
[00:05:17.000 --> 00:05:19.000]  港道者,我都查過
[00:05:19.000 --> 00:05:21.000]  有一個叫Martin Lloyd Jones
[00:05:21.000 --> 00:05:23.000]  是英國的
[00:05:23.000 --> 00:05:25.000]  福音派的一個港道者
[00:05:25.000 --> 00:05:27.000]  他曾經就是
[00:05:27.000 --> 00:05:29.000]  就我今天的經文
[00:05:29.000 --> 00:05:31.000]  羅馬書12章,只是一節二節
[00:05:31.000 --> 00:05:33.000]  你不要說他一節到十幾節
[00:05:33.000 --> 00:05:35.000]  或者第三節那些
[00:05:35.000 --> 00:05:37.000]  你不說,你只是一節到二節
[00:05:37.000 --> 00:05:39.000]  這個經文
[00:05:39.000 --> 00:05:41.000]  他總共說了九次
[00:05:41.000 --> 00:05:43.000]  你現在都可以立刻找到
[00:05:43.000 --> 00:05:45.000]  他的講章出來,他說了
[00:05:45.000 --> 00:05:47.000]  九次,就是在連續地說
[00:05:47.000 --> 00:05:49.000]  九次,你就明白
[00:05:49.000 --> 00:05:51.000]  今天,爲什麼,我很想
[00:05:51.000 --> 00:05:53.000]  跟大家分享12章一字節
[00:05:53.000 --> 00:05:55.000]  而12章一字節
[00:05:55.000 --> 00:05:57.000]  正正就是,這幾年
[00:05:57.000 --> 00:05:59.000]  過去幾年,我應該是16年
[00:05:59.000 --> 00:06:01.000]  開始,我不知道爲什麼
[00:06:01.000 --> 00:06:03.000]  這段經文不斷在我心中
[00:06:03.000 --> 00:06:05.000]  響起,我不斷都在問自己
[00:06:05.000 --> 00:06:07.000]  我是不是在做這件事
[00:06:07.000 --> 00:06:09.000]  所以這個成爲了我最常
[00:06:09.000 --> 00:06:11.000]  心中響起的一個app
[00:06:11.000 --> 00:06:13.000]  所以今天,希望在這裏
[00:06:13.000 --> 00:06:15.000]  跟你分享這個app在我身上的
[00:06:15.000 --> 00:06:17.000]  東西,也希望這個app在你身上
[00:06:17.000 --> 00:06:19.000]  成爲你一個
[00:06:19.000 --> 00:06:21.000]  安裝在這裏,在末世裏面
[00:06:21.000 --> 00:06:23.000]  一路會用的app,那爲什麼這麼說呢
[00:06:23.000 --> 00:06:25.000]  因爲羅馬書,其實我覺得
[00:06:25.000 --> 00:06:27.000]  其中一個很重要的主題
[00:06:27.000 --> 00:06:29.000]  就是,就是從
[00:06:29.000 --> 00:06:31.000]  憤怒到救贖
[00:06:31.000 --> 00:06:33.000]  他說的一個現狀
[00:06:33.000 --> 00:06:35.000]  一章18節,神的振怒
[00:06:35.000 --> 00:06:37.000]  從天上向所有
[00:06:37.000 --> 00:06:39.000]  不謙不義的人
[00:06:39.000 --> 00:06:41.000]  顯露出來
[00:06:41.000 --> 00:06:43.000]  就是向那些以不義
[00:06:43.000 --> 00:06:45.000]  壓制真理的人顯露出來
[00:06:45.000 --> 00:06:47.000]  神的事情,人所能
[00:06:47.000 --> 00:06:49.000]  知道的,在裏面原是
[00:06:49.000 --> 00:06:51.000]  明顯的,大家都其實看到的
[00:06:51.000 --> 00:06:53.000]  心裏面是有這個空洞在這裏
[00:06:53.000 --> 00:06:55.000]  奧古斯丁就這麼說,就是
[00:06:55.000 --> 00:06:57.000]  神安置在我心中
[00:06:57.000 --> 00:06:59.000]  是有一個
[00:06:59.000 --> 00:07:01.000]  空洞在這裏,沒有
[00:07:01.000 --> 00:07:03.000]  東西能夠
[00:07:03.000 --> 00:07:05.000]  填滿的,只有
[00:07:05.000 --> 00:07:07.000]  神才能夠裝滿
[00:07:07.000 --> 00:07:09.000]  所以這個空洞是神所
[00:07:09.000 --> 00:07:11.000]  設計,讓我們那種
[00:07:11.000 --> 00:07:13.000]  不滿足,怎樣
[00:07:13.000 --> 00:07:15.000]  能夠填滿,我們要一生,同一生
[00:07:15.000 --> 00:07:17.000]  的精力,來找回
[00:07:17.000 --> 00:07:19.000]  這個豐盛的恩典,和這一樣
[00:07:19.000 --> 00:07:21.000]  東西,讓我們滿足
[00:07:21.000 --> 00:07:23.000]  但我們人往往就說,不是的
[00:07:23.000 --> 00:07:25.000]  還有其他東西的,夏娃
[00:07:25.000 --> 00:07:27.000]  也是,看到漂亮的東西
[00:07:27.000 --> 00:07:29.000]  還和她老公一起
[00:07:29.000 --> 00:07:31.000]  之後說了她,她還說
[00:07:31.000 --> 00:07:33.000]  不是,摸都不準摸
[00:07:33.000 --> 00:07:35.000]  還要加東西
[00:07:35.000 --> 00:07:37.000]  其實很多時候我們都有很多
[00:07:37.000 --> 00:07:39.000]  這一類的
[00:07:39.000 --> 00:07:41.000]  人的慾望
[00:07:41.000 --> 00:07:43.000]  以致我們覺得這些東西可以
[00:07:43.000 --> 00:07:45.000]  去取代,但不是
[00:07:45.000 --> 00:07:47.000]  那你也記得,二十節
[00:07:47.000 --> 00:07:49.000]  然後就講到,一張二十節就講到
[00:07:49.000 --> 00:07:51.000]  神的創造,有時候
[00:07:51.000 --> 00:07:53.000]  我們都很喜歡去大自然
[00:07:53.000 --> 00:07:55.000]  去郊外,那些
[00:07:55.000 --> 00:07:57.000]  那些的創造,也都令我們
[00:07:57.000 --> 00:07:59.000]  想起,這個世界都有
[00:07:59.000 --> 00:08:01.000]  創造者,你不要說用
[00:08:01.000 --> 00:08:03.000]  精密顯微鏡去看
[00:08:03.000 --> 00:08:05.000]  或者電子顯微鏡,或者現在是
[00:08:05.000 --> 00:08:07.000]  分子顯微鏡
[00:08:07.000 --> 00:08:09.000]  去看下去,你用眼
[00:08:09.000 --> 00:08:11.000]  來看,你已經看到,這個
[00:08:11.000 --> 00:08:13.000]  設計,無與倫比
[00:08:13.000 --> 00:08:15.000]  可惜
[00:08:15.000 --> 00:08:17.000]  神的震怒就向着一些
[00:08:17.000 --> 00:08:19.000]  見到,知道
[00:08:19.000 --> 00:08:21.000]  都不以神爲神的人
[00:08:21.000 --> 00:08:23.000]  他要發出他的
[00:08:23.000 --> 00:08:25.000]  震怒,但在三章
[00:08:25.000 --> 00:08:27.000]  二十一節開始,從第三章
[00:08:27.000 --> 00:08:29.000]  開始,他已經開始講到那個
[00:08:29.000 --> 00:08:31.000]  神的意
[00:08:31.000 --> 00:08:33.000]  神的意,在律法之外
[00:08:33.000 --> 00:08:35.000]  已經顯明出來,不是用律法
[00:08:35.000 --> 00:08:37.000]  或者我們不是靠律法
[00:08:37.000 --> 00:08:39.000]  神的意是什麼
[00:08:39.000 --> 00:08:41.000]  二十二節
[00:08:41.000 --> 00:08:43.000]  因着信耶穌基督
[00:08:43.000 --> 00:08:45.000]  毫無區別地臨到所有
[00:08:45.000 --> 00:08:47.000]  信的人,這個是一個
[00:08:47.000 --> 00:08:49.000]  極大的一個
[00:08:49.000 --> 00:08:51.000]  一個福分,在這裏
[00:08:51.000 --> 00:08:53.000]  第三章已經開始講起
[00:08:53.000 --> 00:08:55.000]  因着神的恩典
[00:08:55.000 --> 00:08:57.000]  藉着在耶穌基督的救贖
[00:08:57.000 --> 00:08:59.000]  伯伯的清義,所以
[00:08:59.000 --> 00:09:01.000]  其實一開始
[00:09:01.000 --> 00:09:03.000]  已經給我們看到
[00:09:03.000 --> 00:09:05.000]  這個了,很想跟大家介紹
[00:09:05.000 --> 00:09:07.000]  一樣東西,在這個
[00:09:07.000 --> 00:09:09.000]  羅馬書裏面,我今天
[00:09:09.000 --> 00:09:11.000]  雖然我是十二章
[00:09:11.000 --> 00:09:13.000]  一至二節,其實我貪心
[00:09:13.000 --> 00:09:15.000]  一點,很想跟大家
[00:09:15.000 --> 00:09:17.000]  整個,所以我不是一個
[00:09:17.000 --> 00:09:19.000]  好的識經講道者,因爲
[00:09:19.000 --> 00:09:21.000]  我的主題應該是講一字
[00:09:21.000 --> 00:09:23.000]  字,但我很想跟大家
[00:09:23.000 --> 00:09:25.000]  瀏覽整個,以至到
[00:09:25.000 --> 00:09:27.000]  你知道爲什麼這個app那麼好
[00:09:27.000 --> 00:09:29.000]  就是等於
[00:09:29.000 --> 00:09:31.000]  可能Google也好
[00:09:31.000 --> 00:09:33.000]  可能那個
[00:09:33.000 --> 00:09:35.000]  什麼
[00:09:35.000 --> 00:09:37.000]  Youtube也好,他想的
[00:09:37.000 --> 00:09:39.000]  就不是你真的看你想找的內容
[00:09:39.000 --> 00:09:41.000]  主要就是想你看他的廣告
[00:09:41.000 --> 00:09:43.000]  所以看他的廣告片,或者KOL
[00:09:43.000 --> 00:09:45.000]  你看他的片的時候都說,你幫我
[00:09:45.000 --> 00:09:47.000]  看廣告,按鈴鐺
[00:09:47.000 --> 00:09:49.000]  按訂閱,主要就是想你
[00:09:49.000 --> 00:09:51.000]  去Patreon,想你去其他地方
[00:09:51.000 --> 00:09:53.000]  幫他,但今天
[00:09:53.000 --> 00:09:55.000]  這個app也是一樣
[00:09:55.000 --> 00:09:57.000]  他想你看的不只是這
[00:09:57.000 --> 00:09:59.000]  兩節,而是給你看到他的
[00:09:59.000 --> 00:10:01.000]  整體羅馬書的豐富,我今天
[00:10:01.000 --> 00:10:03.000]  也是,不是很
[00:10:03.000 --> 00:10:05.000]  按照平日的邏輯
[00:10:05.000 --> 00:10:07.000]  或者平日的識經講道來說
[00:10:07.000 --> 00:10:09.000]  那我希望跟大家去瀏覽
[00:10:09.000 --> 00:10:11.000]  一下,這個羅馬書裏面
[00:10:11.000 --> 00:10:13.000]  那個,有一個
[00:10:13.000 --> 00:10:15.000]  所以的三重奏,這個呢
[00:10:15.000 --> 00:10:17.000]  我覺得是,保羅在他的
[00:10:17.000 --> 00:10:19.000]  書信裏面,經常有這種做法
[00:10:19.000 --> 00:10:21.000]  因爲他是非常邏輯性的
[00:10:21.000 --> 00:10:23.000]  同時他是很符合
[00:10:23.000 --> 00:10:25.000]  他講完一些東西之後,就給你個總結
[00:10:25.000 --> 00:10:27.000]  講完一些東西
[00:10:27.000 --> 00:10:29.000]  再給你個總結,然後再
[00:10:29.000 --> 00:10:31.000]  講完一些東西,他做了一個大
[00:10:31.000 --> 00:10:33.000]  總結,那在大總結之前
[00:10:33.000 --> 00:10:35.000]  我就先講第一個
[00:10:35.000 --> 00:10:37.000]  是什麼,第一個三重奏
[00:10:37.000 --> 00:10:39.000]  他就說,恩信
[00:10:39.000 --> 00:10:41.000]  清義之後,所得
[00:10:41.000 --> 00:10:43.000]  的恩典,所以剛纔你看見
[00:10:43.000 --> 00:10:45.000]  第一章講到憤怒,然後第三章
[00:10:45.000 --> 00:10:47.000]  已經開始講到恩信清義的東西
[00:10:47.000 --> 00:10:49.000]  第四章,又去到第五章
[00:10:49.000 --> 00:10:51.000]  他就立刻出第一個所以
[00:10:51.000 --> 00:10:53.000]  講完
[00:10:53.000 --> 00:10:55.000]  恩信清義了,所以
[00:10:55.000 --> 00:10:57.000]  那我們一起讀
[00:10:57.000 --> 00:10:59.000]  第五章的
[00:10:59.000 --> 00:11:01.000]  一至到
[00:11:01.000 --> 00:11:03.000]  第一至到第二字
[00:11:03.000 --> 00:11:05.000]  所以
[00:11:05.000 --> 00:11:07.000]  所以
[00:11:07.000 --> 00:11:09.000]  我們既然恩信清義
[00:11:09.000 --> 00:11:11.000]  就藉着我們的
[00:11:11.000 --> 00:11:13.000]  主耶穌基督與神
[00:11:13.000 --> 00:11:15.000]  和好,我們
[00:11:15.000 --> 00:11:17.000]  也憑着信,藉着
[00:11:17.000 --> 00:11:19.000]  祂可以進入
[00:11:19.000 --> 00:11:21.000]  現在所站的這恩典
[00:11:21.000 --> 00:11:23.000]  中,並且
[00:11:23.000 --> 00:11:25.000]  以盼望得享神的
[00:11:25.000 --> 00:11:27.000]  榮耀爲榮
[00:11:27.000 --> 00:11:29.000]  感謝主,即是
[00:11:29.000 --> 00:11:31.000]  在這裏,所以
[00:11:31.000 --> 00:11:33.000]  我們既然恩
[00:11:33.000 --> 00:11:35.000]  信,即是前面都講了,所以
[00:11:35.000 --> 00:11:37.000]  第一個所以就是總結
[00:11:37.000 --> 00:11:39.000]  之前講的恩信清義,第一個
[00:11:39.000 --> 00:11:41.000]  就藉着我們主耶穌基督
[00:11:41.000 --> 00:11:43.000]  與神和好,亦憑着
[00:11:43.000 --> 00:11:45.000]  信,藉着
[00:11:45.000 --> 00:11:47.000]  祂可以進入
[00:11:47.000 --> 00:11:49.000]  這樣所站的這恩典
[00:11:49.000 --> 00:11:51.000]  中,並且以盼望
[00:11:51.000 --> 00:11:53.000]  得享神的榮耀
[00:11:53.000 --> 00:11:55.000]  爲榮,很感謝神
[00:11:55.000 --> 00:11:57.000]  即是這個恩信清義
[00:11:57.000 --> 00:11:59.000]  不只是說我們
[00:11:59.000 --> 00:12:01.000]  只是德國講的信
[00:12:01.000 --> 00:12:03.000]  而在這裏有着這個信
[00:12:03.000 --> 00:12:05.000]  我們又可以有這個恩典
[00:12:05.000 --> 00:12:07.000]  這個恩典之後我們還可以
[00:12:07.000 --> 00:12:09.000]  有盼望,那個盼望是將來
[00:12:09.000 --> 00:12:11.000]  有榮耀的
[00:12:11.000 --> 00:12:13.000]  這個我就不解釋了
[00:12:13.000 --> 00:12:15.000]  因爲待會我們要進入
[00:12:15.000 --> 00:12:17.000]  主題,那又講到第四節
[00:12:17.000 --> 00:12:19.000]  開始就是忍耐會有點
[00:12:19.000 --> 00:12:21.000]  毅力,生盼望
[00:12:21.000 --> 00:12:23.000]  盼望不會羞愧
[00:12:23.000 --> 00:12:25.000]  又就提到很重要一點
[00:12:25.000 --> 00:12:27.000]  因爲神藉著所賜給我們
[00:12:27.000 --> 00:12:29.000]  的聖靈
[00:12:29.000 --> 00:12:31.000]  將祂的愛敲冠在我們心裏
[00:12:31.000 --> 00:12:33.000]  很感謝剛纔
[00:12:33.000 --> 00:12:35.000]  主席帶我們來唱
[00:12:35.000 --> 00:12:37.000]  其實這裏如果我們
[00:12:37.000 --> 00:12:39.000]  看完
[00:12:39.000 --> 00:12:41.000]  在哥倫多前書十三章
[00:12:41.000 --> 00:12:43.000]  我就看到這份愛
[00:12:43.000 --> 00:12:45.000]  是非常重要,我待會纔在
[00:12:45.000 --> 00:12:47.000]  經文裏面十二章一字字
[00:12:47.000 --> 00:12:49.000]  纔講聖靈和愛的主題
[00:12:49.000 --> 00:12:51.000]  那又在第八節
[00:12:51.000 --> 00:12:53.000]  第九節,這個我們大家都會背
[00:12:53.000 --> 00:12:55.000]  很清楚就講到基督的
[00:12:55.000 --> 00:12:57.000]  愛的實踐就在
[00:12:57.000 --> 00:12:59.000]  祂死在十字架上,爲
[00:12:59.000 --> 00:13:01.000]  愛贖罪,因祂的血清義
[00:13:01.000 --> 00:13:03.000]  藉助祂免受神的
[00:13:03.000 --> 00:13:05.000]  憤怒,這裏就已經回答了第一章
[00:13:05.000 --> 00:13:07.000]  所講的憤怒
[00:13:07.000 --> 00:13:09.000]  所以這位已經解決了,所以
[00:13:09.000 --> 00:13:11.000]  第一重奏就講到我們有
[00:13:11.000 --> 00:13:13.000]  因信清義之後
[00:13:13.000 --> 00:13:15.000]  所得的恩典
[00:13:15.000 --> 00:13:17.000]  那第二個在哪裏
[00:13:17.000 --> 00:13:19.000]  是出現在第八章
[00:13:19.000 --> 00:13:23.000]  出現在第八章
[00:13:23.000 --> 00:13:25.000]  第八章
[00:13:25.000 --> 00:13:27.000]  就是聖靈使人
[00:13:27.000 --> 00:13:29.000]  脫離罪的律得自由
[00:13:29.000 --> 00:13:31.000]  所以剛纔那裏說了藉助聖靈
[00:13:31.000 --> 00:13:33.000]  這樣就可以了,所以第二個律
[00:13:33.000 --> 00:13:35.000]  我們一起讀下第八章
[00:13:35.000 --> 00:13:37.000]  的第一
[00:13:37.000 --> 00:13:39.000]  到第二節,也是
[00:13:39.000 --> 00:13:41.000]  請我們一起讀出,所以
[00:13:41.000 --> 00:13:43.000]  現在那些在
[00:13:43.000 --> 00:13:45.000]  耶穌基督裏的人
[00:13:45.000 --> 00:13:47.000]  就不被定罪了
[00:13:47.000 --> 00:13:49.000]  因爲生命之靈的
[00:13:49.000 --> 00:13:51.000]  律在基督耶穌裏
[00:13:51.000 --> 00:13:53.000]  使我們自由
[00:13:53.000 --> 00:13:55.000]  脫離了罪和
[00:13:55.000 --> 00:13:57.000]  死的律
[00:13:57.000 --> 00:13:59.000]  那,你都知道
[00:13:59.000 --> 00:14:01.000]  香港
[00:14:01.000 --> 00:14:03.000]  法律,一多了
[00:14:03.000 --> 00:14:05.000]  法律的時候,有新的法律出現
[00:14:05.000 --> 00:14:07.000]  的時候,自然就多了
[00:14:07.000 --> 00:14:09.000]  一些罪,犯罪,以前可能
[00:14:09.000 --> 00:14:11.000]  不是那個法律
[00:14:11.000 --> 00:14:13.000]  新的法律底下的,那就
[00:14:13.000 --> 00:14:15.000]  不成爲罪了,今天有新的
[00:14:15.000 --> 00:14:17.000]  法律,那我們就要
[00:14:17.000 --> 00:14:19.000]  要改變,我們要
[00:14:19.000 --> 00:14:21.000]  有適應,這樣才能夠
[00:14:21.000 --> 00:14:23.000]  免於我們犯罪,但
[00:14:23.000 --> 00:14:25.000]  這裏講的就是
[00:14:25.000 --> 00:14:27.000]  在耶穌基督裏面就不
[00:14:27.000 --> 00:14:29.000]  再被定罪
[00:14:29.000 --> 00:14:31.000]  就是再不是用那樣東西
[00:14:31.000 --> 00:14:33.000]  來規限,而是用
[00:14:33.000 --> 00:14:35.000]  聖靈的律
[00:14:35.000 --> 00:14:37.000]  所以在神裏面,他計算的數
[00:14:37.000 --> 00:14:39.000]  就不是用你做了,不做了
[00:14:39.000 --> 00:14:41.000]  那些律法的東西
[00:14:41.000 --> 00:14:43.000]  是以神的成就
[00:14:43.000 --> 00:14:45.000]  的東西爲標準
[00:14:45.000 --> 00:14:47.000]  所以這裏講的就是
[00:14:47.000 --> 00:14:49.000]  聖靈讓人去
[00:14:49.000 --> 00:14:51.000]  脫離罪,因爲只有聖靈才讓
[00:14:51.000 --> 00:14:53.000]  我們知道我們的罪
[00:14:53.000 --> 00:14:55.000]  只有聖靈才能夠開啓
[00:14:55.000 --> 00:14:57.000]  我們明白耶穌基督
[00:14:57.000 --> 00:14:59.000]  是我們的救主
[00:14:59.000 --> 00:15:01.000]  沒有其他東西,你做
[00:15:01.000 --> 00:15:03.000]  任何東西都不能夠取代
[00:15:03.000 --> 00:15:05.000]  這東西對你的
[00:15:05.000 --> 00:15:07.000]  得救功夫的力量
[00:15:07.000 --> 00:15:09.000]  所以最後第四節就講到
[00:15:09.000 --> 00:15:11.000]  我們
[00:15:11.000 --> 00:15:13.000]  使律法所要求
