
[00:00:00.000 --> 00:00:02.000]  各位導演姊妹早安
[00:02:13.520 --> 00:02:17.520]  去到一個地步是不可以和他們同桌吃飯
[00:02:17.520 --> 00:02:19.520]  不可以去他們的家
[00:02:19.520 --> 00:02:21.520]  所以當我們讀這本書的時候
[00:02:21.520 --> 00:02:24.520]  讀到有些白夫長,即是羅馬的官
[00:02:24.520 --> 00:02:28.520]  他們其實都是敬畏耶和華的
[00:02:28.520 --> 00:02:33.520]  但是很想請耶穌去醫他家裡的僕人
[00:02:33.520 --> 00:02:35.520]  但是他就說
[00:02:35.520 --> 00:02:37.520]  你不用來我家了
[00:02:37.520 --> 00:02:41.520]  你講一句,我家裡的病人就會好了
[00:02:41.520 --> 00:02:45.520]  其中一個原因就是因為他們知道
[00:02:45.520 --> 00:02:50.520]  猶太人是不能夠進入一些外族人的家
[00:02:50.520 --> 00:02:52.520]  不過今天的經文
[00:02:52.520 --> 00:02:56.520]  背景給我們看多一點
[00:02:56.520 --> 00:03:01.520]  其實在初期教會開始的時候
[00:03:01.520 --> 00:03:04.520]  這裡有小小的大綱
[00:03:04.520 --> 00:03:06.520]  給大家有一個概念
[00:03:06.520 --> 00:03:12.520]  就是教會的開始,擴散其實是由殉道開始的
[00:03:12.520 --> 00:03:15.520]  一個執事叫做斯提反
[00:03:15.520 --> 00:03:18.520]  因為他傳耶穌就是尼塞亞
[00:03:18.520 --> 00:03:22.520]  被猶太人用石頭打死他
[00:03:22.520 --> 00:03:25.520]  接著教會因為面對迫害
[00:03:25.520 --> 00:03:27.520]  所以就出走了
[00:03:27.520 --> 00:03:29.520]  去到不同的地方
[00:03:29.520 --> 00:03:31.520]  也接觸到不同的人
[00:03:31.520 --> 00:03:36.520]  第一個向外邦人傳福音的那個也是執事
[00:03:36.520 --> 00:03:38.520]  所以執事理任重道遠
[00:03:38.520 --> 00:03:43.520]  又首先殉道,又首先成為跨文化的宣教士
[00:03:43.520 --> 00:03:45.520]  那個叫做肥尼
[00:03:45.520 --> 00:03:48.520]  在過程裡面有一個人物叫做蘇羅
[00:03:48.520 --> 00:03:50.520]  他開始的時候是迫害教會
[00:03:50.520 --> 00:03:53.520]  後來耶穌親自去揀選他
[00:03:53.520 --> 00:03:56.520]  揀選他做什麼呢?就是做外邦人的使徒
[00:03:56.520 --> 00:03:59.520]  不過神預備他的過程裡面
[00:03:59.520 --> 00:04:01.520]  也在預備耶路撒冷的教會
[00:04:01.520 --> 00:04:04.520]  所以去到第十章的時候
[00:04:04.520 --> 00:04:08.520]  就是今天讀那段經文的前半沒有讀的部分
[00:04:08.520 --> 00:04:10.520]  就是在說彼得見到異象
[00:04:10.520 --> 00:04:12.520]  就是要他吃一些不潔淨的東西
[00:04:12.520 --> 00:04:14.520]  然後就要他
[00:04:14.520 --> 00:04:16.520]  其實同步
[00:04:16.520 --> 00:04:18.520]  神就讓一個外邦人
[00:04:18.520 --> 00:04:20.520]  那個是羅馬的軍官
[00:04:20.520 --> 00:04:22.520]  叫哥尼劉
[00:04:22.520 --> 00:04:26.520]  因為他一直都是很敬畏
[00:04:26.520 --> 00:04:28.520]  還有相信
[00:04:28.520 --> 00:04:30.520]  這個上帝是真實的
[00:04:30.520 --> 00:04:34.520]  神就聽到他的禱告
[00:04:34.520 --> 00:04:37.520]  呼召彼得進入他家裡
[00:04:37.520 --> 00:04:40.520]  所以剛才讀的那段經文
[00:04:40.520 --> 00:04:42.520]  就是彼得在這個外族人家裡
[00:04:42.520 --> 00:04:44.520]  來到他那裡
[00:04:44.520 --> 00:04:47.520]  這個其實對於彼得來說
[00:04:47.520 --> 00:04:50.520]  其實也是一個很大的突破
[00:04:50.520 --> 00:04:52.520]  因為剛才所說的
[00:04:52.520 --> 00:04:55.520]  猶太人是連外族人的家裡都不能進去的
[00:04:55.520 --> 00:04:57.520]  而你現在進了別人家裡
[00:04:57.520 --> 00:05:00.520]  接著去到十一章
[00:05:00.520 --> 00:05:01.520]  就是這裡十章
[00:05:01.520 --> 00:05:05.520]  下一章就會讀到耶路撒冷的教會開大會
[00:05:05.520 --> 00:05:07.520]  到底怎麼處理外邦人信主的問題呢?
[00:05:07.520 --> 00:05:09.520]  所以這一段的經文
[00:05:09.520 --> 00:05:13.520]  其實給我們看到一樣的背景
[00:05:13.520 --> 00:05:15.520]  神揀選所有的人
[00:05:15.520 --> 00:05:18.520]  無論他是什麼背景
[00:05:18.520 --> 00:05:21.520]  甚至乎他可能是你不喜歡的人
[00:05:21.520 --> 00:05:25.520]  甚至乎在你整個成長的裡面
[00:05:25.520 --> 00:05:28.520]  都有人告訴你他們是壞人的人
[00:05:28.520 --> 00:05:30.520]  神都揀選他們
[00:05:30.520 --> 00:05:33.520]  神給機會所有的人
[00:05:33.520 --> 00:05:34.520]  開始的時候經文這麼說
[00:05:34.520 --> 00:05:35.520]  彼得開口這麼說
[00:05:35.520 --> 00:05:38.520]  我真的看出上帝是不偏待人的
[00:05:38.520 --> 00:05:39.520]  不單只是這樣
[00:05:39.520 --> 00:05:40.520]  在不同的國家裡面
[00:05:40.520 --> 00:05:41.520]  不同的民族裡面
[00:05:41.520 --> 00:05:46.520]  特別是那些敬畏他而行義的人都蒙越納
[00:05:46.520 --> 00:05:47.520]  這裡說兩件事
[00:05:47.520 --> 00:05:49.520]  敬畏就是內心的
[00:05:49.520 --> 00:05:51.520]  我們對真理有沒有渴求呢?
[00:05:51.520 --> 00:05:53.520]  我們對生命怎麼看呢?
[00:05:53.520 --> 00:05:56.520]  另外還要有外面的行為
[00:05:56.520 --> 00:06:00.520]  行義就是說做一些合乎公正公理的行為
[00:06:00.520 --> 00:06:03.520]  合乎神的標準的一些行為
[00:06:03.520 --> 00:06:06.520]  所以彼得一開始的時候就在說
[00:06:06.520 --> 00:06:08.520]  神是不偏待人
[00:06:08.520 --> 00:06:09.520]  對著白夫長
[00:06:09.520 --> 00:06:12.520]  對著羅馬的軍官
[00:06:12.520 --> 00:06:16.520]  也是在說猶太人最不喜歡的人
[00:06:16.520 --> 00:06:18.520]  對著他說神不偏待人
[00:06:18.520 --> 00:06:20.520]  神沒有偏心的
[00:06:20.520 --> 00:06:26.520]  其實在之前的幾節經文裡面提到
[00:06:26.520 --> 00:06:29.520]  哥利留你的禱告已經蒙垂聽
[00:06:29.520 --> 00:06:32.520]  你的州制在上帝面前已經蒙紀念了
[00:06:32.520 --> 00:06:35.520]  這是在說白夫長
[00:06:35.520 --> 00:06:36.520]  這個軍人
[00:06:36.520 --> 00:06:39.520]  他見異象
[00:06:39.520 --> 00:06:40.520]  神跟他說
[00:06:40.520 --> 00:06:42.520]  你的禱告
[00:06:42.520 --> 00:06:44.520]  就是他內裡那種敬畏
[00:06:44.520 --> 00:06:45.520]  你的州制
[00:06:45.520 --> 00:06:47.520]  就是你外在的義行
[00:06:47.520 --> 00:06:49.520]  神已經知道
[00:06:49.520 --> 00:06:50.520]  很重要的是
[00:06:50.520 --> 00:06:52.520]  在《少林寺傳》給我們看到什麼呢?
[00:06:52.520 --> 00:06:55.520]  其實神給我們的簡選
[00:06:55.520 --> 00:06:56.520]  呼召、感動
[00:06:56.520 --> 00:06:58.520]  其實不只是給我們
[00:06:58.520 --> 00:07:00.520]  我們所服侍的對象
[00:07:00.520 --> 00:07:02.520]  或者我們所不知道的人
[00:07:02.520 --> 00:07:05.520]  神同樣的都有感動給他
[00:07:05.520 --> 00:07:07.520]  神同樣的都有呼召給他
[00:07:07.520 --> 00:07:09.520]  所以教會搬到這裡
[00:07:09.520 --> 00:07:10.520]  其實多了很多
[00:07:10.520 --> 00:07:12.520]  街坊有機會接觸不同的人
[00:07:12.520 --> 00:07:15.520]  可能是他們的禱告蒙應運
[00:07:15.520 --> 00:07:17.520]  可能是他們神的簡選和預備
[00:07:17.520 --> 00:07:19.520]  剛好路過這裡走上來
[00:07:19.520 --> 00:07:22.520]  你沒有辦法去否定這件事
[00:07:22.520 --> 00:07:23.520]  雖然我也證實不了
[00:07:23.520 --> 00:07:25.520]  所以在過程裡面
[00:07:25.520 --> 00:07:28.520]  原來我們所做的一個很小的行為
[00:07:28.520 --> 00:07:30.520]  可能只是做一個決定
[00:07:30.520 --> 00:07:31.520]  多說一句話
[00:07:31.520 --> 00:07:33.520]  或者少說一句話
[00:07:33.520 --> 00:07:34.520]  去多一個地方
[00:07:34.520 --> 00:07:35.520]  或者少去一個地方
[00:07:35.520 --> 00:07:39.520]  都可能有神的心意在裡面
[00:07:39.520 --> 00:07:42.520]  所以在這個過程裡面
[00:07:42.520 --> 00:07:43.520]  看到
[00:07:43.520 --> 00:07:47.520]  神在簡選彼得去接觸外族人
[00:07:47.520 --> 00:07:49.520]  同時神也告訴外族人
[00:07:49.520 --> 00:07:53.520]  你的異行神已經知道
[00:07:53.520 --> 00:07:55.520]  我們明白一件事
[00:07:55.520 --> 00:07:58.520]  羅馬人很尊崇希臘文化
[00:07:58.520 --> 00:08:00.520]  他們看不起猶太人
[00:08:00.520 --> 00:08:02.520]  因為特別在古代社會
[00:08:02.520 --> 00:08:04.520]  兩個國家戰爭
[00:08:04.520 --> 00:08:07.520]  其實不只是兩個國家的戰爭這麼簡單
[00:08:07.520 --> 00:08:11.520]  也在說背後他們所信的神
[00:08:11.520 --> 00:08:12.520]  在打仗
[00:08:12.520 --> 00:08:15.520]  所以在古代的世界
[00:08:15.520 --> 00:08:18.520]  某一個國家打敗另一個國家
[00:08:18.520 --> 00:08:20.520]  連他的神廟都要拆掉
[00:08:20.520 --> 00:08:23.520]  而且在他的神廟上建自己的神廟
[00:08:23.520 --> 00:08:27.520]  就是希臘人打敗了波斯人
[00:08:27.520 --> 00:08:29.520]  於是就拆掉他們的神廟
[00:08:29.520 --> 00:08:33.520]  羅馬人打敗了猶太的革命等等
[00:08:33.520 --> 00:08:34.520]  就在耶路撒冷
[00:08:34.520 --> 00:08:36.520]  我們說聖殿的位置
[00:08:36.520 --> 00:08:37.520]  建了羅馬的神廟
[00:08:37.520 --> 00:08:41.520]  所以對於羅馬人來說
[00:08:41.520 --> 00:08:44.520]  你們這些猶太人是被打敗的人
[00:08:44.520 --> 00:08:47.520]  所以你們的神也很不濟
[00:08:47.520 --> 00:08:49.520]  所以這個哥利留很特別
[00:08:49.520 --> 00:08:50.520]  他是羅馬人
[00:08:50.520 --> 00:08:52.520]  他是羅馬的軍官
[00:08:52.520 --> 00:08:54.520]  但是他認為他相信
[00:08:54.520 --> 00:08:56.520]  不僅認為他相信
[00:08:56.520 --> 00:08:58.520]  這個猶太人的神是真神
[00:08:58.520 --> 00:09:02.520]  所以他不僅在內裡
[00:09:02.520 --> 00:09:04.520]  有向這個神祈禱
[00:09:04.520 --> 00:09:06.520]  並且他用他的
[00:09:06.520 --> 00:09:08.520]  他們叫周濟窮人
[00:09:08.520 --> 00:09:15.520]  在捐獻上去支持貧窮的百姓
[00:09:15.520 --> 00:09:17.520]  在另一個譯本
[00:09:17.520 --> 00:09:19.520]  就這樣譯出彼得的說話
[00:09:19.520 --> 00:09:22.520]  我現在真的明白神是不偏待人的
[00:09:22.520 --> 00:09:23.520]  他的意思就是
[00:09:23.520 --> 00:09:25.520]  其實在猶太人心目中
[00:09:25.520 --> 00:09:27.520]  這些人是不行的
[00:09:27.520 --> 00:09:30.520]  這些外邦人是不應該得到救恩的
[00:09:30.520 --> 00:09:32.520]  這些外邦人小看我們
[00:09:32.520 --> 00:09:34.520]  現在彼得看到了
[00:09:34.520 --> 00:09:35.520]  這個白夫長
[00:09:35.520 --> 00:09:37.520]  這個哥利留
[00:09:37.520 --> 00:09:40.520]  其實神都減損他
[00:09:40.520 --> 00:09:43.520]  神都讓他得到救恩
[00:09:43.520 --> 00:09:45.520]  不僅得到救恩
[00:09:45.520 --> 00:09:47.520]  彼得更加詳細地說
[00:09:47.520 --> 00:09:49.520]  不過這裡不會詳細讀完所有的內容
[00:09:49.520 --> 00:09:52.520]  不過有兩個很重要的用詞
[00:09:52.520 --> 00:09:55.520]  在這裡讓我們明白多一點
[00:09:55.520 --> 00:09:57.520]  第一就是
[00:09:57.520 --> 00:10:00.520]  彼得在這篇講道裡
[00:10:00.520 --> 00:10:02.520]  說了一個很重要的訊息
[00:10:02.520 --> 00:10:05.520]  就是在說我們的神是什麼神
[00:10:05.520 --> 00:10:06.520]  是怎樣的神
[00:10:06.520 --> 00:10:09.520]  祂是一個傳和平福音的神
[00:10:09.520 --> 00:10:12.520]  什麼叫和平的福音呢
[00:10:12.520 --> 00:10:16.520]  這裡一直在說救恩是怎樣的
[00:10:16.520 --> 00:10:18.520]  這個和平的福音
[00:10:18.520 --> 00:10:20.520]  其實和平
[00:10:20.520 --> 00:10:22.520]  在希伯來文的意思是
[00:10:22.520 --> 00:10:23.520]  Salom Salom
[00:10:23.520 --> 00:10:24.520]  有和平
[00:10:24.520 --> 00:10:25.520]  有平安
[00:10:25.520 --> 00:10:26.520]  有安全
[00:10:26.520 --> 00:10:28.520]  有豐盛
[00:10:28.520 --> 00:10:29.520]  有健康
[00:10:29.520 --> 00:10:30.520]  有平靜
[00:10:30.520 --> 00:10:32.520]  還有良好關係的意思
[00:10:32.520 --> 00:10:34.520]  就是說這種平安
[00:10:34.520 --> 00:10:35.520]  這種和平
[00:10:35.520 --> 00:10:38.520]  第一就不是你內心的和平
[00:10:38.520 --> 00:10:39.520]  當然包括在內
[00:10:39.520 --> 00:10:42.520]  你裡面的那種平靜
[00:10:42.520 --> 00:10:45.520]  你裡面的那種柔和
[00:10:45.520 --> 00:10:49.520]  也包括了外在的和平
[00:10:49.520 --> 00:10:50.520]  就是與人的相處
[00:10:50.520 --> 00:10:52.520]  特別是人際關係
[00:10:52.520 --> 00:10:54.520]  不僅是人際關係
[00:10:54.520 --> 00:10:57.520]  還有我們人的一個很大的需要
[00:10:57.520 --> 00:11:00.520]  就是內在的那種安全感
[00:11:00.520 --> 00:11:02.520]  就是我們很多時候
[00:11:02.520 --> 00:11:06.520]  無論我們物質的生活有多豐富或缺乏
[00:11:06.520 --> 00:11:10.520]  其實我們需要擁有的是內在的安全感
[00:11:10.520 --> 00:11:12.520]  內在的安全感
[00:11:12.520 --> 00:11:18.520]  令我們不怕面對困難、壓力
[00:11:18.520 --> 00:11:20.520]  而這個內在的安全感
[00:11:20.520 --> 00:11:24.520]  很多時候都是我們最脆弱的
[00:11:24.520 --> 00:11:27.520]  譬如現在都市流行的病
[00:11:27.520 --> 00:11:29.520]  其中一樣就是抑鬱症
[00:11:29.520 --> 00:11:30.520]  很多人都有
[00:11:30.520 --> 00:11:32.520]  我認識一位弟兄
[00:11:32.520 --> 00:11:34.520]  其實他去世了
[00:11:34.520 --> 00:11:35.520]  是很可惜的
[00:11:35.520 --> 00:11:37.520]  後來我跟他的家人知道
[00:11:37.520 --> 00:11:44.520]  他本身是因為工作上有些不穩定
[00:11:44.520 --> 00:11:46.520]  他怕失去那份工作
[00:11:46.520 --> 00:11:50.520]  而本身家族也有這個病
[00:11:50.520 --> 00:11:53.520]  所以觸發了他就病發
[00:11:53.520 --> 00:11:56.520]  他看醫生吃藥其實沒有好轉
[00:11:56.520 --> 00:11:58.520]  但是當他離世之後
[00:11:58.520 --> 00:12:02.520]  不單是房子已經供完
[00:12:02.520 --> 00:12:06.520]  還有七位數字的存款
[00:12:06.520 --> 00:12:09.520]  前一陣子有報告說
[00:12:09.520 --> 00:12:14.520]  香港人的安全感來自七位數字的存款
[00:12:14.520 --> 00:12:17.520]  有的話就大概有一定的安全感
[00:12:17.520 --> 00:12:19.520]  其實原來都不是
[00:12:19.520 --> 00:12:23.520]  因為很多時候是在於我怎樣去看外面的世界
[00:12:23.520 --> 00:12:25.520]  我怎樣去看外在的威脅
[00:12:25.520 --> 00:12:27.520]  譬如說工作不穩
[00:12:27.520 --> 00:12:29.520]  我會擔心我會失去這份工作
[00:12:29.520 --> 00:12:32.520]  我會擔心我長時間找不到工作
[00:12:32.520 --> 00:12:35.520]  我會擔心我不能夠養家
[00:12:35.520 --> 00:12:40.520]  但當這位弟兄擁有的資產
[00:12:40.520 --> 00:12:43.520]  你問我相反應該不用擔心
[00:12:43.520 --> 00:12:46.520]  不過換句話說我可能也會擔心
[00:12:46.520 --> 00:12:47.520]  因為我是機構服務員
[00:12:47.520 --> 00:12:49.520]  每個月都擔心出不了工資
[00:12:49.520 --> 00:12:50.520]  不是我自己的問題
[00:12:50.520 --> 00:12:52.520]  是很多同工的需要
[00:12:52.520 --> 00:12:57.520]  所以這些擔心其實有時候都覺得很無謂
[00:12:57.520 --> 00:13:01.520]  因為你擔心是改變不了整件事
[00:13:01.520 --> 00:13:04.520]  你擔心你怎樣擔心都好
[00:13:04.520 --> 00:13:06.520]  環境不會因為你的擔心而改變
[00:13:06.520 --> 00:13:09.520]  所以神給人這種內在的平安
[00:13:09.520 --> 00:13:11.520]  其實是讓我們有真正的安穩
[00:13:11.520 --> 00:13:13.520]  所以這個和平的福音
[00:13:13.520 --> 00:13:16.520]  在新穿的希臘文
[00:13:16.520 --> 00:13:20.520]  如果你叫Irene你的名字就是平安
[00:13:20.520 --> 00:13:22.520]  同樣的意思都很接近
[00:13:22.520 --> 00:13:24.520]  就是內在的平靜
[00:13:24.520 --> 00:13:28.520]  還有和人關係的和諧
[00:13:28.520 --> 00:13:30.520]  再加上你人生的安全
[00:13:30.520 --> 00:13:33.520]  和對未來和救恩的確定
[00:13:33.520 --> 00:13:37.520]  或者原來全和平的福音
[00:13:37.520 --> 00:13:40.520]  不只是說你內裡的安穩
[00:13:40.520 --> 00:13:42.520]  還影響你的人際關係
[00:13:42.520 --> 00:13:45.520]  如果你真的有裡面真正的平安
[00:13:45.520 --> 00:13:49.520]  如果你真的擁有了神給我們的和平福音的時候
[00:13:49.520 --> 00:13:53.520]  我和別人的相處都不會
[00:13:53.520 --> 00:13:57.520]  很多人因為成長各種原因
[00:13:57.520 --> 00:13:58.520]  三尖八角的
[00:13:58.520 --> 00:14:01.520]  我們知道他們的性格是開口容易得罪人的
[00:14:01.520 --> 00:14:04.520]  原來你裡面有了真正的平安的時候
[00:14:04.520 --> 00:14:05.520]  你就沒有那麼挑剔
[00:14:05.520 --> 00:14:09.520]  你就沒有那麼容易和別人吵架
[00:14:09.520 --> 00:14:12.520]  甚至乎你甘於吃虧
[00:14:12.520 --> 00:14:16.520]  有時候吵架是因為我不想吃虧
[00:14:16.520 --> 00:14:18.520]  我要在一個勝利的位置
[00:14:18.520 --> 00:14:21.520]  我曾經被我老婆說過
[00:14:21.520 --> 00:14:25.520]  很多年前我已經悔改了
[00:14:25.520 --> 00:14:27.520]  她說你總是喜歡說最後一句
[00:14:27.520 --> 00:14:29.520]  我不知道你明白什麼意思
[00:14:29.520 --> 00:14:31.520]  你總是要作結論的
[00:14:31.520 --> 00:14:32.520]  很多女士入口
[00:14:32.520 --> 00:14:35.520]  是不是很多男性都是這樣呢
[00:14:35.520 --> 00:14:37.520]  我被老婆說了
[00:14:37.520 --> 00:14:39.520]  我聽老婆的話
[00:14:39.520 --> 00:14:41.520]  二十多年前我已經聽了
[00:14:41.520 --> 00:14:44.520]  特別是和女生住的時候還小
[00:14:44.520 --> 00:14:46.520]  我每次都要作結論的時候
[00:14:46.520 --> 00:14:48.520]  其實是挺討厭的
[00:14:48.520 --> 00:14:49.520]  自己不覺得的
[00:14:49.520 --> 00:14:51.520]  不過從其他人眼中
[00:14:51.520 --> 00:14:54.520]  或者從其他人口中就知道是怎樣
[00:14:54.520 --> 00:14:56.520]  後來我和一些
[00:14:56.520 --> 00:14:57.520]  對不起
[00:14:57.520 --> 00:15:00.520]  我認識的通常都是男性
[00:15:00.520 --> 00:15:02.520]  喜歡作結論的
[00:15:02.520 --> 00:15:05.520]  其實又真的挺討厭的
[00:15:05.520 --> 00:15:07.520]  所以在過程裡面原來
[00:15:07.520 --> 00:15:08.520]  我問自己
[00:15:08.520 --> 00:15:13.520]  因為我要佔據做最後的作結論
[00:15:13.520 --> 00:15:17.520]  因為我想我的結論成為定案
[00:15:17.520 --> 00:15:19.520]  無論大家說什麼都好
[00:15:19.520 --> 00:15:22.520]  我那句最後那句才是最重要的
[00:15:22.520 --> 00:15:24.520]  這是我自我反省
[00:15:24.520 --> 00:15:29.520]  所以原來當我擁有真正的安穩
[00:15:29.520 --> 00:15:31.520]  真正的在內裡
[00:15:31.520 --> 00:15:33.520]  由內而外的平安之後
[00:15:33.520 --> 00:15:36.520]  我不太介意別人怎麼看
[00:15:36.520 --> 00:15:38.520]  別人跟不跟
[00:15:38.520 --> 00:15:41.520]  好像上個星期我跑半馬
[00:15:41.520 --> 00:15:43.520]  我不太介意自己什麼時間
[00:15:43.520 --> 00:15:44.520]  因為不是第一次跑
[00:15:44.520 --> 00:15:47.520]  第二就是知道自己的狀態都不太理想
[00:15:47.520 --> 00:15:49.520]  那就是跟自己說
[00:15:49.520 --> 00:15:50.520]  跟身邊的人說
[00:15:50.520 --> 00:15:51.520]  享受過程吧
[00:15:51.520 --> 00:15:54.520]  因為結果對你來說其實不重要的
[00:15:54.520 --> 00:15:58.520]  因為我們已經走上賽道裡面了
[00:15:58.520 --> 00:16:01.520]  結果是怎樣都不要緊的
[00:16:01.520 --> 00:16:02.520]  我們內裡的安穩
[00:16:02.520 --> 00:16:06.520]  我們是誰從結果不會影響我們的
[00:16:06.520 --> 00:16:08.520]  所以在我們的日常生活裡面
[00:16:08.520 --> 00:16:11.520]  有很多這樣的機會去挑戰
[00:16:11.520 --> 00:16:14.520]  我們是不是真正有那種安全感
[00:16:14.520 --> 00:16:15.520]  不僅如此
[00:16:15.520 --> 00:16:17.520]  第二個很重要的概念
[00:16:17.520 --> 00:16:19.520]  在彼得這個宣講裡面
[00:16:19.520 --> 00:16:24.520]  就是在說耶穌所走的
[00:16:24.520 --> 00:16:27.520]  所有的神蹟、騎士等等的東西
[00:16:27.520 --> 00:16:30.520]  加上賓門徒作的見證
[00:16:30.520 --> 00:16:32.520]  是看到什麼呢?
[00:16:32.520 --> 00:16:34.520]  看到上帝與他同在
[00:16:34.520 --> 00:16:36.520]  看到神與他同在
[00:16:36.520 --> 00:16:39.520]  其實這個福音
[00:16:39.520 --> 00:16:42.520]  我們活出這個和平的福音
[00:16:42.520 --> 00:16:45.520]  不只是我自己的高人一等
[00:16:45.520 --> 00:16:47.520]  當然我們不是高人一等
[00:16:47.520 --> 00:16:49.520]  但更加重要的是
[00:16:49.520 --> 00:16:52.520]  原來那些人看到我們有真正的平安
[00:16:52.520 --> 00:16:55.520]  是因為看到我們的神
[00:16:55.520 --> 00:16:58.520]  是因為看到我們在神面前
[00:16:58.520 --> 00:17:01.520]  那種平靜、安穩
[00:17:01.520 --> 00:17:03.520]  是因為我們有依靠
[00:17:03.520 --> 00:17:06.520]  我們有確信,確信什麼呢?
[00:17:06.520 --> 00:17:09.520]  這個神與我們同在
[00:17:09.520 --> 00:17:12.520]  其實整本聖經都是說神與我們同在
[00:17:12.520 --> 00:17:15.520]  創世紀一開始是說神與人同在
[00:17:15.520 --> 00:17:17.520]  在伊甸園裡面
[00:17:17.520 --> 00:17:19.520]  最後一本書啟示錄到最後
[00:17:19.520 --> 00:17:21.520]  新天新地末後的日子
[00:17:21.520 --> 00:17:23.520]  神在人間與人居住
[00:17:23.520 --> 00:17:27.520]  與人同在,人不再有眼淚
[00:17:27.520 --> 00:17:30.520]  所以我們安穩與否
[00:17:30.520 --> 00:17:33.520]  都很在於我們是否確認
[00:17:33.520 --> 00:17:35.520]  確信神的同在
[00:17:35.520 --> 00:17:39.520]  所以在主剎書42章提到
[00:17:39.520 --> 00:17:41.520]  這個神是怎樣的神
[00:17:41.520 --> 00:17:43.520]  「祂不喧嚷不揚聲
[00:17:43.520 --> 00:17:45.520]  也不使街上聽見祂的聲音
[00:17:45.520 --> 00:17:47.520]  壓傷的路位祂不截斷
[00:17:47.520 --> 00:17:49.520]  將殘的燈火祂不摧滅
[00:17:49.520 --> 00:17:52.520]  祂憑信實將公理傳開」
[00:17:52.520 --> 00:17:55.520]  這裡說的神是怎樣的神
[00:17:55.520 --> 00:17:58.520]  不是在街上大呼小叫的神
[00:17:58.520 --> 00:18:00.520]  不是天天都說我對你錯
[00:18:00.520 --> 00:18:02.520]  不是天天都說100%關稅
[00:18:02.520 --> 00:18:06.520]  來威脅祂的其他盟友
[00:18:06.520 --> 00:18:08.520]  而是一個很謙讓的
[00:18:08.520 --> 00:18:10.520]  很重要的就是最後這樣說
[00:18:10.520 --> 00:18:13.520]  「祂憑信實將公理傳開」
[00:18:13.520 --> 00:18:16.520]  這個神很重要的是什麼呢
[00:18:16.520 --> 00:18:17.520]  是可靠的
[00:18:17.520 --> 00:18:20.520]  信實是真實
[00:18:20.520 --> 00:18:21.520]  是真誠
[00:18:21.520 --> 00:18:22.520]  是誠信
[00:18:22.520 --> 00:18:24.520]  是說過的話會做
[00:18:24.520 --> 00:18:26.520]  是會算數的
[00:18:26.520 --> 00:18:28.520]  不是朝令夕改
