
[00:00:00.000 --> 00:00:02.000]  大英姊妹,新年快樂!
[00:04:24.000 --> 00:04:30.000]  使者會在曠野赴行,預備主的道,修植他的路
[00:04:30.000 --> 00:04:32.000]  這個使者是誰呢?
[00:04:32.000 --> 00:04:35.000]  這個就是司洗約翰
[00:04:35.000 --> 00:04:38.000]  他在曠野宣講人要悔改
[00:04:38.000 --> 00:04:42.000]  他在約旦河施行赦罪的洗禮
[00:04:42.000 --> 00:04:46.000]  那時很多猶太人來受他的洗
[00:04:46.000 --> 00:04:52.000]  他告訴那些人,將來會有一位在他以後來
[00:04:52.000 --> 00:04:55.000]  他的身份比他更加尊貴
[00:04:55.000 --> 00:05:01.000]  約翰自己就算是彎腰讓這個人去解鞋帶也不配
[00:05:01.000 --> 00:05:05.000]  這個人的能力比約翰更大
[00:05:05.000 --> 00:05:08.000]  約翰用水給他施洗
[00:05:08.000 --> 00:05:13.000]  但這個人會用聖靈給他施洗
[00:05:13.000 --> 00:05:18.000]  約翰的宣講就是預備主耶和華的到來
[00:05:18.000 --> 00:05:20.000]  這個主耶和華是誰呢?
[00:05:20.000 --> 00:05:22.000]  就是主耶穌
[00:05:22.000 --> 00:05:24.000]  讓我們一起讀
[00:05:24.000 --> 00:05:29.000]  那時耶穌從加勒利的拿撒勒來
[00:05:29.000 --> 00:05:32.000]  在約旦河裡受了約翰的誓
[00:05:32.000 --> 00:05:37.000]  他從水裡一上來,就看見天裂開了
[00:05:37.000 --> 00:05:40.000]  聖靈彷彿甲子降在他身上
[00:05:40.000 --> 00:05:43.000]  又有聲音從天上來說
[00:05:43.000 --> 00:05:47.000]  「你是我的愛子,我喜愛你」
[00:05:47.000 --> 00:05:53.000]  耶穌就是以卓亞書預言的主耶和華
[00:05:53.000 --> 00:05:56.000]  他受約翰洗的時候
[00:05:56.000 --> 00:05:59.000]  聖父和聖靈都同時宣告
[00:05:59.000 --> 00:06:05.000]  耶穌是聖父聖子所奚悅的獨生愛子
[00:06:05.000 --> 00:06:07.000]  這個重要的宣告之後
[00:06:07.000 --> 00:06:11.000]  耶穌被聖靈帶到曠野四十日
[00:06:11.000 --> 00:06:15.000]  在那裡受魔鬼撒旦的試探
[00:06:15.000 --> 00:06:18.000]  什麼試探呢?
[00:06:18.000 --> 00:06:20.000]  《碼頭福音》和《路革福音》
[00:06:20.000 --> 00:06:23.000]  記載有三個試探
[00:06:23.000 --> 00:06:27.000]  都是和耶穌是神的兒子的身份有關
[00:06:27.000 --> 00:06:33.000]  第一,耶穌禁食了四十日,就夜之後
[00:06:33.000 --> 00:06:35.000]  非常肚餓
[00:06:35.000 --> 00:06:37.000]  撒旦就在這時候
[00:06:37.000 --> 00:06:40.000]  以他將石頭變為食物
[00:06:40.000 --> 00:06:43.000]  去證明他是神的兒子
[00:06:43.000 --> 00:06:46.000]  這是用肉體誘惑
[00:06:46.000 --> 00:06:52.000]  要耶穌聽撒旦,放棄神兒子的身份
[00:06:52.000 --> 00:06:57.000]  第二,撒旦帶耶穌到聖殿頂上
[00:06:57.000 --> 00:07:02.000]  要他跳下去,去證明他是神的兒子
[00:07:02.000 --> 00:07:05.000]  這是以名譽的引誘
[00:07:05.000 --> 00:07:11.000]  要耶穌聽從撒旦,放棄神兒子的身份
[00:07:11.000 --> 00:07:16.000]  第三,撒旦將世上萬國和榮華都給耶穌看
[00:07:16.000 --> 00:07:18.000]  與耶穌敬拜撒旦
[00:07:18.000 --> 00:07:21.000]  耶穌就會得到世上的一切
[00:07:21.000 --> 00:07:25.000]  這是以世上一切的引誘
[00:07:25.000 --> 00:07:29.000]  要耶穌放棄神兒子的身份
[00:07:29.000 --> 00:07:34.000]  這些試探,耶穌都一一勝過
[00:07:34.000 --> 00:07:42.000]  為何聖靈讓耶穌被撒旦試探呢?
[00:07:42.000 --> 00:07:45.000]  這就要證明給我們看
[00:07:45.000 --> 00:07:47.000]  耶穌是神的兒子
[00:07:47.000 --> 00:07:49.000]  有神兒子的屬性
[00:07:49.000 --> 00:07:51.000]  他是沒有罪的
[00:07:51.000 --> 00:07:56.000]  世上一切誘惑都不能使耶穌犯罪
[00:07:56.000 --> 00:08:00.000]  彼得和耶穌生活了三年多
[00:08:00.000 --> 00:08:04.000]  他是耶穌最親近的門徒
[00:08:04.000 --> 00:08:08.000]  彼得都看不到耶穌有任何的罪
[00:08:08.000 --> 00:08:12.000]  所以在彼得前書二章二二節這樣說
[00:08:12.000 --> 00:08:18.000]  他並沒有犯罪,口裡也沒有鬼渣
[00:08:18.000 --> 00:08:22.000]  希伯來書第四章甚至也說
[00:08:22.000 --> 00:08:28.000]  耶穌也曾凡是受過試探與我不一樣
[00:08:28.000 --> 00:08:31.000]  只是他沒有犯罪
[00:08:31.000 --> 00:08:34.000]  因為耶穌是聖潔無罪的
[00:08:34.000 --> 00:08:37.000]  才能夠除去世人的罪
[00:08:37.000 --> 00:08:41.000]  好像在一書三章五節所說的
[00:08:41.000 --> 00:08:44.000]  基督顯然是要除掉我們的罪
[00:08:44.000 --> 00:08:47.000]  在他並沒有罪
[00:08:47.000 --> 00:08:49.000]  除去世人的罪
[00:08:49.000 --> 00:08:52.000]  是耶穌來世上最主要的目的
[00:08:52.000 --> 00:08:55.000]  所以耶穌給世人最主要的信息
[00:08:55.000 --> 00:08:59.000]  就是和除去世人的罪有密切的關係
[00:08:59.000 --> 00:09:01.000]  讓我們一起讀
[00:09:01.000 --> 00:09:04.000]  約翰下監以後
[00:09:04.000 --> 00:09:06.000]  耶穌來到加利利
[00:09:06.000 --> 00:09:08.000]  宣講神的福音說
[00:09:08.000 --> 00:09:11.000]  日期滿了,神的國近了
[00:09:11.000 --> 00:09:14.000]  你不要悔改,信福音
[00:09:14.000 --> 00:09:17.000]  日期滿了,神的國近了
[00:09:17.000 --> 00:09:21.000]  是指神審判世界的時候快到了
[00:09:21.000 --> 00:09:24.000]  人要做什麼?人要應罪悔改
[00:09:24.000 --> 00:09:26.000]  相信福音
[00:09:26.000 --> 00:09:28.000]  福音就是好消息
[00:09:28.000 --> 00:09:30.000]  這個好消息是什麼?
[00:09:30.000 --> 00:09:34.000]  耶穌在約翰福音三章十六到十七節
[00:09:34.000 --> 00:09:36.000]  這段經文大家應該很熟悉了
[00:09:36.000 --> 00:09:37.000]  我們一起讀
[00:09:37.000 --> 00:09:41.000]  神愛世人,甚至將他的獨生子賜給他們
[00:09:41.000 --> 00:09:45.000]  叫一切信他的,不自滅亡,犯得永生
[00:09:45.000 --> 00:09:48.000]  因為神差在他的疑似幹勢
[00:09:48.000 --> 00:09:50.000]  不是要定世人的罪
[00:09:50.000 --> 00:09:53.000]  乃是要叫世人因他得救
[00:09:53.000 --> 00:09:56.000]  這個好消息就是可以靠著
[00:09:56.000 --> 00:10:01.000]  相信神獨生兒子的耶穌
[00:10:01.000 --> 00:10:07.000]  就不會被判定罪而滅亡
[00:10:07.000 --> 00:10:10.000]  反而會得到永生
[00:10:10.000 --> 00:10:15.000]  應罪悔改和信福音是分不開的
[00:10:15.000 --> 00:10:19.000]  悔改在先,相信在後
[00:10:19.000 --> 00:10:24.000]  要相信福音就必須先要悔改
[00:10:24.000 --> 00:10:31.000]  悔改和相信都是在思想、看法上有改變
[00:10:31.000 --> 00:10:33.000]  這個是內心的改變
[00:10:33.000 --> 00:10:35.000]  是非常困難
[00:10:35.000 --> 00:10:37.000]  想問一下
[00:10:37.000 --> 00:10:40.000]  這裡有多少人想自己的父母
[00:10:40.000 --> 00:10:44.000]  或者神父親信主的請舉手
[00:10:44.000 --> 00:10:47.000]  上,好多人想
[00:10:47.000 --> 00:10:48.000]  難不難?
[00:10:48.000 --> 00:10:50.000]  這個難的請舉手
[00:10:50.000 --> 00:10:53.000]  差不多,全部都覺得難
[00:10:53.000 --> 00:10:55.000]  很難
[00:10:55.000 --> 00:10:59.000]  因為真正的悔改和相信
[00:10:59.000 --> 00:11:01.000]  不是外表的行為
[00:11:01.000 --> 00:11:03.000]  而是內心的改變
[00:11:03.000 --> 00:11:07.000]  耶穌要拯救世上所有的人
[00:11:07.000 --> 00:11:09.000]  要那麼多人有悔改
[00:11:09.000 --> 00:11:11.000]  那麼困難的事
[00:11:11.000 --> 00:11:13.000]  耶穌怎樣去做呢?
[00:11:13.000 --> 00:11:19.000]  首先,祂呼召一些門徒去跟從祂
[00:11:19.000 --> 00:11:21.000]  耶穌在佳利海邊
[00:11:21.000 --> 00:11:24.000]  看見西門和祂弟弟安得列
[00:11:24.000 --> 00:11:26.000]  在海上打魚
[00:11:26.000 --> 00:11:29.000]  對他們說,來跟從我吧
[00:11:29.000 --> 00:11:32.000]  我要叫你們德人與德魚一樣
[00:11:32.000 --> 00:11:36.000]  他們聽到之後,馬上就跟從了耶穌
[00:11:36.000 --> 00:11:39.000]  耶穌後來又呼召
[00:11:39.000 --> 00:11:43.000]  在船上保護我的雅各和約翰兩兄弟
[00:11:43.000 --> 00:11:45.000]  他們也跟從了耶穌
[00:11:45.000 --> 00:11:49.000]  耶穌最先呼召的都是漁夫
[00:11:49.000 --> 00:11:53.000]  沒有什麼學問、學識和學歷
[00:11:53.000 --> 00:11:59.000]  可見,這些都不是耶穌呼召最重要的條件
[00:11:59.000 --> 00:12:00.000]  不單是這樣
[00:12:00.000 --> 00:12:04.000]  耶穌呼召的門徒都有不完全的地方
[00:12:04.000 --> 00:12:06.000]  例如彼得,我們知道
[00:12:06.000 --> 00:12:08.000]  他是一個時時犯錯的人
[00:12:08.000 --> 00:12:10.000]  甚至在危難的時候
[00:12:10.000 --> 00:12:13.000]  他會三次不認耶穌
[00:12:13.000 --> 00:12:16.000]  但是耶穌也選擇了他們
[00:12:16.000 --> 00:12:17.000]  為什麼呢?
[00:12:17.000 --> 00:12:20.000]  因為他聽到耶穌的呼召之後
[00:12:20.000 --> 00:12:22.000]  立刻就放棄了本來的職業
[00:12:22.000 --> 00:12:24.000]  去跟從耶穌
[00:12:24.000 --> 00:12:34.000]  可見,要甘心願意去回應主的呼召
[00:12:34.000 --> 00:12:38.000]  耶穌就會用一些不完全的人
[00:12:38.000 --> 00:12:42.000]  去幫助他去除掉世人的罪
[00:12:42.000 --> 00:12:46.000]  之後,耶穌就帶著這些門徒
[00:12:46.000 --> 00:12:50.000]  讓他們體會祂的神,以至祂的權柄
[00:12:50.000 --> 00:12:52.000]  第一個權柄是教導
[00:12:52.000 --> 00:12:57.000]  在安息日,耶穌進了加勃隆的會堂教導人
[00:12:57.000 --> 00:13:00.000]  聽到的人感到很驚奇
[00:13:00.000 --> 00:13:04.000]  因為他的教導,沒有神以來的權柄
[00:13:04.000 --> 00:13:07.000]  還有那時候教導人的民事很不同
[00:13:07.000 --> 00:13:10.000]  那耶穌教導了什麼呢?
[00:13:10.000 --> 00:13:13.000]  使人知道他有權柄呢?
[00:13:13.000 --> 00:13:18.000]  在《馬帝福音》七章28-29節
[00:13:18.000 --> 00:13:20.000]  也有同樣一句
[00:13:20.000 --> 00:13:24.000]  耶穌講完了這些話
[00:13:24.000 --> 00:13:27.000]  眾人都希其他的教訓
[00:13:27.000 --> 00:13:30.000]  因為他教訓他們,像有權柄的人
[00:13:30.000 --> 00:13:33.000]  不像他們的民事
[00:13:33.000 --> 00:13:36.000]  那這些話是什麼呢?
[00:13:36.000 --> 00:13:40.000]  就是《馬帝福音》第五至第七章的教訓
[00:13:40.000 --> 00:13:42.000]  稱為「登山補佛」
[00:13:42.000 --> 00:13:47.000]  當中耶穌重新解釋舊約的律法
[00:13:47.000 --> 00:13:50.000]  以下就是一個例子
[00:13:50.000 --> 00:13:53.000]  在《馬帝福音》五章二二節
[00:13:53.000 --> 00:13:59.000]  說:「你不聽過有古人說,不可殺人,凡殺人的必須受審判。
[00:13:59.000 --> 00:14:05.000]  但是我告訴你們,凡向弟兄動怒的,必須受審判。
[00:14:05.000 --> 00:14:10.000]  凡罵弟兄是廢物的,必須受議會的審判。
[00:14:10.000 --> 00:14:15.000]  凡罵弟兄是白癡的,必遭受地獄的火。」
[00:14:15.000 --> 00:14:19.000]  「不可殺人」是舊約出埃及的二十章
[00:14:19.000 --> 00:14:21.000]  十節的其中一節
[00:14:21.000 --> 00:14:24.000]  從字面來看
[00:14:24.000 --> 00:14:28.000]  「不殺人」就遵守了這一節
[00:14:28.000 --> 00:14:30.000]  我想問問這裡的人
[00:14:30.000 --> 00:14:33.000]  誰殺了人?殺了人?
[00:14:33.000 --> 00:14:35.000]  殺了人請舉手
[00:14:35.000 --> 00:14:38.000]  我想沒有吧?
[00:14:38.000 --> 00:14:42.000]  我想「不殺人」也不難,對不對?
[00:14:42.000 --> 00:14:45.000]  但是耶穌卻用了一句
[00:14:45.000 --> 00:14:47.000]  「但是我告訴你們」
[00:14:47.000 --> 00:14:51.000]  就是說,祂的權柄凌駕於
[00:14:51.000 --> 00:14:55.000]  當時對舊約律法的解釋
[00:14:55.000 --> 00:14:59.000]  祂說,不可以跟人發怒
[00:14:59.000 --> 00:15:01.000]  不然就犯罪
[00:15:01.000 --> 00:15:03.000]  就會受到神的審判
[00:15:03.000 --> 00:15:05.000]  甚至下地獄
[00:15:05.000 --> 00:15:08.000]  弟兄們,弟兄姊妹
[00:15:08.000 --> 00:15:15.000]  請問在這裡有誰沒有生氣過的人呢?
[00:15:15.000 --> 00:15:17.000]  沒有生氣過的人,請舉手
[00:15:17.000 --> 00:15:19.000]  我們向你學習
[00:15:19.000 --> 00:15:23.000]  我看不到
[00:15:23.000 --> 00:15:25.000]  「不殺人」發怒難不難?
[00:15:25.000 --> 00:15:27.000]  很難
[00:15:27.000 --> 00:15:31.000]  耶穌這樣的教導其實就是告訴我們
[00:15:31.000 --> 00:15:33.000]  所有人都是罪人
[00:15:33.000 --> 00:15:36.000]  事事有機會犯罪
[00:15:36.000 --> 00:15:38.000]  要認罪悔改
[00:15:38.000 --> 00:15:41.000]  這就是跟耶穌宣告的信息
[00:15:41.000 --> 00:15:45.000]  要人悔改和信福音息息相關
[00:15:45.000 --> 00:15:48.000]  約翰福音十六章八節也這麼說
[00:15:48.000 --> 00:15:51.000]  耶穌會猜保衛師就是聖靈
[00:15:51.000 --> 00:15:55.000]  叫世人為罪、為義、為審判
[00:15:55.000 --> 00:15:57.000]  自己責備自己
[00:15:57.000 --> 00:15:59.000]  在四本福音書裡面
[00:15:59.000 --> 00:16:01.000]  耶穌有很多教導
[00:16:01.000 --> 00:16:04.000]  都是要讓世人知道自己有罪
[00:16:04.000 --> 00:16:08.000]  因為耶穌有神而此的權柄
[00:16:08.000 --> 00:16:12.000]  耶穌的另一個權柄就是趕鬼
[00:16:12.000 --> 00:16:14.000]  接著有經文這麼記載
[00:16:14.000 --> 00:16:16.000]  一個被污鬼附身的人
[00:16:16.000 --> 00:16:19.000]  來到耶穌那裡就喊
[00:16:19.000 --> 00:16:22.000]  「拿撒冷,耶穌,你為什麼要干擾我?
[00:16:22.000 --> 00:16:24.000]  你來消滅我們嗎?
[00:16:24.000 --> 00:16:27.000]  我知道你是誰,你是神的聖者」
[00:16:27.000 --> 00:16:31.000]  馬福音第三和第五章都有記載
[00:16:31.000 --> 00:16:33.000]  這些污靈其實知道
[00:16:33.000 --> 00:16:35.000]  耶穌是神的義子
[00:16:35.000 --> 00:16:37.000]  可以消滅他們
[00:16:37.000 --> 00:16:40.000]  叫耶穌不要干擾他們
[00:16:40.000 --> 00:16:44.000]  耶穌就命令這些污鬼不要作聲
[00:16:44.000 --> 00:16:46.000]  離開這個人
[00:16:46.000 --> 00:16:48.000]  這些污鬼聽到之後
[00:16:48.000 --> 00:16:52.000]  就遵從耶穌的吩咐
[00:16:52.000 --> 00:16:55.000]  周圍的人看到之後就非常驚訝
[00:16:55.000 --> 00:16:58.000]  耶穌有趕鬼的權柄
[00:16:58.000 --> 00:17:02.000]  其實耶穌不單止有趕鬼的權柄
[00:17:02.000 --> 00:17:05.000]  在希伯來書第一章更是這樣說
[00:17:05.000 --> 00:17:09.000]  耶穌是神榮耀所發的光輝
[00:17:09.000 --> 00:17:12.000]  是神本體的真相
[00:17:12.000 --> 00:17:16.000]  常用祂權能的命令托住萬有
[00:17:16.000 --> 00:17:19.000]  耶穌有神同等的權柄
[00:17:19.000 --> 00:17:22.000]  這些權柄就是顯在祂所傳的道
[00:17:22.000 --> 00:17:25.000]  和祂趕鬼的能力
[00:17:25.000 --> 00:17:30.000]  但是耶穌沒有用祂神義子的權能
[00:17:30.000 --> 00:17:35.000]  去強迫人悔改和信福音
[00:17:35.000 --> 00:17:37.000]  為什麼呢?
[00:17:37.000 --> 00:17:39.000]  因為悔改和信福音
[00:17:39.000 --> 00:17:43.000]  不是可以威逼利誘而來
[00:17:43.000 --> 00:17:45.000]  還記得我在美國的時候
[00:17:45.000 --> 00:17:48.000]  有一年去了福音營
[00:17:48.000 --> 00:17:50.000]  在福音營最後一天
[00:17:50.000 --> 00:17:55.000]  講完就呼召叫人接受福音
[00:17:55.000 --> 00:17:59.000]  突然間在後面有兩個婆婆吵起來
[00:17:59.000 --> 00:18:04.000]  因為有位婆婆非常想她的朋友信主
[00:18:04.000 --> 00:18:07.000]  呼召的時候就拉她的朋友出來
[00:18:07.000 --> 00:18:09.000]  那朋友不願意
[00:18:09.000 --> 00:18:12.000]  兩個就吵起來了
[00:18:12.000 --> 00:18:15.000]  這是一個非常不好的見證
[00:18:15.000 --> 00:18:19.000]  最後不單止是那個朋友沒有信主
[00:18:19.000 --> 00:18:22.000]  更影響其他無道的朋友
[00:18:22.000 --> 00:18:26.000]  使他們不願意回應講完的呼召
[00:18:26.000 --> 00:18:28.000]  為什麼呢?
[00:18:28.000 --> 00:18:30.000]  因為世上的權力和方法
[00:18:30.000 --> 00:18:32.000]  不能使人悔改
[00:18:32.000 --> 00:18:35.000]  耶穌卻用了另一個方法
[00:18:35.000 --> 00:18:37.000]  去改變人的心
[00:18:37.000 --> 00:18:39.000]  什麼方法呢?
[00:18:39.000 --> 00:18:42.000]  以僕人的形象去服侍人
[00:18:42.000 --> 00:18:45.000]  耶穌到了彼得的家
[00:18:45.000 --> 00:18:48.000]  醫好他有病的母親
[00:18:48.000 --> 00:18:51.000]  他有病的岳母
[00:18:51.000 --> 00:18:54.000]  到了日落的時候
[00:18:54.000 --> 00:18:56.000]  全城的人因為知道耶穌在那裡
[00:18:56.000 --> 00:19:00.000]  就聚集在彼得的家前
[00:19:00.000 --> 00:19:04.000]  他們帶了各種有病和被鬼附的人
[00:19:04.000 --> 00:19:06.000]  耶穌就改出很多鬼
[00:19:06.000 --> 00:19:09.000]  和醫好很多的人
[00:19:09.000 --> 00:19:11.000]  有多少人呢?
[00:19:11.000 --> 00:19:13.000]  其實經文沒有告訴你
[00:19:13.000 --> 00:19:14.000]  但是大家想想
[00:19:14.000 --> 00:19:15.000]  一個城這麼多人
[00:19:15.000 --> 00:19:16.000]  最少也有一百人
[00:19:16.000 --> 00:19:17.000]  是不是?
[00:19:17.000 --> 00:19:20.000]  如果耶穌需要五分鐘去醫治的人
[00:19:20.000 --> 00:19:22.000]  起碼也要七八個小時
[00:19:22.000 --> 00:19:24.000]  一直要到深夜
[00:19:24.000 --> 00:19:26.000]  耶穌沒有休息
[00:19:26.000 --> 00:19:30.000]  用祂的能力去幫助人
[00:19:30.000 --> 00:19:32.000]  好像一個僕人
[00:19:32.000 --> 00:19:33.000]  服侍人一樣
[00:19:33.000 --> 00:19:34.000]  沒有怨言
[00:19:34.000 --> 00:19:36.000]  沒有計較
[00:19:36.000 --> 00:19:39.000]  不知道大家有沒有想過呢?
[00:19:39.000 --> 00:19:42.000]  耶穌是創天造地的神
[00:19:42.000 --> 00:19:44.000]  如果祂來的目的
[00:19:44.000 --> 00:19:47.000]  是要使人得到醫治
[00:19:47.000 --> 00:19:48.000]  祂說一聲就可以了
[00:19:48.000 --> 00:19:49.000]  是不是?
[00:19:49.000 --> 00:19:51.000]  祂說一聲
[00:19:51.000 --> 00:19:54.000]  所有的迦勒利和加伯隆城的人
[00:19:54.000 --> 00:19:55.000]  都會得到醫治
[00:19:55.000 --> 00:19:58.000]  所有的鬼都會被趕
[00:19:58.000 --> 00:20:02.000]  為什麼祂就要來到彼得的家
[00:20:02.000 --> 00:20:06.000]  要一個個去醫治那些人呢?
[00:20:06.000 --> 00:20:09.000]  不是太沒效率嗎?
[00:20:09.000 --> 00:20:11.000]  原因只有一個
[00:20:11.000 --> 00:20:13.000]  就是醫病趕鬼
[00:20:13.000 --> 00:20:15.000]  不是耶穌來的目的
[00:20:15.000 --> 00:20:16.000]  那麼
[00:20:16.000 --> 00:20:19.000]  耶穌來的目的是什麼呢?
[00:20:19.000 --> 00:20:21.000]  再回到耶穌先前宣告的訊息
[00:20:21.000 --> 00:20:23.000]  日期滿了
[00:20:23.000 --> 00:20:25.000]  神的國近了
[00:20:25.000 --> 00:20:27.000]  你不要悔改信復任
[00:20:27.000 --> 00:20:28.000]  所以
[00:20:28.000 --> 00:20:31.000]  耶穌所做的離不開這個使命
[00:20:31.000 --> 00:20:33.000]  身體的醫治
[00:20:33.000 --> 00:20:37.000]  不能使人認罪和相信復任
[00:20:37.000 --> 00:20:39.000]  耶穌有更重要的工作
[00:20:39.000 --> 00:20:42.000]  去完成這個使命
[00:20:42.000 --> 00:20:43.000]  什麼工作呢?
[00:20:43.000 --> 00:20:46.000]  繼續看下面的經文
[00:20:46.000 --> 00:20:49.000]  經過一晚的工作
[00:20:49.000 --> 00:20:50.000]  耶穌在第二天
[00:20:50.000 --> 00:20:51.000]  天還沒亮的時候
[00:20:51.000 --> 00:20:54.000]  就去了曠野那裡去禱告
[00:20:54.000 --> 00:20:55.000]  那時候
[00:20:55.000 --> 00:20:58.000]  有很多人來找耶穌去醫治和趕鬼
[00:20:58.000 --> 00:21:00.000]  耶穌沒有回去
[00:21:00.000 --> 00:21:02.000]  反而到了鄰近的鄉村
[00:21:02.000 --> 00:21:04.000]  和在全街里去傳道
[00:21:04.000 --> 00:21:05.000]  為什麼?
[00:21:05.000 --> 00:21:06.000]  耶穌說
[00:21:06.000 --> 00:21:11.000]  因為我是為這事就是傳道出來的
[00:21:11.000 --> 00:21:12.000]  可見
[00:21:12.000 --> 00:21:15.000]  耶穌主要的工作是傳道
[00:21:15.000 --> 00:21:16.000]  為什麼?
[00:21:16.000 --> 00:21:19.000]  因為傳道能使人悔改
[00:21:19.000 --> 00:21:22.000]  治病就不行
[00:21:22.000 --> 00:21:24.000]  試想一下
[00:21:24.000 --> 00:21:27.000]  如果耶穌要吸引很多人來
[00:21:27.000 --> 00:21:29.000]  治病容易
[00:21:29.000 --> 00:21:33.000]  還是傳叫人悔改容易?
[00:21:33.000 --> 00:21:35.000]  當然是治病
[00:21:35.000 --> 00:21:36.000]  是不是?
[00:21:36.000 --> 00:21:40.000]  耶穌確實有能力治好很多人
