
[00:00:00.000 --> 00:00:04.000]  姐妹們,平安!我們一起祈禱!
[00:08:14.000 --> 00:08:16.000]  因為他們是人
[00:08:16.000 --> 00:08:18.000]  當人來到上帝面前
[00:08:18.000 --> 00:08:22.000]  一定要先求上帝赦罪
[00:08:22.000 --> 00:08:24.000]  然後獻梵祭
[00:08:24.000 --> 00:08:29.000]  象徵獻祭者將自己的生命完全奉獻給上帝
[00:08:29.000 --> 00:08:35.000]  一般人文獻祭就是由獻祭者自己去殺生畜
[00:08:35.000 --> 00:08:37.000]  等生畜流血之後
[00:08:37.000 --> 00:08:43.000]  還要親手為生畜剝皮、斬件
[00:08:43.000 --> 00:08:47.000]  但是按立大祭司亞倫的時候
[00:08:47.000 --> 00:08:51.000]  一切就是由摩西代祿
[00:08:51.000 --> 00:08:55.000]  然後他再要獻一隻羊
[00:08:55.000 --> 00:09:00.000]  這隻羊就是類似平安祭
[00:09:00.000 --> 00:09:03.000]  羊的右腿就要放在壇上燒
[00:09:03.000 --> 00:09:05.000]  獻給上主
[00:09:05.000 --> 00:09:09.000]  羊的胸就歸給摩西
[00:09:09.000 --> 00:09:14.000]  其餘的就是給亞倫和他的兒子
[00:09:14.000 --> 00:09:20.000]  幾個兒子留在聖墨門口七天的食用
[00:09:20.000 --> 00:09:24.000]  第一天的祭祭典禮完成之後
[00:09:24.000 --> 00:09:29.000]  亞倫和他的兒子不能回到自己的帳篷
[00:09:29.000 --> 00:09:32.000]  而是要留在會墨七天
[00:09:32.000 --> 00:09:36.000]  為什麼要留在會墨七天呢?
[00:09:36.000 --> 00:09:38.000]  聖經沒有解釋
[00:09:38.000 --> 00:09:42.000]  我估計是要亞倫留在聖潔的地方
[00:09:42.000 --> 00:09:45.000]  直到第八天
[00:09:45.000 --> 00:09:50.000]  在第八天亞倫就可以開始獻祭
[00:09:50.000 --> 00:09:54.000]  他首先要為自己獻贖罪祭和犯罪
[00:09:54.000 --> 00:09:58.000]  然後再為人民獻祭
[00:09:58.000 --> 00:10:02.000]  我們看看利美基九章七節
[00:10:02.000 --> 00:10:05.000]  這樣說:摩西對亞倫說:
[00:10:05.000 --> 00:10:08.000]  你靠近祭壇前
[00:10:08.000 --> 00:10:12.000]  獻你的贖罪祭和犯罪
[00:10:12.000 --> 00:10:15.000]  為自己與百姓贖罪
[00:10:15.000 --> 00:10:20.000]  再獻上百姓的公民,為他們贖罪
[00:10:20.000 --> 00:10:24.000]  到時照耶和華所吩咐的
[00:10:24.000 --> 00:10:26.000]  在第八天
[00:10:26.000 --> 00:10:31.000]  當大祭司為自己和人民獻祭完畢之後
[00:10:31.000 --> 00:10:34.000]  大祭司舉手祝福人民
[00:10:34.000 --> 00:10:38.000]  然後上帝向人民顯言
[00:10:38.000 --> 00:10:41.000]  九章二十三至二十四節提到
[00:10:41.000 --> 00:10:44.000]  他們出來為百姓祝福
[00:10:44.000 --> 00:10:49.000]  耶和華的榮光向全體百姓顯現
[00:10:49.000 --> 00:10:53.000]  有火從耶和華面前出來
[00:10:53.000 --> 00:10:58.000]  焚燒了壇上的犯罪和脂肪
[00:10:58.000 --> 00:11:04.000]  這個火表示上帝接納大祭司為人民所獻的禮物
[00:11:04.000 --> 00:11:11.000]  此外,這把火是從上帝那裡降下來的
[00:11:11.000 --> 00:11:14.000]  是聖火
[00:11:14.000 --> 00:11:15.000]  從此之後
[00:11:15.000 --> 00:11:20.000]  祭司有責任守護壇上的火
[00:11:20.000 --> 00:11:24.000]  不可以讓祂熄滅
[00:11:24.000 --> 00:11:28.000]  聖經記載大祭司的就職禮
[00:11:28.000 --> 00:11:31.000]  只記載了這一次
[00:11:31.000 --> 00:11:34.000]  以後當阿倫死了
[00:11:34.000 --> 00:11:38.000]  他兒子繼任做大祭司的時候
[00:11:38.000 --> 00:11:43.000]  就沒有記載他進行如此隆重的就職禮
[00:11:43.000 --> 00:11:46.000]  只是很簡單地說
[00:11:46.000 --> 00:11:51.000]  將大祭司的聖抱交給他
[00:11:51.000 --> 00:11:55.000]  我們看看希伯來書第七章
[00:11:55.000 --> 00:12:02.000]  作者提到主耶穌是我們聖潔的大祭司
[00:12:02.000 --> 00:12:08.000]  祂更加成為了更美之約的宗保
[00:12:08.000 --> 00:12:12.000]  並且由於主耶穌是從死人中復活了
[00:12:12.000 --> 00:12:14.000]  祂是不會再死
[00:12:14.000 --> 00:12:18.000]  祂永遠都是我們的大祭司
[00:12:18.000 --> 00:12:22.000]  在希伯來書七章24至25次說
[00:12:22.000 --> 00:12:26.000]  另一方面,這位記者永遠留住的
[00:12:26.000 --> 00:12:30.000]  他具有不可更換的祭司職任
[00:12:30.000 --> 00:12:35.000]  所以凡靠著他進到上帝面前的人
[00:12:35.000 --> 00:12:39.000]  他都能拯救到底
[00:12:39.000 --> 00:12:41.000]  因為他長遠活著
[00:12:41.000 --> 00:12:43.000]  為他們祈求
[00:12:43.000 --> 00:12:48.000]  因此我們有主耶穌作為我們的大祭司
[00:12:48.000 --> 00:12:51.000]  事上為我們祈求
[00:12:51.000 --> 00:12:56.000]  我們也不必再獻其他任何祭物
[00:12:56.000 --> 00:13:01.000]  亞倫的就職禮記載得很清楚
[00:13:01.000 --> 00:13:07.000]  與主耶穌成為大祭司有沒有關係呢?
[00:13:07.000 --> 00:13:13.000]  亞倫大祭司的就職禮前後一共八天
[00:13:13.000 --> 00:13:17.000]  最後那天還有火從天降臨
[00:13:17.000 --> 00:13:23.000]  使我想到主耶穌也是在復活升天之後
[00:13:23.000 --> 00:13:27.000]  第八天,聖靈就像火一樣
[00:13:27.000 --> 00:13:31.000]  從天降臨在信徒身上
[00:13:31.000 --> 00:13:36.000]  或者亞倫的就職禮就是要預先表達
[00:13:36.000 --> 00:13:39.000]  主耶穌在天上正式就職
[00:13:39.000 --> 00:13:43.000]  成為我們的大祭司
[00:13:43.000 --> 00:13:46.000]  可能有些大英姐妹不太熟悉
[00:13:46.000 --> 00:13:49.000]  聖經有關主耶穌復活升天的記載
[00:13:49.000 --> 00:13:53.000]  讓我講一講我怎樣計算出主耶穌
[00:13:53.000 --> 00:13:58.000]  是升天後第八天就是五巡節
[00:13:58.000 --> 00:14:04.000]  五巡節是由逾越節開始後的第五十天
[00:14:04.000 --> 00:14:07.000]  主耶穌在逾越節被害
[00:14:07.000 --> 00:14:09.000]  三天之後復活
[00:14:09.000 --> 00:14:13.000]  然後他在世上過了四十天
[00:14:13.000 --> 00:14:16.000]  向無顯現之後才升天
[00:14:16.000 --> 00:14:22.000]  即是從逾越節開始到升天那天
[00:14:22.000 --> 00:14:25.000]  就過了四十三天
[00:14:25.000 --> 00:14:30.000]  由四十三天到五巡節前後就剛剛八天
[00:14:30.000 --> 00:14:37.000]  跟亞倫大祭司就職禮的日期剛好相同
[00:14:37.000 --> 00:14:43.000]  再加上聖靈是以火的形態降落
[00:14:43.000 --> 00:14:48.000]  第一次降臨的時候記載了《四大行傳》第二章
[00:14:48.000 --> 00:14:53.000]  這個以火的形態降在信徒身上
[00:14:53.000 --> 00:14:56.000]  都只是出現了一次
[00:14:56.000 --> 00:15:01.000]  我們現在信主的人都領受聖靈
[00:15:01.000 --> 00:15:06.000]  都沒有火從天上降在我們身上
[00:15:06.000 --> 00:15:10.000]  因此我相信大祭司的就職禮
[00:15:10.000 --> 00:15:14.000]  其實是象徵了主耶穌在天上正式就職
[00:15:14.000 --> 00:15:19.000]  成為我們永遠的大祭司
[00:15:19.000 --> 00:15:22.000]  從這個就職禮的記載
[00:15:22.000 --> 00:15:25.000]  對我們的生活有什麼指引呢
[00:15:25.000 --> 00:15:28.000]  首先我們當然不是大祭司
[00:15:28.000 --> 00:15:31.000]  但我們都是祭司
[00:15:31.000 --> 00:15:33.000]  在《彼得前書》二章九節說
[00:15:33.000 --> 00:15:43.000]  你們是被揀選的一族 是君尊的祭司 是神聖的角度 是屬上帝的子民
[00:15:43.000 --> 00:15:50.000]  要使你們宣揚那照你們出黑暗 入奇妙光明者的彼得
[00:15:50.000 --> 00:15:53.000]  我們其實都好像以色列人那樣
[00:15:53.000 --> 00:15:58.000]  被上帝揀選要成為神聖角度的子民
[00:15:58.000 --> 00:16:03.000]  那我們要如何才能活出上帝的聖潔呢
[00:16:03.000 --> 00:16:10.000]  第一 我們要留在上帝的聖所
[00:16:10.000 --> 00:16:16.000]  阿倫被摩西在第一天用油高在頭上獻祭之後
[00:16:16.000 --> 00:16:20.000]  他和他的兒子 即是普通的兒子司
[00:16:20.000 --> 00:16:23.000]  都是要留在上帝的聖所
[00:16:23.000 --> 00:16:27.000]  現在來說上帝的聖所就是教會
[00:16:27.000 --> 00:16:32.000]  因此我時時鼓勵弟兄姊妹要盡量參加教會的聚會
[00:16:32.000 --> 00:16:35.000]  尤其是主耶崇拜
[00:16:35.000 --> 00:16:37.000]  我們不可能每天都來到教會
[00:16:37.000 --> 00:16:40.000]  因為我們都要生活 都要工作
[00:16:40.000 --> 00:16:44.000]  但是我們在社會上工作的時候
[00:16:44.000 --> 00:16:46.000]  就不要沾染世俗
[00:16:46.000 --> 00:16:51.000]  而是要帶著上帝的價值觀活在世上
[00:16:51.000 --> 00:16:55.000]  成為聖潔角度的見證人
[00:16:55.000 --> 00:16:57.000]  星期日的崇拜
[00:16:57.000 --> 00:17:01.000]  我們應該盡量排在最優先的位置
[00:17:01.000 --> 00:17:05.000]  因為可以幫助我們保持聖潔
[00:17:05.000 --> 00:17:07.000]  每次主耶崇拜當中
[00:17:07.000 --> 00:17:10.000]  我們都有認罪祈禱的時間
[00:17:10.000 --> 00:17:14.000]  那個就等於向上帝獻上了贖罪祭
[00:17:14.000 --> 00:17:16.000]  因為當我們認罪的時候
[00:17:16.000 --> 00:17:19.000]  上帝就會赦免我們
[00:17:19.000 --> 00:17:21.000]  然後我們又會聽講道
[00:17:21.000 --> 00:17:26.000]  讓上帝的話語不斷更新我們的思想
[00:17:26.000 --> 00:17:29.000]  改變我們的行為
[00:17:29.000 --> 00:17:32.000]  金錢的奉獻就好像平安祭一樣
[00:17:32.000 --> 00:17:37.000]  因為那個是出於自願的獻上
[00:17:37.000 --> 00:17:39.000]  好 第二方面
[00:17:39.000 --> 00:17:44.000]  我們留意到亞倫是穿上大祭司服飾之前
[00:17:44.000 --> 00:17:47.000]  摩西是要用水洗他們的
[00:17:47.000 --> 00:17:50.000]  在卓大俠記十九章
[00:17:50.000 --> 00:17:54.000]  當人民要朝見上帝之前
[00:17:54.000 --> 00:17:56.000]  他們都要洗衣服
[00:17:56.000 --> 00:18:02.000]  這個行動是象徵我們要洗乾淨自己
[00:18:02.000 --> 00:18:05.000]  來見上帝
[00:18:05.000 --> 00:18:10.000]  保羅在提摩太后書二章二十一節說
[00:18:10.000 --> 00:18:15.000]  「人若自結脫離卑賤的事
[00:18:15.000 --> 00:18:18.000]  必成為貴重的器皿
[00:18:18.000 --> 00:18:22.000]  成為聖潔 合乎主用
[00:18:22.000 --> 00:18:27.000]  預備行各樣的善事」
[00:18:27.000 --> 00:18:30.000]  我們要活出聖潔的行為
[00:18:30.000 --> 00:18:34.000]  不是靠牧師傳道來監督我們
[00:18:34.000 --> 00:18:38.000]  而是我們自己要自結
[00:18:38.000 --> 00:18:40.000]  當我們生活在社會上
[00:18:40.000 --> 00:18:43.000]  有很多卑賤的事
[00:18:43.000 --> 00:18:46.000]  是基督徒不宜參加的
[00:18:46.000 --> 00:18:48.000]  那我們就不要參加
[00:18:48.000 --> 00:18:51.000]  例如有些使者去參會
[00:18:51.000 --> 00:18:54.000]  狂歡的派對
[00:18:54.000 --> 00:18:57.000]  又或者現代有很多年青人
[00:18:57.000 --> 00:19:03.000]  用毒品搞到自己很瘋狂的音樂會等等
[00:19:03.000 --> 00:19:06.000]  由於我們是聖潔的子民
[00:19:06.000 --> 00:19:11.000]  我們就要拒絕參加那些卑賤的事
[00:19:11.000 --> 00:19:15.000]  保羅說當我們這樣自結的時候
[00:19:15.000 --> 00:19:18.000]  我們就會成為聖潔
[00:19:18.000 --> 00:19:22.000]  但成為聖潔並不是最後的目標
[00:19:22.000 --> 00:19:26.000]  最後的目標是合乎主用
[00:19:26.000 --> 00:19:29.000]  預備行各樣的善事
[00:19:29.000 --> 00:19:33.000]  就好像亞倫在就職禮之後
[00:19:33.000 --> 00:19:36.000]  他才可以侍奉上帝
[00:19:36.000 --> 00:19:39.000]  祝福百姓
[00:19:39.000 --> 00:19:42.000]  求主幫助我們活得聖潔
[00:19:42.000 --> 00:19:45.000]  合乎主用
[00:19:45.000 --> 00:19:47.000]  讓我們一起祈禱
[00:19:47.000 --> 00:19:51.000]  主耶穌,感謝祢犧牲自己來救贖我們
[00:19:51.000 --> 00:19:54.000]  祢是聖潔無邪惡,無顛污
[00:19:54.000 --> 00:19:58.000]  遠離罪人,高過諸天的大祭司
[00:19:58.000 --> 00:20:03.000]  使我們都有了祭司的積分
[00:20:03.000 --> 00:20:07.000]  求聖靈幫助我們反省自己
[00:20:07.000 --> 00:20:10.000]  事事活得聖潔
[00:20:10.000 --> 00:20:14.000]  合乎主用,成為別人的明燈
[00:20:14.000 --> 00:20:18.000]  引領他們到祢面前來領受恩典
[00:20:18.000 --> 00:20:21.000]  奉主耶穌基督的名祈禱
[00:20:21.000 --> 00:20:22.000]  阿們
