
[00:00:00.000 --> 00:00:06.000]  好感謝神 前兩天 星期五晚壽苦節的晚上聚會
[00:02:23.000 --> 00:02:32.000]  怎樣才可以去燃起我們心裏面那一團火呢?
[00:02:32.000 --> 00:02:39.000]  和我們怎樣去用這一團火呢?
[00:02:39.000 --> 00:02:42.000]  剛才我們一起去讀
[00:02:42.000 --> 00:02:46.000]  《路加福音》二十四章一至十節
[00:02:46.000 --> 00:02:52.000]  這一部分的經文可以說是一個前引
[00:02:52.000 --> 00:02:56.000]  就是讓我們看到主復活之後
[00:02:56.000 --> 00:03:05.000]  第一段時間在空墳墓裏面外面所發生的事
[00:03:05.000 --> 00:03:09.000]  大家不知道有沒有去問一個問題
[00:03:09.000 --> 00:03:15.000]  就是聖經從來都沒有記載主復活那一刻是怎樣的
[00:03:15.000 --> 00:03:21.000]  一說就說他已經復活了
[00:03:21.000 --> 00:03:26.000]  主復活是一個奧秘 是他的榮耀
[00:03:26.000 --> 00:03:37.000]  就是主復活了之後向我們顯現 向人顯現 他是我們的恩典
[00:03:37.000 --> 00:03:44.000]  我們剛才讀一至十節給我們一個關於主復活初步的資料
[00:03:44.000 --> 00:03:47.000]  這個故事還未完的
[00:03:47.000 --> 00:03:51.000]  我今日就是想繼續去講接著發生的事
[00:03:51.000 --> 00:03:55.000]  就是有兩個門徒
[00:03:55.000 --> 00:04:04.000]  在去二馬五師的路上遇到復活的主
[00:04:04.000 --> 00:04:12.000]  這兩個門徒是十二個使徒以外的門徒其中的兩個
[00:04:12.000 --> 00:04:16.000]  可以說是七十個裏面的兩個
[00:04:16.000 --> 00:04:21.000]  這兩個可以說是那些不太出名的門徒
[00:04:21.000 --> 00:04:26.000]  其中一個叫格羅巴 我們不知道他是誰
[00:04:26.000 --> 00:04:29.000]  有些人猜測他可能是格羅巴
[00:04:29.000 --> 00:04:33.000]  有時那些名字只差一個字母 可能是他
[00:04:33.000 --> 00:04:40.000]  我們知道格羅巴的妻子是和幾個其他的婦女
[00:04:40.000 --> 00:04:49.000]  在耶穌釘十字架 仍然留在十字架下面來仰望耶穌的其中一個婦女
[00:04:49.000 --> 00:04:55.000]  另外一個門徒連名字也沒有提
[00:04:55.000 --> 00:04:59.000]  兩個可以說是很低層次的門徒
[00:04:59.000 --> 00:05:04.000]  但是主耶穌卻是向他們這兩個人
[00:05:04.000 --> 00:05:10.000]  很特別的恩典向他們顯現
[00:05:10.000 --> 00:05:15.000]  他顯現的時候和他們一起走 一起聊天
[00:05:15.000 --> 00:05:17.000]  最後一起吃晚餐
[00:05:17.000 --> 00:05:27.000]  最特別的是在路途上一直和他們詳細講解聖經
[00:05:27.000 --> 00:05:34.000]  這段經歷可以說是表明教會的群體在裏面
[00:05:34.000 --> 00:05:38.000]  我們職位雖然有分別有不同
[00:05:38.000 --> 00:05:42.000]  但是神的恩典臨到一個人有多少呢?
[00:05:42.000 --> 00:05:49.000]  或者我們願意和神親近 和主耶穌親近的程度有多深呢?
[00:05:49.000 --> 00:05:55.000]  是不分我們的輩分 不分我們的職位高低
[00:05:55.000 --> 00:06:03.000]  是視乎神的恩典 加上是我們人怎樣向神回應
[00:06:03.000 --> 00:06:11.000]  你回應得認真深的 你就得到恩典和親近的程度更深
[00:06:11.000 --> 00:06:13.000]  其實這是一個很好的消息
[00:06:13.000 --> 00:06:22.000]  對我們有很大的安慰 是看我們自己
[00:06:22.000 --> 00:06:25.000]  在當日 聖經記載
[00:06:25.000 --> 00:06:33.000]  當那些婦女向使徒門徒匯報 說耶穌已經復活了
[00:06:33.000 --> 00:06:35.000]  聽到這個消息的時候
[00:06:35.000 --> 00:06:43.000]  我相信這兩個門徒是在十二門徒當中 或者還有其他人
[00:06:43.000 --> 00:06:45.000]  他們聽到這個消息
[00:06:45.000 --> 00:06:53.000]  但是使徒門徒所有人都不相信 婦女所說耶穌復活的消息
[00:06:53.000 --> 00:06:55.000]  因為 聖經記載
[00:06:55.000 --> 00:07:00.000]  是因為他們沒有親眼見到耶穌
[00:07:00.000 --> 00:07:10.000]  隨後這兩個門徒離開耶路撒冷
[00:07:10.000 --> 00:07:16.000]  要去到一個地方叫以馬五師 大約要走七里路
[00:07:16.000 --> 00:07:23.000]  在路上 耶穌顯現和他們一起行路 和他們一起聊天
[00:07:23.000 --> 00:07:27.000]  但是很奇怪 聖經記載他們說他們不認得耶穌
[00:07:27.000 --> 00:07:31.000]  你想想 不知道耶穌會不會很傷心
[00:07:31.000 --> 00:07:35.000]  你們剛剛才哭得七彩
[00:07:35.000 --> 00:07:39.000]  見到我反而不認得我 究竟是什麼意思
[00:07:39.000 --> 00:07:51.000]  當然我們知道 當聖經記載他們是蒙蔽了
[00:07:51.000 --> 00:07:54.000]  通常沒有說誰蒙蔽誰
[00:07:54.000 --> 00:07:58.000]  但是聖經的用語是給神
[00:07:58.000 --> 00:08:03.000]  神有意讓他們迷糊 迷糊即是蒙蔽
[00:08:03.000 --> 00:08:14.000]  以致他們經過一個過程之後能夠醒來
[00:08:14.000 --> 00:08:17.000]  這段聖經告訴我們
[00:08:17.000 --> 00:08:23.000]  如果我們對耶穌所說的話沒有信心來接受
[00:08:23.000 --> 00:08:32.000]  對祂所說的關於受死 復活 再來的說話沒有信心
[00:08:32.000 --> 00:08:38.000]  很可能我們將來見到耶穌時 不認得祂
[00:08:38.000 --> 00:08:40.000]  因為聖經一直說
[00:08:40.000 --> 00:08:44.000]  如果你對耶穌所說的話沒有心裝載
[00:08:44.000 --> 00:08:50.000]  你將來見到面都認不得祂
[00:08:50.000 --> 00:08:55.000]  我們對主耶穌的吩咐有多認真
[00:08:55.000 --> 00:08:59.000]  我們對祂的教導有沒有信心
[00:08:59.000 --> 00:09:02.000]  這段聖經告訴我們
[00:09:02.000 --> 00:09:08.000]  能夠幫助我們快些認得主耶穌
[00:09:08.000 --> 00:09:10.000]  有一個特別的方法就是
[00:09:10.000 --> 00:09:13.000]  我們要對聖經所說的話有信心
[00:09:13.000 --> 00:09:19.000]  要明白聖經 要對耶穌所說的話認真
[00:09:19.000 --> 00:09:21.000]  因為我們對祂熟悉
[00:09:21.000 --> 00:09:29.000]  對祂熟悉我們便很容易認得到祂
[00:09:29.000 --> 00:09:31.000]  這段聖經亦告訴我們
[00:09:31.000 --> 00:09:34.000]  我們除了需要聖經的認識之外
[00:09:34.000 --> 00:09:39.000]  其實我們需要在生活上與主同行
[00:09:39.000 --> 00:09:42.000]  在生活上和祂親近
[00:09:42.000 --> 00:09:46.000]  在生活上習慣上對祂認識的時候
[00:09:46.000 --> 00:09:50.000]  我們便容易認得祂
[00:09:50.000 --> 00:09:54.000]  我們多看幾節經文便會明白這個道理
[00:09:54.000 --> 00:09:59.000]  我們看路加福音24章25節
[00:09:59.000 --> 00:10:06.000]  「耶穌對他們說:無知的人先知所說的一切話
[00:10:06.000 --> 00:10:11.000]  你們的心信得太遲鈍了」26節
[00:10:11.000 --> 00:10:14.000]  「基督這樣受害又進入他的榮耀」
[00:10:14.000 --> 00:10:16.000]  這是指他復活的榮耀
[00:10:16.000 --> 00:10:19.000]  「豈不是應當的嗎」27節
[00:10:19.000 --> 00:10:22.000]  「於是從摩西和眾仙之起
[00:10:22.000 --> 00:10:25.000]  凡經上所指著自己的話
[00:10:25.000 --> 00:10:28.000]  都給他們講解明白了」
[00:10:28.000 --> 00:10:32.000]  我們便會想這兩個低層次的門徒
[00:10:32.000 --> 00:10:34.000]  是多麼的有福
[00:10:34.000 --> 00:10:36.000]  耶穌親自跟他們說這麼詳細
[00:10:36.000 --> 00:10:42.000]  去說聖經 多麼的有福
[00:10:42.000 --> 00:10:44.000]  很多人都會問
[00:10:44.000 --> 00:10:46.000]  究竟耶穌跟他們說了甚麼聖經
[00:10:46.000 --> 00:10:47.000]  為何現在不記載
[00:10:47.000 --> 00:10:49.000]  如果記載了就弄一個表出來
[00:10:49.000 --> 00:10:53.000]  我們便會立即明白
[00:10:53.000 --> 00:10:58.000]  究竟救恩的來龍去脈
[00:10:58.000 --> 00:11:06.000]  以及救恩主耶穌受苦受難的整個計劃是怎樣
[00:11:06.000 --> 00:11:08.000]  奇怪的是沒有
[00:11:08.000 --> 00:11:13.000]  將來有機會我們再詳細討論這個問題
[00:11:13.000 --> 00:11:20.000]  但我們相信主耶穌是一個概括的來解釋
[00:11:20.000 --> 00:11:24.000]  在各個先知或摩西五經裏
[00:11:24.000 --> 00:11:27.000]  跟主耶穌 即是寓言主耶穌會降生受苦
[00:11:27.000 --> 00:11:36.000]  我們知道以賽亞書講很多主耶穌受苦的寓言
[00:11:36.000 --> 00:11:40.000]  我們再跳去看第三十節
[00:11:40.000 --> 00:11:43.000]  「到了坐直的時候
[00:11:43.000 --> 00:11:47.000]  耶穌拿起餅來, 祝謝了, 抹開, 締給他們。」
[00:11:47.000 --> 00:11:49.000]  這句說話很熟悉
[00:11:49.000 --> 00:11:54.000]  很多地方都有記載用同樣的說話的經文
[00:11:54.000 --> 00:11:55.000]  三十一節
[00:11:55.000 --> 00:12:02.000]  「他們的眼睛明亮了, 者才認出他來, 忽然耶穌不見了。」
[00:12:02.000 --> 00:12:08.000]  這兩個門徒是在耶穌抹餅的時候認出他來
[00:12:08.000 --> 00:12:15.000]  我相信主耶穌在很多的生活習慣裏
[00:12:15.000 --> 00:12:19.000]  他一定有一些很固定的生活習慣
[00:12:19.000 --> 00:12:23.000]  就是每次在進餐之前
[00:12:23.000 --> 00:12:28.000]  他有一個固定的感恩的方式或說話
[00:12:28.000 --> 00:12:35.000]  就是他會拿起餅, 祝謝, 抹開, 締給門徒
[00:12:35.000 --> 00:12:39.000]  次序或方式我相信是相當一致
[00:12:39.000 --> 00:12:43.000]  這兩個門徒相信都會跟隨了耶穌
[00:12:43.000 --> 00:12:47.000]  一年, 兩年, 三年的時間
[00:12:47.000 --> 00:12:52.000]  他們對主耶穌這個習慣一定會很熟悉
[00:12:52.000 --> 00:12:58.000]  所以一見到主耶穌同樣的動作說話的時候
[00:12:58.000 --> 00:13:02.000]  其實最重要是加上已經有一個預公
[00:13:02.000 --> 00:13:06.000]  就是主耶穌之前幫他們講了很多聖經
[00:13:06.000 --> 00:13:07.000]  他們開始明白
[00:13:07.000 --> 00:13:09.000]  而且後來那裏記載說
[00:13:09.000 --> 00:13:12.000]  他們心裏已經有一股火熱, 是聖靈的引導
[00:13:12.000 --> 00:13:16.000]  所以加上這個生活的習慣
[00:13:16.000 --> 00:13:20.000]  他們立即認出這個是主耶穌
[00:13:20.000 --> 00:13:22.000]  主耶穌的目標已經達到
[00:13:22.000 --> 00:13:25.000]  就是讓他們知道主已經復活
[00:13:25.000 --> 00:13:28.000]  因此暫時離開他們
[00:13:28.000 --> 00:13:44.000]  我們再看其他的聖經
[00:13:44.000 --> 00:13:49.000]  我們看看主耶穌慣用的這句說話
[00:13:49.000 --> 00:13:53.000]  我們看路加福音九章十六節
[00:13:53.000 --> 00:13:59.000]  九章十六節是講五餅二魚的故事
[00:13:59.000 --> 00:14:03.000]  九章十六節說
[00:14:03.000 --> 00:14:08.000]  耶穌拿著這五個餅, 兩條魚, 望著天祝福
[00:14:08.000 --> 00:14:09.000]  祝福就是祝謝
[00:14:09.000 --> 00:14:11.000]  翻譯的時候有些字不同
[00:14:11.000 --> 00:14:14.000]  望著天祝謝, 張開第七門徒
[00:14:14.000 --> 00:14:17.000]  同樣的字句
[00:14:17.000 --> 00:14:22.000]  然後我們再看路加福音二十二章十九節
[00:14:22.000 --> 00:14:33.000]  這裏是講最後晚餐的故事
[00:14:33.000 --> 00:14:34.000]  在最後晚餐的時候
[00:14:34.000 --> 00:14:38.000]  祂拿起餅來, 祝謝了, 就張開第二級他門
[00:14:38.000 --> 00:14:43.000]  這兩節的經文都顯示出
[00:14:43.000 --> 00:14:45.000]  耶穌無論在公開的場合
[00:14:45.000 --> 00:14:49.000]  或者在私下裏跟門徒一起進餐的時候
[00:14:49.000 --> 00:14:56.000]  祂都是用同樣的方式說話來感恩
[00:14:56.000 --> 00:15:01.000]  當這些門徒跟主耶穌相處了一段時間
[00:15:01.000 --> 00:15:04.000]  他們就很自然記得這個習慣
[00:15:04.000 --> 00:15:07.000]  或者他們自己都可能會有這個習慣
[00:15:07.000 --> 00:15:11.000]  所以他認識主耶穌
[00:15:14.000 --> 00:15:19.000]  我相信如果我們常常留心
[00:15:19.000 --> 00:15:23.000]  按主的吩咐來生活
[00:15:23.000 --> 00:15:25.000]  將來我們一定
[00:15:25.000 --> 00:15:26.000]  見到主面的時候
[00:15:26.000 --> 00:15:33.000]  我們一定很快就認得祂
[00:15:33.000 --> 00:15:36.000]  這是第二
[00:15:36.000 --> 00:15:38.000]  剛才已經講了兩點
[00:15:38.000 --> 00:15:40.000]  第一
[00:15:40.000 --> 00:15:45.000]  我們要熟悉聖經的說話
[00:15:45.000 --> 00:15:46.000]  第二
[00:15:46.000 --> 00:15:49.000]  我們要在生活裏與主同行
[00:15:49.000 --> 00:15:51.000]  我們要認識主耶穌
[00:15:51.000 --> 00:15:53.000]  第三點就是
[00:15:53.000 --> 00:15:55.000]  現在要講的就是
[00:15:55.000 --> 00:15:58.000]  我們在耶穌裏面的希望
[00:15:58.000 --> 00:16:00.000]  是靠什麼來維持呢?
[00:16:00.000 --> 00:16:03.000]  耶穌復活帶給我們希望
[00:16:03.000 --> 00:16:07.000]  我們怎樣去維持這個希望呢?
[00:16:07.000 --> 00:16:11.000]  會不會淡下來呢?
[00:16:11.000 --> 00:16:13.000]  在路上的時候
[00:16:13.000 --> 00:16:15.000]  耶穌問兩個門徒
[00:16:15.000 --> 00:16:19.000]  問他們為什麼面帶愁容呢?
[00:16:19.000 --> 00:16:24.000]  我們看二十四章十九節
[00:16:24.000 --> 00:16:27.000]  他們說
[00:16:27.000 --> 00:16:30.000]  就是拿撒勒人耶穌的事
[00:16:30.000 --> 00:16:34.000]  他試過先知在神和眾百姓面前
[00:16:34.000 --> 00:16:36.000]  說話行事都有大能
[00:16:36.000 --> 00:16:38.000]  二十節
[00:16:38.000 --> 00:16:40.000]  祭司長和我們的官府
[00:16:40.000 --> 00:16:42.000]  竟把他解去定了死罪
[00:16:42.000 --> 00:16:44.000]  釘在十字架上
[00:16:44.000 --> 00:16:45.000]  也一節
[00:16:45.000 --> 00:16:47.000]  但我們素來所盼望
[00:16:47.000 --> 00:16:50.000]  要屬以色列民的就是他
[00:16:50.000 --> 00:16:54.000]  但是現在他已經死了三日
[00:16:54.000 --> 00:16:57.000]  這句聖經是表達門徒的心聲
[00:16:57.000 --> 00:16:59.000]  是什麼呢?
[00:16:59.000 --> 00:17:05.000]  他們人生的希望已經幻滅了
[00:17:05.000 --> 00:17:07.000]  接著二十二、二十三節這樣說
[00:17:07.000 --> 00:17:09.000]  我們中間有幾個婦女
[00:17:09.000 --> 00:17:11.000]  然後二十三節說
[00:17:11.000 --> 00:17:17.000]  看見了天使顯現說耶穌已經復活了
[00:17:17.000 --> 00:17:18.000]  二十四節
[00:17:18.000 --> 00:17:22.000]  又有我們的幾個人往墳墓那裡去
[00:17:22.000 --> 00:17:25.000]  只是沒有看見他
[00:17:25.000 --> 00:17:27.000]  這段經文告訴我們
[00:17:27.000 --> 00:17:29.000]  兩個門徒他們愁眉苦臉
[00:17:29.000 --> 00:17:32.000]  是因為人生沒有了希望
[00:17:32.000 --> 00:17:35.000]  而這種希望為什麼不能重得呢?
[00:17:35.000 --> 00:17:37.000]  是因為他們沒有信心
[00:17:37.000 --> 00:17:44.000]  而沒有信心是因為他們沒有親眼見到復活的主
[00:17:44.000 --> 00:17:48.000]  他們沒有親眼見到就沒有信心相信
[00:17:48.000 --> 00:17:51.000]  所以仍然愁眉苦臉
[00:17:51.000 --> 00:17:57.000]  仍然覺得人生沒有希望
[00:17:57.000 --> 00:18:01.000]  如果將這段聖經去應用在我們的生活上
[00:18:01.000 --> 00:18:05.000]  要親眼見到復活的主
[00:18:05.000 --> 00:18:07.000]  這是很大的恩怨
[00:18:07.000 --> 00:18:12.000]  可以比喻為我們要得到實質的恩惠
[00:18:12.000 --> 00:18:18.000]  不眼看見、不手捧著的
[00:18:18.000 --> 00:18:21.000]  我們不是那麼有信心
[00:18:21.000 --> 00:18:23.000]  什麼叫做實質的恩惠呢?
[00:18:23.000 --> 00:18:33.000]  很簡單就是金錢、名利、健康、房屋、汽車、學業、生意
[00:18:33.000 --> 00:18:37.000]  各種的成就
[00:18:37.000 --> 00:18:39.000]  我們對主耶穌的信心
[00:18:39.000 --> 00:18:41.000]  對人生的希望
[00:18:41.000 --> 00:18:47.000]  是不是要得到這些實質的恩惠才可以有呢?
[00:18:47.000 --> 00:18:50.000]  如果沒有了這些實質的恩惠
[00:18:50.000 --> 00:18:53.000]  我們是否沒有信心呢?
[00:18:53.000 --> 00:18:56.000]  我們是否沒有希望呢?
[00:18:56.000 --> 00:18:58.000]  如果是這樣的話
[00:18:58.000 --> 00:18:59.000]  正如保羅所說
[00:18:59.000 --> 00:19:04.000]  我們比未信的人更加可憐
[00:19:04.000 --> 00:19:06.000]  所以不是這樣
[00:19:06.000 --> 00:19:09.000]  我們的信心不是建基於實質的恩惠上
[00:19:09.000 --> 00:19:12.000]  神當然有恩典、憐憫
[00:19:12.000 --> 00:19:17.000]  祂有時比不同的人有不同的實質的恩典
[00:19:17.000 --> 00:19:20.000]  但不要忘記最重要的是
[00:19:20.000 --> 00:19:23.000]  神給我們屬靈、生命上的恩典
[00:19:23.000 --> 00:19:32.000]  祂的話語上的能力和恩典
[00:19:32.000 --> 00:19:35.000]  最後一個問題
[00:19:35.000 --> 00:19:40.000]  我們怎樣可以知道我們對復活的主有信心
[00:19:40.000 --> 00:19:43.000]  對人生有希望呢?
[00:19:43.000 --> 00:19:45.000]  怎樣知道呢?
[00:19:45.000 --> 00:19:48.000]  我們怎樣可以證明呢?
[00:19:48.000 --> 00:19:52.000]  答案在第32節
[00:19:52.000 --> 00:19:54.000]  「他們彼此說:
[00:19:54.000 --> 00:19:57.000]  在路上他和我們說話
[00:19:57.000 --> 00:19:59.000]  給我們講解聖經的時候
[00:19:59.000 --> 00:20:05.000]  我們的心豈不是火熱的嗎?」
[00:20:05.000 --> 00:20:08.000]  我們苦心自問
[00:20:08.000 --> 00:20:17.000]  我們有沒有這種火熱的心呢?
[00:20:17.000 --> 00:20:26.000]  我們有沒有這個心志去完成主交託給我們的使命呢?
[00:20:26.000 --> 00:20:31.000]  我們有沒有這個火熱的心為神的國來抗戰呢?
[00:20:31.000 --> 00:20:38.000]  我們敢不敢覺得我們有這種火熱呢?
[00:20:38.000 --> 00:20:42.000]  這個好像只有我們去反省
[00:20:42.000 --> 00:20:43.000]  弟兄姊妹
[00:20:43.000 --> 00:20:46.000]  求神給我們指引
[00:20:46.000 --> 00:20:50.000]  特別是要配合將來新堂子的啟用
[00:20:50.000 --> 00:20:55.000]  求神賜給我們每一個人都能夠為他的大使命
[00:20:55.000 --> 00:20:58.000]  為神的國度擴展而有火熱的心
