
[00:00:00.000 --> 00:00:06.000]  今季正道的書卷是用阿摩斯書和約拿書
[00:06:31.000 --> 00:06:37.000]  對他的工作表現覺得欠佳
[00:06:37.000 --> 00:06:40.000]  未能好好接觸病人
[00:06:40.000 --> 00:06:43.000]  他是一位言語治療師
[00:06:43.000 --> 00:06:48.000]  其實他前一年的考績報告非常好
[00:06:48.000 --> 00:06:53.000]  所以我妹妹就叫我和另一位妹夫一起
[00:06:53.000 --> 00:06:55.000]  慰著他來禱告
[00:06:55.000 --> 00:07:00.000]  當然他本人也是更多的
[00:07:00.000 --> 00:07:04.000]  以禱告教託去親近神
[00:07:04.000 --> 00:07:07.000]  我們都是適當的時候
[00:07:07.000 --> 00:07:10.000]  用神的說話去鼓勵他
[00:07:10.000 --> 00:07:12.000]  為他禱告
[00:07:12.000 --> 00:07:14.000]  有半年的時間
[00:07:14.000 --> 00:07:17.000]  他有面對很大的壓力
[00:07:17.000 --> 00:07:21.000]  因為神自己的引導
[00:07:21.000 --> 00:07:24.000]  在他教會當中有一位弟兄
[00:07:24.000 --> 00:07:31.000]  原來曾經經歷過一位不體諒的上師
[00:07:31.000 --> 00:07:34.000]  所以他也是教他
[00:07:34.000 --> 00:07:38.000]  怎樣來面對他的同事上師
[00:07:38.000 --> 00:07:42.000]  感恩他有另一位上師
[00:07:42.000 --> 00:07:47.000]  幫他督導他的工作
[00:07:47.000 --> 00:07:55.000]  所以不是全部由這位不體諒的上師去體察
[00:07:55.000 --> 00:07:59.000]  慢慢神真的為他開路
[00:07:59.000 --> 00:08:04.000]  結果他通過了這次的考績報告
[00:08:04.000 --> 00:08:06.000]  當然他很開心
[00:08:06.000 --> 00:08:10.000]  他知道神一直在幫他
[00:08:10.000 --> 00:08:12.000]  在三個月前
[00:08:12.000 --> 00:08:15.000]  他轉了一份新的工作
[00:08:15.000 --> 00:08:19.000]  為免繼續受這個不體諒的上師
[00:08:19.000 --> 00:08:23.000]  來面對他的不開心
[00:08:23.000 --> 00:08:26.000]  所以他做了三個月之後
[00:08:26.000 --> 00:08:29.000]  他跟我們分享說真的很感謝神
[00:08:29.000 --> 00:08:31.000]  他真的做得很開心
[00:08:31.000 --> 00:08:34.000]  因為除了這位上師
[00:08:34.000 --> 00:08:40.000]  其他的上師對他的評語也是很好
[00:08:40.000 --> 00:08:45.000]  真的體會到神在他需要的時候
[00:08:45.000 --> 00:08:49.000]  成為他很大的幫助
[00:08:49.000 --> 00:08:51.000]  在第十節提到
[00:08:51.000 --> 00:08:58.000]  以色列是憎恨城門口責備人的
[00:08:58.000 --> 00:09:09.000]  真會那些講正直話的拒絕讓真理去管理他們的生活
[00:09:09.000 --> 00:09:18.000]  問題是他們不願意離開自己習慣了的不法犯罪的途徑
[00:09:18.000 --> 00:09:24.000]  他們讓公平變為陰塵很苦毒
[00:09:24.000 --> 00:09:27.000]  他們的罪有多大呢?
[00:09:27.000 --> 00:09:29.000]  在第十二節有提到
[00:09:29.000 --> 00:09:31.000]  他們凋棄公義
[00:09:31.000 --> 00:09:36.000]  繼續去聖殿敬拜
[00:09:36.000 --> 00:09:41.000]  但是行為沒什麼改變
[00:09:41.000 --> 00:09:45.000]  因為他們真會講正直話的
[00:09:45.000 --> 00:09:48.000]  唯有神和他的說話
[00:09:48.000 --> 00:09:53.000]  可以成為我們生命的更新和改變
[00:09:53.000 --> 00:09:58.000]  幫助我們體會到離開罪惡
[00:09:58.000 --> 00:10:01.000]  如果要謙卑和神同行
[00:10:01.000 --> 00:10:06.000]  我們都需要去愛慕神自己的話
[00:10:06.000 --> 00:10:09.000]  向上去研讀聖言
[00:10:09.000 --> 00:10:11.000]  因為神的說話
[00:10:11.000 --> 00:10:16.000]  他的靈都可以對我們有更多的教導提醒
[00:10:16.000 --> 00:10:20.000]  讓我們去明白神的心意
[00:10:20.000 --> 00:10:26.000]  第二方面我們要在謙卑當中和神同行
[00:10:26.000 --> 00:10:31.000]  願意去信服神自己的大靈
[00:10:31.000 --> 00:10:34.000]  阿摩斯在第十一節說
[00:10:34.000 --> 00:10:36.000]  「卻你們踐踏貧民
[00:10:36.000 --> 00:10:39.000]  向他們勒索麥子
[00:10:39.000 --> 00:10:42.000]  你們用作過的石頭建造房屋
[00:10:42.000 --> 00:10:45.000]  卻不得住在其內
[00:10:45.000 --> 00:10:47.000]  栽種美好的葡萄園
[00:10:47.000 --> 00:10:51.000]  卻不得喝所出的酒」
[00:10:51.000 --> 00:10:56.000]  貧民講到缺乏資源的百姓
[00:10:56.000 --> 00:11:00.000]  也是因此得不到賠償
[00:11:00.000 --> 00:11:05.000]  他們在一群弱勢社群
[00:11:05.000 --> 00:11:07.000]  欺負他們的人
[00:11:07.000 --> 00:11:10.000]  不會受到一些處罰
[00:11:10.000 --> 00:11:13.000]  如果你看十二十三節提到
[00:11:13.000 --> 00:11:17.000]  「你們苦待義人
[00:11:17.000 --> 00:11:18.000]  收受賄賂
[00:11:18.000 --> 00:11:21.000]  在城門口屈往窮乏人
[00:11:21.000 --> 00:11:25.000]  所以通達人見這樣的時勢
[00:11:25.000 --> 00:11:27.000]  必靜默不言」
[00:11:27.000 --> 00:11:30.000]  因為時勢真惡
[00:11:30.000 --> 00:11:35.000]  他們去伯特利調性
[00:11:35.000 --> 00:11:38.000]  好像一個假日的旅程
[00:11:38.000 --> 00:11:43.000]  失卻了嚴肅一個屬靈的目標
[00:11:43.000 --> 00:11:48.000]  就是好好的去敬拜這位真神
[00:11:48.000 --> 00:11:52.000]  去信服祂的教導
[00:11:52.000 --> 00:11:53.000]  在十四節
[00:11:53.000 --> 00:11:57.000]  「你們要求善就必存活
[00:11:57.000 --> 00:12:00.000]  這樣要說萬君之臣
[00:12:00.000 --> 00:12:02.000]  必照你們所說的
[00:12:02.000 --> 00:12:05.000]  與你們同在」
[00:12:05.000 --> 00:12:07.000]  主與我們同在
[00:12:07.000 --> 00:12:11.000]  意思就是與我們和好
[00:12:11.000 --> 00:12:14.000]  神人之間的關係沒有阻隔
[00:12:14.000 --> 00:12:16.000]  而充滿著和諧
[00:12:16.000 --> 00:12:19.000]  雙方可以一起同行
[00:12:19.000 --> 00:12:21.000]  就好像你與家人
[00:12:21.000 --> 00:12:23.000]  好友出外
[00:12:23.000 --> 00:12:27.000]  一起同行相聚一樣
[00:12:27.000 --> 00:12:30.000]  因為彼此都了解
[00:12:30.000 --> 00:12:34.000]  彼此願意一起來相處
[00:12:34.000 --> 00:12:38.000]  以為他們向神獻祭
[00:12:38.000 --> 00:12:41.000]  神就會與他們同在
[00:12:41.000 --> 00:12:44.000]  但是他們需要氣絕
[00:12:44.000 --> 00:12:46.000]  氣惡去行善
[00:12:46.000 --> 00:12:50.000]  只能得著神的月立
[00:12:50.000 --> 00:12:51.000]  在十五節說到
[00:12:51.000 --> 00:12:55.000]  「向約瑟的愚民施恩」
[00:12:55.000 --> 00:12:58.000]  顯示神的審判之下
[00:12:58.000 --> 00:13:03.000]  百姓不會全部被毀滅
[00:13:03.000 --> 00:13:08.000]  因為神願意給機會憐憫他們
[00:13:08.000 --> 00:13:13.000]  讓他們有一個迴轉的心歸向他
[00:13:13.000 --> 00:13:17.000]  百姓很輕易地去認定自己
[00:13:17.000 --> 00:13:20.000]  就是從神和好
[00:13:20.000 --> 00:13:22.000]  對阿摩斯來說
[00:13:22.000 --> 00:13:27.000]  不過顯得他們對神的認識不完整
[00:13:27.000 --> 00:13:31.000]  阿摩斯說到一個從神而來的信息
[00:13:31.000 --> 00:13:35.000]  形容一個充滿失望的情況
[00:13:35.000 --> 00:13:38.000]  到處都有哀哭
[00:13:38.000 --> 00:13:40.000]  在城裏邊、在鄉間
[00:13:40.000 --> 00:13:44.000]  每一個人都哀哭
[00:13:44.000 --> 00:13:49.000]  甚至不輕易流淚的農夫
[00:13:49.000 --> 00:13:54.000]  哀哭充斥著每一個階層的人
[00:13:54.000 --> 00:13:56.000]  以至在寬闊的地方
[00:13:56.000 --> 00:14:00.000]  在街市上一些商業活動
[00:14:00.000 --> 00:14:03.000]  都要停止
[00:14:03.000 --> 00:14:08.000]  平日充滿收葡萄喜樂的葡萄園的人
[00:14:08.000 --> 00:14:12.000]  也喜樂不再出現
[00:14:12.000 --> 00:14:16.000]  結果帶來徹底的失望
[00:14:16.000 --> 00:14:22.000]  你看看十八節至二十節
[00:14:22.000 --> 00:14:27.000]  「賞望耶和華日子來得有和了」
[00:14:27.000 --> 00:14:31.000]  「你們為何賞望耶和華的日子呢?」
[00:14:31.000 --> 00:14:34.000]  「那日黑暗沒有光明」
[00:14:34.000 --> 00:14:39.000]  「警方好像人躲避獅子又遇見熊」
[00:14:39.000 --> 00:14:44.000]  「或是進房屋以守靠牆就被蛇咬」
[00:14:44.000 --> 00:14:48.000]  「耶和華的日子不是黑暗沒有光明嗎?」
[00:14:48.000 --> 00:14:52.000]  「不是幽暗毫無光輝嗎?」
[00:14:52.000 --> 00:15:00.000]  其實耶和華的日子就是代表神要審判以色列的時候
[00:15:00.000 --> 00:15:04.000]  以色列人他們以為耶和華的日子
[00:15:04.000 --> 00:15:08.000]  就是指敵人要受挫敗
[00:15:08.000 --> 00:15:11.000]  他們自己得救
[00:15:11.000 --> 00:15:15.000]  在列國當中被高舉的時刻
[00:15:15.000 --> 00:15:21.000]  但是先知講到對於不幸公義的百姓來說
[00:15:21.000 --> 00:15:25.000]  這個日子對他們就是審判的日子
[00:15:25.000 --> 00:15:28.000]  沒有人能夠逃脫
[00:15:28.000 --> 00:15:32.000]  在七月初的時候
[00:15:32.000 --> 00:15:37.000]  大家都會在新聞上常常聽到
[00:15:37.000 --> 00:15:40.000]  港鐵沙中線很多站
[00:15:40.000 --> 00:15:45.000]  先後揭發了一些工程的問題
[00:15:45.000 --> 00:15:49.000]  其中會展站的承建商
[00:15:49.000 --> 00:15:52.000]  就按圖則來施工
[00:15:52.000 --> 00:15:56.000]  港鐵涉及知情不報
[00:15:56.000 --> 00:16:03.000]  上個月底應勞政處要求提交資料後
[00:16:03.000 --> 00:16:08.000]  拒絕進一步公開細節
[00:16:08.000 --> 00:16:14.000]  明報拿到會展站地盤的照片圖則
[00:16:14.000 --> 00:16:19.000]  顯示到原來承建商至少向下挖深了四米多
[00:16:19.000 --> 00:16:22.000]  沒有按著圖則的安裝
[00:16:22.000 --> 00:16:28.000]  最後一層有工自設來支撐兩邊的牆
[00:16:28.000 --> 00:16:32.000]  其實可以造成很大的災害
[00:16:32.000 --> 00:16:36.000]  可幸這個消息被揭發
[00:16:36.000 --> 00:16:41.000]  其實都會令到很多人失望
[00:16:41.000 --> 00:16:47.000]  可幸揭發了亦都可以加以補救
[00:16:47.000 --> 00:16:51.000]  來處理這些問題
[00:16:51.000 --> 00:16:56.000]  其實如果我們不是按著公義來行事
[00:16:56.000 --> 00:17:03.000]  很多時都是面對或令到人產生災難
[00:17:03.000 --> 00:17:07.000]  這個真是很恐怖
[00:17:07.000 --> 00:17:13.000]  第三方面在謙卑當中與神同行
[00:17:13.000 --> 00:17:18.000]  就是要實行公義和愛心
[00:17:18.000 --> 00:17:23.000]  如果你看一至二十四節
[00:17:23.000 --> 00:17:29.000]  講到百姓雖然很殷勤來獻祭
[00:17:29.000 --> 00:17:34.000]  但忽略了信仰生活的表現
[00:17:34.000 --> 00:17:38.000]  他們沒有實踐到公義和愛心
[00:17:38.000 --> 00:17:44.000]  可以說他們只是獻祭
[00:17:44.000 --> 00:17:49.000]  沒有真心去到神的面前敬拜祂
[00:17:49.000 --> 00:17:54.000]  即是說人在心不在
[00:17:54.000 --> 00:17:59.000]  所以神是厭惡他們的宗教活動
[00:17:59.000 --> 00:18:05.000]  包括研肅會、奏樂、歌唱等等
[00:18:05.000 --> 00:18:09.000]  神表示沒有閱立他們所獻的祭
[00:18:09.000 --> 00:18:12.000]  讓他們的歌聲遠離他們
[00:18:12.000 --> 00:18:14.000]  神都不想聽
[00:18:14.000 --> 00:18:19.000]  第四節說:為願公平如大水滾滾
[00:18:19.000 --> 00:18:22.000]  使公羽如江河滔滔
[00:18:22.000 --> 00:18:27.000]  以色列人為了表示敬虔去到吉格
[00:18:27.000 --> 00:18:30.000]  來敬拜主
[00:18:30.000 --> 00:18:33.000]  但是他們回家的時候
[00:18:33.000 --> 00:18:38.000]  就將這些宗教的意義放下
[00:18:38.000 --> 00:18:43.000]  即是說他們根本是為了去獻祭
[00:18:43.000 --> 00:18:48.000]  而獻祭,沒有真心來朝見主
[00:18:48.000 --> 00:18:50.000]  朝聖者雖然滾滾而來
[00:18:50.000 --> 00:18:54.000]  去參與他們一些節旗的活動
[00:18:54.000 --> 00:19:01.000]  但是沒有實踐到神給他們的說話
[00:19:01.000 --> 00:19:04.000]  行公義、好憐憫
[00:19:04.000 --> 00:19:09.000]  要愛神、愛人這些律法
[00:19:09.000 --> 00:19:13.000]  這些大誡明
[00:19:13.000 --> 00:19:16.000]  公平就說明我們日常生活當中
[00:19:16.000 --> 00:19:21.000]  是有一個正確道德的操守
[00:19:21.000 --> 00:19:24.000]  聖經提到公平的法馬
[00:19:24.000 --> 00:19:27.000]  如果我們去買東西
[00:19:27.000 --> 00:19:33.000]  如果那個磅是公正的
[00:19:33.000 --> 00:19:38.000]  就是我們可以受到公平對待
[00:19:38.000 --> 00:19:40.000]  買到我們應得的
[00:19:40.000 --> 00:19:44.000]  如果是含有惡稱的磅
[00:19:44.000 --> 00:19:50.000]  表示是騙了我們應得的一部分
[00:19:50.000 --> 00:19:53.000]  近期亦都提到屋邨裏面
[00:19:53.000 --> 00:19:56.000]  鉛水超標的問題
[00:19:56.000 --> 00:20:00.000]  都是危害居民的健康
[00:20:00.000 --> 00:20:04.000]  這個不是一個公義的事情
[00:20:04.000 --> 00:20:06.000]  有議員都是不值
[00:20:06.000 --> 00:20:09.000]  要求政府要正視這個問題
[00:20:09.000 --> 00:20:12.000]  不要推卸責任
[00:20:12.000 --> 00:20:19.000]  其實,神是要找跟隨祂的人
[00:20:19.000 --> 00:20:21.000]  在祂的生命當中
[00:20:21.000 --> 00:20:28.000]  能夠持續地去實踐公平、公義
[00:20:28.000 --> 00:20:31.000]  和主對人那份的愛
[00:20:31.000 --> 00:20:37.000]  讓我們可以去見證主的大能、公義
[00:20:37.000 --> 00:20:40.000]  在耶利米書七章有提到
[00:20:40.000 --> 00:20:42.000]  因為我將你們列祖
[00:20:42.000 --> 00:20:45.000]  從埃及地領出來的那日
[00:20:45.000 --> 00:20:49.000]  凡祭平安祭的事,我並沒有提說
[00:20:49.000 --> 00:20:52.000]  也沒有吩咐他們
[00:20:52.000 --> 00:20:54.000]  我只吩咐他們這一見
[00:20:54.000 --> 00:20:59.000]  你們行我所吩咐的一切道
[00:20:59.000 --> 00:21:02.000]  就可以得福
[00:21:02.000 --> 00:21:05.000]  就是實踐主的說話
[00:21:05.000 --> 00:21:08.000]  就可以得著神自己的賜福
[00:21:08.000 --> 00:21:12.000]  表示到我們信服
[00:21:12.000 --> 00:21:15.000]  進行神的說話
[00:21:15.000 --> 00:21:19.000]  是聖於獻上一些祭物
[00:21:19.000 --> 00:21:24.000]  幸到可以取悅神自己
[00:21:24.000 --> 00:21:27.000]  近日熱門的新聞
[00:21:27.000 --> 00:21:32.000]  泰國一班少年足球隊獲救的消息
[00:21:32.000 --> 00:21:35.000]  都讓我們看到很多人
[00:21:35.000 --> 00:21:39.000]  在當中付出愛心、努力
[00:21:39.000 --> 00:21:45.000]  那份良善、幫助
[00:21:45.000 --> 00:21:48.000]  有一位年青的教練
[00:21:48.000 --> 00:21:54.000]  竟然曾經八年做和尚
[00:21:54.000 --> 00:21:57.000]  他知道如何在洞穴裡
[00:21:57.000 --> 00:22:00.000]  找乾淨的水來喝
[00:22:00.000 --> 00:22:03.000]  讓他自己不致生病
[00:22:03.000 --> 00:22:10.000]  他的靜坐是幫自己保養體力
[00:22:10.000 --> 00:22:13.000]  保持有這個體力
[00:22:13.000 --> 00:22:18.000]  這些經驗正正都可以幫助這些少年人
[00:22:18.000 --> 00:22:25.000]  他們在當中經歷十幾天不見天日的日子
[00:22:25.000 --> 00:22:29.000]  而且他們還可以有精神、有禮貌的
[00:22:29.000 --> 00:22:33.000]  出來跟人打招呼
[00:22:33.000 --> 00:22:37.000]  其次就是出事的地點
[00:22:37.000 --> 00:22:40.000]  那位省長根據法律
[00:22:40.000 --> 00:22:45.000]  被任命為這件救援工作的指揮官
[00:22:45.000 --> 00:22:49.000]  他本身是大學研究所讀書的時候
[00:22:49.000 --> 00:22:54.000]  主修大地測量學
[00:22:54.000 --> 00:22:59.000]  是一門測量和描繪地球表面的學科
[00:22:59.000 --> 00:23:06.000]  對於了解地形結構和策劃出整個拯救行動
[00:23:06.000 --> 00:23:09.000]  是有很大的幫助
[00:23:09.000 --> 00:23:14.000]  另外經過一位洞穴潛水專家約翰
[00:23:14.000 --> 00:23:20.000]  他是第一個看到這班失蹤的男孩
[00:23:20.000 --> 00:23:27.000]  他說我一直懷疑我為什麼對洞穴潛水這麼著迷
[00:23:27.000 --> 00:23:31.000]  當我發現這些小孩子的時候
[00:23:31.000 --> 00:23:34.000]  我知道上帝在這一生裡
[00:23:34.000 --> 00:23:41.000]  預備我來做這件事情
[00:23:41.000 --> 00:23:45.000]  原來在泰國的洞穴拯救行動當中
[00:23:45.000 --> 00:23:50.000]  當孩子和教練失去了聯絡
[00:23:50.000 --> 00:23:52.000]  這十幾天裡
[00:23:52.000 --> 00:23:58.000]  英國有好幾位專業的洞穴潛水員
[00:23:58.000 --> 00:24:01.000]  很主動去到青萊
[00:24:01.000 --> 00:24:05.000]  這幾位已經是退休的老人
[00:24:05.000 --> 00:24:08.000]  但是他們進入漆黑的洞穴
[00:24:08.000 --> 00:24:11.000]  來找這些少年人
[00:24:11.000 --> 00:24:14.000]  一路走一路爬一路潛水
[00:24:14.000 --> 00:24:18.000]  當他們的繩索已經用盡
[00:24:18.000 --> 00:24:22.000]  英國這位潛水人
[00:24:22.000 --> 00:24:25.000]  將他的頭冒出一些污水
[00:24:25.000 --> 00:24:28.000]  去看一下周圍的環境的時候
[00:24:28.000 --> 00:24:32.000]  竟然發覺有幾十雙眼看著他
[00:24:32.000 --> 00:24:34.000]  就是這班孩童
[00:24:34.000 --> 00:24:41.000]  如果他的繩索早五米或遲五米用盡
[00:24:41.000 --> 00:24:44.000]  其實都會失去幫助
[00:24:44.000 --> 00:24:48.000]  遇到這班孩子的
[00:24:48.000 --> 00:24:51.000]  他說神真的很奇妙
[00:24:51.000 --> 00:24:54.000]  去施行他的神蹟
[00:24:54.000 --> 00:25:01.000]  他感受到其實神在當中來幫助
[00:25:01.000 --> 00:25:05.000]  在謙卑當中和神同行
[00:25:05.000 --> 00:25:10.000]  是很需要我們懷著一個謙卑的心
[00:25:10.000 --> 00:25:12.000]  愛慕神的話語
[00:25:12.000 --> 00:25:16.000]  讓我們可以明白神自己的心意
[00:25:16.000 --> 00:25:18.000]  信服祂的大理
[00:25:18.000 --> 00:25:22.000]  持續來實踐公義
[00:25:22.000 --> 00:25:25.000]  以愛心行事
[00:25:25.000 --> 00:25:28.000]  盼望這成為我們的立志
[00:25:28.000 --> 00:25:33.000]  讓我們謙卑來親近我們的主
[00:25:33.000 --> 00:25:38.000]  我們也有時間來禱告
[00:25:38.000 --> 00:25:49.000]  讓神的話成為我們的激勵
[00:25:49.000 --> 00:25:52.000]  親愛的恩主
[00:25:52.000 --> 00:25:54.000]  多謝你
[00:25:54.000 --> 00:25:58.000]  透過你的話語
[00:25:58.000 --> 00:26:03.000]  讓我們看到神祢自己對以色列人
[00:26:03.000 --> 00:26:06.000]  那份憐憫愛護
[00:26:06.000 --> 00:26:09.000]  多次給他們機會去悔改
[00:26:09.000 --> 00:26:12.000]  回轉去歸向你
[00:26:12.000 --> 00:26:16.000]  縱然他們沒有珍惜這些機會
[00:26:16.000 --> 00:26:22.000]  你仍然樂意給他們機會
[00:26:22.000 --> 00:26:23.000]  主啊
[00:26:23.000 --> 00:26:27.000]  有我們眾人在祢的庚前
[00:26:27.000 --> 00:26:30.000]  多有一個警醒
[00:26:30.000 --> 00:26:32.000]  迎見祢的心
[00:26:32.000 --> 00:26:35.000]  賜給我們謙卑
[00:26:35.000 --> 00:26:39.000]  願意和祢更多的親近
[00:26:39.000 --> 00:26:41.000]  體察祢的心意
[00:26:41.000 --> 00:26:45.000]  在我們生命當中的主權
[00:26:45.000 --> 00:26:47.000]  祢的計劃
[00:26:47.000 --> 00:26:52.000]  讓我們能夠一心去跟隨祢
[00:26:52.000 --> 00:26:56.000]  信服祢的大理
[00:26:56.000 --> 00:27:01.000]  和人去分享祢的慈愛公義
[00:27:01.000 --> 00:27:05.000]  以上的祈禱是奉主耶穌基督的名
[00:27:05.000 --> 00:27:06.000]  阿門
