
[00:00:00.000 --> 00:00:03.000]  第一次會耶穌說你們要完全
[00:03:21.000 --> 00:03:24.000]  這個新造的人不是你想新就新
[00:03:24.000 --> 00:03:26.000]  是聖靈在你裡面
[00:03:26.000 --> 00:03:28.000]  重生
[00:03:28.000 --> 00:03:30.000]  使你從罪惡中間活過來
[00:03:30.000 --> 00:03:32.000]  死在罪惡中間活過來
[00:03:32.000 --> 00:03:33.000]  有新的靈
[00:03:33.000 --> 00:03:36.000]  而提多書第三章第五節說到
[00:03:36.000 --> 00:03:39.000]  是聖靈的更新
[00:03:39.000 --> 00:03:41.000]  留意
[00:03:41.000 --> 00:03:43.000]  更新之後
[00:03:43.000 --> 00:03:45.000]  不是就新原來算數
[00:03:45.000 --> 00:03:47.000]  基督徒的生命是
[00:03:47.000 --> 00:03:49.000]  羅馬書第十二章說
[00:03:49.000 --> 00:03:52.000]  不斷的變化
[00:03:52.000 --> 00:03:54.000]  這個不斷變化的過程裡
[00:03:54.000 --> 00:03:57.000]  要你逐步逐步
[00:03:57.000 --> 00:04:00.000]  將世俗的東西抗拒了
[00:04:00.000 --> 00:04:05.000]  然後不斷領受新的因典
[00:04:05.000 --> 00:04:09.000]  如果沒有這個現象過程
[00:04:09.000 --> 00:04:10.000]  不要說別的
[00:04:10.000 --> 00:04:12.000]  就是說你的身體
[00:04:12.000 --> 00:04:13.000]  如果有一天你的身體
[00:04:13.000 --> 00:04:17.000]  不懂得新陳代謝的時候
[00:04:17.000 --> 00:04:18.000]  我可以肯定告訴你
[00:04:18.000 --> 00:04:20.000]  一定是醫生宣判
[00:04:20.000 --> 00:04:24.000]  要蓋白布的時候
[00:04:24.000 --> 00:04:26.000]  當基督徒的生命不能夠新陳代謝
[00:04:26.000 --> 00:04:29.000]  新的生命不能夠新陳代謝的時候
[00:04:29.000 --> 00:04:36.000]  其實你在神的眼目中間已經死了
[00:04:36.000 --> 00:04:38.000]  所以弟兄姊妹
[00:04:38.000 --> 00:04:40.000]  我們因順稱宜
[00:04:40.000 --> 00:04:41.000]  這個稱宜
[00:04:41.000 --> 00:04:44.000]  不是你說宜就宜
[00:04:44.000 --> 00:04:48.000]  是祂說你沒事你就宜
[00:04:48.000 --> 00:04:50.000]  誠聖不是你修煉
[00:04:50.000 --> 00:04:52.000]  就是達到某個境界
[00:04:52.000 --> 00:04:54.000]  就是被人推你是聖人
[00:04:54.000 --> 00:04:56.000]  Never
[00:04:56.000 --> 00:04:59.000]  誠聖是神的工作
[00:04:59.000 --> 00:05:03.000]  好像我們得救是神的工作一樣
[00:05:03.000 --> 00:05:06.000]  如果我們的稱宜
[00:05:06.000 --> 00:05:07.000]  被稱為宜
[00:05:07.000 --> 00:05:11.000]  是需要用信心和謙卑的話
[00:05:11.000 --> 00:05:15.000]  那麼我們的誠聖更像基督
[00:05:15.000 --> 00:05:22.000]  都必須要信靠與信服
[00:05:22.000 --> 00:05:24.000]  基督徒在信的程序上
[00:05:24.000 --> 00:05:26.000]  很多時候都想努力做
[00:05:26.000 --> 00:05:29.000]  但是一做到信服的時候
[00:05:29.000 --> 00:05:32.000]  就十居其九地投降
[00:05:32.000 --> 00:05:34.000]  因為不容易做
[00:05:34.000 --> 00:05:36.000]  信服就說你無法作主
[00:05:36.000 --> 00:05:39.000]  但這個世界潮流文化
[00:05:39.000 --> 00:05:41.000]  每個人都要作主
[00:05:41.000 --> 00:05:44.000]  這個世界普遍的政局
[00:05:44.000 --> 00:05:48.000]  都說人要作主
[00:05:48.000 --> 00:05:50.000]  是不是
[00:05:50.000 --> 00:05:51.000]  但是很奇怪
[00:05:51.000 --> 00:05:55.000]  人作主的事到頭來可以不算
[00:05:55.000 --> 00:05:58.000]  英國那件事不是很大的諷刺
[00:05:58.000 --> 00:06:01.000]  是不是
[00:06:01.000 --> 00:06:03.000]  我相信今天在中東
[00:06:03.000 --> 00:06:05.000]  其實土耳其這些國家
[00:06:05.000 --> 00:06:07.000]  是初期教會建立的地方
[00:06:07.000 --> 00:06:10.000]  我只是小小的事說而已
[00:06:10.000 --> 00:06:13.000]  香港也一樣
[00:06:13.000 --> 00:06:14.000]  各位姐妹
[00:06:14.000 --> 00:06:18.000]  做神的兒女要小心
[00:06:18.000 --> 00:06:21.000]  在地上生活某一個層面
[00:06:21.000 --> 00:06:22.000]  你可以作主
[00:06:22.000 --> 00:06:24.000]  但你一踏入信仰之後
[00:06:24.000 --> 00:06:25.000]  成為神的兒女
[00:06:25.000 --> 00:06:28.000]  你不能作主
[00:06:28.000 --> 00:06:30.000]  你一作主就自主
[00:06:30.000 --> 00:06:32.000]  你的主權的主子
[00:06:32.000 --> 00:06:34.000]  不是改成耶穌的主
[00:06:34.000 --> 00:06:39.000]  是你自己人主
[00:06:39.000 --> 00:06:41.000]  很多年在自己工作上
[00:06:41.000 --> 00:06:43.000]  到今時今日
[00:06:43.000 --> 00:06:47.000]  都當發覺自己想作主的時候
[00:06:47.000 --> 00:06:48.000]  各位姐妹
[00:06:48.000 --> 00:06:50.000]  留心聽
[00:06:50.000 --> 00:06:51.000]  如果愛你的話
[00:06:51.000 --> 00:06:54.000]  一定要給你功課去學習
[00:06:54.000 --> 00:06:56.000]  你說
[00:06:56.000 --> 00:06:58.000]  看你敢不敢說
[00:06:58.000 --> 00:07:00.000]  你越早不說
[00:07:00.000 --> 00:07:01.000]  等他說
[00:07:01.000 --> 00:07:03.000]  你越早平安
[00:07:03.000 --> 00:07:04.000]  你越想自己說
[00:07:04.000 --> 00:07:07.000]  你越不平安
[00:07:07.000 --> 00:07:09.000]  經歷過的人就知道
[00:07:09.000 --> 00:07:12.000]  不經歷過的人就試試吧
[00:07:12.000 --> 00:07:14.000]  今天我們在神的面前
[00:07:14.000 --> 00:07:15.000]  看剛才那段經文
[00:07:15.000 --> 00:07:17.000]  我們很快再看一次
[00:07:17.000 --> 00:07:21.000]  哥倫多後書第三章十二到十八節
[00:07:21.000 --> 00:07:23.000]  這裡其實是說到
[00:07:23.000 --> 00:07:24.000]  我今天分三點
[00:07:24.000 --> 00:07:25.000]  第一
[00:07:25.000 --> 00:07:28.000]  是神的指紋的光景
[00:07:28.000 --> 00:07:30.000]  即是在曠野的時候
[00:07:30.000 --> 00:07:33.000]  在西乃山腳下的時候
[00:07:33.000 --> 00:07:38.000]  以色列人怎樣面對神的僕人摩西
[00:07:38.000 --> 00:07:43.000]  摩西上山上面去領受神的說話
[00:07:43.000 --> 00:07:46.000]  如果這幾天有聽培靈會的時候
[00:07:46.000 --> 00:07:48.000]  都有講到這些
[00:07:48.000 --> 00:07:49.000]  你回去慢慢看
[00:07:49.000 --> 00:07:51.000]  如果有機會你慢慢再聽
[00:07:51.000 --> 00:07:53.000]  不知道網上有沒有聽
[00:07:53.000 --> 00:07:54.000]  網上有沒有聽
[00:07:54.000 --> 00:07:55.000]  就買DVD聽
[00:07:55.000 --> 00:07:57.000]  一套都很便宜
[00:07:57.000 --> 00:08:01.000]  差不多齊全了
[00:08:01.000 --> 00:08:04.000]  這頭領受話語下來的時候
[00:08:04.000 --> 00:08:06.000]  山腳下面
[00:08:06.000 --> 00:08:09.000]  我不敢說叫作作反
[00:08:09.000 --> 00:08:11.000]  他們就暴露了心聲
[00:08:11.000 --> 00:08:15.000]  長期在埃及文化統治下
[00:08:15.000 --> 00:08:17.000]  在這個世界的影響下
[00:08:17.000 --> 00:08:19.000]  他們心中的耶和華
[00:08:19.000 --> 00:08:28.000]  是四隻腳兩個角的怪獸
[00:08:28.000 --> 00:08:31.000]  這個是他們的神
[00:08:31.000 --> 00:08:32.000]  他們要想那樣東西
[00:08:32.000 --> 00:08:35.000]  帶領他們走前面的路
[00:08:35.000 --> 00:08:37.000]  今天我們口口聲聲都說
[00:08:37.000 --> 00:08:38.000]  耶和華是神
[00:08:38.000 --> 00:08:39.000]  耶穌是主
[00:08:39.000 --> 00:08:42.000]  其實耶和華是神
[00:08:42.000 --> 00:08:43.000]  神的同在
[00:08:43.000 --> 00:08:44.000]  神的
[00:08:44.000 --> 00:08:45.000]  昨天講得很清楚
[00:08:45.000 --> 00:08:47.000]  全知、全在、全能
[00:08:47.000 --> 00:08:48.000]  你當祂是神的時候
[00:08:48.000 --> 00:08:50.000]  你不會隨便說話
[00:08:50.000 --> 00:08:53.000]  你不會隨便看東西
[00:08:53.000 --> 00:08:56.000]  你不會隨便想東西
[00:08:56.000 --> 00:08:58.000]  神是靠你監察我
[00:08:58.000 --> 00:08:59.000]  知道我的心思
[00:08:59.000 --> 00:09:00.000]  思念我
[00:09:00.000 --> 00:09:01.000]  知道我的意念
[00:09:01.000 --> 00:09:03.000]  很多基督徒以為自己無罪
[00:09:03.000 --> 00:09:04.000]  一認出罪的時候
[00:09:04.000 --> 00:09:06.000]  以為我做錯了什麼
[00:09:06.000 --> 00:09:08.000]  其實你不需要做錯事
[00:09:08.000 --> 00:09:11.000]  只要你心裡面一個意念起來的時候
[00:09:11.000 --> 00:09:13.000]  做與不做
[00:09:13.000 --> 00:09:15.000]  信與不信
[00:09:15.000 --> 00:09:17.000]  信服與不信服
[00:09:17.000 --> 00:09:19.000]  去與不去
[00:09:19.000 --> 00:09:21.000]  回不回教會
[00:09:21.000 --> 00:09:23.000]  參不參加培靈會
[00:09:23.000 --> 00:09:24.000]  祈不祈禱
[00:09:24.000 --> 00:09:26.000]  當你這個意念一出來的時候
[00:09:26.000 --> 00:09:28.000]  你已經在鬥爭
[00:09:28.000 --> 00:09:31.000]  你未信耶穌之前不會鬥爭
[00:09:31.000 --> 00:09:34.000]  因為你已經被一個惡勢力控制了
[00:09:34.000 --> 00:09:36.000]  是失不由己的
[00:09:36.000 --> 00:09:37.000]  掌權的
[00:09:37.000 --> 00:09:38.000]  空中掌權的
[00:09:38.000 --> 00:09:39.000]  管轄了你之後
[00:09:39.000 --> 00:09:40.000]  你說什麼事
[00:09:40.000 --> 00:09:42.000]  你進了黑社會
[00:09:42.000 --> 00:09:44.000]  就是大佬說了算
[00:09:44.000 --> 00:09:46.000]  你沒得說了算
[00:09:46.000 --> 00:09:47.000]  一到你脫離了黑暗
[00:09:47.000 --> 00:09:48.000]  進入光明之後
[00:09:48.000 --> 00:09:50.000]  你成為新族的人
[00:09:50.000 --> 00:09:52.000]  聖靈開始工作了
[00:09:52.000 --> 00:09:53.000]  你會鬥爭
[00:09:53.000 --> 00:09:54.000]  一鬥爭就是告訴你
[00:09:54.000 --> 00:09:56.000]  你裡面仍然有罪
[00:09:56.000 --> 00:09:59.000]  不過還沒暴露出來的恆
[00:09:59.000 --> 00:10:04.000]  這個原故基督徒要上上會的認罪
[00:10:04.000 --> 00:10:06.000]  是沒有錯的
[00:10:06.000 --> 00:10:11.000]  你什麼時候沒有鬥爭?
[00:10:11.000 --> 00:10:13.000]  什麼時候?
[00:10:13.000 --> 00:10:15.000]  什麼時候不鬥爭?
[00:10:15.000 --> 00:10:17.000]  鬥不鬥?
[00:10:17.000 --> 00:10:18.000]  很簡單
[00:10:18.000 --> 00:10:20.000]  死了就鬥不鬥了
[00:10:20.000 --> 00:10:22.000]  你死的時候鬥什麼爭?
[00:10:22.000 --> 00:10:28.000]  所以你活著的時候
[00:10:28.000 --> 00:10:31.000]  其實我們是很淒涼的時代
[00:10:31.000 --> 00:10:32.000]  因此
[00:10:32.000 --> 00:10:35.000]  這些以色列人當摩西下來的時候
[00:10:35.000 --> 00:10:37.000]  摩西的臉會發光
[00:10:37.000 --> 00:10:39.000]  他親近神
[00:10:39.000 --> 00:10:42.000]  以色列人是不敢見神
[00:10:42.000 --> 00:10:44.000]  一見雷光閃電
[00:10:44.000 --> 00:10:47.000]  說有煙霧遮蓋西乃山的時候
[00:10:47.000 --> 00:10:50.000]  他們嚇得不敢見神
[00:10:50.000 --> 00:10:54.000]  但摩西與神親近了四十年下來的時候
[00:10:54.000 --> 00:10:57.000]  以色列人見到摩西倒鏡
[00:10:57.000 --> 00:11:01.000]  所以聖經
[00:11:01.000 --> 00:11:03.000]  如果你回去看
[00:11:03.000 --> 00:11:07.000]  我們打出《出海及記》第34章
[00:11:07.000 --> 00:11:10.000]  摩西手裡拿著兩塊法板
[00:11:10.000 --> 00:11:11.000]  下西乃山的時候
[00:11:11.000 --> 00:11:15.000]  不知道自己的臉皮一夜之間就發光了
[00:11:15.000 --> 00:11:18.000]  阿倫和以色列人看見摩西的臉皮發光
[00:11:18.000 --> 00:11:20.000]  就怕靠近他
[00:11:20.000 --> 00:11:23.000]  所以
[00:11:23.000 --> 00:11:25.000]  聖經記載摩西
[00:11:25.000 --> 00:11:26.000]  他要
[00:11:26.000 --> 00:11:28.000]  不知道是不是好像現在
[00:11:28.000 --> 00:11:32.000]  好像現在中東的女性那樣
[00:11:32.000 --> 00:11:34.000]  要遮著臉皮
[00:11:34.000 --> 00:11:38.000]  請問
[00:11:38.000 --> 00:11:40.000]  你怕不怕見神?
[00:11:41.000 --> 00:11:43.000]  個個都說我們很想見神
[00:11:43.000 --> 00:11:44.000]  很想見神
[00:11:44.000 --> 00:11:48.000]  以賽亞當他見到神的榮耀的時候
[00:11:48.000 --> 00:11:51.000]  第一件事反映什麼?
[00:11:51.000 --> 00:11:53.000]  Hallelujah 讚美你
[00:11:53.000 --> 00:11:55.000]  他不敢說
[00:11:55.000 --> 00:11:58.000]  一個真正面對神的時候
[00:11:58.000 --> 00:11:59.000]  第一件事
[00:11:59.000 --> 00:12:02.000]  如果你有聖靈在裡面的時候
[00:12:02.000 --> 00:12:03.000]  你一定會被他提醒
[00:12:03.000 --> 00:12:05.000]  你要認罪
[00:12:05.000 --> 00:12:08.000]  不是認罪行
[00:12:08.000 --> 00:12:10.000]  你不會說髒話
[00:12:10.000 --> 00:12:12.000]  但是心裡有沒有就在人?
[00:12:12.000 --> 00:12:14.000]  有沒有說過閒話?
[00:12:14.000 --> 00:12:17.000]  你不會殺人
[00:12:17.000 --> 00:12:20.000]  但是有沒有見到人覺得眼淵?
[00:12:20.000 --> 00:12:26.000]  你未必一定收受賄賂
[00:12:26.000 --> 00:12:32.000]  但是有沒有一些
[00:12:32.000 --> 00:12:35.000]  是不應該拿就拿
[00:12:35.000 --> 00:12:38.000]  應該給的你不給
[00:12:41.000 --> 00:12:42.000]  兄弟姐妹
[00:12:42.000 --> 00:12:47.000]  因為他們見到這位摩西
[00:12:47.000 --> 00:12:48.000]  害怕
[00:12:48.000 --> 00:12:53.000]  其實是因為他們心裡面仍然環境不寧
[00:12:53.000 --> 00:12:56.000]  所以我們今天經文裡面說到
[00:12:56.000 --> 00:13:00.000]  這班人他們是心裡面環境的
[00:13:00.000 --> 00:13:06.000]  心裡剛硬
[00:13:08.000 --> 00:13:10.000]  不單止摩西時候以色列人如此
[00:13:10.000 --> 00:13:12.000]  當耶穌的時候
[00:13:12.000 --> 00:13:14.000]  道成肉身
[00:13:14.000 --> 00:13:17.000]  神旨顯明在人間
[00:13:17.000 --> 00:13:22.000]  但是這班跟隨耶穌的門徒又如何呢?
[00:13:22.000 --> 00:13:25.000]  吃過五餅二魚
[00:13:25.000 --> 00:13:27.000]  這個神蹟震撼
[00:13:27.000 --> 00:13:29.000]  我每次想想
[00:13:29.000 --> 00:13:32.000]  如果我昔日在場景裡面吃過之後
[00:13:32.000 --> 00:13:33.000]  我會怎樣呢?
[00:13:33.000 --> 00:13:35.000]  我想我會回去幾天都不吃東西
[00:13:37.000 --> 00:13:38.000]  大家都很美味
[00:13:38.000 --> 00:13:40.000]  好了
[00:13:40.000 --> 00:13:42.000]  一個神蹟完了還不夠
[00:13:42.000 --> 00:13:43.000]  他們在船上
[00:13:43.000 --> 00:13:45.000]  耶穌在海面上行走風浪
[00:13:45.000 --> 00:13:47.000]  耶穌在海面上行走的時候
[00:13:47.000 --> 00:13:49.000]  他們大驚鬼怪
[00:13:49.000 --> 00:13:50.000]  耶穌說事我不要怕
[00:13:50.000 --> 00:13:51.000]  當他上船之後
[00:13:51.000 --> 00:13:52.000]  聖經這樣記載
[00:13:52.000 --> 00:13:54.000]  在馬克福音第六章五十二節
[00:13:54.000 --> 00:13:59.000]  這班人聽到風浪平靜的主
[00:13:59.000 --> 00:14:00.000]  見到之後
[00:14:00.000 --> 00:14:01.000]  他們心裡面是不是
[00:14:01.000 --> 00:14:02.000]  哎呀
[00:14:02.000 --> 00:14:04.000]  這位就是萬主之主萬神之神
[00:14:05.000 --> 00:14:07.000]  聖經說他們不明白
[00:14:07.000 --> 00:14:08.000]  分餅的事
[00:14:08.000 --> 00:14:09.000]  心裡還是如幻
[00:14:09.000 --> 00:14:11.000]  我今天沒有這麼大膽的經文
[00:14:11.000 --> 00:14:13.000]  如果你想在PowerPoint拿出來
[00:14:13.000 --> 00:14:15.000]  你自己回去再看
[00:14:15.000 --> 00:14:17.000]  弟兄姊妹
[00:14:17.000 --> 00:14:20.000]  在過去神的作為裡面
[00:14:20.000 --> 00:14:22.000]  他們到今時今日
[00:14:22.000 --> 00:14:25.000]  這班門徒們仍然是幻境
[00:14:25.000 --> 00:14:27.000]  如果留心看到
[00:14:27.000 --> 00:14:29.000]  耶穌基督要升天之前
[00:14:29.000 --> 00:14:32.000]  這班跟隨的門徒
[00:14:32.000 --> 00:14:35.000]  可以目睹耶穌升天的門徒
[00:14:35.000 --> 00:14:38.000]  仍然心裡懷疑
[00:14:38.000 --> 00:14:41.000]  所以不要想
[00:14:41.000 --> 00:14:42.000]  我今天沒有懷疑
[00:14:42.000 --> 00:14:43.000]  我很相信
[00:14:43.000 --> 00:14:45.000]  其實我們的環境
[00:14:45.000 --> 00:14:47.000]  我們的懷疑是存在的
[00:14:47.000 --> 00:14:51.000]  不過有一首詩歌很好的
[00:14:51.000 --> 00:14:53.000]  有什麼困難
[00:14:53.000 --> 00:14:55.000]  有什麼疑惑的時候
[00:14:55.000 --> 00:14:56.000]  這首詩歌說
[00:14:56.000 --> 00:14:59.000]  轉眼仰望什麼
[00:14:59.000 --> 00:15:00.000]  耶穌
[00:15:01.000 --> 00:15:04.000]  你今天回來教會聚會
[00:15:04.000 --> 00:15:05.000]  弟兄姊妹
[00:15:05.000 --> 00:15:09.000]  你的心要轉眼仰望耶穌
[00:15:09.000 --> 00:15:13.000]  你是聽神的話語
[00:15:13.000 --> 00:15:15.000]  不是聽某某人說什麼
[00:15:15.000 --> 00:15:21.000]  弟兄姊妹
[00:15:21.000 --> 00:15:25.000]  因為在整個宇宙萬物裡面
[00:15:25.000 --> 00:15:28.000]  只有耶穌是神
[00:15:28.000 --> 00:15:30.000]  祂是我們唯一的主
[00:15:32.000 --> 00:15:35.000]  所以當這班門徒們
[00:15:35.000 --> 00:15:38.000]  他們心裡面仍然如幻的時候
[00:15:38.000 --> 00:15:41.000]  看回我們今天的情況
[00:15:41.000 --> 00:15:43.000]  都沒有什麼大分別
[00:15:43.000 --> 00:15:46.000]  在我們過去日子中間
[00:15:46.000 --> 00:15:47.000]  弟兄姊妹
[00:15:47.000 --> 00:15:52.000]  你有沒有想一想
[00:15:52.000 --> 00:15:54.000]  不要失憶
[00:15:54.000 --> 00:15:57.000]  上帝在你過去的生活中間
[00:15:57.000 --> 00:15:59.000]  有沒有神跡走過
[00:16:01.000 --> 00:16:02.000]  有沒有
[00:16:02.000 --> 00:16:06.000]  所以你忘記了那首詩歌
[00:16:06.000 --> 00:16:08.000]  Count Your Blessings
[00:16:08.000 --> 00:16:14.000]  培靈會第二晚可以唱這首詩歌
[00:16:14.000 --> 00:16:17.000]  數算恩典
[00:16:17.000 --> 00:16:21.000]  太多難處
[00:16:21.000 --> 00:16:24.000]  太多值得我們去批判的事件
[00:16:24.000 --> 00:16:26.000]  在我們眼前
[00:16:26.000 --> 00:16:27.000]  我用批判這個字
[00:16:27.000 --> 00:16:30.000]  我不用審判兩個字
[00:16:30.000 --> 00:16:31.000]  這個不好
[00:16:31.000 --> 00:16:32.000]  那個不好
[00:16:32.000 --> 00:16:35.000]  但你忘記了上帝有很多恩典在你後面
[00:16:35.000 --> 00:16:38.000]  所以今天我們在你面前
[00:16:38.000 --> 00:16:41.000]  我們說要學更像恩主
[00:16:41.000 --> 00:16:43.000]  不容易
[00:16:43.000 --> 00:16:46.000]  什麼叫做更像恩主呢
[00:16:46.000 --> 00:16:49.000]  幸好用更像這兩個字
[00:16:49.000 --> 00:16:50.000]  是我們
[00:16:50.000 --> 00:16:51.000]  留心
[00:16:51.000 --> 00:16:54.000]  這個更像恩主不是叫你信了耶穌之後
[00:16:54.000 --> 00:16:55.000]  倒個帽子
[00:16:55.000 --> 00:16:57.000]  一倒帽子
[00:16:59.000 --> 00:17:00.000]  肥高矮瘦
[00:17:00.000 --> 00:17:02.000]  不要說身形
[00:17:02.000 --> 00:17:04.000]  裡面的東西全部變成基督
[00:17:04.000 --> 00:17:08.000]  原來更像恩主
[00:17:08.000 --> 00:17:10.000]  是告訴我們
[00:17:10.000 --> 00:17:12.000]  在我們一個逐步
[00:17:12.000 --> 00:17:13.000]  逐步
[00:17:13.000 --> 00:17:14.000]  活出
[00:17:14.000 --> 00:17:17.000]  這個新生的樣式
[00:17:17.000 --> 00:17:20.000]  或者這樣說
[00:17:20.000 --> 00:17:22.000]  我們逐步
[00:17:22.000 --> 00:17:23.000]  逐步
[00:17:23.000 --> 00:17:26.000]  恢復回原形
[00:17:27.000 --> 00:17:30.000]  那個原形不是我們這個形
[00:17:30.000 --> 00:17:31.000]  是逐步
[00:17:31.000 --> 00:17:32.000]  逐步
[00:17:32.000 --> 00:17:33.000]  恢復回
[00:17:33.000 --> 00:17:37.000]  神在創造亞當夏娃的時候
[00:17:37.000 --> 00:17:39.000]  那個人的樣子
[00:17:39.000 --> 00:17:41.000]  那個人的樣子是什麼樣子
[00:17:41.000 --> 00:17:43.000]  那個人的樣子是有
[00:17:43.000 --> 00:17:45.000]  神吹一口氣
[00:17:45.000 --> 00:17:46.000]  在裡面
[00:17:46.000 --> 00:17:49.000]  使他成為有靈的活人
[00:17:49.000 --> 00:17:52.000]  劉心聲經用的字很有趣
[00:17:52.000 --> 00:17:54.000]  有靈的活人
[00:17:54.000 --> 00:17:56.000]  今天我們都是活人
[00:17:57.000 --> 00:17:59.000]  但我告訴你
[00:17:59.000 --> 00:18:03.000]  如果你不讓聖靈完全管理你
[00:18:03.000 --> 00:18:06.000]  你可以是一個活人
[00:18:06.000 --> 00:18:09.000]  但你可以是一個沒有靈的活人
[00:18:09.000 --> 00:18:12.000]  這個有靈的活人
[00:18:12.000 --> 00:18:13.000]  能夠活到永遠
[00:18:13.000 --> 00:18:15.000]  但沒有靈的活人
[00:18:15.000 --> 00:18:17.000]  是不能夠活到永遠的
[00:18:17.000 --> 00:18:19.000]  亞當犯罪之後
[00:18:19.000 --> 00:18:21.000]  這個靈已經離開了他
[00:18:21.000 --> 00:18:25.000]  所以神吩咐把守伊甸園的天使
[00:18:25.000 --> 00:18:27.000]  生命樹上果子天使說
[00:18:27.000 --> 00:18:31.000]  不可以讓他們再吃生命樹上的果子
[00:18:31.000 --> 00:18:32.000]  劉心
[00:18:32.000 --> 00:18:33.000]  聖經記載
[00:18:33.000 --> 00:18:36.000]  免得他們永遠活著
