
[00:00:00.000 --> 00:00:03.560]  好啊!今天要跟大家分享一篇道
[00:04:36.200 --> 00:04:39.100]  原來主說我們這一群
[00:04:39.100 --> 00:04:40.900]  在神國裡面
[00:04:40.900 --> 00:04:44.600]  是迎接耶穌祂的在來
[00:04:44.600 --> 00:04:48.400]  並且為耶穌的在來預備道路的人
[00:04:48.400 --> 00:04:50.400]  原來我們這一群的人
[00:04:50.400 --> 00:04:54.300]  就是為榮耀的大君王耶穌
[00:04:54.300 --> 00:04:56.700]  祂的在來預備道路的
[00:04:56.700 --> 00:04:59.400]  One generation
[00:04:59.400 --> 00:05:02.100]  哇!
[00:05:02.100 --> 00:05:03.600]  如果是這樣
[00:05:03.600 --> 00:05:05.200]  今天
[00:05:05.200 --> 00:05:08.100]  我要帶出的一個重點是什麼呢?
[00:05:08.100 --> 00:05:10.000]  就是原來二千年之前
[00:05:10.000 --> 00:05:12.000]  聖經告訴你和我
[00:05:12.000 --> 00:05:13.800]  原來當時有一個人
[00:05:13.800 --> 00:05:16.300]  祂是先鋒的先鋒
[00:05:16.300 --> 00:05:17.500]  因為我們可以
[00:05:17.500 --> 00:05:20.000]  用祂的生命作為一個借鑑
[00:05:20.000 --> 00:05:22.700]  就是祂怎樣為耶穌
[00:05:22.700 --> 00:05:25.300]  祂的來道預備道路
[00:05:25.300 --> 00:05:27.300]  但是今天
[00:05:27.300 --> 00:05:30.900]  為什麼我會比較緊張呢?
[00:05:30.900 --> 00:05:34.900]  就是原來在聖經裡面
[00:05:34.900 --> 00:05:37.800]  哪怕是約翰
[00:05:37.800 --> 00:05:40.100]  原來在聖經裡面記載
[00:05:40.100 --> 00:05:41.300]  有一個位置
[00:05:41.300 --> 00:05:44.500]  耶穌說約翰是跌倒了
[00:05:44.500 --> 00:05:46.900]  不知道我這樣說
[00:05:46.900 --> 00:05:48.900]  你如果是聖經的頂子妹
[00:05:48.900 --> 00:05:51.300]  聖經耶穌也比較久的頂子妹
[00:05:51.300 --> 00:05:52.600]  你能否想到
[00:05:52.600 --> 00:05:55.100]  是哪一段經物?
[00:05:55.100 --> 00:05:58.300]  我發現在過去這兩個月
[00:05:58.300 --> 00:05:59.800]  我去不同的教會
[00:05:59.800 --> 00:06:02.400]  我問過不同的頂子妹
[00:06:02.400 --> 00:06:04.800]  包括一些領袖
[00:06:04.800 --> 00:06:08.300]  就是牧區的領袖
[00:06:08.300 --> 00:06:10.300]  原來很多人
[00:06:10.300 --> 00:06:11.600]  其實在看聖經的時候
[00:06:11.600 --> 00:06:14.600]  我們很多時候不太留意
[00:06:14.600 --> 00:06:17.500]  原來約翰曾經跌倒了
[00:06:17.500 --> 00:06:18.700]  他作為耶穌的先鋒
[00:06:18.700 --> 00:06:20.300]  他曾經跌倒了
[00:06:20.300 --> 00:06:21.600]  而這件事不是我說的
[00:06:21.600 --> 00:06:23.300]  是耶穌說的
[00:06:23.300 --> 00:06:24.100]  今天
[00:06:24.100 --> 00:06:25.600]  我很想用
[00:06:25.600 --> 00:06:30.100]  第一個為耶穌預備道路的人約翰
[00:06:30.100 --> 00:06:34.900]  來將我們這班人
[00:06:34.900 --> 00:06:37.100]  要為耶穌預備道路的人
[00:06:37.100 --> 00:06:39.400]  我們如何在末後的日子
[00:06:39.400 --> 00:06:43.500]  能夠顯出耶穌的榮耀是更大
[00:06:43.500 --> 00:06:44.500]  好嗎?
[00:06:44.500 --> 00:06:45.400]  好
[00:06:45.400 --> 00:06:47.400]  我們再下一段
[00:06:47.400 --> 00:06:48.800]  剛才大家讀的
[00:06:48.800 --> 00:06:51.000]  就是《馬太福音》第三章
[00:06:51.000 --> 00:06:53.200]  我們不再讀了
[00:06:53.200 --> 00:06:55.500]  我們首先要理解一下
[00:06:55.500 --> 00:06:59.900]  作為為耶穌預備道路的約翰
[00:06:59.900 --> 00:07:01.200]  他作為耶穌的先鋒
[00:07:01.200 --> 00:07:02.000]  什麼是先鋒?
[00:07:02.000 --> 00:07:03.300]  就是行先
[00:07:03.300 --> 00:07:06.000]  行在耶穌的前面
[00:07:06.000 --> 00:07:06.700]  你說
[00:07:06.700 --> 00:07:10.500]  為什麼會行在耶穌的前面呢?
[00:07:10.500 --> 00:07:12.300]  很簡單的
[00:07:12.300 --> 00:07:16.000]  我用一個古代的
[00:07:16.000 --> 00:07:18.600]  迎接君王的一些故事
[00:07:18.600 --> 00:07:20.900]  你大概就會明白
[00:07:20.900 --> 00:07:24.900]  如果大家熟悉歐洲的歷史
[00:07:24.900 --> 00:07:27.900]  或者甚至中國的歷史
[00:07:27.900 --> 00:07:31.200]  你會發現在過去的朝代
[00:07:31.200 --> 00:07:34.800]  特別是宋朝、唐朝、秦朝
[00:07:34.800 --> 00:07:36.100]  不同的君王
[00:07:36.100 --> 00:07:39.000]  如果他要出巡的時候
[00:07:39.000 --> 00:07:42.000]  原來是有一個特色的
[00:07:42.000 --> 00:07:42.800]  特色就是
[00:07:42.800 --> 00:07:44.500]  他會派一個人
[00:07:44.500 --> 00:07:46.400]  或者派一班人
[00:07:46.400 --> 00:07:48.300]  為他出巡
[00:07:48.300 --> 00:07:49.300]  就是出巡什麼?
[00:07:49.300 --> 00:07:52.500]  就是巡視不同的城
[00:07:52.500 --> 00:07:53.900]  當這個君王
[00:07:53.900 --> 00:07:54.800]  譬如秦始皇
[00:07:54.800 --> 00:07:56.200]  他要出巡的時候
[00:07:56.200 --> 00:07:58.400]  他會派一個人或者派一班人
[00:07:58.400 --> 00:08:01.000]  去到他要出巡的地方
[00:08:01.000 --> 00:08:04.600]  預備他的出巡
[00:08:04.600 --> 00:08:06.400]  你知不知道?
[00:08:06.400 --> 00:08:07.100]  你知不知道
[00:08:07.100 --> 00:08:10.500]  這些人叫什麼名堂?
[00:08:10.500 --> 00:08:11.500]  你說我不知道他的名字
[00:08:11.500 --> 00:08:13.300]  是的,這些人真的沒有名字
[00:08:13.300 --> 00:08:17.000]  不過他的職位是有一個名詞
[00:08:17.000 --> 00:08:17.800]  有一個位置
[00:08:17.800 --> 00:08:21.500]  有一個我們現代版的術語
[00:08:21.500 --> 00:08:24.600]  就是「傳信員」
[00:08:24.600 --> 00:08:25.700]  「傳信員」
[00:08:25.700 --> 00:08:28.100]  傳遞信息
[00:08:28.100 --> 00:08:31.400]  就是這個君王
[00:08:31.400 --> 00:08:32.400]  秦始皇
[00:08:32.400 --> 00:08:33.800]  誰的君王
[00:08:33.800 --> 00:08:35.800]  就來了
[00:08:35.800 --> 00:08:37.300]  所以這個「傳信員」
[00:08:37.300 --> 00:08:39.300]  去到城門口的時候
[00:08:39.300 --> 00:08:41.700]  他就大聲疾呼
[00:08:41.700 --> 00:08:43.400]  或者用一些廣播器
[00:08:43.400 --> 00:08:44.800]  大聲疾呼
[00:08:44.800 --> 00:08:47.400]  我們的君王來了
[00:08:47.400 --> 00:08:48.000]  那是什麼?
[00:08:48.000 --> 00:08:49.700]  大家預備好了
[00:08:49.700 --> 00:08:52.300]  所以如果你在街市買菜
[00:08:52.300 --> 00:08:55.300]  你自己快點收拾一下
[00:08:55.300 --> 00:08:58.100]  如果你幾天不洗澡
[00:08:58.100 --> 00:09:00.800]  你快點趕快洗澡
[00:09:00.800 --> 00:09:04.800]  就來到城門口迎接君王
[00:09:04.800 --> 00:09:08.400]  這個我們說是「傳信員」
[00:09:08.400 --> 00:09:10.100]  作為「傳信員」
[00:09:10.100 --> 00:09:11.200]  「線鳳」
[00:09:11.200 --> 00:09:14.000]  為君王預備道路的「傳信員」
[00:09:14.000 --> 00:09:15.800]  你猜猜
[00:09:15.800 --> 00:09:19.000]  你猜他要不要學歷很高
[00:09:19.000 --> 00:09:19.800]  要不要?
[00:09:19.800 --> 00:09:21.200]  當然不用了
[00:09:21.200 --> 00:09:25.600]  要不要去到管理層?
[00:09:25.600 --> 00:09:27.000]  當然不用了
[00:09:27.000 --> 00:09:29.400]  那你猜猜作為「傳信員」
[00:09:29.400 --> 00:09:31.400]  他最重要的是什麼?
[00:09:31.400 --> 00:09:33.600]  猜完跟你旁邊的人說一下
[00:09:33.600 --> 00:09:34.800]  「傳信員」
[00:09:34.800 --> 00:09:38.900]  你覺得最重要的特質
[00:09:38.900 --> 00:09:41.000]  需要的是什麼?
[00:09:41.000 --> 00:09:44.200]  問一下他
[00:09:44.200 --> 00:09:45.200]  很平常的
[00:09:45.200 --> 00:09:47.800]  一點都不難的
[00:09:47.800 --> 00:09:51.500]  「傳信員」
[00:09:51.500 --> 00:09:54.100]  最重要的特質是什麼?
[00:09:54.100 --> 00:09:55.500]  有點難
[00:09:55.500 --> 00:09:57.500]  我給你一些提示
[00:09:57.500 --> 00:09:59.100]  如果你跟我一樣
[00:09:59.100 --> 00:10:00.800]  經歷過八十年代
[00:10:00.800 --> 00:10:03.200]  「call 台」的日子
[00:10:03.200 --> 00:10:04.500]  有多少人
[00:10:04.500 --> 00:10:07.200]  請舉手,你試過「Tor call 機」
[00:10:07.200 --> 00:10:08.000]  「Tor call 機」
[00:10:08.000 --> 00:10:09.800]  不可能只有我和董卜斯
[00:10:09.800 --> 00:10:11.000]  和後面的叔叔
[00:10:11.000 --> 00:10:12.000]  沒有理由
[00:10:12.000 --> 00:10:12.800]  思烈一定有
[00:10:12.800 --> 00:10:14.300]  Chase 也有
[00:10:14.300 --> 00:10:15.300]  所以有沒有可能
[00:10:15.300 --> 00:10:17.400]  誰曾經試過「Tor call 機」
[00:10:17.400 --> 00:10:19.000]  隨便舉手
[00:10:19.000 --> 00:10:22.000]  聰明了
[00:10:22.000 --> 00:10:25.300]  我覺得有很多人應該舉不舉手
[00:10:25.300 --> 00:10:27.600]  沒理由的
[00:10:27.600 --> 00:10:29.700]  我們「Tor call 機」
[00:10:29.700 --> 00:10:31.300]  你知不知道當時八十年代
[00:10:31.300 --> 00:10:32.600]  養活了一班人
[00:10:32.600 --> 00:10:35.500]  就是一班「call 台員」
[00:10:35.500 --> 00:10:36.600]  那班人叫什麼?
[00:10:36.600 --> 00:10:38.400]  「傳信員」
[00:10:38.400 --> 00:10:40.900]  你知道「傳信員」很重要嗎?
[00:10:40.900 --> 00:10:42.000]  沒有「傳信員」
[00:10:42.000 --> 00:10:43.700]  你買過千多元的「call 機」
[00:10:43.700 --> 00:10:45.400]  都沒用的,我告訴你
[00:10:45.400 --> 00:10:46.900]  沒用的
[00:10:46.900 --> 00:10:50.900]  但「傳信員」的功能很重要
[00:10:50.900 --> 00:10:53.500]  「傳信員」有什麼重要?
[00:10:53.500 --> 00:10:54.900]  需要什麼德數?
[00:10:54.900 --> 00:10:56.400]  說來聽聽
[00:10:56.400 --> 00:10:57.800]  「傳信員」
[00:10:57.800 --> 00:11:00.500]  懂得說話
[00:11:00.500 --> 00:11:01.700]  懂得說話
[00:11:01.700 --> 00:11:02.900]  還有沒有?
[00:11:02.900 --> 00:11:04.000]  「傳信員」
[00:11:04.000 --> 00:11:04.700]  什麼?
[00:11:04.700 --> 00:11:05.900]  「傳信員」
[00:11:05.900 --> 00:11:07.900]  懂得聽
[00:11:07.900 --> 00:11:10.600]  他懂得說話必須懂得聽
[00:11:10.600 --> 00:11:11.900]  還有沒有?
[00:11:11.900 --> 00:11:13.700]  「傳信員」
[00:11:13.700 --> 00:11:18.300]  記錄下來,如果訊息很長
[00:11:18.300 --> 00:11:20.000]  就責錄下來
[00:11:20.000 --> 00:11:21.200]  都是的
[00:11:21.200 --> 00:11:24.300]  如果這樣,訊息真的要很長
[00:11:24.300 --> 00:11:24.900]  還有沒有?
[00:11:24.900 --> 00:11:26.900]  聲音需要好聽嗎?
[00:11:26.900 --> 00:11:28.200]  當然不需要
[00:11:28.200 --> 00:11:29.500]  但還有什麼?
[00:11:29.500 --> 00:11:30.700]  「有責任心」
[00:11:30.700 --> 00:11:31.500]  什麼?
[00:11:31.500 --> 00:11:32.700]  「有責任心」
[00:11:32.700 --> 00:11:35.100]  有責任心
[00:11:35.100 --> 00:11:37.000]  還有一件事很重要
[00:11:37.000 --> 00:11:38.000]  「說話清晰」
[00:11:38.000 --> 00:11:40.200]  說話清晰,都是
[00:11:40.200 --> 00:11:41.700]  不過如果你說有責任心
[00:11:41.700 --> 00:11:42.400]  說話清晰
[00:11:42.400 --> 00:11:44.300]  我覺得有一件事更重要
[00:11:44.300 --> 00:11:46.500]  除了他懂得聽和說話之外
[00:11:46.500 --> 00:11:50.400]  就是他是一個可靠的人
[00:11:50.400 --> 00:11:51.700]  什麼意思?
[00:11:51.700 --> 00:11:55.000]  如果我召喚我老公的電話
[00:11:55.000 --> 00:11:57.500]  我說:麻煩召喚1234
[00:11:57.500 --> 00:11:58.900]  誰找1234?
[00:11:58.900 --> 00:12:00.500]  你跟他說:他老婆
[00:12:00.500 --> 00:12:01.700]  他老婆找?
[00:12:01.700 --> 00:12:02.700]  找她做什麼?
[00:12:02.700 --> 00:12:05.000]  今晚早點休息
[00:12:05.000 --> 00:12:06.300]  即是早點睡吧
[00:12:06.300 --> 00:12:06.900]  說個笑話
[00:12:06.900 --> 00:12:08.800]  今晚早點睡吧
[00:12:08.800 --> 00:12:10.200]  他不會說
[00:12:10.200 --> 00:12:12.300]  打出來的字就是跟老公說
[00:12:12.300 --> 00:12:15.300]  你老婆叫你今晚早點回去吃飯
[00:12:15.300 --> 00:12:16.600]  你不會的
[00:12:16.600 --> 00:12:17.400]  是不是?
[00:12:17.400 --> 00:12:19.900]  所以其實他聽的要很準確
[00:12:19.900 --> 00:12:22.400]  他說的要很準確
[00:12:22.400 --> 00:12:24.000]  那個準確是因為什麼?
[00:12:24.000 --> 00:12:25.300]  他裡面整個人
[00:12:25.300 --> 00:12:27.000]  他內心是可靠
[00:12:27.000 --> 00:12:28.400]  所以他聽的東西
[00:12:28.400 --> 00:12:31.400]  他不會無緣無故說另一件事
[00:12:31.400 --> 00:12:32.800]  同不同意?
[00:12:32.800 --> 00:12:34.200]  他不會陷你
[00:12:34.200 --> 00:12:36.000]  同不同意?
[00:12:36.000 --> 00:12:37.300]  嘩
[00:12:37.300 --> 00:12:38.000]  醒了
[00:12:38.000 --> 00:12:40.100]  終於大家差不多了
[00:12:40.100 --> 00:12:41.500]  九點半差不多了
[00:12:41.500 --> 00:12:42.800]  請醒醒
[00:12:42.800 --> 00:12:46.200]  當全信員
[00:12:46.200 --> 00:12:50.700]  原來為榮耀的君王預備道路的人
[00:12:50.700 --> 00:12:52.300]  原來有一個很重要的質素
[00:12:52.300 --> 00:12:55.900]  就是他聽得清楚
[00:12:55.900 --> 00:12:58.500]  說得清楚
[00:12:58.500 --> 00:13:00.000]  但是除了聽和說之外
[00:13:00.000 --> 00:13:01.200]  他的心
[00:13:01.200 --> 00:13:02.700]  不是心地善良
[00:13:02.700 --> 00:13:04.300]  好像很普通的
[00:13:04.300 --> 00:13:06.800]  而是心地裡面
[00:13:06.800 --> 00:13:11.400]  他是對他要傳消息的主人
[00:13:11.400 --> 00:13:13.100]  傳給他裡面
[00:13:13.100 --> 00:13:15.100]  他裡面是可靠的
[00:13:15.100 --> 00:13:16.600]  所以當君王
[00:13:16.600 --> 00:13:18.400]  嘩,如果他要去長安
[00:13:18.400 --> 00:13:20.500]  來做巡視業務的時候
[00:13:20.500 --> 00:13:21.900]  那個全信員
[00:13:21.900 --> 00:13:23.500]  他去長安的城門
[00:13:23.500 --> 00:13:25.300]  他不會過早
[00:13:25.300 --> 00:13:28.100]  也不會過遲
[00:13:28.100 --> 00:13:32.600]  來講榮耀的君王來了
[00:13:32.600 --> 00:13:34.900]  大家明白吧?
[00:13:34.900 --> 00:13:36.700]  約翰
[00:13:36.700 --> 00:13:37.900]  當年
[00:13:37.900 --> 00:13:40.200]  一漢為耶穌預備道路
[00:13:40.200 --> 00:13:42.100]  聖經正在講給你和我聽
[00:13:42.100 --> 00:13:46.400]  他是在哪裡去服侍的?
[00:13:46.400 --> 00:13:48.800]  他是否在神的殿?
[00:13:48.800 --> 00:13:49.900]  當然不是
[00:13:49.900 --> 00:13:50.800]  他是在哪裡?
[00:13:50.800 --> 00:13:53.500]  剛才你讀經文
[00:13:53.500 --> 00:13:56.200]  約旦河
[00:13:56.200 --> 00:13:58.200]  約旦河
[00:13:58.200 --> 00:13:59.100]  還要怎樣?
[00:13:59.100 --> 00:14:00.600]  嘩,他穿著的衣服
[00:14:00.600 --> 00:14:01.800]  駱駝帽
[00:14:01.800 --> 00:14:03.500]  剛才大家如果有
[00:14:03.500 --> 00:14:04.500]  他吃什麼?
[00:14:04.500 --> 00:14:06.000]  蝗蟲野脈
[00:14:06.000 --> 00:14:07.500]  嘩,很奇怪
[00:14:07.500 --> 00:14:09.100]  所以這個先鋒
[00:14:09.100 --> 00:14:11.900]  第一個為耶穌作先鋒的人
[00:14:11.900 --> 00:14:12.600]  第一
[00:14:12.600 --> 00:14:15.100]  他衣著和吃東西都是奇怪的
[00:14:15.100 --> 00:14:16.200]  第二
[00:14:16.200 --> 00:14:18.600]  就是悶
[00:14:18.600 --> 00:14:19.800]  為什麼你說悶呢?
[00:14:19.800 --> 00:14:21.800]  他每天都講一件事
[00:14:21.800 --> 00:14:23.700]  每天都講什麼呢?
[00:14:23.700 --> 00:14:25.000]  就是第八節講
[00:14:25.000 --> 00:14:26.400]  悔改
[00:14:26.400 --> 00:14:28.200]  天國近了,你們要悔改
[00:14:28.200 --> 00:14:29.200]  他今天講悔改
[00:14:29.200 --> 00:14:29.900]  明天講悔改
[00:14:29.900 --> 00:14:30.900]  後天講悔改
[00:14:30.900 --> 00:14:32.700]  不斷都講你回歸了
[00:14:32.700 --> 00:14:35.200]  你歸向神
[00:14:35.200 --> 00:14:36.600]  你悔改歸向神
[00:14:36.600 --> 00:14:38.600]  天天夜夜都這樣講
[00:14:38.600 --> 00:14:41.000]  你說悶不悶?
[00:14:41.000 --> 00:14:42.000]  喏
[00:14:42.000 --> 00:14:43.800]  除了有一個弟兄
[00:14:43.800 --> 00:14:47.500]  肯回應我悶之外
[00:14:47.500 --> 00:14:50.300]  其他你夠膽講悶
[00:14:50.300 --> 00:14:51.900]  但其實真的很悶
[00:14:51.900 --> 00:14:53.000]  但你說悶
[00:14:53.000 --> 00:14:54.200]  是聽的人悶
[00:14:54.200 --> 00:14:55.700]  還是說的人悶?
[00:14:55.700 --> 00:14:56.900]  你猜
[00:14:56.900 --> 00:14:58.000]  你說
[00:14:58.000 --> 00:15:01.000]  聽的人悶還是說的人悶?
[00:15:01.000 --> 00:15:02.600]  多少人說聽的人悶?
[00:15:02.600 --> 00:15:05.000]  請舉手
[00:15:05.000 --> 00:15:07.300]  有多少人覺得講的更悶?
[00:15:07.300 --> 00:15:09.000]  請舉手
[00:15:09.000 --> 00:15:13.000]  哇!杜牧師,我跟你一樣啊!
[00:15:13.000 --> 00:15:15.500]  主,如果我要為榮譽極君王
[00:15:15.500 --> 00:15:18.000]  預備道路的話
[00:15:18.000 --> 00:15:23.000]  哇!我們全部成為悶蛋
[00:15:23.000 --> 00:15:26.000]  因為我們每天都叫人悔改
[00:15:26.000 --> 00:15:27.500]  歸向耶穌
[00:15:27.500 --> 00:15:28.500]  悔改
[00:15:28.500 --> 00:15:30.000]  歸向耶穌
[00:15:30.000 --> 00:15:34.500]  為什麼這麼悶呢?
[00:15:34.500 --> 00:15:39.500]  因為耶穌來的日子到了
[00:15:39.500 --> 00:15:42.000]  天國近了
[00:15:42.000 --> 00:15:45.000]  你們當悔改
[00:15:45.000 --> 00:15:48.000]  信復人
[00:15:48.000 --> 00:15:51.000]  當師仔約翰不僅悶
[00:15:51.000 --> 00:15:55.000]  還可以說很狠
[00:15:55.000 --> 00:15:56.500]  狠是什麼?
[00:15:56.500 --> 00:15:57.500]  想像一下
[00:15:57.500 --> 00:16:00.000]  看聖經要有少許想像力
[00:16:00.000 --> 00:16:02.500]  約翰作為第一個
[00:16:02.500 --> 00:16:05.000]  為耶穌預備道路的人
[00:16:05.000 --> 00:16:06.000]  當年
[00:16:06.000 --> 00:16:08.000]  約翰是祭司
[00:16:08.000 --> 00:16:10.000]  他是祭司的後人
[00:16:10.000 --> 00:16:11.000]  所以很老實
[00:16:11.000 --> 00:16:14.000]  他應該在神的殿裡服侍
[00:16:14.000 --> 00:16:16.500]  但是約翰不在神的殿裡
[00:16:16.500 --> 00:16:19.000]  他是在殿的外面
[00:16:19.000 --> 00:16:24.000]  在約旦河外面服侍神
[00:16:24.000 --> 00:16:26.500]  天天天天叫人悔改
[00:16:26.500 --> 00:16:28.500]  包括有一群人
[00:16:28.500 --> 00:16:31.500]  就是法利塞人和撒都哥人
[00:16:31.500 --> 00:16:33.500]  這群人在第七節
[00:16:33.500 --> 00:16:37.500]  記載這些在教會裡的領袖
[00:16:37.500 --> 00:16:41.000]  他來到師仔約翰的面前
[00:16:41.000 --> 00:16:43.500]  他們都好
[00:16:43.500 --> 00:16:45.500]  他們打算受浸
[00:16:45.500 --> 00:16:46.500]  他們打算受浸什麼?
[00:16:46.500 --> 00:16:49.000]  受浸就是回應
[00:16:49.000 --> 00:16:52.000]  師浸約翰悔改的呼聲
[00:16:52.000 --> 00:16:55.000]  但是當他們回應排隊的時候
