
[00:00:00.000 --> 00:00:10.000]  鼎姊妹,午安,好似呢,過完年啦,今日係農曆年幾多,有冇人講得出呀?
[00:04:29.000 --> 00:04:36.000]  佢仍然要向佢哋施恩,所以神喺44章第一節上半節就講
[00:04:36.000 --> 00:04:40.000]  我哋撥人雅各,我所揀選的以色列
[00:04:40.000 --> 00:04:47.000]  睇唔睇到呢度佢用緊重疊嘅方式一次又一次叫佢哋個名
[00:04:47.000 --> 00:04:54.000]  跟住去到第一節下半節同埋第二節接住就咁話
[00:04:54.000 --> 00:05:01.000]  現在你當庭,造作你,又從你出胎,造就你,並要幫助你的耶和華
[00:05:01.000 --> 00:05:08.000]  如此說,我哋撥人雅各,我所揀選的耶穌倫,不要害怕
[00:05:08.000 --> 00:05:14.000]  耶穌倫係上帝對以色列嘅匿稱
[00:05:14.000 --> 00:05:20.000]  如果我哋睇返七十事譯本嘅翻譯,譯佢做親愛的以色列
[00:05:20.000 --> 00:05:26.000]  神係嗰位造作並且造就以色列之神
[00:05:26.000 --> 00:05:30.000]  咁你問,造作同造就有乜分別?
[00:05:30.000 --> 00:05:36.000]  新譯本就將呢兩個字分別譯做創造同埋塑造
[00:05:36.000 --> 00:05:43.000]  就好似一對好愛錫自己孩子嘅爸爸媽媽
[00:05:43.000 --> 00:05:47.000]  佢唔單止將小朋友帶到嚟世間
[00:05:47.000 --> 00:05:52.000]  佢仍然唔會話生仔就唔養仔
[00:05:52.000 --> 00:05:59.000]  佢一定會承擔起教養佢哋成長嘅責任
[00:05:59.000 --> 00:06:03.000]  縱使神係要嚴懲呢啲嘅以色列民
[00:06:03.000 --> 00:06:08.000]  但係唔代表要佢哋萬劫不復,死緊
[00:06:08.000 --> 00:06:14.000]  因為佢哋係被我,即係神所揀選
[00:06:14.000 --> 00:06:21.000]  喺第一節同埋第二節重覆咗兩次
[00:06:21.000 --> 00:06:29.000]  去到第三節到第四節,仲為佢哋勾出咗一個相當靚嘅願景
[00:06:29.000 --> 00:06:41.000]  因為我要將水囂冠口渴嘅人,將河囂冠乾旱之地,我要將我嘅靈囂冠你嘅後裔,將我嘅福囂冠你嘅子孫
[00:06:41.000 --> 00:06:47.000]  他們要發生在草中,像溪水旁嘅柳樹
[00:06:47.000 --> 00:06:50.000]  不停咁囂冠囂冠囂冠
[00:06:50.000 --> 00:07:01.000]  上帝希望人睇見佢嘅作為,不停咁囂冠囂冠再囂冠
[00:07:01.000 --> 00:07:06.000]  聖靈嘅囂冠,人嘅生命將要被改變
[00:07:06.000 --> 00:07:09.000]  聖靈嘅降臨,我相信大家好熟識
[00:07:09.000 --> 00:07:14.000]  喺《哲行傳》第一章第八節,嗰度嘅技術就係咁話
[00:07:14.000 --> 00:07:26.000]  但聖靈降臨喺你哋身上,你哋就必得著能力,並要在耶路撒冷,猶太傳地和撒瑪利亞,直到地極,作我嘅見證
[00:07:26.000 --> 00:07:37.000]  但係當我哋繼續睇落去,其實你望清楚《哲行傳》喺整個聖靈嘅工作上面係點樣技術嘅
[00:07:37.000 --> 00:07:45.000]  當然有正面嘅,正面就係話會幫助呢一班嘅使徒嚟到行神即其事,去傳福音,係咪呀?
[00:07:45.000 --> 00:07:51.000]  不過請你唔好忘記呢度所寫嘅第五章第三節,咩嚟㗎?
[00:07:51.000 --> 00:07:59.000]  阿拿尼亞夫婦因為欺控聖靈,結果係即時撲倒死亡
[00:07:59.000 --> 00:08:06.000]  去到第十六章,記載保羅最初係想去亞西亞港島嘅
[00:08:06.000 --> 00:08:17.000]  不過聖靈禁止佢話唔准去,之後冇幾耐佢又想去呢個嘅被推離傳道嘅時候呢
[00:08:17.000 --> 00:08:29.000]  點知耶穌嘅靈卻不許,所以呢唔單止係服事,其實喺我哋嘅生命都係咁樣㗎
[00:08:29.000 --> 00:08:36.000]  唔係一帆風順㗎,各位弟兄姊妹,可以好多難處㗎
[00:08:36.000 --> 00:08:42.000]  不過神喺呢個難處嘅當中,其實佢唔係想一掌推倒我哋
[00:08:42.000 --> 00:08:52.000]  呢個從來都唔係上帝嘅原意,而係佢好想我哋能夠喺呢啲困難裏面
[00:08:52.000 --> 00:09:01.000]  仍然睇到究竟神係做緊啲乜嘢,佢想教我哋乜嘢功課
[00:09:01.000 --> 00:09:13.000]  以至我哋克服咗呢啲障礙之後,我哋可以辨識得到上帝嘅心意,然後跟住去行
[00:09:13.000 --> 00:09:24.000]  去到第五節,跟住就話,這個要說,我是屬耶和華的,那個要以雅各的名自稱
[00:09:24.000 --> 00:09:34.000]  又一個要親手寫歸耶和華的,或亦在手上寫歸耶和華,並自稱為以色列
[00:09:34.000 --> 00:09:47.000]  參考呢度寫畀你嘅異賽亞書49章第16節,講到當其時嘅主人對於屬於佢哋嘅奴隸
[00:09:47.000 --> 00:09:57.000]  普遍嘅做法,就會喺奴隸嘅手上寫上,或者作一個印,作為一個標記
[00:09:57.000 --> 00:10:04.000]  不過呢度你睇清楚,寫標記嘅人唔係主人
[00:10:04.000 --> 00:10:11.000]  如果我哋參考埋呂鎮忠譯本,就會清楚一啲
[00:10:11.000 --> 00:10:22.000]  講到係咁樣講,將歸永恆主寫在自己的手上,並將以色列者名字作為自己嘅頭銜
[00:10:22.000 --> 00:10:38.000]  寫呢個名唔係人哋逼你,係自動自覺將歸耶和華的標記寫喺自己嘅手上
[00:10:38.000 --> 00:10:48.000]  神嘅心意唔單止係要叫以色列人得福,仲有見唔見到呢個哪個又一個
[00:10:48.000 --> 00:11:00.000]  即係話一個又一個再一個嘅人,好多人,佢哋最終都會自願嚟到歸於神
[00:11:00.000 --> 00:11:06.000]  歸於喺以色列信仰嘅外邦人呢,呢度話畀我哋聽
[00:11:06.000 --> 00:11:12.000]  最終都會被納入整個神所祝福嘅群體當中
[00:11:12.000 --> 00:11:22.000]  所以你見到呢,我喺呢一個嘅小段落嗰度呢,係用咗一個開引號同埋刪引號
[00:11:22.000 --> 00:11:26.000]  框住咗以色列呢三個字
[00:11:26.000 --> 00:11:32.000]  跟住去到第六節嘅上半節呢,係咁樣話嘅
[00:11:32.000 --> 00:11:39.000]  耶和華以色列的君,以色列的救贖主,萬君之耶和華,如此說
[00:11:39.000 --> 00:11:46.000]  以賽先知就用咗幾個尊稱嚟到去稱呼神
[00:11:46.000 --> 00:11:52.000]  藍色嘅字,以色列的君,以色列的救贖主,萬君之耶和華
[00:11:52.000 --> 00:11:58.000]  一方面佢係要強調神同埋以色列民嗰個好特別嘅關係
[00:11:58.000 --> 00:12:10.000]  另外仲有話佢希望表明呢一個嘅神其實係滿有能力同埋佢必定能夠成就佢嘅心意
[00:12:10.000 --> 00:12:15.000]  好啦,佢跟住呢就同讀者講出咗呢
[00:12:15.000 --> 00:12:21.000]  神三個好重要嘅特質,第六節嘅下半節
[00:12:21.000 --> 00:12:28.000]  「我是首先的,我是末後的,除我以外再沒有真神」
[00:12:28.000 --> 00:12:35.000]  「我是首先的,我是末後的」其實喺啟示錄你會見到
[00:12:35.000 --> 00:12:41.000]  啟示錄嘅開頭一章八節,結束嘅時候二十二章十三節
[00:12:41.000 --> 00:12:46.000]  其實都有相類似嘅敘述係咪呀?一章八節
[00:12:46.000 --> 00:12:53.000]  主神說:「我是阿拉伐,我是俄梅加,是色在今在以後永在的傳能者」
[00:12:53.000 --> 00:13:02.000]  去到二十二章「我是阿拉伐,我是俄梅加,我是首先的,我是末後的,我是初,我是終」
[00:13:02.000 --> 00:13:09.000]  阿拉伐呢,呢度話畀我哋聽,係希臘文嘅第一個字母
[00:13:09.000 --> 00:13:21.000]  作為一個開端,其實就意味住佢喺萬物之前,萬物嘅存在都係源於佢
[00:13:21.000 --> 00:13:28.000]  佢喺地上面一切嘅勢力係嚟自佢
[00:13:28.000 --> 00:13:33.000]  佢唔使靠任何人嘅努力
[00:13:33.000 --> 00:13:44.000]  就正如約翰福音一章第三節嗰度講「萬物是藉著他做的,凡被做的沒有一樣不是藉著他做的」
[00:13:44.000 --> 00:13:53.000]  仲有「我是末後的」意思就係任何嘅力量都無辦法攔阻佢嘅旨意被成就
[00:13:53.000 --> 00:13:59.000]  所以無人能夠凌駕於佢之上,甚至與佢平排
[00:13:59.000 --> 00:14:03.000]  佢係至高無上嘅,即係佢係老闆呀
[00:14:03.000 --> 00:14:10.000]  一個老闆做任何嘢,唔使問你㗎,唔使問我㗎
[00:14:10.000 --> 00:14:14.000]  馬丁路德呢,畀咗我哋一個好好嘅提醒
[00:14:14.000 --> 00:14:21.000]  佢話呢「我哋對神嘅睇法太過人性化」
[00:14:21.000 --> 00:14:27.000]  你諗下呢句「我哋對神嘅睇法太過人性化」
[00:14:27.000 --> 00:14:37.000]  其實聖經喺詩篇五十篇二十一節都曾經畀過我哋相類似嘅責備
[00:14:37.000 --> 00:14:39.000]  佢話咩你,即係人呀
[00:14:39.000 --> 00:14:43.000]  行了這些事,我,即係講緊神啦
[00:14:43.000 --> 00:14:49.000]  患閉口不言,你仲想我同你一樣
[00:14:49.000 --> 00:14:55.000]  呢個正正就係人嘅想法
[00:14:55.000 --> 00:15:02.000]  我哋好多時好似將望遠鏡調轉咗嚟睇
[00:15:02.000 --> 00:15:08.000]  將明明好有能力嘅上帝扁到好細
[00:15:08.000 --> 00:15:15.000]  你用個望遠鏡,加塊鏡片,睇下個太陽
[00:15:15.000 --> 00:15:20.000]  幫我望下望下,變成一支好微弱嘅蠟燭
[00:15:20.000 --> 00:15:24.000]  呢個就係我哋嚟㗎啦
[00:15:24.000 --> 00:15:28.000]  所以好值得我哋反思嘅就係
[00:15:28.000 --> 00:15:32.000]  呢啲嘢大家聽過曬,你都識講㗎
[00:15:32.000 --> 00:15:37.000]  但問題就係,神喺我哋心裏面嘅地位
[00:15:37.000 --> 00:15:44.000]  究竟係咪同佢喺宇宙裏面嘅地位一樣咁高
[00:15:44.000 --> 00:15:46.000]  你諗吓,我再講多次
[00:15:46.000 --> 00:15:57.000]  神喺我哋心裏面嘅地位,究竟係咪同佢喺宇宙嘅地位一樣咁高
[00:15:57.000 --> 00:16:02.000]  你可以好容易答,梗係啦
[00:16:02.000 --> 00:16:04.000]  聖經講㗎嘛
[00:16:04.000 --> 00:16:12.000]  不過當有事情發生,有啲切身嘅問題出現咗
[00:16:12.000 --> 00:16:14.000]  擺喺我哋面前
[00:16:14.000 --> 00:16:19.000]  上帝嘅地位就開始嗡嗡噏噏
[00:16:19.000 --> 00:16:25.000]  搖下搖下,我哋自我的想法
[00:16:25.000 --> 00:16:31.000]  就會取代咗至高無上嘅上帝嘅地位
[00:16:31.000 --> 00:16:37.000]  好期盼,今日呢段聖經能夠提醒我哋
[00:16:37.000 --> 00:16:47.000]  重新認定,呢個先至係至高創造天地嘅主
[00:16:47.000 --> 00:16:52.000]  佢係嗰位掌管一切嘅神
[00:16:52.000 --> 00:16:55.000]  跟住去到第七節
[00:16:55.000 --> 00:16:59.000]  呢度係好似一個法庭嘅辯論咁樣
[00:16:59.000 --> 00:17:02.000]  控方就咁樣話
[00:17:02.000 --> 00:17:09.000]  自從我設立古時嘅文,誰能將我宣告並且指明
[00:17:09.000 --> 00:17:16.000]  又為自己陳述,讓他將未來嘅事和必成嘅事說明
[00:17:16.000 --> 00:17:23.000]  正因為冇人係神嘅對手,冇得傾
[00:17:23.000 --> 00:17:28.000]  所以去到第八節,佢就繼續鼓勵呢班以色列民
[00:17:28.000 --> 00:17:35.000]  你們不要恐懼也不要害怕,我豈不是從上古說明指示你們
[00:17:35.000 --> 00:17:41.000]  並且你們是我的見證,除我以外豈有真神
[00:17:41.000 --> 00:17:45.000]  聖賢沒有盤石,我不知道一個
[00:17:45.000 --> 00:17:48.000]  神喺呢度反覆強調
[00:17:48.000 --> 00:17:52.000]  除咗我之外,再沒有真神
[00:17:52.000 --> 00:17:56.000]  四十三章又講,四十四章又講
[00:17:56.000 --> 00:18:01.000]  所以佢嘅獨一性其實好緊要
[00:18:01.000 --> 00:18:10.000]  神從來都唔係我哋生命嘅一部分
[00:18:10.000 --> 00:18:12.000]  聽清楚呢句
[00:18:12.000 --> 00:18:16.000]  神從來都唔係我哋生命嘅一部分
[00:18:16.000 --> 00:18:21.000]  我哋嘅生活會包括我哋嘅家庭
[00:18:21.000 --> 00:18:25.000]  我哋嘅工作,或者你讀緊書,係你嘅學業
[00:18:25.000 --> 00:18:29.000]  你嘅朋友,你嘅社交圈等等
[00:18:29.000 --> 00:18:31.000]  當我信耶穌嗰刻呢
[00:18:31.000 --> 00:18:37.000]  我就喺咁多楷裏面呢就加多一瓣叫做神
[00:18:37.000 --> 00:18:40.000]  然之後呢我就好努力將呢一楷呢
[00:18:40.000 --> 00:18:46.000]  就不停咁去塞落去我生命裏面唔同嘅範疇
[00:18:46.000 --> 00:18:50.000]  究竟我哋係咪咁樣嘅呢
[00:18:50.000 --> 00:18:53.000]  哦,信咗耶穌嘛,咁梗係要擺落去啦
[00:18:53.000 --> 00:18:55.000]  我舉個例呀
[00:18:55.000 --> 00:19:00.000]  如果有一啲你唔係好熟嘅朋友呢
[00:19:00.000 --> 00:19:02.000]  嚟你屋企探你
[00:19:02.000 --> 00:19:06.000]  咁因為你唔係成日見佢啦
[00:19:06.000 --> 00:19:09.000]  係咪呀,真係好似普普通通嘅朋友
[00:19:09.000 --> 00:19:14.000]  你知道佢唔會賴死唔走喺你屋企
[00:19:14.000 --> 00:19:16.000]  係咪呀,最多坐夜啲啫
[00:19:16.000 --> 00:19:19.000]  咁點都會講拜拜咁就離開
[00:19:19.000 --> 00:19:23.000]  所以呢我斷估呢你個朋友呢
[00:19:23.000 --> 00:19:26.000]  都唔會似熟賣熟
[00:19:26.000 --> 00:19:29.000]  然之後呢去到你屋企呢就
[00:19:29.000 --> 00:19:32.000]  自把自為開你啲櫃
[00:19:32.000 --> 00:19:34.000]  然之後呢就攞啲零食嚟食
[00:19:34.000 --> 00:19:37.000]  開你個雪櫃攞嘢飲
[00:19:37.000 --> 00:19:39.000]  會唔會咁㗎
[00:19:39.000 --> 00:19:42.000]  我相信係唔會㗎
[00:19:42.000 --> 00:19:49.000]  不過我哋嘅上帝唔係嗰個唔係幾熟嘅朋友
[00:19:49.000 --> 00:19:52.000]  佢入到嚟我哋屋企
[00:19:52.000 --> 00:19:57.000]  其實佢係可以隨意開任何一道門
[00:19:57.000 --> 00:20:04.000]  將一啲唔合乎佢心意嘅嘢嚟到攞走
[00:20:04.000 --> 00:20:08.000]  因為佢係屋主嚟㗎
[00:20:08.000 --> 00:20:13.000]  所以佢係我哋嘅生命嘅當中
[00:20:13.000 --> 00:20:16.000]  唔係淨係一忽
[00:20:16.000 --> 00:20:19.000]  係我哋生命裏面嘅全部
[00:20:19.000 --> 00:20:24.000]  呢個就係神嘅獨一性呀
[00:20:24.000 --> 00:20:27.000]  生命之主嘛
[00:20:27.000 --> 00:20:30.000]  其實就係咁嘅意思
[00:20:30.000 --> 00:20:33.000]  當我哋嘅生命
[00:20:33.000 --> 00:20:38.000]  能夠認定嘅時候呢有呢份嘅認定
[00:20:38.000 --> 00:20:40.000]  第八節
[00:20:40.000 --> 00:20:43.000]  以下先知點樣講呀
[00:20:43.000 --> 00:20:48.000]  你們不要恐懼也不要害怕
[00:20:48.000 --> 00:20:51.000]  喺兵荒馬亂
[00:20:51.000 --> 00:20:54.000]  好艱難嘅時間
[00:20:54.000 --> 00:20:57.000]  你切切祈禱
[00:20:57.000 --> 00:21:06.000]  我好想弟兄姊妹記得我哋祈禱嘅對象係邊位呀
[00:21:06.000 --> 00:21:10.000]  我哋同邊個人祈緊禱
[00:21:10.000 --> 00:21:17.000]  我哋同上帝獨一嘅真神祈緊禱
[00:21:17.000 --> 00:21:24.000]  我哋同呢一位嘅盤石真神傾緊計呀
[00:21:24.000 --> 00:21:27.000]  嚟到第三個段落
[00:21:27.000 --> 00:21:29.000]  第九至第二十節
[00:21:29.000 --> 00:21:34.000]  耳塞描述到有個鐵匠又有個木匠
[00:21:34.000 --> 00:21:38.000]  佢哋點樣製造偶像嘅過程
[00:21:38.000 --> 00:21:41.000]  第九節係咁樣話嘅
[00:21:41.000 --> 00:21:45.000]  製造挑剔偶像的盡都虛空
[00:21:45.000 --> 00:21:48.000]  他們所喜悅的都無益處
[00:21:48.000 --> 00:21:52.000]  他們的見證無所看見無所知曉
[00:21:52.000 --> 00:21:55.000]  他們變覺羞愧
[00:21:55.000 --> 00:21:59.000]  虛空呢個字打咗俾你㗎啦
[00:21:59.000 --> 00:22:04.000]  其實呢就係同創世紀第一章第二節
[00:22:04.000 --> 00:22:06.000]  地時空虛混沌
[00:22:06.000 --> 00:22:07.000]  冤冕黑暗
[00:22:07.000 --> 00:22:10.000]  神的靈運行在水面上
[00:22:10.000 --> 00:22:14.000]  呢個空虛嗰個字呢係一模一樣嘅
[00:22:14.000 --> 00:22:18.000]  咁所以呢耳塞書喺呢一度呢
[00:22:18.000 --> 00:22:22.000]  呢個虛空呢個字呢其實可以引申為呢
[00:22:22.000 --> 00:22:26.000]  冇意義冇幫助
[00:22:26.000 --> 00:22:29.000]  甚至呢好似第九節嗰度所講
[00:22:29.000 --> 00:22:31.000]  毫無益處
[00:22:31.000 --> 00:22:32.000]  咁解
[00:22:32.000 --> 00:22:37.000]  大家只要立一立呢一段經文
[00:22:37.000 --> 00:22:40.000]  好長呀所以我唔打算同大家讀
[00:22:40.000 --> 00:22:44.000]  你就會明白點解作者
[00:22:44.000 --> 00:22:50.000]  講到敬拜偶像係一件幾咁荒謬嘅事
[00:22:50.000 --> 00:22:53.000]  創世紀一章二十七節
[00:22:53.000 --> 00:22:54.000]  就話畀我哋聽
[00:22:54.000 --> 00:22:58.000]  神係照住自己嘅形象做人係咪
[00:22:58.000 --> 00:23:01.000]  不過當人去做偶像
[00:23:01.000 --> 00:23:03.000]  調返轉頭嘅時候呢
[00:23:03.000 --> 00:23:07.000]  嗰啲鐵匠呢嗰段經文話佢好努力呀
[00:23:07.000 --> 00:23:11.000]  費寢忘餐搵個鎚嚟係咁打係咁打
[00:23:11.000 --> 00:23:13.000]  直至到筋疲力竭
[00:23:13.000 --> 00:23:19.000]  木匠呢就為咗搵嗰啲製造偶像嘅材料呢
[00:23:19.000 --> 00:23:22.000]  就踏遍整個嘅森林
[00:23:22.000 --> 00:23:27.000]  然之後呢甚至係親手栽種
[00:23:27.000 --> 00:23:30.000]  培植一啲貴價嘅木材
[00:23:30.000 --> 00:23:34.000]  精心量度設計製作
[00:23:34.000 --> 00:23:38.000]  不過諷刺嘅係第十五節呀
[00:23:38.000 --> 00:23:43.000]  這樹人可以人可用以燒火
[00:23:43.000 --> 00:23:45.000]  他自己取些烤火
[00:23:45.000 --> 00:23:47.000]  又燒著烤餅
[00:23:47.000 --> 00:23:49.000]  而且做神像跪拜
[00:23:49.000 --> 00:23:52.000]  做挑剋嘅偶像向他跪拜
[00:23:52.000 --> 00:23:55.000]  同一棵樹嘅木頭
[00:23:55.000 --> 00:24:00.000]  人竟然呢攞部分呢攞嚟當柴燒
[00:24:00.000 --> 00:24:04.000]  另一部分呢就用嚟挑剋偶像
[00:24:04.000 --> 00:24:06.000]  有冇搞錯係咪呀
[00:24:06.000 --> 00:24:08.000]  死而所思
[00:24:08.000 --> 00:24:15.000]  既然個木頭連自己避免被火焚燒
[00:24:15.000 --> 00:24:17.000]  即係自保呀
[00:24:17.000 --> 00:24:19.000]  都做唔到
[00:24:19.000 --> 00:24:24.000]  人點解仍然係要以佢為神
[00:24:24.000 --> 00:24:28.000]  希望佢幫你希望佢救你呀
[00:24:28.000 --> 00:24:33.000]  但係人呢就好似第十八節嗰度咁樣講呀
[00:24:33.000 --> 00:24:39.000]  如果唔諗下其實邏輯上面根本就唔通嘅
[00:24:39.000 --> 00:24:40.000]  係咪呀
[00:24:40.000 --> 00:24:44.000]  當我哋將呢一個做法同創世紀
[00:24:44.000 --> 00:24:47.000]  神照住自己嘅形象
[00:24:47.000 --> 00:24:50.000]  嚟到做人拍埋一齊嚟睇嘅時候呢
[00:24:50.000 --> 00:24:54.000]  我哋就會見到一個非常之強烈嘅對比
[00:24:54.000 --> 00:25:01.000]  顯出人靠住自己嘅力量去做製造一個嘅神
[00:25:01.000 --> 00:25:04.000]  係幾咁愚昧可笑
[00:25:04.000 --> 00:25:06.000]  敬拜偶像呢
[00:25:06.000 --> 00:25:10.000]  唔單止好似第九節咁樣講到
[00:25:10.000 --> 00:25:13.000]  盡都虛空都無益處
[00:25:13.000 --> 00:25:15.000]  拜完之後都有後果
[00:25:15.000 --> 00:25:18.000]  拜極都係咁驚
[00:25:18.000 --> 00:25:20.000]  心裏面都係唔平安
[00:25:20.000 --> 00:25:23.000]  都係仍然覺得羞愧
[00:25:23.000 --> 00:25:25.000]  十一節咁講
[00:25:25.000 --> 00:25:28.000]  對於基督徒嚟講呢
[00:25:28.000 --> 00:25:32.000]  我相信呢我哋多數
[00:25:32.000 --> 00:25:35.000]  弟兄姊妹都唔會跌入去呢
[00:25:35.000 --> 00:25:39.000]  一個拜有形嘅偶像
[00:25:39.000 --> 00:25:40.000]  崇拜裏面嘅
[00:25:40.000 --> 00:25:41.000]  唔係咁
[00:25:41.000 --> 00:25:45.000]  不過呢第十節仍然問我哋
[00:25:45.000 --> 00:25:47.000]  誰製造神像
[00:25:47.000 --> 00:25:50.000]  誅造無益嘅偶像
[00:25:50.000 --> 00:25:52.000]  當佢咁問嘅時候呢
[00:25:52.000 --> 00:25:54.000]  我相信我哋就好容易答呀
[00:25:54.000 --> 00:25:55.000]  心裏面就話
[00:25:55.000 --> 00:25:58.000]  誒梗係唔係我啦咁樣
[00:25:58.000 --> 00:26:00.000]  我冇份咁
[00:26:00.000 --> 00:26:03.000]  不過當我哋嚟到諗真啲嘅時候呢
[00:26:03.000 --> 00:26:05.000]  我哋會唔會跌咗落去一個
[00:26:05.000 --> 00:26:09.000]  無形嘅偶像崇拜裏面呢
[00:26:09.000 --> 00:26:12.000]  唔係嗰舊像
[00:26:12.000 --> 00:26:14.000]  嗰舊木頭
[00:26:14.000 --> 00:26:16.000]  係無形嘅
[00:26:16.000 --> 00:26:20.000]  我有三個問題想邀請大家去諗下
[00:26:20.000 --> 00:26:22.000]  第一
[00:26:22.000 --> 00:26:27.000]  有冇追求更多呀
[00:26:27.000 --> 00:26:29.000]  有冇追求更多
[00:26:29.000 --> 00:26:31.000]  追求更多嘅物質
[00:26:31.000 --> 00:26:33.000]  更好嘅居住環境
[00:26:33.000 --> 00:26:36.000]  放一個長啲嘅假期去遠啲
[00:26:36.000 --> 00:26:37.000]  然之後呢
[00:26:37.000 --> 00:26:38.000]  同屋企人去一個
[00:26:38.000 --> 00:26:41.000]  以前呢度未去過呀嘛
[00:26:41.000 --> 00:26:44.000]  咁去第二個國家玩下啦
[00:26:44.000 --> 00:26:45.000]  等我嘅仔女呢
[00:26:45.000 --> 00:26:48.000]  喺年少年紀細嘅時候
[00:26:48.000 --> 00:26:50.000]  學多幾樣嘢
[00:26:50.000 --> 00:26:52.000]  傍身呀嘛係咪呀
[00:26:52.000 --> 00:26:57.000]  總之乜嘢都要多啲
[00:26:57.000 --> 00:27:00.000]  如果你話我唔係咁嘅
[00:27:00.000 --> 00:27:02.000]  我冇咁物質主義
[00:27:02.000 --> 00:27:06.000]  但係我哋仍然可以追求更多嘅權力
[00:27:06.000 --> 00:27:07.000]  名譽
[00:27:07.000 --> 00:27:08.000]  成功
[00:27:08.000 --> 00:27:11.000]  你話唔係咁講呢啲嘢嘅
[00:27:11.000 --> 00:27:12.000]  不過呢
[00:27:12.000 --> 00:27:15.000]  我希望人哋肯定我多啲喎
[00:27:15.000 --> 00:27:17.000]  追求別人嘅肯定
[00:27:17.000 --> 00:27:18.000]  甚至更高嘅層次
[00:27:18.000 --> 00:27:22.000]  希望能夠有更大嘅自由
[00:27:22.000 --> 00:27:26.000]  更加遠大嘅理想
[00:27:26.000 --> 00:27:31.000]  其實呢啲嘢可能係好嘢嚟㗎喎
[00:27:31.000 --> 00:27:38.000]  不過如果我哋賦予上述呢啲嘢嘅價值
[00:27:38.000 --> 00:27:44.000]  係超過我哋嘅上帝佢睇重嘅嘢呢
[00:27:44.000 --> 00:27:49.000]  任何上述我提過嘅事情或者物質
[00:27:49.000 --> 00:27:52.000]  都可以成為我哋嘅偶像
[00:27:52.000 --> 00:27:53.000]  例如
[00:27:53.000 --> 00:27:58.000]  我哋睇我哋嘅孩子嘅學業
[00:27:58.000 --> 00:28:01.000]  入到個咩學校
[00:28:01.000 --> 00:28:05.000]  能唔能夠讀到繼續讀上去
[00:28:05.000 --> 00:28:07.000]  入唔入到大學
[00:28:07.000 --> 00:28:08.000]  咩大學
[00:28:08.000 --> 00:28:10.000]  讀咩科
[00:28:10.000 --> 00:28:17.000]  比起我哋睇重去建立佢同上帝嘅關係
[00:28:17.000 --> 00:28:20.000]  帶領佢哋歸向耶穌基督
