
[00:00:00.000 --> 00:00:02.000]  各位親愛的兄弟姐妹,你們好
[00:01:24.000 --> 00:01:26.000]  我們就會探索這個禱告
[00:01:26.000 --> 00:01:29.000]  都是應該今天我們那個禱告的
[00:01:29.000 --> 00:01:32.000]  好,我們先來帶大家去了解一下
[00:01:32.000 --> 00:01:34.000]  教堂的目的是什麼呢?
[00:01:34.000 --> 00:01:37.000]  原來是一個敬拜的地方
[00:01:37.000 --> 00:01:39.000]  是一個敬拜之殿
[00:01:39.000 --> 00:01:43.000]  好,我們來帶大家去看
[00:01:43.000 --> 00:01:46.000]  原來當聖殿建成的時候
[00:01:46.000 --> 00:01:48.000]  他們首先做一件事是什麼呢?
[00:01:48.000 --> 00:01:53.000]  大家一起來去讀《歷代之下》第五章的第七節
[00:01:53.000 --> 00:02:07.000]  原來當聖殿一開始的時候
[00:02:07.000 --> 00:02:13.000]  祭司就將昔日那個在會幕裏面放的藥櫃
[00:02:13.000 --> 00:02:16.000]  拖進去聖殿裏面
[00:02:16.000 --> 00:02:18.000]  為什麼呢?
[00:02:18.000 --> 00:02:20.000]  如果聖殿沒有了藥櫃
[00:02:20.000 --> 00:02:22.000]  某個程度不是聖殿
[00:02:22.000 --> 00:02:26.000]  因為藥櫃是代表了神的同在
[00:02:26.000 --> 00:02:29.000]  神那個同在的標記
[00:02:29.000 --> 00:02:32.000]  如果那個地方那個建築物裏面
[00:02:32.000 --> 00:02:35.000]  沒有了這個藥櫃的時候
[00:02:35.000 --> 00:02:36.000]  很真
[00:02:36.000 --> 00:02:38.000]  和所羅門自己所建的皇宮
[00:02:38.000 --> 00:02:40.000]  有什麼的分別呢?
[00:02:40.000 --> 00:02:44.000]  當他們抬著這個藥櫃進去的時候
[00:02:44.000 --> 00:02:47.000]  一班的祭司利尾人
[00:02:47.000 --> 00:02:53.000]  他們來到去敲鼓、擊鑼、琴瑟、彈琴、吹號
[00:02:53.000 --> 00:02:56.000]  一齊的來帶去歌頌讚美神
[00:02:56.000 --> 00:03:00.000]  我們一齊來帶去讀《歷代之下》第五章的第十三節
[00:03:00.000 --> 00:03:03.000]  第五章的第十三節我們一齊來讀出
[00:03:14.000 --> 00:03:18.000]  「眾所周知,楊聖誕的夜和華」
[00:03:18.000 --> 00:03:23.000]  「夜和華本為善,她的愛永遠長存」
[00:03:23.000 --> 00:03:27.000]  「那是夜和華的殿,有雲充滿」
[00:03:27.000 --> 00:03:29.000]  看不看到很美麗?
[00:03:29.000 --> 00:03:31.000]  當聖殿一開始的時候
[00:03:31.000 --> 00:03:34.000]  一班的利尾人帶著詩歌班
[00:03:34.000 --> 00:03:37.000]  來帶去歌頌讚美神
[00:03:37.000 --> 00:03:40.000]  然後整班的子民一齊的來帶去和應
[00:03:40.000 --> 00:03:43.000]  結果神的榮耀就在這裏來彰顯
[00:03:43.000 --> 00:03:46.000]  所以聖殿是讓我們敬拜神的地方
[00:03:46.000 --> 00:03:49.000]  接著所羅門就帶領著群眾
[00:03:49.000 --> 00:03:51.000]  發出一個很重要的宣告
[00:03:51.000 --> 00:03:56.000]  他說到「夜和華以色列的神是應當稱頌的」
[00:03:56.000 --> 00:04:00.000]  接著他說到「夜和華以色列的神」
[00:04:00.000 --> 00:04:04.000]  「天上地下沒有神可比你」
[00:04:04.000 --> 00:04:08.000]  「你向那盡心行在你面前的僕人」
[00:04:08.000 --> 00:04:11.000]  「守約斯慈愛」
[00:04:11.000 --> 00:04:15.000]  原來整個聖殿就是以神作為中心點
[00:04:15.000 --> 00:04:19.000]  整個聖殿就是讓人來帶好的地方
[00:04:19.000 --> 00:04:21.000]  來帶去敬拜神
[00:04:21.000 --> 00:04:26.000]  雖然人怎樣來做很美麗的聖殿
[00:04:26.000 --> 00:04:28.000]  怎樣華美都好
[00:04:28.000 --> 00:04:34.000]  都不能夠讓神的榮耀完全的來彰顯出來
[00:04:34.000 --> 00:04:40.000]  都不能夠表達到人對神那份完全的敬意
[00:04:40.000 --> 00:04:42.000]  所以所羅門他怎樣說
[00:04:42.000 --> 00:04:46.000]  「神果真與世人同住在地上」
[00:04:46.000 --> 00:04:53.000]  「看!天和天上的天尚且不足你居住」
[00:04:53.000 --> 00:04:56.000]  「何況我所見的這殿」
[00:04:56.000 --> 00:05:01.000]  大家知道所羅門建的聖殿是非常的華美
[00:05:01.000 --> 00:05:02.000]  很美麗
[00:05:02.000 --> 00:05:05.000]  但所羅門有一個很清晰的體會
[00:05:05.000 --> 00:05:12.000]  怎樣美麗的地方都不能夠彰顯到神完全那種的榮美
[00:05:12.000 --> 00:05:14.000]  但不可以因為這樣而不做
[00:05:14.000 --> 00:05:16.000]  最簡單舉一個例子
[00:05:16.000 --> 00:05:19.000]  你覺得你的太太很可愛
[00:05:19.000 --> 00:05:20.000]  委心給你
[00:05:20.000 --> 00:05:24.000]  一路來打理家庭生活非常好
[00:05:24.000 --> 00:05:27.000]  到她生日那天你會怎樣做呢?
[00:05:27.000 --> 00:05:30.000]  你應該結婚幾年都好
[00:05:30.000 --> 00:05:32.000]  要買張卡
[00:05:32.000 --> 00:05:34.000]  還要有心思寫寫東西
[00:05:34.000 --> 00:05:38.000]  然後跟她出去吃一頓晚飯
[00:05:38.000 --> 00:05:39.000]  但好親
[00:05:39.000 --> 00:05:41.000]  你縱使這樣做都好
[00:05:41.000 --> 00:05:45.000]  都不能夠完全表達到你對她的心意
[00:05:45.000 --> 00:05:46.000]  你就不可以說
[00:05:46.000 --> 00:05:48.000]  「是的,反正都表達不了」
[00:05:48.000 --> 00:05:49.000]  「那我就不做了」
[00:05:49.000 --> 00:05:50.000]  當你不做的時候
[00:05:50.000 --> 00:05:53.000]  你會面對一個很凶險的未來
[00:05:53.000 --> 00:05:55.000]  所以記住
[00:05:55.000 --> 00:05:58.000]  縱使很可能你覺得我這樣做
[00:05:58.000 --> 00:06:01.000]  都不及表達到我完全的心意
[00:06:01.000 --> 00:06:04.000]  但不可以不去做
[00:06:04.000 --> 00:06:08.000]  所以今天我們要好好的去敬拜神
[00:06:08.000 --> 00:06:09.000]  今日教會
[00:06:09.000 --> 00:06:10.000]  記住
[00:06:10.000 --> 00:06:13.000]  是以神作為中心點
[00:06:13.000 --> 00:06:15.000]  是榮耀彰顯的地方
[00:06:15.000 --> 00:06:18.000]  所以我們要好好的來敬拜神
[00:06:18.000 --> 00:06:20.000]  把榮耀歸因給神
[00:06:20.000 --> 00:06:23.000]  我深信今天這個新的堂子
[00:06:23.000 --> 00:06:25.000]  比我們舊的堂子
[00:06:25.000 --> 00:06:29.000]  更加讓我們覺得舒適
[00:06:29.000 --> 00:06:32.000]  讓我們可以有一個更好的敬拜
[00:06:32.000 --> 00:06:34.000]  所以我們要珍惜
[00:06:34.000 --> 00:06:36.000]  但或許有些人會說
[00:06:36.000 --> 00:06:38.000]  「我去舊的地方」
[00:06:38.000 --> 00:06:39.000]  「那裡近」
[00:06:39.000 --> 00:06:40.000]  「這裡遠一點」
[00:06:40.000 --> 00:06:42.000]  「那怎麼辦?」
[00:06:42.000 --> 00:06:45.000]  如果你一個渴慕的心
[00:06:45.000 --> 00:06:47.000]  你就會很不同了
[00:06:47.000 --> 00:06:49.000]  很簡單舉個例子
[00:06:49.000 --> 00:06:53.000]  可能我們香港人來了英國一段時間
[00:06:53.000 --> 00:06:57.000]  就很懷念中國食品
[00:06:57.000 --> 00:07:01.000]  香港的調味品
[00:07:01.000 --> 00:07:07.000]  但在紀念館或其他超市買不到
[00:07:07.000 --> 00:07:08.000]  「不要緊」
[00:07:08.000 --> 00:07:10.000]  有華人超市
[00:07:10.000 --> 00:07:14.000]  但華人超市對你來說是遠的
[00:07:14.000 --> 00:07:17.000]  但你為了要買你喜歡的調味料
[00:07:17.000 --> 00:07:19.000]  那些蝦餃、燒賣
[00:07:19.000 --> 00:07:20.000]  那你會怎樣?
[00:07:20.000 --> 00:07:23.000]  可能開車開遠一點也好
[00:07:23.000 --> 00:07:27.000]  你也會去那個華人超市買東西
[00:07:27.000 --> 00:07:29.000]  因為這種渴慕的心
[00:07:29.000 --> 00:07:32.000]  你就不介意付出
[00:07:32.000 --> 00:07:34.000]  我剛才跟一些人打招呼
[00:07:34.000 --> 00:07:37.000]  其實對不同的人有不同的體會
[00:07:37.000 --> 00:07:39.000]  搬到新堂有些人說
[00:07:39.000 --> 00:07:40.000]  「哎呀!更好啊」
[00:07:40.000 --> 00:07:42.000]  「我也是住在Town那裡」
[00:07:42.000 --> 00:07:44.000]  「走路過來也是十多分鐘而已」
[00:07:44.000 --> 00:07:45.000]  「真的那裡近」
[00:07:45.000 --> 00:07:47.000]  但有些人就遠一點
[00:07:47.000 --> 00:07:49.000]  但如果你記住
[00:07:49.000 --> 00:07:51.000]  你經歷到神的恩典
[00:07:51.000 --> 00:07:53.000]  經歷到神的祝福
[00:07:53.000 --> 00:07:56.000]  你願不願意每個星期
[00:07:56.000 --> 00:07:57.000]  把一些時間拿出來
[00:07:57.000 --> 00:08:00.000]  去歸榮耀給神呢?
[00:08:00.000 --> 00:08:02.000]  去參與這個聚會
[00:08:02.000 --> 00:08:05.000]  可能你開車是多開十多分鐘
[00:08:05.000 --> 00:08:08.000]  但這些代價和神給你的恩典
[00:08:08.000 --> 00:08:10.000]  我們真的會相差很遠
[00:08:10.000 --> 00:08:12.000]  所以我們願不願意來承擔
[00:08:12.000 --> 00:08:14.000]  這是很重要的
[00:08:14.000 --> 00:08:16.000]  所以求神來幫助我們
[00:08:16.000 --> 00:08:17.000]  在這個地方裡面
[00:08:17.000 --> 00:08:20.000]  在這個新的地方當中
[00:08:20.000 --> 00:08:22.000]  是有更好的敬拜
[00:08:22.000 --> 00:08:24.000]  第二方面
[00:08:24.000 --> 00:08:26.000]  是一個禱告的地方
[00:08:26.000 --> 00:08:29.000]  當這個聖殿建完之後
[00:08:29.000 --> 00:08:33.000]  他們除了唱詩歌頌讚美神之外
[00:08:33.000 --> 00:08:36.000]  就是向神禱告
[00:08:36.000 --> 00:08:38.000]  所羅門是先祈禱
[00:08:38.000 --> 00:08:41.000]  然後後獻祭的
[00:08:41.000 --> 00:08:43.000]  所以你留意到
[00:08:43.000 --> 00:08:46.000]  他很清楚這個聖殿
[00:08:46.000 --> 00:08:48.000]  是除了敬拜之外
[00:08:48.000 --> 00:08:50.000]  就是要去禱告
[00:08:50.000 --> 00:08:52.000]  他在這裡呼求神
[00:08:52.000 --> 00:08:54.000]  我們一起來讀出
[00:08:54.000 --> 00:08:58.000]  歷代之下第六章的二十到二十一節
[00:08:58.000 --> 00:09:00.000]  我們一起來讀出
[00:09:18.000 --> 00:09:24.000]  看得很清楚
[00:09:24.000 --> 00:09:25.000]  所羅門就說到
[00:09:25.000 --> 00:09:29.000]  這個地方是給神的子民
[00:09:29.000 --> 00:09:31.000]  來帶去禱告
[00:09:31.000 --> 00:09:33.000]  親近神的地方
[00:09:33.000 --> 00:09:36.000]  如果你留意第六章的時候
[00:09:36.000 --> 00:09:39.000]  是有九處的經文說出
[00:09:39.000 --> 00:09:41.000]  我們要在這個地方裡面
[00:09:41.000 --> 00:09:42.000]  來帶去禱告
[00:09:42.000 --> 00:09:44.000]  這是很重要的觀念
[00:09:44.000 --> 00:09:47.000]  特別如果你看這個禱告裡面
[00:09:47.000 --> 00:09:50.000]  是帶出幾種不同的情況之下
[00:09:50.000 --> 00:09:54.000]  我們都需要好好地去祈禱
[00:09:54.000 --> 00:09:57.000]  人與人之間產生一些不和諧的關係
[00:09:57.000 --> 00:09:58.000]  出了問題
[00:09:58.000 --> 00:10:00.000]  要帶到神的面前
[00:10:00.000 --> 00:10:02.000]  一會兒我們會看
[00:10:02.000 --> 00:10:05.000]  人與神的關係曾經出了問題
[00:10:05.000 --> 00:10:08.000]  都要回來聖殿裡面來禱告神
[00:10:08.000 --> 00:10:10.000]  甚至國家出現了問題的時候
[00:10:10.000 --> 00:10:14.000]  更加需要來帶去禱告
[00:10:14.000 --> 00:10:18.000]  當英國要面對德國的侵略的時候
[00:10:18.000 --> 00:10:20.000]  那時候不夠打
[00:10:20.000 --> 00:10:22.000]  於是首相就呼求
[00:10:22.000 --> 00:10:24.000]  我們一起去到神的殿裡面
[00:10:24.000 --> 00:10:26.000]  向神來禱告
[00:10:26.000 --> 00:10:28.000]  求神來保守我們的國家
[00:10:28.000 --> 00:10:30.000]  所以這個是很重要
[00:10:30.000 --> 00:10:34.000]  原來今天這個教堂
[00:10:34.000 --> 00:10:36.000]  神的監
[00:10:36.000 --> 00:10:38.000]  是給我們來帶去禱告的
[00:10:38.000 --> 00:10:40.000]  英國的華人教會
[00:10:40.000 --> 00:10:43.000]  和香港的教會有一點點分別
[00:10:43.000 --> 00:10:45.000]  我們大部分的華人教會
[00:10:45.000 --> 00:10:48.000]  都是借西人的教會來帶去聚會
[00:10:48.000 --> 00:10:50.000]  就像我們現在這樣
[00:10:50.000 --> 00:10:53.000]  但是香港很多的教會
[00:10:53.000 --> 00:10:58.000]  基本上是有自己的物業的
[00:10:58.000 --> 00:11:01.000]  平時都是開放給弟兄姊妹的
[00:11:01.000 --> 00:11:05.000]  但是我們很多時候會回到禮拜堂裡面
[00:11:05.000 --> 00:11:07.000]  大家聊天
[00:11:07.000 --> 00:11:08.000]  開會
[00:11:08.000 --> 00:11:11.000]  甚至來帶去玩一下
[00:11:11.000 --> 00:11:13.000]  在禮拜堂裡面
[00:11:13.000 --> 00:11:15.000]  上面是有打羽毛球的地方
[00:11:15.000 --> 00:11:17.000]  有乒乓球桌子
[00:11:17.000 --> 00:11:19.000]  這個是不錯的
[00:11:19.000 --> 00:11:23.000]  是可以給你來帶去休閒
[00:11:23.000 --> 00:11:26.000]  但是我們往往忽略了一個問題
[00:11:26.000 --> 00:11:27.000]  是什麼呢?
[00:11:27.000 --> 00:11:30.000]  原來教堂最重要的
[00:11:30.000 --> 00:11:32.000]  是給大兄姊妹們
[00:11:32.000 --> 00:11:35.000]  回去好好的祈禱
[00:11:35.000 --> 00:11:38.000]  我們有沒有想過這些情況呢?
[00:11:38.000 --> 00:11:41.000]  英國其實也有很多教會是很值得欣賞的
[00:11:41.000 --> 00:11:42.000]  是什麼呢?
[00:11:42.000 --> 00:11:44.000]  特別是那些神社
[00:11:44.000 --> 00:11:45.000]  整座的那些
[00:11:45.000 --> 00:11:47.000]  它平日有開門的
[00:11:47.000 --> 00:11:49.000]  是給人家可以在裡面
[00:11:49.000 --> 00:11:52.000]  來帶去安靜禱告的
[00:11:52.000 --> 00:11:54.000]  我自己也很享受
[00:11:54.000 --> 00:11:57.000]  有時候去整座的禮拜堂裡面
[00:11:57.000 --> 00:11:58.000]  我坐在那裡
[00:11:58.000 --> 00:12:00.000]  看著那些彩色玻璃
[00:12:00.000 --> 00:12:02.000]  看著那些圖的時候
[00:12:02.000 --> 00:12:04.000]  我是專注一點的
[00:12:04.000 --> 00:12:06.000]  我祈禱也祈禱得好一點
[00:12:06.000 --> 00:12:09.000]  我自己13歲開始回教會
[00:12:09.000 --> 00:12:12.000]  有時候特別不開心的時候
[00:12:12.000 --> 00:12:14.000]  我都會回去禮拜堂那裡
[00:12:14.000 --> 00:12:17.000]  那時候我回的教堂就是宣道會北角堂
[00:12:17.000 --> 00:12:19.000]  平日沒有人回去
[00:12:19.000 --> 00:12:21.000]  禮堂都關燈了
[00:12:21.000 --> 00:12:23.000]  但是亮著一盞燈
[00:12:23.000 --> 00:12:26.000]  就在十字架後面發出紅色的光芒
[00:12:26.000 --> 00:12:29.000]  我就坐在那裡來帶去祈禱
[00:12:29.000 --> 00:12:32.000]  有時候是一些很深的經歷
[00:12:32.000 --> 00:12:34.000]  雖然我曾經說笑
[00:12:34.000 --> 00:12:36.000]  我平常都坐郵輪的
[00:12:36.000 --> 00:12:38.000]  我坐了四年的郵輪
[00:12:38.000 --> 00:12:41.000]  因為我在長洲見到神論院讀書
[00:12:41.000 --> 00:12:43.000]  所以那時候我是坐油麻地小輪的
[00:12:43.000 --> 00:12:45.000]  所以我是坐了四年的郵輪
[00:12:45.000 --> 00:12:47.000]  但是我終於有一次
[00:12:47.000 --> 00:12:48.000]  就是在幾年前
[00:12:48.000 --> 00:12:51.000]  暫時來說是唯一一次坐了郵輪
[00:12:51.000 --> 00:12:56.000]  都是在丹麥來帶我上船
[00:12:56.000 --> 00:12:58.000]  玩得很開心
[00:12:58.000 --> 00:13:00.000]  但是到最後那一天
[00:13:00.000 --> 00:13:02.000]  我們走了
[00:13:02.000 --> 00:13:07.000]  坐火車去丹麥的中央火車站上車
[00:13:07.000 --> 00:13:09.000]  然後去機場
[00:13:09.000 --> 00:13:13.000]  被人偷了我那個手提包
[00:13:13.000 --> 00:13:15.000]  有了我的護照
[00:13:15.000 --> 00:13:16.000]  有了所有的錢
[00:13:16.000 --> 00:13:18.000]  最傷是什麼呢?
[00:13:18.000 --> 00:13:21.000]  是我拍的那些照片全部都沒有了
[00:13:21.000 --> 00:13:23.000]  很痛苦啊
[00:13:23.000 --> 00:13:24.000]  阿May報警
[00:13:24.000 --> 00:13:26.000]  但是我經常都有這些事
[00:13:26.000 --> 00:13:28.000]  她專門是向遊客來帶她下手
[00:13:28.000 --> 00:13:29.000]  因為去機場
[00:13:29.000 --> 00:13:31.000]  你一定追究不到什麼
[00:13:31.000 --> 00:13:34.000]  我就要在丹麥飛去芬蘭
[00:13:34.000 --> 00:13:36.000]  由芬蘭那裡再轉機回香港
[00:13:36.000 --> 00:13:38.000]  我在丹麥可以出境
[00:13:38.000 --> 00:13:39.000]  但是芬蘭出不了境
[00:13:39.000 --> 00:13:41.000]  因為沒有護照
[00:13:41.000 --> 00:13:43.000]  怎麼辦?
[00:13:43.000 --> 00:13:45.000]  但是我仍然是要去敬拜神
[00:13:45.000 --> 00:13:47.000]  那天是星期六
[00:13:47.000 --> 00:13:49.000]  我打電話回香港
[00:13:49.000 --> 00:13:51.000]  幸好我太太仍然有她的電話
[00:13:51.000 --> 00:13:53.000]  所以我一直都提醒大家
[00:13:53.000 --> 00:13:55.000]  當你去旅行的時候
[00:13:55.000 --> 00:13:58.000]  最好你把錢交給你太太去管理
[00:13:58.000 --> 00:13:59.000]  因為她們是貼身的
[00:13:59.000 --> 00:14:00.000]  是萬無一失的
[00:14:00.000 --> 00:14:03.000]  當然拿不拿回是另一回事
[00:14:03.000 --> 00:14:05.000]  但是都比億愛人好
[00:14:05.000 --> 00:14:09.000]  所以我一定鼓勵你把錢交給你太太去管理
[00:14:09.000 --> 00:14:10.000]  幸好還有她的電話
[00:14:10.000 --> 00:14:11.000]  於是我打電話回香港
[00:14:11.000 --> 00:14:13.000]  叫她們幫我查
[00:14:13.000 --> 00:14:15.000]  人民疫情事務處的資料之外
[00:14:15.000 --> 00:14:17.000]  就是要查教堂
[00:14:17.000 --> 00:14:19.000]  星期日
[00:14:19.000 --> 00:14:21.000]  我其實是很沉重的心情
[00:14:21.000 --> 00:14:23.000]  但是我仍然要回教堂裡面
[00:14:23.000 --> 00:14:24.000]  來帶人去敬拜神
[00:14:24.000 --> 00:14:26.000]  但是這裡讓我學到一件事
[00:14:26.000 --> 00:14:27.000]  鼓勵大家
[00:14:27.000 --> 00:14:29.000]  如果我們有網頁的話
[00:14:29.000 --> 00:14:31.000]  一定要更新我們的網頁
[00:14:31.000 --> 00:14:32.000]  為什麼呢?
[00:14:32.000 --> 00:14:34.000]  我打第一家教堂
[00:14:34.000 --> 00:14:35.000]  叮鈴
[00:14:35.000 --> 00:14:37.000]  說芬蘭話不知道說什麼
[00:14:37.000 --> 00:14:39.000]  後來我就問酒店的人
[00:14:39.000 --> 00:14:40.000]  你幫我查查是什麼
[00:14:40.000 --> 00:14:41.000]  他就跟我說
[00:14:41.000 --> 00:14:43.000]  他說電話已經cut了
[00:14:43.000 --> 00:14:45.000]  就是不對的
[00:14:45.000 --> 00:14:46.000]  就是去不了
[00:14:46.000 --> 00:14:47.000]  我打第二家
[00:14:47.000 --> 00:14:48.000]  終於找到了
[00:14:48.000 --> 00:14:50.000]  我就去那家禮拜堂
[00:14:50.000 --> 00:14:52.000]  因為我很早去到
[00:14:52.000 --> 00:14:53.000]  完全沒有人
[00:14:53.000 --> 00:14:54.000]  我坐在禮拜堂
[00:14:54.000 --> 00:14:56.000]  其實心情是很不開心
[00:14:56.000 --> 00:14:58.000]  因為失去所有的東西
[00:14:58.000 --> 00:15:01.000]  還不知道什麼時候可以拿回
[00:15:01.000 --> 00:15:04.000]  我就看著十字架
[00:15:04.000 --> 00:15:07.000]  看著一些壁畫
[00:15:07.000 --> 00:15:08.000]  我去祈禱
[00:15:08.000 --> 00:15:10.000]  將我那種怨懟
[00:15:10.000 --> 00:15:11.000]  很憤怒的
[00:15:11.000 --> 00:15:13.000]  去咒詛那些人
[00:15:13.000 --> 00:15:14.000]  我絕對不會說
[00:15:14.000 --> 00:15:16.000]  神啊!求祢赦免他們
[00:15:16.000 --> 00:15:18.000]  因為他們所作的他們不曉得
[00:15:18.000 --> 00:15:19.000]  我神啊!求祢審判他們
[00:15:19.000 --> 00:15:21.000]  因為他們所作的他們是曉得
[00:15:21.000 --> 00:15:23.000]  求祢你也是去審判他們
[00:15:23.000 --> 00:15:24.000]  以咒報怨
[00:15:24.000 --> 00:15:25.000]  OK?
[00:15:25.000 --> 00:15:26.000]  接著我就問神
[00:15:26.000 --> 00:15:27.000]  我應該怎樣呢?
[00:15:27.000 --> 00:15:28.000]  很特別
[00:15:28.000 --> 00:15:30.000]  那次的經歷到現在
[00:15:30.000 --> 00:15:31.000]  我都沒有重複出現過
[00:15:31.000 --> 00:15:33.000]  突然間有一種很特別的感受
[00:15:33.000 --> 00:15:35.000]  好像有些東西
[00:15:35.000 --> 00:15:37.000]  在上面一路降下來
[00:15:37.000 --> 00:15:38.000]  是感覺到
[00:15:38.000 --> 00:15:39.000]  進了我這裡
[00:15:39.000 --> 00:15:41.000]  一路一路的掹下來這裡
[00:15:41.000 --> 00:15:42.000]  但是掹到我的肚子
[00:15:42.000 --> 00:15:43.000]  不知道是不是肚子太大了
[00:15:43.000 --> 00:15:45.000]  晃著晃不了腳那裡
[00:15:45.000 --> 00:15:47.000]  但是我又沒有聽到說
[00:15:47.000 --> 00:15:49.000]  「謝是我的,愛是我所喜悅的」
[00:15:49.000 --> 00:15:50.000]  我聽不到這件事
[00:15:50.000 --> 00:15:54.000]  但是那種感覺是很特別
[00:15:54.000 --> 00:15:56.000]  有一種很平靜
[00:15:56.000 --> 00:15:58.000]  很安穩的感覺
[00:15:58.000 --> 00:16:01.000]  客觀環境是沒有變的
[00:16:01.000 --> 00:16:03.000]  我都是沒有錢
[00:16:03.000 --> 00:16:04.000]  沒有電話
[00:16:04.000 --> 00:16:05.000]  沒有護照
[00:16:05.000 --> 00:16:07.000]  不知道怎麼辦
[00:16:07.000 --> 00:16:11.000]  但是當我將那個困擾
[00:16:11.000 --> 00:16:14.000]  去到教堂裡面
[00:16:14.000 --> 00:16:17.000]  向著神來傾訴的時候
[00:16:17.000 --> 00:16:20.000]  我就得到這種平靜安穩
[00:16:20.000 --> 00:16:23.000]  都感恩
[00:16:23.000 --> 00:16:24.000]  那間教堂
[00:16:24.000 --> 00:16:27.000]  後來有人就知道我的處境
[00:16:27.000 --> 00:16:29.000]  後來第二天就帶我去
[00:16:29.000 --> 00:16:31.000]  中國領事館裡面
[00:16:31.000 --> 00:16:35.000]  申請拿回一本護照
[00:16:35.000 --> 00:16:38.000]  但是去到也很難過
[00:16:38.000 --> 00:16:40.000]  因為電子出來
[00:16:40.000 --> 00:16:44.000]  不再會有緊急的護照可以給你拿到
[00:16:44.000 --> 00:16:46.000]  自從7月4日之後
[00:16:46.000 --> 00:16:49.000]  至少有5個working day
[00:16:49.000 --> 00:16:50.000]  很痛苦
[00:16:50.000 --> 00:16:52.000]  但是後來神都憐憫
[00:16:52.000 --> 00:16:53.000]  我竟然一天之內
[00:16:53.000 --> 00:16:55.000]  拿回護照
[00:16:55.000 --> 00:16:56.000]  不再細說了
[00:16:56.000 --> 00:16:57.000]  我想說的是
[00:16:57.000 --> 00:16:59.000]  原來當你有困擾的時候
[00:16:59.000 --> 00:17:02.000]  你可以去到教堂裡面
[00:17:02.000 --> 00:17:04.000]  向神來傾訴
[00:17:04.000 --> 00:17:06.000]  今天很多教會都會開放出來
[00:17:06.000 --> 00:17:08.000]  不要忘記
[00:17:08.000 --> 00:17:10.000]  昔日主耶穌
[00:17:10.000 --> 00:17:12.000]  他都面對當時的聖殿
[00:17:12.000 --> 00:17:14.000]  已經變成為一個
[00:17:14.000 --> 00:17:16.000]  社交場所了
[00:17:16.000 --> 00:17:18.000]  那些人來和他聊天
[00:17:18.000 --> 00:17:20.000]  建立關係
[00:17:20.000 --> 00:17:22.000]  甚至來和他做買賣
[00:17:22.000 --> 00:17:24.000]  所以主耶穌就來責備他們
[00:17:24.000 --> 00:17:25.000]  他說道
[00:17:25.000 --> 00:17:27.000]  我的電必稱為禱告的電
[00:17:27.000 --> 00:17:30.000]  你們倒洗去成為賊窩
[00:17:30.000 --> 00:17:33.000]  原來聖殿是用來敬拜神的
[00:17:33.000 --> 00:17:37.000]  但是後來就變成為一個交易的地方
[00:17:37.000 --> 00:17:39.000]  有時候我們回來教堂
[00:17:39.000 --> 00:17:41.000]  都是為了要建立關係
[00:17:41.000 --> 00:17:43.000]  建立關係是重要
[00:17:43.000 --> 00:17:45.000]  但這不是最重要
[00:17:45.000 --> 00:17:46.000]  其實這段經文
[00:17:46.000 --> 00:17:47.000]  耶穌所說的
[00:17:47.000 --> 00:17:51.000]  是引自《爾賽亞書》56章第7節
[00:17:51.000 --> 00:17:54.000]  我們一起讀《爾賽亞書》56章第7節
