
[00:00:00.000 --> 00:00:06.000]  今天要分享的經文是在《馬拉基書》第三章十三至四章六節
[00:05:07.440 --> 00:05:11.560]  我記得以前聽過有個姐妹說,初初不認識,她回教會
[00:05:11.560 --> 00:05:15.240]  那個奉獻袋傳到她那裡,她伸手進去想拿些東西出來
[00:05:15.240 --> 00:05:20.680]  然後隔壁那個就勸她,不是的,不是的,這個奉獻是你給的,不是拿的
[00:05:20.680 --> 00:05:24.560]  我們的信仰會不會有時候也是隨隨便便的呢?
[00:05:24.560 --> 00:05:29.880]  上帝去到這段經文第三章裡面,和以色列人繼續爭辯
[00:05:29.880 --> 00:05:35.400]  她說了什麼?今天要說三個A字
[00:05:35.400 --> 00:05:39.560]  第一個A是aluminum,我們不如先讀那段經文
[00:05:39.560 --> 00:05:44.520]  以前我通常叫弟兄姊妹讀的,但今天我下面的弟兄姊妹有五個
[00:05:44.520 --> 00:05:47.840]  有兩個在SV panel,所以讓我自己讀
[00:05:47.840 --> 00:05:50.840]  經文這樣說,第三章十三至十五節
[00:05:50.840 --> 00:05:54.640]  耶和華說,你們用話頂撞我
[00:05:54.640 --> 00:06:00.440]  以色列人卻說,我們說了些什麼頂撞你呢?
[00:06:00.440 --> 00:06:05.480]  接著以色列人就說,私奉上帝是枉然的
[00:06:05.480 --> 00:06:13.080]  我們遵守上帝所吩咐的,在萬軍之耶和華面前哀痛而行
[00:06:13.080 --> 00:06:15.360]  有什麼益處呢?
[00:06:15.360 --> 00:06:23.040]  這段經文其實很簡單的說,其實上帝不是說那些人說話直接去衝撞上帝
[00:06:23.040 --> 00:06:27.720]  這段翻譯漏了一點,他說我說了些什麼頂撞你呢?
[00:06:27.720 --> 00:06:35.160]  或者一個比較合適的翻譯就是,我們自己聊天說了些什麼得罪了上帝
[00:06:35.160 --> 00:06:39.160]  你明白我的意思吧?不是說那些人祈禱的時候罵上帝,不是
[00:06:39.160 --> 00:06:45.680]  是那些人自己在聊天的時候,他就說,私奉上帝是浪費力氣的
[00:06:45.680 --> 00:06:50.040]  遵守上帝的吩咐是浪費力氣的,有什麼益處呢?
[00:06:50.040 --> 00:06:54.880]  接著他說在耶和華面前哀痛而行,是在說他們要守很多節日
[00:06:54.880 --> 00:06:58.880]  例如,嚴肅會、禁食、贖罪日
[00:06:58.880 --> 00:07:05.680]  他們慢慢已經將這些給他們去警醒,或者反省他們生命的機會
[00:07:05.680 --> 00:07:09.080]  變成了一些行禮如儀的節日
[00:07:09.080 --> 00:07:13.200]  所以他們說我們拉長臉有什麼益處?沒有益處
[00:07:13.200 --> 00:07:17.280]  反之然,他們說了一些更加大逆不道的事情
[00:07:17.280 --> 00:07:21.880]  他說什麼呢?他說現在我們稱狂傲的人有福
[00:07:21.880 --> 00:07:24.600]  而且稱行惡的人得以建立
[00:07:24.600 --> 00:07:29.760]  他們雖然試探上帝,卻得以逃脫
[00:07:29.760 --> 00:07:32.960]  新約有八福,在舊約的《馬拉基書》
[00:07:32.960 --> 00:07:36.920]  根據這些以色列人有三福,這三福是什麼呢?
[00:07:36.920 --> 00:07:42.520]  就是那些狂傲的有福、行惡的上帝建立他
[00:07:42.520 --> 00:07:49.000]  那些故意要試探上帝底線的,上帝又任由他逃脫
[00:07:49.000 --> 00:07:53.920]  他說的是他們正在經歷的社會就是有一群這樣的人
[00:07:53.920 --> 00:07:57.880]  正所謂殺人放火、金腰帶
[00:07:57.880 --> 00:08:01.880]  下面那句我永遠都不會背,不過你知道我的意思
[00:08:01.880 --> 00:08:07.080]  在這樣的環境裡面,對我們有一個什麼的illumine
[00:08:07.080 --> 00:08:11.760]  對我們有一個什麼的誘惑呢?
[00:08:11.760 --> 00:08:17.400]  當社會好像沒有了公義,或者沒有天理
[00:08:17.400 --> 00:08:22.120]  沒有王管的時候,其實我們有一個很大的誘惑就是
[00:08:22.120 --> 00:08:24.720]  不如我們都亂來
[00:08:24.720 --> 00:08:27.760]  既然是這樣,不如我也亂來
[00:08:27.760 --> 00:08:34.400]  我想起我看過一套電影,有沒有人看過這套電影?
[00:08:34.400 --> 00:08:38.080]  《葉問》
[00:08:38.080 --> 00:08:43.160]  《葉問》我想說的不是他本身這個角色,在《葉問》的第一集裡面
[00:08:43.160 --> 00:08:46.440]  有一個叫沙膽源的人,我不知道你有沒有印象
[00:08:46.440 --> 00:08:48.360]  可能有些電影姊妹都看過
[00:08:48.360 --> 00:08:52.920]  沙膽源是王佑南,我沒有讀錯他的名字,沒有錯
[00:08:52.920 --> 00:08:59.400]  王佑南飾演的,在角色裡面說他很慘的,他被人欺負
[00:08:59.400 --> 00:09:05.800]  接著因為被人欺負得多,他離開了家裡,反而去投靠了一些黑幫
[00:09:05.800 --> 00:09:09.840]  他說與其我被人欺負,不如我欺負別人
[00:09:09.840 --> 00:09:11.800]  我不要做被人欺負的那個
[00:09:11.800 --> 00:09:14.520]  他惡嗎?我惡過他
[00:09:14.520 --> 00:09:18.000]  我覺得我們今天面對的就是一個這樣的誘惑
[00:09:18.000 --> 00:09:24.120]  不如沒有王管的時候,我做惡一點的那個
[00:09:24.120 --> 00:09:27.000]  我又想起另一套電影,這套電影更舊
[00:09:27.000 --> 00:09:31.320]  1999年,也就是20年前
[00:09:31.320 --> 00:09:33.880]  誰做的呢?古天樂,這次沒有照片給你看
[00:09:33.880 --> 00:09:37.600]  那套電影叫《夜叉》,我不知道你們看了沒有
[00:09:37.600 --> 00:09:41.600]  但是你可以上網找一下,是非法可以看的
[00:09:41.600 --> 00:09:44.600]  不過我不是鼓勵你這樣做,我只是告訴你
[00:09:44.600 --> 00:09:46.600]  《夜叉》是一個什麼樣的角色呢?
[00:09:46.600 --> 00:09:51.760]  很簡單,說他是一個嫉惡如仇,性格剛烈的人
[00:09:51.760 --> 00:09:54.960]  他原本很想將一些罪犯繩之於法
[00:09:54.960 --> 00:09:58.320]  但是那些罪犯在現行的法律體制之下
[00:09:58.320 --> 00:10:02.640]  用各種各樣的方法去逃避法律的制裁
[00:10:02.640 --> 00:10:07.920]  結果,他自己成為了一個神秘的蒙面人
[00:10:07.920 --> 00:10:10.960]  就將那些匪徒,不是繩之於法
[00:10:10.960 --> 00:10:16.960]  濫用私刑,鞭打,毒害,殺光他們
[00:10:16.960 --> 00:10:22.120]  如果這個世界再沒有一個法律與秩序的時候
[00:10:22.120 --> 00:10:29.760]  其實我們每個人都有一個傾向成為夜叉
[00:10:29.760 --> 00:10:33.760]  "There is no God, so let me be God"
[00:10:33.760 --> 00:10:38.480]  這個可能就是我們今天最大的 allumen
[00:10:38.480 --> 00:10:40.160]  神有沒有停在這裡呢?
[00:10:40.160 --> 00:10:44.160]  在經文的十六、十八節,神沒有罵那群人
[00:10:44.160 --> 00:10:48.400]  神給了他們一個 alternative,給了他們另類的選擇
[00:10:48.400 --> 00:10:50.400]  那段經文,剛才 Donald 也讀過了
[00:10:50.400 --> 00:10:53.320]  不過我們也再讀這一節經文
[00:10:53.320 --> 00:10:54.080]  第十六節,他說
[00:10:54.080 --> 00:10:57.080]  "那是敬畏耶和華的人彼此談論"
[00:10:57.080 --> 00:10:58.920]  "耶和華則以耳聽"
[00:10:58.920 --> 00:11:02.400]  "而且有紀念冊在神面前記錄"
[00:11:02.400 --> 00:11:06.400]  "那些敬畏耶和華思念他名的人"
[00:11:06.400 --> 00:11:08.880]  這段經文說有另一群人
[00:11:08.880 --> 00:11:10.880]  這群人的特色是什麼呢?
[00:11:10.880 --> 00:11:13.760]  中文的翻譯是"敬畏耶和華"
[00:11:13.760 --> 00:11:15.400]  如果你聽我講道講得多
[00:11:15.400 --> 00:11:19.280]  你知道"敬畏"這個意思是什麼意思
[00:11:19.280 --> 00:11:20.680]  說的是他害怕
[00:11:20.680 --> 00:11:25.800]  原來說的是這群人仍然懂得害怕上帝的時候
[00:11:25.800 --> 00:11:28.400]  他當上帝有道的這群人
[00:11:28.400 --> 00:11:29.760]  上帝會怎樣呢?
[00:11:29.760 --> 00:11:33.120]  上帝會則以耳聽
[00:11:33.120 --> 00:11:37.680]  或者另一個演繹就是上帝會竊聽
[00:11:37.680 --> 00:11:39.800]  偷聽他們說話
[00:11:39.800 --> 00:11:42.400]  然後將他們的名字寫下
[00:11:42.400 --> 00:11:44.640]  你放心,不是罰你
[00:11:44.640 --> 00:11:46.160]  而是要記錄你
[00:11:46.160 --> 00:11:50.280]  是一個紀念冊上告
[00:11:50.280 --> 00:11:57.120]  為了要高舉你、抬舉你
[00:11:57.120 --> 00:12:01.360]  經文說:萬君之華說在我所定的日子
[00:12:01.360 --> 00:12:03.760]  那群紀念他的人
[00:12:03.760 --> 00:12:05.960]  敬畏他的人必屬我
[00:12:05.960 --> 00:12:08.120]  是我寶貴的產業
[00:12:08.120 --> 00:12:14.440]  我必憐憫他們如同人憐憫那個服侍他的兒子
[00:12:14.440 --> 00:12:15.920]  這裡說了一樣很特別的東西
[00:12:15.920 --> 00:12:18.520]  就是"我所定的日子"
[00:12:18.520 --> 00:12:19.760]  就是哪一天呢?
[00:12:19.760 --> 00:12:22.520]  原文另一個翻譯比較準確的
[00:12:22.520 --> 00:12:25.800]  就是"我行動的日子"
[00:12:25.800 --> 00:12:27.840]  到某一天我會動手
[00:12:27.840 --> 00:12:28.840]  我動手的時候
[00:12:28.840 --> 00:12:30.800]  這群敬畏我的人不用怕
[00:12:30.800 --> 00:12:32.080]  因為他會屬我
[00:12:32.080 --> 00:12:34.480]  我會保住他們的性命
[00:12:34.480 --> 00:12:35.520]  我會保住他
[00:12:35.520 --> 00:12:38.120]  好像那些人保住自己的兒子一樣
[00:12:38.120 --> 00:12:40.240]  他是我寶貴的產業
[00:12:40.240 --> 00:12:41.680]  他說在那時候
[00:12:41.680 --> 00:12:46.360]  你們就是那群頂撞上帝的那群人
[00:12:46.360 --> 00:12:48.560]  你們會再一次看到
[00:12:48.560 --> 00:12:50.160]  義人和惡人
[00:12:50.160 --> 00:12:55.840]  侍奉上帝和不侍奉上帝的人有什麼分別
[00:12:55.840 --> 00:12:58.760]  上帝在這裡允許
[00:12:58.760 --> 00:13:02.960]  將來有一天上帝會做事
[00:13:02.960 --> 00:13:06.120]  你們這一群笑我的
[00:13:06.120 --> 00:13:07.880]  鄙視我的
[00:13:07.880 --> 00:13:10.120]  或者不尊重我命的人
[00:13:10.120 --> 00:13:12.120]  你們要向另一群人學習
[00:13:12.120 --> 00:13:15.240]  就是這一群敬畏上帝的人學習
[00:13:15.240 --> 00:13:18.080]  那個alternative是什麼呢?
[00:13:18.080 --> 00:13:26.680]  Be a fearer of God, not a mocker
[00:13:26.680 --> 00:13:31.160]  我們寧願成為一個我們害怕上帝的人
[00:13:31.160 --> 00:13:36.200]  我們也不寧願成為一個我們恥笑信耶和華
[00:13:36.200 --> 00:13:37.800]  有什麼益處
[00:13:37.800 --> 00:13:40.080]  我們不寧願做這個人
[00:13:40.080 --> 00:13:41.760]  容不容易做呢?
[00:13:41.760 --> 00:13:42.400]  不容易做
[00:13:42.400 --> 00:13:43.960]  剛才在敬拜之前
[00:13:43.960 --> 00:13:46.800]  我們有幾個弟兄姊妹都一起祈禱聊天的時候
[00:13:46.800 --> 00:13:48.320]  我們發覺這段時間
[00:13:48.320 --> 00:13:50.800]  其實我們都有很多的質疑
[00:13:50.800 --> 00:13:53.400]  到底上帝是不是真的呢?
[00:13:53.400 --> 00:13:55.400]  上帝是不是真的信實呢?
[00:13:55.400 --> 00:13:57.280]  上帝是不是公義的呢?
[00:13:57.280 --> 00:13:59.520]  經文其實有給過一個提示
[00:13:59.520 --> 00:14:01.600]  我們要怎麼做的
[00:14:01.600 --> 00:14:02.520]  在第十六節
[00:14:02.520 --> 00:14:06.120]  但我想給兩張圖畫你猜一下
[00:14:06.120 --> 00:14:11.000]  猜一個四字詞語
[00:14:11.000 --> 00:14:12.120]  嘩,沒錯
[00:14:12.120 --> 00:14:14.480]  縱然我們這裡只有五個人在下面
[00:14:14.480 --> 00:14:18.240]  也有一個立刻答到,就是「圍爐取暖」
[00:14:18.240 --> 00:14:19.560]  你見不見到有些貓圍著
[00:14:19.560 --> 00:14:21.680]  那是一個「heater」
[00:14:21.680 --> 00:14:22.680]  他在說什麼呢?
[00:14:22.680 --> 00:14:25.240]  到底在說的就是
[00:14:25.240 --> 00:14:30.160]  原來一群屬神的人是需要彼此談論
[00:14:30.160 --> 00:14:31.280]  剛才經文說
[00:14:31.280 --> 00:14:34.560]  敬威耶和華的人彼此談論的意思
[00:14:34.560 --> 00:14:36.960]  就是說他們圍在一起
[00:14:36.960 --> 00:14:38.520]  圍爐取暖
[00:14:38.520 --> 00:14:39.680]  我們今天經常說的
[00:14:39.680 --> 00:14:41.240]  我們剛剛談剛剛說的
[00:14:41.240 --> 00:14:42.960]  我們找一些剛剛談剛剛說的
[00:14:42.960 --> 00:14:44.000]  顏色差不多的
[00:14:44.000 --> 00:14:45.400]  我們才有辦法談
[00:14:45.400 --> 00:14:47.560]  在那裡是互相安慰
[00:14:47.560 --> 00:14:49.400]  互相鼓勵
[00:14:49.400 --> 00:14:52.240]  互相提醒
[00:14:52.240 --> 00:14:54.600]  原來在我們的信仰裡面
[00:14:54.600 --> 00:14:57.040]  上帝是真的教我們
[00:14:57.040 --> 00:14:58.560]  要圍爐取暖
[00:14:58.560 --> 00:15:00.720]  我們要有一個屬靈的群體
[00:15:00.720 --> 00:15:02.160]  在這些困難
[00:15:02.160 --> 00:15:03.760]  我們見不到上帝
[00:15:03.760 --> 00:15:06.080]  好像見不到上帝的時候
[00:15:06.080 --> 00:15:08.960]  成為我們信心的來源
[00:15:08.960 --> 00:15:11.600]  如果你一個人落單的時候
[00:15:11.600 --> 00:15:13.840]  你的信心很快會斷
[00:15:13.840 --> 00:15:15.920]  我經常見到有很多弟兄姊妹
[00:15:15.920 --> 00:15:17.480]  其實我做了不久
[00:15:17.480 --> 00:15:18.920]  我做了五年傳道人
[00:15:18.920 --> 00:15:20.520]  見過很多弟兄姊妹說
[00:15:20.520 --> 00:15:21.880]  我轉教會
[00:15:21.880 --> 00:15:23.800]  或者我這段時間不回教會
[00:15:23.800 --> 00:15:26.040]  我深信我對上帝的認識
[00:15:26.040 --> 00:15:28.960]  我自己都可以好好去 practice(練習)
[00:15:28.960 --> 00:15:30.240]  我的信仰
[00:15:30.240 --> 00:15:32.400]  但在我眼見
[00:15:32.400 --> 00:15:33.240]  大部分
[00:15:33.240 --> 00:15:37.360]  說的是九成以上是不見了
[00:15:37.360 --> 00:15:41.920]  九成以上是慢慢在基督教裡面
[00:15:41.920 --> 00:15:43.520]  在他的信仰裡面
[00:15:43.520 --> 00:15:45.400]  離開了
[00:15:45.400 --> 00:15:48.320]  所以我想我們要學那幾隻貓
[00:15:48.320 --> 00:15:50.280]  圍爐取暖是很重要的
[00:15:50.280 --> 00:15:51.680]  所以有空約一些
[00:15:51.680 --> 00:15:52.800]  屬神的
[00:15:52.800 --> 00:15:56.080]  也真的有同一個信仰的人
[00:15:56.080 --> 00:15:57.520]  我們多點聊天
[00:15:57.520 --> 00:15:58.360]  彼此鼓勵
[00:15:58.360 --> 00:16:00.200]  在一個困難的時間
[00:16:00.200 --> 00:16:01.480]  我們會覺得
[00:16:01.480 --> 00:16:04.400]  還有一些溫暖
[00:16:04.400 --> 00:16:07.120]  接著是第四章一至三節
[00:16:07.120 --> 00:16:08.400]  這段經文
[00:16:08.400 --> 00:16:09.200]  不是很長
[00:16:09.200 --> 00:16:10.600]  不過我很想
[00:16:10.600 --> 00:16:12.200]  逐樣跟你解釋
[00:16:12.200 --> 00:16:14.800]  是我今天覺得最重要的一件事
[00:16:14.800 --> 00:16:17.160]  最後上帝給我們那個A
[00:16:17.160 --> 00:16:18.120]  是assurance(保證)
[00:16:18.120 --> 00:16:20.760]  給我們一個
[00:16:20.760 --> 00:16:21.400]  叫做什麼?
[00:16:21.400 --> 00:16:22.920]  assurance
[00:16:22.920 --> 00:16:24.880]  應許
[00:16:24.880 --> 00:16:25.880]  保障
[00:16:25.880 --> 00:16:26.720]  不知道,隨便吧
[00:16:26.720 --> 00:16:28.640]  總之你看得明白
[00:16:28.640 --> 00:16:30.280]  不過我也請頂姐妹一起讀
[00:16:30.280 --> 00:16:31.840]  預備,一二三
[00:16:31.840 --> 00:16:35.400]  萬君之夜和華雪看哪日臨近
[00:16:35.400 --> 00:16:37.480]  細如燒著的火爐
[00:16:37.480 --> 00:16:40.800]  凡狂傲的和行惡的都如碎階
[00:16:40.800 --> 00:16:42.800]  在哪日被燒盡
[00:16:42.800 --> 00:16:45.280]  根與枝條無一存留
[00:16:45.280 --> 00:16:49.240]  但是對你們敬畏我名的人
[00:16:49.240 --> 00:16:51.600]  必有公義的太陽出現
[00:16:51.600 --> 00:16:54.240]  其光線有醫治的能力
[00:16:54.240 --> 00:16:58.480]  你們必出來跳躍如圈裡的牛犢
[00:16:58.480 --> 00:17:02.920]  你們必踐踏惡人在我所定的日子
[00:17:02.920 --> 00:17:06.240]  他們必成為你們腳掌下的灰塵
[00:17:06.240 --> 00:17:09.560]  這是萬君之夜和華雪的
[00:17:09.560 --> 00:17:11.040]  如果你回教會回得久
[00:17:11.040 --> 00:17:12.400]  或者你教會的傳道人
[00:17:12.400 --> 00:17:14.840]  很喜歡跟你講原文、講結構
[00:17:14.840 --> 00:17:17.160]  你會見到這段經文很特別的
[00:17:17.160 --> 00:17:19.640]  就是一個很典型的線型結構
[00:17:19.640 --> 00:17:21.880]  可不可以多給他們一個powerpoint看一看
[00:17:21.880 --> 00:17:22.920]  見不見到一層層
[00:17:22.920 --> 00:17:25.120]  其實我已經將它推進了
[00:17:25.120 --> 00:17:26.840]  你見到萬君之夜和華
[00:17:26.840 --> 00:17:29.480]  第一個和下面那個是一對
[00:17:29.480 --> 00:17:31.560]  然後中間indent了
[00:17:31.560 --> 00:17:34.280]  他說那些行惡狂傲的
[00:17:34.280 --> 00:17:37.480]  就和尾二那段那些惡人是一對
[00:17:37.480 --> 00:17:41.480]  中間就是那些對敬畏我明的人
[00:17:41.480 --> 00:17:43.120]  將會發生的事
[00:17:43.120 --> 00:17:45.640]  是中間凸顯了出來
[00:17:45.640 --> 00:17:46.880]  首先我們講一下
[00:17:46.880 --> 00:17:49.400]  狂傲人和惡人的報應
[00:17:49.400 --> 00:17:50.200]  很簡單
[00:17:50.200 --> 00:17:51.680]  經文其實不難解的
[00:17:51.680 --> 00:17:53.000]  就說有一個火爐
[00:17:53.000 --> 00:17:58.480]  會將他們的筋和枝條都燒盡
[00:17:58.480 --> 00:18:02.040]  說的是沒得回頭
[00:18:02.040 --> 00:18:04.760]  所有東西盡,沒有了
[00:18:04.760 --> 00:18:09.360]  也都會成為那些義人會踐踏惡人
[00:18:09.360 --> 00:18:11.160]  他們會成為
[00:18:11.160 --> 00:18:15.920]  那些惡人會成為義人腳掌下的一些灰塵
[00:18:15.920 --> 00:18:19.440]  說的是將來會有一件這樣的事發生
[00:18:19.440 --> 00:18:23.320]  狂傲的和行惡的會有報應
[00:18:23.320 --> 00:18:27.200]  而另外敬畏我明的人有些什麼呢
[00:18:27.200 --> 00:18:30.240]  但是對我們那些敬畏我明的人
[00:18:30.240 --> 00:18:32.240]  必有公義的太陽出現
[00:18:32.240 --> 00:18:34.520]  其光線有醫治的能力
[00:18:34.520 --> 00:18:36.400]  你們要出來跳躍
[00:18:36.400 --> 00:18:38.960]  如圈裏面的牛毒一樣
[00:18:38.960 --> 00:18:40.680]  他講了兩幅圖畫
[00:18:40.680 --> 00:18:43.440]  第一幅圖畫就是一個公義的太陽出現
[00:18:43.440 --> 00:18:47.200]  第二幅圖畫是跳躍圈裏的牛毒
[00:18:47.200 --> 00:18:49.160]  我們兩幅圖畫都看一下
[00:18:49.160 --> 00:18:52.600]  什麼叫做公義的太陽出現
[00:18:52.600 --> 00:18:55.240]  其光線有醫治的能力呢
[00:18:55.240 --> 00:18:59.280]  其實原文的表示是在講日出
[00:18:59.280 --> 00:19:01.600]  太陽慢慢升起
[00:19:01.600 --> 00:19:04.960]  你開始感受到它的溫暖
[00:19:04.960 --> 00:19:08.440]  和烈日當空十二點鐘出去的太陽是不同的
[00:19:08.440 --> 00:19:10.880]  那個太陽是給惡人的
[00:19:10.880 --> 00:19:14.520]  上帝給一群義人的太陽
[00:19:14.520 --> 00:19:16.920]  是剛剛初升的太陽
[00:19:16.920 --> 00:19:20.040]  你有沒有試過去看日出
[00:19:20.040 --> 00:19:22.640]  我在2017年去危行者
[00:19:22.640 --> 00:19:24.160]  我當然要練山
[00:19:24.160 --> 00:19:26.440]  練山的時候有一次
[00:19:26.440 --> 00:19:27.480]  在八月的時候
[00:19:27.480 --> 00:19:32.320]  我記得那天從馬鞍山走到大埔道
[00:19:32.320 --> 00:19:34.880]  晚上十點鐘出發
[00:19:34.880 --> 00:19:35.880]  有兩張照片
[00:19:35.880 --> 00:19:38.680]  就是我們出發的時候的樣子
[00:19:38.680 --> 00:19:41.160]  黃色衣服那張就是我們出發的時候
[00:19:41.160 --> 00:19:43.440]  大家還站得很直
[00:19:43.440 --> 00:19:44.760]  那一刻很聰明
[00:19:44.760 --> 00:19:49.960]  大家都紅斗斗地繼續開始在馬鞍山走上去
[00:19:49.960 --> 00:19:52.680]  但走到晚上凌晨四點
[00:19:52.680 --> 00:19:54.640]  就是旁邊那張照片
[00:19:54.640 --> 00:19:57.080]  已經沒有人想拍照
[00:19:57.080 --> 00:19:58.840]  已經是要按住在那裡
[00:19:58.840 --> 00:20:00.160]  你不要以為他懶有型
[00:20:00.160 --> 00:20:02.680]  其實那個弟兄是在拉筋
[00:20:02.680 --> 00:20:04.200]  因為你看他的小腿
[00:20:04.200 --> 00:20:06.080]  已經由他原本的尺寸
[00:20:06.080 --> 00:20:07.760]  最少粗多了一吋
