
[00:00:00.000 --> 00:00:05.000]  這個說法是孟子所講,這是他心目中理想的社會應該有的愛
[00:04:31.500 --> 00:04:33.000]  所以你看看旁邊的朋友
[00:04:33.000 --> 00:04:35.600]  所以你看看旁邊的朋友
[00:04:35.600 --> 00:04:36.600]  告訴他
[00:04:36.600 --> 00:04:39.600]  恭喜你返到教會長6.7年
[00:04:39.600 --> 00:04:43.400]  恭喜他你回到教會比其他人長壽6.7年
[00:04:43.400 --> 00:04:45.600]  所以千萬不要不返教會
[00:04:45.600 --> 00:04:47.400]  所以千萬不要回到教會
[00:04:47.400 --> 00:04:48.600]  命都短幾年
[00:04:48.600 --> 00:04:50.200]  命也會短幾年
[00:04:50.200 --> 00:04:53.000]  不是我講的是調查報告說的
[00:04:53.000 --> 00:04:56.200]  以前有人提到長者多數都是負面的
[00:04:56.200 --> 00:04:59.400]  以前有人提到長者多數都是負面的
[00:04:59.400 --> 00:05:03.400]  譬如形容長者年老叫做豐足殘年
[00:05:03.400 --> 00:05:06.200]  譬如形容長者年老叫做豐足殘年
[00:05:06.200 --> 00:05:10.200]  說那些人幾十歲都不怕的叫做老頑固
[00:05:10.200 --> 00:05:13.200]  說那些幾十歲的人都看不到是老頑固
[00:05:13.200 --> 00:05:17.000]  幾十歲的人做的事都不合理就叫做老兒不
[00:05:17.000 --> 00:05:20.600]  幾十歲的人做的事不合理就叫做老懵懂
[00:05:20.600 --> 00:05:23.800]  是不是老懵懂
[00:05:23.800 --> 00:05:25.400]  都算是合格了好不好
[00:05:25.400 --> 00:05:29.800]  年紀越大越精明越斤斤計較的
[00:05:29.800 --> 00:05:31.400]  越精明越斤斤計較的
[00:05:31.400 --> 00:05:33.400]  我們叫做人老精鬼老靈
[00:05:33.400 --> 00:05:35.800]  人老的聰明鬼老的精靈
[00:05:35.800 --> 00:05:41.400]  今天合格了
[00:05:41.400 --> 00:05:44.400]  當然也有一些比較正面的說法
[00:05:44.400 --> 00:05:47.000]  當然也有一些比較正面的說法
[00:05:47.000 --> 00:05:48.800]  譬如說家有一老餘有一寶
[00:05:48.800 --> 00:05:51.400]  譬如說家有一老如同有一寶
[00:05:51.400 --> 00:05:54.400]  譬如稱晚年是金色年華
[00:05:54.400 --> 00:05:57.800]  譬如說稱晚年為金色年華
[00:05:57.800 --> 00:05:59.400]  為什麼用金色來形容呢
[00:05:59.400 --> 00:06:00.600]  為什麼用金色來形容呢
[00:06:00.600 --> 00:06:03.600]  因為農夫在收割的時候
[00:06:03.600 --> 00:06:05.200]  五穀豐收都是金黃色
[00:06:05.200 --> 00:06:08.600]  因為農夫在收割五穀的時候都是黃色的
[00:06:08.600 --> 00:06:12.200]  所以也是形容人生最美好的一段時間
[00:06:12.200 --> 00:06:15.400]  所以也是形容人生最美好的一段時間
[00:06:15.400 --> 00:06:16.400]  《聖經》是這樣說的
[00:06:16.400 --> 00:06:18.800]  《聖經》是這樣說的
[00:06:18.800 --> 00:06:20.000]  是的
[00:06:20.000 --> 00:06:22.000]  傅媽媽我都知道你辛苦了
[00:06:22.000 --> 00:06:23.600]  傅媽媽我知道你辛苦了
[00:06:23.600 --> 00:06:25.600]  所以崇拜就不要聊天了
[00:06:25.600 --> 00:06:27.400]  崇拜就要講話了
[00:06:27.400 --> 00:06:30.400]  哼番答戲好一點
[00:06:30.400 --> 00:06:32.000]  《聖經》是這樣說的
[00:06:32.000 --> 00:06:33.000]  《聖經》這樣說
[00:06:33.000 --> 00:06:37.200]  白髮是榮耀的冠冕
[00:06:37.200 --> 00:06:41.200]  白髮是老人的尊榮
[00:06:41.200 --> 00:06:46.200]  它提醒我們基督徒要尊敬老人家
[00:06:46.200 --> 00:06:49.200]  所以老年不是讓人覺得恐懼
[00:06:49.200 --> 00:06:51.800]  所以老年不是讓人去恐懼的
[00:06:51.800 --> 00:06:56.400]  給人遺棄或者意志消沉
[00:06:56.400 --> 00:07:00.200]  反而要老當益壯
[00:07:00.200 --> 00:07:02.600]  因為我們已經完成了我們家庭的責任
[00:07:02.600 --> 00:07:04.800]  因為我們已經完成了我們家庭的責任
[00:07:04.800 --> 00:07:08.000]  我們有更多的空間可以去享受我們的人生
[00:07:08.000 --> 00:07:11.400]  我們有更多的空間可以享受我們的人生
[00:07:11.400 --> 00:07:13.400]  以前我教會有一位長者八十多歲
[00:07:13.400 --> 00:07:15.800]  以前我教會有一位長者八十多歲
[00:07:15.800 --> 00:07:17.600]  他之前是教書和做校長
[00:07:17.600 --> 00:07:19.600]  他之前是老師
[00:07:19.600 --> 00:07:21.200]  他經常都這樣講
[00:07:21.200 --> 00:07:22.200]  他常常這樣說
[00:07:22.200 --> 00:07:25.200]  他說古語說人生七十古來兮
[00:07:25.200 --> 00:07:28.200]  他說古語說人生七十古來兮
[00:07:28.200 --> 00:07:29.200]  他說我講錯
[00:07:29.200 --> 00:07:30.600]  他說我講錯
[00:07:30.600 --> 00:07:31.600]  他說古人講錯
[00:07:31.600 --> 00:07:32.800]  他說古人講錯了
[00:07:32.800 --> 00:07:34.800]  他說人生七十正開始
[00:07:34.800 --> 00:07:36.800]  他說人生七十才開始
[00:07:36.800 --> 00:07:38.400]  他說這個剛剛開始
[00:07:38.400 --> 00:07:40.200]  他說這個才剛剛開始
[00:07:40.200 --> 00:07:41.400]  有時我多事做
[00:07:41.400 --> 00:07:42.400]  說沒記性
[00:07:42.400 --> 00:07:44.800]  不經意說了一句老了真的沒記性
[00:07:44.800 --> 00:07:47.800]  有時我很多東西做的時候沒有記性
[00:07:47.800 --> 00:07:51.000]  我就不經意地講了一句老了沒記性
[00:07:51.000 --> 00:07:52.600]  老了沒有記性
[00:07:52.600 --> 00:07:54.600]  他就馬上被他教訓
[00:07:54.600 --> 00:07:56.400]  馬上就給他教訓一頓
[00:07:56.400 --> 00:07:57.600]  什麼時候到你說老了
[00:07:57.600 --> 00:07:59.600]  什麼時候到你說老了
[00:07:59.600 --> 00:08:02.600]  隨著人的年齡不斷上升
[00:08:02.600 --> 00:08:05.600]  隨著人的年齡不斷地上升
[00:08:05.600 --> 00:08:07.200]  出生率又下降
[00:08:07.200 --> 00:08:08.400]  出生率下降
[00:08:08.400 --> 00:08:10.800]  大家知不知道香港現在的人口結構
[00:08:10.800 --> 00:08:13.000]  呈現一個所謂倒三角形
[00:08:13.000 --> 00:08:15.200]  大家知道香港的人口呈現了一個
[00:08:15.200 --> 00:08:17.800]  倒三角形的結構
[00:08:17.800 --> 00:08:22.800]  話說回來
[00:08:22.800 --> 00:08:27.800]  現在的年輕人
[00:08:27.800 --> 00:08:29.600]  又要結婚又不生小孩
[00:08:29.600 --> 00:08:31.400]  又要結婚又不願意生孩子
[00:08:31.400 --> 00:08:32.600]  我們教會也有幾對
[00:08:32.600 --> 00:08:34.400]  我們教會也有幾對
[00:08:34.400 --> 00:08:35.600]  很不負責任的
[00:08:35.600 --> 00:08:36.800]  很不負責任的
[00:08:36.800 --> 00:08:38.800]  搞到人口結構是這樣
[00:08:38.800 --> 00:08:40.600]  弄到人口結構是這樣子
[00:08:40.600 --> 00:08:41.800]  所以到你老的時候
[00:08:41.800 --> 00:08:44.800]  就不夠出生率去支持社會的經濟
[00:08:44.800 --> 00:08:47.400]  到你老的時候就不夠出生率來支持
[00:08:47.400 --> 00:08:49.800]  所以有的生就趁暖生
[00:08:49.800 --> 00:08:52.400]  所以有的生孩子的話就趁年齡
[00:08:52.400 --> 00:08:53.400]  趁年齡的時候生
[00:08:53.400 --> 00:08:56.800]  現在人口老化造成的
[00:08:56.800 --> 00:08:59.800]  現在人口老化所造成的
[00:08:59.800 --> 00:09:03.000]  就開始講一個所謂第二個退休了
[00:09:03.000 --> 00:09:05.400]  是講到第二個退休
[00:09:05.400 --> 00:09:08.200]  何牧師要講第三次退休了
[00:09:08.200 --> 00:09:10.800]  何牧師可能要講第三次的退休
[00:09:10.800 --> 00:09:13.200]  因為如果按統計他還有二十年
[00:09:13.200 --> 00:09:14.600]  二十年去做
[00:09:14.600 --> 00:09:17.200]  按圖紙還有二十年去做
[00:09:17.200 --> 00:09:19.000]  要排很久
[00:09:19.000 --> 00:09:20.200]  還有很長時間去做
[00:09:20.200 --> 00:09:23.200]  可以過另一個精彩的生活
[00:09:23.200 --> 00:09:25.200]  可以過另外一個精彩的生活
[00:09:25.200 --> 00:09:27.800]  所以如果大家想做一個人見人愛
[00:09:27.800 --> 00:09:30.400]  車見車載的長者
[00:09:30.400 --> 00:09:33.600]  所以大家想做一位人見人愛
[00:09:33.600 --> 00:09:36.400]  一個機靈的長者的話
[00:09:36.400 --> 00:09:38.400]  我們的長者就要記得
[00:09:38.400 --> 00:09:40.600]  今天早上讀聖經所應許
[00:09:40.600 --> 00:09:43.000]  我們長者就要記緊
[00:09:43.000 --> 00:09:44.600]  詩篇所應許的
[00:09:44.600 --> 00:09:45.600]  他就這樣講
[00:09:45.600 --> 00:09:48.200]  你們年老的時候仍要結果子
[00:09:48.200 --> 00:09:51.600]  詩篇說你們年老的時候仍要結果子
[00:09:51.600 --> 00:09:57.400]  要掌滿執章而常發清
[00:09:57.400 --> 00:10:00.800]  大家都懂得看文章
[00:10:00.800 --> 00:10:02.800]  長者都懂得看文章
[00:10:02.800 --> 00:10:05.200]  千萬不要改聖經
[00:10:05.200 --> 00:10:09.000]  不要把這段聖經改為
[00:10:09.000 --> 00:10:14.200]  他說你們年老的時候不會結果子
[00:10:14.200 --> 00:10:19.000]  要掌滿執章而常發霉
[00:10:19.000 --> 00:10:23.200]  聖經的應許是常發清
[00:10:23.200 --> 00:10:29.000]  你們年老的時候仍然有能力結果子
[00:10:29.000 --> 00:10:32.800]  很多年前有一本書
[00:10:32.800 --> 00:10:36.600]  那本書叫做《人生下半場》
[00:10:36.600 --> 00:10:41.400]  作者拼搏了大半生
[00:10:41.400 --> 00:10:43.400]  事業有成
[00:10:43.400 --> 00:10:47.200]  本來準備把事業交給兒子接手的時候
[00:10:47.200 --> 00:10:50.800]  本來準備把事業交給兒子接手的時候
[00:10:50.800 --> 00:10:54.000]  很不幸兒子因意外身亡
[00:10:54.000 --> 00:10:57.200]  很不幸兒子因意外身亡
[00:10:57.200 --> 00:10:59.400]  結果把整個人生計劃打亂
[00:10:59.400 --> 00:11:01.000]  結果把整個人生計劃打亂
[00:11:01.000 --> 00:11:04.000]  他經過傷痛寫了這本書
[00:11:04.000 --> 00:11:06.800]  他經過傷痛寫了這本書
[00:11:06.800 --> 00:11:09.000]  他提醒每一個人
[00:11:09.000 --> 00:11:12.200]  在我們忙碌的生活裏
[00:11:12.200 --> 00:11:14.400]  我們需要停一停
[00:11:14.400 --> 00:11:16.200]  去想一想
[00:11:16.200 --> 00:11:19.400]  這是否我們的人生呢
[00:11:19.400 --> 00:11:22.200]  作者用球賽來比喻我們的人生
[00:11:22.200 --> 00:11:25.200]  作者用球賽來比喻我們的人生
[00:11:25.200 --> 00:11:27.600]  他說一個足球比賽
[00:11:27.600 --> 00:11:29.400]  最重要其實是下半場
[00:11:29.400 --> 00:11:33.400]  他說一個足球比賽最重要是下半場
[00:11:33.400 --> 00:11:35.200]  如果上半場我們踢得不好
[00:11:35.200 --> 00:11:37.000]  如果上半場我們踢得不好
[00:11:37.000 --> 00:11:39.200]  中場休息的時候
[00:11:39.200 --> 00:11:42.600]  我們可以重新部署
[00:11:42.600 --> 00:11:45.200]  在下半場的時候可以修復失地
[00:11:45.200 --> 00:11:47.400]  在下半場的時候可以修復失地
[00:11:47.400 --> 00:11:49.600]  所以我們很多年長的頂尖們
[00:11:49.600 --> 00:11:51.400]  可能已經進入後半場了
[00:11:51.400 --> 00:11:53.400]  所以我們很多年長的長者
[00:11:53.400 --> 00:11:55.400]  可能已經進入後半場了
[00:11:55.400 --> 00:11:56.600]  甚至乎加時
[00:11:56.600 --> 00:11:58.200]  甚至乎要加時
[00:11:58.200 --> 00:12:00.600]  但是球賽一天還沒有打完
[00:12:00.600 --> 00:12:03.400]  但是球賽一天還沒有打完的時候
[00:12:03.400 --> 00:12:06.400]  你仍然有機會可以回轉的
[00:12:06.400 --> 00:12:07.800]  你仍然有機會回轉
[00:12:07.800 --> 00:12:10.200]  所以關鍵不是你過了多少時間
[00:12:10.200 --> 00:12:12.800]  所以關鍵不是你過了多少時間
[00:12:12.800 --> 00:12:15.400]  而是你怎樣去處理剩下的時間
[00:12:15.400 --> 00:12:18.200]  而是你怎樣去處理剩下的時間
[00:12:18.200 --> 00:12:20.200]  正如傳道書有一句這樣的說話
[00:12:20.200 --> 00:12:22.400]  正如傳道書有一句這樣的說話
[00:12:22.400 --> 00:12:24.200]  我只是讀最後一句就夠了
[00:12:24.200 --> 00:12:26.200]  我只讀最後一句就夠了
[00:12:26.200 --> 00:12:29.800]  他說活著的狗比死了的獅子更強
[00:12:29.800 --> 00:12:32.800]  他說活著的狗比死了的獅子更強
[00:12:32.800 --> 00:12:34.600]  就是說你一天還有生命
[00:12:34.600 --> 00:12:36.600]  就是說你還是有生命的話
[00:12:36.600 --> 00:12:37.600]  你仍然有機會
[00:12:37.600 --> 00:12:39.400]  你仍然有機會
[00:12:39.400 --> 00:12:43.400]  下半場也不一定是指人的年老
[00:12:43.400 --> 00:12:46.000]  下半場也不是指人的年老
[00:12:46.000 --> 00:12:49.800]  下半場是指我們可以重新規劃一個新的起點
[00:12:49.800 --> 00:12:53.000]  下半場是我們可以重新規劃我們的人生
[00:12:53.000 --> 00:12:56.000]  特別可能去到一個最關鍵的時刻的時候
[00:12:56.000 --> 00:12:58.600]  特別是去到最關鍵的時刻
[00:12:58.600 --> 00:13:01.200]  我們更加需要
[00:13:01.200 --> 00:13:03.400]  晚年對人生的重要
[00:13:03.400 --> 00:13:05.400]  中國的詩人有這樣說
[00:13:05.400 --> 00:13:10.400]  晚年對我們的說法中國有一個說法
[00:13:10.400 --> 00:13:12.400]  詩人有這樣說
[00:13:12.400 --> 00:13:14.000]  李商隱有一個名句
[00:13:14.000 --> 00:13:15.600]  李商隱有一句名句
[00:13:15.600 --> 00:13:19.200]  他說天意憐憂愁人間眾晚情
[00:13:19.200 --> 00:13:24.000]  他說天意憐憂愁人間眾晚情
[00:13:24.000 --> 00:13:28.600]  漢明都放棄了
[00:13:28.600 --> 00:13:33.200]  人間眾晚情是提醒我們每一位長者
[00:13:33.200 --> 00:13:34.800]  是珍惜我們的晚年
[00:13:34.800 --> 00:13:38.200]  人間眾晚情是提醒我們每一位長者
[00:13:38.200 --> 00:13:39.600]  是珍惜我們的晚年
[00:13:39.600 --> 00:13:41.800]  晚情是一個很美麗的名字
[00:13:41.800 --> 00:13:45.400]  雖然日更黃昏
[00:13:45.400 --> 00:13:48.400]  天色已晚
[00:13:48.400 --> 00:13:51.000]  但仍然天空放晴
[00:13:51.000 --> 00:13:54.200]  萬里無雲
[00:13:54.200 --> 00:13:58.200]  所以晚情是一個積極又有意義的表達
[00:13:58.200 --> 00:14:02.200]  用在長者裏面是最適合的
[00:14:02.200 --> 00:14:05.800]  用在長者裏面是最適合的
[00:14:05.800 --> 00:14:10.200]  今天早上我們想說老年也可以是一個黃金時期
[00:14:10.200 --> 00:14:13.600]  今天早上我們講到老年可以是一個黃金時期
[00:14:13.600 --> 00:14:16.200]  可以是一個人人羨慕的一個黃金時期
[00:14:16.200 --> 00:14:19.200]  可以講到是每個人都羨慕的一個時期
[00:14:19.200 --> 00:14:22.200]  今天早上就每日一字教大家一個英文
[00:14:22.200 --> 00:14:26.800]  今天每天一字教大家一句英文
[00:14:26.800 --> 00:14:30.000]  英文老這個字Old
[00:14:30.000 --> 00:14:33.000]  英文老這個字叫Old
[00:14:33.000 --> 00:14:37.200]  神我們叫God
[00:14:37.200 --> 00:14:42.600]  如果我們將神的G加在年老就變成Gold
[00:14:42.600 --> 00:14:49.000]  如果我們把神的G加上Old就變成Gold
[00:14:49.000 --> 00:14:52.000]  去撩文三語都可以
[00:14:52.000 --> 00:14:57.400]  我認為年老是一個黃金時期
[00:14:57.400 --> 00:15:00.800]  為什麼我說年老是一段黃金時期呢
[00:15:00.800 --> 00:15:05.200]  因為到了我們年紀大的時候
[00:15:05.200 --> 00:15:10.800]  我們不需要再用體力去跟年輕人去比拼
[00:15:10.800 --> 00:15:13.600]  但有一件事情我們是超越年輕人的
[00:15:13.600 --> 00:15:16.000]  但有一件事情我們超越年輕人的
[00:15:16.000 --> 00:15:19.200]  就是我們的人生閱歷
[00:15:19.200 --> 00:15:22.200]  我們靈命的深度
[00:15:22.200 --> 00:15:24.800]  和我們對人處事的態度
[00:15:24.800 --> 00:15:27.600]  和我們對人處事的態度
[00:15:27.600 --> 00:15:31.600]  有一位年長的信徒曾經這樣說
[00:15:31.600 --> 00:15:35.000]  他說年輕的時候我求神給力量我去改變世界
[00:15:35.000 --> 00:15:38.600]  他說年輕的時候我求神賜我力量去改變世界
[00:15:38.600 --> 00:15:40.600]  到了中年的時候
[00:15:40.600 --> 00:15:44.000]  我只求神給足夠恩典我去改變周圍的人
[00:15:44.000 --> 00:15:48.000]  我只求神賜給我足夠的恩典去改變我周圍的人
[00:15:48.000 --> 00:15:49.800]  到了年老
[00:15:49.800 --> 00:15:53.600]  我向神只求一個事
[00:15:53.600 --> 00:15:56.200]  就是求神賜恩給我有能力去改變自己
[00:15:56.200 --> 00:15:59.400]  求神賜恩給我能夠有能力改變我自己
[00:15:59.400 --> 00:16:02.200]  他說如果我一開始能夠這樣祈求的話
[00:16:02.200 --> 00:16:03.600]  我就不用浪費一生
[00:16:03.600 --> 00:16:07.600]  如果他說我如果能夠一開始就能夠如此求的話
[00:16:07.600 --> 00:16:09.400]  我就不會浪費我的一生
[00:16:09.400 --> 00:16:11.000]  如果我們能夠先改變自己
[00:16:11.000 --> 00:16:12.800]  如果我們能夠先改變自己
[00:16:12.800 --> 00:16:14.400]  我們就可以影響周圍的人
[00:16:14.400 --> 00:16:16.000]  我們就可以影響周圍的人
[00:16:16.000 --> 00:16:18.200]  周圍的人也可以改變這個世界
[00:16:18.200 --> 00:16:20.000]  周圍的人也可以改變世界
[00:16:20.000 --> 00:16:22.000]  我想人生下半場都是這樣
[00:16:22.000 --> 00:16:24.400]  我想人生下半場都是這樣
[00:16:24.400 --> 00:16:26.200]  我們要改變一種態度
[00:16:26.200 --> 00:16:27.600]  我們要改變一種態度
[00:16:27.600 --> 00:16:28.800]  改變一些觀念
[00:16:28.800 --> 00:16:30.400]  改變一些態度
[00:16:30.400 --> 00:16:32.000]  千萬不要說老了沒有用
[00:16:32.000 --> 00:16:34.400]  千萬不要說我們年老了沒有用
[00:16:34.400 --> 00:16:41.800]  另外老年也是一個開花結果的黃金季節
[00:16:41.800 --> 00:16:46.000]  另外老年也是一個開花結果的季節
[00:16:46.000 --> 00:16:52.000]  年輕的時候我們就強調扎根、操練、裝備、成長
[00:16:52.000 --> 00:16:57.400]  年輕的時候我們強調怎樣去扎根、操練、裝備、成長等等
[00:16:57.400 --> 00:16:59.400]  但其實做了這一切是為了什麼呢?
[00:16:59.400 --> 00:17:01.400]  其實做了這一切又怎樣呢?
[00:17:01.400 --> 00:17:02.600]  就是等候收成
[00:17:02.600 --> 00:17:04.000]  就是等候收成
[00:17:04.000 --> 00:17:07.200]  阿國就送了四個木箱給我
[00:17:07.200 --> 00:17:09.600]  阿國就送了四個木箱給我
[00:17:09.600 --> 00:17:12.600]  我在家的露台種菜
[00:17:12.600 --> 00:17:15.000]  我在我的露台上種菜
[00:17:15.000 --> 00:17:18.600]  我就答應抽半斤菜給他做蓉
[00:17:18.600 --> 00:17:21.600]  我就答應給他一斤菜來到回蓉給他
[00:17:21.600 --> 00:17:25.000]  小小的木箱
[00:17:25.000 --> 00:17:27.000]  小小的一個巷子
[00:17:27.000 --> 00:17:29.000]  我們花了這麼多時間
[00:17:29.000 --> 00:17:30.400]  我們花了這麼多時間
[00:17:30.400 --> 00:17:31.400]  去挑冠
[00:17:31.400 --> 00:17:32.200]  去挑冠
[00:17:32.200 --> 00:17:33.200]  去除草
[00:17:33.200 --> 00:17:33.800]  去除草
[00:17:33.800 --> 00:17:34.400]  去施肥
[00:17:34.400 --> 00:17:35.000]  去施肥
[00:17:35.000 --> 00:17:36.800]  其實我們是等候收成的一刻
[00:17:36.800 --> 00:17:38.400]  其實我們是等候收成的一刻
[00:17:38.400 --> 00:17:41.000]  年老其實就是收成的一刻
[00:17:41.000 --> 00:17:44.800]  年老其實就是收成的那一刻
[00:17:44.800 --> 00:17:47.600]  中國有一些偉大的作品
[00:17:47.600 --> 00:17:49.200]  中國有一些偉大的作品
[00:17:49.200 --> 00:17:51.600]  都是一些長者智慧的結晶
[00:17:51.600 --> 00:17:54.800]  都是一些長者智慧的結晶
[00:17:54.800 --> 00:17:58.200]  老子在年老的時候寫了《道德經》
[00:17:58.200 --> 00:18:01.000]  老子在他年老的時候寫了《道德經》
[00:18:01.000 --> 00:18:02.400]  只有大概五千字
[00:18:02.400 --> 00:18:04.000]  大概只有五千個字
[00:18:04.000 --> 00:18:08.600]  這本書仍然成為大家敬佩的一本智慧的結晶
[00:18:08.600 --> 00:18:12.200]  這本書仍然成為大家敬佩的一本智慧的書
[00:18:12.200 --> 00:18:14.400]  所以有人這樣說
[00:18:14.400 --> 00:18:17.400]  老不足歎
[00:18:17.400 --> 00:18:21.000]  可歎是老而虛生
[00:18:21.000 --> 00:18:22.800]  可歎的是老而虛生
[00:18:22.800 --> 00:18:25.000]  死不足悲
[00:18:25.000 --> 00:18:26.800]  可悲的是死而無補
