
[00:00:00.000 --> 00:00:04.300]  「長壽秘訣」
[00:04:40.200 --> 00:04:41.600]  我信主之後
[00:04:41.600 --> 00:04:45.100]  我開始這個基督徒的旅程
[00:04:45.100 --> 00:04:46.700]  在我的旅程裡面
[00:04:46.700 --> 00:04:49.500]  我應該是越走越興奮
[00:04:49.500 --> 00:04:51.300]  越走越活潑
[00:04:51.300 --> 00:04:54.800]  越走越靠近我們的神
[00:04:54.800 --> 00:04:56.800]  所以我很想鼓勵大家
[00:04:56.800 --> 00:04:58.600]  你要檢視自己
[00:04:58.600 --> 00:05:00.300]  你信了耶穌之後
[00:05:00.300 --> 00:05:02.700]  是不是你信主的歷程
[00:05:02.700 --> 00:05:05.100]  是越來越靠近神呢
[00:05:05.100 --> 00:05:08.000]  或是你信了主一段日子之後
[00:05:08.000 --> 00:05:11.200]  你好像心開始慢慢冷淡下來
[00:05:11.200 --> 00:05:13.700]  或者有很多時候你提不起
[00:05:13.700 --> 00:05:16.600]  好像沒有了以往那個火熱
[00:05:16.600 --> 00:05:18.800]  那個親近神的心
[00:05:18.800 --> 00:05:22.300]  那個覺得與神很靠近的心
[00:05:22.300 --> 00:05:25.100]  我們時時都要眺望自己
[00:05:25.100 --> 00:05:26.900]  燃燒起來
[00:05:26.900 --> 00:05:28.900]  以致我們時時心裡面
[00:05:28.900 --> 00:05:31.600]  是帶著那個火熱
[00:05:31.600 --> 00:05:34.000]  求神時時眺望我們
[00:05:34.000 --> 00:05:37.000]  以致我們愛神的心是不會減退的
[00:05:37.000 --> 00:05:39.500]  我們時時來到祂的面前
[00:05:39.500 --> 00:05:43.600]  親近祂、就近祂、讚美祂
[00:05:43.600 --> 00:05:46.500]  當你抬頭仰望我們的神的時候
[00:05:46.500 --> 00:05:49.800]  你就發覺祂是賀等的美事
[00:05:49.800 --> 00:05:52.000]  所以在《詩篇》100篇裡面
[00:05:52.000 --> 00:05:55.500]  除了說我們要讚美進入祂的門
[00:05:55.500 --> 00:05:57.200]  進入祂的院之後
[00:05:57.200 --> 00:05:58.900]  後面就提到
[00:05:58.900 --> 00:06:01.900]  為什麼我們要讚美神
[00:06:01.900 --> 00:06:05.000]  因為祂本為善
[00:06:05.000 --> 00:06:08.100]  祂的慈愛是很大的
[00:06:08.100 --> 00:06:11.000]  祂是一位充滿善良
[00:06:11.000 --> 00:06:12.500]  充滿恩典
[00:06:12.500 --> 00:06:13.800]  充滿祝福
[00:06:13.800 --> 00:06:17.900]  常常將好處給過我們的神
[00:06:17.900 --> 00:06:20.200]  因此當我們信了耶穌之後
[00:06:20.200 --> 00:06:23.900]  我們是天天經歷神的大令
[00:06:23.900 --> 00:06:26.800]  我們常常經歷神的供應
[00:06:26.800 --> 00:06:31.300]  我們又體會神的恩典是豐厚無比
[00:06:31.300 --> 00:06:33.900]  在我自己一生的生命裡面
[00:06:33.900 --> 00:06:37.100]  真的我有太多要感恩的地方
[00:06:37.100 --> 00:06:40.900]  我感謝神讓我出生在一個基督教的家庭
[00:06:40.900 --> 00:06:42.500]  我爸爸是牧師
[00:06:42.500 --> 00:06:43.800]  然後我成長
[00:06:43.800 --> 00:06:46.900]  我自小就一直在教會成長
[00:06:46.900 --> 00:06:49.400]  所以我認識很多的朋友、弟兄姊妹
[00:06:49.400 --> 00:06:51.200]  全部是主內的
[00:06:51.200 --> 00:06:52.900]  給我很多的鼓勵
[00:06:52.900 --> 00:06:54.700]  給我很多的教導
[00:06:54.700 --> 00:06:58.000]  神的大令是很奇妙的
[00:06:58.000 --> 00:07:01.900]  祂會一步一步引導我們
[00:07:01.900 --> 00:07:05.700]  所以求神讓我們時時去稱讚祂
[00:07:05.700 --> 00:07:06.800]  去讚美祂
[00:07:06.800 --> 00:07:08.100]  如何讚美?
[00:07:08.100 --> 00:07:12.900]  就是開口揚聲歌頌我們的神
[00:07:12.900 --> 00:07:15.900]  歌唱讚美我們的神
[00:07:15.900 --> 00:07:18.400]  特別當我們去到教會
[00:07:18.400 --> 00:07:21.300]  我們一起有敬拜的時間的時候
[00:07:21.300 --> 00:07:24.900]  那種敬拜是很激昂的
[00:07:24.900 --> 00:07:28.100]  我們聽見我們的音樂的聲音
[00:07:28.100 --> 00:07:31.300]  又見到台上的敬拜隊
[00:07:31.300 --> 00:07:33.700]  他們在歡欣雀躍
[00:07:33.700 --> 00:07:39.200]  就叫整個會眾的氣氛都帶起來
[00:07:39.200 --> 00:07:41.400]  我們一起舉手揚聲
[00:07:41.400 --> 00:07:45.200]  來讚美讚頌我們的神
[00:07:45.200 --> 00:07:47.500]  所以敬拜讚美
[00:07:47.500 --> 00:07:49.900]  在我們信徒的生命裡面
[00:07:49.900 --> 00:07:51.400]  是很重要的
[00:07:51.400 --> 00:07:54.400]  我不知道每天早上你起床的時候
[00:07:54.400 --> 00:07:57.000]  你會否覺得:哎呀!神啊!你真是太好了
[00:07:57.000 --> 00:07:58.600]  又給我新的一天
[00:07:58.600 --> 00:08:00.900]  今天天氣很好
[00:08:00.900 --> 00:08:02.200]  陽光充足
[00:08:02.200 --> 00:08:05.300]  又叫我們更加尊重我們的神
[00:08:05.300 --> 00:08:08.900]  所以求神讓我們懂得去欣賞
[00:08:08.900 --> 00:08:10.800]  去讚美我們的神
[00:08:10.800 --> 00:08:13.100]  是何等奇妙的一位
[00:08:13.100 --> 00:08:17.000]  特別當我們見到大自然的奇妙
[00:08:17.000 --> 00:08:19.700]  見到天上的白雲
[00:08:19.700 --> 00:08:21.400]  見到陽光
[00:08:21.400 --> 00:08:22.700]  見到樹木
[00:08:22.700 --> 00:08:25.500]  見到花草、見到飛鳥的時候
[00:08:25.500 --> 00:08:28.800]  我們心裡面就更加的雀躍起來
[00:08:28.800 --> 00:08:31.600]  讚美我們的神
[00:08:31.600 --> 00:08:33.900]  所以詩篇100篇那裡
[00:08:33.900 --> 00:08:37.600]  就教我們要讚美神
[00:08:37.600 --> 00:08:39.900]  要歌頌祂的作為
[00:08:39.900 --> 00:08:43.600]  要稱頌神一切的恩惠
[00:08:43.600 --> 00:08:46.700]  讓我讀一次詩篇100篇
[00:08:46.700 --> 00:08:51.600]  普天下當向耶和華歡呼
[00:08:51.600 --> 00:08:55.300]  你們當樂意侍奉耶和華
[00:08:55.300 --> 00:08:58.800]  當來向祂歌唱
[00:08:58.800 --> 00:09:02.700]  你們當曉得耶和華是神
[00:09:02.700 --> 00:09:04.900]  我們是祂造的
[00:09:04.900 --> 00:09:08.000]  是祂草場的陽
[00:09:08.000 --> 00:09:11.900]  我們是祂的民
[00:09:11.900 --> 00:09:14.400]  是草場的陽
[00:09:14.400 --> 00:09:17.300]  當稱謝進入祂的門
[00:09:17.300 --> 00:09:20.300]  當讚美進入祂的院
[00:09:20.300 --> 00:09:24.500]  當感謝祂稱頌祂的名
[00:09:24.500 --> 00:09:28.300]  因為耶和華本為善
[00:09:28.300 --> 00:09:32.500]  祂的慈愛傳到永遠
[00:09:32.500 --> 00:09:36.800]  祂的信實直到萬代
[00:09:36.800 --> 00:09:39.100]  這篇詩結束的時候
[00:09:39.100 --> 00:09:40.800]  讚美我們的神
[00:09:40.800 --> 00:09:45.700]  祂的慈愛永遠與我們同在
[00:09:45.700 --> 00:09:51.200]  祂的信實是一直到萬代
[00:09:51.200 --> 00:09:56.200]  就是神的慈愛信實是永恆不改變
[00:09:56.200 --> 00:09:58.800]  所以有什麼理由你不歌頌呢?
[00:09:58.800 --> 00:10:00.800]  所以我們作為信徒
[00:10:00.800 --> 00:10:03.300]  我們天天都讚美神
[00:10:03.300 --> 00:10:05.000]  揚聲開口
[00:10:05.000 --> 00:10:07.700]  用詩歌去讚美神
[00:10:07.700 --> 00:10:10.300]  數算神奇妙的作為
[00:10:10.300 --> 00:10:13.600]  因此當你曉得讚美神歌頌的時候
[00:10:13.600 --> 00:10:16.000]  你必定得著祝福
[00:10:16.000 --> 00:10:18.500]  神的恩典要與你同在
[00:10:18.500 --> 00:10:22.300]  叫你生活得長壽喜樂
[00:10:22.300 --> 00:10:24.400]  神的恩典祝福你
[00:10:24.400 --> 00:10:25.400]  帶領你
