
[00:00:00.000 --> 00:00:05.260]  (主席)各位同學晚安,請我繼續打開今天我們思想經文《路交方向》第十二章
[00:04:03.800 --> 00:04:10.800]  另外一本就是《一九四九大江大海》
[00:04:10.800 --> 00:04:13.800]  這兩本書,一個是台灣的
[00:04:13.800 --> 00:04:15.800]  一個是大陸的
[00:04:15.800 --> 00:04:17.800]  從不同的時代來看
[00:04:17.800 --> 00:04:19.800]  不同的人來看看這個時代
[00:04:19.800 --> 00:04:21.800]  是非常有趣的
[00:04:21.800 --> 00:04:23.800]  《紅》這一本書
[00:04:23.800 --> 00:04:28.800]  它的副名叫做《三代中國女人的故事》
[00:04:28.800 --> 00:04:33.800]  是非常精細描述中國人那種恐懼
[00:04:33.800 --> 00:04:35.800]  《紅》是一代三家的故事
[00:04:35.800 --> 00:04:39.800]  是二十世紀中國社會和中國歷史的縮影
[00:04:39.800 --> 00:04:41.800]  反映了億萬的中國人
[00:04:41.800 --> 00:04:44.800]  在大動盪裡面,在大變遷裡面
[00:04:44.800 --> 00:04:46.800]  那個悲劇和命運
[00:04:46.800 --> 00:04:53.800]  作者張蓉,她的祖母是生在一九零九年
[00:04:53.800 --> 00:04:55.800]  她的婆婆應該說
[00:04:55.800 --> 00:04:57.800]  當時中國仍然是一個封建的社會
[00:04:57.800 --> 00:05:01.800]  她自幼應該是扎腳的,前腳的
[00:05:01.800 --> 00:05:04.800]  十五歲的時候就被一個利欲分心的爸爸
[00:05:04.800 --> 00:05:07.800]  賣了給一個軍閥做妾侍
[00:05:07.800 --> 00:05:10.800]  在一個休禁的環境裡面
[00:05:10.800 --> 00:05:12.800]  活在一個恐懼當中
[00:05:12.800 --> 00:05:15.800]  到一九三二年的時候,那個軍閥死了
[00:05:15.800 --> 00:05:20.800]  於是她就帶著她唯一的女兒逃出生天
[00:05:20.800 --> 00:05:23.800]  嫁了給滿洲的一個醫生
[00:05:23.800 --> 00:05:26.800]  張蓉的母親就是在這個時候出生的
[00:05:26.800 --> 00:05:29.800]  她就是在日軍統治之下的滿洲長大的
[00:05:29.800 --> 00:05:32.800]  抗戰之後,國共內戰
[00:05:32.800 --> 00:05:35.800]  在國共內戰期間,她參加了地下活動
[00:05:35.800 --> 00:05:38.800]  冒險為共產黨送情報
[00:05:38.800 --> 00:05:42.800]  她曾經是被國民黨當局追捕
[00:05:42.800 --> 00:05:45.800]  帶到刑場槍決當中
[00:05:45.800 --> 00:05:50.800]  原來那個時候國民黨去槍決
[00:05:50.800 --> 00:05:51.800]  是帶一幫人去的
[00:05:51.800 --> 00:05:53.800]  有些是槍決,有些是陪槍決
[00:05:53.800 --> 00:05:56.800]  就是不打死的,只是嚇一嚇
[00:05:56.800 --> 00:05:59.800]  你想想,活在一個這樣的恐懼當中
[00:05:59.800 --> 00:06:02.800]  她是一個什麼樣的心態
[00:06:02.800 --> 00:06:05.800]  後來她獲釋,東北易守
[00:06:05.800 --> 00:06:07.800]  在共產黨的新政權之內
[00:06:07.800 --> 00:06:10.800]  她滿懷了理想
[00:06:10.800 --> 00:06:13.800]  又認識了一個滿懷革命思想的幹部
[00:06:13.800 --> 00:06:15.800]  很快她就成為了夫妻
[00:06:15.800 --> 00:06:17.800]  南下到四川
[00:06:17.800 --> 00:06:19.800]  隨著毛澤東的獲勝
[00:06:19.800 --> 00:06:20.800]  她在共產黨領導之後
[00:06:20.800 --> 00:06:24.800]  就推行這個史無前例的社會革命
[00:06:24.800 --> 00:06:26.800]  張蓉就在一個這樣的環境裡長大
[00:06:26.800 --> 00:06:29.800]  直到文化大革命爆發的時候
[00:06:29.800 --> 00:06:33.800]  父母被奪權,被批鬥,被拘留,被勞改
[00:06:33.800 --> 00:06:36.800]  送到喜馬拉雅山受盡折磨
[00:06:36.800 --> 00:06:39.800]  她的精神和健康都受傷
[00:06:39.800 --> 00:06:41.800]  張蓉自己本身做過紅衛兵
[00:06:41.800 --> 00:06:44.800]  曾經在下鄉做過赤腳醫生
[00:06:44.800 --> 00:06:47.800]  後來父親死了,被鬥鬥死
[00:06:47.800 --> 00:06:50.800]  文革過了之後
[00:06:50.800 --> 00:06:52.800]  她在工廠裡面做了一輪的工人
[00:06:52.800 --> 00:06:54.800]  後來被推薦入大學
[00:06:54.800 --> 00:06:56.800]  就在四川大學裡面讀外語
[00:06:56.800 --> 00:06:59.800]  1978年是考獲留學的資格
[00:06:59.800 --> 00:07:01.800]  並且在英國York University
[00:07:01.800 --> 00:07:04.800]  拿到英國文學的博士學位
[00:07:04.800 --> 00:07:06.800]  她是第一批中國的
[00:07:06.800 --> 00:07:10.800]  共產黨這個文革之後
[00:07:10.800 --> 00:07:12.800]  第一批出國留學
[00:07:12.800 --> 00:07:14.800]  拿博士學位的一個人
[00:07:14.800 --> 00:07:16.800]  張蓉她怎樣寫法呢
[00:07:16.800 --> 00:07:18.800]  她說1983年至1988年
[00:07:18.800 --> 00:07:21.800]  我每年都回去探望我媽媽
[00:07:21.800 --> 00:07:24.800]  每次我都不勝驚喜地發現
[00:07:24.800 --> 00:07:26.800]  毛澤東治下的生活
[00:07:26.800 --> 00:07:28.800]  主要的特徵恐懼
[00:07:28.800 --> 00:07:31.800]  已經戲劇化地消失了
[00:07:31.800 --> 00:07:33.800]  1989年春天
[00:07:33.800 --> 00:07:37.800]  我從中國的南部遊歷到北部
[00:07:37.800 --> 00:07:40.800]  在成都和天安門的廣場
[00:07:40.800 --> 00:07:42.800]  我目睹示威的隊伍
[00:07:42.800 --> 00:07:45.800]  令我深深的震動
[00:07:45.800 --> 00:07:48.800]  恐懼似乎已經忘記得一乾二淨
[00:07:48.800 --> 00:07:51.800]  百萬人中居然沒有幾個
[00:07:51.800 --> 00:07:53.800]  想起我們處於一個
[00:07:53.800 --> 00:07:56.800]  極之危險的微節當中
[00:07:56.800 --> 00:08:00.800]  大多數人直至軍隊開槍的時候
[00:08:00.800 --> 00:08:02.800]  才大吃一驚
[00:08:02.800 --> 00:08:06.800]  我在倫敦看到開槍殺人
[00:08:06.800 --> 00:08:10.800]  簡直不能相信自己的眼光
[00:08:10.800 --> 00:08:14.800]  然後我想恐懼回到我們中國了
[00:08:14.800 --> 00:08:20.800]  其實恐懼一直沒有離開我們中國人的心
[00:08:20.800 --> 00:08:25.800]  一本很值得看的書
[00:08:25.800 --> 00:08:28.800]  其實恐懼不單止和我們中國人
[00:08:28.800 --> 00:08:31.800]  其實恐懼和每個人都分不開
[00:08:31.800 --> 00:08:33.800]  或者在我們現在
[00:08:33.800 --> 00:08:39.800]  未必我們擔心抄家、下放、勞改
[00:08:39.800 --> 00:08:41.800]  甚至我們大多數人
[00:08:41.800 --> 00:08:45.800]  都未必為到政治的動盪而擔心
[00:08:45.800 --> 00:08:48.800]  但我們多多少少都帶著恐懼
[00:08:48.800 --> 00:08:50.800]  我們怕失敗
[00:08:50.800 --> 00:08:52.800]  我們怕見人
[00:08:52.800 --> 00:08:54.800]  我們怕被人小看
[00:08:54.800 --> 00:08:56.800]  我們怕失去
[00:08:56.800 --> 00:08:58.800]  我們怕失去我們的安全
[00:08:58.800 --> 00:08:59.800]  我們的尊嚴
[00:08:59.800 --> 00:09:00.800]  我們的家庭
[00:09:00.800 --> 00:09:01.800]  我們的財產
[00:09:01.800 --> 00:09:02.800]  我們的健康
[00:09:02.800 --> 00:09:03.800]  還有
[00:09:03.800 --> 00:09:05.800]  恐懼不只是個人性
[00:09:05.800 --> 00:09:07.800]  是社會性的
[00:09:07.800 --> 00:09:09.800]  恐懼似乎是一個傳染病
[00:09:09.800 --> 00:09:12.800]  一個傳下去一個傳下去
[00:09:12.800 --> 00:09:15.800]  今天在香港的地方
[00:09:15.800 --> 00:09:17.800]  我覺得最可怕的一件事
[00:09:17.800 --> 00:09:21.800]  是什麼將我們香港人拉在一起呢?
[00:09:21.800 --> 00:09:24.800]  是恐懼和憤怒
[00:09:24.800 --> 00:09:26.800]  而不是愛
[00:09:26.800 --> 00:09:30.800]  如果一個社會只是被恐懼和憤怒
[00:09:30.800 --> 00:09:33.800]  將人連結在一起的時候
[00:09:33.800 --> 00:09:37.800]  這是一個好像快要炸的炸彈一樣
[00:09:39.800 --> 00:09:41.800]  我想我們要看看
[00:09:41.800 --> 00:09:44.800]  是什麼將我們連在一起呢?
[00:09:44.800 --> 00:09:46.800]  是不是愛呢?
[00:09:46.800 --> 00:09:49.800]  今天我們看路加福音這段聖經
[00:09:49.800 --> 00:09:52.800]  耶穌基督就是講到恐懼的問題
[00:09:52.800 --> 00:09:54.800]  我們怎樣去勝過恐懼呢?
[00:09:54.800 --> 00:09:57.800]  或者我們詳細來看看這段聖經
[00:09:57.800 --> 00:10:00.800]  首先我們來看看第一節至第三節
[00:10:00.800 --> 00:10:03.800]  「這時有幾萬人聚集
[00:10:03.800 --> 00:10:05.800]  甚至彼此踐踏
[00:10:05.800 --> 00:10:07.800]  耶穌就先對門徒說
[00:10:07.800 --> 00:10:09.800]  你們要防備法理錯人的敲
[00:10:09.800 --> 00:10:13.800]  就是假冒為善掩蓋的事沒有不顯露出來
[00:10:13.800 --> 00:10:16.800]  隱藏的事沒有不被人知道的
[00:10:16.800 --> 00:10:18.800]  因此你們在暗中所說的
[00:10:18.800 --> 00:10:20.800]  將要在明處被人聽見
[00:10:20.800 --> 00:10:22.800]  在密室附議所說的
[00:10:22.800 --> 00:10:25.800]  將要在屋頂上被人宣揚」
[00:10:25.800 --> 00:10:29.800]  我們首先來看看耶穌基督講這句說話的場景
[00:10:29.800 --> 00:10:33.800]  路加告訴我們有幾萬人聚集
[00:10:33.800 --> 00:10:35.800]  甚至彼此踐踏
[00:10:35.800 --> 00:10:39.800]  幾萬人這個字是成千上萬
[00:10:39.800 --> 00:10:41.800]  人山人海的意思
[00:10:41.800 --> 00:10:43.800]  路加仍然很有趣
[00:10:43.800 --> 00:10:48.800]  甚至多到彼此踐踏
[00:10:48.800 --> 00:10:50.800]  這種情景
[00:10:50.800 --> 00:10:53.800]  只是在節期的時候
[00:10:53.800 --> 00:10:55.800]  在耶路撒冷才會看見
[00:10:55.800 --> 00:10:58.800]  因為有成千上萬的猶太人
[00:10:58.800 --> 00:11:00.800]  去到耶路撒冷的朝聖
[00:11:00.800 --> 00:11:02.800]  但這裡不是耶路撒冷
[00:11:02.800 --> 00:11:03.800]  是加利利
[00:11:03.800 --> 00:11:04.800]  這裡不是節期
[00:11:04.800 --> 00:11:08.800]  但我們看到成千上萬的人聚集
[00:11:08.800 --> 00:11:09.800]  為什麼?
[00:11:09.800 --> 00:11:10.800]  他們看耶穌講道
[00:11:10.800 --> 00:11:12.800]  聽耶穌講道
[00:11:12.800 --> 00:11:14.800]  一方面是意味著
[00:11:14.800 --> 00:11:16.800]  耶穌的傳道士公
[00:11:16.800 --> 00:11:20.800]  已經直接挑戰當時猶太教的地位
[00:11:20.800 --> 00:11:22.800]  但另一方面我們也可以說
[00:11:22.800 --> 00:11:24.800]  耶穌基督的民望
[00:11:24.800 --> 00:11:27.800]  他的擁戴程度已經達到高峰
[00:11:27.800 --> 00:11:29.800]  對一個政治家來說
[00:11:29.800 --> 00:11:31.800]  或者對一個凡人來說
[00:11:31.800 --> 00:11:33.800]  他應該很高興
[00:11:33.800 --> 00:11:35.800]  應該是慶祝的時候
[00:11:35.800 --> 00:11:36.800]  你想一想
[00:11:36.800 --> 00:11:40.800]  如果梁振英的民望
[00:11:40.800 --> 00:11:44.800]  是由45分達到95分的時候
[00:11:44.800 --> 00:11:48.800]  我想他馬上就飲得杯落
[00:11:48.800 --> 00:11:50.800]  但奇怪的是
[00:11:50.800 --> 00:11:51.800]  耶穌沒有這樣過
[00:11:51.800 --> 00:11:54.800]  耶穌沒有和門徒做過high five
[00:11:54.800 --> 00:11:55.800]  成功了
[00:11:55.800 --> 00:11:56.800]  我們現在成功
[00:11:56.800 --> 00:11:57.800]  不是的
[00:11:57.800 --> 00:11:59.800]  是一個最成功
[00:11:59.800 --> 00:12:01.800]  最多人擁戴他的時候
[00:12:01.800 --> 00:12:03.800]  他就把那些門徒攬在一起
[00:12:03.800 --> 00:12:07.800]  和他們說一番非常有趣的說話
[00:12:07.800 --> 00:12:09.800]  他說什麼?
[00:12:09.800 --> 00:12:11.800]  掃興的說話
[00:12:11.800 --> 00:12:13.800]  你們不要開新誌
[00:12:13.800 --> 00:12:16.800]  你要預備受苦的新誌
[00:12:16.800 --> 00:12:18.800]  因為災禍
[00:12:18.800 --> 00:12:20.800]  受苦的時候
[00:12:20.800 --> 00:12:22.800]  很快就會來
[00:12:22.800 --> 00:12:24.800]  一個很有趣的訊息
[00:12:24.800 --> 00:12:26.800]  耶穌是最成功
[00:12:26.800 --> 00:12:28.800]  最高峰的時候
[00:12:28.800 --> 00:12:30.800]  對門徒說受苦的訊息
[00:12:30.800 --> 00:12:34.800]  預備他怎樣去受苦
[00:12:34.800 --> 00:12:36.800]  在星期六晚
[00:12:36.800 --> 00:12:38.800]  我教一科主義學
[00:12:38.800 --> 00:12:40.800]  是中國教會史
[00:12:40.800 --> 00:12:42.800]  在1945年
[00:12:42.800 --> 00:12:44.800]  八年抗戰勝利之後
[00:12:44.800 --> 00:12:46.800]  舉國苦盡甘霖
[00:12:46.800 --> 00:12:49.800]  心理上抱著一個樂觀的態度
[00:12:49.800 --> 00:12:53.800]  教會更加是非常蓬勃
[00:12:53.800 --> 00:12:54.800]  大批的
[00:12:54.800 --> 00:12:56.800]  本來在打仗的時候
[00:12:56.800 --> 00:12:57.800]  走了的宣教士
[00:12:57.800 --> 00:12:59.800]  現在陸續90%回到中國
[00:12:59.800 --> 00:13:01.800]  現在有更多人來了
[00:13:01.800 --> 00:13:03.800]  還有
[00:13:03.800 --> 00:13:05.800]  信主的數目激增
[00:13:05.800 --> 00:13:07.800]  在這三年之間
[00:13:07.800 --> 00:13:09.800]  多了53%的信徒
[00:13:09.800 --> 00:13:11.800]  一片復甦的跡象
[00:13:11.800 --> 00:13:14.800]  但你看看當時
[00:13:14.800 --> 00:13:16.800]  神所重用的僕人
[00:13:16.800 --> 00:13:17.800]  他的訊息
[00:13:17.800 --> 00:13:19.800]  無論是黃明道的訊息
[00:13:19.800 --> 00:13:21.800]  或者是楊少堂
[00:13:21.800 --> 00:13:23.800]  或者是內地會宣教士的訊息
[00:13:23.800 --> 00:13:25.800]  似乎他們的訊息
[00:13:25.800 --> 00:13:27.800]  和當時的情景
[00:13:27.800 --> 00:13:29.800]  是大不相稱
[00:13:29.800 --> 00:13:32.800]  他們的訊息說什麼?
[00:13:32.800 --> 00:13:34.800]  受苦
[00:13:34.800 --> 00:13:36.800]  他警告那些信徒說
[00:13:36.800 --> 00:13:38.800]  你先不要開心
[00:13:38.800 --> 00:13:41.800]  你預備受苦的心智
[00:13:41.800 --> 00:13:43.800]  因為災難的日子來到
[00:13:43.800 --> 00:13:45.800]  不會隔很遠
[00:13:45.800 --> 00:13:46.800]  或者很多人說
[00:13:46.800 --> 00:13:48.800]  我們剛剛才八年抗戰
[00:13:48.800 --> 00:13:49.800]  最痛苦的時候過了
[00:13:49.800 --> 00:13:52.800]  還有苦難?
[00:13:52.800 --> 00:13:56.800]  這一群神所重用的傳道人
[00:13:56.800 --> 00:13:58.800]  就在人們認為
[00:13:58.800 --> 00:14:00.800]  最樂觀
[00:14:00.800 --> 00:14:02.800]  最順利的時候
[00:14:02.800 --> 00:14:06.800]  叫他們預備受苦
[00:14:06.800 --> 00:14:08.800]  他們的訊息
[00:14:08.800 --> 00:14:10.800]  是環繞悔改
[00:14:10.800 --> 00:14:11.800]  認罪
[00:14:11.800 --> 00:14:12.800]  聖潔
[00:14:12.800 --> 00:14:14.800]  預備受苦
[00:14:14.800 --> 00:14:17.800]  這些訊息就是耶穌
[00:14:17.800 --> 00:14:19.800]  對著那些門徒所說的訊息
[00:14:19.800 --> 00:14:22.800]  當祂最成功的時候
[00:14:22.800 --> 00:14:24.800]  就對那些門徒說
[00:14:24.800 --> 00:14:27.800]  你預備受苦的心智
[00:14:27.800 --> 00:14:29.800]  今天又如何?
[00:14:29.800 --> 00:14:31.800]  今天教會
[00:14:31.800 --> 00:14:33.800]  有多少時候我們會說到
[00:14:33.800 --> 00:14:35.800]  教會會受苦?
[00:14:35.800 --> 00:14:37.800]  有多少時候我們的訊息
[00:14:37.800 --> 00:14:39.800]  是說你要好好預備
[00:14:39.800 --> 00:14:41.800]  因為很可能
[00:14:41.800 --> 00:14:45.800]  災禍就會臨到我們身上?
[00:14:45.800 --> 00:14:47.800]  在今天的教會裡
[00:14:47.800 --> 00:14:49.800]  受苦的教會
[00:14:49.800 --> 00:14:50.800]  受苦的心智
[00:14:50.800 --> 00:14:52.800]  太陌生的訊息
[00:14:52.800 --> 00:14:54.800]  以致苦難一來的時候
[00:14:54.800 --> 00:14:57.800]  我們就招架不攻
[00:14:57.800 --> 00:14:59.800]  如何去預備?
[00:14:59.800 --> 00:15:01.800]  耶穌對著那些門徒說
[00:15:01.800 --> 00:15:02.800]  如何去預備?
[00:15:02.800 --> 00:15:06.800]  如何去除去恐懼的心態?
[00:15:06.800 --> 00:15:08.800]  當我們說你要受苦
[00:15:08.800 --> 00:15:09.800]  我們每個人都會害怕
[00:15:09.800 --> 00:15:11.800]  耶穌就在這個時候說
[00:15:11.800 --> 00:15:13.800]  如何去除去恐懼的心態?
[00:15:13.800 --> 00:15:14.800]  耶穌說
[00:15:14.800 --> 00:15:16.800]  防備法利賽人的孝
[00:15:16.800 --> 00:15:19.800]  就是假冒為善
[00:15:19.800 --> 00:15:22.800]  第一個很重要的
[00:15:22.800 --> 00:15:26.800]  如何去讓我們不需要害怕
[00:15:26.800 --> 00:15:29.800]  就是防備法利賽人的孝
[00:15:29.800 --> 00:15:30.800]  孝是什麼?
[00:15:30.800 --> 00:15:31.800]  崔瓦求記第十二章十五節說
[00:15:31.800 --> 00:15:34.800]  要將孝從你們家中除掉
[00:15:34.800 --> 00:15:36.800]  你還沒記第二章第十一節
[00:15:36.800 --> 00:15:37.800]  也說這個孝
[00:15:37.800 --> 00:15:38.800]  是不潔淨的東西
[00:15:38.800 --> 00:15:39.800]  是不好的東西
[00:15:39.800 --> 00:15:40.800]  就好像我們中國人說
[00:15:40.800 --> 00:15:41.800]  發霉了
[00:15:41.800 --> 00:15:43.800]  發孝就扔掉了
[00:15:43.800 --> 00:15:45.800]  耶穌直言
[00:15:45.800 --> 00:15:46.800]  這個孝是什麼?
[00:15:46.800 --> 00:15:49.800]  就是法利賽人的假冒為善
[00:15:49.800 --> 00:15:51.800]  什麼叫做假冒為善?
[00:15:51.800 --> 00:15:54.800]  希臘文叫做Hippocrates
[00:15:54.800 --> 00:15:58.800]  這個字本來的意思就是做戲
[00:15:58.800 --> 00:15:59.800]  Play acting
[00:15:59.800 --> 00:16:00.800]  做戲這樣做
[00:16:00.800 --> 00:16:01.800]  是假的
[00:16:01.800 --> 00:16:03.800]  是戴著假面具
[00:16:03.800 --> 00:16:05.800]  是表裡不一致的
[00:16:05.800 --> 00:16:07.800]  就好像路加分第十一章先前說
[00:16:07.800 --> 00:16:09.800]  你法利賽人的禍
[00:16:09.800 --> 00:16:11.800]  法利賽人的禍是什麼?
[00:16:11.800 --> 00:16:12.800]  真假難分
[00:16:12.800 --> 00:16:13.800]  表裡不一致
[00:16:13.800 --> 00:16:15.800]  是做戲這樣做
[00:16:15.800 --> 00:16:17.800]  是做個show出來的
[00:16:17.800 --> 00:16:19.800]  裡面是假的
[00:16:19.800 --> 00:16:21.800]  假冒為善
[00:16:21.800 --> 00:16:23.800]  你要小心
[00:16:23.800 --> 00:16:24.800]  我們問了
[00:16:24.800 --> 00:16:26.800]  假冒為善和恐懼有什麼關係?
[00:16:26.800 --> 00:16:27.800]  大有關係
[00:16:27.800 --> 00:16:29.800]  我們中國人說一句話
[00:16:29.800 --> 00:16:31.800]  平心不作虧心事
[00:16:31.800 --> 00:16:33.800]  半夜敲門也不驚
[00:16:33.800 --> 00:16:34.800]  相反來說
[00:16:34.800 --> 00:16:37.800]  如果平時做虧心事
[00:16:37.800 --> 00:16:40.800]  我們偷偷地做一些
[00:16:40.800 --> 00:16:42.800]  對不起太太的事
[00:16:42.800 --> 00:16:48.800]  讓她看看你的手機
[00:16:48.800 --> 00:16:50.800]  半夜三更打這個電話
[00:16:50.800 --> 00:16:53.800]  你就已經開始害怕了
[00:16:53.800 --> 00:16:55.800]  是不是?
[00:16:55.800 --> 00:16:57.800]  假如之間我們所做的事
[00:16:57.800 --> 00:16:59.800]  我們裡面的事是假的
[00:16:59.800 --> 00:17:02.800]  我們偏一個大話來
[00:17:02.800 --> 00:17:03.800]  蓋另一個大話
[00:17:03.800 --> 00:17:04.800]  偏一個大話來
[00:17:04.800 --> 00:17:06.800]  蓋另一個大話
[00:17:06.800 --> 00:17:11.800]  這個人永遠活在恐懼裡面
[00:17:11.800 --> 00:17:13.800]  如果我們活在罪裡面
[00:17:13.800 --> 00:17:15.800]  如果我們活在假的當中
[00:17:15.800 --> 00:17:18.800]  如果我們活在做show的當中
[00:17:18.800 --> 00:17:19.800]  在我們後面
[00:17:19.800 --> 00:17:24.800]  是很多很多見不到光的事的時候
[00:17:24.800 --> 00:17:28.800]  我們是最怕被人擦穿西洋鏡
[00:17:28.800 --> 00:17:29.800]  所以耶穌說
[00:17:29.800 --> 00:17:31.800]  掩蓋的事沒有不顯露出來
[00:17:31.800 --> 00:17:34.800]  隱藏的事沒有不被人知道
[00:17:34.800 --> 00:17:36.800]  因此你們在暗中所恕的
[00:17:36.800 --> 00:17:38.800]  將要在明處被人聽見
[00:17:38.800 --> 00:17:40.800]  在密室附耳所恕的
[00:17:40.800 --> 00:17:43.800]  將要在屋頂上被宣揚出來
[00:17:43.800 --> 00:17:44.800]  掩蓋的事
[00:17:44.800 --> 00:17:45.800]  隱藏的事
[00:17:45.800 --> 00:17:47.800]  是指那些不見得光的事
[00:17:47.800 --> 00:17:48.800]  是黑暗的事
[00:17:48.800 --> 00:17:49.800]  是假的事
[00:17:49.800 --> 00:17:50.800]  是虛假的事
[00:17:50.800 --> 00:17:54.800]  這些事始終都要揭露出來
[00:17:54.800 --> 00:17:56.800]  是不能夠遮掩
[00:17:56.800 --> 00:17:58.800]  是不能夠隱瞞過世的
[00:17:58.800 --> 00:17:59.800]  為什麼?
