
[00:00:00.000 --> 00:00:03.000]  來談談更新的誓言
[00:03:15.000 --> 00:03:17.000]  就住在營中自己的地方
[00:03:17.000 --> 00:03:19.000]  等到存異了
[00:03:19.000 --> 00:03:21.000]  第九字:對約書亞說
[00:03:21.000 --> 00:03:23.000]  我今日將埃及的羞俗
[00:03:23.000 --> 00:03:25.000]  從你們身上滾去了
[00:03:25.000 --> 00:03:27.000]  因此那地方名叫吉格
[00:03:27.000 --> 00:03:29.000]  就使用滾的意思
[00:03:29.000 --> 00:03:31.000]  直到今天
[00:03:31.000 --> 00:03:33.000]  那個字讀那個滾字
[00:03:33.000 --> 00:03:35.000]  大家可以學多一個中文字
[00:03:35.000 --> 00:03:37.000]  我們很少用這個滾
[00:03:37.000 --> 00:03:38.000]  一個車字
[00:03:38.000 --> 00:03:39.000]  那個滾字
[00:03:39.000 --> 00:03:41.000]  我們再一次低頭祈禱
[00:03:41.000 --> 00:03:43.000]  因此我們感謝你
[00:03:43.000 --> 00:03:45.000]  感謝你將這些經文
[00:03:45.000 --> 00:03:47.000]  今天成為我們的鼓勵
[00:03:47.000 --> 00:03:49.000]  讓我們有勇氣
[00:03:49.000 --> 00:03:51.000]  讓我們不只是看到
[00:03:51.000 --> 00:03:53.000]  我們自己的需要
[00:03:53.000 --> 00:03:55.000]  或者只是我們教會的需要
[00:03:55.000 --> 00:03:57.000]  讓我們看到這種使命
[00:03:57.000 --> 00:03:59.000]  再重新振奮我們的心
[00:03:59.000 --> 00:04:01.000]  堅持我們
[00:04:01.000 --> 00:04:03.000]  讓我們在你面前敬拜你
[00:04:03.000 --> 00:04:05.000]  讓我們的心
[00:04:05.000 --> 00:04:07.000]  完全歸向你
[00:04:07.000 --> 00:04:09.000]  讓我們向你認我們隱而未然的罪
[00:04:09.000 --> 00:04:11.000]  我們一切意念上所犯的罪
[00:04:11.000 --> 00:04:13.000]  可能有嫉妒
[00:04:13.000 --> 00:04:15.000]  紛爭 凶惡 兇殺 淫亂
[00:04:15.000 --> 00:04:17.000]  各樣的貪婪
[00:04:17.000 --> 00:04:19.000]  這些都是不合神的意思
[00:04:19.000 --> 00:04:21.000]  今天你讓我們成為
[00:04:21.000 --> 00:04:23.000]  一個聖潔的軍隊
[00:04:23.000 --> 00:04:25.000]  得著者地
[00:04:25.000 --> 00:04:27.000]  讓神的國降臨
[00:04:27.000 --> 00:04:29.000]  最後你讓我們同在
[00:04:29.000 --> 00:04:31.000]  祈禱奉耶穌名口
[00:04:31.000 --> 00:04:33.000]  我們信耶穌
[00:04:33.000 --> 00:04:35.000]  其中一個最大的誤解
[00:04:35.000 --> 00:04:37.000]  就是童話式的
[00:04:37.000 --> 00:04:39.000]  信耶穌
[00:04:39.000 --> 00:04:41.000]  童話說到後面的時候
[00:04:41.000 --> 00:04:43.000]  Live happily ever after
[00:04:43.000 --> 00:04:45.000]  後面當然是很快樂
[00:04:45.000 --> 00:04:47.000]  我們以為信耶穌
[00:04:47.000 --> 00:04:49.000]  也是一樣
[00:04:49.000 --> 00:04:51.000]  信耶穌我們就什麼都搞定
[00:04:51.000 --> 00:04:53.000]  很安樂 不需要任何的需要
[00:04:53.000 --> 00:04:55.000]  神會供應我們所有的需要
[00:04:55.000 --> 00:04:57.000]  這是沒錯的
[00:04:57.000 --> 00:04:59.000]  不過我們失去了那種使命感
[00:04:59.000 --> 00:05:01.000]  我們通常
[00:05:01.000 --> 00:05:03.000]  信了主之後
[00:05:03.000 --> 00:05:05.000]  慢慢就變得冧了
[00:05:05.000 --> 00:05:07.000]  我們關注的是
[00:05:07.000 --> 00:05:09.000]  下一餐吃什麼
[00:05:09.000 --> 00:05:11.000]  可能你現在在想
[00:05:11.000 --> 00:05:13.000]  下一餐吃什麼
[00:05:13.000 --> 00:05:15.000]  我們很容易
[00:05:15.000 --> 00:05:17.000]  關注一些我們身體上的事
[00:05:17.000 --> 00:05:19.000]  所以
[00:05:19.000 --> 00:05:21.000]  我們想和大家
[00:05:21.000 --> 00:05:23.000]  講到神的國降臨
[00:05:23.000 --> 00:05:25.000]  我們這次在加拿大會議的主題
[00:05:25.000 --> 00:05:27.000]  就是
[00:05:27.000 --> 00:05:29.000]  神的國降臨
[00:05:29.000 --> 00:05:31.000]  神的國
[00:05:31.000 --> 00:05:33.000]  是講到神的主權
[00:05:33.000 --> 00:05:35.000]  我很感謝主
[00:05:35.000 --> 00:05:37.000]  帶我們唱這首歌
[00:05:37.000 --> 00:05:39.000]  Sovereign的意思
[00:05:39.000 --> 00:05:41.000]  神的國降臨
[00:05:41.000 --> 00:05:43.000]  最高的主權
[00:05:43.000 --> 00:05:45.000]  神的國降臨
[00:05:45.000 --> 00:05:47.000]  是講到我們不單止關顧
[00:05:47.000 --> 00:05:49.000]  我們自己個人的德教
[00:05:49.000 --> 00:05:51.000]  不單止關顧我們自己是多麼的淑女
[00:05:51.000 --> 00:05:53.000]  我們發覺
[00:05:53.000 --> 00:05:55.000]  在中國教育裡面
[00:05:55.000 --> 00:05:57.000]  我們失去了這個角度的觀念
[00:05:57.000 --> 00:05:59.000]  所以我們
[00:05:59.000 --> 00:06:01.000]  所開的會議
[00:06:01.000 --> 00:06:03.000]  多數是培靈會、查經
[00:06:03.000 --> 00:06:05.000]  這些都是好事
[00:06:05.000 --> 00:06:07.000]  我們帶人信主
[00:06:07.000 --> 00:06:09.000]  我們發覺我們很少
[00:06:09.000 --> 00:06:11.000]  影響這個世上
[00:06:11.000 --> 00:06:13.000]  我們是世上的炎
[00:06:13.000 --> 00:06:15.000]  世上的光
[00:06:15.000 --> 00:06:17.000]  我們今早祈禱會講到我們是世上的光
[00:06:17.000 --> 00:06:19.000]  光是建造在城上面的
[00:06:19.000 --> 00:06:21.000]  不是用一個斗蓋蓋住
[00:06:21.000 --> 00:06:23.000]  我們要發光
[00:06:23.000 --> 00:06:25.000]  這個是神的角度
[00:06:25.000 --> 00:06:27.000]  我們求主
[00:06:27.000 --> 00:06:29.000]  幫助我們勇敢的
[00:06:29.000 --> 00:06:31.000]  將天國的福音傳開去
[00:06:31.000 --> 00:06:33.000]  耶穌出來
[00:06:33.000 --> 00:06:35.000]  傳道的時候
[00:06:35.000 --> 00:06:37.000]  天國近了
[00:06:37.000 --> 00:06:39.000]  你們應當做什麼
[00:06:39.000 --> 00:06:41.000]  應當去會點
[00:06:41.000 --> 00:06:43.000]  天國近了
[00:06:43.000 --> 00:06:45.000]  應當悔改
[00:06:45.000 --> 00:06:47.000]  我們傳一個悔改的道理
[00:06:47.000 --> 00:06:49.000]  一個悔改的道理
[00:06:49.000 --> 00:06:51.000]  天國近了
[00:06:51.000 --> 00:06:53.000]  什麼人才能進入天國呢
[00:06:53.000 --> 00:06:55.000]  不是孖孖呼呼進了一個教會
[00:06:55.000 --> 00:06:57.000]  成為一個教會的會友就算了
[00:06:57.000 --> 00:06:59.000]  是真正心靈裡面
[00:06:59.000 --> 00:07:01.000]  我們的生命當中悔改
[00:07:01.000 --> 00:07:03.000]  相信主
[00:07:03.000 --> 00:07:05.000]  我們教會裡面最大的問題就是
[00:07:05.000 --> 00:07:07.000]  我們有很多的教友
[00:07:07.000 --> 00:07:09.000]  但我們沒有真正的門徒
[00:07:09.000 --> 00:07:11.000]  我們是不是真的悔改
[00:07:11.000 --> 00:07:13.000]  相信主呢
[00:07:13.000 --> 00:07:15.000]  我們是不是悔改跟從主呢
[00:07:15.000 --> 00:07:17.000]  我們要成為天國的徵兵
[00:07:17.000 --> 00:07:19.000]  我們被主呼召
[00:07:19.000 --> 00:07:21.000]  應徵入伍
[00:07:21.000 --> 00:07:23.000]  不知道大家有沒有見過一些人
[00:07:23.000 --> 00:07:25.000]  在應徵
[00:07:25.000 --> 00:07:27.000]  我有一個朋友他的兒子去
[00:07:27.000 --> 00:07:29.000]  做美軍做伊拉克去打仗
[00:07:29.000 --> 00:07:31.000]  父母都受苦了
[00:07:31.000 --> 00:07:33.000]  父母都不敢看新聞
[00:07:33.000 --> 00:07:35.000]  他回來之後
[00:07:35.000 --> 00:07:37.000]  被槍打中了
[00:07:37.000 --> 00:07:39.000]  但幸好他康復了
[00:07:39.000 --> 00:07:41.000]  我們發覺這是徵兵的意思
[00:07:41.000 --> 00:07:43.000]  成為一個兵
[00:07:43.000 --> 00:07:45.000]  成為一個軍隊
[00:07:45.000 --> 00:07:47.000]  所以我們不是童話式的相信耶穌
[00:07:47.000 --> 00:07:49.000]  我們是一個天國的子民
[00:07:49.000 --> 00:07:51.000]  神的國的降臨
[00:07:51.000 --> 00:07:53.000]  主耶穌在主禱文裡面
[00:07:53.000 --> 00:07:55.000]  我們在天上的父
[00:07:55.000 --> 00:07:57.000]  願人都尊你的名為聖
[00:07:57.000 --> 00:07:59.000]  第三句是什麼
[00:07:59.000 --> 00:08:01.000]  願你的國降臨
[00:08:01.000 --> 00:08:03.000]  我們今天這段經文是講到
[00:08:03.000 --> 00:08:05.000]  神的國
[00:08:05.000 --> 00:08:07.000]  得著這個地方
[00:08:07.000 --> 00:08:09.000]  神的國要降臨
[00:08:09.000 --> 00:08:11.000]  所以我們
[00:08:11.000 --> 00:08:13.000]  神的國降臨
[00:08:13.000 --> 00:08:15.000]  神的國度是一個悔改愛主的國度
[00:08:15.000 --> 00:08:17.000]  神的國度是一個
[00:08:17.000 --> 00:08:19.000]  甘心情願去愛主的國度
[00:08:19.000 --> 00:08:21.000]  所以我們相信主的人
[00:08:21.000 --> 00:08:23.000]  天國在我們的心裡面
[00:08:23.000 --> 00:08:25.000]  但是我們也都明白
[00:08:25.000 --> 00:08:27.000]  天國這個時間
[00:08:27.000 --> 00:08:29.000]  是一個有限的時間
[00:08:29.000 --> 00:08:31.000]  現在我們恩典的時候
[00:08:31.000 --> 00:08:33.000]  就是說當時間過了之後
[00:08:33.000 --> 00:08:35.000]  你想進入天國
[00:08:35.000 --> 00:08:37.000]  都進不去
[00:08:37.000 --> 00:08:39.000]  現在我們是月立的時候
[00:08:39.000 --> 00:08:41.000]  現在是拯救的日子
[00:08:41.000 --> 00:08:43.000]  現在我們可以進入天國
[00:08:43.000 --> 00:08:45.000]  只要我們真心悔改
[00:08:45.000 --> 00:08:47.000]  相信神
[00:08:47.000 --> 00:08:49.000]  我們以神為我們生命當中
[00:08:49.000 --> 00:08:51.000]  最大的快樂
[00:08:51.000 --> 00:08:53.000]  我們悔改祭司
[00:08:53.000 --> 00:08:55.000]  我們重新立志去愛神
[00:08:55.000 --> 00:08:57.000]  我們不單止相信神的存在
[00:08:57.000 --> 00:08:59.000]  我們以前在
[00:08:59.000 --> 00:09:01.000]  罪中裡面我們違背神的喜樂
[00:09:01.000 --> 00:09:03.000]  我們將那些丟掉
[00:09:03.000 --> 00:09:05.000]  我們今天要以神
[00:09:05.000 --> 00:09:07.000]  為我們心當中的喜樂
[00:09:07.000 --> 00:09:09.000]  以神為樂
[00:09:09.000 --> 00:09:11.000]  不是以罪為樂
[00:09:11.000 --> 00:09:13.000]  這個約書亞在這個時候
[00:09:13.000 --> 00:09:15.000]  帶領以色列人進入
[00:09:15.000 --> 00:09:17.000]  迦南地其實是一個很艱辛的事
[00:09:17.000 --> 00:09:19.000]  第一件事就是
[00:09:19.000 --> 00:09:21.000]  上一代的人
[00:09:21.000 --> 00:09:23.000]  在曠野死了
[00:09:23.000 --> 00:09:25.000]  上一代他們做什麼呢
[00:09:25.000 --> 00:09:27.000]  他們不願意聽神的話
[00:09:27.000 --> 00:09:29.000]  進入迦南美地
[00:09:29.000 --> 00:09:31.000]  神就讓他們在曠野做什麼
[00:09:31.000 --> 00:09:33.000]  游來游去
[00:09:33.000 --> 00:09:35.000]  等死
[00:09:35.000 --> 00:09:37.000]  等死
[00:09:37.000 --> 00:09:39.000]  所以這班新在曠野
[00:09:39.000 --> 00:09:41.000]  出世的年青人
[00:09:41.000 --> 00:09:43.000]  他們沒有好的榜樣
[00:09:43.000 --> 00:09:45.000]  他們看不到他們的父母
[00:09:45.000 --> 00:09:47.000]  一個願意
[00:09:47.000 --> 00:09:49.000]  勇敢跟從主的心
[00:09:49.000 --> 00:09:51.000]  而當時約書亞
[00:09:51.000 --> 00:09:53.000]  約書亞年紀
[00:09:53.000 --> 00:09:55.000]  相當大
[00:09:55.000 --> 00:09:57.000]  我們估計他應該有八十歲
[00:09:57.000 --> 00:09:59.000]  跟迦納差不多大
[00:09:59.000 --> 00:10:01.000]  但下面那些都是
[00:10:01.000 --> 00:10:03.000]  二十多三十多
[00:10:03.000 --> 00:10:05.000]  過四十的很少
[00:10:05.000 --> 00:10:07.000]  可能沒有過四十
[00:10:07.000 --> 00:10:09.000]  因為他們在曠野周遊了四十年
[00:10:09.000 --> 00:10:11.000]  一個generation
[00:10:11.000 --> 00:10:13.000]  過去
[00:10:13.000 --> 00:10:15.000]  神要用約書亞
[00:10:15.000 --> 00:10:17.000]  影響下一個世代
[00:10:17.000 --> 00:10:19.000]  所以各位聽眾
[00:10:19.000 --> 00:10:21.000]  順帶一提
[00:10:21.000 --> 00:10:23.000]  我們中國教會
[00:10:23.000 --> 00:10:25.000]  一定要為下一代著想
[00:10:25.000 --> 00:10:27.000]  我們一定要為下一代
[00:10:27.000 --> 00:10:29.000]  祈禱
[00:10:29.000 --> 00:10:31.000]  成為一個好的榜樣
[00:10:31.000 --> 00:10:33.000]  我們見到很多教會
[00:10:33.000 --> 00:10:35.000]  這次我們在溫哥華開會的時候
[00:10:35.000 --> 00:10:37.000]  我們見到很多教會
[00:10:37.000 --> 00:10:39.000]  老化,沒有年青人
[00:10:39.000 --> 00:10:41.000]  沒有年青人,全部都是年長的人
[00:10:41.000 --> 00:10:43.000]  我們不是說年長不好
[00:10:43.000 --> 00:10:45.000]  是說下一代沒有接班的人
[00:10:45.000 --> 00:10:47.000]  我們感謝主
[00:10:47.000 --> 00:10:49.000]  我們今天能夠在主面前
[00:10:49.000 --> 00:10:51.000]  我們還是年青的時候
[00:10:51.000 --> 00:10:53.000]  我們要成為主的精兵
[00:10:53.000 --> 00:10:55.000]  約書亞很難做
[00:10:55.000 --> 00:10:57.000]  因為他帶一班年青人
[00:10:57.000 --> 00:10:59.000]  他年紀也是相當大
[00:10:59.000 --> 00:11:01.000]  這班年青人
[00:11:01.000 --> 00:11:03.000]  要成為主的精兵
[00:11:03.000 --> 00:11:05.000]  聽不聽約書亞說呢
[00:11:05.000 --> 00:11:07.000]  其實大家可以在
[00:11:07.000 --> 00:11:09.000]  《出海及記》裡面看到
[00:11:09.000 --> 00:11:11.000]  摩西的難處
[00:11:11.000 --> 00:11:13.000]  不是將紅海分開
[00:11:13.000 --> 00:11:15.000]  摩西最難的時候
[00:11:15.000 --> 00:11:17.000]  就有一班人頂心頂肺
[00:11:17.000 --> 00:11:19.000]  不肯聽摩西的話
[00:11:19.000 --> 00:11:21.000]  有賀拉黨
[00:11:21.000 --> 00:11:23.000]  甚至他自己的
[00:11:23.000 --> 00:11:25.000]  哥哥和姐姐
[00:11:25.000 --> 00:11:27.000]  摩西的哥哥姐姐
[00:11:27.000 --> 00:11:29.000]  都是頂摩西的
[00:11:29.000 --> 00:11:31.000]  所以我們發覺合一
[00:11:31.000 --> 00:11:33.000]  真的很不容易
[00:11:33.000 --> 00:11:35.000]  他們不肯聽神的話語
[00:11:35.000 --> 00:11:37.000]  摩西
[00:11:37.000 --> 00:11:39.000]  是這樣的時候
[00:11:39.000 --> 00:11:41.000]  我們約書亞跟從,約書亞見過
[00:11:41.000 --> 00:11:43.000]  約書亞跟著摩西
[00:11:43.000 --> 00:11:45.000]  怎樣帶領以色列人
[00:11:45.000 --> 00:11:47.000]  進去埃及呢
[00:11:47.000 --> 00:11:49.000]  如果今天我們做什麼領袖呢
[00:11:49.000 --> 00:11:51.000]  如果神派在公司裡面
[00:11:51.000 --> 00:11:53.000]  亂七八糟的
[00:11:53.000 --> 00:11:55.000]  要你做領袖,做CEO
[00:11:55.000 --> 00:11:57.000]  你真是大件事
[00:11:57.000 --> 00:11:59.000]  怎樣去做呢
[00:11:59.000 --> 00:12:01.000]  怎樣去幫助這些以色列人
[00:12:01.000 --> 00:12:03.000]  成為精兵呢
[00:12:03.000 --> 00:12:05.000]  他們在抗疫裡面
[00:12:05.000 --> 00:12:07.000]  不斷兜來
[00:12:07.000 --> 00:12:09.000]  他們每天都有麻辣吃
[00:12:09.000 --> 00:12:11.000]  很舒服
[00:12:11.000 --> 00:12:13.000]  有三件震驚的事
[00:12:13.000 --> 00:12:15.000]  三件震驚的事
[00:12:15.000 --> 00:12:17.000]  第一件事,行國禮
[00:12:17.000 --> 00:12:19.000]  當時聖靈未降臨
[00:12:19.000 --> 00:12:21.000]  所以這個國禮是什麼意思呢
[00:12:21.000 --> 00:12:23.000]  我們看回
[00:12:23.000 --> 00:12:25.000]  新約聖經我們就明白
[00:12:25.000 --> 00:12:27.000]  什麼叫做國禮
[00:12:27.000 --> 00:12:29.000]  羅馬書第二章28-29節
[00:12:29.000 --> 00:12:31.000]  因為外面作猶太人的
[00:12:31.000 --> 00:12:33.000]  不是真猶太人
[00:12:33.000 --> 00:12:35.000]  外面肉身的國禮
[00:12:35.000 --> 00:12:37.000]  也不是真國禮
[00:12:37.000 --> 00:12:39.000]  唯有裡面作的
[00:12:39.000 --> 00:12:41.000]  才是真猶太人
[00:12:41.000 --> 00:12:43.000]  真國禮也是心裡的
[00:12:43.000 --> 00:12:45.000]  在乎靈
[00:12:45.000 --> 00:12:47.000]  不在乎疑問
[00:12:47.000 --> 00:12:49.000]  這人的稱讚不是從人來的
[00:12:49.000 --> 00:12:51.000]  而是從神來的
[00:12:51.000 --> 00:12:53.000]  然後菲律賓書三章三節
[00:12:53.000 --> 00:12:55.000]  很容易記,我們經常都
[00:12:55.000 --> 00:12:57.000]  讀菲律賓書四章四節
[00:12:57.000 --> 00:12:59.000]  今天我們連同三章三節
[00:12:59.000 --> 00:13:01.000]  因為真受國禮的
[00:13:01.000 --> 00:13:03.000]  乃是我們以神的靈敬拜
[00:13:03.000 --> 00:13:05.000]  以基督耶穌
[00:13:05.000 --> 00:13:07.000]  在基督耶穌裡
[00:13:07.000 --> 00:13:09.000]  誇口
[00:13:09.000 --> 00:13:11.000]  不靠著肉體的
[00:13:11.000 --> 00:13:13.000]  真的國禮是
[00:13:13.000 --> 00:13:15.000]  藉著聖靈去敬拜
[00:13:15.000 --> 00:13:17.000]  在基督耶穌裡面
[00:13:17.000 --> 00:13:19.000]  誇口
[00:13:19.000 --> 00:13:21.000]  誇耀耶穌基督
[00:13:21.000 --> 00:13:23.000]  不靠自己的肉體
[00:13:23.000 --> 00:13:25.000]  我們現在新約時代
[00:13:25.000 --> 00:13:27.000]  我們很感謝主
[00:13:27.000 --> 00:13:29.000]  我們不需要受國禮
[00:13:29.000 --> 00:13:31.000]  後來在哥羅西教會
[00:13:31.000 --> 00:13:33.000]  有些猶太教的基督徒就說
[00:13:33.000 --> 00:13:35.000]  一定要行國禮
[00:13:35.000 --> 00:13:37.000]  真的國禮
[00:13:37.000 --> 00:13:39.000]  是心靈裡面的國禮
[00:13:39.000 --> 00:13:41.000]  但當時來說
[00:13:41.000 --> 00:13:43.000]  約書亞
[00:13:43.000 --> 00:13:45.000]  去叫他們行國禮
[00:13:45.000 --> 00:13:47.000]  是不可思議的事
[00:13:47.000 --> 00:13:49.000]  那麼多男丁
[00:13:49.000 --> 00:13:51.000]  行國禮
[00:13:51.000 --> 00:13:53.000]  本來國禮是何時做的呢
[00:13:53.000 --> 00:13:55.000]  是出世後第八天
[00:13:55.000 --> 00:13:57.000]  根據現在醫學的研究
[00:13:57.000 --> 00:13:59.000]  出世後第八天是最不痛的
[00:13:59.000 --> 00:14:01.000]  但這班
[00:14:01.000 --> 00:14:03.000]  二十歲三十歲
[00:14:03.000 --> 00:14:05.000]  四十歲的男丁
[00:14:05.000 --> 00:14:07.000]  行國禮是非常痛
[00:14:07.000 --> 00:14:09.000]  不簡單的
[00:14:09.000 --> 00:14:11.000]  我想今天牧師叫我們行國禮
[00:14:11.000 --> 00:14:13.000]  我們還做嗎
[00:14:13.000 --> 00:14:15.000]  當然不做
[00:14:15.000 --> 00:14:17.000]  我們說那個信服性
[00:14:17.000 --> 00:14:19.000]  當時
[00:14:19.000 --> 00:14:21.000]  約書亞
[00:14:21.000 --> 00:14:23.000]  一個老人家
[00:14:23.000 --> 00:14:25.000]  他有一個權柄
[00:14:25.000 --> 00:14:27.000]  這班人信服
[00:14:27.000 --> 00:14:29.000]  想成為一隊精兵
[00:14:29.000 --> 00:14:31.000]  最重要的是
[00:14:31.000 --> 00:14:33.000]  信服大靈
[00:14:33.000 --> 00:14:35.000]  行國禮
[00:14:35.000 --> 00:14:37.000]  心裡面向神立志
[00:14:37.000 --> 00:14:39.000]  這個國禮就是
[00:14:39.000 --> 00:14:41.000]  不靠肉體去敬拜神
[00:14:41.000 --> 00:14:43.000]  用性靈
[00:14:43.000 --> 00:14:45.000]  去敬拜神
[00:14:45.000 --> 00:14:47.000]  是誇耀耶穌基督的意思
[00:14:47.000 --> 00:14:49.000]  這是國禮的精要
[00:14:49.000 --> 00:14:51.000]  當時他們就去
[00:14:51.000 --> 00:14:53.000]  做這個行國禮
[00:14:53.000 --> 00:14:55.000]  神有很奇妙的時間
[00:14:55.000 --> 00:14:57.000]  當約旦河的水乾了之後
[00:14:57.000 --> 00:14:59.000]  我們剛剛讀的聖經裡面
[00:14:59.000 --> 00:15:01.000]  其他的敵人
[00:15:01.000 --> 00:15:03.000]  迦南地的什麼什麼王
[00:15:03.000 --> 00:15:05.000]  他們個個都害怕
[00:15:05.000 --> 00:15:07.000]  為什麼那條河可以停下來
[00:15:07.000 --> 00:15:09.000]  可以讓他們走乾地
[00:15:09.000 --> 00:15:11.000]  他們就拿乾地的石頭
[00:15:11.000 --> 00:15:13.000]  這個消息
[00:15:13.000 --> 00:15:15.000]  傳開去
[00:15:15.000 --> 00:15:17.000]  使其他的敵人
[00:15:17.000 --> 00:15:19.000]  心裡面消化了
[00:15:19.000 --> 00:15:21.000]  很害怕他們
[00:15:21.000 --> 00:15:23.000]  神就藉著這個機會
[00:15:23.000 --> 00:15:25.000]  叫他們來行國禮
[00:15:25.000 --> 00:15:27.000]  按道理我們知道
[00:15:27.000 --> 00:15:29.000]  他們是爭戰的
[00:15:29.000 --> 00:15:31.000]  似乎在最不適合的時候
[00:15:31.000 --> 00:15:33.000]  神叫他們行國禮
[00:15:33.000 --> 00:15:35.000]  這個時候應該是爭戰的
