
[00:00:00.000 --> 00:00:02.000]  主耶穌,我們感謝祢,贊美祢
[00:01:34.260 --> 00:01:37.640]  其實很多弟兄姐妹都會想起一個問題
[00:01:37.640 --> 00:01:41.780]  哎呀,就是耶穌會不會真的很快要回來呢?
[00:01:41.780 --> 00:01:45.680]  我想耶穌再來,這一定是事實
[00:01:45.680 --> 00:01:49.840]  問心說,其實這些不同的狀況發生
[00:01:49.840 --> 00:01:52.080]  其實固然現在好像是越來越厲害
[00:01:52.080 --> 00:01:53.560]  所謂天災人禍
[00:01:53.560 --> 00:01:55.160]  但我們回顧歷史的時候
[00:01:55.160 --> 00:01:56.840]  其實這些天災人禍
[00:01:56.840 --> 00:01:58.900]  也都可能不斷發生著
[00:01:58.900 --> 00:02:02.760]  我想我們可能覺得現在這個世界都好像很紛亂
[00:02:02.760 --> 00:02:05.960]  或者很多不平安
[00:02:05.960 --> 00:02:08.700]  但我回想起,如果說幾十年前
[00:02:08.700 --> 00:02:10.360]  第二次世界大戰
[00:02:10.360 --> 00:02:13.780]  或者我們回顧全球都有很多不同的災害的時候
[00:02:13.780 --> 00:02:19.540]  其實我們回想,是不是這些東西代表耶穌很快會回來呢?
[00:02:19.540 --> 00:02:21.680]  如果時間是一條直線的話
[00:02:21.680 --> 00:02:23.720]  我想都不能夠否定的
[00:02:23.720 --> 00:02:28.360]  就是說我們每個一天就越來越接近耶穌回來的日子
[00:02:28.360 --> 00:02:31.400]  不過正正這些事情發生的時候
[00:02:31.400 --> 00:02:34.040]  其實是提醒我們
[00:02:34.040 --> 00:02:36.640]  我們不知道耶穌什麼時候會回來
[00:02:36.640 --> 00:02:39.640]  我想這個聖經的真理大家都知道
[00:02:39.640 --> 00:02:42.160]  不過我們仍然要準備
[00:02:42.160 --> 00:02:45.120]  究竟我們怎樣去預備神回來
[00:02:45.120 --> 00:02:46.920]  或者耶穌再回來的時候
[00:02:46.920 --> 00:02:49.540]  其實會是一個什麼樣的狀況呢?
[00:02:49.540 --> 00:02:50.720]  今天簡約經文
[00:02:50.720 --> 00:02:53.720]  《馬太福音》25章沙約1到46節
[00:02:53.720 --> 00:02:55.000]  有16節的經文
[00:02:55.000 --> 00:02:56.480]  不算是很長
[00:02:56.480 --> 00:02:58.960]  其實中間一會兒我們看經文的時候
[00:02:58.960 --> 00:03:01.320]  都發覺裡面甚至有很多的重複
[00:03:01.320 --> 00:03:03.000]  不過由於它都有一定長度的時候
[00:03:03.000 --> 00:03:04.440]  我透過一個大綱
[00:03:04.440 --> 00:03:05.760]  讓大家更加明白
[00:03:05.760 --> 00:03:07.480]  其實耶穌回來
[00:03:07.480 --> 00:03:09.080]  特別是《馬太福音》24、25章
[00:03:09.080 --> 00:03:12.640]  這個是最後一個的比喻或者比方
[00:03:12.640 --> 00:03:14.120]  究竟是說什麼
[00:03:14.120 --> 00:03:16.360]  其實很清晰的
[00:03:16.360 --> 00:03:17.960]  這段經文就是
[00:03:17.960 --> 00:03:19.320]  沙約到33節就說
[00:03:19.320 --> 00:03:22.080]  耶穌再來的時候就會審判萬民
[00:03:22.080 --> 00:03:24.320]  然後在這段經文的結尾
[00:03:24.320 --> 00:03:26.000]  也都說審判的時候
[00:03:26.000 --> 00:03:28.600]  就是知道審判的結局是怎樣
[00:03:28.600 --> 00:03:31.680]  就是山羊和綿羊的結局是如何
[00:03:31.680 --> 00:03:35.240]  究竟這段經文其實是說些什麼呢
[00:03:35.240 --> 00:03:38.360]  很想先跟大家讀一次
[00:03:38.360 --> 00:03:40.440]  漏了一點東西
[00:03:40.440 --> 00:03:42.480]  因為中間那裏沒有說
[00:03:42.480 --> 00:03:44.680]  原來中間那裏其實就是說
[00:03:44.680 --> 00:03:46.480]  這個比方或者比喻是什麼呢
[00:03:46.480 --> 00:03:49.240]  就是在右邊的綿羊
[00:03:49.240 --> 00:03:51.080]  和在左邊的山羊
[00:03:51.080 --> 00:03:52.320]  上帝對他們的審判
[00:03:52.320 --> 00:03:55.080]  對他們的宣判和一個對話中間
[00:03:55.080 --> 00:03:59.240]  所以我們將這段經文拍在一起的時候
[00:03:59.240 --> 00:04:01.280]  就會比較到他們說的東西很相似
[00:04:01.280 --> 00:04:03.400]  正正在這些很相似的東西裏面
[00:04:03.400 --> 00:04:05.440]  就從他們的相同和不同
[00:04:05.440 --> 00:04:08.240]  我們去明白這段經文說什麼
[00:04:08.240 --> 00:04:09.000]  我常常都說
[00:04:09.000 --> 00:04:11.920]  要明白這段經文一定要知道它的背景
[00:04:11.920 --> 00:04:14.040]  頭三節就是這段經文的背景
[00:04:14.040 --> 00:04:16.600]  就是說到耶穌來審判萬民的時候
[00:04:16.600 --> 00:04:17.800]  究竟說什麼呢
[00:04:17.800 --> 00:04:19.160]  請聽我讀一次
[00:04:19.160 --> 00:04:20.320]  頭三節
[00:04:20.320 --> 00:04:22.480]  當人子在他榮耀裏
[00:04:22.480 --> 00:04:25.520]  同著眾天使降臨的時候
[00:04:25.520 --> 00:04:28.280]  要坐在他榮耀的寶座上
[00:04:28.280 --> 00:04:31.120]  萬民都要聚集在他面前
[00:04:31.120 --> 00:04:33.720]  要把他們分別出來
[00:04:33.720 --> 00:04:36.680]  好像牧羊的分別
[00:04:36.680 --> 00:04:38.920]  綿羊山羊一般
[00:04:38.920 --> 00:04:41.120]  把綿羊安置在右邊
[00:04:41.120 --> 00:04:43.840]  山羊安置在左邊
[00:04:43.840 --> 00:04:44.840]  經文其實很清楚
[00:04:44.840 --> 00:04:46.440]  它說到一個時間一開始
[00:04:46.440 --> 00:04:47.840]  這個是什麼時間呢
[00:04:47.840 --> 00:04:49.680]  其實你讀到二十四二十五章的時候
[00:04:49.680 --> 00:04:52.280]  時間這個字就經常出現
[00:04:52.280 --> 00:04:54.240]  不過它不是很顯眼
[00:04:54.240 --> 00:04:54.680]  為什麼呢
[00:04:54.680 --> 00:04:57.960]  因為它如果用英文說就是用了一個when
[00:04:57.960 --> 00:04:59.360]  或者用了一個then
[00:04:59.360 --> 00:05:00.280]  一些這樣的字眼
[00:05:00.280 --> 00:05:01.720]  就是連接下去
[00:05:01.720 --> 00:05:03.400]  但是這些字也可以說到
[00:05:03.400 --> 00:05:06.040]  特別是說到at then就可以做at that time
[00:05:06.040 --> 00:05:07.320]  那個時間
[00:05:07.320 --> 00:05:09.000]  那個時間是什麼時間呢
[00:05:09.000 --> 00:05:11.800]  就是說到原來耶穌回來的時間
[00:05:11.800 --> 00:05:12.840]  大概後面
[00:05:12.840 --> 00:05:14.080]  第一節我們看到
[00:05:14.080 --> 00:05:16.520]  耶穌會坐在榮耀寶座上的時候
[00:05:16.520 --> 00:05:17.480]  我們看啟示錄
[00:05:17.480 --> 00:05:19.960]  就知道在說耶穌的審判
[00:05:19.960 --> 00:05:22.360]  事實上我們讀下面那一節經文的時候
[00:05:22.360 --> 00:05:23.880]  就很清楚說到
[00:05:23.880 --> 00:05:25.160]  當時萬民
[00:05:25.160 --> 00:05:27.840]  那個時間就要來到祂面前聚集
[00:05:27.840 --> 00:05:30.360]  然後這個人子
[00:05:30.360 --> 00:05:32.720]  在比方裡面就說到一個王
[00:05:32.720 --> 00:05:33.640]  就要做什麼呢
[00:05:33.640 --> 00:05:34.880]  就好像牧羊人一樣
[00:05:34.880 --> 00:05:38.200]  分別綿羊和山羊
[00:05:38.200 --> 00:05:40.400]  首先什麼叫做分別綿羊和山羊呢
[00:05:40.400 --> 00:05:42.760]  我們沒有什麼人是畜牧的
[00:05:42.760 --> 00:05:43.800]  所以我們不太知道
[00:05:43.800 --> 00:05:45.840]  但是巴勒斯坦地理裡面
[00:05:45.840 --> 00:05:47.440]  其實是很容易明白的
[00:05:47.440 --> 00:05:48.520]  一個道理
[00:05:48.520 --> 00:05:49.840]  就是綿羊和山羊
[00:05:49.840 --> 00:05:52.600]  其實基本上他們是一起吃草
[00:05:52.600 --> 00:05:53.720]  甚至是一起分活
[00:05:53.720 --> 00:05:56.640]  混在一起去放牧的
[00:05:56.640 --> 00:05:57.480]  不過
[00:05:57.480 --> 00:06:01.480]  因為他們身體的狀況有些不同
[00:06:01.480 --> 00:06:04.000]  就是原來綿羊的皮比較厚
[00:06:04.000 --> 00:06:06.800]  山羊的內涵能力比較冷
[00:06:06.800 --> 00:06:08.200]  所以到晚上的時候
[00:06:08.200 --> 00:06:09.600]  原來那些山羊
[00:06:09.600 --> 00:06:11.240]  就會將牠們選出來
[00:06:11.240 --> 00:06:12.720]  分別就是這個意思
[00:06:12.720 --> 00:06:15.160]  選回去住在羊棚
[00:06:15.160 --> 00:06:16.800]  回到室內的地方
[00:06:16.800 --> 00:06:17.960]  或者綿羊
[00:06:17.960 --> 00:06:19.440]  他們有時候都會帶回去
[00:06:19.440 --> 00:06:21.480]  一些羊圈的地方
[00:06:21.480 --> 00:06:24.200]  就是這樣將牠們分別去牧羊
[00:06:24.200 --> 00:06:25.280]  所以在這段經文裡面
[00:06:25.280 --> 00:06:26.880]  雖然我們不太明白
[00:06:26.880 --> 00:06:28.040]  未必有經歷過
[00:06:28.040 --> 00:06:29.880]  就是山羊和綿羊
[00:06:29.880 --> 00:06:31.520]  究竟牠們的狀況是怎麼樣
[00:06:31.520 --> 00:06:32.960]  但是一個很清楚的字
[00:06:32.960 --> 00:06:33.960]  就是哪個字呢
[00:06:33.960 --> 00:06:35.640]  就是分別這個字
[00:06:35.640 --> 00:06:36.480]  考考大家
[00:06:36.480 --> 00:06:37.840]  不知道聖經裡面
[00:06:37.840 --> 00:06:39.720]  經常有一個很重要的字眼
[00:06:39.720 --> 00:06:41.200]  甚至在我們禮堂
[00:06:41.200 --> 00:06:44.680]  掛了四張的直播
[00:06:44.680 --> 00:06:45.360]  OK
[00:06:45.360 --> 00:06:47.440]  有這個字眼在這裡
[00:06:47.440 --> 00:06:48.960]  就是分別的意思
[00:06:48.960 --> 00:06:52.000]  敬拜隊知不知道哪個字眼呢
[00:06:52.000 --> 00:06:52.840]  榮耀
[00:06:52.840 --> 00:06:53.720]  德性
[00:06:53.720 --> 00:06:54.320]  復興
[00:06:54.320 --> 00:06:54.960]  聖潔
[00:06:54.960 --> 00:06:55.840]  哪個等於敬拜
[00:06:55.840 --> 00:06:57.200]  不是 哪個等於
[00:06:57.200 --> 00:06:59.400]  沒錯 我們的詩琴十分厲害
[00:06:59.400 --> 00:07:00.720]  就是聖潔那個字
[00:07:00.720 --> 00:07:03.000]  聖潔不是特別說牠乾淨
[00:07:03.000 --> 00:07:04.520]  特別說牠神聖
[00:07:04.520 --> 00:07:06.640]  聖潔的意思是說牠是
[00:07:06.640 --> 00:07:07.560]  分了出來
[00:07:07.560 --> 00:07:09.440]  單單屬於神的意思
[00:07:09.440 --> 00:07:10.520]  所以
[00:07:10.520 --> 00:07:11.280]  其實
[00:07:11.280 --> 00:07:14.320]  這個關於山羊和綿羊的概念
[00:07:14.320 --> 00:07:16.000]  其實在舊約早已經有
[00:07:16.000 --> 00:07:17.600]  對於猶太人來說
[00:07:17.600 --> 00:07:18.920]  他們不是新的
[00:07:18.920 --> 00:07:21.480]  在《以細傑書34章17節》裡面
[00:07:21.480 --> 00:07:22.400]  他就說什麼呢
[00:07:22.400 --> 00:07:24.240]  他就提到
[00:07:24.240 --> 00:07:25.720]  至於我的羊群
[00:07:25.720 --> 00:07:28.080]  即是山羊和綿羊混在一起
[00:07:28.080 --> 00:07:28.640]  然後
[00:07:28.640 --> 00:07:30.440]  我就是至高的上司告訴你
[00:07:30.440 --> 00:07:32.800]  我要將綿羊和山羊
[00:07:32.800 --> 00:07:34.920]  好和壞的分開
[00:07:34.920 --> 00:07:35.920]  分開來幹什麼
[00:07:35.920 --> 00:07:37.720]  個別審判你們
[00:07:37.720 --> 00:07:41.160]  所以猶太人讀這段經文的時候
[00:07:41.160 --> 00:07:42.360]  他們就已經很明白
[00:07:42.360 --> 00:07:43.800]  有了這樣的生活背景
[00:07:43.800 --> 00:07:45.000]  有了這樣的
[00:07:45.000 --> 00:07:45.800]  即是
[00:07:45.800 --> 00:07:49.080]  舊約的背景去理解這件事
[00:07:49.080 --> 00:07:49.760]  所以
[00:07:49.760 --> 00:07:52.480]  山羊和綿羊分別就是在說
[00:07:52.480 --> 00:07:55.280]  原來神回來的時候
[00:07:55.280 --> 00:07:56.440]  耶穌再回來
[00:07:56.440 --> 00:07:57.800]  在榮耀審判的時候
[00:07:57.800 --> 00:08:01.160]  他們就要將我們好像山羊和綿羊那樣分開
[00:08:01.160 --> 00:08:03.680]  大家知不知道分山羊和綿羊呢
[00:08:03.680 --> 00:08:05.000]  考考大家好不好
[00:08:05.000 --> 00:08:08.120]  先給大家看一張照片
[00:08:08.120 --> 00:08:08.720]  這兩隻
[00:08:08.720 --> 00:08:09.480]  有兩隻羊在這裡
[00:08:09.480 --> 00:08:11.320]  知不知道分山羊和綿羊
[00:08:11.320 --> 00:08:13.000]  應該大概都分得到
[00:08:13.000 --> 00:08:14.840]  在這裡
[00:08:14.840 --> 00:08:15.840]  經文本身就說
[00:08:15.840 --> 00:08:17.080]  右邊是綿羊
[00:08:17.080 --> 00:08:18.040]  左邊是山羊
[00:08:18.040 --> 00:08:20.160]  不過這兩個就剛剛相反了
[00:08:20.160 --> 00:08:21.240]  大概我們可以看到
[00:08:21.240 --> 00:08:24.080]  白色多的那隻是綿羊
[00:08:24.080 --> 00:08:28.840]  即是深啡啡的那隻是山羊
[00:08:28.840 --> 00:08:31.600]  其實應該都不難分的
[00:08:31.600 --> 00:08:35.680]  不過原來也不是百分百你一定分得到
[00:08:35.680 --> 00:08:38.200]  當我去預備這個課題的時候
[00:08:38.200 --> 00:08:41.760]  我就想起大概十多年前
[00:08:41.760 --> 00:08:45.720]  我兒子的時候還在讀幼稚園小學
[00:08:45.720 --> 00:08:47.520]  他很喜歡看一套卡通片
[00:08:47.520 --> 00:08:49.720]  不知道你們有沒有看過
[00:08:49.720 --> 00:08:51.120]  就是這個喜羊羊
[00:08:51.120 --> 00:08:52.440]  有沒有看過
[00:08:52.440 --> 00:08:52.960]  很好看的
[00:08:52.960 --> 00:08:55.520]  其實我前兩天跟老婆說
[00:08:55.520 --> 00:08:57.920]  她說是啊這套卡通片很好看的
[00:08:57.920 --> 00:09:01.200]  我不知道你們知不知道喜羊羊裡面還有不同的羊
[00:09:01.200 --> 00:09:03.440]  還有什麼懶羊羊啊
[00:09:03.440 --> 00:09:05.240]  美羊羊啊
[00:09:05.240 --> 00:09:06.040]  你就這樣看這張照片
[00:09:06.040 --> 00:09:09.760]  你能不能分得到它是綿羊還是山羊
[00:09:09.760 --> 00:09:13.160]  我最初就很有信心一看就知道是山羊
[00:09:13.160 --> 00:09:14.160]  後來上網查一下
[00:09:14.160 --> 00:09:16.400]  原來是很有學問的
[00:09:16.400 --> 00:09:18.640]  甚至說羊的族群裡面
[00:09:18.640 --> 00:09:20.240]  有些可能是山羊
[00:09:20.240 --> 00:09:21.480]  有些可能是綿羊
[00:09:21.480 --> 00:09:23.480]  你有興趣回去查一下
[00:09:23.480 --> 00:09:27.720]  你不懂得分真正的山羊和綿羊不要緊
[00:09:27.720 --> 00:09:30.600]  甚至喜羊羊裡面這麼多的主角
[00:09:30.600 --> 00:09:33.200]  你可能只懂得分羊和孵太郎
[00:09:33.200 --> 00:09:34.600]  我不知道你記不記得
[00:09:34.600 --> 00:09:35.400]  都不要緊
[00:09:35.400 --> 00:09:36.800]  你不懂這些不要緊
[00:09:36.800 --> 00:09:38.120]  但是去到審判的時候
[00:09:38.120 --> 00:09:42.320]  你記住你一定要知道你自己是山羊還是綿羊
[00:09:42.320 --> 00:09:43.440]  為什麼這麼說呢
[00:09:43.440 --> 00:09:45.160]  因為剛才給你看了一個經文結構
[00:09:45.160 --> 00:09:48.240]  你記不記得最後那一節說什麼
[00:09:48.240 --> 00:09:49.840]  原來最後那一節結束的時候
[00:09:49.840 --> 00:09:52.080]  就是說山羊和綿羊的結局
[00:09:52.080 --> 00:09:54.720]  你知不知道你自己是山羊還是綿羊呢
[00:09:54.720 --> 00:09:56.280]  如果你相信了一段時間
[00:09:56.280 --> 00:09:59.000]  原來你都發覺不是很清楚的
[00:09:59.000 --> 00:10:00.520]  OK
[00:10:00.520 --> 00:10:01.440]  你就要小心
[00:10:01.440 --> 00:10:02.800]  因為在結局裡面
[00:10:02.800 --> 00:10:06.040]  原來有一個很嚴重的警告和提醒
[00:10:06.040 --> 00:10:08.240]  我們一起讀一節
[00:10:08.240 --> 00:10:10.360]  預備46節開始
[00:10:10.360 --> 00:10:13.480]  這些人要往永垠裡去
[00:10:13.480 --> 00:10:16.800]  那些異人要往永生裡去
[00:10:16.800 --> 00:10:17.840]  聽不聽到
[00:10:17.840 --> 00:10:21.120]  原來在左邊的山羊的結局是什麼呢
[00:10:21.120 --> 00:10:22.800]  是去到永垠
[00:10:22.800 --> 00:10:24.360]  就是永遠的受罰
[00:10:24.360 --> 00:10:25.960]  但是在右邊的綿羊
[00:10:25.960 --> 00:10:29.560]  進到永恆的生命裡面
[00:10:29.560 --> 00:10:30.680]  所以丁子妹
[00:10:30.680 --> 00:10:31.600]  剛才我說過
[00:10:31.600 --> 00:10:35.400]  你知不知道你自己屬於山羊還是綿羊呢
[00:10:35.400 --> 00:10:37.960]  當耶穌在他的榮耀裡面
[00:10:37.960 --> 00:10:39.320]  將來降臨在當中
[00:10:39.320 --> 00:10:42.320]  坐在榮耀寶座審判你和我的時候
[00:10:42.320 --> 00:10:44.640]  究竟耶穌的宣判
[00:10:44.640 --> 00:10:47.400]  我們是山羊還是綿羊
[00:10:47.400 --> 00:10:49.480]  所以今天我很想
[00:10:49.480 --> 00:10:51.040]  大家去分享這個題目
[00:10:51.040 --> 00:10:52.400]  吸一杯涼水
[00:10:52.400 --> 00:10:54.280]  當我們說服事的時候
[00:10:54.280 --> 00:10:55.920]  其實原來
[00:10:55.920 --> 00:10:58.200]  正正就是要提醒我們
[00:10:58.200 --> 00:11:01.080]  我們要做上帝的綿羊
[00:11:01.080 --> 00:11:03.840]  我想和大家湊個三個問題
[00:11:03.840 --> 00:11:06.680]  就是Right,Who,How
[00:11:06.680 --> 00:11:08.440]  去了解一下
[00:11:08.440 --> 00:11:10.960]  為什麼要吸一杯涼水
[00:11:10.960 --> 00:11:13.080]  要吸誰一杯涼水
[00:11:13.080 --> 00:11:15.720]  其實應該要吸誰是用To Whom
[00:11:15.720 --> 00:11:16.600]  好過用Who的
[00:11:16.600 --> 00:11:18.920]  不過容易一點我們就用Who
[00:11:18.920 --> 00:11:21.160]  還有怎樣去給一杯涼水
[00:11:21.160 --> 00:11:23.200]  我就很想透過這三個方向
[00:11:23.200 --> 00:11:25.080]  大家去了解一下
[00:11:25.080 --> 00:11:27.120]  究竟吸一杯涼水
[00:11:27.120 --> 00:11:28.280]  這段經文裡面
[00:11:28.280 --> 00:11:33.080]  給我們有什麼提醒和教訓
[00:11:33.080 --> 00:11:34.800]  吸一杯涼水
[00:11:34.800 --> 00:11:35.800]  第一個重點
[00:11:35.800 --> 00:11:37.400]  我覺得
[00:11:37.400 --> 00:11:39.200]  原來我們去給一杯涼水的時候
[00:11:39.200 --> 00:11:40.800]  上帝提醒我們
[00:11:40.800 --> 00:11:43.440]  我們知不知道自己是一個蒙福的人
[00:11:43.440 --> 00:11:44.320]  我們要什麼呢
[00:11:44.320 --> 00:11:45.840]  我們要預備自己
[00:11:45.840 --> 00:11:48.600]  去承受神的覺和永生
[00:11:48.600 --> 00:11:49.840]  為什麼這麼說呢
[00:11:49.840 --> 00:11:53.560]  剛才我們讀了31到33節
[00:11:53.560 --> 00:11:55.600]  我想再和大家看看經文
[00:11:55.600 --> 00:11:58.720]  就是34到36節
[00:11:58.720 --> 00:12:01.240]  請大家聽我讀出
[00:12:01.240 --> 00:12:04.200]  「於是王要向那右邊的說
[00:12:04.200 --> 00:12:06.600]  你們這蒙我父賜福的
[00:12:06.600 --> 00:12:11.480]  可來承受那創世以來為你們所預備的國
[00:12:11.480 --> 00:12:13.000]  因為我餓了
[00:12:13.000 --> 00:12:14.440]  你們給我吃
[00:12:14.440 --> 00:12:16.160]  渴了你們給我喝
[00:12:16.160 --> 00:12:17.160]  我作客裡
[00:12:17.160 --> 00:12:19.160]  你們留我住
[00:12:19.160 --> 00:12:20.560]  我赤身裸體
[00:12:20.560 --> 00:12:22.520]  你們給我穿
[00:12:22.520 --> 00:12:23.280]  我病了
[00:12:23.280 --> 00:12:24.600]  你們看顧我
[00:12:24.600 --> 00:12:25.800]  我在監裡
[00:12:25.800 --> 00:12:28.320]  你們來看我」
[00:12:28.320 --> 00:12:31.320]  其實如果我們已經進入34節的時候
[00:12:31.320 --> 00:12:33.760]  我們就看到34節的結構
[00:12:33.760 --> 00:12:34.680]  綠色的部分
[00:12:34.680 --> 00:12:37.600]  就是「山羊」和「綿羊」做一個比較
[00:12:37.600 --> 00:12:40.840]  接著的經文其實都是很相近的
[00:12:40.840 --> 00:12:42.560]  說到「山羊」和「綿羊」
[00:12:42.560 --> 00:12:45.080]  所以為了我們節省一點時間
[00:12:45.080 --> 00:12:46.840]  我們不需要重複讀完
[00:12:46.840 --> 00:12:48.840]  但我們先看一個結構
[00:12:48.840 --> 00:12:50.840]  原來是差不多定下的
[00:12:50.840 --> 00:12:52.640]  就是你見到「山羊」和「綿羊」
[00:12:52.640 --> 00:12:53.840]  我專門調回正確的位置
[00:12:53.840 --> 00:12:55.760]  「綿羊」在右手邊
[00:12:55.760 --> 00:12:57.720]  「山羊」在左手邊
[00:12:57.720 --> 00:12:58.720]  你就會見到
[00:12:58.720 --> 00:13:03.640]  原來在這個「黃」的宣判和對話裡面
[00:13:03.640 --> 00:13:04.680]  你就會看到
[00:13:04.680 --> 00:13:06.560]  他大概分了這幾個部分
[00:13:06.560 --> 00:13:08.240]  第一開始的時候
[00:13:08.240 --> 00:13:10.960]  34節或者41節
[00:13:10.960 --> 00:13:13.840]  就已經在說他們宣判的內容了
[00:13:13.840 --> 00:13:16.240]  並且對他們有一個很清晰的稱呼
[00:13:16.240 --> 00:13:17.200]  然後
[00:13:17.200 --> 00:13:18.040]  接著
[00:13:18.040 --> 00:13:18.720]  就是
[00:13:18.720 --> 00:13:19.760]  那個段落下去
[00:13:19.760 --> 00:13:21.040]  就是繼續在說
[00:13:21.040 --> 00:13:24.280]  對「山羊」和「綿羊」的判決原因
[00:13:24.280 --> 00:13:26.520]  就是說為什麼那個結果會這樣
[00:13:26.520 --> 00:13:28.520]  然後判決完之後
[00:13:28.520 --> 00:13:30.520]  「山羊」和「綿羊」同樣都有疑問
[00:13:30.520 --> 00:13:32.040]  也不太明白為什麼這樣判決
[00:13:32.040 --> 00:13:33.240]  接著
[00:13:33.240 --> 00:13:35.320]  這個「黃」代表著耶穌
[00:13:35.320 --> 00:13:38.400]  他再一次地去解釋
[00:13:38.400 --> 00:13:40.800]  就讓我們看看
[00:13:40.800 --> 00:13:42.680]  這段經文
[00:13:42.680 --> 00:13:46.200]  如果將「綿羊」和「山羊」
[00:13:46.200 --> 00:13:48.480]  剛才就是34節和41節
[00:13:48.480 --> 00:13:49.280]  放在一起的時候
[00:13:49.280 --> 00:13:50.160]  就是在說
[00:13:50.160 --> 00:13:57.200]  一個「黃」宣判他們的刑罰
[00:13:57.200 --> 00:14:00.960]  或者宣判他們的結果
[00:14:00.960 --> 00:14:03.400]  以及對他們的稱呼
[00:14:03.400 --> 00:14:04.680]  究竟我們比較的時候
[00:14:04.680 --> 00:14:06.760]  我們會發現什麼呢
[00:14:06.760 --> 00:14:08.200]  原來放在一起的時候
[00:14:08.200 --> 00:14:10.120]  我們就很清楚看到
[00:14:10.120 --> 00:14:12.000]  「綿羊」
[00:14:12.000 --> 00:14:13.760]  上帝稱呼他為
[00:14:13.760 --> 00:14:14.920]  這個「黃」稱呼他為
[00:14:14.920 --> 00:14:17.080]  「蒙我父所賜福」
[00:14:17.080 --> 00:14:17.880]  然後
[00:14:17.880 --> 00:14:20.560]  他就提到怎樣才算「蒙我父所賜福」
[00:14:20.560 --> 00:14:21.160]  第一
[00:14:21.160 --> 00:14:23.720]  就是承受神的國
[00:14:23.720 --> 00:14:25.600]  如果我們繼續看下去
[00:14:25.600 --> 00:14:26.960]  最後那一節我剛才也讀到了
[00:14:26.960 --> 00:14:28.160]  然後他提到
[00:14:28.160 --> 00:14:30.320]  他也是會得著永生的
[00:14:30.320 --> 00:14:34.600]  這是對「綿羊」的宣判和稱呼
[00:14:34.600 --> 00:14:35.160]  但是
[00:14:35.160 --> 00:14:35.760]  反過來
[00:14:35.760 --> 00:14:37.800]  如果我們再看「山羊」那邊
[00:14:37.800 --> 00:14:40.200]  「蒙福」的相對是什麼呢
[00:14:40.200 --> 00:14:42.480]  原來這群是被咒了的
[00:14:42.480 --> 00:14:45.000]  然後他們的結果會是怎樣呢
[00:14:45.000 --> 00:14:47.320]  就是進到永火裡面
[00:14:47.320 --> 00:14:48.080]  接著
[00:14:48.080 --> 00:14:49.280]  我們剛才也讀到了
[00:14:49.280 --> 00:14:53.520]  就是這些「山羊」最後進到「榮營」裡面
[00:14:53.520 --> 00:14:54.880]  如果我們看一看
[00:14:54.880 --> 00:14:57.560]  剛才這個比較裡面
[00:14:57.560 --> 00:14:59.800]  我們簡單綜合這個表裡面
