
[00:00:00.000 --> 00:00:03.560]  在宋朝時期有位文人叫蘇徹
[00:05:56.640 --> 00:05:59.640]  第一就是為福音齊心努力
[00:05:59.640 --> 00:06:03.640]  第二就是不要怕被敵人威嚇
[00:06:03.640 --> 00:06:06.640]  在一章二十八到三十節
[00:06:06.640 --> 00:06:09.640]  保羅就去處理這個外憂
[00:06:09.640 --> 00:06:11.640]  保羅用結局
[00:06:11.640 --> 00:06:14.640]  用神的命定和自己的榜樣
[00:06:14.640 --> 00:06:17.640]  三個向度去鼓勵菲律賓人
[00:06:17.640 --> 00:06:19.640]  要勇於面對敵人
[00:06:19.640 --> 00:06:22.640]  或者敵人所帶來的苦難
[00:06:22.640 --> 00:06:24.640]  除了外患
[00:06:24.640 --> 00:06:26.640]  因為菲律賓教會
[00:06:26.640 --> 00:06:29.640]  亦都有群體不合一的內憂
[00:06:29.640 --> 00:06:31.640]  要鼓勵他們去合一
[00:06:31.640 --> 00:06:32.640]  在二章一到二節
[00:06:32.640 --> 00:06:36.640]  亦都是面對敵人不怕威嚇的方法
[00:06:36.640 --> 00:06:37.640]  所以在二章第一節
[00:06:37.640 --> 00:06:40.640]  你會發覺有「所以」這個字
[00:06:40.640 --> 00:06:42.640]  這是一個推論式的連接詞
[00:06:42.640 --> 00:06:45.640]  是要表達以合一來抵擋敵人
[00:06:45.640 --> 00:06:49.640]  進而能夠為福音奮戰
[00:06:49.640 --> 00:06:50.640]  在實踐上
[00:06:50.640 --> 00:06:52.640]  保羅在第二章的三到四節
[00:06:52.640 --> 00:06:54.640]  鼓勵菲律賓信徒
[00:06:54.640 --> 00:06:58.640]  透過謙卑和捨己去追求合一
[00:06:58.640 --> 00:07:02.640]  這就是這八節大約的結構
[00:07:02.640 --> 00:07:03.640]  你看到這個結構
[00:07:03.640 --> 00:07:05.640]  保羅說了這麼多
[00:07:05.640 --> 00:07:07.640]  處理內憂處理外患
[00:07:07.640 --> 00:07:11.640]  到最後我們不怕敵人能夠合一
[00:07:11.640 --> 00:07:14.640]  都是要做到終極目標
[00:07:14.640 --> 00:07:16.640]  就是能夠同心合一
[00:07:16.640 --> 00:07:19.640]  為福音奮鬥
[00:07:19.640 --> 00:07:21.640]  我們先看看
[00:07:21.640 --> 00:07:23.640]  第一樣我們的目標
[00:07:23.640 --> 00:07:25.640]  第一章第27節
[00:07:25.640 --> 00:07:29.640]  就是講到我們能夠同心合一去傳福音
[00:07:29.640 --> 00:07:31.640]  講到傳福音
[00:07:31.640 --> 00:07:35.640]  有時我都覺得我們都幾慚愧
[00:07:35.640 --> 00:07:36.640]  我看了2017年
[00:07:36.640 --> 00:07:39.640]  耶和華見證人的年鑑
[00:07:39.640 --> 00:07:42.640]  他的資料講到在2016年
[00:07:42.640 --> 00:07:49.640]  耶徵在香港平均有5429個傳導員
[00:07:49.640 --> 00:07:52.640]  他們全年總傳導的時數
[00:07:52.640 --> 00:07:56.640]  是166萬個小時
[00:07:56.640 --> 00:07:58.640]  即是說他們每一個人
[00:07:58.640 --> 00:08:02.640]  平均每年傳導的時間是306個小時
[00:08:02.640 --> 00:08:04.640]  即是平均他們每人每日
[00:08:04.640 --> 00:08:08.640]  是傳福音50分鐘
[00:08:08.640 --> 00:08:10.640]  傳他們的福音
[00:08:10.640 --> 00:08:11.640]  我想問在在
[00:08:11.640 --> 00:08:12.640]  有沒有人每日
[00:08:12.640 --> 00:08:14.640]  由年頭到年尾
[00:08:14.640 --> 00:08:19.640]  每日不斷的傳福音有50分鐘
[00:08:19.640 --> 00:08:22.640]  有的可不可以舉手
[00:08:22.640 --> 00:08:24.640]  我想連童工都沒有
[00:08:24.640 --> 00:08:27.640]  連牧師都沒有
[00:08:27.640 --> 00:08:31.640]  而這個數字比起10年前2006年的資料
[00:08:31.640 --> 00:08:33.640]  他們每人每日傳42分鐘
[00:08:33.640 --> 00:08:35.640]  又跨進一大步
[00:08:35.640 --> 00:08:37.640]  他們原來不斷遞增
[00:08:37.640 --> 00:08:39.640]  我看2006年2008年的資料
[00:08:39.640 --> 00:08:41.640]  他們不斷遞增
[00:08:41.640 --> 00:08:43.640]  他們傳福音的時間
[00:08:43.640 --> 00:08:45.640]  投入越來越多
[00:08:45.640 --> 00:08:48.640]  令到我們很慚愧
[00:08:48.640 --> 00:08:51.640]  你看看全能神教會
[00:08:51.640 --> 00:08:53.640]  即是東方閃電
[00:08:53.640 --> 00:08:55.640]  幾年前他們擺的街站
[00:08:55.640 --> 00:08:57.640]  到處都有
[00:08:57.640 --> 00:08:58.640]  在天橋
[00:08:58.640 --> 00:08:59.640]  在火車站
[00:08:59.640 --> 00:09:01.640]  到處都有他們的街站
[00:09:01.640 --> 00:09:05.640]  他們甚至很積極的滲入教會裏面
[00:09:05.640 --> 00:09:08.640]  有一間教會的堂主任牧師
[00:09:08.640 --> 00:09:10.640]  被迷惑甚至轉教
[00:09:10.640 --> 00:09:13.640]  信了東方閃電
[00:09:13.640 --> 00:09:16.640]  他們的報道熱誠很厲害
[00:09:16.640 --> 00:09:19.640]  我們又怎樣?
[00:09:19.640 --> 00:09:23.640]  你想想我們去街上傳福音
[00:09:23.640 --> 00:09:27.640]  我們前年有兩次街頭報道
[00:09:27.640 --> 00:09:30.640]  我們1200多人的教會
[00:09:30.640 --> 00:09:33.640]  每次都只有20多人去
[00:09:33.640 --> 00:09:35.640]  我們的報道熱誠是怎樣呢?
[00:09:35.640 --> 00:09:38.640]  這些異端邪教這麼熱心
[00:09:38.640 --> 00:09:41.640]  我們所謂正統的福音派教會
[00:09:41.640 --> 00:09:43.640]  我們又沒有這麼熱心
[00:09:43.640 --> 00:09:46.640]  我們窩福堂的弟兄姊妹又怎樣呢?
[00:09:46.640 --> 00:09:49.640]  我們有多願意努力付出去傳福音呢?
[00:09:49.640 --> 00:09:52.640]  我們看看保羅怎樣教導我們
[00:09:52.640 --> 00:09:54.640]  在第27節
[00:09:54.640 --> 00:09:56.640]  這一節的主動詞
[00:09:56.640 --> 00:09:58.640]  命令式的主動詞
[00:09:58.640 --> 00:10:00.640]  就是「行事為人」這個詞
[00:10:00.640 --> 00:10:02.640]  這個詞的希臘文
[00:10:02.640 --> 00:10:04.640]  是很窈窕的
[00:10:04.640 --> 00:10:07.640]  就是「Poli tu es fei」這個詞
[00:10:07.640 --> 00:10:10.640]  這個詞在新約出現了兩次
[00:10:10.640 --> 00:10:13.640]  保羅用過一次就是在這裡用
[00:10:13.640 --> 00:10:15.640]  但是很奇怪
[00:10:15.640 --> 00:10:17.640]  保羅用「行事為人」這個詞
[00:10:17.640 --> 00:10:19.640]  他通常用另一個希臘文
[00:10:19.640 --> 00:10:21.640]  叫做「Peri patel」
[00:10:21.640 --> 00:10:23.640]  用了32次
[00:10:23.640 --> 00:10:26.640]  為什麼保羅每次都用另一個詞
[00:10:26.640 --> 00:10:29.640]  這次在這裡他從來不用這個詞
[00:10:29.640 --> 00:10:31.640]  他故意用這個詞呢?
[00:10:31.640 --> 00:10:35.640]  究竟「Poli tu es fei」這個詞是怎樣解呢?
[00:10:35.640 --> 00:10:38.640]  保羅故意用這個詞是有點意思的
[00:10:38.640 --> 00:10:41.640]  這個詞的原文是怎樣解呢?
[00:10:41.640 --> 00:10:43.640]  它的字面就是「作公民」
[00:10:43.640 --> 00:10:45.640]  「做一個公民」
[00:10:45.640 --> 00:10:48.640]  原來「做一個公民」對於
[00:10:48.640 --> 00:10:51.640]  菲律賓人來說是十分重要的
[00:10:51.640 --> 00:10:56.640]  菲律賓信徒很以「作羅馬公民」為榮
[00:10:56.640 --> 00:11:00.640]  而在菲律賓也很盛行皇帝
[00:11:00.640 --> 00:11:01.640]  帝王崇拜
[00:11:01.640 --> 00:11:04.640]  所以他們會尊稱羅馬的皇帝
[00:11:04.640 --> 00:11:06.640]  為「主」或者「救主」
[00:11:06.640 --> 00:11:09.640]  保羅用這個詞很明顯是想說什麼呢?
[00:11:09.640 --> 00:11:11.640]  他提醒他們
[00:11:11.640 --> 00:11:14.640]  有一個新的天國公民的身份
[00:11:14.640 --> 00:11:17.640]  你們不要太著重羅馬公民的身份
[00:11:17.640 --> 00:11:21.640]  你們要著重的就是天國公民的身份
[00:11:21.640 --> 00:11:25.640]  又提醒他們你們效忠的不是羅馬皇帝
[00:11:25.640 --> 00:11:28.640]  你們效忠的對象是基督
[00:11:28.640 --> 00:11:32.640]  所以保羅在《菲律賓書》三章二十節
[00:11:32.640 --> 00:11:37.640]  他只說得很白「你們卻是天上的國民」
[00:11:37.640 --> 00:11:40.640]  你們的身份是天國的公民
[00:11:40.640 --> 00:11:42.640]  保羅要求菲律賓信徒
[00:11:42.640 --> 00:11:48.640]  要做一個與基督的福音相稱的天國公民
[00:11:48.640 --> 00:11:50.640]  我們的行事為人
[00:11:50.640 --> 00:11:53.640]  要像一個天國公民
[00:11:53.640 --> 00:11:55.640]  然後才可以站立得穩
[00:11:55.640 --> 00:11:59.640]  然後才可以有效去傳福音
[00:11:59.640 --> 00:12:02.640]  各位弟兄姊妹在傳福音之前
[00:12:02.640 --> 00:12:05.640]  我們要注重我們的行事為人
[00:12:05.640 --> 00:12:08.640]  在這裡領略到一件事很重要
[00:12:08.640 --> 00:12:10.640]  你要去傳福音
[00:12:10.640 --> 00:12:14.640]  很多時候新教是重於現教
[00:12:14.640 --> 00:12:16.640]  很多人是看你做什麼
[00:12:16.640 --> 00:12:19.640]  不過聽你說什麼
[00:12:19.640 --> 00:12:20.640]  我舉一個例子
[00:12:20.640 --> 00:12:22.640]  如果你在職場去傳福音
[00:12:22.640 --> 00:12:24.640]  你想和你的同事傳福音
[00:12:24.640 --> 00:12:29.640]  但如果你是一個很蛇王的
[00:12:29.640 --> 00:12:30.640]  平時遲到的
[00:12:30.640 --> 00:12:31.640]  早退的
[00:12:31.640 --> 00:12:32.640]  卸駁的
[00:12:32.640 --> 00:12:34.640]  插人背脊說人是非的
[00:12:34.640 --> 00:12:36.640]  只顧自己的工作
[00:12:36.640 --> 00:12:38.640]  不理同事的需要
[00:12:38.640 --> 00:12:39.640]  你是這樣的為人
[00:12:39.640 --> 00:12:41.640]  當你和你的同事說
[00:12:41.640 --> 00:12:42.640]  耶穌很愛你
[00:12:42.640 --> 00:12:44.640]  我也很愛你
[00:12:44.640 --> 00:12:46.640]  你猜他會有什麼反應?
[00:12:46.640 --> 00:12:49.640]  他很難接受這個信仰
[00:12:49.640 --> 00:12:51.640]  這個耶穌跟不過
[00:12:51.640 --> 00:12:53.640]  他不會理你
[00:12:53.640 --> 00:12:55.640]  我讀中學的時候
[00:12:55.640 --> 00:12:56.640]  我要上體育課
[00:12:56.640 --> 00:12:57.640]  我要學游泳
[00:12:57.640 --> 00:12:59.640]  在PE課
[00:12:59.640 --> 00:13:00.640]  很有趣的是
[00:13:00.640 --> 00:13:02.640]  這位體育老師
[00:13:02.640 --> 00:13:04.640]  他不懂游泳
[00:13:04.640 --> 00:13:06.640]  但他教我們游泳
[00:13:06.640 --> 00:13:07.640]  他怎麼說呢?
[00:13:07.640 --> 00:13:10.640]  他說我已經看了很多游泳的書籍
[00:13:10.640 --> 00:13:11.640]  所以你們全部下水
[00:13:11.640 --> 00:13:13.640]  他從來都不下水
[00:13:13.640 --> 00:13:15.640]  站在池邊用口泉
[00:13:15.640 --> 00:13:17.640]  我們要怎樣去潑水
[00:13:17.640 --> 00:13:18.640]  怎樣游泳
[00:13:18.640 --> 00:13:22.640]  結果我們沒有誰懂得游泳
[00:13:22.640 --> 00:13:24.640]  他沒有新教
[00:13:24.640 --> 00:13:26.640]  他只有賢教
[00:13:26.640 --> 00:13:28.640]  我們要留意一件事
[00:13:28.640 --> 00:13:32.640]  我們不是說我們有好行為才去傳福音
[00:13:32.640 --> 00:13:33.640]  有好行為
[00:13:33.640 --> 00:13:35.640]  就是《馬太福音》第五章所說的
[00:13:35.640 --> 00:13:36.640]  光
[00:13:36.640 --> 00:13:37.640]  我們做光
[00:13:37.640 --> 00:13:39.640]  是信徒的本分
[00:13:39.640 --> 00:13:41.640]  我們不傳福音
[00:13:41.640 --> 00:13:43.640]  都應該是天國公民
[00:13:43.640 --> 00:13:45.640]  都應該有好行為
[00:13:45.640 --> 00:13:47.640]  不過有好的行為
[00:13:47.640 --> 00:13:50.640]  是可以幫到你去傳福音
[00:13:50.640 --> 00:13:53.640]  如果你的行事為人與福音相稱
[00:13:53.640 --> 00:13:55.640]  是一個天國公民
[00:13:55.640 --> 00:14:00.640]  你的生命很可能會影響你身邊的人
[00:14:00.640 --> 00:14:03.640]  因為你身邊的人看你做什麼
[00:14:03.640 --> 00:14:04.640]  多於聽你說什麼
[00:14:04.640 --> 00:14:06.640]  特別是你的家人
[00:14:06.640 --> 00:14:08.640]  特別是你的同事
[00:14:08.640 --> 00:14:11.640]  所以保羅對菲律賓信徒的要求
[00:14:11.640 --> 00:14:15.640]  是做一個天國公民與福音相稱
[00:14:15.640 --> 00:14:17.640]  但是還未完的
[00:14:17.640 --> 00:14:19.640]  做一個天國公民
[00:14:19.640 --> 00:14:22.640]  延伸到「站立得穩」
[00:14:22.640 --> 00:14:25.640]  這樣無論我來見你們
[00:14:25.640 --> 00:14:27.640]  或不在你們那裡
[00:14:27.640 --> 00:14:29.640]  都可以聽到你們的境況
[00:14:29.640 --> 00:14:31.640]  在什麼境況呢?
[00:14:31.640 --> 00:14:33.640]  知道你們同有一個心智
[00:14:33.640 --> 00:14:35.640]  「站立得穩」
[00:14:35.640 --> 00:14:38.640]  在「做行事為人」「天國公民」這個字
[00:14:38.640 --> 00:14:42.640]  與「站立得穩」中間有一個「以智」這個字
[00:14:42.640 --> 00:14:44.640]  是一個目的
[00:14:44.640 --> 00:14:46.640]  我們做一個天國公民
[00:14:46.640 --> 00:14:48.640]  目的是什麼呢?
[00:14:48.640 --> 00:14:50.640]  就是能夠「站立得穩」
[00:14:50.640 --> 00:14:52.640]  「站立得穩」這個字的原意
[00:14:52.640 --> 00:14:55.640]  是指一個士兵在戰場上的責任
[00:14:55.640 --> 00:14:57.640]  保羅很多時候用這個字
[00:14:57.640 --> 00:15:00.640]  是指在信仰上能夠站穩
[00:15:00.640 --> 00:15:02.640]  而站穩的目的是什麼呢?
[00:15:02.640 --> 00:15:04.640]  其中一個我剛才說了
[00:15:04.640 --> 00:15:05.640]  就是分持
[00:15:05.640 --> 00:15:07.640]  就是齊心努力
[00:15:07.640 --> 00:15:09.640]  或者共同奮鬥
[00:15:09.640 --> 00:15:11.640]  我們能夠靠著聖靈站穩
[00:15:11.640 --> 00:15:16.640]  目的是在於能夠同心為福音去奮鬥
[00:15:16.640 --> 00:15:20.640]  「共同奮鬥」或者「齊心努力」這個字
[00:15:20.640 --> 00:15:25.640]  的意味就是在比賽中能夠去爭勝
[00:15:25.640 --> 00:15:28.640]  所爭的是什麼呢?
[00:15:28.640 --> 00:15:30.640]  就是福音能夠廣傳
[00:15:30.640 --> 00:15:32.640]  所以保羅很強調
[00:15:32.640 --> 00:15:34.640]  我們要同有一個心智
[00:15:34.640 --> 00:15:36.640]  共同奮鬥
[00:15:36.640 --> 00:15:38.640]  所以傳福音從來不是一個人
[00:15:38.640 --> 00:15:40.640]  或者一小撮人要做的事
[00:15:40.640 --> 00:15:43.640]  是整個菲律賓教會的責任
[00:15:43.640 --> 00:15:45.640]  是一個團隊的事情
[00:15:45.640 --> 00:15:46.640]  其實你想想
[00:15:46.640 --> 00:15:48.640]  沒有一個人能夠自己
[00:15:48.640 --> 00:15:51.640]  能夠成就很大的福音工作
[00:15:51.640 --> 00:15:55.640]  最著名的報道家葛培里
[00:15:55.640 --> 00:15:57.640]  他不是一個人做的
[00:15:57.640 --> 00:15:59.640]  是有葛培里的報道團
[00:15:59.640 --> 00:16:02.640]  很多弟兄姊妹上上下下
[00:16:02.640 --> 00:16:05.640]  齊心彼此配搭才做得到
[00:16:05.640 --> 00:16:07.640]  我記得我八年前
[00:16:07.640 --> 00:16:08.640]  一來窩福去侍奉
[00:16:08.640 --> 00:16:10.640]  我就加入E1
[00:16:10.640 --> 00:16:12.640]  就是傳福音的部門
[00:16:12.640 --> 00:16:15.640]  我發覺窩福是一個很注重
[00:16:15.640 --> 00:16:16.640]  傳福音的教會
[00:16:16.640 --> 00:16:20.640]  有很多EBS的小組
[00:16:20.640 --> 00:16:22.640]  三福出隊很有果效
[00:16:22.640 --> 00:16:25.640]  每年有很多的報道聚會
[00:16:25.640 --> 00:16:26.640]  我發覺很好
[00:16:26.640 --> 00:16:29.640]  但沒多久我已經觀察到一個問題
[00:16:29.640 --> 00:16:33.640]  就是原來是很少數人在做
[00:16:33.640 --> 00:16:36.640]  三福都是那班人
[00:16:36.640 --> 00:16:38.640]  開EBS都是那班人
[00:16:38.640 --> 00:16:40.640]  很少數人在做
[00:16:40.640 --> 00:16:42.640]  大部份人做什麼呢
[00:16:42.640 --> 00:16:43.640]  做觀眾
[00:16:43.640 --> 00:16:45.640]  在那裏看
[00:16:45.640 --> 00:16:47.640]  如果是長期不斷
[00:16:47.640 --> 00:16:49.640]  很少數人在做
[00:16:49.640 --> 00:16:51.640]  這班人遲早會burn out
[00:16:51.640 --> 00:16:53.640]  而坐在那裏看的那班人
[00:16:53.640 --> 00:16:56.640]  會rush out
[00:16:56.640 --> 00:16:58.640]  生鏽
[00:16:58.640 --> 00:17:00.640]  所以這是不健康的
[00:17:00.640 --> 00:17:03.640]  我鼓勵我們每一個都積極去參與
[00:17:03.640 --> 00:17:06.640]  傳福音是一個團隊的事工
[00:17:06.640 --> 00:17:07.640]  如果你想參與
[00:17:07.640 --> 00:17:10.640]  一定有一個位置讓你進入
[00:17:10.640 --> 00:17:12.640]  你只要想傳福音
[00:17:12.640 --> 00:17:13.640]  你跟E1的同工說
[00:17:13.640 --> 00:17:17.640]  一定有一個崗位適合你
[00:17:17.640 --> 00:17:20.640]  但我們傳福音有困難
[00:17:20.640 --> 00:17:23.640]  保羅鼓勵菲律賓信徒傳福音
[00:17:23.640 --> 00:17:26.640]  但也知道他們現在面對有外患
[00:17:26.640 --> 00:17:28.640]  有敵人去威脅他們
[00:17:28.640 --> 00:17:31.640]  所以保羅在28到30節
[00:17:31.640 --> 00:17:33.640]  就教導和鼓勵他們
[00:17:33.640 --> 00:17:36.640]  怎樣不要怕敵人的威脅
[00:17:36.640 --> 00:17:38.640]  在第28節
[00:17:38.640 --> 00:17:41.640]  威脅這個字是一個被動式的動詞
[00:17:41.640 --> 00:17:45.640]  究竟菲律賓教會被什麼威脅呢?
[00:17:45.640 --> 00:17:47.640]  誰是他們的敵人呢?
[00:17:47.640 --> 00:17:49.640]  我們有三個估計
[00:17:49.640 --> 00:17:51.640]  三個可能性
[00:17:51.640 --> 00:17:52.640]  第一個
[00:17:52.640 --> 00:17:55.640]  這些敵人是一些不信主的猶太人
[00:17:55.640 --> 00:17:57.640]  即是猶太主義者
[00:17:57.640 --> 00:17:58.640]  這是比較明顯的
