
[00:00:00.000 --> 00:00:05.920]  今天分享的題目是作嬌人與神和好的使者
[00:01:30.640 --> 00:01:34.200]  原來我們今天作為基督的門徒
[00:01:34.200 --> 00:01:39.160]  原來我們有作為叫人和神和好的職份
[00:01:39.160 --> 00:01:42.320]  但是今天我們有沒有活好我們的生命
[00:01:42.320 --> 00:01:45.440]  能夠叫別人欣賞我們的生命
[00:01:45.440 --> 00:01:47.560]  叫人和神和好呢?
[00:01:47.560 --> 00:01:48.480]  我記得我們的老闆說
[00:01:48.480 --> 00:01:50.480]  「We have to live out the product」
[00:01:50.480 --> 00:01:51.840]  「我們要活好那個品牌」
[00:01:51.840 --> 00:01:53.840]  但是我們有沒有活好
[00:01:53.840 --> 00:01:56.840]  我們作為跟隨耶穌門徒的生命
[00:01:56.840 --> 00:02:00.800]  叫我們的生命能夠叫人和神和好呢?
[00:02:00.800 --> 00:02:04.280]  所以今天我們一起在哥倫多前書第五章裏
[00:02:04.280 --> 00:02:06.000]  是五至六章裏
[00:02:06.000 --> 00:02:07.280]  很想藉著這段經文
[00:02:07.280 --> 00:02:09.560]  我們學三個功課
[00:02:09.560 --> 00:02:14.560]  叫我們能夠做一個叫人與神和好的使者
[00:02:14.560 --> 00:02:16.440]  今天分享的第一件事
[00:02:16.440 --> 00:02:20.120]  是我們要活出以神為中心的生命
[00:02:20.120 --> 00:02:24.000]  開始的時候我們一起讀五章十一至十七
[00:02:24.000 --> 00:02:25.360]  一二三
[00:02:25.360 --> 00:02:28.280]  我們既知道主是可為的
[00:02:28.280 --> 00:02:29.760]  所以勸人
[00:02:29.760 --> 00:02:33.000]  但我們在神面前是顯明的
[00:02:33.000 --> 00:02:36.800]  盼望在你們的良心裏也是顯明的
[00:02:36.800 --> 00:02:40.360]  我們不是向你們再舉薦自己
[00:02:40.360 --> 00:02:44.160]  乃是叫你們因我們有可誇之處
[00:02:44.160 --> 00:02:45.720]  好對那憑外貌
[00:02:45.720 --> 00:02:49.680]  不憑內心誇厚的人有言可答
[00:02:49.680 --> 00:02:52.640]  我們若果癲狂是為神
[00:02:52.640 --> 00:02:55.320]  若果滾手是為你們
[00:02:55.320 --> 00:02:57.840]  原來基督的愛激勵我們
[00:02:57.840 --> 00:03:01.320]  因我們想一人既替眾人死
[00:03:01.320 --> 00:03:03.960]  眾人就都死了
[00:03:03.960 --> 00:03:06.200]  並且他替眾人死
[00:03:06.200 --> 00:03:09.760]  是叫那些活著的人不再為自己活
[00:03:09.760 --> 00:03:13.520]  乃為替他們死而復活的主活
[00:03:13.520 --> 00:03:18.360]  所以我們從今以後不憑著外貌認人了
[00:03:18.360 --> 00:03:21.120]  雖然憑著外貌認過基督
[00:03:21.120 --> 00:03:24.200]  如今卻不再這樣認他了
[00:03:24.200 --> 00:03:26.280]  若有人在基督裏
[00:03:26.280 --> 00:03:28.440]  他就是新造的人
[00:03:28.440 --> 00:03:31.680]  舊事已過都變成新的了
[00:03:31.680 --> 00:03:32.640]  我對於這些你可能會說
[00:03:32.640 --> 00:03:34.800]  嘩!最後那一節我聽過了
[00:03:34.800 --> 00:03:38.000]  因為每一次受浸一定都聽過不少人說
[00:03:38.000 --> 00:03:39.760]  我受浸的時候人家送一張卡給我
[00:03:39.760 --> 00:03:41.480]  都是寫這個的
[00:03:41.480 --> 00:03:42.880]  但很多時候我們都忽略了
[00:03:42.880 --> 00:03:46.160]  究竟前面的經文是說什麼的
[00:03:46.160 --> 00:03:48.520]  今天我們一起看聖經的時候
[00:03:48.520 --> 00:03:49.800]  今天分享的第一個功課是
[00:03:49.800 --> 00:03:53.720]  我們要有一個以神為中心的生命
[00:03:53.720 --> 00:03:55.840]  當我們一起看十一節的時候
[00:03:55.840 --> 00:03:58.240]  保羅說主是可畏的
[00:03:58.240 --> 00:03:59.640]  即是說主是可畏
[00:03:59.640 --> 00:04:01.920]  我們人是軟弱和有罪
[00:04:01.920 --> 00:04:04.880]  面對聖潔和公義的主
[00:04:04.880 --> 00:04:09.600]  保羅說我在神裏面的心是顯明的
[00:04:09.600 --> 00:04:13.520]  保羅說我盼望我的心在你們的面前
[00:04:13.520 --> 00:04:15.040]  都是顯明的
[00:04:15.040 --> 00:04:16.720]  在第十二節,保羅說我這樣做
[00:04:16.720 --> 00:04:19.280]  我不是要再向你們推薦自己
[00:04:19.280 --> 00:04:22.440]  反而我是希望你們因為我的服事
[00:04:22.440 --> 00:04:26.480]  能夠有一個正確服事的心
[00:04:26.480 --> 00:04:28.280]  不要再憑外表
[00:04:28.280 --> 00:04:32.760]  而是究竟有一個真正跟隨耶穌服事的心
[00:04:32.760 --> 00:04:34.480]  接著到了第十三節
[00:04:34.480 --> 00:04:36.760]  保羅說有人攻擊我
[00:04:36.760 --> 00:04:38.560]  說我是癲狂的
[00:04:38.560 --> 00:04:40.640]  為什麼有些人說保羅是癲狂的呢?
[00:04:40.640 --> 00:04:44.320]  可能保羅在他的書信或者一些言行裏面
[00:04:44.320 --> 00:04:48.120]  有時會有過激或者感性的言辭
[00:04:48.120 --> 00:04:54.280]  這個特別跟當時很流行的修辭學是不相稱的
[00:04:54.280 --> 00:04:56.480]  但如果我們看哥林多前書的時候
[00:04:56.480 --> 00:04:58.680]  其實我們已經知道保羅說
[00:04:58.680 --> 00:05:01.320]  他傳福音是靠神的大能
[00:05:01.320 --> 00:05:03.680]  並不是高研大智
[00:05:03.680 --> 00:05:07.520]  所以保羅說如果有人覺得我是過於感性
[00:05:07.520 --> 00:05:09.040]  或者是過激
[00:05:09.040 --> 00:05:14.000]  我是因為神的緣故和為你們著急
[00:05:14.000 --> 00:05:16.520]  但保羅同時也有緊守的時候
[00:05:16.520 --> 00:05:19.080]  因為我有時因著不同的需要
[00:05:19.080 --> 00:05:20.480]  我也有緊守的時候
[00:05:20.480 --> 00:05:24.720]  也有可能遵從當時一些修辭學的一些時候
[00:05:24.720 --> 00:05:28.000]  他說因為是為了你們
[00:05:28.000 --> 00:05:30.120]  如果我們去看這三節
[00:05:30.120 --> 00:05:33.920]  我們看到保羅是一個以神為中心的生命
[00:05:33.920 --> 00:05:35.400]  他不是因為為自己
[00:05:35.400 --> 00:05:37.160]  不是要爭取自己的什麼
[00:05:37.160 --> 00:05:39.440]  他說如果我癲狂是因為神的緣故
[00:05:39.440 --> 00:05:40.920]  是因為我為你們著急的緣故
[00:05:40.920 --> 00:05:44.120]  如果我緊守也是為你們的緣故
[00:05:44.120 --> 00:05:46.000]  接著保羅繼續看下去的時候
[00:05:46.000 --> 00:05:50.680]  他告訴我們為什麼他的生命是以神為中心
[00:05:50.680 --> 00:05:54.680]  他說因為原來是基督的愛激勵我們
[00:05:54.680 --> 00:05:57.800]  激勵這個字原文有「催逼」的意思
[00:05:57.800 --> 00:06:03.560]  是基督的愛催逼我要有一個以神為中心的生命
[00:06:03.560 --> 00:06:08.120]  他說如果耶穌一人替眾人死
[00:06:08.120 --> 00:06:10.200]  眾人就都死了
[00:06:10.200 --> 00:06:13.080]  就是說耶穌一個人為我們死
[00:06:13.080 --> 00:06:14.200]  叫我們都死了
[00:06:14.200 --> 00:06:17.680]  就是我們能夠從罪裡面得著釋放
[00:06:17.680 --> 00:06:20.280]  我們的生命不再被罪捆綁
[00:06:20.280 --> 00:06:22.160]  所以保羅說如果是這樣
[00:06:22.160 --> 00:06:26.440]  其實我們因著耶穌得著永恆生命的人
[00:06:26.440 --> 00:06:29.520]  就不再為自己而活
[00:06:29.520 --> 00:06:34.680]  乃是為他們死而復活的主而活
[00:06:34.680 --> 00:06:37.040]  保羅說因為我們經歷了恩典
[00:06:37.040 --> 00:06:40.120]  所以我們今天的生命不再是自我中心
[00:06:40.120 --> 00:06:43.080]  不再是為自己的慾望而生活
[00:06:43.080 --> 00:06:44.880]  所以第十六節他說
[00:06:44.880 --> 00:06:48.560]  所以今天我們不是按著肉體
[00:06:48.560 --> 00:06:53.400]  就是說今天我們不再是按著這個外表和這個世界的價值觀
[00:06:53.400 --> 00:06:56.920]  我們的生命是要跟隨屬基督的價值觀
[00:06:56.920 --> 00:07:02.640]  他說這個世界曾經憑著外貌去認過耶穌
[00:07:02.640 --> 00:07:06.520]  這個世界曾經以這個世界的價值觀去對待耶穌
[00:07:06.520 --> 00:07:09.200]  所以將祂釘在十字架的上面
[00:07:09.200 --> 00:07:12.640]  但是他說今天我們不可以是這樣
[00:07:12.640 --> 00:07:17.040]  所以今天我們要成為一個新的創造
[00:07:17.040 --> 00:07:19.360]  我們就去到我們很熟悉的那一段
[00:07:19.360 --> 00:07:22.000]  在浸禮經常聽到的聖經
[00:07:22.000 --> 00:07:24.920]  今天因著耶穌
[00:07:24.920 --> 00:07:26.440]  因著祂的救恩
[00:07:26.440 --> 00:07:29.160]  因著我們經歷了祂的恩典
[00:07:29.160 --> 00:07:31.400]  今天我們不再自我中心
[00:07:31.400 --> 00:07:34.200]  所以若有人在基督裡
[00:07:34.200 --> 00:07:36.360]  他就是一個新造的人
[00:07:36.360 --> 00:07:39.320]  這個是神新造的創造
[00:07:39.320 --> 00:07:42.520]  舊事已過,一切都變成新了
[00:07:42.520 --> 00:07:45.760]  這個人的生命是與神連結
[00:07:45.760 --> 00:07:49.880]  並且是被聖靈引導和帶領
[00:07:49.880 --> 00:07:51.600]  所以今天我們問自己一個問題
[00:07:51.600 --> 00:07:53.320]  究竟我是不是一個新造的人呢?
[00:07:53.320 --> 00:07:55.560]  對不起,我按錯了
[00:07:55.560 --> 00:07:57.560]  今天我們問自己一個問題
[00:07:57.560 --> 00:08:00.400]  究竟我們是不是一個新造的人?
[00:08:00.400 --> 00:08:03.320]  我們是不是神一個新的創造?
[00:08:03.320 --> 00:08:06.600]  我們問自己其實我們有沒有生命
[00:08:06.600 --> 00:08:09.320]  被耶穌的愛去更生?
[00:08:09.320 --> 00:08:11.960]  我們的生命有沒有撇棄自我中心
[00:08:11.960 --> 00:08:14.120]  並且以主為中心?
[00:08:14.120 --> 00:08:17.400]  我們的生命有沒有真正與神連結
[00:08:17.400 --> 00:08:20.040]  並且被聖靈引導
[00:08:20.040 --> 00:08:24.120]  跟著我們有沒有作出生命的回應
[00:08:24.120 --> 00:08:26.360]  去跟隨耶穌?
[00:08:26.360 --> 00:08:29.360]  今天很好,陳牧師在我們少年那裡分享
[00:08:29.360 --> 00:08:31.320]  今天我們每個人都聽
[00:08:31.320 --> 00:08:36.440]  但是聰明的人是聽並且去行
[00:08:36.440 --> 00:08:38.040]  所以今天我們要問自己
[00:08:38.040 --> 00:08:42.320]  我們有沒有活出一個以神為中心的生命?
[00:08:42.320 --> 00:08:44.720]  最近我跟一個門徒聊天
[00:08:44.720 --> 00:08:46.920]  他從小到大都信耶穌
[00:08:46.920 --> 00:08:47.800]  但當我問他
[00:08:47.800 --> 00:08:50.440]  你覺得開始了門徒成長旅程之後
[00:08:50.440 --> 00:08:52.040]  你的生命有什麼改變?
[00:08:52.040 --> 00:08:54.200]  他說他在做門徒之前
[00:08:54.200 --> 00:08:56.720]  他很介意別人怎麼看他的
[00:08:56.720 --> 00:08:58.960]  也很想追求這個世界
[00:08:58.960 --> 00:09:00.520]  別人所追求的東西
[00:09:00.520 --> 00:09:02.920]  自己很想擁有的東西
[00:09:02.920 --> 00:09:05.720]  但他從小到大都信耶穌
[00:09:05.720 --> 00:09:08.760]  但他說當我成為了門徒之後
[00:09:08.760 --> 00:09:12.760]  我開始不再介意別人用什麼眼光看我
[00:09:12.760 --> 00:09:16.160]  我開始不再去追求這個世界說要追求的東西
[00:09:16.160 --> 00:09:17.160]  相反
[00:09:17.160 --> 00:09:20.840]  我慢慢去想究竟神的眼光怎麼看我呢?
[00:09:20.840 --> 00:09:23.640]  神的價值觀是什麼呢?
[00:09:23.640 --> 00:09:26.120]  所以他慢慢由一個自我中心的生命
[00:09:26.120 --> 00:09:28.600]  變成一個以神為中心的生命
[00:09:28.600 --> 00:09:32.280]  他說他以前是一個不喜歡跟別人溝通的人
[00:09:32.280 --> 00:09:33.640]  但接著我問他
[00:09:33.640 --> 00:09:34.760]  你的生命有什麼改變?
[00:09:34.760 --> 00:09:36.840]  他說為了神的緣故
[00:09:36.840 --> 00:09:41.160]  他學習開始跟身邊的朋友建立關係
[00:09:41.160 --> 00:09:45.080]  他說以前他不喜歡加入很多群組
[00:09:45.080 --> 00:09:46.600]  他覺得很煩
[00:09:46.600 --> 00:09:50.160]  但是當門女教導我們要跟別人建立關係
[00:09:50.160 --> 00:09:53.520]  他說他開始去加入朋友的群組
[00:09:53.520 --> 00:09:56.760]  還有時深夜要去回答朋友的問題
[00:09:56.760 --> 00:09:59.720]  他說他有一個群組裡面的朋友
[00:09:59.720 --> 00:10:02.240]  會經常問生命的道理
[00:10:02.240 --> 00:10:04.600]  即是深夜就問生命的道理
[00:10:04.600 --> 00:10:06.760]  他說很好啊
[00:10:06.760 --> 00:10:11.560]  我就可以深夜去跟他們講耶穌的道理
[00:10:11.560 --> 00:10:12.680]  接著他不僅如此
[00:10:12.680 --> 00:10:13.560]  當別人問他的時候
[00:10:13.560 --> 00:10:15.320]  他就說那你來教會吧
[00:10:15.320 --> 00:10:19.400]  他說他已經鼓勵了兩個人回來教會
[00:10:19.400 --> 00:10:22.120]  更加跟他們一起去崇拜
[00:10:22.120 --> 00:10:24.440]  當我看到這個生命的時候
[00:10:24.440 --> 00:10:25.040]  我很感動
[00:10:25.040 --> 00:10:27.520]  因為他就是由一個自我終身的生命
[00:10:27.520 --> 00:10:29.080]  變成一個以神為終身的生命
[00:10:29.080 --> 00:10:30.960]  我再問他你生命還有什麼改變?
[00:10:30.960 --> 00:10:34.840]  他很坦白,我以前最不喜歡探訪
[00:10:34.840 --> 00:10:37.480]  但是他說現在做門徒
[00:10:37.480 --> 00:10:38.560]  我要學習去探訪
[00:10:38.560 --> 00:10:41.200]  所以我參加了探訪隊
[00:10:41.200 --> 00:10:45.520]  我決定我的生命不僅要跟朋友建立關係
[00:10:45.520 --> 00:10:47.640]  我要跟街坊建立關係
[00:10:47.640 --> 00:10:52.440]  我要去成為他們的好朋友
[00:10:52.440 --> 00:10:55.520]  所以你問我當我看到他的突破的時候
[00:10:55.520 --> 00:10:57.080]  我很感動
[00:10:57.080 --> 00:10:58.560]  但是今天我們的生命
[00:10:58.560 --> 00:11:01.400]  是不是這樣在耶穌裡面呢?
[00:11:01.400 --> 00:11:02.960]  剛才我們說我們的生命
[00:11:02.960 --> 00:11:05.360]  是不是真的跟耶穌連結
[00:11:05.360 --> 00:11:07.080]  我們是不是還是自我終身
[00:11:07.080 --> 00:11:08.840]  只是追求這個世界的東西
[00:11:08.840 --> 00:11:11.160]  還是我們真的以神為終身
[00:11:11.160 --> 00:11:12.360]  我們與神連結
[00:11:12.360 --> 00:11:16.280]  被聖靈帶領放下這個世界的價值觀
[00:11:16.280 --> 00:11:18.560]  並且生命踏上
[00:11:18.560 --> 00:11:21.560]  這樣去跟隨耶穌呢?
[00:11:21.560 --> 00:11:24.880]  今天分享的第二點
[00:11:24.880 --> 00:11:27.320]  是我們的生命要承擔
[00:11:27.320 --> 00:11:30.160]  叫人與神和好的職事
[00:11:30.160 --> 00:11:32.840]  我們一起看五章的十八節
[00:11:32.840 --> 00:11:34.400]  到第六章的一節
[00:11:34.400 --> 00:11:35.200]  我們一起讀
[00:11:35.200 --> 00:11:36.520]  一二三
[00:11:36.520 --> 00:11:39.120]  一切都是出於神
[00:11:39.120 --> 00:11:43.400]  他藉著基督使我們與他和好
[00:11:43.400 --> 00:11:47.720]  又將勸人與他和好的職份賜給我們
[00:11:47.720 --> 00:11:50.280]  這就是神在基督裡
[00:11:50.280 --> 00:11:52.800]  叫世人與自己和好
[00:11:52.800 --> 00:11:56.520]  不將他們的過犯歸到他們身上
[00:11:56.520 --> 00:12:00.400]  並且將這和好的道理托付了我們
[00:12:00.400 --> 00:12:03.400]  所以我們作基督的使者
[00:12:03.400 --> 00:12:07.080]  就好像神藉我們勸你們一般
[00:12:07.080 --> 00:12:11.600]  我們替基督求你們與神和好
[00:12:11.600 --> 00:12:15.840]  神使那無罪的替我們成為罪
[00:12:15.840 --> 00:12:19.520]  好叫我們在他裡面成為神的兒
[00:12:19.520 --> 00:12:21.600]  我們與神同工的
[00:12:21.600 --> 00:12:26.320]  也勸你們不可徒受他的恩典
[00:12:26.320 --> 00:12:28.440]  當我們看這段聖經的時候
[00:12:28.440 --> 00:12:29.680]  一開始
[00:12:29.680 --> 00:12:31.840]  本來說一切都是出於神
[00:12:31.840 --> 00:12:32.560]  什麼意思呢?
[00:12:32.560 --> 00:12:34.680]  其實不是我們有什麼
[00:12:34.680 --> 00:12:36.680]  叫我們能夠與神和好
[00:12:36.680 --> 00:12:38.400]  今天是神主動
[00:12:38.400 --> 00:12:42.800]  首先叫我們的生命能夠與祂和好
[00:12:42.800 --> 00:12:47.960]  但特別是神不僅叫我們的生命與祂和好
[00:12:47.960 --> 00:12:54.080]  又將勸人與祂和好的積分交給我們
[00:12:54.080 --> 00:12:54.760]  所以告訴我們
[00:12:54.760 --> 00:12:57.360]  原來我們今天每一個人都有這個積分
[00:12:57.360 --> 00:13:02.560]  平時我很喜歡叫人看一看你旁邊的一個
[00:13:02.560 --> 00:13:05.800]  在教會的你就可以看一看你旁邊的一個
[00:13:05.800 --> 00:13:06.680]  在家裡的你
[00:13:06.680 --> 00:13:09.520]  如果你旁邊有人跟你一起崇拜
[00:13:09.520 --> 00:13:12.280]  你可以叫他看一看他旁邊的一個
[00:13:12.280 --> 00:13:13.480]  如果你自己一個
[00:13:13.480 --> 00:13:16.680]  你可以鼓勵一下你身邊的朋友
[00:13:16.680 --> 00:13:21.920]  原來今天神不是將積分交給一些人
[00:13:21.920 --> 00:13:25.680]  是我們每一個恩著耶穌與神和好的人
[00:13:25.680 --> 00:13:29.800]  神就將這個積分交給我們每一個人
[00:13:29.800 --> 00:13:31.240]  所以我很喜歡這麼說
[00:13:31.240 --> 00:13:33.280]  不過可能Zoom比較難
[00:13:33.280 --> 00:13:33.760]  不過不要緊
[00:13:33.760 --> 00:13:34.840]  你跟旁邊的人說
[00:13:34.840 --> 00:13:39.840]  你也有份的
[00:13:39.840 --> 00:13:44.560]  神將這個勸人與神和好的積分交給我們
[00:13:44.560 --> 00:13:46.400]  但我們要怎麼做呢?
[00:13:46.400 --> 00:13:48.080]  如果我們看十九節
[00:13:48.080 --> 00:13:49.680]  保羅再解釋
[00:13:49.680 --> 00:13:52.800]  就是神在基督裡面
[00:13:52.800 --> 00:13:56.120]  叫世人與自己和好
[00:13:56.120 --> 00:13:57.120]  行不行?
[00:13:57.120 --> 00:13:58.280]  然後他說
[00:13:58.280 --> 00:14:01.840]  不將他們的過犯歸到他們身上
[00:14:01.840 --> 00:14:05.800]  並且將這個和好的道理託付了我們
[00:14:05.800 --> 00:14:11.520]  原來是因為神不將我們的過犯歸到我們的身上
[00:14:11.520 --> 00:14:14.840]  這個其實是一個商業貿易的用語
[00:14:14.840 --> 00:14:16.280]  就是算帳
[00:14:16.280 --> 00:14:17.800]  如果今天你有些東西
[00:14:17.800 --> 00:14:19.240]  譬如說你借了別人的錢
[00:14:19.240 --> 00:14:20.480]  要跟你算帳
[00:14:20.480 --> 00:14:23.080]  就將那個帳放在你的帳上
[00:14:23.080 --> 00:14:25.240]  譬如說你借了別人的帳
[00:14:25.240 --> 00:14:26.160]  你借了別人的帳
[00:14:26.160 --> 00:14:28.240]  你欠別人的帳就放在你的帳上
[00:14:28.240 --> 00:14:28.880]  你要還的
[00:14:28.880 --> 00:14:29.880]  行不行?
[00:14:29.880 --> 00:14:31.520]  但今天這裡就是說
[00:14:31.520 --> 00:14:33.560]  原來我們的過犯
[00:14:33.560 --> 00:14:36.840]  藉著耶穌在十字架上的犧牲
[00:14:36.840 --> 00:14:41.400]  神不將我們犯罪的那條帳歸到我們身上
[00:14:41.400 --> 00:14:43.040]  所以保羅說
[00:14:43.040 --> 00:14:48.840]  神沒有將我們犯罪的那條帳歸到我們身上的時候
[00:14:48.840 --> 00:14:54.640]  我們因著神藉著基督十字架的犧牲和擺上
[00:14:54.640 --> 00:15:00.800]  我們就將這個道理領受並且跟別人分享
[00:15:00.800 --> 00:15:02.200]  所以第十九節
[00:15:02.200 --> 00:15:02.880]  他說
[00:15:02.880 --> 00:15:05.880]  他不將他們的過犯歸到他們頭上
[00:15:05.880 --> 00:15:11.120]  並且就將這個和好的道理託付了給我們
[00:15:11.120 --> 00:15:14.920]  原來神將這個和好的道理託付了給我們
[00:15:14.920 --> 00:15:16.400]  叫我們去做好
[00:15:16.400 --> 00:15:20.440]  叫人和神和好的積分
[00:15:20.440 --> 00:15:23.360]  所以原來今天我們每一個人
[00:15:23.360 --> 00:15:25.120]  都有一個身份
[00:15:25.120 --> 00:15:29.160]  就是我們要做基督的使者
[00:15:29.160 --> 00:15:31.520]  所以你又跟旁邊的人說
[00:15:31.520 --> 00:15:35.000]  你是要做基督的使者
[00:15:35.000 --> 00:15:37.200]  就好像
[00:15:37.200 --> 00:15:39.680]  當我在那間服裝公司工作
[00:15:39.680 --> 00:15:41.800]  其實我沒有想過
[00:15:41.800 --> 00:15:44.440]  肥成這樣的身形和身材
[00:15:44.440 --> 00:15:48.880]  都要做公司服裝的代言人
[00:15:48.880 --> 00:15:51.440]  但原來今天我們每一個人都是神的代言人
[00:15:51.440 --> 00:15:53.200]  我們每一個人都是基督的使者
[00:15:53.200 --> 00:15:56.760]  所以以前在服裝公司我都嘗試穿得漂亮一點
[00:15:56.760 --> 00:16:00.680]  那天陳牧師也說其實我挺注重外表的
[00:16:00.680 --> 00:16:05.360]  就是說今天原來我們都是基督的使者
[00:16:05.360 --> 00:16:07.000]  原來這個是恩典
[00:16:07.000 --> 00:16:08.320]  什麼是使者?
[00:16:08.320 --> 00:16:11.480]  使者是官員或者大使
[00:16:11.480 --> 00:16:16.320]  可以代表皇帝行使職權的
[00:16:16.320 --> 00:16:19.240]  原來我們是有這個恩典的
[00:16:19.240 --> 00:16:22.120]  今天我們作為基督的使者
[00:16:22.120 --> 00:16:25.800]  我們就代表耶穌在世界上
[00:16:25.800 --> 00:16:28.720]  勸人和神和好
[00:16:28.720 --> 00:16:32.200]  「求」這個字是帶著誠懇
[00:16:32.200 --> 00:16:33.240]  帶著溫柔
[00:16:33.240 --> 00:16:37.200]  原來今天我們要這樣帶著誠懇和溫柔
[00:16:37.200 --> 00:16:39.480]  勸告這個世界的人
[00:16:39.480 --> 00:16:43.800]  並且去宣告和好的信息
[00:16:43.800 --> 00:16:47.880]  叫我們去做好這個職事
[00:16:47.880 --> 00:16:49.960]  當我們去看二十一節
[00:16:49.960 --> 00:16:50.960]  二十一節說
[00:16:50.960 --> 00:16:54.800]  「神使那無罪的,替我們成為罪」
[00:16:54.800 --> 00:16:58.000]  「好叫我們在他裡面成為神的義」
[00:16:58.000 --> 00:17:01.960]  這一句可能是當時已經是一個流行的句子
[00:17:01.960 --> 00:17:04.200]  或者一個流行的教義
[00:17:04.200 --> 00:17:06.960]  而保羅去應用這個流行的句子
[00:17:06.960 --> 00:17:08.040]  和教義
[00:17:08.040 --> 00:17:11.000]  成為我們要作為神使
[00:17:11.000 --> 00:17:15.200]  這一個很重要的神學和真理基礎
[00:17:15.200 --> 00:17:18.480]  今天因為我們知道耶穌是無罪
[00:17:18.480 --> 00:17:20.040]  原文是「不知道罪」
[00:17:20.040 --> 00:17:22.000]  就是說耶穌是無罪的
[00:17:22.000 --> 00:17:25.320]  並且祂在世上沒有犯過罪
[00:17:25.320 --> 00:17:28.480]  而祂為我們犧牲
[00:17:28.480 --> 00:17:29.680]  就怎樣呢?
[00:17:29.680 --> 00:17:31.720]  「替我們成為罪」
[00:17:31.720 --> 00:17:37.400]  「叫我們因著耶穌能夠在神裡面成為義」
[00:17:37.400 --> 00:17:40.160]  我們領受了這個恩典
[00:17:40.160 --> 00:17:44.720]  這個恩典是催逼我們要做好這個職份
[00:17:44.720 --> 00:17:49.400]  並且將這個託付給我們和好的道理
[00:17:49.400 --> 00:17:53.040]  去勸人和神和好
[00:17:53.040 --> 00:17:57.360]  所以去到第六章一節
[00:17:57.360 --> 00:18:01.480]  他說「我們與神同功的也勸你們」
[00:18:01.480 --> 00:18:05.000]  「不可徒受祂的恩典」
[00:18:05.000 --> 00:18:08.760]  我們今天不要只是白白領受了恩典
[00:18:08.760 --> 00:18:10.320]  「徒」是徒然的意思
[00:18:10.320 --> 00:18:11.480]  即是沒有效果
[00:18:11.480 --> 00:18:14.600]  就是說今天我們不要信得沒有效果
[00:18:14.600 --> 00:18:16.560]  今天我們領受了恩典
[00:18:16.560 --> 00:18:22.320]  但是今天我們不要信得沒有效果
[00:18:22.320 --> 00:18:27.440]  最近我看一個慈善機構的廣告呼籲
[00:18:27.440 --> 00:18:30.600]  令我印象很深刻
[00:18:30.600 --> 00:18:33.760]  因為在這個廣告裡面
[00:18:33.760 --> 00:18:39.040]  其實他呼籲我們成為貧窮地區兒童的助養人
[00:18:39.040 --> 00:18:41.720]  而他其中一個呼籲者
[00:18:41.720 --> 00:18:43.200]  就是一個女士
[00:18:43.200 --> 00:18:48.200]  這個女士自己曾經被別人助養
[00:18:48.200 --> 00:18:51.720]  這個女士她自己經歷過生命的無助
[00:18:51.720 --> 00:18:53.640]  她不能夠自己幫助自己
[00:18:53.640 --> 00:18:57.560]  但是因為別人的幫助而生命成長
