
[00:00:00.000 --> 00:00:02.740]  簡單交代一下這套劇的劇情
[00:02:16.640 --> 00:02:21.760]  於是她就很想討好這個Naomi
[00:02:21.760 --> 00:02:24.600]  Naomi見她也有4.2分
[00:02:24.600 --> 00:02:25.800]  她又準備結婚了
[00:02:25.800 --> 00:02:29.520]  於是就邀請Lacey做她婚禮的伴娘
[00:02:29.520 --> 00:02:32.360]  還有在婚禮裏面致詞
[00:02:32.360 --> 00:02:35.960]  Lacey就很開心有一個這麼高分的人邀請她做這件事
[00:02:35.960 --> 00:02:39.280]  她租的豪宅就有盼望了
[00:02:39.280 --> 00:02:43.800]  於是她就準備坐飛機去婚禮的場地
[00:02:43.800 --> 00:02:47.440]  但長話短說,過程裏面她就碰到很多意外
[00:02:47.440 --> 00:02:49.640]  她訂的飛機坐不到
[00:02:49.640 --> 00:02:52.320]  結果她要租一輛很舊的車
[00:02:52.320 --> 00:02:55.480]  開車去婚禮的場地
[00:02:55.480 --> 00:02:57.320]  過程裏面她有很多情緒
[00:02:57.320 --> 00:03:00.080]  因為又很煩躁又很心急
[00:03:00.080 --> 00:03:04.040]  她得罪了過程裏面不同的人
[00:03:04.040 --> 00:03:09.640]  以致其他人就不斷用機器給她一個很低的分數
[00:03:09.640 --> 00:03:14.600]  她的分數由4.2分一直跌到越來越低分
[00:03:14.600 --> 00:03:17.080]  她就越來越不安了
[00:03:17.080 --> 00:03:22.640]  途中她就遇到一個開貨櫃車的女司機叫Susan
[00:03:22.640 --> 00:03:26.720]  Susan的分數只有2分
[00:03:26.720 --> 00:03:29.120]  再去一程順風車
[00:03:29.120 --> 00:03:33.240]  在過程裏面Susan就和Lacey去聊天
[00:03:33.240 --> 00:03:38.200]  原來Susan在之前她都曾經最高分拿過4.6分
[00:03:38.200 --> 00:03:40.320]  都是一個很高分數的人
[00:03:40.320 --> 00:03:42.960]  但她最後都放棄玩這個遊戲
[00:03:42.960 --> 00:03:47.560]  為什麼呢?因為Susan的丈夫得到癌症
[00:03:47.560 --> 00:03:49.480]  原本她是可以治療的
[00:03:49.480 --> 00:03:56.080]  但最後她丈夫的床位被另一個高分一點的病人搶走了
[00:03:56.080 --> 00:03:59.160]  以致她丈夫因此不能治療
[00:03:59.160 --> 00:04:00.960]  癌症就離世了
[00:04:00.960 --> 00:04:05.320]  所以從此這個貨櫃車司機Susan就不再玩這個遊戲
[00:04:05.320 --> 00:04:07.880]  不再在意這些分數
[00:04:07.880 --> 00:04:10.880]  她告訴Lacey這樣更加自由
[00:04:10.880 --> 00:04:14.360]  但Lacey當時當然不明白她說的話
[00:04:14.360 --> 00:04:18.200]  她依然很想去那個婚禮裏面
[00:04:18.200 --> 00:04:21.880]  那一面在網上見到Lacey的分數這麼低分
[00:04:21.880 --> 00:04:23.000]  就打電話給她
[00:04:23.000 --> 00:04:24.160]  你不要來我的婚禮了
[00:04:24.160 --> 00:04:25.600]  你太低分了
[00:04:25.600 --> 00:04:27.120]  Lacey就很生氣
[00:04:27.120 --> 00:04:29.920]  就堅持要去到她的婚禮裏面
[00:04:29.920 --> 00:04:31.640]  當然我們知道最後那個結局
[00:04:31.640 --> 00:04:35.320]  Lacey就在婚禮裏面情緒失控
[00:04:35.320 --> 00:04:38.160]  又搞亂檔
[00:04:38.160 --> 00:04:42.080]  所以婚禮的客人不斷給Lacey很低分
[00:04:42.080 --> 00:04:45.320]  以致低分到一個程度
[00:04:45.320 --> 00:04:50.240]  有類似保安捉了她去監獄裏面
[00:04:50.240 --> 00:04:54.000]  在監獄裏面Lacey的眼睛機器
[00:04:54.000 --> 00:04:58.440]  和給分的機器都被沒收了
[00:04:58.440 --> 00:05:03.160]  她不再被評分系統限制
[00:05:03.160 --> 00:05:05.000]  她重新得到自由
[00:05:05.000 --> 00:05:09.360]  在劇的最後她史無前例這麼開心
[00:05:09.360 --> 00:05:14.840]  因為她不再被評分的系統所限制
[00:05:14.840 --> 00:05:16.120]  在這套戲裏面
[00:05:16.120 --> 00:05:18.760]  每一個人的價值或者他的社會地位
[00:05:18.760 --> 00:05:22.880]  就被這些分數去定奪
[00:05:22.880 --> 00:05:25.640]  但是這個情況在今天的現實生活
[00:05:25.640 --> 00:05:28.560]  現實的生活似乎都已經發生了
[00:05:28.560 --> 00:05:32.880]  我們看到國內有一個叫社會信用評級系統
[00:05:32.880 --> 00:05:35.400]  都有類似的運作
[00:05:35.400 --> 00:05:39.080]  在第一世紀比利時身處的背景
[00:05:39.080 --> 00:05:42.920]  當時的背景都有類似的狀況出現
[00:05:42.920 --> 00:05:47.160]  在第一世紀我們知道是羅馬帝國統治的時期
[00:05:47.160 --> 00:05:50.720]  羅馬帝國很深受希臘文化的影響
[00:05:50.720 --> 00:05:53.040]  一些希臘的政治家和哲學家
[00:05:53.040 --> 00:05:54.680]  譬如亞歷士多德
[00:05:54.680 --> 00:05:58.320]  就想了一套概念叫做Household Code
[00:05:58.320 --> 00:06:01.360]  中文可以翻譯做家庭的規章
[00:06:01.360 --> 00:06:04.720]  我之後會用家規這個簡稱去代表
[00:06:04.720 --> 00:06:06.960]  這個家規是甚麼來的呢
[00:06:06.960 --> 00:06:12.720]  就是當時他們贊成要男人做一家之主
[00:06:12.720 --> 00:06:17.400]  男人要好好地管理妥當家庭裏面的成員
[00:06:17.400 --> 00:06:19.560]  例如他的妻子、他的兒女
[00:06:19.560 --> 00:06:22.040]  或者家裏的奴婦
[00:06:22.040 --> 00:06:24.640]  以至每一個家庭都很穩定
[00:06:24.640 --> 00:06:26.720]  然後社會就很穩定
[00:06:26.720 --> 00:06:28.760]  然後再擴展開去
[00:06:28.760 --> 00:06:30.840]  整個國家就會很穩定
[00:06:30.840 --> 00:06:33.080]  繁榮昌盛
[00:06:33.080 --> 00:06:34.920]  所以第一世紀每一個家庭
[00:06:34.920 --> 00:06:38.640]  就是生活在這個家規的框框底下
[00:06:38.640 --> 00:06:41.160]  男性主導的社會
[00:06:41.160 --> 00:06:45.240]  甚至是男性很霸道的一個社會
[00:06:45.240 --> 00:06:47.520]  相反家裏面的僕人
[00:06:47.520 --> 00:06:50.600]  就是我們上個星期看到的那一段
[00:06:50.600 --> 00:06:53.680]  另外還有女人在家庭的地位
[00:06:53.680 --> 00:06:55.800]  都是相當低微的
[00:06:55.800 --> 00:06:59.240]  甚至被視為男人的財產
[00:06:59.240 --> 00:07:01.800]  就在這個家規的框框底下
[00:07:01.800 --> 00:07:06.760]  彼得就繼續勸勉當中的信徒
[00:07:06.760 --> 00:07:09.840]  特別在今天三章一至七節裏面
[00:07:09.840 --> 00:07:12.000]  去勸勉信主的妻子
[00:07:12.000 --> 00:07:15.040]  如何在家庭裏面好好地見證基督
[00:07:15.040 --> 00:07:16.640]  還有最後第七節
[00:07:16.640 --> 00:07:18.600]  去勸勉信主的丈夫
[00:07:18.600 --> 00:07:22.800]  如何在家庭裏面好好地見證基督
[00:07:22.800 --> 00:07:26.440]  我們先看一節到六節
[00:07:26.440 --> 00:07:31.120]  這七節經文有六節是勸勉妻子的
[00:07:31.120 --> 00:07:34.400]  所以你見到當時女性作為妻子
[00:07:34.400 --> 00:07:38.520]  那個需要是大於丈夫的
[00:07:38.520 --> 00:07:43.560]  我們先看一節到二節
[00:07:43.560 --> 00:07:45.480]  邀請第一姐妹一起讀一次
[00:07:45.480 --> 00:07:48.080]  預備 一二三
[00:07:48.080 --> 00:07:49.960]  這裏一開始第一節
[00:07:49.960 --> 00:07:51.480]  要馴服自己的丈夫
[00:07:51.480 --> 00:07:54.520]  都是一個命令的語句
[00:07:54.520 --> 00:07:56.880]  彼得勸勉信主的妻子
[00:07:56.880 --> 00:07:58.600]  要馴服自己的丈夫
[00:07:58.600 --> 00:08:01.760]  即使丈夫未信主
[00:08:01.760 --> 00:08:05.080]  妻子都要好好地馴服自己的丈夫
[00:08:05.080 --> 00:08:06.520]  當時另外有一個文化
[00:08:06.520 --> 00:08:08.360]  就是榮辱的文化
[00:08:08.360 --> 00:08:09.840]  很著重面子
[00:08:09.840 --> 00:08:10.960]  尤其是男人
[00:08:10.960 --> 00:08:13.920]  因為當時是男性主導
[00:08:13.920 --> 00:08:17.480]  男性的面子尊嚴是很重要的
[00:08:17.480 --> 00:08:20.160]  其中他們的尊嚴從何而來呢
[00:08:20.160 --> 00:08:21.880]  就是你的家
[00:08:21.880 --> 00:08:24.120]  你的太太是否聽話
[00:08:24.120 --> 00:08:27.200]  你是否好好地管理好自己的家庭
[00:08:27.200 --> 00:08:28.680]  如果妻子不馴服你的話
[00:08:28.680 --> 00:08:32.240]  就代表你的家庭管理得不好
[00:08:32.240 --> 00:08:33.320]  你就沒有面子
[00:08:33.320 --> 00:08:34.320]  你出去之後
[00:08:34.320 --> 00:08:37.080]  社會就會被人恥笑
[00:08:37.080 --> 00:08:39.960]  或者說很多的說話
[00:08:39.960 --> 00:08:42.400]  所以避免有這個情況的發生
[00:08:42.400 --> 00:08:43.960]  彼得很清楚這個文化
[00:08:43.960 --> 00:08:46.800]  亦都勸勉在家庭裏面的妻子
[00:08:46.800 --> 00:08:48.160]  特別是信主的妻子
[00:08:48.160 --> 00:08:52.200]  在家庭裏面首先要馴服丈夫
[00:08:54.600 --> 00:08:55.800]  另一方面
[00:08:55.800 --> 00:08:58.920]  彼得亦都勸勉妻子
[00:08:58.920 --> 00:09:00.800]  藉著馴服丈夫
[00:09:00.800 --> 00:09:03.480]  亦都透過自己的品行
[00:09:03.480 --> 00:09:07.520]  去見證他的信仰
[00:09:07.520 --> 00:09:10.560]  而這個動作不是靠言語
[00:09:10.560 --> 00:09:13.480]  是靠妻子內在的品行
[00:09:13.480 --> 00:09:14.560]  在第二節我們看到
[00:09:14.560 --> 00:09:17.480]  其中一個品行就是敬虔和純潔
[00:09:17.480 --> 00:09:23.160]  敬虔的原文就是懼怕
[00:09:23.160 --> 00:09:25.640]  如果從上文下理
[00:09:25.640 --> 00:09:28.320]  我們知道懼怕怎樣成為一個品行呢?
[00:09:28.320 --> 00:09:29.880]  是不是懼怕丈夫呢?
[00:09:29.880 --> 00:09:31.360]  很明顯不是
[00:09:31.360 --> 00:09:34.880]  懼怕的對象很明顯是指向上帝
[00:09:34.880 --> 00:09:39.880]  妻子透過懼怕上主
[00:09:39.880 --> 00:09:42.480]  我們通常用的字就是敬畏上主
[00:09:42.480 --> 00:09:43.600]  就是懼怕的那個字
[00:09:43.600 --> 00:09:45.360]  敬畏上主
[00:09:45.360 --> 00:09:47.480]  妻子透過敬畏上主
[00:09:47.480 --> 00:09:53.680]  這個品行在家庭內見證她的信仰
[00:09:53.680 --> 00:09:57.440]  同樣她也透過另一個品行就是純潔
[00:09:57.440 --> 00:10:03.160]  純潔在新約內都是指向內在的品德
[00:10:03.160 --> 00:10:07.040]  敬虔、純潔作為信主的妻子
[00:10:07.040 --> 00:10:09.040]  面對著未信主的丈夫
[00:10:09.040 --> 00:10:11.880]  是一個很重要的見證
[00:10:11.880 --> 00:10:14.080]  而這個見證不是靠言語
[00:10:14.080 --> 00:10:19.080]  不是靠你說什麼說話去賺取回來
[00:10:19.080 --> 00:10:22.520]  而是實實在在靠你內在的生命
[00:10:22.520 --> 00:10:26.280]  內在的品行去做這個見證
[00:10:26.280 --> 00:10:27.960]  這個見證意義到
[00:10:27.960 --> 00:10:33.440]  彼得很想他們最終可以感化丈夫
[00:10:33.440 --> 00:10:34.360]  感化這個字
[00:10:34.360 --> 00:10:35.560]  第一字最後那個字
[00:10:35.560 --> 00:10:39.400]  感化這個字是可以譯作贏取
[00:10:39.400 --> 00:10:41.040]  贏取丈夫回來
[00:10:41.040 --> 00:10:45.200]  意思就是讓丈夫都可以得著這個信仰
[00:10:45.200 --> 00:10:47.160]  得著這個福音
[00:10:47.160 --> 00:10:51.200]  透過妻子在家庭內的品行
[00:10:51.200 --> 00:10:54.560]  在第三節彼得繼續說
[00:10:54.560 --> 00:10:57.000]  你們不要直外表來裝飾自己
[00:10:57.000 --> 00:11:01.760]  如編頭髮、戴金飾、穿美麗的衣裳
[00:11:01.760 --> 00:11:03.320]  在第一世紀的女性
[00:11:03.320 --> 00:11:07.320]  很多時候為了提高自己的社會地位
[00:11:07.320 --> 00:11:10.320]  或者吸引人注意
[00:11:10.320 --> 00:11:13.080]  都會做這些動作
[00:11:13.080 --> 00:11:18.640]  編織頭髮、戴金飾、穿美麗的衣裳
[00:11:18.640 --> 00:11:22.280]  彼得在這裡不是要禁止女性這樣做
[00:11:22.280 --> 00:11:24.600]  正如今天可能姐妹會問
[00:11:24.600 --> 00:11:27.240]  我是不是不可以去set頭
[00:11:27.240 --> 00:11:30.120]  我是不是不可以去買好一點的衣服
[00:11:30.120 --> 00:11:33.120]  或者我是不是不可以戴任何的飾物
[00:11:33.120 --> 00:11:36.040]  彼得不是禁止這件事
[00:11:36.040 --> 00:11:37.160]  跟上文比較
[00:11:37.160 --> 00:11:39.880]  彼得的重點是要強調
[00:11:39.880 --> 00:11:43.920]  信主的妻子在家庭內的見證
[00:11:43.920 --> 00:11:47.280]  不是依靠這些外在的物件
[00:11:47.280 --> 00:11:49.520]  不是依靠外在的裝飾
[00:11:49.520 --> 00:11:52.880]  而是依靠內心的品行
[00:11:52.880 --> 00:11:56.040]  內在生命的品行
[00:11:56.040 --> 00:11:59.360]  所以第四節到第六節
[00:11:59.360 --> 00:12:05.320]  彼得繼續處理這些內在生命的品德
[00:12:05.320 --> 00:12:09.120]  到第四節彼得繼續說
[00:12:09.120 --> 00:12:10.680]  不如邀請弟兄姐妹一起讀
[00:12:10.680 --> 00:12:11.800]  第四節
[00:12:11.800 --> 00:12:13.840]  預備一二三
[00:12:13.840 --> 00:12:18.520]  第四節彼得再提內心的重要
[00:12:18.520 --> 00:12:20.400]  其實在福音書
[00:12:20.400 --> 00:12:25.080]  耶穌也有強調內心的品德的重要
[00:12:25.080 --> 00:12:28.840]  如果大家記得在馬學福音第七章一至二十三節
[00:12:28.840 --> 00:12:33.240]  耶穌在那段落跟法利塞人討論潔淨的問題
[00:12:33.240 --> 00:12:35.320]  禮儀上潔淨的問題
[00:12:35.320 --> 00:12:38.440]  在那段落耶穌強調真正的污穢
[00:12:38.440 --> 00:12:40.640]  並不是出於外在的因素
[00:12:40.640 --> 00:12:45.320]  而是出於由心裏面發出的惡言和惡行
[00:12:45.320 --> 00:12:50.080]  所以內在的潔淨才是最重要
[00:12:50.080 --> 00:12:52.560]  同樣彼得在這裏強調
[00:12:52.560 --> 00:12:55.560]  信主的妻子在家裏很好的見證
[00:12:55.560 --> 00:12:59.960]  重點就是內心的美
[00:12:59.960 --> 00:13:03.560]  內心不衰退的美
[00:13:03.560 --> 00:13:07.160]  彼得繼續形容這是一回事
[00:13:07.160 --> 00:13:11.360]  彼得用了兩個詞語去形容內心的美
[00:13:11.360 --> 00:13:16.240]  用了溫柔和閒靜這兩個字
[00:13:16.240 --> 00:13:18.760]  溫柔這個字我們都很熟悉
[00:13:18.760 --> 00:13:22.760]  這個字在新約出現過四次
[00:13:22.760 --> 00:13:24.800]  其中一次就是彼得前書這裏
[00:13:24.800 --> 00:13:28.800]  另外三次都出現在馬太福音裏面
[00:13:28.800 --> 00:13:33.720]  馬太福音那三次出現在哪幾段經文裏面呢
[00:13:33.720 --> 00:13:35.160]  第一段經文大家都很熟悉
[00:13:35.160 --> 00:13:36.680]  就是在白福裏面
[00:13:36.680 --> 00:13:38.560]  耶穌說溫柔的人有福了
[00:13:38.560 --> 00:13:40.800]  因為他們必承受地土
[00:13:40.800 --> 00:13:42.440]  溫柔這個字
[00:13:42.440 --> 00:13:44.080]  另外在十一章二十九節
[00:13:44.080 --> 00:13:45.680]  我心裏柔和謙卑
[00:13:45.680 --> 00:13:47.360]  你們當負我的額
[00:13:47.360 --> 00:13:48.600]  向我學習
[00:13:48.600 --> 00:13:51.520]  這樣你們的心靈就必得安息
[00:13:51.520 --> 00:13:55.200]  柔和謙卑這個字就是溫柔這個字
[00:13:55.200 --> 00:13:56.600]  另外二十一章五節
[00:13:56.600 --> 00:13:58.800]  看你們的王來到你這裏
[00:13:58.800 --> 00:14:05.000]  謙和地騎著小路進耶路撒冷城
[00:14:05.000 --> 00:14:06.720]  這個段落
[00:14:06.720 --> 00:14:10.600]  謙和又是溫柔的字
[00:14:10.600 --> 00:14:12.000]  如果回到馬太福音
[00:14:12.000 --> 00:14:16.520]  柔和謙卑溫柔這個特質
[00:14:16.520 --> 00:14:19.000]  一方面是耶穌基督的特質
[00:14:19.000 --> 00:14:21.280]  剛才有兩段經文都形容耶穌基督
[00:14:21.280 --> 00:14:22.640]  另外一方面
[00:14:22.640 --> 00:14:23.800]  溫柔的人有福了
[00:14:23.800 --> 00:14:26.160]  這個溫柔是指向信徒
[00:14:26.160 --> 00:14:27.360]  每一個信徒
[00:14:27.360 --> 00:14:31.520]  在馬太福音的設定就是天國的子民
[00:14:31.520 --> 00:14:33.000]  每一個信徒的特質
[00:14:33.000 --> 00:14:36.960]  都應該有溫柔這個特質
[00:14:36.960 --> 00:14:38.160]  在新約聖經裏面
[00:14:38.160 --> 00:14:40.760]  溫柔是怎樣的呢?
[00:14:40.760 --> 00:14:42.400]  他的生命是怎樣的呢?
[00:14:42.400 --> 00:14:43.480]  如果在福音書裏面
[00:14:43.480 --> 00:14:45.480]  就是當面對逼迫
[00:14:45.480 --> 00:14:47.040]  面對困境
[00:14:47.040 --> 00:14:49.280]  都靠著主去忍耐
[00:14:49.280 --> 00:14:51.800]  內心不會有一些苦毒
[00:14:51.800 --> 00:14:53.560]  不會以惡報惡
[00:14:53.560 --> 00:14:58.360]  正如耶穌基督面對他的逼迫一樣
[00:14:58.360 --> 00:14:59.240]  回到第四節
[00:14:59.240 --> 00:15:02.720]  彼得另外用閒靜這個字去形容
[00:15:02.720 --> 00:15:05.680]  妻子應該有內在的特質
[00:15:05.680 --> 00:15:08.840]  閒靜這個字即是安靜這個字
[00:15:08.840 --> 00:15:13.240]  如果相反的意思就是煩躁和不安
[00:15:13.240 --> 00:15:14.960]  而溫柔和安靜這個字
[00:15:14.960 --> 00:15:16.920]  在聖經以外第一世紀
[00:15:16.920 --> 00:15:18.560]  其他的著作
[00:15:18.560 --> 00:15:20.920]  都通常一起出現的
[00:15:20.920 --> 00:15:25.840]  所以溫柔和安靜的意思是很相近的
[00:15:25.840 --> 00:15:28.720]  所以彼得在這裏再說
[00:15:28.720 --> 00:15:30.360]  彼得不是要禁止女性
[00:15:30.360 --> 00:15:33.480]  去穿戴那些首飾
[00:15:33.480 --> 00:15:36.160]  不是要禁止女性去弄頭髮
[00:15:36.160 --> 00:15:38.640]  去穿一些很漂亮的衣服
[00:15:38.640 --> 00:15:40.560]  彼得在這裏再強調
[00:15:40.560 --> 00:15:43.360]  妻子在家庭裏面見證基督
[00:15:43.360 --> 00:15:47.040]  不是要依靠外在的裝飾
[00:15:47.040 --> 00:15:49.800]  而是要依靠內在的品德
[00:15:49.800 --> 00:15:52.600]  從內在的品德流露生命
[00:15:52.600 --> 00:15:56.200]  才是最重要的事
[00:15:56.200 --> 00:15:59.240]  在神面前這些是被看為寶貴的
[00:15:59.240 --> 00:16:02.680]  我們在第四節最後那裏看到
[00:16:02.680 --> 00:16:05.600]  如果回到今天的應用
[00:16:05.600 --> 00:16:06.760]  作為妻子
[00:16:06.760 --> 00:16:09.400]  如果你的丈夫未信主
[00:16:09.400 --> 00:16:12.440]  彼得這些提醒固然是重要的
[00:16:12.440 --> 00:16:13.800]  你真實的生命
[00:16:13.800 --> 00:16:17.160]  你如何流露內在生命裏面的善
[00:16:17.160 --> 00:16:18.760]  內在生命裏面的美
[00:16:18.760 --> 00:16:20.360]  是你見證基督
[00:16:20.360 --> 00:16:24.920]  一個很重要很重要的一部份
[00:16:24.920 --> 00:16:26.920]  但如果擴闊一點
[00:16:26.920 --> 00:16:28.280]  當每一個信徒
[00:16:28.280 --> 00:16:31.160]  在我們每一個的家庭裏面
[00:16:31.160 --> 00:16:33.000]  家庭裏面都有很多不同的
[00:16:33.000 --> 00:16:36.360]  不同未信主的家庭成員
[00:16:36.360 --> 00:16:37.480]  對我們今天每一個信徒
[00:16:37.480 --> 00:16:40.400]  都是一個重要的提醒
[00:16:40.400 --> 00:16:43.000]  特別是剛才提過
[00:16:43.000 --> 00:16:44.920]  香港我們今天的處境
[00:16:44.920 --> 00:16:46.680]  都是很不容易
[00:16:46.680 --> 00:16:48.280]  我們看到在家庭裏面
[00:16:48.280 --> 00:16:50.800]  不同的家庭有不同的撕裂
[00:16:50.800 --> 00:16:53.720]  亦都有很多很緊張的關係
[00:16:53.720 --> 00:16:55.200]  家庭成員之間
[00:16:55.200 --> 00:16:58.240]  我們會留意到坊間有很多的講座
[00:16:58.240 --> 00:17:00.200]  或者教內也有很多的講座
[00:17:00.200 --> 00:17:03.680]  是關於如何處理撕裂關係
[00:17:03.680 --> 00:17:05.720]  類似這樣的講座
[00:17:05.720 --> 00:17:09.480]  所以這個問題是很嚴峻
[00:17:09.480 --> 00:17:11.960]  但每一個信徒在我們的家庭裏面
[00:17:11.960 --> 00:17:14.080]  可以擔當一個很重要的角色
[00:17:14.080 --> 00:17:18.240]  就是我們用我們內在的品行
[00:17:18.240 --> 00:17:19.600]  內在的品德
[00:17:19.600 --> 00:17:22.680]  在我們的家庭裏面好好作見證
[00:17:22.680 --> 00:17:24.320]  如果按比拉前書這裏
[00:17:24.320 --> 00:17:26.240]  我們就用我們的溫柔
[00:17:26.240 --> 00:17:31.320]  用我們的安靜去見證基督
[00:17:31.320 --> 00:17:34.280]  溫柔或者柔和謙卑
[00:17:34.280 --> 00:17:37.280]  不代表我們不去分辨是非
[00:17:37.280 --> 00:17:39.800]  而是在關係的張力裏面
[00:17:39.800 --> 00:17:41.720]  我們不帶苦毒
[00:17:41.720 --> 00:17:43.200]  不以惡報惡
[00:17:43.200 --> 00:17:46.600]  用我們內在的心靈的品德
[00:17:46.600 --> 00:17:49.800]  品格去見證福音
[00:17:49.800 --> 00:17:55.840]  以一種福音去改變不信的人的心靈
[00:17:55.840 --> 00:17:57.120]  在第一世紀
[00:17:57.120 --> 00:17:59.720]  品德就這樣勉勵信主的妻子
[00:17:59.720 --> 00:18:02.920]  同樣提醒對我們每一個信徒
[00:18:02.920 --> 00:18:05.320]  都是很明顯的
[00:18:05.320 --> 00:18:08.840]  特別是在我們今天的處境裏面
[00:18:08.840 --> 00:18:12.320]  品德繼續用勵志去說明這件事
[00:18:12.320 --> 00:18:13.520]  在第五第六節
[00:18:13.520 --> 00:18:15.200]  他用了一個舊約的人物
[00:18:15.200 --> 00:18:20.040]  去繼續勉勵第一世紀信主的妻子
[00:18:20.040 --> 00:18:22.200]  我們一起讀第五第六節
[00:18:22.200 --> 00:18:25.160]  預備一二三
[00:18:25.160 --> 00:18:26.640]  剛才一開始提過
[00:18:26.640 --> 00:18:30.640]  第一世紀在家規這個文化框框下
[00:18:30.640 --> 00:18:33.040]  對妻子來說
[00:18:33.040 --> 00:18:37.520]  在當時要做到剛才用內在的生命去見證基督
[00:18:37.520 --> 00:18:39.520]  其實說就好像很容易
[00:18:39.520 --> 00:18:42.960]  但實際上其實都是很難的
[00:18:42.960 --> 00:18:44.520]  都是不容易
[00:18:44.520 --> 00:18:48.000]  所以品德在這裏就引用了一個舊約的例子
[00:18:48.000 --> 00:18:50.760]  就是撒拉這個人物的例子
[00:18:50.760 --> 00:18:52.960]  撒拉或者她的丈夫亞伯拉罕
[00:18:52.960 --> 00:18:56.200]  在第一世紀都是一個很重要的人物
[00:18:56.200 --> 00:18:58.240]  對教會群體來說
[00:18:58.240 --> 00:18:59.760]  撒拉
[00:18:59.760 --> 00:19:00.880]  品德怎樣形容呢
[00:19:00.880 --> 00:19:05.360]  她就是很敬畏神
[00:19:05.360 --> 00:19:06.280]  仰賴神
[00:19:06.280 --> 00:19:09.680]  以及她是聖潔的婦人
[00:19:09.680 --> 00:19:15.720]  品德用撒拉去勸勉當時信主的妻子
[00:19:15.720 --> 00:19:17.360]  特別在第六節
[00:19:17.360 --> 00:19:20.160]  品德形容撒拉聽從亞伯拉罕
[00:19:20.160 --> 00:19:22.560]  稱她為主
[00:19:22.560 --> 00:19:25.400]  當然在第一世紀
[00:19:25.400 --> 00:19:29.400]  妻子很少會叫丈夫做主
[00:19:29.400 --> 00:19:32.480]  甚至今天我們都不會叫丈夫做主
[00:19:32.480 --> 00:19:36.960]  各位太太不會叫你的先生做主
[00:19:36.960 --> 00:19:39.320]  應該不會的
[00:19:39.320 --> 00:19:41.640]  第一世紀都不會
[00:19:41.640 --> 00:19:43.880]  但是撒拉的時代
[00:19:43.880 --> 00:19:45.840]  再推前一點
[00:19:45.840 --> 00:19:47.440]  在創世紀的時代
