
[00:00:00.000 --> 00:00:03.240]  我們今天會繼續思想聖誕的訊息
[00:02:00.860 --> 00:02:02.860]  在夢當中知道
[00:02:02.860 --> 00:02:07.580]  自己的太太在其中成人的一個過程
[00:02:07.580 --> 00:02:09.020]  究竟是怎樣
[00:02:09.020 --> 00:02:10.780]  這件事情
[00:02:10.780 --> 00:02:13.620]  是很多時候我們聖誕節都會講述的
[00:02:13.620 --> 00:02:17.420]  你再看回時候 你發覺聖經裡面講述到
[00:02:17.420 --> 00:02:20.060]  當時約瑟其實正在思想
[00:02:20.060 --> 00:02:22.380]  會不會解除婚約
[00:02:22.380 --> 00:02:24.420]  但是在他行動之前
[00:02:24.420 --> 00:02:27.340]  上帝就介入在這件事上
[00:02:27.340 --> 00:02:28.940]  你再看看聖經
[00:02:28.940 --> 00:02:31.460]  在中間的第二十節
[00:02:54.580 --> 00:02:57.660]  當時約瑟思想這件事情
[00:02:57.660 --> 00:02:59.940]  可能我們現代人不是太明白
[00:02:59.940 --> 00:03:02.300]  既然都未曾成親
[00:03:02.300 --> 00:03:03.980]  何必那麼擔心呢
[00:03:03.980 --> 00:03:08.780]  就斷絕了關係就可以了
[00:03:08.780 --> 00:03:12.780]  但是當時的這個許配
[00:03:12.780 --> 00:03:15.340]  其實大多數是在猶太人的文化裡面
[00:03:15.340 --> 00:03:17.820]  在一年之前已經做了
[00:03:17.820 --> 00:03:20.340]  等於我們今天訂婚的情況
[00:03:20.700 --> 00:03:24.860]  但他們的許配其實也是一個完全合法的
[00:03:24.860 --> 00:03:27.540]  正式的結婚的開始
[00:03:27.540 --> 00:03:31.060]  所以聖經使者跟約瑟講的時候
[00:03:31.060 --> 00:03:33.540]  就說放膽把你的妻子
[00:03:33.540 --> 00:03:36.300]  她已經是約瑟的妻子
[00:03:36.300 --> 00:03:38.980]  因此他不想這件事情
[00:03:38.980 --> 00:03:41.900]  是公開了的時候令到
[00:03:41.900 --> 00:03:43.780]  瑪利亞受到羞辱
[00:03:43.780 --> 00:03:45.620]  所以他就想暗暗的
[00:03:45.620 --> 00:03:47.820]  跟她結束了這個婚約
[00:03:47.820 --> 00:03:50.060]  但是上帝當中介入
[00:03:50.060 --> 00:03:52.060]  很清楚讓約瑟知道
[00:03:52.060 --> 00:03:55.060]  這個小孩子不是從哪裡來
[00:03:55.060 --> 00:03:58.300]  是聖靈讓他懷孕
[00:03:58.300 --> 00:04:01.060]  要生出主耶穌
[00:04:01.060 --> 00:04:05.740]  聖靈臨載在瑪利亞的身上
[00:04:05.740 --> 00:04:08.060]  讓他懷著主耶穌
[00:04:08.060 --> 00:04:12.020]  當你有機會看到《路加福音》的時候
[00:04:12.020 --> 00:04:14.340]  你發覺《路加福音》就很清楚講述
[00:04:14.340 --> 00:04:16.620]  瑪利亞的尊主頌
[00:04:16.620 --> 00:04:17.620]  大家都記得
[00:04:17.620 --> 00:04:19.420]  很清楚它講述
[00:04:19.420 --> 00:04:22.540]  我是主的侍女或者說婢女
[00:04:22.540 --> 00:04:25.380]  怎麼配得上帝這一份的恩惠
[00:04:25.380 --> 00:04:27.700]  竟然永恆的上帝
[00:04:27.700 --> 00:04:29.900]  臨在我的生命當中
[00:04:29.900 --> 00:04:32.460]  祂竟然透過我
[00:04:32.460 --> 00:04:35.020]  來降生在這個世上
[00:04:35.020 --> 00:04:37.220]  因此在《瑪利亞頌》當中
[00:04:37.220 --> 00:04:38.580]  瑪利亞就說
[00:04:38.580 --> 00:04:41.140]  祂就說哪有權能的
[00:04:41.140 --> 00:04:44.620]  為我成就了大事
[00:04:44.620 --> 00:04:46.580]  榮耀的上帝
[00:04:46.580 --> 00:04:49.940]  祂的權能為我們成就了大事
[00:04:49.940 --> 00:04:51.460]  叫我們驚訝
[00:04:51.460 --> 00:04:53.020]  叫我們感恩
[00:04:53.020 --> 00:04:54.740]  今天
[00:04:54.740 --> 00:04:57.300]  我們未必是經歷這種
[00:04:57.300 --> 00:05:01.940]  肉身成人的一種情況
[00:05:01.940 --> 00:05:03.820]  但是你和我都知道
[00:05:03.820 --> 00:05:06.540]  當基督耶穌降臨的時候
[00:05:06.540 --> 00:05:09.020]  祂是賜下祂自己
[00:05:09.020 --> 00:05:11.500]  與你與我同在
[00:05:11.500 --> 00:05:12.940]  聖經清楚講
[00:05:12.940 --> 00:05:15.300]  當人領受了主耶穌的救恩之後
[00:05:15.300 --> 00:05:16.780]  上帝賜下聖靈
[00:05:16.780 --> 00:05:18.860]  永遠與我們同在
[00:05:18.860 --> 00:05:20.860]  不是片刻
[00:05:20.860 --> 00:05:22.460]  不是一天兩天
[00:05:22.460 --> 00:05:24.740]  是永遠與我們同在
[00:05:24.740 --> 00:05:27.500]  我常常和弟兄姊妹說
[00:05:27.500 --> 00:05:29.540]  不要以為聖靈在你軟弱的時候
[00:05:29.540 --> 00:05:30.820]  要離開你
[00:05:30.820 --> 00:05:34.380]  沒錯 有些時候我們會得罪神
[00:05:34.380 --> 00:05:36.300]  我們叫聖靈擔憂
[00:05:36.300 --> 00:05:37.740]  但聖經清楚講
[00:05:37.740 --> 00:05:39.220]  神賜下聖靈
[00:05:39.220 --> 00:05:41.820]  是永遠與我們同在
[00:05:41.820 --> 00:05:44.220]  因此祂仍然在你生命當中
[00:05:44.220 --> 00:05:45.540]  與你同在
[00:05:45.540 --> 00:05:47.420]  屬神的人
[00:05:47.420 --> 00:05:51.260]  都經歷到聖靈臨在我們身上
[00:05:51.260 --> 00:05:54.500]  賜下祂自己最寶貴的同在
[00:05:54.500 --> 00:05:56.820]  以致我們可以很放膽地
[00:05:56.820 --> 00:05:58.940]  來行人生的每一步
[00:05:58.940 --> 00:06:00.940]  每一步來跟隨主
[00:06:00.940 --> 00:06:02.460]  所以你記得
[00:06:02.460 --> 00:06:04.260]  聖經《約翰福音》第一章十四節
[00:06:04.260 --> 00:06:05.420]  我們上上講
[00:06:05.420 --> 00:06:07.620]  「道成肉身」
[00:06:07.620 --> 00:06:08.420]  然後呢?
[00:06:08.420 --> 00:06:11.940]  「住在我們當中」
[00:06:12.540 --> 00:06:16.780]  上帝祂住在我們人類的中間
[00:06:16.780 --> 00:06:21.220]  特別是住在屬神的人的生命裡面
[00:06:21.220 --> 00:06:22.620]  當你想一想的時候
[00:06:22.620 --> 00:06:24.340]  你會發覺這件事情
[00:06:24.340 --> 00:06:27.940]  是極其奧悲的事情
[00:06:27.940 --> 00:06:29.500]  永恆的上帝
[00:06:29.500 --> 00:06:31.500]  天地創造的主宰
[00:06:31.500 --> 00:06:34.140]  竟然可以在人的裡面
[00:06:34.140 --> 00:06:35.900]  與人同在
[00:06:35.900 --> 00:06:40.900]  當然主耶穌在馬槽降生
[00:06:40.900 --> 00:06:43.500]  讓我們看到一個背後的
[00:06:43.500 --> 00:06:45.660]  一個很重要的真理
[00:06:45.660 --> 00:06:49.300]  就是上帝住在卑微的地方
[00:06:49.300 --> 00:06:51.060]  謙卑的地方
[00:06:51.060 --> 00:06:53.420]  因此今天你和我
[00:06:53.420 --> 00:06:55.700]  我們學習去謙卑自己
[00:06:55.700 --> 00:06:59.060]  以致上帝是完全地進入
[00:06:59.060 --> 00:07:02.180]  完全地住在我們的生命裡面
[00:07:02.180 --> 00:07:03.700]  聖經裡面講
[00:07:03.700 --> 00:07:05.820]  「道成肉身住在我們當中」
[00:07:05.820 --> 00:07:09.420]  這個「住」原來的含義就是「會沒」
[00:07:09.420 --> 00:07:10.380]  或者你可以這樣說
[00:07:10.380 --> 00:07:14.260]  「道成肉身會沒在我們中間」
[00:07:14.260 --> 00:07:16.700]  或者「在我們當中支撻」
[00:07:16.700 --> 00:07:18.940]  支撻這個帳篷
[00:07:18.940 --> 00:07:21.140]  當說起會沒的時候
[00:07:21.140 --> 00:07:22.940]  很多人都會即時想起
[00:07:22.940 --> 00:07:24.260]  特別是以色列人
[00:07:24.260 --> 00:07:26.220]  在他們出埃及的時候
[00:07:26.220 --> 00:07:28.020]  去到曠野
[00:07:28.020 --> 00:07:30.700]  神與他們同在的標記
[00:07:30.700 --> 00:07:32.940]  就是有會沒
[00:07:32.940 --> 00:07:36.300]  會沒在他們中間與他們同行
[00:07:36.300 --> 00:07:39.820]  因此在曠野這些荒蕪的地方
[00:07:39.820 --> 00:07:41.380]  白日有雲柱
[00:07:41.380 --> 00:07:42.740]  晚間有火柱
[00:07:42.740 --> 00:07:45.540]  每一步引領他們
[00:07:45.540 --> 00:07:47.140]  神透過摩西告訴他們
[00:07:47.140 --> 00:07:49.140]  四十年之久
[00:07:49.140 --> 00:07:52.340]  你們的衣服沒有穿破
[00:07:52.340 --> 00:07:54.780]  你們的腳沒有腫
[00:07:54.780 --> 00:07:55.940]  我想問大家
[00:07:55.940 --> 00:08:00.140]  你們的衣服是否穿了四十年?
[00:08:00.140 --> 00:08:02.460]  我相信沒有
[00:08:02.460 --> 00:08:04.220]  四十年可以不會穿破
[00:08:04.220 --> 00:08:05.300]  不會穿壞
[00:08:05.300 --> 00:08:07.380]  不會穿舊
[00:08:07.380 --> 00:08:11.380]  很明顯是神的保守和同在
[00:08:11.380 --> 00:08:12.540]  因此神的同在
[00:08:12.540 --> 00:08:16.540]  在他們在曠野的過程當中是很清楚
[00:08:16.540 --> 00:08:18.420]  因此當他們快要來到迦南地
[00:08:18.420 --> 00:08:20.300]  進入神應許之地的時候
[00:08:20.300 --> 00:08:22.460]  他們突然間有一種驚恐
[00:08:22.460 --> 00:08:25.940]  因為知道裡面住了很多的強敵
[00:08:25.940 --> 00:08:27.140]  在那個時候
[00:08:27.140 --> 00:08:29.020]  神的說話又再臨到他們
[00:08:29.020 --> 00:08:29.980]  告訴他們
[00:08:29.980 --> 00:08:32.260]  《生命紀》第七章就說到
[00:08:32.260 --> 00:08:34.500]  當時摩西就跟他們說
[00:08:34.500 --> 00:08:38.260]  你們不要因為他們驚恐
[00:08:38.260 --> 00:08:39.860]  不要害怕
[00:08:39.860 --> 00:08:44.940]  因為耶和華你們的神住在你們中間
[00:08:44.940 --> 00:08:50.260]  祂是一位大而可畏的神
[00:08:50.260 --> 00:08:53.140]  大而可畏的上帝住在我們裡面
[00:08:53.140 --> 00:08:54.460]  與我們同行
[00:08:54.460 --> 00:08:57.620]  因此就算人生面對很多不同的挑戰
[00:08:57.620 --> 00:08:59.820]  困難、強敵
[00:08:59.820 --> 00:09:03.380]  可以不需要害怕
[00:09:03.380 --> 00:09:04.380]  我想問一件事情
[00:09:04.380 --> 00:09:05.980]  可能大家會看過
[00:09:05.980 --> 00:09:09.100]  這位弟兄所寫的見證
[00:09:09.100 --> 00:09:11.780]  這位弟兄是一位警司
[00:09:11.780 --> 00:09:15.700]  他講述到他自己在一個學堂
[00:09:15.700 --> 00:09:18.700]  警察學校裡面有一個經驗
[00:09:18.700 --> 00:09:22.540]  有一次整班學堂裡面的警察
[00:09:22.540 --> 00:09:24.780]  他們在操場上有一個聚會
[00:09:24.780 --> 00:09:26.940]  這個活動是邀請了一位朋友
[00:09:26.940 --> 00:09:29.260]  來表演神功
[00:09:29.260 --> 00:09:30.500]  大家知道甚麼是神功
[00:09:30.500 --> 00:09:33.780]  那些神打的一種表達
[00:09:33.780 --> 00:09:35.860]  因為他們習慣在夏天的時候
[00:09:35.860 --> 00:09:38.020]  全部都赤膊上身
[00:09:38.020 --> 00:09:40.260]  這位表演神功的朋友
[00:09:40.260 --> 00:09:42.260]  就拿著一把長刀
[00:09:42.260 --> 00:09:49.820]  在場上跑動
[00:09:49.820 --> 00:09:51.820]  一路跑的時候
[00:09:51.820 --> 00:09:55.740]  用一把刀來劈自己
[00:09:55.740 --> 00:09:57.020]  但劈下去的時候
[00:09:57.020 --> 00:09:59.620]  就發覺只有一條紅色的痕
[00:09:59.620 --> 00:10:02.580]  但完全滴血不出
[00:10:02.580 --> 00:10:06.580]  在整個場地裡面四處跑動
[00:10:06.580 --> 00:10:10.180]  但當他跑到一位弟兄面前的時候
[00:10:10.180 --> 00:10:13.300]  突然間因為看到弟兄
[00:10:13.300 --> 00:10:16.500]  身上有一個十字架
[00:10:16.500 --> 00:10:18.660]  然後在過程裡面
[00:10:18.660 --> 00:10:34.020]  大家不介意我也要喝杯水嗎?
[00:10:34.020 --> 00:10:36.740]  當這位弟兄見到這位朋友
[00:10:36.740 --> 00:10:38.220]  去到他前面
[00:10:38.220 --> 00:10:41.420]  突然間這位朋友兩腳一軟
[00:10:41.420 --> 00:10:43.460]  就躺在地上
[00:10:43.460 --> 00:10:46.180]  然後他身上那些紅色的痕
[00:10:46.180 --> 00:10:48.580]  就全部冒血
[00:10:48.580 --> 00:10:53.180]  這些全身就鮮血直臨
[00:10:53.180 --> 00:10:54.540]  在過程當中大家發現
[00:10:54.540 --> 00:10:56.580]  就馬上將他送去急救
[00:10:56.580 --> 00:10:59.180]  馬上幫他
[00:10:59.180 --> 00:11:01.380]  這位弟兄後來說回這件事情的時候
[00:11:01.380 --> 00:11:03.980]  他就感覺很驚訝
[00:11:03.980 --> 00:11:05.260]  但是就問一個問題
[00:11:05.260 --> 00:11:07.980]  為什麼會發生這件事情?
[00:11:07.980 --> 00:11:10.500]  只能夠解釋在靈界當中
[00:11:10.500 --> 00:11:12.220]  這個邪惡的勢力
[00:11:12.220 --> 00:11:15.260]  面對著一些光明的力量
[00:11:15.260 --> 00:11:16.980]  或者他會體察到
[00:11:16.980 --> 00:11:20.300]  基督徒生命裡面那位上帝
[00:11:20.300 --> 00:11:23.860]  以致他在那個時候要離開這個人
[00:11:23.860 --> 00:11:26.340]  以致他剛才的刀痕
[00:11:26.340 --> 00:11:32.220]  是回到一個原本肉身會有的一種反應
[00:11:32.220 --> 00:11:33.060]  但是無論如何
[00:11:33.060 --> 00:11:36.820]  在這件事上都比我們常常留心
[00:11:36.820 --> 00:11:38.820]  在我們的生命當中
[00:11:38.820 --> 00:11:41.900]  我們的確是與別不同
[00:11:41.900 --> 00:11:43.220]  我們不是因此自誇
[00:11:43.220 --> 00:11:44.980]  覺得我們比別人強
[00:11:44.980 --> 00:11:47.300]  但是我們知道一個事實就是
[00:11:47.300 --> 00:11:52.980]  上帝是允許他賜下他的同在
[00:11:52.980 --> 00:11:56.260]  因此道成肉身住在我們中間
[00:11:56.260 --> 00:11:59.940]  是充充滿滿有恩典和真理
[00:11:59.940 --> 00:12:03.980]  不單只是稍微尖一點的恩典給我們
[00:12:03.980 --> 00:12:06.220]  聖經說到是充充滿滿
[00:12:06.220 --> 00:12:08.660]  是有恩典和有真理
[00:12:08.660 --> 00:12:10.980]  在屬神的人的生命上面
[00:12:10.980 --> 00:12:13.780]  來彰顯出來
[00:12:13.780 --> 00:12:19.260]  兄弟姐妹不要忘記聖誕節的訊息
[00:12:19.260 --> 00:12:24.060]  以馬來尼的神是與你同在
[00:12:24.060 --> 00:12:27.780]  不要忘記這個這麼重要的事實
[00:12:27.780 --> 00:12:30.860]  但當然聖誕節有一個更深層的意思
[00:12:30.860 --> 00:12:32.340]  你再讀的時候
[00:12:32.340 --> 00:12:34.260]  你就再看下面
[00:12:34.260 --> 00:12:38.100]  使者就請約翰約瑟
[00:12:38.100 --> 00:12:40.940]  來去稱耶穌做一個特別的名字
[00:12:40.940 --> 00:12:44.860]  大家再看下面的二十一節
[00:12:44.860 --> 00:12:46.700]  他必生一個兒子
[00:12:46.700 --> 00:12:49.340]  要給他起名叫耶穌
[00:12:49.340 --> 00:12:51.180]  因為他要把自己的子民
[00:12:51.180 --> 00:12:55.140]  從罪惡中拯救出來
[00:12:55.140 --> 00:12:58.060]  叫他起名叫耶穌
[00:12:58.060 --> 00:13:01.020]  耶穌的字原來的含義就是
[00:13:01.020 --> 00:13:03.700]  耶和華拯救
[00:13:03.700 --> 00:13:05.260]  這個名字正是表達出
[00:13:05.260 --> 00:13:09.060]  主耶穌降臨的最重要的意義
[00:13:09.060 --> 00:13:11.580]  又或者是聖誕節最重要的意義
[00:13:11.580 --> 00:13:13.140]  就是這句話
[00:13:13.140 --> 00:13:15.540]  因為祂要把自己的子民
[00:13:15.540 --> 00:13:20.020]  從罪惡中拯救出來
[00:13:20.020 --> 00:13:21.700]  基督耶穌的降生
[00:13:21.700 --> 00:13:24.420]  為要拯救罪人
[00:13:24.420 --> 00:13:25.220]  各位弟兄姊妹
[00:13:25.220 --> 00:13:27.100]  不要因為你信了主很多年
[00:13:27.100 --> 00:13:29.940]  所以你覺得好像很平常的事情
[00:13:29.940 --> 00:13:34.300]  能夠蒙赦罪是極大的恩惠
[00:13:34.300 --> 00:13:35.900]  沒有人能夠憑著自己
[00:13:35.900 --> 00:13:39.900]  才能夠得到免罪的審判
[00:13:39.900 --> 00:13:42.100]  又或者你很想幫別人
[00:13:42.100 --> 00:13:43.380]  他有很多犯罪的事情
[00:13:43.380 --> 00:13:45.540]  可以幫他解決
[00:13:45.540 --> 00:13:46.540]  我們看到電視
[00:13:46.540 --> 00:13:52.140]  很多人要上法庭面對審訊的時候
[00:13:52.140 --> 00:13:54.300]  很多人幫他寫求情信
[00:13:54.300 --> 00:13:57.900]  希望他不用能夠定罪
[00:13:57.900 --> 00:14:00.380]  思想在上帝的面前
[00:14:00.380 --> 00:14:01.460]  有罪的人
[00:14:01.460 --> 00:14:04.740]  怎能夠為另一個有罪的人
[00:14:04.740 --> 00:14:06.300]  能夠求赦免
[00:14:06.300 --> 00:14:09.220]  因為自己首先要被赦免
[00:14:09.220 --> 00:14:11.620]  人沒有能力去做這件事情
[00:14:11.620 --> 00:14:14.700]  但唯有那位無罪的主耶穌
[00:14:14.700 --> 00:14:17.980]  祂可以能夠赦免我們的罪
[00:14:17.980 --> 00:14:20.500]  以祂自己的生命
[00:14:20.500 --> 00:14:22.660]  代替我們不義的生命
[00:14:22.660 --> 00:14:26.060]  去救贖我們回來
[00:14:26.060 --> 00:14:27.900]  古老又常新的福音
[00:14:27.900 --> 00:14:31.980]  是值得我們常常去感恩去思想
[00:14:31.980 --> 00:14:36.580]  能夠蒙赦罪是何等大的恩惠
[00:14:36.580 --> 00:14:38.700]  你記得我提過一位宣教士
[00:14:38.700 --> 00:14:40.580]  我想都再提一提
[00:14:40.580 --> 00:14:43.500]  他講到他自己在一個落後的工場
[00:14:43.500 --> 00:14:46.260]  有一個晚上掉到一條坑渠裡
[00:14:46.260 --> 00:14:48.100]  這條坑渠是什麼
[00:14:48.100 --> 00:14:50.980]  是一些屎渠
[00:14:50.980 --> 00:14:53.580]  是很骯髒的地方
[00:14:53.580 --> 00:14:54.540]  他上來之後
[00:14:54.540 --> 00:14:55.780]  他馬上想一件事情
[00:14:55.780 --> 00:14:59.020]  就馬上衝回家洗澡
[00:14:59.020 --> 00:15:00.580]  一次不行
[00:15:00.580 --> 00:15:01.900]  兩次不行
[00:15:01.900 --> 00:15:03.620]  三次不行
[00:15:03.620 --> 00:15:05.020]  衝出來之後
[00:15:05.020 --> 00:15:07.100]  他問一問自己
[00:15:07.100 --> 00:15:11.100]  「行了,已經洗乾淨了」
[00:15:11.100 --> 00:15:13.420]  「可以洗乾淨了」
[00:15:13.420 --> 00:15:15.100]  然後突然間他說
[00:15:15.100 --> 00:15:17.620]  「我很感謝神突然間想到」
[00:15:17.620 --> 00:15:20.700]  「我的罪是可以洗得乾淨的」
[00:15:20.700 --> 00:15:22.620]  「因為主耶穌的救恩」
[00:15:22.620 --> 00:15:26.700]  「我的罪不會一生永恆地跟隨著我」
[00:15:26.700 --> 00:15:27.980]  「如果有一些污漬」
[00:15:27.980 --> 00:15:32.100]  「一生在你身上不能夠清洗的」
[00:15:32.100 --> 00:15:35.300]  「我想你會很難過」
[00:15:35.300 --> 00:15:37.500]  「何況生命的罪」
[00:15:37.500 --> 00:15:41.100]  「如果一生不能夠得到赦免」
[00:15:41.100 --> 00:15:43.580]  「且要面對著神給你的審判」
[00:15:43.580 --> 00:15:45.780]  「是何等難過的事情」
[00:15:45.780 --> 00:15:49.300]  「但是感謝上帝罪是可以得到赦免」
[00:15:49.300 --> 00:15:51.580]  「因為聖誕節」
[00:15:51.580 --> 00:15:54.300]  「聖誕節的主耶穌降生」
[00:15:54.300 --> 00:15:56.100]  「祂要來到成就的」
[00:15:56.100 --> 00:15:58.980]  「就是把祂的子民在罪惡當中」
[00:15:58.980 --> 00:16:01.100]  「來到拯救出來」
[00:16:01.100 --> 00:16:02.700]  「這正是你和我」
[00:16:02.700 --> 00:16:05.500]  「在聖誕節可以寬恩的原因」
[00:16:05.500 --> 00:16:07.900]  「可以讚美的原因」
[00:16:07.900 --> 00:16:10.100]  最後我請大家多看一處經文
[00:16:10.100 --> 00:16:15.900]  一起去聖經的啟示錄
[00:16:15.900 --> 00:16:23.500]  在聖經啟示錄的二十一章
[00:16:23.500 --> 00:16:26.100]  二十一章提及到上帝要再回來
[00:16:26.100 --> 00:16:28.100]  主耶穌再回來的時候
[00:16:28.100 --> 00:16:32.100]  要成就一個新天新地
[00:16:32.100 --> 00:16:35.100]  在這個新天新地裡會是怎樣的呢?
[00:16:35.100 --> 00:16:40.100]  在二十一章的第三節說
[00:16:40.100 --> 00:16:45.300]  「我聽見有大聲音從寶座那裡發出來說」
[00:16:45.300 --> 00:16:49.100]  「看那神的像莫在人間」
[00:16:49.100 --> 00:16:53.900]  又提及剛才《約翰福音》一章十四節所說
[00:16:53.900 --> 00:16:57.100]  神與人同在的那個像莫
[00:16:57.100 --> 00:16:59.100]  「神的像莫在人間」
[00:16:59.100 --> 00:17:01.100]  「祂要與人同住」
[00:17:01.100 --> 00:17:03.500]  「祂們要作祂的子民」
[00:17:03.500 --> 00:17:06.300]  「神要親自與祂們同在」
[00:17:06.300 --> 00:17:09.100]  「要作祂們的神」
[00:17:09.100 --> 00:17:15.100]  然後你揭去後面二十二節
[00:17:15.100 --> 00:17:18.500]  在英國的新耶路撒冷裡面
[00:17:18.500 --> 00:17:22.900]  聖經說「我沒有看見城裡有聖鎖」
[00:17:22.900 --> 00:17:25.700]  突然間好像有鎖塞一樣
[00:17:25.700 --> 00:17:27.700]  為什麼會沒有了聖殿呢?
[00:17:27.700 --> 00:17:31.700]  聖殿豈不是神與人同在的一個標記
[00:17:31.700 --> 00:17:32.900]  但是在這個時刻
[00:17:32.900 --> 00:17:35.700]  聖經就說新耶路撒冷是沒有聖殿
[00:17:35.700 --> 00:17:37.300]  沒有聖鎖的
[00:17:37.300 --> 00:17:39.900]  因為主全能的神
[00:17:39.900 --> 00:17:44.900]  和楊高基督就是城的聖鎖
[00:17:44.900 --> 00:17:47.100]  這個城不需要日月照明
[00:17:47.100 --> 00:17:49.900]  因為有神的榮耀照明
[00:17:49.900 --> 00:17:53.300]  而楊高就是城的燈
[00:17:53.300 --> 00:17:54.700]  更加清楚
[00:17:54.700 --> 00:17:56.700]  聖經在表述
[00:17:56.700 --> 00:17:58.500]  在永恆裡面
[00:17:58.500 --> 00:18:01.700]  神親自與我們同在
[00:18:01.700 --> 00:18:06.100]  帶來了給我們完全的同在
[00:18:06.100 --> 00:18:07.900]  不再被任何的罪
[00:18:07.900 --> 00:18:10.700]  任何的事情阻隔
[00:18:10.700 --> 00:18:12.700]  這正是祂要在我們生命當中
[00:18:12.700 --> 00:18:18.900]  成就的奇妙的救贖、奇妙的完全的同在
[00:18:18.900 --> 00:18:19.900]  各位弟兄姊妹
[00:18:19.900 --> 00:18:21.300]  聖誕的時候
[00:18:21.300 --> 00:18:24.700]  我們會有機會享受和朋友的相聚
[00:18:24.700 --> 00:18:27.300]  很多的歡樂的日子時刻
[00:18:27.300 --> 00:18:28.500]  但是你記得
[00:18:28.500 --> 00:18:32.100]  你真正最大的喜樂的源頭
[00:18:32.100 --> 00:18:35.500]  仍然是因為上帝赦免了你的罪
[00:18:35.500 --> 00:18:38.100]  祂與你同在
[00:18:38.100 --> 00:18:39.900]  我們一起在這裡祈禱
[00:18:42.700 --> 00:18:45.900]  天父 我們想分析所羅門所說的話
[00:18:45.900 --> 00:18:49.100]  天和天上的天
[00:18:49.100 --> 00:18:51.300]  尚且不足以你居住
[00:18:51.300 --> 00:18:55.100]  但你竟然樂意住在人的當中
[00:18:55.100 --> 00:18:56.900]  至於我們何等的不配
[00:18:56.900 --> 00:18:58.500]  何等的卑微
[00:18:58.500 --> 00:19:02.100]  但你樂意進入我們的生命裡面
[00:19:02.100 --> 00:19:03.700]  你為何不願意
[00:19:03.700 --> 00:19:06.100]  與我們一起生命的一切
[00:19:06.100 --> 00:19:07.900]  為何不願意
[00:19:07.900 --> 00:19:12.900]  為何不願意與我們一起活在人生的卑微
[00:19:12.900 --> 00:19:16.900]  但你樂意進入我們的生命裡面
[00:19:16.900 --> 00:19:18.700]  主啊 求祢保守我們的心
[00:19:18.700 --> 00:19:21.500]  常常留意你的同在
[00:19:21.500 --> 00:19:25.300]  亦都留意靠著你走人生的路
[00:19:25.300 --> 00:19:26.700]  亦都聽從祢
[00:19:26.700 --> 00:19:28.900]  行在祢的光當中
[00:19:28.900 --> 00:19:31.300]  免得我們遠離祢
[00:19:31.300 --> 00:19:32.100]  真是主啊
[00:19:32.100 --> 00:19:33.100]  我們感謝祢
[00:19:33.100 --> 00:19:34.500]  在聖誕節的期間
[00:19:34.500 --> 00:19:35.700]  求祢給我們心裡面
[00:19:35.700 --> 00:19:37.700]  因為認識祢的救恩
