
[00:00:00.000 --> 00:00:04.480]  今天我們分享的題目叫做明白神恩典的奧秘
[00:03:32.560 --> 00:03:35.720]  打機一定要有攻略本的
[00:03:35.720 --> 00:03:36.720]  如果沒有攻略本
[00:03:36.720 --> 00:03:38.160]  我就不會怎麼打
[00:03:38.160 --> 00:03:40.200]  不知道有沒有像我那個年代
[00:03:40.200 --> 00:03:42.280]  你有買過攻略本
[00:03:42.280 --> 00:03:45.280]  或者有影印過別人的攻略本
[00:03:45.280 --> 00:03:48.880]  都有,多謝你承認我這個年代
[00:03:48.880 --> 00:03:50.280]  我們打機的時候
[00:03:50.280 --> 00:03:52.800]  我們通常有錢就買攻略本
[00:03:52.800 --> 00:03:56.160]  沒錢就借同學的影印完回家再看
[00:03:56.160 --> 00:03:59.440]  我們知道了那些奧秘之後
[00:03:59.440 --> 00:04:01.880]  我們就會懂得怎麼升職
[00:04:01.880 --> 00:04:03.480]  怎麼過關
[00:04:03.480 --> 00:04:05.160]  接著我問現在的少年人
[00:04:05.160 --> 00:04:08.000]  現在的攻略本在哪裡買的
[00:04:08.000 --> 00:04:09.920]  現在還買攻略本嗎
[00:04:09.920 --> 00:04:11.600]  為什麼你們這麼失敗
[00:04:11.600 --> 00:04:13.160]  攻略本不用買的
[00:04:13.160 --> 00:04:14.680]  上網什麼都有的
[00:04:14.680 --> 00:04:16.680]  你去YouTube有很多可以看的
[00:04:16.680 --> 00:04:17.920]  我發現買攻略本
[00:04:17.920 --> 00:04:23.520]  已經成為了我和兩位教會領袖的集體回憶
[00:04:23.520 --> 00:04:28.440]  但是當我們的生命知道神給我們的奧秘
[00:04:28.440 --> 00:04:31.480]  原來我們的生命是要作出回應的
[00:04:31.480 --> 00:04:35.640]  所以今天的題目叫做明白神恩典的奧秘
[00:04:35.640 --> 00:04:39.240]  當我們一起去看爾忽所書三章一至十三節
[00:04:39.240 --> 00:04:43.280]  保羅和爾忽所教會分享了神恩典的奧秘
[00:04:43.280 --> 00:04:47.720]  而當他們明白了神恩典的奧秘的時候
[00:04:47.720 --> 00:04:51.040]  他們的生命也都需要作出回應
[00:04:51.040 --> 00:04:53.560]  所以今天我們一起在這段聖經裡面
[00:04:53.560 --> 00:04:56.280]  我們一起學習三個功課
[00:04:56.280 --> 00:04:58.000]  今天分享第一個功課
[00:04:58.000 --> 00:05:01.360]  是明白神救恩的廣闊
[00:05:01.360 --> 00:05:04.000]  我們一起讀第三章一至六節
[00:05:04.000 --> 00:05:05.840]  我們一起讀 一二三
[00:05:05.840 --> 00:05:09.520]  因此我保羅為你們外邦人
[00:05:09.520 --> 00:05:12.440]  作了基督耶穌被囚的
[00:05:12.440 --> 00:05:14.520]  替你們祈禱
[00:05:14.520 --> 00:05:18.640]  量必你們曾聽見神賜恩給我
[00:05:18.640 --> 00:05:22.360]  將關切你們的積分託付我
[00:05:22.360 --> 00:05:26.440]  容啟示使我知道福音的奧秘
[00:05:26.440 --> 00:05:29.560]  正如我以前略略寫過的
[00:05:29.560 --> 00:05:34.560]  你們念了就能曉得我心知基督的奧秘
[00:05:34.560 --> 00:05:38.920]  這奧秘在以前的世代沒有叫人知道
[00:05:38.920 --> 00:05:45.000]  像如今藉著聖靈顯示他的聖使徒和先知一樣
[00:05:45.000 --> 00:05:49.480]  這奧秘就是外邦人在基督耶穌裡
[00:05:49.480 --> 00:05:52.960]  藉著福音得以同為後寺
[00:05:52.960 --> 00:05:56.120]  同為一體同蒙應許
[00:05:56.120 --> 00:05:58.080]  開始的時候保羅說
[00:05:58.080 --> 00:06:03.520]  他現在是為外邦人作了被囚的
[00:06:03.520 --> 00:06:07.120]  原來他現在是在坐牢
[00:06:07.120 --> 00:06:09.240]  我們知道保羅因為傳福音
[00:06:09.240 --> 00:06:11.440]  被囚禁在羅馬
[00:06:11.440 --> 00:06:14.200]  當時耶路撒冷的宗教領袖
[00:06:14.200 --> 00:06:16.640]  向羅馬政府施加壓力
[00:06:16.640 --> 00:06:18.720]  要求他逮捕保羅
[00:06:18.720 --> 00:06:21.200]  並且控告他叛國罪
[00:06:21.200 --> 00:06:24.080]  和煽動猶太人的叛亂
[00:06:24.080 --> 00:06:25.480]  保羅上訴
[00:06:25.480 --> 00:06:29.720]  要求將這個案件交給羅馬皇帝審理
[00:06:29.720 --> 00:06:32.400]  而第二節保羅說
[00:06:32.400 --> 00:06:38.800]  「神將關切你們(以忽所教會)
[00:06:38.800 --> 00:06:41.880]  關切外邦人的職份
[00:06:41.880 --> 00:06:43.520]  託付於保羅」
[00:06:43.520 --> 00:06:48.280]  即是保羅領受了向外邦人傳福音的職份
[00:06:48.280 --> 00:06:50.000]  其實我們知道在《使徒行傳》
[00:06:50.000 --> 00:06:51.920]  第二十六章十八節
[00:06:51.920 --> 00:06:54.160]  當保羅在皇帝的面前
[00:06:54.160 --> 00:06:55.400]  他也是這樣說的
[00:06:55.400 --> 00:06:57.120]  他說我這是神
[00:06:57.120 --> 00:06:59.280]  猜你到他們那裡去
[00:06:59.280 --> 00:07:00.840]  即是去到外邦人那裡
[00:07:00.840 --> 00:07:03.680]  要叫他們的眼睛睜開
[00:07:03.680 --> 00:07:06.400]  從黑暗中歸向光明
[00:07:06.400 --> 00:07:09.160]  從撒旦權下歸向神
[00:07:09.160 --> 00:07:12.240]  又因信我得蒙赦罪
[00:07:12.240 --> 00:07:16.480]  和一切承聖的人同得基業
[00:07:16.480 --> 00:07:19.800]  為何保羅會領受這個職份呢?
[00:07:19.800 --> 00:07:21.440]  第三節保羅說
[00:07:21.440 --> 00:07:23.960]  因為神用啟示
[00:07:23.960 --> 00:07:27.960]  叫保羅知道福音的奧秘
[00:07:27.960 --> 00:07:28.960]  剛才我們說過
[00:07:28.960 --> 00:07:30.240]  啟示的意思
[00:07:30.240 --> 00:07:32.520]  是我們自己不能靠自己的智慧
[00:07:32.520 --> 00:07:33.960]  或者能力去明白
[00:07:33.960 --> 00:07:36.400]  但是神在恩典裡面
[00:07:36.400 --> 00:07:39.760]  向我們啟示並且顯明
[00:07:39.760 --> 00:07:41.920]  而第四節到第五節
[00:07:41.920 --> 00:07:43.880]  保羅說這個奧秘
[00:07:43.880 --> 00:07:47.080]  是在以前的世代沒有叫人知道的
[00:07:47.080 --> 00:07:48.920]  即是以前的世代不知道的
[00:07:48.920 --> 00:07:51.640]  但是如今藉著聖靈
[00:07:51.640 --> 00:07:55.040]  就啟示給他的聖使徒
[00:07:55.040 --> 00:07:58.160]  神的計劃對以前的世代隱藏
[00:07:58.160 --> 00:08:01.800]  不是因為神想跟以前的子民隱瞞什麼
[00:08:01.800 --> 00:08:04.960]  而是神要去到最適合的時間
[00:08:04.960 --> 00:08:06.960]  就向人揭露
[00:08:06.960 --> 00:08:10.160]  那究竟你說這個奧秘是什麼呢?
[00:08:10.160 --> 00:08:12.160]  其實保羅在第六節說
[00:08:12.160 --> 00:08:15.600]  這個奧秘就是外邦人
[00:08:15.600 --> 00:08:16.840]  即是說不是猶太人
[00:08:16.840 --> 00:08:18.600]  是全世界的人
[00:08:18.600 --> 00:08:20.600]  能夠在基督耶穌裡面
[00:08:20.600 --> 00:08:22.760]  藉著相信福音
[00:08:22.760 --> 00:08:24.120]  相信耶穌
[00:08:24.120 --> 00:08:29.200]  就成為神的後代,後子是這樣的意思
[00:08:29.200 --> 00:08:31.120]  同為一體
[00:08:31.120 --> 00:08:33.960]  一起得著神的應許
[00:08:33.960 --> 00:08:35.880]  這個奧秘就是
[00:08:35.880 --> 00:08:38.960]  原來外邦人、猶太人
[00:08:38.960 --> 00:08:40.840]  能夠合為一體
[00:08:40.840 --> 00:08:43.560]  成為神的教會
[00:08:43.560 --> 00:08:45.640]  其實在第二章
[00:08:45.640 --> 00:08:47.280]  第十四至十五節
[00:08:47.280 --> 00:08:48.760]  帕斯特里尼也提過
[00:08:48.760 --> 00:08:53.200]  是耶穌拆毀了這個中間隔斷的牆
[00:08:53.200 --> 00:08:56.440]  叫我們能夠成為一個新人
[00:08:56.440 --> 00:09:02.400]  那你說究竟這個奧秘有多震撼呢?
[00:09:02.400 --> 00:09:05.600]  過去的十天我有機會
[00:09:05.600 --> 00:09:08.760]  在港九培理言經會去做翻譯
[00:09:08.760 --> 00:09:13.160]  而我幫翻譯的是一位叫做柴培爾牧師
[00:09:13.160 --> 00:09:16.160]  他用了一個很特別的例子
[00:09:16.160 --> 00:09:20.040]  去跟我們分享究竟這個奧秘有多震撼呢?
[00:09:20.040 --> 00:09:22.440]  他說如果你假設有一天
[00:09:22.440 --> 00:09:24.920]  你去一個餐廳吃東西
[00:09:24.920 --> 00:09:27.160]  你點了不同的菜
[00:09:27.160 --> 00:09:31.840]  於是那個侍應就遞上你所點到的菜
[00:09:31.840 --> 00:09:34.360]  當侍應遞上飯菜給你的時候
[00:09:34.360 --> 00:09:36.080]  你會說什麼?
[00:09:36.080 --> 00:09:37.320]  「唔該」
[00:09:37.320 --> 00:09:39.880]  英文是說「Thank you」
[00:09:39.880 --> 00:09:44.000]  有些人甚至可能連「Thank you」和「唔該」都不會說
[00:09:44.000 --> 00:09:45.360]  因為可能覺得
[00:09:45.360 --> 00:09:47.360]  那你是侍應嘛
[00:09:47.360 --> 00:09:48.880]  你收到工資嘛
[00:09:48.880 --> 00:09:51.240]  你只是做對你應該做的事
[00:09:51.240 --> 00:09:53.680]  你遞錯菜我就罵你
[00:09:53.680 --> 00:09:54.760]  你遞對了
[00:09:54.760 --> 00:09:57.920]  那我最多就說「Thank you」和「唔該」
[00:09:57.920 --> 00:10:00.800]  甚至有些人可能覺得他只是做份內的事
[00:10:00.800 --> 00:10:02.920]  「Thank you」和「唔該」都不用說
[00:10:02.920 --> 00:10:05.200]  但是你幻想一個情景
[00:10:05.200 --> 00:10:06.640]  或者你幻想一會兒
[00:10:06.640 --> 00:10:10.320]  你完了去教會旁邊的餐廳吃飯的時候
[00:10:10.320 --> 00:10:12.920]  有一個客人點了一些菜
[00:10:12.920 --> 00:10:16.440]  然後侍應送上菜來的時候
[00:10:16.440 --> 00:10:17.960]  然後客人這樣說
[00:10:17.960 --> 00:10:20.720]  「兒子,歡迎你啊」
[00:10:20.720 --> 00:10:21.840]  「拉開椅子」
[00:10:21.840 --> 00:10:25.520]  「我們一家人一起吃飯啦」
[00:10:25.520 --> 00:10:27.440]  如果你一會兒在教會完結了
[00:10:27.440 --> 00:10:28.880]  你見到旁邊的餐廳發生這件事
[00:10:28.880 --> 00:10:30.400]  你會怎樣?
[00:10:30.400 --> 00:10:31.480]  「神經病啊」
[00:10:31.480 --> 00:10:32.280]  是不是?
[00:10:32.280 --> 00:10:33.680]  對啊
[00:10:33.680 --> 00:10:36.040]  這就是那個震撼
[00:10:36.040 --> 00:10:38.360]  我們試試用另外一個例子
[00:10:38.360 --> 00:10:39.840]  去想想這個震撼性
[00:10:39.840 --> 00:10:43.200]  如果今天你家裡漏水
[00:10:43.200 --> 00:10:44.800]  於是你和你的小中弟兄姊妹說
[00:10:44.800 --> 00:10:46.480]  「哎呀,我家裡漏水啊」
[00:10:46.480 --> 00:10:48.320]  「我要找個地方住啊」
[00:10:48.320 --> 00:10:49.920]  於是你弟兄姊妹和你說
[00:10:49.920 --> 00:10:52.240]  「哎呀,我們小中有個弟兄姊妹」
[00:10:52.240 --> 00:10:54.400]  「她說有個地方可以讓你住啊」
[00:10:54.400 --> 00:10:55.600]  「你家裡漏水」
[00:10:55.600 --> 00:10:57.200]  「你現在搬到她那裡住吧」
[00:10:57.200 --> 00:10:58.480]  於是你很感恩
[00:10:58.480 --> 00:11:00.280]  回家收拾行李
[00:11:00.280 --> 00:11:02.000]  就去這個弟兄姊妹家裡
[00:11:02.000 --> 00:11:04.800]  當你去到一按鐘的時候
[00:11:04.800 --> 00:11:06.120]  開門那個人跟你說
[00:11:06.120 --> 00:11:08.960]  「兒子,歡迎你啊」
[00:11:08.960 --> 00:11:10.600]  「歡迎你回家啊」
[00:11:10.600 --> 00:11:13.240]  「你的房間我已經為你裝修了」
[00:11:13.240 --> 00:11:15.400]  「你看看這個裝修合不合你心意」
[00:11:15.400 --> 00:11:17.760]  「你永遠都可以住在這裡的」
[00:11:17.760 --> 00:11:19.520]  「不單止是這樣啊」
[00:11:19.520 --> 00:11:20.800]  「死了的時候」
[00:11:20.800 --> 00:11:24.360]  「這層樓你有份分的啊」
[00:11:24.360 --> 00:11:25.960]  你會怎樣啊?
[00:11:25.960 --> 00:11:27.640]  「正啊!」
[00:11:27.640 --> 00:11:29.600]  喂,有沒有人覺得正啊?
[00:11:29.600 --> 00:11:32.120]  覺得正的你舉手
[00:11:32.120 --> 00:11:33.640]  我想說
[00:11:33.640 --> 00:11:35.400]  我們已經經歷了這個正的了
[00:11:35.400 --> 00:11:35.960]  你跟旁邊的人說
[00:11:35.960 --> 00:11:37.520]  「我們已經經歷了這個正的了」
[00:11:37.520 --> 00:11:40.880]  因為當我們信耶穌的時候
[00:11:40.880 --> 00:11:43.640]  我們就成為神的兒子和女兒
[00:11:43.640 --> 00:11:45.920]  你望望你旁邊的那個
[00:11:45.920 --> 00:11:48.680]  他在神家裡面有一間永遠的房間
[00:11:48.680 --> 00:11:50.240]  裝修好了
[00:11:50.240 --> 00:11:51.320]  不單止是這樣
[00:11:51.320 --> 00:11:55.800]  他在神家的榮耀裡面有份
[00:11:55.800 --> 00:11:56.920]  其實我們已經經歷了
[00:11:56.920 --> 00:12:00.920]  給掌聲耶穌好不好?
[00:12:00.920 --> 00:12:03.440]  剛才有人說正啊
[00:12:03.440 --> 00:12:05.400]  原來這個奧秘就是
[00:12:05.400 --> 00:12:06.680]  我們一起試試說好不好?
[00:12:06.680 --> 00:12:08.160]  正啊!
[00:12:08.160 --> 00:12:09.520]  大家好像不是覺得很正
[00:12:09.520 --> 00:12:10.320]  當然啦
[00:12:10.320 --> 00:12:12.160]  這個奧秘在神裡面是
[00:12:12.160 --> 00:12:13.320]  正啊!
[00:12:13.320 --> 00:12:16.360]  給掌聲耶穌好不好?
[00:12:16.360 --> 00:12:18.200]  這個奧秘正啊
[00:12:18.200 --> 00:12:20.040]  但是我們現在要想
[00:12:20.040 --> 00:12:23.760]  當我們明白了這個奧秘的時候
[00:12:23.760 --> 00:12:28.480]  我們的生命應該怎樣去回應呢?
[00:12:28.480 --> 00:12:32.160]  原來教會是不分種族
[00:12:32.160 --> 00:12:34.720]  教會是不分背景
[00:12:34.720 --> 00:12:36.960]  教會是不分學歷
[00:12:36.960 --> 00:12:39.840]  不分他們喜歡什麼不喜歡什麼
[00:12:39.840 --> 00:12:41.240]  總之我們原來在教會裡面
[00:12:41.240 --> 00:12:42.760]  恩著耶穌的愛
[00:12:42.760 --> 00:12:44.720]  我們就成為一家人了
[00:12:44.720 --> 00:12:46.760]  所以你望望你旁邊的那個
[00:12:46.760 --> 00:12:50.600]  他是你一家人啊
[00:12:50.600 --> 00:12:51.760]  你愛不愛他啊?
[00:12:51.760 --> 00:12:54.960]  愛啊!
[00:12:54.960 --> 00:12:56.000]  你愛不愛他啊?
[00:12:56.000 --> 00:12:58.560]  愛啊!
[00:12:58.560 --> 00:13:00.800]  所以我們要想想
[00:13:00.800 --> 00:13:03.280]  今天我們怎樣在教會
[00:13:03.280 --> 00:13:05.680]  去實踐彼此相愛呢?
[00:13:05.680 --> 00:13:07.440]  這個世界的價值觀是這樣的
[00:13:07.440 --> 00:13:09.480]  志同道合才是一起的
[00:13:09.480 --> 00:13:11.600]  不志同道合就不一起了
[00:13:11.600 --> 00:13:13.280]  我們喜歡一起做那件事
[00:13:13.280 --> 00:13:14.280]  譬如我和Pastor Irene
[00:13:14.280 --> 00:13:15.880]  喜歡看布朗神父
[00:13:15.880 --> 00:13:17.840]  我們就一起看布朗神父
[00:13:17.840 --> 00:13:19.440]  我們喜歡可能一件事
[00:13:19.440 --> 00:13:20.800]  我們會走在一起得氣
[00:13:20.800 --> 00:13:22.920]  原來實踐教會不是這樣
[00:13:22.920 --> 00:13:24.760]  實踐教會是不同背景
[00:13:24.760 --> 00:13:26.280]  不同種族
[00:13:26.280 --> 00:13:29.720]  是不同學歷
[00:13:29.720 --> 00:13:32.400]  不同嗜好的人走在一起
[00:13:32.400 --> 00:13:34.200]  但是我們彼此相愛
[00:13:34.200 --> 00:13:35.720]  但是不單止是這樣
[00:13:35.720 --> 00:13:38.200]  如果救恩是這麼廣闊
[00:13:38.200 --> 00:13:41.280]  我們要學習努力去傳福音
[00:13:41.280 --> 00:13:44.680]  今天如果有免費機票
[00:13:44.680 --> 00:13:47.400]  你拿了一張免費機票就很開心
[00:13:47.400 --> 00:13:48.640]  但是還有很多免費機票
[00:13:48.640 --> 00:13:50.440]  等著其他人去拿
[00:13:50.440 --> 00:13:52.240]  你會不會告訴身邊的人聽?
[00:13:52.240 --> 00:13:53.080]  會
[00:13:53.080 --> 00:13:54.520]  昨天有些人說不會
[00:13:54.520 --> 00:13:56.840]  自己去旅行算了
[00:13:56.840 --> 00:13:58.680]  但是如果我們今天領受了
[00:13:58.680 --> 00:14:00.000]  這麼好的東西
[00:14:00.000 --> 00:14:02.880]  我們都會叫其他人一起去領受
[00:14:02.880 --> 00:14:05.600]  今天我們有沒有努力去傳福音呢?
[00:14:05.600 --> 00:14:07.600]  所以這個都成為我們的提醒
[00:14:07.600 --> 00:14:10.680]  我們知道教會接下來有101的運動
[00:14:10.680 --> 00:14:14.800]  教會接下來也有十週年報道的計劃
[00:14:14.800 --> 00:14:19.680]  我們要怎樣知道神救恩的廣闊的時候
[00:14:19.680 --> 00:14:22.200]  我們去努力傳福音呢?
[00:14:22.200 --> 00:14:25.480]  我很喜歡過去陳牧師講過一個例子
[00:14:25.480 --> 00:14:29.200]  他說我們平時上巴士
[00:14:29.200 --> 00:14:32.560]  別人等我們上巴士我們很開心
[00:14:32.560 --> 00:14:33.960]  但是上了巴士我們就希望
[00:14:33.960 --> 00:14:36.400]  巴士的門快點關上
[00:14:36.400 --> 00:14:38.680]  我上了你不要上
[00:14:38.680 --> 00:14:40.200]  但是神的家不是這樣
[00:14:40.200 --> 00:14:43.040]  我們領受了神的恩典
[00:14:43.040 --> 00:14:44.240]  我們都是不配的
[00:14:44.240 --> 00:14:45.440]  我們都領受了剛才那個
[00:14:45.440 --> 00:14:47.000]  大家說正啊
[00:14:47.000 --> 00:14:48.240]  那個的奧秘
[00:14:48.240 --> 00:14:51.000]  今天我們又怎樣去將福音
[00:14:51.000 --> 00:14:53.160]  跟身邊的人分享呢?
[00:14:53.160 --> 00:14:56.480]  今天我們去學習今天第二個的功課
[00:14:56.480 --> 00:15:00.040]  是明白神赦罪的心恩
[00:15:00.040 --> 00:15:02.640]  我們一起去讀7至11節
[00:15:02.640 --> 00:15:03.280]  我們一起讀
[00:15:03.280 --> 00:15:04.400]  1 2 3
[00:15:04.400 --> 00:15:07.120]  我作了這福音的執事
[00:15:07.120 --> 00:15:09.320]  是照神的恩賜
[00:15:09.320 --> 00:15:14.040]  這恩賜是照祂運行的大能賜給我的
[00:15:14.040 --> 00:15:18.240]  我本來比眾聖徒中最少的還少
[00:15:18.240 --> 00:15:21.280]  然而祂還賜我這恩典
[00:15:21.280 --> 00:15:24.680]  叫我把基督那測不透的豐富
[00:15:24.680 --> 00:15:26.440]  傳給外邦人
[00:15:26.440 --> 00:15:28.600]  由使眾人都明白
[00:15:28.600 --> 00:15:32.960]  這歷代以來隱藏在創造萬物之神
[00:15:32.960 --> 00:15:36.120]  裡的奧秘是如何安排的
[00:15:36.120 --> 00:15:40.800]  為要藉著教會使天上執政的掌權的
[00:15:40.800 --> 00:15:44.000]  現在得知神百般的智慧
[00:15:44.000 --> 00:15:47.080]  這是照神從萬世以前
[00:15:47.080 --> 00:15:51.560]  在我門主基督耶穌裡所定的旨意
[00:15:51.560 --> 00:15:54.560]  但是當保羅他繼續去分享的時候
[00:15:54.560 --> 00:15:55.800]  他第一樣東西他說
[00:15:55.800 --> 00:15:58.480]  他做了福音的執事
[00:15:58.480 --> 00:16:01.120]  我們知道其實執事原文是侍應的意思
[00:16:01.120 --> 00:16:04.400]  就是神將福音交託給我們
[00:16:04.400 --> 00:16:08.880]  叫我們能夠將福音去跟別人分享
[00:16:08.880 --> 00:16:11.480]  第八節保羅用了一個很特別的形容詞
[00:16:11.480 --> 00:16:16.760]  他說我本來比眾聖徒中最少的還少
[00:16:16.760 --> 00:16:18.360]  有時候我們一聽到這段經文的時候
[00:16:18.360 --> 00:16:20.000]  我們可能突了一個突
[00:16:20.000 --> 00:16:23.800]  說保羅啊 保羅啊
[00:16:23.800 --> 00:16:26.560]  他是一個屬靈的巨人
[00:16:26.560 --> 00:16:30.000]  寫了這麼多聖經的書卷
[00:16:30.000 --> 00:16:32.320]  建立了這麼多的教會
[00:16:32.320 --> 00:16:34.080]  絕對是一個屬靈的巨人
[00:16:34.080 --> 00:16:39.760]  為什麼他會說自己比眾聖徒中最少的還少呢
[00:16:39.760 --> 00:16:42.240]  他是不是過分謙卑呢
[00:16:42.240 --> 00:16:44.880]  但是如果我們明白保羅的過去
[00:16:44.880 --> 00:16:46.520]  他以前是做什麼的
[00:16:46.520 --> 00:16:48.680]  他就是逼迫基督徒的
[00:16:48.680 --> 00:16:51.920]  他以前是四處去抓基督徒的
[00:16:51.920 --> 00:16:55.080]  抓了他們之後又把他們扔進監獄
[00:16:55.080 --> 00:16:55.920]  不單止這樣
[00:16:55.920 --> 00:16:58.480]  還去害那些基督徒
[00:16:58.480 --> 00:17:02.800]  當我們知道這是保羅過去的生命的時候
[00:17:02.800 --> 00:17:05.560]  保羅知道自己今天是完全不配
[00:17:05.560 --> 00:17:07.960]  是在神的恩典裡面
[00:17:07.960 --> 00:17:11.840]  所以他說他今天能夠成為福音的執事
[00:17:11.840 --> 00:17:13.800]  是照神的恩賜
[00:17:13.800 --> 00:17:17.960]  這個恩賜是照神運行的大能賜給他的
[00:17:17.960 --> 00:17:22.200]  他深深經歷這個赦罪的恩典
[00:17:22.200 --> 00:17:25.320]  來到今天在經歷這個赦罪恩典裡面
