
[00:00:00.000 --> 00:00:03.460]  在今年一月開始 我們開始了這個保守的系列
[00:02:18.360 --> 00:02:21.420]  他們是極之勤力的一群
[00:02:21.420 --> 00:02:25.100]  但為什麼出來的結果是被耶穌責罵呢?
[00:02:25.100 --> 00:02:30.360]  耶穌說他們的動機出現了嚴重的問題
[00:02:30.360 --> 00:02:34.520]  今天 有人去讀神學
[00:02:34.520 --> 00:02:37.600]  是想教別人
[00:02:37.600 --> 00:02:41.240]  但不是想認識神
[00:02:41.240 --> 00:02:44.700]  今天 有人講解聖經
[00:02:44.700 --> 00:02:48.140]  是要彰顯出自己的權威和知識
[00:02:48.140 --> 00:02:52.540]  而不是要將人帶到上帝的面前
[00:02:52.540 --> 00:02:58.180]  動機錯誤所得到的結果都是錯誤的
[00:02:58.180 --> 00:02:59.640]  所以今天
[00:02:59.640 --> 00:03:04.760]  我們如果讀聖經祈禱成為了律法的規條的話
[00:03:04.760 --> 00:03:06.600]  我們就會很痛苦
[00:03:06.600 --> 00:03:09.560]  我們需要來到主的面前去監察
[00:03:09.560 --> 00:03:14.600]  讓聖靈監察我們是否有守潔心清的來到祂的面前
[00:03:14.600 --> 00:03:16.380]  第二 在聖經裡面說
[00:03:16.380 --> 00:03:20.420]  要舉起你禱告的手
[00:03:20.420 --> 00:03:25.720]  如果你鄰居是弟兄 你跟他說 你要舉起你禱告的手
[00:03:25.720 --> 00:03:27.220]  《提摩大前書》二章八節
[00:03:27.220 --> 00:03:29.760]  因此我願意男人沒有憤怒 沒有爭論
[00:03:29.760 --> 00:03:33.420]  舉起聖潔的手 隨處禱告
[00:03:33.420 --> 00:03:37.900]  舉手禱告 不要將舉手禱告這個動作
[00:03:37.900 --> 00:03:42.000]  給靈因派專利了
[00:03:42.000 --> 00:03:43.360]  方派長大的弟兄姊妹
[00:03:43.360 --> 00:03:45.000]  可能你們其他教會是方派長大的
[00:03:45.000 --> 00:03:46.840]  來到這間教會的時候
[00:03:46.840 --> 00:03:47.860]  我們的習慣是什麼呢?
[00:03:47.860 --> 00:03:51.020]  我們的習慣祈禱就是 一祈禱就是閉上眼睛 低著頭
[00:03:51.020 --> 00:03:54.520]  雙手合十 十指緊扣的一個動作來祈禱
[00:03:54.520 --> 00:04:01.440]  我想問 你查整本聖經都沒有這樣形容這個姿勢
[00:04:01.440 --> 00:04:04.880]  你查整本聖經都沒有這種的祈禱姿勢
[00:04:04.880 --> 00:04:08.240]  是我們方派的傳統
[00:04:08.240 --> 00:04:10.960]  你聖經有 低著頭
[00:04:10.960 --> 00:04:13.000]  雙手放在胸口那裡
[00:04:13.000 --> 00:04:18.940]  拋胸口油 祈禱到拋胸口油 隨胸
[00:04:18.940 --> 00:04:21.720]  但一般上猶太人禱告就是舉起雙手
[00:04:21.720 --> 00:04:23.380]  這個身體語言代表什麼?
[00:04:23.380 --> 00:04:27.300]  舉起雙手代表我們主的面前我一無所有
[00:04:27.300 --> 00:04:29.780]  代表的是我有所懇求
[00:04:29.780 --> 00:04:33.720]  代表的是我願意去接受
[00:04:33.720 --> 00:04:35.940]  這個身體語言是很重要的事情
[00:04:35.940 --> 00:04:39.160]  所以我們要常常舉起我們的手
[00:04:39.160 --> 00:04:42.800]  在神的面前隨處去禱告
[00:04:42.800 --> 00:04:44.740]  保羅很了解弟兄
[00:04:44.740 --> 00:04:48.520]  他說 我願意弟兄沒有憤怒 沒有爭論
[00:04:48.520 --> 00:04:51.300]  弟兄在一起的時候 弟兄很容易憤怒
[00:04:51.300 --> 00:04:53.140]  弟兄最喜歡爭論
[00:04:53.140 --> 00:04:56.260]  弟兄和弟兄之間最喜歡爭論
[00:04:56.260 --> 00:05:02.540]  其中一個原因就是他和老婆爭論會輸
[00:05:02.540 --> 00:05:06.540]  有一次太太和老公吵架
[00:05:06.540 --> 00:05:09.340]  當然是老婆贏 老公就輸了
[00:05:09.340 --> 00:05:12.900]  老公很不服氣 躺在床上
[00:05:12.900 --> 00:05:15.780]  老婆問他幹什麼 老公說我死了
[00:05:15.780 --> 00:05:19.840]  死了為什麼要張開雙眼 死不瞑目
[00:05:19.840 --> 00:05:24.920]  為什麼還有氣頭呢 吞不下這口氣
[00:05:24.920 --> 00:05:28.500]  男人很喜歡爭論
[00:05:28.500 --> 00:05:35.200]  所以男人走在一起就會爭論一些觀點看法
[00:05:35.200 --> 00:05:37.800]  女士就不喜歡
[00:05:37.800 --> 00:05:41.020]  女士最喜歡什麼呢 爭美
[00:05:41.020 --> 00:05:43.840]  最近B姐寫了一幅文章給我說
[00:05:43.840 --> 00:05:47.180]  現在的女士 同年齡的女士
[00:05:47.180 --> 00:05:51.100]  不求同年同月同日死
[00:05:51.100 --> 00:05:55.480]  只求同鼻同眼同醫生
[00:05:55.480 --> 00:05:59.320]  四個女生做到一模一樣 很恐怖
[00:05:59.320 --> 00:06:02.920]  我們知道男士走在一起的時候
[00:06:02.920 --> 00:06:05.420]  很容易憤怒和爭論
[00:06:05.420 --> 00:06:10.400]  保羅說要用禱告去代替這一切
[00:06:10.400 --> 00:06:13.300]  舉你聖的手 隨處的禱告
[00:06:13.300 --> 00:06:15.300]  詩人說我要一生稱頌你
[00:06:15.300 --> 00:06:19.000]  我要奉你的名 舉手去禱告
[00:06:19.000 --> 00:06:21.400]  第三 我們看到
[00:06:21.400 --> 00:06:24.300]  信仰的手在生命中軟弱的時候
[00:06:24.300 --> 00:06:26.760]  我們在找神的應許
[00:06:26.760 --> 00:06:29.820]  在舊約有兩個人物很典型的成為一個例子
[00:06:29.820 --> 00:06:34.000]  我們看到雅各一生出生就抓住他哥哥
[00:06:34.000 --> 00:06:36.180]  雅各在彼勞爾勒這個地方
[00:06:36.180 --> 00:06:40.180]  在阿博道口和上帝相遇 摔跤之前
[00:06:40.180 --> 00:06:43.980]  他的人生是要抓住機會
[00:06:43.980 --> 00:06:47.580]  抓住所有的東西 擁有所有的東西
[00:06:47.580 --> 00:06:50.780]  爭取所有他認為是屬於他的東西
[00:06:50.780 --> 00:06:54.160]  直到在阿博道口
[00:06:54.160 --> 00:06:57.260]  他的人生好像拿到所有的東西
[00:06:57.260 --> 00:07:02.580]  老婆很多 子女很多 羊群很多
[00:07:02.580 --> 00:07:05.580]  但是在那一晚 上帝在跟他摔跤的過程中
[00:07:05.580 --> 00:07:08.280]  使他跛了
[00:07:08.280 --> 00:07:11.280]  由他身體在那一刻殘缺之後
[00:07:11.280 --> 00:07:15.880]  雅各一生行路都是一拐一拐地行路
[00:07:15.880 --> 00:07:20.280]  這個記號不斷提醒雅各 他是軟弱的
[00:07:20.280 --> 00:07:21.980]  在他軟弱的生命中
[00:07:21.980 --> 00:07:25.180]  他不再去爭取他認為是屬於他的東西
[00:07:25.180 --> 00:07:30.080]  反而是在找上帝的應許
[00:07:30.080 --> 00:07:32.780]  我看到第二個人物是大衛
[00:07:32.780 --> 00:07:37.680]  大衛的一生不是完美的
[00:07:37.680 --> 00:07:40.480]  我們學校他不是因為他完美
[00:07:40.480 --> 00:07:44.680]  正正因為他人生中有幾次很大的錯誤
[00:07:44.680 --> 00:07:47.480]  但是在軟弱和錯誤當中
[00:07:47.480 --> 00:07:51.780]  他仍然抓住上帝的應許
[00:07:51.780 --> 00:07:53.580]  弟兄姊妹
[00:07:53.580 --> 00:07:58.580]  抓住上帝應許的手是非常重要的手
[00:07:58.580 --> 00:08:00.780]  第四 聖經說
[00:08:00.780 --> 00:08:02.380]  我們要按手分恩賜
[00:08:02.380 --> 00:08:04.180]  在提摩大前書四章十四節
[00:08:04.180 --> 00:08:05.680]  和提摩大後書第一章第六節
[00:08:05.680 --> 00:08:07.080]  普羅就跟提摩大人說
[00:08:07.080 --> 00:08:08.480]  不過忽略你所得的恩賜
[00:08:08.480 --> 00:08:10.080]  就是眾長老按手的時候
[00:08:10.080 --> 00:08:11.480]  藉著預言賜給你的
[00:08:11.480 --> 00:08:13.180]  為了這個緣故我提醒你
[00:08:13.180 --> 00:08:16.480]  要把神藉著我按手給你的恩賜
[00:08:16.480 --> 00:08:20.180]  像火一樣再次挑煌起來
[00:08:20.180 --> 00:08:22.480]  原來今天我們按手為人祈禱
[00:08:22.480 --> 00:08:28.380]  其中一個做法是可以將我們的恩賜分給他
[00:08:28.380 --> 00:08:30.980]  當你去渴求一種的恩賜
[00:08:30.980 --> 00:08:33.780]  侍奉你見到某人擁有的時候
[00:08:33.780 --> 00:08:35.180]  你可以跟他講
[00:08:35.180 --> 00:08:36.580]  你可以為我禱告
[00:08:36.580 --> 00:08:38.880]  讓他為你按手禱告的時候
[00:08:38.880 --> 00:08:41.380]  將恩賜分享
[00:08:41.380 --> 00:08:45.480]  以致我們能夠有能力侍奉這位上帝
[00:08:45.480 --> 00:08:46.680]  第五
[00:08:46.680 --> 00:08:49.980]  是神藉著我們的手施行神蹟
[00:08:49.980 --> 00:08:51.080]  《少林寺》五章十二節
[00:08:51.080 --> 00:08:52.680]  主藉著使徒的手
[00:08:52.680 --> 00:08:56.280]  在民間行做很多的神蹟奇事
[00:08:56.280 --> 00:09:05.180]  跟你鄰居說一聲 神要讓你行出神蹟奇事
[00:09:05.180 --> 00:09:07.180]  我們的生活是平淡的
[00:09:07.180 --> 00:09:11.480]  我們的能力是平凡的
[00:09:11.480 --> 00:09:13.880]  但是現在這個世代裏面
[00:09:13.880 --> 00:09:16.880]  越來越多的人很想不平凡
[00:09:16.880 --> 00:09:18.180]  例如
[00:09:18.180 --> 00:09:20.380]  就要藉著他自己的Facebook
[00:09:20.380 --> 00:09:22.180]  他自己的網站
[00:09:22.180 --> 00:09:24.480]  QQ、WeChat
[00:09:24.480 --> 00:09:26.380]  等等的網站
[00:09:26.380 --> 00:09:29.680]  不斷要表達自己的不平凡
[00:09:29.680 --> 00:09:31.080]  包括
[00:09:31.080 --> 00:09:34.280]  女士可以穿著內衣褲拍照
[00:09:34.280 --> 00:09:37.080]  去吸引人給她Like
[00:09:37.080 --> 00:09:39.780]  有人不斷買新的東西
[00:09:39.780 --> 00:09:41.180]  放上網站裏面
[00:09:41.180 --> 00:09:43.080]  新奇又新穎的東西
[00:09:43.080 --> 00:09:44.880]  甚至傾家蕩產
[00:09:44.880 --> 00:09:48.480]  為了要搏球其他人給他Like
[00:09:48.480 --> 00:09:49.480]  為什麼呢
[00:09:49.480 --> 00:09:52.680]  因為我們渴求不平凡
[00:09:52.680 --> 00:09:54.780]  這種渴求是正常的
[00:09:54.780 --> 00:09:56.280]  上帝放在我們心靈裏面
[00:09:56.280 --> 00:10:00.080]  但是用什麼方法能夠活出不平凡的人生呢
[00:10:00.080 --> 00:10:05.680]  是要藉著神的手在我們身上
[00:10:05.680 --> 00:10:08.580]  我講個例子給你聽
[00:10:08.580 --> 00:10:09.980]  在這裏聽到一段時間
[00:10:09.980 --> 00:10:12.880]  突然知道我是讀寫障礙的
[00:10:12.880 --> 00:10:15.280]  我女兒也是讀寫障礙的
[00:10:15.280 --> 00:10:17.980]  原來讀寫障礙是遺傳的
[00:10:17.980 --> 00:10:19.680]  師母是知憂的
[00:10:19.680 --> 00:10:21.180]  所以見到一個知憂的人
[00:10:21.180 --> 00:10:22.980]  在家裏面對兩個讀寫障礙的人
[00:10:22.980 --> 00:10:25.080]  是何等的痛苦
[00:10:25.080 --> 00:10:26.080]  讀寫障礙的人
[00:10:26.080 --> 00:10:28.480]  不只讀到書
[00:10:28.480 --> 00:10:31.180]  數字對他們來說是很痛苦的
[00:10:31.180 --> 00:10:33.780]  計算對了會寫錯答案的
[00:10:33.780 --> 00:10:34.780]  記不到人名
[00:10:34.780 --> 00:10:36.180]  所以突然之間我記不到你的名字
[00:10:36.180 --> 00:10:36.980]  不是我的問題
[00:10:36.980 --> 00:10:40.180]  是我天生的問題
[00:10:40.180 --> 00:10:42.480]  英文字母B和D
[00:10:42.480 --> 00:10:44.980]  P和Q是分不到的
[00:10:44.980 --> 00:10:46.580]  中文字更複雜
[00:10:46.580 --> 00:10:48.380]  旁邊是言字邊
[00:10:48.380 --> 00:10:51.380]  企隱邊是變了什麼字
[00:10:51.380 --> 00:10:54.180]  完全是難以分割的
[00:10:54.180 --> 00:10:57.380]  我們這種人讀書已經困難
[00:10:57.380 --> 00:11:00.380]  不要說寫書了
[00:11:00.380 --> 00:11:01.880]  我記得我出了第一本
[00:11:01.880 --> 00:11:04.080]  《遇見天天迷失的自己》之後
[00:11:04.080 --> 00:11:06.680]  我覺得已經很滿足了
[00:11:06.680 --> 00:11:08.480]  一生當中有本書可以捉到人
[00:11:08.480 --> 00:11:10.080]  也是一件好事
[00:11:10.080 --> 00:11:13.180]  去年有一間非基督教出版社打電話給我
[00:11:13.180 --> 00:11:16.180]  說牧師想約你出來見一面
[00:11:16.180 --> 00:11:18.380]  約我的是基督徒 老闆不是基督徒
[00:11:18.380 --> 00:11:19.980]  他說我想你寫一本書
[00:11:19.980 --> 00:11:21.180]  我說你不要開玩笑了
[00:11:21.180 --> 00:11:22.080]  我哪懂得寫書
[00:11:22.080 --> 00:11:22.980]  他說你出了一本
[00:11:22.980 --> 00:11:25.680]  我說不是 我只是出口述
[00:11:25.680 --> 00:11:27.380]  就是我說 我口述
[00:11:27.380 --> 00:11:29.380]  別人寫的
[00:11:29.380 --> 00:11:32.180]  他說不是 我也可以幫你做這件事
[00:11:32.180 --> 00:11:35.780]  我說是嗎 那我出來談談
[00:11:35.780 --> 00:11:36.880]  我用了一年時間
[00:11:36.880 --> 00:11:38.380]  本來要趕今年三月出版
[00:11:38.380 --> 00:11:41.380]  但是過往那幾個月實在太忙
[00:11:41.380 --> 00:11:43.680]  我完全沒有錄音給他
[00:11:43.680 --> 00:11:45.480]  能夠僅餘幾個故事
[00:11:45.480 --> 00:11:46.580]  根本趕不及出書
[00:11:46.580 --> 00:11:48.580]  所以最後我們拼了命
[00:11:48.580 --> 00:11:50.180]  不斷說 不斷說
[00:11:50.180 --> 00:11:51.880]  不斷說 不斷說
[00:11:51.880 --> 00:11:54.580]  不斷說 不斷說
[00:11:54.580 --> 00:11:55.980]  由原本一個人幫我寫
[00:11:55.980 --> 00:12:00.980]  變成三個人幫我寫
[00:12:00.980 --> 00:12:03.980]  說到剛剛星期三
[00:12:03.980 --> 00:12:05.580]  初稿趕上了
[00:12:05.580 --> 00:12:06.880]  我拿著一疊
[00:12:06.880 --> 00:12:08.980]  我的這本書的初稿
[00:12:08.980 --> 00:12:12.480]  就上飛機飛去吉隆坡帶領聚會
[00:12:12.480 --> 00:12:14.580]  在飛機上我一氣呵成看完
[00:12:14.580 --> 00:12:16.880]  23個故事
[00:12:16.880 --> 00:12:19.080]  看完之後我都很感動
[00:12:19.080 --> 00:12:21.780]  這23個故事對我很感動
[00:12:21.780 --> 00:12:25.580]  其中的感動不是我寫的
[00:12:25.580 --> 00:12:28.480]  是別人幫我寫 我出口術
[00:12:28.480 --> 00:12:30.980]  我相信這本書會祝福很多人
[00:12:30.980 --> 00:12:36.780]  書名叫做《轉角遇到奇蹟》
[00:12:36.780 --> 00:12:38.080]  因為非基督教出版社
[00:12:38.080 --> 00:12:42.380]  我不可以說《轉角遇到神蹟》
[00:12:42.380 --> 00:12:44.680]  但其實23個故事裏面
[00:12:44.680 --> 00:12:48.980]  大部分就在生命的逆境當中
[00:12:48.980 --> 00:12:51.080]  遇到神蹟
[00:12:51.080 --> 00:12:52.580]  弟兄姊妹
[00:12:52.580 --> 00:12:54.080]  一個讀寫障礙的人
[00:12:54.080 --> 00:12:55.580]  可以出書的話
[00:12:55.580 --> 00:12:56.580]  你不是讀寫障礙
[00:12:56.580 --> 00:12:58.980]  你應該可以出更多本給我
[00:12:58.980 --> 00:13:00.380]  跟你鄰居說一聲
[00:13:00.380 --> 00:13:02.380]  神的手可以藉助你
[00:13:02.380 --> 00:13:05.280]  施行神蹟奇事
[00:13:05.280 --> 00:13:06.780]  神的手可以藉助你
[00:13:06.780 --> 00:13:10.880]  施行神蹟奇事
[00:13:10.880 --> 00:13:14.680]  你不要羨慕我所做的事
[00:13:14.680 --> 00:13:19.580]  你應該渴求神的手在你手上
[00:13:19.580 --> 00:13:22.380]  要做更大的事
[00:13:22.380 --> 00:13:25.180]  一個讀寫障礙的人
[00:13:25.180 --> 00:13:26.680]  都能夠成就的事情
[00:13:26.680 --> 00:13:28.680]  何況你呢
[00:13:28.680 --> 00:13:30.180]  只要你依靠這位上帝
[00:13:30.180 --> 00:13:32.680]  你深信神能夠藉助你生命
[00:13:32.680 --> 00:13:35.380]  彰顯出神蹟奇事的話
[00:13:35.380 --> 00:13:37.980]  一切的障礙都要拿去
[00:13:37.980 --> 00:13:40.680]  一切的困難都要拿去
[00:13:40.680 --> 00:13:42.180]  我們看到第六
[00:13:42.180 --> 00:13:44.880]  在末後會有獸印有印記
[00:13:44.880 --> 00:13:47.880]  在啟示錄十三章十六到十七節
[00:13:47.880 --> 00:13:49.280]  這個獸又使得眾人
[00:13:49.280 --> 00:13:51.580]  無論是大小貧富自主為奴的
[00:13:51.580 --> 00:13:54.380]  都在右手上或者額上打印記
[00:13:54.380 --> 00:13:57.180]  除了有獸的印記和名字數字之外
[00:13:57.180 --> 00:13:59.880]  都不能夠做買賣
[00:13:59.880 --> 00:14:02.180]  我七十年代受浸的
[00:14:02.180 --> 00:14:02.780]  在這段期間
[00:14:02.780 --> 00:14:05.580]  我自己受浸的教會有一個傳統
[00:14:05.580 --> 00:14:06.980]  就是每一次考問信德的時候
[00:14:06.980 --> 00:14:09.480]  現在我們考問信德不會問這個問題
[00:14:09.480 --> 00:14:10.680]  每一次考問信德都會問我們
[00:14:10.680 --> 00:14:13.280]  如果有一天有人拿著槍指著你的頭的時候
[00:14:13.280 --> 00:14:14.280]  你還信不信耶穌
[00:14:14.280 --> 00:14:15.880]  如果你信的話會一槍射死你
[00:14:15.880 --> 00:14:16.580]  如果不信的話
[00:14:16.580 --> 00:14:20.080]  你就可以放你走了
[00:14:20.080 --> 00:14:21.280]  那你會怎麼決定呢
[00:14:21.280 --> 00:14:22.880]  當時我心裡聽完之後
[00:14:22.880 --> 00:14:24.480]  開玩笑
[00:14:24.480 --> 00:14:26.480]  都不會發生這件事
[00:14:26.480 --> 00:14:28.380]  當然信了
[00:14:28.380 --> 00:14:31.780]  因為你不會想過會發生這件事
[00:14:31.780 --> 00:14:33.080]  但是今天
[00:14:33.080 --> 00:14:34.680]  今時今日
[00:14:34.680 --> 00:14:37.180]  大兄姐們
[00:14:37.180 --> 00:14:40.480]  你見到伊斯蘭國的出現
[00:14:40.480 --> 00:14:41.280]  你見到
[00:14:41.280 --> 00:14:42.480]  如果這段片是真的話
[00:14:42.480 --> 00:14:45.480]  二十一個基督徒活生生的
[00:14:45.480 --> 00:14:47.780]  被人將頭割了出來
[00:14:47.780 --> 00:14:50.580]  因為信仰的緣故
[00:14:50.580 --> 00:14:53.880]  這裡不是在說生死的問題
[00:14:53.880 --> 00:14:55.380]  是在說買賣的問題
[00:14:55.380 --> 00:14:57.480]  是在說生活的問題
[00:14:57.480 --> 00:14:59.380]  你知道今天在伊斯蘭的地方
[00:14:59.380 --> 00:15:00.680]  伊斯蘭國家
[00:15:00.680 --> 00:15:01.680]  不是說伊斯蘭國
[00:15:01.680 --> 00:15:04.380]  伊斯蘭信仰的國家裡面
[00:15:04.380 --> 00:15:06.380]  只要有一個人信耶穌
[00:15:06.380 --> 00:15:08.980]  他立刻改名
[00:15:08.980 --> 00:15:09.880]  他改名之後
[00:15:09.880 --> 00:15:11.780]  全個國家看他的名字就知道
[00:15:11.780 --> 00:15:15.380]  他已經改變了信仰
[00:15:15.380 --> 00:15:17.280]  他失去了社會的福利
[00:15:17.280 --> 00:15:18.680]  失去了國家的保障
[00:15:18.680 --> 00:15:24.380]  也沒有一個回教的老闆會聘請他
[00:15:24.380 --> 00:15:29.180]  這些信徒仍然堅持他的信仰
[00:15:29.180 --> 00:15:31.080]  大兄姐們
[00:15:31.080 --> 00:15:33.480]  今天我們會不會為了
[00:15:33.480 --> 00:15:35.080]  我們目前的利益
[00:15:35.080 --> 00:15:38.180]  放棄了我們的信仰的要求
[00:15:38.180 --> 00:15:40.080]  我們看完啟述二十章四節
[00:15:40.080 --> 00:15:42.680]  漢健亞斯在寶座座上有審判的權
[00:15:42.680 --> 00:15:44.080]  並賜給他門由漢健亞斯
[00:15:44.080 --> 00:15:45.680]  因為給耶穌作見證
[00:15:45.680 --> 00:15:49.880]  並為神的道被斬首的人的靈魂
[00:15:49.880 --> 00:15:51.580]  如果那段影片是真的
[00:15:51.580 --> 00:15:54.180]  那二十一個被斬首的人
[00:15:54.180 --> 00:15:57.180]  在這段經文裡面
[00:15:57.180 --> 00:15:58.680]  他看到的是
[00:15:58.680 --> 00:16:00.680]  沒有拜過獸和獸的像
[00:16:00.680 --> 00:16:03.180]  也沒有受過印記的人的靈魂
[00:16:03.180 --> 00:16:07.380]  他們都要復活與基督一同作王一千年
[00:16:07.380 --> 00:16:08.180]  信仰的首
[00:16:08.180 --> 00:16:12.680]  最後這個首是說一個堅貞的首
[00:16:12.680 --> 00:16:14.380]  我們為了我們的信仰
[00:16:14.380 --> 00:16:16.080]  是不惜代價
[00:16:16.080 --> 00:16:17.980]  是付出任何代價
[00:16:17.980 --> 00:16:20.180]  我們要堅持相信
[00:16:20.180 --> 00:16:23.880]  耶穌基督是我們生命的主
[00:16:23.880 --> 00:16:27.580]  第二方面我們提到工作的首
[00:16:27.580 --> 00:16:30.980]  聖經裡面不斷要勸喻我們的事情就是
[00:16:30.980 --> 00:16:33.580]  《耳福所書》四章二十八節:偷竊的不要再偷
[00:16:33.580 --> 00:16:34.280]  他要工作
[00:16:34.280 --> 00:16:35.580]  親手做正當的事
[00:16:35.580 --> 00:16:38.380]  使得自己可以得到的
[00:16:38.380 --> 00:16:39.980]  分級缺乏的人
[00:16:39.980 --> 00:16:41.580]  貼前四章十節說
[00:16:41.580 --> 00:16:43.780]  但我勸弟兄們要更加努力
[00:16:43.780 --> 00:16:45.280]  要立志過安靜的生活
[00:16:45.280 --> 00:16:45.980]  管理自己
[00:16:45.980 --> 00:16:46.880]  親手做工
[00:16:46.880 --> 00:16:48.680]  正如我從前吩咐你們的
[00:16:48.680 --> 00:16:50.980]  好使你們的行為能夠得到愛
[00:16:50.980 --> 00:16:51.880]  幫人的尊敬
[00:16:51.880 --> 00:16:54.680]  同時也不依賴任何的人
[00:16:54.680 --> 00:16:56.180]  聖經裡面勸喻你和我
[00:16:56.180 --> 00:16:58.280]  弟兄們
[00:16:58.280 --> 00:17:00.980]  養妻護兒是我們的責任
[00:17:00.980 --> 00:17:04.880]  縱使社會上男女的角色開始轉變
[00:17:04.880 --> 00:17:07.680]  我們要因勤的工作
[00:17:07.680 --> 00:17:10.880]  做正當的事
[00:17:10.880 --> 00:17:13.280]  這是我們的責任
[00:17:13.280 --> 00:17:15.980]  這是我們的天職
[00:17:15.980 --> 00:17:18.980]  基督徒比非基督徒應該更加的因勤
[00:17:18.980 --> 00:17:20.380]  以至於外邦人在我們身上
[00:17:20.380 --> 00:17:22.380]  看到我們因勤的時候
[00:17:22.380 --> 00:17:25.680]  是尊敬我們還是尊敬我們的信仰
[00:17:25.680 --> 00:17:26.780]  《羅馬書》十二章十一節說
[00:17:26.780 --> 00:17:29.180]  因勤不過懶惰 心靈要火熱
[00:17:29.180 --> 00:17:30.480]  上上的服侍主
[00:17:30.480 --> 00:17:31.380]  曾言說
[00:17:31.380 --> 00:17:33.380]  有手好閒的招致貧窮
[00:17:33.380 --> 00:17:35.980]  勤力工作的會得到富足
[00:17:35.980 --> 00:17:37.480]  這個世代的人
[00:17:37.480 --> 00:17:42.380]  太多人去嫉妒羨慕人有錢
[00:17:42.380 --> 00:17:45.980]  但不要忘記
[00:17:45.980 --> 00:17:47.880]  懶惰的人
[00:17:47.880 --> 00:17:50.180]  是會招致貧窮的
[00:17:50.180 --> 00:17:51.480]  勤勞的人
[00:17:51.480 --> 00:17:56.580]  才會得到富足
[00:17:56.580 --> 00:17:58.280]  與其我們嫉妒
[00:17:58.280 --> 00:18:00.080]  不抵得人有錢
[00:18:00.080 --> 00:18:04.580]  不如我們勤勞的去賺錢
[00:18:04.580 --> 00:18:06.380]  我最近聽了一個故事
[00:18:06.380 --> 00:18:08.480]  有兩個故事
[00:18:08.480 --> 00:18:09.780]  過往幾堂都沒有講
[00:18:09.780 --> 00:18:12.280]  這一堂特別有感動和你們講
[00:18:12.280 --> 00:18:16.680]  因為我見到這一堂比較年輕
[00:18:16.680 --> 00:18:20.680]  我親耳聽著一個女孩告訴我
[00:18:20.680 --> 00:18:23.180]  她的朋友在潮州
[00:18:23.180 --> 00:18:25.680]  下去深圳
[00:18:25.680 --> 00:18:28.080]  隻身下去深圳
[00:18:28.080 --> 00:18:30.580]  一個人
[00:18:30.580 --> 00:18:32.880]  在淘寶裡面
