
[00:00:00.000 --> 00:00:02.000]  親愛的親姐妹,平安!
[00:02:22.000 --> 00:02:25.000]  我對家人很少關顧
[00:02:25.000 --> 00:02:29.000]  但是如今我才發覺,我剩下很少時間
[00:02:29.000 --> 00:02:34.000]  卻是發覺我給了太少時間我的家人和我的神
[00:02:34.000 --> 00:02:41.000]  不知道大家對這個見證是怎樣看法呢?
[00:02:41.000 --> 00:02:43.000]  是不是這樣啊,Wendy?
[00:02:43.000 --> 00:02:46.000]  不是這樣的,人生真的要拼拼搏的
[00:02:46.000 --> 00:02:48.000]  否則我們怎樣上位呢?
[00:02:48.000 --> 00:02:51.000]  Wendy是一個生命價值的見證人
[00:02:51.000 --> 00:02:53.000]  她的見證是可以信的
[00:02:53.000 --> 00:02:57.000]  因為她的見證是以生命短暫的經驗
[00:02:57.000 --> 00:03:00.000]  痛苦的經歷來反省出來的
[00:03:00.000 --> 00:03:05.000]  今天我要和大家分享一個更有力的見證人
[00:03:05.000 --> 00:03:08.000]  在啟示錄三章
[00:03:08.000 --> 00:03:13.000]  耶穌給一間教會叫做老弟家教會的一封信裏
[00:03:13.000 --> 00:03:15.000]  他是這樣來稱呼自己的
[00:03:15.000 --> 00:03:18.000]  我們一起看看這個經文
[00:03:18.000 --> 00:03:20.000]  啟示錄三章十四節
[00:03:20.000 --> 00:03:21.000]  我們一起讀好不好?
[00:03:21.000 --> 00:03:25.000]  你要寫信給老弟家教會的使者說
[00:03:25.000 --> 00:03:29.000]  那為阿門的,為誠信真實見證的
[00:03:29.000 --> 00:03:34.000]  在神創造萬物之上為元首的說
[00:03:34.000 --> 00:03:37.000]  這裏是一個信的起手語
[00:03:37.000 --> 00:03:40.000]  這封信提到他自己是甚麼人呢?
[00:03:40.000 --> 00:03:41.000]  他是一個阿門
[00:03:41.000 --> 00:03:42.000]  阿門我們經常都知道的
[00:03:42.000 --> 00:03:44.000]  我們每次禱告都是阿門
[00:03:44.000 --> 00:03:46.000]  但是有多少人知道阿門的意思呢?
[00:03:46.000 --> 00:03:49.000]  有些教會在禱告完結的時候
[00:03:49.000 --> 00:03:51.000]  他會說誠心所願
[00:03:51.000 --> 00:03:53.000]  都是一個阿門的意思就是說
[00:03:53.000 --> 00:03:56.000]  我所禱告的是真實的
[00:03:56.000 --> 00:03:58.000]  所以這個阿門
[00:03:58.000 --> 00:04:00.000]  耶穌說他是一個真實的
[00:04:00.000 --> 00:04:04.000]  是不會有欺騙,不會有詭詐的
[00:04:04.000 --> 00:04:06.000]  而且誠信真實的見證
[00:04:06.000 --> 00:04:07.000]  他的身份是甚麼呢?
[00:04:07.000 --> 00:04:10.000]  是見證人
[00:04:10.000 --> 00:04:12.000]  他是見證誰呢?
[00:04:12.000 --> 00:04:14.000]  他是見證他的父神
[00:04:14.000 --> 00:04:20.000]  而且他是在一切的財富之上為元首
[00:04:20.000 --> 00:04:22.000]  地上的一切財富在哪裏來呢?
[00:04:22.000 --> 00:04:25.000]  豈不是我們主耶穌所創造的天地裏面
[00:04:25.000 --> 00:04:26.000]  拿出來的嗎?
[00:04:26.000 --> 00:04:27.000]  人就據為己有
[00:04:27.000 --> 00:04:31.000]  就以為他們在當中積聚財富
[00:04:31.000 --> 00:04:34.000]  原來每一件都是拿回來的
[00:04:34.000 --> 00:04:35.000]  大家看
[00:04:35.000 --> 00:04:39.000]  耶穌他作為一個資源的主元首
[00:04:39.000 --> 00:04:42.000]  作為一個無偽無謊話的神
[00:04:42.000 --> 00:04:43.000]  他作的見證
[00:04:43.000 --> 00:04:46.000]  大家知道我們一定可以信
[00:04:46.000 --> 00:04:49.000]  當耶穌說他要評定一個信徒
[00:04:49.000 --> 00:04:52.000]  他的生命是怎樣的時候
[00:04:52.000 --> 00:04:55.000]  他的見證是可以信的
[00:04:55.000 --> 00:04:57.000]  很多時候我們會自己評估
[00:04:57.000 --> 00:04:58.000]  自己的成就
[00:04:58.000 --> 00:05:02.000]  自己的生命是怎樣
[00:05:02.000 --> 00:05:04.000]  回到教會的時候我們一邊看
[00:05:04.000 --> 00:05:05.000]  我回到教會這麼久
[00:05:05.000 --> 00:05:06.000]  一邊在成長中
[00:05:06.000 --> 00:05:08.000]  我認識了很多聖經
[00:05:08.000 --> 00:05:09.000]  認識了很多道理
[00:05:09.000 --> 00:05:11.000]  我們要評估自己有多少分呢?
[00:05:11.000 --> 00:05:17.000]  好像上次我們有健康教會調查的時候
[00:05:17.000 --> 00:05:19.000]  我們知道我們教會大約有這麼多分
[00:05:19.000 --> 00:05:21.000]  但是要記住一件事
[00:05:21.000 --> 00:05:24.000]  我們是否一個誠信可靠
[00:05:24.000 --> 00:05:28.000]  而且是真正知道所有事的人呢?
[00:05:28.000 --> 00:05:31.000]  所以縱然我們這次50分
[00:05:31.000 --> 00:05:34.000]  代表著什麼呢?
[00:05:34.000 --> 00:05:36.000]  51分又代表著什麼呢?
[00:05:36.000 --> 00:05:38.000]  始終都有分數
[00:05:38.000 --> 00:05:40.000]  但是我們始終有個客觀
[00:05:40.000 --> 00:05:43.000]  我們覺得自己的評價是怎樣
[00:05:43.000 --> 00:05:45.000]  但是主今天要對這個老底家教會
[00:05:45.000 --> 00:05:48.000]  講出他對這間教會的評價
[00:05:48.000 --> 00:05:52.000]  我們來看第15節
[00:05:52.000 --> 00:05:55.000]  這間叫老底家
[00:05:55.000 --> 00:05:56.000]  我的題目是
[00:05:56.000 --> 00:05:58.000]  外強中乾的老底家
[00:05:58.000 --> 00:06:01.000]  堪看但不中庸
[00:06:01.000 --> 00:06:02.000]  為什麼呢?
[00:06:02.000 --> 00:06:04.000]  第15節那裡說到
[00:06:04.000 --> 00:06:06.000]  我知道你的行為
[00:06:06.000 --> 00:06:08.000]  又不冷又不熱
[00:06:08.000 --> 00:06:11.000]  我巴不得你或冷或熱
[00:06:11.000 --> 00:06:15.000]  你既如溫水也不冷也不熱
[00:06:15.000 --> 00:06:22.000]  所以我必從我口中把你吐出去
[00:06:22.000 --> 00:06:25.000]  耶穌是看行為的
[00:06:25.000 --> 00:06:26.000]  我們很多時候
[00:06:26.000 --> 00:06:29.000]  當我們檢定身體健康的時候
[00:06:29.000 --> 00:06:30.000]  我會用很多方法
[00:06:30.000 --> 00:06:34.000]  我們用一些試紙
[00:06:34.000 --> 00:06:35.000]  糖尿的試紙
[00:06:35.000 --> 00:06:36.000]  驗孕的試紙
[00:06:36.000 --> 00:06:38.000]  我們用一些磅
[00:06:38.000 --> 00:06:40.000]  量體重肥不肥瘦不瘦
[00:06:40.000 --> 00:06:42.000]  跟著如果有些不舒服的時候
[00:06:42.000 --> 00:06:45.000]  想檢查清楚就照X光
[00:06:45.000 --> 00:06:47.000]  再清楚些又再持力共振
[00:06:47.000 --> 00:06:50.000]  我們發明了很多很多的工具
[00:06:50.000 --> 00:06:51.000]  為的是什麼呢?
[00:06:51.000 --> 00:06:52.000]  要準確性
[00:06:52.000 --> 00:06:54.000]  準確知道自己身體的狀況
[00:06:54.000 --> 00:06:55.000]  健康狀況
[00:06:55.000 --> 00:06:57.000]  但是在靈性的狀況裡
[00:06:57.000 --> 00:07:00.000]  我們怎樣可以測度呢?
[00:07:00.000 --> 00:07:02.000]  你來多少次教會嗎?
[00:07:02.000 --> 00:07:04.000]  你用多少時間讀聖經嗎?
[00:07:04.000 --> 00:07:05.000]  是不是這樣呢?
[00:07:05.000 --> 00:07:06.000]  耶穌說
[00:07:06.000 --> 00:07:10.000]  不需要問耶穌自己心裡
[00:07:10.000 --> 00:07:12.000]  很清楚答案是什麼
[00:07:12.000 --> 00:07:16.000]  因為祂是試過
[00:07:16.000 --> 00:07:18.000]  祂將我們的行為
[00:07:18.000 --> 00:07:21.000]  好像水一樣放進口裡
[00:07:21.000 --> 00:07:24.000]  試一下你的水清不清甜
[00:07:24.000 --> 00:07:27.000]  你的水適不適用
[00:07:27.000 --> 00:07:29.000]  究竟我們行為
[00:07:29.000 --> 00:07:31.000]  耶穌怎樣試呢?
[00:07:31.000 --> 00:07:33.000]  我們的信仰行為怎樣呢?
[00:07:33.000 --> 00:07:34.000]  我們說我們禱告
[00:07:34.000 --> 00:07:35.000]  我們讀經
[00:07:35.000 --> 00:07:36.000]  我們敬拜
[00:07:36.000 --> 00:07:38.000]  我們去傳福音
[00:07:38.000 --> 00:07:40.000]  這個是表面的行為
[00:07:40.000 --> 00:07:41.000]  耶穌看的
[00:07:41.000 --> 00:07:42.000]  在你裡面
[00:07:42.000 --> 00:07:44.000]  究竟你是真正的動機
[00:07:44.000 --> 00:07:45.000]  是什麼呢?
[00:07:45.000 --> 00:07:48.000]  你有沒有尋找到一些不好的意念呢?
[00:07:48.000 --> 00:07:50.000]  你做這些事是不是要別人賞識呢?
[00:07:50.000 --> 00:07:51.000]  你做這些事
[00:07:51.000 --> 00:07:54.000]  是不是叫自己心安理得呢?
[00:07:54.000 --> 00:07:56.000]  耶穌說
[00:07:56.000 --> 00:07:57.000]  我知道
[00:07:57.000 --> 00:07:58.000]  我清楚
[00:07:58.000 --> 00:07:59.000]  我不需要X光
[00:07:59.000 --> 00:08:00.000]  不需要磁力共振
[00:08:00.000 --> 00:08:01.000]  我知道
[00:08:01.000 --> 00:08:02.000]  腦底家
[00:08:02.000 --> 00:08:04.000]  你教會的問題在哪裡呢?
[00:08:04.000 --> 00:08:07.000]  你又不冷又不熱
[00:08:07.000 --> 00:08:09.000]  不過是溫水一樣
[00:08:09.000 --> 00:08:10.000]  後果就是
[00:08:10.000 --> 00:08:11.000]  因為你的行為好像溫水
[00:08:11.000 --> 00:08:13.000]  我們要吐出來
[00:08:13.000 --> 00:08:14.000]  我們理解就是說
[00:08:14.000 --> 00:08:16.000]  當耶穌說要吐出溫水的時候
[00:08:16.000 --> 00:08:18.000]  溫水好不好呢?
[00:08:18.000 --> 00:08:21.000]  知道耶穌說這個是不好的
[00:08:21.000 --> 00:08:23.000]  雖然可能在座當中
[00:08:23.000 --> 00:08:25.000]  嘩!我喜歡一些暖水
[00:08:25.000 --> 00:08:26.000]  腸胃不好
[00:08:26.000 --> 00:08:27.000]  我胃病
[00:08:27.000 --> 00:08:31.000]  我不要經常喝一些凍水
[00:08:31.000 --> 00:08:33.000]  來令到脾胃不好
[00:08:33.000 --> 00:08:34.000]  醫生中醫經常叫我
[00:08:34.000 --> 00:08:36.000]  不要喝凍水
[00:08:36.000 --> 00:08:37.000]  不要喝奶茶
[00:08:37.000 --> 00:08:38.000]  很多東西不要不要不要
[00:08:38.000 --> 00:08:40.000]  不要太熱的東西
[00:08:40.000 --> 00:08:42.000]  燙到腸胃
[00:08:42.000 --> 00:08:43.000]  原來呢
[00:08:43.000 --> 00:08:46.000]  耶穌說這句話的意思是什麼呢?
[00:08:46.000 --> 00:08:47.000]  不是說水溫
[00:08:47.000 --> 00:08:51.000]  而是借著老底家教會本身的環境
[00:08:51.000 --> 00:08:54.000]  老底家人熟悉的事物
[00:08:54.000 --> 00:08:57.000]  來說出真實的道理
[00:08:57.000 --> 00:08:59.000]  究竟這個道理是什麼呢?
[00:08:59.000 --> 00:09:01.000]  我們看一張圖
[00:09:01.000 --> 00:09:03.000]  原來老底家的位置
[00:09:03.000 --> 00:09:06.000]  其實就在現在的土耳其那裡
[00:09:06.000 --> 00:09:09.000]  老底家附近有另外兩個城市
[00:09:09.000 --> 00:09:11.000]  大家可能有一個城市都很熟悉
[00:09:11.000 --> 00:09:12.000]  就是哥羅西
[00:09:12.000 --> 00:09:15.000]  朱傳道今天在說哥羅西書底貨
[00:09:15.000 --> 00:09:18.000]  另外一個就是希拉波納
[00:09:18.000 --> 00:09:21.000]  最近剛剛從土耳其回來
[00:09:21.000 --> 00:09:24.000]  去了左手邊上角那個地方
[00:09:24.000 --> 00:09:25.000]  大家如果認得
[00:09:25.000 --> 00:09:27.000]  這個叫棉花堡
[00:09:27.000 --> 00:09:30.000]  好像雪山的山地上面
[00:09:30.000 --> 00:09:33.000]  有一個個很碧藍色的湖
[00:09:33.000 --> 00:09:35.000]  那個山是雪
[00:09:35.000 --> 00:09:36.000]  但它不是雪
[00:09:36.000 --> 00:09:38.000]  而是原來石頭已經被
[00:09:38.000 --> 00:09:40.000]  這些水
[00:09:40.000 --> 00:09:42.000]  這些很熱的溫泉水
[00:09:42.000 --> 00:09:43.000]  蓋化了
[00:09:43.000 --> 00:09:45.000]  因為水裏面是蘊含了
[00:09:45.000 --> 00:09:48.000]  很多的一些礦物質
[00:09:48.000 --> 00:09:49.000]  石灰
[00:09:49.000 --> 00:09:51.000]  所以令到整個山地
[00:09:51.000 --> 00:09:53.000]  都好像白色一樣
[00:09:53.000 --> 00:09:55.000]  而這些溫泉水
[00:09:55.000 --> 00:09:57.000]  人們去的時候是為了什麼呢?
[00:09:57.000 --> 00:09:59.000]  因為原來熱的溫泉水
[00:09:59.000 --> 00:10:00.000]  有礦物的溫泉水
[00:10:00.000 --> 00:10:02.000]  會能夠醫好很多的皮膚病
[00:10:02.000 --> 00:10:03.000]  甚至很多的
[00:10:03.000 --> 00:10:04.000]  為了健康
[00:10:04.000 --> 00:10:07.000]  專程去一些溫泉
[00:10:07.000 --> 00:10:09.000]  這個棉花堡其實就在
[00:10:09.000 --> 00:10:12.000]  希拉波納附近
[00:10:12.000 --> 00:10:14.000]  而哥羅西本身
[00:10:14.000 --> 00:10:16.000]  就在河的旁邊
[00:10:16.000 --> 00:10:18.000]  所以有很多的水
[00:10:18.000 --> 00:10:19.000]  而兩者的水
[00:10:19.000 --> 00:10:21.000]  正是魯底加所缺乏的
[00:10:21.000 --> 00:10:23.000]  因為魯底加這個地方
[00:10:23.000 --> 00:10:26.000]  雖然位於一些工商的要道裏面
[00:10:26.000 --> 00:10:28.000]  但是它唯一的
[00:10:28.000 --> 00:10:29.000]  沒有的話
[00:10:29.000 --> 00:10:31.000]  就是水源
[00:10:31.000 --> 00:10:35.000]  所以在羅馬的政府底下
[00:10:35.000 --> 00:10:37.000]  羅馬就建了很多這些水管
[00:10:37.000 --> 00:10:40.000]  大家如果看右下角的時候
[00:10:40.000 --> 00:10:42.000]  這些水管不會有鉛毒的
[00:10:42.000 --> 00:10:43.000]  因為水管
[00:10:43.000 --> 00:10:45.000]  它早就知道不要用鐵了
[00:10:45.000 --> 00:10:47.000]  都是用一些啞的來做
[00:10:47.000 --> 00:10:48.000]  這些水管
[00:10:48.000 --> 00:10:50.000]  一直將希拉波納的水
[00:10:50.000 --> 00:10:52.000]  引來魯底加
[00:10:52.000 --> 00:10:53.000]  同樣的
[00:10:53.000 --> 00:10:55.000]  哥羅西的水引去魯底加
[00:10:55.000 --> 00:10:57.000]  所以魯底加裏面
[00:10:57.000 --> 00:10:58.000]  有熱水
[00:10:58.000 --> 00:10:59.000]  有冷水
[00:10:59.000 --> 00:11:00.000]  但是可惜的
[00:11:00.000 --> 00:11:02.000]  就是希拉波納的熱水
[00:11:02.000 --> 00:11:03.000]  因為路途太遠了
[00:11:03.000 --> 00:11:04.000]  隔成六里
[00:11:04.000 --> 00:11:06.000]  所以去到魯底加的時候
[00:11:06.000 --> 00:11:09.000]  慢慢就變成了溫水
[00:11:09.000 --> 00:11:13.000]  當溫泉水降溫的時候
[00:11:13.000 --> 00:11:15.000]  它那個醫療的效果
[00:11:15.000 --> 00:11:17.000]  就不可以用
[00:11:17.000 --> 00:11:19.000]  耶穌就是用這個情況
[00:11:19.000 --> 00:11:21.000]  講出來
[00:11:21.000 --> 00:11:22.000]  就是說
[00:11:22.000 --> 00:11:24.000]  你如果喝這些溫泉水
[00:11:24.000 --> 00:11:26.000]  其實會令你作嘔
[00:11:26.000 --> 00:11:28.000]  因為那種礦物的味道
[00:11:28.000 --> 00:11:29.000]  它仍然未沉澱
[00:11:29.000 --> 00:11:30.000]  仍然在裏面
[00:11:30.000 --> 00:11:32.000]  又不冷不熱
[00:11:32.000 --> 00:11:34.000]  而是解不了渴
[00:11:34.000 --> 00:11:36.000]  而且你嘔出來
[00:11:36.000 --> 00:11:37.000]  所以耶穌說
[00:11:37.000 --> 00:11:40.000]  巴不得你或冷或熱
[00:11:40.000 --> 00:11:41.000]  為什麼呢
[00:11:41.000 --> 00:11:44.000]  冷的水可以解渴
[00:11:44.000 --> 00:11:48.000]  熱的水可以作為醫療的作用
[00:11:48.000 --> 00:11:50.000]  但是可惜魯底加
[00:11:50.000 --> 00:11:52.000]  他們給耶穌的水
[00:11:52.000 --> 00:11:54.000]  是一個溫水
[00:11:54.000 --> 00:11:56.000]  意思就是
[00:11:56.000 --> 00:11:58.000]  有用和沒用
[00:11:58.000 --> 00:12:00.000]  當耶穌說要喝水的時候
[00:12:00.000 --> 00:12:01.000]  魯底加給耶穌的
[00:12:01.000 --> 00:12:03.000]  是一種呈現的
[00:12:03.000 --> 00:12:04.000]  是這些溫水
[00:12:04.000 --> 00:12:08.000]  根本不可以喝下去
[00:12:08.000 --> 00:12:10.000]  弟兄姊妹
[00:12:10.000 --> 00:12:14.000]  這個就是魯底加的難處
[00:12:14.000 --> 00:12:15.000]  我們以為
[00:12:15.000 --> 00:12:19.000]  耶穌連冷淡都可以
[00:12:19.000 --> 00:12:21.000]  既然在宗教裏面
[00:12:21.000 --> 00:12:23.000]  不是這麼熱情
[00:12:23.000 --> 00:12:24.000]  不是這麼熱情
[00:12:24.000 --> 00:12:25.000]  來到親近我的時候
[00:12:25.000 --> 00:12:27.000]  不如你就
[00:12:27.000 --> 00:12:29.000]  要不就完全離開我
[00:12:29.000 --> 00:12:31.000]  要不就火熱地找我
[00:12:31.000 --> 00:12:32.000]  不是
[00:12:32.000 --> 00:12:36.000]  你做了很多宗教行為
[00:12:36.000 --> 00:12:38.000]  做了一些事情
[00:12:38.000 --> 00:12:40.000]  來獻情給主耶穌
[00:12:40.000 --> 00:12:42.000]  但是對主耶穌來說
[00:12:42.000 --> 00:12:44.000]  這是不是祂需要的呢
[00:12:44.000 --> 00:12:46.000]  如果不需要的話
[00:12:46.000 --> 00:12:47.000]  根本你就不要給祂了
[00:12:47.000 --> 00:12:49.000]  因為耶穌不會愛
[00:12:49.000 --> 00:12:50.000]  我的家人
[00:12:50.000 --> 00:12:52.000]  曾經在早幾年去日本
[00:12:52.000 --> 00:12:54.000]  他不懂得說日文
[00:12:54.000 --> 00:12:56.000]  所以他吃完東西之後
[00:12:56.000 --> 00:12:58.000]  見到旁邊有些湯
[00:12:58.000 --> 00:13:00.000]  不知道怎麼叫
[00:13:00.000 --> 00:13:02.000]  寫了中國字
[00:13:02.000 --> 00:13:04.000]  因為日本字和中國字有點相同
[00:13:04.000 --> 00:13:06.000]  給了一個服務員
[00:13:06.000 --> 00:13:08.000]  服務員就很奇怪
[00:13:08.000 --> 00:13:09.000]  他不是馬上拿湯來
[00:13:09.000 --> 00:13:11.000]  而是指向遠遠地方
[00:13:11.000 --> 00:13:13.000]  好像另一間地方
[00:13:13.000 --> 00:13:14.000]  很奇怪
[00:13:14.000 --> 00:13:15.000]  為什麼你喝湯
[00:13:15.000 --> 00:13:16.000]  為什麼你不送來
[00:13:16.000 --> 00:13:17.000]  還要指向很遠
[00:13:17.000 --> 00:13:19.000]  難道那裡才喝湯嗎
[00:13:19.000 --> 00:13:21.000]  我的家人就不開心
[00:13:21.000 --> 00:13:22.000]  後來發現
[00:13:22.000 --> 00:13:24.000]  原來日本的湯字
[00:13:24.000 --> 00:13:26.000]  和我們理解的湯是不同的
[00:13:26.000 --> 00:13:28.000]  日本的湯
[00:13:28.000 --> 00:13:29.000]  如果你要喝
[00:13:29.000 --> 00:13:30.000]  喝到你肚子裂開
[00:13:30.000 --> 00:13:31.000]  就喝不完
[00:13:31.000 --> 00:13:33.000]  因為他是在說熱水的木浴
[00:13:33.000 --> 00:13:35.000]  或者是溫泉浴
[00:13:35.000 --> 00:13:37.000]  所以當我
[00:13:37.000 --> 00:13:38.000]  大家理解一下
[00:13:38.000 --> 00:13:40.000]  當我們需要一樣東西的時候
[00:13:40.000 --> 00:13:41.000]  而另外的人
[00:13:41.000 --> 00:13:42.000]  給另外一些
[00:13:42.000 --> 00:13:43.000]  不關痛癢的事
[00:13:43.000 --> 00:13:45.000]  完全沒有關係的東西
[00:13:45.000 --> 00:13:47.000]  給你來滿足你的時候
[00:13:47.000 --> 00:13:48.000]  你要不要
[00:13:48.000 --> 00:13:49.000]  我們絕對不要
[00:13:49.000 --> 00:13:51.000]  而且我們會覺得
[00:13:51.000 --> 00:13:52.000]  有沒有搞錯
[00:13:52.000 --> 00:13:54.000]  你這樣怠慢我
[00:13:54.000 --> 00:13:56.000]  耶穌不喜歡我們
[00:13:56.000 --> 00:13:58.000]  你們獻情一點
[00:13:58.000 --> 00:14:00.000]  祂不需要的東西
[00:14:00.000 --> 00:14:01.000]  雖然
[00:14:01.000 --> 00:14:02.000]  三種水
[00:14:02.000 --> 00:14:04.000]  似乎都是水
[00:14:04.000 --> 00:14:09.000]  都好像質地沒什麼分別
[00:14:09.000 --> 00:14:11.000]  差不多而已
[00:14:11.000 --> 00:14:12.000]  哪種水都不要緊
[00:14:12.000 --> 00:14:13.000]  是耶穌
[00:14:13.000 --> 00:14:15.000]  但問題就是
[00:14:15.000 --> 00:14:17.000]  正如我們宗教的行為
[00:14:17.000 --> 00:14:19.000]  很多人都說
[00:14:19.000 --> 00:14:20.000]  我自己會祈禱
[00:14:20.000 --> 00:14:23.000]  很多人都會去很多聚會
[00:14:23.000 --> 00:14:24.000]  但是真正能夠是
[00:14:24.000 --> 00:14:28.000]  驗明我們內心的動機的
[00:14:28.000 --> 00:14:30.000]  是耶穌基督
[00:14:30.000 --> 00:14:33.000]  你怎樣來處理你的生活呢
[00:14:33.000 --> 00:14:35.000]  如果今天耶穌在這裡
[00:14:35.000 --> 00:14:37.000]  跟我們做一個NCD測試
[00:14:37.000 --> 00:14:38.000]  祂不需要的
[00:14:38.000 --> 00:14:40.000]  祂只是給我們一個結果
[00:14:40.000 --> 00:14:42.000]  某某
[00:14:42.000 --> 00:14:44.000]  你知不知道你幾多分
[00:14:44.000 --> 00:14:46.000]  你知不知道是冷水還是熱水
[00:14:46.000 --> 00:14:48.000]  兩種分的
[00:14:48.000 --> 00:14:49.000]  要不你就合格
[00:14:49.000 --> 00:14:50.000]  要不你就不合格
[00:14:50.000 --> 00:14:52.000]  要不就主接受你
[00:14:52.000 --> 00:14:54.000]  要不就主要吐出來
[00:14:54.000 --> 00:14:56.000]  如果今天
[00:14:56.000 --> 00:14:58.000]  你真是細心去
[00:14:58.000 --> 00:15:00.000]  看回你自己生活的時候
[00:15:00.000 --> 00:15:02.000]  究竟你是屬於哪種呢
[00:15:02.000 --> 00:15:04.000]  如果你怕
[00:15:04.000 --> 00:15:05.000]  耶穌死了
[00:15:05.000 --> 00:15:06.000]  我是沒用的
[00:15:06.000 --> 00:15:08.000]  怎麼辦呢
[00:15:08.000 --> 00:15:10.000]  好慘喔
[00:15:10.000 --> 00:15:11.000]  但是耶穌說
[00:15:11.000 --> 00:15:12.000]  不用擔心
[00:15:12.000 --> 00:15:13.000]  我一看下去的時候
[00:15:13.000 --> 00:15:15.000]  見到耶穌是有恩慈的主
[00:15:15.000 --> 00:15:17.000]  雖然一開始的時候
[00:15:17.000 --> 00:15:19.000]  老弟家教會給耶穌這句說話
[00:15:19.000 --> 00:15:20.000]  一罵的時候
[00:15:20.000 --> 00:15:21.000]  覺得是很冤枉的
[00:15:21.000 --> 00:15:23.000]  因為老弟家教會
[00:15:23.000 --> 00:15:25.000]  不是一個懶的教會
[00:15:25.000 --> 00:15:26.000]  老弟家教會的人
[00:15:26.000 --> 00:15:28.000]  不是靠偷呃拐騙
[00:15:28.000 --> 00:15:31.000]  來去發達的教會
[00:15:31.000 --> 00:15:32.000]  他們有自信
[00:15:32.000 --> 00:15:33.000]  是通過自己的努力
[00:15:33.000 --> 00:15:34.000]  對得起人
[00:15:34.000 --> 00:15:36.000]  對得起神
[00:15:36.000 --> 00:15:37.000]  他所做的事
[00:15:37.000 --> 00:15:38.000]  毫無欺騙
[00:15:38.000 --> 00:15:40.000]  但是主耶穌說
[00:15:40.000 --> 00:15:41.000]  可惜你所做的事
[00:15:41.000 --> 00:15:44.000]  不符合我的需要
[00:15:44.000 --> 00:15:46.000]  弟兄姊妹
[00:15:46.000 --> 00:15:48.000]  想清楚
[00:15:48.000 --> 00:15:49.000]  你平時的生活是怎樣
[00:15:49.000 --> 00:15:51.000]  我們看三章十七到十九節
[00:15:51.000 --> 00:15:54.000]  我們去到第二個轉捩點的時候
[00:15:54.000 --> 00:15:55.000]  就是說
[00:15:55.000 --> 00:15:56.000]  當我們覺得
[00:15:56.000 --> 00:15:58.000]  我們在一個無奈的裡面
