
[00:00:00.000 --> 00:00:04.000]  今天分享的題目是「真的相信嗎?」
[00:02:07.520 --> 00:02:08.520]  於是他就說
[00:02:08.520 --> 00:02:10.320]  「你去那裡旅行」
[00:02:10.320 --> 00:02:13.120]  「你一定要吃一間餐廳」
[00:02:13.120 --> 00:02:15.920]  「這間餐廳裏面這一道菜」
[00:02:15.920 --> 00:02:19.720]  「是我全世界沒吃過這麼好吃的」
[00:02:19.720 --> 00:02:22.720]  於是他就把聯絡給了一個朋友
[00:02:22.720 --> 00:02:24.720]  那朋友就拿了一個聯絡
[00:02:24.720 --> 00:02:27.720]  好了,那下一次我們這班朋友又出來吃飯了
[00:02:27.720 --> 00:02:28.920]  又出來吃飯的時候
[00:02:28.920 --> 00:02:29.520]  那這個朋友就說
[00:02:29.520 --> 00:02:31.920]  「嘩,你上次去的那個地方」
[00:02:31.920 --> 00:02:33.920]  「你有沒有去過那間餐廳啊?」
[00:02:33.920 --> 00:02:35.920]  「我們真是認識了幾十年的朋友」
[00:02:35.920 --> 00:02:37.120]  「所以我們很率直的」
[00:02:37.120 --> 00:02:37.520]  那朋友就說
[00:02:37.520 --> 00:02:39.520]  「沒有啊,沒有去過啊」
[00:02:39.520 --> 00:02:40.120]  那朋友就說
[00:02:40.120 --> 00:02:42.920]  「這麼好吃,為甚麼你不去啊?」
[00:02:42.920 --> 00:02:44.720]  我的朋友又很坦白
[00:02:44.720 --> 00:02:45.520]  「因為我不相信」
[00:02:45.520 --> 00:02:47.720]  「全世界最好吃啊」
[00:02:47.720 --> 00:02:50.520]  當有時候我們說信不信
[00:02:50.520 --> 00:02:53.120]  是需要有生命的回應的,是不是?
[00:02:53.120 --> 00:02:55.120]  你信不信它是全世界最好吃啊?
[00:02:55.120 --> 00:02:57.520]  你信你就會去吃啦,是不是?
[00:02:57.520 --> 00:02:59.320]  但是你不信你會不會去?
[00:02:59.320 --> 00:03:00.120]  不會
[00:03:00.120 --> 00:03:02.520]  所以有時候我們問這個問題
[00:03:02.520 --> 00:03:04.320]  「真的相信嗎?」
[00:03:04.320 --> 00:03:05.720]  原來我們信和不信
[00:03:05.720 --> 00:03:10.120]  是在於我們的生命有沒有真正的回應
[00:03:10.120 --> 00:03:12.920]  所以今天當我們問我們自己
[00:03:12.920 --> 00:03:16.120]  我們是不是真的相信耶穌
[00:03:16.120 --> 00:03:18.920]  我們要問自己究竟我們的生命
[00:03:18.920 --> 00:03:21.920]  有沒有對耶穌作出回應
[00:03:21.920 --> 00:03:25.520]  所以今天我們很想在路加福音第四章十四
[00:03:25.520 --> 00:03:28.120]  到三十節這段聖經裡面
[00:03:28.120 --> 00:03:32.720]  我們學習三個生命的功課
[00:03:32.720 --> 00:03:34.720]  今天我們學習的第一個功課
[00:03:34.720 --> 00:03:39.320]  是認定基督是全世界人的救主
[00:03:39.320 --> 00:03:42.120]  就是你的主、我的主
[00:03:42.120 --> 00:03:45.520]  你後面那個主、你前面那個主
[00:03:45.520 --> 00:03:51.120]  今天我們要認清耶穌是所有人的救主
[00:03:51.120 --> 00:03:53.320]  我們一起去首先看這段聖經,好嗎?
[00:03:53.320 --> 00:03:55.520]  由第十四節到二十一節
[00:03:55.520 --> 00:03:56.320]  我們一起讀,好嗎?
[00:03:56.320 --> 00:03:57.520]  一二三
[00:03:57.520 --> 00:04:00.320]  耶穌滿有聖名的能力
[00:04:00.320 --> 00:04:02.120]  回到加利利
[00:04:02.120 --> 00:04:05.520]  他的名聲就傳遍了四方
[00:04:05.520 --> 00:04:08.720]  他在國會堂裡教訓人
[00:04:08.720 --> 00:04:10.920]  眾人都稱讚他
[00:04:10.920 --> 00:04:13.320]  耶穌來到拿實勒
[00:04:13.320 --> 00:04:16.120]  就是他長大的地方
[00:04:16.120 --> 00:04:17.320]  在安息日
[00:04:17.320 --> 00:04:21.120]  照他平常的規矩進了會堂
[00:04:21.120 --> 00:04:23.720]  站起來要念聖經
[00:04:23.720 --> 00:04:27.920]  有人把先知以賽亞的書交給他
[00:04:27.920 --> 00:04:29.520]  他就打開
[00:04:29.520 --> 00:04:32.120]  找到一處寫著說
[00:04:32.120 --> 00:04:34.720]  主的靈在我身上
[00:04:34.720 --> 00:04:37.320]  因為他用高高我
[00:04:37.320 --> 00:04:40.520]  叫我傳福音給貧窮的人
[00:04:40.520 --> 00:04:42.320]  差演我報告
[00:04:42.320 --> 00:04:44.320]  被老的得釋放
[00:04:44.320 --> 00:04:46.320]  合眼的得看見
[00:04:46.320 --> 00:04:49.320]  叫那受壓制的得自由
[00:04:49.320 --> 00:04:52.320]  報告神越勒人的欺憐
[00:04:52.320 --> 00:04:54.720]  於是把書捲起來
[00:04:54.720 --> 00:04:57.520]  交還執事就坐下
[00:04:57.520 --> 00:05:00.920]  會堂裡的人都定睛看他
[00:05:00.920 --> 00:05:02.920]  耶穌對他們說
[00:05:02.920 --> 00:05:07.320]  今天這經應驗在你們耳中了
[00:05:07.320 --> 00:05:09.120]  當我們看這段聖經的時候
[00:05:09.120 --> 00:05:11.120]  一開始第14節
[00:05:11.120 --> 00:05:14.320]  在這裡描述耶穌公開傳道的工作
[00:05:14.320 --> 00:05:17.520]  是滿有聖靈的能力
[00:05:17.520 --> 00:05:22.120]  聖靈的工作代表救恩時代的來臨
[00:05:22.120 --> 00:05:23.320]  而聖經告訴我們
[00:05:23.320 --> 00:05:27.120]  他的名聲就傳遍了四方
[00:05:27.120 --> 00:05:28.720]  耶穌行了神蹟
[00:05:28.720 --> 00:05:30.920]  有很多人因為耶穌的名聲
[00:05:30.920 --> 00:05:32.520]  就來跟著他了
[00:05:32.520 --> 00:05:36.120]  但是今天我們要問自己一條很重要的問題
[00:05:36.120 --> 00:05:41.120]  究竟今天我們是不是耶穌真正的門徒
[00:05:41.120 --> 00:05:44.520]  我們的生命是不是真正跟隨耶穌
[00:05:44.520 --> 00:05:47.120]  聖經裡面充滿著因為耶穌的名聲
[00:05:47.120 --> 00:05:48.320]  而跟著他的人
[00:05:48.320 --> 00:05:52.920]  但是我們的生命有沒有真正跟隨耶穌
[00:05:52.920 --> 00:05:53.920]  在第15節
[00:05:53.920 --> 00:05:56.920]  耶穌在會堂那裡教訓人
[00:05:56.920 --> 00:05:58.920]  眾人都稱讚他
[00:05:58.920 --> 00:06:03.320]  會堂當時是一些不同的地方組織
[00:06:03.320 --> 00:06:06.920]  因為我們知道猶太人散居在不同的地方
[00:06:06.920 --> 00:06:09.720]  他們會聚集一起祈禱
[00:06:09.720 --> 00:06:12.120]  而聚會的地方也會有教導
[00:06:12.120 --> 00:06:16.920]  這些地方容許他們在耶路撒冷範圍以外
[00:06:16.920 --> 00:06:18.920]  仍然敬拜上帝
[00:06:18.920 --> 00:06:21.720]  剛才說在會堂裡面會有祈禱的時間
[00:06:21.720 --> 00:06:24.120]  也都會有教導的時間
[00:06:24.120 --> 00:06:26.120]  所以到了第16節
[00:06:26.120 --> 00:06:28.320]  其實耶穌來到拿撒勒
[00:06:28.320 --> 00:06:29.920]  就是他自己的家鄉
[00:06:29.920 --> 00:06:31.720]  是他長大的地方
[00:06:31.720 --> 00:06:34.620]  當地的人聽過耶穌的名
[00:06:34.620 --> 00:06:38.320]  但是他未曾經歷過耶穌的神蹟
[00:06:38.320 --> 00:06:41.120]  也都未聽過耶穌的宣告
[00:06:41.120 --> 00:06:45.120]  耶穌就照著平常的規矩進了會堂
[00:06:45.120 --> 00:06:47.320]  當時在會堂裡面
[00:06:47.320 --> 00:06:51.920]  應該首先會有人去讀出摩西五經的經文
[00:06:51.920 --> 00:06:56.320]  跟著按照著傳統那些道訪的拉比
[00:06:56.320 --> 00:06:59.920]  就會有機會去宣讀和教導的
[00:06:59.920 --> 00:07:02.920]  於是耶穌站起來要去讀聖經
[00:07:02.920 --> 00:07:05.720]  有人就將以塞亞書交給他
[00:07:05.720 --> 00:07:08.320]  他就打開了
[00:07:08.320 --> 00:07:10.920]  其實耶穌讀出的這段經文
[00:07:10.920 --> 00:07:14.120]  是來自以塞亞書61章1至2節
[00:07:14.120 --> 00:07:16.720]  裡面也都有58章6節
[00:07:16.720 --> 00:07:20.920]  就是「叫那受壓制的得自由」
[00:07:20.920 --> 00:07:23.520]  當我們看一段聖經的時候
[00:07:23.520 --> 00:07:28.720]  除了加了第58章6節「使被欺壓的得自由」
[00:07:28.720 --> 00:07:34.320]  其實最後和我們神報仇的日子是省略了的
[00:07:34.320 --> 00:07:37.320]  但是這個我們一會兒會回來再看
[00:07:37.320 --> 00:07:39.720]  但是當我們去看一段聖經的時候
[00:07:39.720 --> 00:07:43.520]  其實耶穌想宣告些什麼呢?
[00:07:43.520 --> 00:07:46.620]  其實釋放和得自由
[00:07:46.620 --> 00:07:50.720]  是代表福音所帶來的饒恕
[00:07:50.720 --> 00:07:53.120]  報告神越立的欺憐
[00:07:53.120 --> 00:07:55.520]  是在說藉著耶穌
[00:07:55.520 --> 00:07:59.520]  我們人和神的關係得以和好
[00:07:59.520 --> 00:08:02.720]  當我們人和神的關係得以和好
[00:08:02.720 --> 00:08:08.520]  就是傳揚神越立的救恩的信息藉著耶穌
[00:08:08.520 --> 00:08:11.920]  我們的生命再一次被神所越立
[00:08:11.920 --> 00:08:15.520]  其實路加是用以塞亞書這段經文
[00:08:15.520 --> 00:08:18.820]  去作為耶穌侍奉的宣言
[00:08:18.820 --> 00:08:23.420]  他要指出耶穌就是以塞亞裡面所應許的
[00:08:23.420 --> 00:08:25.520]  那個沒後上帝的僕人
[00:08:25.520 --> 00:08:30.620]  耶穌就是那個被聖靈去高立的君王
[00:08:30.620 --> 00:08:37.320]  耶穌就是來彰顯神的榮耀和能力那個
[00:08:37.320 --> 00:08:40.120]  當耶穌來到的時候
[00:08:40.120 --> 00:08:42.920]  是傳福音給貧窮的人
[00:08:42.920 --> 00:08:45.020]  叫「避老的得釋放」
[00:08:45.020 --> 00:08:49.020]  「合眼的得看見」「叫那受壓制的得自由」
[00:08:49.020 --> 00:08:53.420]  很多時候我們看看這個是不是四個不同的群體
[00:08:53.420 --> 00:08:55.320]  但是很多聖經學者都指出
[00:08:55.320 --> 00:09:00.420]  其實這四樣東西是講述我們生命裡面的需要
[00:09:00.420 --> 00:09:03.420]  當然我們知道耶穌來到這個世界
[00:09:03.420 --> 00:09:05.620]  祂餵飽了飢餓的人
[00:09:05.620 --> 00:09:09.320]  耶穌來到這個世界去做醫治的工作
[00:09:09.320 --> 00:09:12.320]  耶穌來到這個世界做趕鬼的工作
[00:09:12.320 --> 00:09:16.220]  但是同時間耶穌來到這個世界
[00:09:16.220 --> 00:09:21.720]  是叫我們凌女貧窮的人去得著飽足
[00:09:21.720 --> 00:09:25.420]  叫我們原本如果沒有耶穌被罪惡捆綁
[00:09:25.420 --> 00:09:31.120]  和贖靈生命枯竿的生命得罪釋放和拯救
[00:09:31.120 --> 00:09:33.920]  叫我們原本是凌女合眼
[00:09:33.920 --> 00:09:37.220]  在黑暗裡面沒有方向的人
[00:09:37.220 --> 00:09:40.520]  得著生命的亮光和方向
[00:09:40.520 --> 00:09:44.020]  叫我們很多時在人際關係或者生命
[00:09:44.020 --> 00:09:49.120]  受傷和欺壓的生命得到醫治和釋放
[00:09:49.120 --> 00:09:51.920]  所以在《路加福音》這段記載裡面
[00:09:51.920 --> 00:09:56.320]  其實耶穌來是為我們每一個
[00:09:56.320 --> 00:09:58.520]  帶來生命的逆轉
[00:09:58.520 --> 00:10:01.320]  叫我們無論在我們什麼處境裡面
[00:10:01.320 --> 00:10:04.420]  我們的生命得著釋放和拯救
[00:10:04.420 --> 00:10:09.320]  在這裡耶穌宣告祂就是神差遣來
[00:10:09.320 --> 00:10:11.420]  叫我們得著救恩那一位
[00:10:11.420 --> 00:10:14.820]  耶穌在祂自己的家鄉宣告
[00:10:14.820 --> 00:10:16.920]  祂就是來到這個世界
[00:10:16.920 --> 00:10:20.620]  去施行神救贖計劃那一位
[00:10:20.620 --> 00:10:24.120]  但是今天我們要問自己一個問題
[00:10:24.120 --> 00:10:26.320]  就是我們相不相信
[00:10:26.320 --> 00:10:29.320]  耶穌是全世界人的救主
[00:10:29.320 --> 00:10:34.320]  並且耶穌是我們生命的救主
[00:10:34.320 --> 00:10:36.420]  我記得我讀神學的時候
[00:10:36.420 --> 00:10:39.720]  我在一個戒賭試工那裡去做實習
[00:10:39.720 --> 00:10:42.320]  當時我跟隨我學習的牧師
[00:10:42.320 --> 00:10:45.020]  每一天去見求助的個案
[00:10:45.020 --> 00:10:46.620]  在每個個案裡面
[00:10:46.620 --> 00:10:51.520]  其實那些個案都經歷著生命的捆綁和無助
[00:10:51.520 --> 00:10:55.720]  很想脫離這個賭博的引誘和捆綁
[00:10:55.720 --> 00:10:57.320]  但是無能為力
[00:10:57.320 --> 00:10:58.320]  不單止是這樣
[00:10:58.320 --> 00:11:00.520]  生命裡面有很多現實
[00:11:00.520 --> 00:11:02.020]  也有很多破碎
[00:11:02.020 --> 00:11:04.020]  現實就是通常來得到的
[00:11:04.020 --> 00:11:07.120]  都已經面對一個很巨額的債務
[00:11:07.120 --> 00:11:10.420]  怎樣去處理這個巨額的債務呢?
[00:11:10.420 --> 00:11:13.820]  另外裡面生命有很多的破碎
[00:11:13.820 --> 00:11:16.620]  和家人關係的破裂
[00:11:16.620 --> 00:11:19.420]  對家人所造成的傷害
[00:11:19.420 --> 00:11:23.320]  而自己的裡面也有很多的無助傷害
[00:11:23.320 --> 00:11:25.320]  痛苦和破碎
[00:11:25.320 --> 00:11:26.920]  面對每一個個案
[00:11:26.920 --> 00:11:29.420]  我很記得牧師只是問一個問題而已
[00:11:29.420 --> 00:11:30.620]  他不會一問就問
[00:11:30.620 --> 00:11:32.520]  你打算怎樣還債?
[00:11:32.520 --> 00:11:34.920]  或者打算你家人怎樣幫你?
[00:11:34.920 --> 00:11:35.720]  你有什麼出路?
[00:11:35.720 --> 00:11:37.720]  不是,他問每一次每一個求助
[00:11:37.720 --> 00:11:38.720]  他只是問第一句
[00:11:38.720 --> 00:11:41.720]  你相不相信唯有耶穌
[00:11:41.720 --> 00:11:44.320]  你的生命才得著拯救?
[00:11:44.320 --> 00:11:49.320]  你相不相信唯有耶穌才能幫到你?
[00:11:49.320 --> 00:11:50.320]  今天這條問題
[00:11:50.320 --> 00:11:53.420]  我覺得不只是問每一個戒賭求助的個案
[00:11:53.420 --> 00:11:55.520]  其實這條問題都在問我們每一個
[00:11:55.520 --> 00:11:59.520]  今天我們是不是相信唯有耶穌
[00:11:59.520 --> 00:12:03.220]  我們的生命才得著真正的拯救?
[00:12:03.220 --> 00:12:05.020]  今天我們相不相信耶穌
[00:12:05.020 --> 00:12:07.020]  不只是祂的救主
[00:12:07.020 --> 00:12:08.520]  你後面那個救主
[00:12:08.520 --> 00:12:11.420]  是我們每一個人的救主?
[00:12:11.420 --> 00:12:15.020]  如果今天我們相信我們的生命
[00:12:15.020 --> 00:12:18.620]  是唯有耶穌才得著拯救
[00:12:18.620 --> 00:12:23.920]  我們的生命有沒有將自己交給耶穌?
[00:12:23.920 --> 00:12:26.220]  一個我很喜歡的一段經文
[00:12:26.220 --> 00:12:29.420]  《箴言十六篇》第九節,我們一起讀
[00:12:29.420 --> 00:12:30.620]  1、2、3
[00:12:30.620 --> 00:12:33.620]  人心籌算自己的道路
[00:12:33.620 --> 00:12:37.020]  為耶和華指引他的腳步
[00:12:37.020 --> 00:12:40.520]  今天如果我們真正相信
[00:12:40.520 --> 00:12:43.320]  耶穌是我們的救主
[00:12:43.320 --> 00:12:46.120]  我們有沒有將我們的生命交給耶穌?
[00:12:46.120 --> 00:12:47.720]  上個星期我講過
[00:12:47.720 --> 00:12:52.120]  如果我們相信神的真理
[00:12:52.120 --> 00:12:55.120]  那我們就要相信聖經的真理
[00:12:55.120 --> 00:12:59.220]  是我們生命絕對的原則
[00:12:59.220 --> 00:13:01.220]  同樣今天如果我們相信
[00:13:01.220 --> 00:13:04.420]  唯有耶穌是我們生命的拯救
[00:13:04.420 --> 00:13:08.020]  我們就要將生命單單交給耶穌
[00:13:08.020 --> 00:13:11.920]  將我們生命的每一步都交給祂
[00:13:11.920 --> 00:13:15.120]  今天我們有沒有將生命交給耶穌?
[00:13:15.120 --> 00:13:17.120]  有沒有跟隨耶穌?
[00:13:17.120 --> 00:13:19.620]  《雅根堂》的方向和意象
[00:13:19.620 --> 00:13:21.620]  門徒和父親
[00:13:21.620 --> 00:13:24.620]  是因為我們知道我們每一個人都要做門徒
[00:13:24.620 --> 00:13:25.920]  做門徒不是選擇
[00:13:25.920 --> 00:13:28.320]  是你相信耶穌是拯救的時候
[00:13:28.320 --> 00:13:30.620]  我們每一個都要做耶穌的門徒
[00:13:30.620 --> 00:13:31.920]  所以跟旁邊的人說好不好?
[00:13:31.920 --> 00:13:34.220]  我們每一個
[00:13:34.220 --> 00:13:36.020]  大家不太相信
[00:13:36.020 --> 00:13:37.220]  你跟旁邊的人說
[00:13:37.220 --> 00:13:39.820]  我們每一個
[00:13:39.820 --> 00:13:42.720]  都要做耶穌的門徒
[00:13:42.720 --> 00:13:46.320]  給一掌聲你旁邊的人說
[00:13:46.320 --> 00:13:47.320]  是的
[00:13:47.320 --> 00:13:49.520]  當我們說相信唯有耶穌
[00:13:49.520 --> 00:13:51.520]  我們的生命才得著拯救
[00:13:51.520 --> 00:13:54.120]  我們的生命就要作門徒
[00:13:54.120 --> 00:13:55.520]  跟隨耶穌
[00:13:55.520 --> 00:13:56.620]  如果大家記得
[00:13:56.620 --> 00:13:58.020]  在這段聖經裡面
[00:13:58.020 --> 00:14:02.220]  省略了過我們上帝報仇的日子
[00:14:02.220 --> 00:14:06.520]  因為當時耶穌所強調的是救恩
[00:14:06.520 --> 00:14:08.520]  耶穌來到我們每一個直著耶穌
[00:14:08.520 --> 00:14:10.020]  我們就得著救恩
[00:14:10.020 --> 00:14:13.320]  但其實末後是有審判的
[00:14:13.320 --> 00:14:15.320]  我們神報仇的日子是說
[00:14:15.320 --> 00:14:17.320]  將來會有審判
[00:14:17.320 --> 00:14:21.020]  今天在我們未面臨這個時間的時候
[00:14:21.020 --> 00:14:26.320]  我們有沒有捉緊去得著耶穌給我們生命的救恩
[00:14:26.320 --> 00:14:28.320]  而今天要分享的第二點
[00:14:28.320 --> 00:14:31.420]  是我厭棄耶穌嗎?
[00:14:31.420 --> 00:14:34.220]  我們一起由第22節讀到第24節
[00:14:34.220 --> 00:14:34.920]  好不好?一起讀
[00:14:34.920 --> 00:14:36.120]  1 2 3
[00:14:36.120 --> 00:14:38.220]  眾人都稱讚他
[00:14:38.220 --> 00:14:41.620]  並希其他口中所出的恩怨
[00:14:41.620 --> 00:14:45.020]  又說這不是約瑟的兒子嗎?
[00:14:45.020 --> 00:14:46.820]  耶穌對他們說
[00:14:46.820 --> 00:14:50.020]  你們必忍者俗語向我說
[00:14:50.020 --> 00:14:52.520]  醫生你醫治自己吧
[00:14:52.520 --> 00:14:56.320]  我們聽見你在加伯隆所行的事
[00:14:56.320 --> 00:14:59.820]  也當行在你自己家鄉裡
[00:14:59.820 --> 00:15:02.820]  又說我實在告訴你們
[00:15:02.820 --> 00:15:07.220]  沒有先知在自己家鄉其人越立的
[00:15:07.220 --> 00:15:10.220]  我們看看耶穌宣告之後
[00:15:10.220 --> 00:15:12.020]  在拿撒勒裡面的人
[00:15:12.020 --> 00:15:14.820]  他們對這個宣告的回應是什麼
[00:15:14.820 --> 00:15:19.320]  一開始是眾人都稱讚耶穌
[00:15:19.320 --> 00:15:22.620]  接著是希其他的恩怨
[00:15:22.620 --> 00:15:27.520]  希其是代表他對耶穌的說話感到很驚訝
[00:15:27.520 --> 00:15:28.520]  聖經學者指出
[00:15:28.520 --> 00:15:30.820]  這也是一個正面的反應
[00:15:30.820 --> 00:15:32.820]  但是接著我們又要問
[00:15:32.820 --> 00:15:36.220]  當我們很希其神的說話的時候
[00:15:36.220 --> 00:15:38.720]  我們生命的回應是什麼
[00:15:38.720 --> 00:15:40.920]  在這裡他們很希其
[00:15:40.920 --> 00:15:42.820]  耶穌所說的恩怨
[00:15:42.820 --> 00:15:45.020]  恩怨是代表恩典
[00:15:45.020 --> 00:15:46.620]  帶著神的能力
[00:15:46.620 --> 00:15:47.820]  他們很驚奇
[00:15:47.820 --> 00:15:51.320]  耶穌帶著權能的宣講
[00:15:51.320 --> 00:15:53.020]  但是當我們很希其耶穌
[00:15:53.020 --> 00:15:55.020]  這個帶著權能的宣講
[00:15:55.020 --> 00:15:57.020]  他們的生命怎麼回應
[00:15:57.020 --> 00:15:59.720]  他們的生命有沒有接受耶穌
[00:15:59.720 --> 00:16:02.520]  並且跟隨耶穌呢
[00:16:02.520 --> 00:16:04.320]  但是我們繼續看下去的時候
[00:16:04.320 --> 00:16:05.620]  他們沒有
[00:16:05.620 --> 00:16:07.620]  接著第三樣東西
[00:16:07.620 --> 00:16:09.820]  他們開始質疑
[00:16:09.820 --> 00:16:12.320]  以及厭棄耶穌
[00:16:12.320 --> 00:16:15.720]  這個人不是約瑟的兒子嗎
[00:16:15.720 --> 00:16:18.120]  如果我們看回馬可福音
[00:16:18.120 --> 00:16:19.920]  平衡的經節裡面
[00:16:19.920 --> 00:16:23.420]  我們更加看得出群眾這個問題
[00:16:23.420 --> 00:16:25.920]  是帶著諷刺的意味
[00:16:25.920 --> 00:16:27.520]  因為在馬可福音裡面說
[00:16:27.520 --> 00:16:33.620]  「者希不止是那木象約瑟的兒子嗎」
[00:16:33.620 --> 00:16:35.120]  在他們心目中
[00:16:35.120 --> 00:16:37.120]  為什麼這個人會這麼厲害呢
[00:16:37.120 --> 00:16:40.820]  他不是那個木象約瑟的兒子嗎
[00:16:40.820 --> 00:16:42.820]  看得出他們對耶穌
[00:16:42.820 --> 00:16:45.820]  帶著質疑和厭棄
[00:16:45.820 --> 00:16:47.420]  所以耶穌這樣回應
[00:16:47.420 --> 00:16:50.420]  祂說「你們必引用者俗語向我說」
[00:16:50.420 --> 00:16:53.220]  「醫生,你醫治自己吧」
[00:16:53.220 --> 00:16:55.420]  其實這個「厭語」的意思
[00:16:55.420 --> 00:16:59.020]  是要質疑耶穌的權柄和能力
[00:16:59.020 --> 00:17:02.120]  耶穌你之前也是跟我們一樣的
[00:17:02.120 --> 00:17:04.320]  你是那個木象的兒子
[00:17:04.320 --> 00:17:06.620]  當時我們一起面對窮困
[00:17:06.620 --> 00:17:08.320]  一起面對環境的挑戰
[00:17:08.320 --> 00:17:10.320]  你也是其中一個
[00:17:10.320 --> 00:17:12.320]  如果你真的這麼厲害
[00:17:12.320 --> 00:17:14.920]  你先幫幫自己吧
[00:17:14.920 --> 00:17:17.620]  醫生,你醫治自己吧
[00:17:17.620 --> 00:17:18.720]  你是這麼厲害的
[00:17:18.720 --> 00:17:20.320]  你先搞定自己
[00:17:20.320 --> 00:17:22.320]  你先改變你現在的狀況
[00:17:22.320 --> 00:17:24.920]  你先改變你現在面對的事情
[00:17:24.920 --> 00:17:27.620]  所以他們對耶穌帶著質疑
[00:17:27.620 --> 00:17:28.320]  不單止這樣
[00:17:28.320 --> 00:17:30.420]  他們不只是質疑耶穌自己
[00:17:30.420 --> 00:17:32.620]  他們還質疑耶穌所做的事情
[00:17:32.620 --> 00:17:36.220]  喂,你在加伯隆行那麼多神蹟奇事
[00:17:36.220 --> 00:17:38.820]  為什麼不回來自己家鄉行呢
[00:17:38.820 --> 00:17:39.720]  你這麼厲害
[00:17:39.720 --> 00:17:41.920]  你回來家鄉行吧
[00:17:41.920 --> 00:17:44.020]  我看得出他們對耶穌
[00:17:44.020 --> 00:17:47.720]  帶著一個猜疑和厭棄
[00:17:47.720 --> 00:17:50.420]  所以耶穌的回應就是
[00:17:50.420 --> 00:17:53.120]  我實在告訴你們
[00:17:53.120 --> 00:17:58.820]  沒有先知自己家鄉被人接納的
[00:17:58.820 --> 00:18:01.720]  所以今天我們也要問我們自己的問題
[00:18:01.720 --> 00:18:06.020]  究竟我們的生命又有沒有厭棄耶穌呢
[00:18:06.020 --> 00:18:07.920]  可能你覺得這個問題很奇怪
[00:18:07.920 --> 00:18:09.220]  你說喂,梁牧師
[00:18:09.220 --> 00:18:11.520]  你怎麼會問我這條問題呢
[00:18:11.520 --> 00:18:14.420]  我厭棄耶穌就不坐在這裏吧
[00:18:14.420 --> 00:18:16.320]  我厭棄耶穌怎麼會坐在這裏呢
[00:18:16.320 --> 00:18:19.120]  還有,剛才你唱永恆為了某些法物的時候
[00:18:19.120 --> 00:18:23.820]  你就這樣跳
[00:18:23.820 --> 00:18:26.820]  我又回來教會又跟著你這樣敬拜
[00:18:26.820 --> 00:18:28.120]  你今天居然問我
[00:18:28.120 --> 00:18:29.820]  我是不是厭棄耶穌
