
[00:00:00.000 --> 00:00:02.000]  讓我們在聆聽主導的意思
[00:06:39.740 --> 00:06:45.340]  我們應不應該去順應神的意思而行動呢?
[00:06:45.340 --> 00:06:49.740]  還是我們應該選擇順應我們人自己
[00:06:49.740 --> 00:06:53.940]  應有也覺得合情合理的做法呢?
[00:06:53.940 --> 00:06:55.740]  來到在這段聖經裡面
[00:06:55.740 --> 00:06:57.540]  在第三章的第一節
[00:06:57.540 --> 00:07:01.940]  我們知道當耶穌還沒有出來傳道的時候
[00:07:01.940 --> 00:07:05.840]  原來上帝同時間重疊了
[00:07:05.840 --> 00:07:08.540]  一位人物叫施洗約翰
[00:07:08.540 --> 00:07:12.940]  原來他已經在這個時候開始了他的侍奉
[00:07:12.940 --> 00:07:19.640]  預備一些事情是主耶穌將要來到的前奏
[00:07:19.640 --> 00:07:22.140]  但是當我們去看看
[00:07:22.140 --> 00:07:25.240]  施洗約翰他去侍奉的時候
[00:07:25.240 --> 00:07:29.040]  上帝委託他的侍奉有些什麼特色呢?
[00:07:29.040 --> 00:07:32.240]  第一點我們從這裡可以看到的
[00:07:32.240 --> 00:07:35.340]  施洗約翰被委託的侍奉場地
[00:07:35.340 --> 00:07:39.140]  不是我們一般人所說的大城市
[00:07:39.140 --> 00:07:40.940]  簡單地來說
[00:07:40.940 --> 00:07:46.540]  是一個真是叫人很不方便、很隔閡的地方是什麼呢?
[00:07:46.540 --> 00:07:50.740]  就是在猶太的曠野
[00:07:50.740 --> 00:07:54.140]  上帝呼召一個人
[00:07:54.140 --> 00:07:56.540]  叫做施洗約翰
[00:07:56.540 --> 00:07:59.040]  施洗約翰去傳道
[00:07:59.040 --> 00:08:02.440]  卻不是去很多人的大城市
[00:08:02.440 --> 00:08:04.240]  不去市中心
[00:08:04.240 --> 00:08:06.040]  或者簡單地說
[00:08:06.040 --> 00:08:11.140]  他沒有走進耶路撒冷的downtown area
[00:08:11.140 --> 00:08:12.740]  來去傳道
[00:08:12.740 --> 00:08:15.940]  相反他是被安排了
[00:08:15.940 --> 00:08:23.640]  去一個充滿缺乏艱難的曠野郊外的地方
[00:08:23.640 --> 00:08:25.440]  可以簡單地說
[00:08:25.440 --> 00:08:29.840]  是一個如果要傳講訊息或者傳遞訊息
[00:08:29.840 --> 00:08:34.640]  並不太有功效的一個場所
[00:08:34.640 --> 00:08:40.340]  再加上我們去看施洗約翰在曠野
[00:08:40.340 --> 00:08:43.240]  去傳講這個訊息的時候
[00:08:43.240 --> 00:08:45.640]  他傳講的訊息的內容
[00:08:45.640 --> 00:08:47.340]  簡單就很簡單了
[00:08:47.340 --> 00:08:48.740]  但是是什麼呢?
[00:08:48.740 --> 00:08:54.440]  他說「天國近了,你們應當悔改」
[00:08:54.440 --> 00:08:58.740]  簡單地說這個並不是一個主流
[00:08:58.740 --> 00:09:00.040]  或者甚至可以這麼說
[00:09:00.040 --> 00:09:03.540]  不是那麼受歡迎的訊息來的
[00:09:03.540 --> 00:09:07.540]  我簡單地還可以直接講到的就是
[00:09:07.540 --> 00:09:12.340]  這個訊息是一個討人喜悅的一個訊息
[00:09:12.340 --> 00:09:14.240]  如果這樣說
[00:09:14.240 --> 00:09:16.540]  從人的角度來看
[00:09:16.540 --> 00:09:20.640]  要去做一個傳教的工作
[00:09:20.640 --> 00:09:22.640]  這個這樣的安排
[00:09:22.640 --> 00:09:24.240]  這個這樣的訊息
[00:09:24.240 --> 00:09:26.940]  可以說是多餘
[00:09:26.940 --> 00:09:29.640]  用廣東話說就是「找鬼信」
[00:09:29.640 --> 00:09:31.340]  誰這麼有空
[00:09:31.340 --> 00:09:35.740]  這麼神聖走到這個曠野裏面
[00:09:35.740 --> 00:09:38.440]  去聽你講這個訊息
[00:09:38.440 --> 00:09:41.640]  聽不聽到都已經是一個問題了
[00:09:41.640 --> 00:09:45.440]  還要去到有生命的正面回應
[00:09:45.440 --> 00:09:48.840]  肯認罪悔改
[00:09:48.840 --> 00:09:50.040]  這樣的情況
[00:09:50.040 --> 00:09:52.540]  可以說是鳳毛麟角
[00:09:52.540 --> 00:09:56.940]  鄧炳芝妹 在我們還沒有這個最終的答案
[00:09:56.940 --> 00:09:58.740]  或者定斷之前
[00:09:58.740 --> 00:10:01.740]  我們再重新去看一下
[00:10:01.740 --> 00:10:03.840]  在這段聖經裏面
[00:10:03.840 --> 00:10:08.640]  當約翰傳講這個訊息的時候
[00:10:08.640 --> 00:10:11.540]  這個訊息的特點是什麼呢?
[00:10:11.540 --> 00:10:13.140]  第一我們去看一下
[00:10:13.140 --> 00:10:15.340]  他說「天國近了」
[00:10:15.340 --> 00:10:16.840]  換句話來說
[00:10:16.840 --> 00:10:23.340]  這個已經是一個急不容緩的時間了
[00:10:23.340 --> 00:10:28.340]  在時間上面已經是一個很緊迫的時候
[00:10:28.340 --> 00:10:36.040]  你要盡快作出一個清楚、明晰的一個回應
[00:10:36.040 --> 00:10:39.640]  第二 說的是要悔改
[00:10:39.640 --> 00:10:41.340]  悔改在這裏
[00:10:41.340 --> 00:10:45.940]  如果我們按照希臘文原本的句式
[00:10:45.940 --> 00:10:47.540]  原文一開始就說
[00:10:47.540 --> 00:10:51.440]  「悔改呀 天國已經近了」
[00:10:51.440 --> 00:10:55.840]  一開始用了一個命令語去強調
[00:10:55.840 --> 00:11:01.140]  這個是一個很嚴肅的一個勸導
[00:11:01.140 --> 00:11:03.140]  而且在原文聖經裏面
[00:11:03.140 --> 00:11:07.840]  還在開首不只是說「悔改」這個字眼
[00:11:07.840 --> 00:11:10.740]  加上一句就是
[00:11:10.740 --> 00:11:12.440]  「和合本聖經沒有譯的」
[00:11:12.440 --> 00:11:14.040]  「英文聖經都沒有譯的」
[00:11:14.040 --> 00:11:16.040]  這個字眼就是說
[00:11:16.040 --> 00:11:19.540]  「約翰如此這樣說」
[00:11:19.540 --> 00:11:24.240]  為什麼我們的馬太福音的作者
[00:11:24.240 --> 00:11:27.140]  要這樣去記載下來呢?
[00:11:27.140 --> 00:11:28.740]  而他記載之後
[00:11:28.740 --> 00:11:32.640]  又馬上去援引一段聖經
[00:11:32.640 --> 00:11:34.740]  或者舊約聖經給我們知道呢?
[00:11:34.740 --> 00:11:38.540]  原來我們的作者馬太
[00:11:38.540 --> 00:11:41.040]  其實是要強調
[00:11:41.040 --> 00:11:44.540]  告訴我們這一件事情
[00:11:44.540 --> 00:11:49.340]  其實不是他自己突然間忽發奇想
[00:11:49.340 --> 00:11:52.040]  不是施瑞約翰突然間
[00:11:52.040 --> 00:11:55.240]  去做一些事情
[00:11:55.240 --> 00:11:58.840]  而是在上帝老祖的時間
[00:11:58.840 --> 00:12:02.540]  在舊約已經有這樣的一個安排
[00:12:02.540 --> 00:12:05.240]  我們在前文解釋
[00:12:05.240 --> 00:12:08.940]  很多有關於舊約的引用的時候
[00:12:08.940 --> 00:12:11.240]  特別在馬太福音
[00:12:11.240 --> 00:12:16.640]  其實是馬太故意地去引用那些聖經
[00:12:16.640 --> 00:12:21.040]  去想作為一個作者
[00:12:21.040 --> 00:12:23.540]  回顧耶穌基督的工作
[00:12:23.540 --> 00:12:28.040]  以及比對他在學習這個舊約聖經的時候
[00:12:28.040 --> 00:12:30.340]  原來發現現有這樣的
[00:12:30.340 --> 00:12:33.740]  共通連貫性在裡面
[00:12:33.740 --> 00:12:35.140]  所以上次我們講到
[00:12:35.140 --> 00:12:38.340]  其實在每一次這些舊約引用的時候
[00:12:38.340 --> 00:12:41.240]  我們可以在前頭加上一句
[00:12:41.240 --> 00:12:44.540]  哦 原來是這樣的
[00:12:44.540 --> 00:12:47.040]  馬太再一次在這裡說
[00:12:47.040 --> 00:12:49.740]  哦 我想到了 我通了
[00:12:49.740 --> 00:12:50.940]  原來是這樣的
[00:12:50.940 --> 00:12:52.540]  這樣是指什麼?
[00:12:52.540 --> 00:12:54.940]  這樣是指哪樣東西呢?
[00:12:54.940 --> 00:12:58.640]  那我們就在這裡細心去看看
[00:12:58.640 --> 00:13:01.240]  就是他引用的這一節的聖經
[00:13:01.240 --> 00:13:03.440]  這一節的聖經講什麼呢?
[00:13:03.440 --> 00:13:07.040]  他說 在曠野有人聲喊著說
[00:13:07.040 --> 00:13:11.840]  「預備主的道 修直他的路」
[00:13:11.840 --> 00:13:13.540]  這一節聖經是引至於
[00:13:13.540 --> 00:13:19.140]  這個《爾賽亞書》的第40章的第三節
[00:13:19.140 --> 00:13:24.340]  而這一句話也都為你和我揭開
[00:13:24.340 --> 00:13:27.640]  這個真正馬太在他心目中
[00:13:27.640 --> 00:13:30.040]  這一節聖經怎麼和耶穌基督
[00:13:30.040 --> 00:13:34.240]  和施洗約翰的侍奉拉上關係
[00:13:34.240 --> 00:13:38.940]  原來當我們仔細去看這一節的聖經的時候
[00:13:38.940 --> 00:13:43.840]  談論到一個人物在曠野在那裡呼喊
[00:13:43.840 --> 00:13:45.340]  去傳講信息
[00:13:45.340 --> 00:13:49.040]  其實連關於在其它類似的福音書
[00:13:49.040 --> 00:13:50.340]  都有這樣的記載
[00:13:50.340 --> 00:13:53.240]  比如《馬可福音》一章第三節
[00:13:53.240 --> 00:13:56.040]  《約翰福音》第一章二十三節
[00:13:56.040 --> 00:13:58.640]  但如果當我們再仔細去
[00:13:58.640 --> 00:14:02.440]  探究在舊約整體的啟示裡面的時候
[00:14:02.440 --> 00:14:04.740]  我們原來發覺這句話
[00:14:04.740 --> 00:14:09.340]  其實是連拼於《馬拉基書》第三章第一節
[00:14:09.340 --> 00:14:11.140]  裡面的陳述
[00:14:11.140 --> 00:14:12.640]  是什麼陳述?
[00:14:12.640 --> 00:14:13.840]  告訴我們
[00:14:13.840 --> 00:14:19.140]  原來有一位是由上帝所選召的先知
[00:14:19.140 --> 00:14:23.840]  會在一個曠野裡面去傳道
[00:14:23.840 --> 00:14:26.740]  而他所傳的這個信息
[00:14:26.740 --> 00:14:31.240]  其實所處於的環境是非常之缺乏
[00:14:31.240 --> 00:14:32.640]  或者可以這麼說
[00:14:32.640 --> 00:14:36.540]  是在一個荒無艱難的地方裡面
[00:14:36.540 --> 00:14:38.540]  但是在這樣的情況裡面
[00:14:38.540 --> 00:14:42.340]  卻是有人會相信認罪悔改的
[00:14:42.340 --> 00:14:45.840]  其實之後我們再看從第四節往後
[00:14:45.840 --> 00:14:48.240]  我們就會看到這樣的現象
[00:14:48.240 --> 00:14:52.040]  不過在這裡我們首先從這三節經文裡面
[00:14:52.040 --> 00:14:54.140]  就學會一件事
[00:14:54.140 --> 00:14:55.840]  什麼呢?
[00:14:55.840 --> 00:15:00.140]  原來在傳道的事情上面
[00:15:00.140 --> 00:15:03.840]  當有一些事情給我們看上去
[00:15:03.840 --> 00:15:06.340]  好像很背逆人性
[00:15:06.340 --> 00:15:10.640]  很背逆一般人的慣常的思考
[00:15:10.640 --> 00:15:12.340]  或者策劃
[00:15:12.340 --> 00:15:15.840]  傳信息當然是找多些人的地方去傳
[00:15:15.840 --> 00:15:18.940]  比如你裝一個廣播器
[00:15:18.940 --> 00:15:22.640]  你都是裝在一個人來人往多的地方
[00:15:22.640 --> 00:15:25.640]  有時候如果你去過一些國家
[00:15:25.640 --> 00:15:29.440]  它經常各個國家都播放一些信息的時候
[00:15:29.440 --> 00:15:34.740]  你發覺它專門在人多的地方裝上一些大喇叭
[00:15:34.740 --> 00:15:36.940]  在那裡播放一些信息
[00:15:36.940 --> 00:15:40.140]  希望好像洗腦那樣不斷去洗你的腦
[00:15:40.140 --> 00:15:42.540]  洗到你的腦裡將它的信息
[00:15:42.540 --> 00:15:45.240]  潛移默化在你的腦海裡面
[00:15:45.240 --> 00:15:48.840]  當傳道的事情上面
[00:15:48.840 --> 00:15:50.740]  我們發現到
[00:15:50.740 --> 00:15:53.340]  有多少人會去聽
[00:15:53.340 --> 00:15:56.540]  有沒有人會有積極的回應
[00:15:56.540 --> 00:16:00.840]  其實決定傳道的方式
[00:16:00.840 --> 00:16:05.440]  都是上帝所計劃出來的
[00:16:05.440 --> 00:16:11.140]  而不是說每次都由人他自己的想法
[00:16:11.140 --> 00:16:14.040]  依就人的慣性
[00:16:14.040 --> 00:16:16.640]  而去作出的一個安排
[00:16:16.640 --> 00:16:18.840]  馬太在這裡發現到
[00:16:18.840 --> 00:16:24.640]  原來當在一個曠野裡面的傳道
[00:16:24.640 --> 00:16:27.640]  看上去非常不理想
[00:16:27.640 --> 00:16:30.140]  看上去毫無功效
[00:16:30.140 --> 00:16:33.740]  看上去有誰人會來作出一個正面的回應
[00:16:33.740 --> 00:16:34.940]  就是悔改呢?
[00:16:34.940 --> 00:16:37.440]  但是很詫異的事情就是
[00:16:37.440 --> 00:16:41.440]  竟然施洗日漢這樣的傳道
[00:16:41.440 --> 00:16:43.240]  有人去相信
[00:16:43.240 --> 00:16:44.240]  之後我們會看
[00:16:44.240 --> 00:16:46.740]  但是其實這個在舊約裡面
[00:16:46.740 --> 00:16:49.940]  已經有一個這樣的安排了
[00:16:49.940 --> 00:16:51.740]  所以弟兄姊妹
[00:16:51.740 --> 00:16:56.040]  重點就是傳主的道理
[00:16:56.040 --> 00:16:58.540]  首要的因素
[00:16:58.540 --> 00:17:00.840]  不是說有多少錢
[00:17:00.840 --> 00:17:05.140]  不是誰有口才的人
[00:17:05.140 --> 00:17:08.040]  而是上帝的安排
[00:17:08.040 --> 00:17:12.340]  我們有沒有照足去做
[00:17:12.340 --> 00:17:15.140]  結果是由上帝去承擔
[00:17:15.140 --> 00:17:18.440]  結果也是由上帝所造成的
[00:17:18.440 --> 00:17:19.840]  所以在這段聖經裡面
[00:17:19.840 --> 00:17:21.140]  我們會發現到
[00:17:21.140 --> 00:17:23.140]  只要施洗日漢
[00:17:23.140 --> 00:17:27.440]  他願意跟從上帝的做法
[00:17:27.440 --> 00:17:32.040]  按照上帝有的安排
[00:17:32.040 --> 00:17:37.040]  他只要順著上帝的想法
[00:17:37.040 --> 00:17:40.040]  持守同一樣的態度
[00:17:40.040 --> 00:17:42.040]  當這樣去傳講的時候
[00:17:42.040 --> 00:17:43.840]  就有人信了
[00:17:43.840 --> 00:17:47.840]  這一點其實對於我們今天作為基督徒
[00:17:47.840 --> 00:17:52.840]  我們真是有很多時候需要反思的
[00:17:52.840 --> 00:17:55.840]  特別當有些東西是我們看上去
[00:17:55.840 --> 00:17:59.840]  似乎做法是合情合理
[00:17:59.840 --> 00:18:01.340]  按人的意願去做
[00:18:01.340 --> 00:18:03.840]  其實也不錯啊
[00:18:03.840 --> 00:18:05.340]  給上帝做法
[00:18:05.340 --> 00:18:09.340]  可能我們看到還可靠一些
[00:18:09.340 --> 00:18:12.340]  這個情況是很多時候出現的
[00:18:12.340 --> 00:18:13.840]  我們發覺在這個世界裡面
[00:18:13.840 --> 00:18:16.840]  按照我們自己的做法去做事
[00:18:16.840 --> 00:18:18.840]  可能看上去
[00:18:18.840 --> 00:18:20.840]  按上帝的做法
[00:18:20.840 --> 00:18:22.840]  可能我們覺得更有效
[00:18:22.840 --> 00:18:24.840]  於是乎很自然而然
[00:18:24.840 --> 00:18:27.840]  我們就會選擇用人的方法去做事
[00:18:27.840 --> 00:18:29.840]  但是在這段聖經裡面
[00:18:29.840 --> 00:18:31.840]  告訴我們知道
[00:18:31.840 --> 00:18:34.840]  只要我們願意跟從上主
[00:18:34.840 --> 00:18:40.340]  只要我們願意能夠按照上帝的安排
[00:18:40.340 --> 00:18:44.840]  即使我們看上去是一個非常之不妥當
[00:18:44.840 --> 00:18:47.340]  非常之惡劣的環境
[00:18:47.340 --> 00:18:50.340]  甚至我估計如果按照神的方法
[00:18:50.340 --> 00:18:53.340]  根本沒有人會去聽的情況之下
[00:18:53.340 --> 00:18:54.840]  結果是怎麼樣呢?
[00:18:54.840 --> 00:18:57.840]  出乎意料之外
[00:18:57.840 --> 00:18:59.340]  還有第二件事
[00:18:59.340 --> 00:19:00.840]  我們在這段聖經裡面
[00:19:00.840 --> 00:19:03.840]  我們要學會的是什麼呢?
[00:19:03.840 --> 00:19:05.340]  傳道的時候我們經常以為
[00:19:05.340 --> 00:19:07.340]  我們向人多
[00:19:07.340 --> 00:19:09.840]  那些地方傳道就有效了
[00:19:09.840 --> 00:19:10.840]  所以有些人就說
[00:19:10.840 --> 00:19:12.340]  所以教會要人多
[00:19:12.340 --> 00:19:14.840]  要做到場面偉大
[00:19:14.840 --> 00:19:16.840]  場面要空洞
[00:19:16.840 --> 00:19:20.340]  所以以前我們發覺很多的傳道
[00:19:20.340 --> 00:19:23.840]  報道會都要搞大型的報道會
[00:19:23.840 --> 00:19:26.340]  聚集大批的信徒
[00:19:26.340 --> 00:19:29.840]  做成一種很有渲染性的一種情況
[00:19:29.840 --> 00:19:32.840]  讓一個場景能夠感動一些人
[00:19:32.840 --> 00:19:33.840]  不信主的人
[00:19:33.840 --> 00:19:35.340]  受到周到的人
[00:19:35.340 --> 00:19:38.340]  有一種簡單的說
[00:19:38.340 --> 00:19:39.840]  有一種壓力
[00:19:39.840 --> 00:19:41.340]  無形壓力
[00:19:41.340 --> 00:19:43.340]  去催逼他們作出一個
[00:19:43.340 --> 00:19:47.340]  按照基督想他們做的一個回應
[00:19:47.340 --> 00:19:49.340]  其實這種情況
[00:19:49.340 --> 00:19:53.340]  其實並不是一定是可靠的
[00:19:53.340 --> 00:19:55.340]  我們發現到
[00:19:55.340 --> 00:19:57.340]  其實有不少這些在昔日的
[00:19:57.340 --> 00:20:00.340]  所謂傳道報道會
[00:20:00.340 --> 00:20:02.340]  就算你搞到多大都好
[00:20:02.340 --> 00:20:04.340]  有多少人出來舉手示意
[00:20:04.340 --> 00:20:06.340]  要去認罪悔改都好
[00:20:06.340 --> 00:20:08.840]  其實結局的真真正正
[00:20:08.840 --> 00:20:10.840]  是真的生命有改變的人
[00:20:10.840 --> 00:20:13.340]  其實是寥寥可數
[00:20:13.340 --> 00:20:15.340]  我不想在這裡引用某一些
[00:20:15.340 --> 00:20:20.840]  哪些報道的大型報道會的機構的資料
[00:20:20.840 --> 00:20:22.340]  為什麼呢?
[00:20:22.340 --> 00:20:24.840]  免得被他們說我拿它出來說
[00:20:24.840 --> 00:20:27.340]  不過我們可以有眼去看
[00:20:27.340 --> 00:20:29.840]  在這些報道會裏面的人
[00:20:29.840 --> 00:20:33.340]  很多時候往往只是被氣氛所催逼
[00:20:33.340 --> 00:20:36.840]  而不是一個真正宿命生命的反思
[00:20:36.840 --> 00:20:39.340]  而進行的一個生命的改變
[00:20:39.340 --> 00:20:43.340]  這一點是我們很值得去思想的
[00:20:43.340 --> 00:20:45.340]  另外一件事
[00:20:45.340 --> 00:20:47.840]  報道成敗與否
[00:20:47.840 --> 00:20:52.340]  在聖經其實老早已經將那個結果說了出來
[00:20:52.340 --> 00:20:55.840]  在我們的特別《馬太福音》裏面
[00:20:55.840 --> 00:20:58.840]  如果大家還記得有一個例子或者比喻
[00:20:58.840 --> 00:21:03.340]  在《馬太福音》第22章第3節開始記載的
[00:21:03.340 --> 00:21:05.840]  就是有關一個王
[00:21:05.840 --> 00:21:08.340]  他要擺設筵席的時候
[00:21:08.340 --> 00:21:12.840]  他曾經廣邀很多的人去到他的當中
[00:21:12.840 --> 00:21:15.840]  在這個比喻裏面詳細的我不再說了
[00:21:15.840 --> 00:21:18.840]  不過大家可以在靈修的時候去看
[00:21:18.840 --> 00:21:22.840]  看這個《馬太福音》第22章第3節
[00:21:22.840 --> 00:21:25.340]  這個比喻裏面
[00:21:25.340 --> 00:21:29.340]  我們就會看到最後的時候
