
[00:00:00.000 --> 00:00:07.480]  當保羅在寫信給提摩太的時候,其實提摩太正是在以佛所做募匯的工作。
[00:03:55.000 --> 00:03:58.520]  神同樣可以使用提摩泰。
[00:03:58.520 --> 00:04:02.240]  跟你天然的本性是無關的。
[00:04:02.240 --> 00:04:04.760]  屬靈得力的祕訣,
[00:04:04.760 --> 00:04:07.440]  不是在於你天然的本性,
[00:04:07.440 --> 00:04:13.520]  而是在於你要學習在耶穌基督的恩典的裏面。
[00:04:13.520 --> 00:04:17.160]  所以我們看見當你在基督的恩典裏面的時候,
[00:04:17.160 --> 00:04:20.560]  你就能夠靠主剛強起來。
[00:04:20.560 --> 00:04:22.400]  所以神不但使用保羅,
[00:04:22.400 --> 00:04:23.960]  神也使用提摩泰,
[00:04:23.960 --> 00:04:26.840]  神今天照樣可以使用你。
[00:04:26.840 --> 00:04:30.600]  跟你們說神可以使用你的,跟他說。
[00:04:30.600 --> 00:04:34.640]  那你說怎麼樣在恩典上剛強呢?
[00:04:34.640 --> 00:04:38.920]  第一個,你一定要學習領受主的恩典。
[00:04:38.920 --> 00:04:42.520]  跟你們說要領受主的恩典。
[00:04:42.520 --> 00:04:44.560]  第二點,你真的要記得一件事情,
[00:04:44.560 --> 00:04:48.080]  恩典是要你領受。
[00:04:48.080 --> 00:04:52.040]  既然是恩典,就不是你賺取來的。
[00:04:52.040 --> 00:04:56.440]  也不是你配得,而是你領受。
[00:04:56.440 --> 00:04:59.560]  恩典就是給你領受。
[00:04:59.560 --> 00:05:03.640]  不是你原來擁有,更不是你賺取,更不是你配得。
[00:05:03.640 --> 00:05:07.840]  你知道今天我們人最大的問題就是我們太剛強了啦。
[00:05:07.840 --> 00:05:11.120]  以至於我們覺得我們不需要恩典。
[00:05:11.120 --> 00:05:13.760]  中國人更是如此,我們從小長大,
[00:05:13.760 --> 00:05:17.840]  我們的教導都是自立自強,自立根深嘛。
[00:05:17.840 --> 00:05:20.560]  臨死不求人嘛。
[00:05:20.560 --> 00:05:22.720]  我告訴你,求人是不必了。
[00:05:22.720 --> 00:05:24.280]  但你要來求神啦。
[00:05:24.280 --> 00:05:28.200]  你們,跟你們說你要來求神啦。
[00:05:28.200 --> 00:05:31.360]  因爲只有神擁有你生命的答案嘛。
[00:05:31.360 --> 00:05:34.920]  只有神擁有你生活的道路嘛。
[00:05:34.920 --> 00:05:37.680]  所以約翰福音第十五章第五節怎麼說呢?
[00:05:37.680 --> 00:05:41.760]  主耶穌說我是葡萄樹,你們是枝子啦。
[00:05:41.760 --> 00:05:44.520]  藏在我的裏面,我也藏在他的裏面,
[00:05:44.520 --> 00:05:47.400]  這人就多結果子,因爲離了我,
[00:05:47.400 --> 00:05:49.960]  你們就什麼都不能做了。
[00:05:49.960 --> 00:05:52.280]  也許你說牧師不是這樣的耶。
[00:05:52.280 --> 00:05:55.400]  雖然沒有耶穌,我還可以做很多事情呢。
[00:05:55.400 --> 00:05:58.080]  但的確你是能夠做很多事情,
[00:05:58.080 --> 00:06:02.680]  但我卻要告訴你,卻沒有上帝的祝福在其中。
[00:06:02.680 --> 00:06:05.120]  我們需要明白,唯有主,
[00:06:05.120 --> 00:06:11.120]  纔是我們一切智慧、力量、喜樂、愛心的源頭。
[00:06:11.120 --> 00:06:14.520]  所以如果今天當你在生活當中在掙扎,
[00:06:14.520 --> 00:06:17.720]  在侍奉當中面對挫折的時候,
[00:06:17.720 --> 00:06:20.680]  你一點不需要再自己絞盡腦汁,
[00:06:20.680 --> 00:06:23.800]  用盡自己的辦法來解決。
[00:06:23.800 --> 00:06:26.240]  因爲你永遠想不過神的啦。
[00:06:26.240 --> 00:06:30.120]  你唯一能做的就是謙卑下來吧,
[00:06:30.120 --> 00:06:32.440]  承認你自己的需要,
[00:06:32.440 --> 00:06:36.200]  來到神的面前說,主啊,我需要尋求你的面,
[00:06:36.200 --> 00:06:38.600]  因爲我要你的恩典。
[00:06:38.600 --> 00:06:42.560]  我需要你的智慧,因爲我不知道怎麼樣往前走。
[00:06:42.560 --> 00:06:46.560]  我需要你的力量,因爲我軟弱,我疲倦了。
[00:06:46.560 --> 00:06:51.080]  今天你所需要做的就是敞開你自己,
[00:06:51.080 --> 00:06:57.960]  謙卑你自己來到神的面,承認你的需要,來領受主的恩典。
[00:06:57.960 --> 00:07:02.120]  在你所缺乏的地方,神能夠成爲你的供應。
[00:07:02.120 --> 00:07:05.840]  在你軟弱的地方,神能夠成爲你的剛強。
[00:07:05.840 --> 00:07:08.480]  什麼時候你承認你的軟弱的時候,
[00:07:08.480 --> 00:07:12.400]  你就單單來到神的面前,你就領受神的恩典,
[00:07:12.400 --> 00:07:16.440]  神的恩典就成爲你的力量的源頭,Amen?
[00:07:16.440 --> 00:07:20.160]  就像那個患12年血漏的婦人一樣嘛,
[00:07:20.160 --> 00:07:25.400]  當她看見自己的需要,沒有辦法醫治自己的疾病,
[00:07:25.400 --> 00:07:29.120]  當她明白耶穌是她醫治的救主的時候,
[00:07:29.120 --> 00:07:33.880]  她就不顧一切放下自己的面子跟尊嚴,
[00:07:33.880 --> 00:07:38.240]  就是要來擁擠耶穌,就要來觸摸耶穌。
[00:07:38.240 --> 00:07:42.160]  你知道那一天,聖經裏面講到很多人圍着耶穌,
[00:07:42.160 --> 00:07:46.320]  是讓很多人觸摸耶穌,很多人擁擠的耶穌。
[00:07:46.320 --> 00:07:50.880]  可這麼多人當中,只有這個婦人得到醫治,爲什麼呢?
[00:07:50.880 --> 00:07:53.680]  這麼多人擁擠耶穌,都觸摸到耶穌,
[00:07:53.680 --> 00:07:56.400]  可是得不到醫治,只有這個婦人,爲什麼?
[00:07:56.400 --> 00:08:02.560]  因爲她謙卑下來,她抓住神,她領受神的恩典,
[00:08:02.560 --> 00:08:08.160]  憑信心領受,她就得到恩典的好處,Amen?
[00:08:08.160 --> 00:08:10.640]  所以第一個,你一定要學習領受恩典,
[00:08:10.640 --> 00:08:13.240]  不要再自己靠自己的力量,
[00:08:13.240 --> 00:08:16.400]  在你缺乏的地方,來領受神的供應,
[00:08:16.400 --> 00:08:20.240]  在你軟弱的地方,來領受神的剛強。
[00:08:20.240 --> 00:08:23.680]  第二個,你要站穩在主的恩典上,
[00:08:23.680 --> 00:08:27.640]  跟你們說要站穩在主的恩典上,
[00:08:27.640 --> 00:08:30.800]  一旦你在耶穌基督的恩典裏面,
[00:08:30.800 --> 00:08:35.800]  你就要學習站穩在主的恩典上,爲什麼呢?
[00:08:35.800 --> 00:08:38.920]  因爲仇敵常常會來攻擊我們,
[00:08:38.920 --> 00:08:41.720]  叫我們懷疑主的恩典。
[00:08:41.720 --> 00:08:44.320]  彼得前書第五章第八節怎麼說呢?
[00:08:44.320 --> 00:08:48.080]  因爲你們的仇敵,如同吼叫的獅子,
[00:08:48.080 --> 00:08:53.920]  遍地遊行,尋找可吞喫的人。
[00:08:53.920 --> 00:08:57.360]  可見得,你看基督徒我常說分成兩種,
[00:08:57.360 --> 00:09:02.200]  一種是可被吞喫,第二種是不可被吞喫。
[00:09:02.200 --> 00:09:06.080]  那你說怎麼樣做一個不可被吞喫的人呢?
[00:09:06.080 --> 00:09:08.280]  彼得前書第五章第九節繼續說,
[00:09:08.280 --> 00:09:12.000]  你們要用堅固的信心來抵擋他。
[00:09:12.000 --> 00:09:14.680]  換言之說,今天無論我們的環境是如何,
[00:09:14.680 --> 00:09:17.560]  無論仇敵的攻擊有多麼的厲害,
[00:09:17.560 --> 00:09:20.160]  你一定要確信你的神,
[00:09:20.160 --> 00:09:22.080]  今天人坐在寶座上,
[00:09:22.080 --> 00:09:26.240]  神仍然能夠使萬事互相效力,
[00:09:26.240 --> 00:09:29.680]  叫愛神人得到益處嘛。
[00:09:29.680 --> 00:09:33.320]  那我就常想到舊約當中的約瑟,
[00:09:33.320 --> 00:09:37.800]  他被哥哥賣到埃及去做奴隸,
[00:09:37.800 --> 00:09:42.120]  後來又被誣告下到監獄裏面。
[00:09:42.120 --> 00:09:43.520]  當你想到他的人生,
[00:09:43.520 --> 00:09:48.720]  真的他的人生可以說慘到不能再慘的地步不是嗎?
[00:09:48.720 --> 00:09:54.600]  但後來神就使他在監獄裏面遇到法老王的九正,
[00:09:54.600 --> 00:09:56.880]  藉着這個九正的推薦,
[00:09:56.880 --> 00:10:00.920]  自宗約瑟成爲埃及的宰相。
[00:10:00.920 --> 00:10:05.720]  你還記得後來他的哥哥們因爲全地是饑荒,
[00:10:05.720 --> 00:10:11.400]  沒有糧食,所以只好到埃及去求糧食的時候,
[00:10:11.400 --> 00:10:14.760]  約瑟就與他的哥哥們相認。
[00:10:14.760 --> 00:10:18.800]  當他的哥哥們發現約瑟現在是埃及的宰相的時候,
[00:10:18.800 --> 00:10:22.280]  嚇都嚇死了,爲什麼?心裏想糟糕了,
[00:10:22.280 --> 00:10:24.000]  以前我們把他們賣掉,
[00:10:24.000 --> 00:10:27.960]  現在他要報復,要把我們全部殺掉。
[00:10:27.960 --> 00:10:30.960]  沒想到約瑟在這說什麼呢?
[00:10:30.960 --> 00:10:33.520]  太棒了,創世紀第五十章第二十節,
[00:10:33.520 --> 00:10:35.040]  我們一同來唸來,
[00:10:35.040 --> 00:10:37.800]  從前你們的意思是要害我,
[00:10:37.800 --> 00:10:40.120]  但神的意思原是好的,
[00:10:40.120 --> 00:10:42.360]  要保全許多人性命,
[00:10:42.360 --> 00:10:46.560]  成就今日的光景,Hallelujah!
[00:10:46.560 --> 00:10:50.640]  就算別人是要害我們的,
[00:10:50.640 --> 00:10:54.280]  就算仇敵是要來攻擊我們,
[00:10:54.280 --> 00:11:00.120]  人有他們的意念,仇敵有他們的詭計,
[00:11:00.120 --> 00:11:05.320]  但至宗神的心意還是高過這一切,Amen!
[00:11:05.320 --> 00:11:10.440]  至宗神美好的心意仍要成全在你我的身上,
[00:11:10.440 --> 00:11:14.600]  所以無論你遇到多麼險惡的光景,
[00:11:14.600 --> 00:11:17.920]  你一定要站穩在主的恩典上,
[00:11:17.920 --> 00:11:22.400]  用信心來抵擋仇敵撒旦,
[00:11:22.400 --> 00:11:23.520]  聖經上告訴我們說,
[00:11:23.520 --> 00:11:29.680]  我們若抵擋魔鬼,魔鬼就逃跑了,Hallelujah!
[00:11:29.680 --> 00:11:30.480]  所以我們看見,
[00:11:30.480 --> 00:11:34.480]  第一個你一定要在主的恩典上,
[00:11:34.480 --> 00:11:36.440]  你要剛強起來,
[00:11:36.440 --> 00:11:40.400]  第二,你要在主的話語上忠心,
[00:11:40.400 --> 00:11:44.720]  跟你朋友說要在主的話語上忠心,
[00:11:44.720 --> 00:11:48.440]  在第二節保羅接下去勸勉提摩太說,
[00:11:48.440 --> 00:11:52.200]  你要在許多見證人面前聽見我所教訓的,
[00:11:52.200 --> 00:11:56.200]  也要交託那忠心能教導別人,
[00:11:56.200 --> 00:11:57.960]  你知道這一節聖經,
[00:11:57.960 --> 00:12:01.240]  就包含了四代的信徒,
[00:12:01.240 --> 00:12:05.560]  從保羅第一代,到提摩太第二代,
[00:12:05.560 --> 00:12:08.880]  到忠心能夠教導別人的人第三代,
[00:12:08.880 --> 00:12:11.360]  再加上那個被教導的人,
[00:12:11.360 --> 00:12:15.640]  四代的信徒都出現在同一個經文裏面,
[00:12:15.640 --> 00:12:16.840]  換句話說,
[00:12:16.840 --> 00:12:21.800]  神的話語是要用生命去傳承,
[00:12:21.800 --> 00:12:25.280]  怎麼樣用生命去傳承神的話語呢?
[00:12:25.280 --> 00:12:28.040]  第一個,你一定要渴慕神的話,
[00:12:28.040 --> 00:12:31.520]  跟你朋友說你要渴慕神的話,
[00:12:31.520 --> 00:12:33.680]  今天我們如果想在靈裏面要剛強,
[00:12:33.680 --> 00:12:37.160]  我們一定要在神的話語上下功夫,
[00:12:37.160 --> 00:12:40.520]  你不能光靠主日崇拜聽個講道而已,
[00:12:40.520 --> 00:12:41.960]  那是不夠的,
[00:12:41.960 --> 00:12:44.960]  想想看一年只有52個禮拜,
[00:12:44.960 --> 00:12:47.040]  每一次你參加主日崇拜,
[00:12:47.040 --> 00:12:50.520]  我們教會的講道只有30分鐘,
[00:12:50.520 --> 00:12:55.200]  所以全年你聽道的時間加起來不過26個鐘頭,
[00:12:55.200 --> 00:12:57.560]  再加上有時候你生病,
[00:12:57.560 --> 00:13:02.320]  加班,心情不好,外加懶惰,
[00:13:02.320 --> 00:13:05.480]  你一年聽道的時間還不到24小時,
[00:13:05.480 --> 00:13:06.920]  還不到一天,
[00:13:06.920 --> 00:13:11.040]  難怪你屬靈的生命營養不良,
[00:13:11.040 --> 00:13:13.840]  第二點,今天我們如果是希望我們靈裏面剛強,
[00:13:13.840 --> 00:13:18.040]  我們一定要花時間在神的話語上下功夫,
[00:13:18.040 --> 00:13:22.360]  在屬靈的生命成長裏面有兩件事情是非常重要的,
[00:13:22.360 --> 00:13:24.120]  一個就是聖靈的工作,
[00:13:24.120 --> 00:13:25.680]  一個就是神的話語,
[00:13:25.680 --> 00:13:28.080]  兩件事情都很重要,
[00:13:28.080 --> 00:13:31.360]  你怎麼是得救,得到新生命得救呢?
[00:13:31.360 --> 00:13:37.120]  是聖靈藉着神的話重生,讓你得蒙重生,
[00:13:37.120 --> 00:13:39.960]  你怎麼能夠對神有信心呢?
[00:13:39.960 --> 00:13:43.520]  是因爲聖靈把神的話放在你心裏,
[00:13:43.520 --> 00:13:46.400]  忽然間那個話語活潑起來,
[00:13:46.400 --> 00:13:49.600]  使你對神產生信心嗎?
[00:13:49.600 --> 00:13:53.200]  你怎麼能夠在生活中蒙神的引導呢?
[00:13:53.200 --> 00:13:57.040]  是因爲聖靈把神的話放在你心裏給你智慧,
[00:13:57.040 --> 00:13:59.680]  讓你知道當如何行嗎?
[00:13:59.680 --> 00:14:01.720]  神的話語太重要了,
[00:14:01.720 --> 00:14:07.680]  做一個基督徒你一定要讓你的思想裏面充滿了神的話語,
[00:14:07.680 --> 00:14:10.880]  所以有人說你要小心你的思想,
[00:14:10.880 --> 00:14:14.760]  因爲不久它會成爲你的行爲,
[00:14:14.760 --> 00:14:17.160]  你要小心你的行爲,
[00:14:17.160 --> 00:14:20.160]  因爲不久它成爲你的習慣,
[00:14:20.160 --> 00:14:22.360]  你要小心你的習慣,
[00:14:22.360 --> 00:14:25.560]  因爲不久它會成爲你的品格,
[00:14:25.560 --> 00:14:28.000]  換句話說一個人的思想,
[00:14:28.000 --> 00:14:31.720]  自終會影響到他的品格的,
[00:14:31.720 --> 00:14:36.520]  所以今天你一定要讓你的思想充滿神的話語,
[00:14:36.520 --> 00:14:40.000]  你不要責怪說今天這樣一個世代太邪惡,
[00:14:40.000 --> 00:14:41.680]  世界充滿了試探,
[00:14:41.680 --> 00:14:44.440]  我告訴你,你要問你自己一個問題,
[00:14:44.440 --> 00:14:47.680]  請問你思想裏面所充滿的是什麼?
[00:14:47.680 --> 00:14:50.880]  如果你思想裏面充滿的是世界上的事情,
[00:14:50.880 --> 00:14:54.280]  那自然你活出來就是世界的樣子嘛,
[00:14:54.280 --> 00:14:57.600]  但如果你思想裏充滿了神的話語,
[00:14:57.600 --> 00:15:00.120]  那我告訴你,不需要任何勉強,
[00:15:00.120 --> 00:15:03.760]  你自然而然能夠活出主的樣式出來的,
[00:15:03.760 --> 00:15:04.640]  Amen?
[00:15:04.640 --> 00:15:09.600]  所以第一個,你一定要真的是在神的話語上下個可牧神的話,
[00:15:09.600 --> 00:15:12.960]  第二個,你要教導神的話,
[00:15:12.960 --> 00:15:14.600]  要教導神的話,
[00:15:14.600 --> 00:15:17.280]  你說牧師我又不是牧師,
[00:15:17.280 --> 00:15:20.960]  又不是主日學老師,我怎麼會教導神的話呢?
[00:15:20.960 --> 00:15:23.760]  其實神在我們身旁周圍,
[00:15:23.760 --> 00:15:29.280]  常常放了許許多多我們可以教導的對象,
[00:15:29.280 --> 00:15:31.120]  在我們中間的小組長們,
[00:15:31.120 --> 00:15:34.160]  你有沒有想到過你的小組組員,
[00:15:34.160 --> 00:15:36.560]  就是你教導的對象呢?
[00:15:36.560 --> 00:15:38.960]  每次小組分享的時候,
[00:15:38.960 --> 00:15:42.280]  不要只是讓大家隨意分享就算了嘛,
[00:15:42.280 --> 00:15:45.880]  我告訴你,如果你肯花一點點的時間,
[00:15:45.880 --> 00:15:49.040]  教導你的主人真理的話,
[00:15:49.040 --> 00:15:53.680]  讓你的主人的生命紮根在神的話語上,
[00:15:53.680 --> 00:15:58.760]  那麼患難一來,他們就能夠站立的穩不至於動搖嘛,
[00:15:58.760 --> 00:16:01.920]  想想看,如果你的主人剛強的話,
[00:16:01.920 --> 00:16:05.560]  那你的小組就自然剛強有力,不是嗎?
[00:16:05.560 --> 00:16:07.120]  你們,
[00:16:07.120 --> 00:16:09.160]  做父母親的有沒有想過,
[00:16:09.160 --> 00:16:12.480]  你的兒女就是你們教導的對象呢?
[00:16:12.480 --> 00:16:15.080]  你不要以爲你們兒女不會問,
[00:16:15.080 --> 00:16:17.240]  有一次我遇到一個弟兄,
[00:16:17.240 --> 00:16:20.280]  他就跟我講說,有一次他的兒子回家,
[00:16:20.280 --> 00:16:23.560]  就問他的媽媽說,媽媽,什麼是三位一體啊?
[00:16:23.560 --> 00:16:26.720]  我就很好奇,我問他,那你太太怎麼回答呢?
[00:16:26.720 --> 00:16:31.880]  他說我太太回答說,去問你爸爸去!
[00:16:31.880 --> 00:16:36.400]  對,你們遲早有一天你的兒女會問一些真理的問題的,
[00:16:36.400 --> 00:16:39.320]  你不要一天到晚一問三不知啊,
[00:16:39.320 --> 00:16:43.320]  你要準備好來教導你的兒女,
[00:16:43.320 --> 00:16:46.840]  當然所謂教導不只說你很會講而已,
[00:16:46.840 --> 00:16:50.080]  其實孩子們的眼睛是雪亮的,
[00:16:50.080 --> 00:16:52.600]  他們不但要聽你說什麼,
[00:16:52.600 --> 00:16:56.000]  更重要他們要看你做些什麼,
[00:16:56.000 --> 00:17:01.240]  求神幫助我們在神的話語上真的能夠忠於所託,
[00:17:01.240 --> 00:17:05.200]  所以第二個我們看見在神的話語上我們要忠心,
[00:17:05.200 --> 00:17:09.400]  第三個,你要在主的服飾上成熟,
[00:17:09.400 --> 00:17:14.320]  跟你們說在主的服飾上成熟,
[00:17:14.320 --> 00:17:19.360]  我們看見接下來從第三節到第七節保羅用三個比喻,
[00:17:19.360 --> 00:17:23.000]  來描述什麼是一個成熟的基督徒呢?
[00:17:23.000 --> 00:17:27.880]  首先第一點,要向軍人精力磨練,
[00:17:27.880 --> 00:17:32.440]  跟你們說向軍人精力磨練跟他說,
[00:17:32.440 --> 00:17:34.520]  你知道軍人有一個特質,
[00:17:34.520 --> 00:17:38.400]  就是要致使忠心達成任務,
[00:17:38.400 --> 00:17:44.000]  在美國有一個非常出名的軍校叫西點軍校我們都聽過,
[00:17:44.000 --> 00:17:45.560]  是非常出名,
[00:17:45.560 --> 00:17:47.880]  每一年招生的時候,
[00:17:47.880 --> 00:17:50.880]  年輕人都搶着去報名,
[00:17:50.880 --> 00:17:55.440]  但我們也聽說到他們的訓練是非常的嚴格,
[00:17:55.440 --> 00:17:57.920]  入伍的新生一進去,
[00:17:57.920 --> 00:17:59.760]  無論長官說什麼,
[00:17:59.760 --> 00:18:01.840]  他們只能回答兩句話,
[00:18:01.840 --> 00:18:04.280]  Yes Sir 或是 No Sir,
[00:18:04.280 --> 00:18:07.640]  若是多說都會遭到處罰,
[00:18:07.640 --> 00:18:11.080]  你說真的不合理,爲什麼要這個樣子呢?
[00:18:11.080 --> 00:18:13.080]  我就想起以前我在當兵的時候,
[00:18:13.080 --> 00:18:16.280]  班長曾經說過的一句話還挺有道理的,
[00:18:16.280 --> 00:18:18.840]  他說合理的要求是訓練,
[00:18:18.840 --> 00:18:23.720]  不合理的要求叫磨練,
[00:18:23.720 --> 00:18:26.440]  都是操練,
[00:18:26.440 --> 00:18:31.120]  但問題是爲什麼這麼不合理,這麼嚴格,
[00:18:31.120 --> 00:18:35.960]  還這麼多年輕人搶着去讀,搶着去報名呢?
[00:18:35.960 --> 00:18:38.720]  我相信最主要的原因就是大家看見
[00:18:38.720 --> 00:18:42.800]  西點軍校那個畢業生出來的樣子,
[00:18:42.800 --> 00:18:45.600]  那個出來的樣子就是不一樣,
[00:18:45.600 --> 00:18:48.120]  個個雄赳赳氣昂昂,
[00:18:48.120 --> 00:18:53.800]  把那種軍人本色表露無遺,令人羨慕,
[00:18:53.800 --> 00:18:56.040]  我就明白了同樣今天,
[00:18:56.040 --> 00:18:58.920]  神很多時候也是容許苦難
[00:18:58.920 --> 00:19:03.280]  領導在我們生命當中來磨練我們,不是嗎?
[00:19:03.280 --> 00:19:06.200]  那個目的不是叫我們受苦啦,
[00:19:06.200 --> 00:19:10.320]  跟你媽說目的不是叫我們受苦,跟她說,
[00:19:10.320 --> 00:19:14.040]  神容許苦難磨練領導我們,
[00:19:14.040 --> 00:19:19.960]  乃是要我們生命能夠磨練得像耶穌基督的樣子一樣嘛,
[00:19:19.960 --> 00:19:23.120]  所以羅馬書第五章第三節第四節怎麼說呢?
[00:19:23.120 --> 00:19:26.000]  不但如此,就在患難中也是歡歡喜喜,
[00:19:26.000 --> 00:19:32.360]  因爲知道患難生忍耐,忍耐生老戀,老戀生盼望,
[00:19:32.360 --> 00:19:36.200]  這裏說患難生忍耐,忍耐生老戀,
[00:19:36.200 --> 00:19:39.920]  這個老戀的意思不是老油條了,
[00:19:39.920 --> 00:19:44.320]  老戀的意思是品格,是品格的意思,
[00:19:44.320 --> 00:19:48.200]  換句話說,我們的生命能夠像軍人一樣,
[00:19:48.200 --> 00:19:51.400]  經過磨練之後才能夠成熟,
[00:19:51.400 --> 00:19:56.360]  滿有耶穌基督那樣一個生命的表達,
[00:19:56.360 --> 00:19:59.880]  所以第一個要像軍人,生命接受磨練,
[00:19:59.880 --> 00:20:04.360]  第二,要像比武者要有紀律,
[00:20:04.360 --> 00:20:09.640]  跟你旁邊說要像比武者要有紀律跟他說,
[00:20:09.640 --> 00:20:10.840]  保羅在第五節紀律說,
[00:20:10.840 --> 00:20:15.040]  人若在場上比武非按規矩就不能得冠冕,
[00:20:15.040 --> 00:20:18.920]  換句話說,一個比武者他要得到冠冕,
[00:20:18.920 --> 00:20:24.600]  一定要按照這個比賽的規則來訓練自己,
[00:20:24.600 --> 00:20:29.120]  這個比武者就好像今天在奧林匹克比賽那種
[00:20:29.120 --> 00:20:31.480]  參加選手一樣,
[00:20:31.480 --> 00:20:34.520]  你知道每一次奧林匹克比賽的時候,
[00:20:34.520 --> 00:20:37.320]  不知道你喜歡看,我最喜歡看花式溜冰,
[00:20:37.320 --> 00:20:39.240]  當然我們這種外行人看不懂,
[00:20:39.240 --> 00:20:42.120]  只看有沒有摔跤,
[00:20:42.120 --> 00:20:45.680]  最重要不要摔跤就好了,就很好對我來講,
[00:20:45.680 --> 00:20:47.720]  但那種在行的人就不一樣了,
