
[00:00:00.000 --> 00:00:03.560]  好,各位親愛的兄弟姊妹,你們好,很開心又可以和大家一齊
[00:03:10.760 --> 00:03:12.520]  而且不只是看到外面的東西
[00:03:12.520 --> 00:03:16.200]  我們內心的思想神都很清楚
[00:03:16.200 --> 00:03:18.400]  但是神是無所不在,是吧?
[00:03:18.400 --> 00:03:20.160]  某個程度未必
[00:03:20.160 --> 00:03:23.400]  因為神是不會在地獄的深淵裏面
[00:03:23.400 --> 00:03:25.200]  這是懲罰人的地方
[00:03:25.200 --> 00:03:28.240]  所以描繪地獄是黑暗的
[00:03:28.240 --> 00:03:31.920]  但是某個程度神是無所不在的
[00:03:31.920 --> 00:03:33.120]  但是還有一樣東西
[00:03:33.120 --> 00:03:34.840]  我們要反思
[00:03:34.840 --> 00:03:37.000]  神不是無所不能的
[00:03:37.000 --> 00:03:39.400]  蛤?神不是無所不能的嗎?
[00:03:39.400 --> 00:03:42.760]  我們看看一段聖經怎樣說
[00:03:42.760 --> 00:03:46.440]  他說在提摩太求書裏面
[00:03:46.440 --> 00:03:49.200]  第二章第十三節這樣說
[00:03:49.200 --> 00:03:52.160]  我們若與基督同死
[00:03:52.160 --> 00:03:55.160]  必與他一同復活
[00:03:55.160 --> 00:03:56.840]  一同的活著
[00:03:56.840 --> 00:03:58.440]  我們若忍耐
[00:03:58.440 --> 00:04:01.440]  也必和他一同作和
[00:04:01.440 --> 00:04:05.520]  就是說我們願意和基督一起受死、受苦
[00:04:05.520 --> 00:04:06.920]  我們會得到神的祝福
[00:04:06.920 --> 00:04:09.640]  會得到主的應許
[00:04:09.640 --> 00:04:11.440]  我們會和祂同活
[00:04:11.440 --> 00:04:13.040]  如果我們能夠忍耐的時候
[00:04:13.040 --> 00:04:15.120]  將來可以和主一同作和
[00:04:15.120 --> 00:04:16.480]  這是正面的
[00:04:16.480 --> 00:04:17.640]  好了,後面
[00:04:17.640 --> 00:04:19.800]  我們若不認祂
[00:04:19.800 --> 00:04:21.240]  祂也不認我們
[00:04:21.240 --> 00:04:22.320]  很自然
[00:04:22.320 --> 00:04:25.040]  如果我們拒絕承認我們的神的時候
[00:04:25.040 --> 00:04:27.760]  我們的神也不會承認我們是祂的兒女
[00:04:27.760 --> 00:04:29.400]  因為我們拒絕
[00:04:29.400 --> 00:04:30.840]  但是不是那一句
[00:04:30.840 --> 00:04:34.000]  我們縱然失信
[00:04:34.000 --> 00:04:36.280]  照道理應該怎樣
[00:04:36.280 --> 00:04:38.280]  祂也會失信
[00:04:38.280 --> 00:04:41.160]  我們中國人最流行說這句
[00:04:41.160 --> 00:04:44.440]  你做初一,我做十五
[00:04:44.440 --> 00:04:47.680]  你不仁,就我不義
[00:04:47.680 --> 00:04:48.920]  如果我們失信
[00:04:48.920 --> 00:04:50.760]  那神同樣失信
[00:04:50.760 --> 00:04:52.520]  但絕對不是
[00:04:52.520 --> 00:04:55.440]  聖經真正是怎樣說的
[00:04:55.440 --> 00:04:58.520]  提摩大學書第二章第十三節
[00:04:58.520 --> 00:05:01.160]  我們縱然失信
[00:05:01.160 --> 00:05:03.760]  祂仍是可信的
[00:05:03.760 --> 00:05:05.520]  特別留意這一句
[00:05:05.520 --> 00:05:07.760]  因為祂不能
[00:05:07.760 --> 00:05:08.840]  不能
[00:05:08.840 --> 00:05:10.720]  背負自己
[00:05:10.720 --> 00:05:12.520]  就是實不能夠說謊
[00:05:12.520 --> 00:05:14.640]  實不能夠說了
[00:05:14.640 --> 00:05:16.480]  就不去計算
[00:05:16.480 --> 00:05:18.000]  不去實踐
[00:05:18.000 --> 00:05:20.000]  所以祂給了我們一個很大的祝福
[00:05:20.000 --> 00:05:21.760]  很簡單看看歷史
[00:05:21.760 --> 00:05:23.000]  以色列人
[00:05:23.000 --> 00:05:26.280]  他們被埃及奴役
[00:05:26.280 --> 00:05:27.960]  大臣一早已經宣告
[00:05:27.960 --> 00:05:29.280]  四八年之後
[00:05:29.280 --> 00:05:31.560]  其實他們就會得著釋放
[00:05:31.560 --> 00:05:33.240]  後來透過十災
[00:05:33.240 --> 00:05:34.720]  以色列人也釋放
[00:05:34.720 --> 00:05:35.760]  他們建立國家
[00:05:35.760 --> 00:05:38.440]  但是他們不斷地離棄神
[00:05:38.440 --> 00:05:40.640]  結果神說他們會滅亡
[00:05:40.640 --> 00:05:42.880]  果然是被巴比倫滅亡
[00:05:42.880 --> 00:05:46.520]  雖然巴比倫在強國第一夜之間就滅亡了
[00:05:46.520 --> 00:05:47.600]  後來七十年
[00:05:47.600 --> 00:05:48.880]  如神的應許
[00:05:48.880 --> 00:05:50.080]  他歸回
[00:05:50.080 --> 00:05:51.040]  但是他歸回之後
[00:05:51.040 --> 00:05:53.360]  後來也沒有真正好地親近神
[00:05:53.360 --> 00:05:57.240]  結果後來他們國家再一次的被摧殘
[00:05:57.240 --> 00:05:58.600]  公元七十年的時候
[00:05:58.600 --> 00:06:00.520]  提朵將軍進入羅馬
[00:06:00.520 --> 00:06:02.880]  就是進入耶路撒冷裡面
[00:06:02.880 --> 00:06:04.120]  去拆毀聖殿
[00:06:04.120 --> 00:06:06.760]  把他們趕到世界不同的地方
[00:06:06.760 --> 00:06:09.160]  但是他們在世界各地的地方
[00:06:09.160 --> 00:06:11.240]  流亡了千幾年
[00:06:11.240 --> 00:06:14.000]  他們受著很多的困壓
[00:06:14.000 --> 00:06:16.560]  希特拉屠殺六百萬的猶太人
[00:06:16.560 --> 00:06:19.200]  但是竟然在1948年裡面復國
[00:06:19.200 --> 00:06:21.840]  怎麼想到一個國家亡了千幾年
[00:06:21.840 --> 00:06:23.680]  竟然可以復國呢
[00:06:23.680 --> 00:06:24.600]  但是在聖經裡面
[00:06:24.600 --> 00:06:27.000]  一早已經有這個應許
[00:06:27.000 --> 00:06:30.560]  所以我們看到原來神是信實的
[00:06:30.560 --> 00:06:33.680]  每一次神一說信實的時候
[00:06:33.680 --> 00:06:37.640]  他一定是帶著一個應許
[00:06:37.640 --> 00:06:40.680]  我會怎麼去答應你一些事情
[00:06:40.680 --> 00:06:43.000]  但是我們看幾個神的應許
[00:06:43.000 --> 00:06:44.360]  神的信心
[00:06:44.360 --> 00:06:48.480]  一是說到赦罪的應許
[00:06:48.480 --> 00:06:50.840]  但是我們很熟悉的這段經文
[00:06:50.840 --> 00:06:55.080]  在約翰一書第一章的第九節
[00:06:55.080 --> 00:06:58.880]  它說我們若認自己的罪神是信實的
[00:06:58.880 --> 00:07:00.320]  是公義的
[00:07:00.320 --> 00:07:02.560]  必要赦免我們的罪
[00:07:02.560 --> 00:07:04.240]  洗淨我們一切的不義
[00:07:04.240 --> 00:07:05.120]  是不是
[00:07:05.120 --> 00:07:09.160]  這裡很清楚說到今天神要赦免我們的罪
[00:07:09.160 --> 00:07:10.880]  但是大家留意一下這段經文
[00:07:10.880 --> 00:07:12.880]  其實是有問題的
[00:07:12.880 --> 00:07:15.000]  神是公義的
[00:07:15.000 --> 00:07:18.040]  公義就不是去赦罪的
[00:07:18.040 --> 00:07:20.560]  公義是要判斷罪惡
[00:07:20.560 --> 00:07:21.800]  是要刑罰
[00:07:21.800 --> 00:07:23.400]  不是赦罪的
[00:07:23.400 --> 00:07:26.280]  不公平的事我們接受不了
[00:07:26.280 --> 00:07:27.480]  很簡單舉一個例子
[00:07:27.480 --> 00:07:30.920]  有一個人抱著一個嬰兒走路
[00:07:30.920 --> 00:07:33.080]  預備送去給外母照顧
[00:07:33.080 --> 00:07:37.040]  誰知那單程路上的車竟然違反交通規則
[00:07:37.040 --> 00:07:38.200]  撞出來
[00:07:38.200 --> 00:07:39.640]  退後退
[00:07:39.640 --> 00:07:43.240]  撞死了兩父女
[00:07:43.240 --> 00:07:44.760]  結果法官判他有罪
[00:07:44.760 --> 00:07:46.320]  只是坐多久呢
[00:07:46.320 --> 00:07:48.280]  是坐八個月牢
[00:07:48.280 --> 00:07:49.760]  家人哭得很厲害
[00:07:49.760 --> 00:07:51.360]  瘋的
[00:07:51.360 --> 00:07:54.960]  撞死兩個人只是坐八個月牢這麼少
[00:07:54.960 --> 00:07:58.000]  扣了假期不用八個月
[00:07:58.000 --> 00:08:00.640]  所以原來公義就是要什麼
[00:08:00.640 --> 00:08:02.680]  就是刑罰罪惡
[00:08:02.680 --> 00:08:07.040]  這裡畫到要洗淨我們一切的不義
[00:08:07.040 --> 00:08:08.640]  為什麼呢
[00:08:08.640 --> 00:08:10.640]  大家留意到前面
[00:08:10.640 --> 00:08:13.080]  他講到神是信神
[00:08:13.080 --> 00:08:15.800]  即是神是不會說謊的
[00:08:15.800 --> 00:08:19.440]  如果我們肯認自己的罪
[00:08:19.440 --> 00:08:22.360]  神就會接納赦免我們
[00:08:22.360 --> 00:08:24.920]  縱使我們的罪是很大
[00:08:24.920 --> 00:08:26.040]  很深
[00:08:26.040 --> 00:08:28.560]  甚至有時我們自己都不可以
[00:08:28.560 --> 00:08:30.640]  但是可以接納自己
[00:08:30.640 --> 00:08:33.520]  甚至自己都不可以寬恕自己
[00:08:33.520 --> 00:08:35.560]  但是神的應許是真實的
[00:08:35.560 --> 00:08:38.160]  是願意赦免我們的罪
[00:08:38.160 --> 00:08:39.600]  很簡單
[00:08:39.600 --> 00:08:41.840]  大家看看二塞亞書
[00:08:41.840 --> 00:08:44.960]  一章的第十八節
[00:08:44.960 --> 00:08:47.200]  它說道你們的罪
[00:08:47.200 --> 00:08:49.360]  雖像珠紅
[00:08:49.360 --> 00:08:51.400]  必變成雪白
[00:08:51.400 --> 00:08:52.960]  雖紅如丹顏
[00:08:52.960 --> 00:08:55.120]  必白如羊毛
[00:08:55.120 --> 00:08:57.760]  原來挑驗專家告訴我們
[00:08:57.760 --> 00:09:00.680]  由黑色變成白色是容易的
[00:09:00.680 --> 00:09:04.920]  但是由紅色變成白色是難很多的
[00:09:04.920 --> 00:09:07.160]  就是說我們無論怎樣罪孽深重
[00:09:07.160 --> 00:09:10.840]  如果我們真心悔改認罪的時候
[00:09:10.840 --> 00:09:14.240]  神就會赦免我們的罪
[00:09:14.240 --> 00:09:16.800]  所以帶給我們這份盼望
[00:09:16.800 --> 00:09:18.000]  好了 講到神的信誓
[00:09:18.000 --> 00:09:21.440]  第二方面就是保守的應許
[00:09:21.440 --> 00:09:23.560]  神是會保守我們
[00:09:23.560 --> 00:09:25.800]  我們看看林多前書
[00:09:25.800 --> 00:09:28.840]  第一章第八 第九兩節
[00:09:28.840 --> 00:09:31.080]  我們看看這段經文
[00:09:31.080 --> 00:09:33.640]  林多前書第一章第八 第九節
[00:09:33.640 --> 00:09:36.000]  他也必堅固你們到底
[00:09:36.000 --> 00:09:40.400]  叫你們在我們主耶穌基督的日子無可指責
[00:09:40.400 --> 00:09:42.000]  神是信實的
[00:09:42.000 --> 00:09:44.040]  你們現是被他所召
[00:09:44.040 --> 00:09:46.160]  好與他疑似
[00:09:46.160 --> 00:09:49.000]  我們的主耶穌基督一同得分
[00:09:49.000 --> 00:09:50.520]  這裡再強調到
[00:09:50.520 --> 00:09:52.760]  神是一個信實的神
[00:09:52.760 --> 00:09:56.200]  神是會來帶去保守我們
[00:09:56.200 --> 00:09:59.160]  今天有多個地方仍然會
[00:09:59.160 --> 00:10:02.920]  在因為信仰的緣故而受到迫害
[00:10:02.920 --> 00:10:05.400]  很多地方沒有自由的來帶去
[00:10:05.400 --> 00:10:07.160]  去選擇他們的信仰
[00:10:07.160 --> 00:10:09.160]  所以今天我們要感恩
[00:10:09.160 --> 00:10:10.480]  就是我們仍然有機會
[00:10:10.480 --> 00:10:13.040]  來帶去很自由的來帶去
[00:10:13.040 --> 00:10:16.040]  更快地受這個好一個祝福來的
[00:10:16.040 --> 00:10:18.760]  今天我很感謝神
[00:10:18.760 --> 00:10:20.400]  很簡單的舉個例子
[00:10:20.400 --> 00:10:22.480]  昔日的羅馬尼亞
[00:10:22.480 --> 00:10:24.800]  現在回教的國家
[00:10:24.800 --> 00:10:27.400]  甚至一些極權的國家裡面
[00:10:27.400 --> 00:10:32.800]  但他們都面對著信仰上面的壓迫
[00:10:32.800 --> 00:10:35.280]  要他們放棄他們的信仰
[00:10:35.280 --> 00:10:38.760]  塔利班現在成為一個
[00:10:38.760 --> 00:10:41.760]  被承認是中國的國家
[00:10:41.760 --> 00:10:45.360]  但他們是不讓人來接受他們的教育
[00:10:45.360 --> 00:10:48.480]  所以今天原來在信仰上面
[00:10:48.480 --> 00:10:50.120]  他們面臨失敗
[00:10:50.120 --> 00:10:53.360]  但是仍然會去保守他們
[00:10:53.360 --> 00:10:55.640]  今天我們要很小心
[00:10:55.640 --> 00:10:59.400]  保護這個字是用了三十一字
[00:10:59.400 --> 00:11:02.360]  其中包括了牧羊人
[00:11:02.360 --> 00:11:05.400]  在夜間裡面看守羊群
[00:11:05.400 --> 00:11:07.560]  不容讓那些野獸
[00:11:07.560 --> 00:11:11.080]  來侵入去傷害他們
[00:11:11.080 --> 00:11:13.960]  又好像參與我們的守衛
[00:11:13.960 --> 00:11:16.800]  來守住那些囚犯一樣
[00:11:16.800 --> 00:11:18.240]  不過今天我們的神
[00:11:18.240 --> 00:11:21.000]  是保護我們脫離那些惡者
[00:11:21.000 --> 00:11:25.400]  令我們仍然在受那些惡者的侵害
[00:11:25.400 --> 00:11:27.560]  今天很重要
[00:11:27.560 --> 00:11:31.560]  原來今天有時我們面對很多的挑戰
[00:11:31.560 --> 00:11:32.800]  正如我剛才所說
[00:11:32.800 --> 00:11:34.800]  頭三個世紀
[00:11:34.800 --> 00:11:39.000]  不少基督徒是被迫害、被殺
[00:11:39.000 --> 00:11:41.240]  但是這些鐵的種子
[00:11:41.240 --> 00:11:45.800]  都是能夠孕育出很多宗徵的生命
[00:11:45.800 --> 00:11:50.000]  受著一些人的感染之後
[00:11:50.000 --> 00:11:53.840]  這些人竟然在疫情裡面領聖耶穌
[00:11:53.840 --> 00:11:56.360]  我們看看今天
[00:11:56.360 --> 00:11:58.440]  聖月蘭信徒的聖
[00:11:58.440 --> 00:12:01.640]  在接受大家後書第三章
[00:12:01.640 --> 00:12:03.400]  第二、第三兩節
[00:12:03.400 --> 00:12:07.640]  「也必叫你們脫離無領天惡人的手」
[00:12:07.640 --> 00:12:10.320]  「因為人都不是有信心」
[00:12:10.320 --> 00:12:12.560]  但是留意了第三節
[00:12:12.560 --> 00:12:16.320]  「但此次信徒的要堅住你們」
[00:12:16.320 --> 00:12:19.640]  「保護你們脫離那惡者」
[00:12:19.640 --> 00:12:22.280]  你見不見到這個 Power Point
[00:12:22.280 --> 00:12:23.680]  利班尼的政權
[00:12:23.680 --> 00:12:26.360]  利班尼去搶奪它們之後
[00:12:26.360 --> 00:12:30.160]  多個漢人、民眾生的同離所的情況
[00:12:30.160 --> 00:12:32.880]  但是很多的基督徒
[00:12:32.880 --> 00:12:36.200]  搞不掉的時候就被迫害
[00:12:36.200 --> 00:12:41.440]  甚至他們會面對生命的危險
[00:12:41.440 --> 00:12:44.720]  但是我們的神仍然會勸服他們
[00:12:44.720 --> 00:12:48.680]  縱使他們因為信仰的緣故而犧牲了他們的生命
[00:12:48.680 --> 00:12:51.040]  但他們卻是得著永恆
[00:12:51.040 --> 00:12:53.080]  得著這個叫「榮生」
[00:12:53.080 --> 00:12:55.120]  因此我們面對困難的時候
[00:12:55.120 --> 00:12:57.240]  我們有沒有理由信靠它
[00:12:57.240 --> 00:12:59.520]  有沒有理由依靠它
[00:12:59.520 --> 00:13:01.480]  會不會我們有時自作聰明
[00:13:01.480 --> 00:13:03.960]  用自己的方法去解決
[00:13:03.960 --> 00:13:06.680]  甚至這個方法是偏離了神的心意
[00:13:06.680 --> 00:13:10.520]  於是就將我們陷在這個陷阱裡面
[00:13:10.520 --> 00:13:12.640]  所以求神來幫助我們
[00:13:12.640 --> 00:13:15.640]  我們要來帶去好地的面對
[00:13:15.640 --> 00:13:17.880]  於是神容讓我們面對一些困難
[00:13:17.880 --> 00:13:19.880]  原來它是有美意的
[00:13:19.880 --> 00:13:21.960]  正如大家很熟悉的藥室
[00:13:21.960 --> 00:13:25.560]  藥室被哥哥出賣成為奴隸
[00:13:25.560 --> 00:13:26.360]  它做得好
[00:13:26.360 --> 00:13:29.920]  但是竟然被刺頭和武烈要坐牢
[00:13:29.920 --> 00:13:32.680]  但原來這個監獄是送免他
[00:13:32.680 --> 00:13:35.880]  將來成為宰相一個很好的地方
[00:13:35.880 --> 00:13:38.080]  因為這個是黃色監獄
[00:13:38.080 --> 00:13:40.160]  雖然它是無辜的地方
[00:13:40.160 --> 00:13:43.200]  但是它被武烈成為監獄
[00:13:43.200 --> 00:13:44.920]  但是它是怎樣呢
[00:13:44.920 --> 00:13:46.840]  就是得到神
[00:13:46.840 --> 00:13:48.600]  藉此來訓練我們
[00:13:48.600 --> 00:13:50.160]  所以這個是恩典
[00:13:50.160 --> 00:13:52.880]  第三方面
[00:13:52.880 --> 00:13:54.400]  英許是什麼呢
[00:13:54.400 --> 00:13:56.600]  就是加我們力量的英許
[00:13:56.600 --> 00:13:58.800]  我很喜歡這段經文
[00:13:58.800 --> 00:14:02.440]  可能是全書第十章的第十三節
[00:14:02.440 --> 00:14:06.760]  「你們所遇見的刺探無比是人所能受的
[00:14:06.760 --> 00:14:10.680]  但是信實的必不叫你們受試探
[00:14:10.680 --> 00:14:12.480]  過於所能受的
[00:14:12.480 --> 00:14:13.760]  在受試探的時候
[00:14:13.760 --> 00:14:15.520]  總要給你們開一條速路
[00:14:15.520 --> 00:14:17.520]  讓你們能忍受得住」
[00:14:17.520 --> 00:14:18.520]  看到嗎
[00:14:18.520 --> 00:14:21.640]  這裡又提到神是信實的
[00:14:21.640 --> 00:14:24.120]  今天我們會遇到衝擊
[00:14:24.120 --> 00:14:26.440]  我們會面對誘惑
[00:14:26.440 --> 00:14:28.600]  我們會面對挑戰
[00:14:28.600 --> 00:14:30.320]  原來我們的信仰
[00:14:30.320 --> 00:14:33.480]  並非是一個必理痛的信仰
[00:14:33.480 --> 00:14:35.240]  史立斯的信仰
[00:14:35.240 --> 00:14:36.960]  哎呀,這叫痛苦
[00:14:36.960 --> 00:14:37.960]  有時痛
[00:14:37.960 --> 00:14:39.720]  立刻就沒事了
[00:14:39.720 --> 00:14:42.040]  哇,這樣很平安
[00:14:42.040 --> 00:14:44.840]  但是我們將神變成為必理痛
[00:14:44.840 --> 00:14:48.600]  在一些有需要的時候才找你
[00:14:48.600 --> 00:14:51.480]  沒需要的時候才等你一邊
[00:14:51.480 --> 00:14:54.040]  但是今天請你記住
[00:14:54.040 --> 00:14:56.000]  我們的神會會告訴我們
[00:14:56.000 --> 00:14:59.000]  我們會面對困難和挑戰
[00:14:59.000 --> 00:15:02.000]  但祂知道我們的承載力有多少
[00:15:02.000 --> 00:15:04.800]  所以有時祂不會馬上出手
[00:15:04.800 --> 00:15:07.760]  好了,當我們承載力真的忍受不了的時候
[00:15:07.760 --> 00:15:09.160]  祂給力量我們
[00:15:09.160 --> 00:15:10.720]  再不行的時候
[00:15:10.720 --> 00:15:13.040]  祂才為我們開一條速路
[00:15:13.040 --> 00:15:13.800]  所以你有沒有留意到
[00:15:13.800 --> 00:15:16.280]  這裡提到的是神的信實
[00:15:16.280 --> 00:15:17.640]  很重要
[00:15:17.640 --> 00:15:18.960]  今天我們生命裡面
[00:15:18.960 --> 00:15:21.520]  遇到不同的際遇
[00:15:21.520 --> 00:15:25.040]  我們能否相信神保守我們呢
[00:15:25.040 --> 00:15:29.200]  基督徒生命的成長和茁壯
[00:15:29.200 --> 00:15:34.320]  往往是基於我們對神的信實的應許
[00:15:34.320 --> 00:15:36.680]  認識有多少
[00:15:36.680 --> 00:15:38.240]  對神的信實
[00:15:38.240 --> 00:15:41.960]  了解和經歷有多少呢
[00:15:41.960 --> 00:15:44.960]  如果我們對神的信實和應許
[00:15:44.960 --> 00:15:47.200]  了解越多的時候
[00:15:47.200 --> 00:15:50.920]  我們生活就越有力量
[00:15:50.920 --> 00:15:54.480]  我們可以用神的應許和神來講述
[00:15:54.480 --> 00:15:55.240]  為什麼?
[00:15:55.240 --> 00:15:56.440]  神說過
[00:15:56.440 --> 00:15:57.360]  叫我來但是去
[00:15:57.360 --> 00:15:59.320]  叫到未信的人來歸向你
[00:15:59.320 --> 00:16:01.560]  你願意萬人得救明白真道
[00:16:01.560 --> 00:16:03.240]  現在我家人還未相信你
[00:16:03.240 --> 00:16:05.360]  你來大人一定要來大人出手
[00:16:05.360 --> 00:16:07.520]  將他們帶領到你的面前
[00:16:07.520 --> 00:16:10.120]  這個是很重要的
[00:16:10.120 --> 00:16:11.240]  所以
[00:16:11.240 --> 00:16:14.960]  今天我們面對衝擊
[00:16:14.960 --> 00:16:16.480]  希伯利樞第十章的信心
[00:16:16.480 --> 00:16:18.560]  為人都最後講到很多人
[00:16:18.560 --> 00:16:21.080]  死的時候得不到祂的應許
[00:16:21.080 --> 00:16:24.000]  仍然提醒我們
[00:16:24.000 --> 00:16:27.000]  希伯利樞第十章二十三節
[00:16:27.000 --> 00:16:30.000]  也要堅守我們所承認的指望
[00:16:30.000 --> 00:16:31.600]  不至於搖動
[00:16:31.600 --> 00:16:35.720]  因為那應許我們的是信實的
[00:16:35.720 --> 00:16:37.160]  看到嗎?
[00:16:37.160 --> 00:16:41.840]  今天神的應許必定的成就
[00:16:41.840 --> 00:16:43.960]  所以我就有這份信心
[00:16:43.960 --> 00:16:48.120]  來大人去面對前面的挑戰
[00:16:48.120 --> 00:16:50.480]  這個是很重要的
[00:16:50.480 --> 00:16:52.880]  好了我們的神是信實
[00:16:52.880 --> 00:16:55.320]  我們是神的兒女
[00:16:55.320 --> 00:16:57.880]  我們都需要有這種特性
[00:16:57.880 --> 00:16:59.920]  去講述神的信實
[00:16:59.920 --> 00:17:02.280]  所以我們雖然未能夠
[00:17:02.280 --> 00:17:06.440]  完全照著我們所答應的事來實踐
[00:17:06.440 --> 00:17:09.880]  但我們應該要盡力去做這件事
[00:17:09.880 --> 00:17:11.440]  好了
[00:17:11.440 --> 00:17:15.680]  信實的神是期望我們都是一個
[00:17:15.680 --> 00:17:17.400]  誠實的人
[00:17:17.400 --> 00:17:18.360]  守信的人
[00:17:18.360 --> 00:17:20.000]  所以實踐的時候
[00:17:20.000 --> 00:17:21.880]  我們要怎樣實踐呢?
[00:17:21.880 --> 00:17:24.480]  第一我們要信守承諾
[00:17:24.480 --> 00:17:26.520]  信守什麼承諾呢?
[00:17:26.520 --> 00:17:29.720]  就是信守我們對神的承諾
[00:17:29.720 --> 00:17:32.600]  我們不可以騙神騙鬼的
[00:17:32.600 --> 00:17:34.160]  就是騙不了的
[00:17:34.160 --> 00:17:36.360]  魔鬼都知道我們做了些什麼
[00:17:36.360 --> 00:17:38.000]  如果我們對神的應許
[00:17:38.000 --> 00:17:39.080]  神是更加清楚
[00:17:39.080 --> 00:17:41.040]  好我們一起來看
[00:17:41.040 --> 00:17:43.800]  全道書第五章
[00:17:43.800 --> 00:17:46.840]  二到第五節
[00:17:46.840 --> 00:17:48.040]  說:「你在神面前
[00:17:48.040 --> 00:17:50.200]  不可無失開口
[00:17:50.200 --> 00:17:52.440]  也不可心急發言
[00:17:52.440 --> 00:17:54.200]  因為神在天上
[00:17:54.200 --> 00:17:55.760]  你在地下
[00:17:55.760 --> 00:17:58.120]  所以你的言語要寡小
[00:17:58.120 --> 00:17:59.920]  事無多令人做夢言語多
[00:17:59.920 --> 00:18:01.440]  就顯出愚昧」
[00:18:01.440 --> 00:18:04.080]  特別留意第四節和第五節
[00:18:04.080 --> 00:18:05.720]  「你向神許願
[00:18:05.720 --> 00:18:08.400]  常還不可遲疑
[00:18:08.400 --> 00:18:11.200]  因祂不喜悅愚昧人
[00:18:11.200 --> 00:18:16.520]  所以你許的願應當常還
[00:18:16.520 --> 00:18:18.400]  你許願不還
