
[00:00:00.000 --> 00:00:05.440]  各位聽眾 今天是我們御苦期操練的第三個星期開始
[00:07:47.920 --> 00:07:50.120]  讓他一滴一滴血流出來
[00:07:50.120 --> 00:07:52.600]  流到乾為止
[00:07:52.600 --> 00:07:53.920]  身邊的人
[00:07:53.920 --> 00:07:56.400]  很多的人看到他笑他
[00:07:56.400 --> 00:08:00.560]  侮辱他
[00:08:00.560 --> 00:08:04.080]  這些人是很殘暴
[00:08:04.080 --> 00:08:08.240]  這些人是完全不可愛
[00:08:08.240 --> 00:08:12.600]  不可以去愛
[00:08:12.600 --> 00:08:14.680]  但是耶穌怎樣?
[00:08:14.680 --> 00:08:17.560]  耶穌是很辛苦
[00:08:17.560 --> 00:08:19.880]  耶穌很痛苦
[00:08:19.880 --> 00:08:24.800]  但是耶穌仍然在實踐他愛的使命
[00:08:24.800 --> 00:08:28.400]  愛到底
[00:08:28.400 --> 00:08:30.680]  愛到最後還是繼續去愛
[00:08:30.680 --> 00:08:32.400]  無論愛到多麼痛心
[00:08:32.400 --> 00:08:34.720]  耶穌還是去愛
[00:08:34.720 --> 00:08:37.160]  耶穌在這個世界上
[00:08:37.160 --> 00:08:40.520]  他的使命就是要代替我們
[00:08:40.520 --> 00:08:41.480]  我們原本是有罪的
[00:08:41.480 --> 00:08:43.080]  剛才我們聖餐也有說
[00:08:43.080 --> 00:08:45.400]  我們原本是有罪的
[00:08:45.400 --> 00:08:48.840]  要打的 要罰的
[00:08:48.840 --> 00:08:51.360]  要死的應該是我們
[00:08:51.360 --> 00:08:54.240]  但是神愛我們
[00:08:54.240 --> 00:08:55.720]  耶穌基督在這個世界上
[00:08:55.720 --> 00:08:59.280]  代替我們這一群有罪的人
[00:08:59.280 --> 00:09:02.920]  不乾淨的人去死去受罪
[00:09:02.920 --> 00:09:05.880]  用他的血來洗清我們
[00:09:05.880 --> 00:09:07.920]  耶穌是代罪羔羊
[00:09:07.920 --> 00:09:10.040]  是成為一個獻祭
[00:09:10.040 --> 00:09:13.120]  一個贖罪的祭
[00:09:13.120 --> 00:09:15.440]  這個就是耶穌的愛的使命
[00:09:15.440 --> 00:09:18.280]  他來這個世界上就是要完成這件事
[00:09:18.280 --> 00:09:22.800]  他很清楚知道自己要做這件事
[00:09:22.800 --> 00:09:24.720]  弟兄姊妹有時
[00:09:24.720 --> 00:09:26.160]  可能在座當中有一些弟兄姊妹會說
[00:09:26.160 --> 00:09:29.560]  牧師 我不是很感受到神愛我
[00:09:29.560 --> 00:09:31.600]  在過往一個禮拜我們靈修操練
[00:09:31.600 --> 00:09:33.440]  鼓勵大家每一天
[00:09:33.440 --> 00:09:36.080]  我們都想一件神愛我們的事情
[00:09:36.080 --> 00:09:38.040]  是多謝神的
[00:09:38.040 --> 00:09:40.800]  想不想到
[00:09:40.800 --> 00:09:41.920]  我告訴你
[00:09:41.920 --> 00:09:44.120]  很多人包括我自己
[00:09:44.120 --> 00:09:47.600]  特別感受到神的愛是何時呢
[00:09:47.600 --> 00:09:50.640]  不只是我們風山水起
[00:09:50.640 --> 00:09:52.920]  或者風平浪靜
[00:09:52.920 --> 00:09:55.520]  或者一帆風順的時候
[00:09:55.520 --> 00:09:57.480]  很好的時候
[00:09:57.480 --> 00:09:59.400]  我們才感受到神的愛
[00:09:59.400 --> 00:10:02.000]  特別我們在困難裏面
[00:10:02.000 --> 00:10:02.880]  剛才那首詩歌
[00:10:02.880 --> 00:10:05.520]  奔跑不放棄的時候
[00:10:05.520 --> 00:10:07.840]  我們覺得自己軟弱無力
[00:10:07.840 --> 00:10:12.320]  甚至我們覺得自己軟弱
[00:10:12.320 --> 00:10:14.520]  無力再面對前面的路
[00:10:14.520 --> 00:10:16.040]  覺得自己很差
[00:10:16.040 --> 00:10:19.080]  我們做來做去都經常犯罪
[00:10:19.080 --> 00:10:20.160]  自己都看不起自己
[00:10:20.160 --> 00:10:21.200]  不單止別人不喜歡我們
[00:10:21.200 --> 00:10:24.640]  我們自己都看不起自己的時候
[00:10:24.640 --> 00:10:26.240]  你看看
[00:10:26.240 --> 00:10:31.200]  被你刺傷釘傷的耶穌基督
[00:10:31.200 --> 00:10:33.120]  祂會怎樣呢
[00:10:33.120 --> 00:10:37.320]  我每一次都會想起這幅圖畫
[00:10:37.320 --> 00:10:39.440]  這個人的兩隻手
[00:10:39.440 --> 00:10:42.440]  拿著鎚和釘
[00:10:42.440 --> 00:10:46.120]  但是他已經軟弱無力
[00:10:46.120 --> 00:10:49.440]  耶穌就是這樣抱著他
[00:10:49.440 --> 00:10:50.880]  幫他去面對
[00:10:50.880 --> 00:10:54.240]  帶領他經過一切
[00:10:54.240 --> 00:10:56.320]  這些是什麼
[00:10:56.320 --> 00:10:58.040]  這些就是愛
[00:10:58.040 --> 00:10:59.720]  弟兄姊妹
[00:10:59.720 --> 00:11:02.280]  這些就是愛
[00:11:02.280 --> 00:11:03.720]  所以我鼓勵你們
[00:11:03.720 --> 00:11:05.640]  在生命上面
[00:11:05.640 --> 00:11:08.600]  我們感受神的愛
[00:11:08.600 --> 00:11:11.560]  從自己軟弱開始
[00:11:11.560 --> 00:11:14.520]  天父愛我們愛到底
[00:11:14.520 --> 00:11:17.120]  在任何的時間
[00:11:17.120 --> 00:11:20.360]  甚至我們很虛弱的時候
[00:11:20.360 --> 00:11:23.480]  神都是這樣愛我們
[00:11:23.480 --> 00:11:26.920]  天父要我們盡心盡性盡力去愛他
[00:11:26.920 --> 00:11:29.960]  並且要愛人如己
[00:11:29.960 --> 00:11:33.640]  這是神要求我們要去做的
[00:11:33.640 --> 00:11:34.960]  盡力去愛神
[00:11:34.960 --> 00:11:38.080]  也要愛我們身邊的人
[00:11:38.080 --> 00:11:40.080]  愛神愛人
[00:11:40.080 --> 00:11:41.680]  有時聽我們做基督
[00:11:41.680 --> 00:11:44.800]  聽到會很害怕
[00:11:44.800 --> 00:11:46.000]  我們都不是耶穌
[00:11:46.000 --> 00:11:47.120]  沒有耶穌這麼偉大
[00:11:47.120 --> 00:11:48.600]  怎樣去愛
[00:11:48.600 --> 00:11:50.240]  被人插我們幾刀的時候
[00:11:50.240 --> 00:11:54.120]  還繼續去愛那個人
[00:11:54.120 --> 00:11:55.440]  的而且確
[00:11:55.440 --> 00:11:57.400]  我們沒有耶穌這麼偉大
[00:11:57.400 --> 00:11:58.280]  如果我們做到
[00:11:58.280 --> 00:11:59.080]  我們就做了神
[00:11:59.080 --> 00:12:01.040]  我們不需要神
[00:12:01.040 --> 00:12:02.400]  我們不行
[00:12:02.400 --> 00:12:03.280]  我們沒有這麼偉大
[00:12:03.280 --> 00:12:03.840]  我們是人
[00:12:03.840 --> 00:12:06.240]  普通人
[00:12:06.240 --> 00:12:07.920]  但是至少
[00:12:07.920 --> 00:12:10.840]  我們是基督的兒女
[00:12:10.840 --> 00:12:12.120]  我們是基督的門徒
[00:12:12.120 --> 00:12:13.280]  學生
[00:12:13.280 --> 00:12:15.600]  我們學一下我們的主
[00:12:15.600 --> 00:12:17.680]  至少我們可以學習一下
[00:12:17.680 --> 00:12:20.360]  聽我們天父爸爸的話
[00:12:20.360 --> 00:12:22.120]  學習去嘗試
[00:12:22.120 --> 00:12:23.920]  去愛我們身邊
[00:12:23.920 --> 00:12:26.920]  一些不可愛的人
[00:12:26.920 --> 00:12:29.560]  這是我們能力可以做到的
[00:12:29.560 --> 00:12:30.800]  是不是
[00:12:30.800 --> 00:12:32.840]  我們身邊一些不可愛的人
[00:12:32.840 --> 00:12:34.360]  我相信
[00:12:34.360 --> 00:12:37.320]  每一個人心中
[00:12:37.320 --> 00:12:38.520]  都有一個
[00:12:38.520 --> 00:12:39.520]  至少有一個
[00:12:39.520 --> 00:12:40.560]  你覺得是不可愛
[00:12:40.560 --> 00:12:43.240]  或者不想去愛的人
[00:12:43.240 --> 00:12:44.880]  同意嗎
[00:12:44.880 --> 00:12:46.520]  如果電影節目你說牧師我沒有
[00:12:46.520 --> 00:12:48.520]  我完全
[00:12:48.520 --> 00:12:50.960]  沒有一個我完全不想去愛的
[00:12:50.960 --> 00:12:52.320]  我很想認識你
[00:12:52.320 --> 00:12:55.040]  請你出來分享一下
[00:12:55.040 --> 00:12:55.600]  問心
[00:12:55.600 --> 00:12:56.800]  我們問心
[00:12:56.800 --> 00:12:59.360]  我們自己也有自己的偏好
[00:12:59.360 --> 00:13:01.600]  有時我們未至於真那個人
[00:13:01.600 --> 00:13:03.080]  但我們是不想跟那個人一起
[00:13:03.080 --> 00:13:03.960]  有機會的時候
[00:13:03.960 --> 00:13:05.120]  可面則面
[00:13:05.120 --> 00:13:08.880]  是不是
[00:13:08.880 --> 00:13:11.040]  這個人是誰呢
[00:13:11.040 --> 00:13:12.640]  想一想
[00:13:12.640 --> 00:13:15.200]  在腦裏面
[00:13:15.200 --> 00:13:20.240]  聖靈提醒你有哪一個人
[00:13:20.240 --> 00:13:21.840]  是你覺得不可愛的
[00:13:21.840 --> 00:13:22.760]  不想去愛
[00:13:22.760 --> 00:13:28.640]  不想去親近
[00:13:28.640 --> 00:13:32.120]  神透過我們
[00:13:32.120 --> 00:13:34.400]  去幫助他們去經歷
[00:13:34.400 --> 00:13:35.920]  神的愛
[00:13:35.920 --> 00:13:38.680]  和神福音的大能
[00:13:38.680 --> 00:13:42.800]  愛到底
[00:13:42.800 --> 00:13:44.040]  你相信嗎
[00:13:44.040 --> 00:13:46.440]  神是會使用你
[00:13:46.440 --> 00:13:50.040]  去幫助這些不可愛的人
[00:13:50.040 --> 00:13:51.360]  不是感受你的愛
[00:13:51.360 --> 00:13:54.520]  是感受天父的愛
[00:13:54.520 --> 00:14:01.720]  幫助他們經歷神福音的大能
[00:14:01.720 --> 00:14:04.320]  生命的故事
[00:14:04.320 --> 00:14:04.920]  這個人說
[00:14:04.920 --> 00:14:05.680]  不是我說
[00:14:05.680 --> 00:14:06.480]  這個人說
[00:14:06.480 --> 00:14:09.640]  我是賤男
[00:14:09.640 --> 00:14:11.600]  我請他親身的經歷
[00:14:11.600 --> 00:14:13.840]  上一次我就代他說了
[00:14:13.840 --> 00:14:15.800]  這次我邀請他出來
[00:14:15.800 --> 00:14:19.120]  和大家一起去分享
[00:14:19.120 --> 00:14:20.680]  所以在1998年的時候
[00:14:20.680 --> 00:14:23.280]  我拍烈火雄心回來之前
[00:14:23.280 --> 00:14:26.600]  我的前妻和我提出了
[00:14:26.600 --> 00:14:28.160]  她說不如我們離婚
[00:14:28.160 --> 00:14:29.440]  我覺得當時的我
[00:14:29.440 --> 00:14:32.280]  就好像不會是這樣的鄭敬基
[00:14:32.280 --> 00:14:34.560]  為什麼會有這樣的結果呢
[00:14:34.560 --> 00:14:37.600]  在一個最高事業的高峰的時候
[00:14:37.600 --> 00:14:39.120]  竟然他提出這件事
[00:14:39.120 --> 00:14:41.480]  我回來拍戲的心情是很忐忑
[00:14:41.480 --> 00:14:43.440]  但拍完之後拿到最高峰
[00:14:43.440 --> 00:14:46.520]  在跳樓的收視點52的時候
[00:14:46.520 --> 00:14:47.120]  很奇怪
[00:14:47.120 --> 00:14:49.400]  我心裡有很大的責備
[00:14:49.400 --> 00:14:50.320]  因為當時的我
[00:14:50.320 --> 00:14:52.040]  我想很多人都不知道
[00:14:52.040 --> 00:14:53.880]  當時的你們不知道我有一個秘密
[00:14:53.880 --> 00:14:55.960]  我有兩個小朋友
[00:14:55.960 --> 00:14:57.240]  我覺得怎麼壞
[00:14:57.240 --> 00:15:00.600]  我都不可以就這樣放下小朋友在這裡
[00:15:00.600 --> 00:15:03.120]  所以我就要放下
[00:15:03.120 --> 00:15:06.560]  我當時所有的演藝事業
[00:15:06.560 --> 00:15:08.240]  我回去補和
[00:15:08.240 --> 00:15:08.920]  因為我很害怕
[00:15:08.920 --> 00:15:11.960]  我兩個小朋友長大的時候
[00:15:11.960 --> 00:15:12.800]  我想我的絕症
[00:15:12.800 --> 00:15:16.040]  就是一個人永遠不得到被人原諒
[00:15:16.040 --> 00:15:17.840]  當一個人去到最內疚的時候
[00:15:17.840 --> 00:15:19.080]  沒有人原諒你的時候
[00:15:19.080 --> 00:15:20.480]  是很慘的
[00:15:20.480 --> 00:15:23.720]  我決定了就回到加拿大多倫多
[00:15:23.720 --> 00:15:25.680]  真的有12年的時間
[00:15:25.680 --> 00:15:27.280]  認罪悔改
[00:15:27.280 --> 00:15:29.360]  跟太太前妻那裡
[00:15:29.360 --> 00:15:30.920]  希望她原諒我
[00:15:30.920 --> 00:15:34.080]  我兩個神醫就開始工作
[00:15:34.080 --> 00:15:37.040]  我小時候是教會長大的
[00:15:37.040 --> 00:15:38.560]  但都落得如此地步
[00:15:38.560 --> 00:15:40.600]  我一天看著外面
[00:15:40.600 --> 00:15:42.800]  我說為什麼會這樣呢
[00:15:42.800 --> 00:15:44.160]  但想不到一年過去
[00:15:44.160 --> 00:15:44.760]  兩年過去
[00:15:44.760 --> 00:15:45.480]  第三年
[00:15:45.480 --> 00:15:48.120]  結果我前妻有一天跟我說
[00:15:48.120 --> 00:15:49.960]  她說鄭敬基
[00:15:49.960 --> 00:15:51.480]  你的人改變了很多
[00:15:51.480 --> 00:15:54.960]  我看到你對小朋友真的很有心
[00:15:54.960 --> 00:15:57.000]  她說但我看到你一轉身
[00:15:57.000 --> 00:16:00.200]  你的樣子是愁眉苦臉四個字
[00:16:00.200 --> 00:16:01.440]  她說你要學會
[00:16:01.440 --> 00:16:03.840]  你的子女已經原諒了你
[00:16:03.840 --> 00:16:06.080]  我都原諒了你
[00:16:06.080 --> 00:16:07.960]  你說你信主
[00:16:07.960 --> 00:16:09.640]  主耶穌都原諒了你
[00:16:09.640 --> 00:16:12.640]  你要學會原諒你自己
[00:16:12.640 --> 00:16:14.920]  那時候我的心是很激動
[00:16:14.920 --> 00:16:15.960]  很震動
[00:16:15.960 --> 00:16:16.920]  最難得的就是
[00:16:16.920 --> 00:16:18.120]  她徹底原諒了我
[00:16:18.120 --> 00:16:19.080]  她再婚的時候
[00:16:19.080 --> 00:16:21.480]  她先生也是一個很愛主的人
[00:16:21.480 --> 00:16:22.680]  她最厲害的就是
[00:16:22.680 --> 00:16:25.400]  她令到我都可以跟我的小朋友
[00:16:25.400 --> 00:16:27.280]  可以經常一起有溝通
[00:16:27.280 --> 00:16:30.520]  所以在去年七月的時間
[00:16:30.520 --> 00:16:32.920]  就出現了以下這件事
[00:16:32.920 --> 00:16:34.760]  她先生說不如跟小朋友
[00:16:34.760 --> 00:16:36.160]  一起去一個旅行
[00:16:36.160 --> 00:16:38.520]  我們就在Calgary Banff這個地方
[00:16:38.520 --> 00:16:40.840]  她先生也跟我說
[00:16:40.840 --> 00:16:42.240]  阿Jo
[00:16:42.240 --> 00:16:44.280]  我們很開心能夠有小朋友
[00:16:44.280 --> 00:16:45.800]  一起這樣長大
[00:16:45.800 --> 00:16:48.840]  她當時說不如你也回教會
[00:16:48.840 --> 00:16:50.480]  我覺得她真的做到
[00:16:50.480 --> 00:16:53.160]  在主裡面可以包容我
[00:16:53.160 --> 00:16:54.040]  最難得的就是
[00:16:54.040 --> 00:16:56.160]  我的小朋友在我的成長裡面
[00:16:56.160 --> 00:16:57.680]  當我跟她說完對不起
[00:16:57.680 --> 00:16:59.360]  爸爸在一個
[00:16:59.360 --> 00:17:01.920]  一次又一次令到你們失望的時候
[00:17:01.920 --> 00:17:03.440]  她說爸爸不要緊
[00:17:03.440 --> 00:17:05.160]  你說了對不起
[00:17:05.160 --> 00:17:06.320]  It's OK
[00:17:06.320 --> 00:17:08.680]  在這幾年裡我的女兒
[00:17:08.680 --> 00:17:10.800]  跟我的關係就等於
[00:17:10.800 --> 00:17:12.320]  我的Best Friend一樣
[00:17:12.320 --> 00:17:13.440]  我很感謝他們
[00:17:13.440 --> 00:17:15.720]  因為子女能夠徹底原諒我們
[00:17:15.720 --> 00:17:17.320]  是一個福氣
[00:17:17.320 --> 00:17:20.240]  但是真的醫了我一半
[00:17:20.240 --> 00:17:21.320]  很坦白說
[00:17:21.320 --> 00:17:22.600]  因為我簡單一點說
[00:17:22.600 --> 00:17:24.960]  我覺得改好了
[00:17:24.960 --> 00:17:27.320]  又說聖經說
[00:17:27.320 --> 00:17:29.640]  你在主裡面就是新造的人
[00:17:29.640 --> 00:17:32.200]  舊事已過都變成新的了
[00:17:32.200 --> 00:17:33.920]  始終有一種遺憾就是
[00:17:33.920 --> 00:17:35.320]  我失去了家庭
[00:17:35.320 --> 00:17:36.880]  只剩下子女對我很好
[00:17:36.880 --> 00:17:37.720]  也不錯
[00:17:37.720 --> 00:17:38.680]  子女原諒我
[00:17:38.680 --> 00:17:39.760]  醫好了一半
[00:17:39.760 --> 00:17:40.440]  在加拿大的生活
[00:17:40.440 --> 00:17:42.280]  你永遠都會見到一些朋友
[00:17:42.280 --> 00:17:45.400]  一起去一些派對的時候
[00:17:45.400 --> 00:17:47.960]  為什麼最後都是你自己開車回家呢
[00:17:47.960 --> 00:17:48.920]  可不可以有個人
[00:18:05.320 --> 00:18:06.760]  最重要的就是
[00:18:06.760 --> 00:18:08.720]  最感動的就是
[00:18:08.720 --> 00:18:12.280]  她的前妻和她前妻現任的丈夫
