
[00:00:00.000 --> 00:00:03.460]  如果我在這裡問的話 有多少人
[00:01:48.340 --> 00:01:51.220]  不是 你看看 很多那個
[00:01:51.220 --> 00:01:53.100]  電器 它們不work
[00:01:53.100 --> 00:01:56.200]  最主要的原因
[00:01:56.200 --> 00:01:59.220]  你看那個troubleshooting 它第一條呢就是說
[00:01:59.220 --> 00:02:00.220]  你有沒有什麼
[00:02:00.220 --> 00:02:02.340]  有沒有power 對
[00:02:02.340 --> 00:02:05.560]  有沒有將那個電線
[00:02:05.560 --> 00:02:08.460]  插到那個電源那個地方去
[00:02:08.460 --> 00:02:12.140]  其實我們禱告也是一樣啊 我們禱告
[00:02:12.140 --> 00:02:15.620]  主要的原因 我們要跟我們的上帝
[00:02:15.620 --> 00:02:18.240]  我們要通電嘛 我們有那個溝通
[00:02:18.240 --> 00:02:21.580]  那還有呢 就是說 那個是
[00:02:21.580 --> 00:02:24.440]  耶穌要求我們去做的
[00:02:24.440 --> 00:02:27.160]  在那個約翰福音14章13節
[00:02:27.160 --> 00:02:29.980]  耶穌已經講了 祂說 你們要奉
[00:02:29.980 --> 00:02:31.920]  我的名去求
[00:02:31.920 --> 00:02:36.000]  你們要奉我的名去求 你看啊 耶穌
[00:02:36.000 --> 00:02:38.240]  祂吩咐我們 我們要禱告
[00:02:38.240 --> 00:02:42.200]  因為有很多時候
[00:02:42.200 --> 00:02:45.500]  我們不禱告的話 那你想一想
[00:02:45.500 --> 00:02:48.620]  你不禱告的話 比如說這等於是一個
[00:02:48.620 --> 00:02:50.280]  小的那個BB
[00:02:50.280 --> 00:02:53.500]  今天很高興啊 我們那個
[00:02:53.500 --> 00:02:56.420]  領導的那個小女孩啊 她今天來了
[00:02:56.420 --> 00:02:58.860]  那 如果啊
[00:02:58.860 --> 00:03:02.400]  一個小BB啊 她不哭
[00:03:02.400 --> 00:03:03.980]  她不鬧
[00:03:03.980 --> 00:03:07.140]  她就是睡在那個地方
[00:03:07.140 --> 00:03:09.100]  一天
[00:03:09.100 --> 00:03:11.320]  兩天
[00:03:11.320 --> 00:03:13.160]  三天
[00:03:13.160 --> 00:03:15.120]  誒?
[00:03:15.120 --> 00:03:18.720]  有一點不對勁啊 可能是病了還是什麼的啊
[00:03:18.720 --> 00:03:21.560]  那我們怎麼知道她有
[00:03:21.560 --> 00:03:24.560]  她有吃那個奶啊 她有
[00:03:24.560 --> 00:03:26.380]  肚子餓啊 那個需要呢
[00:03:26.380 --> 00:03:29.260]  那個小孩她會什麼呀
[00:03:29.260 --> 00:03:32.080]  她會哭啊 對不對 她會哭
[00:03:32.080 --> 00:03:35.440]  有 雖然說她不會講
[00:03:35.440 --> 00:03:38.060]  但是她會哭 有很多時候呢
[00:03:38.060 --> 00:03:41.080]  我們也需要這樣 耶穌已經跟我們說了
[00:03:41.080 --> 00:03:42.880]  我們要求
[00:03:42.880 --> 00:03:46.460]  聖經裡面也說了 我們
[00:03:46.460 --> 00:03:47.460]  得不餃
[00:03:47.460 --> 00:03:50.220]  最主要的原因就是說我們不去求
[00:03:50.600 --> 00:03:54.160]  我們不去求的話 得不餃
[00:03:54.160 --> 00:03:57.280]  所以這個呢 要求
[00:03:57.280 --> 00:04:00.460]  上帝要求我們去求
[00:04:00.460 --> 00:04:03.120]  其實求呢 也是更
[00:04:03.120 --> 00:04:06.000]  謙卑我們下來 對不對
[00:04:06.000 --> 00:04:08.920]  很有那個關聯的
[00:04:08.920 --> 00:04:11.780]  你為什麼要求呢 就是說你有這個需要
[00:04:11.780 --> 00:04:14.760]  你才去求嘛 對不對 你為什麼要求呢
[00:04:14.760 --> 00:04:17.840]  就是說你 這是一個人你做不到的事情
[00:04:17.840 --> 00:04:19.220]  你要去求
[00:04:20.160 --> 00:04:23.180]  耶穌在這裡 祂說
[00:04:23.180 --> 00:04:25.140]  你們要奉我的名去求
[00:04:25.140 --> 00:04:28.880]  還有呢 耶穌也給我們一個好好的榜樣
[00:04:28.880 --> 00:04:31.940]  在那個福音書裡面
[00:04:31.940 --> 00:04:33.920]  耶穌常常的
[00:04:33.920 --> 00:04:37.260]  祂會晚上的時候 安靜下來的時候
[00:04:37.260 --> 00:04:39.840]  會說呢 很早的時候
[00:04:39.840 --> 00:04:42.820]  天還沒有亮的時候 祂就走到一個
[00:04:42.820 --> 00:04:45.480]  很偏僻的那個地方 祂做什麼呢
[00:04:45.480 --> 00:04:46.680]  祂禱告
[00:04:48.160 --> 00:04:51.240]  那我就問一個問題 如果耶穌
[00:04:51.240 --> 00:04:52.940]  祂是上帝的兒子
[00:04:52.940 --> 00:04:56.260]  祂也要向祂的天父去禱告的話
[00:04:56.260 --> 00:04:59.860]  那我們是不是需要 更加的
[00:04:59.860 --> 00:05:03.040]  需要向我們的天父來禱告呢
[00:05:03.040 --> 00:05:06.640]  所以 為什麼要禱告呢
[00:05:06.640 --> 00:05:09.340]  這是那幾種的原因
[00:05:09.340 --> 00:05:12.740]  還有 你會問一個問題 就是說禱告真的有用嗎
[00:05:12.740 --> 00:05:16.240]  禱告就很像對那個
[00:05:16.240 --> 00:05:18.460]  空氣來說話
[00:05:18.460 --> 00:05:21.220]  在那個聖經裡面呢 很多的例子
[00:05:21.220 --> 00:05:24.240]  給我們 禱告是真的
[00:05:24.240 --> 00:05:27.220]  很有那個power 很有那個能力
[00:05:27.220 --> 00:05:30.160]  在那個舊約哈 那個以利亞
[00:05:30.160 --> 00:05:33.120]  祂禱告的時候 三年零六個月
[00:05:33.120 --> 00:05:36.340]  天不降下雨來
[00:05:36.340 --> 00:05:38.260]  當祂禱告的時候
[00:05:38.260 --> 00:05:40.640]  那個雨又下來了
[00:05:40.640 --> 00:05:42.400]  摩西
[00:05:42.400 --> 00:05:46.040]  那一般以利亞人
[00:05:46.640 --> 00:05:49.560]  他得罪了那個上帝 上帝就說
[00:05:49.560 --> 00:05:50.740]  我要
[00:05:50.740 --> 00:05:55.000]  滅絕他們 他們那麼反叛
[00:05:55.000 --> 00:05:57.520]  但是呢 摩西他就說 上帝啊
[00:05:57.520 --> 00:05:58.940]  我求你
[00:05:58.940 --> 00:06:01.800]  求你赦免他們
[00:06:01.800 --> 00:06:04.380]  因為他們是你的
[00:06:04.380 --> 00:06:06.040]  你的民
[00:06:06.040 --> 00:06:09.580]  請你不要這樣做 你知道嗎 摩西這樣求的話
[00:06:09.580 --> 00:06:12.620]  上帝他改變
[00:06:12.620 --> 00:06:14.180]  他的那個主義了
[00:06:15.080 --> 00:06:18.120]  所以那個禱告 多有能力
[00:06:18.120 --> 00:06:20.740]  在那個新約哈 耶穌
[00:06:20.740 --> 00:06:23.780]  剛才我已經說了哈 耶穌有很多那個例子
[00:06:23.780 --> 00:06:26.960]  他一個人獨自的去禱告
[00:06:26.960 --> 00:06:28.540]  彼得
[00:06:28.540 --> 00:06:31.680]  約翰 雅各 那些
[00:06:31.680 --> 00:06:34.680]  門徒 當他們禱告的時候
[00:06:34.680 --> 00:06:37.780]  以下我們會再講
[00:06:37.780 --> 00:06:39.320]  他們禱告的時候
[00:06:39.320 --> 00:06:42.960]  上帝呢 就拯救了他們出來
[00:06:43.720 --> 00:06:45.720]  他們就可以
[00:06:45.720 --> 00:06:49.120]  因為那個禱告 改變了那個細節
[00:06:49.120 --> 00:06:54.700]  初期的教會改變了他們那個細節
[00:06:54.700 --> 00:06:58.100]  他們是用那個禱告來改變他們的細節
[00:06:58.100 --> 00:07:00.720]  其實 整本的 整個
[00:07:00.720 --> 00:07:04.280]  那個
[00:07:04.280 --> 00:07:07.700]  使徒行眷哈 都是一本的那個禱告的書
[00:07:07.700 --> 00:07:10.760]  那你看看哈 從第一章一開始
[00:07:10.760 --> 00:07:13.660]  到那個大概第四 第五章的時候
[00:07:13.660 --> 00:07:16.580]  每一次的那個增長
[00:07:16.580 --> 00:07:19.540]  都是跟那個 跟那個禱告
[00:07:19.540 --> 00:07:22.500]  是有關係的 那我們呢 慢慢地看
[00:07:22.500 --> 00:07:23.640]  看下去
[00:07:23.640 --> 00:07:27.380]  那你看看一開始的時候 在那個使徒行眷
[00:07:27.380 --> 00:07:30.320]  第一章十三節到十四節
[00:07:30.320 --> 00:07:32.620]  剛才已經念了 就是說 一些的門徒
[00:07:32.620 --> 00:07:35.440]  跟一些婦女 他們就在一起
[00:07:35.440 --> 00:07:38.280]  在一起幹什麼呢 同心合一的
[00:07:38.280 --> 00:07:39.920]  很切的那個禱告
[00:07:39.920 --> 00:07:43.560]  那你看看哈 他們第一次那個禱告
[00:07:43.560 --> 00:07:46.060]  在教會呢 不是很多人參加哦
[00:07:46.060 --> 00:07:48.140]  大概 許幾人吧
[00:07:48.140 --> 00:07:52.080]  對不對 在那個第一章
[00:07:52.080 --> 00:07:54.820]  而且呢 你看看那些門徒呢 都是
[00:07:54.820 --> 00:07:58.000]  很怕事的那個門徒
[00:07:58.000 --> 00:08:01.180]  他們都是 看了耶穌 給人家殺死了
[00:08:01.180 --> 00:08:04.040]  那他們都 逃跑了
[00:08:04.040 --> 00:08:07.100]  然後呢 他們就偷偷地 就跟
[00:08:07.100 --> 00:08:10.100]  另外一些婦女 在一起來禱告
[00:08:10.100 --> 00:08:12.600]  才是許幾個人
[00:08:12.600 --> 00:08:15.480]  但是呢 他們是什麼 同心合一的
[00:08:15.480 --> 00:08:18.300]  禱告的時候 事情就發生了
[00:08:18.300 --> 00:08:20.300]  增長就出現了
[00:08:20.300 --> 00:08:23.700]  在那個第一章 第十五節
[00:08:23.700 --> 00:08:25.020]  你看看哈
[00:08:25.020 --> 00:08:29.000]  十四節 就講了 許幾人 他們同心合一的
[00:08:29.000 --> 00:08:31.180]  在那個地方禱告
[00:08:31.180 --> 00:08:34.280]  十五節呢 這裡說 過了幾天
[00:08:34.280 --> 00:08:36.980]  有信徒的聚會 有
[00:08:36.980 --> 00:08:39.540]  一百二十個人參加
[00:08:39.540 --> 00:08:41.760]  幾天之後
[00:08:42.420 --> 00:08:45.880]  從許幾人到 幾多人呢
[00:08:45.880 --> 00:08:49.460]  一百二十個人 對不對
[00:08:49.460 --> 00:08:53.060]  差不多有 十倍的那個增長
[00:08:53.060 --> 00:08:55.760]  很奇妙哈 他們
[00:08:55.760 --> 00:08:59.300]  在一起 也是禱告 禱告的時候呢
[00:08:59.300 --> 00:09:02.260]  那個聖靈 就將您到他們的裡面
[00:09:02.260 --> 00:09:05.200]  然後那些使徒呢 他們就
[00:09:05.200 --> 00:09:08.060]  有那個勇氣 有那個能力呢 去全陽
[00:09:08.060 --> 00:09:11.100]  那個福音 然後呢 他們就一天
[00:09:11.840 --> 00:09:14.840]  門徒天呢 大概有三千人
[00:09:14.840 --> 00:09:18.180]  在那個使徒行眷 第二章
[00:09:18.180 --> 00:09:20.620]  四十一節到四十二節
[00:09:20.620 --> 00:09:24.640]  於是呢 領袖他的話就受了洗
[00:09:24.640 --> 00:09:27.640]  來天 門徒就天了 幾多人呢 三千人
[00:09:27.640 --> 00:09:31.140]  他們呢 都恆心的
[00:09:31.140 --> 00:09:33.860]  遵守 使徒的教訓
[00:09:33.860 --> 00:09:37.020]  彼此的教誡 撥餅跟禱告
[00:09:37.020 --> 00:09:39.320]  你看哈 這裡也是禱告
[00:09:41.320 --> 00:09:44.420]  幾天之後 你看 他們就天了
[00:09:44.420 --> 00:09:46.320]  三千人
[00:09:46.320 --> 00:09:49.520]  從 許幾人 到三千人
[00:09:49.520 --> 00:09:51.740]  Amazing
[00:09:51.740 --> 00:09:54.380]  他們都是 一起的禱告
[00:09:54.380 --> 00:09:56.580]  好
[00:09:56.580 --> 00:10:00.300]  過了不多久 到第四章
[00:10:00.300 --> 00:10:03.220]  大概一年 大概一年多
[00:10:03.220 --> 00:10:06.020]  大概一年到一年多的時間 那怎麼樣呢
[00:10:06.020 --> 00:10:09.120]  那個人數 又多了
[00:10:09.440 --> 00:10:12.520]  達到什麼 五千人 在那個
[00:10:12.520 --> 00:10:15.240]  第四章 第四節 但是聽見
[00:10:15.240 --> 00:10:18.280]  信息的人 有很多信了 光是男人呢
[00:10:18.280 --> 00:10:21.280]  數目 將近五千
[00:10:21.280 --> 00:10:25.620]  如果你看 那個第三章的時候
[00:10:25.620 --> 00:10:28.540]  就是說那個彼得 跟那個約翰
[00:10:28.540 --> 00:10:31.080]  他去那個 聖殿
[00:10:31.080 --> 00:10:33.800]  去禱告的時候 剛好呢 有一個人
[00:10:33.800 --> 00:10:36.300]  他不能夠走路的
[00:10:36.300 --> 00:10:39.280]  然後呢 那個彼得 跟那個約翰
[00:10:39.280 --> 00:10:42.240]  之後 治好了他 就為這個
[00:10:42.240 --> 00:10:45.300]  不能夠走路的人 禱告
[00:10:45.300 --> 00:10:48.300]  他得那個意志了 他就起來了 走路了
[00:10:48.300 --> 00:10:51.640]  那些人都很稀奇啊 啊 是什麼事情啊
[00:10:51.640 --> 00:10:54.860]  原來就是 從那個禱告
[00:10:54.860 --> 00:10:55.860]  開始
[00:10:55.860 --> 00:10:59.680]  到那個時候 到第四章
[00:10:59.680 --> 00:11:02.120]  第四節呢 你看
[00:11:02.120 --> 00:11:05.620]  光是男人 有五千
[00:11:05.620 --> 00:11:06.800]  光是男人 有五千
[00:11:07.140 --> 00:11:09.600]  這裡呢 還沒有宣
[00:11:09.600 --> 00:11:11.980]  可能中間有很多 已經結了婚了
[00:11:11.980 --> 00:11:15.900]  還沒有宣那些婦女 還沒有宣那些小孩
[00:11:15.900 --> 00:11:18.880]  所以呢 最保守的
[00:11:18.880 --> 00:11:20.820]  古蹟 到時候
[00:11:20.820 --> 00:11:24.980]  到那個第四章的時候 已經差不多有一萬人
[00:11:24.980 --> 00:11:26.880]  最起碼的
[00:11:26.880 --> 00:11:30.500]  最保守的古蹟 從第一章
[00:11:30.500 --> 00:11:33.480]  到第四章 那你看 每一次的增長
[00:11:33.480 --> 00:11:36.480]  都是因為什麼 禱告
[00:11:36.480 --> 00:11:37.480]  還有
[00:11:37.480 --> 00:11:42.920]  在一年裡面呢 從十幾人
[00:11:42.920 --> 00:11:45.840]  到一萬人 那教會呢
[00:11:45.840 --> 00:11:48.820]  開始受到那個迫害 因為他們
[00:11:48.820 --> 00:11:51.820]  增長得太快了 太厲害了
[00:11:51.820 --> 00:11:54.420]  但是他們受到那個迫害的時候呢 他們就
[00:11:54.420 --> 00:11:58.520]  也一起做一件事情 做什麼事情呢
[00:11:58.520 --> 00:12:01.520]  他們就一起來禱告
[00:12:01.520 --> 00:12:06.160]  其實基督徒呢 基督教
[00:12:06.160 --> 00:12:09.180]  開始的時候 那你看 他們不是在一起
[00:12:09.180 --> 00:12:12.180]  他們怎麼怎麼想 跟一些
[00:12:12.180 --> 00:12:15.240]  羅馬的兵去打 不是呢 跟一些
[00:12:15.240 --> 00:12:18.220]  濟世的那些兵丁去鬥
[00:12:18.220 --> 00:12:20.740]  沒有 他們聚在一起什麼呢
[00:12:20.740 --> 00:12:24.260]  禱告 那我們再看
[00:12:24.260 --> 00:12:27.540]  在那個第九章 三十一節
[00:12:27.540 --> 00:12:30.540]  那個時候 猶太 加利利
[00:12:30.540 --> 00:12:33.580]  撒瑪利亞 跟各處的那個教會
[00:12:33.580 --> 00:12:36.600]  都得到那個平安 被建立
[00:12:36.600 --> 00:12:39.620]  凡是敬慧主 蒙聖靈的安慰
[00:12:39.620 --> 00:12:41.740]  人數就增多了
[00:12:41.740 --> 00:12:44.140]  到那個時候
[00:12:44.140 --> 00:12:46.120]  信徒的
[00:12:46.120 --> 00:12:49.460]  那個數目呢 已經超過
[00:12:49.460 --> 00:12:50.460]  一萬多人
[00:12:50.460 --> 00:12:55.500]  每一次 教會有增長
[00:12:55.500 --> 00:12:58.520]  都是因為什麼呢 因為要禱告
[00:12:58.520 --> 00:13:00.060]  因為他們禱告
[00:13:00.720 --> 00:13:04.000]  初期的教會 就是一個禱告的教會
[00:13:04.000 --> 00:13:06.960]  你知道我們 會點 今年的那個
[00:13:06.960 --> 00:13:09.380]  那個主題是什麼
[00:13:09.380 --> 00:13:12.900]  我們念一念好不好 就是這個
[00:13:12.900 --> 00:13:14.540]  一二三 用什麼
[00:13:14.540 --> 00:13:17.380]  用祈禱
[00:13:17.380 --> 00:13:20.780]  再念一遍好不好 再念一遍
[00:13:20.780 --> 00:13:21.780]  大聲一點
[00:13:21.780 --> 00:13:25.760]  啊
[00:13:25.760 --> 00:13:28.720]  前幾天呢 我呢
[00:13:28.720 --> 00:13:31.720]  有一個小保羅的那個reunion
[00:13:31.720 --> 00:13:34.140]  中間呢 有幾個姐妹
[00:13:34.140 --> 00:13:37.480]  她們都說 哎喲 今年的我們教會的那個
[00:13:37.480 --> 00:13:39.820]  主題 正好 我們很喜歡
[00:13:39.820 --> 00:13:41.940]  禱告 祈禱
[00:13:41.940 --> 00:13:45.560]  我們第一季呢 我們第一個quarter
[00:13:45.560 --> 00:13:47.940]  我們的那個主題是什麼呢 禱告
[00:13:47.940 --> 00:13:49.320]  跟
[00:13:49.320 --> 00:13:51.380]  連結
[00:13:51.380 --> 00:13:53.880]  prayer and bonding
[00:13:53.880 --> 00:13:56.740]  所以呢 我們第一個 第一季呢 我們就
[00:13:56.740 --> 00:13:59.480]  我們一起來禱告 禱告的時候呢
[00:13:59.480 --> 00:14:02.340]  我們就產生什麼 連結
[00:14:02.340 --> 00:14:04.960]  好的關係了 第二季呢
[00:14:04.960 --> 00:14:07.880]  就second quarter 我們做什麼呢 我們就是
[00:14:07.880 --> 00:14:10.400]  禱告 跟那個成長
[00:14:10.400 --> 00:14:11.900]  prayer and maturity
[00:14:11.900 --> 00:14:15.480]  禱告 跟那個成長
[00:14:15.480 --> 00:14:17.160]  第三季呢
[00:14:17.160 --> 00:14:20.480]  third quarter 我們就是
[00:14:20.480 --> 00:14:22.920]  禱告 跟那個見證
[00:14:22.920 --> 00:14:25.780]  我們有機會呢 就說 藏這個美好的
[00:14:25.780 --> 00:14:28.820]  那個信息呢 跟別人去分享
[00:14:28.820 --> 00:14:31.820]  那到最後的一個quarter呢 我們做什麼呢
[00:14:31.820 --> 00:14:34.060]  我們就prayer and serving
[00:14:34.060 --> 00:14:36.960]  禱告 跟服事
[00:14:36.960 --> 00:14:40.220]  這個呢 這是我們今年的
[00:14:40.220 --> 00:14:42.160]  那個禱告的
[00:14:42.160 --> 00:14:43.500]  那個主題
[00:14:43.500 --> 00:14:46.940]  剛才已經說了 禱告
[00:14:46.940 --> 00:14:49.260]  帶來什麼 帶來那個增長
[00:14:49.260 --> 00:14:52.520]  然後呢 在那個
[00:14:52.520 --> 00:14:55.560]  喜圖行卷裡面已經提過了
[00:14:56.340 --> 00:14:59.340]  他們聚在一起的時候 他們常常
[00:14:59.340 --> 00:15:02.560]  做一件事 他們都是禱告嘛 對不對 還有呢
[00:15:02.560 --> 00:15:05.820]  如果你有留意的話呢 我們繼續看
[00:15:05.820 --> 00:15:09.060]  他們禱告的時候呢 有一個詞
[00:15:09.060 --> 00:15:12.060]  他那個座子
[00:15:12.060 --> 00:15:15.120]  常常用的 這是同心合一的
[00:15:15.120 --> 00:15:18.140]  在一起來禱告 所以呢 我們禱告
[00:15:18.140 --> 00:15:21.180]  除了帶來那個
[00:15:21.180 --> 00:15:23.360]  那個增長以外的 我們禱告
[00:15:23.360 --> 00:15:25.400]  也可以帶來合一
[00:15:25.800 --> 00:15:27.000]  帶來合一
[00:15:27.000 --> 00:15:31.260]  為什麼禱告可以帶來合一呢
[00:15:31.260 --> 00:15:35.840]  因為 你不知道你有沒有發覺
[00:15:35.840 --> 00:15:38.820]  如果我們在那個小組
[00:15:38.820 --> 00:15:41.700]  我們互相的帶導的時候 我為你禱告
[00:15:41.700 --> 00:15:44.480]  你為我禱告的時候 那個感覺特別好
[00:15:44.480 --> 00:15:47.520]  對不對 感覺就是說 哎喲 這個姐妹
[00:15:47.520 --> 00:15:50.520]  她很關心我的需要 或者說 這個
[00:15:50.520 --> 00:15:53.760]  弟兄 他很關心我的需要
[00:15:53.980 --> 00:15:56.960]  當你在靈裡面有那個禱告的時候
[00:15:56.960 --> 00:16:00.520]  很自然的 就是說那個關係呢 越來越好
[00:16:00.520 --> 00:16:03.880]  有一個合一的那個心
[00:16:03.880 --> 00:16:06.080]  所以呢 我們就看看
[00:16:06.080 --> 00:16:09.300]  那個第二章 第41到47節
[00:16:09.300 --> 00:16:12.300]  《洗頭行眷》
[00:16:12.300 --> 00:16:15.320]  這裡呢 就講到了 就是說 他們一天
[00:16:15.320 --> 00:16:18.500]  證了三千人 他們呢 都遵守
[00:16:18.500 --> 00:16:21.620]  使徒的教訓 彼此的教誡
[00:16:21.620 --> 00:16:24.660]  搏餅 禱告 然後呢
[00:16:24.660 --> 00:16:27.680]  後來又說了 新的人呢 都在一處
[00:16:27.680 --> 00:16:30.980]  都聚在一起 他們
[00:16:30.980 --> 00:16:34.560]  做什麼呢 天天同心合一的
[00:16:34.560 --> 00:16:37.560]  很切地在那個殿裡面 在聖殿裡面
[00:16:37.560 --> 00:16:40.340]  做什麼呢 就是禱告哦 敬拜神啊
[00:16:40.340 --> 00:16:42.960]  使在那個家中
[00:16:42.960 --> 00:16:45.840]  搏餅 搏餅呢 就是說 就很像今天
[00:16:45.840 --> 00:16:47.840]  我們有那個主餐
[00:16:47.840 --> 00:16:51.120]  每一天都紀念了主 為他們
[00:16:51.120 --> 00:16:52.580]  所做的一切
[00:16:52.580 --> 00:16:56.080]  存著歡喜 誠實的心
[00:16:56.080 --> 00:16:58.960]  用飯 那他們就在一起
[00:16:58.960 --> 00:16:59.960]  來吃飯
[00:16:59.960 --> 00:17:02.840]  贊美神 這鐘鳴的喜愛
[00:17:02.840 --> 00:17:05.880]  主將得救的人 天天的
[00:17:05.880 --> 00:17:07.580]  加給他們
[00:17:07.580 --> 00:17:10.640]  為什麼主會將那個人數
[00:17:10.640 --> 00:17:13.660]  天天的加給他們呢 最主要的一個原因
[00:17:13.660 --> 00:17:16.540]  就是那個合一 那我們就從
[00:17:16.540 --> 00:17:19.600]  那幾段的那個經文 我們看看 合一的那個表現
[00:17:19.600 --> 00:17:22.840]  彼此的交接
[00:17:22.840 --> 00:17:24.720]  搏餅 禱告
[00:17:24.720 --> 00:17:27.820]  那個呢 都是講什麼呢 都是在一起
[00:17:27.820 --> 00:17:28.820]  對不對
[00:17:28.820 --> 00:17:32.160]  一起做一點的事情 一起來禱告
[00:17:32.160 --> 00:17:35.400]  一起搏餅 搏餅就是那個主餐
[00:17:35.400 --> 00:17:38.400]  一起交接 就是有那個 fellowship
[00:17:38.400 --> 00:17:41.960]  有那個交往的那個機會
[00:17:41.960 --> 00:17:44.980]  還有 他說呢 新的人都在一處了
[00:17:44.980 --> 00:17:47.980]  都留在一起 都在一起
[00:17:47.980 --> 00:17:50.440]  在一起的話 那就是合一的
[00:17:50.440 --> 00:17:53.560]  那個證據了 還有呢 天天同心
[00:17:53.560 --> 00:17:56.600]  合一的 很切的在店裡面
[00:17:56.600 --> 00:17:57.600]  禱告
[00:17:57.600 --> 00:18:00.900]  他們還一起吃飯
[00:18:00.900 --> 00:18:03.720]  你看看 這個
[00:18:03.720 --> 00:18:07.040]  就是他們
[00:18:07.040 --> 00:18:10.060]  很享受 他們在一起
[00:18:10.060 --> 00:18:13.360]  那個時間 當他們禱告的時候
[00:18:13.360 --> 00:18:16.420]  那個禱告就帶來那個合一
[00:18:18.640 --> 00:18:20.760]  那個合一非常的重要
[00:18:20.760 --> 00:18:24.320]  為什麼呢 我非常的
[00:18:24.320 --> 00:18:27.560]  喜歡我們在會典裡面的那個傳統
[00:18:27.560 --> 00:18:30.380]  我們會典呢 很重視的
[00:18:30.380 --> 00:18:33.360]  一個事情 每一次 每一年一開始的時候
[00:18:33.360 --> 00:18:36.320]  我們都教導我們那個小組的組長
[00:18:36.320 --> 00:18:39.320]  小組的那個組員 比如說
[00:18:39.320 --> 00:18:41.300]  在那個組裡面
[00:18:41.300 --> 00:18:44.900]  所講的那個事情 就留在那個組裡面
[00:18:44.900 --> 00:18:47.520]  你不能夠 就很像
[00:18:47.520 --> 00:18:50.520]  就是說 將那個事情要講出去
[00:18:50.520 --> 00:18:53.480]  你講出去的時候呢 柔和的時候
[00:18:53.480 --> 00:18:56.500]  將那個事情就傳到那個當事人
[00:18:56.500 --> 00:18:59.420]  那個耳朵裡面去 他就覺得 哎喲
[00:18:59.420 --> 00:19:02.580]  哎喲 我的那個事情給所有人都知道了
[00:19:02.580 --> 00:19:05.600]  就很像呢 講那個閒話一樣 對不對
[00:19:05.600 --> 00:19:08.600]  所以我們呢 一開始的時候
[00:19:08.600 --> 00:19:11.600]  我們就教導我們的組員 我們小組的組員
[00:19:11.600 --> 00:19:14.600]  就是說 在那個小組你們分享的事情
[00:19:14.600 --> 00:19:17.640]  就留在小組裡面
[00:19:17.640 --> 00:19:18.640]  還有
[00:19:18.640 --> 00:19:22.440]  我們呢 很重視什麼呢
[00:19:22.440 --> 00:19:25.440]  就是說 不說那個別人的閒話
[00:19:25.440 --> 00:19:26.440]  不說別人的閒話
[00:19:26.440 --> 00:19:29.440]  不說別人的閒話
[00:19:29.440 --> 00:19:33.140]  我們也教我們的那個組長
[00:19:33.140 --> 00:19:36.160]  教我們的組員 如果有人
