
[00:00:00.000 --> 00:00:05.520]  今天選擇的主題是獻上感恩
[00:01:40.020 --> 00:01:43.020]  我們也有聽到都是很心痛
[00:01:43.020 --> 00:01:45.620]  也是為祈禱的
[00:01:45.620 --> 00:01:47.820]  當然也有很多不同的
[00:01:47.820 --> 00:01:52.520]  例如比較關係大一點的《世紀暴雨》
[00:01:52.520 --> 00:01:53.720]  大家都會有影響
[00:01:53.720 --> 00:01:54.820]  都會體驗到
[00:01:54.820 --> 00:02:00.620]  看到原來很多屋在八成都是僭建
[00:02:00.620 --> 00:02:02.320]  也有一個好的消息
[00:02:02.320 --> 00:02:05.720]  就是亞運港隊再唱新歌
[00:02:05.720 --> 00:02:06.920]  五十三面金牌
[00:02:06.920 --> 00:02:11.420]  當然每個人在新聞都有不同的感受
[00:02:11.420 --> 00:02:13.520]  當然我們也在問這些
[00:02:13.520 --> 00:02:16.320]  跟我們的生命又如何接上
[00:02:16.320 --> 00:02:17.420]  不單止香港
[00:02:17.420 --> 00:02:19.420]  宏觀地看全世界
[00:02:19.420 --> 00:02:23.520]  最多人搜尋《最多人搜尋》
[00:02:23.520 --> 00:02:24.420]  他們在十一月
[00:02:24.420 --> 00:02:26.020]  因為還沒有十二月出
[00:02:26.020 --> 00:02:27.120]  準備的時候
[00:02:27.120 --> 00:02:27.820]  有十名
[00:02:27.820 --> 00:02:29.120]  看看有多少人知道
[00:02:29.120 --> 00:02:29.920]  十大
[00:02:29.920 --> 00:02:30.820]  我選了
[00:02:30.820 --> 00:02:32.220]  第十名有沒有人認識他
[00:02:32.220 --> 00:02:33.920]  Elon Musk認識
[00:02:33.920 --> 00:02:35.220]  然後看看認不認識他
[00:02:35.220 --> 00:02:36.620]  第九位認不認識
[00:02:36.620 --> 00:02:38.420]  Olivia有沒有人認識
[00:02:38.420 --> 00:02:39.320]  有人認識
[00:02:39.320 --> 00:02:40.820]  Cherry比較認識
[00:02:40.820 --> 00:02:42.020]  很多人都呆了
[00:02:42.020 --> 00:02:43.720]  第八位認不認識
[00:02:43.720 --> 00:02:45.520]  Adam可能很多人認識
[00:02:45.520 --> 00:02:49.520]  一個喜劇的演員
[00:02:49.520 --> 00:02:51.320]  第七位一定認識
[00:02:51.320 --> 00:02:53.620]  就是Donald Trump
[00:02:53.620 --> 00:02:56.020]  很多人在網上找到他的名字
[00:02:56.020 --> 00:02:57.420]  Mozart People
[00:02:57.420 --> 00:02:59.220]  第六位有沒有人認識
[00:02:59.220 --> 00:03:00.120]  Asha
[00:03:00.120 --> 00:03:00.920]  很多人不認識
[00:03:00.920 --> 00:03:01.820]  有些人認識
[00:03:01.820 --> 00:03:02.720]  Cherry很厲害
[00:03:02.720 --> 00:03:03.520]  每個人都認識
[00:03:03.520 --> 00:03:04.520]  還有Tol哥
[00:03:04.520 --> 00:03:05.120]  Cherry認識
[00:03:05.120 --> 00:03:06.520]  Tol哥不認識
[00:03:06.520 --> 00:03:07.720]  這個認識
[00:03:07.720 --> 00:03:08.720]  這個認不認識
[00:03:08.720 --> 00:03:10.120]  又認識
[00:03:10.120 --> 00:03:12.020]  Victor也認識
[00:03:12.020 --> 00:03:14.020]  然後這個認不認識
[00:03:14.020 --> 00:03:15.020]  美國歌手
[00:03:15.020 --> 00:03:16.420]  Cherry什麼都認識
[00:03:16.420 --> 00:03:17.820]  Tol哥的樣子比較呆
[00:03:17.820 --> 00:03:19.620]  下一個一定認識
[00:03:19.620 --> 00:03:21.420]  你跟旁邊的下一個認識
[00:03:21.420 --> 00:03:22.620]  就是誰
[00:03:22.620 --> 00:03:25.720]  朗拿道認識
[00:03:25.720 --> 00:03:27.620]  如果有朗拿道
[00:03:27.620 --> 00:03:29.120]  應該就是誰
[00:03:29.120 --> 00:03:31.420]  Mozart People
[00:03:31.420 --> 00:03:33.220]  首位的
[00:03:33.220 --> 00:03:34.520]  大家猜到是誰嗎
[00:03:34.520 --> 00:03:36.020]  每個場地都有人猜到
[00:03:36.020 --> 00:03:37.320]  剛才的場地沒有
[00:03:37.320 --> 00:03:39.120]  每個場地都有人猜到
[00:03:39.120 --> 00:03:40.620]  很出名的
[00:03:40.620 --> 00:03:42.120]  Mozart People
[00:03:42.120 --> 00:03:45.420]  也是Person of the Year時代雜誌
[00:03:45.420 --> 00:03:47.120]  答案是
[00:03:47.120 --> 00:03:49.420]  Taylor Swift
[00:03:49.420 --> 00:03:50.420]  有人認識她嗎
[00:03:50.420 --> 00:03:52.320]  當然認識
[00:03:52.320 --> 00:03:53.920]  我女兒追了她十幾年
[00:03:53.920 --> 00:03:55.820]  我女兒現在十幾歲
[00:03:55.820 --> 00:03:56.920]  很厲害
[00:03:56.920 --> 00:03:59.620]  為什麼聽說她的人品很好
[00:03:59.620 --> 00:04:00.620]  三十幾歲而已
[00:04:00.620 --> 00:04:02.420]  然後我再擴闊一些
[00:04:02.420 --> 00:04:05.320]  Mozart的keyword
[00:04:05.320 --> 00:04:07.520]  看看是什麼
[00:04:07.520 --> 00:04:08.620]  第一個你都認識
[00:04:08.620 --> 00:04:10.320]  有沒有人有Yahoo Mail
[00:04:10.320 --> 00:04:12.620]  有沒有人有Yahoo Mail
[00:04:12.620 --> 00:04:14.520]  都有些
[00:04:14.520 --> 00:04:15.820]  然後看下weather
[00:04:15.820 --> 00:04:17.520]  有沒有人看過
[00:04:17.520 --> 00:04:20.320]  早上我都要看幾度
[00:04:20.320 --> 00:04:22.120]  Google Translate有沒有人用
[00:04:22.120 --> 00:04:23.520]  舉個手
[00:04:23.520 --> 00:04:25.720]  立即特別去旅行
[00:04:25.720 --> 00:04:27.720]  BBC News有沒有人看
[00:04:27.720 --> 00:04:29.120]  有少些
[00:04:29.120 --> 00:04:30.520]  Gmail有沒有人用
[00:04:30.520 --> 00:04:31.720]  真的多些
[00:04:31.720 --> 00:04:34.120]  比Yahoo Mail多了一倍
[00:04:34.120 --> 00:04:36.220]  難怪一億到五千幾
[00:04:36.220 --> 00:04:37.620]  Google有沒有人用
[00:04:37.620 --> 00:04:38.820]  當然有
[00:04:38.820 --> 00:04:40.820]  Wordle有沒有人玩
[00:04:40.820 --> 00:04:43.620]  我玩了兩年就沒有了
[00:04:43.620 --> 00:04:44.820]  Amazon
[00:04:44.820 --> 00:04:47.420]  即是西人的阿里巴巴有沒有人用
[00:04:47.420 --> 00:04:48.520]  淘寶
[00:04:48.520 --> 00:04:50.320]  Victor的朋友
[00:04:50.320 --> 00:04:51.420]  淘東西
[00:04:51.420 --> 00:04:52.620]  YouTube
[00:04:52.620 --> 00:04:54.520]  今早有沒有人看過
[00:04:54.520 --> 00:04:55.320]  有了
[00:04:55.320 --> 00:04:56.620]  最後
[00:04:56.620 --> 00:04:58.820]  冠軍的你猜一下是什麼
[00:04:58.820 --> 00:05:00.720]  就是
[00:05:00.720 --> 00:05:02.420]  就是那個
[00:05:02.420 --> 00:05:03.120]  沒人猜到嗎
[00:05:03.120 --> 00:05:04.620]  沒理由就是
[00:05:04.620 --> 00:05:05.720]  Facebook
[00:05:05.720 --> 00:05:07.520]  竟然最多人search了
[00:05:07.520 --> 00:05:09.020]  IG還沒出現過
[00:05:09.020 --> 00:05:10.320]  為什麼會這樣
[00:05:10.320 --> 00:05:11.920]  我不知道你覺得
[00:05:11.920 --> 00:05:12.820]  跟你有什麼關係
[00:05:12.820 --> 00:05:13.820]  最後再給一個數據
[00:05:13.820 --> 00:05:14.620]  挺有趣
[00:05:14.620 --> 00:05:16.820]  全球五大
[00:05:16.820 --> 00:05:18.920]  電影票房冠軍
[00:05:18.920 --> 00:05:20.520]  第五位大家有沒有看
[00:05:20.520 --> 00:05:22.520]  就是狂野時速
[00:05:22.520 --> 00:05:24.120]  Fast and Furious有沒有人看
[00:05:24.120 --> 00:05:25.320]  有啊舉個手
[00:05:25.320 --> 00:05:26.420]  有了
[00:05:26.420 --> 00:05:28.720]  第四位銀河守護隊
[00:05:28.720 --> 00:05:29.420]  有沒有
[00:05:29.420 --> 00:05:30.520]  有啊
[00:05:30.520 --> 00:05:31.920]  Micro
[00:05:31.920 --> 00:05:32.820]  這邊都有
[00:05:32.820 --> 00:05:34.020]  第三位
[00:05:34.020 --> 00:05:35.620]  Open Hammer
[00:05:35.620 --> 00:05:36.720]  Open Hammer還是Himmer
[00:05:36.720 --> 00:05:38.020]  Himmer不懂怎麼讀
[00:05:38.020 --> 00:05:38.920]  有啊
[00:05:38.920 --> 00:05:40.420]  第二
[00:05:40.420 --> 00:05:41.820]  瑪利奧有沒有人看
[00:05:41.820 --> 00:05:43.420]  舉個手
[00:05:43.420 --> 00:05:44.620]  有啊
[00:05:44.620 --> 00:05:45.420]  第一位
[00:05:45.420 --> 00:05:46.720]  猜到的
[00:05:46.720 --> 00:05:48.620]  我下個星期請你吃東西
[00:05:48.620 --> 00:05:49.220]  輕食
[00:05:49.220 --> 00:05:50.420]  真的是芭比
[00:05:50.420 --> 00:05:51.820]  下次輕食見你
[00:05:51.820 --> 00:05:53.820]  芭比真的
[00:05:53.820 --> 00:05:54.620]  五套
[00:05:54.620 --> 00:05:56.020]  誰看了三套以上
[00:05:56.020 --> 00:05:57.120]  舉個手
[00:05:57.120 --> 00:05:58.120]  我也有三套
[00:05:58.120 --> 00:05:59.220]  四套的
[00:05:59.220 --> 00:05:59.920]  舉個手
[00:05:59.920 --> 00:06:01.820]  你們打不倒我老婆
[00:06:01.820 --> 00:06:04.220]  我老婆看了四套
[00:06:04.220 --> 00:06:06.120]  當然我不知道你
[00:06:06.120 --> 00:06:08.420]  你自己過去一年
[00:06:08.420 --> 00:06:10.020]  有什麼發生
[00:06:10.020 --> 00:06:12.620]  有沒有Mode Search
[00:06:12.620 --> 00:06:15.320]  你找誰最多
[00:06:15.320 --> 00:06:16.820]  有沒有發生什麼事
[00:06:16.820 --> 00:06:18.520]  是你喜悅的
[00:06:18.520 --> 00:06:19.720]  困難的
[00:06:19.720 --> 00:06:22.520]  又或者你有沒有生命的故事
[00:06:22.520 --> 00:06:24.320]  好像電影一樣發生了
[00:06:24.320 --> 00:06:26.520]  你很記得的
[00:06:26.520 --> 00:06:28.920]  當中你有什麼感受
[00:06:28.920 --> 00:06:29.820]  有沒有開心
[00:06:29.820 --> 00:06:30.920]  有沒有興奮
[00:06:30.920 --> 00:06:32.320]  有沒有擔心
[00:06:32.320 --> 00:06:33.420]  有沒有艱難
[00:06:33.420 --> 00:06:34.720]  可能是你的學業
[00:06:34.720 --> 00:06:35.620]  可能是你的朋友
[00:06:35.620 --> 00:06:36.820]  可能是你的工作
[00:06:36.820 --> 00:06:37.920]  可能是你的家庭
[00:06:37.920 --> 00:06:38.920]  可能是你的娛樂
[00:06:38.920 --> 00:06:40.220]  可能是你的關係
[00:06:40.220 --> 00:06:41.720]  很多人都問
[00:06:41.720 --> 00:06:43.020]  陳牧師去年尾
[00:06:43.020 --> 00:06:44.020]  我怎麼看人生
[00:06:44.020 --> 00:06:44.820]  我有開心的
[00:06:44.820 --> 00:06:45.620]  不開心的
[00:06:45.620 --> 00:06:46.920]  我應該怎麼看
[00:06:46.920 --> 00:06:47.620]  我覺得
[00:06:47.620 --> 00:06:49.220]  我很喜歡這段經文
[00:06:49.220 --> 00:06:51.020]  《雅各書》五章十三節
[00:06:51.020 --> 00:06:54.520]  它教我們看人生的確有兩面
[00:06:54.520 --> 00:06:56.820]  而這兩面我們怎麼回應呢
[00:06:56.820 --> 00:06:57.820]  我們一起讀
[00:06:57.820 --> 00:06:59.320]  五章十三節
[00:06:59.320 --> 00:07:00.320]  預備起
[00:07:00.320 --> 00:07:03.320]  你們中間有受苦的呢
[00:07:03.320 --> 00:07:08.020]  (花手過了無度)
[00:07:08.020 --> 00:07:08.520]  沒錯
[00:07:08.520 --> 00:07:10.520]  人生的確有兩面
[00:07:10.520 --> 00:07:12.320]  當然我們人大了
[00:07:12.320 --> 00:07:12.920]  除非你很重
[00:07:12.920 --> 00:07:13.520]  我們小朋友
[00:07:13.520 --> 00:07:15.220]  兩歲 三歲 四歲
[00:07:15.220 --> 00:07:16.920]  可能全部都開心的
[00:07:16.920 --> 00:07:18.620]  最不開心是怎麼樣
[00:07:18.620 --> 00:07:20.120]  沒有雪糕吃
[00:07:20.120 --> 00:07:22.520]  最不開心就是沒有糖吃
[00:07:22.520 --> 00:07:23.920]  但是你人大了就知道了
[00:07:23.920 --> 00:07:25.320]  我們真的是
[00:07:25.320 --> 00:07:28.520]  一個很複雜的人生
[00:07:28.520 --> 00:07:31.320]  而我們經歷喜樂的
[00:07:31.320 --> 00:07:33.220]  聖經教導我們做歌唱
[00:07:33.220 --> 00:07:34.520]  歌頌主
[00:07:34.520 --> 00:07:36.220]  去找我們吃飯
[00:07:36.220 --> 00:07:37.220]  還有慶祝
[00:07:37.220 --> 00:07:38.220]  當然
[00:07:38.220 --> 00:07:41.120]  我們都有困難的受苦的
[00:07:41.120 --> 00:07:42.920]  我們就仰望祈禱
[00:07:42.920 --> 00:07:44.920]  今天我用這個眼光
[00:07:44.920 --> 00:07:47.320]  加上詩篇103
[00:07:47.320 --> 00:07:48.320]  就像剛才所說
[00:07:48.320 --> 00:07:51.620]  大衛正正用103回顧人生
[00:07:51.620 --> 00:07:54.520]  我們用103斬開幾截
[00:07:54.520 --> 00:07:57.220]  看看作為一個生命的小回顧
[00:07:57.220 --> 00:08:01.320]  展望一下來年又是怎樣
[00:08:01.320 --> 00:08:03.920]  我們立刻進入第一點
[00:08:03.920 --> 00:08:06.120]  就是專注
[00:08:06.120 --> 00:08:06.920]  很有趣
[00:08:06.920 --> 00:08:07.920]  但是為了開始
[00:08:07.920 --> 00:08:10.120]  他不是立刻想開心不開心
[00:08:10.120 --> 00:08:11.320]  他立刻想一件事
[00:08:11.320 --> 00:08:12.920]  我們一起讀第一節
[00:08:12.920 --> 00:08:14.520]  和第二節 好嗎
[00:08:14.520 --> 00:08:15.120]  我們一起讀
[00:08:15.120 --> 00:08:16.320]  預備 起
[00:08:16.320 --> 00:08:17.720]  我的心吶
[00:08:17.720 --> 00:08:20.020]  你要稱眾耶和華
[00:08:20.020 --> 00:08:21.820]  萬上萬上的念的
[00:08:21.820 --> 00:08:24.220]  也要稱眾太大聖靈
[00:08:24.220 --> 00:08:25.320]  我的心吶
[00:08:25.320 --> 00:08:27.320]  你要稱眾耶和華
[00:08:27.320 --> 00:08:30.320]  我一望的 也一世的永恆
[00:08:30.320 --> 00:08:31.920]  很有趣 一開始
[00:08:31.920 --> 00:08:33.720]  我相信可能
[00:08:33.720 --> 00:08:36.720]  從大衛的詩篇看到
[00:08:36.720 --> 00:08:37.920]  他開始和什麼說話
[00:08:37.920 --> 00:08:39.520]  和他的心
[00:08:39.520 --> 00:08:41.320]  有時候我們中國人說一句話
[00:08:41.320 --> 00:08:44.420]  叫做心煩意亂
[00:08:44.420 --> 00:08:45.720]  有時候我們有很多干擾
[00:08:45.720 --> 00:08:47.320]  很多想法
[00:08:47.320 --> 00:08:48.320]  那些東西可能
[00:08:48.320 --> 00:08:50.720]  控制了我們的思想
[00:08:50.720 --> 00:08:51.720]  但是大衛說
[00:08:51.720 --> 00:08:53.120]  不要和心說
[00:08:53.120 --> 00:08:54.920]  先靜下來
[00:08:54.920 --> 00:08:57.120]  專注在神圖
[00:08:57.120 --> 00:09:00.520]  多一個眼 頸和視野
[00:09:00.520 --> 00:09:02.120]  那個心代表什麼呢
[00:09:02.120 --> 00:09:04.120]  你碰碰你的心動不動
[00:09:04.120 --> 00:09:05.520]  你碰碰先
[00:09:05.520 --> 00:09:06.720]  感受一下 動不動
[00:09:06.720 --> 00:09:07.720]  有沒有心跳
[00:09:07.720 --> 00:09:09.220]  有 恭喜你
[00:09:09.220 --> 00:09:11.220]  但是他不單止指這件事
[00:09:11.220 --> 00:09:15.220]  他的心說的是我們的內在生命
[00:09:15.220 --> 00:09:17.520]  也說的是我們的思想
[00:09:17.520 --> 00:09:20.520]  說的是我們的情感
[00:09:20.520 --> 00:09:22.520]  從心而發
[00:09:22.520 --> 00:09:24.520]  全程投入
[00:09:24.520 --> 00:09:27.520]  望著上帝稱頌他為開始
[00:09:27.520 --> 00:09:32.320]  這個大衛是對心說話的形式表達出來
[00:09:32.320 --> 00:09:34.120]  喚醒自己
[00:09:34.120 --> 00:09:35.520]  放下干擾憂慮
[00:09:35.520 --> 00:09:37.120]  別無他常
[00:09:37.120 --> 00:09:39.720]  我不知道你有沒有和自己說話的習慣
[00:09:39.720 --> 00:09:41.520]  不是瘋了的 不用怕
[00:09:41.520 --> 00:09:42.720]  有時候我也會的
[00:09:42.720 --> 00:09:43.520]  其實也常常會
[00:09:43.520 --> 00:09:45.120]  有時候我和你的手說話
[00:09:45.120 --> 00:09:47.120]  手你真是辛苦了
[00:09:47.120 --> 00:09:49.320]  又幫我勾痕
[00:09:49.320 --> 00:09:50.520]  又和我談悲心
[00:09:50.520 --> 00:09:51.720]  我會的 你不要這樣
[00:09:51.720 --> 00:09:53.320]  有時候我和我的胃說話
[00:09:53.320 --> 00:09:56.120]  最近多謝主 很多人請我吃東西
[00:09:56.120 --> 00:09:58.520]  辛苦你了 胃慢慢消化了
[00:09:58.520 --> 00:09:59.320]  有沒有試過
[00:09:59.320 --> 00:10:00.520]  你試試和我的心說
[00:10:00.520 --> 00:10:01.720]  試一下 出來挺好的
[00:10:01.720 --> 00:10:02.320]  多謝
[00:10:02.320 --> 00:10:04.320]  其實多謝上主的創造
[00:10:04.320 --> 00:10:05.320]  有時候和我的心說
[00:10:05.320 --> 00:10:07.920]  為什麼這麼煩 煩些什麼
[00:10:07.920 --> 00:10:10.720]  你想一下
[00:10:10.720 --> 00:10:11.720]  真的這樣嗎
[00:10:11.720 --> 00:10:13.120]  大衛就是這樣
[00:10:13.120 --> 00:10:15.920]  重點不單止是我的心
[00:10:15.920 --> 00:10:17.520]  靜下來 放下干擾
[00:10:17.520 --> 00:10:20.720]  第一件事他說你要稱眾謠惑話
[00:10:20.720 --> 00:10:21.920]  都還沒說他做些什麼
[00:10:21.920 --> 00:10:25.120]  稱眾謠惑話是他的本性
[00:10:25.120 --> 00:10:26.520]  是他的責任
[00:10:26.520 --> 00:10:28.120]  是他的特性
[00:10:28.120 --> 00:10:29.920]  所以第一個問題我們要問
[00:10:29.920 --> 00:10:34.320]  你認識神嗎
[00:10:34.320 --> 00:10:35.920]  你稱眾他什麼呢
[00:10:35.920 --> 00:10:39.720]  例如神有很多個名字
[00:10:39.720 --> 00:10:41.920]  他是耶和華以什麼
[00:10:41.920 --> 00:10:43.320]  男
[00:10:43.320 --> 00:10:45.120]  Jove Jiref
[00:10:45.120 --> 00:10:47.320]  他有一個預備的聖經說
[00:10:47.320 --> 00:10:48.120]  他的名字是
[00:10:48.120 --> 00:10:50.720]  當日阿伯拉罕要獻以殺
[00:10:50.720 --> 00:10:53.520]  他憑信心走 但又不知道怎樣準備
[00:10:53.520 --> 00:10:55.320]  最後神會去準備
[00:10:55.320 --> 00:10:57.920]  好像沒有看到怎樣
[00:10:57.920 --> 00:10:59.520]  但他知道神會準備
[00:10:59.520 --> 00:11:00.920]  去到最後一刻準備
[00:11:00.920 --> 00:11:04.520]  又例如耶和華拉罕醫治者
[00:11:04.520 --> 00:11:07.320]  不是說身體當日一開始
[00:11:07.320 --> 00:11:09.120]  當然神都是醫治身體
[00:11:09.120 --> 00:11:12.120]  是說當日以色列民離開埃及
[00:11:12.120 --> 00:11:15.920]  在投訴的時候神施恩
[00:11:15.920 --> 00:11:18.520]  耶和華尼西當日
[00:11:18.520 --> 00:11:19.920]  他們在困境打仗
[00:11:19.920 --> 00:11:22.320]  他們都舉手祈禱打勝仗
[00:11:22.320 --> 00:11:24.320]  一放下手打敗仗
[00:11:24.320 --> 00:11:29.320]  很多個特性會說沙龍平安
[00:11:29.320 --> 00:11:32.320]  當我們明白你要稱眾耶和華
[00:11:32.320 --> 00:11:35.920]  就是他本身是個良善的主
[00:11:35.920 --> 00:11:37.720]  愛你的上帝
[00:11:37.720 --> 00:11:39.320]  名字很有趣
[00:11:39.320 --> 00:11:41.720]  猶太人和中國人都是特別會改名字
[00:11:41.720 --> 00:11:43.920]  有意思的
[00:11:43.920 --> 00:11:46.720]  例如在網上最近找到一些名字
[00:11:46.720 --> 00:11:47.920]  我不知道是真是假的
[00:11:47.920 --> 00:11:50.920]  有些是真有些是假的挺好笑
[00:11:50.920 --> 00:11:53.920]  有個姓吳的改名叫吳恭
[00:11:53.920 --> 00:11:56.720]  你好我叫吳恭
[00:11:56.720 --> 00:12:00.920]  你好我姓劉的叫劉產
[00:12:00.920 --> 00:12:03.920]  我姓范的名統范統
[00:12:03.920 --> 00:12:06.920]  不過這個你應該會認識
[00:12:06.920 --> 00:12:09.920]  林美香有沒有人認識
[00:12:09.920 --> 00:12:13.920]  你以前是主播
[00:12:13.920 --> 00:12:15.520]  就這件事
[00:12:15.520 --> 00:12:18.120]  記不記得上個月我的朋友
[00:12:18.120 --> 00:12:21.120]  神樂園的朋友蔡浩香博士
[00:12:21.120 --> 00:12:23.120]  有時我問他為甚麼你叫蔡浩香
[00:12:23.120 --> 00:12:25.720]  你父母是否很喜歡吃蔡
[00:12:25.720 --> 00:12:28.120]  不知道周圍看
[00:12:28.120 --> 00:12:31.520]  不過這當然是有趣的名字
[00:12:31.520 --> 00:12:33.320]  我們的名字是有意思的
[00:12:33.320 --> 00:12:36.720]  我有一次問余姑娘
[00:12:36.720 --> 00:12:37.920]  為甚麼她的名字
[00:12:37.920 --> 00:12:39.720]  你知不知道她的中文名字是甚麼
[00:12:39.720 --> 00:12:41.720]  是余淑妍
[00:12:41.720 --> 00:12:43.720]  即是妍淑的調轉
[00:12:43.720 --> 00:12:47.720]  我問為甚麼你叫余淑妍
[00:12:47.720 --> 00:12:49.720]  她說是我爺爺改的
[00:12:49.720 --> 00:12:54.720]  我猜我爺爺是想我嫌熟一點
[00:12:54.720 --> 00:12:57.720]  不過我怕我令我爺爺失望
[00:12:57.720 --> 00:13:01.720]  因為他的孫女現在是很兇的
[00:13:01.720 --> 00:13:03.720]  我想做個投票
[00:13:03.720 --> 00:13:07.720]  大家覺得Pastor Winnie很兇還是很嫌熟
[00:13:07.720 --> 00:13:11.720]  如果你覺得嫌熟的現在可以舉手
[00:13:11.720 --> 00:13:14.720]  你放下手
[00:13:14.720 --> 00:13:17.720]  如果你覺得很兇現在可以舉手
[00:13:17.720 --> 00:13:19.720]  暫時不敢舉手
[00:13:19.720 --> 00:13:21.720]  明白的
[00:13:21.720 --> 00:13:24.720]  中國人是有意思的
[00:13:24.720 --> 00:13:26.720]  又或者希臘文耶穌
[00:13:26.720 --> 00:13:29.720]  Jesus是有意思的
[00:13:29.720 --> 00:13:32.720]  和希伯諾文喬治華
[00:13:32.720 --> 00:13:33.720]  同一個字源是甚麼
[00:13:33.720 --> 00:13:34.720]  拯救
[00:13:34.720 --> 00:13:35.720]  所以你說耶穌
[00:13:35.720 --> 00:13:37.720]  耶穌即是代表拯救
[00:13:37.720 --> 00:13:39.720]  很有意思的名字
[00:13:39.720 --> 00:13:42.720]  但我不知道你認識神的特性有多少
[00:13:42.720 --> 00:13:50.720]  我的心你要清淨耶穌
[00:13:50.720 --> 00:13:51.720]  非常重要
[00:13:51.720 --> 00:13:52.720]  一開始就是這樣
[00:13:52.720 --> 00:13:57.720]  有沒有東西令你今天不能專注於神
[00:13:57.720 --> 00:14:00.720]  有沒有東西干擾你
[00:14:00.720 --> 00:14:02.720]  我們先放下
[00:14:02.720 --> 00:14:06.720]  這個時刻我邀請你閉上眼睛一分鐘
[00:14:06.720 --> 00:14:10.720]  讓我讀這兩節的經文兩次
[00:14:10.720 --> 00:14:14.720]  讓我們先安靜下來
[00:14:14.720 --> 00:14:18.720]  我的心啊
[00:14:18.720 --> 00:14:23.720]  你要清淨耶穌啊
[00:14:23.720 --> 00:14:25.720]  凡在我裡面的
[00:14:25.720 --> 00:14:30.720]  也要清淨祂的聖名
[00:14:30.720 --> 00:14:32.720]  我的心啊
[00:14:32.720 --> 00:14:37.720]  你要清淨耶穌啊
[00:14:37.720 --> 00:14:44.720]  不可忘記祂的一切恩惠
[00:14:44.720 --> 00:14:46.720]  我的心啊
[00:14:46.720 --> 00:14:50.720]  你要清淨耶穌啊
[00:14:50.720 --> 00:14:53.720]  凡在我裡面的
[00:14:53.720 --> 00:14:57.720]  也要清淨祂的聖名
[00:14:57.720 --> 00:14:59.720]  我的心啊
[00:14:59.720 --> 00:15:02.720]  你要清淨耶穌啊
[00:15:02.720 --> 00:15:09.720]  不可忘記祂的一切恩惠
[00:15:09.720 --> 00:15:12.720]  讓我們就這樣安靜在主的身上
[00:15:12.720 --> 00:15:15.720]  我們多謝主
[00:15:15.720 --> 00:15:17.720]  願你月立奉耶穌
[00:15:17.720 --> 00:15:18.720]  Amen
[00:15:18.720 --> 00:15:20.720]  就是凡在我們裡面
[00:15:20.720 --> 00:15:22.720]  現在就這樣集中在主的身上
[00:15:22.720 --> 00:15:23.720]  因為我們知道
[00:15:23.720 --> 00:15:28.720]  開始這樣感恩前一刻
[00:15:28.720 --> 00:15:29.720]  我們就明白
[00:15:29.720 --> 00:15:31.720]  我們不要讓很多東西
