
[00:00:00.000 --> 00:00:07.000]  七位天父,我們感謝祢,讓我們在新的一年裏面都能夠一同來敬拜祢,
[00:07:23.000 --> 00:07:25.000]  不用再洗禮,
[00:07:25.000 --> 00:07:28.000]  接受了割禮就等於亞伯拉罕的後裔,
[00:07:28.000 --> 00:07:32.000]  就是猶太教,就是猶太人,就是猶太教。
[00:07:32.000 --> 00:07:36.000]  洗禮其實是為外國人,
[00:07:36.000 --> 00:07:38.000]  外國人或者外邦人,
[00:07:38.000 --> 00:07:43.000]  他們想加入猶太教而進行的一個儀式。
[00:07:43.000 --> 00:07:47.000]  因此當猶太教的領袖,
[00:07:47.000 --> 00:07:52.000]  他們聽到施洗約翰是為猶太人施洗,
[00:07:52.000 --> 00:07:57.000]  他們就派人去查問施洗約翰的身份。
[00:07:57.000 --> 00:08:01.000]  經文裡面也特別強調,
[00:08:01.000 --> 00:08:07.000]  去查問施洗約翰的人是耶路撒冷的猶太人,
[00:08:07.000 --> 00:08:11.000]  他們不是普通鄉村的猶太人,
[00:08:11.000 --> 00:08:15.000]  不是鄉下人去問施洗約翰的身份,
[00:08:15.000 --> 00:08:20.000]  其實暗示他們是耶路撒冷有權有勢的人,
[00:08:20.000 --> 00:08:26.000]  是被派去查問施洗約翰,
[00:08:26.000 --> 00:08:30.000]  而且被派去的人是祭司和利美人。
[00:08:30.000 --> 00:08:33.000]  祭司就一定要利美人才可以做的,
[00:08:33.000 --> 00:08:37.000]  但是利美人就不一定是做祭司的,
[00:08:37.000 --> 00:08:39.000]  他們可以做聖殿的守衛,
[00:08:39.000 --> 00:08:44.000]  參加詩班,或者抄寫聖經都可以。
[00:08:44.000 --> 00:08:51.000]  當施洗約翰被當權派的人查問的時候,
[00:08:51.000 --> 00:08:56.000]  他的見證裡面他給了一共四個回答,
[00:08:56.000 --> 00:08:59.000]  其中有三個都是否定的,
[00:08:59.000 --> 00:09:02.000]  另外一個是正面的回答。
[00:09:02.000 --> 00:09:05.000]  第一個他否定的就是告訴他們,
[00:09:05.000 --> 00:09:08.000]  「我不是基督。」
[00:09:08.000 --> 00:09:14.000]  基督是當時猶太人所盼望上帝預備,
[00:09:14.000 --> 00:09:18.000]  來帶領以色列國復興的領袖。
[00:09:18.000 --> 00:09:23.000]  第二,他說他自己不是以利亞。
[00:09:23.000 --> 00:09:27.000]  為什麼那些去問他的人,
[00:09:27.000 --> 00:09:30.000]  會問他是不是以利亞呢?
[00:09:30.000 --> 00:09:32.000]  是有原因的。
[00:09:32.000 --> 00:09:36.000]  在舊約聖經的《瑪拉基書》四章五節說,
[00:09:36.000 --> 00:09:40.000]  「在上主大而可畏的日子來到以前,
[00:09:40.000 --> 00:09:43.000]  我要差派先知以利亞,
[00:09:43.000 --> 00:09:46.000]  到你們那裡。」
[00:09:46.000 --> 00:09:51.000]  施洗約翰就說「我不是,我不是以利亞。」
[00:09:51.000 --> 00:09:56.000]  不過在《瑪拉大福音》十七章十至十三節,
[00:09:56.000 --> 00:10:00.000]  主耶穌曾經對門徒說過,
[00:10:00.000 --> 00:10:04.000]  其實施洗約翰就是以利亞。
[00:10:04.000 --> 00:10:08.000]  施洗約翰自己在這裡說自己不是以利亞,
[00:10:08.000 --> 00:10:13.000]  那他是不是做假見證呢?
[00:10:13.000 --> 00:10:18.000]  不是,我相信施洗約翰沒有做假見證,
[00:10:18.000 --> 00:10:21.000]  他只是了解查問他的人,
[00:10:21.000 --> 00:10:27.000]  對以利亞要先來這個說法是有所誤解的,
[00:10:27.000 --> 00:10:31.000]  故此他不想誤導他們,
[00:10:31.000 --> 00:10:36.000]  所以他就告訴他們他不是以利亞。
[00:10:36.000 --> 00:10:42.000]  第三個問題,那些人問他是不是那位先知,
[00:10:42.000 --> 00:10:45.000]  他說他也不是那位先知,
[00:10:45.000 --> 00:10:49.000]  那那位先知究竟是哪位先知呢?
[00:10:49.000 --> 00:10:53.000]  那那位先知好像很含糊,
[00:10:53.000 --> 00:10:56.000]  但如果是對那些熟悉聖經,
[00:10:56.000 --> 00:11:00.000]  舊約聖經的人來說其實不是很含糊,
[00:11:00.000 --> 00:11:07.000]  因為在《新命紀》十八章十五節,
[00:11:07.000 --> 00:11:10.000]  摩西曾經預言過,
[00:11:10.000 --> 00:11:16.000]  將來會有一位像他的先知來,
[00:11:16.000 --> 00:11:21.000]  所以那些聖經的專家這樣來問施洗約翰,
[00:11:21.000 --> 00:11:26.000]  其實是順便考一下施洗約翰究竟有沒有實力,
[00:11:26.000 --> 00:11:29.000]  究竟熟不熟悉舊約聖經,
[00:11:29.000 --> 00:11:35.000]  所以是故意含糊,那那位先知呢?
[00:11:35.000 --> 00:11:39.000]  施洗約翰也告訴他們不是那位先知,
[00:11:39.000 --> 00:11:43.000]  最後施洗約翰在二十三節告訴他們,
[00:11:43.000 --> 00:11:49.000]  他就是先知所預言的那位基督的先鋒,
[00:11:49.000 --> 00:11:54.000]  他說:「我就是在曠野呼喊的聲音,
[00:11:54.000 --> 00:11:58.000]  為主修籍他要走的道路。」
[00:11:58.000 --> 00:12:02.000]  那些祭司在第二十五節又質問他,
[00:12:02.000 --> 00:12:07.000]  我們可以看到當時的神學家、祭司,
[00:12:07.000 --> 00:12:12.000]  他們是非常按字面意義來解釋聖經,
[00:12:12.000 --> 00:12:14.000]  他們可能以為:
[00:12:14.000 --> 00:12:18.000]  「約翰,你既然說自己是曠野呼喊的聲音,
[00:12:18.000 --> 00:12:21.000]  那你應該在曠野大喊才是對的,
[00:12:21.000 --> 00:12:25.000]  你說要修籍他要走的道路,
[00:12:25.000 --> 00:12:28.000]  那你應該去做修路工人才是對的,
[00:12:28.000 --> 00:12:33.000]  你為什麼在這裡跟人施洗呢?」
[00:12:33.000 --> 00:12:37.000]  我們要小心理解聖經,解釋聖經,
[00:12:37.000 --> 00:12:41.000]  尤其是先知的預言,
[00:12:41.000 --> 00:12:47.000]  有時是不能夠按字面意義去理解的,
[00:12:47.000 --> 00:12:48.000]  我再說一次,
[00:12:48.000 --> 00:12:56.000]  先知的預言有時是不能夠按字面意義去理解的。
[00:12:56.000 --> 00:13:00.000]  施洗約翰不單止傳悔改的道,
[00:13:00.000 --> 00:13:04.000]  為人施洗,他還修門徒,
[00:13:04.000 --> 00:13:08.000]  在35節我們很清楚看到聖經記載,
[00:13:08.000 --> 00:13:13.000]  他和他的兩個門徒又在那裡,
[00:13:13.000 --> 00:13:16.000]  施洗約翰傳悔改的道,
[00:13:16.000 --> 00:13:18.000]  修了門徒之後,
[00:13:18.000 --> 00:13:21.000]  然後介紹他們去跟耶穌,
[00:13:21.000 --> 00:13:27.000]  原來先知所說的為主修籍他要走的道路,
[00:13:27.000 --> 00:13:32.000]  並不是說施洗約翰來到世上要去做修路的工人,
[00:13:32.000 --> 00:13:38.000]  而是要預備人的心去接受耶穌,
[00:13:38.000 --> 00:13:40.000]  去跟隨耶穌。
[00:13:40.000 --> 00:13:43.000]  讓我們看第29節,
[00:13:43.000 --> 00:13:46.000]  看看施洗約翰怎樣介紹耶穌,
[00:13:46.000 --> 00:13:52.000]  「看那上帝的羔羊,除掉世人的罪的。」
[00:13:52.000 --> 00:13:57.000]  對我們華人來說,羔羊是養來賣的,
[00:13:57.000 --> 00:14:01.000]  或者吃的,是為了經濟利益的,
[00:14:01.000 --> 00:14:06.000]  但我相信猶太人對羔羊真的有些不同的看法,
[00:14:06.000 --> 00:14:11.000]  當然羔羊是一個牧羊人的財產,
[00:14:11.000 --> 00:14:18.000]  不過羔羊也是可以用來獻祭贖罪的,
[00:14:18.000 --> 00:14:22.000]  在猶太人的節日裡面,
[00:14:22.000 --> 00:14:26.000]  有兩個節日都跟羔羊特別有關,
[00:14:26.000 --> 00:14:28.000]  第一就是逾越節,
[00:14:28.000 --> 00:14:38.000]  在上帝藉摩西帶領猶太人離開埃及的最後一個殺長子的神蹟之前,
[00:14:38.000 --> 00:14:44.000]  上主規定猶太人家家戶戶都要殺一隻羊,
[00:14:44.000 --> 00:14:49.000]  用羊的血淋在門眉和門腔上,
[00:14:49.000 --> 00:14:54.000]  冥冥的天使看到那些血就會跳過那一家人,
[00:14:54.000 --> 00:14:58.000]  那一家人還要吃那隻羊,
[00:14:58.000 --> 00:15:03.000]  是要燒羊肉的,燒烤來吃的,
[00:15:03.000 --> 00:15:08.000]  那隻羊是不能夠斬開來煮或者去燜的,
[00:15:08.000 --> 00:15:11.000]  不要想著吃燜羊腩,是不可以的,
[00:15:11.000 --> 00:15:16.000]  那隻羊的骨頭是不能夠被打斷的,
[00:15:16.000 --> 00:15:22.000]  如果我們見過有時候有一隻整隻的在那裡搞一搞,
[00:15:22.000 --> 00:15:24.000]  燒來吃的,一定要這樣吃,
[00:15:24.000 --> 00:15:30.000]  逾越節的事件除了在歷史上的意義之外,
[00:15:30.000 --> 00:15:39.000]  其實還是預表了上帝要拯救人離開黑暗,進入光明,
[00:15:39.000 --> 00:15:46.000]  預表的意思是上帝藉著歷史上發生過的事,
[00:15:46.000 --> 00:15:51.000]  來表明上帝在將來要做的事,
[00:15:51.000 --> 00:15:56.000]  《出埃及記》就是一個歷史事件預表,
[00:15:56.000 --> 00:15:59.000]  有關耶穌成為人的羔羊,
[00:15:59.000 --> 00:16:02.000]  所以以色列人出埃及的時候,
[00:16:02.000 --> 00:16:09.000]  是晚上出的,是黑夜,開始出,
[00:16:09.000 --> 00:16:11.000]  慢慢就走入光明,
[00:16:11.000 --> 00:16:16.000]  所以帶他們出黑暗,進入光明,
[00:16:16.000 --> 00:16:20.000]  另外一個跟羔羊很有關係的節日,
[00:16:20.000 --> 00:16:25.000]  一定是贖罪日,對猶太人來說贖罪日是非常重要的,
[00:16:25.000 --> 00:16:31.000]  有些神學家認為翻譯為除罪日更加恰當,
[00:16:31.000 --> 00:16:33.000]  除掉世人的罪,
[00:16:33.000 --> 00:16:37.000]  無論如何,一年一次的除罪日,
[00:16:37.000 --> 00:16:41.000]  所有以色列人都一定要參加,
[00:16:41.000 --> 00:16:44.000]  除罪日有很多儀式,
[00:16:44.000 --> 00:16:50.000]  其中一項儀式就是大祭司要殺一隻羊,
[00:16:50.000 --> 00:16:54.000]  獻在祭壇上,為人民贖罪,
[00:16:54.000 --> 00:17:01.000]  然後還多一隻羊,那隻羊是活的,不殺的,
[00:17:01.000 --> 00:17:03.000]  是帶來放在大祭司面前,
[00:17:03.000 --> 00:17:06.000]  大祭司雙手按著羊頭,
[00:17:06.000 --> 00:17:10.000]  然後承認以色列人所犯的罪,
[00:17:10.000 --> 00:17:16.000]  承認罪後,羊要找人帶去抗野,
[00:17:16.000 --> 00:17:20.000]  永遠不讓羊再回來,
[00:17:20.000 --> 00:17:26.000]  傳統的說法是,如何保證羊不會走回來呢?
[00:17:26.000 --> 00:17:29.000]  推牠下山崖,牠一定不會回來,
[00:17:29.000 --> 00:17:31.000]  但是含義是什麼呢?
[00:17:31.000 --> 00:17:35.000]  就是當我們獻上贖罪祭之後,
[00:17:35.000 --> 00:17:38.000]  有一隻羊要殺了要獻,
[00:17:38.000 --> 00:17:43.000]  獻上贖罪祭之後,我們還要認罪,
[00:17:43.000 --> 00:17:48.000]  認罪之後,我們還要下定決心不要再沾染罪,
[00:17:48.000 --> 00:17:52.000]  要跟罪分道揚鑣,
[00:17:52.000 --> 00:17:56.000]  不要再跟罪糾纏不清。
[00:17:56.000 --> 00:18:02.000]  施洗約翰用上帝的羔羊來介紹耶穌,
[00:18:02.000 --> 00:18:07.000]  就是要說明耶穌是要除掉世人的罪,
[00:18:07.000 --> 00:18:10.000]  這就是耶穌的使命,
[00:18:10.000 --> 00:18:15.000]  也是上帝要給人類的恩典。
[00:18:15.000 --> 00:18:20.000]  施洗約翰除了介紹耶穌是上帝的羔羊之外,
[00:18:20.000 --> 00:18:23.000]  還說明他要除掉世人的罪,
[00:18:23.000 --> 00:18:30.000]  以色列人的贖罪日,那隻羔羊只是除掉以色列人的罪,
[00:18:30.000 --> 00:18:36.000]  但是耶穌這位上帝羔羊是要除去世人,
[00:18:36.000 --> 00:18:40.000]  全世界的人的罪,包括你和我的罪。
[00:18:40.000 --> 00:18:47.000]  上星期我已經簡單講過聖經裡面對罪的觀念,
[00:18:47.000 --> 00:18:51.000]  就是當人拒絕接受上帝,
[00:18:51.000 --> 00:18:57.000]  而後果就是人會將自己放上神位,
[00:18:57.000 --> 00:19:01.000]  將自己變成自己的上帝,
[00:19:01.000 --> 00:19:04.000]  會做一些對自己有利的事。
[00:19:04.000 --> 00:19:08.000]  有些人不單做自己的上帝,還要做別人的上帝,
[00:19:08.000 --> 00:19:11.000]  強迫別人信從自己。
[00:19:11.000 --> 00:19:15.000]  聖經裡面的第一宗謀殺案,
[00:19:15.000 --> 00:19:19.000]  由於該人不將上帝當作上帝,
[00:19:19.000 --> 00:19:22.000]  隨便施洗一些食物給上帝當作獻祭,
[00:19:22.000 --> 00:19:26.000]  而當上帝接納他弟弟阿伯的獻祭之後,
[00:19:26.000 --> 00:19:30.000]  他就惱羞成怒,殺了他弟弟阿伯。
[00:19:30.000 --> 00:19:35.000]  由於人背叛上帝的罪,
[00:19:35.000 --> 00:19:40.000]  這個世界充滿了血腥。
[00:19:40.000 --> 00:19:43.000]  敘利亞戰爭打了五年半,
[00:19:43.000 --> 00:19:48.000]  最近電視新聞時播出阿拉普那裡的景象,
[00:19:48.000 --> 00:19:53.000]  真的很傷心,那些房子都打爛了。
[00:19:53.000 --> 00:19:59.000]  敘利亞的內戰是一場人民想推翻政權的戰爭,
[00:19:59.000 --> 00:20:04.000]  打了五年半打到現在,政權沒有被推翻,
[00:20:04.000 --> 00:20:07.000]  但卻造成了三十萬人死亡,
[00:20:07.000 --> 00:20:10.000]  五百萬難民逃到外國,
[00:20:10.000 --> 00:20:15.000]  而國內也有七百萬難民。
[00:20:15.000 --> 00:20:19.000]  如果有人要辯論說人沒有罪,人不是罪人,
[00:20:19.000 --> 00:20:21.000]  我想請他解釋一下,
[00:20:21.000 --> 00:20:24.000]  為什麼發生第一次第二次世界大戰,
[00:20:24.000 --> 00:20:30.000]  為什麼敘利亞伊拉克阿富汗的戰爭到今時今日還沒有停止,
[00:20:30.000 --> 00:20:34.000]  為什麼會有所謂伊斯蘭國的恐怖集團出現,
[00:20:34.000 --> 00:20:38.000]  在世界各地搞出這麼多的恐怖襲擊,
[00:20:38.000 --> 00:20:42.000]  為什麼那些大國強國不用錢去解救難民,
[00:20:42.000 --> 00:20:49.000]  反而要更新核子武器和發展反導彈系統?
[00:20:49.000 --> 00:20:59.000]  人有什麼辦法可以為人類的社會帶來長久的和平?
[00:20:59.000 --> 00:21:03.000]  上帝讓我們從聖經中看到,
[00:21:03.000 --> 00:21:08.000]  上帝的辦法就是為我們預備了耶穌,
[00:21:08.000 --> 00:21:12.000]  作為那隻除罪的羔羊,
[00:21:12.000 --> 00:21:14.000]  可以除去人的罪,
[00:21:14.000 --> 00:21:18.000]  然後可以帶來生命的革新,
[00:21:18.000 --> 00:21:21.000]  社會的革新。
[00:21:21.000 --> 00:21:31.000]  先在約翰傳悔改的道,收了門徒,然後介紹他們去跟耶穌,
[00:21:31.000 --> 00:21:34.000]  那些門徒,經文記載得很清楚,
[00:21:34.000 --> 00:21:38.000]  他們又回去帶他們的兄弟一起來跟耶穌,
[00:21:38.000 --> 00:21:42.000]  然後耶穌在52次告訴門徒,
[00:21:42.000 --> 00:21:44.000]  其實也告訴我們,
[00:21:44.000 --> 00:21:48.000]  「我鄭重地告訴你們,你們要看見天闖開,
[00:21:48.000 --> 00:21:53.000]  上帝的天使在人子身上上下往來,
[00:21:53.000 --> 00:21:57.000]  是耶穌為人類搭通了天地線,
[00:21:57.000 --> 00:22:02.000]  是耶穌將天國帶到我們的世界,
[00:22:02.000 --> 00:22:07.000]  耶穌就是我們可以進入天國的那條路,
[00:22:07.000 --> 00:22:10.000]  只要我們願意接受耶穌,
[00:22:10.000 --> 00:22:14.000]  我們就有特權成為上帝的兒女。」
[00:22:14.000 --> 00:22:18.000]  弟兄姐妹,當我們接受主之後,
[00:22:18.000 --> 00:22:22.000]  我們有沒有效法今天經文中的那些門徒,
[00:22:22.000 --> 00:22:26.000]  跟隨耶穌,與耶穌同住呢?
[00:22:26.000 --> 00:22:30.000]  有人可能說不行,不可以跟耶穌同住,
[00:22:30.000 --> 00:22:32.000]  耶穌也不在我們這裡,
[00:22:32.000 --> 00:22:35.000]  回到天堂了,怎麼跟祂同住呢?
[00:22:35.000 --> 00:22:37.000]  那是真的,耶穌真的不在這裡,
[00:22:37.000 --> 00:22:40.000]  但是聖靈與我們同在,
[00:22:40.000 --> 00:22:43.000]  聖靈住在我們心裡面,
[00:22:43.000 --> 00:22:48.000]  我們有沒有事實上順從聖靈呢?
[00:22:48.000 --> 00:22:52.000]  此外我們有沒有效法這些門徒,
[00:22:52.000 --> 00:22:55.000]  走去帶我們的親人,
[00:22:55.000 --> 00:22:57.000]  帶我們的兄弟姐妹,
[00:22:57.000 --> 00:23:02.000]  一起來認識耶穌呢?
[00:23:02.000 --> 00:23:04.000]  有一個作者寫了一本書,
[00:23:04.000 --> 00:23:05.000]  我不記得叫什麼名字了,
[00:23:05.000 --> 00:23:07.000]  很多年前看過的了,
[00:23:07.000 --> 00:23:08.000]  那個書名我記得,
[00:23:08.000 --> 00:23:10.000]  叫做《愛之志》,
[00:23:10.000 --> 00:23:12.000]  是標誌的字,
[00:23:12.000 --> 00:23:16.000]  他根據《約翰福音》第十三章三十四至三十五節,
[00:23:16.000 --> 00:23:18.000]  主耶穌吩咐門徒,
[00:23:18.000 --> 00:23:23.000]  說門徒要彼此相愛的命令,
[00:23:23.000 --> 00:23:28.000]  他認為基督徒是不用掛十字架的項鍊,
[00:23:28.000 --> 00:23:30.000]  來表明自己是基督徒的,
[00:23:30.000 --> 00:23:34.000]  聖經的教訓是要我們基督徒彼此相愛,
[00:23:34.000 --> 00:23:39.000]  讓別人能夠認出我們是基督的門徒,
[00:23:39.000 --> 00:23:44.000]  如果彼此相愛是基督徒的標誌,
[00:23:44.000 --> 00:23:49.000]  那我會說結果子是門徒的標誌,
[00:23:49.000 --> 00:23:53.000]  因為在《約翰福音》十五章一至十節講得很清楚,
[00:23:53.000 --> 00:23:56.000]  在今天的經文裡面我們也看得很清楚,
[00:23:56.000 --> 00:23:59.000]  跟隨了耶穌的門徒,
[00:23:59.000 --> 00:24:01.000]  馬上就會去結果子,
[00:24:01.000 --> 00:24:06.000]  馬上就帶了其他人一起來跟耶穌,
[00:24:06.000 --> 00:24:12.000]  大兄姐妹,如果主耶穌是上帝為人類預備的羔羊,
[00:24:12.000 --> 00:24:15.000]  是除去我們的罪的,
[00:24:15.000 --> 00:24:17.000]  我們知道明白了之後,
[00:24:17.000 --> 00:24:21.000]  只有通過耶穌才可以去天堂,
[00:24:21.000 --> 00:24:27.000]  我們有什麼理由不將這個好消息告訴別人呢?
[00:24:27.000 --> 00:24:30.000]  我鼓勵大家在新的一年裡面,
[00:24:30.000 --> 00:24:36.000]  要立志積極地去傳福音,
[00:24:36.000 --> 00:24:39.000]  在我們當中如果有人還沒有認識主耶穌,
[00:24:39.000 --> 00:24:43.000]  但是今天在你的心裡面你有感動,
[00:24:43.000 --> 00:24:48.000]  覺得自己真是一個以自我為中心的罪人,
[00:24:48.000 --> 00:24:52.000]  需要上帝的羔羊除去你的罪,
[00:24:52.000 --> 00:24:55.000]  請你在散會之後告訴我,
[00:24:55.000 --> 00:24:59.000]  我會幫助你認識上帝和接受耶穌,
[00:24:59.000 --> 00:25:02.000]  向耶穌除去你的罪。
[00:25:29.000 --> 00:25:32.000]  大兄姐妹,積極傳揚福音,
[00:25:32.000 --> 00:25:36.000]  做個好門徒,為主多結果子,
[00:25:36.000 --> 00:25:39.000]  更加求你幫助未認識你的人,
[00:25:39.000 --> 00:25:43.000]  能夠早日接受耶穌而成為你的兒女。
[00:25:43.000 --> 00:25:46.000]  奉耶穌基督的名祈禱,阿們。
