
[00:00:00.000 --> 00:00:03.800]  感謝陳美娥在這裡跟大家分享她的說話
[00:03:38.040 --> 00:03:40.640]  你看原本的文字是主動的
[00:03:40.640 --> 00:03:43.720]  因為原本的文字有被動 有主動
[00:03:43.720 --> 00:03:45.920]  這個愛是薄愛
[00:03:45.920 --> 00:03:49.440]  愛世界上所有的人
[00:03:49.440 --> 00:03:52.280]  沒有分階級 沒有分官員
[00:03:52.280 --> 00:03:56.480]  而這個愛是耶穌基督主動愛
[00:03:56.480 --> 00:03:58.760]  這個不是一個理論
[00:03:58.760 --> 00:04:02.080]  這個是實踐 是具體性的
[00:04:02.080 --> 00:04:06.480]  我在監獄裡面主要大部分時間
[00:04:06.480 --> 00:04:11.720]  都是服侍那些終身犯
[00:04:11.720 --> 00:04:14.760]  這個終身犯叫吉叔
[00:04:14.760 --> 00:04:17.680]  他在裡面信了耶穌
[00:04:17.680 --> 00:04:22.600]  信了耶穌之後 他戒煙 戒髒話
[00:04:22.600 --> 00:04:26.840]  好了 到他坐了二十多年出來
[00:04:26.840 --> 00:04:29.880]  出來以後有什麼事情發生呢?
[00:04:29.880 --> 00:04:34.400]  原來他的社團 黑社會社團裡面就說
[00:04:34.400 --> 00:04:36.800]  你說我們黑社會我們的團體
[00:04:36.800 --> 00:04:38.800]  做了一些事情
[00:04:38.800 --> 00:04:41.800]  所以我現在報答你
[00:04:41.800 --> 00:04:44.360]  我給你一份工作
[00:04:44.360 --> 00:04:47.120]  五萬元一個月
[00:04:47.120 --> 00:04:54.040]  這些不是 什麼?
[00:04:54.040 --> 00:05:02.480]  就是那些 你的工作不是非法的 合法的
[00:05:02.480 --> 00:05:06.360]  五萬元 你上去你可以坐一次
[00:05:06.360 --> 00:05:09.880]  你可以不坐 每個月就給你五萬元
[00:05:09.880 --> 00:05:16.840]  這個吉叔進去之前什麼都不懂的
[00:05:16.840 --> 00:05:21.680]  那如果你是他 當是
[00:05:21.680 --> 00:05:25.560]  你想想一個沒有知識 沒有專業技能的人
[00:05:25.560 --> 00:05:27.920]  他出來找什麼做呢?
[00:05:27.920 --> 00:05:31.280]  現在有人告訴你 有一份正當的職業給你
[00:05:31.280 --> 00:05:35.880]  合法的 每個月給你五萬元
[00:05:35.880 --> 00:05:41.200]  你在吉叔的時候 你會不會要? 你要不要?
[00:05:41.200 --> 00:05:43.720]  有人額頭要 有人額頭不要
[00:05:43.720 --> 00:05:51.720]  要不要? 要不要?
[00:05:51.720 --> 00:05:55.720]  當然要 我也要 不用做 我又沒有專門技術
[00:05:55.720 --> 00:05:57.720]  又不懂講道 又不懂做事
[00:05:57.720 --> 00:06:01.840]  有人給我五萬元 我當然要
[00:06:01.840 --> 00:06:06.800]  你覺得吉叔要不要?
[00:06:06.800 --> 00:06:08.680]  吉叔說我不要
[00:06:08.680 --> 00:06:15.000]  他說不要 我不會很驚奇 不會很驚訝
[00:06:15.000 --> 00:06:19.200]  對吧 我想你再說些什麼呢?
[00:06:19.200 --> 00:06:22.800]  他說我不要 我相信吉叔
[00:06:22.800 --> 00:06:31.560]  我不希望再和這些社團有任何的關連
[00:06:31.560 --> 00:06:34.920]  下一句話是很重要 你聽著
[00:06:34.920 --> 00:06:40.320]  我不要 我要用我自己雙手玩五萬元一個月
[00:06:40.320 --> 00:06:43.880]  好了 各位頂子媒 你想想
[00:06:43.880 --> 00:06:49.240]  你又沒有技能 又沒有專業技術 是吧?
[00:06:49.240 --> 00:06:51.560]  有什麼工作可以給你五萬元一個月?
[00:06:51.560 --> 00:06:54.200]  你介紹他吧
[00:06:54.200 --> 00:07:02.440]  有什麼工作可以給你五萬元一個月?
[00:07:02.440 --> 00:07:05.680]  都沒有五萬元 做到你死了
[00:07:05.680 --> 00:07:13.240]  你從頭到尾做十八個小時 是吧?
[00:07:13.240 --> 00:07:16.280]  你猜找到什麼工作呢?
[00:07:16.280 --> 00:07:20.440]  洗廁所 你說洗廁所五萬元一個月
[00:07:20.440 --> 00:07:23.440]  我都去 是吧?
[00:07:23.440 --> 00:07:26.440]  那間公司裡面 洗廁所
[00:07:26.440 --> 00:07:30.840]  那間公司是包括殺蟲的
[00:07:30.840 --> 00:07:32.840]  就是殺老鼠、蟑螂、殺老鼠
[00:07:32.840 --> 00:07:36.160]  那些什麼都殺的
[00:07:36.160 --> 00:07:38.560]  它有一間公司裡面
[00:07:38.560 --> 00:07:44.160]  學會了之後 就自己出來做
[00:07:44.160 --> 00:07:48.440]  我們有一個同學會是我成立的
[00:07:48.440 --> 00:07:53.320]  裡面很多都是坐完終身出來的人
[00:07:53.320 --> 00:07:57.080]  就是沒有一個牧師可以集合這麼多人
[00:07:57.080 --> 00:07:59.760]  幾十人都是坐完終身出來
[00:07:59.760 --> 00:08:03.640]  成立了同學會 沒有的
[00:08:03.640 --> 00:08:10.280]  我們每三個月吃一次飯 現在就少了
[00:08:10.280 --> 00:08:12.040]  有一次我們吃聚餐的時候
[00:08:12.040 --> 00:08:17.200]  在酒樓聚餐 他就來遲了
[00:08:17.200 --> 00:08:21.200]  我說吉叔 為什麼你遲了來?
[00:08:21.200 --> 00:08:24.640]  他說我做工了 天真牧師
[00:08:24.640 --> 00:08:29.400]  我的房間裡面不會有人叫我李牧師的
[00:08:29.400 --> 00:08:32.080]  多數叫我天真牧師的
[00:08:32.080 --> 00:08:35.800]  我告訴你 我黑社會的花名叫做天真仔
[00:08:35.800 --> 00:08:38.800]  所有人裡面叫我天真牧師
[00:08:38.800 --> 00:08:41.200]  他說天真牧師 你不知道
[00:08:41.200 --> 00:08:47.040]  我剛剛下班 我還有兩單命令還沒去做
[00:08:47.040 --> 00:08:49.560]  如果我做完就很多錢
[00:08:49.560 --> 00:08:51.360]  我說你現在做多少錢?
[00:08:51.360 --> 00:08:54.840]  今天 至到現在 2000元
[00:08:54.840 --> 00:08:57.840]  他說我做完那兩單命令2500元
[00:09:00.280 --> 00:09:02.680]  好了 你要算一下
[00:09:02.680 --> 00:09:08.440]  假設他真的勤力到2500元一個月
[00:09:08.440 --> 00:09:11.200]  一天 2500元一天
[00:09:11.200 --> 00:09:14.440]  你們很聰明 所以你的反應很快
[00:09:14.440 --> 00:09:16.440]  我很開心
[00:09:16.440 --> 00:09:21.480]  2500元一天
[00:09:21.480 --> 00:09:24.080]  他每個月四天去崇拜
[00:09:24.080 --> 00:09:27.680]  就是26天 誰做會計的
[00:09:27.680 --> 00:09:33.320]  26天每天2500元 多少錢?
[00:09:33.320 --> 00:09:35.240]  六萬多是不是?
[00:09:35.240 --> 00:09:38.120]  我打你 如果你是每天做2000元
[00:09:38.120 --> 00:09:42.800]  賺2000元都有多少錢?
[00:09:42.800 --> 00:09:47.920]  26天多少錢?
[00:09:47.920 --> 00:09:50.320]  超過五萬
[00:09:50.320 --> 00:09:53.640]  你想一下 就是說他領略到神的愛
[00:09:53.640 --> 00:09:56.280]  他知道神的愛是博愛
[00:09:56.280 --> 00:09:58.480]  是不會有偏見的
[00:09:58.480 --> 00:10:01.880]  不會因為你的身份地位不愛他
[00:10:01.880 --> 00:10:05.800]  他經歷過神的愛之後 他轉變
[00:10:05.800 --> 00:10:07.880]  想不想看他的樣子?
[00:10:07.880 --> 00:10:10.440]  沒有人反應的
[00:10:10.440 --> 00:10:12.920]  想不想看他的樣子?
[00:10:12.920 --> 00:10:15.160]  要看的 當然要看看他的樣子
[00:10:15.160 --> 00:10:18.840]  這個樣子可以出鏡的
[00:10:18.840 --> 00:10:23.560]  你可以在你的教會裡面傳 沒問題的
[00:10:23.560 --> 00:10:27.800]  是誰?
[00:10:27.800 --> 00:10:31.400]  中間那個
[00:10:31.400 --> 00:10:33.400]  中間那個
[00:10:33.400 --> 00:10:37.720]  那位頂子們 你要想一下
[00:10:37.720 --> 00:10:43.280]  一個人他能夠在一個絕對痛苦
[00:10:43.280 --> 00:10:46.920]  沒有自由的裡面 他領略到神的愛
[00:10:46.920 --> 00:10:48.600]  他怎樣領略?
[00:10:48.600 --> 00:10:51.000]  有人進去傳 是不是?
[00:10:51.000 --> 00:10:55.120]  所以現在就要說 我們教會的姊妹
[00:10:55.120 --> 00:11:01.240]  我們有沒有這樣的心智 告訴神
[00:11:01.240 --> 00:11:04.640]  神啊 我領受你的愛已經幾十年了
[00:11:04.640 --> 00:11:06.880]  相信這裡很多 起碼十幾年了
[00:11:06.880 --> 00:11:09.160]  你多少年了 信者耶穌 主席?
[00:11:09.160 --> 00:11:09.880]  四十多年
[00:11:09.880 --> 00:11:11.720]  四十多年
[00:11:11.720 --> 00:11:14.920]  當我們說 我們領受了神的愛
[00:11:14.920 --> 00:11:17.360]  我們怎樣領受 人家傳給我
[00:11:17.360 --> 00:11:21.480]  現在的挑戰就是 我們教會
[00:11:21.480 --> 00:11:25.760]  是不是需要動員我們每一個人
[00:11:25.760 --> 00:11:28.680]  將神的愛傳出去 告訴人們
[00:11:28.680 --> 00:11:31.840]  然後帶人回來教會 是不是?
[00:11:31.840 --> 00:11:38.480]  第一個 神的愛是博愛
[00:11:38.480 --> 00:11:42.640]  他說 神愛世人 甚至賜下獨生子
[00:11:42.640 --> 00:11:44.960]  第二 神說 我愛你
[00:11:44.960 --> 00:11:48.480]  不是理論的 具體的 因爲有人信你來送
[00:11:48.480 --> 00:11:51.200]  不單止是這樣
[00:11:51.200 --> 00:11:54.840]  甚至的意思就是說 是有根本的
[00:11:54.840 --> 00:11:55.920]  意思是什麼呢?
[00:11:55.920 --> 00:11:58.760]  甚至是說那個程度
[00:11:58.760 --> 00:12:01.920]  就是說 神愛世人的程度
[00:12:01.920 --> 00:12:04.880]  愛之心 長年信念愛你
[00:12:04.880 --> 00:12:07.760]  愛之父 福氣很多給了你
[00:12:07.760 --> 00:12:12.400]  愛多樣法 用不同的方法去對你表達愛
[00:12:12.400 --> 00:12:15.360]  愛是不回報的 你回報不了
[00:12:15.360 --> 00:12:18.640]  愛是徹底的 意思就是說什麼呢?
[00:12:18.640 --> 00:12:22.200]  是的 我告訴你 神愛世人
[00:12:22.200 --> 00:12:25.000]  不是大喊大喊地說
[00:12:25.000 --> 00:12:29.720]  我經常都說 口講無憑
[00:12:29.720 --> 00:12:32.760]  或者這句話是什麼?
[00:12:32.760 --> 00:12:37.320]  眼見為實 是不是?
[00:12:37.320 --> 00:12:39.320]  神說 我告訴你 我愛你
[00:12:39.320 --> 00:12:41.280]  是的 有人在文字上面
[00:12:41.280 --> 00:12:46.480]  有人在一個生命裡面 看到神的愛
[00:12:46.480 --> 00:12:49.160]  但是具體是怎樣 我要讓你看到
[00:12:49.160 --> 00:12:57.560]  就是我來到這個世界上 賜下獨生子
[00:12:57.560 --> 00:13:02.680]  神說 我用自己 將自己交給你們
[00:13:02.680 --> 00:13:08.960]  成爲一個人 讓你們看到 摸到 感受得到的
[00:13:08.960 --> 00:13:13.240]  因爲一章十四節講的 道成鳥肉身
[00:13:13.240 --> 00:13:18.120]  住在我門中間 充充滿滿的有恩典有真理
[00:13:18.120 --> 00:13:22.080]  十四節講了 神說 我不只是口講
[00:13:22.080 --> 00:13:25.600]  我要實際去做 下來這個世界上面
[00:13:25.600 --> 00:13:31.880]  讓你看到我賜下獨生子
[00:13:31.880 --> 00:13:36.320]  我想我本人的感受就比你們好深
[00:13:36.320 --> 00:13:49.920]  爲什麽呢? 感覺如何?
[00:13:49.920 --> 00:13:52.600]  如果不信耶穌就沒形了
[00:13:52.600 --> 00:13:57.440]  告訴你 信耶穌才這樣
[00:13:57.440 --> 00:14:01.320]  我九歲就第一次辦事
[00:14:01.320 --> 00:14:03.720]  是偷東西 不用坐牢
[00:14:03.720 --> 00:14:08.320]  二次是相隔了 不用一年
[00:14:08.320 --> 00:14:14.080]  又犯事 又抓了他 用不用坐牢?
[00:14:14.080 --> 00:14:23.680]  兩樣都偷東西 第二次都不用
[00:14:23.680 --> 00:14:28.040]  第三次也是偷東西 用不用?
[00:14:28.040 --> 00:14:38.600]  大約十四歲多 差不多了
[00:14:38.600 --> 00:14:43.160]  你開玩笑的 兒童院不是監獄
[00:14:43.160 --> 00:14:46.080]  因爲怎樣去算是不是監獄呢?
[00:14:46.080 --> 00:14:49.600]  是情願教主設立 管理的就叫監獄
[00:14:49.600 --> 00:14:53.960]  不過名字不同 現在還有
[00:14:53.960 --> 00:15:00.760]  還有高麗晨郭 現在十四歲當然不收了
[00:15:00.760 --> 00:15:04.600]  我講我的年代而已
[00:15:04.600 --> 00:15:12.560]  好了 進去之後 我的花名就在錦法院起的
[00:15:12.560 --> 00:15:16.400]  進錦法院後沒多久我出去打籃球
[00:15:16.400 --> 00:15:19.400]  你知道我的身形 我都有籃球底
[00:15:19.400 --> 00:15:21.800]  籃球我很厲害的
[00:15:21.800 --> 00:15:24.080]  我出去打籃球時有一個舊人
[00:15:24.080 --> 00:15:26.160]  你覺得他怎樣對我?
[00:15:26.160 --> 00:15:28.360]  我說你別動 別動
[00:15:28.360 --> 00:15:30.160]  你來了這裡多久?
[00:15:30.160 --> 00:15:32.200]  我說來了沒多久 一個多星期
[00:15:32.200 --> 00:15:35.160]  我都忘記多久 大約了
[00:15:35.160 --> 00:15:37.560]  我說他來了一個多星期
[00:15:37.560 --> 00:15:41.080]  他說你來了一個多星期 出來打球
[00:15:41.080 --> 00:15:43.800]  你扮天真嗎? 坐下
[00:15:43.800 --> 00:15:47.840]  嚇我 你知道我又很不老皮的
[00:15:47.840 --> 00:15:49.600]  雖然我的樣子不是長得很兇
[00:15:49.600 --> 00:15:52.440]  但我那時的性格是很兇的
[00:15:52.440 --> 00:15:56.880]  我說阿sir三分鐘 什麼意思?
[00:15:56.880 --> 00:16:01.880]  就是叫阿sir給我們用三分鐘打架打擂台
[00:16:01.880 --> 00:16:04.040]  阿sir就帶我出去打
[00:16:04.040 --> 00:16:08.040]  但我告訴你 錦法院這麼久打拳頭家
[00:16:08.040 --> 00:16:12.560]  沒輸過的 怎樣沒輸過?
[00:16:12.560 --> 00:16:19.360]  有什麼方法沒輸過?
[00:16:19.360 --> 00:16:23.080]  我們在錦法院打架 這樣打進去
[00:16:23.080 --> 00:16:26.920]  不斷搖的 反正打球打幾次就停一停
[00:16:26.920 --> 00:16:29.440]  你這樣搖很快就出武器
[00:16:29.440 --> 00:16:32.880]  一分多鐘就沒氣了 我有三分鐘氣
[00:16:32.880 --> 00:16:37.000]  你踢球就知道了 武器就沒力了
[00:16:37.000 --> 00:16:40.440]  所以每次打贏之後我的名字就叫天真仔
[00:16:40.440 --> 00:16:44.280]  不是叫三分鐘 以後都是
[00:16:44.280 --> 00:16:47.480]  出來後沒有做好人 繼續學壞
[00:16:47.480 --> 00:16:49.960]  沒多久就吸毒
[00:16:49.960 --> 00:16:51.480]  跟黑社會 我黑社會的大佬
[00:16:51.480 --> 00:16:56.160]  慈雲山 十三太保 馬錦華 陳臣之
[00:16:56.160 --> 00:17:00.360]  吸毒 戴孔多次都不甩
[00:17:00.360 --> 00:17:02.840]  我去到1975年1月10日
[00:17:02.840 --> 00:17:05.480]  上戶外團計 順義蘇戒毒
[00:17:05.480 --> 00:17:08.760]  我成功戒毒戒掉了
[00:17:08.760 --> 00:17:14.720]  我之後1975年12月聖誕節期間
[00:17:14.720 --> 00:17:17.760]  我有感動 我在神面前許願
[00:17:17.760 --> 00:17:22.120]  我一神 我的生命是你的
[00:17:22.120 --> 00:17:25.400]  我希望我用你給我的生命
[00:17:25.400 --> 00:17:28.040]  做傳道人 一生一世做傳道人
[00:17:28.040 --> 00:17:32.840]  去服侍吸毒坐牢有問題的人
[00:17:32.840 --> 00:17:35.840]  我29歲讀中學一年班
[00:17:35.840 --> 00:17:41.600]  35歲回考 讀完二科入陳學院
[00:17:41.600 --> 00:17:46.960]  我差不多39、40歲就從神學院畢業
[00:17:46.960 --> 00:17:53.480]  這個不是神學院畢業 是博士畢業
[00:17:53.480 --> 00:17:57.280]  為什麼我會這樣 我對耶穌基督的愛
[00:17:57.280 --> 00:18:04.080]  對神的兒子耶穌基督的心的感受很深
[00:18:04.080 --> 00:18:07.560]  我從29歲讀中學一年班到72歲
[00:18:07.560 --> 00:18:11.560]  拿博士學位 見到神學院的監獄學博士
[00:18:11.560 --> 00:18:15.560]  很多人說 天真 穆斯林你很聰明
[00:18:15.560 --> 00:18:19.600]  你猜我怎麼回答他呢 你說錯了
[00:18:19.600 --> 00:18:22.560]  如果我愛你聰明 我就不用信耶穌
[00:18:22.560 --> 00:18:27.800]  我就是信了耶穌才有現在的生命去見精神
[00:18:27.800 --> 00:18:32.480]  各位弟兄姊妹 現在我們這個年代
[00:18:32.480 --> 00:18:36.480]  這個社會是混亂到不得了的
[00:18:36.480 --> 00:18:45.240]  以忽所說 空中的掌權者 撥謀的世代
[00:18:45.240 --> 00:18:48.960]  是需要你和我用耶穌基督改變的生命
[00:18:48.960 --> 00:18:52.480]  去面對這個世代 傳揚神的愛
[00:18:52.480 --> 00:18:56.480]  你有責任的 你不要忘記
[00:18:56.480 --> 00:19:02.600]  叫一切信他的 神說我愛你
[00:19:02.600 --> 00:19:04.600]  不是理論 是具體
[00:19:04.600 --> 00:19:06.600]  然後我親自來到這個世界上
[00:19:06.600 --> 00:19:10.600]  讓你感受到 看到 摸到
[00:19:10.600 --> 00:19:15.600]  接著說 我叫你能夠信我 我給你們一個機會
[00:19:15.600 --> 00:19:20.600]  其實我們個個都沒有機會 是吧 特別我
[00:19:20.600 --> 00:19:24.600]  我吃飯的時候 經常去打劫
[00:19:24.600 --> 00:19:26.600]  我希望座座沒有被我打劫過
[00:19:26.600 --> 00:19:29.600]  不過我應該比你們大
[00:19:29.600 --> 00:19:32.600]  我73歲多 74歲了
[00:19:32.600 --> 00:19:35.600]  就算我比不上你 你跟我差不多一年多
[00:19:35.600 --> 00:19:38.600]  當我14歲的時候 你都不是我的區
[00:19:38.600 --> 00:19:42.600]  其實我不應該有機會的
[00:19:42.600 --> 00:19:47.600]  但是我給你機會 給你改變生命
[00:19:47.600 --> 00:19:50.600]  我教你 用我給你的力量
[00:19:50.600 --> 00:19:52.600]  你改變自己的生命
[00:19:52.600 --> 00:19:57.600]  然後你就全部給機會人 給人一個機會
[00:19:57.600 --> 00:19:59.600]  所以我現在經常進入監獄
[00:19:59.600 --> 00:20:01.600]  我不是經常進入監獄的
[00:20:01.600 --> 00:20:02.600]  年輕人我都傳福音
[00:20:02.600 --> 00:20:04.600]  我遲些有機會再講到我吃飯
[00:20:04.600 --> 00:20:07.600]  我給很多的真人故事給他們聽
[00:20:07.600 --> 00:20:10.600]  給人一個機會
[00:20:10.600 --> 00:20:16.600]  有一個太太 她感覺自己很幸福的
[00:20:16.600 --> 00:20:22.600]  為什麼 她老公在一間公司裡做會計部的老闆
[00:20:22.600 --> 00:20:27.600]  那個老闆很信任她 簽了她的名字
[00:20:27.600 --> 00:20:31.600]  然後就告訴她 你要什麼錢 你簽上你的名字
[00:20:31.600 --> 00:20:35.600]  兩個名字去拿錢 我不知道她怎麼簽
[00:20:35.600 --> 00:20:41.600]  那個太太經常跟人說 我老公很疼我的
[00:20:41.600 --> 00:20:45.600]  每個月準時準留給我一張檢查
[00:20:45.600 --> 00:20:50.600]  又幫我買了房子 我的兒子又讀大學
[00:20:50.600 --> 00:20:54.600]  所以她經常感覺自己很幸福
[00:20:54.600 --> 00:20:58.600]  有一天 有人拍門
[00:20:58.600 --> 00:21:02.600]  你猜什麼人拍門
[00:21:02.600 --> 00:21:06.600]  ICAC
[00:21:06.600 --> 00:21:10.600]  她發生什麼事呢
[00:21:10.600 --> 00:21:18.600]  原來她老公用車去炒股票 炒空了
[00:21:18.600 --> 00:21:22.600]  所以ICAC查她的時候 連她也查了
[00:21:22.600 --> 00:21:25.600]  為什麼 是啊
[00:21:25.600 --> 00:21:31.600]  因為她每個月都收到老公給她一張檢查
[00:21:31.600 --> 00:21:34.600]  這就大件事了
[00:21:34.600 --> 00:21:37.600]  把她拉上法庭
[00:21:37.600 --> 00:21:44.600]  那她夫妻倆有沒有事 太太有沒有事
[00:21:44.600 --> 00:21:50.600]  我想問一下 我可以說到什麼時候
[00:21:50.600 --> 00:21:53.600]  你作主 我說到什麼時候
[00:21:53.600 --> 00:21:59.600]  我還有一個point
[00:21:59.600 --> 00:22:06.600]  你覺得太太有沒有事 就上到法庭
[00:22:06.600 --> 00:22:10.600]  她太太有事 她想知道沒事的
[00:22:10.600 --> 00:22:15.600]  她上到法庭 這條法官說 法官 我不知道
[00:22:15.600 --> 00:22:19.600]  老公每個月給我支票 我就當家養
[00:22:19.600 --> 00:22:28.600]  因為那些是非法用錢 判了18個月
[00:22:28.600 --> 00:22:31.600]  到她出來的時候 我在一個機構事部見到她
[00:22:31.600 --> 00:22:35.600]  認識她 她做義工 我在一個機構做童工
[00:22:35.600 --> 00:22:38.600]  我一直跟她聊天
[00:22:38.600 --> 00:22:42.600]  後來她告訴我 她老公快要出來了
[00:22:42.600 --> 00:22:46.600]  在東頭懲教所
[00:22:46.600 --> 00:22:49.600]  她說我老公信了耶穌
[00:22:49.600 --> 00:22:53.600]  我進去打問老公 她丈夫真的很好
[00:22:53.600 --> 00:22:57.600]  他根本是斯文人 他不是出來黑社會那些的
[00:22:57.600 --> 00:23:03.600]  他告訴我 我悔改認罪 我信了耶穌
[00:23:03.600 --> 00:23:06.600]  我說你有什麼期望
[00:23:06.600 --> 00:23:12.600]  她說期望我太太原諒我 跟我一起住
[00:23:12.600 --> 00:23:17.600]  我聽到之後我就祈禱 說神啊我怎麼做呢
[00:23:17.600 --> 00:23:21.600]  我就一天跟她太太說
[00:23:21.600 --> 00:23:26.600]  名字我也不說了
[00:23:26.600 --> 00:23:30.600]  我說 阿妹呢 當她的名字
[00:23:30.600 --> 00:23:35.600]  我說阿妹 你老公在裡面信了耶穌
[00:23:35.600 --> 00:23:37.600]  我跟她聊天的時候
[00:23:37.600 --> 00:23:42.600]  我覺得她真心悔改信耶穌
[00:23:42.600 --> 00:23:44.600]  她說 是啊
[00:23:44.600 --> 00:23:47.600]  不過她有個期望
[00:23:47.600 --> 00:23:50.600]  她期望出來跟你住
[00:23:50.600 --> 00:23:53.600]  我說你信耶穌
[00:23:53.600 --> 00:23:58.600]  你先生也信耶穌 大家一起住就好了
[00:23:58.600 --> 00:24:04.600]  你猜她太太的反應如何
[00:24:04.600 --> 00:24:09.600]  給不給她住 跟不跟她住
[00:24:09.600 --> 00:24:14.600]  如果你這樣不同 那就沒什麼所謂
[00:24:14.600 --> 00:24:17.600]  你猜她知不知道有多激動
[00:24:17.600 --> 00:24:20.600]  你會不會給她跟她住
[00:24:20.600 --> 00:24:24.600]  不會 她還說我不給她嗎
[00:24:24.600 --> 00:24:27.600]  我的話是我媽搬財搬
[00:24:27.600 --> 00:24:30.600]  她抓了我的媽
[00:24:30.600 --> 00:24:34.600]  把錢存在我那裡 拿去賣蔥糕
[00:24:34.600 --> 00:24:36.600]  我沒帶著
[00:24:36.600 --> 00:24:40.600]  那種激情激動
[00:24:40.600 --> 00:24:44.600]  如果你是我 你怎麼跟她說
[00:24:44.600 --> 00:24:49.600]  你怎麼跟她說
[00:24:49.600 --> 00:24:59.600]  她挑直腸說話
[00:24:59.600 --> 00:25:04.600]  我媽說 我這麼壞的人
[00:25:04.600 --> 00:25:06.600]  神也給我機會相信耶穌
