
[00:00:00.000 --> 00:00:02.520]  今天給弟兄姊妹分享的題目是
[00:03:07.120 --> 00:03:08.840]  而且很多是改邪歸正了
[00:03:08.840 --> 00:03:10.360]  也沒有了解到很多
[00:03:10.360 --> 00:03:12.920]  像那個笛子摸銅 摸銅叔叔
[00:03:12.920 --> 00:03:17.040]  還有很多反正被他打敗過的那些人物
[00:03:17.040 --> 00:03:19.400]  最後都成了他的朋友
[00:03:19.400 --> 00:03:21.960]  甚至成了他的一起的戰友
[00:03:21.960 --> 00:03:25.840]  一起去打敗那些的敵人
[00:03:25.840 --> 00:03:28.120]  像那個跟他非常不好的
[00:03:28.120 --> 00:03:30.520]  就是那個叫達爾的那個人
[00:03:30.520 --> 00:03:31.120]  對不對
[00:03:31.120 --> 00:03:33.280]  達爾常常很嫉妒吳空
[00:03:33.280 --> 00:03:36.240]  但是最後達爾也成為與吳空
[00:03:36.240 --> 00:03:38.560]  並肩作戰的那個戰友
[00:03:38.560 --> 00:03:43.000]  所以你看在他身上有這種的魅力
[00:03:43.000 --> 00:03:44.040]  人格的魅力
[00:03:44.040 --> 00:03:46.680]  他能夠讓人可以跟他和好
[00:03:46.680 --> 00:03:49.440]  讓那些不好的人變成好的人
[00:03:49.440 --> 00:03:52.600]  我不曉得這個鳥山明他有沒有信仰
[00:03:52.600 --> 00:03:54.320]  但是從他的作品裡面
[00:03:54.320 --> 00:03:56.280]  我們看到這些的人物
[00:03:56.280 --> 00:03:58.480]  他有這些的特性在裡面
[00:03:58.480 --> 00:04:00.440]  他有這些的魅力在裡面
[00:04:00.440 --> 00:04:01.840]  所以我很欣賞這個人
[00:04:01.840 --> 00:04:05.160]  今天我們也來看一看聖經裡面
[00:04:05.160 --> 00:04:09.680]  什麼來講有關咬樹這個課題
[00:04:09.680 --> 00:04:13.320]  我選取的經文是在馬太福音的十八章
[00:04:13.320 --> 00:04:16.280]  二十一節到三十五節的經文
[00:04:16.280 --> 00:04:18.760]  這段經文我們弟兄姊妹應該不會陌生
[00:04:18.760 --> 00:04:19.920]  都會讀過很多次
[00:04:19.920 --> 00:04:21.720]  就有關耶穌的教導
[00:04:21.720 --> 00:04:24.400]  他說要咬樹多少次
[00:04:24.400 --> 00:04:25.880]  記得嗎
[00:04:25.880 --> 00:04:30.240]  七十個七次
[00:04:30.240 --> 00:04:31.920]  這個有點拗口
[00:04:31.920 --> 00:04:37.440]  但是我們都很熟悉的
[00:04:37.440 --> 00:04:39.280]  當然我們不會說真的用懲罰
[00:04:39.280 --> 00:04:41.720]  去懲一下一共是有多少次
[00:04:41.720 --> 00:04:46.960]  大概這個是一個比較大於一個數字
[00:04:46.960 --> 00:04:48.240]  他是要表達就是說
[00:04:48.240 --> 00:04:52.640]  你要無數次的徹底的去原諒對方
[00:04:52.640 --> 00:04:58.400]  那麼來先看其中的兩節
[00:04:58.400 --> 00:05:03.560]  第十八章的前面兩節怎麼講
[00:05:03.560 --> 00:05:05.040]  那時彼得進前來
[00:05:05.040 --> 00:05:06.360]  對耶穌說主啊
[00:05:06.360 --> 00:05:08.000]  我弟兄得罪我
[00:05:08.000 --> 00:05:09.840]  我當咬樹他幾次呢
[00:05:09.840 --> 00:05:11.400]  到七次可以嗎
[00:05:11.400 --> 00:05:14.280]  耶穌說我對你說不是七次
[00:05:14.280 --> 00:05:17.000]  那是到七十個七次
[00:05:17.000 --> 00:05:20.280]  這是二十一節到二十二節所講的
[00:05:20.280 --> 00:05:22.920]  我們留意這裡的咬樹原文
[00:05:22.920 --> 00:05:24.640]  希臘文是oficial
[00:05:24.640 --> 00:05:27.160]  oficial這個字是有離開
[00:05:27.160 --> 00:05:29.760]  或者是放過原諒的意思
[00:05:29.760 --> 00:05:31.480]  猶太人通常他們有個習慣
[00:05:31.480 --> 00:05:34.640]  就是說你原諒對方呢
[00:05:34.640 --> 00:05:35.920]  不會超過三次的
[00:05:35.920 --> 00:05:39.160]  也就是說三次就是一個極限了
[00:05:39.160 --> 00:05:43.440]  那按照猶太教師的他們的教導呢
[00:05:43.440 --> 00:05:45.840]  如果是咬樹到第四次呢
[00:05:45.840 --> 00:05:48.640]  應該就是一個最高的次數了
[00:05:48.640 --> 00:05:50.440]  所以彼得在這裡提出說
[00:05:50.440 --> 00:05:52.720]  他說我咬樹七次
[00:05:52.720 --> 00:05:53.920]  那是不是就足夠呢
[00:05:53.920 --> 00:05:56.120]  因為他自己想
[00:05:56.120 --> 00:05:57.760]  平常在他們的教導裡面
[00:05:57.760 --> 00:06:01.360]  三次或者四次應該是最高的次數了
[00:06:01.360 --> 00:06:02.480]  他提出了七次
[00:06:02.480 --> 00:06:05.160]  應該會得到耶穌的肯定了吧
[00:06:05.160 --> 00:06:08.080]  他在期望能夠得到耶穌的回應
[00:06:08.080 --> 00:06:10.040]  一個肯定的回應
[00:06:10.040 --> 00:06:11.400]  但是耶穌的回答呢
[00:06:11.400 --> 00:06:14.680]  就是令他非常的意外的
[00:06:14.680 --> 00:06:18.400]  耶穌說要七十個七次
[00:06:18.400 --> 00:06:20.160]  如果從字面來講
[00:06:20.160 --> 00:06:22.760]  那是四百九十次嗎
[00:06:22.760 --> 00:06:25.400]  但是這個就算按字面來講
[00:06:25.400 --> 00:06:27.880]  都是一個非常非常高的標準
[00:06:27.880 --> 00:06:29.640]  一般人是做不到的
[00:06:29.640 --> 00:06:32.760]  而且這個跟世人的那個標準
[00:06:32.760 --> 00:06:36.320]  應該是天壤之別
[00:06:36.320 --> 00:06:40.040]  我們來看一下在我們的中國文化裡面
[00:06:40.040 --> 00:06:41.560]  中國的傳統裡面
[00:06:41.560 --> 00:06:43.360]  也講到有關咬樹的
[00:06:43.360 --> 00:06:44.880]  看看他們的道德的標準
[00:06:44.880 --> 00:06:47.120]  跟這裡耶穌所提出來的
[00:06:47.120 --> 00:06:51.360]  有哪些區別或者差別有多大
[00:06:51.360 --> 00:06:54.240]  那我們最熟悉的就是孔子對不對
[00:06:54.240 --> 00:06:55.400]  那孔子呢
[00:06:55.400 --> 00:06:57.320]  他有個學生叫子貢
[00:06:57.320 --> 00:06:57.960]  有一次呢
[00:06:57.960 --> 00:07:00.760]  這個他的學生子貢就問他說
[00:07:00.760 --> 00:07:04.480]  有一言而可以終身行之者乎
[00:07:04.480 --> 00:07:06.680]  子曰其庶乎
[00:07:06.680 --> 00:07:09.080]  那他的學生問他是不是有一樣東西
[00:07:09.080 --> 00:07:12.000]  我們可以終生來學習的
[00:07:12.000 --> 00:07:15.080]  那孔子就回答說那就是咬樹囉
[00:07:15.080 --> 00:07:16.760]  可是他自己這麼講
[00:07:16.760 --> 00:07:19.600]  但是他其實他自己做不到的
[00:07:19.600 --> 00:07:20.800]  我們知道孔子呢
[00:07:20.800 --> 00:07:25.080]  他還是很多時候沒有真正的咬樹
[00:07:25.080 --> 00:07:26.120]  舉一些例子
[00:07:26.120 --> 00:07:27.480]  有一次呢
[00:07:27.480 --> 00:07:30.200]  他有一位學者要來見他
[00:07:30.200 --> 00:07:31.080]  然後呢
[00:07:31.080 --> 00:07:33.400]  孔子就吩咐他的僕人
[00:07:33.400 --> 00:07:36.440]  就告訴那個來訪的人說他不在
[00:07:36.440 --> 00:07:39.320]  因為孔子很討厭那個人
[00:07:39.320 --> 00:07:40.760]  所以就吩咐那個僕人說
[00:07:40.760 --> 00:07:42.200]  不要告訴他我在
[00:07:42.200 --> 00:07:43.960]  就說我不在
[00:07:43.960 --> 00:07:46.200]  然後呢
[00:07:46.200 --> 00:07:51.040]  他為了表達對這個來訪者的這種深惡痛絕
[00:07:51.040 --> 00:07:53.360]  他做了一件非常無禮的事情
[00:07:53.360 --> 00:07:55.480]  他就是故意呢
[00:07:55.480 --> 00:07:58.440]  當這個來訪者還在門口還沒有走的時候呢
[00:07:58.440 --> 00:08:00.280]  他在吹那個弦樂
[00:08:00.280 --> 00:08:02.920]  讓他故意讓他聽到
[00:08:02.920 --> 00:08:05.840]  就說明擺著我就是在這裡
[00:08:05.840 --> 00:08:06.920]  我在家裡面
[00:08:06.920 --> 00:08:08.040]  我就是不接待你
[00:08:08.040 --> 00:08:10.080]  因為我討厭你不喜歡你
[00:08:10.080 --> 00:08:14.400]  這是一個非常無禮的一個動作
[00:08:14.400 --> 00:08:16.360]  然後還有一次呢
[00:08:16.360 --> 00:08:19.360]  他拿起一根的杖呢
[00:08:19.360 --> 00:08:23.000]  去打一個他非常不喜歡的人的脖子
[00:08:23.000 --> 00:08:25.400]  然後還叫他是賊
[00:08:25.400 --> 00:08:28.920]  所以其實他個人的行為跟他的教導
[00:08:28.920 --> 00:08:31.360]  其實不是太匹配的
[00:08:31.360 --> 00:08:33.080]  然後還有就是說
[00:08:33.080 --> 00:08:35.800]  我們下面那兩句應該我們都很熟悉了
[00:08:35.800 --> 00:08:38.320]  是誰講的我就不多說了
[00:08:38.320 --> 00:08:41.120]  不知道你上網去搜索一下吧
[00:08:41.120 --> 00:08:42.600]  那這兩句我們很熟悉
[00:08:42.600 --> 00:08:44.160]  就是人不犯我
[00:08:44.160 --> 00:08:45.320]  我不犯人
[00:08:45.320 --> 00:08:46.560]  人若犯我
[00:08:46.560 --> 00:08:47.480]  我必犯人
[00:08:47.480 --> 00:08:49.720]  另外一句是對待同志呢
[00:08:49.720 --> 00:08:51.120]  要像春天般的溫暖
[00:08:51.120 --> 00:08:53.120]  但是對待敵人要怎麼樣呢
[00:08:53.120 --> 00:08:57.240]  要像秋風掃落葉般的無情
[00:08:57.240 --> 00:09:00.480]  那一定有一些年紀的應該知道是誰說的啦
[00:09:00.480 --> 00:09:02.640]  那如果你不清楚你自己去搜索吧
[00:09:02.640 --> 00:09:05.480]  我就這裡就不說了
[00:09:05.480 --> 00:09:07.800]  我們在這裡可以做出一些的對比
[00:09:07.800 --> 00:09:09.200]  世俗的一些的標準
[00:09:09.200 --> 00:09:11.160]  有關堯數的標準
[00:09:11.160 --> 00:09:14.000]  跟主耶穌的教導是非常不同的
[00:09:14.000 --> 00:09:15.640]  真的有天壤之別
[00:09:15.640 --> 00:09:18.160]  那其實七十個七次呢
[00:09:18.160 --> 00:09:21.280]  不是指字面上的四百九十次
[00:09:21.280 --> 00:09:23.480]  其實就是指無數次
[00:09:23.480 --> 00:09:27.160]  也就是說要徹底的完完全全的堯數
[00:09:27.160 --> 00:09:31.560]  耶穌可能是在影射創世紀
[00:09:31.560 --> 00:09:32.760]  或者不是影射吧
[00:09:32.760 --> 00:09:34.320]  可能是在回應
[00:09:34.320 --> 00:09:37.440]  創世紀第四章四十二節裡面所講的
[00:09:37.440 --> 00:09:40.560]  拉脈他宣稱若殺該隕
[00:09:40.560 --> 00:09:42.120]  就要招報七倍
[00:09:42.120 --> 00:09:44.120]  如果要殺拉脈呢
[00:09:44.120 --> 00:09:47.960]  就要招報七十七倍
[00:09:47.960 --> 00:09:50.840]  這個是無盡的報復的心態
[00:09:50.840 --> 00:09:54.040]  就是七十七倍
[00:09:54.040 --> 00:09:55.920]  就是無盡的報復
[00:09:55.920 --> 00:09:58.320]  那這裡他就換成了不是無盡的報復
[00:09:58.320 --> 00:10:00.680]  那是無盡的堯數
[00:10:00.680 --> 00:10:03.920]  而且他要求要立即堯數
[00:10:03.920 --> 00:10:05.400]  這個是他的命令
[00:10:05.400 --> 00:10:07.520]  所以我們說的第一點
[00:10:07.520 --> 00:10:12.120]  堯數這個是神的命令
[00:10:12.120 --> 00:10:13.320]  而這個命令
[00:10:13.320 --> 00:10:15.720]  容不容易去實行呢
[00:10:15.720 --> 00:10:17.520]  難不難呢
[00:10:17.520 --> 00:10:20.720]  可能我們心裡面都覺得很難
[00:10:20.720 --> 00:10:23.440]  神要我們放下內心的憤怒
[00:10:23.440 --> 00:10:24.840]  追求與人和睦
[00:10:24.840 --> 00:10:26.360]  與對方和好
[00:10:26.360 --> 00:10:27.840]  而且為他禱告
[00:10:27.840 --> 00:10:31.640]  在另外新約的兩處經文裡面有講到說
[00:10:31.640 --> 00:10:33.240]  我們一起來念一下吧
[00:10:33.240 --> 00:10:34.760]  好 一二起
[00:10:34.760 --> 00:10:41.200]  一切苦讀 惱恨 憤怒 咬鬧 誹謗
[00:10:41.200 --> 00:10:45.720]  並一切的惡毒都當從你們中間除掉
[00:10:45.720 --> 00:10:48.000]  並要以恩慈相待
[00:10:48.000 --> 00:10:51.120]  存憐憫的心彼此堯數
[00:10:51.120 --> 00:10:55.440]  正如神在基督裡堯數了你們一樣
[00:10:55.440 --> 00:10:57.800]  你們堯數人的過犯
[00:10:57.800 --> 00:11:01.640]  你們的天賦也必堯數你們的過犯
[00:11:01.640 --> 00:11:03.760]  你們不堯數人的過犯
[00:11:03.760 --> 00:11:08.920]  你們的天賦也必不堯數你們的過犯
[00:11:08.920 --> 00:11:10.280]  OK 讀到這裡可以了
[00:11:10.280 --> 00:11:11.960]  其實讀了這兩節經文
[00:11:11.960 --> 00:11:13.440]  我們就可以總結說
[00:11:13.440 --> 00:11:14.880]  堯數人與人和好
[00:11:14.880 --> 00:11:16.800]  這個是神的命令來的
[00:11:16.800 --> 00:11:19.320]  因為堯數是神的本性
[00:11:19.320 --> 00:11:21.360]  祂要求我們這麼做
[00:11:21.360 --> 00:11:22.720]  神很瞭解人
[00:11:22.720 --> 00:11:28.800]  人可以堯數一次 兩次 甚至三次都可以
[00:11:28.800 --> 00:11:31.400]  但是如果一旦你發現這個人
[00:11:31.400 --> 00:11:35.240]  怎麼還在那麼折騰
[00:11:35.240 --> 00:11:39.080]  可能你就忍無可忍了
[00:11:39.080 --> 00:11:41.480]  到了最後可能你會選擇
[00:11:41.480 --> 00:11:44.560]  人若犯我 我必犯人
[00:11:44.560 --> 00:11:47.000]  甚至有可能你會把
[00:11:47.000 --> 00:11:51.920]  你原來的那個堯數也收回來
[00:11:51.920 --> 00:11:52.920]  本來堯數祂了
[00:11:52.920 --> 00:11:55.000]  結果祂再來這樣子
[00:11:55.000 --> 00:11:58.240]  所以你把原來那個堯數都要收回來
[00:11:58.240 --> 00:12:02.600]  聖經說上帝的憤怒是轉瞬之間
[00:12:02.600 --> 00:12:06.040]  祂的恩典是一生之久
[00:12:06.040 --> 00:12:07.240]  但是反過來
[00:12:07.240 --> 00:12:12.360]  我們人的堯數和順服是在轉瞬之間
[00:12:12.360 --> 00:12:16.720]  我們的忌恨卻是一輩子之久
[00:12:16.720 --> 00:12:18.720]  這個就是我們跟神的差別
[00:12:18.720 --> 00:12:21.720]  人的墮落 人的本性
[00:12:21.720 --> 00:12:25.000]  讓我們沒有辦法去堯數
[00:12:25.000 --> 00:12:26.400]  所以有些時候
[00:12:26.400 --> 00:12:30.440]  可能我們比我們自己想像的要壞
[00:12:30.440 --> 00:12:33.200]  我們裡面從來沒有真正
[00:12:33.200 --> 00:12:36.640]  堯數過任何一個傷害我們的人
[00:12:36.640 --> 00:12:38.120]  我最近在預備獎章的時候
[00:12:38.120 --> 00:12:40.640]  我也在思想就是
[00:12:40.640 --> 00:12:42.920]  見察一下我自己的這個情形
[00:12:42.920 --> 00:12:46.240]  我想其實在過去在我的服飾裡面
[00:12:46.240 --> 00:12:49.320]  我也其實蠻常常被人得罪的
[00:12:49.320 --> 00:12:50.560]  所以我也練舊一身
[00:12:50.560 --> 00:12:52.320]  好像沒什麼事情
[00:12:52.320 --> 00:12:56.000]  這些小意思 小菜一碟
[00:12:56.000 --> 00:12:57.800]  好像這些傷不到我
[00:12:57.800 --> 00:12:59.200]  其實最後我發現
[00:12:59.200 --> 00:13:00.800]  不是我的生命成熟了
[00:13:00.800 --> 00:13:02.720]  這些丁姊妹說的話
[00:13:02.720 --> 00:13:04.240]  或者是有人對你無禮
[00:13:04.240 --> 00:13:06.440]  有人說一些不太好聽的話
[00:13:06.440 --> 00:13:08.320]  讓我感覺很不好受
[00:13:08.320 --> 00:13:11.480]  然後我現在因為好像老油條了
[00:13:11.480 --> 00:13:13.680]  我就好像可以去孕婦了
[00:13:13.680 --> 00:13:15.120]  其實不是
[00:13:15.120 --> 00:13:18.920]  很多時候我是有點迴避了那個問題
[00:13:18.920 --> 00:13:20.880]  好像是把他放在一旁而已
[00:13:20.880 --> 00:13:21.680]  我沒有去管他
[00:13:21.680 --> 00:13:23.680]  我就以為說這個事情好了
[00:13:23.680 --> 00:13:25.720]  我沒有覺得什麼沒有問題
[00:13:25.720 --> 00:13:27.480]  我也沒有對那個人發怒
[00:13:27.480 --> 00:13:29.160]  沒有去指責他
[00:13:29.160 --> 00:13:31.560]  也沒有去跟他去吵
[00:13:31.560 --> 00:13:33.240]  其實後來我在深思的時候
[00:13:33.240 --> 00:13:34.520]  我是發現
[00:13:34.520 --> 00:13:38.960]  其實那些的事情對我是有影響的
[00:13:38.960 --> 00:13:41.720]  我心裡面還是會
[00:13:41.720 --> 00:13:43.960]  會對那個人得罪我的那個人
[00:13:43.960 --> 00:13:47.240]  我會有一種耿耿於懷的
[00:13:47.240 --> 00:13:49.800]  後來慢慢發現原來是這樣
[00:13:49.800 --> 00:13:52.440]  我其實沒有從心裡面去真正饒恕過
[00:13:52.440 --> 00:13:54.000]  那個得罪我的人
[00:13:54.000 --> 00:13:56.400]  我只是好像把他放一邊而已
[00:13:56.400 --> 00:13:57.760]  把他好像用個箱子
[00:13:57.760 --> 00:14:00.240]  把他封起來而已
[00:14:00.240 --> 00:14:01.760]  沒有去管他而已
[00:14:01.760 --> 00:14:04.360]  只是這樣
[00:14:04.360 --> 00:14:06.400]  所以弟兄姊妹我們也要小心
[00:14:06.400 --> 00:14:08.200]  我們是不是也是這樣子
[00:14:08.200 --> 00:14:10.240]  我們只是迴避了
[00:14:10.240 --> 00:14:12.480]  或者是把他放在一旁而已
[00:14:12.480 --> 00:14:16.240]  沒有真正從心裡面去饒恕對方
[00:14:16.240 --> 00:14:18.120]  第二我要講的是
[00:14:18.120 --> 00:14:20.440]  饒恕是根源於神
[00:14:20.440 --> 00:14:23.760]  所以接下來耶穌他就講了一個比喻
[00:14:23.760 --> 00:14:24.920]  這個比喻他說
[00:14:24.920 --> 00:14:28.400]  天國好像一個王要和他的僕人算帳
[00:14:28.400 --> 00:14:29.240]  才算的時候
[00:14:29.240 --> 00:14:32.640]  有人帶了一個欠一千萬銀子的來
[00:14:32.640 --> 00:14:34.800]  因為他沒有償還之物
[00:14:34.800 --> 00:14:37.640]  主人吩咐把他和他妻子兒女
[00:14:37.640 --> 00:14:40.160]  並一切所有的都賣了償還
[00:14:40.160 --> 00:14:42.520]  那僕人就撫撫敗他說
[00:14:42.520 --> 00:14:46.040]  主啊寬容我將來我都要還清
[00:14:46.040 --> 00:14:49.760]  那僕人的主人就動了慈心
[00:14:49.760 --> 00:14:51.920]  把他釋放了
[00:14:51.920 --> 00:14:54.600]  並且免了他的債
[00:14:54.600 --> 00:14:56.200]  這個比喻
[00:14:56.200 --> 00:14:57.640]  哇我們看到這個僕人
[00:14:57.640 --> 00:15:00.920]  他是欠了一個巨債
[00:15:00.920 --> 00:15:02.200]  一千萬銀子呢
[00:15:02.200 --> 00:15:04.520]  在原文是一萬他連得
[00:15:04.520 --> 00:15:06.440]  他連得是一個重量的單位
[00:15:06.440 --> 00:15:08.400]  一他連得大概就是
[00:15:08.400 --> 00:15:10.000]  二十到四十千克之間
[00:15:10.000 --> 00:15:12.720]  那如果我們取中間的數三十的話
[00:15:12.720 --> 00:15:17.160]  那一萬他連得就是三十萬千克
[00:15:17.160 --> 00:15:18.360]  那原文沒有說
[00:15:18.360 --> 00:15:21.560]  這一萬他連得是金還是銀
[00:15:21.560 --> 00:15:23.520]  那如果是按照金來算的話
[00:15:23.520 --> 00:15:24.920]  按照國際的金價
[00:15:24.920 --> 00:15:27.080]  那大概是三百六十億
[00:15:27.080 --> 00:15:29.200]  三百六十個億什麼概念
[00:15:29.200 --> 00:15:31.760]  就是如果你每天能夠賺一百萬
[00:15:31.760 --> 00:15:33.520]  然後你不吃不喝
[00:15:33.520 --> 00:15:38.040]  你要一百年才能還得清
[00:15:38.040 --> 00:15:39.440]  每天要賺一百萬
[00:15:39.440 --> 00:15:41.080]  還要每天不吃不喝
[00:15:41.080 --> 00:15:42.440]  你還要一百年
[00:15:42.440 --> 00:15:43.720]  你才能還得清
[00:15:43.720 --> 00:15:44.640]  那其實說他
[00:15:44.640 --> 00:15:45.520]  其實沒有辦法
[00:15:45.520 --> 00:15:47.760]  根本是沒有辦法可以去還的
[00:15:47.760 --> 00:15:50.120]  超過他的能力的
[00:15:50.120 --> 00:15:52.560]  就算他自己賣掉所有的家產
[00:15:52.560 --> 00:15:53.880]  把他自己也賣了
[00:15:53.880 --> 00:15:56.120]  其實也還不清的
[00:15:56.120 --> 00:15:59.000]  所以這個應該是終身難還的
[00:15:59.000 --> 00:15:59.520]  但是呢
[00:15:59.520 --> 00:16:00.400]  這個主人呢
[00:16:00.400 --> 00:16:03.560]  仍然是赦免了他
[00:16:03.560 --> 00:16:05.080]  因為他有憐憫
[00:16:05.080 --> 00:16:07.520]  這裡說他動了慈心
[00:16:07.520 --> 00:16:09.160]  而這個的僕人呢
[00:16:09.160 --> 00:16:11.000]  他的要求不是說不還
[00:16:11.000 --> 00:16:13.760]  他要求什麼
[00:16:13.760 --> 00:16:16.920]  他只是要求遲一點還而已
[00:16:16.920 --> 00:16:20.520]  他說我將來都要還清
[00:16:20.520 --> 00:16:22.640]  就不是現在我遲一點還而已
[00:16:22.640 --> 00:16:24.320]  他的要求不是說不還
[00:16:24.320 --> 00:16:25.320]  但是主人呢
[00:16:25.320 --> 00:16:27.720]  卻免了他所有的債
[00:16:27.720 --> 00:16:28.640]  不是說好
[00:16:28.640 --> 00:16:30.600]  你就兩年後三年後還吧
[00:16:30.600 --> 00:16:31.520]  慢慢還吧
[00:16:31.520 --> 00:16:34.120]  不是直接免了他的債
[00:16:34.120 --> 00:16:35.640]  你不用還了
[00:16:35.640 --> 00:16:37.640]  這個就是他動了慈心
[00:16:37.640 --> 00:16:38.520]  這個是憐憫
[00:16:38.520 --> 00:16:39.680]  這個是恩典
[00:16:39.680 --> 00:16:43.040]  也是他所不配的
[00:16:43.040 --> 00:16:44.960]  可是接下來的事情呢
[00:16:44.960 --> 00:16:46.280]  卻有點讓人呢
[00:16:46.280 --> 00:16:47.040]  跌眼鏡
[00:16:47.040 --> 00:16:50.360]  那這個本來他要還
[00:16:50.360 --> 00:16:51.040]  那個主人呢
[00:16:51.040 --> 00:16:53.680]  就免了他所有的債
[00:16:53.680 --> 00:16:55.640]  但是當他出去以後呢
[00:16:55.640 --> 00:16:57.200]  就發生了另外的一幕
[00:16:57.200 --> 00:16:58.640]  他遇到另外一個人
[00:16:58.640 --> 00:16:59.640]  那個人呢
[00:16:59.640 --> 00:17:01.760]  欠了他一點小債而已
[00:17:01.760 --> 00:17:03.320]  但是他就怎麼做呢
[00:17:03.320 --> 00:17:06.160]  這裡經文寫得很傳神
[00:17:06.160 --> 00:17:09.840]  說這個人呢要便揪著他
[00:17:09.840 --> 00:17:11.840]  掐住他的喉嚨
